Net generation from petroleum for New York (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390113&sdid=EBA.NY-ALL.NG.OIL.H
19:17:46 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NY-ALL.NG.OIL.H megawatthours
02/8/2021 16H,763
02/8/2021 15H,806
02/8/2021 14H,803
02/8/2021 13H,739
02/8/2021 12H,676
02/8/2021 11H,735
02/8/2021 10H,713
02/8/2021 09H,724
02/8/2021 08H,710
02/8/2021 07H,711
02/8/2021 06H,731
02/8/2021 05H,737
02/8/2021 04H,699
02/8/2021 03H,720
02/8/2021 02H,701
02/8/2021 01H,800
02/8/2021 00H,935
02/7/2021 23H,809
02/7/2021 22H,761
02/7/2021 21H,712
02/7/2021 20H,726
02/7/2021 19H,779
02/7/2021 18H,762
02/7/2021 17H,781
02/7/2021 16H,675
02/7/2021 15H,639
02/7/2021 14H,501
02/7/2021 13H,428
02/7/2021 12H,512
02/7/2021 11H,552
02/7/2021 10H,508
02/7/2021 09H,476
02/7/2021 08H,443
02/7/2021 07H,443
02/7/2021 06H,445
02/7/2021 05H,436
02/7/2021 04H,468
02/7/2021 03H,474
02/7/2021 02H,641
02/7/2021 01H,707
02/7/2021 00H,659
02/6/2021 23H,669
02/6/2021 22H,594
02/6/2021 21H,492
02/6/2021 20H,425
02/6/2021 19H,422
02/6/2021 18H,431
02/6/2021 17H,501
02/6/2021 16H,580
02/6/2021 15H,518
02/6/2021 14H,623
02/6/2021 13H,594
02/6/2021 12H,497
02/6/2021 11H,467
02/6/2021 10H,436
02/6/2021 09H,619
02/6/2021 08H,611
02/6/2021 07H,676
02/6/2021 06H,630
02/6/2021 05H,628
02/6/2021 04H,641
02/6/2021 03H,633
02/6/2021 02H,631
02/6/2021 01H,637
02/6/2021 00H,692
02/5/2021 23H,650
02/5/2021 22H,622
02/5/2021 21H,621
02/5/2021 20H,616
02/5/2021 19H,615
02/5/2021 18H,617
02/5/2021 17H,620
02/5/2021 16H,689
02/5/2021 15H,711
02/5/2021 14H,712
02/5/2021 13H,653
02/5/2021 12H,640
02/5/2021 11H,660
02/5/2021 10H,675
02/5/2021 09H,675
02/5/2021 08H,651
02/5/2021 07H,676
02/5/2021 06H,676
02/5/2021 05H,691
02/5/2021 04H,691
02/5/2021 03H,661
02/5/2021 02H,769
02/5/2021 01H,753
02/5/2021 00H,805
02/4/2021 23H,688
02/4/2021 22H,640
02/4/2021 21H,664
02/4/2021 20H,710
02/4/2021 19H,700
02/4/2021 18H,684
02/4/2021 17H,726
02/4/2021 16H,729
02/4/2021 15H,733
02/4/2021 14H,725
02/4/2021 13H,724
02/4/2021 12H,717
02/4/2021 11H,711
02/4/2021 10H,653
02/4/2021 09H,646
02/4/2021 08H,663
02/4/2021 07H,689
02/4/2021 06H,670
02/4/2021 05H,412
02/4/2021 04H,304
02/4/2021 03H,263
02/4/2021 02H,322
02/4/2021 01H,321
02/4/2021 00H,406
02/3/2021 23H,467
02/3/2021 22H,428
02/3/2021 21H,330
02/3/2021 20H,322
02/3/2021 19H,347
02/3/2021 18H,625
02/3/2021 17H,632
02/3/2021 16H,648
02/3/2021 15H,652
02/3/2021 14H,485
02/3/2021 13H,423
02/3/2021 12H,283
02/3/2021 11H,281
02/3/2021 10H,281
02/3/2021 09H,300
02/3/2021 08H,308
02/3/2021 07H,307
02/3/2021 06H,319
02/3/2021 05H,586
02/3/2021 04H,614
02/3/2021 03H,635
02/3/2021 02H,640
02/3/2021 01H,636
02/3/2021 00H,621
02/2/2021 23H,635
02/2/2021 22H,633
02/2/2021 21H,503
02/2/2021 20H,363
02/2/2021 19H,324
02/2/2021 18H,327
02/2/2021 17H,331
02/2/2021 16H,339
02/2/2021 15H,327
02/2/2021 14H,321
02/2/2021 13H,244
02/2/2021 12H,176
02/2/2021 11H,136
02/2/2021 10H,70
02/2/2021 09H,0
02/2/2021 08H,0
02/2/2021 07H,1
02/2/2021 06H,1
02/2/2021 05H,1
02/2/2021 04H,0
02/2/2021 03H,1
02/2/2021 02H,0
02/2/2021 01H,1
02/2/2021 00H,1
02/1/2021 23H,1
02/1/2021 22H,1
02/1/2021 21H,5
02/1/2021 20H,319
02/1/2021 19H,501
02/1/2021 18H,475
02/1/2021 17H,598
02/1/2021 16H,563
02/1/2021 15H,452
02/1/2021 14H,451
02/1/2021 13H,443
02/1/2021 12H,460
02/1/2021 11H,457
02/1/2021 10H,572
02/1/2021 09H,610
02/1/2021 08H,593
02/1/2021 07H,593
02/1/2021 06H,588
02/1/2021 05H,661
02/1/2021 04H,684
02/1/2021 03H,742
02/1/2021 02H,747
02/1/2021 01H,768
02/1/2021 00H,884
01/31/2021 23H,742
01/31/2021 22H,718
01/31/2021 21H,663
01/31/2021 20H,671
01/31/2021 19H,694
01/31/2021 18H,756
01/31/2021 17H,756
01/31/2021 16H,757
01/31/2021 15H,743
01/31/2021 14H,693
01/31/2021 13H,649
01/31/2021 12H,668
01/31/2021 11H,694
01/31/2021 10H,639
01/31/2021 09H,641
01/31/2021 08H,660
01/31/2021 07H,668
01/31/2021 06H,686
01/31/2021 05H,716
01/31/2021 04H,953
01/31/2021 03H,834
01/31/2021 02H,755
01/31/2021 01H,757
01/31/2021 00H,881
01/30/2021 23H,789
01/30/2021 22H,726
01/30/2021 21H,634
01/30/2021 20H,477
01/30/2021 19H,607
01/30/2021 18H,746
01/30/2021 17H,745
01/30/2021 16H,752
01/30/2021 15H,759
01/30/2021 14H,759
01/30/2021 13H,759
01/30/2021 12H,762
01/30/2021 11H,755
01/30/2021 10H,761
01/30/2021 09H,760
01/30/2021 08H,758
01/30/2021 07H,759
01/30/2021 06H,757
01/30/2021 05H,770
01/30/2021 04H,859
01/30/2021 03H,960
01/30/2021 02H,1072
01/30/2021 01H,1296
01/30/2021 00H,1429
01/29/2021 23H,1434
01/29/2021 22H,1260
01/29/2021 21H,1002
01/29/2021 20H,935
01/29/2021 19H,997
01/29/2021 18H,1167
01/29/2021 17H,1082
01/29/2021 16H,1058
01/29/2021 15H,1137
01/29/2021 14H,1355
01/29/2021 13H,1390
01/29/2021 12H,982
01/29/2021 11H,755
01/29/2021 10H,760
01/29/2021 09H,736
01/29/2021 08H,729
01/29/2021 07H,744
01/29/2021 06H,702
01/29/2021 05H,586
01/29/2021 04H,581
01/29/2021 03H,857
01/29/2021 02H,973
01/29/2021 01H,980
01/29/2021 00H,1102
01/28/2021 23H,947
01/28/2021 22H,613
01/28/2021 21H,536
01/28/2021 20H,525
01/28/2021 19H,429
01/28/2021 18H,661
01/28/2021 17H,772
01/28/2021 16H,826
01/28/2021 15H,822
01/28/2021 14H,761
01/28/2021 13H,720
01/28/2021 12H,628
01/28/2021 11H,638
01/28/2021 10H,617
01/28/2021 09H,466
01/28/2021 08H,625
01/28/2021 07H,632
01/28/2021 06H,661
01/28/2021 05H,791
01/28/2021 04H,825
01/28/2021 03H,1043
01/28/2021 02H,1363
01/28/2021 01H,1473
01/28/2021 00H,1524
01/27/2021 23H,1490
01/27/2021 22H,1594
01/27/2021 21H,1595
01/27/2021 20H,1495
01/27/2021 19H,1303
01/27/2021 18H,1215
01/27/2021 17H,1050
01/27/2021 16H,864
01/27/2021 15H,928
01/27/2021 14H,916
01/27/2021 13H,824
01/27/2021 12H,733
01/27/2021 11H,624
01/27/2021 10H,602
01/27/2021 09H,635
01/27/2021 08H,610
01/27/2021 07H,647
01/27/2021 06H,671
01/27/2021 05H,613
01/27/2021 04H,630
01/27/2021 03H,629
01/27/2021 02H,653
01/27/2021 01H,692
01/27/2021 00H,685
01/26/2021 23H,721
01/26/2021 22H,706
01/26/2021 21H,773
01/26/2021 20H,779
01/26/2021 19H,724
01/26/2021 18H,724
01/26/2021 17H,733
01/26/2021 16H,724
01/26/2021 15H,757
01/26/2021 14H,730
01/26/2021 13H,710
01/26/2021 12H,654
01/26/2021 11H,650
01/26/2021 10H,653
01/26/2021 09H,662
01/26/2021 08H,702
01/26/2021 07H,647
01/26/2021 06H,671
01/26/2021 05H,726
01/26/2021 04H,732
01/26/2021 03H,735
01/26/2021 02H,736
01/26/2021 01H,737
01/26/2021 00H,734
01/25/2021 23H,734
01/25/2021 22H,786
01/25/2021 21H,792
01/25/2021 20H,790
01/25/2021 19H,734
01/25/2021 18H,785
01/25/2021 17H,742
01/25/2021 16H,747
01/25/2021 15H,755
01/25/2021 14H,772
01/25/2021 13H,731
01/25/2021 12H,695
01/25/2021 11H,728
01/25/2021 10H,745
01/25/2021 09H,742
01/25/2021 08H,744
01/25/2021 07H,746
01/25/2021 06H,709
01/25/2021 05H,709
01/25/2021 04H,735
01/25/2021 03H,738
01/25/2021 02H,742
01/25/2021 01H,746
01/25/2021 00H,741
01/24/2021 23H,741
01/24/2021 22H,737
01/24/2021 21H,733
01/24/2021 20H,707
01/24/2021 19H,652
01/24/2021 18H,651
01/24/2021 17H,696
01/24/2021 16H,675
01/24/2021 15H,658
01/24/2021 14H,661
01/24/2021 13H,661
01/24/2021 12H,746
01/24/2021 11H,756
01/24/2021 10H,752
01/24/2021 09H,749
01/24/2021 08H,745
01/24/2021 07H,743
01/24/2021 06H,741
01/24/2021 05H,741
01/24/2021 04H,744
01/24/2021 03H,746
01/24/2021 02H,745
01/24/2021 01H,745
01/24/2021 00H,749
01/23/2021 23H,748
01/23/2021 22H,673
01/23/2021 21H,550
01/23/2021 20H,433
01/23/2021 19H,635
01/23/2021 18H,656
01/23/2021 17H,648
01/23/2021 16H,647
01/23/2021 15H,645
01/23/2021 14H,646
01/23/2021 13H,0
01/23/2021 12H,0
01/23/2021 11H,644
01/23/2021 10H,642
01/23/2021 09H,643
01/23/2021 08H,641
01/23/2021 07H,641
01/23/2021 06H,640
01/23/2021 05H,621
01/23/2021 04H,621
01/23/2021 03H,622
01/23/2021 02H,636
01/23/2021 01H,634
01/23/2021 00H,624
01/22/2021 23H,627
01/22/2021 22H,624
01/22/2021 21H,621
01/22/2021 20H,622
01/22/2021 19H,622
01/22/2021 18H,621
01/22/2021 17H,623
01/22/2021 16H,626
01/22/2021 15H,628
01/22/2021 14H,0
01/22/2021 13H,647
01/22/2021 12H,705
01/22/2021 11H,631
01/22/2021 10H,615
01/22/2021 09H,615
01/22/2021 08H,610
01/22/2021 07H,627
01/22/2021 06H,635
01/22/2021 05H,632
01/22/2021 04H,632
01/22/2021 03H,633
01/22/2021 02H,634
01/22/2021 01H,677
01/22/2021 00H,641
01/21/2021 23H,645
01/21/2021 22H,684
01/21/2021 21H,689
01/21/2021 20H,687
01/21/2021 19H,632
01/21/2021 18H,631
01/21/2021 17H,688
01/21/2021 16H,726
01/21/2021 15H,728
01/21/2021 14H,736
01/21/2021 13H,736
01/21/2021 12H,742
01/21/2021 11H,700
01/21/2021 10H,655
01/21/2021 09H,639
01/21/2021 08H,639
01/21/2021 07H,650
01/21/2021 06H,673
01/21/2021 05H,649
01/21/2021 04H,648
01/21/2021 03H,646
01/21/2021 02H,648
01/21/2021 01H,684
01/21/2021 00H,719
01/20/2021 23H,666
01/20/2021 22H,649
01/20/2021 21H,643
01/20/2021 20H,642
01/20/2021 19H,718
01/20/2021 18H,721
01/20/2021 17H,718
01/20/2021 16H,722
01/20/2021 15H,723
01/20/2021 14H,717
01/20/2021 13H,639
01/20/2021 12H,634
01/20/2021 11H,634
01/20/2021 10H,621
01/20/2021 09H,0
01/20/2021 08H,624
01/20/2021 07H,625
01/20/2021 06H,640
01/20/2021 05H,642
01/20/2021 04H,648
01/20/2021 03H,655
01/20/2021 02H,709
01/20/2021 01H,673
01/20/2021 00H,654
01/19/2021 23H,663
01/19/2021 22H,683
01/19/2021 21H,653
01/19/2021 20H,678
01/19/2021 19H,721
01/19/2021 18H,722
01/19/2021 17H,711
01/19/2021 16H,641
01/19/2021 15H,644
01/19/2021 14H,642
01/19/2021 13H,643
01/19/2021 12H,635
01/19/2021 11H,642
01/19/2021 10H,641
01/19/2021 09H,625
01/19/2021 08H,628
01/19/2021 07H,625
01/19/2021 06H,626
01/19/2021 05H,629
01/19/2021 04H,634
01/19/2021 03H,636
01/19/2021 02H,637
01/19/2021 01H,640
01/19/2021 00H,649
01/18/2021 23H,678
01/18/2021 22H,627
01/18/2021 21H,625
01/18/2021 20H,623
01/18/2021 19H,623
01/18/2021 18H,625
01/18/2021 17H,627
01/18/2021 16H,627
01/18/2021 15H,629
01/18/2021 14H,622
01/18/2021 13H,621
01/18/2021 12H,614
01/18/2021 11H,584
01/18/2021 10H,573
01/18/2021 09H,581
01/18/2021 08H,592
01/18/2021 07H,591
01/18/2021 06H,599
01/18/2021 05H,476
01/18/2021 04H,601
01/18/2021 03H,627
01/18/2021 02H,632
01/18/2021 01H,663
01/18/2021 00H,686
01/17/2021 23H,646
01/17/2021 22H,630
01/17/2021 21H,625
01/17/2021 20H,623
01/17/2021 19H,623
01/17/2021 18H,623
01/17/2021 17H,621
01/17/2021 16H,623
01/17/2021 15H,626
01/17/2021 14H,626
01/17/2021 13H,630
01/17/2021 12H,631
01/17/2021 11H,627
01/17/2021 10H,628
01/17/2021 09H,625
01/17/2021 08H,626
01/17/2021 07H,654
01/17/2021 06H,641
01/17/2021 05H,598
01/17/2021 04H,588
01/17/2021 03H,615
01/17/2021 02H,621
01/17/2021 01H,624
01/17/2021 00H,625
01/16/2021 23H,621
01/16/2021 22H,619
01/16/2021 21H,615
01/16/2021 20H,613
01/16/2021 19H,614
01/16/2021 18H,616
01/16/2021 17H,613
01/16/2021 16H,610
01/16/2021 15H,610
01/16/2021 14H,582
01/16/2021 13H,555
01/16/2021 12H,591
01/16/2021 11H,579
01/16/2021 10H,580
01/16/2021 09H,573
01/16/2021 08H,519
01/16/2021 07H,598
01/16/2021 06H,595
01/16/2021 05H,606
01/16/2021 04H,608
01/16/2021 03H,611
01/16/2021 02H,611
01/16/2021 01H,611
01/16/2021 00H,612
01/15/2021 23H,612
01/15/2021 22H,611
01/15/2021 21H,609
01/15/2021 20H,611
01/15/2021 19H,611
01/15/2021 18H,613
01/15/2021 17H,613
01/15/2021 16H,616
01/15/2021 15H,617
01/15/2021 14H,620
01/15/2021 13H,618
01/15/2021 12H,622
01/15/2021 11H,618
01/15/2021 10H,616
01/15/2021 09H,614
01/15/2021 08H,612
01/15/2021 07H,613
01/15/2021 06H,617
01/15/2021 05H,617
01/15/2021 04H,615
01/15/2021 03H,614
01/15/2021 02H,617
01/15/2021 01H,617
01/15/2021 00H,619
01/14/2021 23H,626
01/14/2021 22H,626
01/14/2021 21H,628
01/14/2021 20H,628
01/14/2021 19H,636
01/14/2021 18H,714
01/14/2021 17H,713
01/14/2021 16H,709
01/14/2021 15H,694
01/14/2021 14H,638
01/14/2021 13H,671
01/14/2021 12H,673
01/14/2021 11H,614
01/14/2021 10H,606
01/14/2021 09H,608
01/14/2021 08H,608
01/14/2021 07H,606
01/14/2021 06H,621
01/14/2021 05H,623
01/14/2021 04H,621
01/14/2021 03H,625
01/14/2021 02H,646
01/14/2021 01H,639
01/14/2021 00H,0
01/13/2021 23H,635
01/13/2021 22H,630
01/13/2021 21H,627
01/13/2021 20H,625
01/13/2021 19H,628
01/13/2021 18H,631
01/13/2021 17H,639
01/13/2021 16H,714
01/13/2021 15H,661
01/13/2021 14H,640
01/13/2021 13H,636
01/13/2021 12H,638
01/13/2021 11H,633
01/13/2021 10H,617
01/13/2021 09H,618
01/13/2021 08H,618
01/13/2021 07H,620
01/13/2021 06H,616
01/13/2021 05H,633
01/13/2021 04H,640
01/13/2021 03H,641
01/13/2021 02H,678
01/13/2021 01H,724
01/13/2021 00H,726
01/12/2021 23H,712
01/12/2021 22H,637
01/12/2021 21H,633
01/12/2021 20H,635
01/12/2021 19H,638
01/12/2021 18H,647
01/12/2021 17H,714
01/12/2021 16H,709
01/12/2021 15H,729
01/12/2021 14H,681
01/12/2021 13H,711
01/12/2021 12H,699
01/12/2021 11H,637
01/12/2021 10H,634
01/12/2021 09H,621
01/12/2021 08H,633
01/12/2021 07H,619
01/12/2021 06H,625
01/12/2021 05H,638
01/12/2021 04H,641
01/12/2021 03H,648
01/12/2021 02H,665
01/12/2021 01H,722
01/12/2021 00H,727
01/11/2021 23H,733
01/11/2021 22H,730
01/11/2021 21H,703
01/11/2021 20H,694
01/11/2021 19H,726
01/11/2021 18H,733
01/11/2021 17H,734
01/11/2021 16H,733
01/11/2021 15H,736
01/11/2021 14H,735
01/11/2021 13H,736
01/11/2021 12H,691
01/11/2021 11H,646
01/11/2021 10H,646
01/11/2021 09H,646
01/11/2021 08H,644
01/11/2021 07H,641
01/11/2021 06H,640
01/11/2021 05H,638
01/11/2021 04H,641
01/11/2021 03H,683
01/11/2021 02H,727
01/11/2021 01H,728
01/11/2021 00H,728
01/10/2021 23H,698
01/10/2021 22H,673
01/10/2021 21H,638
01/10/2021 20H,634
01/10/2021 19H,636
01/10/2021 18H,640
01/10/2021 17H,644
01/10/2021 16H,645
01/10/2021 15H,646
01/10/2021 14H,647
01/10/2021 13H,648
01/10/2021 12H,652
01/10/2021 11H,650
01/10/2021 10H,633
01/10/2021 09H,630
01/10/2021 08H,620
01/10/2021 07H,644
01/10/2021 06H,644
01/10/2021 05H,642
01/10/2021 04H,646
01/10/2021 03H,643
01/10/2021 02H,679
01/10/2021 01H,688
01/10/2021 00H,723
01/9/2021 23H,695
01/9/2021 22H,679
01/9/2021 21H,635
01/9/2021 20H,635
01/9/2021 19H,635
01/9/2021 18H,646
01/9/2021 17H,704
01/9/2021 16H,643
01/9/2021 15H,644
01/9/2021 14H,645
01/9/2021 13H,644
01/9/2021 12H,645
01/9/2021 11H,642
01/9/2021 10H,643
01/9/2021 09H,640
01/9/2021 08H,640
01/9/2021 07H,640
01/9/2021 06H,640
01/9/2021 05H,646
01/9/2021 04H,659
01/9/2021 03H,664
01/9/2021 02H,664
01/9/2021 01H,664
01/9/2021 00H,701
01/8/2021 23H,684
01/8/2021 22H,691
01/8/2021 21H,638
01/8/2021 20H,638
01/8/2021 19H,639
01/8/2021 18H,655
01/8/2021 17H,659
01/8/2021 16H,665
01/8/2021 15H,668
01/8/2021 14H,736
01/8/2021 13H,719
01/8/2021 12H,655
01/8/2021 11H,656
01/8/2021 10H,634
01/8/2021 09H,632
01/8/2021 08H,625
01/8/2021 07H,643
01/8/2021 06H,652
01/8/2021 05H,650
01/8/2021 04H,0
01/8/2021 03H,657
01/8/2021 02H,668
01/8/2021 01H,724
01/8/2021 00H,712
01/7/2021 23H,727
01/7/2021 22H,683
01/7/2021 21H,641
01/7/2021 20H,641
01/7/2021 19H,639
01/7/2021 18H,643
01/7/2021 17H,643
01/7/2021 16H,642
01/7/2021 15H,663
01/7/2021 14H,736
01/7/2021 13H,702
01/7/2021 12H,675
01/7/2021 11H,647
01/7/2021 10H,642
01/7/2021 09H,0
01/7/2021 08H,0
01/7/2021 07H,641
01/7/2021 06H,642
01/7/2021 05H,639
01/7/2021 04H,640
01/7/2021 03H,644
01/7/2021 02H,664
01/7/2021 01H,709
01/7/2021 00H,818
01/6/2021 23H,879
01/6/2021 22H,744
01/6/2021 21H,652
01/6/2021 20H,653
01/6/2021 19H,651
01/6/2021 18H,641
01/6/2021 17H,661
01/6/2021 16H,726
01/6/2021 15H,726
01/6/2021 14H,727
01/6/2021 13H,695
01/6/2021 12H,702
01/6/2021 11H,634
01/6/2021 10H,611
01/6/2021 09H,623
01/6/2021 08H,623
01/6/2021 07H,639
01/6/2021 06H,639
01/6/2021 05H,626
01/6/2021 04H,643
01/6/2021 03H,652
01/6/2021 02H,674
01/6/2021 01H,666
01/6/2021 00H,715
01/5/2021 23H,709
01/5/2021 22H,703
01/5/2021 21H,663
01/5/2021 20H,701
01/5/2021 19H,648
01/5/2021 18H,698
01/5/2021 17H,639
01/5/2021 16H,648
01/5/2021 15H,712
01/5/2021 14H,712
01/5/2021 13H,677
01/5/2021 12H,651
01/5/2021 11H,626
01/5/2021 10H,618
01/5/2021 09H,608
01/5/2021 08H,623
01/5/2021 07H,608
01/5/2021 06H,624
01/5/2021 05H,629
01/5/2021 04H,634
01/5/2021 03H,636
01/5/2021 02H,636
01/5/2021 01H,689
01/5/2021 00H,676
01/4/2021 23H,649
01/4/2021 22H,640
01/4/2021 21H,629
01/4/2021 20H,636
01/4/2021 19H,640
01/4/2021 18H,666
01/4/2021 17H,635
01/4/2021 16H,708
01/4/2021 15H,707
01/4/2021 14H,668
01/4/2021 13H,656
01/4/2021 12H,626
01/4/2021 11H,622
01/4/2021 10H,619
01/4/2021 09H,627
01/4/2021 08H,631
01/4/2021 07H,632
01/4/2021 06H,633
01/4/2021 05H,631
01/4/2021 04H,645
01/4/2021 03H,671
01/4/2021 02H,680
01/4/2021 01H,700
01/4/2021 00H,642
01/3/2021 23H,655
01/3/2021 22H,661
01/3/2021 21H,688
01/3/2021 20H,644
01/3/2021 19H,677
01/3/2021 18H,627
01/3/2021 17H,626
01/3/2021 16H,628
01/3/2021 15H,631
01/3/2021 14H,630
01/3/2021 13H,631
01/3/2021 12H,630
01/3/2021 11H,626
01/3/2021 10H,628
01/3/2021 09H,629
01/3/2021 08H,629
01/3/2021 07H,630
01/3/2021 06H,646
01/3/2021 05H,633
01/3/2021 04H,640
01/3/2021 03H,640
01/3/2021 02H,642
01/3/2021 01H,655
01/3/2021 00H,667
01/2/2021 23H,703
01/2/2021 22H,635
01/2/2021 21H,624
01/2/2021 20H,624
01/2/2021 19H,623
01/2/2021 18H,622
01/2/2021 17H,621
01/2/2021 16H,620
01/2/2021 15H,615
01/2/2021 14H,617
01/2/2021 13H,615
01/2/2021 12H,613
01/2/2021 11H,614
01/2/2021 10H,613
01/2/2021 09H,611
01/2/2021 08H,616
01/2/2021 07H,617
01/2/2021 06H,607
01/2/2021 05H,586
01/2/2021 04H,632
01/2/2021 03H,631
01/2/2021 02H,638
01/2/2021 01H,678
01/2/2021 00H,765
01/1/2021 23H,784
01/1/2021 22H,731
01/1/2021 21H,643
01/1/2021 20H,640
01/1/2021 19H,641
01/1/2021 18H,646
01/1/2021 17H,656
01/1/2021 16H,644
01/1/2021 15H,641
01/1/2021 14H,641
01/1/2021 13H,0
01/1/2021 12H,0
01/1/2021 11H,644
01/1/2021 10H,0
01/1/2021 09H,638
01/1/2021 08H,0
01/1/2021 07H,657
01/1/2021 06H,640
01/1/2021 05H,0
01/1/2021 04H,646
01/1/2021 03H,644
01/1/2021 02H,654
01/1/2021 01H,683
01/1/2021 00H,758
12/31/2020 23H,705
12/31/2020 22H,659
12/31/2020 21H,627
12/31/2020 20H,626
12/31/2020 19H,631
12/31/2020 18H,653
12/31/2020 17H,676
12/31/2020 16H,691
12/31/2020 15H,650
12/31/2020 14H,641
12/31/2020 13H,618
12/31/2020 12H,612
12/31/2020 11H,610
12/31/2020 10H,606
12/31/2020 09H,607
12/31/2020 08H,610
12/31/2020 07H,619
12/31/2020 06H,0
12/31/2020 05H,654
12/31/2020 04H,692
12/31/2020 03H,677
12/31/2020 02H,683
12/31/2020 01H,672
12/31/2020 00H,700
12/30/2020 23H,704
12/30/2020 22H,675
12/30/2020 21H,707
12/30/2020 20H,700
12/30/2020 19H,644
12/30/2020 18H,694
12/30/2020 17H,648
12/30/2020 16H,649
12/30/2020 15H,649
12/30/2020 14H,654
12/30/2020 13H,671
12/30/2020 12H,670
12/30/2020 11H,648
12/30/2020 10H,645
12/30/2020 09H,644
12/30/2020 08H,645
12/30/2020 07H,641
12/30/2020 06H,650
12/30/2020 05H,645
12/30/2020 04H,658
12/30/2020 03H,664
12/30/2020 02H,722
12/30/2020 01H,710
12/30/2020 00H,665
12/29/2020 23H,719
12/29/2020 22H,678
12/29/2020 21H,645
12/29/2020 20H,642
12/29/2020 19H,640
12/29/2020 18H,640
12/29/2020 17H,640
12/29/2020 16H,639
12/29/2020 15H,531
12/29/2020 14H,507
12/29/2020 13H,516
12/29/2020 12H,569
12/29/2020 11H,628
12/29/2020 10H,488
12/29/2020 09H,411
12/29/2020 08H,411
12/29/2020 07H,473
12/29/2020 06H,629
12/29/2020 05H,579
12/29/2020 04H,627
12/29/2020 03H,630
12/29/2020 02H,638
12/29/2020 01H,665
12/29/2020 00H,655
12/28/2020 23H,667
12/28/2020 22H,652
12/28/2020 21H,678
12/28/2020 20H,670
12/28/2020 19H,684
12/28/2020 18H,703
12/28/2020 17H,705
12/28/2020 16H,707
12/28/2020 15H,702
12/28/2020 14H,661
12/28/2020 13H,654
12/28/2020 12H,673
12/28/2020 11H,642
12/28/2020 10H,640
12/28/2020 09H,624
12/28/2020 08H,637
12/28/2020 07H,652
12/28/2020 06H,698
12/28/2020 05H,699
12/28/2020 04H,682
12/28/2020 03H,696
12/28/2020 02H,717
12/28/2020 01H,723
12/28/2020 00H,767
12/27/2020 23H,764
12/27/2020 22H,684
12/27/2020 21H,656
12/27/2020 20H,637
12/27/2020 19H,638
12/27/2020 18H,639
12/27/2020 17H,647
12/27/2020 16H,650
12/27/2020 15H,654
12/27/2020 14H,657
12/27/2020 13H,679
12/27/2020 12H,722
12/27/2020 11H,719
12/27/2020 10H,653
12/27/2020 09H,647
12/27/2020 08H,648
12/27/2020 07H,672
12/27/2020 06H,653
12/27/2020 05H,671
12/27/2020 04H,707
12/27/2020 03H,737
12/27/2020 02H,797
12/27/2020 01H,770
12/27/2020 00H,767
12/26/2020 23H,718
12/26/2020 22H,680
12/26/2020 21H,709
12/26/2020 20H,700
12/26/2020 19H,696
12/26/2020 18H,714
12/26/2020 17H,714
12/26/2020 16H,706
12/26/2020 15H,646
12/26/2020 14H,654
12/26/2020 13H,0
12/26/2020 12H,0
12/26/2020 11H,629
12/26/2020 10H,619
12/26/2020 09H,0
12/26/2020 08H,572
12/26/2020 07H,469
12/26/2020 06H,404
12/26/2020 05H,316
12/26/2020 04H,312
12/26/2020 03H,0
12/26/2020 02H,0
12/26/2020 01H,0
12/26/2020 00H,332
12/25/2020 23H,0
12/25/2020 22H,341
12/25/2020 21H,313
12/25/2020 20H,306
12/25/2020 19H,0
12/25/2020 18H,333
12/25/2020 17H,0
12/25/2020 16H,305
12/25/2020 15H,305
12/25/2020 14H,0
12/25/2020 13H,309
12/25/2020 12H,278
12/25/2020 11H,247
12/25/2020 10H,0
12/25/2020 09H,201
12/25/2020 08H,0
12/25/2020 07H,0
12/25/2020 06H,308
12/25/2020 05H,342
12/25/2020 04H,598
12/25/2020 03H,629
12/25/2020 02H,630
12/25/2020 01H,640
12/25/2020 00H,652
12/24/2020 23H,672
12/24/2020 22H,671
12/24/2020 21H,0
12/24/2020 20H,637
12/24/2020 19H,639
12/24/2020 18H,639
12/24/2020 17H,642
12/24/2020 16H,644
12/24/2020 15H,645
12/24/2020 14H,632
12/24/2020 13H,631
12/24/2020 12H,625
12/24/2020 11H,613
12/24/2020 10H,615
12/24/2020 09H,618
12/24/2020 08H,617
12/24/2020 07H,0
12/24/2020 06H,630
12/24/2020 05H,633
12/24/2020 04H,633
12/24/2020 03H,639
12/24/2020 02H,643
12/24/2020 01H,0
12/24/2020 00H,0
12/23/2020 23H,0
12/23/2020 22H,0
12/23/2020 21H,0
12/23/2020 20H,633
12/23/2020 19H,636
12/23/2020 18H,639
12/23/2020 17H,639
12/23/2020 16H,638
12/23/2020 15H,635
12/23/2020 14H,644
12/23/2020 13H,682
12/23/2020 12H,676
12/23/2020 11H,620
12/23/2020 10H,584
12/23/2020 09H,584
12/23/2020 08H,590
12/23/2020 07H,603
12/23/2020 06H,642
12/23/2020 05H,652
12/23/2020 04H,643
12/23/2020 03H,646
12/23/2020 02H,643
12/23/2020 01H,675
12/23/2020 00H,754
12/22/2020 23H,702
12/22/2020 22H,673
12/22/2020 21H,630
12/22/2020 20H,646
12/22/2020 19H,660
12/22/2020 18H,627
12/22/2020 17H,622
