Net generation from wind for New York (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390113&sdid=EBA.NY-ALL.NG.WND.H
19:17:59 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NY-ALL.NG.WND.H megawatthours
12/26/2020 20H,827
12/26/2020 19H,877
12/26/2020 18H,908
12/26/2020 17H,854
12/26/2020 16H,866
12/26/2020 15H,813
12/26/2020 14H,862
12/26/2020 13H,896
12/26/2020 12H,927
12/26/2020 11H,871
12/26/2020 10H,805
12/26/2020 09H,689
12/26/2020 08H,673
12/26/2020 07H,693
12/26/2020 06H,533
12/26/2020 05H,659
12/26/2020 04H,641
12/26/2020 03H,580
12/26/2020 02H,477
12/26/2020 01H,433
12/26/2020 00H,396
12/25/2020 23H,330
12/25/2020 22H,272
12/25/2020 21H,266
12/25/2020 20H,164
12/25/2020 19H,146
12/25/2020 18H,232
12/25/2020 17H,552
12/25/2020 16H,928
12/25/2020 15H,824
12/25/2020 14H,564
12/25/2020 13H,637
12/25/2020 12H,763
12/25/2020 11H,694
12/25/2020 10H,825
12/25/2020 09H,896
12/25/2020 08H,795
12/25/2020 07H,777
12/25/2020 06H,768
12/25/2020 05H,998
12/25/2020 04H,877
12/25/2020 03H,821
12/25/2020 02H,876
12/25/2020 01H,976
12/25/2020 00H,810
12/24/2020 23H,826
12/24/2020 22H,974
12/24/2020 21H,1141
12/24/2020 20H,1330
12/24/2020 19H,1443
12/24/2020 18H,1445
12/24/2020 17H,1518
12/24/2020 16H,1514
12/24/2020 15H,1521
12/24/2020 14H,1650
12/24/2020 13H,1661
12/24/2020 12H,1628
12/24/2020 11H,1566
12/24/2020 10H,1526
12/24/2020 09H,1522
12/24/2020 08H,1424
12/24/2020 07H,1324
12/24/2020 06H,1339
12/24/2020 05H,1355
12/24/2020 04H,1368
12/24/2020 03H,1488
12/24/2020 02H,1578
12/24/2020 01H,1546
12/24/2020 00H,1555
12/23/2020 23H,1451
12/23/2020 22H,1243
12/23/2020 21H,1011
12/23/2020 20H,675
12/23/2020 19H,539
12/23/2020 18H,418
12/23/2020 17H,376
12/23/2020 16H,311
12/23/2020 15H,244
12/23/2020 14H,273
12/23/2020 13H,261
12/23/2020 12H,293
12/23/2020 11H,344
12/23/2020 10H,360
12/23/2020 09H,471
12/23/2020 08H,480
12/23/2020 07H,524
12/23/2020 06H,659
12/23/2020 05H,812
12/23/2020 04H,1026
12/23/2020 03H,1195
12/23/2020 02H,1413
12/23/2020 01H,1421
12/23/2020 00H,1448
12/22/2020 23H,1460
12/22/2020 22H,1444
12/22/2020 21H,1370
12/22/2020 20H,1359
12/22/2020 19H,1269
12/22/2020 18H,1056
12/22/2020 17H,944
12/22/2020 16H,837
12/22/2020 15H,636
12/22/2020 14H,516
12/22/2020 13H,386
12/22/2020 12H,289
12/22/2020 11H,179
12/22/2020 10H,106
12/22/2020 09H,67
12/22/2020 08H,61
12/22/2020 07H,104
12/22/2020 06H,123
12/22/2020 05H,112
12/22/2020 04H,135
12/22/2020 03H,136
12/22/2020 02H,132
12/22/2020 01H,104
12/22/2020 00H,94
12/21/2020 23H,88
12/21/2020 22H,87
12/21/2020 21H,95
12/21/2020 20H,123
12/21/2020 19H,136
12/21/2020 18H,168
12/21/2020 17H,166
12/21/2020 16H,171
12/21/2020 15H,181
12/21/2020 14H,261
12/21/2020 13H,310
12/21/2020 12H,373
12/21/2020 11H,395
12/21/2020 10H,368
12/21/2020 09H,370
12/21/2020 08H,451
12/21/2020 07H,502
12/21/2020 06H,542
12/21/2020 05H,501
12/21/2020 04H,572
12/21/2020 03H,659
12/21/2020 02H,610
12/21/2020 01H,560
12/21/2020 00H,589
12/20/2020 23H,600
12/20/2020 22H,545
12/20/2020 21H,516
12/20/2020 20H,408
12/20/2020 19H,434
12/20/2020 18H,372
12/20/2020 17H,394
12/20/2020 16H,418
12/20/2020 15H,461
12/20/2020 14H,524
12/20/2020 13H,565
12/20/2020 12H,591
12/20/2020 11H,519
12/20/2020 10H,591
12/20/2020 09H,663
12/20/2020 08H,681
12/20/2020 07H,634
12/20/2020 06H,438
12/20/2020 05H,519
12/20/2020 04H,509
12/20/2020 03H,558
12/20/2020 02H,501
12/20/2020 01H,536
12/20/2020 00H,527
12/19/2020 23H,391
12/19/2020 22H,215
12/19/2020 21H,158
12/19/2020 20H,101
12/19/2020 19H,90
12/19/2020 18H,80
12/19/2020 17H,67
12/19/2020 16H,105
12/19/2020 15H,178
12/19/2020 14H,179
12/19/2020 13H,154
12/19/2020 12H,137
12/19/2020 11H,147
12/19/2020 10H,166
12/19/2020 09H,159
12/19/2020 08H,103
12/19/2020 07H,103
12/19/2020 06H,121
12/19/2020 05H,120
12/19/2020 04H,113
12/19/2020 03H,105
12/19/2020 02H,86
12/19/2020 01H,63
12/19/2020 00H,66
12/18/2020 23H,53
12/18/2020 22H,32
12/18/2020 21H,22
12/18/2020 20H,13
12/18/2020 19H,7
12/18/2020 18H,0
12/18/2020 17H,0
12/18/2020 16H,2
12/18/2020 15H,9
12/18/2020 14H,48
12/18/2020 13H,72
12/18/2020 12H,60
12/18/2020 11H,39
12/18/2020 10H,31
12/18/2020 09H,26
12/18/2020 08H,28
12/18/2020 07H,58
12/18/2020 06H,66
12/18/2020 05H,40
12/18/2020 04H,41
12/18/2020 03H,54
12/18/2020 02H,66
12/18/2020 01H,43
12/18/2020 00H,45
12/17/2020 23H,48
12/17/2020 22H,30
12/17/2020 21H,36
12/17/2020 20H,29
12/17/2020 19H,28
12/17/2020 18H,41
12/17/2020 17H,65
12/17/2020 16H,63
12/17/2020 15H,65
12/17/2020 14H,109
12/17/2020 13H,63
12/17/2020 12H,62
12/17/2020 11H,88
12/17/2020 10H,108
12/17/2020 09H,157
12/17/2020 08H,223
12/17/2020 07H,275
12/17/2020 06H,445
12/17/2020 05H,503
12/17/2020 04H,536
12/17/2020 03H,632
12/17/2020 02H,705
12/17/2020 01H,756
12/17/2020 00H,705
12/16/2020 23H,583
12/16/2020 22H,537
12/16/2020 21H,441
12/16/2020 20H,377
12/16/2020 19H,376
12/16/2020 18H,371
12/16/2020 17H,383
12/16/2020 16H,352
12/16/2020 15H,359
12/16/2020 14H,411
12/16/2020 13H,403
12/16/2020 12H,379
12/16/2020 11H,275
12/16/2020 10H,237
12/16/2020 09H,185
12/16/2020 08H,151
12/16/2020 07H,118
12/16/2020 06H,99
12/16/2020 05H,120
12/16/2020 04H,135
12/16/2020 03H,114
12/16/2020 02H,148
12/16/2020 01H,220
12/16/2020 00H,256
12/15/2020 23H,189
12/15/2020 22H,214
12/15/2020 21H,227
12/15/2020 20H,245
12/15/2020 19H,232
12/15/2020 18H,350
12/15/2020 17H,504
12/15/2020 16H,609
12/15/2020 15H,806
12/15/2020 14H,876
12/15/2020 13H,968
12/15/2020 12H,1056
12/15/2020 11H,1052
12/15/2020 10H,954
12/15/2020 09H,1098
12/15/2020 08H,1186
12/15/2020 07H,1341
12/15/2020 06H,1426
12/15/2020 05H,1469
12/15/2020 04H,1433
12/15/2020 03H,1452
12/15/2020 02H,1483
12/15/2020 01H,1373
12/15/2020 00H,1167
12/14/2020 23H,860
12/14/2020 22H,708
12/14/2020 21H,686
12/14/2020 20H,461
12/14/2020 19H,336
12/14/2020 18H,154
12/14/2020 17H,64
12/14/2020 16H,36
12/14/2020 15H,18
12/14/2020 14H,10
12/14/2020 13H,3
12/14/2020 12H,0
12/14/2020 11H,0
12/14/2020 10H,6
12/14/2020 09H,34
12/14/2020 08H,81
12/14/2020 07H,105
12/14/2020 06H,158
12/14/2020 05H,201
12/14/2020 04H,236
12/14/2020 03H,269
12/14/2020 02H,410
12/14/2020 01H,611
12/14/2020 00H,774
12/13/2020 23H,829
12/13/2020 22H,911
12/13/2020 21H,1079
12/13/2020 20H,1238
12/13/2020 19H,1362
12/13/2020 18H,1442
12/13/2020 17H,1402
12/13/2020 16H,1415
12/13/2020 15H,1399
12/13/2020 14H,1219
12/13/2020 13H,1187
12/13/2020 12H,1178
12/13/2020 11H,995
12/13/2020 10H,1023
12/13/2020 09H,1073
12/13/2020 08H,1098
12/13/2020 07H,1134
12/13/2020 06H,1179
12/13/2020 05H,1174
12/13/2020 04H,1238
12/13/2020 03H,1347
12/13/2020 02H,1216
12/13/2020 01H,1140
12/13/2020 00H,1276
12/12/2020 23H,1229
12/12/2020 22H,1080
12/12/2020 21H,1001
12/12/2020 20H,973
12/12/2020 19H,872
12/12/2020 18H,814
12/12/2020 17H,754
12/12/2020 16H,772
12/12/2020 15H,792
12/12/2020 14H,733
12/12/2020 13H,602
12/12/2020 12H,381
12/12/2020 11H,345
12/12/2020 10H,263
12/12/2020 09H,178
12/12/2020 08H,154
12/12/2020 07H,141
12/12/2020 06H,123
12/12/2020 05H,109
12/12/2020 04H,79
12/12/2020 03H,44
12/12/2020 02H,39
12/12/2020 01H,35
12/12/2020 00H,80
12/11/2020 23H,84
12/11/2020 22H,78
12/11/2020 21H,92
12/11/2020 20H,134
12/11/2020 19H,177
12/11/2020 18H,205
12/11/2020 17H,288
12/11/2020 16H,366
12/11/2020 15H,512
12/11/2020 14H,656
12/11/2020 13H,783
12/11/2020 12H,802
12/11/2020 11H,802
12/11/2020 10H,784
12/11/2020 09H,722
12/11/2020 08H,672
12/11/2020 07H,691
12/11/2020 06H,663
12/11/2020 05H,572
12/11/2020 04H,461
12/11/2020 03H,444
12/11/2020 02H,370
12/11/2020 01H,320
12/11/2020 00H,274
12/10/2020 23H,282
12/10/2020 22H,317
12/10/2020 21H,366
12/10/2020 20H,424
12/10/2020 19H,428
12/10/2020 18H,525
12/10/2020 17H,509
12/10/2020 16H,495
12/10/2020 15H,517
12/10/2020 14H,500
12/10/2020 13H,500
12/10/2020 12H,481
12/10/2020 11H,631
12/10/2020 10H,758
12/10/2020 09H,863
12/10/2020 08H,869
12/10/2020 07H,783
12/10/2020 06H,842
12/10/2020 05H,812
12/10/2020 04H,733
12/10/2020 03H,667
12/10/2020 02H,629
12/10/2020 01H,585
12/10/2020 00H,601
12/9/2020 23H,555
12/9/2020 22H,473
12/9/2020 21H,465
12/9/2020 20H,458
12/9/2020 19H,475
12/9/2020 18H,655
12/9/2020 17H,728
12/9/2020 16H,721
12/9/2020 15H,805
12/9/2020 14H,860
12/9/2020 13H,864
12/9/2020 12H,791
12/9/2020 11H,755
12/9/2020 10H,767
12/9/2020 09H,754
12/9/2020 08H,705
12/9/2020 07H,766
12/9/2020 06H,713
12/9/2020 05H,763
12/9/2020 04H,674
12/9/2020 03H,493
12/9/2020 02H,460
12/9/2020 01H,489
12/9/2020 00H,464
12/8/2020 23H,398
12/8/2020 22H,405
12/8/2020 21H,442
12/8/2020 20H,399
12/8/2020 19H,448
12/8/2020 18H,461
12/8/2020 17H,384
12/8/2020 16H,326
12/8/2020 15H,310
12/8/2020 14H,341
12/8/2020 13H,359
12/8/2020 12H,340
12/8/2020 11H,298
12/8/2020 10H,271
12/8/2020 09H,238
12/8/2020 08H,205
12/8/2020 07H,213
12/8/2020 06H,240
12/8/2020 05H,279
12/8/2020 04H,304
12/8/2020 03H,272
12/8/2020 02H,234
12/8/2020 01H,258
12/8/2020 00H,249
12/7/2020 23H,251
12/7/2020 22H,260
12/7/2020 21H,280
12/7/2020 20H,325
12/7/2020 19H,353
12/7/2020 18H,344
12/7/2020 17H,294
12/7/2020 16H,288
12/7/2020 15H,260
12/7/2020 14H,267
12/7/2020 13H,312
12/7/2020 12H,342
12/7/2020 11H,349
12/7/2020 10H,400
12/7/2020 09H,457
12/7/2020 08H,522
12/7/2020 07H,571
12/7/2020 06H,580
12/7/2020 05H,615
12/7/2020 04H,630
12/7/2020 03H,693
12/7/2020 02H,749
12/7/2020 01H,844
12/7/2020 00H,862
12/6/2020 23H,713
12/6/2020 22H,714
12/6/2020 21H,821
12/6/2020 20H,835
12/6/2020 19H,790
12/6/2020 18H,781
12/6/2020 17H,755
12/6/2020 16H,685
12/6/2020 15H,701
12/6/2020 14H,670
12/6/2020 13H,706
12/6/2020 12H,704
12/6/2020 11H,610
12/6/2020 10H,585
12/6/2020 09H,576
12/6/2020 08H,552
12/6/2020 07H,560
12/6/2020 06H,597
12/6/2020 05H,611
12/6/2020 04H,574
12/6/2020 03H,510
12/6/2020 02H,503
12/6/2020 01H,519
12/6/2020 00H,419
12/5/2020 23H,437
12/5/2020 22H,492
12/5/2020 21H,526
12/5/2020 20H,498
12/5/2020 19H,458
12/5/2020 18H,412
12/5/2020 17H,337
12/5/2020 16H,315
12/5/2020 15H,201
12/5/2020 14H,100
12/5/2020 13H,60
12/5/2020 12H,33
12/5/2020 11H,40
12/5/2020 10H,50
12/5/2020 09H,59
12/5/2020 08H,39
12/5/2020 07H,17
12/5/2020 06H,36
12/5/2020 05H,38
12/5/2020 04H,102
12/5/2020 03H,136
12/5/2020 02H,230
12/5/2020 01H,345
12/5/2020 00H,341
12/4/2020 23H,421
12/4/2020 22H,487
12/4/2020 21H,642
12/4/2020 20H,702
12/4/2020 19H,774
12/4/2020 18H,831
12/4/2020 17H,795
12/4/2020 16H,906
12/4/2020 15H,966
12/4/2020 14H,916
12/4/2020 13H,959
12/4/2020 12H,1070
12/4/2020 11H,1075
12/4/2020 10H,1021
12/4/2020 09H,902
12/4/2020 08H,808
12/4/2020 07H,853
12/4/2020 06H,809
12/4/2020 05H,887
12/4/2020 04H,942
12/4/2020 03H,948
12/4/2020 02H,805
12/4/2020 01H,808
12/4/2020 00H,940
12/3/2020 23H,935
12/3/2020 22H,937
12/3/2020 21H,1047
12/3/2020 20H,1168
12/3/2020 19H,1148
12/3/2020 18H,1229
12/3/2020 17H,1264
12/3/2020 16H,1272
12/3/2020 15H,1353
12/3/2020 14H,1321
12/3/2020 13H,1260
12/3/2020 12H,1177
12/3/2020 11H,1193
12/3/2020 10H,1160
12/3/2020 09H,1144
12/3/2020 08H,1103
12/3/2020 07H,1109
12/3/2020 06H,1146
12/3/2020 05H,1256
12/3/2020 04H,1320
12/3/2020 03H,1294
12/3/2020 02H,1261
12/3/2020 01H,1348
12/3/2020 00H,1320
12/2/2020 23H,1274
12/2/2020 22H,1176
12/2/2020 21H,1220
12/2/2020 20H,1140
12/2/2020 19H,962
12/2/2020 18H,918
12/2/2020 17H,931
12/2/2020 16H,873
12/2/2020 15H,880
12/2/2020 14H,879
12/2/2020 13H,838
12/2/2020 12H,786
12/2/2020 11H,790
12/2/2020 10H,836
12/2/2020 09H,793
12/2/2020 08H,687
12/2/2020 07H,630
12/2/2020 06H,669
12/2/2020 05H,665
12/2/2020 04H,686
12/2/2020 03H,690
12/2/2020 02H,595
12/2/2020 01H,587
12/2/2020 00H,602
12/1/2020 23H,564
12/1/2020 22H,524
12/1/2020 21H,379
12/1/2020 20H,415
12/1/2020 19H,529
12/1/2020 18H,472
12/1/2020 17H,377
12/1/2020 16H,315
12/1/2020 15H,291
12/1/2020 14H,287
12/1/2020 13H,146
12/1/2020 12H,66
12/1/2020 11H,68
12/1/2020 10H,51
12/1/2020 09H,52
12/1/2020 08H,46
12/1/2020 07H,25
12/1/2020 06H,80
12/1/2020 05H,173
12/1/2020 04H,248
12/1/2020 03H,258
12/1/2020 02H,408
12/1/2020 01H,598
12/1/2020 00H,683
11/30/2020 23H,741
11/30/2020 22H,892
11/30/2020 21H,880
11/30/2020 20H,657
11/30/2020 19H,705
11/30/2020 18H,880
11/30/2020 17H,878
11/30/2020 16H,648
11/30/2020 15H,524
11/30/2020 14H,453
11/30/2020 13H,518
11/30/2020 12H,476
11/30/2020 11H,494
11/30/2020 10H,579
11/30/2020 09H,672
11/30/2020 08H,638
11/30/2020 07H,652
11/30/2020 06H,694
11/30/2020 05H,662
11/30/2020 04H,666
11/30/2020 03H,653
11/30/2020 02H,666
11/30/2020 01H,693
11/30/2020 00H,528
11/29/2020 23H,405
11/29/2020 22H,206
11/29/2020 21H,171
11/29/2020 20H,272
11/29/2020 19H,473
11/29/2020 18H,528
11/29/2020 17H,536
11/29/2020 16H,558
11/29/2020 15H,522
11/29/2020 14H,672
11/29/2020 13H,747
11/29/2020 12H,784
11/29/2020 11H,829
11/29/2020 10H,824
11/29/2020 09H,811
11/29/2020 08H,908
11/29/2020 07H,1071
11/29/2020 06H,1173
11/29/2020 05H,1214
11/29/2020 04H,1080
11/29/2020 03H,1096
11/29/2020 02H,1066
11/29/2020 01H,954
11/29/2020 00H,962
11/28/2020 23H,824
11/28/2020 22H,811
11/28/2020 21H,727
11/28/2020 20H,808
11/28/2020 19H,744
11/28/2020 18H,640
11/28/2020 17H,620
11/28/2020 16H,685
11/28/2020 15H,494
11/28/2020 14H,373
11/28/2020 13H,303
11/28/2020 12H,226
11/28/2020 11H,199
11/28/2020 10H,163
11/28/2020 09H,172
11/28/2020 08H,150
11/28/2020 07H,193
11/28/2020 06H,233
11/28/2020 05H,245
11/28/2020 04H,213
11/28/2020 03H,264
11/28/2020 02H,257
11/28/2020 01H,213
11/28/2020 00H,188
11/27/2020 23H,127
11/27/2020 22H,120
11/27/2020 21H,138
11/27/2020 20H,104
11/27/2020 19H,118
11/27/2020 18H,104
11/27/2020 17H,75
11/27/2020 16H,55
11/27/2020 15H,36
11/27/2020 14H,54
11/27/2020 13H,85
11/27/2020 12H,103
11/27/2020 11H,179
11/27/2020 10H,205
11/27/2020 09H,259
11/27/2020 08H,337
11/27/2020 07H,453
11/27/2020 06H,566
11/27/2020 05H,646
11/27/2020 04H,585
11/27/2020 03H,611
11/27/2020 02H,662
11/27/2020 01H,674
11/27/2020 00H,652
11/26/2020 23H,643
11/26/2020 22H,557
11/26/2020 21H,492
11/26/2020 20H,554
11/26/2020 19H,639
11/26/2020 18H,699
11/26/2020 17H,617
11/26/2020 16H,574
11/26/2020 15H,552
11/26/2020 14H,535
11/26/2020 13H,654
11/26/2020 12H,817
11/26/2020 11H,809
11/26/2020 10H,786
11/26/2020 09H,837
11/26/2020 08H,819
11/26/2020 07H,824
11/26/2020 06H,820
11/26/2020 05H,811
11/26/2020 04H,707
11/26/2020 03H,680
11/26/2020 02H,637
11/26/2020 01H,585
11/26/2020 00H,638
11/25/2020 23H,617
11/25/2020 22H,600
11/25/2020 21H,563
11/25/2020 20H,591
11/25/2020 19H,643
11/25/2020 18H,701
11/25/2020 17H,911
11/25/2020 16H,1102
11/25/2020 15H,1256
11/25/2020 14H,1252
11/25/2020 13H,1275
11/25/2020 12H,1116
11/25/2020 11H,945
11/25/2020 10H,851
11/25/2020 09H,675
11/25/2020 08H,659
11/25/2020 07H,752
11/25/2020 06H,669
11/25/2020 05H,533
11/25/2020 04H,415
11/25/2020 03H,303
11/25/2020 02H,164
11/25/2020 01H,110
11/25/2020 00H,95
11/24/2020 23H,47
11/24/2020 22H,18
11/24/2020 21H,43
11/24/2020 20H,78
11/24/2020 19H,112
11/24/2020 18H,159
11/24/2020 17H,145
11/24/2020 16H,181
11/24/2020 15H,294
11/24/2020 14H,413
11/24/2020 13H,495
11/24/2020 12H,541
11/24/2020 11H,526
11/24/2020 10H,593
11/24/2020 09H,518
11/24/2020 08H,509
11/24/2020 07H,589
11/24/2020 06H,647
11/24/2020 05H,723
11/24/2020 04H,683
11/24/2020 03H,776
11/24/2020 02H,811
11/24/2020 01H,802
11/24/2020 00H,885
11/23/2020 23H,895
11/23/2020 22H,907
11/23/2020 21H,782
11/23/2020 20H,887
11/23/2020 19H,989
11/23/2020 18H,800
11/23/2020 17H,857
11/23/2020 16H,904
11/23/2020 15H,912
11/23/2020 14H,920
11/23/2020 13H,876
11/23/2020 12H,985
11/23/2020 11H,1074
11/23/2020 10H,1233
11/23/2020 09H,1406
11/23/2020 08H,1305
11/23/2020 07H,1047
11/23/2020 06H,1058
11/23/2020 05H,1054
11/23/2020 04H,1018
11/23/2020 03H,937
11/23/2020 02H,1072
11/23/2020 01H,1109
11/23/2020 00H,1282
11/22/2020 23H,1153
11/22/2020 22H,916
11/22/2020 21H,659
11/22/2020 20H,548
11/22/2020 19H,484
11/22/2020 18H,435
11/22/2020 17H,312
11/22/2020 16H,265
11/22/2020 15H,216
11/22/2020 14H,186
11/22/2020 13H,177
11/22/2020 12H,188
11/22/2020 11H,149
11/22/2020 10H,104
11/22/2020 09H,101
11/22/2020 08H,81
11/22/2020 07H,40
11/22/2020 06H,17
11/22/2020 05H,9
11/22/2020 04H,4
11/22/2020 03H,4
11/22/2020 02H,8
11/22/2020 01H,40
11/22/2020 00H,97
11/21/2020 23H,178
11/21/2020 22H,255
11/21/2020 21H,272
11/21/2020 20H,302
11/21/2020 19H,265
11/21/2020 18H,200
11/21/2020 17H,233
11/21/2020 16H,285
11/21/2020 15H,291
11/21/2020 14H,294
11/21/2020 13H,429
11/21/2020 12H,526
11/21/2020 11H,704
11/21/2020 10H,691
11/21/2020 09H,618
11/21/2020 08H,650
11/21/2020 07H,729
11/21/2020 06H,961
11/21/2020 05H,1188
11/21/2020 04H,1396
11/21/2020 03H,1451
11/21/2020 02H,1447
11/21/2020 01H,1373
11/21/2020 00H,1312
11/20/2020 23H,1205
11/20/2020 22H,1057
11/20/2020 21H,989
11/20/2020 20H,1078
11/20/2020 19H,1158
11/20/2020 18H,1221
11/20/2020 17H,1288
11/20/2020 16H,1250
11/20/2020 15H,1209
11/20/2020 14H,1250
11/20/2020 13H,1239
11/20/2020 12H,1198
11/20/2020 11H,1278
11/20/2020 10H,1348
11/20/2020 09H,1406
11/20/2020 08H,1476
11/20/2020 07H,1540
11/20/2020 06H,1524
11/20/2020 05H,1531
11/20/2020 04H,1564
11/20/2020 03H,1579
11/20/2020 02H,1552
11/20/2020 01H,1539
11/20/2020 00H,1548
11/19/2020 23H,1450
11/19/2020 22H,1378
11/19/2020 21H,1378
11/19/2020 20H,1353
11/19/2020 19H,1326
11/19/2020 18H,1264
11/19/2020 17H,1338
11/19/2020 16H,1253
11/19/2020 15H,1195
11/19/2020 14H,1111
11/19/2020 13H,1087
11/19/2020 12H,975
11/19/2020 11H,776
11/19/2020 10H,753
11/19/2020 09H,677
11/19/2020 08H,592
11/19/2020 07H,530
11/19/2020 06H,502
11/19/2020 05H,465
11/19/2020 04H,481
11/19/2020 03H,436
11/19/2020 02H,311
11/19/2020 01H,192
11/19/2020 00H,94
11/18/2020 23H,100
11/18/2020 22H,158
11/18/2020 21H,227
11/18/2020 20H,257
11/18/2020 19H,297
11/18/2020 18H,297
11/18/2020 17H,247
11/18/2020 16H,271
11/18/2020 15H,305
11/18/2020 14H,284
11/18/2020 13H,312
11/18/2020 12H,330
11/18/2020 11H,375
11/18/2020 10H,477
11/18/2020 09H,503
11/18/2020 08H,657
11/18/2020 07H,768
11/18/2020 06H,887
11/18/2020 05H,982
11/18/2020 04H,976
11/18/2020 03H,1016
11/18/2020 02H,860
11/18/2020 01H,874
11/18/2020 00H,1023
11/17/2020 23H,956
11/17/2020 22H,1059
11/17/2020 21H,1012
11/17/2020 20H,861
11/17/2020 19H,782
11/17/2020 18H,671
11/17/2020 17H,634
11/17/2020 16H,549
11/17/2020 15H,398
11/17/2020 14H,287
11/17/2020 13H,285
11/17/2020 12H,234
11/17/2020 11H,228
11/17/2020 10H,227
11/17/2020 09H,343
11/17/2020 08H,476
11/17/2020 07H,645
11/17/2020 06H,717
11/17/2020 05H,756
11/17/2020 04H,781
11/17/2020 03H,888
11/17/2020 02H,1082
11/17/2020 01H,1227
11/17/2020 00H,1254
11/16/2020 23H,1371
11/16/2020 22H,1439
11/16/2020 21H,1330
11/16/2020 20H,1475
11/16/2020 19H,1512
11/16/2020 18H,1522
11/16/2020 17H,1328
11/16/2020 16H,1220
11/16/2020 15H,1217
11/16/2020 14H,1356
11/16/2020 13H,1453
11/16/2020 12H,1487
11/16/2020 11H,1399
11/16/2020 10H,1352
11/16/2020 09H,1450
11/16/2020 08H,1471
11/16/2020 07H,1461
11/16/2020 06H,1351
11/16/2020 05H,1407
11/16/2020 04H,1453
11/16/2020 03H,1428
11/16/2020 02H,1406
11/16/2020 01H,1434
11/16/2020 00H,1335
11/15/2020 23H,1178
11/15/2020 22H,1407
11/15/2020 21H,1502
11/15/2020 20H,1518
11/15/2020 19H,1504
11/15/2020 18H,1437
11/15/2020 17H,1438
11/15/2020 16H,1447
11/15/2020 15H,1426
11/15/2020 14H,1424
11/15/2020 13H,1351
11/15/2020 12H,1253
11/15/2020 11H,1069
11/15/2020 10H,842
11/15/2020 09H,731
11/15/2020 08H,709
11/15/2020 07H,560
11/15/2020 06H,470
11/15/2020 05H,427
11/15/2020 04H,335
11/15/2020 03H,235
11/15/2020 02H,215
11/15/2020 01H,234
11/15/2020 00H,222
11/14/2020 23H,210
11/14/2020 22H,192
11/14/2020 21H,344
11/14/2020 20H,500
11/14/2020 19H,587
11/14/2020 18H,589
11/14/2020 17H,534
11/14/2020 16H,477
11/14/2020 15H,496
11/14/2020 14H,537
11/14/2020 13H,617
11/14/2020 12H,633
11/14/2020 11H,643
11/14/2020 10H,563
11/14/2020 09H,573
11/14/2020 08H,497
11/14/2020 07H,526
11/14/2020 06H,474
11/14/2020 05H,488
11/14/2020 04H,474
11/14/2020 03H,545
11/14/2020 02H,761
11/14/2020 01H,595
11/14/2020 00H,486
11/13/2020 23H,421
11/13/2020 22H,556
11/13/2020 21H,635
11/13/2020 20H,545
11/13/2020 19H,473
11/13/2020 18H,364
11/13/2020 17H,296
11/13/2020 16H,507
11/13/2020 15H,683
11/13/2020 14H,767
11/13/2020 13H,830
11/13/2020 12H,828
11/13/2020 11H,795
11/13/2020 10H,626
11/13/2020 09H,475
11/13/2020 08H,329
11/13/2020 07H,213
11/13/2020 06H,108
11/13/2020 05H,92
11/13/2020 04H,70
11/13/2020 03H,97
11/13/2020 02H,115
11/13/2020 01H,118
11/13/2020 00H,131
11/12/2020 23H,120
11/12/2020 22H,99
11/12/2020 21H,134
11/12/2020 20H,111
11/12/2020 19H,124
11/12/2020 18H,194
11/12/2020 17H,259
11/12/2020 16H,311
11/12/2020 15H,380
11/12/2020 14H,322
11/12/2020 13H,290
11/12/2020 12H,274
11/12/2020 11H,331
11/12/2020 10H,342
11/12/2020 09H,314
11/12/2020 08H,279
11/12/2020 07H,304
11/12/2020 06H,391
11/12/2020 05H,463
11/12/2020 04H,521
11/12/2020 03H,689
11/12/2020 02H,678
11/12/2020 01H,893
11/12/2020 00H,915
11/11/2020 23H,777
11/11/2020 22H,813
11/11/2020 21H,949
11/11/2020 20H,1081
11/11/2020 19H,1170
11/11/2020 18H,1164
11/11/2020 17H,1128
11/11/2020 16H,1039
11/11/2020 15H,935
11/11/2020 14H,965
11/11/2020 13H,1196
11/11/2020 12H,1207
11/11/2020 11H,1232
11/11/2020 10H,1185
11/11/2020 09H,1120
11/11/2020 08H,1148
11/11/2020 07H,1240
11/11/2020 06H,1235
11/11/2020 05H,1189
11/11/2020 04H,1167
11/11/2020 03H,1152
11/11/2020 02H,1033
11/11/2020 01H,875
11/11/2020 00H,708
11/10/2020 23H,482
11/10/2020 22H,288
11/10/2020 21H,254
11/10/2020 20H,294
11/10/2020 19H,327
11/10/2020 18H,384
11/10/2020 17H,378
11/10/2020 16H,370
11/10/2020 15H,454
11/10/2020 14H,667
11/10/2020 13H,859
11/10/2020 12H,952
11/10/2020 11H,1012
11/10/2020 10H,1019
11/10/2020 09H,995
11/10/2020 08H,1033
11/10/2020 07H,1024
11/10/2020 06H,1058
11/10/2020 05H,1055
11/10/2020 04H,926
11/10/2020 03H,763
11/10/2020 02H,597
11/10/2020 01H,495
11/10/2020 00H,354
11/9/2020 23H,202
11/9/2020 22H,71
11/9/2020 21H,64
11/9/2020 20H,55
11/9/2020 19H,48
11/9/2020 18H,25
11/9/2020 17H,44
11/9/2020 16H,46
11/9/2020 15H,42
11/9/2020 14H,96
