Net generation from wind for New York (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390113&sdid=EBA.NY-ALL.NG.WND.H
19:17:59 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NY-ALL.NG.WND.H megawatthours
11/9/2020 13H,165
11/9/2020 12H,258
11/9/2020 11H,355
11/9/2020 10H,389
11/9/2020 09H,370
11/9/2020 08H,366
11/9/2020 07H,377
11/9/2020 06H,402
11/9/2020 05H,437
11/9/2020 04H,499
11/9/2020 03H,401
11/9/2020 02H,369
11/9/2020 01H,267
11/9/2020 00H,272
11/8/2020 23H,176
11/8/2020 22H,63
11/8/2020 21H,54
11/8/2020 20H,96
11/8/2020 19H,135
11/8/2020 18H,114
11/8/2020 17H,111
11/8/2020 16H,97
11/8/2020 15H,116
11/8/2020 14H,285
11/8/2020 13H,422
11/8/2020 12H,452
11/8/2020 11H,502
11/8/2020 10H,610
11/8/2020 09H,691
11/8/2020 08H,690
11/8/2020 07H,626
11/8/2020 06H,748
11/8/2020 05H,817
11/8/2020 04H,956
11/8/2020 03H,987
11/8/2020 02H,821
11/8/2020 01H,700
11/8/2020 00H,569
11/7/2020 23H,495
11/7/2020 22H,526
11/7/2020 21H,623
11/7/2020 20H,676
11/7/2020 19H,689
11/7/2020 18H,725
11/7/2020 17H,646
11/7/2020 16H,593
11/7/2020 15H,591
11/7/2020 14H,740
11/7/2020 13H,866
11/7/2020 12H,915
11/7/2020 11H,1015
11/7/2020 10H,1096
11/7/2020 09H,1116
11/7/2020 08H,1159
11/7/2020 07H,1219
11/7/2020 06H,1304
11/7/2020 05H,1386
11/7/2020 04H,1356
11/7/2020 03H,1282
11/7/2020 02H,1234
11/7/2020 01H,1203
11/7/2020 00H,1113
11/6/2020 23H,834
11/6/2020 22H,920
11/6/2020 21H,967
11/6/2020 20H,1077
11/6/2020 19H,1164
11/6/2020 18H,1163
11/6/2020 17H,977
11/6/2020 16H,959
11/6/2020 15H,964
11/6/2020 14H,1057
11/6/2020 13H,1081
11/6/2020 12H,1082
11/6/2020 11H,1020
11/6/2020 10H,954
11/6/2020 09H,917
11/6/2020 08H,926
11/6/2020 07H,972
11/6/2020 06H,1049
11/6/2020 05H,1115
11/6/2020 04H,1162
11/6/2020 03H,1103
11/6/2020 02H,1103
11/6/2020 01H,1159
11/6/2020 00H,1041
11/5/2020 23H,996
11/5/2020 22H,925
11/5/2020 21H,845
11/5/2020 20H,783
11/5/2020 19H,795
11/5/2020 18H,874
11/5/2020 17H,816
11/5/2020 16H,859
11/5/2020 15H,1035
11/5/2020 14H,1184
11/5/2020 13H,1298
11/5/2020 12H,1346
11/5/2020 11H,1390
11/5/2020 10H,1460
11/5/2020 09H,1479
11/5/2020 08H,1420
11/5/2020 07H,1459
11/5/2020 06H,1454
11/5/2020 05H,1455
11/5/2020 04H,1525
11/5/2020 03H,1535
11/5/2020 02H,1389
11/5/2020 01H,1429
11/5/2020 00H,1251
11/4/2020 23H,1052
11/4/2020 22H,813
11/4/2020 21H,783
11/4/2020 20H,803
11/4/2020 19H,870
11/4/2020 18H,807
11/4/2020 17H,803
11/4/2020 16H,795
11/4/2020 15H,828
11/4/2020 14H,992
11/4/2020 13H,1070
11/4/2020 12H,1084
11/4/2020 11H,1046
11/4/2020 10H,977
11/4/2020 09H,930
11/4/2020 08H,770
11/4/2020 07H,713
11/4/2020 06H,656
11/4/2020 05H,647
11/4/2020 04H,580
11/4/2020 03H,383
11/4/2020 02H,248
11/4/2020 01H,144
11/4/2020 00H,88
11/3/2020 23H,96
11/3/2020 22H,118
11/3/2020 21H,246
11/3/2020 20H,340
11/3/2020 19H,362
11/3/2020 18H,453
11/3/2020 17H,506
11/3/2020 16H,604
11/3/2020 15H,716
11/3/2020 14H,913
11/3/2020 13H,1070
11/3/2020 12H,1249
11/3/2020 11H,1302
11/3/2020 10H,1133
11/3/2020 09H,1117
11/3/2020 08H,1297
11/3/2020 07H,1372
11/3/2020 06H,1463
11/3/2020 05H,1503
11/3/2020 04H,1461
11/3/2020 03H,1468
11/3/2020 02H,1504
11/3/2020 01H,1412
11/3/2020 00H,1305
11/2/2020 23H,1312
11/2/2020 22H,1435
11/2/2020 21H,1466
11/2/2020 20H,1445
11/2/2020 19H,1483
11/2/2020 18H,1470
11/2/2020 17H,1565
11/2/2020 16H,1461
11/2/2020 15H,1560
11/2/2020 14H,1573
11/2/2020 13H,1521
11/2/2020 12H,1366
11/2/2020 11H,1286
11/2/2020 10H,1217
11/2/2020 09H,1117
11/2/2020 08H,1106
11/2/2020 07H,1039
11/2/2020 06H,1031
11/2/2020 05H,1117
11/2/2020 04H,1145
11/2/2020 03H,1345
11/2/2020 02H,1319
11/2/2020 01H,1320
11/2/2020 00H,1367
11/1/2020 23H,1413
11/1/2020 22H,1380
11/1/2020 21H,1304
11/1/2020 20H,1271
11/1/2020 19H,1215
11/1/2020 18H,1412
11/1/2020 17H,1481
11/1/2020 16H,1484
11/1/2020 15H,1464
11/1/2020 14H,1352
11/1/2020 13H,1366
11/1/2020 12H,1390
11/1/2020 11H,1246
11/1/2020 10H,1203
11/1/2020 09H,1119
11/1/2020 08H,1171
11/1/2020 07H,1191
11/1/2020 06H,1150
11/1/2020 05H,999
11/1/2020 04H,1058
11/1/2020 03H,970
11/1/2020 02H,881
11/1/2020 01H,716
11/1/2020 00H,483
10/31/2020 23H,243
10/31/2020 22H,185
10/31/2020 21H,179
10/31/2020 20H,142
10/31/2020 19H,84
10/31/2020 18H,69
10/31/2020 17H,55
10/31/2020 16H,43
10/31/2020 15H,67
10/31/2020 14H,40
10/31/2020 13H,59
10/31/2020 12H,49
10/31/2020 11H,47
10/31/2020 10H,65
10/31/2020 09H,85
10/31/2020 08H,71
10/31/2020 07H,32
10/31/2020 06H,20
10/31/2020 05H,33
10/31/2020 04H,52
10/31/2020 03H,60
10/31/2020 02H,65
10/31/2020 01H,59
10/31/2020 00H,73
10/30/2020 23H,79
10/30/2020 22H,95
10/30/2020 21H,106
10/30/2020 20H,135
10/30/2020 19H,104
10/30/2020 18H,90
10/30/2020 17H,80
10/30/2020 16H,120
10/30/2020 15H,176
10/30/2020 14H,233
10/30/2020 13H,241
10/30/2020 12H,261
10/30/2020 11H,261
10/30/2020 10H,315
10/30/2020 09H,371
10/30/2020 08H,495
10/30/2020 07H,552
10/30/2020 06H,598
10/30/2020 05H,657
10/30/2020 04H,633
10/30/2020 03H,585
10/30/2020 02H,617
10/30/2020 01H,553
10/30/2020 00H,567
10/29/2020 23H,456
10/29/2020 22H,349
10/29/2020 21H,160
10/29/2020 20H,61
10/29/2020 19H,40
10/29/2020 18H,45
10/29/2020 17H,9
10/29/2020 16H,4
10/29/2020 15H,11
10/29/2020 14H,17
10/29/2020 13H,41
10/29/2020 12H,23
10/29/2020 11H,32
10/29/2020 10H,45
10/29/2020 09H,80
10/29/2020 08H,113
10/29/2020 07H,181
10/29/2020 06H,329
10/29/2020 05H,505
10/29/2020 04H,725
10/29/2020 03H,736
10/29/2020 02H,739
10/29/2020 01H,705
10/29/2020 00H,798
10/28/2020 23H,809
10/28/2020 22H,736
10/28/2020 21H,806
10/28/2020 20H,645
10/28/2020 19H,415
10/28/2020 18H,321
10/28/2020 17H,202
10/28/2020 16H,206
10/28/2020 15H,164
10/28/2020 14H,171
10/28/2020 13H,149
10/28/2020 12H,152
10/28/2020 11H,153
10/28/2020 10H,188
10/28/2020 09H,209
10/28/2020 08H,201
10/28/2020 07H,196
10/28/2020 06H,191
10/28/2020 05H,102
10/28/2020 04H,65
10/28/2020 03H,32
10/28/2020 02H,16
10/28/2020 01H,20
10/28/2020 00H,22
10/27/2020 23H,65
10/27/2020 22H,107
10/27/2020 21H,64
10/27/2020 20H,26
10/27/2020 19H,51
10/27/2020 18H,55
10/27/2020 17H,58
10/27/2020 16H,39
10/27/2020 15H,24
10/27/2020 14H,38
10/27/2020 13H,71
10/27/2020 12H,76
10/27/2020 11H,87
10/27/2020 10H,97
10/27/2020 09H,87
10/27/2020 08H,114
10/27/2020 07H,82
10/27/2020 06H,80
10/27/2020 05H,104
10/27/2020 04H,174
10/27/2020 03H,207
10/27/2020 02H,212
10/27/2020 01H,161
10/27/2020 00H,86
10/26/2020 23H,55
10/26/2020 22H,87
10/26/2020 21H,96
10/26/2020 20H,106
10/26/2020 19H,129
10/26/2020 18H,143
10/26/2020 17H,235
10/26/2020 16H,279
10/26/2020 15H,333
10/26/2020 14H,310
10/26/2020 13H,354
10/26/2020 12H,412
10/26/2020 11H,344
10/26/2020 10H,354
10/26/2020 09H,313
10/26/2020 08H,332
10/26/2020 07H,417
10/26/2020 06H,453
10/26/2020 05H,528
10/26/2020 04H,486
10/26/2020 03H,419
10/26/2020 02H,227
10/26/2020 01H,245
10/26/2020 00H,278
10/25/2020 23H,260
10/25/2020 22H,175
10/25/2020 21H,126
10/25/2020 20H,106
10/25/2020 19H,103
10/25/2020 18H,91
10/25/2020 17H,71
10/25/2020 16H,83
10/25/2020 15H,93
10/25/2020 14H,67
10/25/2020 13H,116
10/25/2020 12H,169
10/25/2020 11H,174
10/25/2020 10H,154
10/25/2020 09H,136
10/25/2020 08H,165
10/25/2020 07H,152
10/25/2020 06H,117
10/25/2020 05H,130
10/25/2020 04H,89
10/25/2020 03H,84
10/25/2020 02H,120
10/25/2020 01H,201
10/25/2020 00H,207
10/24/2020 23H,181
10/24/2020 22H,279
10/24/2020 21H,281
10/24/2020 20H,213
10/24/2020 19H,226
10/24/2020 18H,293
10/24/2020 17H,321
10/24/2020 16H,365
10/24/2020 15H,489
10/24/2020 14H,576
10/24/2020 13H,729
10/24/2020 12H,931
10/24/2020 11H,935
10/24/2020 10H,951
10/24/2020 09H,852
10/24/2020 08H,797
10/24/2020 07H,902
10/24/2020 06H,949
10/24/2020 05H,1142
10/24/2020 04H,1269
10/24/2020 03H,1425
10/24/2020 02H,1365
10/24/2020 01H,1222
10/24/2020 00H,918
10/23/2020 23H,721
10/23/2020 22H,784
10/23/2020 21H,831
10/23/2020 20H,760
10/23/2020 19H,641
10/23/2020 18H,642
10/23/2020 17H,561
10/23/2020 16H,587
10/23/2020 15H,655
10/23/2020 14H,785
10/23/2020 13H,904
10/23/2020 12H,942
10/23/2020 11H,859
10/23/2020 10H,887
10/23/2020 09H,922
10/23/2020 08H,763
10/23/2020 07H,750
10/23/2020 06H,755
10/23/2020 05H,675
10/23/2020 04H,603
10/23/2020 03H,351
10/23/2020 02H,156
10/23/2020 01H,53
10/23/2020 00H,16
10/22/2020 23H,10
10/22/2020 22H,9
10/22/2020 21H,2
10/22/2020 20H,13
10/22/2020 19H,33
10/22/2020 18H,15
10/22/2020 17H,13
10/22/2020 16H,47
10/22/2020 15H,70
10/22/2020 14H,31
10/22/2020 13H,31
10/22/2020 12H,17
10/22/2020 11H,46
10/22/2020 10H,58
10/22/2020 09H,49
10/22/2020 08H,62
10/22/2020 07H,100
10/22/2020 06H,166
10/22/2020 05H,167
10/22/2020 04H,230
10/22/2020 03H,315
10/22/2020 02H,403
10/22/2020 01H,533
10/22/2020 00H,633
10/21/2020 23H,811
10/21/2020 22H,916
10/21/2020 21H,872
10/21/2020 20H,930
10/21/2020 19H,964
10/21/2020 18H,1108
10/21/2020 17H,1257
10/21/2020 16H,1218
10/21/2020 15H,1210
10/21/2020 14H,995
10/21/2020 13H,1045
10/21/2020 12H,965
10/21/2020 11H,1044
10/21/2020 10H,1001
10/21/2020 09H,877
10/21/2020 08H,793
10/21/2020 07H,696
10/21/2020 06H,523
10/21/2020 05H,405
10/21/2020 04H,289
10/21/2020 03H,244
10/21/2020 02H,176
10/21/2020 01H,138
10/21/2020 00H,99
10/20/2020 23H,100
10/20/2020 22H,78
10/20/2020 21H,80
10/20/2020 20H,78
10/20/2020 19H,61
10/20/2020 18H,76
10/20/2020 17H,66
10/20/2020 16H,134
10/20/2020 15H,178
10/20/2020 14H,177
10/20/2020 13H,169
10/20/2020 12H,185
10/20/2020 11H,127
10/20/2020 10H,188
10/20/2020 09H,316
10/20/2020 08H,530
10/20/2020 07H,627
10/20/2020 06H,579
10/20/2020 05H,585
10/20/2020 04H,511
10/20/2020 03H,396
10/20/2020 02H,275
10/20/2020 01H,175
10/20/2020 00H,98
10/19/2020 23H,58
10/19/2020 22H,58
10/19/2020 21H,53
10/19/2020 20H,55
10/19/2020 19H,81
10/19/2020 18H,120
10/19/2020 17H,127
10/19/2020 16H,116
10/19/2020 15H,84
10/19/2020 14H,93
10/19/2020 13H,158
10/19/2020 12H,281
10/19/2020 11H,336
10/19/2020 10H,427
10/19/2020 09H,579
10/19/2020 08H,799
10/19/2020 07H,935
10/19/2020 06H,1024
10/19/2020 05H,1102
10/19/2020 04H,1168
10/19/2020 03H,1140
10/19/2020 02H,1092
10/19/2020 01H,1119
10/19/2020 00H,1007
10/18/2020 23H,810
10/18/2020 22H,701
10/18/2020 21H,919
10/18/2020 20H,990
10/18/2020 19H,1002
10/18/2020 18H,1084
10/18/2020 17H,1019
10/18/2020 16H,989
10/18/2020 15H,902
10/18/2020 14H,841
10/18/2020 13H,855
10/18/2020 12H,895
10/18/2020 11H,939
10/18/2020 10H,951
10/18/2020 09H,958
10/18/2020 08H,1038
10/18/2020 07H,1037
10/18/2020 06H,861
10/18/2020 05H,829
10/18/2020 04H,693
10/18/2020 03H,509
10/18/2020 02H,370
10/18/2020 01H,303
10/18/2020 00H,206
10/17/2020 23H,115
10/17/2020 22H,229
10/17/2020 21H,361
10/17/2020 20H,518
10/17/2020 19H,549
10/17/2020 18H,524
10/17/2020 17H,508
10/17/2020 16H,350
10/17/2020 15H,188
10/17/2020 14H,183
10/17/2020 13H,170
10/17/2020 12H,125
10/17/2020 11H,75
10/17/2020 10H,66
10/17/2020 09H,112
10/17/2020 08H,113
10/17/2020 07H,107
10/17/2020 06H,159
10/17/2020 05H,170
10/17/2020 04H,192
10/17/2020 03H,185
10/17/2020 02H,218
10/17/2020 01H,217
10/17/2020 00H,299
10/16/2020 23H,288
10/16/2020 22H,383
10/16/2020 21H,399
10/16/2020 20H,356
10/16/2020 19H,378
10/16/2020 18H,326
10/16/2020 17H,316
10/16/2020 16H,290
10/16/2020 15H,271
10/16/2020 14H,238
10/16/2020 13H,269
10/16/2020 12H,230
10/16/2020 11H,217
10/16/2020 10H,184
10/16/2020 09H,214
10/16/2020 08H,214
10/16/2020 07H,232
10/16/2020 06H,305
10/16/2020 05H,411
10/16/2020 04H,569
10/16/2020 03H,642
10/16/2020 02H,622
10/16/2020 01H,855
10/16/2020 00H,931
10/15/2020 23H,923
10/15/2020 22H,888
10/15/2020 21H,979
10/15/2020 20H,1110
10/15/2020 19H,1284
10/15/2020 18H,1099
10/15/2020 17H,1084
10/15/2020 16H,1236
10/15/2020 15H,1259
10/15/2020 14H,1256
10/15/2020 13H,1269
10/15/2020 12H,1315
10/15/2020 11H,1296
10/15/2020 10H,1291
10/15/2020 09H,1325
10/15/2020 08H,1315
10/15/2020 07H,1144
10/15/2020 06H,1107
10/15/2020 05H,947
10/15/2020 04H,774
10/15/2020 03H,619
10/15/2020 02H,455
10/15/2020 01H,329
10/15/2020 00H,289
10/14/2020 23H,132
10/14/2020 22H,148
10/14/2020 21H,302
10/14/2020 20H,464
10/14/2020 19H,374
10/14/2020 18H,654
10/14/2020 17H,653
10/14/2020 16H,579
10/14/2020 15H,353
10/14/2020 14H,328
10/14/2020 13H,454
10/14/2020 12H,443
10/14/2020 11H,572
10/14/2020 10H,516
10/14/2020 09H,564
10/14/2020 08H,578
10/14/2020 07H,585
10/14/2020 06H,502
10/14/2020 05H,470
10/14/2020 04H,419
10/14/2020 03H,345
10/14/2020 02H,398
10/14/2020 01H,348
10/14/2020 00H,320
10/13/2020 23H,241
10/13/2020 22H,301
10/13/2020 21H,449
10/13/2020 20H,574
10/13/2020 19H,539
10/13/2020 18H,460
10/13/2020 17H,337
10/13/2020 16H,413
10/13/2020 15H,580
10/13/2020 14H,739
10/13/2020 13H,916
10/13/2020 12H,1003
10/13/2020 11H,1010
10/13/2020 10H,1017
10/13/2020 09H,1090
10/13/2020 08H,1052
10/13/2020 07H,1083
10/13/2020 06H,1042
10/13/2020 05H,1013
10/13/2020 04H,1043
10/13/2020 03H,1076
10/13/2020 02H,1153
10/13/2020 01H,1257
10/13/2020 00H,1169
10/12/2020 23H,1020
10/12/2020 22H,904
10/12/2020 21H,870
10/12/2020 20H,812
10/12/2020 19H,787
10/12/2020 18H,722
10/12/2020 17H,738
10/12/2020 16H,725
10/12/2020 15H,654
10/12/2020 14H,607
10/12/2020 13H,556
10/12/2020 12H,576
10/12/2020 11H,627
10/12/2020 10H,674
10/12/2020 09H,702
10/12/2020 08H,777
10/12/2020 07H,816
10/12/2020 06H,850
10/12/2020 05H,898
10/12/2020 04H,797
10/12/2020 03H,623
10/12/2020 02H,539
10/12/2020 01H,480
10/12/2020 00H,461
10/11/2020 23H,345
10/11/2020 22H,222
10/11/2020 21H,197
10/11/2020 20H,172
10/11/2020 19H,160
10/11/2020 18H,152
10/11/2020 17H,127
10/11/2020 16H,117
10/11/2020 15H,139
10/11/2020 14H,219
10/11/2020 13H,281
10/11/2020 12H,335
10/11/2020 11H,341
10/11/2020 10H,348
10/11/2020 09H,367
10/11/2020 08H,256
10/11/2020 07H,242
10/11/2020 06H,303
10/11/2020 05H,523
10/11/2020 04H,668
10/11/2020 03H,824
10/11/2020 02H,868
10/11/2020 01H,978
10/11/2020 00H,1284
10/10/2020 23H,1487
10/10/2020 22H,1548
10/10/2020 21H,1436
10/10/2020 20H,1294
10/10/2020 19H,1423
10/10/2020 18H,1482
10/10/2020 17H,1374
10/10/2020 16H,1296
10/10/2020 15H,1316
10/10/2020 14H,1362
10/10/2020 13H,1453
10/10/2020 12H,1500
10/10/2020 11H,1498
10/10/2020 10H,1463
10/10/2020 09H,1439
10/10/2020 08H,1436
10/10/2020 07H,1435
10/10/2020 06H,1510
10/10/2020 05H,1571
10/10/2020 04H,1507
10/10/2020 03H,1406
10/10/2020 02H,1274
10/10/2020 01H,1076
10/10/2020 00H,730
10/9/2020 23H,305
10/9/2020 22H,166
10/9/2020 21H,176
10/9/2020 20H,356
10/9/2020 19H,442
10/9/2020 18H,358
10/9/2020 17H,249
10/9/2020 16H,182
10/9/2020 15H,116
10/9/2020 14H,70
10/9/2020 13H,128
10/9/2020 12H,113
10/9/2020 11H,90
10/9/2020 10H,37
10/9/2020 09H,14
10/9/2020 08H,19
10/9/2020 07H,39
10/9/2020 06H,84
10/9/2020 05H,140
10/9/2020 04H,129
10/9/2020 03H,198
10/9/2020 02H,310
10/9/2020 01H,378
10/9/2020 00H,353
10/8/2020 23H,401
10/8/2020 22H,606
10/8/2020 21H,793
10/8/2020 20H,849
10/8/2020 19H,943
10/8/2020 18H,972
10/8/2020 17H,924
10/8/2020 16H,886
10/8/2020 15H,770
10/8/2020 14H,607
10/8/2020 13H,465
10/8/2020 12H,519
10/8/2020 11H,554
10/8/2020 10H,531
10/8/2020 09H,622
10/8/2020 08H,709
10/8/2020 07H,768
10/8/2020 06H,742
10/8/2020 05H,808
10/8/2020 04H,917
10/8/2020 03H,1079
10/8/2020 02H,1203
10/8/2020 01H,1232
10/8/2020 00H,1201
10/7/2020 23H,1347
10/7/2020 22H,1425
10/7/2020 21H,1458
10/7/2020 20H,1468
10/7/2020 19H,1516
10/7/2020 18H,1423
10/7/2020 17H,1445
10/7/2020 16H,1384
10/7/2020 15H,1406
10/7/2020 14H,1288
10/7/2020 13H,1207
10/7/2020 12H,1075
10/7/2020 11H,1043
10/7/2020 10H,927
10/7/2020 09H,846
10/7/2020 08H,893
10/7/2020 07H,897
10/7/2020 06H,937
10/7/2020 05H,936
10/7/2020 04H,1036
10/7/2020 03H,1064
10/7/2020 02H,1032
10/7/2020 01H,1014
10/7/2020 00H,868
10/6/2020 23H,634
10/6/2020 22H,604
10/6/2020 21H,703
10/6/2020 20H,666
10/6/2020 19H,681
10/6/2020 18H,774
10/6/2020 17H,805
10/6/2020 16H,925
10/6/2020 15H,841
10/6/2020 14H,684
10/6/2020 13H,761
10/6/2020 12H,855
10/6/2020 11H,847
10/6/2020 10H,766
10/6/2020 09H,702
10/6/2020 08H,633
10/6/2020 07H,623
10/6/2020 06H,590
10/6/2020 05H,563
10/6/2020 04H,465
10/6/2020 03H,329
10/6/2020 02H,141
10/6/2020 01H,75
10/6/2020 00H,89
10/5/2020 23H,97
10/5/2020 22H,133
10/5/2020 21H,123
10/5/2020 20H,153
10/5/2020 19H,164
10/5/2020 18H,123
10/5/2020 17H,84
10/5/2020 16H,95
10/5/2020 15H,125
10/5/2020 14H,130
10/5/2020 13H,189
10/5/2020 12H,246
10/5/2020 11H,276
10/5/2020 10H,272
10/5/2020 09H,263
10/5/2020 08H,295
10/5/2020 07H,297
10/5/2020 06H,337
10/5/2020 05H,308
10/5/2020 04H,278
10/5/2020 03H,358
10/5/2020 02H,252
10/5/2020 01H,232
10/5/2020 00H,146
10/4/2020 23H,121
10/4/2020 22H,99
10/4/2020 21H,105
10/4/2020 20H,171
10/4/2020 19H,215
10/4/2020 18H,251
10/4/2020 17H,230
10/4/2020 16H,191
10/4/2020 15H,173
10/4/2020 14H,242
10/4/2020 13H,308
10/4/2020 12H,378
10/4/2020 11H,351
10/4/2020 10H,289
10/4/2020 09H,188
10/4/2020 08H,155
10/4/2020 07H,150
10/4/2020 06H,124
10/4/2020 05H,123
10/4/2020 04H,144
10/4/2020 03H,88
10/4/2020 02H,80
10/4/2020 01H,66
10/4/2020 00H,50
10/3/2020 23H,42
10/3/2020 22H,48
10/3/2020 21H,67
10/3/2020 20H,108
10/3/2020 19H,130
10/3/2020 18H,111
10/3/2020 17H,64
10/3/2020 16H,45
10/3/2020 15H,26
10/3/2020 14H,16
10/3/2020 13H,28
10/3/2020 12H,20
10/3/2020 11H,16
10/3/2020 10H,23
10/3/2020 09H,20
10/3/2020 08H,33
10/3/2020 07H,45
10/3/2020 06H,69
10/3/2020 05H,83
10/3/2020 04H,129
10/3/2020 03H,161
10/3/2020 02H,185
10/3/2020 01H,199
10/3/2020 00H,232
10/2/2020 23H,233
10/2/2020 22H,337
10/2/2020 21H,359
10/2/2020 20H,255
10/2/2020 19H,306
10/2/2020 18H,253
10/2/2020 17H,147
10/2/2020 16H,162
10/2/2020 15H,154
10/2/2020 14H,204
10/2/2020 13H,249
10/2/2020 12H,234
10/2/2020 11H,228
10/2/2020 10H,217
10/2/2020 09H,224
10/2/2020 08H,208
10/2/2020 07H,249
10/2/2020 06H,314
10/2/2020 05H,330
10/2/2020 04H,239
10/2/2020 03H,230
10/2/2020 02H,238
10/2/2020 01H,194
10/2/2020 00H,257
10/1/2020 23H,264
10/1/2020 22H,424
10/1/2020 21H,662
10/1/2020 20H,823
10/1/2020 19H,909
10/1/2020 18H,898
10/1/2020 17H,985
10/1/2020 16H,1035
10/1/2020 15H,974
10/1/2020 14H,866
10/1/2020 13H,805
10/1/2020 12H,804
10/1/2020 11H,817
10/1/2020 10H,862
10/1/2020 09H,901
10/1/2020 08H,890
10/1/2020 07H,1007
10/1/2020 06H,1015
10/1/2020 05H,1112
10/1/2020 04H,1139
10/1/2020 03H,972
10/1/2020 02H,1106
10/1/2020 01H,1133
10/1/2020 00H,1133
09/30/2020 23H,1010
09/30/2020 22H,1065
09/30/2020 21H,1140
09/30/2020 20H,1281
09/30/2020 19H,1421
09/30/2020 18H,1370
09/30/2020 17H,1099
09/30/2020 16H,1075
09/30/2020 15H,806
09/30/2020 14H,724
09/30/2020 13H,568
09/30/2020 12H,389
09/30/2020 11H,353
09/30/2020 10H,182
09/30/2020 09H,135
09/30/2020 08H,157
09/30/2020 07H,68
09/30/2020 06H,61
09/30/2020 05H,52
09/30/2020 04H,35
09/30/2020 03H,66
09/30/2020 02H,57
09/30/2020 01H,60
09/30/2020 00H,71
09/29/2020 23H,116
09/29/2020 22H,147
09/29/2020 21H,168
09/29/2020 20H,234
09/29/2020 19H,276
09/29/2020 18H,261
09/29/2020 17H,325
09/29/2020 16H,266
09/29/2020 15H,514
09/29/2020 14H,590
09/29/2020 13H,536
09/29/2020 12H,740
09/29/2020 11H,806
09/29/2020 10H,945
09/29/2020 09H,1044
09/29/2020 08H,1094
09/29/2020 07H,1121
09/29/2020 06H,1176
09/29/2020 05H,1247
09/29/2020 04H,1175
09/29/2020 03H,1058
09/29/2020 02H,942
09/29/2020 01H,823
09/29/2020 00H,670
09/28/2020 23H,424
09/28/2020 22H,398
09/28/2020 21H,389
09/28/2020 20H,404
09/28/2020 19H,390
09/28/2020 18H,349
09/28/2020 17H,266
09/28/2020 16H,272
09/28/2020 15H,195
09/28/2020 14H,159
09/28/2020 13H,274
09/28/2020 12H,330
09/28/2020 11H,417
09/28/2020 10H,472
09/28/2020 09H,544
09/28/2020 08H,628
09/28/2020 07H,755
09/28/2020 06H,896
09/28/2020 05H,906
09/28/2020 04H,852
09/28/2020 03H,879
09/28/2020 02H,797
09/28/2020 01H,706
09/28/2020 00H,673
09/27/2020 23H,562
09/27/2020 22H,550
09/27/2020 21H,590
09/27/2020 20H,665
09/27/2020 19H,699
09/27/2020 18H,867
09/27/2020 17H,956
09/27/2020 16H,910
09/27/2020 15H,782
09/27/2020 14H,723
09/27/2020 13H,786
09/27/2020 12H,773
09/27/2020 11H,835
09/27/2020 10H,806
09/27/2020 09H,773
09/27/2020 08H,775
09/27/2020 07H,862
09/27/2020 06H,892
09/27/2020 05H,924
09/27/2020 04H,885
09/27/2020 03H,742
09/27/2020 02H,734
09/27/2020 01H,680
09/27/2020 00H,462
09/26/2020 23H,228
09/26/2020 22H,270
09/26/2020 21H,278
09/26/2020 20H,274
09/26/2020 19H,311
09/26/2020 18H,358
09/26/2020 17H,346
09/26/2020 16H,241
09/26/2020 15H,236
09/26/2020 14H,271
09/26/2020 13H,393
09/26/2020 12H,566
09/26/2020 11H,646
09/26/2020 10H,618
09/26/2020 09H,657
09/26/2020 08H,594
09/26/2020 07H,583
09/26/2020 06H,509
09/26/2020 05H,301
09/26/2020 04H,224
09/26/2020 03H,125
09/26/2020 02H,60
09/26/2020 01H,34
09/26/2020 00H,9
09/25/2020 23H,4
09/25/2020 22H,7
09/25/2020 21H,15
09/25/2020 20H,14
09/25/2020 19H,14
09/25/2020 18H,8
09/25/2020 17H,13
09/25/2020 16H,30
09/25/2020 15H,60
09/25/2020 14H,139
09/25/2020 13H,218
09/25/2020 12H,256
09/25/2020 11H,233
09/25/2020 10H,279
09/25/2020 09H,271
09/25/2020 08H,174
09/25/2020 07H,175
09/25/2020 06H,109
09/25/2020 05H,85
09/25/2020 04H,124
09/25/2020 03H,139
09/25/2020 02H,145
09/25/2020 01H,137
09/25/2020 00H,95
09/24/2020 23H,88
09/24/2020 22H,103
09/24/2020 21H,163
09/24/2020 20H,186
09/24/2020 19H,160
09/24/2020 18H,171
09/24/2020 17H,177
09/24/2020 16H,156
09/24/2020 15H,217
09/24/2020 14H,228
09/24/2020 13H,324
09/24/2020 12H,421
09/24/2020 11H,457
09/24/2020 10H,413
09/24/2020 09H,417
09/24/2020 08H,420
09/24/2020 07H,344
09/24/2020 06H,297
09/24/2020 05H,377
09/24/2020 04H,426
09/24/2020 03H,530
09/24/2020 02H,648
09/24/2020 01H,727
09/24/2020 00H,603
09/23/2020 23H,458
09/23/2020 22H,611
09/23/2020 21H,707
09/23/2020 20H,702
09/23/2020 19H,659
09/23/2020 18H,600
09/23/2020 17H,529
09/23/2020 16H,466
09/23/2020 15H,364
09/23/2020 14H,343
09/23/2020 13H,404
09/23/2020 12H,445
09/23/2020 11H,536
09/23/2020 10H,641
09/23/2020 09H,688
09/23/2020 08H,707
09/23/2020 07H,766
09/23/2020 06H,878
