Net generation from natural gas for New York (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390113&sdid=EBA.NY-ALL.NG.NG.H
19:17:26 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NY-ALL.NG.NG.H megawatthours
07/23/2020 12H,8593
07/23/2020 11H,8042
07/23/2020 10H,7593
07/23/2020 09H,7232
07/23/2020 08H,7288
07/23/2020 07H,7476
07/23/2020 06H,7766
07/23/2020 05H,8643
07/23/2020 04H,9740
07/23/2020 03H,10797
07/23/2020 02H,12001
07/23/2020 01H,13064
07/23/2020 00H,13946
07/22/2020 23H,14848
07/22/2020 22H,15111
07/22/2020 21H,14602
07/22/2020 20H,14609
07/22/2020 19H,14498
07/22/2020 18H,14230
07/22/2020 17H,13462
07/22/2020 16H,12730
07/22/2020 15H,11899
07/22/2020 14H,11327
07/22/2020 13H,10787
07/22/2020 12H,9624
07/22/2020 11H,8355
07/22/2020 10H,7837
07/22/2020 09H,7286
07/22/2020 08H,7474
07/22/2020 07H,7780
07/22/2020 06H,8518
07/22/2020 05H,9247
07/22/2020 04H,10542
07/22/2020 03H,11446
07/22/2020 02H,12655
07/22/2020 01H,13468
07/22/2020 00H,14620
07/21/2020 23H,15069
07/21/2020 22H,15035
07/21/2020 21H,14828
07/21/2020 20H,14708
07/21/2020 19H,14861
07/21/2020 18H,14925
07/21/2020 17H,14304
07/21/2020 16H,13296
07/21/2020 15H,11727
07/21/2020 14H,11016
07/21/2020 13H,10278
07/21/2020 12H,9336
07/21/2020 11H,8304
07/21/2020 10H,7651
07/21/2020 09H,7574
07/21/2020 08H,7689
07/21/2020 07H,8067
07/21/2020 06H,8939
07/21/2020 05H,9667
07/21/2020 04H,10807
07/21/2020 03H,12223
07/21/2020 02H,13912
07/21/2020 01H,14663
07/21/2020 00H,15083
07/20/2020 23H,15790
07/20/2020 22H,16332
07/20/2020 21H,15878
07/20/2020 20H,15648
07/20/2020 19H,15613
07/20/2020 18H,15589
07/20/2020 17H,15081
07/20/2020 16H,14556
07/20/2020 15H,13632
07/20/2020 14H,12334
07/20/2020 13H,10775
07/20/2020 12H,9477
07/20/2020 11H,8544
07/20/2020 10H,8147
07/20/2020 09H,8122
07/20/2020 08H,8125
07/20/2020 07H,8306
07/20/2020 06H,8816
07/20/2020 05H,9463
07/20/2020 04H,10187
07/20/2020 03H,11384
07/20/2020 02H,12470
07/20/2020 01H,12896
07/20/2020 00H,13239
07/19/2020 23H,13979
07/19/2020 22H,14317
07/19/2020 21H,14303
07/19/2020 20H,13952
07/19/2020 19H,13838
07/19/2020 18H,13107
07/19/2020 17H,12073
07/19/2020 16H,10670
07/19/2020 15H,9908
07/19/2020 14H,8928
07/19/2020 13H,7824
07/19/2020 12H,7065
07/19/2020 11H,6331
07/19/2020 10H,6229
07/19/2020 09H,6462
07/19/2020 08H,6631
07/19/2020 07H,7136
07/19/2020 06H,7697
07/19/2020 05H,8455
07/19/2020 04H,9503
07/19/2020 03H,10236
07/19/2020 02H,11234
07/19/2020 01H,11766
07/19/2020 00H,12059
07/18/2020 23H,12498
07/18/2020 22H,13106
07/18/2020 21H,12791
07/18/2020 20H,12370
07/18/2020 19H,11315
07/18/2020 18H,10900
07/18/2020 17H,10574
07/18/2020 16H,9737
07/18/2020 15H,8925
07/18/2020 14H,7885
07/18/2020 13H,6817
07/18/2020 12H,5928
07/18/2020 11H,5481
07/18/2020 10H,5309
07/18/2020 09H,5325
07/18/2020 08H,5384
07/18/2020 07H,5497
07/18/2020 06H,5932
07/18/2020 05H,6962
07/18/2020 04H,8120
07/18/2020 03H,8925
07/18/2020 02H,9606
07/18/2020 01H,10068
07/18/2020 00H,10668
07/17/2020 23H,10943
07/17/2020 22H,10891
07/17/2020 21H,10919
07/17/2020 20H,10504
07/17/2020 19H,9841
07/17/2020 18H,9426
07/17/2020 17H,9049
07/17/2020 16H,8716
07/17/2020 15H,8325
07/17/2020 14H,8140
07/17/2020 13H,7750
07/17/2020 12H,7030
07/17/2020 11H,5849
07/17/2020 10H,5160
07/17/2020 09H,5052
07/17/2020 08H,4969
07/17/2020 07H,5224
07/17/2020 06H,5622
07/17/2020 05H,5783
07/17/2020 04H,6910
07/17/2020 03H,8010
07/17/2020 02H,8622
07/17/2020 01H,8759
07/17/2020 00H,9255
07/16/2020 23H,9758
07/16/2020 22H,9715
07/16/2020 21H,9669
07/16/2020 20H,9581
07/16/2020 19H,9505
07/16/2020 18H,9377
07/16/2020 17H,9327
07/16/2020 16H,8926
07/16/2020 15H,8458
07/16/2020 14H,7926
07/16/2020 13H,7505
07/16/2020 12H,6766
07/16/2020 11H,6450
07/16/2020 10H,5882
07/16/2020 09H,5688
07/16/2020 08H,5674
07/16/2020 07H,5768
07/16/2020 06H,6027
07/16/2020 05H,6596
07/16/2020 04H,7295
07/16/2020 03H,8589
07/16/2020 02H,9869
07/16/2020 01H,10199
07/16/2020 00H,10902
07/15/2020 23H,12049
07/15/2020 22H,12366
07/15/2020 21H,11915
07/15/2020 20H,10781
07/15/2020 19H,10841
07/15/2020 18H,10285
07/15/2020 17H,9984
07/15/2020 16H,9573
07/15/2020 15H,8958
07/15/2020 14H,8699
07/15/2020 13H,7928
07/15/2020 12H,7190
07/15/2020 11H,6285
07/15/2020 10H,5812
07/15/2020 09H,5601
07/15/2020 08H,5849
07/15/2020 07H,5962
07/15/2020 06H,6226
07/15/2020 05H,6981
07/15/2020 04H,8378
07/15/2020 03H,9420
07/15/2020 02H,10463
07/15/2020 01H,10975
07/15/2020 00H,11516
07/14/2020 23H,11797
07/14/2020 22H,12235
07/14/2020 21H,11832
07/14/2020 20H,11548
07/14/2020 19H,11145
07/14/2020 18H,10617
07/14/2020 17H,10203
07/14/2020 16H,9627
07/14/2020 15H,8970
07/14/2020 14H,8385
07/14/2020 13H,7883
07/14/2020 12H,7288
07/14/2020 11H,6906
07/14/2020 10H,6358
07/14/2020 09H,6273
07/14/2020 08H,6316
07/14/2020 07H,6496
07/14/2020 06H,7049
07/14/2020 05H,7929
07/14/2020 04H,8441
07/14/2020 03H,9258
07/14/2020 02H,10575
07/14/2020 01H,11414
07/14/2020 00H,12664
07/13/2020 23H,13236
07/13/2020 22H,13467
07/13/2020 21H,13179
07/13/2020 20H,12976
07/13/2020 19H,12492
07/13/2020 18H,12240
07/13/2020 17H,11424
07/13/2020 16H,11054
07/13/2020 15H,10226
07/13/2020 14H,9751
07/13/2020 13H,9040
07/13/2020 12H,8150
07/13/2020 11H,7171
07/13/2020 10H,6701
07/13/2020 09H,6054
07/13/2020 08H,6012
07/13/2020 07H,6302
07/13/2020 06H,7124
07/13/2020 05H,7844
07/13/2020 04H,8836
07/13/2020 03H,9666
07/13/2020 02H,10254
07/13/2020 01H,10558
07/13/2020 00H,11061
07/12/2020 23H,11643
07/12/2020 22H,11544
07/12/2020 21H,11211
07/12/2020 20H,10577
07/12/2020 19H,9997
07/12/2020 18H,9631
07/12/2020 17H,9324
07/12/2020 16H,8583
07/12/2020 15H,7921
07/12/2020 14H,7026
07/12/2020 13H,6363
07/12/2020 12H,5746
07/12/2020 11H,5696
07/12/2020 10H,5680
07/12/2020 09H,5789
07/12/2020 08H,5957
07/12/2020 07H,6325
07/12/2020 06H,7042
07/12/2020 05H,7828
07/12/2020 04H,8978
07/12/2020 03H,9360
07/12/2020 02H,9771
07/12/2020 01H,10123
07/12/2020 00H,10458
07/11/2020 23H,10761
07/11/2020 22H,10958
07/11/2020 21H,11048
07/11/2020 20H,10978
07/11/2020 19H,10549
07/11/2020 18H,10536
07/11/2020 17H,10624
07/11/2020 16H,9986
07/11/2020 15H,9264
07/11/2020 14H,8895
07/11/2020 13H,8270
07/11/2020 12H,7233
07/11/2020 11H,6690
07/11/2020 10H,6430
07/11/2020 09H,6671
07/11/2020 08H,6801
07/11/2020 07H,7156
07/11/2020 06H,7776
07/11/2020 05H,8314
07/11/2020 04H,9111
07/11/2020 03H,10329
07/11/2020 02H,10885
07/11/2020 01H,11375
07/11/2020 00H,11929
07/10/2020 23H,11974
07/10/2020 22H,11878
07/10/2020 21H,11970
07/10/2020 20H,12170
07/10/2020 19H,12274
07/10/2020 18H,12687
07/10/2020 17H,12633
07/10/2020 16H,12086
07/10/2020 15H,11529
07/10/2020 14H,10631
07/10/2020 13H,9811
07/10/2020 12H,8842
07/10/2020 11H,8222
07/10/2020 10H,7312
07/10/2020 09H,6897
07/10/2020 08H,6977
07/10/2020 07H,7608
07/10/2020 06H,8162
07/10/2020 05H,9227
07/10/2020 04H,10245
07/10/2020 03H,11493
07/10/2020 02H,13228
07/10/2020 01H,13713
07/10/2020 00H,14182
07/9/2020 23H,14704
07/9/2020 22H,14724
07/9/2020 21H,14593
07/9/2020 20H,14443
07/9/2020 19H,14275
07/9/2020 18H,13872
07/9/2020 17H,13388
07/9/2020 16H,12127
07/9/2020 15H,11193
07/9/2020 14H,10175
07/9/2020 13H,9205
07/9/2020 12H,8537
07/9/2020 11H,7359
07/9/2020 10H,7012
07/9/2020 09H,6908
07/9/2020 08H,7084
07/9/2020 07H,7401
07/9/2020 06H,7707
07/9/2020 05H,8289
07/9/2020 04H,9671
07/9/2020 03H,10244
07/9/2020 02H,11240
07/9/2020 01H,11694
07/9/2020 00H,12278
07/8/2020 23H,12742
07/8/2020 22H,13251
07/8/2020 21H,13666
07/8/2020 20H,13975
07/8/2020 19H,14088
07/8/2020 18H,13931
07/8/2020 17H,12699
07/8/2020 16H,11500
07/8/2020 15H,10724
07/8/2020 14H,9642
07/8/2020 13H,9105
07/8/2020 12H,8301
07/8/2020 11H,7525
07/8/2020 10H,6743
07/8/2020 09H,6424
07/8/2020 08H,6273
07/8/2020 07H,6383
07/8/2020 06H,6896
07/8/2020 05H,7322
07/8/2020 04H,8431
07/8/2020 03H,8984
07/8/2020 02H,9797
07/8/2020 01H,10438
07/8/2020 00H,11299
07/7/2020 23H,12025
07/7/2020 22H,12482
07/7/2020 21H,12455
07/7/2020 20H,12347
07/7/2020 19H,12242
07/7/2020 18H,12043
07/7/2020 17H,11517
07/7/2020 16H,10486
07/7/2020 15H,8910
07/7/2020 14H,8434
07/7/2020 13H,8604
07/7/2020 12H,7339
07/7/2020 11H,6646
07/7/2020 10H,6337
07/7/2020 09H,6062
07/7/2020 08H,6256
07/7/2020 07H,6438
07/7/2020 06H,6563
07/7/2020 05H,7395
07/7/2020 04H,8413
07/7/2020 03H,9260
07/7/2020 02H,10283
07/7/2020 01H,10946
07/7/2020 00H,11739
07/6/2020 23H,12550
07/6/2020 22H,13202
07/6/2020 21H,13342
07/6/2020 20H,13418
07/6/2020 19H,13199
07/6/2020 18H,12582
07/6/2020 17H,11806
07/6/2020 16H,10668
07/6/2020 15H,9662
07/6/2020 14H,8988
07/6/2020 13H,8631
07/6/2020 12H,8025
07/6/2020 11H,6731
07/6/2020 10H,6060
07/6/2020 09H,5663
07/6/2020 08H,5526
07/6/2020 07H,5872
07/6/2020 06H,6420
07/6/2020 05H,7232
07/6/2020 04H,8619
07/6/2020 03H,9301
07/6/2020 02H,10133
07/6/2020 01H,10774
07/6/2020 00H,11043
07/5/2020 23H,11262
07/5/2020 22H,11258
07/5/2020 21H,10618
07/5/2020 20H,10111
07/5/2020 19H,9427
07/5/2020 18H,9166
07/5/2020 17H,8576
07/5/2020 16H,8242
07/5/2020 15H,7850
07/5/2020 14H,7379
07/5/2020 13H,6157
07/5/2020 12H,5364
07/5/2020 11H,4666
07/5/2020 10H,4477
07/5/2020 09H,4590
07/5/2020 08H,4745
07/5/2020 07H,5016
07/5/2020 06H,5617
07/5/2020 05H,6087
07/5/2020 04H,7402
07/5/2020 03H,8077
07/5/2020 02H,8256
07/5/2020 01H,8380
07/5/2020 00H,9151
07/4/2020 23H,9726
07/4/2020 22H,10064
07/4/2020 21H,9601
07/4/2020 20H,9304
07/4/2020 19H,8473
07/4/2020 18H,8462
07/4/2020 17H,8277
07/4/2020 16H,7931
07/4/2020 15H,7261
07/4/2020 14H,6434
07/4/2020 13H,5360
07/4/2020 12H,4633
07/4/2020 11H,4474
07/4/2020 10H,4325
07/4/2020 09H,4272
07/4/2020 08H,4164
07/4/2020 07H,4867
07/4/2020 06H,5628
07/4/2020 05H,6381
07/4/2020 04H,7794
07/4/2020 03H,8247
07/4/2020 02H,8922
07/4/2020 01H,9902
07/4/2020 00H,10761
07/3/2020 23H,11041
07/3/2020 22H,11244
07/3/2020 21H,11346
07/3/2020 20H,11169
07/3/2020 19H,11040
07/3/2020 18H,10561
07/3/2020 17H,10330
07/3/2020 16H,9313
07/3/2020 15H,8660
07/3/2020 14H,7976
07/3/2020 13H,7419
07/3/2020 12H,6598
07/3/2020 11H,5743
07/3/2020 10H,5385
07/3/2020 09H,5454
07/3/2020 08H,5747
07/3/2020 07H,5958
07/3/2020 06H,6446
07/3/2020 05H,7108
07/3/2020 04H,8394
07/3/2020 03H,9474
07/3/2020 02H,10311
07/3/2020 01H,10838
07/3/2020 00H,11770
07/2/2020 23H,12104
07/2/2020 22H,12197
07/2/2020 21H,12057
07/2/2020 20H,11857
07/2/2020 19H,11399
07/2/2020 18H,10798
07/2/2020 17H,10076
07/2/2020 16H,9255
07/2/2020 15H,8461
07/2/2020 14H,7777
07/2/2020 13H,7420
07/2/2020 12H,6606
07/2/2020 11H,5649
07/2/2020 10H,5110
07/2/2020 09H,4928
07/2/2020 08H,4888
07/2/2020 07H,5081
07/2/2020 06H,5595
07/2/2020 05H,6219
07/2/2020 04H,7081
07/2/2020 03H,8065
07/2/2020 02H,8990
07/2/2020 01H,9175
07/2/2020 00H,9398
07/1/2020 23H,9882
07/1/2020 22H,10422
07/1/2020 21H,10218
07/1/2020 20H,9550
07/1/2020 19H,9129
07/1/2020 18H,8749
07/1/2020 17H,8660
07/1/2020 16H,8495
07/1/2020 15H,7820
07/1/2020 14H,7362
07/1/2020 13H,6836
07/1/2020 12H,6588
07/1/2020 11H,5833
07/1/2020 10H,5349
07/1/2020 09H,4877
07/1/2020 08H,5128
07/1/2020 07H,5367
07/1/2020 06H,5630
07/1/2020 05H,6233
07/1/2020 04H,7047
07/1/2020 03H,8463
07/1/2020 02H,8994
07/1/2020 01H,9025
07/1/2020 00H,9359
06/30/2020 23H,9894
06/30/2020 22H,10303
06/30/2020 21H,10058
06/30/2020 20H,9552
06/30/2020 19H,9131
06/30/2020 18H,8771
06/30/2020 17H,8555
06/30/2020 16H,8354
06/30/2020 15H,8362
06/30/2020 14H,8347
06/30/2020 13H,8382
06/30/2020 12H,7895
06/30/2020 11H,6840
06/30/2020 10H,6342
06/30/2020 09H,6084
06/30/2020 08H,6094
06/30/2020 07H,6199
06/30/2020 06H,6300
06/30/2020 05H,6600
06/30/2020 04H,7877
06/30/2020 03H,8525
06/30/2020 02H,9251
06/30/2020 01H,9274
06/30/2020 00H,9512
06/29/2020 23H,10106
06/29/2020 22H,10987
06/29/2020 21H,10883
06/29/2020 20H,10783
06/29/2020 19H,10762
06/29/2020 18H,10456
06/29/2020 17H,9845
06/29/2020 16H,9070
06/29/2020 15H,8902
06/29/2020 14H,8271
06/29/2020 13H,8058
06/29/2020 12H,7356
06/29/2020 11H,6741
06/29/2020 10H,6051
06/29/2020 09H,5929
06/29/2020 08H,5890
06/29/2020 07H,5863
06/29/2020 06H,6210
06/29/2020 05H,6519
06/29/2020 04H,7851
06/29/2020 03H,8594
06/29/2020 02H,9255
06/29/2020 01H,9301
06/29/2020 00H,9425
06/28/2020 23H,9863
06/28/2020 22H,10307
06/28/2020 21H,10214
06/28/2020 20H,10013
06/28/2020 19H,9604
06/28/2020 18H,9094
06/28/2020 17H,8625
06/28/2020 16H,8175
06/28/2020 15H,7474
06/28/2020 14H,7001
06/28/2020 13H,6441
06/28/2020 12H,5722
06/28/2020 11H,5256
06/28/2020 10H,5091
06/28/2020 09H,5273
06/28/2020 08H,5315
06/28/2020 07H,5653
06/28/2020 06H,6012
06/28/2020 05H,6487
06/28/2020 04H,7297
06/28/2020 03H,8133
06/28/2020 02H,8677
06/28/2020 01H,8627
06/28/2020 00H,9118
06/27/2020 23H,9212
06/27/2020 22H,9565
06/27/2020 21H,9130
06/27/2020 20H,8868
06/27/2020 19H,9120
06/27/2020 18H,8956
06/27/2020 17H,8529
06/27/2020 16H,8057
06/27/2020 15H,7363
06/27/2020 14H,6628
06/27/2020 13H,6256
06/27/2020 12H,6065
06/27/2020 11H,5049
06/27/2020 10H,4889
06/27/2020 09H,4865
06/27/2020 08H,5067
06/27/2020 07H,5253
06/27/2020 06H,5470
06/27/2020 05H,5743
06/27/2020 04H,6983
06/27/2020 03H,7959
06/27/2020 02H,8921
06/27/2020 01H,9195
06/27/2020 00H,9791
06/26/2020 23H,10191
06/26/2020 22H,10556
06/26/2020 21H,10774
06/26/2020 20H,10557
06/26/2020 19H,10383
06/26/2020 18H,10212
06/26/2020 17H,9638
06/26/2020 16H,9284
06/26/2020 15H,8227
06/26/2020 14H,7769
06/26/2020 13H,7251
06/26/2020 12H,6341
06/26/2020 11H,5397
06/26/2020 10H,4853
06/26/2020 09H,4683
06/26/2020 08H,4647
06/26/2020 07H,4808
06/26/2020 06H,5048
06/26/2020 05H,5627
06/26/2020 04H,6837
06/26/2020 03H,8139
06/26/2020 02H,8913
06/26/2020 01H,9258
06/26/2020 00H,9664
06/25/2020 23H,9985
06/25/2020 22H,10568
06/25/2020 21H,10025
06/25/2020 20H,9994
06/25/2020 19H,9881
06/25/2020 18H,9948
06/25/2020 17H,9711
06/25/2020 16H,8798
06/25/2020 15H,8415
06/25/2020 14H,7968
06/25/2020 13H,7850
06/25/2020 12H,6897
06/25/2020 11H,5930
06/25/2020 10H,5264
06/25/2020 09H,5022
06/25/2020 08H,5010
06/25/2020 07H,5344
06/25/2020 06H,5502
06/25/2020 05H,5977
06/25/2020 04H,6615
06/25/2020 03H,8003
06/25/2020 02H,8926
06/25/2020 01H,9294
06/25/2020 00H,9694
06/24/2020 23H,11214
06/24/2020 22H,11524
06/24/2020 21H,11794
06/24/2020 20H,10964
06/24/2020 19H,11059
06/24/2020 18H,10468
06/24/2020 17H,9583
06/24/2020 16H,9067
06/24/2020 15H,8660
06/24/2020 14H,8174
06/24/2020 13H,7968
06/24/2020 12H,7419
06/24/2020 11H,6737
06/24/2020 10H,5997
06/24/2020 09H,5900
06/24/2020 08H,5647
06/24/2020 07H,5774
06/24/2020 06H,6074
06/24/2020 05H,6712
06/24/2020 04H,7955
06/24/2020 03H,8916
06/24/2020 02H,10729
06/24/2020 01H,11443
06/24/2020 00H,12039
06/23/2020 23H,12404
06/23/2020 22H,12765
06/23/2020 21H,12410
06/23/2020 20H,12613
06/23/2020 19H,12126
06/23/2020 18H,11705
06/23/2020 17H,11309
06/23/2020 16H,10520
06/23/2020 15H,9894
06/23/2020 14H,9443
06/23/2020 13H,8960
06/23/2020 12H,8299
06/23/2020 11H,6840
06/23/2020 10H,6349
06/23/2020 09H,6362
06/23/2020 08H,6262
06/23/2020 07H,6445
06/23/2020 06H,6998
06/23/2020 05H,7349
06/23/2020 04H,8617
06/23/2020 03H,9373
06/23/2020 02H,10182
06/23/2020 01H,10878
06/23/2020 00H,12023
06/22/2020 23H,12963
06/22/2020 22H,13300
06/22/2020 21H,13193
06/22/2020 20H,12998
06/22/2020 19H,12411
06/22/2020 18H,11673
06/22/2020 17H,11332
06/22/2020 16H,10668
06/22/2020 15H,9936
06/22/2020 14H,9119
06/22/2020 13H,8423
06/22/2020 12H,7476
06/22/2020 11H,6434
06/22/2020 10H,5887
06/22/2020 09H,5637
06/22/2020 08H,5637
06/22/2020 07H,5895
06/22/2020 06H,6394
06/22/2020 05H,6849
06/22/2020 04H,7669
06/22/2020 03H,8444
06/22/2020 02H,9598
06/22/2020 01H,9920
06/22/2020 00H,10480
06/21/2020 23H,10640
06/21/2020 22H,10737
06/21/2020 21H,10529
06/21/2020 20H,10295
06/21/2020 19H,9875
06/21/2020 18H,9702
06/21/2020 17H,9532
06/21/2020 16H,8796
06/21/2020 15H,7921
06/21/2020 14H,7079
06/21/2020 13H,6126
06/21/2020 12H,5098
06/21/2020 11H,4521
06/21/2020 10H,4538
06/21/2020 09H,4440
06/21/2020 08H,4936
06/21/2020 07H,5258
06/21/2020 06H,5966
06/21/2020 05H,6732
06/21/2020 04H,7698
06/21/2020 03H,8232
06/21/2020 02H,9034
06/21/2020 01H,9262
06/21/2020 00H,9891
06/20/2020 23H,10412
06/20/2020 22H,10558
06/20/2020 21H,10467
06/20/2020 20H,10197
06/20/2020 19H,9944
06/20/2020 18H,9679
06/20/2020 17H,9546
06/20/2020 16H,8515
06/20/2020 15H,7903
06/20/2020 14H,7474
06/20/2020 13H,6665
06/20/2020 12H,5990
06/20/2020 11H,5373
06/20/2020 10H,5090
06/20/2020 09H,5179
06/20/2020 08H,5221
06/20/2020 07H,5519
06/20/2020 06H,5990
06/20/2020 05H,6411
06/20/2020 04H,7465
06/20/2020 03H,7777
06/20/2020 02H,8242
06/20/2020 01H,8546
06/20/2020 00H,8891
06/19/2020 23H,9371
06/19/2020 22H,9755
06/19/2020 21H,9887
06/19/2020 20H,9710
06/19/2020 19H,9715
06/19/2020 18H,10188
06/19/2020 17H,9558
06/19/2020 16H,9076
06/19/2020 15H,8368
06/19/2020 14H,7629
06/19/2020 13H,7132
06/19/2020 12H,6222
06/19/2020 11H,5135
06/19/2020 10H,4663
06/19/2020 09H,4682
06/19/2020 08H,4775
06/19/2020 07H,4853
06/19/2020 06H,5136
06/19/2020 05H,5677
06/19/2020 04H,6821
06/19/2020 03H,7643
06/19/2020 02H,8309
06/19/2020 01H,8442
06/19/2020 00H,8593
06/18/2020 23H,9173
06/18/2020 22H,9505
06/18/2020 21H,9476
06/18/2020 20H,9367
06/18/2020 19H,9099
06/18/2020 18H,8717
06/18/2020 17H,8581
06/18/2020 16H,8273
06/18/2020 15H,7375
06/18/2020 14H,6581
06/18/2020 13H,6278
06/18/2020 12H,5360
06/18/2020 11H,4499
06/18/2020 10H,4219
06/18/2020 09H,3578
06/18/2020 08H,3506
06/18/2020 07H,3682
06/18/2020 06H,3825
06/18/2020 05H,4132
06/18/2020 04H,5592
06/18/2020 03H,6102
06/18/2020 02H,6699
06/18/2020 01H,6891
06/18/2020 00H,7335
06/17/2020 23H,8039
06/17/2020 22H,8165
06/17/2020 21H,7909
06/17/2020 20H,7370
06/17/2020 19H,7066
06/17/2020 18H,7036
06/17/2020 17H,6856
06/17/2020 16H,6450
06/17/2020 15H,5978
06/17/2020 14H,5974
06/17/2020 13H,5600
06/17/2020 12H,4748
06/17/2020 11H,4261
06/17/2020 10H,3941
06/17/2020 09H,3692
06/17/2020 08H,3666
06/17/2020 07H,3520
06/17/2020 06H,3330
06/17/2020 05H,3584
06/17/2020 04H,4956
06/17/2020 03H,5827
06/17/2020 02H,6419
06/17/2020 01H,6551
06/17/2020 00H,7142
06/16/2020 23H,7499
06/16/2020 22H,7263
06/16/2020 21H,6910
06/16/2020 20H,6685
06/16/2020 19H,6049
06/16/2020 18H,6165
06/16/2020 17H,6110
06/16/2020 16H,6052
06/16/2020 15H,6123
06/16/2020 14H,5590
06/16/2020 13H,5305
06/16/2020 12H,4574
06/16/2020 11H,3778
06/16/2020 10H,3288
06/16/2020 09H,2926
06/16/2020 08H,2872
06/16/2020 07H,2929
06/16/2020 06H,3105
06/16/2020 05H,3614
06/16/2020 04H,4203
06/16/2020 03H,5007
06/16/2020 02H,5601
06/16/2020 01H,5671
06/16/2020 00H,5652
06/15/2020 23H,5742
06/15/2020 22H,5648
06/15/2020 21H,5604
06/15/2020 20H,5217
06/15/2020 19H,5291
06/15/2020 18H,5354
06/15/2020 17H,5495
06/15/2020 16H,5306
06/15/2020 15H,4880
06/15/2020 14H,4457
06/15/2020 13H,4479
06/15/2020 12H,3970
06/15/2020 11H,3317
06/15/2020 10H,3004
06/15/2020 09H,2932
06/15/2020 08H,2927
06/15/2020 07H,2964
06/15/2020 06H,2718
06/15/2020 05H,2892
06/15/2020 04H,3373
06/15/2020 03H,4303
06/15/2020 02H,4941
06/15/2020 01H,4910
06/15/2020 00H,4996
06/14/2020 23H,4991
06/14/2020 22H,4883
06/14/2020 21H,4397
06/14/2020 20H,3867
06/14/2020 19H,3664
06/14/2020 18H,3587
06/14/2020 17H,3363
06/14/2020 16H,3005
06/14/2020 15H,2850
06/14/2020 14H,2938
06/14/2020 13H,2918
06/14/2020 12H,2900
06/14/2020 11H,2696
06/14/2020 10H,2649
06/14/2020 09H,2676
06/14/2020 08H,2643
06/14/2020 07H,2698
06/14/2020 06H,2852
06/14/2020 05H,3266
06/14/2020 04H,4280
06/14/2020 03H,4657
06/14/2020 02H,5296
06/14/2020 01H,5489
06/14/2020 00H,5786
06/13/2020 23H,5992
06/13/2020 22H,5683
06/13/2020 21H,5314
06/13/2020 20H,5051
06/13/2020 19H,4833
06/13/2020 18H,4745
06/13/2020 17H,4546
06/13/2020 16H,4490
06/13/2020 15H,4526
06/13/2020 14H,3743
06/13/2020 13H,3531
06/13/2020 12H,3364
06/13/2020 11H,3096
06/13/2020 10H,2856
06/13/2020 09H,2836
06/13/2020 08H,3016
06/13/2020 07H,3497
06/13/2020 06H,4063
06/13/2020 05H,4675
06/13/2020 04H,5294
06/13/2020 03H,6326
06/13/2020 02H,7010
06/13/2020 01H,7141
06/13/2020 00H,7364
06/12/2020 23H,7776
06/12/2020 22H,7849
06/12/2020 21H,7808
06/12/2020 20H,7490
06/12/2020 19H,7713
06/12/2020 18H,7261
06/12/2020 17H,7127
06/12/2020 16H,7140
06/12/2020 15H,6718
06/12/2020 14H,6503
06/12/2020 13H,6603
06/12/2020 12H,5912
06/12/2020 11H,5284
06/12/2020 10H,4714
06/12/2020 09H,4294
06/12/2020 08H,4418
06/12/2020 07H,4641
06/12/2020 06H,4706
06/12/2020 05H,5231
06/12/2020 04H,6061
06/12/2020 03H,6659
06/12/2020 02H,7568
06/12/2020 01H,7815
06/12/2020 00H,7856
06/11/2020 23H,8150
06/11/2020 22H,8605
06/11/2020 21H,8423
06/11/2020 20H,8069
06/11/2020 19H,8543
06/11/2020 18H,8598
06/11/2020 17H,8400
06/11/2020 16H,7858
06/11/2020 15H,7631
06/11/2020 14H,7150
06/11/2020 13H,6812
06/11/2020 12H,6386
06/11/2020 11H,5748
06/11/2020 10H,5262
06/11/2020 09H,5084
06/11/2020 08H,5018
06/11/2020 07H,5191
06/11/2020 06H,5481
06/11/2020 05H,5651
06/11/2020 04H,6522
06/11/2020 03H,7720
06/11/2020 02H,8469
06/11/2020 01H,9078
06/11/2020 00H,10084
06/10/2020 23H,10743
06/10/2020 22H,11358
06/10/2020 21H,10990
06/10/2020 20H,10400
06/10/2020 19H,10404
06/10/2020 18H,10358
06/10/2020 17H,9955
06/10/2020 16H,9410
06/10/2020 15H,8127
06/10/2020 14H,7285
06/10/2020 13H,6570
06/10/2020 12H,5816
06/10/2020 11H,4845
06/10/2020 10H,4676
06/10/2020 09H,4487
06/10/2020 08H,4501
06/10/2020 07H,4552
06/10/2020 06H,4803
06/10/2020 05H,5229
06/10/2020 04H,6184
06/10/2020 03H,7332
06/10/2020 02H,8354
06/10/2020 01H,8815
06/10/2020 00H,9593
06/9/2020 23H,9684
06/9/2020 22H,9932
06/9/2020 21H,9666
06/9/2020 20H,9346
06/9/2020 19H,8718
06/9/2020 18H,7958
06/9/2020 17H,7379
06/9/2020 16H,6838
06/9/2020 15H,6298
06/9/2020 14H,5816
06/9/2020 13H,5340
06/9/2020 12H,4560
06/9/2020 11H,4081
06/9/2020 10H,3451
06/9/2020 09H,3247
06/9/2020 08H,3186
06/9/2020 07H,3320
06/9/2020 06H,3590
06/9/2020 05H,3968
06/9/2020 04H,4766
