Net generation from natural gas for Northwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390114&sdid=EBA.NW-ALL.NG.NG.H
19:18:52 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NW-ALL.NG.NG.H megawatthours
05/31/2021 11H,7448
05/31/2021 10H,7405
05/31/2021 09H,7699
05/31/2021 08H,8063
05/31/2021 07H,8918
05/31/2021 06H,9610
05/31/2021 05H,9926
05/31/2021 04H,10252
05/31/2021 03H,10605
05/31/2021 02H,10112
05/31/2021 01H,9255
05/31/2021 00H,8479
05/30/2021 23H,7447
05/30/2021 22H,6715
05/30/2021 21H,6199
05/30/2021 20H,5791
05/30/2021 19H,5468
05/30/2021 18H,5025
05/30/2021 17H,4839
05/30/2021 16H,4660
05/30/2021 15H,4879
05/30/2021 14H,5643
05/30/2021 13H,6287
05/30/2021 12H,6397
05/30/2021 11H,6437
05/30/2021 10H,6356
05/30/2021 09H,6629
05/30/2021 08H,6891
05/30/2021 07H,7450
05/30/2021 06H,8215
05/30/2021 05H,9042
05/30/2021 04H,9311
05/30/2021 03H,9105
05/30/2021 02H,8694
05/30/2021 01H,8327
05/30/2021 00H,7503
05/29/2021 23H,6923
05/29/2021 22H,6153
05/29/2021 21H,5826
05/29/2021 20H,5476
05/29/2021 19H,5518
05/29/2021 18H,5357
05/29/2021 17H,5238
05/29/2021 16H,5184
05/29/2021 15H,5230
05/29/2021 14H,6007
05/29/2021 13H,6545
05/29/2021 12H,6514
05/29/2021 11H,6614
05/29/2021 10H,6355
05/29/2021 09H,6607
05/29/2021 08H,6789
05/29/2021 07H,7625
05/29/2021 06H,8253
05/29/2021 05H,8661
05/29/2021 04H,9059
05/29/2021 03H,9135
05/29/2021 02H,8924
05/29/2021 01H,8535
05/29/2021 00H,7957
05/28/2021 23H,7843
05/28/2021 22H,7524
05/28/2021 21H,6887
05/28/2021 20H,6410
05/28/2021 19H,5859
05/28/2021 18H,5458
05/28/2021 17H,5187
05/28/2021 16H,5021
05/28/2021 15H,5200
05/28/2021 14H,5702
05/28/2021 13H,5971
05/28/2021 12H,5724
05/28/2021 11H,5677
05/28/2021 10H,5758
05/28/2021 09H,6173
05/28/2021 08H,6553
05/28/2021 07H,6786
05/28/2021 06H,7619
05/28/2021 05H,7822
05/28/2021 04H,8071
05/28/2021 03H,8714
05/28/2021 02H,8623
05/28/2021 01H,8238
05/28/2021 00H,7377
05/27/2021 23H,7720
05/27/2021 22H,7361
05/27/2021 21H,6965
05/27/2021 20H,6213
05/27/2021 19H,5812
05/27/2021 18H,5435
05/27/2021 17H,5146
05/27/2021 16H,5126
05/27/2021 15H,5046
05/27/2021 14H,5804
05/27/2021 13H,6343
05/27/2021 12H,6188
05/27/2021 11H,6153
05/27/2021 10H,6127
05/27/2021 09H,6352
05/27/2021 08H,6791
05/27/2021 07H,7518
05/27/2021 06H,8756
05/27/2021 05H,9108
05/27/2021 04H,9320
05/27/2021 03H,9160
05/27/2021 02H,8957
05/27/2021 01H,8208
05/27/2021 00H,7513
05/26/2021 23H,7088
05/26/2021 22H,6603
05/26/2021 21H,6525
05/26/2021 20H,6525
05/26/2021 19H,6450
05/26/2021 18H,6007
05/26/2021 17H,6153
05/26/2021 16H,5994
05/26/2021 15H,6039
05/26/2021 14H,5883
05/26/2021 13H,6142
05/26/2021 12H,5749
05/26/2021 11H,5653
05/26/2021 10H,5731
05/26/2021 09H,5838
05/26/2021 08H,6154
05/26/2021 07H,6643
05/26/2021 06H,7643
05/26/2021 05H,8200
05/26/2021 04H,8479
05/26/2021 03H,9095
05/26/2021 02H,9337
05/26/2021 01H,8622
05/26/2021 00H,8308
05/25/2021 23H,7925
05/25/2021 22H,7338
05/25/2021 21H,6715
05/25/2021 20H,6359
05/25/2021 19H,5880
05/25/2021 18H,5447
05/25/2021 17H,5440
05/25/2021 16H,5393
05/25/2021 15H,5469
05/25/2021 14H,5818
05/25/2021 13H,6285
05/25/2021 12H,6056
05/25/2021 11H,5658
05/25/2021 10H,5723
05/25/2021 09H,5975
05/25/2021 08H,6053
05/25/2021 07H,6627
05/25/2021 06H,7668
05/25/2021 05H,8286
05/25/2021 04H,8398
05/25/2021 03H,8347
05/25/2021 02H,8087
05/25/2021 01H,7030
05/25/2021 00H,6426
05/24/2021 23H,6118
05/24/2021 22H,6081
05/24/2021 21H,5962
05/24/2021 20H,6036
05/24/2021 19H,5759
05/24/2021 18H,5443
05/24/2021 17H,5371
05/24/2021 16H,5462
05/24/2021 15H,5460
05/24/2021 14H,5869
05/24/2021 13H,6092
05/24/2021 12H,5748
05/24/2021 11H,5678
05/24/2021 10H,5495
05/24/2021 09H,5366
05/24/2021 08H,5346
05/24/2021 07H,5513
05/24/2021 06H,6319
05/24/2021 05H,7062
05/24/2021 04H,7171
05/24/2021 03H,6838
05/24/2021 02H,6201
05/24/2021 01H,5401
05/24/2021 00H,4796
05/23/2021 23H,4432
05/23/2021 22H,4365
05/23/2021 21H,4119
05/23/2021 20H,3998
05/23/2021 19H,4085
05/23/2021 18H,4028
05/23/2021 17H,3999
05/23/2021 16H,3968
05/23/2021 15H,4058
05/23/2021 14H,4601
05/23/2021 13H,5159
05/23/2021 12H,5205
05/23/2021 11H,5213
05/23/2021 10H,5409
05/23/2021 09H,5524
05/23/2021 08H,5700
05/23/2021 07H,6151
05/23/2021 06H,6997
05/23/2021 05H,7358
05/23/2021 04H,7465
05/23/2021 03H,7594
05/23/2021 02H,7197
05/23/2021 01H,6498
05/23/2021 00H,5664
05/22/2021 23H,5426
05/22/2021 22H,5677
05/22/2021 21H,5291
05/22/2021 20H,5216
05/22/2021 19H,5266
05/22/2021 18H,5475
05/22/2021 17H,5376
05/22/2021 16H,5168
05/22/2021 15H,5387
05/22/2021 14H,5930
05/22/2021 13H,6089
05/22/2021 12H,6108
05/22/2021 11H,6058
05/22/2021 10H,5936
05/22/2021 09H,6110
05/22/2021 08H,6274
05/22/2021 07H,6578
05/22/2021 06H,7416
05/22/2021 05H,7837
05/22/2021 04H,7798
05/22/2021 03H,7518
05/22/2021 02H,7163
05/22/2021 01H,6576
05/22/2021 00H,6109
05/21/2021 23H,5855
05/21/2021 22H,5783
05/21/2021 21H,5825
05/21/2021 20H,5700
05/21/2021 19H,5720
05/21/2021 18H,5767
05/21/2021 17H,6049
05/21/2021 16H,6104
05/21/2021 15H,6074
05/21/2021 14H,6662
05/21/2021 13H,6661
05/21/2021 12H,6646
05/21/2021 11H,6656
05/21/2021 10H,6654
05/21/2021 09H,6614
05/21/2021 08H,6890
05/21/2021 07H,7203
05/21/2021 06H,7753
05/21/2021 05H,8170
05/21/2021 04H,8562
05/21/2021 03H,8582
05/21/2021 02H,8422
05/21/2021 01H,8103
05/21/2021 00H,7946
05/20/2021 23H,7430
05/20/2021 22H,6890
05/20/2021 21H,6250
05/20/2021 20H,6037
05/20/2021 19H,5900
05/20/2021 18H,5761
05/20/2021 17H,6088
05/20/2021 16H,5970
05/20/2021 15H,6232
05/20/2021 14H,6772
05/20/2021 13H,7118
05/20/2021 12H,6856
05/20/2021 11H,6800
05/20/2021 10H,6822
05/20/2021 09H,6968
05/20/2021 08H,7095
05/20/2021 07H,7533
05/20/2021 06H,8421
05/20/2021 05H,9008
05/20/2021 04H,9418
05/20/2021 03H,9348
05/20/2021 02H,9136
05/20/2021 01H,8735
05/20/2021 00H,8082
05/19/2021 23H,8282
05/19/2021 22H,7654
05/19/2021 21H,7061
05/19/2021 20H,7137
05/19/2021 19H,6625
05/19/2021 18H,6610
05/19/2021 17H,6832
05/19/2021 16H,6981
05/19/2021 15H,7410
05/19/2021 14H,8143
05/19/2021 13H,7813
05/19/2021 12H,7630
05/19/2021 11H,7555
05/19/2021 10H,7382
05/19/2021 09H,7575
05/19/2021 08H,7872
05/19/2021 07H,8520
05/19/2021 06H,9268
05/19/2021 05H,9620
05/19/2021 04H,10174
05/19/2021 03H,10459
05/19/2021 02H,9937
05/19/2021 01H,8795
05/19/2021 00H,8028
05/18/2021 23H,8013
05/18/2021 22H,7765
05/18/2021 21H,7529
05/18/2021 20H,7178
05/18/2021 19H,6996
05/18/2021 18H,6926
05/18/2021 17H,6726
05/18/2021 16H,6778
05/18/2021 15H,7513
05/18/2021 14H,8024
05/18/2021 13H,7846
05/18/2021 12H,7429
05/18/2021 11H,7403
05/18/2021 10H,7605
05/18/2021 09H,7949
05/18/2021 08H,7740
05/18/2021 07H,7603
05/18/2021 06H,8783
05/18/2021 05H,9806
05/18/2021 04H,10056
05/18/2021 03H,10391
05/18/2021 02H,9845
05/18/2021 01H,8557
05/18/2021 00H,7969
05/17/2021 23H,7710
05/17/2021 22H,7992
05/17/2021 21H,7376
05/17/2021 20H,7414
05/17/2021 19H,7100
05/17/2021 18H,6764
05/17/2021 17H,6968
05/17/2021 16H,7061
05/17/2021 15H,7282
05/17/2021 14H,7761
05/17/2021 13H,7449
05/17/2021 12H,7326
05/17/2021 11H,6778
05/17/2021 10H,6589
05/17/2021 09H,6890
05/17/2021 08H,7192
05/17/2021 07H,7319
05/17/2021 06H,7827
05/17/2021 05H,8326
05/17/2021 04H,8992
05/17/2021 03H,9079
05/17/2021 02H,8655
05/17/2021 01H,7629
05/17/2021 00H,7297
05/16/2021 23H,7220
05/16/2021 22H,6910
05/16/2021 21H,6848
05/16/2021 20H,6695
05/16/2021 19H,6463
05/16/2021 18H,6349
05/16/2021 17H,6188
05/16/2021 16H,5830
05/16/2021 15H,5705
05/16/2021 14H,6323
05/16/2021 13H,6644
05/16/2021 12H,6739
05/16/2021 11H,6858
05/16/2021 10H,6930
05/16/2021 09H,7330
05/16/2021 08H,7646
05/16/2021 07H,7835
05/16/2021 06H,8411
05/16/2021 05H,8950
05/16/2021 04H,9303
05/16/2021 03H,9571
05/16/2021 02H,9544
05/16/2021 01H,8953
05/16/2021 00H,8573
05/15/2021 23H,8190
05/15/2021 22H,7348
05/15/2021 21H,6836
05/15/2021 20H,7032
05/15/2021 19H,7271
05/15/2021 18H,7483
05/15/2021 17H,7200
05/15/2021 16H,7507
05/15/2021 15H,7331
05/15/2021 14H,7937
05/15/2021 13H,8373
05/15/2021 12H,8265
05/15/2021 11H,8210
05/15/2021 10H,8201
05/15/2021 09H,8377
05/15/2021 08H,8432
05/15/2021 07H,8688
05/15/2021 06H,9240
05/15/2021 05H,9541
05/15/2021 04H,10369
05/15/2021 03H,10374
05/15/2021 02H,9724
05/15/2021 01H,9146
05/15/2021 00H,8994
05/14/2021 23H,9170
05/14/2021 22H,9153
05/14/2021 21H,8877
05/14/2021 20H,8630
05/14/2021 19H,8169
05/14/2021 18H,8386
05/14/2021 17H,8487
05/14/2021 16H,7650
05/14/2021 15H,7386
05/14/2021 14H,8091
05/14/2021 13H,8218
05/14/2021 12H,8112
05/14/2021 11H,7952
05/14/2021 10H,7548
05/14/2021 09H,7914
05/14/2021 08H,8091
05/14/2021 07H,8494
05/14/2021 06H,9255
05/14/2021 05H,9953
05/14/2021 04H,10279
05/14/2021 03H,10663
05/14/2021 02H,10226
05/14/2021 01H,9418
05/14/2021 00H,9142
05/13/2021 23H,9192
05/13/2021 22H,9035
05/13/2021 21H,8556
05/13/2021 20H,7970
05/13/2021 19H,7677
05/13/2021 18H,7377
05/13/2021 17H,7024
05/13/2021 16H,6758
05/13/2021 15H,6787
05/13/2021 14H,7427
05/13/2021 13H,7114
05/13/2021 12H,6938
05/13/2021 11H,6751
05/13/2021 10H,6656
05/13/2021 09H,6717
05/13/2021 08H,7205
05/13/2021 07H,8040
05/13/2021 06H,8884
05/13/2021 05H,9680
05/13/2021 04H,10169
05/13/2021 03H,10188
05/13/2021 02H,10077
05/13/2021 01H,9186
05/13/2021 00H,8803
05/12/2021 23H,8362
05/12/2021 22H,8042
05/12/2021 21H,7856
05/12/2021 20H,7689
05/12/2021 19H,7333
05/12/2021 18H,7259
05/12/2021 17H,7217
05/12/2021 16H,6730
05/12/2021 15H,6987
05/12/2021 14H,7778
05/12/2021 13H,7837
05/12/2021 12H,7532
05/12/2021 11H,7367
05/12/2021 10H,7207
05/12/2021 09H,7266
05/12/2021 08H,7564
05/12/2021 07H,8213
05/12/2021 06H,9037
05/12/2021 05H,10168
05/12/2021 04H,10802
05/12/2021 03H,10735
05/12/2021 02H,10566
05/12/2021 01H,9942
05/12/2021 00H,9596
05/11/2021 23H,9188
05/11/2021 22H,8580
05/11/2021 21H,7857
05/11/2021 20H,7566
05/11/2021 19H,7369
05/11/2021 18H,7634
05/11/2021 17H,8085
05/11/2021 16H,8092
05/11/2021 15H,7969
05/11/2021 14H,8834
05/11/2021 13H,8963
05/11/2021 12H,8463
05/11/2021 11H,7746
05/11/2021 10H,7276
05/11/2021 09H,7323
05/11/2021 08H,7623
05/11/2021 07H,8205
05/11/2021 06H,9114
05/11/2021 05H,9399
05/11/2021 04H,9592
05/11/2021 03H,9747
05/11/2021 02H,9483
05/11/2021 01H,8798
05/11/2021 00H,7934
05/10/2021 23H,7998
05/10/2021 22H,8059
05/10/2021 21H,7963
05/10/2021 20H,7155
05/10/2021 19H,7089
05/10/2021 18H,6855
05/10/2021 17H,6537
05/10/2021 16H,6354
05/10/2021 15H,6956
05/10/2021 14H,7837
05/10/2021 13H,7710
05/10/2021 12H,7196
05/10/2021 11H,7052
05/10/2021 10H,7033
05/10/2021 09H,7243
05/10/2021 08H,7115
05/10/2021 07H,7895
05/10/2021 06H,8673
05/10/2021 05H,9587
05/10/2021 04H,10048
05/10/2021 03H,10064
05/10/2021 02H,9508
05/10/2021 01H,8604
05/10/2021 00H,8129
05/9/2021 23H,7476
05/9/2021 22H,6648
05/9/2021 21H,6356
05/9/2021 20H,6059
05/9/2021 19H,5817
05/9/2021 18H,5509
05/9/2021 17H,5233
05/9/2021 16H,5158
05/9/2021 15H,5549
05/9/2021 14H,6025
05/9/2021 13H,6238
05/9/2021 12H,6129
05/9/2021 11H,5951
05/9/2021 10H,6136
05/9/2021 09H,6011
05/9/2021 08H,6053
05/9/2021 07H,6380
05/9/2021 06H,6992
05/9/2021 05H,7215
05/9/2021 04H,7579
05/9/2021 03H,7708
05/9/2021 02H,7102
05/9/2021 01H,6596
05/9/2021 00H,6232
05/8/2021 23H,5715
05/8/2021 22H,5039
05/8/2021 21H,4760
05/8/2021 20H,4608
05/8/2021 19H,4567
05/8/2021 18H,4407
05/8/2021 17H,4385
05/8/2021 16H,4436
05/8/2021 15H,5298
05/8/2021 14H,6116
05/8/2021 13H,6341
05/8/2021 12H,6121
05/8/2021 11H,6056
05/8/2021 10H,5969
05/8/2021 09H,6159
05/8/2021 08H,6581
05/8/2021 07H,6885
05/8/2021 06H,7296
05/8/2021 05H,7918
05/8/2021 04H,8440
05/8/2021 03H,8725
05/8/2021 02H,8009
05/8/2021 01H,7173
05/8/2021 00H,6671
05/7/2021 23H,6712
05/7/2021 22H,6883
05/7/2021 21H,6962
05/7/2021 20H,6800
05/7/2021 19H,6906
05/7/2021 18H,6913
05/7/2021 17H,6985
05/7/2021 16H,7025
05/7/2021 15H,7110
05/7/2021 14H,7341
05/7/2021 13H,7127
05/7/2021 12H,6208
05/7/2021 11H,6075
05/7/2021 10H,6084
05/7/2021 09H,6345
05/7/2021 08H,6749
05/7/2021 07H,7341
05/7/2021 06H,7822
05/7/2021 05H,8596
05/7/2021 04H,9133
05/7/2021 03H,9502
05/7/2021 02H,9521
05/7/2021 01H,8924
05/7/2021 00H,8471
05/6/2021 23H,8289
05/6/2021 22H,8442
05/6/2021 21H,7914
05/6/2021 20H,7520
05/6/2021 19H,7038
05/6/2021 18H,6894
05/6/2021 17H,7153
05/6/2021 16H,7310
05/6/2021 15H,7744
05/6/2021 14H,9074
05/6/2021 13H,9083
05/6/2021 12H,8471
05/6/2021 11H,8326
05/6/2021 10H,8278
05/6/2021 09H,8368
05/6/2021 08H,8617
05/6/2021 07H,9306
05/6/2021 06H,10275
05/6/2021 05H,10751
05/6/2021 04H,11033
05/6/2021 03H,11139
05/6/2021 02H,10637
05/6/2021 01H,9367
05/6/2021 00H,8605
05/5/2021 23H,8317
05/5/2021 22H,8372
05/5/2021 21H,8571
05/5/2021 20H,8278
05/5/2021 19H,7353
05/5/2021 18H,7161
05/5/2021 17H,7173
05/5/2021 16H,7392
05/5/2021 15H,7714
05/5/2021 14H,8033
05/5/2021 13H,8054
05/5/2021 12H,7573
05/5/2021 11H,7545
05/5/2021 10H,7509
05/5/2021 09H,7748
05/5/2021 08H,8118
05/5/2021 07H,8370
05/5/2021 06H,9077
05/5/2021 05H,9874
05/5/2021 04H,10447
05/5/2021 03H,10731
05/5/2021 02H,10473
05/5/2021 01H,9324
05/5/2021 00H,8222
05/4/2021 23H,8069
05/4/2021 22H,7673
05/4/2021 21H,7087
05/4/2021 20H,7040
05/4/2021 19H,6826
05/4/2021 18H,6580
05/4/2021 17H,6528
05/4/2021 16H,6857
05/4/2021 15H,7366
05/4/2021 14H,8577
05/4/2021 13H,8504
05/4/2021 12H,7974
05/4/2021 11H,7778
05/4/2021 10H,7605
05/4/2021 09H,7698
05/4/2021 08H,7922
05/4/2021 07H,8353
05/4/2021 06H,8776
05/4/2021 05H,9194
05/4/2021 04H,9639
05/4/2021 03H,9663
05/4/2021 02H,9125
05/4/2021 01H,8266
05/4/2021 00H,7522
05/3/2021 23H,6850
05/3/2021 22H,6447
05/3/2021 21H,6133
05/3/2021 20H,5809
05/3/2021 19H,5549
05/3/2021 18H,5612
05/3/2021 17H,5738
05/3/2021 16H,5808
05/3/2021 15H,6242
05/3/2021 14H,6687
05/3/2021 13H,6752
05/3/2021 12H,6302
05/3/2021 11H,6164
05/3/2021 10H,5937
05/3/2021 09H,5986
05/3/2021 08H,6067
05/3/2021 07H,6630
05/3/2021 06H,7109
05/3/2021 05H,7834
05/3/2021 04H,8063
05/3/2021 03H,8205
05/3/2021 02H,7930
05/3/2021 01H,7297
05/3/2021 00H,6102
05/2/2021 23H,5518
05/2/2021 22H,5469
05/2/2021 21H,5369
05/2/2021 20H,5192
05/2/2021 19H,5478
05/2/2021 18H,5306
05/2/2021 17H,4848
05/2/2021 16H,4662
05/2/2021 15H,4805
05/2/2021 14H,5463
05/2/2021 13H,5775
05/2/2021 12H,5662
05/2/2021 11H,5657
05/2/2021 10H,5766
05/2/2021 09H,5820
05/2/2021 08H,6226
05/2/2021 07H,6893
05/2/2021 06H,7452
05/2/2021 05H,8186
05/2/2021 04H,8300
05/2/2021 03H,8472
05/2/2021 02H,8155
05/2/2021 01H,7648
05/2/2021 00H,7570
05/1/2021 23H,7531
05/1/2021 22H,7361
05/1/2021 21H,7238
05/1/2021 20H,7060
05/1/2021 19H,6725
05/1/2021 18H,6256
05/1/2021 17H,6117
05/1/2021 16H,5947
05/1/2021 15H,6257
05/1/2021 14H,6195
05/1/2021 13H,6432
05/1/2021 12H,6075
05/1/2021 11H,6004
05/1/2021 10H,6332
05/1/2021 09H,6674
05/1/2021 08H,6823
05/1/2021 07H,8031
05/1/2021 06H,8490
05/1/2021 05H,9464
05/1/2021 04H,10043
05/1/2021 03H,10214
05/1/2021 02H,10143
05/1/2021 01H,9749
05/1/2021 00H,9854
04/30/2021 23H,9706
04/30/2021 22H,9435
04/30/2021 21H,9155
04/30/2021 20H,8721
04/30/2021 19H,8508
04/30/2021 18H,8224
04/30/2021 17H,7811
04/30/2021 16H,7633
04/30/2021 15H,7563
04/30/2021 14H,7736
04/30/2021 13H,7498
04/30/2021 12H,7215
04/30/2021 11H,7207
04/30/2021 10H,7176
04/30/2021 09H,7211
04/30/2021 08H,7496
04/30/2021 07H,8101
04/30/2021 06H,9247
04/30/2021 05H,9949
04/30/2021 04H,11259
04/30/2021 03H,11789
04/30/2021 02H,11688
04/30/2021 01H,11124
04/30/2021 00H,10541
04/29/2021 23H,10160
04/29/2021 22H,9752
04/29/2021 21H,9225
04/29/2021 20H,8501
04/29/2021 19H,8201
04/29/2021 18H,8011
04/29/2021 17H,7967
04/29/2021 16H,7951
04/29/2021 15H,8558
04/29/2021 14H,9011
04/29/2021 13H,8856
04/29/2021 12H,8351
04/29/2021 11H,8019
04/29/2021 10H,7957
04/29/2021 09H,8533
04/29/2021 08H,8740
04/29/2021 07H,9469
04/29/2021 06H,10245
04/29/2021 05H,10675
04/29/2021 04H,11040
04/29/2021 03H,10866
04/29/2021 02H,9852
04/29/2021 01H,8432
04/29/2021 00H,7672
04/28/2021 23H,7297
04/28/2021 22H,7573
04/28/2021 21H,7281
04/28/2021 20H,7231
04/28/2021 19H,7220
04/28/2021 18H,6862
04/28/2021 17H,7037
04/28/2021 16H,7249
04/28/2021 15H,8044
04/28/2021 14H,8831
04/28/2021 13H,8837
04/28/2021 12H,8256
04/28/2021 11H,7871
04/28/2021 10H,7722
04/28/2021 09H,7718
04/28/2021 08H,7894
04/28/2021 07H,8006
04/28/2021 06H,8879
04/28/2021 05H,9075
04/28/2021 04H,9442
04/28/2021 03H,9271
04/28/2021 02H,8748
04/28/2021 01H,7983
04/28/2021 00H,7739
04/27/2021 23H,7455
04/27/2021 22H,7727
04/27/2021 21H,7602
04/27/2021 20H,7634
04/27/2021 19H,7681
04/27/2021 18H,7833
04/27/2021 17H,8047
04/27/2021 16H,8286
04/27/2021 15H,9291
04/27/2021 14H,9558
04/27/2021 13H,9311
04/27/2021 12H,8668
04/27/2021 11H,8211
04/27/2021 10H,8110
04/27/2021 09H,8027
04/27/2021 08H,8326
04/27/2021 07H,8617
04/27/2021 06H,8851
04/27/2021 05H,8952
04/27/2021 04H,8971
04/27/2021 03H,9007
04/27/2021 02H,8775
04/27/2021 01H,8560
04/27/2021 00H,8601
04/26/2021 23H,8652
04/26/2021 22H,8526
04/26/2021 21H,8104
04/26/2021 20H,8313
04/26/2021 19H,8705
04/26/2021 18H,9005
04/26/2021 17H,8869
04/26/2021 16H,8698
04/26/2021 15H,8769
04/26/2021 14H,8593
04/26/2021 13H,8444
04/26/2021 12H,8286
04/26/2021 11H,7998
04/26/2021 10H,8116
04/26/2021 09H,8195
04/26/2021 08H,8227
04/26/2021 07H,8615
04/26/2021 06H,9089
04/26/2021 05H,9191
04/26/2021 04H,9375
04/26/2021 03H,9452
04/26/2021 02H,9233
04/26/2021 01H,8794
04/26/2021 00H,7913
04/25/2021 23H,7644
04/25/2021 22H,7118
04/25/2021 21H,7017
04/25/2021 20H,6885
04/25/2021 19H,6755
04/25/2021 18H,6725
04/25/2021 17H,6787
04/25/2021 16H,7288
04/25/2021 15H,7926
04/25/2021 14H,8270
04/25/2021 13H,8535
04/25/2021 12H,8315
04/25/2021 11H,8147
04/25/2021 10H,7896
04/25/2021 09H,7898
04/25/2021 08H,8215
04/25/2021 07H,8464
04/25/2021 06H,8905
04/25/2021 05H,9365
04/25/2021 04H,9547
04/25/2021 03H,9666
04/25/2021 02H,9333
04/25/2021 01H,8323
04/25/2021 00H,7363
04/24/2021 23H,6805
04/24/2021 22H,6407
04/24/2021 21H,6414
04/24/2021 20H,6574
04/24/2021 19H,6648
04/24/2021 18H,6798
04/24/2021 17H,7411
04/24/2021 16H,7314
04/24/2021 15H,8298
04/24/2021 14H,8835
04/24/2021 13H,9068
04/24/2021 12H,8740
04/24/2021 11H,8599
04/24/2021 10H,8303
04/24/2021 09H,8525
04/24/2021 08H,8840
04/24/2021 07H,9215
04/24/2021 06H,9480
04/24/2021 05H,9826
04/24/2021 04H,10310
04/24/2021 03H,10453
04/24/2021 02H,9986
04/24/2021 01H,8670
04/24/2021 00H,7549
04/23/2021 23H,7275
04/23/2021 22H,7346
04/23/2021 21H,7416
04/23/2021 20H,7516
04/23/2021 19H,8053
04/23/2021 18H,8081
04/23/2021 17H,7922
04/23/2021 16H,8596
04/23/2021 15H,9582
04/23/2021 14H,10095
04/23/2021 13H,9889
04/23/2021 12H,9252
04/23/2021 11H,8554
04/23/2021 10H,8433
04/23/2021 09H,8409
04/23/2021 08H,8411
04/23/2021 07H,8431
04/23/2021 06H,8721
04/23/2021 05H,9485
04/23/2021 04H,9705
04/23/2021 03H,9702
04/23/2021 02H,9196
04/23/2021 01H,8163
04/23/2021 00H,6876
04/22/2021 23H,6280
04/22/2021 22H,6481
04/22/2021 21H,6417
04/22/2021 20H,6391
04/22/2021 19H,6343
04/22/2021 18H,6342
04/22/2021 17H,6399
04/22/2021 16H,6580
04/22/2021 15H,7494
04/22/2021 14H,8257
04/22/2021 13H,7915
04/22/2021 12H,7562
04/22/2021 11H,7468
04/22/2021 10H,7558
04/22/2021 09H,7529
04/22/2021 08H,7531
04/22/2021 07H,7842
04/22/2021 06H,8045
04/22/2021 05H,8764
04/22/2021 04H,9371
04/22/2021 03H,9994
04/22/2021 02H,9673
04/22/2021 01H,8817
04/22/2021 00H,8313
04/21/2021 23H,7699
04/21/2021 22H,7439
04/21/2021 21H,7182
04/21/2021 20H,7208
04/21/2021 19H,7223
04/21/2021 18H,7277
04/21/2021 17H,7677
04/21/2021 16H,8018
04/21/2021 15H,9395
04/21/2021 14H,10056
04/21/2021 13H,9823
04/21/2021 12H,9374
04/21/2021 11H,9158
04/21/2021 10H,9210
04/21/2021 09H,9148
04/21/2021 08H,9222
04/21/2021 07H,9750
04/21/2021 06H,10240
04/21/2021 05H,10899
04/21/2021 04H,11076
04/21/2021 03H,10935
04/21/2021 02H,10320
04/21/2021 01H,9491
04/21/2021 00H,8812
04/20/2021 23H,8024
04/20/2021 22H,7353
04/20/2021 21H,7321
04/20/2021 20H,7075
04/20/2021 19H,7057
04/20/2021 18H,7114
04/20/2021 17H,7153
04/20/2021 16H,7906
04/20/2021 15H,8669
04/20/2021 14H,9077
04/20/2021 13H,8805
04/20/2021 12H,8382
04/20/2021 11H,8162
04/20/2021 10H,8091
04/20/2021 09H,8337
04/20/2021 08H,8565
04/20/2021 07H,8911
04/20/2021 06H,9521
04/20/2021 05H,10195
04/20/2021 04H,11004
04/20/2021 03H,11264
04/20/2021 02H,10582
04/20/2021 01H,9576
04/20/2021 00H,8436
04/19/2021 23H,7617
04/19/2021 22H,7498
04/19/2021 21H,7713
04/19/2021 20H,7823
04/19/2021 19H,7891
04/19/2021 18H,7566
04/19/2021 17H,7168
04/19/2021 16H,6877
04/19/2021 15H,7432
04/19/2021 14H,7919
04/19/2021 13H,8030
04/19/2021 12H,7776
04/19/2021 11H,7462
04/19/2021 10H,7205
04/19/2021 09H,7154
04/19/2021 08H,7326
04/19/2021 07H,7646
04/19/2021 06H,7937
04/19/2021 05H,8797
04/19/2021 04H,9665
04/19/2021 03H,9561
04/19/2021 02H,8853
04/19/2021 01H,7448
04/19/2021 00H,6294
04/18/2021 23H,5670
04/18/2021 22H,5589
04/18/2021 21H,5648
04/18/2021 20H,5679
04/18/2021 19H,5761
04/18/2021 18H,5785
04/18/2021 17H,5944
04/18/2021 16H,6347
04/18/2021 15H,6826
04/18/2021 14H,7751
04/18/2021 13H,7876
04/18/2021 12H,7852
04/18/2021 11H,7875
04/18/2021 10H,7937
04/18/2021 09H,8004
04/18/2021 08H,8360
04/18/2021 07H,8914
04/18/2021 06H,9413
04/18/2021 05H,9825
04/18/2021 04H,10388
04/18/2021 03H,10472
04/18/2021 02H,9972
04/18/2021 01H,8362
04/18/2021 00H,7463
04/17/2021 23H,7118
04/17/2021 22H,6815
04/17/2021 21H,6606
04/17/2021 20H,6414
04/17/2021 19H,6508
04/17/2021 18H,6735
04/17/2021 17H,6736
04/17/2021 16H,7149
04/17/2021 15H,7860
04/17/2021 14H,8514
04/17/2021 13H,8475
04/17/2021 12H,8159
04/17/2021 11H,8084
04/17/2021 10H,8118
04/17/2021 09H,8062
04/17/2021 08H,8718
04/17/2021 07H,9311
04/17/2021 06H,9505
04/17/2021 05H,9650
04/17/2021 04H,10125
04/17/2021 03H,10052
