Net generation from coal for Northwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390114&sdid=EBA.NW-ALL.NG.COL.H
19:18:39 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NW-ALL.NG.COL.H megawatthours
12/1/2018 22H,11845
12/1/2018 21H,11765
12/1/2018 20H,11644
12/1/2018 19H,11741
12/1/2018 18H,11799
12/1/2018 17H,11860
12/1/2018 16H,11830
12/1/2018 15H,11529
12/1/2018 14H,11370
12/1/2018 13H,11296
12/1/2018 12H,11165
12/1/2018 11H,11144
12/1/2018 10H,11018
12/1/2018 09H,10819
12/1/2018 08H,11027
12/1/2018 07H,11456
12/1/2018 06H,12035
12/1/2018 05H,12484
12/1/2018 04H,12622
12/1/2018 03H,12590
12/1/2018 02H,12611
12/1/2018 01H,12805
12/1/2018 00H,12895
11/30/2018 23H,12650
11/30/2018 22H,12681
11/30/2018 21H,12624
11/30/2018 20H,12705
11/30/2018 19H,12518
11/30/2018 18H,12587
11/30/2018 17H,12597
11/30/2018 16H,12619
11/30/2018 15H,12640
11/30/2018 14H,12357
11/30/2018 13H,12263
11/30/2018 12H,11986
11/30/2018 11H,11994
11/30/2018 10H,11901
11/30/2018 09H,11776
11/30/2018 08H,11840
11/30/2018 07H,12099
11/30/2018 06H,12487
11/30/2018 05H,12818
11/30/2018 04H,13372
11/30/2018 03H,13523
11/30/2018 02H,13785
11/30/2018 01H,13750
11/30/2018 00H,13629
11/29/2018 23H,13413
11/29/2018 22H,13209
11/29/2018 21H,13045
11/29/2018 20H,12998
11/29/2018 19H,12962
11/29/2018 18H,12923
11/29/2018 17H,12922
11/29/2018 16H,12973
11/29/2018 15H,13056
11/29/2018 14H,13002
11/29/2018 13H,12519
11/29/2018 12H,12299
11/29/2018 11H,11988
11/29/2018 10H,12237
11/29/2018 09H,12152
11/29/2018 08H,11971
11/29/2018 07H,11953
11/29/2018 06H,11997
11/29/2018 05H,12296
11/29/2018 04H,12426
11/29/2018 03H,12495
11/29/2018 02H,12527
11/29/2018 01H,12531
11/29/2018 00H,12431
11/28/2018 23H,12527
11/28/2018 22H,12552
11/28/2018 21H,12533
11/28/2018 20H,12338
11/28/2018 19H,12207
11/28/2018 18H,11829
11/28/2018 17H,12095
11/28/2018 16H,12081
11/28/2018 15H,12119
11/28/2018 14H,12283
11/28/2018 13H,11869
11/28/2018 12H,11742
11/28/2018 11H,11689
11/28/2018 10H,11706
11/28/2018 09H,11702
11/28/2018 08H,11681
11/28/2018 07H,11763
11/28/2018 06H,11995
11/28/2018 05H,12018
11/28/2018 04H,12008
11/28/2018 03H,12158
11/28/2018 02H,12086
11/28/2018 01H,12082
11/28/2018 00H,11844
11/27/2018 23H,12060
11/27/2018 22H,12192
11/27/2018 21H,12093
11/27/2018 20H,12063
11/27/2018 19H,12219
11/27/2018 18H,12160
11/27/2018 17H,12095
11/27/2018 16H,12475
11/27/2018 15H,12773
11/27/2018 14H,12768
11/27/2018 13H,12490
11/27/2018 12H,12176
11/27/2018 11H,12250
11/27/2018 10H,12702
11/27/2018 09H,12794
11/27/2018 08H,12669
11/27/2018 07H,12567
11/27/2018 06H,12446
11/27/2018 05H,12567
11/27/2018 04H,12735
11/27/2018 03H,12925
11/27/2018 02H,13059
11/27/2018 01H,12867
11/27/2018 00H,12639
11/26/2018 23H,12498
11/26/2018 22H,12343
11/26/2018 21H,12529
11/26/2018 20H,12641
11/26/2018 19H,12625
11/26/2018 18H,12612
11/26/2018 17H,12465
11/26/2018 16H,12628
11/26/2018 15H,12820
11/26/2018 14H,12905
11/26/2018 13H,12680
11/26/2018 12H,12441
11/26/2018 11H,12167
11/26/2018 10H,12127
11/26/2018 09H,12141
11/26/2018 08H,12288
11/26/2018 07H,12417
11/26/2018 06H,12550
11/26/2018 05H,12570
11/26/2018 04H,12636
11/26/2018 03H,12935
11/26/2018 02H,13007
11/26/2018 01H,12885
11/26/2018 00H,12658
11/25/2018 23H,12413
11/25/2018 22H,12421
11/25/2018 21H,12331
11/25/2018 20H,12010
11/25/2018 19H,11712
11/25/2018 18H,11681
11/25/2018 17H,11718
11/25/2018 16H,11673
11/25/2018 15H,11650
11/25/2018 14H,11634
11/25/2018 13H,11822
11/25/2018 12H,11714
11/25/2018 11H,11602
11/25/2018 10H,11486
11/25/2018 09H,11777
11/25/2018 08H,12312
11/25/2018 07H,12503
11/25/2018 06H,12464
11/25/2018 05H,12403
11/25/2018 04H,12474
11/25/2018 03H,12349
11/25/2018 02H,12187
11/25/2018 01H,11974
11/25/2018 00H,11437
11/24/2018 23H,10791
11/24/2018 22H,10553
11/24/2018 21H,11099
11/24/2018 20H,11717
11/24/2018 19H,11504
11/24/2018 18H,11656
11/24/2018 17H,11676
11/24/2018 16H,11578
11/24/2018 15H,11481
11/24/2018 14H,11575
11/24/2018 13H,11560
11/24/2018 12H,11541
11/24/2018 11H,11419
11/24/2018 10H,11583
11/24/2018 09H,11996
11/24/2018 08H,12068
11/24/2018 07H,12064
11/24/2018 06H,12057
11/24/2018 05H,12049
11/24/2018 04H,12211
11/24/2018 03H,12454
11/24/2018 02H,12633
11/24/2018 01H,12320
11/24/2018 00H,11446
11/23/2018 23H,11119
11/23/2018 22H,10940
11/23/2018 21H,10874
11/23/2018 20H,10795
11/23/2018 19H,10864
11/23/2018 18H,10902
11/23/2018 17H,10976
11/23/2018 16H,11030
11/23/2018 15H,11189
11/23/2018 14H,11098
11/23/2018 13H,10773
11/23/2018 12H,10741
11/23/2018 11H,10867
11/23/2018 10H,10927
11/23/2018 09H,10895
11/23/2018 08H,11063
11/23/2018 07H,11314
11/23/2018 06H,11639
11/23/2018 05H,11868
11/23/2018 04H,12401
11/23/2018 03H,12308
11/23/2018 02H,12652
11/23/2018 01H,12664
11/23/2018 00H,12480
11/22/2018 23H,12067
11/22/2018 22H,12194
11/22/2018 21H,12729
11/22/2018 20H,12942
11/22/2018 19H,13029
11/22/2018 18H,13103
11/22/2018 17H,13148
11/22/2018 16H,13206
11/22/2018 15H,13230
11/22/2018 14H,13447
11/22/2018 13H,13255
11/22/2018 12H,13120
11/22/2018 11H,12921
11/22/2018 10H,12915
11/22/2018 09H,12940
11/22/2018 08H,13024
11/22/2018 07H,13031
11/22/2018 06H,13263
11/22/2018 05H,13429
11/22/2018 04H,13473
11/22/2018 03H,13414
11/22/2018 02H,13618
11/22/2018 01H,13517
11/22/2018 00H,13366
11/21/2018 23H,13376
11/21/2018 22H,13274
11/21/2018 21H,13144
11/21/2018 20H,13129
11/21/2018 19H,13279
11/21/2018 18H,13348
11/21/2018 17H,13331
11/21/2018 16H,13539
11/21/2018 15H,13523
11/21/2018 14H,13732
11/21/2018 13H,13626
11/21/2018 12H,13438
11/21/2018 11H,13240
11/21/2018 10H,13149
11/21/2018 09H,13159
11/21/2018 08H,13213
11/21/2018 07H,13201
11/21/2018 06H,13255
11/21/2018 05H,13513
11/21/2018 04H,13537
11/21/2018 03H,13532
11/21/2018 02H,13405
11/21/2018 01H,13260
11/21/2018 00H,13175
11/20/2018 23H,12933
11/20/2018 22H,12717
11/20/2018 21H,12807
11/20/2018 20H,12928
11/20/2018 19H,12798
11/20/2018 18H,12703
11/20/2018 17H,12611
11/20/2018 16H,12533
11/20/2018 15H,12767
11/20/2018 14H,12813
11/20/2018 13H,12591
11/20/2018 12H,12375
11/20/2018 11H,12159
11/20/2018 10H,12301
11/20/2018 09H,12620
11/20/2018 08H,12874
11/20/2018 07H,13318
11/20/2018 06H,13618
11/20/2018 05H,13713
11/20/2018 04H,13897
11/20/2018 03H,13885
11/20/2018 02H,13766
11/20/2018 01H,13677
11/20/2018 00H,13263
11/19/2018 23H,12995
11/19/2018 22H,12743
11/19/2018 21H,12712
11/19/2018 20H,12537
11/19/2018 19H,12439
11/19/2018 18H,12415
11/19/2018 17H,12942
11/19/2018 16H,13071
11/19/2018 15H,13080
11/19/2018 14H,12959
11/19/2018 13H,12576
11/19/2018 12H,12305
11/19/2018 11H,12211
11/19/2018 10H,12321
11/19/2018 09H,12483
11/19/2018 08H,12574
11/19/2018 07H,12728
11/19/2018 06H,12930
11/19/2018 05H,13152
11/19/2018 04H,13110
11/19/2018 03H,13087
11/19/2018 02H,13040
11/19/2018 01H,13146
11/19/2018 00H,12989
11/18/2018 23H,12458
11/18/2018 22H,12325
11/18/2018 21H,12564
11/18/2018 20H,12634
11/18/2018 19H,12663
11/18/2018 18H,12861
11/18/2018 17H,13129
11/18/2018 16H,13227
11/18/2018 15H,13252
11/18/2018 14H,13393
11/18/2018 13H,13418
11/18/2018 12H,13435
11/18/2018 11H,13369
11/18/2018 10H,13317
11/18/2018 09H,13247
11/18/2018 08H,13619
11/18/2018 07H,13678
11/18/2018 06H,13593
11/18/2018 05H,13668
11/18/2018 04H,13579
11/18/2018 03H,13535
11/18/2018 02H,13597
11/18/2018 01H,13569
11/18/2018 00H,13301
11/17/2018 23H,13239
11/17/2018 22H,13221
11/17/2018 21H,13186
11/17/2018 20H,13251
11/17/2018 19H,13140
11/17/2018 18H,12903
11/17/2018 17H,12960
11/17/2018 16H,13041
11/17/2018 15H,12961
11/17/2018 14H,12925
11/17/2018 13H,12644
11/17/2018 12H,12420
11/17/2018 11H,12234
11/17/2018 10H,12274
11/17/2018 09H,12287
11/17/2018 08H,12174
11/17/2018 07H,12044
11/17/2018 06H,12009
11/17/2018 05H,12396
11/17/2018 04H,12993
11/17/2018 03H,13418
11/17/2018 02H,13711
11/17/2018 01H,13766
11/17/2018 00H,12930
11/16/2018 23H,12710
11/16/2018 22H,12657
11/16/2018 21H,13086
11/16/2018 20H,13092
11/16/2018 19H,13194
11/16/2018 18H,13228
11/16/2018 17H,13209
11/16/2018 16H,13454
11/16/2018 15H,13572
11/16/2018 14H,13515
11/16/2018 13H,12641
11/16/2018 12H,12301
11/16/2018 11H,12413
11/16/2018 10H,12565
11/16/2018 09H,12474
11/16/2018 08H,12667
11/16/2018 07H,13027
11/16/2018 06H,13366
11/16/2018 05H,13556
11/16/2018 04H,13710
11/16/2018 03H,13721
11/16/2018 02H,13744
11/16/2018 01H,13669
11/16/2018 00H,13515
11/15/2018 23H,13130
11/15/2018 22H,12374
11/15/2018 21H,12154
11/15/2018 20H,12052
11/15/2018 19H,11951
11/15/2018 18H,11999
11/15/2018 17H,12181
11/15/2018 16H,12556
11/15/2018 15H,13114
11/15/2018 14H,13136
11/15/2018 13H,12423
11/15/2018 12H,12164
11/15/2018 11H,12000
11/15/2018 10H,12100
11/15/2018 09H,12205
11/15/2018 08H,12288
11/15/2018 07H,12440
11/15/2018 06H,12745
11/15/2018 05H,12851
11/15/2018 04H,13035
11/15/2018 03H,13128
11/15/2018 02H,13274
11/15/2018 01H,13199
11/15/2018 00H,13090
11/14/2018 23H,12678
11/14/2018 22H,12602
11/14/2018 21H,12597
11/14/2018 20H,12639
11/14/2018 19H,12681
11/14/2018 18H,12938
11/14/2018 17H,13035
11/14/2018 16H,13217
11/14/2018 15H,13545
11/14/2018 14H,13529
11/14/2018 13H,13271
11/14/2018 12H,13012
11/14/2018 11H,12914
11/14/2018 10H,12914
11/14/2018 09H,12783
11/14/2018 08H,12852
11/14/2018 07H,12896
11/14/2018 06H,13079
11/14/2018 05H,13113
11/14/2018 04H,13114
11/14/2018 03H,13097
11/14/2018 02H,12969
11/14/2018 01H,12734
11/14/2018 00H,12526
11/13/2018 23H,12449
11/13/2018 22H,12368
11/13/2018 21H,12224
11/13/2018 20H,12143
11/13/2018 19H,12055
11/13/2018 18H,11896
11/13/2018 17H,12228
11/13/2018 16H,12374
11/13/2018 15H,12552
11/13/2018 14H,12602
11/13/2018 13H,12411
11/13/2018 12H,12398
11/13/2018 11H,12343
11/13/2018 10H,12327
11/13/2018 09H,12268
11/13/2018 08H,12488
11/13/2018 07H,9828
11/13/2018 06H,9888
11/13/2018 05H,9818
11/13/2018 04H,9884
11/13/2018 03H,9929
11/13/2018 02H,9880
11/13/2018 01H,9589
11/13/2018 00H,9529
11/12/2018 23H,9441
11/12/2018 22H,9427
11/12/2018 21H,9383
11/12/2018 20H,9385
11/12/2018 19H,9331
11/12/2018 18H,9086
11/12/2018 17H,9129
11/12/2018 16H,9437
11/12/2018 15H,9502
11/12/2018 14H,9363
11/12/2018 13H,8977
11/12/2018 12H,8539
11/12/2018 11H,8708
11/12/2018 10H,8646
11/12/2018 09H,8539
11/12/2018 08H,8556
11/12/2018 07H,8737
11/12/2018 06H,9037
11/12/2018 05H,9411
11/12/2018 04H,9539
11/12/2018 03H,9758
11/12/2018 02H,9840
11/12/2018 01H,9851
11/12/2018 00H,9551
11/11/2018 23H,8667
11/11/2018 22H,8135
11/11/2018 21H,8230
11/11/2018 20H,8327
11/11/2018 19H,8208
11/11/2018 18H,8563
11/11/2018 17H,8756
11/11/2018 16H,8758
11/11/2018 15H,9024
11/11/2018 14H,8973
11/11/2018 13H,8882
11/11/2018 12H,8628
11/11/2018 11H,8271
11/11/2018 10H,8342
11/11/2018 09H,8291
11/11/2018 08H,8332
11/11/2018 07H,11314
11/11/2018 06H,11367
11/11/2018 05H,11781
11/11/2018 04H,11767
11/11/2018 03H,11885
11/11/2018 02H,11913
11/11/2018 01H,11861
11/11/2018 00H,11858
11/10/2018 23H,11529
11/10/2018 22H,11402
11/10/2018 21H,11650
11/10/2018 20H,11652
11/10/2018 19H,11634
11/10/2018 18H,11815
11/10/2018 17H,11999
11/10/2018 16H,11688
11/10/2018 15H,11775
11/10/2018 14H,11784
11/10/2018 13H,11424
11/10/2018 12H,10787
11/10/2018 11H,10619
11/10/2018 10H,10608
11/10/2018 09H,10629
11/10/2018 08H,10866
11/10/2018 07H,11329
11/10/2018 06H,11347
11/10/2018 05H,11498
11/10/2018 04H,11589
11/10/2018 03H,11376
11/10/2018 02H,11759
11/10/2018 01H,12201
11/10/2018 00H,12083
11/9/2018 23H,11949
11/9/2018 22H,11900
11/9/2018 21H,12089
11/9/2018 20H,12551
11/9/2018 19H,12650
11/9/2018 18H,12581
11/9/2018 17H,12548
11/9/2018 16H,12621
11/9/2018 15H,12869
11/9/2018 14H,12672
11/9/2018 13H,12278
11/9/2018 12H,12134
11/9/2018 11H,11920
11/9/2018 10H,11831
11/9/2018 09H,12035
11/9/2018 08H,12068
11/9/2018 07H,12184
11/9/2018 06H,12567
11/9/2018 05H,12932
11/9/2018 04H,13015
11/9/2018 03H,13078
11/9/2018 02H,13127
11/9/2018 01H,12868
11/9/2018 00H,11893
11/8/2018 23H,10755
11/8/2018 22H,10617
11/8/2018 21H,10752
11/8/2018 20H,10816
11/8/2018 19H,11036
11/8/2018 18H,11458
11/8/2018 17H,11809
11/8/2018 16H,12572
11/8/2018 15H,13074
11/8/2018 14H,13011
11/8/2018 13H,12772
11/8/2018 12H,12386
11/8/2018 11H,12294
11/8/2018 10H,12244
11/8/2018 09H,12109
11/8/2018 08H,12305
11/8/2018 07H,12416
11/8/2018 06H,12522
11/8/2018 05H,12968
11/8/2018 04H,13114
11/8/2018 03H,13213
11/8/2018 02H,13250
11/8/2018 01H,12904
11/8/2018 00H,11935
11/7/2018 23H,10987
11/7/2018 22H,10984
11/7/2018 21H,10847
11/7/2018 20H,11287
11/7/2018 19H,11839
11/7/2018 18H,12045
11/7/2018 17H,12127
11/7/2018 16H,12980
11/7/2018 15H,13356
11/7/2018 14H,13255
11/7/2018 13H,12531
11/7/2018 12H,12417
11/7/2018 11H,12221
11/7/2018 10H,12334
11/7/2018 09H,12349
11/7/2018 08H,12507
11/7/2018 07H,12937
11/7/2018 06H,13058
11/7/2018 05H,13080
11/7/2018 04H,13014
11/7/2018 03H,12828
11/7/2018 02H,12872
11/7/2018 01H,12778
11/7/2018 00H,11914
11/6/2018 23H,11320
11/6/2018 22H,11000
11/6/2018 21H,10978
11/6/2018 20H,10910
11/6/2018 19H,10936
11/6/2018 18H,11223
11/6/2018 17H,11708
11/6/2018 16H,13138
11/6/2018 15H,13533
11/6/2018 14H,13054
11/6/2018 13H,11906
11/6/2018 12H,11241
11/6/2018 11H,10926
11/6/2018 10H,11200
11/6/2018 09H,11312
11/6/2018 08H,11619
11/6/2018 07H,11892
11/6/2018 06H,12015
11/6/2018 05H,12324
11/6/2018 04H,13017
11/6/2018 03H,12845
11/6/2018 02H,12459
11/6/2018 01H,12072
11/6/2018 00H,10668
11/5/2018 23H,9205
11/5/2018 22H,9237
11/5/2018 21H,9123
11/5/2018 20H,8778
11/5/2018 19H,8964
11/5/2018 18H,9321
11/5/2018 17H,10020
11/5/2018 16H,11861
11/5/2018 15H,12286
11/5/2018 14H,12065
11/5/2018 13H,10930
11/5/2018 12H,10245
11/5/2018 11H,10163
11/5/2018 10H,10096
11/5/2018 09H,10061
11/5/2018 08H,9845
11/5/2018 07H,10073
11/5/2018 06H,11359
11/5/2018 05H,11661
11/5/2018 04H,11947
11/5/2018 03H,12091
11/5/2018 02H,11962
11/5/2018 01H,11152
11/5/2018 00H,10168
11/4/2018 23H,9727
11/4/2018 22H,9494
11/4/2018 21H,9482
11/4/2018 20H,9525
11/4/2018 19H,9971
11/4/2018 18H,10786
11/4/2018 17H,11097
11/4/2018 16H,10886
11/4/2018 15H,10776
11/4/2018 14H,10676
11/4/2018 13H,10487
11/4/2018 12H,10441
11/4/2018 11H,10573
11/4/2018 10H,10809
11/4/2018 09H,10908
11/4/2018 08H,11153
11/4/2018 07H,11156
11/4/2018 06H,12384
11/4/2018 05H,12465
11/4/2018 04H,12700
11/4/2018 03H,12560
11/4/2018 02H,12418
11/4/2018 01H,11658
11/4/2018 00H,10606
11/3/2018 23H,9968
11/3/2018 22H,9456
11/3/2018 21H,8899
11/3/2018 20H,8891
11/3/2018 19H,9122
11/3/2018 18H,9405
11/3/2018 17H,9789
11/3/2018 16H,10412
11/3/2018 15H,10699
11/3/2018 14H,10744
11/3/2018 13H,10608
11/3/2018 12H,10504
11/3/2018 11H,10362
11/3/2018 10H,10272
11/3/2018 09H,10476
11/3/2018 08H,10284
11/3/2018 07H,10822
11/3/2018 06H,11102
11/3/2018 05H,11100
11/3/2018 04H,11149
11/3/2018 03H,11923
11/3/2018 02H,11951
11/3/2018 01H,11127
11/3/2018 00H,10475
11/2/2018 23H,9975
11/2/2018 22H,9893
11/2/2018 21H,10095
11/2/2018 20H,10162
11/2/2018 19H,10242
11/2/2018 18H,10292
11/2/2018 17H,10709
11/2/2018 16H,11897
11/2/2018 15H,12532
11/2/2018 14H,12398
11/2/2018 13H,12314
11/2/2018 12H,11834
11/2/2018 11H,11221
11/2/2018 10H,10920
11/2/2018 09H,10782
11/2/2018 08H,10955
11/2/2018 07H,11303
11/2/2018 06H,11809
11/2/2018 05H,12609
11/2/2018 04H,13193
11/2/2018 03H,14834
11/2/2018 02H,12101
11/2/2018 01H,13229
11/2/2018 00H,11829
11/1/2018 23H,11021
11/1/2018 22H,10871
11/1/2018 21H,10992
11/1/2018 20H,10858
11/1/2018 19H,11190
11/1/2018 18H,11411
11/1/2018 17H,13346
11/1/2018 16H,11778
11/1/2018 15H,13381
11/1/2018 14H,13364
11/1/2018 13H,12846
11/1/2018 12H,11736
11/1/2018 11H,10938
11/1/2018 10H,10819
11/1/2018 09H,10814
11/1/2018 08H,11236
11/1/2018 07H,11063
11/1/2018 06H,10726
11/1/2018 05H,11825
11/1/2018 04H,11762
11/1/2018 03H,12032
11/1/2018 02H,12546
11/1/2018 01H,12577
11/1/2018 00H,12128
10/31/2018 23H,11601
10/31/2018 22H,11511
10/31/2018 21H,12074
10/31/2018 20H,10714
10/31/2018 19H,11333
10/31/2018 18H,11906
10/31/2018 17H,12314
10/31/2018 16H,12935
10/31/2018 15H,13357
10/31/2018 14H,13405
10/31/2018 13H,13393
10/31/2018 12H,13070
10/31/2018 11H,13957
10/31/2018 10H,11172
10/31/2018 09H,12334
10/31/2018 08H,12447
10/31/2018 07H,12397
10/31/2018 06H,12621
10/31/2018 05H,12771
10/31/2018 04H,13195
10/31/2018 03H,13368
10/31/2018 02H,13462
10/31/2018 01H,14651
10/31/2018 00H,11882
10/30/2018 23H,12470
10/30/2018 22H,12523
10/30/2018 21H,12442
10/30/2018 20H,12336
10/30/2018 19H,12178
10/30/2018 18H,12017
10/30/2018 17H,12204
10/30/2018 16H,12385
10/30/2018 15H,13573
10/30/2018 14H,10929
10/30/2018 13H,11779
10/30/2018 12H,11566
10/30/2018 11H,10999
10/30/2018 10H,10886
10/30/2018 09H,10979
10/30/2018 08H,11028
10/30/2018 07H,10997
10/30/2018 06H,11111
10/30/2018 05H,12576
10/30/2018 04H,10269
10/30/2018 03H,11886
10/30/2018 02H,12048
10/30/2018 01H,12061
10/30/2018 00H,11456
10/29/2018 23H,10973
10/29/2018 22H,10502
10/29/2018 21H,10489
10/29/2018 20H,10491
10/29/2018 19H,11187
10/29/2018 18H,10227
10/29/2018 17H,11812
10/29/2018 16H,11937
10/29/2018 15H,12212
10/29/2018 14H,12242
10/29/2018 13H,11959
10/29/2018 12H,11134
10/29/2018 11H,10515
10/29/2018 10H,10026
10/29/2018 09H,10857
10/29/2018 08H,9161
10/29/2018 07H,10275
10/29/2018 06H,10764
10/29/2018 05H,11213
10/29/2018 04H,11400
10/29/2018 03H,11516
10/29/2018 02H,11586
10/29/2018 01H,11506
10/29/2018 00H,10880
10/28/2018 23H,10563
10/28/2018 22H,9442
10/28/2018 21H,9318
10/28/2018 20H,9138
10/28/2018 19H,9225
10/28/2018 18H,9081
10/28/2018 17H,9223
10/28/2018 16H,10138
10/28/2018 15H,10923
10/28/2018 14H,11165
10/28/2018 13H,12869
10/28/2018 12H,10287
10/28/2018 11H,11348
10/28/2018 10H,11200
10/28/2018 09H,10995
10/28/2018 08H,10771
10/28/2018 07H,10478
10/28/2018 06H,10424
10/28/2018 05H,10671
10/28/2018 04H,10671
10/28/2018 03H,11801
10/28/2018 02H,9209
10/28/2018 01H,10368
10/28/2018 00H,10247
10/27/2018 23H,9970
10/27/2018 22H,9723
10/27/2018 21H,9537
10/27/2018 20H,9559
10/27/2018 19H,9666
10/27/2018 18H,9814
10/27/2018 17H,11350
10/27/2018 16H,9132
10/27/2018 15H,10426
10/27/2018 14H,10326
10/27/2018 13H,10149
10/27/2018 12H,9674
10/27/2018 11H,9666
10/27/2018 10H,9738
10/27/2018 09H,9755
10/27/2018 08H,9856
10/27/2018 07H,10634
10/27/2018 06H,9454
10/27/2018 05H,10650
10/27/2018 04H,10834
10/27/2018 03H,10927
10/27/2018 02H,10966
10/27/2018 01H,10957
10/27/2018 00H,10425
10/26/2018 23H,10019
10/26/2018 22H,10287
10/26/2018 21H,10990
10/26/2018 20H,9216
10/26/2018 19H,10265
10/26/2018 18H,10301
10/26/2018 17H,10588
10/26/2018 16H,10823
10/26/2018 15H,11134
10/26/2018 14H,11069
10/26/2018 13H,10813
10/26/2018 12H,10750
10/26/2018 11H,12213
10/26/2018 10H,9736
10/26/2018 09H,10827
10/26/2018 08H,10902
10/26/2018 07H,11266
10/26/2018 06H,11414
10/26/2018 05H,11698
10/26/2018 04H,11824
10/26/2018 03H,11708
10/26/2018 02H,11688
10/26/2018 01H,12839
10/26/2018 00H,10034
10/25/2018 23H,10966
10/25/2018 22H,10776
10/25/2018 21H,10843
10/25/2018 20H,10721
10/25/2018 19H,10565
10/25/2018 18H,10216
10/25/2018 17H,10733
10/25/2018 16H,11417
10/25/2018 15H,12915
10/25/2018 14H,10518
10/25/2018 13H,11324
10/25/2018 12H,11127
10/25/2018 11H,11112
10/25/2018 10H,11322
10/25/2018 09H,11607
10/25/2018 08H,11930
10/25/2018 07H,12048
10/25/2018 06H,12102
10/25/2018 05H,13209
10/25/2018 04H,10869
10/25/2018 03H,12088
10/25/2018 02H,11995
10/25/2018 01H,11663
10/25/2018 00H,11283
10/24/2018 23H,11173
10/24/2018 22H,11194
10/24/2018 21H,11423
10/24/2018 20H,11254
10/24/2018 19H,12384
10/24/2018 18H,10123
10/24/2018 17H,11205
10/24/2018 16H,11487
10/24/2018 15H,11998
10/24/2018 14H,11991
10/24/2018 13H,11745
10/24/2018 12H,11494
10/24/2018 11H,11296
10/24/2018 10H,11001
10/24/2018 09H,11961
10/24/2018 08H,9657
10/24/2018 07H,10600
10/24/2018 06H,10996
10/24/2018 05H,11194
10/24/2018 04H,11550
10/24/2018 03H,11724
10/24/2018 02H,11646
10/24/2018 01H,11494
10/24/2018 00H,11265
10/23/2018 23H,12359
10/23/2018 22H,10051
10/23/2018 21H,11178
10/23/2018 20H,11076
10/23/2018 19H,11123
10/23/2018 18H,11412
10/23/2018 17H,11752
10/23/2018 16H,11813
10/23/2018 15H,12157
10/23/2018 14H,12325
10/23/2018 13H,13349
10/23/2018 12H,10664
10/23/2018 11H,11651
10/23/2018 10H,11268
10/23/2018 09H,11194
10/23/2018 08H,11175
10/23/2018 07H,11168
10/23/2018 06H,11247
10/23/2018 05H,11295
10/23/2018 04H,11708
10/23/2018 03H,13311
10/23/2018 02H,11400
10/23/2018 01H,12605
10/23/2018 00H,12617
10/22/2018 23H,12628
10/22/2018 22H,12565
10/22/2018 21H,12415
10/22/2018 20H,12149
10/22/2018 19H,12146
10/22/2018 18H,12200
10/22/2018 17H,13680
10/22/2018 16H,11455
10/22/2018 15H,12725
10/22/2018 14H,12687
10/22/2018 13H,12704
10/22/2018 12H,12412
10/22/2018 11H,12081
10/22/2018 10H,11973
10/22/2018 09H,12183
10/22/2018 08H,12201
10/22/2018 07H,13552
10/22/2018 06H,11260
10/22/2018 05H,12613
10/22/2018 04H,12599
10/22/2018 03H,12566
10/22/2018 02H,12475
10/22/2018 01H,12239
10/22/2018 00H,11823
10/21/2018 23H,11376
10/21/2018 22H,11032
10/21/2018 21H,11562
10/21/2018 20H,10098
10/21/2018 19H,10818
10/21/2018 18H,10861
10/21/2018 17H,10930
10/21/2018 16H,11158
10/21/2018 15H,11298
10/21/2018 14H,11116
10/21/2018 13H,11173
10/21/2018 12H,11090
10/21/2018 11H,12298
10/21/2018 10H,9896
10/21/2018 09H,11287
10/21/2018 08H,11482
10/21/2018 07H,11575
10/21/2018 06H,11691
10/21/2018 05H,11683
10/21/2018 04H,11736
10/21/2018 03H,11787
10/21/2018 02H,12043
10/21/2018 01H,13475
10/21/2018 00H,10696
10/20/2018 23H,11674
10/20/2018 22H,11433
10/20/2018 21H,11050
10/20/2018 20H,10835
10/20/2018 19H,10762
10/20/2018 18H,10807
10/20/2018 17H,11030
10/20/2018 16H,11463
10/20/2018 15H,13021
10/20/2018 14H,10658
10/20/2018 13H,11844
10/20/2018 12H,11802
10/20/2018 11H,11664
10/20/2018 10H,12059
10/20/2018 09H,12341
10/20/2018 08H,12371
10/20/2018 07H,12327
10/20/2018 06H,12471
10/20/2018 05H,13755
10/20/2018 04H,11099
10/20/2018 03H,12440
10/20/2018 02H,12422
10/20/2018 01H,12266
10/20/2018 00H,11797
10/19/2018 23H,11290
10/19/2018 22H,10984
10/19/2018 21H,10710
10/19/2018 20H,10503
10/19/2018 19H,10551
10/19/2018 18H,10682
10/19/2018 17H,10800
10/19/2018 16H,10988
10/19/2018 15H,11118
10/19/2018 14H,11139
10/19/2018 13H,11190
10/19/2018 12H,11143
10/19/2018 11H,11135
10/19/2018 10H,11244
10/19/2018 09H,12542
10/19/2018 08H,9793
10/19/2018 07H,11227
10/19/2018 06H,11540
10/19/2018 05H,11708
10/19/2018 04H,11682
10/19/2018 03H,11747
10/19/2018 02H,11743
10/19/2018 01H,11499
10/19/2018 00H,11226
10/18/2018 23H,12272
10/18/2018 22H,9836
10/18/2018 21H,10974
10/18/2018 20H,10971
10/18/2018 19H,10708
10/18/2018 18H,10584
10/18/2018 17H,10809
10/18/2018 16H,11306
10/18/2018 15H,19958
10/18/2018 14H,11261
