Net generation from other for Northwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390114&sdid=EBA.NW-ALL.NG.OTH.H
19:19:06 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NW-ALL.NG.OTH.H megawatthours
02/12/2021 09H,1046
02/12/2021 08H,1069
02/12/2021 07H,1062
02/12/2021 06H,1066
02/12/2021 05H,1064
02/12/2021 04H,1056
02/12/2021 03H,1035
02/12/2021 02H,1060
02/12/2021 01H,1072
02/12/2021 00H,1054
02/11/2021 23H,1076
02/11/2021 22H,1063
02/11/2021 21H,1082
02/11/2021 20H,1088
02/11/2021 19H,1092
02/11/2021 18H,1098
02/11/2021 17H,1095
02/11/2021 16H,1102
02/11/2021 15H,1101
02/11/2021 14H,1091
02/11/2021 13H,1092
02/11/2021 12H,1081
02/11/2021 11H,1082
02/11/2021 10H,1065
02/11/2021 09H,1059
02/11/2021 08H,1050
02/11/2021 07H,1056
02/11/2021 06H,1080
02/11/2021 05H,1069
02/11/2021 04H,1057
02/11/2021 03H,1055
02/11/2021 02H,1062
02/11/2021 01H,1061
02/11/2021 00H,1099
02/10/2021 23H,1115
02/10/2021 22H,1121
02/10/2021 21H,1103
02/10/2021 20H,1114
02/10/2021 19H,1121
02/10/2021 18H,1162
02/10/2021 17H,1102
02/10/2021 16H,1096
02/10/2021 15H,1082
02/10/2021 14H,1070
02/10/2021 13H,1053
02/10/2021 12H,1052
02/10/2021 11H,1043
02/10/2021 10H,1052
02/10/2021 09H,1050
02/10/2021 08H,1056
02/10/2021 07H,1066
02/10/2021 06H,1064
02/10/2021 05H,1066
02/10/2021 04H,1060
02/10/2021 03H,1062
02/10/2021 02H,1058
02/10/2021 01H,1057
02/10/2021 00H,1080
02/9/2021 23H,1085
02/9/2021 22H,1097
02/9/2021 21H,1042
02/9/2021 20H,1088
02/9/2021 19H,1082
02/9/2021 18H,1053
02/9/2021 17H,1087
02/9/2021 16H,1082
02/9/2021 15H,1078
02/9/2021 14H,1068
02/9/2021 13H,1064
02/9/2021 12H,1053
02/9/2021 11H,1053
02/9/2021 10H,1046
02/9/2021 09H,1064
02/9/2021 08H,1059
02/9/2021 07H,1066
02/9/2021 06H,1072
02/9/2021 05H,1071
02/9/2021 04H,1066
02/9/2021 03H,1061
02/9/2021 02H,1059
02/9/2021 01H,1050
02/9/2021 00H,1083
02/8/2021 23H,1030
02/8/2021 22H,1095
02/8/2021 21H,1102
02/8/2021 20H,1111
02/8/2021 19H,1113
02/8/2021 18H,1100
02/8/2021 17H,1105
02/8/2021 16H,1063
02/8/2021 15H,1079
02/8/2021 14H,1062
02/8/2021 13H,1075
02/8/2021 12H,1048
02/8/2021 11H,1039
02/8/2021 10H,1033
02/8/2021 09H,1031
02/8/2021 08H,1029
02/8/2021 07H,1030
02/8/2021 06H,1026
02/8/2021 05H,1027
02/8/2021 04H,1042
02/8/2021 03H,1050
02/8/2021 02H,1034
02/8/2021 01H,1034
02/8/2021 00H,1047
02/7/2021 23H,1063
02/7/2021 22H,1078
02/7/2021 21H,1096
02/7/2021 20H,1107
02/7/2021 19H,1121
02/7/2021 18H,1113
02/7/2021 17H,1105
02/7/2021 16H,1084
02/7/2021 15H,1079
02/7/2021 14H,1077
02/7/2021 13H,1051
02/7/2021 12H,1051
02/7/2021 11H,1042
02/7/2021 10H,1049
02/7/2021 09H,1045
02/7/2021 08H,1050
02/7/2021 07H,1062
02/7/2021 06H,1080
02/7/2021 05H,1070
02/7/2021 04H,1074
02/7/2021 03H,1064
02/7/2021 02H,1062
02/7/2021 01H,1050
02/7/2021 00H,1063
02/6/2021 23H,1089
02/6/2021 22H,1119
02/6/2021 21H,1127
02/6/2021 20H,1140
02/6/2021 19H,1147
02/6/2021 18H,1147
02/6/2021 17H,1131
02/6/2021 16H,1123
02/6/2021 15H,1105
02/6/2021 14H,1109
02/6/2021 13H,1102
02/6/2021 12H,1109
02/6/2021 11H,1106
02/6/2021 10H,1105
02/6/2021 09H,1098
02/6/2021 08H,1073
02/6/2021 07H,1065
02/6/2021 06H,1085
02/6/2021 05H,1077
02/6/2021 04H,1061
02/6/2021 03H,1047
02/6/2021 02H,1047
02/6/2021 01H,1046
02/6/2021 00H,1064
02/5/2021 23H,1070
02/5/2021 22H,1088
02/5/2021 21H,1094
02/5/2021 20H,1101
02/5/2021 19H,1096
02/5/2021 18H,1103
02/5/2021 17H,1110
02/5/2021 16H,1088
02/5/2021 15H,1092
02/5/2021 14H,1106
02/5/2021 13H,1082
02/5/2021 12H,1077
02/5/2021 11H,1067
02/5/2021 10H,1065
02/5/2021 09H,1078
02/5/2021 08H,1074
02/5/2021 07H,1082
02/5/2021 06H,1089
02/5/2021 05H,1096
02/5/2021 04H,1115
02/5/2021 03H,1110
02/5/2021 02H,1109
02/5/2021 01H,1089
02/5/2021 00H,1074
02/4/2021 23H,1086
02/4/2021 22H,1098
02/4/2021 21H,1099
02/4/2021 20H,1108
02/4/2021 19H,1107
02/4/2021 18H,1088
02/4/2021 17H,1104
02/4/2021 16H,1070
02/4/2021 15H,1079
02/4/2021 14H,1037
02/4/2021 13H,1023
02/4/2021 12H,1034
02/4/2021 11H,1031
02/4/2021 10H,1024
02/4/2021 09H,1025
02/4/2021 08H,1036
02/4/2021 07H,1012
02/4/2021 06H,1030
02/4/2021 05H,1053
02/4/2021 04H,1055
02/4/2021 03H,1046
02/4/2021 02H,1037
02/4/2021 01H,1060
02/4/2021 00H,1041
02/3/2021 23H,1039
02/3/2021 22H,1066
02/3/2021 21H,1077
02/3/2021 20H,1067
02/3/2021 19H,1064
02/3/2021 18H,1066
02/3/2021 17H,1042
02/3/2021 16H,1039
02/3/2021 15H,1041
02/3/2021 14H,1032
02/3/2021 13H,1014
02/3/2021 12H,1000
02/3/2021 11H,994
02/3/2021 10H,989
02/3/2021 09H,990
02/3/2021 08H,1012
02/3/2021 07H,1012
02/3/2021 06H,1021
02/3/2021 05H,1032
02/3/2021 04H,1045
02/3/2021 03H,1037
02/3/2021 02H,1035
02/3/2021 01H,1026
02/3/2021 00H,1037
02/2/2021 23H,1045
02/2/2021 22H,1057
02/2/2021 21H,1070
02/2/2021 20H,1088
02/2/2021 19H,1047
02/2/2021 18H,1047
02/2/2021 17H,1063
02/2/2021 16H,1052
02/2/2021 15H,1021
02/2/2021 14H,999
02/2/2021 13H,992
02/2/2021 12H,1001
02/2/2021 11H,996
02/2/2021 10H,999
02/2/2021 09H,1001
02/2/2021 08H,1000
02/2/2021 07H,1005
02/2/2021 06H,1017
02/2/2021 05H,1015
02/2/2021 04H,1002
02/2/2021 03H,1009
02/2/2021 02H,1030
02/2/2021 01H,1033
02/2/2021 00H,1033
02/1/2021 23H,1058
02/1/2021 22H,1067
02/1/2021 21H,1070
02/1/2021 20H,1084
02/1/2021 19H,1096
02/1/2021 18H,1082
02/1/2021 17H,1069
02/1/2021 16H,1064
02/1/2021 15H,1061
02/1/2021 14H,1046
02/1/2021 13H,1030
02/1/2021 12H,1042
02/1/2021 11H,1045
02/1/2021 10H,1050
02/1/2021 09H,1052
02/1/2021 08H,1011
02/1/2021 07H,1047
02/1/2021 06H,1049
02/1/2021 05H,1052
02/1/2021 04H,1050
02/1/2021 03H,1044
02/1/2021 02H,1039
02/1/2021 01H,1048
02/1/2021 00H,1033
01/31/2021 23H,1053
01/31/2021 22H,1059
01/31/2021 21H,1065
01/31/2021 20H,1058
01/31/2021 19H,1068
01/31/2021 18H,1079
01/31/2021 17H,1060
01/31/2021 16H,1048
01/31/2021 15H,1043
01/31/2021 14H,1055
01/31/2021 13H,1054
01/31/2021 12H,1053
01/31/2021 11H,1060
01/31/2021 10H,1063
01/31/2021 09H,1060
01/31/2021 08H,1058
01/31/2021 07H,1058
01/31/2021 06H,1060
01/31/2021 05H,1050
01/31/2021 04H,1050
01/31/2021 03H,1037
01/31/2021 02H,1034
01/31/2021 01H,1052
01/31/2021 00H,1074
01/30/2021 23H,1095
01/30/2021 22H,1106
01/30/2021 21H,1113
01/30/2021 20H,1114
01/30/2021 19H,1119
01/30/2021 18H,1113
01/30/2021 17H,1081
01/30/2021 16H,1056
01/30/2021 15H,1054
01/30/2021 14H,1057
01/30/2021 13H,1046
01/30/2021 12H,1051
01/30/2021 11H,1053
01/30/2021 10H,1088
01/30/2021 09H,1079
01/30/2021 08H,1084
01/30/2021 07H,1085
01/30/2021 06H,1090
01/30/2021 05H,1090
01/30/2021 04H,1076
01/30/2021 03H,1084
01/30/2021 02H,1068
01/30/2021 01H,1058
01/30/2021 00H,1086
01/29/2021 23H,1107
01/29/2021 22H,1115
01/29/2021 21H,1114
01/29/2021 20H,1106
01/29/2021 19H,1088
01/29/2021 18H,1075
01/29/2021 17H,1063
01/29/2021 16H,1062
01/29/2021 15H,1066
01/29/2021 14H,1050
01/29/2021 13H,1033
01/29/2021 12H,1039
01/29/2021 11H,1033
01/29/2021 10H,1026
01/29/2021 09H,1001
01/29/2021 08H,995
01/29/2021 07H,1001
01/29/2021 06H,1027
01/29/2021 05H,1036
01/29/2021 04H,1037
01/29/2021 03H,1030
01/29/2021 02H,1020
01/29/2021 01H,1021
01/29/2021 00H,1015
01/28/2021 23H,1031
01/28/2021 22H,1052
01/28/2021 21H,1053
01/28/2021 20H,1061
01/28/2021 19H,1075
01/28/2021 18H,1056
01/28/2021 17H,1051
01/28/2021 16H,1063
01/28/2021 15H,1062
01/28/2021 14H,1042
01/28/2021 13H,1011
01/28/2021 12H,1016
01/28/2021 11H,1012
01/28/2021 10H,1015
01/28/2021 09H,1068
01/28/2021 08H,1065
01/28/2021 07H,1074
01/28/2021 06H,1077
01/28/2021 05H,1074
01/28/2021 04H,1073
01/28/2021 03H,1081
01/28/2021 02H,1084
01/28/2021 01H,1063
01/28/2021 00H,1058
01/27/2021 23H,1054
01/27/2021 22H,1070
01/27/2021 21H,1075
01/27/2021 20H,1073
01/27/2021 19H,1070
01/27/2021 18H,1077
01/27/2021 17H,1043
01/27/2021 16H,1046
01/27/2021 15H,1056
01/27/2021 14H,1045
01/27/2021 13H,1026
01/27/2021 12H,1050
01/27/2021 11H,1050
01/27/2021 10H,1067
01/27/2021 09H,1079
01/27/2021 08H,1085
01/27/2021 07H,1086
01/27/2021 06H,1106
01/27/2021 05H,1095
01/27/2021 04H,1103
01/27/2021 03H,1098
01/27/2021 02H,1101
01/27/2021 01H,1097
01/27/2021 00H,1108
01/26/2021 23H,1118
01/26/2021 22H,1131
01/26/2021 21H,1162
01/26/2021 20H,1169
01/26/2021 19H,1149
01/26/2021 18H,1129
01/26/2021 17H,1116
01/26/2021 16H,1112
01/26/2021 15H,1097
01/26/2021 14H,1100
01/26/2021 13H,1094
01/26/2021 12H,1097
01/26/2021 11H,1092
01/26/2021 10H,1096
01/26/2021 09H,1094
01/26/2021 08H,1096
01/26/2021 07H,1106
01/26/2021 06H,1115
01/26/2021 05H,1121
01/26/2021 04H,1118
01/26/2021 03H,1120
01/26/2021 02H,1124
01/26/2021 01H,1117
01/26/2021 00H,1123
01/25/2021 23H,1127
01/25/2021 22H,1128
01/25/2021 21H,1106
01/25/2021 20H,1106
01/25/2021 19H,1104
01/25/2021 18H,1100
01/25/2021 17H,1096
01/25/2021 16H,1114
01/25/2021 15H,1114
01/25/2021 14H,1103
01/25/2021 13H,1100
01/25/2021 12H,1106
01/25/2021 11H,1105
01/25/2021 10H,1103
01/25/2021 09H,1097
01/25/2021 08H,1100
01/25/2021 07H,1107
01/25/2021 06H,1112
01/25/2021 05H,1093
01/25/2021 04H,1105
01/25/2021 03H,1094
01/25/2021 02H,1095
01/25/2021 01H,1081
01/25/2021 00H,1084
01/24/2021 23H,1107
01/24/2021 22H,1131
01/24/2021 21H,1135
01/24/2021 20H,1145
01/24/2021 19H,1119
01/24/2021 18H,1127
01/24/2021 17H,1115
01/24/2021 16H,1104
01/24/2021 15H,1104
01/24/2021 14H,1103
01/24/2021 13H,1103
01/24/2021 12H,1094
01/24/2021 11H,1104
01/24/2021 10H,1100
01/24/2021 09H,1092
01/24/2021 08H,1098
01/24/2021 07H,1103
01/24/2021 06H,1113
01/24/2021 05H,1106
01/24/2021 04H,1118
01/24/2021 03H,1123
01/24/2021 02H,1117
01/24/2021 01H,1121
01/24/2021 00H,1116
01/23/2021 23H,1120
01/23/2021 22H,1122
01/23/2021 21H,1125
01/23/2021 20H,1126
01/23/2021 19H,1114
01/23/2021 18H,1119
01/23/2021 17H,1108
01/23/2021 16H,1110
01/23/2021 15H,1098
01/23/2021 14H,1100
01/23/2021 13H,1097
01/23/2021 12H,1104
01/23/2021 11H,1096
01/23/2021 10H,1101
01/23/2021 09H,1081
01/23/2021 08H,1073
01/23/2021 07H,1077
01/23/2021 06H,1081
01/23/2021 05H,1091
01/23/2021 04H,1079
01/23/2021 03H,1078
01/23/2021 02H,1084
01/23/2021 01H,1090
01/23/2021 00H,1080
01/22/2021 23H,1082
01/22/2021 22H,1065
01/22/2021 21H,1042
01/22/2021 20H,1064
01/22/2021 19H,1059
01/22/2021 18H,1065
01/22/2021 17H,1064
01/22/2021 16H,1050
01/22/2021 15H,1057
01/22/2021 14H,1054
01/22/2021 13H,1037
01/22/2021 12H,1044
01/22/2021 11H,1039
01/22/2021 10H,1040
01/22/2021 09H,1041
01/22/2021 08H,1031
01/22/2021 07H,1039
01/22/2021 06H,1037
01/22/2021 05H,1045
01/22/2021 04H,1043
01/22/2021 03H,1027
01/22/2021 02H,1024
01/22/2021 01H,1011
01/22/2021 00H,999
01/21/2021 23H,1023
01/21/2021 22H,1035
01/21/2021 21H,1063
01/21/2021 20H,1067
01/21/2021 19H,1056
01/21/2021 18H,1057
01/21/2021 17H,1056
01/21/2021 16H,1046
01/21/2021 15H,1077
01/21/2021 14H,1073
01/21/2021 13H,1089
01/21/2021 12H,1083
01/21/2021 11H,1098
01/21/2021 10H,1085
01/21/2021 09H,1091
01/21/2021 08H,1097
01/21/2021 07H,1086
01/21/2021 06H,1098
01/21/2021 05H,1104
01/21/2021 04H,1095
01/21/2021 03H,1093
01/21/2021 02H,1072
01/21/2021 01H,1059
01/21/2021 00H,1073
01/20/2021 23H,1102
01/20/2021 22H,1121
01/20/2021 21H,1127
01/20/2021 20H,1128
01/20/2021 19H,1100
01/20/2021 18H,1120
01/20/2021 17H,1087
01/20/2021 16H,1059
01/20/2021 15H,1050
01/20/2021 14H,1044
01/20/2021 13H,1034
01/20/2021 12H,1049
01/20/2021 11H,1034
01/20/2021 10H,1036
01/20/2021 09H,1032
01/20/2021 08H,1056
01/20/2021 07H,1046
01/20/2021 06H,1059
01/20/2021 05H,1087
01/20/2021 04H,1095
01/20/2021 03H,1083
01/20/2021 02H,1088
01/20/2021 01H,1071
01/20/2021 00H,1092
01/19/2021 23H,1110
01/19/2021 22H,1115
01/19/2021 21H,1116
01/19/2021 20H,1129
01/19/2021 19H,1117
01/19/2021 18H,1107
01/19/2021 17H,1102
01/19/2021 16H,1094
01/19/2021 15H,1104
01/19/2021 14H,1096
01/19/2021 13H,1079
01/19/2021 12H,1082
01/19/2021 11H,1083
01/19/2021 10H,1078
01/19/2021 09H,1063
01/19/2021 08H,1081
01/19/2021 07H,1077
01/19/2021 06H,1090
01/19/2021 05H,1083
01/19/2021 04H,1087
01/19/2021 03H,1079
01/19/2021 02H,1082
01/19/2021 01H,1069
01/19/2021 00H,1090
01/18/2021 23H,1108
01/18/2021 22H,1118
01/18/2021 21H,1121
01/18/2021 20H,1130
01/18/2021 19H,1126
01/18/2021 18H,1114
01/18/2021 17H,1112
01/18/2021 16H,1087
01/18/2021 15H,1081
01/18/2021 14H,1063
01/18/2021 13H,1059
01/18/2021 12H,1062
01/18/2021 11H,1064
01/18/2021 10H,1060
01/18/2021 09H,1060
01/18/2021 08H,1054
01/18/2021 07H,1058
01/18/2021 06H,1057
01/18/2021 05H,1053
01/18/2021 04H,1054
01/18/2021 03H,1048
01/18/2021 02H,1037
01/18/2021 01H,1017
01/18/2021 00H,1014
01/17/2021 23H,1024
01/17/2021 22H,1041
01/17/2021 21H,1053
01/17/2021 20H,1067
01/17/2021 19H,1072
01/17/2021 18H,1079
01/17/2021 17H,1070
01/17/2021 16H,1060
01/17/2021 15H,1046
01/17/2021 14H,1049
01/17/2021 13H,1035
01/17/2021 12H,1034
01/17/2021 11H,1026
01/17/2021 10H,1027
01/17/2021 09H,1035
01/17/2021 08H,1061
01/17/2021 07H,1063
01/17/2021 06H,1064
01/17/2021 05H,1056
01/17/2021 04H,1048
01/17/2021 03H,1032
01/17/2021 02H,1032
01/17/2021 01H,1006
01/17/2021 00H,999
01/16/2021 23H,1031
01/16/2021 22H,1042
01/16/2021 21H,1056
01/16/2021 20H,1085
01/16/2021 19H,1088
01/16/2021 18H,1095
01/16/2021 17H,1071
01/16/2021 16H,1026
01/16/2021 15H,1029
01/16/2021 14H,1026
01/16/2021 13H,1014
01/16/2021 12H,1010
01/16/2021 11H,1018
01/16/2021 10H,990
01/16/2021 09H,993
01/16/2021 08H,981
01/16/2021 07H,983
01/16/2021 06H,987
01/16/2021 05H,964
01/16/2021 04H,965
01/16/2021 03H,970
01/16/2021 02H,980
01/16/2021 01H,958
01/16/2021 00H,979
01/15/2021 23H,992
01/15/2021 22H,1007
01/15/2021 21H,1022
01/15/2021 20H,1032
01/15/2021 19H,1051
01/15/2021 18H,1040
01/15/2021 17H,1024
01/15/2021 16H,1033
01/15/2021 15H,1038
01/15/2021 14H,1052
01/15/2021 13H,1026
01/15/2021 12H,1030
01/15/2021 11H,1033
01/15/2021 10H,1048
01/15/2021 09H,1033
01/15/2021 08H,1028
01/15/2021 07H,1025
01/15/2021 06H,1028
01/15/2021 05H,1025
01/15/2021 04H,1013
01/15/2021 03H,1014
01/15/2021 02H,1009
01/15/2021 01H,1001
01/15/2021 00H,997
01/14/2021 23H,1006
01/14/2021 22H,1008
01/14/2021 21H,1031
01/14/2021 20H,1061
01/14/2021 19H,1084
01/14/2021 18H,1141
01/14/2021 17H,1092
01/14/2021 16H,1100
01/14/2021 15H,1086
01/14/2021 14H,1063
01/14/2021 13H,1040
01/14/2021 12H,1040
01/14/2021 11H,1041
01/14/2021 10H,1018
01/14/2021 09H,1023
01/14/2021 08H,1016
01/14/2021 07H,1004
01/14/2021 06H,1000
01/14/2021 05H,1000
01/14/2021 04H,1007
01/14/2021 03H,999
01/14/2021 02H,981
01/14/2021 01H,953
01/14/2021 00H,937
01/13/2021 23H,940
01/13/2021 22H,925
01/13/2021 21H,918
01/13/2021 20H,936
01/13/2021 19H,926
01/13/2021 18H,954
01/13/2021 17H,946
01/13/2021 16H,967
01/13/2021 15H,965
01/13/2021 14H,958
01/13/2021 13H,950
01/13/2021 12H,953
01/13/2021 11H,961
01/13/2021 10H,963
01/13/2021 09H,985
01/13/2021 08H,991
01/13/2021 07H,982
01/13/2021 06H,1000
01/13/2021 05H,1002
01/13/2021 04H,1030
01/13/2021 03H,1023
01/13/2021 02H,1016
01/13/2021 01H,997
01/13/2021 00H,989
01/12/2021 23H,991
01/12/2021 22H,1012
01/12/2021 21H,1036
01/12/2021 20H,1028
01/12/2021 19H,1023
01/12/2021 18H,1045
01/12/2021 17H,1046
01/12/2021 16H,1044
01/12/2021 15H,1048
01/12/2021 14H,1013
01/12/2021 13H,1009
01/12/2021 12H,1011
01/12/2021 11H,1008
01/12/2021 10H,1015
01/12/2021 09H,1021
01/12/2021 08H,1011
01/12/2021 07H,1009
01/12/2021 06H,1019
01/12/2021 05H,1022
01/12/2021 04H,1041
01/12/2021 03H,1048
01/12/2021 02H,1049
01/12/2021 01H,1049
01/12/2021 00H,1056
01/11/2021 23H,1080
01/11/2021 22H,1099
01/11/2021 21H,1107
01/11/2021 20H,1121
01/11/2021 19H,1117
01/11/2021 18H,1123
01/11/2021 17H,1099
01/11/2021 16H,1090
01/11/2021 15H,1090
01/11/2021 14H,1088
01/11/2021 13H,1082
01/11/2021 12H,1081
01/11/2021 11H,1076
01/11/2021 10H,1072
01/11/2021 09H,1075
01/11/2021 08H,1071
01/11/2021 07H,1075
01/11/2021 06H,1061
01/11/2021 05H,1072
01/11/2021 04H,1065
01/11/2021 03H,1068
01/11/2021 02H,1054
01/11/2021 01H,1045
01/11/2021 00H,1052
01/10/2021 23H,1058
01/10/2021 22H,1046
01/10/2021 21H,1053
01/10/2021 20H,1031
01/10/2021 19H,1081
01/10/2021 18H,1059
01/10/2021 17H,1077
01/10/2021 16H,1082
01/10/2021 15H,1083
01/10/2021 14H,1078
01/10/2021 13H,1090
01/10/2021 12H,1090
01/10/2021 11H,1099
01/10/2021 10H,1106
01/10/2021 09H,1104
01/10/2021 08H,1101
01/10/2021 07H,1102
01/10/2021 06H,1113
01/10/2021 05H,1108
01/10/2021 04H,1103
01/10/2021 03H,1100
01/10/2021 02H,1096
01/10/2021 01H,1092
01/10/2021 00H,1117
01/9/2021 23H,1137
01/9/2021 22H,1144
01/9/2021 21H,1162
01/9/2021 20H,1170
01/9/2021 19H,1173
01/9/2021 18H,1166
01/9/2021 17H,1139
01/9/2021 16H,1122
01/9/2021 15H,1103
01/9/2021 14H,1107
01/9/2021 13H,1081
01/9/2021 12H,1091
01/9/2021 11H,1092
01/9/2021 10H,1090
01/9/2021 09H,1083
01/9/2021 08H,1032
01/9/2021 07H,1044
01/9/2021 06H,1080
01/9/2021 05H,1071
01/9/2021 04H,1063
01/9/2021 03H,1060
01/9/2021 02H,1040
01/9/2021 01H,1021
01/9/2021 00H,1028
01/8/2021 23H,1054
01/8/2021 22H,1069
01/8/2021 21H,1071
01/8/2021 20H,1077
01/8/2021 19H,1079
01/8/2021 18H,1124
01/8/2021 17H,1090
01/8/2021 16H,1082
01/8/2021 15H,1075
01/8/2021 14H,1042
01/8/2021 13H,1029
01/8/2021 12H,1035
01/8/2021 11H,1037
01/8/2021 10H,1040
01/8/2021 09H,1041
01/8/2021 08H,1049
01/8/2021 07H,1072
01/8/2021 06H,1086
01/8/2021 05H,1081
01/8/2021 04H,1073
01/8/2021 03H,1061
01/8/2021 02H,1063
01/8/2021 01H,1040
01/8/2021 00H,1046
01/7/2021 23H,1065
01/7/2021 22H,1076
01/7/2021 21H,1092
01/7/2021 20H,1084
01/7/2021 19H,1091
01/7/2021 18H,1098
01/7/2021 17H,1077
01/7/2021 16H,1072
01/7/2021 15H,1066
01/7/2021 14H,1058
01/7/2021 13H,1043
01/7/2021 12H,1038
01/7/2021 11H,1026
01/7/2021 10H,1028
01/7/2021 09H,1022
01/7/2021 08H,1028
01/7/2021 07H,1049
01/7/2021 06H,1072
01/7/2021 05H,1065
01/7/2021 04H,1067
01/7/2021 03H,1060
01/7/2021 02H,1060
01/7/2021 01H,1052
01/7/2021 00H,1053
01/6/2021 23H,1060
01/6/2021 22H,1029
01/6/2021 21H,1042
01/6/2021 20H,1035
01/6/2021 19H,1033
01/6/2021 18H,1068
01/6/2021 17H,1012
01/6/2021 16H,1003
01/6/2021 15H,1008
01/6/2021 14H,996
01/6/2021 13H,992
01/6/2021 12H,989
01/6/2021 11H,987
01/6/2021 10H,981
01/6/2021 09H,992
01/6/2021 08H,1001
01/6/2021 07H,1023
01/6/2021 06H,1030
01/6/2021 05H,1036
01/6/2021 04H,1033
01/6/2021 03H,1034
01/6/2021 02H,1028
01/6/2021 01H,1022
01/6/2021 00H,1038
01/5/2021 23H,1065
01/5/2021 22H,1068
01/5/2021 21H,1063
01/5/2021 20H,1070
01/5/2021 19H,1083
01/5/2021 18H,1080
01/5/2021 17H,1065
01/5/2021 16H,1028
01/5/2021 15H,1019
01/5/2021 14H,997
01/5/2021 13H,971
01/5/2021 12H,956
01/5/2021 11H,964
01/5/2021 10H,957
01/5/2021 09H,947
01/5/2021 08H,957
01/5/2021 07H,961
01/5/2021 06H,975
01/5/2021 05H,970
01/5/2021 04H,992
01/5/2021 03H,985
01/5/2021 02H,999
01/5/2021 01H,994
01/5/2021 00H,988
01/4/2021 23H,1007
01/4/2021 22H,1015
01/4/2021 21H,996
01/4/2021 20H,1014
01/4/2021 19H,1055
01/4/2021 18H,1025
01/4/2021 17H,1032
01/4/2021 16H,1026
01/4/2021 15H,991
01/4/2021 14H,985
01/4/2021 13H,975
01/4/2021 12H,976
01/4/2021 11H,984
01/4/2021 10H,980
01/4/2021 09H,984
01/4/2021 08H,980
01/4/2021 07H,984
01/4/2021 06H,980
01/4/2021 05H,983
01/4/2021 04H,980
01/4/2021 03H,972
01/4/2021 02H,975
01/4/2021 01H,965
01/4/2021 00H,956
01/3/2021 23H,957
01/3/2021 22H,968
01/3/2021 21H,983
01/3/2021 20H,1000
01/3/2021 19H,996
01/3/2021 18H,998
01/3/2021 17H,996
01/3/2021 16H,981
01/3/2021 15H,975
01/3/2021 14H,982
01/3/2021 13H,984
01/3/2021 12H,981
01/3/2021 11H,980
01/3/2021 10H,985
01/3/2021 09H,974
01/3/2021 08H,980
01/3/2021 07H,988
01/3/2021 06H,1000
01/3/2021 05H,986
01/3/2021 04H,994
01/3/2021 03H,999
01/3/2021 02H,995
01/3/2021 01H,985
01/3/2021 00H,982
01/2/2021 23H,1014
01/2/2021 22H,1027
01/2/2021 21H,1022
01/2/2021 20H,1024
01/2/2021 19H,1027
01/2/2021 18H,1044
01/2/2021 17H,1033
01/2/2021 16H,1029
01/2/2021 15H,1005
01/2/2021 14H,1003
01/2/2021 13H,1001
01/2/2021 12H,996
01/2/2021 11H,996
01/2/2021 10H,986
01/2/2021 09H,991
01/2/2021 08H,980
01/2/2021 07H,992
01/2/2021 06H,984
01/2/2021 05H,983
01/2/2021 04H,1008
01/2/2021 03H,1018
01/2/2021 02H,1009
01/2/2021 01H,984
01/2/2021 00H,982
01/1/2021 23H,1004
01/1/2021 22H,1015
01/1/2021 21H,1019
01/1/2021 20H,1033
01/1/2021 19H,1047
01/1/2021 18H,1046
01/1/2021 17H,1019
01/1/2021 16H,1042
01/1/2021 15H,1036
01/1/2021 14H,1047
01/1/2021 13H,1039
01/1/2021 12H,1043
01/1/2021 11H,1034
01/1/2021 10H,1036
01/1/2021 09H,1009
01/1/2021 08H,962
01/1/2021 07H,1002
01/1/2021 06H,1003
01/1/2021 05H,999
01/1/2021 04H,1000
01/1/2021 03H,994
01/1/2021 02H,991
01/1/2021 01H,989
01/1/2021 00H,1007
12/31/2020 23H,1025
12/31/2020 22H,1040
12/31/2020 21H,1060
12/31/2020 20H,1073
12/31/2020 19H,1062
12/31/2020 18H,1050
12/31/2020 17H,1029
12/31/2020 16H,1014
12/31/2020 15H,1008
12/31/2020 14H,1027
12/31/2020 13H,1039
12/31/2020 12H,1025
12/31/2020 11H,1023
12/31/2020 10H,1008
12/31/2020 09H,1000
12/31/2020 08H,994
12/31/2020 07H,995
12/31/2020 06H,1003
12/31/2020 05H,1012
12/31/2020 04H,1015
12/31/2020 03H,1013
12/31/2020 02H,1016
12/31/2020 01H,1011
12/31/2020 00H,1021
12/30/2020 23H,1028
12/30/2020 22H,1068
12/30/2020 21H,1064
12/30/2020 20H,1059
12/30/2020 19H,1038
12/30/2020 18H,1036
12/30/2020 17H,1037
12/30/2020 16H,1031
12/30/2020 15H,1036
12/30/2020 14H,1040
12/30/2020 13H,1024
12/30/2020 12H,1033
12/30/2020 11H,1019
12/30/2020 10H,1015
12/30/2020 09H,1020
12/30/2020 08H,1024
12/30/2020 07H,1018
12/30/2020 06H,1024
12/30/2020 05H,1025
12/30/2020 04H,1027
12/30/2020 03H,1033
12/30/2020 02H,1028
12/30/2020 01H,1021
12/30/2020 00H,1030
12/29/2020 23H,1039
12/29/2020 22H,1055
12/29/2020 21H,1060
12/29/2020 20H,1072
12/29/2020 19H,1078
12/29/2020 18H,1066
12/29/2020 17H,1049
12/29/2020 16H,1048
12/29/2020 15H,1036
