Net generation from other for Northwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390114&sdid=EBA.NW-ALL.NG.OTH.H
19:19:06 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NW-ALL.NG.OTH.H megawatthours
10/3/2021 19H,911
10/3/2021 18H,919
10/3/2021 17H,957
10/3/2021 16H,967
10/3/2021 15H,961
10/3/2021 14H,964
10/3/2021 13H,956
10/3/2021 12H,953
10/3/2021 11H,959
10/3/2021 10H,943
10/3/2021 09H,937
10/3/2021 08H,929
10/3/2021 07H,918
10/3/2021 06H,914
10/3/2021 05H,916
10/3/2021 04H,916
10/3/2021 03H,894
10/3/2021 02H,872
10/3/2021 01H,888
10/3/2021 00H,894
10/2/2021 23H,916
10/2/2021 22H,919
10/2/2021 21H,941
10/2/2021 20H,979
10/2/2021 19H,999
10/2/2021 18H,999
10/2/2021 17H,1011
10/2/2021 16H,999
10/2/2021 15H,998
10/2/2021 14H,978
10/2/2021 13H,981
10/2/2021 12H,973
10/2/2021 11H,967
10/2/2021 10H,967
10/2/2021 09H,960
10/2/2021 08H,955
10/2/2021 07H,958
10/2/2021 06H,935
10/2/2021 05H,939
10/2/2021 04H,927
10/2/2021 03H,912
10/2/2021 02H,903
10/2/2021 01H,908
10/2/2021 00H,923
10/1/2021 23H,935
10/1/2021 22H,951
10/1/2021 21H,958
10/1/2021 20H,970
10/1/2021 19H,976
10/1/2021 18H,1000
10/1/2021 17H,996
10/1/2021 16H,1003
10/1/2021 15H,988
10/1/2021 14H,983
10/1/2021 13H,988
10/1/2021 12H,979
10/1/2021 11H,976
10/1/2021 10H,973
10/1/2021 09H,977
10/1/2021 08H,964
10/1/2021 07H,970
10/1/2021 06H,958
10/1/2021 05H,944
10/1/2021 04H,933
10/1/2021 03H,924
10/1/2021 02H,912
10/1/2021 01H,921
10/1/2021 00H,926
09/30/2021 23H,943
09/30/2021 22H,965
09/30/2021 21H,961
09/30/2021 20H,971
09/30/2021 19H,945
09/30/2021 18H,967
09/30/2021 17H,970
09/30/2021 16H,1013
09/30/2021 15H,997
09/30/2021 14H,983
09/30/2021 13H,978
09/30/2021 12H,965
09/30/2021 11H,957
09/30/2021 10H,955
09/30/2021 09H,953
09/30/2021 08H,921
09/30/2021 07H,889
09/30/2021 06H,883
09/30/2021 05H,907
09/30/2021 04H,907
09/30/2021 03H,913
09/30/2021 02H,905
09/30/2021 01H,916
09/30/2021 00H,927
09/29/2021 23H,944
09/29/2021 22H,957
09/29/2021 21H,970
09/29/2021 20H,977
09/29/2021 19H,994
09/29/2021 18H,988
09/29/2021 17H,1003
09/29/2021 16H,993
09/29/2021 15H,972
09/29/2021 14H,983
09/29/2021 13H,959
09/29/2021 12H,949
09/29/2021 11H,948
09/29/2021 10H,944
09/29/2021 09H,934
09/29/2021 08H,928
09/29/2021 07H,925
09/29/2021 06H,927
09/29/2021 05H,925
09/29/2021 04H,919
09/29/2021 03H,921
09/29/2021 02H,895
09/29/2021 01H,907
09/29/2021 00H,919
09/28/2021 23H,928
09/28/2021 22H,935
09/28/2021 21H,940
09/28/2021 20H,946
09/28/2021 19H,959
09/28/2021 18H,944
09/28/2021 17H,941
09/28/2021 16H,931
09/28/2021 15H,913
09/28/2021 14H,903
09/28/2021 13H,895
09/28/2021 12H,917
09/28/2021 11H,912
09/28/2021 10H,900
09/28/2021 09H,886
09/28/2021 08H,891
09/28/2021 07H,880
09/28/2021 06H,874
09/28/2021 05H,868
09/28/2021 04H,857
09/28/2021 03H,864
09/28/2021 02H,844
09/28/2021 01H,841
09/28/2021 00H,862
09/27/2021 23H,872
09/27/2021 22H,884
09/27/2021 21H,895
09/27/2021 20H,898
09/27/2021 19H,907
09/27/2021 18H,914
09/27/2021 17H,936
09/27/2021 16H,925
09/27/2021 15H,920
09/27/2021 14H,925
09/27/2021 13H,911
09/27/2021 12H,892
09/27/2021 11H,883
09/27/2021 10H,894
09/27/2021 09H,886
09/27/2021 08H,881
09/27/2021 07H,871
09/27/2021 06H,868
09/27/2021 05H,852
09/27/2021 04H,844
09/27/2021 03H,837
09/27/2021 02H,838
09/27/2021 01H,829
09/27/2021 00H,830
09/26/2021 23H,846
09/26/2021 22H,858
09/26/2021 21H,864
09/26/2021 20H,878
09/26/2021 19H,892
09/26/2021 18H,915
09/26/2021 17H,912
09/26/2021 16H,938
09/26/2021 15H,951
09/26/2021 14H,938
09/26/2021 13H,942
09/26/2021 12H,937
09/26/2021 11H,930
09/26/2021 10H,907
09/26/2021 09H,883
09/26/2021 08H,899
09/26/2021 07H,905
09/26/2021 06H,891
09/26/2021 05H,890
09/26/2021 04H,890
09/26/2021 03H,873
09/26/2021 02H,855
09/26/2021 01H,844
09/26/2021 00H,839
09/25/2021 23H,839
09/25/2021 22H,876
09/25/2021 21H,883
09/25/2021 20H,904
09/25/2021 19H,920
09/25/2021 18H,936
09/25/2021 17H,956
09/25/2021 16H,947
09/25/2021 15H,959
09/25/2021 14H,955
09/25/2021 13H,949
09/25/2021 12H,941
09/25/2021 11H,942
09/25/2021 10H,924
09/25/2021 09H,928
09/25/2021 08H,913
09/25/2021 07H,913
09/25/2021 06H,903
09/25/2021 05H,902
09/25/2021 04H,895
09/25/2021 03H,883
09/25/2021 02H,867
09/25/2021 01H,866
09/25/2021 00H,876
09/24/2021 23H,890
09/24/2021 22H,914
09/24/2021 21H,921
09/24/2021 20H,925
09/24/2021 19H,935
09/24/2021 18H,968
09/24/2021 17H,976
09/24/2021 16H,986
09/24/2021 15H,979
09/24/2021 14H,959
09/24/2021 13H,973
09/24/2021 12H,956
09/24/2021 11H,945
09/24/2021 10H,921
09/24/2021 09H,923
09/24/2021 08H,916
09/24/2021 07H,913
09/24/2021 06H,911
09/24/2021 05H,895
09/24/2021 04H,903
09/24/2021 03H,898
09/24/2021 02H,880
09/24/2021 01H,873
09/24/2021 00H,897
09/23/2021 23H,915
09/23/2021 22H,916
09/23/2021 21H,938
09/23/2021 20H,945
09/23/2021 19H,962
09/23/2021 18H,982
09/23/2021 17H,989
09/23/2021 16H,994
09/23/2021 15H,972
09/23/2021 14H,966
09/23/2021 13H,956
09/23/2021 12H,943
09/23/2021 11H,937
09/23/2021 10H,934
09/23/2021 09H,919
09/23/2021 08H,913
09/23/2021 07H,895
09/23/2021 06H,888
09/23/2021 05H,876
09/23/2021 04H,877
09/23/2021 03H,885
09/23/2021 02H,863
09/23/2021 01H,869
09/23/2021 00H,862
09/22/2021 23H,876
09/22/2021 22H,857
09/22/2021 21H,863
09/22/2021 20H,873
09/22/2021 19H,876
09/22/2021 18H,897
09/22/2021 17H,946
09/22/2021 16H,956
09/22/2021 15H,947
09/22/2021 14H,936
09/22/2021 13H,916
09/22/2021 12H,912
09/22/2021 11H,924
09/22/2021 10H,922
09/22/2021 09H,916
09/22/2021 08H,914
09/22/2021 07H,912
09/22/2021 06H,903
09/22/2021 05H,895
09/22/2021 04H,898
09/22/2021 03H,878
09/22/2021 02H,859
09/22/2021 01H,859
09/22/2021 00H,866
09/21/2021 23H,877
09/21/2021 22H,899
09/21/2021 21H,917
09/21/2021 20H,934
09/21/2021 19H,943
09/21/2021 18H,970
09/21/2021 17H,978
09/21/2021 16H,972
09/21/2021 15H,981
09/21/2021 14H,964
09/21/2021 13H,957
09/21/2021 12H,954
09/21/2021 11H,960
09/21/2021 10H,957
09/21/2021 09H,940
09/21/2021 08H,936
09/21/2021 07H,911
09/21/2021 06H,919
09/21/2021 05H,925
09/21/2021 04H,930
09/21/2021 03H,923
09/21/2021 02H,914
09/21/2021 01H,925
09/21/2021 00H,931
09/20/2021 23H,940
09/20/2021 22H,938
09/20/2021 21H,944
09/20/2021 20H,953
09/20/2021 19H,951
09/20/2021 18H,957
09/20/2021 17H,970
09/20/2021 16H,960
09/20/2021 15H,949
09/20/2021 14H,946
09/20/2021 13H,944
09/20/2021 12H,939
09/20/2021 11H,935
09/20/2021 10H,942
09/20/2021 09H,929
09/20/2021 08H,926
09/20/2021 07H,915
09/20/2021 06H,908
09/20/2021 05H,908
09/20/2021 04H,904
09/20/2021 03H,906
09/20/2021 02H,884
09/20/2021 01H,898
09/20/2021 00H,901
09/19/2021 23H,914
09/19/2021 22H,907
09/19/2021 21H,926
09/19/2021 20H,910
09/19/2021 19H,920
09/19/2021 18H,916
09/19/2021 17H,921
09/19/2021 16H,911
09/19/2021 15H,907
09/19/2021 14H,908
09/19/2021 13H,900
09/19/2021 12H,896
09/19/2021 11H,899
09/19/2021 10H,891
09/19/2021 09H,888
09/19/2021 08H,884
09/19/2021 07H,883
09/19/2021 06H,872
09/19/2021 05H,875
09/19/2021 04H,864
09/19/2021 03H,876
09/19/2021 02H,863
09/19/2021 01H,874
09/19/2021 00H,879
09/18/2021 23H,883
09/18/2021 22H,883
09/18/2021 21H,890
09/18/2021 20H,892
09/18/2021 19H,904
09/18/2021 18H,911
09/18/2021 17H,920
09/18/2021 16H,906
09/18/2021 15H,907
09/18/2021 14H,901
09/18/2021 13H,889
09/18/2021 12H,892
09/18/2021 11H,880
09/18/2021 10H,879
09/18/2021 09H,874
09/18/2021 08H,853
09/18/2021 07H,844
09/18/2021 06H,846
09/18/2021 05H,852
09/18/2021 04H,853
09/18/2021 03H,848
09/18/2021 02H,835
09/18/2021 01H,833
09/18/2021 00H,849
09/17/2021 23H,853
09/17/2021 22H,862
09/17/2021 21H,886
09/17/2021 20H,893
09/17/2021 19H,905
09/17/2021 18H,934
09/17/2021 17H,989
09/17/2021 16H,892
09/17/2021 15H,950
09/17/2021 14H,944
09/17/2021 13H,936
09/17/2021 12H,920
09/17/2021 11H,919
09/17/2021 10H,912
09/17/2021 09H,903
09/17/2021 08H,899
09/17/2021 07H,880
09/17/2021 06H,867
09/17/2021 05H,876
09/17/2021 04H,865
09/17/2021 03H,854
09/17/2021 02H,831
09/17/2021 01H,831
09/17/2021 00H,846
09/16/2021 23H,873
09/16/2021 22H,874
09/16/2021 21H,875
09/16/2021 20H,894
09/16/2021 19H,897
09/16/2021 18H,903
09/16/2021 17H,908
09/16/2021 16H,902
09/16/2021 15H,903
09/16/2021 14H,897
09/16/2021 13H,886
09/16/2021 12H,872
09/16/2021 11H,875
09/16/2021 10H,874
09/16/2021 09H,858
09/16/2021 08H,846
09/16/2021 07H,872
09/16/2021 06H,852
09/16/2021 05H,854
09/16/2021 04H,833
09/16/2021 03H,811
09/16/2021 02H,806
09/16/2021 01H,816
09/16/2021 00H,827
09/15/2021 23H,822
09/15/2021 22H,818
09/15/2021 21H,837
09/15/2021 20H,846
09/15/2021 19H,872
09/15/2021 18H,885
09/15/2021 17H,935
09/15/2021 16H,910
09/15/2021 15H,910
09/15/2021 14H,904
09/15/2021 13H,903
09/15/2021 12H,884
09/15/2021 11H,897
09/15/2021 10H,898
09/15/2021 09H,895
09/15/2021 08H,896
09/15/2021 07H,884
09/15/2021 06H,877
09/15/2021 05H,872
09/15/2021 04H,861
09/15/2021 03H,836
09/15/2021 02H,824
09/15/2021 01H,839
09/15/2021 00H,857
09/14/2021 23H,857
09/14/2021 22H,840
09/14/2021 21H,851
09/14/2021 20H,866
09/14/2021 19H,883
09/14/2021 18H,892
09/14/2021 17H,880
09/14/2021 16H,907
09/14/2021 15H,912
09/14/2021 14H,904
09/14/2021 13H,902
09/14/2021 12H,881
09/14/2021 11H,890
09/14/2021 10H,892
09/14/2021 09H,890
09/14/2021 08H,868
09/14/2021 07H,859
09/14/2021 06H,846
09/14/2021 05H,861
09/14/2021 04H,852
09/14/2021 03H,836
09/14/2021 02H,823
09/14/2021 01H,824
09/14/2021 00H,843
09/13/2021 23H,861
09/13/2021 22H,876
09/13/2021 21H,870
09/13/2021 20H,890
09/13/2021 19H,893
09/13/2021 18H,895
09/13/2021 17H,906
09/13/2021 16H,900
09/13/2021 15H,913
09/13/2021 14H,903
09/13/2021 13H,896
09/13/2021 12H,876
09/13/2021 11H,872
09/13/2021 10H,872
09/13/2021 09H,862
09/13/2021 08H,858
09/13/2021 07H,854
09/13/2021 06H,863
09/13/2021 05H,854
09/13/2021 04H,842
09/13/2021 03H,831
09/13/2021 02H,837
09/13/2021 01H,841
09/13/2021 00H,854
09/12/2021 23H,852
09/12/2021 22H,868
09/12/2021 21H,879
09/12/2021 20H,884
09/12/2021 19H,903
09/12/2021 18H,910
09/12/2021 17H,925
09/12/2021 16H,915
09/12/2021 15H,930
09/12/2021 14H,922
09/12/2021 13H,927
09/12/2021 12H,919
09/12/2021 11H,920
09/12/2021 10H,914
09/12/2021 09H,913
09/12/2021 08H,901
09/12/2021 07H,900
09/12/2021 06H,888
09/12/2021 05H,893
09/12/2021 04H,875
09/12/2021 03H,868
09/12/2021 02H,858
09/12/2021 01H,867
09/12/2021 00H,889
09/11/2021 23H,892
09/11/2021 22H,913
09/11/2021 21H,923
09/11/2021 20H,934
09/11/2021 19H,949
09/11/2021 18H,956
09/11/2021 17H,965
09/11/2021 16H,964
09/11/2021 15H,956
09/11/2021 14H,941
09/11/2021 13H,939
09/11/2021 12H,925
09/11/2021 11H,918
09/11/2021 10H,921
09/11/2021 09H,920
09/11/2021 08H,923
09/11/2021 07H,917
09/11/2021 06H,912
09/11/2021 05H,929
09/11/2021 04H,922
09/11/2021 03H,894
09/11/2021 02H,884
09/11/2021 01H,882
09/11/2021 00H,889
09/10/2021 23H,886
09/10/2021 22H,886
09/10/2021 21H,889
09/10/2021 20H,907
09/10/2021 19H,900
09/10/2021 18H,888
09/10/2021 17H,905
09/10/2021 16H,883
09/10/2021 15H,893
09/10/2021 14H,929
09/10/2021 13H,927
09/10/2021 12H,916
09/10/2021 11H,914
09/10/2021 10H,898
09/10/2021 09H,894
09/10/2021 08H,883
09/10/2021 07H,854
09/10/2021 06H,873
09/10/2021 05H,890
09/10/2021 04H,883
09/10/2021 03H,872
09/10/2021 02H,843
09/10/2021 01H,831
09/10/2021 00H,820
09/9/2021 23H,834
09/9/2021 22H,820
09/9/2021 21H,854
09/9/2021 20H,867
09/9/2021 19H,884
09/9/2021 18H,915
09/9/2021 17H,924
09/9/2021 16H,940
09/9/2021 15H,936
09/9/2021 14H,920
09/9/2021 13H,904
09/9/2021 12H,898
09/9/2021 11H,899
09/9/2021 10H,881
09/9/2021 09H,874
09/9/2021 08H,867
09/9/2021 07H,866
09/9/2021 06H,854
09/9/2021 05H,855
09/9/2021 04H,847
09/9/2021 03H,822
09/9/2021 02H,815
09/9/2021 01H,804
09/9/2021 00H,824
09/8/2021 23H,825
09/8/2021 22H,843
09/8/2021 21H,839
09/8/2021 20H,855
09/8/2021 19H,866
09/8/2021 18H,874
09/8/2021 17H,928
09/8/2021 16H,907
09/8/2021 15H,899
09/8/2021 14H,899
09/8/2021 13H,882
09/8/2021 12H,882
09/8/2021 11H,871
09/8/2021 10H,864
09/8/2021 09H,850
09/8/2021 08H,848
09/8/2021 07H,849
09/8/2021 06H,847
09/8/2021 05H,844
09/8/2021 04H,825
09/8/2021 03H,802
09/8/2021 02H,794
09/8/2021 01H,793
09/8/2021 00H,808
09/7/2021 23H,817
09/7/2021 22H,826
09/7/2021 21H,856
09/7/2021 20H,879
09/7/2021 19H,947
09/7/2021 18H,967
09/7/2021 17H,976
09/7/2021 16H,988
09/7/2021 15H,978
09/7/2021 14H,972
09/7/2021 13H,935
09/7/2021 12H,919
09/7/2021 11H,912
09/7/2021 10H,889
09/7/2021 09H,889
09/7/2021 08H,881
09/7/2021 07H,885
09/7/2021 06H,865
09/7/2021 05H,850
09/7/2021 04H,839
09/7/2021 03H,810
09/7/2021 02H,801
09/7/2021 01H,810
09/7/2021 00H,820
09/6/2021 23H,826
09/6/2021 22H,840
09/6/2021 21H,851
09/6/2021 20H,866
09/6/2021 19H,881
09/6/2021 18H,904
09/6/2021 17H,938
09/6/2021 16H,960
09/6/2021 15H,956
09/6/2021 14H,946
09/6/2021 13H,931
09/6/2021 12H,927
09/6/2021 11H,908
09/6/2021 10H,903
09/6/2021 09H,892
09/6/2021 08H,891
09/6/2021 07H,874
09/6/2021 06H,875
09/6/2021 05H,855
09/6/2021 04H,840
09/6/2021 03H,825
09/6/2021 02H,803
09/6/2021 01H,805
09/6/2021 00H,823
09/5/2021 23H,836
09/5/2021 22H,848
09/5/2021 21H,851
09/5/2021 20H,875
09/5/2021 19H,884
09/5/2021 18H,919
09/5/2021 17H,942
09/5/2021 16H,953
09/5/2021 15H,958
09/5/2021 14H,935
09/5/2021 13H,938
09/5/2021 12H,937
09/5/2021 11H,918
09/5/2021 10H,913
09/5/2021 09H,912
09/5/2021 08H,897
09/5/2021 07H,885
09/5/2021 06H,890
09/5/2021 05H,884
09/5/2021 04H,868
09/5/2021 03H,848
09/5/2021 02H,829
09/5/2021 01H,833
09/5/2021 00H,847
09/4/2021 23H,851
09/4/2021 22H,863
09/4/2021 21H,878
09/4/2021 20H,895
09/4/2021 19H,899
09/4/2021 18H,935
09/4/2021 17H,955
09/4/2021 16H,963
09/4/2021 15H,962
09/4/2021 14H,958
09/4/2021 13H,947
09/4/2021 12H,935
09/4/2021 11H,924
09/4/2021 10H,919
09/4/2021 09H,908
09/4/2021 08H,894
09/4/2021 07H,884
09/4/2021 06H,890
09/4/2021 05H,892
09/4/2021 04H,853
09/4/2021 03H,827
09/4/2021 02H,821
09/4/2021 01H,837
09/4/2021 00H,853
09/3/2021 23H,869
09/3/2021 22H,885
09/3/2021 21H,888
09/3/2021 20H,908
09/3/2021 19H,923
09/3/2021 18H,938
09/3/2021 17H,939
09/3/2021 16H,922
09/3/2021 15H,901
09/3/2021 14H,895
09/3/2021 13H,873
09/3/2021 12H,858
09/3/2021 11H,839
09/3/2021 10H,830
09/3/2021 09H,834
09/3/2021 08H,830
09/3/2021 07H,817
09/3/2021 06H,811
09/3/2021 05H,792
09/3/2021 04H,760
09/3/2021 03H,746
09/3/2021 02H,725
09/3/2021 01H,743
09/3/2021 00H,807
09/2/2021 23H,823
09/2/2021 22H,803
09/2/2021 21H,815
09/2/2021 20H,831
09/2/2021 19H,851
09/2/2021 18H,872
09/2/2021 17H,894
09/2/2021 16H,907
09/2/2021 15H,892
09/2/2021 14H,876
09/2/2021 13H,856
09/2/2021 12H,857
09/2/2021 11H,848
09/2/2021 10H,843
09/2/2021 09H,831
09/2/2021 08H,824
09/2/2021 07H,816
09/2/2021 06H,818
09/2/2021 05H,821
09/2/2021 04H,800
09/2/2021 03H,782
09/2/2021 02H,778
09/2/2021 01H,786
09/2/2021 00H,797
09/1/2021 23H,794
09/1/2021 22H,800
09/1/2021 21H,813
09/1/2021 20H,827
09/1/2021 19H,835
09/1/2021 18H,847
09/1/2021 17H,861
09/1/2021 16H,870
09/1/2021 15H,867
09/1/2021 14H,863
09/1/2021 13H,841
09/1/2021 12H,824
09/1/2021 11H,829
09/1/2021 10H,825
09/1/2021 09H,813
09/1/2021 08H,803
09/1/2021 07H,797
09/1/2021 06H,793
09/1/2021 05H,797
09/1/2021 04H,777
09/1/2021 03H,762
09/1/2021 02H,741
09/1/2021 01H,755
09/1/2021 00H,767
08/31/2021 23H,770
08/31/2021 22H,782
08/31/2021 21H,794
08/31/2021 20H,808
08/31/2021 19H,817
08/31/2021 18H,843
08/31/2021 17H,866
08/31/2021 16H,871
08/31/2021 15H,876
08/31/2021 14H,865
08/31/2021 13H,848
08/31/2021 12H,841
08/31/2021 11H,825
08/31/2021 10H,820
08/31/2021 09H,806
08/31/2021 08H,798
08/31/2021 07H,770
08/31/2021 06H,742
08/31/2021 05H,743
08/31/2021 04H,771
08/31/2021 03H,748
08/31/2021 02H,738
08/31/2021 01H,757
08/31/2021 00H,766
08/30/2021 23H,801
08/30/2021 22H,838
08/30/2021 21H,833
08/30/2021 20H,845
08/30/2021 19H,872
08/30/2021 18H,877
08/30/2021 17H,901
08/30/2021 16H,914
08/30/2021 15H,910
08/30/2021 14H,903
08/30/2021 13H,889
08/30/2021 12H,867
08/30/2021 11H,869
08/30/2021 10H,894
08/30/2021 09H,876
08/30/2021 08H,860
08/30/2021 07H,865
08/30/2021 06H,848
08/30/2021 05H,847
08/30/2021 04H,822
08/30/2021 03H,820
08/30/2021 02H,786
08/30/2021 01H,795
08/30/2021 00H,814
08/29/2021 23H,814
08/29/2021 22H,830
08/29/2021 21H,843
08/29/2021 20H,855
08/29/2021 19H,884
08/29/2021 18H,910
08/29/2021 17H,930
08/29/2021 16H,931
08/29/2021 15H,937
08/29/2021 14H,930
08/29/2021 13H,925
08/29/2021 12H,913
08/29/2021 11H,905
08/29/2021 10H,902
08/29/2021 09H,895
08/29/2021 08H,877
08/29/2021 07H,873
08/29/2021 06H,874
08/29/2021 05H,867
08/29/2021 04H,866
08/29/2021 03H,840
08/29/2021 02H,820
08/29/2021 01H,838
08/29/2021 00H,860
08/28/2021 23H,865
08/28/2021 22H,886
08/28/2021 21H,893
08/28/2021 20H,914
08/28/2021 19H,944
08/28/2021 18H,948
08/28/2021 17H,957
08/28/2021 16H,973
08/28/2021 15H,963
08/28/2021 14H,957
08/28/2021 13H,945
08/28/2021 12H,934
08/28/2021 11H,927
08/28/2021 10H,920
08/28/2021 09H,912
08/28/2021 08H,897
08/28/2021 07H,891
08/28/2021 06H,903
08/28/2021 05H,901
08/28/2021 04H,894
08/28/2021 03H,877
08/28/2021 02H,864
08/28/2021 01H,866
08/28/2021 00H,889
08/27/2021 23H,910
08/27/2021 22H,930
08/27/2021 21H,937
08/27/2021 20H,942
08/27/2021 19H,940
08/27/2021 18H,956
08/27/2021 17H,971
08/27/2021 16H,974
08/27/2021 15H,979
08/27/2021 14H,972
08/27/2021 13H,957
08/27/2021 12H,948
08/27/2021 11H,931
08/27/2021 10H,933
08/27/2021 09H,932
08/27/2021 08H,931
08/27/2021 07H,922
08/27/2021 06H,911
08/27/2021 05H,911
08/27/2021 04H,905
08/27/2021 03H,879
08/27/2021 02H,860
08/27/2021 01H,890
08/27/2021 00H,907
08/26/2021 23H,887
08/26/2021 22H,894
08/26/2021 21H,899
08/26/2021 20H,921
08/26/2021 19H,920
08/26/2021 18H,933
08/26/2021 17H,941
08/26/2021 16H,952
08/26/2021 15H,946
08/26/2021 14H,941
08/26/2021 13H,931
08/26/2021 12H,915
08/26/2021 11H,910
08/26/2021 10H,902
08/26/2021 09H,890
08/26/2021 08H,878
08/26/2021 07H,886
08/26/2021 06H,887
08/26/2021 05H,888
08/26/2021 04H,866
08/26/2021 03H,860
08/26/2021 02H,843
08/26/2021 01H,841
08/26/2021 00H,863
08/25/2021 23H,861
08/25/2021 22H,869
08/25/2021 21H,885
08/25/2021 20H,893
08/25/2021 19H,910
08/25/2021 18H,925
08/25/2021 17H,950
08/25/2021 16H,931
08/25/2021 15H,928
08/25/2021 14H,917
08/25/2021 13H,929
08/25/2021 12H,913
08/25/2021 11H,911
08/25/2021 10H,908
08/25/2021 09H,895
08/25/2021 08H,887
08/25/2021 07H,867
08/25/2021 06H,864
08/25/2021 05H,872
08/25/2021 04H,866
08/25/2021 03H,850
08/25/2021 02H,841
08/25/2021 01H,841
08/25/2021 00H,855
08/24/2021 23H,862
08/24/2021 22H,874
08/24/2021 21H,886
08/24/2021 20H,899
08/24/2021 19H,904
08/24/2021 18H,921
08/24/2021 17H,929
08/24/2021 16H,927
08/24/2021 15H,932
08/24/2021 14H,929
08/24/2021 13H,925
08/24/2021 12H,910
08/24/2021 11H,905
08/24/2021 10H,902
08/24/2021 09H,905
08/24/2021 08H,889
08/24/2021 07H,884
08/24/2021 06H,870
08/24/2021 05H,880
08/24/2021 04H,864
08/24/2021 03H,859
08/24/2021 02H,847
08/24/2021 01H,837
08/24/2021 00H,857
08/23/2021 23H,854
08/23/2021 22H,860
08/23/2021 21H,891
08/23/2021 20H,905
08/23/2021 19H,910
08/23/2021 18H,920
08/23/2021 17H,941
08/23/2021 16H,936
08/23/2021 15H,936
08/23/2021 14H,930
08/23/2021 13H,928
08/23/2021 12H,912
08/23/2021 11H,945
08/23/2021 10H,944
08/23/2021 09H,946
08/23/2021 08H,928
08/23/2021 07H,921
08/23/2021 06H,912
08/23/2021 05H,891
08/23/2021 04H,888
08/23/2021 03H,860
08/23/2021 02H,840
08/23/2021 01H,843
08/23/2021 00H,858
08/22/2021 23H,877
08/22/2021 22H,903
08/22/2021 21H,917
08/22/2021 20H,932
08/22/2021 19H,956
08/22/2021 18H,963
08/22/2021 17H,979
08/22/2021 16H,986
08/22/2021 15H,996
08/22/2021 14H,989
08/22/2021 13H,982
08/22/2021 12H,966
08/22/2021 11H,969
08/22/2021 10H,960
08/22/2021 09H,941
08/22/2021 08H,948
08/22/2021 07H,938
08/22/2021 06H,923
08/22/2021 05H,928
08/22/2021 04H,919
08/22/2021 03H,895
08/22/2021 02H,889
08/22/2021 01H,899
08/22/2021 00H,901
08/21/2021 23H,917
08/21/2021 22H,914
08/21/2021 21H,905
08/21/2021 20H,910
08/21/2021 19H,919
08/21/2021 18H,922
08/21/2021 17H,935
08/21/2021 16H,929
08/21/2021 15H,944
08/21/2021 14H,944
08/21/2021 13H,934
08/21/2021 12H,933
08/21/2021 11H,908
08/21/2021 10H,914
08/21/2021 09H,904
08/21/2021 08H,912
08/21/2021 07H,901
08/21/2021 06H,899
08/21/2021 05H,898
08/21/2021 04H,893
08/21/2021 03H,876
08/21/2021 02H,870
08/21/2021 01H,873
08/21/2021 00H,899
08/20/2021 23H,909
08/20/2021 22H,917
08/20/2021 21H,933
08/20/2021 20H,941
08/20/2021 19H,950
08/20/2021 18H,946
08/20/2021 17H,943
08/20/2021 16H,936
08/20/2021 15H,939
08/20/2021 14H,947
08/20/2021 13H,931
08/20/2021 12H,922
08/20/2021 11H,897
08/20/2021 10H,877
08/20/2021 09H,883
08/20/2021 08H,878
08/20/2021 07H,869
08/20/2021 06H,872
08/20/2021 05H,866
08/20/2021 04H,859
08/20/2021 03H,847
08/20/2021 02H,853
08/20/2021 01H,875
08/20/2021 00H,891
08/19/2021 23H,891
08/19/2021 22H,909
08/19/2021 21H,908
08/19/2021 20H,912
08/19/2021 19H,920
08/19/2021 18H,936
08/19/2021 17H,934
08/19/2021 16H,927
08/19/2021 15H,933
08/19/2021 14H,931
08/19/2021 13H,932
08/19/2021 12H,913
08/19/2021 11H,936
08/19/2021 10H,935
08/19/2021 09H,926
08/19/2021 08H,912
08/19/2021 07H,914
08/19/2021 06H,911
08/19/2021 05H,916
08/19/2021 04H,918
08/19/2021 03H,903
08/19/2021 02H,904
08/19/2021 01H,922
08/19/2021 00H,937
08/18/2021 23H,940
08/18/2021 22H,950
08/18/2021 21H,952
08/18/2021 20H,942
08/18/2021 19H,951
08/18/2021 18H,958
08/18/2021 17H,944
08/18/2021 16H,949
08/18/2021 15H,940
08/18/2021 14H,933
08/18/2021 13H,916
08/18/2021 12H,911
08/18/2021 11H,887
08/18/2021 10H,887
08/18/2021 09H,876
08/18/2021 08H,877
08/18/2021 07H,871
08/18/2021 06H,873
08/18/2021 05H,877
08/18/2021 04H,856
08/18/2021 03H,836
08/18/2021 02H,818
08/18/2021 01H,830
08/18/2021 00H,836
08/17/2021 23H,834
08/17/2021 22H,842
08/17/2021 21H,841
08/17/2021 20H,849
08/17/2021 19H,863
08/17/2021 18H,868
08/17/2021 17H,850
08/17/2021 16H,868
08/17/2021 15H,868
08/17/2021 14H,884
08/17/2021 13H,872
08/17/2021 12H,875
08/17/2021 11H,842
08/17/2021 10H,850
08/17/2021 09H,841
08/17/2021 08H,818
08/17/2021 07H,813
08/17/2021 06H,777
08/17/2021 05H,774
08/17/2021 04H,768
08/17/2021 03H,780
08/17/2021 02H,776
08/17/2021 01H,774
08/17/2021 00H,787
08/16/2021 23H,809
08/16/2021 22H,810
08/16/2021 21H,820
08/16/2021 20H,841
08/16/2021 19H,833
08/16/2021 18H,841
