Net generation from nuclear for Mid-Atlantic (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390110&sdid=EBA.MIDA-ALL.NG.NUC.H
19:12:51 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDA-ALL.NG.NUC.H megawatthours
06/15/2021 09H,33209
06/15/2021 08H,33242
06/15/2021 07H,33230
06/15/2021 06H,33202
06/15/2021 05H,33205
06/15/2021 04H,33121
06/15/2021 03H,33177
06/15/2021 02H,33133
06/15/2021 01H,33122
06/15/2021 00H,33112
06/14/2021 23H,33090
06/14/2021 22H,33085
06/14/2021 21H,33098
06/14/2021 20H,33041
06/14/2021 19H,33055
06/14/2021 18H,33064
06/14/2021 17H,33064
06/14/2021 16H,33050
06/14/2021 15H,33106
06/14/2021 14H,33118
06/14/2021 13H,33143
06/14/2021 12H,33160
06/14/2021 11H,33187
06/14/2021 10H,33187
06/14/2021 09H,33159
06/14/2021 08H,33143
06/14/2021 07H,33149
06/14/2021 06H,33128
06/14/2021 05H,33142
06/14/2021 04H,32454
06/14/2021 03H,33061
06/14/2021 02H,33072
06/14/2021 01H,33059
06/14/2021 00H,33047
06/13/2021 23H,33041
06/13/2021 22H,33060
06/13/2021 21H,33008
06/13/2021 20H,33023
06/13/2021 19H,33036
06/13/2021 18H,33061
06/13/2021 17H,33035
06/13/2021 16H,33054
06/13/2021 15H,33022
06/13/2021 14H,33008
06/13/2021 13H,32773
06/13/2021 12H,32807
06/13/2021 11H,32842
06/13/2021 10H,32882
06/13/2021 09H,32863
06/13/2021 08H,32794
06/13/2021 07H,32624
06/13/2021 06H,32584
06/13/2021 05H,32451
06/13/2021 04H,32789
06/13/2021 03H,32425
06/13/2021 02H,32548
06/13/2021 01H,32674
06/13/2021 00H,32677
06/12/2021 23H,32672
06/12/2021 22H,32680
06/12/2021 21H,32672
06/12/2021 20H,32680
06/12/2021 19H,32682
06/12/2021 18H,32706
06/12/2021 17H,32733
06/12/2021 16H,32772
06/12/2021 15H,32803
06/12/2021 14H,32824
06/12/2021 13H,32820
06/12/2021 12H,32836
06/12/2021 11H,32846
06/12/2021 10H,32820
06/12/2021 09H,32827
06/12/2021 08H,32832
06/12/2021 07H,32797
06/12/2021 06H,32786
06/12/2021 05H,32780
06/12/2021 04H,32955
06/12/2021 03H,32864
06/12/2021 02H,32890
06/12/2021 01H,32866
06/12/2021 00H,32847
06/11/2021 23H,32871
06/11/2021 22H,32871
06/11/2021 21H,32865
06/11/2021 20H,32875
06/11/2021 19H,32870
06/11/2021 18H,32865
06/11/2021 17H,32890
06/11/2021 16H,32873
06/11/2021 15H,32905
06/11/2021 14H,32918
06/11/2021 13H,32949
06/11/2021 12H,32939
06/11/2021 11H,32947
06/11/2021 10H,32957
06/11/2021 09H,32956
06/11/2021 08H,32942
06/11/2021 07H,32930
06/11/2021 06H,32936
06/11/2021 05H,32911
06/11/2021 04H,33030
06/11/2021 03H,33026
06/11/2021 02H,33073
06/11/2021 01H,33061
06/11/2021 00H,33023
06/10/2021 23H,32997
06/10/2021 22H,32977
06/10/2021 21H,32985
06/10/2021 20H,32959
06/10/2021 19H,32945
06/10/2021 18H,32954
06/10/2021 17H,32958
06/10/2021 16H,32991
06/10/2021 15H,33029
06/10/2021 14H,33050
06/10/2021 13H,33057
06/10/2021 12H,33096
06/10/2021 11H,33083
06/10/2021 10H,33121
06/10/2021 09H,33112
06/10/2021 08H,33111
06/10/2021 07H,33108
06/10/2021 06H,33062
06/10/2021 05H,33059
06/10/2021 04H,33096
06/10/2021 03H,33042
06/10/2021 02H,33019
06/10/2021 01H,32990
06/10/2021 00H,32963
06/9/2021 23H,32945
06/9/2021 22H,32938
06/9/2021 21H,32963
06/9/2021 20H,32947
06/9/2021 19H,32955
06/9/2021 18H,32935
06/9/2021 17H,32918
06/9/2021 16H,32963
06/9/2021 15H,32990
06/9/2021 14H,32993
06/9/2021 13H,33036
06/9/2021 12H,33107
06/9/2021 11H,33109
06/9/2021 10H,33135
06/9/2021 09H,33127
06/9/2021 08H,33116
06/9/2021 07H,33107
06/9/2021 06H,33125
06/9/2021 05H,33103
06/9/2021 04H,33104
06/9/2021 03H,33084
06/9/2021 02H,33061
06/9/2021 01H,33023
06/9/2021 00H,33017
06/8/2021 23H,33028
06/8/2021 22H,33020
06/8/2021 21H,33027
06/8/2021 20H,33009
06/8/2021 19H,33007
06/8/2021 18H,33032
06/8/2021 17H,33024
06/8/2021 16H,33063
06/8/2021 15H,33060
06/8/2021 14H,33090
06/8/2021 13H,33123
06/8/2021 12H,33126
06/8/2021 11H,33141
06/8/2021 10H,33171
06/8/2021 09H,33180
06/8/2021 08H,33165
06/8/2021 07H,33152
06/8/2021 06H,33155
06/8/2021 05H,33133
06/8/2021 04H,32991
06/8/2021 03H,33082
06/8/2021 02H,33056
06/8/2021 01H,33061
06/8/2021 00H,33048
06/7/2021 23H,33052
06/7/2021 22H,33085
06/7/2021 21H,33100
06/7/2021 20H,33072
06/7/2021 19H,33086
06/7/2021 18H,33100
06/7/2021 17H,33089
06/7/2021 16H,33126
06/7/2021 15H,33169
06/7/2021 14H,33179
06/7/2021 13H,33202
06/7/2021 12H,33217
06/7/2021 11H,33249
06/7/2021 10H,33260
06/7/2021 09H,33248
06/7/2021 08H,33219
06/7/2021 07H,33030
06/7/2021 06H,33012
06/7/2021 05H,33000
06/7/2021 04H,32960
06/7/2021 03H,32969
06/7/2021 02H,32977
06/7/2021 01H,33132
06/7/2021 00H,33123
06/6/2021 23H,33107
06/6/2021 22H,33122
06/6/2021 21H,33116
06/6/2021 20H,33151
06/6/2021 19H,33155
06/6/2021 18H,33179
06/6/2021 17H,33181
06/6/2021 16H,33210
06/6/2021 15H,33241
06/6/2021 14H,33252
06/6/2021 13H,33313
06/6/2021 12H,33346
06/6/2021 11H,33363
06/6/2021 10H,33379
06/6/2021 09H,33347
06/6/2021 08H,33328
06/6/2021 07H,33265
06/6/2021 06H,33178
06/6/2021 05H,33079
06/6/2021 04H,33316
06/6/2021 03H,33080
06/6/2021 02H,33102
06/6/2021 01H,33102
06/6/2021 00H,33081
06/5/2021 23H,33034
06/5/2021 22H,32998
06/5/2021 21H,32986
06/5/2021 20H,32947
06/5/2021 19H,32898
06/5/2021 18H,32857
06/5/2021 17H,32868
06/5/2021 16H,32872
06/5/2021 15H,32761
06/5/2021 14H,32878
06/5/2021 13H,33059
06/5/2021 12H,33402
06/5/2021 11H,33421
06/5/2021 10H,33420
06/5/2021 09H,33405
06/5/2021 08H,33386
06/5/2021 07H,33333
06/5/2021 06H,33326
06/5/2021 05H,33328
06/5/2021 04H,33223
06/5/2021 03H,33304
06/5/2021 02H,33335
06/5/2021 01H,33313
06/5/2021 00H,33298
06/4/2021 23H,33281
06/4/2021 22H,33279
06/4/2021 21H,33284
06/4/2021 20H,33266
06/4/2021 19H,33257
06/4/2021 18H,33259
06/4/2021 17H,33295
06/4/2021 16H,33306
06/4/2021 15H,33287
06/4/2021 14H,33214
06/4/2021 13H,33230
06/4/2021 12H,33287
06/4/2021 11H,33362
06/4/2021 10H,33328
06/4/2021 09H,33302
06/4/2021 08H,33304
06/4/2021 07H,33289
06/4/2021 06H,33270
06/4/2021 05H,33230
06/4/2021 04H,33220
06/4/2021 03H,33159
06/4/2021 02H,33135
06/4/2021 01H,33094
06/4/2021 00H,33091
06/3/2021 23H,33050
06/3/2021 22H,33009
06/3/2021 21H,32994
06/3/2021 20H,32960
06/3/2021 19H,32959
06/3/2021 18H,32985
06/3/2021 17H,32990
06/3/2021 16H,33025
06/3/2021 15H,33046
06/3/2021 14H,33178
06/3/2021 13H,33238
06/3/2021 12H,33261
06/3/2021 11H,33282
06/3/2021 10H,33263
06/3/2021 09H,33221
06/3/2021 08H,33255
06/3/2021 07H,33242
06/3/2021 06H,33246
06/3/2021 05H,33234
06/3/2021 04H,32809
06/3/2021 03H,33205
06/3/2021 02H,33185
06/3/2021 01H,33158
06/3/2021 00H,33148
06/2/2021 23H,33171
06/2/2021 22H,33116
06/2/2021 21H,33103
06/2/2021 20H,33070
06/2/2021 19H,33071
06/2/2021 18H,33052
06/2/2021 17H,33020
06/2/2021 16H,33037
06/2/2021 15H,33001
06/2/2021 14H,33024
06/2/2021 13H,33033
06/2/2021 12H,33018
06/2/2021 11H,33028
06/2/2021 10H,32978
06/2/2021 09H,32840
06/2/2021 08H,32860
06/2/2021 07H,32862
06/2/2021 06H,32828
06/2/2021 05H,32802
06/2/2021 04H,32766
06/2/2021 03H,32768
06/2/2021 02H,32767
06/2/2021 01H,32738
06/2/2021 00H,32718
06/1/2021 23H,32712
06/1/2021 22H,32729
06/1/2021 21H,32733
06/1/2021 20H,32725
06/1/2021 19H,32742
06/1/2021 18H,32760
06/1/2021 17H,32812
06/1/2021 16H,32813
06/1/2021 15H,32837
06/1/2021 14H,32874
06/1/2021 13H,32937
06/1/2021 12H,32927
06/1/2021 11H,32962
06/1/2021 10H,32965
06/1/2021 09H,32862
06/1/2021 08H,32808
06/1/2021 07H,32828
06/1/2021 06H,32808
06/1/2021 05H,32788
06/1/2021 04H,32618
06/1/2021 03H,32785
06/1/2021 02H,32761
06/1/2021 01H,32711
06/1/2021 00H,32735
05/31/2021 23H,32712
05/31/2021 22H,32729
05/31/2021 21H,32727
05/31/2021 20H,32757
05/31/2021 19H,32769
05/31/2021 18H,32788
05/31/2021 17H,32793
05/31/2021 16H,32801
05/31/2021 15H,32827
05/31/2021 14H,32851
05/31/2021 13H,32868
05/31/2021 12H,32849
05/31/2021 11H,32837
05/31/2021 10H,32817
05/31/2021 09H,32792
05/31/2021 08H,32776
05/31/2021 07H,32742
05/31/2021 06H,32693
05/31/2021 05H,32677
05/31/2021 04H,32889
05/31/2021 03H,32610
05/31/2021 02H,32579
05/31/2021 01H,32539
05/31/2021 00H,32522
05/30/2021 23H,32474
05/30/2021 22H,32434
05/30/2021 21H,32449
05/30/2021 20H,32480
05/30/2021 19H,32610
05/30/2021 18H,32784
05/30/2021 17H,32878
05/30/2021 16H,32871
05/30/2021 15H,32890
05/30/2021 14H,32916
05/30/2021 13H,32929
05/30/2021 12H,32907
05/30/2021 11H,32909
05/30/2021 10H,32913
05/30/2021 09H,32918
05/30/2021 08H,32914
05/30/2021 07H,32889
05/30/2021 06H,32902
05/30/2021 05H,32913
05/30/2021 04H,32554
05/30/2021 03H,32864
05/30/2021 02H,32800
05/30/2021 01H,32781
05/30/2021 00H,32706
05/29/2021 23H,32676
05/29/2021 22H,32651
05/29/2021 21H,32592
05/29/2021 20H,32550
05/29/2021 19H,32533
05/29/2021 18H,32500
05/29/2021 17H,32498
05/29/2021 16H,32604
05/29/2021 15H,32764
05/29/2021 14H,32798
05/29/2021 13H,32816
05/29/2021 12H,32783
05/29/2021 11H,32763
05/29/2021 10H,32685
05/29/2021 09H,32585
05/29/2021 08H,32615
05/29/2021 07H,32731
05/29/2021 06H,32676
05/29/2021 05H,32618
05/29/2021 04H,31169
05/29/2021 03H,32550
05/29/2021 02H,32634
05/29/2021 01H,32586
05/29/2021 00H,32543
05/28/2021 23H,32508
05/28/2021 22H,32452
05/28/2021 21H,32398
05/28/2021 20H,32391
05/28/2021 19H,32420
05/28/2021 18H,32314
05/28/2021 17H,32127
05/28/2021 16H,32075
05/28/2021 15H,32016
05/28/2021 14H,31945
05/28/2021 13H,31875
05/28/2021 12H,31793
05/28/2021 11H,31707
05/28/2021 10H,31640
05/28/2021 09H,31592
05/28/2021 08H,31472
05/28/2021 07H,31408
05/28/2021 06H,31328
05/28/2021 05H,31282
05/28/2021 04H,30657
05/28/2021 03H,31202
05/28/2021 02H,31156
05/28/2021 01H,31148
05/28/2021 00H,30970
05/27/2021 23H,30833
05/27/2021 22H,30800
05/27/2021 21H,30823
05/27/2021 20H,30780
05/27/2021 19H,30822
05/27/2021 18H,30828
05/27/2021 17H,30754
05/27/2021 16H,30740
05/27/2021 15H,30728
05/27/2021 14H,30752
05/27/2021 13H,30766
05/27/2021 12H,30750
05/27/2021 11H,30772
05/27/2021 10H,30741
05/27/2021 09H,30719
05/27/2021 08H,30687
05/27/2021 07H,30693
05/27/2021 06H,30697
05/27/2021 05H,30676
05/27/2021 04H,31252
05/27/2021 03H,30628
05/27/2021 02H,30511
05/27/2021 01H,30363
05/27/2021 00H,30324
05/26/2021 23H,30312
05/26/2021 22H,30290
05/26/2021 21H,30266
05/26/2021 20H,30257
05/26/2021 19H,30580
05/26/2021 18H,30864
05/26/2021 17H,30890
05/26/2021 16H,30885
05/26/2021 15H,30957
05/26/2021 14H,30978
05/26/2021 13H,31100
05/26/2021 12H,31184
05/26/2021 11H,31277
05/26/2021 10H,31315
05/26/2021 09H,31286
05/26/2021 08H,31269
05/26/2021 07H,31265
05/26/2021 06H,31256
05/26/2021 05H,31251
05/26/2021 04H,31290
05/26/2021 03H,31216
05/26/2021 02H,31208
05/26/2021 01H,31215
05/26/2021 00H,31197
05/25/2021 23H,31176
05/25/2021 22H,31167
05/25/2021 21H,31144
05/25/2021 20H,31045
05/25/2021 19H,31028
05/25/2021 18H,31026
05/25/2021 17H,31102
05/25/2021 16H,31166
05/25/2021 15H,31201
05/25/2021 14H,31259
05/25/2021 13H,31280
05/25/2021 12H,31306
05/25/2021 11H,31315
05/25/2021 10H,31317
05/25/2021 09H,31331
05/25/2021 08H,31326
05/25/2021 07H,31334
05/25/2021 06H,31324
05/25/2021 05H,31332
05/25/2021 04H,32400
05/25/2021 03H,31299
05/25/2021 02H,31289
05/25/2021 01H,31271
05/25/2021 00H,31260
05/24/2021 23H,31264
05/24/2021 22H,31155
05/24/2021 21H,31134
05/24/2021 20H,31111
05/24/2021 19H,31222
05/24/2021 18H,31269
05/24/2021 17H,31248
05/24/2021 16H,31276
05/24/2021 15H,31420
05/24/2021 14H,31520
05/24/2021 13H,31664
05/24/2021 12H,31835
05/24/2021 11H,32030
05/24/2021 10H,32164
05/24/2021 09H,32182
05/24/2021 08H,32444
05/24/2021 07H,32455
05/24/2021 06H,32278
05/24/2021 05H,32338
05/24/2021 04H,32276
05/24/2021 03H,32364
05/24/2021 02H,32358
05/24/2021 01H,32321
05/24/2021 00H,32298
05/23/2021 23H,32294
05/23/2021 22H,32264
05/23/2021 21H,32296
05/23/2021 20H,32324
05/23/2021 19H,32301
05/23/2021 18H,32279
05/23/2021 17H,32309
05/23/2021 16H,32308
05/23/2021 15H,32298
05/23/2021 14H,32318
05/23/2021 13H,32320
05/23/2021 12H,32335
05/23/2021 11H,32348
05/23/2021 10H,32337
05/23/2021 09H,32339
05/23/2021 08H,32336
05/23/2021 07H,32318
05/23/2021 06H,32302
05/23/2021 05H,32281
05/23/2021 04H,31726
05/23/2021 03H,32253
05/23/2021 02H,32234
05/23/2021 01H,32168
05/23/2021 00H,32097
05/22/2021 23H,32034
05/22/2021 22H,31971
05/22/2021 21H,31885
05/22/2021 20H,31858
05/22/2021 19H,31854
05/22/2021 18H,31861
05/22/2021 17H,31849
05/22/2021 16H,31801
05/22/2021 15H,31677
05/22/2021 14H,31492
05/22/2021 13H,31465
05/22/2021 12H,31501
05/22/2021 11H,31510
05/22/2021 10H,31465
05/22/2021 09H,31325
05/22/2021 08H,31264
05/22/2021 07H,31383
05/22/2021 06H,31560
05/22/2021 05H,31673
05/22/2021 04H,31404
05/22/2021 03H,31805
05/22/2021 02H,31752
05/22/2021 01H,31717
05/22/2021 00H,31684
05/21/2021 23H,31768
05/21/2021 22H,31761
05/21/2021 21H,31767
05/21/2021 20H,31762
05/21/2021 19H,31784
05/21/2021 18H,31816
05/21/2021 17H,31779
05/21/2021 16H,31675
05/21/2021 15H,31666
05/21/2021 14H,31673
05/21/2021 13H,31701
05/21/2021 12H,31733
05/21/2021 11H,31740
05/21/2021 10H,31753
05/21/2021 09H,31729
05/21/2021 08H,31656
05/21/2021 07H,31651
05/21/2021 06H,31596
05/21/2021 05H,31554
05/21/2021 04H,31242
05/21/2021 03H,31334
05/21/2021 02H,31541
05/21/2021 01H,31663
05/21/2021 00H,31613
05/20/2021 23H,31607
05/20/2021 22H,31530
05/20/2021 21H,31548
05/20/2021 20H,31542
05/20/2021 19H,31544
05/20/2021 18H,31538
05/20/2021 17H,31428
05/20/2021 16H,31435
05/20/2021 15H,31476
05/20/2021 14H,31495
05/20/2021 13H,31515
05/20/2021 12H,31534
05/20/2021 11H,31540
05/20/2021 10H,31526
05/20/2021 09H,31478
05/20/2021 08H,31447
05/20/2021 07H,31380
05/20/2021 06H,31395
05/20/2021 05H,31356
05/20/2021 04H,29758
05/20/2021 03H,31224
05/20/2021 02H,31130
05/20/2021 01H,31263
05/20/2021 00H,31370
05/19/2021 23H,31274
05/19/2021 22H,31149
05/19/2021 21H,31050
05/19/2021 20H,30942
05/19/2021 19H,30874
05/19/2021 18H,30830
05/19/2021 17H,30740
05/19/2021 16H,30676
05/19/2021 15H,30706
05/19/2021 14H,30712
05/19/2021 13H,30765
05/19/2021 12H,30786
05/19/2021 11H,30697
05/19/2021 10H,30596
05/19/2021 09H,30505
05/19/2021 08H,30420
05/19/2021 07H,30154
05/19/2021 06H,30050
05/19/2021 05H,29950
05/19/2021 04H,28608
05/19/2021 03H,29609
05/19/2021 02H,29311
05/19/2021 01H,29302
05/19/2021 00H,29286
05/18/2021 23H,29181
05/18/2021 22H,29150
05/18/2021 21H,29156
05/18/2021 20H,29125
05/18/2021 19H,29049
05/18/2021 18H,28835
05/18/2021 17H,28850
05/18/2021 16H,28807
05/18/2021 15H,28715
05/18/2021 14H,28541
05/18/2021 13H,28642
05/18/2021 12H,28666
05/18/2021 11H,28669
05/18/2021 10H,28656
05/18/2021 09H,28659
05/18/2021 08H,28647
05/18/2021 07H,28662
05/18/2021 06H,28636
05/18/2021 05H,28639
05/18/2021 04H,28917
05/18/2021 03H,28602
05/18/2021 02H,28647
05/18/2021 01H,28668
05/18/2021 00H,28797
05/17/2021 23H,28877
05/17/2021 22H,28988
05/17/2021 21H,29005
05/17/2021 20H,28920
05/17/2021 19H,28894
05/17/2021 18H,28832
05/17/2021 17H,28543
05/17/2021 16H,28384
05/17/2021 15H,28404
05/17/2021 14H,28422
05/17/2021 13H,28512
05/17/2021 12H,28514
05/17/2021 11H,28558
05/17/2021 10H,28706
05/17/2021 09H,28869
05/17/2021 08H,28948
05/17/2021 07H,29174
05/17/2021 06H,29191
05/17/2021 05H,29037
05/17/2021 04H,27335
05/17/2021 03H,28845
05/17/2021 02H,28663
05/17/2021 01H,28622
05/17/2021 00H,28601
05/16/2021 23H,28566
05/16/2021 22H,28479
05/16/2021 21H,28452
05/16/2021 20H,28325
05/16/2021 19H,28238
05/16/2021 18H,28169
05/16/2021 17H,28194
05/16/2021 16H,28206
05/16/2021 15H,28204
05/16/2021 14H,28203
05/16/2021 13H,28200
05/16/2021 12H,28190
05/16/2021 11H,28130
05/16/2021 10H,28094
05/16/2021 09H,27989
05/16/2021 08H,27874
05/16/2021 07H,27607
05/16/2021 06H,27245
05/16/2021 05H,27235
05/16/2021 04H,27422
05/16/2021 03H,27247
05/16/2021 02H,27276
05/16/2021 01H,27383
05/16/2021 00H,27354
05/15/2021 23H,27220
05/15/2021 22H,27212
05/15/2021 21H,27168
05/15/2021 20H,27081
05/15/2021 19H,27061
05/15/2021 18H,27048
05/15/2021 17H,27007
05/15/2021 16H,26967
05/15/2021 15H,26855
05/15/2021 14H,27207
05/15/2021 13H,27446
05/15/2021 12H,27460
05/15/2021 11H,27470
05/15/2021 10H,27467
05/15/2021 09H,27464
05/15/2021 08H,27452
05/15/2021 07H,27453
05/15/2021 06H,27438
05/15/2021 05H,27430
05/15/2021 04H,27460
05/15/2021 03H,27402
05/15/2021 02H,27390
05/15/2021 01H,27386
05/15/2021 00H,27384
05/14/2021 23H,27383
05/14/2021 22H,27365
05/14/2021 21H,27362
05/14/2021 20H,27383
05/14/2021 19H,27392
05/14/2021 18H,27424
05/14/2021 17H,27404
05/14/2021 16H,27429
05/14/2021 15H,27433
05/14/2021 14H,27452
05/14/2021 13H,27479
05/14/2021 12H,27500
05/14/2021 11H,27502
05/14/2021 10H,27505
05/14/2021 09H,27489
05/14/2021 08H,27491
05/14/2021 07H,27496
05/14/2021 06H,27490
05/14/2021 05H,27472
05/14/2021 04H,27226
05/14/2021 03H,27461
05/14/2021 02H,27452
05/14/2021 01H,27432
05/14/2021 00H,27446
05/13/2021 23H,27440
05/13/2021 22H,27440
05/13/2021 21H,27432
05/13/2021 20H,27434
05/13/2021 19H,27430
05/13/2021 18H,27424
05/13/2021 17H,27416
05/13/2021 16H,27397
05/13/2021 15H,27402
05/13/2021 14H,27400
05/13/2021 13H,27401
05/13/2021 12H,27428
05/13/2021 11H,27414
05/13/2021 10H,27401
05/13/2021 09H,27374
05/13/2021 08H,27321
05/13/2021 07H,27287
05/13/2021 06H,27228
05/13/2021 05H,27242
05/13/2021 04H,26704
05/13/2021 03H,27223
05/13/2021 02H,27212
05/13/2021 01H,27210
05/13/2021 00H,27175
05/12/2021 23H,27196
05/12/2021 22H,27210
05/12/2021 21H,27192
05/12/2021 20H,27159
05/12/2021 19H,27148
05/12/2021 18H,27133
05/12/2021 17H,27105
05/12/2021 16H,27085
05/12/2021 15H,27096
05/12/2021 14H,27059
05/12/2021 13H,27062
05/12/2021 12H,27044
05/12/2021 11H,27011
05/12/2021 10H,26981
05/12/2021 09H,26956
05/12/2021 08H,26926
05/12/2021 07H,26886
05/12/2021 06H,26786
05/12/2021 05H,26740
05/12/2021 04H,26805
05/12/2021 03H,26714
05/12/2021 02H,26626
05/12/2021 01H,26758
05/12/2021 00H,26743
05/11/2021 23H,26738
05/11/2021 22H,26732
05/11/2021 21H,26736
05/11/2021 20H,26748
05/11/2021 19H,26736
05/11/2021 18H,26678
05/11/2021 17H,26666
05/11/2021 16H,26616
05/11/2021 15H,26602
05/11/2021 14H,26610
05/11/2021 13H,26742
05/11/2021 12H,26807
05/11/2021 11H,26804
05/11/2021 10H,26794
05/11/2021 09H,26800
05/11/2021 08H,26811
05/11/2021 07H,26800
05/11/2021 06H,26801
05/11/2021 05H,26799
05/11/2021 04H,26778
05/11/2021 03H,26774
05/11/2021 02H,26780
05/11/2021 01H,26747
05/11/2021 00H,26754
05/10/2021 23H,26745
05/10/2021 22H,26745
05/10/2021 21H,26730
05/10/2021 20H,26746
05/10/2021 19H,26752
05/10/2021 18H,26753
05/10/2021 17H,26767
05/10/2021 16H,26783
05/10/2021 15H,26812
05/10/2021 14H,26786
05/10/2021 13H,26782
05/10/2021 12H,26794
05/10/2021 11H,26796
05/10/2021 10H,26801
05/10/2021 09H,26797
05/10/2021 08H,26798
05/10/2021 07H,26772
05/10/2021 06H,26797
05/10/2021 05H,26781
05/10/2021 04H,26473
05/10/2021 03H,26773
05/10/2021 02H,26762
05/10/2021 01H,26762
05/10/2021 00H,26781
05/9/2021 23H,26757
05/9/2021 22H,26764
05/9/2021 21H,26783
05/9/2021 20H,26780
05/9/2021 19H,26794
05/9/2021 18H,26771
05/9/2021 17H,26800
05/9/2021 16H,26778
05/9/2021 15H,26799
05/9/2021 14H,26780
05/9/2021 13H,26794
05/9/2021 12H,26784
05/9/2021 11H,26782
05/9/2021 10H,26788
05/9/2021 09H,26654
05/9/2021 08H,26573
05/9/2021 07H,26557
05/9/2021 06H,26480
05/9/2021 05H,26489
05/9/2021 04H,27070
05/9/2021 03H,26513
05/9/2021 02H,26503
05/9/2021 01H,26693
05/9/2021 00H,26744
05/8/2021 23H,26852
05/8/2021 22H,27434
05/8/2021 21H,27434
05/8/2021 20H,27412
05/8/2021 19H,27370
05/8/2021 18H,27368
05/8/2021 17H,27369
05/8/2021 16H,27301
05/8/2021 15H,27417
05/8/2021 14H,27369
05/8/2021 13H,27329
05/8/2021 12H,27268
05/8/2021 11H,27161
05/8/2021 10H,27084
05/8/2021 09H,27090
05/8/2021 08H,27085
05/8/2021 07H,27081
05/8/2021 06H,27066
05/8/2021 05H,27062
05/8/2021 04H,27476
05/8/2021 03H,27071
05/8/2021 02H,27063
05/8/2021 01H,27031
05/8/2021 00H,27026
05/7/2021 23H,27001
05/7/2021 22H,27034
05/7/2021 21H,27164
05/7/2021 20H,27310
05/7/2021 19H,27417
05/7/2021 18H,27428
05/7/2021 17H,27438
05/7/2021 16H,27425
05/7/2021 15H,27436
05/7/2021 14H,27439
05/7/2021 13H,27441
05/7/2021 12H,27461
05/7/2021 11H,27483
05/7/2021 10H,27468
05/7/2021 09H,27470
05/7/2021 08H,27479
05/7/2021 07H,27474
05/7/2021 06H,27481
05/7/2021 05H,27472
05/7/2021 04H,28380
05/7/2021 03H,27445
05/7/2021 02H,27437
05/7/2021 01H,27457
05/7/2021 00H,27435
05/6/2021 23H,27425
05/6/2021 22H,27426
05/6/2021 21H,27436
05/6/2021 20H,27431
05/6/2021 19H,27431
05/6/2021 18H,27437
05/6/2021 17H,27454
05/6/2021 16H,27447
05/6/2021 15H,28303
05/6/2021 14H,28412
05/6/2021 13H,28418
05/6/2021 12H,28418
05/6/2021 11H,28422
05/6/2021 10H,28429
05/6/2021 09H,28378
05/6/2021 08H,28413
05/6/2021 07H,28403
05/6/2021 06H,28389
05/6/2021 05H,28380
05/6/2021 04H,28324
05/6/2021 03H,28372
05/6/2021 02H,28338
05/6/2021 01H,28337
05/6/2021 00H,28349
05/5/2021 23H,28312
05/5/2021 22H,28301
05/5/2021 21H,28299
05/5/2021 20H,28286
05/5/2021 19H,28210
05/5/2021 18H,28355
05/5/2021 17H,28352
05/5/2021 16H,28358
05/5/2021 15H,28356
05/5/2021 14H,28383
05/5/2021 13H,28372
05/5/2021 12H,28355
05/5/2021 11H,28361
05/5/2021 10H,28370
05/5/2021 09H,28360
05/5/2021 08H,28381
05/5/2021 07H,28333
05/5/2021 06H,28346
05/5/2021 05H,28332
05/5/2021 04H,28331
05/5/2021 03H,28324
05/5/2021 02H,28310
05/5/2021 01H,28308
05/5/2021 00H,28286
05/4/2021 23H,28263
05/4/2021 22H,28268
05/4/2021 21H,28253
05/4/2021 20H,28260
05/4/2021 19H,28170
05/4/2021 18H,28275
05/4/2021 17H,28288
05/4/2021 16H,28301
05/4/2021 15H,28315
05/4/2021 14H,28318
05/4/2021 13H,28339
05/4/2021 12H,28351
05/4/2021 11H,28348
05/4/2021 10H,28338
05/4/2021 09H,28360
05/4/2021 08H,28364
05/4/2021 07H,28357
05/4/2021 06H,28345
05/4/2021 05H,28337
05/4/2021 04H,28233
05/4/2021 03H,28346
05/4/2021 02H,28170
05/4/2021 01H,28235
05/4/2021 00H,28230
05/3/2021 23H,28218
05/3/2021 22H,28210
05/3/2021 21H,28197
05/3/2021 20H,28231
05/3/2021 19H,28208
05/3/2021 18H,28235
05/3/2021 17H,28244
05/3/2021 16H,28266
05/3/2021 15H,28274
05/3/2021 14H,28286
05/3/2021 13H,28294
05/3/2021 12H,28297
05/3/2021 11H,28307
05/3/2021 10H,28317
05/3/2021 09H,28314
05/3/2021 08H,28322
05/3/2021 07H,28310
05/3/2021 06H,28257
05/3/2021 05H,28267
05/3/2021 04H,27953
05/3/2021 03H,28222
05/3/2021 02H,28210
05/3/2021 01H,28180
05/3/2021 00H,28156
05/2/2021 23H,28126
05/2/2021 22H,28113
05/2/2021 21H,28112
05/2/2021 20H,28110
05/2/2021 19H,28079
05/2/2021 18H,28106
05/2/2021 17H,28114
05/2/2021 16H,28096
05/2/2021 15H,27967
05/2/2021 14H,27816
05/2/2021 13H,27811
05/2/2021 12H,27652
05/2/2021 11H,27644
05/2/2021 10H,27627
05/2/2021 09H,27286
05/2/2021 08H,27275
05/2/2021 07H,27281
05/2/2021 06H,27365
05/2/2021 05H,27773
05/2/2021 04H,25612
05/2/2021 03H,28009
05/2/2021 02H,28002
