Net generation from nuclear for Mid-Atlantic (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390110&sdid=EBA.MIDA-ALL.NG.NUC.H
19:12:51 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDA-ALL.NG.NUC.H megawatthours
10/7/2021 09H,30608
10/7/2021 08H,30612
10/7/2021 07H,30626
10/7/2021 06H,30612
10/7/2021 05H,30638
10/7/2021 04H,30646
10/7/2021 03H,30621
10/7/2021 02H,30501
10/7/2021 01H,30574
10/7/2021 00H,30567
10/6/2021 23H,30549
10/6/2021 22H,30553
10/6/2021 21H,30567
10/6/2021 20H,30582
10/6/2021 19H,30581
10/6/2021 18H,30607
10/6/2021 17H,30614
10/6/2021 16H,30596
10/6/2021 15H,30595
10/6/2021 14H,30612
10/6/2021 13H,30663
10/6/2021 12H,30645
10/6/2021 11H,30654
10/6/2021 10H,30639
10/6/2021 09H,30653
10/6/2021 08H,30654
10/6/2021 07H,30641
10/6/2021 06H,30650
10/6/2021 05H,30644
10/6/2021 04H,31356
10/6/2021 03H,30638
10/6/2021 02H,30616
10/6/2021 01H,30624
10/6/2021 00H,30609
10/5/2021 23H,30608
10/5/2021 22H,30586
10/5/2021 21H,30587
10/5/2021 20H,30567
10/5/2021 19H,30593
10/5/2021 18H,30602
10/5/2021 17H,30607
10/5/2021 16H,30616
10/5/2021 15H,30625
10/5/2021 14H,30648
10/5/2021 13H,30628
10/5/2021 12H,30635
10/5/2021 11H,30632
10/5/2021 10H,31460
10/5/2021 09H,31456
10/5/2021 08H,31451
10/5/2021 07H,31426
10/5/2021 06H,31424
10/5/2021 05H,31396
10/5/2021 04H,31154
10/5/2021 03H,31297
10/5/2021 02H,31215
10/5/2021 01H,31320
10/5/2021 00H,31310
10/4/2021 23H,31291
10/4/2021 22H,31297
10/4/2021 21H,31294
10/4/2021 20H,31299
10/4/2021 19H,31292
10/4/2021 18H,31310
10/4/2021 17H,31319
10/4/2021 16H,31317
10/4/2021 15H,31333
10/4/2021 14H,31337
10/4/2021 13H,31354
10/4/2021 12H,31346
10/4/2021 11H,31329
10/4/2021 10H,31312
10/4/2021 09H,31296
10/4/2021 08H,31255
10/4/2021 07H,31231
10/4/2021 06H,31225
10/4/2021 05H,31194
10/4/2021 04H,30840
10/4/2021 03H,31145
10/4/2021 02H,31135
10/4/2021 01H,31133
10/4/2021 00H,31102
10/3/2021 23H,31083
10/3/2021 22H,31096
10/3/2021 21H,31082
10/3/2021 20H,31079
10/3/2021 19H,31078
10/3/2021 18H,31080
10/3/2021 17H,31063
10/3/2021 16H,31086
10/3/2021 15H,31084
10/3/2021 14H,31092
10/3/2021 13H,31085
10/3/2021 12H,31099
10/3/2021 11H,31065
10/3/2021 10H,31021
10/3/2021 09H,30971
10/3/2021 08H,30932
10/3/2021 07H,30938
10/3/2021 06H,30930
10/3/2021 05H,30888
10/3/2021 04H,30388
10/3/2021 03H,30789
10/3/2021 02H,30736
10/3/2021 01H,30687
10/3/2021 00H,30625
10/2/2021 23H,30595
10/2/2021 22H,30531
10/2/2021 21H,30470
10/2/2021 20H,30451
10/2/2021 19H,30402
10/2/2021 18H,30479
10/2/2021 17H,30502
10/2/2021 16H,30506
10/2/2021 15H,30533
10/2/2021 14H,30558
10/2/2021 13H,30572
10/2/2021 12H,30584
10/2/2021 11H,30575
10/2/2021 10H,30564
10/2/2021 09H,30555
10/2/2021 08H,30556
10/2/2021 07H,30544
10/2/2021 06H,30530
10/2/2021 05H,30431
10/2/2021 04H,31507
10/2/2021 03H,30591
10/2/2021 02H,31088
10/2/2021 01H,31491
10/2/2021 00H,31760
10/1/2021 23H,31762
10/1/2021 22H,31733
10/1/2021 21H,31620
10/1/2021 20H,31580
10/1/2021 19H,31462
10/1/2021 18H,31436
10/1/2021 17H,31468
10/1/2021 16H,31456
10/1/2021 15H,31472
10/1/2021 14H,31504
10/1/2021 13H,31528
10/1/2021 12H,31537
10/1/2021 11H,31549
10/1/2021 10H,31549
10/1/2021 09H,31544
10/1/2021 08H,31536
10/1/2021 07H,31519
10/1/2021 06H,31531
10/1/2021 05H,31513
10/1/2021 04H,31580
10/1/2021 03H,31514
10/1/2021 02H,31497
10/1/2021 01H,31478
10/1/2021 00H,31453
09/30/2021 23H,31458
09/30/2021 22H,31439
09/30/2021 21H,31455
09/30/2021 20H,31434
09/30/2021 19H,31444
09/30/2021 18H,31464
09/30/2021 17H,31507
09/30/2021 16H,31538
09/30/2021 15H,31568
09/30/2021 14H,31568
09/30/2021 13H,31584
09/30/2021 12H,31582
09/30/2021 11H,31577
09/30/2021 10H,31595
09/30/2021 09H,31588
09/30/2021 08H,31583
09/30/2021 07H,31599
09/30/2021 06H,31588
09/30/2021 05H,31570
09/30/2021 04H,31617
09/30/2021 03H,31577
09/30/2021 02H,31584
09/30/2021 01H,31566
09/30/2021 00H,31548
09/29/2021 23H,31551
09/29/2021 22H,31562
09/29/2021 21H,31551
09/29/2021 20H,31556
09/29/2021 19H,31560
09/29/2021 18H,31555
09/29/2021 17H,31570
09/29/2021 16H,31589
09/29/2021 15H,31618
09/29/2021 14H,31622
09/29/2021 13H,31644
09/29/2021 12H,31670
09/29/2021 11H,31662
09/29/2021 10H,31664
09/29/2021 09H,31650
09/29/2021 08H,31668
09/29/2021 07H,31659
09/29/2021 06H,31622
09/29/2021 05H,31626
09/29/2021 04H,31634
09/29/2021 03H,31584
09/29/2021 02H,31594
09/29/2021 01H,31588
09/29/2021 00H,31577
09/28/2021 23H,31558
09/28/2021 22H,31557
09/28/2021 21H,31529
09/28/2021 20H,31528
09/28/2021 19H,31511
09/28/2021 18H,31479
09/28/2021 17H,31488
09/28/2021 16H,31524
09/28/2021 15H,31590
09/28/2021 14H,31578
09/28/2021 13H,31625
09/28/2021 12H,31640
09/28/2021 11H,31635
09/28/2021 10H,31633
09/28/2021 09H,31628
09/28/2021 08H,31644
09/28/2021 07H,31631
09/28/2021 06H,31640
09/28/2021 05H,31637
09/28/2021 04H,31754
09/28/2021 03H,31624
09/28/2021 02H,31609
09/28/2021 01H,31600
09/28/2021 00H,31597
09/27/2021 23H,31577
09/27/2021 22H,31561
09/27/2021 21H,31567
09/27/2021 20H,31570
09/27/2021 19H,31593
09/27/2021 18H,31604
09/27/2021 17H,31632
09/27/2021 16H,31663
09/27/2021 15H,31690
09/27/2021 14H,31744
09/27/2021 13H,31753
09/27/2021 12H,31761
09/27/2021 11H,31761
09/27/2021 10H,31760
09/27/2021 09H,31759
09/27/2021 08H,31764
09/27/2021 07H,31776
09/27/2021 06H,31764
09/27/2021 05H,31764
09/27/2021 04H,31818
09/27/2021 03H,31762
09/27/2021 02H,31756
09/27/2021 01H,31734
09/27/2021 00H,31728
09/26/2021 23H,31712
09/26/2021 22H,31715
09/26/2021 21H,31720
09/26/2021 20H,31700
09/26/2021 19H,31710
09/26/2021 18H,31721
09/26/2021 17H,31751
09/26/2021 16H,31770
09/26/2021 15H,31802
09/26/2021 14H,31831
09/26/2021 13H,31876
09/26/2021 12H,31859
09/26/2021 11H,31856
09/26/2021 10H,31832
09/26/2021 09H,31823
09/26/2021 08H,31812
09/26/2021 07H,31820
09/26/2021 06H,31806
09/26/2021 05H,31805
09/26/2021 04H,31797
09/26/2021 03H,31817
09/26/2021 02H,31804
09/26/2021 01H,31785
09/26/2021 00H,31767
09/25/2021 23H,31747
09/25/2021 22H,31747
09/25/2021 21H,31743
09/25/2021 20H,31722
09/25/2021 19H,31708
09/25/2021 18H,31741
09/25/2021 17H,31759
09/25/2021 16H,31776
09/25/2021 15H,31806
09/25/2021 14H,31841
09/25/2021 13H,31891
09/25/2021 12H,31891
09/25/2021 11H,31871
09/25/2021 10H,31843
09/25/2021 09H,31860
09/25/2021 08H,31830
09/25/2021 07H,31851
09/25/2021 06H,31831
09/25/2021 05H,31818
09/25/2021 04H,31834
09/25/2021 03H,31768
09/25/2021 02H,31711
09/25/2021 01H,31778
09/25/2021 00H,31766
09/24/2021 23H,31743
09/24/2021 22H,31706
09/24/2021 21H,31692
09/24/2021 20H,31709
09/24/2021 19H,31737
09/24/2021 18H,31759
09/24/2021 17H,31762
09/24/2021 16H,31772
09/24/2021 15H,31793
09/24/2021 14H,31834
09/24/2021 13H,31850
09/24/2021 12H,31864
09/24/2021 11H,31843
09/24/2021 10H,31834
09/24/2021 09H,31822
09/24/2021 08H,31830
09/24/2021 07H,31806
09/24/2021 06H,31818
09/24/2021 05H,31833
09/24/2021 04H,31674
09/24/2021 03H,31816
09/24/2021 02H,31785
09/24/2021 01H,31788
09/24/2021 00H,31780
09/23/2021 23H,31778
09/23/2021 22H,31758
09/23/2021 21H,31772
09/23/2021 20H,31751
09/23/2021 19H,31756
09/23/2021 18H,31772
09/23/2021 17H,31752
09/23/2021 16H,31750
09/23/2021 15H,31738
09/23/2021 14H,31691
09/23/2021 13H,31673
09/23/2021 12H,31704
09/23/2021 11H,31689
09/23/2021 10H,31681
09/23/2021 09H,31696
09/23/2021 08H,31697
09/23/2021 07H,31720
09/23/2021 06H,31703
09/23/2021 05H,31672
09/23/2021 04H,31585
09/23/2021 03H,31678
09/23/2021 02H,31687
09/23/2021 01H,31672
09/23/2021 00H,31651
09/22/2021 23H,31593
09/22/2021 22H,31579
09/22/2021 21H,31591
09/22/2021 20H,31601
09/22/2021 19H,31595
09/22/2021 18H,31593
09/22/2021 17H,31572
09/22/2021 16H,31614
09/22/2021 15H,31654
09/22/2021 14H,31658
09/22/2021 13H,31672
09/22/2021 12H,31680
09/22/2021 11H,31690
09/22/2021 10H,31679
09/22/2021 09H,31680
09/22/2021 08H,31673
09/22/2021 07H,31647
09/22/2021 06H,31627
09/22/2021 05H,31620
09/22/2021 04H,30955
09/22/2021 03H,31583
09/22/2021 02H,31563
09/22/2021 01H,31577
09/22/2021 00H,31584
09/21/2021 23H,31551
09/21/2021 22H,31546
09/21/2021 21H,31529
09/21/2021 20H,31473
09/21/2021 19H,31481
09/21/2021 18H,31470
09/21/2021 17H,31472
09/21/2021 16H,31454
09/21/2021 15H,31350
09/21/2021 14H,31325
09/21/2021 13H,31304
09/21/2021 12H,31104
09/21/2021 11H,31055
09/21/2021 10H,31036
09/21/2021 09H,31026
09/21/2021 08H,31010
09/21/2021 07H,31003
09/21/2021 06H,30990
09/21/2021 05H,30965
09/21/2021 04H,30729
09/21/2021 03H,30941
09/21/2021 02H,30928
09/21/2021 01H,30912
09/21/2021 00H,30762
09/20/2021 23H,30684
09/20/2021 22H,30673
09/20/2021 21H,30650
09/20/2021 20H,30625
09/20/2021 19H,30664
09/20/2021 18H,30677
09/20/2021 17H,30683
09/20/2021 16H,30756
09/20/2021 15H,30785
09/20/2021 14H,30748
09/20/2021 13H,30733
09/20/2021 12H,30783
09/20/2021 11H,30791
09/20/2021 10H,30780
09/20/2021 09H,30768
09/20/2021 08H,30757
09/20/2021 07H,30759
09/20/2021 06H,30769
09/20/2021 05H,30751
09/20/2021 04H,30147
09/20/2021 03H,30693
09/20/2021 02H,30698
09/20/2021 01H,30687
09/20/2021 00H,30662
09/19/2021 23H,30667
09/19/2021 22H,30652
09/19/2021 21H,30637
09/19/2021 20H,30640
09/19/2021 19H,30670
09/19/2021 18H,30698
09/19/2021 17H,30707
09/19/2021 16H,30754
09/19/2021 15H,30772
09/19/2021 14H,30806
09/19/2021 13H,30822
09/19/2021 12H,30826
09/19/2021 11H,30823
09/19/2021 10H,30785
09/19/2021 09H,30753
09/19/2021 08H,30709
09/19/2021 07H,30628
09/19/2021 06H,30345
09/19/2021 05H,30241
09/19/2021 04H,30186
09/19/2021 03H,30099
09/19/2021 02H,30297
09/19/2021 01H,30329
09/19/2021 00H,30330
09/18/2021 23H,30276
09/18/2021 22H,30223
09/18/2021 21H,30202
09/18/2021 20H,30203
09/18/2021 19H,30128
09/18/2021 18H,29957
09/18/2021 17H,29975
09/18/2021 16H,30172
09/18/2021 15H,30161
09/18/2021 14H,30063
09/18/2021 13H,30045
09/18/2021 12H,29948
09/18/2021 11H,29900
09/18/2021 10H,29981
09/18/2021 09H,29991
09/18/2021 08H,30070
09/18/2021 07H,30065
09/18/2021 06H,30114
09/18/2021 05H,30123
09/18/2021 04H,30715
09/18/2021 03H,30239
09/18/2021 02H,30379
09/18/2021 01H,30597
09/18/2021 00H,30590
09/17/2021 23H,30619
09/17/2021 22H,30629
09/17/2021 21H,30617
09/17/2021 20H,30628
09/17/2021 19H,30636
09/17/2021 18H,30651
09/17/2021 17H,30652
09/17/2021 16H,30679
09/17/2021 15H,30677
09/17/2021 14H,30681
09/17/2021 13H,30710
09/17/2021 12H,30732
09/17/2021 11H,30737
09/17/2021 10H,30737
09/17/2021 09H,30746
09/17/2021 08H,30742
09/17/2021 07H,30734
09/17/2021 06H,30721
09/17/2021 05H,30721
09/17/2021 04H,30802
09/17/2021 03H,30709
09/17/2021 02H,30703
09/17/2021 01H,30697
09/17/2021 00H,30690
09/16/2021 23H,30696
09/16/2021 22H,30702
09/16/2021 21H,30706
09/16/2021 20H,30707
09/16/2021 19H,30710
09/16/2021 18H,30724
09/16/2021 17H,30749
09/16/2021 16H,30763
09/16/2021 15H,30797
09/16/2021 14H,30819
09/16/2021 13H,30837
09/16/2021 12H,30842
09/16/2021 11H,30836
09/16/2021 10H,30835
09/16/2021 09H,30840
09/16/2021 08H,30840
09/16/2021 07H,30837
09/16/2021 06H,30850
09/16/2021 05H,30811
09/16/2021 04H,30678
09/16/2021 03H,30796
09/16/2021 02H,30801
09/16/2021 01H,30792
09/16/2021 00H,30771
09/15/2021 23H,30757
09/15/2021 22H,30756
09/15/2021 21H,30732
09/15/2021 20H,30709
09/15/2021 19H,30714
09/15/2021 18H,30718
09/15/2021 17H,30736
09/15/2021 16H,30769
09/15/2021 15H,30749
09/15/2021 14H,30805
09/15/2021 13H,30805
09/15/2021 12H,30825
09/15/2021 11H,30829
09/15/2021 10H,30833
09/15/2021 09H,30823
09/15/2021 08H,30809
09/15/2021 07H,30794
09/15/2021 06H,30789
09/15/2021 05H,30754
09/15/2021 04H,30758
09/15/2021 03H,30670
09/15/2021 02H,30671
09/15/2021 01H,30647
09/15/2021 00H,30612
09/14/2021 23H,30597
09/14/2021 22H,30592
09/14/2021 21H,30574
09/14/2021 20H,30578
09/14/2021 19H,30587
09/14/2021 18H,30596
09/14/2021 17H,30603
09/14/2021 16H,30652
09/14/2021 15H,30687
09/14/2021 14H,30708
09/14/2021 13H,30727
09/14/2021 12H,30729
09/14/2021 11H,30712
09/14/2021 10H,30677
09/14/2021 09H,30679
09/14/2021 08H,30671
09/14/2021 07H,30641
09/14/2021 06H,30791
09/14/2021 05H,30759
09/14/2021 04H,31060
09/14/2021 03H,30788
09/14/2021 02H,30779
09/14/2021 01H,30752
09/14/2021 00H,30736
09/13/2021 23H,30713
09/13/2021 22H,30723
09/13/2021 21H,30694
09/13/2021 20H,30704
09/13/2021 19H,30732
09/13/2021 18H,30730
09/13/2021 17H,30741
09/13/2021 16H,30789
09/13/2021 15H,30812
09/13/2021 14H,30830
09/13/2021 13H,30870
09/13/2021 12H,30861
09/13/2021 11H,30865
09/13/2021 10H,30830
09/13/2021 09H,30834
09/13/2021 08H,30825
09/13/2021 07H,30802
09/13/2021 06H,30791
09/13/2021 05H,30850
09/13/2021 04H,31686
09/13/2021 03H,31248
09/13/2021 02H,31368
09/13/2021 01H,31583
09/13/2021 00H,31622
09/12/2021 23H,31633
09/12/2021 22H,31636
09/12/2021 21H,31625
09/12/2021 20H,31628
09/12/2021 19H,31650
09/12/2021 18H,31658
09/12/2021 17H,31672
09/12/2021 16H,31698
09/12/2021 15H,31704
09/12/2021 14H,31739
09/12/2021 13H,31697
09/12/2021 12H,31513
09/12/2021 11H,31507
09/12/2021 10H,31404
09/12/2021 09H,30991
09/12/2021 08H,31004
09/12/2021 07H,31024
09/12/2021 06H,31211
09/12/2021 05H,31518
09/12/2021 04H,32534
09/12/2021 03H,31777
09/12/2021 02H,31922
09/12/2021 01H,32082
09/12/2021 00H,32414
09/11/2021 23H,32680
09/11/2021 22H,32659
09/11/2021 21H,32625
09/11/2021 20H,32586
09/11/2021 19H,32600
09/11/2021 18H,32522
09/11/2021 17H,32504
09/11/2021 16H,32519
09/11/2021 15H,32535
09/11/2021 14H,32708
09/11/2021 13H,32765
09/11/2021 12H,32771
09/11/2021 11H,32744
09/11/2021 10H,32687
09/11/2021 09H,32678
09/11/2021 08H,32654
09/11/2021 07H,32584
09/11/2021 06H,32564
09/11/2021 05H,32559
09/11/2021 04H,32807
09/11/2021 03H,32587
09/11/2021 02H,32630
09/11/2021 01H,32608
09/11/2021 00H,32576
09/10/2021 23H,32591
09/10/2021 22H,32585
09/10/2021 21H,32552
09/10/2021 20H,32560
09/10/2021 19H,32569
09/10/2021 18H,32581
09/10/2021 17H,32591
09/10/2021 16H,32607
09/10/2021 15H,32626
09/10/2021 14H,32647
09/10/2021 13H,32678
09/10/2021 12H,32686
09/10/2021 11H,32686
09/10/2021 10H,32678
09/10/2021 09H,32654
09/10/2021 08H,32613
09/10/2021 07H,32716
09/10/2021 06H,32815
09/10/2021 05H,32809
09/10/2021 04H,32808
09/10/2021 03H,32805
09/10/2021 02H,32775
09/10/2021 01H,32782
09/10/2021 00H,32773
09/9/2021 23H,32757
09/9/2021 22H,32758
09/9/2021 21H,32743
09/9/2021 20H,32734
09/9/2021 19H,32750
09/9/2021 18H,32740
09/9/2021 17H,32776
09/9/2021 16H,32783
09/9/2021 15H,32808
09/9/2021 14H,32793
09/9/2021 13H,32846
09/9/2021 12H,32843
09/9/2021 11H,32826
09/9/2021 10H,32841
09/9/2021 09H,32842
09/9/2021 08H,32852
09/9/2021 07H,32846
09/9/2021 06H,32826
09/9/2021 05H,32814
09/9/2021 04H,32760
09/9/2021 03H,32750
09/9/2021 02H,32728
09/9/2021 01H,32712
09/9/2021 00H,32707
09/8/2021 23H,32705
09/8/2021 22H,32705
09/8/2021 21H,32698
09/8/2021 20H,32685
09/8/2021 19H,32697
09/8/2021 18H,32660
09/8/2021 17H,32696
09/8/2021 16H,32714
09/8/2021 15H,32729
09/8/2021 14H,32781
09/8/2021 13H,32817
09/8/2021 12H,32823
09/8/2021 11H,32827
09/8/2021 10H,32812
09/8/2021 09H,32819
09/8/2021 08H,32790
09/8/2021 07H,32784
09/8/2021 06H,32787
09/8/2021 05H,32781
09/8/2021 04H,32863
09/8/2021 03H,32708
09/8/2021 02H,32688
09/8/2021 01H,32679
09/8/2021 00H,32669
09/7/2021 23H,32644
09/7/2021 22H,32635
09/7/2021 21H,32668
09/7/2021 20H,32671
09/7/2021 19H,32689
09/7/2021 18H,32713
09/7/2021 17H,32718
09/7/2021 16H,32769
09/7/2021 15H,32823
09/7/2021 14H,32851
09/7/2021 13H,32884
09/7/2021 12H,32906
09/7/2021 11H,32891
09/7/2021 10H,32919
09/7/2021 09H,32900
09/7/2021 08H,32911
09/7/2021 07H,32907
09/7/2021 06H,32904
09/7/2021 05H,32873
09/7/2021 04H,32851
09/7/2021 03H,32852
09/7/2021 02H,32826
09/7/2021 01H,32812
09/7/2021 00H,32801
09/6/2021 23H,32778
09/6/2021 22H,32768
09/6/2021 21H,32774
09/6/2021 20H,32744
09/6/2021 19H,32783
09/6/2021 18H,32808
09/6/2021 17H,32811
09/6/2021 16H,32835
09/6/2021 15H,32890
09/6/2021 14H,32883
09/6/2021 13H,32914
09/6/2021 12H,32893
09/6/2021 11H,32911
09/6/2021 10H,32924
09/6/2021 09H,32921
09/6/2021 08H,32917
09/6/2021 07H,32878
09/6/2021 06H,32877
09/6/2021 05H,32858
09/6/2021 04H,32585
09/6/2021 03H,32836
09/6/2021 02H,32844
09/6/2021 01H,32847
09/6/2021 00H,32856
09/5/2021 23H,32827
09/5/2021 22H,32827
09/5/2021 21H,32827
09/5/2021 20H,32828
09/5/2021 19H,32853
09/5/2021 18H,32874
09/5/2021 17H,32875
09/5/2021 16H,32913
09/5/2021 15H,32922
09/5/2021 14H,32969
09/5/2021 13H,33001
09/5/2021 12H,33001
09/5/2021 11H,32991
09/5/2021 10H,32959
09/5/2021 09H,32965
09/5/2021 08H,32979
09/5/2021 07H,32962
09/5/2021 06H,32964
09/5/2021 05H,32809
09/5/2021 04H,32968
09/5/2021 03H,32618
09/5/2021 02H,32695
09/5/2021 01H,32847
09/5/2021 00H,32872
09/4/2021 23H,32856
09/4/2021 22H,32874
09/4/2021 21H,32872
09/4/2021 20H,32889
09/4/2021 19H,32874
09/4/2021 18H,32914
09/4/2021 17H,32921
09/4/2021 16H,32948
09/4/2021 15H,32946
09/4/2021 14H,32969
09/4/2021 13H,32981
09/4/2021 12H,32983
09/4/2021 11H,33002
09/4/2021 10H,33022
09/4/2021 09H,33020
09/4/2021 08H,33024
09/4/2021 07H,33019
09/4/2021 06H,33003
09/4/2021 05H,32980
09/4/2021 04H,32980
09/4/2021 03H,32943
09/4/2021 02H,32932
09/4/2021 01H,32940
09/4/2021 00H,32922
09/3/2021 23H,32912
09/3/2021 22H,32892
09/3/2021 21H,32896
09/3/2021 20H,32919
09/3/2021 19H,32933
09/3/2021 18H,32967
09/3/2021 17H,32984
09/3/2021 16H,32992
09/3/2021 15H,33000
09/3/2021 14H,33009
09/3/2021 13H,33025
09/3/2021 12H,33036
09/3/2021 11H,33058
09/3/2021 10H,33071
09/3/2021 09H,33050
09/3/2021 08H,33045
09/3/2021 07H,33028
09/3/2021 06H,33020
09/3/2021 05H,32994
09/3/2021 04H,32857
09/3/2021 03H,32958
09/3/2021 02H,32945
09/3/2021 01H,32931
09/3/2021 00H,32924
09/2/2021 23H,32908
09/2/2021 22H,32894
09/2/2021 21H,32880
09/2/2021 20H,32884
09/2/2021 19H,32876
09/2/2021 18H,32898
09/2/2021 17H,32926
09/2/2021 16H,32881
09/2/2021 15H,32762
09/2/2021 14H,32769
09/2/2021 13H,32760
09/2/2021 12H,32938
09/2/2021 11H,32901
09/2/2021 10H,32886
09/2/2021 09H,32850
09/2/2021 08H,32818
09/2/2021 07H,32808
09/2/2021 06H,32798
09/2/2021 05H,32726
09/2/2021 04H,32674
09/2/2021 03H,32838
09/2/2021 02H,32789
09/2/2021 01H,32807
09/2/2021 00H,32802
09/1/2021 23H,32775
09/1/2021 22H,32758
09/1/2021 21H,32757
09/1/2021 20H,32723
09/1/2021 19H,32714
09/1/2021 18H,32753
09/1/2021 17H,32775
09/1/2021 16H,32790
09/1/2021 15H,32804
09/1/2021 14H,32822
09/1/2021 13H,32807
09/1/2021 12H,32831
09/1/2021 11H,32792
09/1/2021 10H,32780
09/1/2021 09H,32775
09/1/2021 08H,32766
09/1/2021 07H,32730
09/1/2021 06H,32713
09/1/2021 05H,32702
09/1/2021 04H,32526
09/1/2021 03H,32662
09/1/2021 02H,32629
09/1/2021 01H,32618
09/1/2021 00H,32610
08/31/2021 23H,32580
08/31/2021 22H,32570
08/31/2021 21H,32557
08/31/2021 20H,32523
08/31/2021 19H,32531
08/31/2021 18H,32503
08/31/2021 17H,32554
08/31/2021 16H,32550
08/31/2021 15H,32588
08/31/2021 14H,32599
08/31/2021 13H,32599
08/31/2021 12H,32601
08/31/2021 11H,32620
08/31/2021 10H,32608
08/31/2021 09H,32586
08/31/2021 08H,32594
08/31/2021 07H,32584
08/31/2021 06H,32584
08/31/2021 05H,32565
08/31/2021 04H,32382
08/31/2021 03H,32511
08/31/2021 02H,32474
08/31/2021 01H,32470
08/31/2021 00H,32462
08/30/2021 23H,32425
08/30/2021 22H,32405
08/30/2021 21H,32407
08/30/2021 20H,32381
08/30/2021 19H,32399
08/30/2021 18H,32408
08/30/2021 17H,32436
08/30/2021 16H,32493
08/30/2021 15H,32506
08/30/2021 14H,32546
08/30/2021 13H,32564
08/30/2021 12H,32586
08/30/2021 11H,32576
08/30/2021 10H,32548
08/30/2021 09H,32533
08/30/2021 08H,32499
08/30/2021 07H,32456
08/30/2021 06H,32415
08/30/2021 05H,32395
08/30/2021 04H,32057
08/30/2021 03H,32328
08/30/2021 02H,32293
08/30/2021 01H,32303
08/30/2021 00H,32306
08/29/2021 23H,32285
08/29/2021 22H,32278
08/29/2021 21H,32301
08/29/2021 20H,32288
08/29/2021 19H,32292
08/29/2021 18H,32308
08/29/2021 17H,32321
08/29/2021 16H,32352
08/29/2021 15H,32373
08/29/2021 14H,32417
08/29/2021 13H,32439
08/29/2021 12H,32420
08/29/2021 11H,32364
08/29/2021 10H,32311
08/29/2021 09H,32267
08/29/2021 08H,32159
08/29/2021 07H,32086
08/29/2021 06H,32078
08/29/2021 05H,32098
08/29/2021 04H,32287
08/29/2021 03H,32019
08/29/2021 02H,31975
08/29/2021 01H,32000
08/29/2021 00H,32260
08/28/2021 23H,32279
08/28/2021 22H,32284
08/28/2021 21H,32272
08/28/2021 20H,32270
08/28/2021 19H,32260
08/28/2021 18H,32280
08/28/2021 17H,32286
08/28/2021 16H,32304
08/28/2021 15H,32362
08/28/2021 14H,32412
08/28/2021 13H,32420
08/28/2021 12H,32434
08/28/2021 11H,32397
08/28/2021 10H,32337
08/28/2021 09H,32332
08/28/2021 08H,32313
08/28/2021 07H,32323
08/28/2021 06H,32313
08/28/2021 05H,32302
08/28/2021 04H,32373
08/28/2021 03H,32311
08/28/2021 02H,32284
08/28/2021 01H,32275
08/28/2021 00H,32255
08/27/2021 23H,32250
08/27/2021 22H,32219
08/27/2021 21H,32188
08/27/2021 20H,32188
08/27/2021 19H,32212
08/27/2021 18H,32234
08/27/2021 17H,32259
08/27/2021 16H,32302
08/27/2021 15H,32320
08/27/2021 14H,32334
08/27/2021 13H,32408
08/27/2021 12H,32431
08/27/2021 11H,32439
08/27/2021 10H,32429
08/27/2021 09H,32418
08/27/2021 08H,32399
08/27/2021 07H,32413
08/27/2021 06H,32385
08/27/2021 05H,32368
08/27/2021 04H,32039
08/27/2021 03H,32359
08/27/2021 02H,32340
08/27/2021 01H,32325
08/27/2021 00H,32297
08/26/2021 23H,32294
08/26/2021 22H,32276
08/26/2021 21H,32291
08/26/2021 20H,32299
08/26/2021 19H,32315
08/26/2021 18H,32348
08/26/2021 17H,32406
08/26/2021 16H,32418
08/26/2021 15H,32359
08/26/2021 14H,32296
08/26/2021 13H,32256
08/26/2021 12H,32186
08/26/2021 11H,32195
08/26/2021 10H,32185
08/26/2021 09H,32188
08/26/2021 08H,32172
08/26/2021 07H,32160
08/26/2021 06H,32125
08/26/2021 05H,32130
08/26/2021 04H,32095
08/26/2021 03H,32004
08/26/2021 02H,31964
08/26/2021 01H,32010
08/26/2021 00H,31989
08/25/2021 23H,31960
08/25/2021 22H,31981
08/25/2021 21H,31990
08/25/2021 20H,31974
08/25/2021 19H,31989
08/25/2021 18H,32013
08/25/2021 17H,32043
08/25/2021 16H,32069
08/25/2021 15H,32099
08/25/2021 14H,32124
08/25/2021 13H,32157
08/25/2021 12H,32197
08/25/2021 11H,32197
08/25/2021 10H,32196
08/25/2021 09H,32220
08/25/2021 08H,32207
08/25/2021 07H,32219
08/25/2021 06H,32200
08/25/2021 05H,32134
08/25/2021 04H,32669
08/25/2021 03H,32083
08/25/2021 02H,32019
08/25/2021 01H,31991
08/25/2021 00H,32022
08/24/2021 23H,32041
08/24/2021 22H,31975
08/24/2021 21H,32191
