Net generation from natural gas for Mid-Atlantic (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390110&sdid=EBA.MIDA-ALL.NG.NG.H
19:12:44 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDA-ALL.NG.NG.H megawatthours
12/15/2020 23H,46581
12/15/2020 22H,45707
12/15/2020 21H,40792
12/15/2020 20H,38732
12/15/2020 19H,38503
12/15/2020 18H,38327
12/15/2020 17H,38400
12/15/2020 16H,40089
12/15/2020 15H,42881
12/15/2020 14H,44736
12/15/2020 13H,46084
12/15/2020 12H,45221
12/15/2020 11H,42118
12/15/2020 10H,36775
12/15/2020 09H,35934
12/15/2020 08H,34286
12/15/2020 07H,34906
12/15/2020 06H,34994
12/15/2020 05H,28964
12/15/2020 04H,38375
12/15/2020 03H,40622
12/15/2020 02H,44450
12/15/2020 01H,45408
12/15/2020 00H,47246
12/14/2020 23H,48004
12/14/2020 22H,47616
12/14/2020 21H,42736
12/14/2020 20H,41742
12/14/2020 19H,42308
12/14/2020 18H,42901
12/14/2020 17H,42257
12/14/2020 16H,41786
12/14/2020 15H,42008
12/14/2020 14H,41216
12/14/2020 13H,39949
12/14/2020 12H,37782
12/14/2020 11H,34230
12/14/2020 10H,29054
12/14/2020 09H,26302
12/14/2020 08H,27760
12/14/2020 07H,27673
12/14/2020 06H,27406
12/14/2020 05H,27184
12/14/2020 04H,31291
12/14/2020 03H,32871
12/14/2020 02H,35700
12/14/2020 01H,37016
12/14/2020 00H,37912
12/13/2020 23H,38372
12/13/2020 22H,37730
12/13/2020 21H,33770
12/13/2020 20H,32118
12/13/2020 19H,31966
12/13/2020 18H,31677
12/13/2020 17H,31571
12/13/2020 16H,31066
12/13/2020 15H,30855
12/13/2020 14H,30076
12/13/2020 13H,29466
12/13/2020 12H,28292
12/13/2020 11H,27376
12/13/2020 10H,26130
12/13/2020 09H,25836
12/13/2020 08H,25799
12/13/2020 07H,26383
12/13/2020 06H,26736
12/13/2020 05H,27294
12/13/2020 04H,27037
12/13/2020 03H,28207
12/13/2020 02H,30042
12/13/2020 01H,31309
12/13/2020 00H,32036
12/12/2020 23H,32440
12/12/2020 22H,31002
12/12/2020 21H,29541
12/12/2020 20H,27464
12/12/2020 19H,27272
12/12/2020 18H,27185
12/12/2020 17H,27658
12/12/2020 16H,29130
12/12/2020 15H,29288
12/12/2020 14H,28581
12/12/2020 13H,28824
12/12/2020 12H,28225
12/12/2020 11H,26224
12/12/2020 10H,25828
12/12/2020 09H,25839
12/12/2020 08H,25552
12/12/2020 07H,26115
12/12/2020 06H,26593
12/12/2020 05H,29421
12/12/2020 04H,28748
12/12/2020 03H,30575
12/12/2020 02H,34285
12/12/2020 01H,35286
12/12/2020 00H,35297
12/11/2020 23H,35536
12/11/2020 22H,35574
12/11/2020 21H,33761
12/11/2020 20H,32351
12/11/2020 19H,32710
12/11/2020 18H,32960
12/11/2020 17H,34304
12/11/2020 16H,34017
12/11/2020 15H,34111
12/11/2020 14H,35231
12/11/2020 13H,37085
12/11/2020 12H,36486
12/11/2020 11H,34363
12/11/2020 10H,31485
12/11/2020 09H,29925
12/11/2020 08H,29110
12/11/2020 07H,29917
12/11/2020 06H,29370
12/11/2020 05H,32924
12/11/2020 04H,29957
12/11/2020 03H,32372
12/11/2020 02H,34925
12/11/2020 01H,36976
12/11/2020 00H,38391
12/10/2020 23H,39429
12/10/2020 22H,38213
12/10/2020 21H,35044
12/10/2020 20H,33187
12/10/2020 19H,32501
12/10/2020 18H,32881
12/10/2020 17H,33258
12/10/2020 16H,34709
12/10/2020 15H,35492
12/10/2020 14H,37872
12/10/2020 13H,40535
12/10/2020 12H,39666
12/10/2020 11H,36508
12/10/2020 10H,33813
12/10/2020 09H,32353
12/10/2020 08H,32100
12/10/2020 07H,32018
12/10/2020 06H,32633
12/10/2020 05H,31903
12/10/2020 04H,34200
12/10/2020 03H,35811
12/10/2020 02H,39330
12/10/2020 01H,41451
12/10/2020 00H,43581
12/9/2020 23H,44248
12/9/2020 22H,43377
12/9/2020 21H,39601
12/9/2020 20H,37050
12/9/2020 19H,37145
12/9/2020 18H,38256
12/9/2020 17H,39230
12/9/2020 16H,40505
12/9/2020 15H,41480
12/9/2020 14H,42829
12/9/2020 13H,42723
12/9/2020 12H,41676
12/9/2020 11H,37435
12/9/2020 10H,33692
12/9/2020 09H,31302
12/9/2020 08H,30723
12/9/2020 07H,31619
12/9/2020 06H,31817
12/9/2020 05H,33384
12/9/2020 04H,32908
12/9/2020 03H,35170
12/9/2020 02H,39364
12/9/2020 01H,41312
12/9/2020 00H,42808
12/8/2020 23H,43316
12/8/2020 22H,43172
12/8/2020 21H,37839
12/8/2020 20H,37575
12/8/2020 19H,36268
12/8/2020 18H,37364
12/8/2020 17H,38120
12/8/2020 16H,40709
12/8/2020 15H,41902
12/8/2020 14H,43077
12/8/2020 13H,43436
12/8/2020 12H,41832
12/8/2020 11H,37411
12/8/2020 10H,33700
12/8/2020 09H,32004
12/8/2020 08H,31287
12/8/2020 07H,31424
12/8/2020 06H,32329
12/8/2020 05H,30999
12/8/2020 04H,34200
12/8/2020 03H,38615
12/8/2020 02H,43624
12/8/2020 01H,45076
12/8/2020 00H,46854
12/7/2020 23H,47137
12/7/2020 22H,46490
12/7/2020 21H,42385
12/7/2020 20H,41117
12/7/2020 19H,41702
12/7/2020 18H,41884
12/7/2020 17H,41525
12/7/2020 16H,42048
12/7/2020 15H,42982
12/7/2020 14H,42667
12/7/2020 13H,43106
12/7/2020 12H,40440
12/7/2020 11H,36814
12/7/2020 10H,33119
12/7/2020 09H,30363
12/7/2020 08H,29668
12/7/2020 07H,30098
12/7/2020 06H,30724
12/7/2020 05H,30143
12/7/2020 04H,32334
12/7/2020 03H,34714
12/7/2020 02H,38551
12/7/2020 01H,38821
12/7/2020 00H,40193
12/6/2020 23H,40621
12/6/2020 22H,38490
12/6/2020 21H,33652
12/6/2020 20H,31406
12/6/2020 19H,30972
12/6/2020 18H,31382
12/6/2020 17H,31969
12/6/2020 16H,31462
12/6/2020 15H,31704
12/6/2020 14H,31927
12/6/2020 13H,32189
12/6/2020 12H,32391
12/6/2020 11H,30976
12/6/2020 10H,29526
12/6/2020 09H,28464
12/6/2020 08H,29077
12/6/2020 07H,28632
12/6/2020 06H,29075
12/6/2020 05H,29368
12/6/2020 04H,30624
12/6/2020 03H,33493
12/6/2020 02H,34809
12/6/2020 01H,35739
12/6/2020 00H,36667
12/5/2020 23H,37637
12/5/2020 22H,36913
12/5/2020 21H,34887
12/5/2020 20H,32494
12/5/2020 19H,32136
12/5/2020 18H,32411
12/5/2020 17H,32408
12/5/2020 16H,32764
12/5/2020 15H,33444
12/5/2020 14H,32771
12/5/2020 13H,31762
12/5/2020 12H,31586
12/5/2020 11H,29646
12/5/2020 10H,28539
12/5/2020 09H,26994
12/5/2020 08H,26839
12/5/2020 07H,27226
12/5/2020 06H,27587
12/5/2020 05H,29049
12/5/2020 04H,33405
12/5/2020 03H,36209
12/5/2020 02H,37668
12/5/2020 01H,39610
12/5/2020 00H,40536
12/4/2020 23H,41588
12/4/2020 22H,41533
12/4/2020 21H,39711
12/4/2020 20H,37801
12/4/2020 19H,37684
12/4/2020 18H,37006
12/4/2020 17H,37380
12/4/2020 16H,38291
12/4/2020 15H,38504
12/4/2020 14H,38307
12/4/2020 13H,37758
12/4/2020 12H,36612
12/4/2020 11H,33305
12/4/2020 10H,29908
12/4/2020 09H,29471
12/4/2020 08H,28335
12/4/2020 07H,28082
12/4/2020 06H,28425
12/4/2020 05H,31534
12/4/2020 04H,29203
12/4/2020 03H,31962
12/4/2020 02H,35261
12/4/2020 01H,37075
12/4/2020 00H,37987
12/3/2020 23H,39674
12/3/2020 22H,39480
12/3/2020 21H,36049
12/3/2020 20H,35068
12/3/2020 19H,35089
12/3/2020 18H,35192
12/3/2020 17H,35358
12/3/2020 16H,36637
12/3/2020 15H,38440
12/3/2020 14H,40794
12/3/2020 13H,42301
12/3/2020 12H,42306
12/3/2020 11H,38414
12/3/2020 10H,33478
12/3/2020 09H,32253
12/3/2020 08H,31474
12/3/2020 07H,30880
12/3/2020 06H,30371
12/3/2020 05H,31896
12/3/2020 04H,32588
12/3/2020 03H,35499
12/3/2020 02H,38040
12/3/2020 01H,39753
12/3/2020 00H,42030
12/2/2020 23H,42825
12/2/2020 22H,40374
12/2/2020 21H,36301
12/2/2020 20H,34540
12/2/2020 19H,34992
12/2/2020 18H,36056
12/2/2020 17H,36883
12/2/2020 16H,37877
12/2/2020 15H,39235
12/2/2020 14H,40227
12/2/2020 13H,41288
12/2/2020 12H,41677
12/2/2020 11H,37943
12/2/2020 10H,33717
12/2/2020 09H,32617
12/2/2020 08H,31625
12/2/2020 07H,31188
12/2/2020 06H,31631
12/2/2020 05H,28429
12/2/2020 04H,34282
12/2/2020 03H,36386
12/2/2020 02H,40676
12/2/2020 01H,42208
12/2/2020 00H,43694
12/1/2020 23H,44433
12/1/2020 22H,43286
12/1/2020 21H,40916
12/1/2020 20H,38406
12/1/2020 19H,37794
12/1/2020 18H,37481
12/1/2020 17H,37082
12/1/2020 16H,37890
12/1/2020 15H,37990
12/1/2020 14H,38802
12/1/2020 13H,38281
12/1/2020 12H,37247
12/1/2020 11H,34743
12/1/2020 10H,31143
12/1/2020 09H,29252
12/1/2020 08H,28258
12/1/2020 07H,28192
12/1/2020 06H,28250
12/1/2020 05H,24852
12/1/2020 04H,29769
12/1/2020 03H,32042
12/1/2020 02H,34984
12/1/2020 01H,37279
12/1/2020 00H,38270
11/30/2020 23H,39499
11/30/2020 22H,38904
11/30/2020 21H,37349
11/30/2020 20H,36183
11/30/2020 19H,36372
11/30/2020 18H,36608
11/30/2020 17H,36004
11/30/2020 16H,35993
11/30/2020 15H,35327
11/30/2020 14H,34858
11/30/2020 13H,34087
11/30/2020 12H,33006
11/30/2020 11H,30168
11/30/2020 10H,26151
11/30/2020 09H,23447
11/30/2020 08H,24255
11/30/2020 07H,24730
11/30/2020 06H,24586
11/30/2020 05H,26771
11/30/2020 04H,26970
11/30/2020 03H,28690
11/30/2020 02H,31457
11/30/2020 01H,32533
11/30/2020 00H,33200
11/29/2020 23H,33902
11/29/2020 22H,33666
11/29/2020 21H,31830
11/29/2020 20H,29038
11/29/2020 19H,27737
11/29/2020 18H,27750
11/29/2020 17H,27536
11/29/2020 16H,27819
11/29/2020 15H,28099
11/29/2020 14H,29595
11/29/2020 13H,29702
11/29/2020 12H,29061
11/29/2020 11H,28644
11/29/2020 10H,26102
11/29/2020 09H,26550
11/29/2020 08H,26910
11/29/2020 07H,26692
11/29/2020 06H,26767
11/29/2020 05H,24368
11/29/2020 04H,26879
11/29/2020 03H,28146
11/29/2020 02H,30143
11/29/2020 01H,31323
11/29/2020 00H,31964
11/28/2020 23H,32642
11/28/2020 22H,31764
11/28/2020 21H,29111
11/28/2020 20H,27169
11/28/2020 19H,27307
11/28/2020 18H,27629
11/28/2020 17H,28072
11/28/2020 16H,28047
11/28/2020 15H,28134
11/28/2020 14H,28667
11/28/2020 13H,28835
11/28/2020 12H,27722
11/28/2020 11H,26531
11/28/2020 10H,24545
11/28/2020 09H,25286
11/28/2020 08H,24568
11/28/2020 07H,24507
11/28/2020 06H,24879
11/28/2020 05H,23870
11/28/2020 04H,25730
11/28/2020 03H,28301
11/28/2020 02H,30666
11/28/2020 01H,31246
11/28/2020 00H,32026
11/27/2020 23H,32408
11/27/2020 22H,32082
11/27/2020 21H,30722
11/27/2020 20H,29492
11/27/2020 19H,29572
11/27/2020 18H,29819
11/27/2020 17H,29985
11/27/2020 16H,29584
11/27/2020 15H,29638
11/27/2020 14H,28920
11/27/2020 13H,28726
11/27/2020 12H,27320
11/27/2020 11H,24790
11/27/2020 10H,24485
11/27/2020 09H,23814
11/27/2020 08H,22810
11/27/2020 07H,23131
11/27/2020 06H,23573
11/27/2020 05H,25314
11/27/2020 04H,24264
11/27/2020 03H,25234
11/27/2020 02H,26965
11/27/2020 01H,27159
11/27/2020 00H,28243
11/26/2020 23H,27934
11/26/2020 22H,29150
11/26/2020 21H,28884
11/26/2020 20H,28828
11/26/2020 19H,29272
11/26/2020 18H,29892
11/26/2020 17H,30202
11/26/2020 16H,30547
11/26/2020 15H,29616
11/26/2020 14H,28804
11/26/2020 13H,27648
11/26/2020 12H,25131
11/26/2020 11H,23308
11/26/2020 10H,21907
11/26/2020 09H,22513
11/26/2020 08H,22972
11/26/2020 07H,22922
11/26/2020 06H,24291
11/26/2020 05H,27080
11/26/2020 04H,27801
11/26/2020 03H,31040
11/26/2020 02H,33255
11/26/2020 01H,35397
11/26/2020 00H,36726
11/25/2020 23H,37244
11/25/2020 22H,37177
11/25/2020 21H,36319
11/25/2020 20H,34171
11/25/2020 19H,34493
11/25/2020 18H,35132
11/25/2020 17H,35059
11/25/2020 16H,35355
11/25/2020 15H,35640
11/25/2020 14H,35252
11/25/2020 13H,34835
11/25/2020 12H,33278
11/25/2020 11H,30481
11/25/2020 10H,28870
11/25/2020 09H,28139
11/25/2020 08H,27277
11/25/2020 07H,26661
11/25/2020 06H,27146
11/25/2020 05H,31024
11/25/2020 04H,28030
11/25/2020 03H,30865
11/25/2020 02H,33119
11/25/2020 01H,35072
11/25/2020 00H,35914
11/24/2020 23H,36351
11/24/2020 22H,36812
11/24/2020 21H,34711
11/24/2020 20H,32700
11/24/2020 19H,32039
11/24/2020 18H,32707
11/24/2020 17H,33259
11/24/2020 16H,34574
11/24/2020 15H,35557
11/24/2020 14H,35927
11/24/2020 13H,37710
11/24/2020 12H,38035
11/24/2020 11H,34742
11/24/2020 10H,31665
11/24/2020 09H,30196
11/24/2020 08H,29154
11/24/2020 07H,28869
11/24/2020 06H,29446
11/24/2020 05H,25273
11/24/2020 04H,32167
11/24/2020 03H,33773
11/24/2020 02H,37196
11/24/2020 01H,37183
11/24/2020 00H,38426
11/23/2020 23H,39199
11/23/2020 22H,37218
11/23/2020 21H,34464
11/23/2020 20H,33115
11/23/2020 19H,32606
11/23/2020 18H,32901
11/23/2020 17H,33772
11/23/2020 16H,34503
11/23/2020 15H,34399
11/23/2020 14H,34772
11/23/2020 13H,33801
11/23/2020 12H,33073
11/23/2020 11H,29388
11/23/2020 10H,27067
11/23/2020 09H,24597
11/23/2020 08H,23357
11/23/2020 07H,24197
11/23/2020 06H,24300
11/23/2020 05H,25214
11/23/2020 04H,25404
11/23/2020 03H,26407
11/23/2020 02H,29232
11/23/2020 01H,31159
11/23/2020 00H,32098
11/22/2020 23H,32568
11/22/2020 22H,32336
11/22/2020 21H,30716
11/22/2020 20H,30203
11/22/2020 19H,29772
11/22/2020 18H,29404
11/22/2020 17H,29099
11/22/2020 16H,28414
11/22/2020 15H,28160
11/22/2020 14H,27606
11/22/2020 13H,26728
11/22/2020 12H,25230
11/22/2020 11H,24752
11/22/2020 10H,23503
11/22/2020 09H,22823
11/22/2020 08H,23308
11/22/2020 07H,23686
11/22/2020 06H,23569
11/22/2020 05H,25246
11/22/2020 04H,27432
11/22/2020 03H,28970
11/22/2020 02H,30266
11/22/2020 01H,32064
11/22/2020 00H,32134
11/21/2020 23H,33150
11/21/2020 22H,32264
11/21/2020 21H,30844
11/21/2020 20H,28790
11/21/2020 19H,27605
11/21/2020 18H,27558
11/21/2020 17H,27762
11/21/2020 16H,28082
11/21/2020 15H,28334
11/21/2020 14H,28761
11/21/2020 13H,28582
11/21/2020 12H,29172
11/21/2020 11H,27899
11/21/2020 10H,26814
11/21/2020 09H,25208
11/21/2020 08H,25394
11/21/2020 07H,25163
11/21/2020 06H,25928
11/21/2020 05H,24554
11/21/2020 04H,26508
11/21/2020 03H,29026
11/21/2020 02H,30131
11/21/2020 01H,30298
11/21/2020 00H,30285
11/20/2020 23H,31337
11/20/2020 22H,30888
11/20/2020 21H,30740
11/20/2020 20H,29406
11/20/2020 19H,29458
11/20/2020 18H,29052
11/20/2020 17H,29591
11/20/2020 16H,29752
11/20/2020 15H,30483
11/20/2020 14H,30247
11/20/2020 13H,30750
11/20/2020 12H,30132
11/20/2020 11H,28771
11/20/2020 10H,26549
11/20/2020 09H,24642
11/20/2020 08H,23662
11/20/2020 07H,23326
11/20/2020 06H,24204
11/20/2020 05H,29749
11/20/2020 04H,26338
11/20/2020 03H,28603
11/20/2020 02H,30798
11/20/2020 01H,32351
11/20/2020 00H,33322
11/19/2020 23H,33752
11/19/2020 22H,33182
11/19/2020 21H,32589
11/19/2020 20H,31867
11/19/2020 19H,31196
11/19/2020 18H,31081
11/19/2020 17H,31219
11/19/2020 16H,31689
11/19/2020 15H,33804
11/19/2020 14H,35431
11/19/2020 13H,36057
11/19/2020 12H,38288
11/19/2020 11H,35439
11/19/2020 10H,31402
11/19/2020 09H,29636
11/19/2020 08H,28416
11/19/2020 07H,29474
11/19/2020 06H,29190
11/19/2020 05H,31123
11/19/2020 04H,31193
11/19/2020 03H,33770
11/19/2020 02H,36659
11/19/2020 01H,38281
11/19/2020 00H,39296
11/18/2020 23H,39398
11/18/2020 22H,39444
11/18/2020 21H,35066
11/18/2020 20H,32521
11/18/2020 19H,32096
11/18/2020 18H,32465
11/18/2020 17H,33514
11/18/2020 16H,34206
11/18/2020 15H,36899
11/18/2020 14H,38541
11/18/2020 13H,40050
11/18/2020 12H,40175
11/18/2020 11H,37480
11/18/2020 10H,34506
11/18/2020 09H,32167
11/18/2020 08H,30038
11/18/2020 07H,29887
11/18/2020 06H,30675
11/18/2020 05H,25122
11/18/2020 04H,33064
11/18/2020 03H,34855
11/18/2020 02H,36161
11/18/2020 01H,37526
11/18/2020 00H,38399
11/17/2020 23H,38902
11/17/2020 22H,37186
11/17/2020 21H,34205
11/17/2020 20H,32072
11/17/2020 19H,32148
11/17/2020 18H,32131
11/17/2020 17H,31936
11/17/2020 16H,30949
11/17/2020 15H,29624
11/17/2020 14H,32155
11/17/2020 13H,33407
11/17/2020 12H,33012
11/17/2020 11H,30770
11/17/2020 10H,27306
11/17/2020 09H,25853
11/17/2020 08H,25741
11/17/2020 07H,25381
11/17/2020 06H,25398
11/17/2020 05H,22311
11/17/2020 04H,26266
11/17/2020 03H,28363
11/17/2020 02H,31023
11/17/2020 01H,32188
11/17/2020 00H,33466
11/16/2020 23H,34905
11/16/2020 22H,32887
11/16/2020 21H,30691
11/16/2020 20H,27972
11/16/2020 19H,27230
11/16/2020 18H,28167
11/16/2020 17H,28837
11/16/2020 16H,28716
11/16/2020 15H,30055
11/16/2020 14H,32066
11/16/2020 13H,33175
11/16/2020 12H,32352
11/16/2020 11H,28950
11/16/2020 10H,25337
11/16/2020 09H,23432
11/16/2020 08H,23343
11/16/2020 07H,23018
11/16/2020 06H,22359
11/16/2020 05H,21857
11/16/2020 04H,22468
11/16/2020 03H,22325
11/16/2020 02H,24269
11/16/2020 01H,25798
11/16/2020 00H,26924
11/15/2020 23H,27029
11/15/2020 22H,26485
11/15/2020 21H,25566
11/15/2020 20H,24644
11/15/2020 19H,24362
11/15/2020 18H,24577
11/15/2020 17H,24910
11/15/2020 16H,24045
11/15/2020 15H,22904
11/15/2020 14H,21826
11/15/2020 13H,21004
11/15/2020 12H,21483
11/15/2020 11H,20629
11/15/2020 10H,20491
11/15/2020 09H,20509
11/15/2020 08H,20422
11/15/2020 07H,20852
11/15/2020 06H,20618
11/15/2020 05H,25087
11/15/2020 04H,23920
11/15/2020 03H,24583
11/15/2020 02H,26062
11/15/2020 01H,26999
11/15/2020 00H,27109
11/14/2020 23H,27920
11/14/2020 22H,26588
11/14/2020 21H,26033
11/14/2020 20H,25765
11/14/2020 19H,25380
11/14/2020 18H,25591
11/14/2020 17H,25744
11/14/2020 16H,26334
11/14/2020 15H,27292
11/14/2020 14H,26761
11/14/2020 13H,26663
11/14/2020 12H,26200
11/14/2020 11H,25366
11/14/2020 10H,24765
11/14/2020 09H,24034
11/14/2020 08H,24236
11/14/2020 07H,24593
11/14/2020 06H,24605
11/14/2020 05H,23298
11/14/2020 04H,26308
11/14/2020 03H,28710
11/14/2020 02H,29853
11/14/2020 01H,30446
11/14/2020 00H,30999
11/13/2020 23H,32368
11/13/2020 22H,30337
11/13/2020 21H,29164
11/13/2020 20H,28081
11/13/2020 19H,27554
11/13/2020 18H,29186
11/13/2020 17H,30047
11/13/2020 16H,29244
11/13/2020 15H,29167
11/13/2020 14H,29216
11/13/2020 13H,29986
11/13/2020 12H,28298
11/13/2020 11H,26407
11/13/2020 10H,23751
11/13/2020 09H,22339
11/13/2020 08H,21453
11/13/2020 07H,21711
11/13/2020 06H,22679
11/13/2020 05H,22751
11/13/2020 04H,24987
11/13/2020 03H,26535
11/13/2020 02H,28676
11/13/2020 01H,30727
11/13/2020 00H,31073
11/12/2020 23H,31259
11/12/2020 22H,30902
11/12/2020 21H,30686
11/12/2020 20H,29653
11/12/2020 19H,30475
11/12/2020 18H,31828
11/12/2020 17H,31608
11/12/2020 16H,31271
11/12/2020 15H,30227
11/12/2020 14H,29945
11/12/2020 13H,30668
11/12/2020 12H,30071
11/12/2020 11H,27625
11/12/2020 10H,23846
11/12/2020 09H,21982
11/12/2020 08H,22594
11/12/2020 07H,22113
11/12/2020 06H,22212
11/12/2020 05H,21780
11/12/2020 04H,25042
11/12/2020 03H,28168
11/12/2020 02H,31053
11/12/2020 01H,33649
11/12/2020 00H,34377
11/11/2020 23H,35139
11/11/2020 22H,34155
11/11/2020 21H,32116
11/11/2020 20H,31538
11/11/2020 19H,32752
11/11/2020 18H,33226
11/11/2020 17H,32706
11/11/2020 16H,32533
11/11/2020 15H,32518
11/11/2020 14H,31094
11/11/2020 13H,29334
11/11/2020 12H,27074
11/11/2020 11H,25998
11/11/2020 10H,23009
11/11/2020 09H,21482
11/11/2020 08H,21217
11/11/2020 07H,21636
11/11/2020 06H,21415
11/11/2020 05H,21604
11/11/2020 04H,21816
11/11/2020 03H,24510
11/11/2020 02H,27553
11/11/2020 01H,30132
11/11/2020 00H,31043
11/10/2020 23H,32840
11/10/2020 22H,31800
11/10/2020 21H,29972
11/10/2020 20H,29823
11/10/2020 19H,29226
11/10/2020 18H,29389
11/10/2020 17H,28800
11/10/2020 16H,27469
11/10/2020 15H,26886
11/10/2020 14H,26242
11/10/2020 13H,25869
11/10/2020 12H,25250
11/10/2020 11H,23683
11/10/2020 10H,22113
11/10/2020 09H,20020
11/10/2020 08H,19448
11/10/2020 07H,19051
11/10/2020 06H,19260
11/10/2020 05H,18373
11/10/2020 04H,23003
11/10/2020 03H,25986
11/10/2020 02H,28011
11/10/2020 01H,30529
11/10/2020 00H,31560
11/9/2020 23H,32650
11/9/2020 22H,30944
11/9/2020 21H,30403
11/9/2020 20H,29806
11/9/2020 19H,29706
11/9/2020 18H,28979
11/9/2020 17H,28232
11/9/2020 16H,28669
11/9/2020 15H,28291
11/9/2020 14H,28116
11/9/2020 13H,27716
11/9/2020 12H,27786
11/9/2020 11H,25204
11/9/2020 10H,20887
11/9/2020 09H,19145
11/9/2020 08H,17950
11/9/2020 07H,17016
11/9/2020 06H,18056
11/9/2020 05H,19188
11/9/2020 04H,20409
11/9/2020 03H,22441
11/9/2020 02H,24787
11/9/2020 01H,26585
11/9/2020 00H,27470
11/8/2020 23H,27589
11/8/2020 22H,27683
11/8/2020 21H,26402
11/8/2020 20H,25912
11/8/2020 19H,25332
11/8/2020 18H,24901
11/8/2020 17H,24396
11/8/2020 16H,23843
11/8/2020 15H,23719
11/8/2020 14H,22572
11/8/2020 13H,22133
11/8/2020 12H,21432
11/8/2020 11H,19719
11/8/2020 10H,18078
11/8/2020 09H,16944
11/8/2020 08H,16669
11/8/2020 07H,17429
11/8/2020 06H,17891
11/8/2020 05H,20259
11/8/2020 04H,20387
11/8/2020 03H,22801
11/8/2020 02H,24612
11/8/2020 01H,25449
11/8/2020 00H,26630
11/7/2020 23H,26837
11/7/2020 22H,26370
11/7/2020 21H,25026
11/7/2020 20H,25615
11/7/2020 19H,24240
11/7/2020 18H,24600
11/7/2020 17H,24634
11/7/2020 16H,24668
11/7/2020 15H,24799
11/7/2020 14H,24648
11/7/2020 13H,23108
11/7/2020 12H,22485
11/7/2020 11H,21986
11/7/2020 10H,20564
11/7/2020 09H,19373
11/7/2020 08H,18594
11/7/2020 07H,18475
11/7/2020 06H,19176
11/7/2020 05H,21498
11/7/2020 04H,22629
11/7/2020 03H,24490
11/7/2020 02H,25831
11/7/2020 01H,27545
11/7/2020 00H,28300
11/6/2020 23H,30282
11/6/2020 22H,30146
11/6/2020 21H,29559
11/6/2020 20H,29484
11/6/2020 19H,29278
11/6/2020 18H,29060
11/6/2020 17H,28791
11/6/2020 16H,28599
11/6/2020 15H,28910
11/6/2020 14H,29295
11/6/2020 13H,29338
11/6/2020 12H,28121
11/6/2020 11H,25568
11/6/2020 10H,23549
11/6/2020 09H,21541
11/6/2020 08H,20306
11/6/2020 07H,20148
11/6/2020 06H,20896
11/6/2020 05H,20422
11/6/2020 04H,23172
11/6/2020 03H,24409
11/6/2020 02H,27194
11/6/2020 01H,29153
11/6/2020 00H,30619
11/5/2020 23H,31584
11/5/2020 22H,30550
11/5/2020 21H,28395
11/5/2020 20H,28627
11/5/2020 19H,28339
11/5/2020 18H,27954
11/5/2020 17H,28244
11/5/2020 16H,28332
11/5/2020 15H,28548
11/5/2020 14H,27844
11/5/2020 13H,27966
11/5/2020 12H,28140
11/5/2020 11H,25750
11/5/2020 10H,23054
11/5/2020 09H,21898
11/5/2020 08H,20787
11/5/2020 07H,20035
11/5/2020 06H,20067
11/5/2020 05H,20537
11/5/2020 04H,20300
11/5/2020 03H,21167
11/5/2020 02H,24050
11/5/2020 01H,26359
11/5/2020 00H,27919
11/4/2020 23H,29377
11/4/2020 22H,28302
11/4/2020 21H,26498
11/4/2020 20H,25476
11/4/2020 19H,25988
11/4/2020 18H,25862
11/4/2020 17H,26778
11/4/2020 16H,26386
11/4/2020 15H,26643
11/4/2020 14H,26582
11/4/2020 13H,26970
11/4/2020 12H,28775
11/4/2020 11H,26887
11/4/2020 10H,23388
11/4/2020 09H,21186
11/4/2020 08H,19764
11/4/2020 07H,19611
11/4/2020 06H,19759
11/4/2020 05H,22401
11/4/2020 04H,21473
11/4/2020 03H,23188
11/4/2020 02H,25230
11/4/2020 01H,26591
11/4/2020 00H,28936
