Net generation from natural gas for Mid-Atlantic (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390110&sdid=EBA.MIDA-ALL.NG.NG.H
19:12:44 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDA-ALL.NG.NG.H megawatthours
01/29/2021 07H,34012
01/29/2021 06H,33584
01/29/2021 05H,34912
01/29/2021 04H,34742
01/29/2021 03H,37772
01/29/2021 02H,39393
01/29/2021 01H,40982
01/29/2021 00H,41225
01/28/2021 23H,42291
01/28/2021 22H,38524
01/28/2021 21H,35229
01/28/2021 20H,34695
01/28/2021 19H,35403
01/28/2021 18H,35080
01/28/2021 17H,36158
01/28/2021 16H,37835
01/28/2021 15H,41046
01/28/2021 14H,44115
01/28/2021 13H,43482
01/28/2021 12H,41528
01/28/2021 11H,39167
01/28/2021 10H,34485
01/28/2021 09H,34157
01/28/2021 08H,33980
01/28/2021 07H,34327
01/28/2021 06H,33912
01/28/2021 05H,32050
01/28/2021 04H,35618
01/28/2021 03H,36007
01/28/2021 02H,38357
01/28/2021 01H,39461
01/28/2021 00H,40377
01/27/2021 23H,40859
01/27/2021 22H,38934
01/27/2021 21H,37513
01/27/2021 20H,37458
01/27/2021 19H,38454
01/27/2021 18H,38168
01/27/2021 17H,37986
01/27/2021 16H,38418
01/27/2021 15H,38098
01/27/2021 14H,38116
01/27/2021 13H,37539
01/27/2021 12H,36920
01/27/2021 11H,35236
01/27/2021 10H,32626
01/27/2021 09H,30235
01/27/2021 08H,30936
01/27/2021 07H,31161
01/27/2021 06H,31483
01/27/2021 05H,32582
01/27/2021 04H,33340
01/27/2021 03H,35284
01/27/2021 02H,37056
01/27/2021 01H,38113
01/27/2021 00H,38859
01/26/2021 23H,40556
01/26/2021 22H,38780
01/26/2021 21H,38478
01/26/2021 20H,38520
01/26/2021 19H,39462
01/26/2021 18H,39804
01/26/2021 17H,39447
01/26/2021 16H,40243
01/26/2021 15H,39412
01/26/2021 14H,39348
01/26/2021 13H,38445
01/26/2021 12H,37339
01/26/2021 11H,35197
01/26/2021 10H,33063
01/26/2021 09H,32120
01/26/2021 08H,31857
01/26/2021 07H,31388
01/26/2021 06H,31709
01/26/2021 05H,32638
01/26/2021 04H,33429
01/26/2021 03H,33613
01/26/2021 02H,35237
01/26/2021 01H,37191
01/26/2021 00H,37781
01/25/2021 23H,38174
01/25/2021 22H,37258
01/25/2021 21H,36727
01/25/2021 20H,36758
01/25/2021 19H,36231
01/25/2021 18H,37167
01/25/2021 17H,37576
01/25/2021 16H,37941
01/25/2021 15H,38606
01/25/2021 14H,38772
01/25/2021 13H,39354
01/25/2021 12H,37019
01/25/2021 11H,36150
01/25/2021 10H,33120
01/25/2021 09H,31813
01/25/2021 08H,31336
01/25/2021 07H,31656
01/25/2021 06H,30932
01/25/2021 05H,35319
01/25/2021 04H,34113
01/25/2021 03H,35433
01/25/2021 02H,36659
01/25/2021 01H,38507
01/25/2021 00H,39415
01/24/2021 23H,39095
01/24/2021 22H,38272
01/24/2021 21H,37084
01/24/2021 20H,36525
01/24/2021 19H,36582
01/24/2021 18H,35988
01/24/2021 17H,36258
01/24/2021 16H,36120
01/24/2021 15H,36114
01/24/2021 14H,35875
01/24/2021 13H,36006
01/24/2021 12H,35473
01/24/2021 11H,35288
01/24/2021 10H,34598
01/24/2021 09H,34547
01/24/2021 08H,34067
01/24/2021 07H,34507
01/24/2021 06H,34699
01/24/2021 05H,33219
01/24/2021 04H,36939
01/24/2021 03H,37356
01/24/2021 02H,37969
01/24/2021 01H,38186
01/24/2021 00H,39024
01/23/2021 23H,39015
01/23/2021 22H,38166
01/23/2021 21H,35739
01/23/2021 20H,34897
01/23/2021 19H,35168
01/23/2021 18H,35183
01/23/2021 17H,35782
01/23/2021 16H,36638
01/23/2021 15H,36859
01/23/2021 14H,36797
01/23/2021 13H,36499
01/23/2021 12H,35342
01/23/2021 11H,35041
01/23/2021 10H,34227
01/23/2021 09H,34001
01/23/2021 08H,33874
01/23/2021 07H,33262
01/23/2021 06H,33234
01/23/2021 05H,29167
01/23/2021 04H,34992
01/23/2021 03H,36386
01/23/2021 02H,37752
01/23/2021 01H,39013
01/23/2021 00H,39000
01/22/2021 23H,39822
01/22/2021 22H,38203
01/22/2021 21H,36686
01/22/2021 20H,35320
01/22/2021 19H,35875
01/22/2021 18H,36328
01/22/2021 17H,36321
01/22/2021 16H,36907
01/22/2021 15H,36947
01/22/2021 14H,37877
01/22/2021 13H,38625
01/22/2021 12H,37014
01/22/2021 11H,34590
01/22/2021 10H,32509
01/22/2021 09H,30911
01/22/2021 08H,29699
01/22/2021 07H,29515
01/22/2021 06H,29870
01/22/2021 05H,31145
01/22/2021 04H,29500
01/22/2021 03H,31002
01/22/2021 02H,33295
01/22/2021 01H,34468
01/22/2021 00H,35045
01/21/2021 23H,35451
01/21/2021 22H,32967
01/21/2021 21H,31357
01/21/2021 20H,29522
01/21/2021 19H,30965
01/21/2021 18H,31139
01/21/2021 17H,32439
01/21/2021 16H,33919
01/21/2021 15H,35745
01/21/2021 14H,37026
01/21/2021 13H,37547
01/21/2021 12H,36710
01/21/2021 11H,35174
01/21/2021 10H,32990
01/21/2021 09H,31509
01/21/2021 08H,31540
01/21/2021 07H,31431
01/21/2021 06H,30516
01/21/2021 05H,27928
01/21/2021 04H,32286
01/21/2021 03H,34577
01/21/2021 02H,36215
01/21/2021 01H,37188
01/21/2021 00H,38329
01/20/2021 23H,39484
01/20/2021 22H,36747
01/20/2021 21H,32832
01/20/2021 20H,31494
01/20/2021 19H,30795
01/20/2021 18H,32990
01/20/2021 17H,34482
01/20/2021 16H,35603
01/20/2021 15H,36018
01/20/2021 14H,36824
01/20/2021 13H,37604
01/20/2021 12H,37258
01/20/2021 11H,33914
01/20/2021 10H,30741
01/20/2021 09H,30060
01/20/2021 08H,28215
01/20/2021 07H,27837
01/20/2021 06H,27495
01/20/2021 05H,30077
01/20/2021 04H,29207
01/20/2021 03H,30609
01/20/2021 02H,33577
01/20/2021 01H,34701
01/20/2021 00H,35842
01/19/2021 23H,35853
01/19/2021 22H,33365
01/19/2021 21H,31361
01/19/2021 20H,30580
01/19/2021 19H,30976
01/19/2021 18H,32113
01/19/2021 17H,33240
01/19/2021 16H,34046
01/19/2021 15H,36118
01/19/2021 14H,36892
01/19/2021 13H,39002
01/19/2021 12H,38364
01/19/2021 11H,35861
01/19/2021 10H,31949
01/19/2021 09H,30255
01/19/2021 08H,30660
01/19/2021 07H,30277
01/19/2021 06H,29601
01/19/2021 05H,28319
01/19/2021 04H,31754
01/19/2021 03H,33178
01/19/2021 02H,36326
01/19/2021 01H,37799
01/19/2021 00H,39103
01/18/2021 23H,39883
01/18/2021 22H,38536
01/18/2021 21H,36535
01/18/2021 20H,35488
01/18/2021 19H,34840
01/18/2021 18H,35362
01/18/2021 17H,35085
01/18/2021 16H,35666
01/18/2021 15H,35463
01/18/2021 14H,35651
01/18/2021 13H,36065
01/18/2021 12H,35674
01/18/2021 11H,33366
01/18/2021 10H,30458
01/18/2021 09H,28621
01/18/2021 08H,28282
01/18/2021 07H,28211
01/18/2021 06H,28046
01/18/2021 05H,29773
01/18/2021 04H,29096
01/18/2021 03H,31594
01/18/2021 02H,33531
01/18/2021 01H,34160
01/18/2021 00H,34407
01/17/2021 23H,35364
01/17/2021 22H,34072
01/17/2021 21H,31944
01/17/2021 20H,30742
01/17/2021 19H,30758
01/17/2021 18H,29844
01/17/2021 17H,29858
01/17/2021 16H,30102
01/17/2021 15H,30628
01/17/2021 14H,30986
01/17/2021 13H,31109
01/17/2021 12H,30486
01/17/2021 11H,28877
01/17/2021 10H,29011
01/17/2021 09H,28949
01/17/2021 08H,29127
01/17/2021 07H,28880
01/17/2021 06H,29034
01/17/2021 05H,30477
01/17/2021 04H,30822
01/17/2021 03H,32488
01/17/2021 02H,34322
01/17/2021 01H,35224
01/17/2021 00H,35462
01/16/2021 23H,36488
01/16/2021 22H,34150
01/16/2021 21H,32748
01/16/2021 20H,31965
01/16/2021 19H,31833
01/16/2021 18H,31577
01/16/2021 17H,33050
01/16/2021 16H,33764
01/16/2021 15H,33758
01/16/2021 14H,34159
01/16/2021 13H,34110
01/16/2021 12H,32553
01/16/2021 11H,31340
01/16/2021 10H,29664
01/16/2021 09H,28922
01/16/2021 08H,29950
01/16/2021 07H,30488
01/16/2021 06H,30011
01/16/2021 05H,29333
01/16/2021 04H,31686
01/16/2021 03H,32780
01/16/2021 02H,34933
01/16/2021 01H,35839
01/16/2021 00H,37544
01/15/2021 23H,38410
01/15/2021 22H,36560
01/15/2021 21H,35559
01/15/2021 20H,35196
01/15/2021 19H,34668
01/15/2021 18H,34396
01/15/2021 17H,34775
01/15/2021 16H,35185
01/15/2021 15H,36034
01/15/2021 14H,36522
01/15/2021 13H,37154
01/15/2021 12H,35614
01/15/2021 11H,34716
01/15/2021 10H,31086
01/15/2021 09H,30851
01/15/2021 08H,29787
01/15/2021 07H,29541
01/15/2021 06H,29733
01/15/2021 05H,28817
01/15/2021 04H,30295
01/15/2021 03H,30486
01/15/2021 02H,33871
01/15/2021 01H,35006
01/15/2021 00H,36520
01/14/2021 23H,36652
01/14/2021 22H,33930
01/14/2021 21H,31749
01/14/2021 20H,31280
01/14/2021 19H,31849
01/14/2021 18H,33248
01/14/2021 17H,34851
01/14/2021 16H,36193
01/14/2021 15H,36951
01/14/2021 14H,37202
01/14/2021 13H,39274
01/14/2021 12H,38304
01/14/2021 11H,34575
01/14/2021 10H,32465
01/14/2021 09H,30265
01/14/2021 08H,29824
01/14/2021 07H,29379
01/14/2021 06H,28864
01/14/2021 05H,33107
01/14/2021 04H,30995
01/14/2021 03H,31955
01/14/2021 02H,33460
01/14/2021 01H,35302
01/14/2021 00H,36053
01/13/2021 23H,36285
01/13/2021 22H,33891
01/13/2021 21H,32310
01/13/2021 20H,31735
01/13/2021 19H,32925
01/13/2021 18H,34188
01/13/2021 17H,34924
01/13/2021 16H,36773
01/13/2021 15H,39053
01/13/2021 14H,41570
01/13/2021 13H,43692
01/13/2021 12H,41489
01/13/2021 11H,38175
01/13/2021 10H,34341
01/13/2021 09H,33282
01/13/2021 08H,33576
01/13/2021 07H,32641
01/13/2021 06H,33232
01/13/2021 05H,32384
01/13/2021 04H,33952
01/13/2021 03H,35907
01/13/2021 02H,37472
01/13/2021 01H,38554
01/13/2021 00H,39268
01/12/2021 23H,39898
01/12/2021 22H,37244
01/12/2021 21H,34327
01/12/2021 20H,33514
01/12/2021 19H,34503
01/12/2021 18H,35109
01/12/2021 17H,36230
01/12/2021 16H,37275
01/12/2021 15H,37034
01/12/2021 14H,38735
01/12/2021 13H,39848
01/12/2021 12H,38597
01/12/2021 11H,34903
01/12/2021 10H,32998
01/12/2021 09H,32979
01/12/2021 08H,32102
01/12/2021 07H,31761
01/12/2021 06H,31952
01/12/2021 05H,34367
01/12/2021 04H,34000
01/12/2021 03H,36104
01/12/2021 02H,36850
01/12/2021 01H,38020
01/12/2021 00H,38705
01/11/2021 23H,39032
01/11/2021 22H,38243
01/11/2021 21H,36852
01/11/2021 20H,37146
01/11/2021 19H,37460
01/11/2021 18H,38238
01/11/2021 17H,39248
01/11/2021 16H,40422
01/11/2021 15H,41753
01/11/2021 14H,43477
01/11/2021 13H,44514
01/11/2021 12H,43415
01/11/2021 11H,39898
01/11/2021 10H,37415
01/11/2021 09H,34417
01/11/2021 08H,33566
01/11/2021 07H,33258
01/11/2021 06H,34264
01/11/2021 05H,33580
01/11/2021 04H,34746
01/11/2021 03H,35573
01/11/2021 02H,37346
01/11/2021 01H,37858
01/11/2021 00H,38227
01/10/2021 23H,38827
01/10/2021 22H,35662
01/10/2021 21H,31558
01/10/2021 20H,30360
01/10/2021 19H,29808
01/10/2021 18H,31025
01/10/2021 17H,31313
01/10/2021 16H,31849
01/10/2021 15H,32621
01/10/2021 14H,32931
01/10/2021 13H,34540
01/10/2021 12H,34932
01/10/2021 11H,33957
01/10/2021 10H,32090
01/10/2021 09H,32414
01/10/2021 08H,33905
01/10/2021 07H,32805
01/10/2021 06H,33163
01/10/2021 05H,33726
01/10/2021 04H,33734
01/10/2021 03H,35203
01/10/2021 02H,36867
01/10/2021 01H,37586
01/10/2021 00H,38491
01/9/2021 23H,38915
01/9/2021 22H,36016
01/9/2021 21H,33239
01/9/2021 20H,32280
01/9/2021 19H,32669
01/9/2021 18H,33534
01/9/2021 17H,33719
01/9/2021 16H,34282
01/9/2021 15H,35288
01/9/2021 14H,35159
01/9/2021 13H,35543
01/9/2021 12H,34832
01/9/2021 11H,33036
01/9/2021 10H,33295
01/9/2021 09H,32397
01/9/2021 08H,33300
01/9/2021 07H,32998
01/9/2021 06H,33349
01/9/2021 05H,33592
01/9/2021 04H,34887
01/9/2021 03H,35931
01/9/2021 02H,37886
01/9/2021 01H,39161
01/9/2021 00H,40304
01/8/2021 23H,40298
01/8/2021 22H,39418
01/8/2021 21H,37751
01/8/2021 20H,37131
01/8/2021 19H,37951
01/8/2021 18H,38600
01/8/2021 17H,40053
01/8/2021 16H,40056
01/8/2021 15H,40267
01/8/2021 14H,41344
01/8/2021 13H,40704
01/8/2021 12H,38458
01/8/2021 11H,36137
01/8/2021 10H,33797
01/8/2021 09H,33845
01/8/2021 08H,33050
01/8/2021 07H,32837
01/8/2021 06H,33162
01/8/2021 05H,31282
01/8/2021 04H,34314
01/8/2021 03H,35999
01/8/2021 02H,38040
01/8/2021 01H,38988
01/8/2021 00H,39439
01/7/2021 23H,40365
01/7/2021 22H,38884
01/7/2021 21H,36665
01/7/2021 20H,36125
01/7/2021 19H,35523
01/7/2021 18H,35958
01/7/2021 17H,35891
01/7/2021 16H,36377
01/7/2021 15H,36846
01/7/2021 14H,37897
01/7/2021 13H,39357
01/7/2021 12H,37646
01/7/2021 11H,34290
01/7/2021 10H,32155
01/7/2021 09H,32379
01/7/2021 08H,31403
01/7/2021 07H,31670
01/7/2021 06H,31326
01/7/2021 05H,32710
01/7/2021 04H,33660
01/7/2021 03H,35011
01/7/2021 02H,36672
01/7/2021 01H,38712
01/7/2021 00H,40241
01/6/2021 23H,40392
01/6/2021 22H,41012
01/6/2021 21H,38294
01/6/2021 20H,37146
01/6/2021 19H,37143
01/6/2021 18H,37404
01/6/2021 17H,37401
01/6/2021 16H,37555
01/6/2021 15H,37512
01/6/2021 14H,38240
01/6/2021 13H,38894
01/6/2021 12H,38477
01/6/2021 11H,34691
01/6/2021 10H,32193
01/6/2021 09H,31664
01/6/2021 08H,30990
01/6/2021 07H,31177
01/6/2021 06H,31712
01/6/2021 05H,33061
01/6/2021 04H,34708
01/6/2021 03H,37900
01/6/2021 02H,40019
01/6/2021 01H,41094
01/6/2021 00H,42592
01/5/2021 23H,43239
01/5/2021 22H,43194
01/5/2021 21H,40299
01/5/2021 20H,39883
01/5/2021 19H,40026
01/5/2021 18H,40965
01/5/2021 17H,41572
01/5/2021 16H,42146
01/5/2021 15H,41785
01/5/2021 14H,42021
01/5/2021 13H,41273
01/5/2021 12H,39479
01/5/2021 11H,37078
01/5/2021 10H,33762
01/5/2021 09H,31941
01/5/2021 08H,32674
01/5/2021 07H,32450
01/5/2021 06H,32536
01/5/2021 05H,33509
01/5/2021 04H,35847
01/5/2021 03H,37442
01/5/2021 02H,39299
01/5/2021 01H,42295
01/5/2021 00H,43958
01/4/2021 23H,44362
01/4/2021 22H,42569
01/4/2021 21H,40715
01/4/2021 20H,40465
01/4/2021 19H,40453
01/4/2021 18H,41433
01/4/2021 17H,41196
01/4/2021 16H,42039
01/4/2021 15H,42307
01/4/2021 14H,43321
01/4/2021 13H,43940
01/4/2021 12H,42686
01/4/2021 11H,37944
01/4/2021 10H,34077
01/4/2021 09H,31722
01/4/2021 08H,31514
01/4/2021 07H,31791
01/4/2021 06H,31074
01/4/2021 05H,29785
01/4/2021 04H,35173
01/4/2021 03H,35968
01/4/2021 02H,38503
01/4/2021 01H,39809
01/4/2021 00H,40003
01/3/2021 23H,40308
01/3/2021 22H,39818
01/3/2021 21H,37156
01/3/2021 20H,36263
01/3/2021 19H,36066
01/3/2021 18H,35605
01/3/2021 17H,36014
01/3/2021 16H,35416
01/3/2021 15H,34866
01/3/2021 14H,33556
01/3/2021 13H,32406
01/3/2021 12H,30565
01/3/2021 11H,28899
01/3/2021 10H,28690
01/3/2021 09H,28932
01/3/2021 08H,29326
01/3/2021 07H,28938
01/3/2021 06H,28834
01/3/2021 05H,30263
01/3/2021 04H,31826
01/3/2021 03H,33818
01/3/2021 02H,35541
01/3/2021 01H,37163
01/3/2021 00H,37355
01/2/2021 23H,38001
01/2/2021 22H,35590
01/2/2021 21H,33597
01/2/2021 20H,32128
01/2/2021 19H,30848
01/2/2021 18H,31079
01/2/2021 17H,31603
01/2/2021 16H,32656
01/2/2021 15H,32876
01/2/2021 14H,32506
01/2/2021 13H,32356
01/2/2021 12H,31518
01/2/2021 11H,30736
01/2/2021 10H,29714
01/2/2021 09H,29326
01/2/2021 08H,29189
01/2/2021 07H,29034
01/2/2021 06H,29801
01/2/2021 05H,31344
01/2/2021 04H,32945
01/2/2021 03H,34006
01/2/2021 02H,36615
01/2/2021 01H,38469
01/2/2021 00H,39692
01/1/2021 23H,41074
01/1/2021 22H,40856
01/1/2021 21H,39537
01/1/2021 20H,38545
01/1/2021 19H,38470
01/1/2021 18H,37801
01/1/2021 17H,37765
01/1/2021 16H,36240
01/1/2021 15H,34859
01/1/2021 14H,32617
01/1/2021 13H,30813
01/1/2021 12H,30624
01/1/2021 11H,29125
01/1/2021 10H,30059
01/1/2021 09H,30903
01/1/2021 08H,30628
01/1/2021 07H,30449
01/1/2021 06H,29739
01/1/2021 05H,30768
01/1/2021 04H,33256
01/1/2021 03H,35559
01/1/2021 02H,37596
01/1/2021 01H,37942
01/1/2021 00H,39097
12/31/2020 23H,40474
12/31/2020 22H,40777
12/31/2020 21H,37772
12/31/2020 20H,36650
12/31/2020 19H,36414
12/31/2020 18H,36522
12/31/2020 17H,37020
12/31/2020 16H,37138
12/31/2020 15H,37346
12/31/2020 14H,36047
12/31/2020 13H,35156
12/31/2020 12H,34275
12/31/2020 11H,31647
12/31/2020 10H,30513
12/31/2020 09H,30148
12/31/2020 08H,30292
12/31/2020 07H,30195
12/31/2020 06H,30171
12/31/2020 05H,32574
12/31/2020 04H,31680
12/31/2020 03H,31880
12/31/2020 02H,33700
12/31/2020 01H,35592
12/31/2020 00H,36232
12/30/2020 23H,37241
12/30/2020 22H,37039
12/30/2020 21H,34616
12/30/2020 20H,33333
12/30/2020 19H,33642
12/30/2020 18H,33708
12/30/2020 17H,33607
12/30/2020 16H,34386
12/30/2020 15H,35239
12/30/2020 14H,36334
12/30/2020 13H,36626
12/30/2020 12H,36285
12/30/2020 11H,35357
12/30/2020 10H,32308
12/30/2020 09H,31254
12/30/2020 08H,31069
12/30/2020 07H,31123
12/30/2020 06H,31478
12/30/2020 05H,27951
12/30/2020 04H,33758
12/30/2020 03H,35570
12/30/2020 02H,37205
12/30/2020 01H,37679
12/30/2020 00H,38251
12/29/2020 23H,38882
12/29/2020 22H,38916
12/29/2020 21H,35071
12/29/2020 20H,33312
12/29/2020 19H,33159
12/29/2020 18H,33282
12/29/2020 17H,34256
12/29/2020 16H,34958
12/29/2020 15H,34249
12/29/2020 14H,34169
12/29/2020 13H,35579
12/29/2020 12H,34980
12/29/2020 11H,32677
12/29/2020 10H,29354
12/29/2020 09H,28489
12/29/2020 08H,27890
12/29/2020 07H,27922
12/29/2020 06H,28392
12/29/2020 05H,26940
12/29/2020 04H,30253
12/29/2020 03H,31837
12/29/2020 02H,33873
12/29/2020 01H,34791
12/29/2020 00H,36212
12/28/2020 23H,37706
12/28/2020 22H,36543
12/28/2020 21H,32986
12/28/2020 20H,31826
12/28/2020 19H,31416
12/28/2020 18H,31474
12/28/2020 17H,32759
12/28/2020 16H,33888
12/28/2020 15H,35522
12/28/2020 14H,35264
12/28/2020 13H,35063
12/28/2020 12H,33659
12/28/2020 11H,31977
12/28/2020 10H,28890
12/28/2020 09H,27149
12/28/2020 08H,26358
12/28/2020 07H,26142
12/28/2020 06H,26540
12/28/2020 05H,30808
12/28/2020 04H,26992
12/28/2020 03H,29436
12/28/2020 02H,31084
12/28/2020 01H,32395
12/28/2020 00H,32301
12/27/2020 23H,33083
12/27/2020 22H,32464
12/27/2020 21H,30260
12/27/2020 20H,28232
12/27/2020 19H,27569
12/27/2020 18H,28674
12/27/2020 17H,28755
12/27/2020 16H,29646
12/27/2020 15H,29827
12/27/2020 14H,30567
12/27/2020 13H,31478
12/27/2020 12H,30937
12/27/2020 11H,30629
12/27/2020 10H,29303
12/27/2020 09H,28991
12/27/2020 08H,29919
12/27/2020 07H,29332
12/27/2020 06H,30241
12/27/2020 05H,30758
12/27/2020 04H,33018
12/27/2020 03H,34739
12/27/2020 02H,36923
12/27/2020 01H,39659
12/27/2020 00H,39657
12/26/2020 23H,39983
12/26/2020 22H,38520
12/26/2020 21H,35512
12/26/2020 20H,33297
12/26/2020 19H,32349
12/26/2020 18H,32921
12/26/2020 17H,33921
12/26/2020 16H,34352
12/26/2020 15H,34726
12/26/2020 14H,35123
12/26/2020 13H,35600
12/26/2020 12H,35618
12/26/2020 11H,32742
12/26/2020 10H,30263
12/26/2020 09H,29312
12/26/2020 08H,28830
12/26/2020 07H,29618
12/26/2020 06H,29530
12/26/2020 05H,25315
12/26/2020 04H,32248
12/26/2020 03H,33514
12/26/2020 02H,35073
12/26/2020 01H,36091
12/26/2020 00H,36111
12/25/2020 23H,36163
12/25/2020 22H,35631
12/25/2020 21H,32960
12/25/2020 20H,31877
12/25/2020 19H,31080
12/25/2020 18H,30614
12/25/2020 17H,31772
12/25/2020 16H,32272
12/25/2020 15H,32163
12/25/2020 14H,31282
12/25/2020 13H,29823
12/25/2020 12H,29144
12/25/2020 11H,26481
12/25/2020 10H,24986
12/25/2020 09H,23999
12/25/2020 08H,24472
12/25/2020 07H,25100
12/25/2020 06H,24798
12/25/2020 05H,23801
12/25/2020 04H,27218
12/25/2020 03H,29342
12/25/2020 02H,30631
12/25/2020 01H,31474
12/25/2020 00H,31925
12/24/2020 23H,31727
12/24/2020 22H,32211
12/24/2020 21H,31265
12/24/2020 20H,30565
12/24/2020 19H,29961
12/24/2020 18H,29944
12/24/2020 17H,29242
12/24/2020 16H,29211
12/24/2020 15H,28880
12/24/2020 14H,27226
12/24/2020 13H,27067
12/24/2020 12H,25524
12/24/2020 11H,22520
12/24/2020 10H,20773
12/24/2020 09H,20797
12/24/2020 08H,20403
12/24/2020 07H,20718
12/24/2020 06H,21862
12/24/2020 05H,30825
12/24/2020 04H,26662
12/24/2020 03H,29200
12/24/2020 02H,32070
12/24/2020 01H,33767
12/24/2020 00H,34339
12/23/2020 23H,35352
12/23/2020 22H,34295
12/23/2020 21H,30834
12/23/2020 20H,30165
12/23/2020 19H,30014
12/23/2020 18H,30344
12/23/2020 17H,30292
12/23/2020 16H,30639
12/23/2020 15H,32298
12/23/2020 14H,33810
12/23/2020 13H,36891
12/23/2020 12H,36285
12/23/2020 11H,33761
12/23/2020 10H,32069
12/23/2020 09H,29512
12/23/2020 08H,29130
12/23/2020 07H,28188
12/23/2020 06H,29765
12/23/2020 05H,26943
12/23/2020 04H,32895
12/23/2020 03H,34752
12/23/2020 02H,37203
12/23/2020 01H,37732
12/23/2020 00H,38783
12/22/2020 23H,39178
12/22/2020 22H,37908
12/22/2020 21H,35677
12/22/2020 20H,35023
12/22/2020 19H,34823
12/22/2020 18H,35543
12/22/2020 17H,35699
12/22/2020 16H,37164
12/22/2020 15H,37027
12/22/2020 14H,36739
12/22/2020 13H,37538
12/22/2020 12H,36098
12/22/2020 11H,34362
12/22/2020 10H,31287
12/22/2020 09H,28135
12/22/2020 08H,26713
12/22/2020 07H,26972
12/22/2020 06H,26391
12/22/2020 05H,30903
12/22/2020 04H,29749
12/22/2020 03H,32475
12/22/2020 02H,35351
12/22/2020 01H,36654
12/22/2020 00H,37796
12/21/2020 23H,38228
12/21/2020 22H,36448
12/21/2020 21H,34864
12/21/2020 20H,32935
12/21/2020 19H,33434
12/21/2020 18H,33276
12/21/2020 17H,34630
12/21/2020 16H,36348
12/21/2020 15H,37264
12/21/2020 14H,37094
12/21/2020 13H,36922
12/21/2020 12H,35696
12/21/2020 11H,33258
12/21/2020 10H,30993
12/21/2020 09H,30163
12/21/2020 08H,29753
12/21/2020 07H,29971
12/21/2020 06H,29983
12/21/2020 05H,34455
12/21/2020 04H,32046
12/21/2020 03H,34470
12/21/2020 02H,36839
12/21/2020 01H,37868
12/21/2020 00H,38635
12/20/2020 23H,39405
12/20/2020 22H,38893
12/20/2020 21H,35451
12/20/2020 20H,34223
12/20/2020 19H,34544
12/20/2020 18H,33881
12/20/2020 17H,35415
12/20/2020 16H,35268
12/20/2020 15H,36382
12/20/2020 14H,36082
12/20/2020 13H,34741
12/20/2020 12H,33984
12/20/2020 11H,32773
12/20/2020 10H,32253
12/20/2020 09H,31981
12/20/2020 08H,32099
12/20/2020 07H,32324
12/20/2020 06H,33157
12/20/2020 05H,32225
12/20/2020 04H,35608
12/20/2020 03H,37432
12/20/2020 02H,39380
12/20/2020 01H,41457
12/20/2020 00H,41718
12/19/2020 23H,41090
12/19/2020 22H,40496
12/19/2020 21H,37266
12/19/2020 20H,36053
12/19/2020 19H,35947
12/19/2020 18H,35813
12/19/2020 17H,36098
12/19/2020 16H,36412
12/19/2020 15H,37689
12/19/2020 14H,39392
12/19/2020 13H,38395
12/19/2020 12H,36714
12/19/2020 11H,34892
12/19/2020 10H,33182
12/19/2020 09H,31841
12/19/2020 08H,30998
12/19/2020 07H,31525
12/19/2020 06H,31890
12/19/2020 05H,33544
12/19/2020 04H,34672
12/19/2020 03H,37645
12/19/2020 02H,39911
12/19/2020 01H,40718
12/19/2020 00H,40881
12/18/2020 23H,41170
12/18/2020 22H,40408
12/18/2020 21H,37200
12/18/2020 20H,36989
12/18/2020 19H,36472
12/18/2020 18H,37113
12/18/2020 17H,38631
12/18/2020 16H,40412
12/18/2020 15H,42111
12/18/2020 14H,43127
12/18/2020 13H,42626
12/18/2020 12H,41221
12/18/2020 11H,38821
12/18/2020 10H,36423
12/18/2020 09H,34348
12/18/2020 08H,33767
12/18/2020 07H,32888
12/18/2020 06H,34101
12/18/2020 05H,33918
12/18/2020 04H,35479
12/18/2020 03H,38976
12/18/2020 02H,41718
12/18/2020 01H,44455
12/18/2020 00H,45259
12/17/2020 23H,45454
12/17/2020 22H,45062
12/17/2020 21H,40819
12/17/2020 20H,39897
12/17/2020 19H,39332
12/17/2020 18H,39841
12/17/2020 17H,41061
12/17/2020 16H,41659
12/17/2020 15H,41846
12/17/2020 14H,43562
12/17/2020 13H,43840
12/17/2020 12H,42017
12/17/2020 11H,40165
12/17/2020 10H,37167
12/17/2020 09H,34360
12/17/2020 08H,33734
12/17/2020 07H,32914
12/17/2020 06H,33422
12/17/2020 05H,35578
12/17/2020 04H,37933
12/17/2020 03H,41298
12/17/2020 02H,44375
12/17/2020 01H,47186
12/17/2020 00H,48694
12/16/2020 23H,50582
12/16/2020 22H,51489
12/16/2020 21H,48916
12/16/2020 20H,48388
12/16/2020 19H,48092
12/16/2020 18H,48444
12/16/2020 17H,48418
12/16/2020 16H,46061
12/16/2020 15H,44538
12/16/2020 14H,44346
12/16/2020 13H,43872
12/16/2020 12H,41996
12/16/2020 11H,38115
12/16/2020 10H,35834
12/16/2020 09H,33896
12/16/2020 08H,32497
12/16/2020 07H,32979
12/16/2020 06H,34466
12/16/2020 05H,36106
12/16/2020 04H,37267
12/16/2020 03H,38153
12/16/2020 02H,42379
12/16/2020 01H,44378
12/16/2020 00H,45862
