Net generation from coal for Mid-Atlantic (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390110&sdid=EBA.MIDA-ALL.NG.COL.H
19:12:31 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDA-ALL.NG.COL.H megawatthours
01/13/2019 17H,28067
01/13/2019 16H,27794
01/13/2019 15H,26984
01/13/2019 14H,27137
01/13/2019 13H,25116
01/13/2019 12H,24531
01/13/2019 11H,24360
01/13/2019 10H,23666
01/13/2019 09H,23589
01/13/2019 08H,23411
01/13/2019 07H,23840
01/13/2019 06H,24500
01/13/2019 05H,29536
01/13/2019 04H,26594
01/13/2019 03H,27215
01/13/2019 02H,27478
01/13/2019 01H,28852
01/13/2019 00H,29405
01/12/2019 23H,30282
01/12/2019 22H,28967
01/12/2019 21H,27463
01/12/2019 20H,27854
01/12/2019 19H,27932
01/12/2019 18H,27717
01/12/2019 17H,28248
01/12/2019 16H,29449
01/12/2019 15H,30247
01/12/2019 14H,30999
01/12/2019 13H,30132
01/12/2019 12H,28707
01/12/2019 11H,27964
01/12/2019 10H,27073
01/12/2019 09H,26774
01/12/2019 08H,26883
01/12/2019 07H,27183
01/12/2019 06H,28165
01/12/2019 05H,30585
01/12/2019 04H,31375
01/12/2019 03H,31856
01/12/2019 02H,32366
01/12/2019 01H,32525
01/12/2019 00H,32665
01/11/2019 23H,32192
01/11/2019 22H,31188
01/11/2019 21H,29961
01/11/2019 20H,30880
01/11/2019 19H,30830
01/11/2019 18H,31330
01/11/2019 17H,31295
01/11/2019 16H,32657
01/11/2019 15H,33096
01/11/2019 14H,33367
01/11/2019 13H,33699
01/11/2019 12H,33401
01/11/2019 11H,32144
01/11/2019 10H,31806
01/11/2019 09H,31550
01/11/2019 08H,30643
01/11/2019 07H,30008
01/11/2019 06H,30289
01/11/2019 05H,25327
01/11/2019 04H,32112
01/11/2019 03H,32195
01/11/2019 02H,33308
01/11/2019 01H,33823
01/11/2019 00H,33721
01/10/2019 23H,33447
01/10/2019 22H,31952
01/10/2019 21H,31398
01/10/2019 20H,31276
01/10/2019 19H,31760
01/10/2019 18H,31657
01/10/2019 17H,31974
01/10/2019 16H,32418
01/10/2019 15H,31726
01/10/2019 14H,31427
01/10/2019 13H,31415
01/10/2019 12H,30393
01/10/2019 11H,28528
01/10/2019 10H,27131
01/10/2019 09H,25915
01/10/2019 08H,24910
01/10/2019 07H,24634
01/10/2019 06H,25067
01/10/2019 05H,17633
01/10/2019 04H,26083
01/10/2019 03H,28172
01/10/2019 02H,29206
01/10/2019 01H,29171
01/10/2019 00H,28983
01/9/2019 23H,28405
01/9/2019 22H,26541
01/9/2019 21H,25714
01/9/2019 20H,25120
01/9/2019 19H,24887
01/9/2019 18H,24879
01/9/2019 17H,24390
01/9/2019 16H,24695
01/9/2019 15H,24686
01/9/2019 14H,24469
01/9/2019 13H,24541
01/9/2019 12H,24640
01/9/2019 11H,22262
01/9/2019 10H,19209
01/9/2019 09H,17231
01/9/2019 08H,16750
01/9/2019 07H,16704
01/9/2019 06H,17319
01/9/2019 05H,20121
01/9/2019 04H,19144
01/9/2019 03H,21160
01/9/2019 02H,22617
01/9/2019 01H,23295
01/9/2019 00H,23465
01/8/2019 23H,23598
01/8/2019 22H,23133
01/8/2019 21H,20970
01/8/2019 20H,19892
01/8/2019 19H,20718
01/8/2019 18H,21747
01/8/2019 17H,21806
01/8/2019 16H,22831
01/8/2019 15H,22642
01/8/2019 14H,23012
01/8/2019 13H,23979
01/8/2019 12H,23967
01/8/2019 11H,21644
01/8/2019 10H,20034
01/8/2019 09H,18904
01/8/2019 08H,17667
01/8/2019 07H,17804
01/8/2019 06H,18989
01/8/2019 05H,17713
01/8/2019 04H,21015
01/8/2019 03H,22303
01/8/2019 02H,22928
01/8/2019 01H,23419
01/8/2019 00H,23761
01/7/2019 23H,24438
01/7/2019 22H,23627
01/7/2019 21H,22349
01/7/2019 20H,22348
01/7/2019 19H,22236
01/7/2019 18H,22472
01/7/2019 17H,22744
01/7/2019 16H,23321
01/7/2019 15H,22976
01/7/2019 14H,23441
01/7/2019 13H,23469
01/7/2019 12H,22917
01/7/2019 11H,21203
01/7/2019 10H,18266
01/7/2019 09H,17302
01/7/2019 08H,17419
01/7/2019 07H,17206
01/7/2019 06H,17314
01/7/2019 05H,17874
01/7/2019 04H,19188
01/7/2019 03H,20389
01/7/2019 02H,21581
01/7/2019 01H,22841
01/7/2019 00H,23150
01/6/2019 23H,23350
01/6/2019 22H,20414
01/6/2019 21H,18108
01/6/2019 20H,16832
01/6/2019 19H,16888
01/6/2019 18H,17166
01/6/2019 17H,17724
01/6/2019 16H,18229
01/6/2019 15H,19360
01/6/2019 14H,19982
01/6/2019 13H,20023
01/6/2019 12H,19236
01/6/2019 11H,18678
01/6/2019 10H,18564
01/6/2019 09H,18511
01/6/2019 08H,18289
01/6/2019 07H,18486
01/6/2019 06H,18286
01/6/2019 05H,18769
01/6/2019 04H,18590
01/6/2019 03H,19181
01/6/2019 02H,19012
01/6/2019 01H,19188
01/6/2019 00H,19884
01/5/2019 23H,20793
01/5/2019 22H,19273
01/5/2019 21H,17548
01/5/2019 20H,17524
01/5/2019 19H,18580
01/5/2019 18H,19380
01/5/2019 17H,20388
01/5/2019 16H,21463
01/5/2019 15H,22209
01/5/2019 14H,21376
01/5/2019 13H,20847
01/5/2019 12H,19199
01/5/2019 11H,19168
01/5/2019 10H,18927
01/5/2019 09H,18436
01/5/2019 08H,17942
01/5/2019 07H,19355
01/5/2019 06H,19243
01/5/2019 05H,18307
01/5/2019 04H,18498
01/5/2019 03H,19134
01/5/2019 02H,20019
01/5/2019 01H,21406
01/5/2019 00H,22772
01/4/2019 23H,24284
01/4/2019 22H,23241
01/4/2019 21H,21293
01/4/2019 20H,21153
01/4/2019 19H,21339
01/4/2019 18H,21915
01/4/2019 17H,22023
01/4/2019 16H,23171
01/4/2019 15H,24171
01/4/2019 14H,24338
01/4/2019 13H,24394
01/4/2019 12H,23190
01/4/2019 11H,21544
01/4/2019 10H,18836
01/4/2019 09H,18155
01/4/2019 08H,17744
01/4/2019 07H,17676
01/4/2019 06H,17334
01/4/2019 05H,18956
01/4/2019 04H,18899
01/4/2019 03H,20482
01/4/2019 02H,21430
01/4/2019 01H,21817
01/4/2019 00H,22133
01/3/2019 23H,21656
01/3/2019 22H,20816
01/3/2019 21H,19990
01/3/2019 20H,19762
01/3/2019 19H,20210
01/3/2019 18H,20741
01/3/2019 17H,20966
01/3/2019 16H,21034
01/3/2019 15H,21374
01/3/2019 14H,21094
01/3/2019 13H,21316
01/3/2019 12H,20458
01/3/2019 11H,19147
01/3/2019 10H,18329
01/3/2019 09H,17767
01/3/2019 08H,17587
01/3/2019 07H,17774
01/3/2019 06H,18013
01/3/2019 05H,18394
01/3/2019 04H,20243
01/3/2019 03H,21096
01/3/2019 02H,22382
01/3/2019 01H,23480
01/3/2019 00H,23914
01/2/2019 23H,24311
01/2/2019 22H,23967
01/2/2019 21H,22757
01/2/2019 20H,22076
01/2/2019 19H,22849
01/2/2019 18H,23517
01/2/2019 17H,23391
01/2/2019 16H,23994
01/2/2019 15H,24188
01/2/2019 14H,23932
01/2/2019 13H,24056
01/2/2019 12H,23632
01/2/2019 11H,20477
01/2/2019 10H,18631
01/2/2019 09H,17720
01/2/2019 08H,18048
01/2/2019 07H,18213
01/2/2019 06H,18332
01/2/2019 05H,16101
01/2/2019 04H,20486
01/2/2019 03H,22082
01/2/2019 02H,22390
01/2/2019 01H,21352
01/2/2019 00H,22649
01/1/2019 23H,22540
01/1/2019 22H,21201
01/1/2019 21H,18866
01/1/2019 20H,18064
01/1/2019 19H,18432
01/1/2019 18H,18864
01/1/2019 17H,19515
01/1/2019 16H,19566
01/1/2019 15H,18056
01/1/2019 14H,16657
01/1/2019 13H,16146
01/1/2019 12H,16117
01/1/2019 11H,15772
01/1/2019 10H,15750
01/1/2019 09H,15649
01/1/2019 08H,15941
01/1/2019 07H,16036
01/1/2019 06H,16197
01/1/2019 05H,19304
01/1/2019 04H,16538
01/1/2019 03H,16935
01/1/2019 02H,17977
01/1/2019 01H,19669
01/1/2019 00H,21583
12/31/2018 23H,22409
12/31/2018 22H,22728
12/31/2018 21H,22801
12/31/2018 20H,22857
12/31/2018 19H,23446
12/31/2018 18H,24165
12/31/2018 17H,24519
12/31/2018 16H,24192
12/31/2018 15H,23577
12/31/2018 14H,22014
12/31/2018 13H,21669
12/31/2018 12H,21309
12/31/2018 11H,20059
12/31/2018 10H,19535
12/31/2018 09H,18998
12/31/2018 08H,18962
12/31/2018 07H,19688
12/31/2018 06H,19741
12/31/2018 05H,21024
12/31/2018 04H,20406
12/31/2018 03H,21964
12/31/2018 02H,22941
12/31/2018 01H,23876
12/31/2018 00H,23722
12/30/2018 23H,24159
12/30/2018 22H,21661
12/30/2018 21H,19830
12/30/2018 20H,18564
12/30/2018 19H,18759
12/30/2018 18H,19067
12/30/2018 17H,19471
12/30/2018 16H,20203
12/30/2018 15H,21493
12/30/2018 14H,22346
12/30/2018 13H,21533
12/30/2018 12H,20642
12/30/2018 11H,19832
12/30/2018 10H,19706
12/30/2018 09H,19424
12/30/2018 08H,19411
12/30/2018 07H,19709
12/30/2018 06H,19978
12/30/2018 05H,18478
12/30/2018 04H,22597
12/30/2018 03H,23436
12/30/2018 02H,24207
12/30/2018 01H,23836
12/30/2018 00H,24746
12/29/2018 23H,25122
12/29/2018 22H,23989
12/29/2018 21H,21571
12/29/2018 20H,20847
12/29/2018 19H,20838
12/29/2018 18H,21144
12/29/2018 17H,21356
12/29/2018 16H,21034
12/29/2018 15H,20923
12/29/2018 14H,19994
12/29/2018 13H,19757
12/29/2018 12H,18728
12/29/2018 11H,18350
12/29/2018 10H,17485
12/29/2018 09H,16738
12/29/2018 08H,17058
12/29/2018 07H,16898
12/29/2018 06H,17523
12/29/2018 05H,18479
12/29/2018 04H,19967
12/29/2018 03H,21011
12/29/2018 02H,21255
12/29/2018 01H,22036
12/29/2018 00H,22334
12/28/2018 23H,22010
12/28/2018 22H,21285
12/28/2018 21H,20783
12/28/2018 20H,20796
12/28/2018 19H,21128
12/28/2018 18H,21120
12/28/2018 17H,21466
12/28/2018 16H,21902
12/28/2018 15H,21384
12/28/2018 14H,20766
12/28/2018 13H,20444
12/28/2018 12H,19491
12/28/2018 11H,18047
12/28/2018 10H,16555
12/28/2018 09H,16234
12/28/2018 08H,16195
12/28/2018 07H,16337
12/28/2018 06H,17522
12/28/2018 05H,21436
12/28/2018 04H,19759
12/28/2018 03H,20467
12/28/2018 02H,21088
12/28/2018 01H,21766
12/28/2018 00H,22104
12/27/2018 23H,22486
12/27/2018 22H,21731
12/27/2018 21H,21104
12/27/2018 20H,20934
12/27/2018 19H,21111
12/27/2018 18H,21170
12/27/2018 17H,21627
12/27/2018 16H,21872
12/27/2018 15H,22350
12/27/2018 14H,23304
12/27/2018 13H,23371
12/27/2018 12H,22960
12/27/2018 11H,22280
12/27/2018 10H,21612
12/27/2018 09H,21365
12/27/2018 08H,21052
12/27/2018 07H,21095
12/27/2018 06H,21234
12/27/2018 05H,23358
12/27/2018 04H,23642
12/27/2018 03H,24416
12/27/2018 02H,24598
12/27/2018 01H,25343
12/27/2018 00H,25275
12/26/2018 23H,25026
12/26/2018 22H,23514
12/26/2018 21H,22837
12/26/2018 20H,22969
12/26/2018 19H,23098
12/26/2018 18H,23684
12/26/2018 17H,24845
12/26/2018 16H,26736
12/26/2018 15H,27217
12/26/2018 14H,27548
12/26/2018 13H,27737
12/26/2018 12H,26407
12/26/2018 11H,25996
12/26/2018 10H,25247
12/26/2018 09H,23970
12/26/2018 08H,23048
12/26/2018 07H,22910
12/26/2018 06H,23005
12/26/2018 05H,21938
12/26/2018 04H,23286
12/26/2018 03H,24109
12/26/2018 02H,24300
12/26/2018 01H,23998
12/26/2018 00H,23424
12/25/2018 23H,23226
12/25/2018 22H,22418
12/25/2018 21H,21818
12/25/2018 20H,21396
12/25/2018 19H,22039
12/25/2018 18H,22425
12/25/2018 17H,23105
12/25/2018 16H,23646
12/25/2018 15H,24155
12/25/2018 14H,24487
12/25/2018 13H,25006
12/25/2018 12H,24742
12/25/2018 11H,23573
12/25/2018 10H,22699
12/25/2018 09H,22500
12/25/2018 08H,22379
12/25/2018 07H,22155
12/25/2018 06H,21871
12/25/2018 05H,22669
12/25/2018 04H,22619
12/25/2018 03H,22854
12/25/2018 02H,22915
12/25/2018 01H,22855
12/25/2018 00H,23134
12/24/2018 23H,23124
12/24/2018 22H,23034
12/24/2018 21H,22193
12/24/2018 20H,21542
12/24/2018 19H,21491
12/24/2018 18H,21893
12/24/2018 17H,22641
12/24/2018 16H,23370
12/24/2018 15H,23992
12/24/2018 14H,24101
12/24/2018 13H,23475
12/24/2018 12H,22980
12/24/2018 11H,21560
12/24/2018 10H,21473
12/24/2018 09H,20837
12/24/2018 08H,20739
12/24/2018 07H,21246
12/24/2018 06H,21660
12/24/2018 05H,24764
12/24/2018 04H,23280
12/24/2018 03H,24153
12/24/2018 02H,24207
12/24/2018 01H,24400
12/24/2018 00H,24856
12/23/2018 23H,24713
12/23/2018 22H,23791
12/23/2018 21H,22714
12/23/2018 20H,22155
12/23/2018 19H,21661
12/23/2018 18H,21663
12/23/2018 17H,22351
12/23/2018 16H,23540
12/23/2018 15H,24886
12/23/2018 14H,26327
12/23/2018 13H,26300
12/23/2018 12H,25827
12/23/2018 11H,24367
12/23/2018 10H,23771
12/23/2018 09H,23512
12/23/2018 08H,23483
12/23/2018 07H,23312
12/23/2018 06H,23073
12/23/2018 05H,21608
12/23/2018 04H,25444
12/23/2018 03H,25618
12/23/2018 02H,25309
12/23/2018 01H,26442
12/23/2018 00H,26347
12/22/2018 23H,27087
12/22/2018 22H,25594
12/22/2018 21H,23814
12/22/2018 20H,22922
12/22/2018 19H,23241
12/22/2018 18H,23858
12/22/2018 17H,24400
12/22/2018 16H,24978
12/22/2018 15H,25076
12/22/2018 14H,25261
12/22/2018 13H,24859
12/22/2018 12H,23300
12/22/2018 11H,22332
12/22/2018 10H,21937
12/22/2018 09H,20804
12/22/2018 08H,20489
12/22/2018 07H,20790
12/22/2018 06H,21419
12/22/2018 05H,20629
12/22/2018 04H,22718
12/22/2018 03H,24006
12/22/2018 02H,24713
12/22/2018 01H,25217
12/22/2018 00H,25367
12/21/2018 23H,25471
12/21/2018 22H,25024
12/21/2018 21H,24184
12/21/2018 20H,23768
12/21/2018 19H,23908
12/21/2018 18H,24218
12/21/2018 17H,24379
12/21/2018 16H,25344
12/21/2018 15H,25424
12/21/2018 14H,24892
12/21/2018 13H,24954
12/21/2018 12H,23452
12/21/2018 11H,21448
12/21/2018 10H,20352
12/21/2018 09H,19849
12/21/2018 08H,19906
12/21/2018 07H,20096
12/21/2018 06H,20506
12/21/2018 05H,20973
12/21/2018 04H,21540
12/21/2018 03H,22932
12/21/2018 02H,23972
12/21/2018 01H,24229
12/21/2018 00H,24291
12/20/2018 23H,24658
12/20/2018 22H,24976
12/20/2018 21H,24882
12/20/2018 20H,25132
12/20/2018 19H,25284
12/20/2018 18H,25395
12/20/2018 17H,25315
12/20/2018 16H,25284
12/20/2018 15H,25021
12/20/2018 14H,24893
12/20/2018 13H,24548
12/20/2018 12H,23827
12/20/2018 11H,22471
12/20/2018 10H,21024
12/20/2018 09H,21052
12/20/2018 08H,21065
12/20/2018 07H,21149
12/20/2018 06H,21173
12/20/2018 05H,21676
12/20/2018 04H,21808
12/20/2018 03H,23551
12/20/2018 02H,24642
12/20/2018 01H,25598
12/20/2018 00H,25158
12/19/2018 23H,25293
12/19/2018 22H,23629
12/19/2018 21H,22739
12/19/2018 20H,22866
12/19/2018 19H,22868
12/19/2018 18H,23282
12/19/2018 17H,23939
12/19/2018 16H,24741
12/19/2018 15H,25841
12/19/2018 14H,27155
12/19/2018 13H,27077
12/19/2018 12H,27074
12/19/2018 11H,25344
12/19/2018 10H,24051
12/19/2018 09H,22573
12/19/2018 08H,21737
12/19/2018 07H,21474
12/19/2018 06H,21650
12/19/2018 05H,21390
12/19/2018 04H,22726
12/19/2018 03H,24592
12/19/2018 02H,26190
12/19/2018 01H,26462
12/19/2018 00H,25913
12/18/2018 23H,25987
12/18/2018 22H,24793
12/18/2018 21H,23499
12/18/2018 20H,23341
12/18/2018 19H,23286
12/18/2018 18H,23810
12/18/2018 17H,24051
12/18/2018 16H,24651
12/18/2018 15H,25202
12/18/2018 14H,25961
12/18/2018 13H,26084
12/18/2018 12H,25557
12/18/2018 11H,23653
12/18/2018 10H,21934
12/18/2018 09H,21373
12/18/2018 08H,21086
12/18/2018 07H,20943
12/18/2018 06H,21091
12/18/2018 05H,19256
12/18/2018 04H,22282
12/18/2018 03H,23902
12/18/2018 02H,24670
12/18/2018 01H,24311
12/18/2018 00H,24247
12/17/2018 23H,23927
12/17/2018 22H,22806
12/17/2018 21H,22155
12/17/2018 20H,21944
12/17/2018 19H,22008
12/17/2018 18H,21793
12/17/2018 17H,21753
12/17/2018 16H,22143
12/17/2018 15H,22153
12/17/2018 14H,22467
12/17/2018 13H,23264
12/17/2018 12H,22319
12/17/2018 11H,20659
12/17/2018 10H,19592
12/17/2018 09H,19200
12/17/2018 08H,19108
12/17/2018 07H,18870
12/17/2018 06H,18396
12/17/2018 05H,20429
12/17/2018 04H,19818
12/17/2018 03H,21112
12/17/2018 02H,22873
12/17/2018 01H,23525
12/17/2018 00H,22872
12/16/2018 23H,23097
12/16/2018 22H,22434
12/16/2018 21H,21922
12/16/2018 20H,21969
12/16/2018 19H,22197
12/16/2018 18H,22990
12/16/2018 17H,23365
12/16/2018 16H,22844
12/16/2018 15H,22203
12/16/2018 14H,21826
12/16/2018 13H,21519
12/16/2018 12H,20668
12/16/2018 11H,19345
12/16/2018 10H,19140
12/16/2018 09H,19207
12/16/2018 08H,19155
12/16/2018 07H,19520
12/16/2018 06H,20016
12/16/2018 05H,23889
12/16/2018 04H,21015
12/16/2018 03H,21081
12/16/2018 02H,21668
12/16/2018 01H,22599
12/16/2018 00H,22583
12/15/2018 23H,22664
12/15/2018 22H,21847
12/15/2018 21H,21481
12/15/2018 20H,21506
12/15/2018 19H,21621
12/15/2018 18H,21876
12/15/2018 17H,22219
12/15/2018 16H,22506
12/15/2018 15H,22517
12/15/2018 14H,22387
12/15/2018 13H,22242
12/15/2018 12H,21959
12/15/2018 11H,21463
12/15/2018 10H,21148
12/15/2018 09H,20848
12/15/2018 08H,20814
12/15/2018 07H,21123
12/15/2018 06H,22384
12/15/2018 05H,27090
12/15/2018 04H,24890
12/15/2018 03H,25671
12/15/2018 02H,26865
12/15/2018 01H,27434
12/15/2018 00H,28100
12/14/2018 23H,28420
12/14/2018 22H,28232
12/14/2018 21H,26805
12/14/2018 20H,27182
12/14/2018 19H,27807
12/14/2018 18H,28024
12/14/2018 17H,28220
12/14/2018 16H,29074
12/14/2018 15H,29299
12/14/2018 14H,29217
12/14/2018 13H,28643
12/14/2018 12H,28146
12/14/2018 11H,26046
12/14/2018 10H,24645
12/14/2018 09H,24344
12/14/2018 08H,24025
12/14/2018 07H,24480
12/14/2018 06H,25470
12/14/2018 05H,29596
12/14/2018 04H,28055
12/14/2018 03H,29277
12/14/2018 02H,30708
12/14/2018 01H,30820
12/14/2018 00H,31100
12/13/2018 23H,31218
12/13/2018 22H,30604
12/13/2018 21H,30098
12/13/2018 20H,29775
12/13/2018 19H,30100
12/13/2018 18H,30534
12/13/2018 17H,30799
12/13/2018 16H,31453
12/13/2018 15H,31989
12/13/2018 14H,32472
12/13/2018 13H,32822
12/13/2018 12H,31804
12/13/2018 11H,29611
12/13/2018 10H,28276
12/13/2018 09H,28027
12/13/2018 08H,27875
12/13/2018 07H,28036
12/13/2018 06H,28572
12/13/2018 05H,29968
12/13/2018 04H,31020
12/13/2018 03H,32039
12/13/2018 02H,34238
12/13/2018 01H,34809
12/13/2018 00H,34350
12/12/2018 23H,34778
12/12/2018 22H,32987
12/12/2018 21H,31461
12/12/2018 20H,31204
12/12/2018 19H,31095
12/12/2018 18H,31242
12/12/2018 17H,31553
12/12/2018 16H,32342
12/12/2018 15H,33810
12/12/2018 14H,34566
12/12/2018 13H,35166
12/12/2018 12H,33969
12/12/2018 11H,31640
12/12/2018 10H,30160
12/12/2018 09H,29146
12/12/2018 08H,28950
12/12/2018 07H,28677
12/12/2018 06H,29147
12/12/2018 05H,31787
12/12/2018 04H,31867
12/12/2018 03H,33424
12/12/2018 02H,34428
12/12/2018 01H,35148
12/12/2018 00H,35550
12/11/2018 23H,35442
12/11/2018 22H,33559
12/11/2018 21H,32526
12/11/2018 20H,32638
12/11/2018 19H,32842
12/11/2018 18H,33361
12/11/2018 17H,33831
12/11/2018 16H,34547
12/11/2018 15H,35386
12/11/2018 14H,36348
12/11/2018 13H,37499
12/11/2018 12H,36503
12/11/2018 11H,34202
12/11/2018 10H,33077
12/11/2018 09H,31553
12/11/2018 08H,31185
12/11/2018 07H,31361
12/11/2018 06H,31487
12/11/2018 05H,29778
12/11/2018 04H,33530
12/11/2018 03H,35114
12/11/2018 02H,36916
12/11/2018 01H,36875
12/11/2018 00H,36945
12/10/2018 23H,37443
12/10/2018 22H,36353
12/10/2018 21H,34739
12/10/2018 20H,34134
12/10/2018 19H,34835
12/10/2018 18H,35791
12/10/2018 17H,36482
12/10/2018 16H,36902
12/10/2018 15H,37170
12/10/2018 14H,37566
12/10/2018 13H,37428
12/10/2018 12H,36493
12/10/2018 11H,35522
12/10/2018 10H,33451
12/10/2018 09H,32575
12/10/2018 08H,31380
12/10/2018 07H,30372
12/10/2018 06H,29582
12/10/2018 05H,29368
12/10/2018 04H,31373
12/10/2018 03H,33262
12/10/2018 02H,34452
12/10/2018 01H,34337
12/10/2018 00H,34395
12/9/2018 23H,34641
12/9/2018 22H,34051
12/9/2018 21H,33313
12/9/2018 20H,33142
12/9/2018 19H,33484
12/9/2018 18H,33503
12/9/2018 17H,33834
12/9/2018 16H,33794
12/9/2018 15H,33517
12/9/2018 14H,31985
12/9/2018 13H,31041
12/9/2018 12H,30305
12/9/2018 11H,29123
12/9/2018 10H,28270
12/9/2018 09H,27529
12/9/2018 08H,27252
12/9/2018 07H,27465
12/9/2018 06H,28625
12/9/2018 05H,28841
12/9/2018 04H,29615
12/9/2018 03H,31229
12/9/2018 02H,33016
12/9/2018 01H,33971
12/9/2018 00H,34335
12/8/2018 23H,34490
12/8/2018 22H,33181
12/8/2018 21H,31782
12/8/2018 20H,31794
12/8/2018 19H,31555
12/8/2018 18H,31381
12/8/2018 17H,32213
12/8/2018 16H,32714
12/8/2018 15H,33489
12/8/2018 14H,33352
12/8/2018 13H,33235
12/8/2018 12H,32379
12/8/2018 11H,30626
12/8/2018 10H,29226
12/8/2018 09H,28545
12/8/2018 08H,28044
12/8/2018 07H,28074
12/8/2018 06H,28415
12/8/2018 05H,29421
12/8/2018 04H,29674
12/8/2018 03H,31512
12/8/2018 02H,33053
12/8/2018 01H,33679
12/8/2018 00H,33893
12/7/2018 23H,34384
12/7/2018 22H,33998
12/7/2018 21H,32181
12/7/2018 20H,31267
12/7/2018 19H,31349
12/7/2018 18H,31905
12/7/2018 17H,31851
12/7/2018 16H,32298
12/7/2018 15H,33223
12/7/2018 14H,34294
12/7/2018 13H,34072
12/7/2018 12H,33420
12/7/2018 11H,30784
12/7/2018 10H,29382
12/7/2018 09H,28624
12/7/2018 08H,28482
12/7/2018 07H,28378
12/7/2018 06H,28441
12/7/2018 05H,28081
12/7/2018 04H,30486
12/7/2018 03H,31598
12/7/2018 02H,32843
12/7/2018 01H,34343
12/7/2018 00H,34955
12/6/2018 23H,34696
12/6/2018 22H,33064
12/6/2018 21H,31779
12/6/2018 20H,31554
12/6/2018 19H,31808
12/6/2018 18H,31517
12/6/2018 17H,31852
12/6/2018 16H,31747
12/6/2018 15H,32317
12/6/2018 14H,32312
12/6/2018 13H,31642
12/6/2018 12H,31043
12/6/2018 11H,29157
12/6/2018 10H,28348
12/6/2018 09H,27420
12/6/2018 08H,26952
12/6/2018 07H,27026
12/6/2018 06H,26932
12/6/2018 05H,25611
12/6/2018 04H,29212
12/6/2018 03H,30910
12/6/2018 02H,31581
12/6/2018 01H,31354
12/6/2018 00H,31285
12/5/2018 23H,31203
12/5/2018 22H,31056
12/5/2018 21H,30419
12/5/2018 20H,30340
12/5/2018 19H,30215
12/5/2018 18H,30022
12/5/2018 17H,29833
12/5/2018 16H,29879
12/5/2018 15H,29978
12/5/2018 14H,30171
12/5/2018 13H,30289
12/5/2018 12H,28903
12/5/2018 11H,27181
12/5/2018 10H,25687
12/5/2018 09H,24823
12/5/2018 08H,24228
12/5/2018 07H,24196
12/5/2018 06H,24532
12/5/2018 05H,23013
12/5/2018 04H,27131
12/5/2018 03H,27889
12/5/2018 02H,28603
12/5/2018 01H,28400
12/5/2018 00H,28423
12/4/2018 23H,27987
12/4/2018 22H,27794
12/4/2018 21H,27326
12/4/2018 20H,26930
12/4/2018 19H,27146
12/4/2018 18H,26975
12/4/2018 17H,26839
12/4/2018 16H,26382
12/4/2018 15H,26540
12/4/2018 14H,26480
12/4/2018 13H,26012
12/4/2018 12H,25557
12/4/2018 11H,24349
12/4/2018 10H,23642
12/4/2018 09H,23081
12/4/2018 08H,22417
12/4/2018 07H,22569
12/4/2018 06H,22639
12/4/2018 05H,19960
12/4/2018 04H,23456
12/4/2018 03H,24558
12/4/2018 02H,25611
12/4/2018 01H,25710
12/4/2018 00H,25282
12/3/2018 23H,25596
12/3/2018 22H,24744
12/3/2018 21H,23581
12/3/2018 20H,22898
12/3/2018 19H,22827
12/3/2018 18H,22913
12/3/2018 17H,23062
12/3/2018 16H,23205
12/3/2018 15H,23330
12/3/2018 14H,23127
12/3/2018 13H,23247
12/3/2018 12H,22373
12/3/2018 11H,21040
12/3/2018 10H,19780
12/3/2018 09H,18817
12/3/2018 08H,18886
12/3/2018 07H,18717
12/3/2018 06H,19563
12/3/2018 05H,20144
12/3/2018 04H,20735
12/3/2018 03H,21749
12/3/2018 02H,22598
12/3/2018 01H,22808
12/3/2018 00H,22613
12/2/2018 23H,22187
12/2/2018 22H,21552
12/2/2018 21H,21096
12/2/2018 20H,20946
12/2/2018 19H,20825
12/2/2018 18H,21104
12/2/2018 17H,21012
12/2/2018 16H,20978
12/2/2018 15H,20627
12/2/2018 14H,20730
12/2/2018 13H,20392
12/2/2018 12H,20220
12/2/2018 11H,19230
12/2/2018 10H,18521
12/2/2018 09H,18600
12/2/2018 08H,18722
12/2/2018 07H,18933
12/2/2018 06H,19264
12/2/2018 05H,22511
12/2/2018 04H,21075
12/2/2018 03H,22391
12/2/2018 02H,22577
12/2/2018 01H,22923
12/2/2018 00H,22983
12/1/2018 23H,22732
12/1/2018 22H,22724
12/1/2018 21H,22349
12/1/2018 20H,22303
12/1/2018 19H,22362
12/1/2018 18H,22231
12/1/2018 17H,22321
12/1/2018 16H,22232
12/1/2018 15H,22300
12/1/2018 14H,22406
12/1/2018 13H,22164
12/1/2018 12H,21665
12/1/2018 11H,20528
12/1/2018 10H,20335
12/1/2018 09H,20010
12/1/2018 08H,20262
12/1/2018 07H,20724
12/1/2018 06H,21443
12/1/2018 05H,27834
12/1/2018 04H,27038
12/1/2018 03H,28476
12/1/2018 02H,29439
12/1/2018 01H,29780
12/1/2018 00H,30167
11/30/2018 23H,30451
11/30/2018 22H,29971
11/30/2018 21H,29513
11/30/2018 20H,29361
11/30/2018 19H,29552
11/30/2018 18H,29878
11/30/2018 17H,29527
11/30/2018 16H,29906
11/30/2018 15H,30336
11/30/2018 14H,30024
11/30/2018 13H,29771
11/30/2018 12H,29152
11/30/2018 11H,26915
11/30/2018 10H,25259
11/30/2018 09H,24949
