Net generation from other for California (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390106&sdid=EBA.CAL-ALL.NG.OTH.H
19:04:42 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAL-ALL.NG.OTH.H megawatthours
12/10/2019 02H,781
12/10/2019 01H,771
12/10/2019 00H,713
12/9/2019 23H,693
12/9/2019 22H,685
12/9/2019 21H,654
12/9/2019 20H,615
12/9/2019 19H,624
12/9/2019 18H,623
12/9/2019 17H,651
12/9/2019 16H,667
12/9/2019 15H,709
12/9/2019 14H,733
12/9/2019 13H,720
12/9/2019 12H,694
12/9/2019 11H,685
12/9/2019 10H,685
12/9/2019 09H,717
12/9/2019 08H,725
12/9/2019 07H,736
12/9/2019 06H,725
12/9/2019 05H,727
12/9/2019 04H,736
12/9/2019 03H,733
12/9/2019 02H,733
12/9/2019 01H,726
12/9/2019 00H,719
12/8/2019 23H,695
12/8/2019 22H,678
12/8/2019 21H,673
12/8/2019 20H,640
12/8/2019 19H,637
12/8/2019 18H,640
12/8/2019 17H,642
12/8/2019 16H,639
12/8/2019 15H,638
12/8/2019 14H,639
12/8/2019 13H,658
12/8/2019 12H,634
12/8/2019 11H,632
12/8/2019 10H,635
12/8/2019 09H,665
12/8/2019 08H,688
12/8/2019 07H,719
12/8/2019 06H,719
12/8/2019 05H,751
12/8/2019 04H,775
12/8/2019 03H,772
12/8/2019 02H,776
12/8/2019 01H,777
12/8/2019 00H,774
12/7/2019 23H,775
12/7/2019 22H,764
12/7/2019 21H,743
12/7/2019 20H,753
12/7/2019 19H,771
12/7/2019 18H,772
12/7/2019 17H,774
12/7/2019 16H,768
12/7/2019 15H,768
12/7/2019 14H,767
12/7/2019 13H,737
12/7/2019 12H,728
12/7/2019 11H,738
12/7/2019 10H,735
12/7/2019 09H,765
12/7/2019 08H,735
12/7/2019 07H,779
12/7/2019 06H,779
12/7/2019 05H,779
12/7/2019 04H,780
12/7/2019 03H,781
12/7/2019 02H,775
12/7/2019 01H,781
12/7/2019 00H,774
12/6/2019 23H,743
12/6/2019 22H,725
12/6/2019 21H,732
12/6/2019 20H,732
12/6/2019 19H,729
12/6/2019 18H,742
12/6/2019 17H,741
12/6/2019 16H,764
12/6/2019 15H,767
12/6/2019 14H,737
12/6/2019 13H,731
12/6/2019 12H,732
12/6/2019 11H,736
12/6/2019 10H,733
12/6/2019 09H,698
12/6/2019 08H,695
12/6/2019 07H,724
12/6/2019 06H,729
12/6/2019 05H,729
12/6/2019 04H,721
12/6/2019 03H,721
12/6/2019 02H,726
12/6/2019 01H,750
12/6/2019 00H,734
12/5/2019 23H,709
12/5/2019 22H,692
12/5/2019 21H,696
12/5/2019 20H,694
12/5/2019 19H,690
12/5/2019 18H,696
12/5/2019 17H,700
12/5/2019 16H,736
12/5/2019 15H,733
12/5/2019 14H,733
12/5/2019 13H,697
12/5/2019 12H,696
12/5/2019 11H,698
12/5/2019 10H,694
12/5/2019 09H,696
12/5/2019 08H,698
12/5/2019 07H,704
12/5/2019 06H,728
12/5/2019 05H,739
12/5/2019 04H,745
12/5/2019 03H,752
12/5/2019 02H,745
12/5/2019 01H,736
12/5/2019 00H,720
12/4/2019 23H,715
12/4/2019 22H,691
12/4/2019 21H,722
12/4/2019 20H,719
12/4/2019 19H,714
12/4/2019 18H,681
12/4/2019 17H,685
12/4/2019 16H,727
12/4/2019 15H,728
12/4/2019 14H,695
12/4/2019 13H,690
12/4/2019 12H,696
12/4/2019 11H,693
12/4/2019 10H,691
12/4/2019 09H,693
12/4/2019 08H,695
12/4/2019 07H,706
12/4/2019 06H,736
12/4/2019 05H,736
12/4/2019 04H,741
12/4/2019 03H,737
12/4/2019 02H,734
12/4/2019 01H,729
12/4/2019 00H,729
12/3/2019 23H,693
12/3/2019 22H,692
12/3/2019 21H,689
12/3/2019 20H,696
12/3/2019 19H,694
12/3/2019 18H,694
12/3/2019 17H,704
12/3/2019 16H,732
12/3/2019 15H,731
12/3/2019 14H,704
12/3/2019 13H,699
12/3/2019 12H,699
12/3/2019 11H,702
12/3/2019 10H,694
12/3/2019 09H,693
12/3/2019 08H,701
12/3/2019 07H,729
12/3/2019 06H,732
12/3/2019 05H,732
12/3/2019 04H,736
12/3/2019 03H,755
12/3/2019 02H,747
12/3/2019 01H,745
12/3/2019 00H,728
12/2/2019 23H,687
12/2/2019 22H,702
12/2/2019 21H,694
12/2/2019 20H,697
12/2/2019 19H,703
12/2/2019 18H,733
12/2/2019 17H,743
12/2/2019 16H,724
12/2/2019 15H,738
12/2/2019 14H,728
12/2/2019 13H,703
12/2/2019 12H,699
12/2/2019 11H,699
12/2/2019 10H,695
12/2/2019 09H,700
12/2/2019 08H,705
12/2/2019 07H,741
12/2/2019 06H,735
12/2/2019 05H,731
12/2/2019 04H,747
12/2/2019 03H,747
12/2/2019 02H,750
12/2/2019 01H,730
12/2/2019 00H,671
12/1/2019 23H,626
12/1/2019 22H,621
12/1/2019 21H,614
12/1/2019 20H,613
12/1/2019 19H,648
12/1/2019 18H,650
12/1/2019 17H,692
12/1/2019 16H,696
12/1/2019 15H,701
12/1/2019 14H,721
12/1/2019 13H,724
12/1/2019 12H,723
12/1/2019 11H,722
12/1/2019 10H,717
12/1/2019 09H,726
12/1/2019 08H,722
12/1/2019 07H,718
12/1/2019 06H,723
12/1/2019 05H,752
12/1/2019 04H,763
12/1/2019 03H,769
12/1/2019 02H,762
12/1/2019 01H,757
12/1/2019 00H,731
11/30/2019 23H,701
11/30/2019 22H,696
11/30/2019 21H,698
11/30/2019 20H,702
11/30/2019 19H,701
11/30/2019 18H,711
11/30/2019 17H,712
11/30/2019 16H,725
11/30/2019 15H,732
11/30/2019 14H,761
11/30/2019 13H,766
11/30/2019 12H,758
11/30/2019 11H,762
11/30/2019 10H,763
11/30/2019 09H,768
11/30/2019 08H,766
11/30/2019 07H,808
11/30/2019 06H,802
11/30/2019 05H,788
11/30/2019 04H,807
11/30/2019 03H,813
11/30/2019 02H,802
11/30/2019 01H,778
11/30/2019 00H,738
11/29/2019 23H,735
11/29/2019 22H,735
11/29/2019 21H,748
11/29/2019 20H,741
11/29/2019 19H,743
11/29/2019 18H,748
11/29/2019 17H,747
11/29/2019 16H,767
11/29/2019 15H,772
11/29/2019 14H,764
11/29/2019 13H,766
11/29/2019 12H,772
11/29/2019 11H,761
11/29/2019 10H,763
11/29/2019 09H,761
11/29/2019 08H,760
11/29/2019 07H,759
11/29/2019 06H,760
11/29/2019 05H,762
11/29/2019 04H,794
11/29/2019 03H,794
11/29/2019 02H,799
11/29/2019 01H,796
11/29/2019 00H,778
11/28/2019 23H,761
11/28/2019 22H,763
11/28/2019 21H,760
11/28/2019 20H,766
11/28/2019 19H,738
11/28/2019 18H,745
11/28/2019 17H,748
11/28/2019 16H,760
11/28/2019 15H,762
11/28/2019 14H,765
11/28/2019 13H,763
11/28/2019 12H,759
11/28/2019 11H,762
11/28/2019 10H,758
11/28/2019 09H,758
11/28/2019 08H,742
11/28/2019 07H,734
11/28/2019 06H,760
11/28/2019 05H,766
11/28/2019 04H,771
11/28/2019 03H,773
11/28/2019 02H,771
11/28/2019 01H,755
11/28/2019 00H,741
11/27/2019 23H,706
11/27/2019 22H,714
11/27/2019 21H,722
11/27/2019 20H,726
11/27/2019 19H,729
11/27/2019 18H,728
11/27/2019 17H,731
11/27/2019 16H,786
11/27/2019 15H,808
11/27/2019 14H,771
11/27/2019 13H,762
11/27/2019 12H,749
11/27/2019 11H,749
11/27/2019 10H,749
11/27/2019 09H,757
11/27/2019 08H,747
11/27/2019 07H,744
11/27/2019 06H,780
11/27/2019 05H,765
11/27/2019 04H,747
11/27/2019 03H,771
11/27/2019 02H,785
11/27/2019 01H,791
11/27/2019 00H,766
11/26/2019 23H,756
11/26/2019 22H,729
11/26/2019 21H,737
11/26/2019 20H,759
11/26/2019 19H,748
11/26/2019 18H,779
11/26/2019 17H,785
11/26/2019 16H,811
11/26/2019 15H,810
11/26/2019 14H,810
11/26/2019 13H,801
11/26/2019 12H,800
11/26/2019 11H,772
11/26/2019 10H,769
11/26/2019 09H,767
11/26/2019 08H,781
11/26/2019 07H,782
11/26/2019 06H,813
11/26/2019 05H,804
11/26/2019 04H,808
11/26/2019 03H,811
11/26/2019 02H,805
11/26/2019 01H,743
11/26/2019 00H,713
11/25/2019 23H,705
11/25/2019 22H,703
11/25/2019 21H,704
11/25/2019 20H,734
11/25/2019 19H,736
11/25/2019 18H,713
11/25/2019 17H,727
11/25/2019 16H,725
11/25/2019 15H,758
11/25/2019 14H,734
11/25/2019 13H,764
11/25/2019 12H,766
11/25/2019 11H,763
11/25/2019 10H,757
11/25/2019 09H,760
11/25/2019 08H,747
11/25/2019 07H,749
11/25/2019 06H,747
11/25/2019 05H,757
11/25/2019 04H,774
11/25/2019 03H,778
11/25/2019 02H,781
11/25/2019 01H,776
11/25/2019 00H,719
11/24/2019 23H,695
11/24/2019 22H,690
11/24/2019 21H,692
11/24/2019 20H,688
11/24/2019 19H,688
11/24/2019 18H,690
11/24/2019 17H,724
11/24/2019 16H,737
11/24/2019 15H,743
11/24/2019 14H,742
11/24/2019 13H,738
11/24/2019 12H,738
11/24/2019 11H,738
11/24/2019 10H,735
11/24/2019 09H,738
11/24/2019 08H,745
11/24/2019 07H,752
11/24/2019 06H,744
11/24/2019 05H,746
11/24/2019 04H,768
11/24/2019 03H,765
11/24/2019 02H,765
11/24/2019 01H,760
11/24/2019 00H,720
11/23/2019 23H,693
11/23/2019 22H,680
11/23/2019 21H,674
11/23/2019 20H,669
11/23/2019 19H,671
11/23/2019 18H,688
11/23/2019 17H,712
11/23/2019 16H,706
11/23/2019 15H,733
11/23/2019 14H,732
11/23/2019 13H,705
11/23/2019 12H,699
11/23/2019 11H,705
11/23/2019 10H,698
11/23/2019 09H,696
11/23/2019 08H,736
11/23/2019 07H,742
11/23/2019 06H,749
11/23/2019 05H,750
11/23/2019 04H,745
11/23/2019 03H,741
11/23/2019 02H,743
11/23/2019 01H,746
11/23/2019 00H,733
11/22/2019 23H,697
11/22/2019 22H,679
11/22/2019 21H,676
11/22/2019 20H,677
11/22/2019 19H,682
11/22/2019 18H,719
11/22/2019 17H,699
11/22/2019 16H,732
11/22/2019 15H,735
11/22/2019 14H,748
11/22/2019 13H,747
11/22/2019 12H,728
11/22/2019 11H,727
11/22/2019 10H,727
11/22/2019 09H,719
11/22/2019 08H,725
11/22/2019 07H,757
11/22/2019 06H,745
11/22/2019 05H,756
11/22/2019 04H,759
11/22/2019 03H,753
11/22/2019 02H,752
11/22/2019 01H,753
11/22/2019 00H,750
11/21/2019 23H,724
11/21/2019 22H,736
11/21/2019 21H,728
11/21/2019 20H,717
11/21/2019 19H,731
11/21/2019 18H,765
11/21/2019 17H,755
11/21/2019 16H,755
11/21/2019 15H,755
11/21/2019 14H,753
11/21/2019 13H,720
11/21/2019 12H,716
11/21/2019 11H,720
11/21/2019 10H,723
11/21/2019 09H,721
11/21/2019 08H,723
11/21/2019 07H,729
11/21/2019 06H,709
11/21/2019 05H,697
11/21/2019 04H,699
11/21/2019 03H,716
11/21/2019 02H,729
11/21/2019 01H,712
11/21/2019 00H,682
11/20/2019 23H,672
11/20/2019 22H,671
11/20/2019 21H,676
11/20/2019 20H,712
11/20/2019 19H,766
11/20/2019 18H,790
11/20/2019 17H,759
11/20/2019 16H,755
11/20/2019 15H,748
11/20/2019 14H,726
11/20/2019 13H,704
11/20/2019 12H,688
11/20/2019 11H,681
11/20/2019 10H,677
11/20/2019 09H,693
11/20/2019 08H,716
11/20/2019 07H,711
11/20/2019 06H,722
11/20/2019 05H,766
11/20/2019 04H,789
11/20/2019 03H,795
11/20/2019 02H,809
11/20/2019 01H,802
11/20/2019 00H,810
11/19/2019 23H,771
11/19/2019 22H,748
11/19/2019 21H,755
11/19/2019 20H,774
11/19/2019 19H,770
11/19/2019 18H,779
11/19/2019 17H,797
11/19/2019 16H,816
11/19/2019 15H,788
11/19/2019 14H,749
11/19/2019 13H,758
11/19/2019 12H,763
11/19/2019 11H,762
11/19/2019 10H,752
11/19/2019 09H,765
11/19/2019 08H,754
11/19/2019 07H,777
11/19/2019 06H,781
11/19/2019 05H,787
11/19/2019 04H,811
11/19/2019 03H,811
11/19/2019 02H,822
11/19/2019 01H,822
11/19/2019 00H,807
11/18/2019 23H,789
11/18/2019 22H,777
11/18/2019 21H,740
11/18/2019 20H,773
11/18/2019 19H,722
11/18/2019 18H,623
11/18/2019 17H,618
11/18/2019 16H,607
11/18/2019 15H,600
11/18/2019 14H,582
11/18/2019 13H,583
11/18/2019 12H,589
11/18/2019 11H,588
11/18/2019 10H,587
11/18/2019 09H,588
11/18/2019 08H,584
11/18/2019 07H,592
11/18/2019 06H,588
11/18/2019 05H,588
11/18/2019 04H,579
11/18/2019 03H,576
11/18/2019 02H,573
11/18/2019 01H,573
11/18/2019 00H,569
11/17/2019 23H,570
11/17/2019 22H,570
11/17/2019 21H,573
11/17/2019 20H,566
11/17/2019 19H,573
11/17/2019 18H,582
11/17/2019 17H,582
11/17/2019 16H,583
11/17/2019 15H,590
11/17/2019 14H,592
11/17/2019 13H,589
11/17/2019 12H,589
11/17/2019 11H,582
11/17/2019 10H,582
11/17/2019 09H,584
11/17/2019 08H,579
11/17/2019 07H,580
11/17/2019 06H,570
11/17/2019 05H,564
11/17/2019 04H,575
11/17/2019 03H,570
11/17/2019 02H,576
11/17/2019 01H,568
11/17/2019 00H,572
11/16/2019 23H,565
11/16/2019 22H,564
11/16/2019 21H,568
11/16/2019 20H,570
11/16/2019 19H,569
11/16/2019 18H,571
11/16/2019 17H,579
11/16/2019 16H,580
11/16/2019 15H,582
11/16/2019 14H,580
11/16/2019 13H,583
11/16/2019 12H,584
11/16/2019 11H,583
11/16/2019 10H,585
11/16/2019 09H,579
11/16/2019 08H,579
11/16/2019 07H,575
11/16/2019 06H,574
11/16/2019 05H,577
11/16/2019 04H,571
11/16/2019 03H,608
11/16/2019 02H,735
11/16/2019 01H,783
11/16/2019 00H,779
11/15/2019 23H,740
11/15/2019 22H,735
11/15/2019 21H,731
11/15/2019 20H,733
11/15/2019 19H,736
11/15/2019 18H,734
11/15/2019 17H,744
11/15/2019 16H,779
11/15/2019 15H,783
11/15/2019 14H,779
11/15/2019 13H,746
11/15/2019 12H,755
11/15/2019 11H,750
11/15/2019 10H,746
11/15/2019 09H,748
11/15/2019 08H,778
11/15/2019 07H,779
11/15/2019 06H,784
11/15/2019 05H,781
11/15/2019 04H,785
11/15/2019 03H,785
11/15/2019 02H,802
11/15/2019 01H,783
11/15/2019 00H,786
11/14/2019 23H,777
11/14/2019 22H,743
11/14/2019 21H,734
11/14/2019 20H,735
11/14/2019 19H,743
11/14/2019 18H,756
11/14/2019 17H,788
11/14/2019 16H,795
11/14/2019 15H,804
11/14/2019 14H,795
11/14/2019 13H,790
11/14/2019 12H,793
11/14/2019 11H,787
11/14/2019 10H,787
11/14/2019 09H,781
11/14/2019 08H,768
11/14/2019 07H,795
11/14/2019 06H,793
11/14/2019 05H,802
11/14/2019 04H,802
11/14/2019 03H,802
11/14/2019 02H,801
11/14/2019 01H,786
11/14/2019 00H,778
11/13/2019 23H,750
11/13/2019 22H,738
11/13/2019 21H,742
11/13/2019 20H,744
11/13/2019 19H,740
11/13/2019 18H,747
11/13/2019 17H,754
11/13/2019 16H,783
11/13/2019 15H,787
11/13/2019 14H,788
11/13/2019 13H,761
11/13/2019 12H,753
11/13/2019 11H,758
11/13/2019 10H,757
11/13/2019 09H,756
11/13/2019 08H,793
11/13/2019 07H,795
11/13/2019 06H,789
11/13/2019 05H,784
11/13/2019 04H,796
11/13/2019 03H,795
11/13/2019 02H,809
11/13/2019 01H,781
11/13/2019 00H,777
11/12/2019 23H,744
11/12/2019 22H,742
11/12/2019 21H,744
11/12/2019 20H,737
11/12/2019 19H,741
11/12/2019 18H,746
11/12/2019 17H,755
11/12/2019 16H,793
11/12/2019 15H,798
11/12/2019 14H,795
11/12/2019 13H,795
11/12/2019 12H,794
11/12/2019 11H,789
11/12/2019 10H,796
11/12/2019 09H,796
11/12/2019 08H,794
11/12/2019 07H,793
11/12/2019 06H,796
11/12/2019 05H,793
11/12/2019 04H,798
11/12/2019 03H,805
11/12/2019 02H,806
11/12/2019 01H,799
11/12/2019 00H,800
11/11/2019 23H,774
11/11/2019 22H,742
11/11/2019 21H,745
11/11/2019 20H,746
11/11/2019 19H,745
11/11/2019 18H,749
11/11/2019 17H,759
11/11/2019 16H,796
11/11/2019 15H,799
11/11/2019 14H,795
11/11/2019 13H,792
11/11/2019 12H,794
11/11/2019 11H,793
11/11/2019 10H,785
11/11/2019 09H,789
11/11/2019 08H,782
11/11/2019 07H,793
11/11/2019 06H,783
11/11/2019 05H,785
11/11/2019 04H,786
11/11/2019 03H,778
11/11/2019 02H,764
11/11/2019 01H,756
11/11/2019 00H,761
11/10/2019 23H,719
11/10/2019 22H,713
11/10/2019 21H,717
11/10/2019 20H,721
11/10/2019 19H,721
11/10/2019 18H,731
11/10/2019 17H,740
11/10/2019 16H,767
11/10/2019 15H,769
11/10/2019 14H,763
11/10/2019 13H,760
11/10/2019 12H,759
11/10/2019 11H,768
11/10/2019 10H,764
11/10/2019 09H,759
11/10/2019 08H,765
11/10/2019 07H,744
11/10/2019 06H,713
11/10/2019 05H,706
11/10/2019 04H,696
11/10/2019 03H,700
11/10/2019 02H,696
11/10/2019 01H,683
11/10/2019 00H,631
11/9/2019 23H,570
11/9/2019 22H,568
11/9/2019 21H,561
11/9/2019 20H,556
11/9/2019 19H,578
11/9/2019 18H,594
11/9/2019 17H,599
11/9/2019 16H,631
11/9/2019 15H,630
11/9/2019 14H,635
11/9/2019 13H,633
11/9/2019 12H,630
11/9/2019 11H,630
11/9/2019 10H,628
11/9/2019 09H,631
11/9/2019 08H,636
11/9/2019 07H,644
11/9/2019 06H,633
11/9/2019 05H,624
11/9/2019 04H,647
11/9/2019 03H,665
11/9/2019 02H,672
11/9/2019 01H,677
11/9/2019 00H,656
11/8/2019 23H,640
11/8/2019 22H,593
11/8/2019 21H,586
11/8/2019 20H,585
11/8/2019 19H,586
11/8/2019 18H,587
11/8/2019 17H,603
11/8/2019 16H,634
11/8/2019 15H,634
11/8/2019 14H,635
11/8/2019 13H,634
11/8/2019 12H,633
11/8/2019 11H,632
11/8/2019 10H,628
11/8/2019 09H,628
11/8/2019 08H,632
11/8/2019 07H,643
11/8/2019 06H,631
11/8/2019 05H,632
11/8/2019 04H,644
11/8/2019 03H,653
11/8/2019 02H,654
11/8/2019 01H,629
11/8/2019 00H,634
11/7/2019 23H,623
11/7/2019 22H,582
11/7/2019 21H,572
11/7/2019 20H,579
11/7/2019 19H,582
11/7/2019 18H,587
11/7/2019 17H,623
11/7/2019 16H,625
11/7/2019 15H,637
11/7/2019 14H,628
11/7/2019 13H,617
11/7/2019 12H,594
11/7/2019 11H,615
11/7/2019 10H,622
11/7/2019 09H,609
11/7/2019 08H,616
11/7/2019 07H,629
11/7/2019 06H,630
11/7/2019 05H,668
11/7/2019 04H,711
11/7/2019 03H,718
11/7/2019 02H,724
11/7/2019 01H,702
11/7/2019 00H,692
11/6/2019 23H,644
11/6/2019 22H,633
11/6/2019 21H,630
11/6/2019 20H,629
11/6/2019 19H,637
11/6/2019 18H,631
11/6/2019 17H,645
11/6/2019 16H,677
11/6/2019 15H,688
11/6/2019 14H,734
11/6/2019 13H,733
11/6/2019 12H,769
11/6/2019 11H,738
11/6/2019 10H,742
11/6/2019 09H,766
11/6/2019 08H,780
11/6/2019 07H,786
11/6/2019 06H,778
11/6/2019 05H,778
11/6/2019 04H,782
11/6/2019 03H,798
11/6/2019 02H,787
11/6/2019 01H,788
11/6/2019 00H,764
11/5/2019 23H,764
11/5/2019 22H,726
11/5/2019 21H,723
11/5/2019 20H,722
11/5/2019 19H,730
11/5/2019 18H,735
11/5/2019 17H,774
11/5/2019 16H,756
11/5/2019 15H,781
11/5/2019 14H,781
11/5/2019 13H,781
11/5/2019 12H,794
11/5/2019 11H,774
11/5/2019 10H,776
11/5/2019 09H,785
11/5/2019 08H,784
11/5/2019 07H,781
11/5/2019 06H,779
11/5/2019 05H,776
11/5/2019 04H,774
11/5/2019 03H,782
11/5/2019 02H,782
11/5/2019 01H,742
11/5/2019 00H,752
11/4/2019 23H,734
11/4/2019 22H,725
11/4/2019 21H,730
11/4/2019 20H,736
11/4/2019 19H,736
11/4/2019 18H,737
11/4/2019 17H,773
11/4/2019 16H,762
11/4/2019 15H,783
11/4/2019 14H,788
11/4/2019 13H,779
11/4/2019 12H,765
11/4/2019 11H,749
11/4/2019 10H,749
11/4/2019 09H,776
11/4/2019 08H,516
11/4/2019 07H,781
11/4/2019 06H,779
11/4/2019 05H,765
11/4/2019 04H,757
11/4/2019 03H,764
11/4/2019 02H,767
11/4/2019 01H,763
11/4/2019 00H,761
11/3/2019 23H,735
11/3/2019 22H,738
11/3/2019 21H,723
11/3/2019 20H,691
11/3/2019 19H,691
11/3/2019 18H,707
11/3/2019 17H,735
11/3/2019 16H,773
11/3/2019 15H,780
11/3/2019 14H,804
11/3/2019 13H,802
11/3/2019 12H,806
11/3/2019 11H,802
11/3/2019 10H,801
11/3/2019 09H,803
11/3/2019 08H,809
11/3/2019 07H,806
11/3/2019 06H,808
11/3/2019 05H,797
11/3/2019 04H,794
11/3/2019 03H,800
11/3/2019 02H,795
11/3/2019 01H,782
11/3/2019 00H,779
11/2/2019 23H,756
11/2/2019 22H,737
11/2/2019 21H,702
11/2/2019 20H,691
11/2/2019 19H,689
11/2/2019 18H,702
11/2/2019 17H,740
11/2/2019 16H,746
11/2/2019 15H,801
11/2/2019 14H,809
11/2/2019 13H,797
11/2/2019 12H,799
11/2/2019 11H,800
11/2/2019 10H,800
11/2/2019 09H,804
11/2/2019 08H,806
11/2/2019 07H,793
11/2/2019 06H,783
11/2/2019 05H,777
11/2/2019 04H,793
11/2/2019 03H,781
11/2/2019 02H,805
11/2/2019 01H,809
11/2/2019 00H,774
11/1/2019 23H,734
11/1/2019 22H,720
11/1/2019 21H,717
11/1/2019 20H,719
11/1/2019 19H,712
11/1/2019 18H,720
11/1/2019 17H,747
11/1/2019 16H,814
11/1/2019 15H,813
11/1/2019 14H,810
11/1/2019 13H,810
11/1/2019 12H,807
11/1/2019 11H,781
11/1/2019 10H,802
11/1/2019 09H,813
11/1/2019 08H,810
11/1/2019 07H,822
11/1/2019 06H,822
11/1/2019 05H,823
11/1/2019 04H,824
11/1/2019 03H,825
11/1/2019 02H,819
11/1/2019 01H,818
11/1/2019 00H,777
10/31/2019 23H,708
10/31/2019 22H,688
10/31/2019 21H,682
10/31/2019 20H,687
10/31/2019 19H,684
10/31/2019 18H,680
10/31/2019 17H,690
10/31/2019 16H,803
10/31/2019 15H,795
10/31/2019 14H,792
10/31/2019 13H,792
10/31/2019 12H,813
10/31/2019 11H,815
10/31/2019 10H,813
10/31/2019 09H,764
10/31/2019 08H,761
10/31/2019 07H,789
10/31/2019 06H,795
10/31/2019 05H,745
10/31/2019 04H,719
10/31/2019 03H,719
10/31/2019 02H,719
10/31/2019 01H,735
10/31/2019 00H,764
10/30/2019 23H,705
10/30/2019 22H,705
10/30/2019 21H,702
10/30/2019 20H,702
10/30/2019 19H,714
10/30/2019 18H,703
10/30/2019 17H,753
10/30/2019 16H,794
10/30/2019 15H,793
10/30/2019 14H,797
10/30/2019 13H,789
10/30/2019 12H,789
10/30/2019 11H,786
10/30/2019 10H,788
10/30/2019 09H,781
10/30/2019 08H,785
10/30/2019 07H,793
10/30/2019 06H,791
10/30/2019 05H,795
10/30/2019 04H,792
10/30/2019 03H,792
10/30/2019 02H,795
10/30/2019 01H,791
10/30/2019 00H,733
10/29/2019 23H,708
10/29/2019 22H,714
10/29/2019 21H,715
10/29/2019 20H,716
10/29/2019 19H,721
10/29/2019 18H,724
10/29/2019 17H,726
10/29/2019 16H,767
10/29/2019 15H,771
10/29/2019 14H,795
10/29/2019 13H,793
10/29/2019 12H,789
10/29/2019 11H,749
10/29/2019 10H,753
10/29/2019 09H,750
10/29/2019 08H,758
10/29/2019 07H,792
10/29/2019 06H,789
10/29/2019 05H,788
10/29/2019 04H,789
10/29/2019 03H,783
10/29/2019 02H,784
10/29/2019 01H,784
10/29/2019 00H,771
10/28/2019 23H,772
10/28/2019 22H,703
10/28/2019 21H,696
10/28/2019 20H,690
10/28/2019 19H,689
10/28/2019 18H,690
10/28/2019 17H,691
10/28/2019 16H,733
10/28/2019 15H,760
10/28/2019 14H,777
10/28/2019 13H,774
10/28/2019 12H,765
10/28/2019 11H,733
10/28/2019 10H,737
10/28/2019 09H,761
10/28/2019 08H,772
10/28/2019 07H,770
10/28/2019 06H,760
10/28/2019 05H,763
10/28/2019 04H,743
10/28/2019 03H,733
10/28/2019 02H,710
10/28/2019 01H,693
10/28/2019 00H,672
10/27/2019 23H,621
10/27/2019 22H,613
10/27/2019 21H,593
10/27/2019 20H,585
10/27/2019 19H,585
10/27/2019 18H,582
10/27/2019 17H,588
10/27/2019 16H,596
10/27/2019 15H,643
10/27/2019 14H,657
10/27/2019 13H,672
10/27/2019 12H,696
10/27/2019 11H,708
10/27/2019 10H,707
10/27/2019 09H,717
10/27/2019 08H,711
10/27/2019 07H,714
10/27/2019 06H,713
10/27/2019 05H,715
10/27/2019 04H,717
10/27/2019 03H,717
10/27/2019 02H,721
10/27/2019 01H,716
10/27/2019 00H,720
10/26/2019 23H,678
10/26/2019 22H,670
10/26/2019 21H,642
10/26/2019 20H,633
10/26/2019 19H,647
10/26/2019 18H,662
10/26/2019 17H,675
10/26/2019 16H,682
10/26/2019 15H,711
10/26/2019 14H,717
10/26/2019 13H,718
10/26/2019 12H,716
10/26/2019 11H,711
10/26/2019 10H,708
10/26/2019 09H,715
10/26/2019 08H,736
10/26/2019 07H,785
10/26/2019 06H,820
10/26/2019 05H,835
10/26/2019 04H,833
10/26/2019 03H,836
10/26/2019 02H,845
10/26/2019 01H,843
10/26/2019 00H,836
10/25/2019 23H,826
10/25/2019 22H,832
10/25/2019 21H,776
10/25/2019 20H,714
10/25/2019 19H,687
10/25/2019 18H,686
10/25/2019 17H,685
10/25/2019 16H,768
10/25/2019 15H,784
10/25/2019 14H,783
10/25/2019 13H,787
10/25/2019 12H,779
10/25/2019 11H,779
10/25/2019 10H,772
10/25/2019 09H,776
10/25/2019 08H,774
10/25/2019 07H,759
10/25/2019 06H,820
10/25/2019 05H,839
10/25/2019 04H,845
10/25/2019 03H,817
10/25/2019 02H,863
10/25/2019 01H,851
10/25/2019 00H,839
10/24/2019 23H,837
10/24/2019 22H,840
10/24/2019 21H,828
10/24/2019 20H,773
10/24/2019 19H,701
10/24/2019 18H,692
10/24/2019 17H,686
10/24/2019 16H,761
10/24/2019 15H,789
10/24/2019 14H,779
10/24/2019 13H,780
10/24/2019 12H,784
10/24/2019 11H,776
10/24/2019 10H,758
10/24/2019 09H,785
10/24/2019 08H,786
10/24/2019 07H,803
10/24/2019 06H,826
10/24/2019 05H,820
10/24/2019 04H,821
10/24/2019 03H,825
10/24/2019 02H,811
10/24/2019 01H,808
10/24/2019 00H,802
10/23/2019 23H,796
10/23/2019 22H,790
10/23/2019 21H,776
10/23/2019 20H,739
10/23/2019 19H,709
10/23/2019 18H,684
10/23/2019 17H,675
10/23/2019 16H,721
10/23/2019 15H,757
10/23/2019 14H,755
10/23/2019 13H,768
10/23/2019 12H,751
10/23/2019 11H,749
10/23/2019 10H,747
10/23/2019 09H,745
10/23/2019 08H,788
10/23/2019 07H,810
10/23/2019 06H,813
10/23/2019 05H,801
10/23/2019 04H,763
10/23/2019 03H,775
10/23/2019 02H,741
10/23/2019 01H,788
