Net generation from natural gas for Florida (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390109&sdid=EBA.FLA-ALL.NG.NG.H
19:11:22 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.FLA-ALL.NG.NG.H megawatthours
01/6/2021 16H,13828
01/6/2021 15H,15619
01/6/2021 14H,17617
01/6/2021 13H,17898
01/6/2021 12H,15828
01/6/2021 11H,13196
01/6/2021 10H,11688
01/6/2021 09H,11395
01/6/2021 08H,11818
01/6/2021 07H,11337
01/6/2021 06H,11557
01/6/2021 05H,12464
01/6/2021 04H,13590
01/6/2021 03H,14918
01/6/2021 02H,15784
01/6/2021 01H,16655
01/6/2021 00H,16770
01/5/2021 23H,15287
01/5/2021 22H,13874
01/5/2021 21H,12690
01/5/2021 20H,12098
01/5/2021 19H,12156
01/5/2021 18H,12292
01/5/2021 17H,12546
01/5/2021 16H,13047
01/5/2021 15H,14158
01/5/2021 14H,16198
01/5/2021 13H,16874
01/5/2021 12H,14964
01/5/2021 11H,12428
01/5/2021 10H,11297
01/5/2021 09H,11006
01/5/2021 08H,10960
01/5/2021 07H,11027
01/5/2021 06H,11387
01/5/2021 05H,12213
01/5/2021 04H,13318
01/5/2021 03H,14511
01/5/2021 02H,15687
01/5/2021 01H,16291
01/5/2021 00H,16610
01/4/2021 23H,15236
01/4/2021 22H,13802
01/4/2021 21H,12852
01/4/2021 20H,12677
01/4/2021 19H,12566
01/4/2021 18H,12554
01/4/2021 17H,12548
01/4/2021 16H,12670
01/4/2021 15H,13080
01/4/2021 14H,13968
01/4/2021 13H,13851
01/4/2021 12H,12516
01/4/2021 11H,10797
01/4/2021 10H,9810
01/4/2021 09H,9680
01/4/2021 08H,9619
01/4/2021 07H,9949
01/4/2021 06H,10728
01/4/2021 05H,11821
01/4/2021 04H,13217
01/4/2021 03H,14662
01/4/2021 02H,15879
01/4/2021 01H,16727
01/4/2021 00H,17292
01/3/2021 23H,16607
01/3/2021 22H,15996
01/3/2021 21H,15627
01/3/2021 20H,15526
01/3/2021 19H,15461
01/3/2021 18H,15266
01/3/2021 17H,14547
01/3/2021 16H,13850
01/3/2021 15H,12914
01/3/2021 14H,11622
01/3/2021 13H,10317
01/3/2021 12H,9707
01/3/2021 11H,9307
01/3/2021 10H,9207
01/3/2021 09H,9401
01/3/2021 08H,9821
01/3/2021 07H,10328
01/3/2021 06H,11437
01/3/2021 05H,12702
01/3/2021 04H,13911
01/3/2021 03H,14892
01/3/2021 02H,16056
01/3/2021 01H,17101
01/3/2021 00H,18222
01/2/2021 23H,17972
01/2/2021 22H,17803
01/2/2021 21H,17624
01/2/2021 20H,17511
01/2/2021 19H,16942
01/2/2021 18H,16632
01/2/2021 17H,16289
01/2/2021 16H,15568
01/2/2021 15H,14335
01/2/2021 14H,12769
01/2/2021 13H,11376
01/2/2021 12H,10367
01/2/2021 11H,9808
01/2/2021 10H,9634
01/2/2021 09H,9817
01/2/2021 08H,10286
01/2/2021 07H,11048
01/2/2021 06H,12092
01/2/2021 05H,12107
01/2/2021 04H,13291
01/2/2021 03H,14246
01/2/2021 02H,15170
01/2/2021 01H,16196
01/2/2021 00H,18657
01/1/2021 23H,18381
01/1/2021 22H,18418
01/1/2021 21H,18036
01/1/2021 20H,17559
01/1/2021 19H,17074
01/1/2021 18H,16496
01/1/2021 17H,15987
01/1/2021 16H,14845
01/1/2021 15H,13447
01/1/2021 14H,12002
01/1/2021 13H,11336
01/1/2021 12H,10708
01/1/2021 11H,10063
01/1/2021 10H,10037
01/1/2021 09H,10001
01/1/2021 08H,10661
01/1/2021 07H,11744
01/1/2021 06H,12495
01/1/2021 05H,12234
01/1/2021 04H,13301
01/1/2021 03H,15644
01/1/2021 02H,16891
01/1/2021 01H,18479
01/1/2021 00H,19609
12/31/2020 23H,19006
12/31/2020 22H,18461
12/31/2020 21H,17427
12/31/2020 20H,16943
12/31/2020 19H,16339
12/31/2020 18H,15851
12/31/2020 17H,15031
12/31/2020 16H,14159
12/31/2020 15H,13564
12/31/2020 14H,12781
12/31/2020 13H,11530
12/31/2020 12H,10671
12/31/2020 11H,9957
12/31/2020 10H,9481
12/31/2020 09H,9532
12/31/2020 08H,9682
12/31/2020 07H,10099
12/31/2020 06H,11039
12/31/2020 05H,12250
12/31/2020 04H,13555
12/31/2020 03H,14528
12/31/2020 02H,15332
12/31/2020 01H,16075
12/31/2020 00H,16098
12/30/2020 23H,15376
12/30/2020 22H,14769
12/30/2020 21H,14198
12/30/2020 20H,14245
12/30/2020 19H,14122
12/30/2020 18H,13527
12/30/2020 17H,12937
12/30/2020 16H,12638
12/30/2020 15H,12512
12/30/2020 14H,12253
12/30/2020 13H,11770
12/30/2020 12H,10966
12/30/2020 11H,10102
12/30/2020 10H,9238
12/30/2020 09H,8846
12/30/2020 08H,8774
12/30/2020 07H,9150
12/30/2020 06H,9996
12/30/2020 05H,11328
12/30/2020 04H,12678
12/30/2020 03H,14035
12/30/2020 02H,14893
12/30/2020 01H,15703
12/30/2020 00H,16208
12/29/2020 23H,15088
12/29/2020 22H,13755
12/29/2020 21H,13039
12/29/2020 20H,12570
12/29/2020 19H,12461
12/29/2020 18H,12400
12/29/2020 17H,12250
12/29/2020 16H,12225
12/29/2020 15H,12644
12/29/2020 14H,13430
12/29/2020 13H,13422
12/29/2020 12H,12392
12/29/2020 11H,11200
12/29/2020 10H,10454
12/29/2020 09H,10124
12/29/2020 08H,10144
12/29/2020 07H,10379
12/29/2020 06H,11024
12/29/2020 05H,12168
12/29/2020 04H,13515
12/29/2020 03H,14502
12/29/2020 02H,15444
12/29/2020 01H,16019
12/29/2020 00H,16482
12/28/2020 23H,15399
12/28/2020 22H,14018
12/28/2020 21H,13437
12/28/2020 20H,13231
12/28/2020 19H,13147
12/28/2020 18H,12961
12/28/2020 17H,12922
12/28/2020 16H,13145
12/28/2020 15H,14053
12/28/2020 14H,15134
12/28/2020 13H,15315
12/28/2020 12H,14310
12/28/2020 11H,13278
12/28/2020 10H,12386
12/28/2020 09H,11825
12/28/2020 08H,11793
12/28/2020 07H,11973
12/28/2020 06H,12391
12/28/2020 05H,13465
12/28/2020 04H,14509
12/28/2020 03H,15490
12/28/2020 02H,16404
12/28/2020 01H,16949
12/28/2020 00H,17147
12/27/2020 23H,15814
12/27/2020 22H,13925
12/27/2020 21H,13153
12/27/2020 20H,12976
12/27/2020 19H,13682
12/27/2020 18H,14515
12/27/2020 17H,15720
12/27/2020 16H,17426
12/27/2020 15H,19356
12/27/2020 14H,21332
12/27/2020 13H,21687
12/27/2020 12H,20282
12/27/2020 11H,19230
12/27/2020 10H,18534
12/27/2020 09H,18375
12/27/2020 08H,18450
12/27/2020 07H,18657
12/27/2020 06H,18941
12/27/2020 05H,19418
12/27/2020 04H,19792
12/27/2020 03H,20445
12/27/2020 02H,20618
12/27/2020 01H,20404
12/27/2020 00H,20168
12/26/2020 23H,18144
12/26/2020 22H,15899
12/26/2020 21H,14564
12/26/2020 20H,14681
12/26/2020 19H,15732
12/26/2020 18H,17112
12/26/2020 17H,18681
12/26/2020 16H,20171
12/26/2020 15H,21589
12/26/2020 14H,22399
12/26/2020 13H,21531
12/26/2020 12H,19356
12/26/2020 11H,17664
12/26/2020 10H,16869
12/26/2020 09H,16502
12/26/2020 08H,16299
12/26/2020 07H,16060
12/26/2020 06H,16079
12/26/2020 05H,14346
12/26/2020 04H,15072
12/26/2020 03H,15475
12/26/2020 02H,17699
12/26/2020 01H,17596
12/26/2020 00H,17777
12/25/2020 23H,16573
12/25/2020 22H,14831
12/25/2020 21H,13951
12/25/2020 20H,13966
12/25/2020 19H,14310
12/25/2020 18H,14682
12/25/2020 17H,15242
12/25/2020 16H,15658
12/25/2020 15H,16020
12/25/2020 14H,15941
12/25/2020 13H,14702
12/25/2020 12H,12579
12/25/2020 11H,11607
12/25/2020 10H,11568
12/25/2020 09H,10935
12/25/2020 08H,10856
12/25/2020 07H,11312
12/25/2020 06H,12068
12/25/2020 05H,11619
12/25/2020 04H,12728
12/25/2020 03H,13638
12/25/2020 02H,16348
12/25/2020 01H,17375
12/25/2020 00H,18654
12/24/2020 23H,18678
12/24/2020 22H,18145
12/24/2020 21H,17989
12/24/2020 20H,17704
12/24/2020 19H,17247
12/24/2020 18H,16819
12/24/2020 17H,16313
12/24/2020 16H,15264
12/24/2020 15H,14244
12/24/2020 14H,13418
12/24/2020 13H,12720
12/24/2020 12H,11596
12/24/2020 11H,10832
12/24/2020 10H,10482
12/24/2020 09H,10308
12/24/2020 08H,10366
12/24/2020 07H,10787
12/24/2020 06H,11595
12/24/2020 05H,11192
12/24/2020 04H,12554
12/24/2020 03H,15123
12/24/2020 02H,15790
12/24/2020 01H,16329
12/24/2020 00H,16802
12/23/2020 23H,16025
12/23/2020 22H,14982
12/23/2020 21H,14147
12/23/2020 20H,13481
12/23/2020 19H,13196
12/23/2020 18H,13015
12/23/2020 17H,12801
12/23/2020 16H,13004
12/23/2020 15H,13750
12/23/2020 14H,15040
12/23/2020 13H,15463
12/23/2020 12H,14370
12/23/2020 11H,13464
12/23/2020 10H,12461
12/23/2020 09H,12099
12/23/2020 08H,12013
12/23/2020 07H,12066
12/23/2020 06H,12380
12/23/2020 05H,11008
12/23/2020 04H,12141
12/23/2020 03H,15147
12/23/2020 02H,16135
12/23/2020 01H,16662
12/23/2020 00H,17046
12/22/2020 23H,15965
12/22/2020 22H,14850
12/22/2020 21H,13873
12/22/2020 20H,13234
12/22/2020 19H,13233
12/22/2020 18H,13382
12/22/2020 17H,13385
12/22/2020 16H,13620
12/22/2020 15H,14001
12/22/2020 14H,14633
12/22/2020 13H,14696
12/22/2020 12H,13830
12/22/2020 11H,12591
12/22/2020 10H,11518
12/22/2020 09H,10901
12/22/2020 08H,10814
12/22/2020 07H,11133
12/22/2020 06H,11776
12/22/2020 05H,10960
12/22/2020 04H,14051
12/22/2020 03H,15242
12/22/2020 02H,16348
12/22/2020 01H,17082
12/22/2020 00H,17678
12/21/2020 23H,17042
12/21/2020 22H,16177
12/21/2020 21H,14915
12/21/2020 20H,14635
12/21/2020 19H,14643
12/21/2020 18H,14624
12/21/2020 17H,14537
12/21/2020 16H,14513
12/21/2020 15H,14435
12/21/2020 14H,14017
12/21/2020 13H,13366
12/21/2020 12H,12188
12/21/2020 11H,11110
12/21/2020 10H,10348
12/21/2020 09H,10208
12/21/2020 08H,10487
12/21/2020 07H,10944
12/21/2020 06H,11895
12/21/2020 05H,13127
12/21/2020 04H,14440
12/21/2020 03H,15687
12/21/2020 02H,16686
12/21/2020 01H,17217
12/21/2020 00H,17834
12/20/2020 23H,17238
12/20/2020 22H,16578
12/20/2020 21H,16025
12/20/2020 20H,15716
12/20/2020 19H,15443
12/20/2020 18H,15157
12/20/2020 17H,14713
12/20/2020 16H,14597
12/20/2020 15H,14105
12/20/2020 14H,13441
12/20/2020 13H,12832
12/20/2020 12H,12006
12/20/2020 11H,11452
12/20/2020 10H,10978
12/20/2020 09H,10890
12/20/2020 08H,11062
12/20/2020 07H,11444
12/20/2020 06H,12150
12/20/2020 05H,12997
12/20/2020 04H,14069
12/20/2020 03H,14844
12/20/2020 02H,15749
12/20/2020 01H,16420
12/20/2020 00H,17132
12/19/2020 23H,16488
12/19/2020 22H,15422
12/19/2020 21H,14429
12/19/2020 20H,14040
12/19/2020 19H,13822
12/19/2020 18H,14098
12/19/2020 17H,14539
12/19/2020 16H,15643
12/19/2020 15H,16689
12/19/2020 14H,17320
12/19/2020 13H,17739
12/19/2020 12H,16155
12/19/2020 11H,14800
12/19/2020 10H,14042
12/19/2020 09H,13927
12/19/2020 08H,13932
12/19/2020 07H,14218
12/19/2020 06H,15023
12/19/2020 05H,17486
12/19/2020 04H,17813
12/19/2020 03H,19111
12/19/2020 02H,19867
12/19/2020 01H,20253
12/19/2020 00H,20438
12/18/2020 23H,18850
12/18/2020 22H,16942
12/18/2020 21H,15490
12/18/2020 20H,14762
12/18/2020 19H,15293
12/18/2020 18H,16026
12/18/2020 17H,16982
12/18/2020 16H,18659
12/18/2020 15H,19655
12/18/2020 14H,20726
12/18/2020 13H,20469
12/18/2020 12H,18402
12/18/2020 11H,15758
12/18/2020 10H,14048
12/18/2020 09H,13165
12/18/2020 08H,13064
12/18/2020 07H,13252
12/18/2020 06H,14050
12/18/2020 05H,15401
12/18/2020 04H,17777
12/18/2020 03H,19313
12/18/2020 02H,20473
12/18/2020 01H,21156
12/18/2020 00H,21268
12/17/2020 23H,20106
12/17/2020 22H,18661
12/17/2020 21H,18342
12/17/2020 20H,18360
12/17/2020 19H,18038
12/17/2020 18H,17758
12/17/2020 17H,17786
12/17/2020 16H,17471
12/17/2020 15H,17296
12/17/2020 14H,16344
12/17/2020 13H,15246
12/17/2020 12H,13734
12/17/2020 11H,12112
12/17/2020 10H,11453
12/17/2020 09H,11384
12/17/2020 08H,11605
12/17/2020 07H,12192
12/17/2020 06H,13010
12/17/2020 05H,14217
12/17/2020 04H,16286
12/17/2020 03H,18113
12/17/2020 02H,19944
12/17/2020 01H,21169
12/17/2020 00H,21768
12/16/2020 23H,21039
12/16/2020 22H,20415
12/16/2020 21H,20451
12/16/2020 20H,19617
12/16/2020 19H,18859
12/16/2020 18H,18040
12/16/2020 17H,16969
12/16/2020 16H,15824
12/16/2020 15H,15154
12/16/2020 14H,14759
12/16/2020 13H,14156
12/16/2020 12H,12811
12/16/2020 11H,11353
12/16/2020 10H,10513
12/16/2020 09H,10349
12/16/2020 08H,10595
12/16/2020 07H,11127
12/16/2020 06H,12020
12/16/2020 05H,13341
12/16/2020 04H,15055
12/16/2020 03H,16412
12/16/2020 02H,17909
12/16/2020 01H,19100
12/16/2020 00H,19941
12/15/2020 23H,19031
12/15/2020 22H,18203
12/15/2020 21H,17774
12/15/2020 20H,16929
12/15/2020 19H,16853
12/15/2020 18H,16271
12/15/2020 17H,15569
12/15/2020 16H,14971
12/15/2020 15H,14409
12/15/2020 14H,14057
12/15/2020 13H,13500
12/15/2020 12H,12299
12/15/2020 11H,10993
12/15/2020 10H,10273
12/15/2020 09H,9791
12/15/2020 08H,10009
12/15/2020 07H,10605
12/15/2020 06H,11673
12/15/2020 05H,13071
12/15/2020 04H,14861
12/15/2020 03H,16769
12/15/2020 02H,18266
12/15/2020 01H,19514
12/15/2020 00H,20290
12/14/2020 23H,19480
12/14/2020 22H,18855
12/14/2020 21H,18403
12/14/2020 20H,17846
12/14/2020 19H,17368
12/14/2020 18H,16965
12/14/2020 17H,16478
12/14/2020 16H,15788
12/14/2020 15H,14916
12/14/2020 14H,14142
12/14/2020 13H,13326
12/14/2020 12H,12076
12/14/2020 11H,10453
12/14/2020 10H,9527
12/14/2020 09H,9309
12/14/2020 08H,9535
12/14/2020 07H,10025
12/14/2020 06H,11025
12/14/2020 05H,12574
12/14/2020 04H,14440
12/14/2020 03H,15464
12/14/2020 02H,17350
12/14/2020 01H,18112
12/14/2020 00H,18889
12/13/2020 23H,18487
12/13/2020 22H,18143
12/13/2020 21H,17633
12/13/2020 20H,17141
12/13/2020 19H,16445
12/13/2020 18H,15679
12/13/2020 17H,14928
12/13/2020 16H,14327
12/13/2020 15H,13532
12/13/2020 14H,12327
12/13/2020 13H,11195
12/13/2020 12H,10373
12/13/2020 11H,9749
12/13/2020 10H,9422
12/13/2020 09H,9324
12/13/2020 08H,9537
12/13/2020 07H,10024
12/13/2020 06H,10805
12/13/2020 05H,12433
12/13/2020 04H,13904
12/13/2020 03H,15136
12/13/2020 02H,16164
12/13/2020 01H,17053
12/13/2020 00H,17960
12/12/2020 23H,17367
12/12/2020 22H,16240
12/12/2020 21H,15696
12/12/2020 20H,15463
12/12/2020 19H,15044
12/12/2020 18H,14942
12/12/2020 17H,14940
12/12/2020 16H,15156
12/12/2020 15H,14605
12/12/2020 14H,13600
12/12/2020 13H,12293
12/12/2020 12H,11355
12/12/2020 11H,10519
12/12/2020 10H,10089
12/12/2020 09H,10021
12/12/2020 08H,10014
12/12/2020 07H,10979
12/12/2020 06H,11589
12/12/2020 05H,11255
12/12/2020 04H,14125
12/12/2020 03H,15217
12/12/2020 02H,16053
12/12/2020 01H,16844
12/12/2020 00H,17381
12/11/2020 23H,16479
12/11/2020 22H,14872
12/11/2020 21H,13851
12/11/2020 20H,13474
12/11/2020 19H,13699
12/11/2020 18H,13818
12/11/2020 17H,14137
12/11/2020 16H,14731
12/11/2020 15H,15909
12/11/2020 14H,16775
12/11/2020 13H,16665
12/11/2020 12H,15008
12/11/2020 11H,13339
12/11/2020 10H,12404
12/11/2020 09H,11884
12/11/2020 08H,11424
12/11/2020 07H,11464
12/11/2020 06H,11989
12/11/2020 05H,13074
12/11/2020 04H,14117
12/11/2020 03H,15639
12/11/2020 02H,16796
12/11/2020 01H,17347
12/11/2020 00H,17576
12/10/2020 23H,16133
12/10/2020 22H,14422
12/10/2020 21H,13117
12/10/2020 20H,12890
12/10/2020 19H,13039
12/10/2020 18H,13409
12/10/2020 17H,14032
12/10/2020 16H,15164
12/10/2020 15H,16560
12/10/2020 14H,18957
12/10/2020 13H,20361
12/10/2020 12H,18734
12/10/2020 11H,16322
12/10/2020 10H,14805
12/10/2020 09H,14669
12/10/2020 08H,14591
12/10/2020 07H,14428
12/10/2020 06H,14646
12/10/2020 05H,15495
12/10/2020 04H,16743
12/10/2020 03H,18969
12/10/2020 02H,19064
12/10/2020 01H,19367
12/10/2020 00H,19425
12/9/2020 23H,17577
12/9/2020 22H,15119
12/9/2020 21H,13894
12/9/2020 20H,13623
12/9/2020 19H,13962
12/9/2020 18H,14851
12/9/2020 17H,15743
12/9/2020 16H,17071
12/9/2020 15H,18962
12/9/2020 14H,21628
12/9/2020 13H,22594
12/9/2020 12H,20800
12/9/2020 11H,17986
12/9/2020 10H,16251
12/9/2020 09H,15467
12/9/2020 08H,15297
12/9/2020 07H,15354
12/9/2020 06H,15563
12/9/2020 05H,16367
12/9/2020 04H,17638
12/9/2020 03H,18999
12/9/2020 02H,19795
12/9/2020 01H,20320
12/9/2020 00H,20059
12/8/2020 23H,17882
12/8/2020 22H,15182
12/8/2020 21H,13677
12/8/2020 20H,13246
12/8/2020 19H,13538
12/8/2020 18H,14026
12/8/2020 17H,14599
12/8/2020 16H,15435
12/8/2020 15H,16428
12/8/2020 14H,17329
12/8/2020 13H,17662
12/8/2020 12H,15713
12/8/2020 11H,13728
12/8/2020 10H,12175
12/8/2020 09H,11541
12/8/2020 08H,11261
12/8/2020 07H,11241
12/8/2020 06H,11757
12/8/2020 05H,12796
12/8/2020 04H,14111
12/8/2020 03H,15805
12/8/2020 02H,17026
12/8/2020 01H,18076
12/8/2020 00H,18407
12/7/2020 23H,17240
12/7/2020 22H,15342
12/7/2020 21H,14605
12/7/2020 20H,15034
12/7/2020 19H,15067
12/7/2020 18H,14993
12/7/2020 17H,14902
12/7/2020 16H,14871
12/7/2020 15H,14500
12/7/2020 14H,14049
12/7/2020 13H,13468
12/7/2020 12H,12233
12/7/2020 11H,10942
12/7/2020 10H,10146
12/7/2020 09H,9619
12/7/2020 08H,9792
12/7/2020 07H,10250
12/7/2020 06H,11025
12/7/2020 05H,12331
12/7/2020 04H,13825
12/7/2020 03H,15629
12/7/2020 02H,16854
12/7/2020 01H,17849
12/7/2020 00H,18212
12/6/2020 23H,17523
12/6/2020 22H,16299
12/6/2020 21H,15580
12/6/2020 20H,15354
12/6/2020 19H,14923
12/6/2020 18H,14769
12/6/2020 17H,14372
12/6/2020 16H,14219
12/6/2020 15H,13878
12/6/2020 14H,13389
12/6/2020 13H,12337
12/6/2020 12H,11258
12/6/2020 11H,10652
12/6/2020 10H,10103
12/6/2020 09H,9995
12/6/2020 08H,10154
12/6/2020 07H,10726
12/6/2020 06H,11393
12/6/2020 05H,11100
12/6/2020 04H,13857
12/6/2020 03H,14992
12/6/2020 02H,15931
12/6/2020 01H,16722
12/6/2020 00H,17452
12/5/2020 23H,16926
12/5/2020 22H,16451
12/5/2020 21H,16021
12/5/2020 20H,15596
12/5/2020 19H,15300
12/5/2020 18H,15016
12/5/2020 17H,14459
12/5/2020 16H,13532
12/5/2020 15H,12649
12/5/2020 14H,11561
12/5/2020 13H,10819
12/5/2020 12H,10211
12/5/2020 11H,9471
12/5/2020 10H,9130
12/5/2020 09H,9108
12/5/2020 08H,9236
12/5/2020 07H,9685
12/5/2020 06H,10636
12/5/2020 05H,11654
12/5/2020 04H,13084
12/5/2020 03H,14557
12/5/2020 02H,15661
12/5/2020 01H,16511
12/5/2020 00H,17267
12/4/2020 23H,16556
12/4/2020 22H,15748
12/4/2020 21H,15406
12/4/2020 20H,15023
12/4/2020 19H,14797
12/4/2020 18H,14531
12/4/2020 17H,14368
12/4/2020 16H,14264
12/4/2020 15H,14045
12/4/2020 14H,13918
12/4/2020 13H,13221
12/4/2020 12H,11928
12/4/2020 11H,10312
12/4/2020 10H,9445
12/4/2020 09H,9139
12/4/2020 08H,9226
12/4/2020 07H,9944
12/4/2020 06H,10727
12/4/2020 05H,10754
12/4/2020 04H,13997
12/4/2020 03H,15563
12/4/2020 02H,16263
12/4/2020 01H,17004
12/4/2020 00H,17401
12/3/2020 23H,16361
12/3/2020 22H,15418
12/3/2020 21H,15026
12/3/2020 20H,14493
12/3/2020 19H,14236
12/3/2020 18H,14087
12/3/2020 17H,13998
12/3/2020 16H,14540
12/3/2020 15H,15582
12/3/2020 14H,16788
12/3/2020 13H,17560
12/3/2020 12H,16992
12/3/2020 11H,15056
12/3/2020 10H,14381
12/3/2020 09H,13915
12/3/2020 08H,13588
12/3/2020 07H,13843
12/3/2020 06H,14419
12/3/2020 05H,15498
12/3/2020 04H,16778
12/3/2020 03H,18157
12/3/2020 02H,19018
12/3/2020 01H,19478
12/3/2020 00H,19402
12/2/2020 23H,17609
12/2/2020 22H,15559
12/2/2020 21H,14281
12/2/2020 20H,13924
12/2/2020 19H,14140
12/2/2020 18H,14840
12/2/2020 17H,15969
12/2/2020 16H,17441
12/2/2020 15H,18855
12/2/2020 14H,20415
12/2/2020 13H,21159
12/2/2020 12H,18794
12/2/2020 11H,16284
12/2/2020 10H,14570
12/2/2020 09H,14276
12/2/2020 08H,14121
12/2/2020 07H,14027
12/2/2020 06H,14416
12/2/2020 05H,12944
12/2/2020 04H,15533
12/2/2020 03H,16578
12/2/2020 02H,17956
12/2/2020 01H,18624
12/2/2020 00H,18803
12/1/2020 23H,17109
12/1/2020 22H,15377
12/1/2020 21H,14023
12/1/2020 20H,13739
12/1/2020 19H,13868
12/1/2020 18H,14030
12/1/2020 17H,14117
12/1/2020 16H,13768
12/1/2020 15H,14114
12/1/2020 14H,14210
12/1/2020 13H,14204
12/1/2020 12H,12660
12/1/2020 11H,11320
12/1/2020 10H,10362
12/1/2020 09H,9927
12/1/2020 08H,9816
12/1/2020 07H,10167
12/1/2020 06H,11290
12/1/2020 05H,12194
12/1/2020 04H,14214
12/1/2020 03H,16062
12/1/2020 02H,17761
12/1/2020 01H,18934
12/1/2020 00H,19351
11/30/2020 23H,18630
11/30/2020 22H,17660
11/30/2020 21H,17218
11/30/2020 20H,17557
11/30/2020 19H,17943
11/30/2020 18H,17908
11/30/2020 17H,17344
11/30/2020 16H,16616
11/30/2020 15H,16082
11/30/2020 14H,15387
11/30/2020 13H,14401
11/30/2020 12H,13039
11/30/2020 11H,11200
11/30/2020 10H,10198
11/30/2020 09H,9951
11/30/2020 08H,9983
11/30/2020 07H,10490
11/30/2020 06H,11531
11/30/2020 05H,13026
11/30/2020 04H,14845
11/30/2020 03H,16689
11/30/2020 02H,18123
11/30/2020 01H,19476
11/30/2020 00H,20555
11/29/2020 23H,20210
11/29/2020 22H,20104
11/29/2020 21H,19961
11/29/2020 20H,19662
11/29/2020 19H,18916
11/29/2020 18H,17996
11/29/2020 17H,16589
11/29/2020 16H,15119
11/29/2020 15H,13334
11/29/2020 14H,11545
11/29/2020 13H,10469
11/29/2020 12H,9624
11/29/2020 11H,9377
11/29/2020 10H,9288
11/29/2020 09H,9413
11/29/2020 08H,9975
11/29/2020 07H,10611
11/29/2020 06H,11447
11/29/2020 05H,11500
11/29/2020 04H,14642
11/29/2020 03H,15833
11/29/2020 02H,16745
11/29/2020 01H,17858
11/29/2020 00H,18963
11/28/2020 23H,18924
11/28/2020 22H,18993
11/28/2020 21H,18952
11/28/2020 20H,18691
11/28/2020 19H,18213
11/28/2020 18H,17086
11/28/2020 17H,16100
11/28/2020 16H,15093
11/28/2020 15H,13693
11/28/2020 14H,11797
11/28/2020 13H,10542
11/28/2020 12H,9789
11/28/2020 11H,9370
11/28/2020 10H,9341
11/28/2020 09H,9493
11/28/2020 08H,9804
11/28/2020 07H,10486
11/28/2020 06H,11102
11/28/2020 05H,11364
11/28/2020 04H,12891
11/28/2020 03H,15588
11/28/2020 02H,16833
11/28/2020 01H,17956
11/28/2020 00H,19184
11/27/2020 23H,19582
11/27/2020 22H,19892
11/27/2020 21H,19768
11/27/2020 20H,19405
11/27/2020 19H,18675
11/27/2020 18H,17695
11/27/2020 17H,16487
11/27/2020 16H,15216
11/27/2020 15H,14052
11/27/2020 14H,12583
11/27/2020 13H,11419
11/27/2020 12H,10624
11/27/2020 11H,9959
11/27/2020 10H,9899
11/27/2020 09H,9994
11/27/2020 08H,10166
11/27/2020 07H,10645
11/27/2020 06H,11701
11/27/2020 05H,11288
11/27/2020 04H,12682
11/27/2020 03H,15331
11/27/2020 02H,16286
11/27/2020 01H,17453
11/27/2020 00H,19369
11/26/2020 23H,20455
11/26/2020 22H,21444
11/26/2020 21H,22229
11/26/2020 20H,22478
11/26/2020 19H,22363
11/26/2020 18H,21855
11/26/2020 17H,20285
11/26/2020 16H,18095
11/26/2020 15H,16164
11/26/2020 14H,13815
11/26/2020 13H,11852
11/26/2020 12H,10562
11/26/2020 11H,9803
11/26/2020 10H,9719
11/26/2020 09H,9932
11/26/2020 08H,10123
11/26/2020 07H,11051
11/26/2020 06H,12274
11/26/2020 05H,12238
11/26/2020 04H,15663
11/26/2020 03H,16992
11/26/2020 02H,18036
11/26/2020 01H,19427
11/26/2020 00H,20370
11/25/2020 23H,20148
11/25/2020 22H,19748
11/25/2020 21H,19261
11/25/2020 20H,18867
11/25/2020 19H,18383
11/25/2020 18H,17354
11/25/2020 17H,16189
11/25/2020 16H,15151
11/25/2020 15H,14210
11/25/2020 14H,13322
11/25/2020 13H,12388
11/25/2020 12H,11518
11/25/2020 11H,10516
11/25/2020 10H,9878
11/25/2020 09H,9669
