Net generation from natural gas for Florida (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390109&sdid=EBA.FLA-ALL.NG.NG.H
19:11:22 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.FLA-ALL.NG.NG.H megawatthours
02/20/2021 01H,18282
02/20/2021 00H,19322
02/19/2021 23H,19438
02/19/2021 22H,19948
02/19/2021 21H,20050
02/19/2021 20H,20073
02/19/2021 19H,19921
02/19/2021 18H,20002
02/19/2021 17H,19093
02/19/2021 16H,18132
02/19/2021 15H,17070
02/19/2021 14H,15929
02/19/2021 13H,14526
02/19/2021 12H,13249
02/19/2021 11H,11806
02/19/2021 10H,11098
02/19/2021 09H,10962
02/19/2021 08H,11034
02/19/2021 07H,11606
02/19/2021 06H,12698
02/19/2021 05H,14399
02/19/2021 04H,16721
02/19/2021 03H,18560
02/19/2021 02H,20431
02/19/2021 01H,21959
02/19/2021 00H,22513
02/18/2021 23H,22448
02/18/2021 22H,22161
02/18/2021 21H,21409
02/18/2021 20H,20242
02/18/2021 19H,19942
02/18/2021 18H,19121
02/18/2021 17H,17665
02/18/2021 16H,16170
02/18/2021 15H,15282
02/18/2021 14H,14452
02/18/2021 13H,13577
02/18/2021 12H,12314
02/18/2021 11H,10667
02/18/2021 10H,9787
02/18/2021 09H,9671
02/18/2021 08H,9997
02/18/2021 07H,10566
02/18/2021 06H,11648
02/18/2021 05H,13256
02/18/2021 04H,14993
02/18/2021 03H,17052
02/18/2021 02H,18411
02/18/2021 01H,19814
02/18/2021 00H,20030
02/17/2021 23H,19164
02/17/2021 22H,18397
02/17/2021 21H,18001
02/17/2021 20H,17533
02/17/2021 19H,17145
02/17/2021 18H,17133
02/17/2021 17H,17107
02/17/2021 16H,16982
02/17/2021 15H,16470
02/17/2021 14H,15794
02/17/2021 13H,15054
02/17/2021 12H,13559
02/17/2021 11H,11520
02/17/2021 10H,10481
02/17/2021 09H,10284
02/17/2021 08H,10418
02/17/2021 07H,10766
02/17/2021 06H,11935
02/17/2021 05H,13519
02/17/2021 04H,15401
02/17/2021 03H,17021
02/17/2021 02H,18442
02/17/2021 01H,19800
02/17/2021 00H,20204
02/16/2021 23H,19170
02/16/2021 22H,18429
02/16/2021 21H,17945
02/16/2021 20H,17184
02/16/2021 19H,16364
02/16/2021 18H,16415
02/16/2021 17H,16082
02/16/2021 16H,16047
02/16/2021 15H,16637
02/16/2021 14H,16436
02/16/2021 13H,15822
02/16/2021 12H,14484
02/16/2021 11H,12934
02/16/2021 10H,12073
02/16/2021 09H,11962
02/16/2021 08H,12299
02/16/2021 07H,13067
02/16/2021 06H,13927
02/16/2021 05H,14121
02/16/2021 04H,17468
02/16/2021 03H,19573
02/16/2021 02H,21309
02/16/2021 01H,23073
02/16/2021 00H,23694
02/15/2021 23H,23620
02/15/2021 22H,23507
02/15/2021 21H,22959
02/15/2021 20H,22067
02/15/2021 19H,21449
02/15/2021 18H,20518
02/15/2021 17H,19441
02/15/2021 16H,18667
02/15/2021 15H,17467
02/15/2021 14H,15874
02/15/2021 13H,14409
02/15/2021 12H,13061
02/15/2021 11H,11645
02/15/2021 10H,10743
02/15/2021 09H,10380
02/15/2021 08H,10542
02/15/2021 07H,11295
02/15/2021 06H,12372
02/15/2021 05H,13976
02/15/2021 04H,15339
02/15/2021 03H,17306
02/15/2021 02H,18640
02/15/2021 01H,20195
02/15/2021 00H,20807
02/14/2021 23H,20759
02/14/2021 22H,20871
02/14/2021 21H,20997
02/14/2021 20H,20647
02/14/2021 19H,20228
02/14/2021 18H,19482
02/14/2021 17H,18409
02/14/2021 16H,17323
02/14/2021 15H,15806
02/14/2021 14H,13823
02/14/2021 13H,11907
02/14/2021 12H,10514
02/14/2021 11H,9705
02/14/2021 10H,9660
02/14/2021 09H,9772
02/14/2021 08H,10238
02/14/2021 07H,10872
02/14/2021 06H,11901
02/14/2021 05H,13428
02/14/2021 04H,14968
02/14/2021 03H,16574
02/14/2021 02H,17886
02/14/2021 01H,18836
02/14/2021 00H,19635
02/13/2021 23H,19235
02/13/2021 22H,18972
02/13/2021 21H,18562
02/13/2021 20H,18128
02/13/2021 19H,17760
02/13/2021 18H,17458
02/13/2021 17H,17309
02/13/2021 16H,16518
02/13/2021 15H,15387
02/13/2021 14H,13638
02/13/2021 13H,11571
02/13/2021 12H,10479
02/13/2021 11H,9669
02/13/2021 10H,9482
02/13/2021 09H,9637
02/13/2021 08H,9991
02/13/2021 07H,10649
02/13/2021 06H,11723
02/13/2021 05H,13372
02/13/2021 04H,15037
02/13/2021 03H,16552
02/13/2021 02H,18053
02/13/2021 01H,19635
02/13/2021 00H,20516
02/12/2021 23H,20610
02/12/2021 22H,20611
02/12/2021 21H,19982
02/12/2021 20H,19436
02/12/2021 19H,18599
02/12/2021 18H,17646
02/12/2021 17H,17125
02/12/2021 16H,16290
02/12/2021 15H,15099
02/12/2021 14H,13860
02/12/2021 13H,12848
02/12/2021 12H,11844
02/12/2021 11H,10649
02/12/2021 10H,9868
02/12/2021 09H,9729
02/12/2021 08H,9863
02/12/2021 07H,10259
02/12/2021 06H,11311
02/12/2021 05H,11581
02/12/2021 04H,13551
02/12/2021 03H,15515
02/12/2021 02H,18644
02/12/2021 01H,20444
02/12/2021 00H,20987
02/11/2021 23H,21013
02/11/2021 22H,20912
02/11/2021 21H,20550
02/11/2021 20H,20012
02/11/2021 19H,19011
02/11/2021 18H,17601
02/11/2021 17H,16027
02/11/2021 16H,15360
02/11/2021 15H,14789
02/11/2021 14H,14051
02/11/2021 13H,13300
02/11/2021 12H,12253
02/11/2021 11H,10976
02/11/2021 10H,10309
02/11/2021 09H,10174
02/11/2021 08H,10036
02/11/2021 07H,10454
02/11/2021 06H,11464
02/11/2021 05H,11528
02/11/2021 04H,13559
02/11/2021 03H,15379
02/11/2021 02H,18965
02/11/2021 01H,20563
02/11/2021 00H,21412
02/10/2021 23H,21313
02/10/2021 22H,20830
02/10/2021 21H,20200
02/10/2021 20H,19569
02/10/2021 19H,18884
02/10/2021 18H,15987
02/10/2021 17H,17001
02/10/2021 16H,15875
02/10/2021 15H,15207
02/10/2021 14H,14663
02/10/2021 13H,13964
02/10/2021 12H,12630
02/10/2021 11H,10915
02/10/2021 10H,9841
02/10/2021 09H,9653
02/10/2021 08H,9926
02/10/2021 07H,10608
02/10/2021 06H,11567
02/10/2021 05H,11641
02/10/2021 04H,15211
02/10/2021 03H,17409
02/10/2021 02H,19307
02/10/2021 01H,20934
02/10/2021 00H,21588
02/9/2021 23H,21306
02/9/2021 22H,20793
02/9/2021 21H,19955
02/9/2021 20H,19489
02/9/2021 19H,18854
02/9/2021 18H,17908
02/9/2021 17H,16763
02/9/2021 16H,15503
02/9/2021 15H,14654
02/9/2021 14H,14201
02/9/2021 13H,13343
02/9/2021 12H,11779
02/9/2021 11H,10356
02/9/2021 10H,9788
02/9/2021 09H,9667
02/9/2021 08H,9753
02/9/2021 07H,10487
02/9/2021 06H,11394
02/9/2021 05H,12997
02/9/2021 04H,15003
02/9/2021 03H,17006
02/9/2021 02H,18892
02/9/2021 01H,20331
02/9/2021 00H,20617
02/8/2021 23H,19969
02/8/2021 22H,19436
02/8/2021 21H,18666
02/8/2021 20H,18069
02/8/2021 19H,17348
02/8/2021 18H,16872
02/8/2021 17H,16053
02/8/2021 16H,15435
02/8/2021 15H,15436
02/8/2021 14H,15514
02/8/2021 13H,14977
02/8/2021 12H,13518
02/8/2021 11H,12222
02/8/2021 10H,11411
02/8/2021 09H,10778
02/8/2021 08H,10778
02/8/2021 07H,11067
02/8/2021 06H,12007
02/8/2021 05H,13262
02/8/2021 04H,14574
02/8/2021 03H,15497
02/8/2021 02H,16959
02/8/2021 01H,17432
02/8/2021 00H,18782
02/7/2021 23H,18588
02/7/2021 22H,17806
02/7/2021 21H,17330
02/7/2021 20H,16971
02/7/2021 19H,16932
02/7/2021 18H,16807
02/7/2021 17H,16603
02/7/2021 16H,15612
02/7/2021 15H,14677
02/7/2021 14H,13306
02/7/2021 13H,11761
02/7/2021 12H,10907
02/7/2021 11H,10492
02/7/2021 10H,10305
02/7/2021 09H,10329
02/7/2021 08H,10709
02/7/2021 07H,11204
02/7/2021 06H,12022
02/7/2021 05H,13090
02/7/2021 04H,13809
02/7/2021 03H,14711
02/7/2021 02H,16297
02/7/2021 01H,17257
02/7/2021 00H,17470
02/6/2021 23H,16495
02/6/2021 22H,15601
02/6/2021 21H,15281
02/6/2021 20H,15409
02/6/2021 19H,15432
02/6/2021 18H,15645
02/6/2021 17H,15643
02/6/2021 16H,14913
02/6/2021 15H,14298
02/6/2021 14H,13663
02/6/2021 13H,12187
02/6/2021 12H,11053
02/6/2021 11H,10659
02/6/2021 10H,9929
02/6/2021 09H,9720
02/6/2021 08H,10049
02/6/2021 07H,10380
02/6/2021 06H,10958
02/6/2021 05H,10199
02/6/2021 04H,13079
02/6/2021 03H,13808
02/6/2021 02H,14765
02/6/2021 01H,15726
02/6/2021 00H,16174
02/5/2021 23H,15511
02/5/2021 22H,14345
02/5/2021 21H,13474
02/5/2021 20H,13129
02/5/2021 19H,13123
02/5/2021 18H,13044
02/5/2021 17H,13287
02/5/2021 16H,13951
02/5/2021 15H,15378
02/5/2021 14H,17306
02/5/2021 13H,18787
02/5/2021 12H,17719
02/5/2021 11H,15594
02/5/2021 10H,14094
02/5/2021 09H,13370
02/5/2021 08H,13113
02/5/2021 07H,13138
02/5/2021 06H,13420
02/5/2021 05H,12376
02/5/2021 04H,20893
02/5/2021 03H,16876
02/5/2021 02H,17743
02/5/2021 01H,18277
02/5/2021 00H,17753
02/4/2021 23H,15501
02/4/2021 22H,13631
02/4/2021 21H,12695
02/4/2021 20H,12767
02/4/2021 19H,13315
02/4/2021 18H,14649
02/4/2021 17H,16322
02/4/2021 16H,18755
02/4/2021 15H,22229
02/4/2021 14H,26454
02/4/2021 13H,28212
02/4/2021 12H,26077
02/4/2021 11H,22536
02/4/2021 10H,20348
02/4/2021 09H,19130
02/4/2021 08H,18415
02/4/2021 07H,17800
02/4/2021 06H,17704
02/4/2021 05H,18527
02/4/2021 04H,19649
02/4/2021 03H,20414
02/4/2021 02H,20998
02/4/2021 01H,21193
02/4/2021 00H,20312
02/3/2021 23H,17674
02/3/2021 22H,15054
02/3/2021 21H,13687
02/3/2021 20H,13844
02/3/2021 19H,14646
02/3/2021 18H,15873
02/3/2021 17H,17292
02/3/2021 16H,19262
02/3/2021 15H,21622
02/3/2021 14H,23984
02/3/2021 13H,25351
02/3/2021 12H,23680
02/3/2021 11H,20497
02/3/2021 10H,18206
02/3/2021 09H,17188
02/3/2021 08H,16698
02/3/2021 07H,16647
02/3/2021 06H,16868
02/3/2021 05H,17258
02/3/2021 04H,18597
02/3/2021 03H,20194
02/3/2021 02H,21219
02/3/2021 01H,21801
02/3/2021 00H,21008
02/2/2021 23H,17860
02/2/2021 22H,14966
02/2/2021 21H,13816
02/2/2021 20H,13880
02/2/2021 19H,14620
02/2/2021 18H,15411
02/2/2021 17H,16583
02/2/2021 16H,17893
02/2/2021 15H,20102
02/2/2021 14H,22010
02/2/2021 13H,21796
02/2/2021 12H,19459
02/2/2021 11H,16761
02/2/2021 10H,14526
02/2/2021 09H,14096
02/2/2021 08H,14040
02/2/2021 07H,13969
02/2/2021 06H,14453
02/2/2021 05H,14087
02/2/2021 04H,16948
02/2/2021 03H,18926
02/2/2021 02H,20413
02/2/2021 01H,21134
02/2/2021 00H,20827
02/1/2021 23H,19505
02/1/2021 22H,17915
02/1/2021 21H,16448
02/1/2021 20H,15696
02/1/2021 19H,15513
02/1/2021 18H,15134
02/1/2021 17H,14755
02/1/2021 16H,14411
02/1/2021 15H,14252
02/1/2021 14H,13876
02/1/2021 13H,12984
02/1/2021 12H,11593
02/1/2021 11H,10279
02/1/2021 10H,9385
02/1/2021 09H,9084
02/1/2021 08H,9330
02/1/2021 07H,9782
02/1/2021 06H,10505
02/1/2021 05H,10138
02/1/2021 04H,11496
02/1/2021 03H,13185
02/1/2021 02H,14509
02/1/2021 01H,15359
02/1/2021 00H,15639
01/31/2021 23H,15985
01/31/2021 22H,15168
01/31/2021 21H,14726
01/31/2021 20H,14613
01/31/2021 19H,14180
01/31/2021 18H,13813
01/31/2021 17H,13247
01/31/2021 16H,13017
01/31/2021 15H,13202
01/31/2021 14H,12932
01/31/2021 13H,12528
01/31/2021 12H,11652
01/31/2021 11H,10411
01/31/2021 10H,9952
01/31/2021 09H,9911
01/31/2021 08H,10207
01/31/2021 07H,10346
01/31/2021 06H,10964
01/31/2021 05H,10425
01/31/2021 04H,13087
01/31/2021 03H,14029
01/31/2021 02H,14854
01/31/2021 01H,15440
01/31/2021 00H,15626
01/30/2021 23H,14559
01/30/2021 22H,13517
01/30/2021 21H,13034
01/30/2021 20H,12777
01/30/2021 19H,12875
01/30/2021 18H,12997
01/30/2021 17H,13358
01/30/2021 16H,14045
01/30/2021 15H,15167
01/30/2021 14H,16595
01/30/2021 13H,16664
01/30/2021 12H,15088
01/30/2021 11H,13639
01/30/2021 10H,12880
01/30/2021 09H,12794
01/30/2021 08H,12836
01/30/2021 07H,12998
01/30/2021 06H,13354
01/30/2021 05H,13670
01/30/2021 04H,14810
01/30/2021 03H,15692
01/30/2021 02H,16256
01/30/2021 01H,16685
01/30/2021 00H,16967
01/29/2021 23H,15597
01/29/2021 22H,13776
01/29/2021 21H,12657
01/29/2021 20H,12425
01/29/2021 19H,12796
01/29/2021 18H,13508
01/29/2021 17H,14372
01/29/2021 16H,15778
01/29/2021 15H,17382
01/29/2021 14H,19202
01/29/2021 13H,19090
01/29/2021 12H,17146
01/29/2021 11H,14773
01/29/2021 10H,12794
01/29/2021 09H,11969
01/29/2021 08H,11495
01/29/2021 07H,11524
01/29/2021 06H,11985
01/29/2021 05H,12871
01/29/2021 04H,14029
01/29/2021 03H,15301
01/29/2021 02H,16556
01/29/2021 01H,17338
01/29/2021 00H,17298
01/28/2021 23H,15759
01/28/2021 22H,14179
01/28/2021 21H,13186
01/28/2021 20H,12909
01/28/2021 19H,13078
01/28/2021 18H,13139
01/28/2021 17H,13134
01/28/2021 16H,13220
01/28/2021 15H,13159
01/28/2021 14H,13742
01/28/2021 13H,14064
01/28/2021 12H,12559
01/28/2021 11H,10701
01/28/2021 10H,9829
01/28/2021 09H,9698
01/28/2021 08H,10090
01/28/2021 07H,10770
01/28/2021 06H,11677
01/28/2021 05H,11514
01/28/2021 04H,14977
01/28/2021 03H,16603
01/28/2021 02H,18188
01/28/2021 01H,19607
01/28/2021 00H,20205
01/27/2021 23H,19691
01/27/2021 22H,19397
01/27/2021 21H,18993
01/27/2021 20H,18168
01/27/2021 19H,17255
01/27/2021 18H,16513
01/27/2021 17H,15797
01/27/2021 16H,15340
01/27/2021 15H,14631
01/27/2021 14H,14133
01/27/2021 13H,13511
01/27/2021 12H,12112
01/27/2021 11H,10879
01/27/2021 10H,9912
01/27/2021 09H,9374
01/27/2021 08H,9578
01/27/2021 07H,10085
01/27/2021 06H,10964
01/27/2021 05H,11048
01/27/2021 04H,14312
01/27/2021 03H,16054
01/27/2021 02H,17759
01/27/2021 01H,19077
01/27/2021 00H,19677
01/26/2021 23H,18979
01/26/2021 22H,18429
01/26/2021 21H,17722
01/26/2021 20H,17001
01/26/2021 19H,16423
01/26/2021 18H,15907
01/26/2021 17H,15108
01/26/2021 16H,14483
01/26/2021 15H,14196
01/26/2021 14H,13726
01/26/2021 13H,13019
01/26/2021 12H,11789
01/26/2021 11H,10205
01/26/2021 10H,9072
01/26/2021 09H,8785
01/26/2021 08H,9111
01/26/2021 07H,9755
01/26/2021 06H,10784
01/26/2021 05H,12033
01/26/2021 04H,13862
01/26/2021 03H,15448
01/26/2021 02H,16851
01/26/2021 01H,18302
01/26/2021 00H,19109
01/25/2021 23H,18056
01/25/2021 22H,17152
01/25/2021 21H,16596
01/25/2021 20H,16253
01/25/2021 19H,15938
01/25/2021 18H,15658
01/25/2021 17H,15340
01/25/2021 16H,14695
01/25/2021 15H,14385
01/25/2021 14H,13874
01/25/2021 13H,13263
01/25/2021 12H,11838
01/25/2021 11H,10235
01/25/2021 10H,9293
01/25/2021 09H,8997
01/25/2021 08H,9175
01/25/2021 07H,9687
01/25/2021 06H,10469
01/25/2021 05H,11870
01/25/2021 04H,13275
01/25/2021 03H,14510
01/25/2021 02H,15809
01/25/2021 01H,17027
01/25/2021 00H,17317
01/24/2021 23H,16573
01/24/2021 22H,16037
01/24/2021 21H,15432
01/24/2021 20H,15276
01/24/2021 19H,14789
01/24/2021 18H,14177
01/24/2021 17H,13834
01/24/2021 16H,13273
01/24/2021 15H,12664
01/24/2021 14H,11651
01/24/2021 13H,10467
01/24/2021 12H,9749
01/24/2021 11H,9196
01/24/2021 10H,8975
01/24/2021 09H,8923
01/24/2021 08H,9257
01/24/2021 07H,9884
01/24/2021 06H,10811
01/24/2021 05H,11766
01/24/2021 04H,12978
01/24/2021 03H,14341
01/24/2021 02H,15468
01/24/2021 01H,16432
01/24/2021 00H,16914
01/23/2021 23H,16369
01/23/2021 22H,15996
01/23/2021 21H,15768
01/23/2021 20H,15597
01/23/2021 19H,15341
01/23/2021 18H,15064
01/23/2021 17H,14666
01/23/2021 16H,14528
01/23/2021 15H,14119
01/23/2021 14H,13281
01/23/2021 13H,12025
01/23/2021 12H,10995
01/23/2021 11H,10262
01/23/2021 10H,9942
01/23/2021 09H,9896
01/23/2021 08H,10182
01/23/2021 07H,10645
01/23/2021 06H,11379
01/23/2021 05H,8308
01/23/2021 04H,11494
01/23/2021 03H,12636
01/23/2021 02H,15773
01/23/2021 01H,16854
01/23/2021 00H,17511
01/22/2021 23H,16947
01/22/2021 22H,16303
01/22/2021 21H,15421
01/22/2021 20H,14865
01/22/2021 19H,14680
01/22/2021 18H,14603
01/22/2021 17H,14365
01/22/2021 16H,14354
01/22/2021 15H,14795
01/22/2021 14H,15432
01/22/2021 13H,15374
01/22/2021 12H,13924
01/22/2021 11H,12150
01/22/2021 10H,10778
01/22/2021 09H,10292
01/22/2021 08H,10314
01/22/2021 07H,10571
01/22/2021 06H,11121
01/22/2021 05H,11020
01/22/2021 04H,12366
01/22/2021 03H,13763
01/22/2021 02H,15008
01/22/2021 01H,15913
01/22/2021 00H,16330
01/21/2021 23H,15289
01/21/2021 22H,14437
01/21/2021 21H,14791
01/21/2021 20H,13952
01/21/2021 19H,13676
01/21/2021 18H,13509
01/21/2021 17H,13602
01/21/2021 16H,14110
01/21/2021 15H,14576
01/21/2021 14H,16045
01/21/2021 13H,16288
01/21/2021 12H,14969
01/21/2021 11H,13349
01/21/2021 10H,12854
01/21/2021 09H,12274
01/21/2021 08H,11760
01/21/2021 07H,11515
01/21/2021 06H,11913
01/21/2021 05H,11512
01/21/2021 04H,12601
01/21/2021 03H,15138
01/21/2021 02H,16280
01/21/2021 01H,17056
01/21/2021 00H,16672
01/20/2021 23H,15199
01/20/2021 22H,13834
01/20/2021 21H,12918
01/20/2021 20H,12549
01/20/2021 19H,12627
01/20/2021 18H,12460
01/20/2021 17H,12351
01/20/2021 16H,13098
01/20/2021 15H,14747
01/20/2021 14H,16493
01/20/2021 13H,17144
01/20/2021 12H,15405
01/20/2021 11H,13334
01/20/2021 10H,12082
01/20/2021 09H,12181
01/20/2021 08H,11615
01/20/2021 07H,11369
01/20/2021 06H,11710
01/20/2021 05H,10932
01/20/2021 04H,13397
01/20/2021 03H,14600
01/20/2021 02H,15527
01/20/2021 01H,16312
01/20/2021 00H,16365
01/19/2021 23H,15000
01/19/2021 22H,13621
01/19/2021 21H,12495
01/19/2021 20H,11964
01/19/2021 19H,12076
01/19/2021 18H,12774
01/19/2021 17H,13822
01/19/2021 16H,15523
01/19/2021 15H,17707
01/19/2021 14H,20230
01/19/2021 13H,20917
01/19/2021 12H,19113
01/19/2021 11H,16566
01/19/2021 10H,14474
01/19/2021 09H,13168
01/19/2021 08H,12789
01/19/2021 07H,12460
01/19/2021 06H,12380
01/19/2021 05H,12888
01/19/2021 04H,13972
01/19/2021 03H,15068
01/19/2021 02H,16050
01/19/2021 01H,16724
01/19/2021 00H,16654
01/18/2021 23H,14921
01/18/2021 22H,12834
01/18/2021 21H,12002
01/18/2021 20H,11937
01/18/2021 19H,12214
01/18/2021 18H,12627
01/18/2021 17H,13169
01/18/2021 16H,13992
01/18/2021 15H,15429
01/18/2021 14H,16867
01/18/2021 13H,16863
01/18/2021 12H,14927
01/18/2021 11H,13002
01/18/2021 10H,11581
01/18/2021 09H,10909
01/18/2021 08H,10848
01/18/2021 07H,11025
01/18/2021 06H,11419
01/18/2021 05H,11158
01/18/2021 04H,13741
01/18/2021 03H,14598
01/18/2021 02H,15511
01/18/2021 01H,16084
01/18/2021 00H,16390
01/17/2021 23H,15006
01/17/2021 22H,14446
01/17/2021 21H,14151
01/17/2021 20H,13919
01/17/2021 19H,13829
01/17/2021 18H,13972
01/17/2021 17H,14421
01/17/2021 16H,15443
01/17/2021 15H,16514
01/17/2021 14H,17316
01/17/2021 13H,16489
01/17/2021 12H,14896
01/17/2021 11H,13652
01/17/2021 10H,12928
01/17/2021 09H,12513
01/17/2021 08H,12325
01/17/2021 07H,12463
01/17/2021 06H,12873
01/17/2021 05H,13551
01/17/2021 04H,14207
01/17/2021 03H,14794
01/17/2021 02H,15324
01/17/2021 01H,15861
01/17/2021 00H,15972
01/16/2021 23H,14106
01/16/2021 22H,12661
01/16/2021 21H,11614
01/16/2021 20H,11559
01/16/2021 19H,11948
01/16/2021 18H,12481
01/16/2021 17H,12844
01/16/2021 16H,13502
01/16/2021 15H,14159
01/16/2021 14H,14239
01/16/2021 13H,13738
01/16/2021 12H,12320
01/16/2021 11H,11184
01/16/2021 10H,10634
01/16/2021 09H,10406
01/16/2021 08H,10442
01/16/2021 07H,10716
01/16/2021 06H,11158
01/16/2021 05H,12122
01/16/2021 04H,13132
01/16/2021 03H,13971
01/16/2021 02H,14769
01/16/2021 01H,15539
01/16/2021 00H,15956
01/15/2021 23H,15204
01/15/2021 22H,14328
01/15/2021 21H,13613
01/15/2021 20H,13428
01/15/2021 19H,12995
01/15/2021 18H,12860
01/15/2021 17H,13284
01/15/2021 16H,14429
01/15/2021 15H,15746
01/15/2021 14H,17684
01/15/2021 13H,18492
01/15/2021 12H,16845
01/15/2021 11H,14700
01/15/2021 10H,13222
01/15/2021 09H,12737
01/15/2021 08H,12702
01/15/2021 07H,12729
01/15/2021 06H,13059
01/15/2021 05H,13688
01/15/2021 04H,14650
01/15/2021 03H,15884
01/15/2021 02H,16826
01/15/2021 01H,17480
01/15/2021 00H,17634
01/14/2021 23H,16064
01/14/2021 22H,14568
01/14/2021 21H,13556
01/14/2021 20H,13053
01/14/2021 19H,13135
01/14/2021 18H,13700
01/14/2021 17H,14619
01/14/2021 16H,15642
01/14/2021 15H,16912
01/14/2021 14H,18192
01/14/2021 13H,18437
01/14/2021 12H,16511
01/14/2021 11H,14122
01/14/2021 10H,12731
01/14/2021 09H,12120
01/14/2021 08H,11771
01/14/2021 07H,11914
01/14/2021 06H,12439
01/14/2021 05H,13592
01/14/2021 04H,14788
01/14/2021 03H,16373
01/14/2021 02H,17805
01/14/2021 01H,19076
01/14/2021 00H,19603
01/13/2021 23H,18347
01/13/2021 22H,17105
01/13/2021 21H,16665
01/13/2021 20H,16572
01/13/2021 19H,16339
01/13/2021 18H,15806
01/13/2021 17H,15902
01/13/2021 16H,16227
01/13/2021 15H,16099
01/13/2021 14H,15781
01/13/2021 13H,15166
01/13/2021 12H,13613
01/13/2021 11H,11459
01/13/2021 10H,10606
01/13/2021 09H,10179
01/13/2021 08H,10245
01/13/2021 07H,10590
01/13/2021 06H,11492
01/13/2021 05H,12186
01/13/2021 04H,13436
01/13/2021 03H,14948
01/13/2021 02H,16326
01/13/2021 01H,17302
01/13/2021 00H,17682
01/12/2021 23H,16389
01/12/2021 22H,14741
01/12/2021 21H,14183
01/12/2021 20H,14346
01/12/2021 19H,14451
01/12/2021 18H,14720
01/12/2021 17H,14873
01/12/2021 16H,14892
01/12/2021 15H,14536
01/12/2021 14H,13750
01/12/2021 13H,13036
01/12/2021 12H,11782
01/12/2021 11H,10162
01/12/2021 10H,9132
01/12/2021 09H,8780
01/12/2021 08H,8862
01/12/2021 07H,9350
01/12/2021 06H,10105
01/12/2021 05H,10981
01/12/2021 04H,12518
01/12/2021 03H,12814
01/12/2021 02H,15723
01/12/2021 01H,16779
01/12/2021 00H,16841
01/11/2021 23H,15573
01/11/2021 22H,14518
01/11/2021 21H,13847
01/11/2021 20H,13476
01/11/2021 19H,13694
01/11/2021 18H,13931
01/11/2021 17H,13721
01/11/2021 16H,14157
01/11/2021 15H,14984
01/11/2021 14H,16106
01/11/2021 13H,16501
01/11/2021 12H,15065
01/11/2021 11H,13418
01/11/2021 10H,12504
01/11/2021 09H,12247
01/11/2021 08H,11794
01/11/2021 07H,11886
01/11/2021 06H,12497
01/11/2021 05H,13708
01/11/2021 04H,15177
01/11/2021 03H,16518
01/11/2021 02H,17561
01/11/2021 01H,18082
01/11/2021 00H,18122
01/10/2021 23H,16654
01/10/2021 22H,14883
01/10/2021 21H,13249
01/10/2021 20H,12907
01/10/2021 19H,13368
01/10/2021 18H,14389
01/10/2021 17H,15827
01/10/2021 16H,18334
01/10/2021 15H,19803
01/10/2021 14H,21100
01/10/2021 13H,20085
01/10/2021 12H,18366
01/10/2021 11H,17118
01/10/2021 10H,16284
01/10/2021 09H,15894
01/10/2021 08H,15582
01/10/2021 07H,15275
01/10/2021 06H,15488
01/10/2021 05H,16019
01/10/2021 04H,17031
01/10/2021 03H,17827
01/10/2021 02H,18311
01/10/2021 01H,18966
01/10/2021 00H,19015
01/9/2021 23H,17147
01/9/2021 22H,15172
01/9/2021 21H,13953
01/9/2021 20H,13791
01/9/2021 19H,14358
01/9/2021 18H,15039
01/9/2021 17H,15945
01/9/2021 16H,17017
01/9/2021 15H,17235
01/9/2021 14H,15993
01/9/2021 13H,14499
01/9/2021 12H,12921
01/9/2021 11H,11896
01/9/2021 10H,11300
01/9/2021 09H,11068
01/9/2021 08H,11090
01/9/2021 07H,11388
01/9/2021 06H,12049
01/9/2021 05H,10426
01/9/2021 04H,12031
01/9/2021 03H,12559
01/9/2021 02H,15846
01/9/2021 01H,16715
01/9/2021 00H,17149
01/8/2021 23H,16300
01/8/2021 22H,15543
01/8/2021 21H,14824
01/8/2021 20H,14570
01/8/2021 19H,14296
01/8/2021 18H,14395
01/8/2021 17H,14394
01/8/2021 16H,14022
01/8/2021 15H,13945
01/8/2021 14H,13837
01/8/2021 13H,13510
01/8/2021 12H,12387
01/8/2021 11H,11151
01/8/2021 10H,10245
01/8/2021 09H,9814
01/8/2021 08H,9786
01/8/2021 07H,10086
01/8/2021 06H,10864
01/8/2021 05H,11036
01/8/2021 04H,12343
01/8/2021 03H,13745
01/8/2021 02H,15031
01/8/2021 01H,15892
01/8/2021 00H,16517
01/7/2021 23H,15455
01/7/2021 22H,14449
01/7/2021 21H,15111
01/7/2021 20H,14670
01/7/2021 19H,14548
01/7/2021 18H,14731
01/7/2021 17H,15244
01/7/2021 16H,15249
01/7/2021 15H,15489
01/7/2021 14H,16015
01/7/2021 13H,15790
01/7/2021 12H,14243
01/7/2021 11H,12366
01/7/2021 10H,11382
01/7/2021 09H,11657
01/7/2021 08H,11521
01/7/2021 07H,11508
01/7/2021 06H,12005
01/7/2021 05H,12889
01/7/2021 04H,13983
01/7/2021 03H,15317
01/7/2021 02H,16214
01/7/2021 01H,17158
01/7/2021 00H,17353
01/6/2021 23H,15810
01/6/2021 22H,14435
01/6/2021 21H,13076
01/6/2021 20H,12542
01/6/2021 19H,12602
01/6/2021 18H,12746
01/6/2021 17H,13128
