Net generation from hydro for Northwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390114&sdid=EBA.NW-ALL.NG.WAT.H
19:18:46 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NW-ALL.NG.WAT.H megawatthours
11/24/2019 16H,12026
11/24/2019 15H,11785
11/24/2019 14H,10975
11/24/2019 13H,10484
11/24/2019 12H,10567
11/24/2019 11H,10517
11/24/2019 10H,10488
11/24/2019 09H,10658
11/24/2019 08H,10575
11/24/2019 07H,11572
11/24/2019 06H,12332
11/24/2019 05H,12944
11/24/2019 04H,13804
11/24/2019 03H,14507
11/24/2019 02H,14474
11/24/2019 01H,14049
11/24/2019 00H,13262
11/23/2019 23H,12453
11/23/2019 22H,12346
11/23/2019 21H,12670
11/23/2019 20H,13382
11/23/2019 19H,14028
11/23/2019 18H,14191
11/23/2019 17H,14369
11/23/2019 16H,14016
11/23/2019 15H,13208
11/23/2019 14H,13058
11/23/2019 13H,12417
11/23/2019 12H,12695
11/23/2019 11H,12610
11/23/2019 10H,12596
11/23/2019 09H,12951
11/23/2019 08H,13036
11/23/2019 07H,13966
11/23/2019 06H,14487
11/23/2019 05H,15448
11/23/2019 04H,15873
11/23/2019 03H,16179
11/23/2019 02H,16307
11/23/2019 01H,15072
11/23/2019 00H,13971
11/22/2019 23H,12903
11/22/2019 22H,12741
11/22/2019 21H,13232
11/22/2019 20H,13537
11/22/2019 19H,14565
11/22/2019 18H,15614
11/22/2019 17H,16047
11/22/2019 16H,16659
11/22/2019 15H,16209
11/22/2019 14H,14414
11/22/2019 13H,13252
11/22/2019 12H,12847
11/22/2019 11H,12492
11/22/2019 10H,12370
11/22/2019 09H,12605
11/22/2019 08H,12544
11/22/2019 07H,13578
11/22/2019 06H,14851
11/22/2019 05H,15717
11/22/2019 04H,16456
11/22/2019 03H,16362
11/22/2019 02H,16119
11/22/2019 01H,14678
11/22/2019 00H,12859
11/21/2019 23H,12776
11/21/2019 22H,12796
11/21/2019 21H,12800
11/21/2019 20H,13101
11/21/2019 19H,13668
11/21/2019 18H,14433
11/21/2019 17H,15390
11/21/2019 16H,16145
11/21/2019 15H,15411
11/21/2019 14H,13743
11/21/2019 13H,12007
11/21/2019 12H,11199
11/21/2019 11H,10674
11/21/2019 10H,10676
11/21/2019 09H,10742
11/21/2019 08H,11413
11/21/2019 07H,12255
11/21/2019 06H,13652
11/21/2019 05H,14556
11/21/2019 04H,15193
11/21/2019 03H,15526
11/21/2019 02H,15520
11/21/2019 01H,14054
11/21/2019 00H,12628
11/20/2019 23H,11695
11/20/2019 22H,11711
11/20/2019 21H,11875
11/20/2019 20H,12241
11/20/2019 19H,12895
11/20/2019 18H,13428
11/20/2019 17H,14627
11/20/2019 16H,15016
11/20/2019 15H,14484
11/20/2019 14H,12396
11/20/2019 13H,11050
11/20/2019 12H,10412
11/20/2019 11H,9872
11/20/2019 10H,9739
11/20/2019 09H,10131
11/20/2019 08H,11019
11/20/2019 07H,11971
11/20/2019 06H,13482
11/20/2019 05H,14326
11/20/2019 04H,15070
11/20/2019 03H,15431
11/20/2019 02H,15520
11/20/2019 01H,14054
11/20/2019 00H,13117
11/19/2019 23H,12897
11/19/2019 22H,12453
11/19/2019 21H,11830
11/19/2019 20H,11757
11/19/2019 19H,12173
11/19/2019 18H,12529
11/19/2019 17H,13058
11/19/2019 16H,13703
11/19/2019 15H,13303
11/19/2019 14H,11806
11/19/2019 13H,10021
11/19/2019 12H,9470
11/19/2019 11H,9075
11/19/2019 10H,9016
11/19/2019 09H,9497
11/19/2019 08H,10605
11/19/2019 07H,11662
11/19/2019 06H,13455
11/19/2019 05H,14742
11/19/2019 04H,15572
11/19/2019 03H,15897
11/19/2019 02H,15837
11/19/2019 01H,15271
11/19/2019 00H,13844
11/18/2019 23H,12677
11/18/2019 22H,12358
11/18/2019 21H,12765
11/18/2019 20H,12872
11/18/2019 19H,13135
11/18/2019 18H,13274
11/18/2019 17H,13782
11/18/2019 16H,14205
11/18/2019 15H,13594
11/18/2019 14H,11927
11/18/2019 13H,10947
11/18/2019 12H,10283
11/18/2019 11H,10150
11/18/2019 10H,10242
11/18/2019 09H,10617
11/18/2019 08H,10841
11/18/2019 07H,11264
11/18/2019 06H,12230
11/18/2019 05H,12971
11/18/2019 04H,13844
11/18/2019 03H,14385
11/18/2019 02H,14471
11/18/2019 01H,13281
11/18/2019 00H,12492
11/17/2019 23H,11894
11/17/2019 22H,11804
11/17/2019 21H,11740
11/17/2019 20H,11814
11/17/2019 19H,12025
11/17/2019 18H,12120
11/17/2019 17H,12130
11/17/2019 16H,11501
11/17/2019 15H,11495
11/17/2019 14H,10363
11/17/2019 13H,9683
11/17/2019 12H,9743
11/17/2019 11H,9790
11/17/2019 10H,9833
11/17/2019 09H,10570
11/17/2019 08H,11221
11/17/2019 07H,12000
11/17/2019 06H,13250
11/17/2019 05H,14381
11/17/2019 04H,14948
11/17/2019 03H,15258
11/17/2019 02H,15402
11/17/2019 01H,14697
11/17/2019 00H,13419
11/16/2019 23H,12305
11/16/2019 22H,12339
11/16/2019 21H,12462
11/16/2019 20H,12633
11/16/2019 19H,12874
11/16/2019 18H,13057
11/16/2019 17H,13126
11/16/2019 16H,12921
11/16/2019 15H,12421
11/16/2019 14H,11469
11/16/2019 13H,10631
11/16/2019 12H,10231
11/16/2019 11H,10154
11/16/2019 10H,9998
11/16/2019 09H,10328
11/16/2019 08H,10796
11/16/2019 07H,11816
11/16/2019 06H,13240
11/16/2019 05H,13491
11/16/2019 04H,14273
11/16/2019 03H,14476
11/16/2019 02H,14538
11/16/2019 01H,13785
11/16/2019 00H,12955
11/15/2019 23H,12501
11/15/2019 22H,12567
11/15/2019 21H,12654
11/15/2019 20H,12829
11/15/2019 19H,13523
11/15/2019 18H,13875
11/15/2019 17H,14320
11/15/2019 16H,14912
11/15/2019 15H,14443
11/15/2019 14H,12023
11/15/2019 13H,10843
11/15/2019 12H,10628
11/15/2019 11H,10401
11/15/2019 10H,10701
11/15/2019 09H,11031
11/15/2019 08H,11493
11/15/2019 07H,12587
11/15/2019 06H,13567
11/15/2019 05H,14737
11/15/2019 04H,15339
11/15/2019 03H,15859
11/15/2019 02H,15967
11/15/2019 01H,14900
11/15/2019 00H,13078
11/14/2019 23H,12865
11/14/2019 22H,12517
11/14/2019 21H,12660
11/14/2019 20H,12868
11/14/2019 19H,13231
11/14/2019 18H,13789
11/14/2019 17H,14195
11/14/2019 16H,14898
11/14/2019 15H,14440
11/14/2019 14H,12637
11/14/2019 13H,11378
11/14/2019 12H,10853
11/14/2019 11H,10692
11/14/2019 10H,10913
11/14/2019 09H,11051
11/14/2019 08H,11370
11/14/2019 07H,12254
11/14/2019 06H,13705
11/14/2019 05H,14832
11/14/2019 04H,15767
11/14/2019 03H,16079
11/14/2019 02H,15809
11/14/2019 01H,14497
11/14/2019 00H,12987
11/13/2019 23H,12348
11/13/2019 22H,12267
11/13/2019 21H,12516
11/13/2019 20H,12638
11/13/2019 19H,13250
11/13/2019 18H,13873
11/13/2019 17H,14511
11/13/2019 16H,14890
11/13/2019 15H,14279
11/13/2019 14H,12569
11/13/2019 13H,10803
11/13/2019 12H,10579
11/13/2019 11H,10582
11/13/2019 10H,10777
11/13/2019 09H,11038
11/13/2019 08H,12028
11/13/2019 07H,12840
11/13/2019 06H,13852
11/13/2019 05H,14806
11/13/2019 04H,15398
11/13/2019 03H,15822
11/13/2019 02H,15886
11/13/2019 01H,15131
11/13/2019 00H,14165
11/12/2019 23H,13412
11/12/2019 22H,13269
11/12/2019 21H,13224
11/12/2019 20H,13333
11/12/2019 19H,13507
11/12/2019 18H,13761
11/12/2019 17H,14440
11/12/2019 16H,15209
11/12/2019 15H,15085
11/12/2019 14H,13501
11/12/2019 13H,12061
11/12/2019 12H,11343
11/12/2019 11H,11529
11/12/2019 10H,11669
11/12/2019 09H,11590
11/12/2019 08H,11896
11/12/2019 07H,13063
11/12/2019 06H,14409
11/12/2019 05H,15237
11/12/2019 04H,16299
11/12/2019 03H,16441
11/12/2019 02H,16507
11/12/2019 01H,15519
11/12/2019 00H,13974
11/11/2019 23H,12735
11/11/2019 22H,12970
11/11/2019 21H,13435
11/11/2019 20H,13803
11/11/2019 19H,13941
11/11/2019 18H,14020
11/11/2019 17H,14573
11/11/2019 16H,14837
11/11/2019 15H,14546
11/11/2019 14H,13395
11/11/2019 13H,11975
11/11/2019 12H,11116
11/11/2019 11H,11309
11/11/2019 10H,11468
11/11/2019 09H,11384
11/11/2019 08H,11996
11/11/2019 07H,12761
11/11/2019 06H,14311
11/11/2019 05H,15227
11/11/2019 04H,15792
11/11/2019 03H,16252
11/11/2019 02H,16231
11/11/2019 01H,15506
11/11/2019 00H,14651
11/10/2019 23H,13897
11/10/2019 22H,13794
11/10/2019 21H,13838
11/10/2019 20H,13994
11/10/2019 19H,13868
11/10/2019 18H,13826
11/10/2019 17H,13836
11/10/2019 16H,13530
11/10/2019 15H,12818
11/10/2019 14H,11388
11/10/2019 13H,10550
11/10/2019 12H,10289
11/10/2019 11H,10496
11/10/2019 10H,10904
11/10/2019 09H,11273
11/10/2019 08H,11933
11/10/2019 07H,13026
11/10/2019 06H,14083
11/10/2019 05H,14840
11/10/2019 04H,15273
11/10/2019 03H,15855
11/10/2019 02H,16153
11/10/2019 01H,15663
11/10/2019 00H,15139
11/9/2019 23H,14717
11/9/2019 22H,14560
11/9/2019 21H,14421
11/9/2019 20H,14563
11/9/2019 19H,14849
11/9/2019 18H,15114
11/9/2019 17H,15075
11/9/2019 16H,14768
11/9/2019 15H,14101
11/9/2019 14H,12877
11/9/2019 13H,11953
11/9/2019 12H,11418
11/9/2019 11H,11662
11/9/2019 10H,11751
11/9/2019 09H,12095
11/9/2019 08H,12471
11/9/2019 07H,13145
11/9/2019 06H,13660
11/9/2019 05H,14623
11/9/2019 04H,15813
11/9/2019 03H,16179
11/9/2019 02H,16525
11/9/2019 01H,14902
11/9/2019 00H,13537
11/8/2019 23H,12857
11/8/2019 22H,12785
11/8/2019 21H,13060
11/8/2019 20H,13784
11/8/2019 19H,14149
11/8/2019 18H,14730
11/8/2019 17H,15591
11/8/2019 16H,16185
11/8/2019 15H,16021
11/8/2019 14H,14721
11/8/2019 13H,12966
11/8/2019 12H,12010
11/8/2019 11H,11936
11/8/2019 10H,11913
11/8/2019 09H,12166
11/8/2019 08H,12712
11/8/2019 07H,13606
11/8/2019 06H,15040
11/8/2019 05H,15829
11/8/2019 04H,16316
11/8/2019 03H,16864
11/8/2019 02H,16743
11/8/2019 01H,15576
11/8/2019 00H,14422
11/7/2019 23H,13301
11/7/2019 22H,13446
11/7/2019 21H,13780
11/7/2019 20H,14275
11/7/2019 19H,14794
11/7/2019 18H,15341
11/7/2019 17H,15984
11/7/2019 16H,16817
11/7/2019 15H,16914
11/7/2019 14H,15583
11/7/2019 13H,14033
11/7/2019 12H,13150
11/7/2019 11H,13341
11/7/2019 10H,13368
11/7/2019 09H,13462
11/7/2019 08H,11702
11/7/2019 07H,12281
11/7/2019 06H,14533
11/7/2019 05H,15771
11/7/2019 04H,16875
11/7/2019 03H,16910
11/7/2019 02H,16720
11/7/2019 01H,15249
11/7/2019 00H,13905
11/6/2019 23H,12430
11/6/2019 22H,12172
11/6/2019 21H,12540
11/6/2019 20H,12877
11/6/2019 19H,13253
11/6/2019 18H,13575
11/6/2019 17H,14565
11/6/2019 16H,15318
11/6/2019 15H,15160
11/6/2019 14H,13351
11/6/2019 13H,11562
11/6/2019 12H,10682
11/6/2019 11H,10600
11/6/2019 10H,10643
11/6/2019 09H,10759
11/6/2019 08H,10682
11/6/2019 07H,11547
11/6/2019 06H,13320
11/6/2019 05H,14823
11/6/2019 04H,15512
11/6/2019 03H,15859
11/6/2019 02H,15737
11/6/2019 01H,15025
11/6/2019 00H,13887
11/5/2019 23H,12677
11/5/2019 22H,12421
11/5/2019 21H,12404
11/5/2019 20H,13186
11/5/2019 19H,13350
11/5/2019 18H,13860
11/5/2019 17H,14462
11/5/2019 16H,14916
11/5/2019 15H,15101
11/5/2019 14H,13302
11/5/2019 13H,11192
11/5/2019 12H,10491
11/5/2019 11H,10377
11/5/2019 10H,10473
11/5/2019 09H,10853
11/5/2019 08H,11591
11/5/2019 07H,12584
11/5/2019 06H,14375
11/5/2019 05H,15018
11/5/2019 04H,16046
11/5/2019 03H,16144
11/5/2019 02H,15848
11/5/2019 01H,14793
11/5/2019 00H,13200
11/4/2019 23H,12605
11/4/2019 22H,12652
11/4/2019 21H,12959
11/4/2019 20H,13423
11/4/2019 19H,13768
11/4/2019 18H,14464
11/4/2019 17H,14814
11/4/2019 16H,15042
11/4/2019 15H,15136
11/4/2019 14H,13272
11/4/2019 13H,11859
11/4/2019 12H,10734
11/4/2019 11H,10482
11/4/2019 10H,10394
11/4/2019 09H,10680
11/4/2019 08H,10466
11/4/2019 07H,11322
11/4/2019 06H,12214
11/4/2019 05H,13300
11/4/2019 04H,14479
11/4/2019 03H,14258
11/4/2019 02H,14420
11/4/2019 01H,13030
11/4/2019 00H,11436
11/3/2019 23H,10607
11/3/2019 22H,10593
11/3/2019 21H,10996
11/3/2019 20H,11160
11/3/2019 19H,11338
11/3/2019 18H,12158
11/3/2019 17H,12502
11/3/2019 16H,12858
11/3/2019 15H,12648
11/3/2019 14H,11406
11/3/2019 13H,10404
11/3/2019 12H,9617
11/3/2019 11H,9255
11/3/2019 10H,9032
11/3/2019 09H,9222
11/3/2019 08H,9564
11/3/2019 07H,8596
11/3/2019 06H,9546
11/3/2019 05H,10954
11/3/2019 04H,11402
11/3/2019 03H,11986
11/3/2019 02H,12148
11/3/2019 01H,11127
11/3/2019 00H,9557
11/2/2019 23H,9036
11/2/2019 22H,9219
11/2/2019 21H,9466
11/2/2019 20H,10092
11/2/2019 19H,10793
11/2/2019 18H,11685
11/2/2019 17H,12223
11/2/2019 16H,12494
11/2/2019 15H,12173
11/2/2019 14H,10133
11/2/2019 13H,8929
11/2/2019 12H,8253
11/2/2019 11H,7946
11/2/2019 10H,8005
11/2/2019 09H,8091
11/2/2019 08H,8402
11/2/2019 07H,9326
11/2/2019 06H,10895
11/2/2019 05H,11972
11/2/2019 04H,12389
11/2/2019 03H,12735
11/2/2019 02H,12501
11/2/2019 01H,11335
11/2/2019 00H,10237
11/1/2019 23H,9244
11/1/2019 22H,9455
11/1/2019 21H,9943
11/1/2019 20H,10497
11/1/2019 19H,11249
11/1/2019 18H,12023
11/1/2019 17H,12534
11/1/2019 16H,14103
11/1/2019 15H,14707
11/1/2019 14H,13535
11/1/2019 13H,11914
11/1/2019 12H,9902
11/1/2019 11H,8745
11/1/2019 10H,8294
11/1/2019 09H,8390
11/1/2019 08H,8941
11/1/2019 07H,8828
11/1/2019 06H,10236
11/1/2019 05H,12041
11/1/2019 04H,12849
11/1/2019 03H,12765
11/1/2019 02H,12433
11/1/2019 01H,11927
11/1/2019 00H,10685
10/31/2019 23H,10146
10/31/2019 22H,10469
10/31/2019 21H,10848
10/31/2019 20H,11490
10/31/2019 19H,12091
10/31/2019 18H,12978
10/31/2019 17H,13697
10/31/2019 16H,14875
10/31/2019 15H,15504
10/31/2019 14H,14779
10/31/2019 13H,11611
10/31/2019 12H,9090
10/31/2019 11H,7739
10/31/2019 10H,7432
10/31/2019 09H,7577
10/31/2019 08H,7823
10/31/2019 07H,8443
10/31/2019 06H,10144
10/31/2019 05H,12500
10/31/2019 04H,13612
10/31/2019 03H,13601
10/31/2019 02H,13520
10/31/2019 01H,11992
10/31/2019 00H,10561
10/30/2019 23H,9601
10/30/2019 22H,9804
10/30/2019 21H,10313
10/30/2019 20H,10728
10/30/2019 19H,11793
10/30/2019 18H,12834
10/30/2019 17H,13816
10/30/2019 16H,15058
10/30/2019 15H,15611
10/30/2019 14H,14679
10/30/2019 13H,12287
10/30/2019 12H,9513
10/30/2019 11H,8419
10/30/2019 10H,8251
10/30/2019 09H,8584
10/30/2019 08H,8834
10/30/2019 07H,10974
10/30/2019 06H,11895
10/30/2019 05H,13829
10/30/2019 04H,14675
10/30/2019 03H,15080
10/30/2019 02H,14798
10/30/2019 01H,13556
10/30/2019 00H,11449
10/29/2019 23H,10399
10/29/2019 22H,10876
10/29/2019 21H,11595
10/29/2019 20H,11654
10/29/2019 19H,12150
10/29/2019 18H,12793
10/29/2019 17H,14438
10/29/2019 16H,15228
10/29/2019 15H,15061
10/29/2019 14H,13351
10/29/2019 13H,10585
10/29/2019 12H,8903
10/29/2019 11H,8067
10/29/2019 10H,7795
10/29/2019 09H,7797
10/29/2019 08H,7825
10/29/2019 07H,8186
10/29/2019 06H,9168
10/29/2019 05H,10499
10/29/2019 04H,11346
10/29/2019 03H,13814
10/29/2019 02H,13821
10/29/2019 01H,13354
10/29/2019 00H,12286
10/28/2019 23H,11464
10/28/2019 22H,11432
10/28/2019 21H,11321
10/28/2019 20H,11201
10/28/2019 19H,11793
10/28/2019 18H,12574
10/28/2019 17H,13704
10/28/2019 16H,14356
10/28/2019 15H,14627
10/28/2019 14H,13520
10/28/2019 13H,11748
10/28/2019 12H,8827
10/28/2019 11H,8072
10/28/2019 10H,7807
10/28/2019 09H,8100
10/28/2019 08H,8259
10/28/2019 07H,8963
10/28/2019 06H,10194
10/28/2019 05H,11411
10/28/2019 04H,12542
10/28/2019 03H,12711
10/28/2019 02H,12535
10/28/2019 01H,11679
10/28/2019 00H,10743
10/27/2019 23H,9850
10/27/2019 22H,9742
10/27/2019 21H,9750
10/27/2019 20H,9752
10/27/2019 19H,10024
10/27/2019 18H,10376
10/27/2019 17H,11047
10/27/2019 16H,11636
10/27/2019 15H,11524
10/27/2019 14H,10500
10/27/2019 13H,9550
10/27/2019 12H,8207
10/27/2019 11H,7898
10/27/2019 10H,7934
10/27/2019 09H,7995
10/27/2019 08H,8038
10/27/2019 07H,8828
10/27/2019 06H,9687
10/27/2019 05H,11949
10/27/2019 04H,12280
10/27/2019 03H,12030
10/27/2019 02H,11806
10/27/2019 01H,10464
10/27/2019 00H,9962
10/26/2019 23H,9246
10/26/2019 22H,10233
10/26/2019 21H,10584
10/26/2019 20H,11191
10/26/2019 19H,11574
10/26/2019 18H,11908
10/26/2019 17H,12047
10/26/2019 16H,11615
10/26/2019 15H,11255
10/26/2019 14H,10346
10/26/2019 13H,8966
10/26/2019 12H,7657
10/26/2019 11H,7189
10/26/2019 10H,7407
10/26/2019 09H,7574
10/26/2019 08H,7830
10/26/2019 07H,8771
10/26/2019 06H,9371
10/26/2019 05H,10165
10/26/2019 04H,10708
10/26/2019 03H,11343
10/26/2019 02H,11284
10/26/2019 01H,10536
10/26/2019 00H,9867
10/25/2019 23H,9415
10/25/2019 22H,9185
10/25/2019 21H,9287
10/25/2019 20H,9399
10/25/2019 19H,9442
10/25/2019 18H,9797
10/25/2019 17H,10893
10/25/2019 16H,11559
10/25/2019 15H,12230
10/25/2019 14H,11834
10/25/2019 13H,9658
10/25/2019 12H,8435
10/25/2019 11H,7969
10/25/2019 10H,8028
10/25/2019 09H,7939
10/25/2019 08H,8129
10/25/2019 07H,8368
10/25/2019 06H,9442
10/25/2019 05H,10910
10/25/2019 04H,11962
10/25/2019 03H,12394
10/25/2019 02H,12349
10/25/2019 01H,12027
10/25/2019 00H,10876
10/24/2019 23H,10212
10/24/2019 22H,9935
10/24/2019 21H,10323
10/24/2019 20H,10478
10/24/2019 19H,11199
10/24/2019 18H,11448
10/24/2019 17H,12076
10/24/2019 16H,12922
10/24/2019 15H,13687
10/24/2019 14H,12722
10/24/2019 13H,10893
10/24/2019 12H,9260
10/24/2019 11H,8288
10/24/2019 10H,8136
10/24/2019 09H,8318
10/24/2019 08H,8322
10/24/2019 07H,9115
10/24/2019 06H,10270
10/24/2019 05H,12048
10/24/2019 04H,12888
10/24/2019 03H,13158
10/24/2019 02H,13118
10/24/2019 01H,12300
10/24/2019 00H,11384
10/23/2019 23H,10725
10/23/2019 22H,10624
10/23/2019 21H,10755
10/23/2019 20H,10917
10/23/2019 19H,11329
10/23/2019 18H,11689
10/23/2019 17H,12040
10/23/2019 16H,12540
10/23/2019 15H,13014
10/23/2019 14H,12127
10/23/2019 13H,10242
10/23/2019 12H,8527
10/23/2019 11H,7695
10/23/2019 10H,7506
10/23/2019 09H,7354
10/23/2019 08H,7543
10/23/2019 07H,8442
10/23/2019 06H,9052
10/23/2019 05H,9822
10/23/2019 04H,10352
10/23/2019 03H,10484
10/23/2019 02H,10559
10/23/2019 01H,9725
10/23/2019 00H,8974
10/22/2019 23H,8741
10/22/2019 22H,8706
10/22/2019 21H,8550
10/22/2019 20H,8209
10/22/2019 19H,8316
10/22/2019 18H,8384
10/22/2019 17H,8760
10/22/2019 16H,9843
10/22/2019 15H,9977
10/22/2019 14H,9123
10/22/2019 13H,8066
10/22/2019 12H,7439
10/22/2019 11H,7482
10/22/2019 10H,7425
10/22/2019 09H,7812
10/22/2019 08H,8418
10/22/2019 07H,8148
10/22/2019 06H,8884
10/22/2019 05H,10141
10/22/2019 04H,11507
10/22/2019 03H,12528
10/22/2019 02H,12848
10/22/2019 01H,12613
10/22/2019 00H,11850
10/21/2019 23H,11023
10/21/2019 22H,10500
10/21/2019 21H,10286
10/21/2019 20H,10601
10/21/2019 19H,10845
10/21/2019 18H,11302
10/21/2019 17H,11000
10/21/2019 16H,10956
10/21/2019 15H,11426
10/21/2019 14H,10672
10/21/2019 13H,9445
10/21/2019 12H,7998
10/21/2019 11H,7451
10/21/2019 10H,7244
10/21/2019 09H,7620
10/21/2019 08H,7737
10/21/2019 07H,7774
10/21/2019 06H,8076
10/21/2019 05H,9679
10/21/2019 04H,10987
10/21/2019 03H,12000
10/21/2019 02H,12726
10/21/2019 01H,12726
10/21/2019 00H,11977
10/20/2019 23H,11300
10/20/2019 22H,10779
10/20/2019 21H,11076
10/20/2019 20H,11055
10/20/2019 19H,11263
10/20/2019 18H,10869
10/20/2019 17H,10687
10/20/2019 16H,10405
10/20/2019 15H,10199
10/20/2019 14H,9689
10/20/2019 13H,8432
10/20/2019 12H,7670
10/20/2019 11H,7443
10/20/2019 10H,7508
10/20/2019 09H,7371
10/20/2019 08H,7448
10/20/2019 07H,8005
10/20/2019 06H,9272
10/20/2019 05H,9757
10/20/2019 04H,10322
10/20/2019 03H,10951
10/20/2019 02H,10880
10/20/2019 01H,10861
10/20/2019 00H,10356
10/19/2019 23H,9517
10/19/2019 22H,9593
10/19/2019 21H,9709
10/19/2019 20H,10058
10/19/2019 19H,10403
10/19/2019 18H,10344
10/19/2019 17H,10195
10/19/2019 16H,10142
10/19/2019 15H,10765
10/19/2019 14H,10619
10/19/2019 13H,10398
10/19/2019 12H,9870
10/19/2019 11H,9528
10/19/2019 10H,9764
10/19/2019 09H,9635
10/19/2019 08H,10315
10/19/2019 07H,10859
10/19/2019 06H,12047
10/19/2019 05H,12388
10/19/2019 04H,13572
10/19/2019 03H,14169
10/19/2019 02H,13992
10/19/2019 01H,13208
10/19/2019 00H,11892
10/18/2019 23H,11241
10/18/2019 22H,10749
10/18/2019 21H,10567
10/18/2019 20H,10478
10/18/2019 19H,10458
10/18/2019 18H,10683
10/18/2019 17H,11285
10/18/2019 16H,11642
10/18/2019 15H,12015
10/18/2019 14H,11436
10/18/2019 13H,9719
10/18/2019 12H,8436
10/18/2019 11H,7984
10/18/2019 10H,7910
10/18/2019 09H,7661
10/18/2019 08H,7635
10/18/2019 07H,8627
10/18/2019 06H,10125
10/18/2019 05H,11167
10/18/2019 04H,12470
10/18/2019 03H,13420
10/18/2019 02H,13206
10/18/2019 01H,12102
10/18/2019 00H,10856
10/17/2019 23H,9885
10/17/2019 22H,10014
10/17/2019 21H,10022
10/17/2019 20H,10622
10/17/2019 19H,10665
10/17/2019 18H,10778
10/17/2019 17H,11154
10/17/2019 16H,11799
10/17/2019 15H,11881
10/17/2019 14H,10973
10/17/2019 13H,9048
10/17/2019 12H,8089
10/17/2019 11H,8114
10/17/2019 10H,8174
10/17/2019 09H,8456
10/17/2019 08H,8928
10/17/2019 07H,10084
10/17/2019 06H,10940
10/17/2019 05H,12240
10/17/2019 04H,13600
10/17/2019 03H,14047
10/17/2019 02H,13791
10/17/2019 01H,13327
10/17/2019 00H,12117
10/16/2019 23H,11817
10/16/2019 22H,11709
10/16/2019 21H,11476
10/16/2019 20H,11632
10/16/2019 19H,11901
10/16/2019 18H,12136
10/16/2019 17H,12539
10/16/2019 16H,12919
10/16/2019 15H,13312
10/16/2019 14H,12789
10/16/2019 13H,10757
10/16/2019 12H,9429
10/16/2019 11H,8814
10/16/2019 10H,8694
10/16/2019 09H,9073
10/16/2019 08H,9284
10/16/2019 07H,9677
10/16/2019 06H,10536
10/16/2019 05H,12515
10/16/2019 04H,13657
10/16/2019 03H,14432
10/16/2019 02H,14347
10/16/2019 01H,13865
10/16/2019 00H,12951
10/15/2019 23H,12011
10/15/2019 22H,11498
10/15/2019 21H,11601
10/15/2019 20H,11685
10/15/2019 19H,12006
10/15/2019 18H,12409
10/15/2019 17H,12909
10/15/2019 16H,13389
10/15/2019 15H,14270
10/15/2019 14H,13502
10/15/2019 13H,10990
10/15/2019 12H,9455
10/15/2019 11H,8871
10/15/2019 10H,8698
10/15/2019 09H,8644
10/15/2019 08H,9051
10/15/2019 07H,9139
10/15/2019 06H,10091
10/15/2019 05H,11745
10/15/2019 04H,13326
10/15/2019 03H,13931
10/15/2019 02H,13730
10/15/2019 01H,11909
10/15/2019 00H,10693
10/14/2019 23H,10257
10/14/2019 22H,10096
10/14/2019 21H,10307
10/14/2019 20H,11052
10/14/2019 19H,11310
10/14/2019 18H,11891
10/14/2019 17H,13032
10/14/2019 16H,13772
10/14/2019 15H,14645
10/14/2019 14H,13379
10/14/2019 13H,10738
10/14/2019 12H,8423
10/14/2019 11H,7726
10/14/2019 10H,7648
10/14/2019 09H,7734
10/14/2019 08H,7758
10/14/2019 07H,8166
10/14/2019 06H,9175
10/14/2019 05H,10954
10/14/2019 04H,11747
10/14/2019 03H,12075
10/14/2019 02H,11878
10/14/2019 01H,11239
10/14/2019 00H,9810
10/13/2019 23H,9457
10/13/2019 22H,9499
10/13/2019 21H,10080
10/13/2019 20H,10303
10/13/2019 19H,10808
10/13/2019 18H,11199
10/13/2019 17H,11191
10/13/2019 16H,11003
10/13/2019 15H,10796
10/13/2019 14H,10052
10/13/2019 13H,9094
10/13/2019 12H,8511
10/13/2019 11H,8468
10/13/2019 10H,8578
10/13/2019 09H,8762
10/13/2019 08H,9144
10/13/2019 07H,10028
10/13/2019 06H,11311
10/13/2019 05H,12732
10/13/2019 04H,13522
10/13/2019 03H,13825
10/13/2019 02H,13736
10/13/2019 01H,12393
10/13/2019 00H,10668
10/12/2019 23H,9898
10/12/2019 22H,9358
10/12/2019 21H,9254
10/12/2019 20H,9853
10/12/2019 19H,10720
10/12/2019 18H,11166
10/12/2019 17H,11643
10/12/2019 16H,11455
10/12/2019 15H,11871
10/12/2019 14H,10805
10/12/2019 13H,10090
10/12/2019 12H,9113
10/12/2019 11H,8636
10/12/2019 10H,8729
10/12/2019 09H,8802
10/12/2019 08H,8929
10/12/2019 07H,9781
10/12/2019 06H,10648
10/12/2019 05H,12015
10/12/2019 04H,12898
10/12/2019 03H,12987
10/12/2019 02H,12811
10/12/2019 01H,12110
10/12/2019 00H,10840
10/11/2019 23H,9853
10/11/2019 22H,9998
10/11/2019 21H,10917
10/11/2019 20H,11634
10/11/2019 19H,12085
10/11/2019 18H,12899
10/11/2019 17H,13905
10/11/2019 16H,14955
10/11/2019 15H,15811
10/11/2019 14H,14928
10/11/2019 13H,12470
10/11/2019 12H,10253
10/11/2019 11H,9024
10/11/2019 10H,9102
10/11/2019 09H,8924
10/11/2019 08H,9254
