Net generation from other for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.OTH.H
19:02:28 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.OTH.H megawatthours
10/26/2018 06H,7363
10/26/2018 05H,7342
10/26/2018 04H,7405
10/26/2018 03H,7772
10/26/2018 02H,7809
10/26/2018 01H,8466
10/26/2018 00H,8655
10/25/2018 23H,8567
10/25/2018 22H,8449
10/25/2018 21H,8353
10/25/2018 20H,8266
10/25/2018 19H,8356
10/25/2018 18H,8440
10/25/2018 17H,8494
10/25/2018 16H,8592
10/25/2018 15H,8687
10/25/2018 14H,8722
10/25/2018 13H,8544
10/25/2018 12H,8266
10/25/2018 11H,8090
10/25/2018 10H,7728
10/25/2018 09H,7122
10/25/2018 08H,7093
10/25/2018 07H,7081
10/25/2018 06H,7140
10/25/2018 05H,7169
10/25/2018 04H,6234
10/25/2018 03H,6423
10/25/2018 02H,6815
10/25/2018 01H,7003
10/25/2018 00H,6894
10/24/2018 23H,6676
10/24/2018 22H,6681
10/24/2018 21H,6723
10/24/2018 20H,6859
10/24/2018 19H,6932
10/24/2018 18H,6795
10/24/2018 17H,6788
10/24/2018 16H,6757
10/24/2018 15H,6780
10/24/2018 14H,6953
10/24/2018 13H,6653
10/24/2018 12H,6520
10/24/2018 11H,6527
10/24/2018 10H,6317
10/24/2018 09H,6240
10/24/2018 08H,6328
10/24/2018 07H,6408
10/24/2018 06H,6374
10/24/2018 05H,6410
10/24/2018 04H,7091
10/24/2018 03H,7614
10/24/2018 02H,7706
10/24/2018 01H,7684
10/24/2018 00H,7698
10/23/2018 23H,7605
10/23/2018 22H,7646
10/23/2018 21H,7599
10/23/2018 20H,7598
10/23/2018 19H,6793
10/23/2018 18H,6729
10/23/2018 17H,6813
10/23/2018 16H,7565
10/23/2018 15H,6828
10/23/2018 14H,7664
10/23/2018 13H,7555
10/23/2018 12H,7495
10/23/2018 11H,7470
10/23/2018 10H,7312
10/23/2018 09H,7104
10/23/2018 08H,6919
10/23/2018 07H,6856
10/23/2018 06H,6859
10/23/2018 05H,6889
10/23/2018 04H,6819
10/23/2018 03H,6842
10/23/2018 02H,7317
10/23/2018 01H,7335
10/23/2018 00H,7309
10/22/2018 23H,7272
10/22/2018 22H,7124
10/22/2018 21H,6921
10/22/2018 20H,6812
10/22/2018 19H,6892
10/22/2018 18H,6965
10/22/2018 17H,7007
10/22/2018 16H,6848
10/22/2018 15H,6819
10/22/2018 14H,6730
10/22/2018 13H,6733
10/22/2018 12H,6667
10/22/2018 11H,6458
10/22/2018 10H,6219
10/22/2018 09H,5918
10/22/2018 08H,5758
10/22/2018 07H,5637
10/22/2018 06H,5672
10/22/2018 05H,5701
10/22/2018 04H,5731
10/22/2018 03H,5760
10/22/2018 02H,5865
10/22/2018 01H,6133
10/22/2018 00H,6359
10/21/2018 23H,6212
10/21/2018 22H,6175
10/21/2018 21H,6034
10/21/2018 20H,6050
10/21/2018 19H,6009
10/21/2018 18H,6078
10/21/2018 17H,6118
10/21/2018 16H,6224
10/21/2018 15H,6340
10/21/2018 14H,6310
10/21/2018 13H,6269
10/21/2018 12H,6158
10/21/2018 11H,6178
10/21/2018 10H,6122
10/21/2018 09H,6165
10/21/2018 08H,6167
10/21/2018 07H,6171
10/21/2018 06H,6177
10/21/2018 05H,6118
10/21/2018 04H,6239
10/21/2018 03H,6392
10/21/2018 02H,6524
10/21/2018 01H,6700
10/21/2018 00H,6634
10/20/2018 23H,6555
10/20/2018 22H,6631
10/20/2018 21H,6615
10/20/2018 20H,6646
10/20/2018 19H,6623
10/20/2018 18H,6580
10/20/2018 17H,6599
10/20/2018 16H,6617
10/20/2018 15H,6698
10/20/2018 14H,6670
10/20/2018 13H,6543
10/20/2018 12H,6505
10/20/2018 11H,6505
10/20/2018 10H,6445
10/20/2018 09H,6477
10/20/2018 08H,6450
10/20/2018 07H,6509
10/20/2018 06H,6599
10/20/2018 05H,6591
10/20/2018 04H,6827
10/20/2018 03H,6752
10/20/2018 02H,6830
10/20/2018 01H,6876
10/20/2018 00H,7018
10/19/2018 23H,7108
10/19/2018 22H,7066
10/19/2018 21H,6992
10/19/2018 20H,7095
10/19/2018 19H,7069
10/19/2018 18H,7101
10/19/2018 17H,7166
10/19/2018 16H,7331
10/19/2018 15H,7156
10/19/2018 14H,7314
10/19/2018 13H,7285
10/19/2018 12H,7158
10/19/2018 11H,7065
10/19/2018 10H,6879
10/19/2018 09H,6156
10/19/2018 08H,5942
10/19/2018 07H,5919
10/19/2018 06H,5934
10/19/2018 05H,6044
10/19/2018 04H,6205
10/19/2018 03H,6490
10/19/2018 02H,6605
10/19/2018 01H,7026
10/19/2018 00H,7255
10/18/2018 23H,7063
10/18/2018 22H,7021
10/18/2018 21H,7518
10/18/2018 20H,7400
10/18/2018 19H,7387
10/18/2018 18H,7373
10/18/2018 17H,7612
10/18/2018 16H,7665
10/18/2018 15H,7638
10/18/2018 14H,7676
10/18/2018 13H,7597
10/18/2018 12H,7515
10/18/2018 11H,7490
10/18/2018 10H,7378
10/18/2018 09H,6845
10/18/2018 08H,6744
10/18/2018 07H,6726
10/18/2018 06H,6733
10/18/2018 05H,6806
10/18/2018 04H,6937
10/18/2018 03H,7008
10/18/2018 02H,7097
10/18/2018 01H,7259
10/18/2018 00H,7199
10/17/2018 23H,7234
10/17/2018 22H,7193
10/17/2018 21H,7271
10/17/2018 20H,7325
10/17/2018 19H,7244
10/17/2018 18H,7107
10/17/2018 17H,7171
10/17/2018 16H,7244
10/17/2018 15H,7010
10/17/2018 14H,7709
10/17/2018 13H,6775
10/17/2018 12H,6739
10/17/2018 11H,6658
10/17/2018 10H,6565
10/17/2018 09H,6458
10/17/2018 08H,6434
10/17/2018 07H,6585
10/17/2018 06H,6624
10/17/2018 05H,6667
10/17/2018 04H,7179
10/17/2018 03H,6847
10/17/2018 02H,6910
10/17/2018 01H,6978
10/17/2018 00H,7306
10/16/2018 23H,7367
10/16/2018 22H,7297
10/16/2018 21H,7238
10/16/2018 20H,7240
10/16/2018 19H,7267
10/16/2018 18H,7297
10/16/2018 17H,7449
10/16/2018 16H,7398
10/16/2018 15H,7457
10/16/2018 14H,7338
10/16/2018 13H,7147
10/16/2018 12H,7033
10/16/2018 11H,6827
10/16/2018 10H,6841
10/16/2018 09H,6650
10/16/2018 08H,6326
10/16/2018 07H,6562
10/16/2018 06H,6545
10/16/2018 05H,6645
10/16/2018 04H,6683
10/16/2018 03H,6878
10/16/2018 02H,7257
10/16/2018 01H,7859
10/16/2018 00H,7862
10/15/2018 23H,7722
10/15/2018 22H,7754
10/15/2018 21H,7155
10/15/2018 20H,7876
10/15/2018 19H,7699
10/15/2018 18H,7560
10/15/2018 17H,7670
10/15/2018 16H,7690
10/15/2018 15H,7673
10/15/2018 14H,7731
10/15/2018 13H,7453
10/15/2018 12H,7277
10/15/2018 11H,7165
10/15/2018 10H,6596
10/15/2018 09H,6443
10/15/2018 08H,6232
10/15/2018 07H,6230
10/15/2018 06H,6255
10/15/2018 05H,6431
10/15/2018 04H,6679
10/15/2018 03H,6977
10/15/2018 02H,7214
10/15/2018 01H,7177
10/15/2018 00H,7041
10/14/2018 23H,7020
10/14/2018 22H,6995
10/14/2018 21H,7007
10/14/2018 20H,7131
10/14/2018 19H,7258
10/14/2018 18H,7137
10/14/2018 17H,7098
10/14/2018 16H,6939
10/14/2018 15H,6795
10/14/2018 14H,6528
10/14/2018 13H,6306
10/14/2018 12H,6240
10/14/2018 11H,6187
10/14/2018 10H,6038
10/14/2018 09H,5986
10/14/2018 08H,6044
10/14/2018 07H,6028
10/14/2018 06H,6254
10/14/2018 05H,6611
10/14/2018 04H,6669
10/14/2018 03H,6868
10/14/2018 02H,7100
10/14/2018 01H,7360
10/14/2018 00H,7426
10/13/2018 23H,7352
10/13/2018 22H,7305
10/13/2018 21H,7416
10/13/2018 20H,7283
10/13/2018 19H,7256
10/13/2018 18H,7203
10/13/2018 17H,7165
10/13/2018 16H,7086
10/13/2018 15H,7054
10/13/2018 14H,6940
10/13/2018 13H,6763
10/13/2018 12H,6480
10/13/2018 11H,6392
10/13/2018 10H,6297
10/13/2018 09H,6250
10/13/2018 08H,6187
10/13/2018 07H,6192
10/13/2018 06H,6307
10/13/2018 05H,6435
10/13/2018 04H,6842
10/13/2018 03H,7153
10/13/2018 02H,7392
10/13/2018 01H,7600
10/13/2018 00H,7930
10/12/2018 23H,7865
10/12/2018 22H,7903
10/12/2018 21H,8158
10/12/2018 20H,8150
10/12/2018 19H,8049
10/12/2018 18H,7903
10/12/2018 17H,7844
10/12/2018 16H,7833
10/12/2018 15H,7737
10/12/2018 14H,7772
10/12/2018 13H,7527
10/12/2018 12H,7227
10/12/2018 11H,7145
10/12/2018 10H,6824
10/12/2018 09H,6466
10/12/2018 08H,6292
10/12/2018 07H,6467
10/12/2018 06H,6514
10/12/2018 05H,6678
10/12/2018 04H,7574
10/12/2018 03H,7400
10/12/2018 02H,7579
10/12/2018 01H,8008
10/12/2018 00H,9019
10/11/2018 23H,8908
10/11/2018 22H,8939
10/11/2018 21H,8876
10/11/2018 20H,8795
10/11/2018 19H,8765
10/11/2018 18H,8878
10/11/2018 17H,8912
10/11/2018 16H,8702
10/11/2018 15H,8657
10/11/2018 14H,8358
10/11/2018 13H,7779
10/11/2018 12H,7321
10/11/2018 11H,6935
10/11/2018 10H,6691
10/11/2018 09H,6490
10/11/2018 08H,6446
10/11/2018 07H,6483
10/11/2018 06H,6471
10/11/2018 05H,6730
10/11/2018 04H,7245
10/11/2018 03H,7495
10/11/2018 02H,8236
10/11/2018 01H,9102
10/11/2018 00H,9380
10/10/2018 23H,9618
10/10/2018 22H,9503
10/10/2018 21H,9468
10/10/2018 20H,9391
10/10/2018 19H,9309
10/10/2018 18H,9364
10/10/2018 17H,9376
10/10/2018 16H,8967
10/10/2018 15H,8648
10/10/2018 14H,8155
10/10/2018 13H,7684
10/10/2018 12H,7525
10/10/2018 11H,7359
10/10/2018 10H,7178
10/10/2018 09H,6696
10/10/2018 08H,6710
10/10/2018 07H,6847
10/10/2018 06H,7026
10/10/2018 05H,7093
10/10/2018 04H,7415
10/10/2018 03H,7654
10/10/2018 02H,8260
10/10/2018 01H,9155
10/10/2018 00H,9339
10/9/2018 23H,9300
10/9/2018 22H,9232
10/9/2018 21H,9258
10/9/2018 20H,9307
10/9/2018 19H,9294
10/9/2018 18H,9211
10/9/2018 17H,9011
10/9/2018 16H,8882
10/9/2018 15H,8967
10/9/2018 14H,8305
10/9/2018 13H,7966
10/9/2018 12H,7509
10/9/2018 11H,7366
10/9/2018 10H,7235
10/9/2018 09H,7164
10/9/2018 08H,7142
10/9/2018 07H,7211
10/9/2018 06H,7232
10/9/2018 05H,7390
10/9/2018 04H,7642
10/9/2018 03H,7998
10/9/2018 02H,8443
10/9/2018 01H,8953
10/9/2018 00H,9251
10/8/2018 23H,9276
10/8/2018 22H,9290
10/8/2018 21H,9363
10/8/2018 20H,9351
10/8/2018 19H,9349
10/8/2018 18H,8956
10/8/2018 17H,9004
10/8/2018 16H,8713
10/8/2018 15H,8549
10/8/2018 14H,8540
10/8/2018 13H,8179
10/8/2018 12H,7544
10/8/2018 11H,7183
10/8/2018 10H,7115
10/8/2018 09H,6898
10/8/2018 08H,6845
10/8/2018 07H,6862
10/8/2018 06H,6894
10/8/2018 05H,7063
10/8/2018 04H,7314
10/8/2018 03H,8201
10/8/2018 02H,8602
10/8/2018 01H,8900
10/8/2018 00H,8921
10/7/2018 23H,8869
10/7/2018 22H,8905
10/7/2018 21H,9025
10/7/2018 20H,8998
10/7/2018 19H,8832
10/7/2018 18H,8473
10/7/2018 17H,8159
10/7/2018 16H,8548
10/7/2018 15H,7964
10/7/2018 14H,7986
10/7/2018 13H,7571
10/7/2018 12H,7041
10/7/2018 11H,6900
10/7/2018 10H,6724
10/7/2018 09H,6896
10/7/2018 08H,6896
10/7/2018 07H,6925
10/7/2018 06H,7098
10/7/2018 05H,7218
10/7/2018 04H,7493
10/7/2018 03H,7922
10/7/2018 02H,8098
10/7/2018 01H,8304
10/7/2018 00H,8376
10/6/2018 23H,8251
10/6/2018 22H,8267
10/6/2018 21H,8251
10/6/2018 20H,8253
10/6/2018 19H,8255
10/6/2018 18H,8285
10/6/2018 17H,8290
10/6/2018 16H,8302
10/6/2018 15H,8207
10/6/2018 14H,8209
10/6/2018 13H,7827
10/6/2018 12H,7253
10/6/2018 11H,7151
10/6/2018 10H,7157
10/6/2018 09H,7212
10/6/2018 08H,7227
10/6/2018 07H,7224
10/6/2018 06H,7279
10/6/2018 05H,7389
10/6/2018 04H,7712
10/6/2018 03H,7791
10/6/2018 02H,8028
10/6/2018 01H,8256
10/6/2018 00H,8738
10/5/2018 23H,8714
10/5/2018 22H,8873
10/5/2018 21H,8715
10/5/2018 20H,8824
10/5/2018 19H,8775
10/5/2018 18H,8796
10/5/2018 17H,8779
10/5/2018 16H,8687
10/5/2018 15H,8538
10/5/2018 14H,8490
10/5/2018 13H,8051
10/5/2018 12H,7690
10/5/2018 11H,7408
10/5/2018 10H,7252
10/5/2018 09H,6824
10/5/2018 08H,6897
10/5/2018 07H,6993
10/5/2018 06H,6988
10/5/2018 05H,7205
10/5/2018 04H,7887
10/5/2018 03H,8607
10/5/2018 02H,9000
10/5/2018 01H,9820
10/5/2018 00H,9920
10/4/2018 23H,9975
10/4/2018 22H,9940
10/4/2018 21H,10018
10/4/2018 20H,10054
10/4/2018 19H,10026
10/4/2018 18H,9885
10/4/2018 17H,9583
10/4/2018 16H,9424
10/4/2018 15H,9185
10/4/2018 14H,8993
10/4/2018 13H,8608
10/4/2018 12H,8055
10/4/2018 11H,7905
10/4/2018 10H,7461
10/4/2018 09H,6991
10/4/2018 08H,7104
10/4/2018 07H,7070
10/4/2018 06H,7189
10/4/2018 05H,7534
10/4/2018 04H,8158
10/4/2018 03H,8932
10/4/2018 02H,9478
10/4/2018 01H,9794
10/4/2018 00H,10095
10/3/2018 23H,10196
10/3/2018 22H,10188
10/3/2018 21H,10294
10/3/2018 20H,10313
10/3/2018 19H,9988
10/3/2018 18H,10029
10/3/2018 17H,10108
10/3/2018 16H,10063
10/3/2018 15H,9989
10/3/2018 14H,9659
10/3/2018 13H,9400
10/3/2018 12H,9011
10/3/2018 11H,8502
10/3/2018 10H,8154
10/3/2018 09H,7685
10/3/2018 08H,7739
10/3/2018 07H,7789
10/3/2018 06H,7970
10/3/2018 05H,8061
10/3/2018 04H,9089
10/3/2018 03H,8823
10/3/2018 02H,9401
10/3/2018 01H,9887
10/3/2018 00H,10268
10/2/2018 23H,10460
10/2/2018 22H,10357
10/2/2018 21H,10408
10/2/2018 20H,10465
10/2/2018 19H,10341
10/2/2018 18H,10260
10/2/2018 17H,10236
10/2/2018 16H,10396
10/2/2018 15H,10193
10/2/2018 14H,9896
10/2/2018 13H,9102
10/2/2018 12H,8708
10/2/2018 11H,8497
10/2/2018 10H,8363
10/2/2018 09H,7852
10/2/2018 08H,7746
10/2/2018 07H,7809
10/2/2018 06H,7878
10/2/2018 05H,8408
10/2/2018 04H,8033
10/2/2018 03H,9815
10/2/2018 02H,10394
10/2/2018 01H,10710
10/2/2018 00H,10746
10/1/2018 23H,10844
10/1/2018 22H,10811
10/1/2018 21H,10813
10/1/2018 20H,10563
10/1/2018 19H,10450
10/1/2018 18H,10247
10/1/2018 17H,10104
10/1/2018 16H,9979
10/1/2018 15H,9870
10/1/2018 14H,9869
10/1/2018 13H,9148
10/1/2018 12H,8664
10/1/2018 11H,8351
10/1/2018 10H,7690
10/1/2018 09H,7254
10/1/2018 08H,7254
10/1/2018 07H,7360
10/1/2018 06H,7467
10/1/2018 05H,7733
10/1/2018 04H,7878
10/1/2018 03H,8581
10/1/2018 02H,8917
10/1/2018 01H,9079
10/1/2018 00H,9092
09/30/2018 23H,9056
09/30/2018 22H,8920
09/30/2018 21H,8969
09/30/2018 20H,9146
09/30/2018 19H,9105
09/30/2018 18H,8948
09/30/2018 17H,8960
09/30/2018 16H,8776
09/30/2018 15H,8697
09/30/2018 14H,8676
09/30/2018 13H,8374
09/30/2018 12H,7988
09/30/2018 11H,7589
09/30/2018 10H,7416
09/30/2018 09H,7257
09/30/2018 08H,7288
09/30/2018 07H,7381
09/30/2018 06H,7498
09/30/2018 05H,7710
09/30/2018 04H,7943
09/30/2018 03H,8303
09/30/2018 02H,8538
09/30/2018 01H,8687
09/30/2018 00H,8730
09/29/2018 23H,8725
09/29/2018 22H,8620
09/29/2018 21H,8652
09/29/2018 20H,8572
09/29/2018 19H,8598
09/29/2018 18H,8573
09/29/2018 17H,8527
09/29/2018 16H,8571
09/29/2018 15H,8430
09/29/2018 14H,8421
09/29/2018 13H,8004
09/29/2018 12H,7763
09/29/2018 11H,7620
09/29/2018 10H,7510
09/29/2018 09H,7521
09/29/2018 08H,7525
09/29/2018 07H,7461
09/29/2018 06H,7538
09/29/2018 05H,7930
09/29/2018 04H,8327
09/29/2018 03H,8891
09/29/2018 02H,9753
09/29/2018 01H,10154
09/29/2018 00H,10248
09/28/2018 23H,10193
09/28/2018 22H,10293
09/28/2018 21H,10322
09/28/2018 20H,10126
09/28/2018 19H,10062
09/28/2018 18H,10099
09/28/2018 17H,10136
09/28/2018 16H,10020
09/28/2018 15H,9844
09/28/2018 14H,9783
09/28/2018 13H,9241
09/28/2018 12H,8775
09/28/2018 11H,8653
09/28/2018 10H,8530
09/28/2018 09H,8107
09/28/2018 08H,7933
09/28/2018 07H,7988
09/28/2018 06H,8247
09/28/2018 05H,8367
09/28/2018 04H,8398
09/28/2018 03H,8264
09/28/2018 02H,8854
09/28/2018 01H,8981
09/28/2018 00H,8961
09/27/2018 23H,9717
09/27/2018 22H,9764
09/27/2018 21H,9722
09/27/2018 20H,9580
09/27/2018 19H,9631
09/27/2018 18H,9524
09/27/2018 17H,9487
09/27/2018 16H,9547
09/27/2018 15H,9275
09/27/2018 14H,9001
09/27/2018 13H,8543
09/27/2018 12H,8352
09/27/2018 11H,8189
09/27/2018 10H,8148
09/27/2018 09H,8057
09/27/2018 08H,7666
09/27/2018 07H,7871
09/27/2018 06H,7991
09/27/2018 05H,8152
09/27/2018 04H,8593
09/27/2018 03H,9096
09/27/2018 02H,9825
09/27/2018 01H,9962
09/27/2018 00H,9908
09/26/2018 23H,9862
09/26/2018 22H,9199
09/26/2018 21H,9250
09/26/2018 20H,10087
09/26/2018 19H,10151
09/26/2018 18H,10214
09/26/2018 17H,10125
09/26/2018 16H,10078
09/26/2018 15H,9738
09/26/2018 14H,9429
09/26/2018 13H,8978
09/26/2018 12H,8665
09/26/2018 11H,8409
09/26/2018 10H,8383
09/26/2018 09H,7854
09/26/2018 08H,7736
09/26/2018 07H,7738
09/26/2018 06H,7896
09/26/2018 05H,8210
09/26/2018 04H,8470
09/26/2018 03H,9271
09/26/2018 02H,9499
09/26/2018 01H,9589
09/26/2018 00H,9680
09/25/2018 23H,9746
09/25/2018 22H,8840
09/25/2018 21H,8788
09/25/2018 20H,9826
09/25/2018 19H,9896
09/25/2018 18H,9750
09/25/2018 17H,9698
09/25/2018 16H,9720
09/25/2018 15H,8625
09/25/2018 14H,8498
09/25/2018 13H,9173
09/25/2018 12H,8925
09/25/2018 11H,8713
09/25/2018 10H,8618
09/25/2018 09H,8019
09/25/2018 08H,7959
09/25/2018 07H,7982
09/25/2018 06H,8034
09/25/2018 05H,8240
09/25/2018 04H,8470
09/25/2018 03H,8814
09/25/2018 02H,9153
09/25/2018 01H,9216
09/25/2018 00H,9310
09/24/2018 23H,9439
09/24/2018 22H,9491
09/24/2018 21H,9550
09/24/2018 20H,9603
09/24/2018 19H,9490
09/24/2018 18H,9341
09/24/2018 17H,9220
09/24/2018 16H,9245
09/24/2018 15H,9209
09/24/2018 14H,9236
09/24/2018 13H,8884
09/24/2018 12H,8648
09/24/2018 11H,8303
09/24/2018 10H,8189
09/24/2018 09H,7746
09/24/2018 08H,7663
09/24/2018 07H,7735
09/24/2018 06H,7865
09/24/2018 05H,8088
09/24/2018 04H,8289
09/24/2018 03H,8752
09/24/2018 02H,8890
09/24/2018 01H,8929
09/24/2018 00H,9167
09/23/2018 23H,9136
09/23/2018 22H,9073
09/23/2018 21H,8945
09/23/2018 20H,8872
09/23/2018 19H,8867
09/23/2018 18H,8927
09/23/2018 17H,8493
09/23/2018 16H,8452
09/23/2018 15H,8135
09/23/2018 14H,7924
09/23/2018 13H,7507
09/23/2018 12H,7329
09/23/2018 11H,7180
09/23/2018 10H,7073
09/23/2018 09H,7028
09/23/2018 08H,7088
09/23/2018 07H,7117
09/23/2018 06H,7303
09/23/2018 05H,7500
09/23/2018 04H,7849
09/23/2018 03H,8140
09/23/2018 02H,8768
09/23/2018 01H,8889
09/23/2018 00H,8906
09/22/2018 23H,8836
09/22/2018 22H,8861
09/22/2018 21H,8836
09/22/2018 20H,8779
09/22/2018 19H,8738
09/22/2018 18H,8722
09/22/2018 17H,8802
09/22/2018 16H,8796
09/22/2018 15H,8671
09/22/2018 14H,8627
09/22/2018 13H,8020
09/22/2018 12H,7792
09/22/2018 11H,7642
09/22/2018 10H,7520
09/22/2018 09H,7504
09/22/2018 08H,7499
09/22/2018 07H,7570
09/22/2018 06H,7602
09/22/2018 05H,7684
09/22/2018 04H,8160
09/22/2018 03H,8162
09/22/2018 02H,8741
09/22/2018 01H,8771
09/22/2018 00H,9240
09/21/2018 23H,9678
09/21/2018 22H,9660
09/21/2018 21H,9715
09/21/2018 20H,9730
09/21/2018 19H,9775
09/21/2018 18H,9810
09/21/2018 17H,9666
09/21/2018 16H,9615
09/21/2018 15H,9127
09/21/2018 14H,8889
09/21/2018 13H,8445
09/21/2018 12H,8230
09/21/2018 11H,8097
09/21/2018 10H,7943
09/21/2018 09H,7433
09/21/2018 08H,7523
09/21/2018 07H,7662
09/21/2018 06H,7717
09/21/2018 05H,7875
09/21/2018 04H,8092
09/21/2018 03H,8695
09/21/2018 02H,8828
09/21/2018 01H,9142
09/21/2018 00H,9140
09/20/2018 23H,9394
09/20/2018 22H,9700
09/20/2018 21H,9774
09/20/2018 20H,9826
09/20/2018 19H,9580
09/20/2018 18H,9267
09/20/2018 17H,8908
09/20/2018 16H,9032
09/20/2018 15H,8925
09/20/2018 14H,8688
09/20/2018 13H,8520
09/20/2018 12H,8254
09/20/2018 11H,7961
09/20/2018 10H,7846
09/20/2018 09H,7251
09/20/2018 08H,7268
09/20/2018 07H,7209
09/20/2018 06H,7433
09/20/2018 05H,7746
09/20/2018 04H,7889
09/20/2018 03H,8639
09/20/2018 02H,9046
09/20/2018 01H,9897
09/20/2018 00H,10133
09/19/2018 23H,10508
09/19/2018 22H,10613
09/19/2018 21H,10803
09/19/2018 20H,10706
09/19/2018 19H,10461
09/19/2018 18H,10301
09/19/2018 17H,9952
09/19/2018 16H,9411
09/19/2018 15H,8902
09/19/2018 14H,8729
09/19/2018 13H,8586
09/19/2018 12H,8308
09/19/2018 11H,8118
09/19/2018 10H,8052
09/19/2018 09H,7508
09/19/2018 08H,7536
09/19/2018 07H,7552
09/19/2018 06H,7737
09/19/2018 05H,7945
09/19/2018 04H,6940
09/19/2018 03H,7178
09/19/2018 02H,7389
09/19/2018 01H,7546
09/19/2018 00H,7705
09/18/2018 23H,7889
09/18/2018 22H,7908
09/18/2018 21H,7908
09/18/2018 20H,7829
09/18/2018 19H,7899
09/18/2018 18H,7880
09/18/2018 17H,7581
09/18/2018 16H,7284
09/18/2018 15H,6980
09/18/2018 14H,6929
09/18/2018 13H,6864
09/18/2018 12H,6764
09/18/2018 11H,6716
09/18/2018 10H,6532
09/18/2018 09H,6381
09/18/2018 08H,6291
09/18/2018 07H,6308
09/18/2018 06H,6368
09/18/2018 05H,6562
09/18/2018 04H,6814
09/18/2018 03H,7073
09/18/2018 02H,7254
09/18/2018 01H,7555
09/18/2018 00H,7592
09/17/2018 23H,7849
09/17/2018 22H,8089
09/17/2018 21H,8036
09/17/2018 20H,7924
09/17/2018 19H,7735
09/17/2018 18H,7481
09/17/2018 17H,7202
09/17/2018 16H,7024
09/17/2018 15H,6752
09/17/2018 14H,6566
09/17/2018 13H,6553
09/17/2018 12H,6524
09/17/2018 11H,6459
09/17/2018 10H,6269
09/17/2018 09H,6125
09/17/2018 08H,6130
09/17/2018 07H,6122
09/17/2018 06H,6173
09/17/2018 05H,6328
09/17/2018 04H,6586
09/17/2018 03H,6803
09/17/2018 02H,6889
09/17/2018 01H,6759
09/17/2018 00H,6859
09/16/2018 23H,6961
09/16/2018 22H,7050
09/16/2018 21H,6989
09/16/2018 20H,7328
09/16/2018 19H,7291
09/16/2018 18H,7224
09/16/2018 17H,6930
09/16/2018 16H,6787
09/16/2018 15H,6621
09/16/2018 14H,6391
09/16/2018 13H,6288
09/16/2018 12H,6214
09/16/2018 11H,6171
09/16/2018 10H,6040
09/16/2018 09H,6018
09/16/2018 08H,6034
09/16/2018 07H,6117
09/16/2018 06H,6159
09/16/2018 05H,6310
09/16/2018 04H,6482
09/16/2018 03H,6725
09/16/2018 02H,6827
09/16/2018 01H,7177
09/16/2018 00H,7617
09/15/2018 23H,7854
09/15/2018 22H,7978
09/15/2018 21H,8023
09/15/2018 20H,7926
09/15/2018 19H,7819
09/15/2018 18H,7416
09/15/2018 17H,7264
09/15/2018 16H,6959
09/15/2018 15H,6711
09/15/2018 14H,6531
09/15/2018 13H,6464
09/15/2018 12H,6382
09/15/2018 11H,6232
09/15/2018 10H,6106
09/15/2018 09H,6078
09/15/2018 08H,6108
09/15/2018 07H,6118
09/15/2018 06H,6215
09/15/2018 05H,6356
09/15/2018 04H,6511
09/15/2018 03H,6793
09/15/2018 02H,6917
09/15/2018 01H,7086
09/15/2018 00H,7238
09/14/2018 23H,7666
09/14/2018 22H,7538
09/14/2018 21H,7434
09/14/2018 20H,7160
09/14/2018 19H,7470
09/14/2018 18H,7417
09/14/2018 17H,6814
09/14/2018 16H,7008
09/14/2018 15H,6747
09/14/2018 14H,6527
09/14/2018 13H,6278
09/14/2018 12H,5990
09/14/2018 11H,5889
09/14/2018 10H,5806
09/14/2018 09H,5686
09/14/2018 08H,5681
09/14/2018 07H,5718
09/14/2018 06H,5869
09/14/2018 05H,6238
09/14/2018 04H,6560
09/14/2018 03H,6835
09/14/2018 02H,6971
09/14/2018 01H,7191
09/14/2018 00H,7027
09/13/2018 23H,7071
09/13/2018 22H,7235
09/13/2018 21H,7085
09/13/2018 20H,7363
09/13/2018 19H,7356
09/13/2018 18H,7210
09/13/2018 17H,7128
09/13/2018 16H,6977
09/13/2018 15H,6800
09/13/2018 14H,6469
09/13/2018 13H,6281
09/13/2018 12H,6115
09/13/2018 11H,5976
09/13/2018 10H,5784
09/13/2018 09H,5662
09/13/2018 08H,5680
09/13/2018 07H,5721
09/13/2018 06H,5796
09/13/2018 05H,6037
09/13/2018 04H,6309
09/13/2018 03H,6718
09/13/2018 02H,6891
09/13/2018 01H,6621
09/13/2018 00H,6656
09/12/2018 23H,7202
09/12/2018 22H,7315
09/12/2018 21H,7328
09/12/2018 20H,7212
09/12/2018 19H,7184
09/12/2018 18H,7233
09/12/2018 17H,6686
09/12/2018 16H,6615
09/12/2018 15H,6489
09/12/2018 14H,6805
09/12/2018 13H,6567
09/12/2018 12H,6346
09/12/2018 11H,5926
09/12/2018 10H,6076
09/12/2018 09H,5896
09/12/2018 08H,5797
09/12/2018 07H,5792
09/12/2018 06H,5953
09/12/2018 05H,6081
09/12/2018 04H,6456
09/12/2018 03H,7127
09/12/2018 02H,7261
09/12/2018 01H,7359
09/12/2018 00H,7334
09/11/2018 23H,7577
09/11/2018 22H,7105
