Net generation from wind for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.WND.H
19:02:48 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.WND.H megawatthours
01/13/2019 18H,9861
01/13/2019 17H,11803
01/13/2019 16H,13848
01/13/2019 15H,15518
01/13/2019 14H,17752
01/13/2019 13H,19078
01/13/2019 12H,19289
01/13/2019 11H,20022
01/13/2019 10H,20890
01/13/2019 09H,21700
01/13/2019 08H,22211
01/13/2019 07H,21953
01/13/2019 06H,22419
01/13/2019 05H,19421
01/13/2019 04H,25206
01/13/2019 03H,27288
01/13/2019 02H,28588
01/13/2019 01H,28734
01/13/2019 00H,30155
01/12/2019 23H,33843
01/12/2019 22H,36820
01/12/2019 21H,38338
01/12/2019 20H,39078
01/12/2019 19H,39033
01/12/2019 18H,39113
01/12/2019 17H,39064
01/12/2019 16H,37284
01/12/2019 15H,36627
01/12/2019 14H,37136
01/12/2019 13H,37178
01/12/2019 12H,36564
01/12/2019 11H,35004
01/12/2019 10H,33246
01/12/2019 09H,31524
01/12/2019 08H,29873
01/12/2019 07H,28771
01/12/2019 06H,27766
01/12/2019 05H,28299
01/12/2019 04H,27285
01/12/2019 03H,27664
01/12/2019 02H,28547
01/12/2019 01H,29541
01/12/2019 00H,27837
01/11/2019 23H,27098
01/11/2019 22H,27740
01/11/2019 21H,27300
01/11/2019 20H,26552
01/11/2019 19H,26299
01/11/2019 18H,27644
01/11/2019 17H,29175
01/11/2019 16H,29870
01/11/2019 15H,30647
01/11/2019 14H,31624
01/11/2019 13H,32404
01/11/2019 12H,32732
01/11/2019 11H,33481
01/11/2019 10H,34250
01/11/2019 09H,35657
01/11/2019 08H,37267
01/11/2019 07H,38974
01/11/2019 06H,40850
01/11/2019 05H,43784
01/11/2019 04H,42540
01/11/2019 03H,40871
01/11/2019 02H,39063
01/11/2019 01H,35632
01/11/2019 00H,31501
01/10/2019 23H,30806
01/10/2019 22H,31382
01/10/2019 21H,31812
01/10/2019 20H,32447
01/10/2019 19H,33105
01/10/2019 18H,34111
01/10/2019 17H,34894
01/10/2019 16H,35725
01/10/2019 15H,37434
01/10/2019 14H,36752
01/10/2019 13H,36421
01/10/2019 12H,35953
01/10/2019 11H,35296
01/10/2019 10H,34745
01/10/2019 09H,34195
01/10/2019 08H,33568
01/10/2019 07H,32328
01/10/2019 06H,32517
01/10/2019 05H,35342
01/10/2019 04H,32460
01/10/2019 03H,32193
01/10/2019 02H,32413
01/10/2019 01H,32242
01/10/2019 00H,29338
01/9/2019 23H,27438
01/9/2019 22H,27533
01/9/2019 21H,27232
01/9/2019 20H,27445
01/9/2019 19H,28039
01/9/2019 18H,29031
01/9/2019 17H,29872
01/9/2019 16H,31499
01/9/2019 15H,32540
01/9/2019 14H,33441
01/9/2019 13H,34083
01/9/2019 12H,35585
01/9/2019 11H,37015
01/9/2019 10H,38916
01/9/2019 09H,39802
01/9/2019 08H,40298
01/9/2019 07H,41327
01/9/2019 06H,41862
01/9/2019 05H,39340
01/9/2019 04H,44339
01/9/2019 03H,44303
01/9/2019 02H,44517
01/9/2019 01H,43327
01/9/2019 00H,41755
01/8/2019 23H,43626
01/8/2019 22H,44895
01/8/2019 21H,45009
01/8/2019 20H,46543
01/8/2019 19H,48256
01/8/2019 18H,49548
01/8/2019 17H,48879
01/8/2019 16H,47284
01/8/2019 15H,49519
01/8/2019 14H,49938
01/8/2019 13H,49787
01/8/2019 12H,48534
01/8/2019 11H,46848
01/8/2019 10H,45153
01/8/2019 09H,43137
01/8/2019 08H,42339
01/8/2019 07H,41696
01/8/2019 06H,41977
01/8/2019 05H,44296
01/8/2019 04H,42191
01/8/2019 03H,40983
01/8/2019 02H,40108
01/8/2019 01H,40160
01/8/2019 00H,39068
01/7/2019 23H,37492
01/7/2019 22H,37008
01/7/2019 21H,38164
01/7/2019 20H,38318
01/7/2019 19H,38598
01/7/2019 18H,40873
01/7/2019 17H,43139
01/7/2019 16H,46204
01/7/2019 15H,51408
01/7/2019 14H,54469
01/7/2019 13H,54863
01/7/2019 12H,55799
01/7/2019 11H,56630
01/7/2019 10H,56884
01/7/2019 09H,58105
01/7/2019 08H,58555
01/7/2019 07H,59952
01/7/2019 06H,61220
01/7/2019 05H,60724
01/7/2019 04H,62773
01/7/2019 03H,62704
01/7/2019 02H,61333
01/7/2019 01H,60976
01/7/2019 00H,59792
01/6/2019 23H,58145
01/6/2019 22H,57384
01/6/2019 21H,57529
01/6/2019 20H,57807
01/6/2019 19H,57644
01/6/2019 18H,57091
01/6/2019 17H,55871
01/6/2019 16H,55581
01/6/2019 15H,55888
01/6/2019 14H,55984
01/6/2019 13H,54590
01/6/2019 12H,51771
01/6/2019 11H,49840
01/6/2019 10H,47593
01/6/2019 09H,45020
01/6/2019 08H,43735
01/6/2019 07H,43802
01/6/2019 06H,45088
01/6/2019 05H,44998
01/6/2019 04H,46122
01/6/2019 03H,45477
01/6/2019 02H,43090
01/6/2019 01H,36944
01/6/2019 00H,29428
01/5/2019 23H,26003
01/5/2019 22H,23205
01/5/2019 21H,21483
01/5/2019 20H,20007
01/5/2019 19H,17843
01/5/2019 18H,15850
01/5/2019 17H,16968
01/5/2019 16H,19717
01/5/2019 15H,21553
01/5/2019 14H,22149
01/5/2019 13H,22303
01/5/2019 12H,22853
01/5/2019 11H,24142
01/5/2019 10H,24604
01/5/2019 09H,24935
01/5/2019 08H,26042
01/5/2019 07H,27377
01/5/2019 06H,27828
01/5/2019 05H,28064
01/5/2019 04H,26855
01/5/2019 03H,25516
01/5/2019 02H,23093
01/5/2019 01H,18428
01/5/2019 00H,14778
01/4/2019 23H,12267
01/4/2019 22H,11832
01/4/2019 21H,12367
01/4/2019 20H,12595
01/4/2019 19H,12631
01/4/2019 18H,13977
01/4/2019 17H,16389
01/4/2019 16H,22628
01/4/2019 15H,28986
01/4/2019 14H,31816
01/4/2019 13H,35047
01/4/2019 12H,38181
01/4/2019 11H,39128
01/4/2019 10H,39265
01/4/2019 09H,39027
01/4/2019 08H,37410
01/4/2019 07H,35901
01/4/2019 06H,34577
01/4/2019 05H,32136
01/4/2019 04H,33638
01/4/2019 03H,35254
01/4/2019 02H,33762
01/4/2019 01H,32777
01/4/2019 00H,31401
01/3/2019 23H,30558
01/3/2019 22H,29608
01/3/2019 21H,28974
01/3/2019 20H,27398
01/3/2019 19H,26297
01/3/2019 18H,24223
01/3/2019 17H,24134
01/3/2019 16H,24707
01/3/2019 15H,26522
01/3/2019 14H,26749
01/3/2019 13H,26711
01/3/2019 12H,26890
01/3/2019 11H,26332
01/3/2019 10H,26565
01/3/2019 09H,26559
01/3/2019 08H,25158
01/3/2019 07H,23088
01/3/2019 06H,21800
01/3/2019 05H,19703
01/3/2019 04H,22969
01/3/2019 03H,22628
01/3/2019 02H,21652
01/3/2019 01H,21241
01/3/2019 00H,20138
01/2/2019 23H,18842
01/2/2019 22H,19081
01/2/2019 21H,19642
01/2/2019 20H,20150
01/2/2019 19H,20159
01/2/2019 18H,20078
01/2/2019 17H,21065
01/2/2019 16H,20993
01/2/2019 15H,20837
01/2/2019 14H,20919
01/2/2019 13H,20182
01/2/2019 12H,19541
01/2/2019 11H,18678
01/2/2019 10H,17270
01/2/2019 09H,15419
01/2/2019 08H,14109
01/2/2019 07H,13578
01/2/2019 06H,12769
01/2/2019 05H,16155
01/2/2019 04H,11501
01/2/2019 03H,11073
01/2/2019 02H,10843
01/2/2019 01H,11215
01/2/2019 00H,11659
01/1/2019 23H,12499
01/1/2019 22H,14156
01/1/2019 21H,16548
01/1/2019 20H,18693
01/1/2019 19H,20127
01/1/2019 18H,21997
01/1/2019 17H,25264
01/1/2019 16H,29653
01/1/2019 15H,33484
01/1/2019 14H,36468
01/1/2019 13H,38800
01/1/2019 12H,41292
01/1/2019 11H,44218
01/1/2019 10H,46656
01/1/2019 09H,49167
01/1/2019 08H,51491
01/1/2019 07H,52639
01/1/2019 06H,53185
01/1/2019 05H,53110
01/1/2019 04H,53426
01/1/2019 03H,51123
01/1/2019 02H,49217
01/1/2019 01H,48391
01/1/2019 00H,47011
12/31/2018 23H,46645
12/31/2018 22H,46037
12/31/2018 21H,44032
12/31/2018 20H,43126
12/31/2018 19H,41311
12/31/2018 18H,39648
12/31/2018 17H,38666
12/31/2018 16H,39042
12/31/2018 15H,40453
12/31/2018 14H,39427
12/31/2018 13H,38282
12/31/2018 12H,37377
12/31/2018 11H,38383
12/31/2018 10H,38291
12/31/2018 09H,38721
12/31/2018 08H,40082
12/31/2018 07H,40262
12/31/2018 06H,41300
12/31/2018 05H,43664
12/31/2018 04H,46135
12/31/2018 03H,44417
12/31/2018 02H,43079
12/31/2018 01H,41436
12/31/2018 00H,38655
12/30/2018 23H,36319
12/30/2018 22H,35492
12/30/2018 21H,36262
12/30/2018 20H,36473
12/30/2018 19H,35909
12/30/2018 18H,36157
12/30/2018 17H,36916
12/30/2018 16H,38323
12/30/2018 15H,38301
12/30/2018 14H,36943
12/30/2018 13H,36294
12/30/2018 12H,36244
12/30/2018 11H,37233
12/30/2018 10H,37054
12/30/2018 09H,36244
12/30/2018 08H,35547
12/30/2018 07H,35514
12/30/2018 06H,36144
12/30/2018 05H,37209
12/30/2018 04H,33455
12/30/2018 03H,32722
12/30/2018 02H,31046
12/30/2018 01H,28703
12/30/2018 00H,24739
12/29/2018 23H,21399
12/29/2018 22H,20027
12/29/2018 21H,19179
12/29/2018 20H,18905
12/29/2018 19H,18808
12/29/2018 18H,19030
12/29/2018 17H,19266
12/29/2018 16H,19618
12/29/2018 15H,19414
12/29/2018 14H,20179
12/29/2018 13H,21500
12/29/2018 12H,23103
12/29/2018 11H,23707
12/29/2018 10H,24560
12/29/2018 09H,24976
12/29/2018 08H,25743
12/29/2018 07H,26979
12/29/2018 06H,28361
12/29/2018 05H,31387
12/29/2018 04H,31847
12/29/2018 03H,33005
12/29/2018 02H,33584
12/29/2018 01H,34961
12/29/2018 00H,36554
12/28/2018 23H,38348
12/28/2018 22H,40401
12/28/2018 21H,42313
12/28/2018 20H,44326
12/28/2018 19H,45993
12/28/2018 18H,48756
12/28/2018 17H,51224
12/28/2018 16H,52296
12/28/2018 15H,51767
12/28/2018 14H,53429
12/28/2018 13H,54253
12/28/2018 12H,53630
12/28/2018 11H,52651
12/28/2018 10H,52470
12/28/2018 09H,51725
12/28/2018 08H,51716
12/28/2018 07H,51369
12/28/2018 06H,50634
12/28/2018 05H,48518
12/28/2018 04H,49450
12/28/2018 03H,47943
12/28/2018 02H,45500
12/28/2018 01H,45682
12/28/2018 00H,45651
12/27/2018 23H,46417
12/27/2018 22H,47531
12/27/2018 21H,51024
12/27/2018 20H,53089
12/27/2018 19H,53729
12/27/2018 18H,56838
12/27/2018 17H,57826
12/27/2018 16H,56170
12/27/2018 15H,55238
12/27/2018 14H,54859
12/27/2018 13H,54608
12/27/2018 12H,54103
12/27/2018 11H,54707
12/27/2018 10H,54793
12/27/2018 09H,54286
12/27/2018 08H,53863
12/27/2018 07H,52245
12/27/2018 06H,50660
12/27/2018 05H,47036
12/27/2018 04H,50208
12/27/2018 03H,48979
12/27/2018 02H,48919
12/27/2018 01H,48688
12/27/2018 00H,46811
12/26/2018 23H,45183
12/26/2018 22H,44690
12/26/2018 21H,43578
12/26/2018 20H,42416
12/26/2018 19H,41932
12/26/2018 18H,41420
12/26/2018 17H,40988
12/26/2018 16H,39626
12/26/2018 15H,39128
12/26/2018 14H,37466
12/26/2018 13H,35175
12/26/2018 12H,33015
12/26/2018 11H,32267
12/26/2018 10H,32340
12/26/2018 09H,32345
12/26/2018 08H,32171
12/26/2018 07H,33023
12/26/2018 06H,33386
12/26/2018 05H,34260
12/26/2018 04H,33412
12/26/2018 03H,32256
12/26/2018 02H,30372
12/26/2018 01H,27452
12/26/2018 00H,24274
12/25/2018 23H,22431
12/25/2018 22H,20188
12/25/2018 21H,17395
12/25/2018 20H,15832
12/25/2018 19H,14806
12/25/2018 18H,14015
12/25/2018 17H,13648
12/25/2018 16H,13219
12/25/2018 15H,13988
12/25/2018 14H,15478
12/25/2018 13H,17666
12/25/2018 12H,18124
12/25/2018 11H,19943
12/25/2018 10H,21727
12/25/2018 09H,24113
12/25/2018 08H,24972
12/25/2018 07H,26905
12/25/2018 06H,28230
12/25/2018 05H,31584
12/25/2018 04H,33177
12/25/2018 03H,33482
12/25/2018 02H,32777
12/25/2018 01H,31146
12/25/2018 00H,28576
12/24/2018 23H,28506
12/24/2018 22H,30682
12/24/2018 21H,30392
12/24/2018 20H,30615
12/24/2018 19H,31679
12/24/2018 18H,33908
12/24/2018 17H,35712
12/24/2018 16H,36562
12/24/2018 15H,39565
12/24/2018 14H,41077
12/24/2018 13H,40902
12/24/2018 12H,39227
12/24/2018 11H,38123
12/24/2018 10H,36911
12/24/2018 09H,35727
12/24/2018 08H,34773
12/24/2018 07H,34000
12/24/2018 06H,32947
12/24/2018 05H,33077
12/24/2018 04H,33265
12/24/2018 03H,30879
12/24/2018 02H,27704
12/24/2018 01H,24280
12/24/2018 00H,20919
12/23/2018 23H,19809
12/23/2018 22H,20402
12/23/2018 21H,20747
12/23/2018 20H,20788
12/23/2018 19H,20705
12/23/2018 18H,19992
12/23/2018 17H,19151
12/23/2018 16H,21578
12/23/2018 15H,26366
12/23/2018 14H,29370
12/23/2018 13H,32133
12/23/2018 12H,34470
12/23/2018 11H,37628
12/23/2018 10H,39732
12/23/2018 09H,40125
12/23/2018 08H,40882
12/23/2018 07H,40130
12/23/2018 06H,38858
12/23/2018 05H,39707
12/23/2018 04H,38788
12/23/2018 03H,38337
12/23/2018 02H,36514
12/23/2018 01H,31973
12/23/2018 00H,27701
12/22/2018 23H,25919
12/22/2018 22H,26186
12/22/2018 21H,26948
12/22/2018 20H,26977
12/22/2018 19H,26875
12/22/2018 18H,26064
12/22/2018 17H,27500
12/22/2018 16H,32084
12/22/2018 15H,38410
12/22/2018 14H,40208
12/22/2018 13H,39765
12/22/2018 12H,40642
12/22/2018 11H,42515
12/22/2018 10H,43344
12/22/2018 09H,44447
12/22/2018 08H,45154
12/22/2018 07H,46885
12/22/2018 06H,49185
12/22/2018 05H,51238
12/22/2018 04H,50494
12/22/2018 03H,50829
12/22/2018 02H,50605
12/22/2018 01H,49275
12/22/2018 00H,43665
12/21/2018 23H,40195
12/21/2018 22H,38903
12/21/2018 21H,38458
12/21/2018 20H,36413
12/21/2018 19H,33930
12/21/2018 18H,32075
12/21/2018 17H,32639
12/21/2018 16H,33412
12/21/2018 15H,33796
12/21/2018 14H,33076
12/21/2018 13H,31733
12/21/2018 12H,32355
12/21/2018 11H,34686
12/21/2018 10H,36273
12/21/2018 09H,37373
12/21/2018 08H,38335
12/21/2018 07H,40543
12/21/2018 06H,43046
12/21/2018 05H,44421
12/21/2018 04H,47005
12/21/2018 03H,47509
12/21/2018 02H,47359
12/21/2018 01H,47514
12/21/2018 00H,50314
12/20/2018 23H,52970
12/20/2018 22H,52364
12/20/2018 21H,51699
12/20/2018 20H,51675
12/20/2018 19H,51027
12/20/2018 18H,50676
12/20/2018 17H,51045
12/20/2018 16H,51177
12/20/2018 15H,52801
12/20/2018 14H,54687
12/20/2018 13H,54710
12/20/2018 12H,54148
12/20/2018 11H,53858
12/20/2018 10H,52540
12/20/2018 09H,51809
12/20/2018 08H,51019
12/20/2018 07H,50786
12/20/2018 06H,49563
12/20/2018 05H,47614
12/20/2018 04H,46263
12/20/2018 03H,45503
12/20/2018 02H,43435
12/20/2018 01H,40762
12/20/2018 00H,38964
12/19/2018 23H,37329
12/19/2018 22H,35781
12/19/2018 21H,34210
12/19/2018 20H,32864
12/19/2018 19H,32060
12/19/2018 18H,31419
12/19/2018 17H,30406
12/19/2018 16H,31818
12/19/2018 15H,34885
12/19/2018 14H,36464
12/19/2018 13H,37160
12/19/2018 12H,37103
12/19/2018 11H,37339
12/19/2018 10H,37898
12/19/2018 09H,39124
12/19/2018 08H,41067
12/19/2018 07H,42396
12/19/2018 06H,44340
12/19/2018 05H,42087
12/19/2018 04H,43953
12/19/2018 03H,41375
12/19/2018 02H,37708
12/19/2018 01H,32604
12/19/2018 00H,28670
12/18/2018 23H,25877
12/18/2018 22H,23500
12/18/2018 21H,23699
12/18/2018 20H,24256
12/18/2018 19H,25893
12/18/2018 18H,27935
12/18/2018 17H,30203
12/18/2018 16H,35164
12/18/2018 15H,39869
12/18/2018 14H,41406
12/18/2018 13H,40681
12/18/2018 12H,40781
12/18/2018 11H,41520
12/18/2018 10H,41865
12/18/2018 09H,42661
12/18/2018 08H,42937
12/18/2018 07H,42477
12/18/2018 06H,42318
12/18/2018 05H,43988
12/18/2018 04H,39354
12/18/2018 03H,37416
12/18/2018 02H,34174
12/18/2018 01H,30444
12/18/2018 00H,25855
12/17/2018 23H,21910
12/17/2018 22H,20639
12/17/2018 21H,18941
12/17/2018 20H,17809
12/17/2018 19H,16351
12/17/2018 18H,16067
12/17/2018 17H,16813
12/17/2018 16H,18910
12/17/2018 15H,20437
12/17/2018 14H,20639
12/17/2018 13H,21370
12/17/2018 12H,20918
12/17/2018 11H,21655
12/17/2018 10H,21745
12/17/2018 09H,21367
12/17/2018 08H,22125
12/17/2018 07H,23119
12/17/2018 06H,23365
12/17/2018 05H,21998
12/17/2018 04H,24666
12/17/2018 03H,25136
12/17/2018 02H,24421
12/17/2018 01H,22921
12/17/2018 00H,19821
12/16/2018 23H,16574
12/16/2018 22H,15351
12/16/2018 21H,15091
12/16/2018 20H,14980
12/16/2018 19H,15897
12/16/2018 18H,17451
12/16/2018 17H,21332
12/16/2018 16H,28231
12/16/2018 15H,32628
12/16/2018 14H,31945
12/16/2018 13H,30082
12/16/2018 12H,29157
12/16/2018 11H,30373
12/16/2018 10H,31534
12/16/2018 09H,33688
12/16/2018 08H,35746
12/16/2018 07H,38124
12/16/2018 06H,39279
12/16/2018 05H,41468
12/16/2018 04H,40195
12/16/2018 03H,39598
12/16/2018 02H,38930
12/16/2018 01H,36345
12/16/2018 00H,33026
12/15/2018 23H,29814
12/15/2018 22H,28534
12/15/2018 21H,27851
12/15/2018 20H,26815
12/15/2018 19H,25724
12/15/2018 18H,25138
12/15/2018 17H,25492
12/15/2018 16H,28650
12/15/2018 15H,32370
12/15/2018 14H,32194
12/15/2018 13H,31593
12/15/2018 12H,31393
12/15/2018 11H,31755
12/15/2018 10H,31354
12/15/2018 09H,32230
12/15/2018 08H,32901
12/15/2018 07H,33155
12/15/2018 06H,34745
12/15/2018 05H,33505
12/15/2018 04H,36101
12/15/2018 03H,34854
12/15/2018 02H,34399
12/15/2018 01H,32870
12/15/2018 00H,30846
12/14/2018 23H,32991
12/14/2018 22H,34551
12/14/2018 21H,34927
12/14/2018 20H,35391
12/14/2018 19H,37115
12/14/2018 18H,38366
12/14/2018 17H,39277
12/14/2018 16H,41685
12/14/2018 15H,43953
12/14/2018 14H,44892
12/14/2018 13H,45299
12/14/2018 12H,45362
12/14/2018 11H,45349
12/14/2018 10H,45712
12/14/2018 09H,46329
12/14/2018 08H,47470
12/14/2018 07H,48060
12/14/2018 06H,48482
12/14/2018 05H,48193
12/14/2018 04H,49911
12/14/2018 03H,49771
12/14/2018 02H,48810
12/14/2018 01H,48060
12/14/2018 00H,46297
12/13/2018 23H,43937
12/13/2018 22H,43348
12/13/2018 21H,42036
12/13/2018 20H,39705
12/13/2018 19H,38686
12/13/2018 18H,38498
12/13/2018 17H,39535
12/13/2018 16H,40198
12/13/2018 15H,41379
12/13/2018 14H,42164
12/13/2018 13H,40930
12/13/2018 12H,38904
12/13/2018 11H,39938
12/13/2018 10H,41489
12/13/2018 09H,41620
12/13/2018 08H,41151
12/13/2018 07H,40161
12/13/2018 06H,39885
12/13/2018 05H,43559
12/13/2018 04H,41985
12/13/2018 03H,42483
12/13/2018 02H,43241
12/13/2018 01H,41468
12/13/2018 00H,36292
12/12/2018 23H,31817
12/12/2018 22H,29460
12/12/2018 21H,29213
12/12/2018 20H,28569
12/12/2018 19H,28091
12/12/2018 18H,27169
12/12/2018 17H,27249
12/12/2018 16H,29778
12/12/2018 15H,32341
12/12/2018 14H,34262
12/12/2018 13H,36099
12/12/2018 12H,37676
12/12/2018 11H,38561
12/12/2018 10H,39585
12/12/2018 09H,40846
12/12/2018 08H,41771
12/12/2018 07H,41130
12/12/2018 06H,43983
12/12/2018 05H,42651
12/12/2018 04H,43216
12/12/2018 03H,44313
12/12/2018 02H,44809
12/12/2018 01H,42858
12/12/2018 00H,40071
12/11/2018 23H,38168
12/11/2018 22H,37805
12/11/2018 21H,36791
12/11/2018 20H,36828
12/11/2018 19H,36669
12/11/2018 18H,36824
12/11/2018 17H,36731
12/11/2018 16H,39245
12/11/2018 15H,42944
12/11/2018 14H,43957
12/11/2018 13H,44175
12/11/2018 12H,43614
12/11/2018 11H,43593
12/11/2018 10H,43370
12/11/2018 09H,42966
12/11/2018 08H,43080
12/11/2018 07H,42252
12/11/2018 06H,41012
12/11/2018 05H,38411
12/11/2018 04H,38636
12/11/2018 03H,35383
12/11/2018 02H,30875
12/11/2018 01H,24727
12/11/2018 00H,19266
12/10/2018 23H,15095
12/10/2018 22H,13004
12/10/2018 21H,12345
12/10/2018 20H,12071
12/10/2018 19H,10824
12/10/2018 18H,10342
12/10/2018 17H,10554
12/10/2018 16H,12545
12/10/2018 15H,14454
12/10/2018 14H,14917
12/10/2018 13H,14814
12/10/2018 12H,15062
12/10/2018 11H,14954
12/10/2018 10H,14318
12/10/2018 09H,13773
12/10/2018 08H,12731
12/10/2018 07H,12173
12/10/2018 06H,12040
12/10/2018 05H,12556
12/10/2018 04H,13611
12/10/2018 03H,13805
12/10/2018 02H,14165
12/10/2018 01H,13835
12/10/2018 00H,12517
12/9/2018 23H,11519
12/9/2018 22H,10920
12/9/2018 21H,10914
12/9/2018 20H,11232
12/9/2018 19H,11906
12/9/2018 18H,13010
12/9/2018 17H,14545
12/9/2018 16H,17255
12/9/2018 15H,20451
12/9/2018 14H,22586
12/9/2018 13H,21954
12/9/2018 12H,21710
12/9/2018 11H,21542
12/9/2018 10H,21373
12/9/2018 09H,21202
12/9/2018 08H,20852
12/9/2018 07H,21120
12/9/2018 06H,21491
12/9/2018 05H,21287
12/9/2018 04H,20810
12/9/2018 03H,20810
12/9/2018 02H,20577
12/9/2018 01H,19298
12/9/2018 00H,17334
12/8/2018 23H,16180
12/8/2018 22H,16083
12/8/2018 21H,16510
12/8/2018 20H,16197
12/8/2018 19H,15454
12/8/2018 18H,15478
12/8/2018 17H,16409
12/8/2018 16H,17144
12/8/2018 15H,18169
12/8/2018 14H,18816
12/8/2018 13H,19157
12/8/2018 12H,19123
12/8/2018 11H,18959
12/8/2018 10H,18742
12/8/2018 09H,18286
12/8/2018 08H,18498
12/8/2018 07H,18535
12/8/2018 06H,18456
12/8/2018 05H,19435
12/8/2018 04H,19055
12/8/2018 03H,17443
12/8/2018 02H,16097
12/8/2018 01H,15240
12/8/2018 00H,14177
12/7/2018 23H,13851
12/7/2018 22H,13516
12/7/2018 21H,13386
12/7/2018 20H,13754
12/7/2018 19H,13368
12/7/2018 18H,12677
12/7/2018 17H,11851
12/7/2018 16H,11621
12/7/2018 15H,12150
12/7/2018 14H,12871
12/7/2018 13H,12670
12/7/2018 12H,13651
12/7/2018 11H,13170
12/7/2018 10H,13286
12/7/2018 09H,13589
12/7/2018 08H,14545
12/7/2018 07H,15821
12/7/2018 06H,16704
12/7/2018 05H,22127
12/7/2018 04H,20540
12/7/2018 03H,21821
12/7/2018 02H,23621
12/7/2018 01H,24523
12/7/2018 00H,24444
12/6/2018 23H,25992
12/6/2018 22H,27897
12/6/2018 21H,29044
12/6/2018 20H,29742
12/6/2018 19H,29890
12/6/2018 18H,29432
12/6/2018 17H,29170
12/6/2018 16H,28665
12/6/2018 15H,29435
12/6/2018 14H,32730
12/6/2018 13H,35506
12/6/2018 12H,36954
12/6/2018 11H,38515
12/6/2018 10H,39398
12/6/2018 09H,40855
12/6/2018 08H,42328
12/6/2018 07H,44033
12/6/2018 06H,45503
12/6/2018 05H,41669
12/6/2018 04H,45967
12/6/2018 03H,45257
12/6/2018 02H,44404
12/6/2018 01H,43121
12/6/2018 00H,39706
12/5/2018 23H,37873
12/5/2018 22H,36040
12/5/2018 21H,32697
12/5/2018 20H,31136
12/5/2018 19H,29509
12/5/2018 18H,26868
12/5/2018 17H,23862
12/5/2018 16H,23758
12/5/2018 15H,26796
12/5/2018 14H,25860
12/5/2018 13H,24935
12/5/2018 12H,24860
12/5/2018 11H,24921
12/5/2018 10H,24387
12/5/2018 09H,23107
12/5/2018 08H,22149
12/5/2018 07H,20815
12/5/2018 06H,19264
12/5/2018 05H,19823
12/5/2018 04H,18488
12/5/2018 03H,19507
12/5/2018 02H,18519
12/5/2018 01H,16104
12/5/2018 00H,13989
12/4/2018 23H,13466
12/4/2018 22H,13055
12/4/2018 21H,12673
12/4/2018 20H,13086
12/4/2018 19H,12811
12/4/2018 18H,12861
12/4/2018 17H,12821
12/4/2018 16H,12991
12/4/2018 15H,13738
12/4/2018 14H,14327
12/4/2018 13H,14466
12/4/2018 12H,13864
12/4/2018 11H,14305
12/4/2018 10H,14013
12/4/2018 09H,14747
12/4/2018 08H,15089
12/4/2018 07H,15421
12/4/2018 06H,15823
12/4/2018 05H,17596
12/4/2018 04H,15530
12/4/2018 03H,15249
12/4/2018 02H,15358
12/4/2018 01H,14543
12/4/2018 00H,13829
12/3/2018 23H,14075
12/3/2018 22H,14493
12/3/2018 21H,14910
12/3/2018 20H,14793
12/3/2018 19H,15232
12/3/2018 18H,15891
12/3/2018 17H,17261
12/3/2018 16H,18732
12/3/2018 15H,19393
12/3/2018 14H,20458
12/3/2018 13H,20488
12/3/2018 12H,20417
12/3/2018 11H,20584
12/3/2018 10H,21057
12/3/2018 09H,21229
12/3/2018 08H,21718
12/3/2018 07H,23223
12/3/2018 06H,25306
12/3/2018 05H,27052
12/3/2018 04H,29030
12/3/2018 03H,29703
12/3/2018 02H,29976
12/3/2018 01H,28977
12/3/2018 00H,27643
12/2/2018 23H,27284
12/2/2018 22H,27391
12/2/2018 21H,27749
12/2/2018 20H,28401
12/2/2018 19H,28964
12/2/2018 18H,30468
12/2/2018 17H,31952
12/2/2018 16H,31233
12/2/2018 15H,31933
12/2/2018 14H,34426
12/2/2018 13H,36205
12/2/2018 12H,37888
12/2/2018 11H,39549
12/2/2018 10H,40751
12/2/2018 09H,41829
12/2/2018 08H,41381
12/2/2018 07H,41691
12/2/2018 06H,44240
12/2/2018 05H,44750
12/2/2018 04H,47676
12/2/2018 03H,46632
12/2/2018 02H,46636
12/2/2018 01H,47515
12/2/2018 00H,49185
12/1/2018 23H,50835
12/1/2018 22H,51058
12/1/2018 21H,50648
12/1/2018 20H,51987
12/1/2018 19H,52347
12/1/2018 18H,52121
12/1/2018 17H,51569
12/1/2018 16H,51349
12/1/2018 15H,51202
12/1/2018 14H,51457
12/1/2018 13H,50278
12/1/2018 12H,48286
12/1/2018 11H,47525
12/1/2018 10H,47658
12/1/2018 09H,47726
12/1/2018 08H,47205
12/1/2018 07H,44809
12/1/2018 06H,42809
12/1/2018 05H,38657
12/1/2018 04H,39613
12/1/2018 03H,38607
12/1/2018 02H,37285
12/1/2018 01H,37222
12/1/2018 00H,35661
11/30/2018 23H,33437
11/30/2018 22H,31080
11/30/2018 21H,27979
11/30/2018 20H,26309
11/30/2018 19H,25264
11/30/2018 18H,25752
11/30/2018 17H,24939
11/30/2018 16H,24459
11/30/2018 15H,25757
11/30/2018 14H,26089
11/30/2018 13H,24888
11/30/2018 12H,24605
11/30/2018 11H,25005
11/30/2018 10H,24724
