Net generation from wind for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.WND.H
19:02:48 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.WND.H megawatthours
01/6/2021 15H,55505
01/6/2021 14H,56079
01/6/2021 13H,55488
01/6/2021 12H,54186
01/6/2021 11H,52931
01/6/2021 10H,53255
01/6/2021 09H,54541
01/6/2021 08H,55898
01/6/2021 07H,56776
01/6/2021 06H,57780
01/6/2021 05H,59662
01/6/2021 04H,58894
01/6/2021 03H,58703
01/6/2021 02H,58728
01/6/2021 01H,57011
01/6/2021 00H,51657
01/5/2021 23H,49585
01/5/2021 22H,48457
01/5/2021 21H,46642
01/5/2021 20H,44316
01/5/2021 19H,43522
01/5/2021 18H,43267
01/5/2021 17H,41831
01/5/2021 16H,42645
01/5/2021 15H,42884
01/5/2021 14H,41458
01/5/2021 13H,39028
01/5/2021 12H,37613
01/5/2021 11H,36347
01/5/2021 10H,35717
01/5/2021 09H,35281
01/5/2021 08H,35420
01/5/2021 07H,35994
01/5/2021 06H,36470
01/5/2021 05H,35851
01/5/2021 04H,35545
01/5/2021 03H,35323
01/5/2021 02H,34495
01/5/2021 01H,33750
01/5/2021 00H,33385
01/4/2021 23H,33625
01/4/2021 22H,34741
01/4/2021 21H,35661
01/4/2021 20H,36459
01/4/2021 19H,38607
01/4/2021 18H,40361
01/4/2021 17H,41154
01/4/2021 16H,43660
01/4/2021 15H,47844
01/4/2021 14H,48243
01/4/2021 13H,47335
01/4/2021 12H,45323
01/4/2021 11H,43259
01/4/2021 10H,42222
01/4/2021 09H,42138
01/4/2021 08H,42639
01/4/2021 07H,42691
01/4/2021 06H,43788
01/4/2021 05H,44021
01/4/2021 04H,42743
01/4/2021 03H,39439
01/4/2021 02H,35498
01/4/2021 01H,30312
01/4/2021 00H,27403
01/3/2021 23H,24555
01/3/2021 22H,22951
01/3/2021 21H,22080
01/3/2021 20H,22576
01/3/2021 19H,24151
01/3/2021 18H,27772
01/3/2021 17H,32452
01/3/2021 16H,38803
01/3/2021 15H,45050
01/3/2021 14H,47374
01/3/2021 13H,48392
01/3/2021 12H,49503
01/3/2021 11H,49510
01/3/2021 10H,49255
01/3/2021 09H,49852
01/3/2021 08H,51403
01/3/2021 07H,53128
01/3/2021 06H,53436
01/3/2021 05H,53469
01/3/2021 04H,51120
01/3/2021 03H,49386
01/3/2021 02H,45509
01/3/2021 01H,40361
01/3/2021 00H,33843
01/2/2021 23H,30877
01/2/2021 22H,30861
01/2/2021 21H,30906
01/2/2021 20H,30040
01/2/2021 19H,29342
01/2/2021 18H,27406
01/2/2021 17H,25053
01/2/2021 16H,25083
01/2/2021 15H,25692
01/2/2021 14H,25243
01/2/2021 13H,24374
01/2/2021 12H,23410
01/2/2021 11H,23437
01/2/2021 10H,24519
01/2/2021 09H,24782
01/2/2021 08H,25307
01/2/2021 07H,25405
01/2/2021 06H,26140
01/2/2021 05H,25962
01/2/2021 04H,25427
01/2/2021 03H,25892
01/2/2021 02H,25835
01/2/2021 01H,23746
01/2/2021 00H,22079
01/1/2021 23H,22897
01/1/2021 22H,25949
01/1/2021 21H,28584
01/1/2021 20H,30983
01/1/2021 19H,33712
01/1/2021 18H,35478
01/1/2021 17H,36355
01/1/2021 16H,37181
01/1/2021 15H,38567
01/1/2021 14H,40281
01/1/2021 13H,41166
01/1/2021 12H,42278
01/1/2021 11H,43603
01/1/2021 10H,44021
01/1/2021 09H,44340
01/1/2021 08H,45856
01/1/2021 07H,46341
01/1/2021 06H,46888
01/1/2021 05H,49618
01/1/2021 04H,48338
01/1/2021 03H,48426
01/1/2021 02H,47512
01/1/2021 01H,44975
01/1/2021 00H,43325
12/31/2020 23H,42786
12/31/2020 22H,42170
12/31/2020 21H,41733
12/31/2020 20H,41258
12/31/2020 19H,41770
12/31/2020 18H,42078
12/31/2020 17H,43043
12/31/2020 16H,43562
12/31/2020 15H,44114
12/31/2020 14H,45183
12/31/2020 13H,42683
12/31/2020 12H,41483
12/31/2020 11H,41356
12/31/2020 10H,41941
12/31/2020 09H,42400
12/31/2020 08H,44553
12/31/2020 07H,45163
12/31/2020 06H,44871
12/31/2020 05H,45636
12/31/2020 04H,45476
12/31/2020 03H,47913
12/31/2020 02H,49763
12/31/2020 01H,51789
12/31/2020 00H,54098
12/30/2020 23H,57641
12/30/2020 22H,59842
12/30/2020 21H,62041
12/30/2020 20H,63001
12/30/2020 19H,63532
12/30/2020 18H,65720
12/30/2020 17H,66587
12/30/2020 16H,67521
12/30/2020 15H,68572
12/30/2020 14H,68307
12/30/2020 13H,67438
12/30/2020 12H,66696
12/30/2020 11H,64626
12/30/2020 10H,63176
12/30/2020 09H,63194
12/30/2020 08H,61976
12/30/2020 07H,60154
12/30/2020 06H,59092
12/30/2020 05H,56723
12/30/2020 04H,59064
12/30/2020 03H,57920
12/30/2020 02H,56813
12/30/2020 01H,55946
12/30/2020 00H,56502
12/29/2020 23H,58726
12/29/2020 22H,60019
12/29/2020 21H,59279
12/29/2020 20H,59965
12/29/2020 19H,59304
12/29/2020 18H,57760
12/29/2020 17H,56504
12/29/2020 16H,55180
12/29/2020 15H,54341
12/29/2020 14H,53789
12/29/2020 13H,51657
12/29/2020 12H,49878
12/29/2020 11H,48192
12/29/2020 10H,47318
12/29/2020 09H,46715
12/29/2020 08H,47983
12/29/2020 07H,47942
12/29/2020 06H,47790
12/29/2020 05H,52003
12/29/2020 04H,46751
12/29/2020 03H,47407
12/29/2020 02H,46413
12/29/2020 01H,44077
12/29/2020 00H,40420
12/28/2020 23H,39566
12/28/2020 22H,38952
12/28/2020 21H,38119
12/28/2020 20H,36873
12/28/2020 19H,36371
12/28/2020 18H,35727
12/28/2020 17H,34288
12/28/2020 16H,31696
12/28/2020 15H,35617
12/28/2020 14H,38905
12/28/2020 13H,40910
12/28/2020 12H,43170
12/28/2020 11H,43834
12/28/2020 10H,45620
12/28/2020 09H,47130
12/28/2020 08H,48618
12/28/2020 07H,49801
12/28/2020 06H,51357
12/28/2020 05H,47157
12/28/2020 04H,53146
12/28/2020 03H,52803
12/28/2020 02H,50772
12/28/2020 01H,47347
12/28/2020 00H,44592
12/27/2020 23H,44156
12/27/2020 22H,44133
12/27/2020 21H,43755
12/27/2020 20H,42939
12/27/2020 19H,43046
12/27/2020 18H,44393
12/27/2020 17H,42481
12/27/2020 16H,42444
12/27/2020 15H,47854
12/27/2020 14H,50496
12/27/2020 13H,51388
12/27/2020 12H,51880
12/27/2020 11H,52138
12/27/2020 10H,52535
12/27/2020 09H,52216
12/27/2020 08H,52338
12/27/2020 07H,54544
12/27/2020 06H,57392
12/27/2020 05H,64939
12/27/2020 04H,61866
12/27/2020 03H,61511
12/27/2020 02H,59695
12/27/2020 01H,55265
12/27/2020 00H,49048
12/26/2020 23H,45883
12/26/2020 22H,43291
12/26/2020 21H,40565
12/26/2020 20H,39608
12/26/2020 19H,39570
12/26/2020 18H,38432
12/26/2020 17H,37742
12/26/2020 16H,43029
12/26/2020 15H,47405
12/26/2020 14H,47229
12/26/2020 13H,46067
12/26/2020 12H,45168
12/26/2020 11H,47601
12/26/2020 10H,50926
12/26/2020 09H,54256
12/26/2020 08H,56558
12/26/2020 07H,59245
12/26/2020 06H,62239
12/26/2020 05H,60984
12/26/2020 04H,60846
12/26/2020 03H,57921
12/26/2020 02H,53702
12/26/2020 01H,46852
12/26/2020 00H,39633
12/25/2020 23H,36022
12/25/2020 22H,36523
12/25/2020 21H,35493
12/25/2020 20H,33997
12/25/2020 19H,31029
12/25/2020 18H,27735
12/25/2020 17H,27486
12/25/2020 16H,31693
12/25/2020 15H,36324
12/25/2020 14H,35928
12/25/2020 13H,36296
12/25/2020 12H,37246
12/25/2020 11H,38830
12/25/2020 10H,40803
12/25/2020 09H,41335
12/25/2020 08H,41969
12/25/2020 07H,41963
12/25/2020 06H,42064
12/25/2020 05H,45715
12/25/2020 04H,42435
12/25/2020 03H,43135
12/25/2020 02H,45059
12/25/2020 01H,46539
12/25/2020 00H,49787
12/24/2020 23H,59142
12/24/2020 22H,62930
12/24/2020 21H,64417
12/24/2020 20H,65164
12/24/2020 19H,65120
12/24/2020 18H,62768
12/24/2020 17H,60436
12/24/2020 16H,61475
12/24/2020 15H,66016
12/24/2020 14H,67933
12/24/2020 13H,68889
12/24/2020 12H,69009
12/24/2020 11H,69472
12/24/2020 10H,70122
12/24/2020 09H,70362
12/24/2020 08H,69428
12/24/2020 07H,68872
12/24/2020 06H,69217
12/24/2020 05H,69191
12/24/2020 04H,72696
12/24/2020 03H,75258
12/24/2020 02H,77300
12/24/2020 01H,78673
12/24/2020 00H,78543
12/23/2020 23H,77455
12/23/2020 22H,75595
12/23/2020 21H,73627
12/23/2020 20H,72316
12/23/2020 19H,71756
12/23/2020 18H,70828
12/23/2020 17H,69901
12/23/2020 16H,69294
12/23/2020 15H,71215
12/23/2020 14H,72347
12/23/2020 13H,73284
12/23/2020 12H,72800
12/23/2020 11H,71526
12/23/2020 10H,71684
12/23/2020 09H,72706
12/23/2020 08H,74016
12/23/2020 07H,75794
12/23/2020 06H,77822
12/23/2020 05H,80253
12/23/2020 04H,80940
12/23/2020 03H,82097
12/23/2020 02H,82057
12/23/2020 01H,80916
12/23/2020 00H,79181
12/22/2020 23H,76388
12/22/2020 22H,74147
12/22/2020 21H,72455
12/22/2020 20H,71176
12/22/2020 19H,70463
12/22/2020 18H,69166
12/22/2020 17H,66059
12/22/2020 16H,65511
12/22/2020 15H,66589
12/22/2020 14H,65428
12/22/2020 13H,62031
12/22/2020 12H,59408
12/22/2020 11H,55589
12/22/2020 10H,52801
12/22/2020 09H,50562
12/22/2020 08H,49579
12/22/2020 07H,49810
12/22/2020 06H,50142
12/22/2020 05H,44939
12/22/2020 04H,49454
12/22/2020 03H,48139
12/22/2020 02H,45349
12/22/2020 01H,41843
12/22/2020 00H,38922
12/21/2020 23H,38827
12/21/2020 22H,38305
12/21/2020 21H,38262
12/21/2020 20H,38000
12/21/2020 19H,38068
12/21/2020 18H,38091
12/21/2020 17H,38389
12/21/2020 16H,41035
12/21/2020 15H,45617
12/21/2020 14H,47896
12/21/2020 13H,48375
12/21/2020 12H,49585
12/21/2020 11H,50543
12/21/2020 10H,51314
12/21/2020 09H,51079
12/21/2020 08H,52102
12/21/2020 07H,53828
12/21/2020 06H,56072
12/21/2020 05H,54439
12/21/2020 04H,55158
12/21/2020 03H,53918
12/21/2020 02H,51845
12/21/2020 01H,48865
12/21/2020 00H,43276
12/20/2020 23H,37562
12/20/2020 22H,33430
12/20/2020 21H,30674
12/20/2020 20H,27687
12/20/2020 19H,25268
12/20/2020 18H,26798
12/20/2020 17H,30523
12/20/2020 16H,40411
12/20/2020 15H,50843
12/20/2020 14H,52826
12/20/2020 13H,51946
12/20/2020 12H,52301
12/20/2020 11H,52589
12/20/2020 10H,52289
12/20/2020 09H,52940
12/20/2020 08H,51708
12/20/2020 07H,48934
12/20/2020 06H,46530
12/20/2020 05H,49773
12/20/2020 04H,43085
12/20/2020 03H,40641
12/20/2020 02H,37260
12/20/2020 01H,32281
12/20/2020 00H,28358
12/19/2020 23H,27554
12/19/2020 22H,29191
12/19/2020 21H,30563
12/19/2020 20H,30320
12/19/2020 19H,28278
12/19/2020 18H,25774
12/19/2020 17H,26629
12/19/2020 16H,30540
12/19/2020 15H,34548
12/19/2020 14H,36583
12/19/2020 13H,39568
12/19/2020 12H,43309
12/19/2020 11H,46414
12/19/2020 10H,50730
12/19/2020 09H,55542
12/19/2020 08H,57472
12/19/2020 07H,58474
12/19/2020 06H,58057
12/19/2020 05H,52020
12/19/2020 04H,57734
12/19/2020 03H,56248
12/19/2020 02H,55356
12/19/2020 01H,52468
12/19/2020 00H,50537
12/18/2020 23H,51991
12/18/2020 22H,56554
12/18/2020 21H,60081
12/18/2020 20H,61847
12/18/2020 19H,62947
12/18/2020 18H,64190
12/18/2020 17H,64053
12/18/2020 16H,64086
12/18/2020 15H,65625
12/18/2020 14H,66605
12/18/2020 13H,65494
12/18/2020 12H,63568
12/18/2020 11H,63439
12/18/2020 10H,63481
12/18/2020 09H,62685
12/18/2020 08H,62296
12/18/2020 07H,61279
12/18/2020 06H,60513
12/18/2020 05H,60814
12/18/2020 04H,59999
12/18/2020 03H,59294
12/18/2020 02H,56974
12/18/2020 01H,50280
12/18/2020 00H,42563
12/17/2020 23H,37603
12/17/2020 22H,33523
12/17/2020 21H,30418
12/17/2020 20H,26864
12/17/2020 19H,24033
12/17/2020 18H,22043
12/17/2020 17H,20464
12/17/2020 16H,21159
12/17/2020 15H,23578
12/17/2020 14H,24920
12/17/2020 13H,25480
12/17/2020 12H,26928
12/17/2020 11H,28325
12/17/2020 10H,29489
12/17/2020 09H,31925
12/17/2020 08H,31860
12/17/2020 07H,31431
12/17/2020 06H,30851
12/17/2020 05H,32555
12/17/2020 04H,28552
12/17/2020 03H,26659
12/17/2020 02H,25293
12/17/2020 01H,22801
12/17/2020 00H,19854
12/16/2020 23H,17292
12/16/2020 22H,16848
12/16/2020 21H,17553
12/16/2020 20H,18129
12/16/2020 19H,18525
12/16/2020 18H,19728
12/16/2020 17H,20869
12/16/2020 16H,23208
12/16/2020 15H,26167
12/16/2020 14H,29323
12/16/2020 13H,31276
12/16/2020 12H,32101
12/16/2020 11H,33473
12/16/2020 10H,33939
12/16/2020 09H,35122
12/16/2020 08H,36486
12/16/2020 07H,37475
12/16/2020 06H,39951
12/16/2020 05H,38753
12/16/2020 04H,42035
12/16/2020 03H,41860
12/16/2020 02H,43041
12/16/2020 01H,43178
12/16/2020 00H,41038
12/15/2020 23H,37264
12/15/2020 22H,35917
12/15/2020 21H,34745
12/15/2020 20H,33845
12/15/2020 19H,32442
12/15/2020 18H,31986
12/15/2020 17H,31902
12/15/2020 16H,30495
12/15/2020 15H,32586
12/15/2020 14H,33956
12/15/2020 13H,35487
12/15/2020 12H,37219
12/15/2020 11H,40159
12/15/2020 10H,42368
12/15/2020 09H,44245
12/15/2020 08H,43738
12/15/2020 07H,44655
12/15/2020 06H,45506
12/15/2020 05H,47772
12/15/2020 04H,47549
12/15/2020 03H,48031
12/15/2020 02H,47669
12/15/2020 01H,44829
12/15/2020 00H,40328
12/14/2020 23H,38125
12/14/2020 22H,36519
12/14/2020 21H,36338
12/14/2020 20H,35175
12/14/2020 19H,33174
12/14/2020 18H,31542
12/14/2020 17H,30810
12/14/2020 16H,31017
12/14/2020 15H,32557
12/14/2020 14H,33703
12/14/2020 13H,34079
12/14/2020 12H,33948
12/14/2020 11H,34737
12/14/2020 10H,36186
12/14/2020 09H,37559
12/14/2020 08H,38873
12/14/2020 07H,40328
12/14/2020 06H,41359
12/14/2020 05H,41569
12/14/2020 04H,42242
12/14/2020 03H,42379
12/14/2020 02H,41584
12/14/2020 01H,43237
12/14/2020 00H,45573
12/13/2020 23H,48362
12/13/2020 22H,50056
12/13/2020 21H,50517
12/13/2020 20H,49944
12/13/2020 19H,49805
12/13/2020 18H,47722
12/13/2020 17H,43419
12/13/2020 16H,38037
12/13/2020 15H,36485
12/13/2020 14H,34536
12/13/2020 13H,32480
12/13/2020 12H,31016
12/13/2020 11H,31109
12/13/2020 10H,33774
12/13/2020 09H,35924
12/13/2020 08H,36528
12/13/2020 07H,35206
12/13/2020 06H,34011
12/13/2020 05H,37270
12/13/2020 04H,35951
12/13/2020 03H,38042
12/13/2020 02H,37191
12/13/2020 01H,34776
12/13/2020 00H,32606
12/12/2020 23H,32579
12/12/2020 22H,31120
12/12/2020 21H,30009
12/12/2020 20H,29529
12/12/2020 19H,29219
12/12/2020 18H,31281
12/12/2020 17H,35173
12/12/2020 16H,38335
12/12/2020 15H,43561
12/12/2020 14H,46844
12/12/2020 13H,46602
12/12/2020 12H,45964
12/12/2020 11H,45622
12/12/2020 10H,45746
12/12/2020 09H,45957
12/12/2020 08H,47051
12/12/2020 07H,47289
12/12/2020 06H,47974
12/12/2020 05H,49238
12/12/2020 04H,50501
12/12/2020 03H,47508
12/12/2020 02H,43148
12/12/2020 01H,40258
12/12/2020 00H,39701
12/11/2020 23H,40252
12/11/2020 22H,39870
12/11/2020 21H,37863
12/11/2020 20H,36133
12/11/2020 19H,36726
12/11/2020 18H,38098
12/11/2020 17H,39085
12/11/2020 16H,39643
12/11/2020 15H,41911
12/11/2020 14H,47192
12/11/2020 13H,47272
12/11/2020 12H,45671
12/11/2020 11H,45620
12/11/2020 10H,45899
12/11/2020 09H,47277
12/11/2020 08H,48413
12/11/2020 07H,49526
12/11/2020 06H,51878
12/11/2020 05H,50743
12/11/2020 04H,55848
12/11/2020 03H,57586
12/11/2020 02H,55937
12/11/2020 01H,53973
12/11/2020 00H,51720
12/10/2020 23H,47704
12/10/2020 22H,44518
12/10/2020 21H,42573
12/10/2020 20H,41085
12/10/2020 19H,37850
12/10/2020 18H,35257
12/10/2020 17H,34098
12/10/2020 16H,38220
12/10/2020 15H,44179
12/10/2020 14H,46271
12/10/2020 13H,45561
12/10/2020 12H,45430
12/10/2020 11H,44767
12/10/2020 10H,44627
12/10/2020 09H,43741
12/10/2020 08H,42121
12/10/2020 07H,42205
12/10/2020 06H,43155
12/10/2020 05H,46706
12/10/2020 04H,38655
12/10/2020 03H,35019
12/10/2020 02H,30857
12/10/2020 01H,25326
12/10/2020 00H,20836
12/9/2020 23H,19437
12/9/2020 22H,19525
12/9/2020 21H,19791
12/9/2020 20H,19556
12/9/2020 19H,17642
12/9/2020 18H,16776
12/9/2020 17H,19383
12/9/2020 16H,28720
12/9/2020 15H,39875
12/9/2020 14H,45553
12/9/2020 13H,49215
12/9/2020 12H,52184
12/9/2020 11H,53459
12/9/2020 10H,53635
12/9/2020 09H,53689
12/9/2020 08H,53686
12/9/2020 07H,52677
12/9/2020 06H,50344
12/9/2020 05H,44298
12/9/2020 04H,46183
12/9/2020 03H,42109
12/9/2020 02H,38411
12/9/2020 01H,34868
12/9/2020 00H,30411
12/8/2020 23H,25943
12/8/2020 22H,24525
12/8/2020 21H,24344
12/8/2020 20H,23365
12/8/2020 19H,21345
12/8/2020 18H,20140
12/8/2020 17H,21703
12/8/2020 16H,27725
12/8/2020 15H,32127
12/8/2020 14H,33510
12/8/2020 13H,32518
12/8/2020 12H,30830
12/8/2020 11H,28757
12/8/2020 10H,27702
12/8/2020 09H,27597
12/8/2020 08H,26332
12/8/2020 07H,25612
12/8/2020 06H,25848
12/8/2020 05H,24460
12/8/2020 04H,24675
12/8/2020 03H,23596
12/8/2020 02H,22325
12/8/2020 01H,20258
12/8/2020 00H,18015
12/7/2020 23H,16455
12/7/2020 22H,18539
12/7/2020 21H,19125
12/7/2020 20H,18885
12/7/2020 19H,17704
12/7/2020 18H,17998
12/7/2020 17H,18990
12/7/2020 16H,23142
12/7/2020 15H,26664
12/7/2020 14H,26578
12/7/2020 13H,26084
12/7/2020 12H,25712
12/7/2020 11H,24717
12/7/2020 10H,23502
12/7/2020 09H,22941
12/7/2020 08H,23583
12/7/2020 07H,24121
12/7/2020 06H,23417
12/7/2020 05H,24480
12/7/2020 04H,22295
12/7/2020 03H,21075
12/7/2020 02H,19842
12/7/2020 01H,17884
12/7/2020 00H,16856
12/6/2020 23H,18113
12/6/2020 22H,20194
12/6/2020 21H,21694
12/6/2020 20H,20860
12/6/2020 19H,18225
12/6/2020 18H,16744
12/6/2020 17H,16627
12/6/2020 16H,21913
12/6/2020 15H,30498
12/6/2020 14H,32654
12/6/2020 13H,32330
12/6/2020 12H,30195
12/6/2020 11H,28715
12/6/2020 10H,26571
12/6/2020 09H,25373
12/6/2020 08H,25506
12/6/2020 07H,25272
12/6/2020 06H,26951
12/6/2020 05H,29788
12/6/2020 04H,29908
12/6/2020 03H,32439
12/6/2020 02H,32788
12/6/2020 01H,30566
12/6/2020 00H,27165
12/5/2020 23H,24335
12/5/2020 22H,25304
12/5/2020 21H,25563
12/5/2020 20H,25540
12/5/2020 19H,24197
12/5/2020 18H,23353
12/5/2020 17H,23657
12/5/2020 16H,27004
12/5/2020 15H,30841
12/5/2020 14H,30900
12/5/2020 13H,30155
12/5/2020 12H,27628
12/5/2020 11H,25255
12/5/2020 10H,23092
12/5/2020 09H,21843
12/5/2020 08H,20324
12/5/2020 07H,19601
12/5/2020 06H,19805
12/5/2020 05H,23558
12/5/2020 04H,18983
12/5/2020 03H,19037
12/5/2020 02H,18930
12/5/2020 01H,17533
12/5/2020 00H,16161
12/4/2020 23H,14704
12/4/2020 22H,15239
12/4/2020 21H,17120
12/4/2020 20H,19119
12/4/2020 19H,20453
12/4/2020 18H,21231
12/4/2020 17H,22554
12/4/2020 16H,28844
12/4/2020 15H,38676
12/4/2020 14H,41587
12/4/2020 13H,41869
12/4/2020 12H,42018
12/4/2020 11H,41661
12/4/2020 10H,41044
12/4/2020 09H,41118
12/4/2020 08H,41036
12/4/2020 07H,41544
12/4/2020 06H,40939
12/4/2020 05H,39490
12/4/2020 04H,42460
12/4/2020 03H,41789
12/4/2020 02H,39595
12/4/2020 01H,36855
12/4/2020 00H,34421
12/3/2020 23H,33677
12/3/2020 22H,36035
12/3/2020 21H,37929
12/3/2020 20H,39291
12/3/2020 19H,40075
12/3/2020 18H,41118
12/3/2020 17H,44970
12/3/2020 16H,48851
12/3/2020 15H,52502
12/3/2020 14H,54935
12/3/2020 13H,56916
12/3/2020 12H,56872
12/3/2020 11H,56771
12/3/2020 10H,56733
12/3/2020 09H,55785
12/3/2020 08H,55749
12/3/2020 07H,56968
12/3/2020 06H,57391
12/3/2020 05H,58259
12/3/2020 04H,57571
12/3/2020 03H,56411
12/3/2020 02H,56033
12/3/2020 01H,54221
12/3/2020 00H,51657
12/2/2020 23H,48788
12/2/2020 22H,47042
12/2/2020 21H,45718
12/2/2020 20H,44402
12/2/2020 19H,43328
12/2/2020 18H,42551
12/2/2020 17H,41934
12/2/2020 16H,42179
12/2/2020 15H,43291
12/2/2020 14H,45060
12/2/2020 13H,45684
12/2/2020 12H,46001
12/2/2020 11H,46045
12/2/2020 10H,46930
12/2/2020 09H,47979
12/2/2020 08H,49307
12/2/2020 07H,51897
12/2/2020 06H,53457
12/2/2020 05H,55374
12/2/2020 04H,54789
12/2/2020 03H,54861
12/2/2020 02H,54733
12/2/2020 01H,53005
12/2/2020 00H,49657
12/1/2020 23H,47880
12/1/2020 22H,47217
12/1/2020 21H,46755
12/1/2020 20H,44918
12/1/2020 19H,41960
12/1/2020 18H,40046
12/1/2020 17H,39400
12/1/2020 16H,43274
12/1/2020 15H,50225
12/1/2020 14H,52911
12/1/2020 13H,52752
12/1/2020 12H,52656
12/1/2020 11H,53336
12/1/2020 10H,54512
12/1/2020 09H,55764
12/1/2020 08H,57089
12/1/2020 07H,57730
12/1/2020 06H,57481
12/1/2020 05H,60100
12/1/2020 04H,57017
12/1/2020 03H,53602
12/1/2020 02H,49367
12/1/2020 01H,45358
12/1/2020 00H,39880
11/30/2020 23H,36428
11/30/2020 22H,35975
11/30/2020 21H,35362
11/30/2020 20H,35032
11/30/2020 19H,34434
11/30/2020 18H,34562
11/30/2020 17H,35678
11/30/2020 16H,38014
11/30/2020 15H,41948
11/30/2020 14H,46239
11/30/2020 13H,48339
11/30/2020 12H,49257
11/30/2020 11H,51903
11/30/2020 10H,54405
11/30/2020 09H,56554
11/30/2020 08H,58745
11/30/2020 07H,59694
11/30/2020 06H,60652
11/30/2020 05H,61585
11/30/2020 04H,61465
11/30/2020 03H,60770
11/30/2020 02H,59455
11/30/2020 01H,58548
11/30/2020 00H,56751
11/29/2020 23H,56375
11/29/2020 22H,56541
11/29/2020 21H,55401
11/29/2020 20H,55076
11/29/2020 19H,54595
11/29/2020 18H,51938
11/29/2020 17H,49513
11/29/2020 16H,47923
11/29/2020 15H,45750
11/29/2020 14H,43964
11/29/2020 13H,42103
11/29/2020 12H,40884
11/29/2020 11H,39240
11/29/2020 10H,37685
11/29/2020 09H,37427
11/29/2020 08H,38248
11/29/2020 07H,38637
11/29/2020 06H,39249
11/29/2020 05H,37167
11/29/2020 04H,41464
11/29/2020 03H,42039
11/29/2020 02H,42520
11/29/2020 01H,42392
11/29/2020 00H,40530
11/28/2020 23H,35543
11/28/2020 22H,32758
11/28/2020 21H,32728
11/28/2020 20H,31178
11/28/2020 19H,28909
11/28/2020 18H,27955
11/28/2020 17H,29700
11/28/2020 16H,34292
11/28/2020 15H,36997
11/28/2020 14H,37518
11/28/2020 13H,35161
11/28/2020 12H,36095
11/28/2020 11H,37074
11/28/2020 10H,38145
11/28/2020 09H,39725
11/28/2020 08H,41212
11/28/2020 07H,42729
11/28/2020 06H,43367
11/28/2020 05H,42518
11/28/2020 04H,42610
11/28/2020 03H,41638
11/28/2020 02H,40623
11/28/2020 01H,38798
11/28/2020 00H,36735
11/27/2020 23H,36179
11/27/2020 22H,37834
11/27/2020 21H,37785
11/27/2020 20H,37201
11/27/2020 19H,37288
11/27/2020 18H,35247
11/27/2020 17H,33744
11/27/2020 16H,37137
11/27/2020 15H,40368
11/27/2020 14H,42998
11/27/2020 13H,45083
11/27/2020 12H,46470
11/27/2020 11H,45311
11/27/2020 10H,44789
11/27/2020 09H,45077
11/27/2020 08H,46046
11/27/2020 07H,46918
11/27/2020 06H,46570
11/27/2020 05H,48917
11/27/2020 04H,44002
11/27/2020 03H,41897
11/27/2020 02H,38542
11/27/2020 01H,36835
11/27/2020 00H,33860
11/26/2020 23H,33761
11/26/2020 22H,36090
11/26/2020 21H,36808
11/26/2020 20H,38212
11/26/2020 19H,40119
11/26/2020 18H,42115
11/26/2020 17H,43234
11/26/2020 16H,44381
11/26/2020 15H,50893
11/26/2020 14H,54677
11/26/2020 13H,56661
11/26/2020 12H,58805
11/26/2020 11H,59214
11/26/2020 10H,59821
11/26/2020 09H,59409
11/26/2020 08H,58742
11/26/2020 07H,58220
11/26/2020 06H,56699
11/26/2020 05H,55537
11/26/2020 04H,50807
11/26/2020 03H,46075
11/26/2020 02H,42738
11/26/2020 01H,38121
11/26/2020 00H,32459
11/25/2020 23H,30644
11/25/2020 22H,30329
11/25/2020 21H,29711
11/25/2020 20H,29185
11/25/2020 19H,28154
11/25/2020 18H,27117
11/25/2020 17H,27662
11/25/2020 16H,32690
11/25/2020 15H,39630
11/25/2020 14H,43721
11/25/2020 13H,44934
11/25/2020 12H,47479
11/25/2020 11H,49318
11/25/2020 10H,50606
11/25/2020 09H,52361
11/25/2020 08H,55436
11/25/2020 07H,56453
11/25/2020 06H,56522
11/25/2020 05H,52135
11/25/2020 04H,55195
11/25/2020 03H,53952
11/25/2020 02H,52633
11/25/2020 01H,52553
11/25/2020 00H,51608
11/24/2020 23H,51903
11/24/2020 22H,51183
11/24/2020 21H,51227
11/24/2020 20H,52594
11/24/2020 19H,53663
11/24/2020 18H,55836
11/24/2020 17H,57919
11/24/2020 16H,59462
11/24/2020 15H,61094
11/24/2020 14H,62408
11/24/2020 13H,62480
11/24/2020 12H,61343
11/24/2020 11H,59664
11/24/2020 10H,59694
11/24/2020 09H,60533
11/24/2020 08H,60962
11/24/2020 07H,62201
11/24/2020 06H,62704
11/24/2020 05H,66846
11/24/2020 04H,64113
11/24/2020 03H,63120
11/24/2020 02H,61635
11/24/2020 01H,61270
11/24/2020 00H,58532
11/23/2020 23H,56801
11/23/2020 22H,55983
11/23/2020 21H,54055
11/23/2020 20H,52282
11/23/2020 19H,50314
11/23/2020 18H,47859
11/23/2020 17H,44927
11/23/2020 16H,44297
11/23/2020 15H,43481
11/23/2020 14H,41315
11/23/2020 13H,38280
11/23/2020 12H,35418
11/23/2020 11H,33098
11/23/2020 10H,32379
11/23/2020 09H,32700
11/23/2020 08H,32005
11/23/2020 07H,31325
