Net generation from other for Midwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390111&sdid=EBA.MIDW-ALL.NG.OTH.H
19:14:30 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDW-ALL.NG.OTH.H megawatthours
12/2/2020 16H,944
12/2/2020 15H,945
12/2/2020 14H,974
12/2/2020 13H,1010
12/2/2020 12H,956
12/2/2020 11H,943
12/2/2020 10H,919
12/2/2020 09H,914
12/2/2020 08H,907
12/2/2020 07H,900
12/2/2020 06H,913
12/2/2020 05H,920
12/2/2020 04H,923
12/2/2020 03H,925
12/2/2020 02H,933
12/2/2020 01H,936
12/2/2020 00H,946
12/1/2020 23H,940
12/1/2020 22H,958
12/1/2020 21H,949
12/1/2020 20H,967
12/1/2020 19H,945
12/1/2020 18H,936
12/1/2020 17H,940
12/1/2020 16H,933
12/1/2020 15H,925
12/1/2020 14H,943
12/1/2020 13H,963
12/1/2020 12H,945
12/1/2020 11H,932
12/1/2020 10H,926
12/1/2020 09H,918
12/1/2020 08H,921
12/1/2020 07H,924
12/1/2020 06H,955
12/1/2020 05H,951
12/1/2020 04H,952
12/1/2020 03H,965
12/1/2020 02H,992
12/1/2020 01H,1011
12/1/2020 00H,1040
11/30/2020 23H,996
11/30/2020 22H,976
11/30/2020 21H,974
11/30/2020 20H,974
11/30/2020 19H,966
11/30/2020 18H,980
11/30/2020 17H,993
11/30/2020 16H,1000
11/30/2020 15H,1005
11/30/2020 14H,1008
11/30/2020 13H,981
11/30/2020 12H,918
11/30/2020 11H,854
11/30/2020 10H,884
11/30/2020 09H,848
11/30/2020 08H,839
11/30/2020 07H,894
11/30/2020 06H,877
11/30/2020 05H,907
11/30/2020 04H,955
11/30/2020 03H,975
11/30/2020 02H,982
11/30/2020 01H,982
11/30/2020 00H,961
11/29/2020 23H,896
11/29/2020 22H,927
11/29/2020 21H,881
11/29/2020 20H,896
11/29/2020 19H,914
11/29/2020 18H,920
11/29/2020 17H,909
11/29/2020 16H,886
11/29/2020 15H,851
11/29/2020 14H,827
11/29/2020 13H,826
11/29/2020 12H,827
11/29/2020 11H,826
11/29/2020 10H,820
11/29/2020 09H,813
11/29/2020 08H,821
11/29/2020 07H,829
11/29/2020 06H,833
11/29/2020 05H,844
11/29/2020 04H,915
11/29/2020 03H,972
11/29/2020 02H,980
11/29/2020 01H,975
11/29/2020 00H,983
11/28/2020 23H,943
11/28/2020 22H,881
11/28/2020 21H,860
11/28/2020 20H,855
11/28/2020 19H,879
11/28/2020 18H,882
11/28/2020 17H,894
11/28/2020 16H,906
11/28/2020 15H,909
11/28/2020 14H,875
11/28/2020 13H,829
11/28/2020 12H,807
11/28/2020 11H,800
11/28/2020 10H,800
11/28/2020 09H,799
11/28/2020 08H,801
11/28/2020 07H,798
11/28/2020 06H,798
11/28/2020 05H,786
11/28/2020 04H,790
11/28/2020 03H,854
11/28/2020 02H,887
11/28/2020 01H,900
11/28/2020 00H,926
11/27/2020 23H,896
11/27/2020 22H,843
11/27/2020 21H,871
11/27/2020 20H,899
11/27/2020 19H,922
11/27/2020 18H,951
11/27/2020 17H,942
11/27/2020 16H,926
11/27/2020 15H,858
11/27/2020 14H,778
11/27/2020 13H,784
11/27/2020 12H,765
11/27/2020 11H,764
11/27/2020 10H,759
11/27/2020 09H,758
11/27/2020 08H,752
11/27/2020 07H,746
11/27/2020 06H,773
11/27/2020 05H,800
11/27/2020 04H,796
11/27/2020 03H,805
11/27/2020 02H,796
11/27/2020 01H,791
11/27/2020 00H,797
11/26/2020 23H,810
11/26/2020 22H,803
11/26/2020 21H,825
11/26/2020 20H,844
11/26/2020 19H,886
11/26/2020 18H,888
11/26/2020 17H,869
11/26/2020 16H,856
11/26/2020 15H,828
11/26/2020 14H,785
11/26/2020 13H,711
11/26/2020 12H,705
11/26/2020 11H,705
11/26/2020 10H,703
11/26/2020 09H,703
11/26/2020 08H,702
11/26/2020 07H,724
11/26/2020 06H,770
11/26/2020 05H,762
11/26/2020 04H,784
11/26/2020 03H,847
11/26/2020 02H,870
11/26/2020 01H,884
11/26/2020 00H,884
11/25/2020 23H,889
11/25/2020 22H,887
11/25/2020 21H,888
11/25/2020 20H,886
11/25/2020 19H,889
11/25/2020 18H,887
11/25/2020 17H,901
11/25/2020 16H,898
11/25/2020 15H,898
11/25/2020 14H,825
11/25/2020 13H,793
11/25/2020 12H,729
11/25/2020 11H,694
11/25/2020 10H,693
11/25/2020 09H,694
11/25/2020 08H,704
11/25/2020 07H,727
11/25/2020 06H,755
11/25/2020 05H,827
11/25/2020 04H,846
11/25/2020 03H,858
11/25/2020 02H,872
11/25/2020 01H,882
11/25/2020 00H,884
11/24/2020 23H,878
11/24/2020 22H,892
11/24/2020 21H,886
11/24/2020 20H,876
11/24/2020 19H,874
11/24/2020 18H,870
11/24/2020 17H,858
11/24/2020 16H,853
11/24/2020 15H,916
11/24/2020 14H,884
11/24/2020 13H,819
11/24/2020 12H,795
11/24/2020 11H,778
11/24/2020 10H,776
11/24/2020 09H,777
11/24/2020 08H,793
11/24/2020 07H,823
11/24/2020 06H,878
11/24/2020 05H,913
11/24/2020 04H,898
11/24/2020 03H,922
11/24/2020 02H,959
11/24/2020 01H,973
11/24/2020 00H,974
11/23/2020 23H,916
11/23/2020 22H,893
11/23/2020 21H,872
11/23/2020 20H,854
11/23/2020 19H,845
11/23/2020 18H,892
11/23/2020 17H,910
11/23/2020 16H,939
11/23/2020 15H,951
11/23/2020 14H,955
11/23/2020 13H,927
11/23/2020 12H,885
11/23/2020 11H,846
11/23/2020 10H,838
11/23/2020 09H,819
11/23/2020 08H,836
11/23/2020 07H,852
11/23/2020 06H,877
11/23/2020 05H,877
11/23/2020 04H,876
11/23/2020 03H,903
11/23/2020 02H,919
11/23/2020 01H,957
11/23/2020 00H,976
11/22/2020 23H,937
11/22/2020 22H,892
11/22/2020 21H,894
11/22/2020 20H,923
11/22/2020 19H,905
11/22/2020 18H,911
11/22/2020 17H,895
11/22/2020 16H,865
11/22/2020 15H,867
11/22/2020 14H,845
11/22/2020 13H,846
11/22/2020 12H,811
11/22/2020 11H,826
11/22/2020 10H,834
11/22/2020 09H,863
11/22/2020 08H,902
11/22/2020 07H,892
11/22/2020 06H,882
11/22/2020 05H,878
11/22/2020 04H,866
11/22/2020 03H,858
11/22/2020 02H,879
11/22/2020 01H,952
11/22/2020 00H,974
11/21/2020 23H,961
11/21/2020 22H,949
11/21/2020 21H,935
11/21/2020 20H,945
11/21/2020 19H,930
11/21/2020 18H,950
11/21/2020 17H,914
11/21/2020 16H,890
11/21/2020 15H,871
11/21/2020 14H,841
11/21/2020 13H,861
11/21/2020 12H,833
11/21/2020 11H,826
11/21/2020 10H,817
11/21/2020 09H,819
11/21/2020 08H,819
11/21/2020 07H,835
11/21/2020 06H,892
11/21/2020 05H,949
11/21/2020 04H,939
11/21/2020 03H,941
11/21/2020 02H,956
11/21/2020 01H,971
11/21/2020 00H,974
11/20/2020 23H,978
11/20/2020 22H,969
11/20/2020 21H,959
11/20/2020 20H,968
11/20/2020 19H,958
11/20/2020 18H,951
11/20/2020 17H,943
11/20/2020 16H,918
11/20/2020 15H,932
11/20/2020 14H,925
11/20/2020 13H,943
11/20/2020 12H,883
11/20/2020 11H,827
11/20/2020 10H,817
11/20/2020 09H,853
11/20/2020 08H,877
11/20/2020 07H,897
11/20/2020 06H,897
11/20/2020 05H,968
11/20/2020 04H,971
11/20/2020 03H,972
11/20/2020 02H,976
11/20/2020 01H,987
11/20/2020 00H,992
11/19/2020 23H,993
11/19/2020 22H,984
11/19/2020 21H,971
11/19/2020 20H,978
11/19/2020 19H,991
11/19/2020 18H,992
11/19/2020 17H,979
11/19/2020 16H,974
11/19/2020 15H,975
11/19/2020 14H,974
11/19/2020 13H,971
11/19/2020 12H,972
11/19/2020 11H,893
11/19/2020 10H,880
11/19/2020 09H,868
11/19/2020 08H,879
11/19/2020 07H,909
11/19/2020 06H,958
11/19/2020 05H,964
11/19/2020 04H,959
11/19/2020 03H,962
11/19/2020 02H,962
11/19/2020 01H,968
11/19/2020 00H,968
11/18/2020 23H,963
11/18/2020 22H,945
11/18/2020 21H,935
11/18/2020 20H,929
11/18/2020 19H,915
11/18/2020 18H,951
11/18/2020 17H,971
11/18/2020 16H,976
11/18/2020 15H,975
11/18/2020 14H,979
11/18/2020 13H,977
11/18/2020 12H,915
11/18/2020 11H,892
11/18/2020 10H,894
11/18/2020 09H,892
11/18/2020 08H,841
11/18/2020 07H,826
11/18/2020 06H,913
11/18/2020 05H,965
11/18/2020 04H,972
11/18/2020 03H,978
11/18/2020 02H,995
11/18/2020 01H,988
11/18/2020 00H,983
11/17/2020 23H,966
11/17/2020 22H,928
11/17/2020 21H,920
11/17/2020 20H,956
11/17/2020 19H,975
11/17/2020 18H,984
11/17/2020 17H,991
11/17/2020 16H,1009
11/17/2020 15H,975
11/17/2020 14H,978
11/17/2020 13H,988
11/17/2020 12H,986
11/17/2020 11H,973
11/17/2020 10H,970
11/17/2020 09H,972
11/17/2020 08H,980
11/17/2020 07H,974
11/17/2020 06H,972
11/17/2020 05H,970
11/17/2020 04H,970
11/17/2020 03H,969
11/17/2020 02H,974
11/17/2020 01H,997
11/17/2020 00H,1003
11/16/2020 23H,983
11/16/2020 22H,968
11/16/2020 21H,969
11/16/2020 20H,960
11/16/2020 19H,978
11/16/2020 18H,994
11/16/2020 17H,998
11/16/2020 16H,989
11/16/2020 15H,988
11/16/2020 14H,975
11/16/2020 13H,966
11/16/2020 12H,956
11/16/2020 11H,931
11/16/2020 10H,903
11/16/2020 09H,822
11/16/2020 08H,883
11/16/2020 07H,931
11/16/2020 06H,936
11/16/2020 05H,944
11/16/2020 04H,944
11/16/2020 03H,955
11/16/2020 02H,959
11/16/2020 01H,960
11/16/2020 00H,966
11/15/2020 23H,970
11/15/2020 22H,959
11/15/2020 21H,952
11/15/2020 20H,954
11/15/2020 19H,957
11/15/2020 18H,956
11/15/2020 17H,956
11/15/2020 16H,956
11/15/2020 15H,958
11/15/2020 14H,919
11/15/2020 13H,873
11/15/2020 12H,805
11/15/2020 11H,803
11/15/2020 10H,830
11/15/2020 09H,870
11/15/2020 08H,942
11/15/2020 07H,957
11/15/2020 06H,956
11/15/2020 05H,954
11/15/2020 04H,953
11/15/2020 03H,955
11/15/2020 02H,957
11/15/2020 01H,957
11/15/2020 00H,956
11/14/2020 23H,954
11/14/2020 22H,957
11/14/2020 21H,957
11/14/2020 20H,956
11/14/2020 19H,957
11/14/2020 18H,956
11/14/2020 17H,961
11/14/2020 16H,962
11/14/2020 15H,958
11/14/2020 14H,923
11/14/2020 13H,861
11/14/2020 12H,805
11/14/2020 11H,803
11/14/2020 10H,802
11/14/2020 09H,809
11/14/2020 08H,825
11/14/2020 07H,898
11/14/2020 06H,953
11/14/2020 05H,948
11/14/2020 04H,949
11/14/2020 03H,949
11/14/2020 02H,947
11/14/2020 01H,950
11/14/2020 00H,948
11/13/2020 23H,945
11/13/2020 22H,948
11/13/2020 21H,951
11/13/2020 20H,958
11/13/2020 19H,959
11/13/2020 18H,953
11/13/2020 17H,953
11/13/2020 16H,947
11/13/2020 15H,937
11/13/2020 14H,934
11/13/2020 13H,925
11/13/2020 12H,838
11/13/2020 11H,788
11/13/2020 10H,801
11/13/2020 09H,856
11/13/2020 08H,869
11/13/2020 07H,867
11/13/2020 06H,895
11/13/2020 05H,921
11/13/2020 04H,939
11/13/2020 03H,937
11/13/2020 02H,932
11/13/2020 01H,935
11/13/2020 00H,941
11/12/2020 23H,942
11/12/2020 22H,935
11/12/2020 21H,932
11/12/2020 20H,930
11/12/2020 19H,866
11/12/2020 18H,820
11/12/2020 17H,817
11/12/2020 16H,755
11/12/2020 15H,747
11/12/2020 14H,751
11/12/2020 13H,845
11/12/2020 12H,857
11/12/2020 11H,744
11/12/2020 10H,712
11/12/2020 09H,743
11/12/2020 08H,753
11/12/2020 07H,813
11/12/2020 06H,854
11/12/2020 05H,859
11/12/2020 04H,851
11/12/2020 03H,854
11/12/2020 02H,863
11/12/2020 01H,869
11/12/2020 00H,868
11/11/2020 23H,869
11/11/2020 22H,871
11/11/2020 21H,866
11/11/2020 20H,821
11/11/2020 19H,776
11/11/2020 18H,777
11/11/2020 17H,751
11/11/2020 16H,711
11/11/2020 15H,711
11/11/2020 14H,711
11/11/2020 13H,758
11/11/2020 12H,742
11/11/2020 11H,693
11/11/2020 10H,680
11/11/2020 09H,696
11/11/2020 08H,723
11/11/2020 07H,743
11/11/2020 06H,803
11/11/2020 05H,825
11/11/2020 04H,826
11/11/2020 03H,826
11/11/2020 02H,827
11/11/2020 01H,824
11/11/2020 00H,829
11/10/2020 23H,826
11/10/2020 22H,827
11/10/2020 21H,811
11/10/2020 20H,792
11/10/2020 19H,793
11/10/2020 18H,807
11/10/2020 17H,847
11/10/2020 16H,852
11/10/2020 15H,828
11/10/2020 14H,814
11/10/2020 13H,745
11/10/2020 12H,666
11/10/2020 11H,668
11/10/2020 10H,653
11/10/2020 09H,648
11/10/2020 08H,675
11/10/2020 07H,691
11/10/2020 06H,777
11/10/2020 05H,809
11/10/2020 04H,807
11/10/2020 03H,816
11/10/2020 02H,824
11/10/2020 01H,815
11/10/2020 00H,817
11/9/2020 23H,818
11/9/2020 22H,809
11/9/2020 21H,800
11/9/2020 20H,806
11/9/2020 19H,818
11/9/2020 18H,814
11/9/2020 17H,815
11/9/2020 16H,807
11/9/2020 15H,805
11/9/2020 14H,813
11/9/2020 13H,791
11/9/2020 12H,687
11/9/2020 11H,641
11/9/2020 10H,644
11/9/2020 09H,692
11/9/2020 08H,747
11/9/2020 07H,777
11/9/2020 06H,800
11/9/2020 05H,799
11/9/2020 04H,800
11/9/2020 03H,800
11/9/2020 02H,803
11/9/2020 01H,803
11/9/2020 00H,804
11/8/2020 23H,812
11/8/2020 22H,814
11/8/2020 21H,826
11/8/2020 20H,828
11/8/2020 19H,829
11/8/2020 18H,832
11/8/2020 17H,833
11/8/2020 16H,832
11/8/2020 15H,831
11/8/2020 14H,818
11/8/2020 13H,785
11/8/2020 12H,737
11/8/2020 11H,713
11/8/2020 10H,732
11/8/2020 09H,752
11/8/2020 08H,777
11/8/2020 07H,816
11/8/2020 06H,829
11/8/2020 05H,828
11/8/2020 04H,822
11/8/2020 03H,821
11/8/2020 02H,820
11/8/2020 01H,819
11/8/2020 00H,826
11/7/2020 23H,832
11/7/2020 22H,829
11/7/2020 21H,834
11/7/2020 20H,838
11/7/2020 19H,832
11/7/2020 18H,831
11/7/2020 17H,832
11/7/2020 16H,834
11/7/2020 15H,831
11/7/2020 14H,807
11/7/2020 13H,716
11/7/2020 12H,680
11/7/2020 11H,672
11/7/2020 10H,627
11/7/2020 09H,616
11/7/2020 08H,618
11/7/2020 07H,619
11/7/2020 06H,613
11/7/2020 05H,615
11/7/2020 04H,619
11/7/2020 03H,612
11/7/2020 02H,607
11/7/2020 01H,602
11/7/2020 00H,605
11/6/2020 23H,613
11/6/2020 22H,615
11/6/2020 21H,613
11/6/2020 20H,610
11/6/2020 19H,612
11/6/2020 18H,608
11/6/2020 17H,607
11/6/2020 16H,594
11/6/2020 15H,594
11/6/2020 14H,610
11/6/2020 13H,616
11/6/2020 12H,622
11/6/2020 11H,623
11/6/2020 10H,631
11/6/2020 09H,621
11/6/2020 08H,624
11/6/2020 07H,627
11/6/2020 06H,612
11/6/2020 05H,627
11/6/2020 04H,630
11/6/2020 03H,629
11/6/2020 02H,624
11/6/2020 01H,614
11/6/2020 00H,617
11/5/2020 23H,632
11/5/2020 22H,675
11/5/2020 21H,769
11/5/2020 20H,818
11/5/2020 19H,811
11/5/2020 18H,809
11/5/2020 17H,811
11/5/2020 16H,815
11/5/2020 15H,811
11/5/2020 14H,807
11/5/2020 13H,736
11/5/2020 12H,703
11/5/2020 11H,692
11/5/2020 10H,683
11/5/2020 09H,681
11/5/2020 08H,677
11/5/2020 07H,675
11/5/2020 06H,728
11/5/2020 05H,816
11/5/2020 04H,833
11/5/2020 03H,834
11/5/2020 02H,837
11/5/2020 01H,834
11/5/2020 00H,844
11/4/2020 23H,849
11/4/2020 22H,847
11/4/2020 21H,842
11/4/2020 20H,839
11/4/2020 19H,841
11/4/2020 18H,848
11/4/2020 17H,843
11/4/2020 16H,834
11/4/2020 15H,843
11/4/2020 14H,847
11/4/2020 13H,847
11/4/2020 12H,845
11/4/2020 11H,789
11/4/2020 10H,745
11/4/2020 09H,731
11/4/2020 08H,825
11/4/2020 07H,815
11/4/2020 06H,821
11/4/2020 05H,839
11/4/2020 04H,854
11/4/2020 03H,837
11/4/2020 02H,791
11/4/2020 01H,734
11/4/2020 00H,708
11/3/2020 23H,776
11/3/2020 22H,787
11/3/2020 21H,799
11/3/2020 20H,799
11/3/2020 19H,800
11/3/2020 18H,810
11/3/2020 17H,813
11/3/2020 16H,832
11/3/2020 15H,852
11/3/2020 14H,889
11/3/2020 13H,896
11/3/2020 12H,883
11/3/2020 11H,855
11/3/2020 10H,839
11/3/2020 09H,827
11/3/2020 08H,823
11/3/2020 07H,825
11/3/2020 06H,840
11/3/2020 05H,835
11/3/2020 04H,836
11/3/2020 03H,839
11/3/2020 02H,867
11/3/2020 01H,934
11/3/2020 00H,950
11/2/2020 23H,847
11/2/2020 22H,838
11/2/2020 21H,825
11/2/2020 20H,823
11/2/2020 19H,833
11/2/2020 18H,838
11/2/2020 17H,845
11/2/2020 16H,871
11/2/2020 15H,926
11/2/2020 14H,936
11/2/2020 13H,919
11/2/2020 12H,872
11/2/2020 11H,848
11/2/2020 10H,783
11/2/2020 09H,742
11/2/2020 08H,816
11/2/2020 07H,857
11/2/2020 06H,848
11/2/2020 05H,843
11/2/2020 04H,849
11/2/2020 03H,849
11/2/2020 02H,836
11/2/2020 01H,840
11/2/2020 00H,840
11/1/2020 23H,832
11/1/2020 22H,831
11/1/2020 21H,825
11/1/2020 20H,830
11/1/2020 19H,830
11/1/2020 18H,834
11/1/2020 17H,834
11/1/2020 16H,831
11/1/2020 15H,829
11/1/2020 14H,827
11/1/2020 13H,781
11/1/2020 12H,787
11/1/2020 11H,827
11/1/2020 10H,834
11/1/2020 09H,834
11/1/2020 08H,831
11/1/2020 07H,829
11/1/2020 06H,834
11/1/2020 05H,836
11/1/2020 04H,833
11/1/2020 03H,799
11/1/2020 02H,802
11/1/2020 01H,810
11/1/2020 00H,827
10/31/2020 23H,807
10/31/2020 22H,798
10/31/2020 21H,828
10/31/2020 20H,839
10/31/2020 19H,847
10/31/2020 18H,847
10/31/2020 17H,857
10/31/2020 16H,857
10/31/2020 15H,857
10/31/2020 14H,852
10/31/2020 13H,840
10/31/2020 12H,821
10/31/2020 11H,809
10/31/2020 10H,771
10/31/2020 09H,715
10/31/2020 08H,726
10/31/2020 07H,752
10/31/2020 06H,680
10/31/2020 05H,664
10/31/2020 04H,656
10/31/2020 03H,655
10/31/2020 02H,662
10/31/2020 01H,722
10/31/2020 00H,743
10/30/2020 23H,660
10/30/2020 22H,642
10/30/2020 21H,685
10/30/2020 20H,736
10/30/2020 19H,786
10/30/2020 18H,767
10/30/2020 17H,737
10/30/2020 16H,745
10/30/2020 15H,757
10/30/2020 14H,764
10/30/2020 13H,767
10/30/2020 12H,757
10/30/2020 11H,751
10/30/2020 10H,750
10/30/2020 09H,759
10/30/2020 08H,757
10/30/2020 07H,747
10/30/2020 06H,747
10/30/2020 05H,737
10/30/2020 04H,735
10/30/2020 03H,743
10/30/2020 02H,724
10/30/2020 01H,724
10/30/2020 00H,731
10/29/2020 23H,722
10/29/2020 22H,667
10/29/2020 21H,638
10/29/2020 20H,629
10/29/2020 19H,620
10/29/2020 18H,620
10/29/2020 17H,635
10/29/2020 16H,694
10/29/2020 15H,723
10/29/2020 14H,693
10/29/2020 13H,613
10/29/2020 12H,614
10/29/2020 11H,616
10/29/2020 10H,611
10/29/2020 09H,612
10/29/2020 08H,613
10/29/2020 07H,607
10/29/2020 06H,606
10/29/2020 05H,596
10/29/2020 04H,577
10/29/2020 03H,573
10/29/2020 02H,571
10/29/2020 01H,587
10/29/2020 00H,601
10/28/2020 23H,584
10/28/2020 22H,575
10/28/2020 21H,581
10/28/2020 20H,566
10/28/2020 19H,549
10/28/2020 18H,540
10/28/2020 17H,535
10/28/2020 16H,508
10/28/2020 15H,504
10/28/2020 14H,471
10/28/2020 13H,428
10/28/2020 12H,408
10/28/2020 11H,397
10/28/2020 10H,383
10/28/2020 09H,383
10/28/2020 08H,378
10/28/2020 07H,316
10/28/2020 06H,303
10/28/2020 05H,317
10/28/2020 04H,316
10/28/2020 03H,317
10/28/2020 02H,316
10/28/2020 01H,393
10/28/2020 00H,430
10/27/2020 23H,314
10/27/2020 22H,301
10/27/2020 21H,321
10/27/2020 20H,347
10/27/2020 19H,301
10/27/2020 18H,298
10/27/2020 17H,287
10/27/2020 16H,333
10/27/2020 15H,411
10/27/2020 14H,376
10/27/2020 13H,347
10/27/2020 12H,307
10/27/2020 11H,250
10/27/2020 10H,214
10/27/2020 09H,213
10/27/2020 08H,247
10/27/2020 07H,263
10/27/2020 06H,237
10/27/2020 05H,230
10/27/2020 04H,213
10/27/2020 03H,292
10/27/2020 02H,301
10/27/2020 01H,360
10/27/2020 00H,395
10/26/2020 23H,386
10/26/2020 22H,356
10/26/2020 21H,343
10/26/2020 20H,321
10/26/2020 19H,322
10/26/2020 18H,325
10/26/2020 17H,368
10/26/2020 16H,402
10/26/2020 15H,338
10/26/2020 14H,219
10/26/2020 13H,200
10/26/2020 12H,198
10/26/2020 11H,179
10/26/2020 10H,181
10/26/2020 09H,195
10/26/2020 08H,196
10/26/2020 07H,199
10/26/2020 06H,197
10/26/2020 05H,198
10/26/2020 04H,199
10/26/2020 03H,199
10/26/2020 02H,197
10/26/2020 01H,197
10/26/2020 00H,199
10/25/2020 23H,197
10/25/2020 22H,198
10/25/2020 21H,198
10/25/2020 20H,197
10/25/2020 19H,199
10/25/2020 18H,198
10/25/2020 17H,196
10/25/2020 16H,193
10/25/2020 15H,192
10/25/2020 14H,194
10/25/2020 13H,193
10/25/2020 12H,188
10/25/2020 11H,185
10/25/2020 10H,185
10/25/2020 09H,185
10/25/2020 08H,181
10/25/2020 07H,198
10/25/2020 06H,197
10/25/2020 05H,195
10/25/2020 04H,198
10/25/2020 03H,201
10/25/2020 02H,197
10/25/2020 01H,187
10/25/2020 00H,184
10/24/2020 23H,177
10/24/2020 22H,177
10/24/2020 21H,165
10/24/2020 20H,164
10/24/2020 19H,178
10/24/2020 18H,242
10/24/2020 17H,205
10/24/2020 16H,166
10/24/2020 15H,164
10/24/2020 14H,162
10/24/2020 13H,164
10/24/2020 12H,165
10/24/2020 11H,164
10/24/2020 10H,167
10/24/2020 09H,167
10/24/2020 08H,164
10/24/2020 07H,167
10/24/2020 06H,168
10/24/2020 05H,165
10/24/2020 04H,165
10/24/2020 03H,166
10/24/2020 02H,161
10/24/2020 01H,156
10/24/2020 00H,157
10/23/2020 23H,156
10/23/2020 22H,163
10/23/2020 21H,184
10/23/2020 20H,195
10/23/2020 19H,181
10/23/2020 18H,180
10/23/2020 17H,178
10/23/2020 16H,187
10/23/2020 15H,203
10/23/2020 14H,204
10/23/2020 13H,200
10/23/2020 12H,209
10/23/2020 11H,211
10/23/2020 10H,202
10/23/2020 09H,187
10/23/2020 08H,186
10/23/2020 07H,189
10/23/2020 06H,190
10/23/2020 05H,179
10/23/2020 04H,172
10/23/2020 03H,171
10/23/2020 02H,180
10/23/2020 01H,202
10/23/2020 00H,206
10/22/2020 23H,201
10/22/2020 22H,219
10/22/2020 21H,219
10/22/2020 20H,226
10/22/2020 19H,210
10/22/2020 18H,190
10/22/2020 17H,192
10/22/2020 16H,200
10/22/2020 15H,196
10/22/2020 14H,184
10/22/2020 13H,196
10/22/2020 12H,189
10/22/2020 11H,194
10/22/2020 10H,196
10/22/2020 09H,193
10/22/2020 08H,180
10/22/2020 07H,178
10/22/2020 06H,183
10/22/2020 05H,179
10/22/2020 04H,177
10/22/2020 03H,180
10/22/2020 02H,177
10/22/2020 01H,207
10/22/2020 00H,239
10/21/2020 23H,231
10/21/2020 22H,280
10/21/2020 21H,281
10/21/2020 20H,281
10/21/2020 19H,300
10/21/2020 18H,283
10/21/2020 17H,303
10/21/2020 16H,234
10/21/2020 15H,201
10/21/2020 14H,189
10/21/2020 13H,176
10/21/2020 12H,180
10/21/2020 11H,179
10/21/2020 10H,175
10/21/2020 09H,172
10/21/2020 08H,165
10/21/2020 07H,164
10/21/2020 06H,169
10/21/2020 05H,165
10/21/2020 04H,166
10/21/2020 03H,168
10/21/2020 02H,170
10/21/2020 01H,190
10/21/2020 00H,198
10/20/2020 23H,193
10/20/2020 22H,176
10/20/2020 21H,170
10/20/2020 20H,165
10/20/2020 19H,163
10/20/2020 18H,160
10/20/2020 17H,156
10/20/2020 16H,173
10/20/2020 15H,184
10/20/2020 14H,185
10/20/2020 13H,185
10/20/2020 12H,185
10/20/2020 11H,174
10/20/2020 10H,168
10/20/2020 09H,169
10/20/2020 08H,168
10/20/2020 07H,165
10/20/2020 06H,171
10/20/2020 05H,184
10/20/2020 04H,180
10/20/2020 03H,228
10/20/2020 02H,322
10/20/2020 01H,376
10/20/2020 00H,400
10/19/2020 23H,392
10/19/2020 22H,376
10/19/2020 21H,362
10/19/2020 20H,363
10/19/2020 19H,371
10/19/2020 18H,361
10/19/2020 17H,370
10/19/2020 16H,367
10/19/2020 15H,364
10/19/2020 14H,364
10/19/2020 13H,351
10/19/2020 12H,311
10/19/2020 11H,192
10/19/2020 10H,173
10/19/2020 09H,174
10/19/2020 08H,171
10/19/2020 07H,172
10/19/2020 06H,172
10/19/2020 05H,173
10/19/2020 04H,173
10/19/2020 03H,175
10/19/2020 02H,192
10/19/2020 01H,209
10/19/2020 00H,220
10/18/2020 23H,191
10/18/2020 22H,180
10/18/2020 21H,184
10/18/2020 20H,184
10/18/2020 19H,185
10/18/2020 18H,184
10/18/2020 17H,183
10/18/2020 16H,185
10/18/2020 15H,185
10/18/2020 14H,184
10/18/2020 13H,183
10/18/2020 12H,185
10/18/2020 11H,186
10/18/2020 10H,184
10/18/2020 09H,183
10/18/2020 08H,180
10/18/2020 07H,175
10/18/2020 06H,175
10/18/2020 05H,174
10/18/2020 04H,174
10/18/2020 03H,175
10/18/2020 02H,177
10/18/2020 01H,176
10/18/2020 00H,167
10/17/2020 23H,149
10/17/2020 22H,143
10/17/2020 21H,139
10/17/2020 20H,162
10/17/2020 19H,166
10/17/2020 18H,166
10/17/2020 17H,167
10/17/2020 16H,167
10/17/2020 15H,167
10/17/2020 14H,172
10/17/2020 13H,173
10/17/2020 12H,174
10/17/2020 11H,173
10/17/2020 10H,172
10/17/2020 09H,178
10/17/2020 08H,188
10/17/2020 07H,187
10/17/2020 06H,189
10/17/2020 05H,189
10/17/2020 04H,189
10/17/2020 03H,185
10/17/2020 02H,173
10/17/2020 01H,190
10/17/2020 00H,195
10/16/2020 23H,179
10/16/2020 22H,171
10/16/2020 21H,170
10/16/2020 20H,170
10/16/2020 19H,169
10/16/2020 18H,169
10/16/2020 17H,168
10/16/2020 16H,171
10/16/2020 15H,180
10/16/2020 14H,192
10/16/2020 13H,196
10/16/2020 12H,204
10/16/2020 11H,200
10/16/2020 10H,192
10/16/2020 09H,191
10/16/2020 08H,192
10/16/2020 07H,191
10/16/2020 06H,192
10/16/2020 05H,191
10/16/2020 04H,191
10/16/2020 03H,193
10/16/2020 02H,214
10/16/2020 01H,224
10/16/2020 00H,224
10/15/2020 23H,224
10/15/2020 22H,206
10/15/2020 21H,199
10/15/2020 20H,200
10/15/2020 19H,201
10/15/2020 18H,207
10/15/2020 17H,227
10/15/2020 16H,230
