Net generation from other for Midwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390111&sdid=EBA.MIDW-ALL.NG.OTH.H
19:14:30 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDW-ALL.NG.OTH.H megawatthours
10/5/2021 02H,1153
10/5/2021 01H,1190
10/5/2021 00H,1212
10/4/2021 23H,1173
10/4/2021 22H,1166
10/4/2021 21H,1208
10/4/2021 20H,1220
10/4/2021 19H,1204
10/4/2021 18H,1208
10/4/2021 17H,1224
10/4/2021 16H,1231
10/4/2021 15H,1233
10/4/2021 14H,1227
10/4/2021 13H,1225
10/4/2021 12H,1215
10/4/2021 11H,1145
10/4/2021 10H,1082
10/4/2021 09H,1063
10/4/2021 08H,1059
10/4/2021 07H,1058
10/4/2021 06H,1060
10/4/2021 05H,1061
10/4/2021 04H,1118
10/4/2021 03H,1165
10/4/2021 02H,1229
10/4/2021 01H,1327
10/4/2021 00H,1251
10/3/2021 23H,1222
10/3/2021 22H,1141
10/3/2021 21H,1119
10/3/2021 20H,1129
10/3/2021 19H,1127
10/3/2021 18H,1119
10/3/2021 17H,1119
10/3/2021 16H,1121
10/3/2021 15H,1088
10/3/2021 14H,1070
10/3/2021 13H,1061
10/3/2021 12H,1060
10/3/2021 11H,1065
10/3/2021 10H,1059
10/3/2021 09H,1055
10/3/2021 08H,1045
10/3/2021 07H,1042
10/3/2021 06H,1047
10/3/2021 05H,1048
10/3/2021 04H,1050
10/3/2021 03H,1068
10/3/2021 02H,1077
10/3/2021 01H,1087
10/3/2021 00H,1092
10/2/2021 23H,1161
10/2/2021 22H,1197
10/2/2021 21H,1186
10/2/2021 20H,1188
10/2/2021 19H,1183
10/2/2021 18H,1188
10/2/2021 17H,1175
10/2/2021 16H,1171
10/2/2021 15H,1125
10/2/2021 14H,1096
10/2/2021 13H,1096
10/2/2021 12H,1052
10/2/2021 11H,1066
10/2/2021 10H,1078
10/2/2021 09H,1074
10/2/2021 08H,1078
10/2/2021 07H,1066
10/2/2021 06H,1068
10/2/2021 05H,1067
10/2/2021 04H,1077
10/2/2021 03H,1119
10/2/2021 02H,1127
10/2/2021 01H,1127
10/2/2021 00H,1091
10/1/2021 23H,1121
10/1/2021 22H,1153
10/1/2021 21H,1146
10/1/2021 20H,1142
10/1/2021 19H,1143
10/1/2021 18H,1146
10/1/2021 17H,1145
10/1/2021 16H,1145
10/1/2021 15H,1135
10/1/2021 14H,1131
10/1/2021 13H,1132
10/1/2021 12H,1134
10/1/2021 11H,1107
10/1/2021 10H,1057
10/1/2021 09H,1035
10/1/2021 08H,1036
10/1/2021 07H,1059
10/1/2021 06H,1094
10/1/2021 05H,1109
10/1/2021 04H,1108
10/1/2021 03H,1108
10/1/2021 02H,1121
10/1/2021 01H,1186
10/1/2021 00H,1190
09/30/2021 23H,1201
09/30/2021 22H,1199
09/30/2021 21H,1206
09/30/2021 20H,1201
09/30/2021 19H,1215
09/30/2021 18H,1198
09/30/2021 17H,1123
09/30/2021 16H,1130
09/30/2021 15H,1106
09/30/2021 14H,1102
09/30/2021 13H,1097
09/30/2021 12H,1094
09/30/2021 11H,1087
09/30/2021 10H,1062
09/30/2021 09H,1041
09/30/2021 08H,1018
09/30/2021 07H,1009
09/30/2021 06H,1039
09/30/2021 05H,1063
09/30/2021 04H,1068
09/30/2021 03H,1062
09/30/2021 02H,1056
09/30/2021 01H,1060
09/30/2021 00H,1053
09/29/2021 23H,1054
09/29/2021 22H,1047
09/29/2021 21H,1040
09/29/2021 20H,1032
09/29/2021 19H,1028
09/29/2021 18H,1050
09/29/2021 17H,1100
09/29/2021 16H,1111
09/29/2021 15H,1107
09/29/2021 14H,1091
09/29/2021 13H,1083
09/29/2021 12H,1109
09/29/2021 11H,1111
09/29/2021 10H,1076
09/29/2021 09H,1051
09/29/2021 08H,1036
09/29/2021 07H,1035
09/29/2021 06H,1031
09/29/2021 05H,1027
09/29/2021 04H,1044
09/29/2021 03H,1049
09/29/2021 02H,1047
09/29/2021 01H,1050
09/29/2021 00H,1055
09/28/2021 23H,1053
09/28/2021 22H,1062
09/28/2021 21H,1068
09/28/2021 20H,1070
09/28/2021 19H,1070
09/28/2021 18H,1075
09/28/2021 17H,1085
09/28/2021 16H,1105
09/28/2021 15H,1096
09/28/2021 14H,1090
09/28/2021 13H,1082
09/28/2021 12H,1066
09/28/2021 11H,1027
09/28/2021 10H,1015
09/28/2021 09H,989
09/28/2021 08H,1021
09/28/2021 07H,1048
09/28/2021 06H,1062
09/28/2021 05H,1067
09/28/2021 04H,1071
09/28/2021 03H,1098
09/28/2021 02H,1121
09/28/2021 01H,1196
09/28/2021 00H,1222
09/27/2021 23H,1226
09/27/2021 22H,1229
09/27/2021 21H,1220
09/27/2021 20H,1185
09/27/2021 19H,1213
09/27/2021 18H,1198
09/27/2021 17H,1122
09/27/2021 16H,1119
09/27/2021 15H,1094
09/27/2021 14H,1007
09/27/2021 13H,959
09/27/2021 12H,947
09/27/2021 11H,881
09/27/2021 10H,870
09/27/2021 09H,858
09/27/2021 08H,860
09/27/2021 07H,947
09/27/2021 06H,968
09/27/2021 05H,1014
09/27/2021 04H,1028
09/27/2021 03H,1041
09/27/2021 02H,1064
09/27/2021 01H,1090
09/27/2021 00H,1091
09/26/2021 23H,1088
09/26/2021 22H,1088
09/26/2021 21H,1085
09/26/2021 20H,1095
09/26/2021 19H,1094
09/26/2021 18H,1057
09/26/2021 17H,1021
09/26/2021 16H,1017
09/26/2021 15H,999
09/26/2021 14H,949
09/26/2021 13H,864
09/26/2021 12H,854
09/26/2021 11H,860
09/26/2021 10H,871
09/26/2021 09H,869
09/26/2021 08H,921
09/26/2021 07H,976
09/26/2021 06H,981
09/26/2021 05H,982
09/26/2021 04H,992
09/26/2021 03H,1026
09/26/2021 02H,1090
09/26/2021 01H,1166
09/26/2021 00H,1114
09/25/2021 23H,1109
09/25/2021 22H,1106
09/25/2021 21H,1070
09/25/2021 20H,1039
09/25/2021 19H,1052
09/25/2021 18H,1054
09/25/2021 17H,1088
09/25/2021 16H,1108
09/25/2021 15H,1108
09/25/2021 14H,1085
09/25/2021 13H,1064
09/25/2021 12H,1052
09/25/2021 11H,1027
09/25/2021 10H,1003
09/25/2021 09H,1031
09/25/2021 08H,1030
09/25/2021 07H,1025
09/25/2021 06H,1026
09/25/2021 05H,1015
09/25/2021 04H,1027
09/25/2021 03H,1038
09/25/2021 02H,1066
09/25/2021 01H,1080
09/25/2021 00H,1076
09/24/2021 23H,1057
09/24/2021 22H,1040
09/24/2021 21H,1047
09/24/2021 20H,1049
09/24/2021 19H,1072
09/24/2021 18H,1089
09/24/2021 17H,1079
09/24/2021 16H,1068
09/24/2021 15H,1099
09/24/2021 14H,1071
09/24/2021 13H,1070
09/24/2021 12H,1012
09/24/2021 11H,890
09/24/2021 10H,904
09/24/2021 09H,856
09/24/2021 08H,855
09/24/2021 07H,856
09/24/2021 06H,896
09/24/2021 05H,976
09/24/2021 04H,1023
09/24/2021 03H,1045
09/24/2021 02H,1076
09/24/2021 01H,1086
09/24/2021 00H,1086
09/23/2021 23H,1081
09/23/2021 22H,1029
09/23/2021 21H,959
09/23/2021 20H,939
09/23/2021 19H,915
09/23/2021 18H,904
09/23/2021 17H,895
09/23/2021 16H,883
09/23/2021 15H,890
09/23/2021 14H,878
09/23/2021 13H,858
09/23/2021 12H,814
09/23/2021 11H,792
09/23/2021 10H,724
09/23/2021 09H,681
09/23/2021 08H,622
09/23/2021 07H,624
09/23/2021 06H,627
09/23/2021 05H,657
09/23/2021 04H,660
09/23/2021 03H,658
09/23/2021 02H,677
09/23/2021 01H,687
09/23/2021 00H,687
09/22/2021 23H,684
09/22/2021 22H,682
09/22/2021 21H,684
09/22/2021 20H,684
09/22/2021 19H,680
09/22/2021 18H,683
09/22/2021 17H,679
09/22/2021 16H,684
09/22/2021 15H,669
09/22/2021 14H,655
09/22/2021 13H,659
09/22/2021 12H,660
09/22/2021 11H,661
09/22/2021 10H,666
09/22/2021 09H,662
09/22/2021 08H,665
09/22/2021 07H,664
09/22/2021 06H,662
09/22/2021 05H,663
09/22/2021 04H,665
09/22/2021 03H,671
09/22/2021 02H,681
09/22/2021 01H,684
09/22/2021 00H,685
09/21/2021 23H,686
09/21/2021 22H,686
09/21/2021 21H,680
09/21/2021 20H,678
09/21/2021 19H,684
09/21/2021 18H,684
09/21/2021 17H,684
09/21/2021 16H,693
09/21/2021 15H,684
09/21/2021 14H,681
09/21/2021 13H,682
09/21/2021 12H,688
09/21/2021 11H,659
09/21/2021 10H,625
09/21/2021 09H,614
09/21/2021 08H,608
09/21/2021 07H,614
09/21/2021 06H,634
09/21/2021 05H,649
09/21/2021 04H,666
09/21/2021 03H,670
09/21/2021 02H,674
09/21/2021 01H,678
09/21/2021 00H,690
09/20/2021 23H,695
09/20/2021 22H,689
09/20/2021 21H,691
09/20/2021 20H,685
09/20/2021 19H,671
09/20/2021 18H,671
09/20/2021 17H,687
09/20/2021 16H,686
09/20/2021 15H,681
09/20/2021 14H,674
09/20/2021 13H,667
09/20/2021 12H,676
09/20/2021 11H,671
09/20/2021 10H,656
09/20/2021 09H,646
09/20/2021 08H,642
09/20/2021 07H,679
09/20/2021 06H,926
09/20/2021 05H,970
09/20/2021 04H,973
09/20/2021 03H,991
09/20/2021 02H,1022
09/20/2021 01H,1028
09/20/2021 00H,1030
09/19/2021 23H,1027
09/19/2021 22H,1004
09/19/2021 21H,984
09/19/2021 20H,975
09/19/2021 19H,981
09/19/2021 18H,986
09/19/2021 17H,986
09/19/2021 16H,1006
09/19/2021 15H,1012
09/19/2021 14H,977
09/19/2021 13H,963
09/19/2021 12H,971
09/19/2021 11H,981
09/19/2021 10H,982
09/19/2021 09H,972
09/19/2021 08H,952
09/19/2021 07H,937
09/19/2021 06H,943
09/19/2021 05H,965
09/19/2021 04H,978
09/19/2021 03H,999
09/19/2021 02H,1000
09/19/2021 01H,1015
09/19/2021 00H,1015
09/18/2021 23H,1018
09/18/2021 22H,1017
09/18/2021 21H,1017
09/18/2021 20H,1019
09/18/2021 19H,1016
09/18/2021 18H,1009
09/18/2021 17H,1005
09/18/2021 16H,1006
09/18/2021 15H,1003
09/18/2021 14H,994
09/18/2021 13H,986
09/18/2021 12H,979
09/18/2021 11H,981
09/18/2021 10H,981
09/18/2021 09H,979
09/18/2021 08H,996
09/18/2021 07H,1005
09/18/2021 06H,1002
09/18/2021 05H,1001
09/18/2021 04H,1010
09/18/2021 03H,1018
09/18/2021 02H,1018
09/18/2021 01H,1017
09/18/2021 00H,1078
09/17/2021 23H,1183
09/17/2021 22H,1208
09/17/2021 21H,1199
09/17/2021 20H,1066
09/17/2021 19H,1048
09/17/2021 18H,1040
09/17/2021 17H,1036
09/17/2021 16H,1039
09/17/2021 15H,1035
09/17/2021 14H,1033
09/17/2021 13H,1032
09/17/2021 12H,1031
09/17/2021 11H,1034
09/17/2021 10H,1047
09/17/2021 09H,1022
09/17/2021 08H,1014
09/17/2021 07H,1020
09/17/2021 06H,1022
09/17/2021 05H,1023
09/17/2021 04H,1030
09/17/2021 03H,1037
09/17/2021 02H,1027
09/17/2021 01H,1037
09/17/2021 00H,1041
09/16/2021 23H,1034
09/16/2021 22H,1041
09/16/2021 21H,1040
09/16/2021 20H,1039
09/16/2021 19H,1040
09/16/2021 18H,1039
09/16/2021 17H,1033
09/16/2021 16H,1028
09/16/2021 15H,1026
09/16/2021 14H,1025
09/16/2021 13H,1020
09/16/2021 12H,1011
09/16/2021 11H,996
09/16/2021 10H,972
09/16/2021 09H,957
09/16/2021 08H,962
09/16/2021 07H,984
09/16/2021 06H,995
09/16/2021 05H,1006
09/16/2021 04H,1036
09/16/2021 03H,1056
09/16/2021 02H,1071
09/16/2021 01H,1078
09/16/2021 00H,1081
09/15/2021 23H,1080
09/15/2021 22H,1079
09/15/2021 21H,1077
09/15/2021 20H,1081
09/15/2021 19H,1090
09/15/2021 18H,1088
09/15/2021 17H,1084
09/15/2021 16H,1090
09/15/2021 15H,1103
09/15/2021 14H,1113
09/15/2021 13H,1179
09/15/2021 12H,1180
09/15/2021 11H,1097
09/15/2021 10H,1060
09/15/2021 09H,1048
09/15/2021 08H,1050
09/15/2021 07H,1055
09/15/2021 06H,1081
09/15/2021 05H,1097
09/15/2021 04H,1102
09/15/2021 03H,1100
09/15/2021 02H,1098
09/15/2021 01H,1125
09/15/2021 00H,1103
09/14/2021 23H,1135
09/14/2021 22H,1145
09/14/2021 21H,1102
09/14/2021 20H,1108
09/14/2021 19H,1082
09/14/2021 18H,1058
09/14/2021 17H,1037
09/14/2021 16H,1075
09/14/2021 15H,1090
09/14/2021 14H,1086
09/14/2021 13H,1084
09/14/2021 12H,1082
09/14/2021 11H,1064
09/14/2021 10H,1033
09/14/2021 09H,1024
09/14/2021 08H,1041
09/14/2021 07H,1046
09/14/2021 06H,1072
09/14/2021 05H,1069
09/14/2021 04H,1096
09/14/2021 03H,1105
09/14/2021 02H,1070
09/14/2021 01H,1035
09/14/2021 00H,1036
09/13/2021 23H,1057
09/13/2021 22H,1055
09/13/2021 21H,1056
09/13/2021 20H,1061
09/13/2021 19H,1039
09/13/2021 18H,1026
09/13/2021 17H,1029
09/13/2021 16H,1028
09/13/2021 15H,1017
09/13/2021 14H,990
09/13/2021 13H,1010
09/13/2021 12H,1007
09/13/2021 11H,1051
09/13/2021 10H,1027
09/13/2021 09H,1039
09/13/2021 08H,1037
09/13/2021 07H,1046
09/13/2021 06H,1053
09/13/2021 05H,1059
09/13/2021 04H,1079
09/13/2021 03H,1088
09/13/2021 02H,1102
09/13/2021 01H,1166
09/13/2021 00H,1162
09/12/2021 23H,1169
09/12/2021 22H,1170
09/12/2021 21H,1157
09/12/2021 20H,1153
09/12/2021 19H,1082
09/12/2021 18H,1064
09/12/2021 17H,1050
09/12/2021 16H,1043
09/12/2021 15H,956
09/12/2021 14H,861
09/12/2021 13H,826
09/12/2021 12H,904
09/12/2021 11H,933
09/12/2021 10H,936
09/12/2021 09H,936
09/12/2021 08H,961
09/12/2021 07H,990
09/12/2021 06H,992
09/12/2021 05H,953
09/12/2021 04H,936
09/12/2021 03H,948
09/12/2021 02H,953
09/12/2021 01H,969
09/12/2021 00H,973
09/11/2021 23H,982
09/11/2021 22H,990
09/11/2021 21H,990
09/11/2021 20H,997
09/11/2021 19H,984
09/11/2021 18H,980
09/11/2021 17H,1047
09/11/2021 16H,1037
09/11/2021 15H,975
09/11/2021 14H,937
09/11/2021 13H,935
09/11/2021 12H,946
09/11/2021 11H,886
09/11/2021 10H,862
09/11/2021 09H,847
09/11/2021 08H,889
09/11/2021 07H,890
09/11/2021 06H,933
09/11/2021 05H,978
09/11/2021 04H,924
09/11/2021 03H,919
09/11/2021 02H,919
09/11/2021 01H,1003
09/11/2021 00H,1003
09/10/2021 23H,988
09/10/2021 22H,1001
09/10/2021 21H,1010
09/10/2021 20H,1026
09/10/2021 19H,1088
09/10/2021 18H,1078
09/10/2021 17H,1057
09/10/2021 16H,1057
09/10/2021 15H,1041
09/10/2021 14H,939
09/10/2021 13H,939
09/10/2021 12H,952
09/10/2021 11H,877
09/10/2021 10H,862
09/10/2021 09H,859
09/10/2021 08H,875
09/10/2021 07H,952
09/10/2021 06H,989
09/10/2021 05H,1016
09/10/2021 04H,1019
09/10/2021 03H,1037
09/10/2021 02H,1107
09/10/2021 01H,1130
09/10/2021 00H,1154
09/9/2021 23H,1165
09/9/2021 22H,1163
09/9/2021 21H,1165
09/9/2021 20H,1115
09/9/2021 19H,1082
09/9/2021 18H,1079
09/9/2021 17H,1076
09/9/2021 16H,1067
09/9/2021 15H,1058
09/9/2021 14H,1047
09/9/2021 13H,1044
09/9/2021 12H,1026
09/9/2021 11H,1000
09/9/2021 10H,978
09/9/2021 09H,946
09/9/2021 08H,986
09/9/2021 07H,989
09/9/2021 06H,983
09/9/2021 05H,998
09/9/2021 04H,1012
09/9/2021 03H,1036
09/9/2021 02H,1067
09/9/2021 01H,1081
09/9/2021 00H,1075
09/8/2021 23H,1039
09/8/2021 22H,1016
09/8/2021 21H,1014
09/8/2021 20H,1014
09/8/2021 19H,1006
09/8/2021 18H,994
09/8/2021 17H,1022
09/8/2021 16H,1036
09/8/2021 15H,1006
09/8/2021 14H,913
09/8/2021 13H,940
09/8/2021 12H,969
09/8/2021 11H,848
09/8/2021 10H,806
09/8/2021 09H,812
09/8/2021 08H,836
09/8/2021 07H,896
09/8/2021 06H,903
09/8/2021 05H,956
09/8/2021 04H,989
09/8/2021 03H,1012
09/8/2021 02H,1035
09/8/2021 01H,1047
09/8/2021 00H,1069
09/7/2021 23H,1062
09/7/2021 22H,1067
09/7/2021 21H,1092
09/7/2021 20H,1089
09/7/2021 19H,1092
09/7/2021 18H,1069
09/7/2021 17H,1049
09/7/2021 16H,1049
09/7/2021 15H,992
09/7/2021 14H,916
09/7/2021 13H,928
09/7/2021 12H,940
09/7/2021 11H,861
09/7/2021 10H,824
09/7/2021 09H,827
09/7/2021 08H,824
09/7/2021 07H,831
09/7/2021 06H,859
09/7/2021 05H,919
09/7/2021 04H,964
09/7/2021 03H,943
09/7/2021 02H,1025
09/7/2021 01H,1054
09/7/2021 00H,1083
09/6/2021 23H,1097
09/6/2021 22H,1098
09/6/2021 21H,1089
09/6/2021 20H,1061
09/6/2021 19H,1031
09/6/2021 18H,1005
09/6/2021 17H,940
09/6/2021 16H,923
09/6/2021 15H,920
09/6/2021 14H,996
09/6/2021 13H,1003
09/6/2021 12H,998
09/6/2021 11H,997
09/6/2021 10H,984
09/6/2021 09H,979
09/6/2021 08H,991
09/6/2021 07H,987
09/6/2021 06H,927
09/6/2021 05H,949
09/6/2021 04H,995
09/6/2021 03H,1018
09/6/2021 02H,1060
09/6/2021 01H,1086
09/6/2021 00H,1092
09/5/2021 23H,1090
09/5/2021 22H,1075
09/5/2021 21H,1044
09/5/2021 20H,1027
09/5/2021 19H,1023
09/5/2021 18H,1024
09/5/2021 17H,1022
09/5/2021 16H,1011
09/5/2021 15H,921
09/5/2021 14H,962
09/5/2021 13H,982
09/5/2021 12H,983
09/5/2021 11H,974
09/5/2021 10H,950
09/5/2021 09H,1002
09/5/2021 08H,1003
09/5/2021 07H,998
09/5/2021 06H,1002
09/5/2021 05H,1028
09/5/2021 04H,1031
09/5/2021 03H,1066
09/5/2021 02H,1100
09/5/2021 01H,1113
09/5/2021 00H,1099
09/4/2021 23H,1090
09/4/2021 22H,1089
09/4/2021 21H,1078
09/4/2021 20H,1066
09/4/2021 19H,1054
09/4/2021 18H,1058
09/4/2021 17H,1039
09/4/2021 16H,1024
09/4/2021 15H,976
09/4/2021 14H,879
09/4/2021 13H,860
09/4/2021 12H,910
09/4/2021 11H,911
09/4/2021 10H,939
09/4/2021 09H,940
09/4/2021 08H,995
09/4/2021 07H,1013
09/4/2021 06H,1015
09/4/2021 05H,1020
09/4/2021 04H,1029
09/4/2021 03H,1030
09/4/2021 02H,1037
09/4/2021 01H,1040
09/4/2021 00H,1065
09/3/2021 23H,1082
09/3/2021 22H,1087
09/3/2021 21H,1088
09/3/2021 20H,1093
09/3/2021 19H,1095
09/3/2021 18H,1082
09/3/2021 17H,1059
09/3/2021 16H,1042
09/3/2021 15H,1054
09/3/2021 14H,1053
09/3/2021 13H,1050
09/3/2021 12H,1044
09/3/2021 11H,1018
09/3/2021 10H,942
09/3/2021 09H,894
09/3/2021 08H,857
09/3/2021 07H,869
09/3/2021 06H,873
09/3/2021 05H,963
09/3/2021 04H,914
09/3/2021 03H,961
09/3/2021 02H,1017
09/3/2021 01H,1004
09/3/2021 00H,1016
09/2/2021 23H,1037
09/2/2021 22H,1023
09/2/2021 21H,1018
09/2/2021 20H,1025
09/2/2021 19H,1031
09/2/2021 18H,1032
09/2/2021 17H,1029
09/2/2021 16H,988
09/2/2021 15H,964
09/2/2021 14H,939
09/2/2021 13H,927
09/2/2021 12H,930
09/2/2021 11H,845
09/2/2021 10H,793
09/2/2021 09H,802
09/2/2021 08H,814
09/2/2021 07H,821
09/2/2021 06H,836
09/2/2021 05H,815
09/2/2021 04H,820
09/2/2021 03H,882
09/2/2021 02H,1020
09/2/2021 01H,1049
09/2/2021 00H,1066
09/1/2021 23H,1062
09/1/2021 22H,1058
09/1/2021 21H,1056
09/1/2021 20H,1048
09/1/2021 19H,1041
09/1/2021 18H,1038
09/1/2021 17H,1030
09/1/2021 16H,990
09/1/2021 15H,943
09/1/2021 14H,913
09/1/2021 13H,915
09/1/2021 12H,917
09/1/2021 11H,897
09/1/2021 10H,834
09/1/2021 09H,809
09/1/2021 08H,813
09/1/2021 07H,836
09/1/2021 06H,849
09/1/2021 05H,875
09/1/2021 04H,878
09/1/2021 03H,891
09/1/2021 02H,990
09/1/2021 01H,1018
09/1/2021 00H,1034
08/31/2021 23H,1026
08/31/2021 22H,1031
08/31/2021 21H,1035
08/31/2021 20H,1029
08/31/2021 19H,1032
08/31/2021 18H,1030
08/31/2021 17H,994
08/31/2021 16H,930
08/31/2021 15H,880
08/31/2021 14H,824
08/31/2021 13H,811
08/31/2021 12H,814
08/31/2021 11H,815
08/31/2021 10H,807
08/31/2021 09H,804
08/31/2021 08H,790
08/31/2021 07H,773
08/31/2021 06H,799
08/31/2021 05H,824
08/31/2021 04H,917
08/31/2021 03H,972
08/31/2021 02H,1018
08/31/2021 01H,1039
08/31/2021 00H,1077
08/30/2021 23H,1126
08/30/2021 22H,1131
08/30/2021 21H,1129
08/30/2021 20H,1123
08/30/2021 19H,1086
08/30/2021 18H,1034
08/30/2021 17H,985
08/30/2021 16H,972
08/30/2021 15H,901
08/30/2021 14H,870
08/30/2021 13H,856
08/30/2021 12H,856
08/30/2021 11H,839
08/30/2021 10H,833
08/30/2021 09H,834
08/30/2021 08H,832
08/30/2021 07H,836
08/30/2021 06H,837
08/30/2021 05H,842
08/30/2021 04H,926
08/30/2021 03H,1020
08/30/2021 02H,1027
08/30/2021 01H,1021
08/30/2021 00H,1018
08/29/2021 23H,1019
08/29/2021 22H,896
08/29/2021 21H,871
08/29/2021 20H,864
08/29/2021 19H,853
08/29/2021 18H,855
08/29/2021 17H,763
08/29/2021 16H,680
08/29/2021 15H,589
08/29/2021 14H,557
08/29/2021 13H,539
08/29/2021 12H,556
08/29/2021 11H,594
08/29/2021 10H,591
08/29/2021 09H,607
08/29/2021 08H,609
08/29/2021 07H,578
08/29/2021 06H,544
08/29/2021 05H,550
08/29/2021 04H,611
08/29/2021 03H,946
08/29/2021 02H,1004
08/29/2021 01H,1046
08/29/2021 00H,1055
08/28/2021 23H,1098
08/28/2021 22H,1113
08/28/2021 21H,1116
08/28/2021 20H,1149
08/28/2021 19H,1172
08/28/2021 18H,1107
08/28/2021 17H,1048
08/28/2021 16H,1044
08/28/2021 15H,982
08/28/2021 14H,892
08/28/2021 13H,800
08/28/2021 12H,780
08/28/2021 11H,772
08/28/2021 10H,775
08/28/2021 09H,816
08/28/2021 08H,883
08/28/2021 07H,890
08/28/2021 06H,854
08/28/2021 05H,901
08/28/2021 04H,980
08/28/2021 03H,982
08/28/2021 02H,1052
08/28/2021 01H,1071
08/28/2021 00H,1092
08/27/2021 23H,1078
08/27/2021 22H,1062
08/27/2021 21H,1040
08/27/2021 20H,1046
08/27/2021 19H,1048
08/27/2021 18H,1041
08/27/2021 17H,1058
08/27/2021 16H,1055
08/27/2021 15H,1015
08/27/2021 14H,892
08/27/2021 13H,874
08/27/2021 12H,849
08/27/2021 11H,800
08/27/2021 10H,800
08/27/2021 09H,779
08/27/2021 08H,779
08/27/2021 07H,786
08/27/2021 06H,818
08/27/2021 05H,930
08/27/2021 04H,1019
08/27/2021 03H,1059
08/27/2021 02H,1099
08/27/2021 01H,1105
08/27/2021 00H,1106
08/26/2021 23H,1104
08/26/2021 22H,1096
08/26/2021 21H,1113
08/26/2021 20H,1106
08/26/2021 19H,1107
08/26/2021 18H,1101
08/26/2021 17H,1096
08/26/2021 16H,1073
08/26/2021 15H,1007
08/26/2021 14H,975
08/26/2021 13H,956
08/26/2021 12H,884
08/26/2021 11H,835
08/26/2021 10H,810
08/26/2021 09H,810
08/26/2021 08H,846
08/26/2021 07H,890
08/26/2021 06H,971
08/26/2021 05H,1037
08/26/2021 04H,1083
08/26/2021 03H,1092
08/26/2021 02H,1125
08/26/2021 01H,1200
08/26/2021 00H,1297
08/25/2021 23H,1474
08/25/2021 22H,1644
08/25/2021 21H,1610
08/25/2021 20H,1472
08/25/2021 19H,1415
08/25/2021 18H,1334
08/25/2021 17H,1211
08/25/2021 16H,1154
08/25/2021 15H,998
08/25/2021 14H,969
08/25/2021 13H,946
08/25/2021 12H,908
08/25/2021 11H,890
08/25/2021 10H,880
08/25/2021 09H,868
08/25/2021 08H,872
08/25/2021 07H,877
08/25/2021 06H,915
08/25/2021 05H,1006
08/25/2021 04H,1101
08/25/2021 03H,1135
08/25/2021 02H,1150
08/25/2021 01H,1166
08/25/2021 00H,1191
08/24/2021 23H,1227
08/24/2021 22H,1468
08/24/2021 21H,1475
08/24/2021 20H,1414
08/24/2021 19H,1178
08/24/2021 18H,1159
08/24/2021 17H,1157
08/24/2021 16H,1102
08/24/2021 15H,1034
08/24/2021 14H,958
08/24/2021 13H,895
08/24/2021 12H,842
08/24/2021 11H,823
08/24/2021 10H,814
08/24/2021 09H,813
08/24/2021 08H,816
08/24/2021 07H,823
08/24/2021 06H,837
08/24/2021 05H,908
08/24/2021 04H,1010
08/24/2021 03H,1104
08/24/2021 02H,1161
08/24/2021 01H,1237
08/24/2021 00H,1246
08/23/2021 23H,1271
08/23/2021 22H,1262
08/23/2021 21H,1251
08/23/2021 20H,1146
08/23/2021 19H,1137
08/23/2021 18H,1132
08/23/2021 17H,1123
08/23/2021 16H,1089
08/23/2021 15H,981
08/23/2021 14H,973
08/23/2021 13H,924
08/23/2021 12H,887
08/23/2021 11H,860
08/23/2021 10H,851
08/23/2021 09H,838
08/23/2021 08H,822
08/23/2021 07H,834
08/23/2021 06H,853
08/23/2021 05H,957
08/23/2021 04H,1003
08/23/2021 03H,1018
08/23/2021 02H,1040
08/23/2021 01H,1053
08/23/2021 00H,1071
08/22/2021 23H,1071
08/22/2021 22H,1068
08/22/2021 21H,1063
08/22/2021 20H,1065
08/22/2021 19H,1061
08/22/2021 18H,1064
08/22/2021 17H,1066
08/22/2021 16H,995
08/22/2021 15H,869
08/22/2021 14H,848
08/22/2021 13H,845
08/22/2021 12H,847
08/22/2021 11H,845
08/22/2021 10H,840
08/22/2021 09H,862
08/22/2021 08H,923
08/22/2021 07H,960
08/22/2021 06H,956
08/22/2021 05H,912
08/22/2021 04H,971
08/22/2021 03H,1038
08/22/2021 02H,1076
08/22/2021 01H,1102
08/22/2021 00H,1105
08/21/2021 23H,1107
08/21/2021 22H,1105
08/21/2021 21H,1102
08/21/2021 20H,1111
08/21/2021 19H,1109
08/21/2021 18H,1106
08/21/2021 17H,1109
08/21/2021 16H,1092
08/21/2021 15H,961
08/21/2021 14H,863
08/21/2021 13H,843
08/21/2021 12H,840
08/21/2021 11H,825
08/21/2021 10H,826
08/21/2021 09H,881
08/21/2021 08H,957
08/21/2021 07H,968
08/21/2021 06H,1057
08/21/2021 05H,1087
08/21/2021 04H,1094
08/21/2021 03H,1144
08/21/2021 02H,1176
08/21/2021 01H,1189
08/21/2021 00H,1190
08/20/2021 23H,1254
08/20/2021 22H,1323
08/20/2021 21H,1331
08/20/2021 20H,1314
08/20/2021 19H,1156
08/20/2021 18H,1146
08/20/2021 17H,1185
08/20/2021 16H,1204
08/20/2021 15H,1100
08/20/2021 14H,994
08/20/2021 13H,935
08/20/2021 12H,930
08/20/2021 11H,926
08/20/2021 10H,925
08/20/2021 09H,920
