Net generation from coal for Midwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390111&sdid=EBA.MIDW-ALL.NG.COL.H
19:14:04 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDW-ALL.NG.COL.H megawatthours
02/11/2019 23H,43548
02/11/2019 22H,43535
02/11/2019 21H,44002
02/11/2019 20H,44663
02/11/2019 19H,44794
02/11/2019 18H,43714
02/11/2019 17H,45336
02/11/2019 16H,45536
02/11/2019 15H,45591
02/11/2019 14H,45630
02/11/2019 13H,44453
02/11/2019 12H,41975
02/11/2019 11H,39898
02/11/2019 10H,38137
02/11/2019 09H,37316
02/11/2019 08H,37788
02/11/2019 07H,38942
02/11/2019 06H,40109
02/11/2019 05H,41695
02/11/2019 04H,43035
02/11/2019 03H,44310
02/11/2019 02H,45145
02/11/2019 01H,45393
02/11/2019 00H,44379
02/10/2019 23H,43648
02/10/2019 22H,43640
02/10/2019 21H,44207
02/10/2019 20H,44099
02/10/2019 19H,44284
02/10/2019 18H,43550
02/10/2019 17H,44126
02/10/2019 16H,43715
02/10/2019 15H,43033
02/10/2019 14H,42058
02/10/2019 13H,40448
02/10/2019 12H,38922
02/10/2019 11H,37568
02/10/2019 10H,37201
02/10/2019 09H,37211
02/10/2019 08H,38239
02/10/2019 07H,39274
02/10/2019 06H,40498
02/10/2019 05H,42220
02/10/2019 04H,42886
02/10/2019 03H,44496
02/10/2019 02H,44872
02/10/2019 01H,44359
02/10/2019 00H,42569
02/9/2019 23H,40363
02/9/2019 22H,38938
02/9/2019 21H,39055
02/9/2019 20H,40297
02/9/2019 19H,42044
02/9/2019 18H,43150
02/9/2019 17H,44748
02/9/2019 16H,44946
02/9/2019 15H,45075
02/9/2019 14H,44849
02/9/2019 13H,43967
02/9/2019 12H,42637
02/9/2019 11H,41596
02/9/2019 10H,40845
02/9/2019 09H,41028
02/9/2019 08H,41794
02/9/2019 07H,43350
02/9/2019 06H,44765
02/9/2019 05H,45496
02/9/2019 04H,46053
02/9/2019 03H,46121
02/9/2019 02H,46174
02/9/2019 01H,45945
02/9/2019 00H,45004
02/8/2019 23H,43867
02/8/2019 22H,43376
02/8/2019 21H,43432
02/8/2019 20H,43978
02/8/2019 19H,44625
02/8/2019 18H,44260
02/8/2019 17H,45118
02/8/2019 16H,44663
02/8/2019 15H,44428
02/8/2019 14H,44021
02/8/2019 13H,42436
02/8/2019 12H,39552
02/8/2019 11H,36562
02/8/2019 10H,35162
02/8/2019 09H,34476
02/8/2019 08H,34329
02/8/2019 07H,35208
02/8/2019 06H,37123
02/8/2019 05H,39371
02/8/2019 04H,41381
02/8/2019 03H,42686
02/8/2019 02H,43542
02/8/2019 01H,44201
02/8/2019 00H,43306
02/7/2019 23H,41827
02/7/2019 22H,40727
02/7/2019 21H,40887
02/7/2019 20H,41731
02/7/2019 19H,42495
02/7/2019 18H,42820
02/7/2019 17H,43643
02/7/2019 16H,43316
02/7/2019 15H,42760
02/7/2019 14H,42567
02/7/2019 13H,40786
02/7/2019 12H,37389
02/7/2019 11H,33231
02/7/2019 10H,31934
02/7/2019 09H,32342
02/7/2019 08H,33183
02/7/2019 07H,34593
02/7/2019 06H,37340
02/7/2019 05H,39748
02/7/2019 04H,42034
02/7/2019 03H,43873
02/7/2019 02H,44657
02/7/2019 01H,45161
02/7/2019 00H,44620
02/6/2019 23H,44081
02/6/2019 22H,43817
02/6/2019 21H,43949
02/6/2019 20H,44320
02/6/2019 19H,44382
02/6/2019 18H,43846
02/6/2019 17H,44700
02/6/2019 16H,44063
02/6/2019 15H,44226
02/6/2019 14H,43617
02/6/2019 13H,41958
02/6/2019 12H,39332
02/6/2019 11H,36045
02/6/2019 10H,34608
02/6/2019 09H,34726
02/6/2019 08H,35715
02/6/2019 07H,36844
02/6/2019 06H,39239
02/6/2019 05H,41409
02/6/2019 04H,43003
02/6/2019 03H,44490
02/6/2019 02H,45032
02/6/2019 01H,45162
02/6/2019 00H,44827
02/5/2019 23H,44226
02/5/2019 22H,43462
02/5/2019 21H,43131
02/5/2019 20H,43592
02/5/2019 19H,43654
02/5/2019 18H,43385
02/5/2019 17H,44446
02/5/2019 16H,44114
02/5/2019 15H,43681
02/5/2019 14H,43307
02/5/2019 13H,42030
02/5/2019 12H,38728
02/5/2019 11H,35250
02/5/2019 10H,32794
02/5/2019 09H,31786
02/5/2019 08H,31122
02/5/2019 07H,31763
02/5/2019 06H,34123
02/5/2019 05H,36267
02/5/2019 04H,38236
02/5/2019 03H,40569
02/5/2019 02H,41991
02/5/2019 01H,41650
02/5/2019 00H,39881
02/4/2019 23H,37415
02/4/2019 22H,35418
02/4/2019 21H,34496
02/4/2019 20H,35287
02/4/2019 19H,35749
02/4/2019 18H,36116
02/4/2019 17H,37518
02/4/2019 16H,37699
02/4/2019 15H,37857
02/4/2019 14H,37412
02/4/2019 13H,35184
02/4/2019 12H,31118
02/4/2019 11H,27308
02/4/2019 10H,25685
02/4/2019 09H,25114
02/4/2019 08H,25237
02/4/2019 07H,25962
02/4/2019 06H,28017
02/4/2019 05H,30617
02/4/2019 04H,32994
02/4/2019 03H,34976
02/4/2019 02H,36870
02/4/2019 01H,38047
02/4/2019 00H,37708
02/3/2019 23H,35479
02/3/2019 22H,34572
02/3/2019 21H,34494
02/3/2019 20H,34825
02/3/2019 19H,35136
02/3/2019 18H,34395
02/3/2019 17H,34301
02/3/2019 16H,34239
02/3/2019 15H,33335
02/3/2019 14H,31171
02/3/2019 13H,29251
02/3/2019 12H,27399
02/3/2019 11H,26460
02/3/2019 10H,25719
02/3/2019 09H,25686
02/3/2019 08H,26324
02/3/2019 07H,27856
02/3/2019 06H,29534
02/3/2019 05H,31394
02/3/2019 04H,33108
02/3/2019 03H,35132
02/3/2019 02H,36942
02/3/2019 01H,37877
02/3/2019 00H,35840
02/2/2019 23H,33214
02/2/2019 22H,32130
02/2/2019 21H,32148
02/2/2019 20H,32847
02/2/2019 19H,34514
02/2/2019 18H,35560
02/2/2019 17H,38355
02/2/2019 16H,39781
02/2/2019 15H,39616
02/2/2019 14H,38375
02/2/2019 13H,36827
02/2/2019 12H,35674
02/2/2019 11H,34600
02/2/2019 10H,33314
02/2/2019 09H,32641
02/2/2019 08H,32452
02/2/2019 07H,34150
02/2/2019 06H,35569
02/2/2019 05H,37303
02/2/2019 04H,39570
02/2/2019 03H,40920
02/2/2019 02H,41264
02/2/2019 01H,42291
02/2/2019 00H,40936
02/1/2019 23H,39569
02/1/2019 22H,39232
02/1/2019 21H,40196
02/1/2019 20H,42012
02/1/2019 19H,43785
02/1/2019 18H,44751
02/1/2019 17H,47280
02/1/2019 16H,48917
02/1/2019 15H,49206
02/1/2019 14H,49293
02/1/2019 13H,47801
02/1/2019 12H,45517
02/1/2019 11H,43797
02/1/2019 10H,42933
02/1/2019 09H,42691
02/1/2019 08H,43227
02/1/2019 07H,43916
02/1/2019 06H,45607
02/1/2019 05H,47912
02/1/2019 04H,49393
02/1/2019 03H,49997
02/1/2019 02H,50199
02/1/2019 01H,49825
02/1/2019 00H,48569
01/31/2019 23H,47905
01/31/2019 22H,47466
01/31/2019 21H,47566
01/31/2019 20H,48057
01/31/2019 19H,48473
01/31/2019 18H,48061
01/31/2019 17H,48744
01/31/2019 16H,48226
01/31/2019 15H,48177
01/31/2019 14H,48582
01/31/2019 13H,48276
01/31/2019 12H,47865
01/31/2019 11H,46784
01/31/2019 10H,45478
01/31/2019 09H,45091
01/31/2019 08H,45417
01/31/2019 07H,46447
01/31/2019 06H,47557
01/31/2019 05H,48058
01/31/2019 04H,48586
01/31/2019 03H,48656
01/31/2019 02H,48702
01/31/2019 01H,48175
01/31/2019 00H,47604
01/30/2019 23H,45391
01/30/2019 22H,44719
01/30/2019 21H,45229
01/30/2019 20H,46064
01/30/2019 19H,44960
01/30/2019 18H,43129
01/30/2019 17H,44878
01/30/2019 16H,46225
01/30/2019 15H,46871
01/30/2019 14H,47954
01/30/2019 13H,48238
01/30/2019 12H,46796
01/30/2019 11H,45761
01/30/2019 10H,45165
01/30/2019 09H,44939
01/30/2019 08H,44795
01/30/2019 07H,44645
01/30/2019 06H,44519
01/30/2019 05H,44437
01/30/2019 04H,45317
01/30/2019 03H,46087
01/30/2019 02H,46467
01/30/2019 01H,46464
01/30/2019 00H,44932
01/29/2019 23H,43617
01/29/2019 22H,42325
01/29/2019 21H,41498
01/29/2019 20H,41941
01/29/2019 19H,42674
01/29/2019 18H,42601
01/29/2019 17H,44124
01/29/2019 16H,45203
01/29/2019 15H,45379
01/29/2019 14H,45092
01/29/2019 13H,42839
01/29/2019 12H,39601
01/29/2019 11H,35582
01/29/2019 10H,33345
01/29/2019 09H,33210
01/29/2019 08H,34129
01/29/2019 07H,35288
01/29/2019 06H,38684
01/29/2019 05H,41117
01/29/2019 04H,43411
01/29/2019 03H,44289
01/29/2019 02H,44203
01/29/2019 01H,44263
01/29/2019 00H,41679
01/28/2019 23H,39553
01/28/2019 22H,39003
01/28/2019 21H,38536
01/28/2019 20H,39206
01/28/2019 19H,39684
01/28/2019 18H,39167
01/28/2019 17H,40358
01/28/2019 16H,40642
01/28/2019 15H,41044
01/28/2019 14H,41603
01/28/2019 13H,40973
01/28/2019 12H,39531
01/28/2019 11H,36575
01/28/2019 10H,34784
01/28/2019 09H,34384
01/28/2019 08H,34526
01/28/2019 07H,35902
01/28/2019 06H,37273
01/28/2019 05H,38353
01/28/2019 04H,40740
01/28/2019 03H,41681
01/28/2019 02H,41802
01/28/2019 01H,41139
01/28/2019 00H,39287
01/27/2019 23H,36381
01/27/2019 22H,35171
01/27/2019 21H,35355
01/27/2019 20H,36486
01/27/2019 19H,38251
01/27/2019 18H,39311
01/27/2019 17H,41733
01/27/2019 16H,42716
01/27/2019 15H,42954
01/27/2019 14H,42649
01/27/2019 13H,40994
01/27/2019 12H,38846
01/27/2019 11H,36540
01/27/2019 10H,35314
01/27/2019 09H,34889
01/27/2019 08H,35107
01/27/2019 07H,35955
01/27/2019 06H,37188
01/27/2019 05H,38342
01/27/2019 04H,40202
01/27/2019 03H,40988
01/27/2019 02H,41910
01/27/2019 01H,42637
01/27/2019 00H,42480
01/26/2019 23H,40683
01/26/2019 22H,39962
01/26/2019 21H,39997
01/26/2019 20H,41207
01/26/2019 19H,42441
01/26/2019 18H,43253
01/26/2019 17H,45166
01/26/2019 16H,45669
01/26/2019 15H,45739
01/26/2019 14H,45085
01/26/2019 13H,43981
01/26/2019 12H,42913
01/26/2019 11H,42249
01/26/2019 10H,41830
01/26/2019 09H,41636
01/26/2019 08H,42232
01/26/2019 07H,42831
01/26/2019 06H,43908
01/26/2019 05H,44675
01/26/2019 04H,45225
01/26/2019 03H,45916
01/26/2019 02H,46058
01/26/2019 01H,45932
01/26/2019 00H,45352
01/25/2019 23H,44268
01/25/2019 22H,43103
01/25/2019 21H,43085
01/25/2019 20H,43996
01/25/2019 19H,45109
01/25/2019 18H,45292
01/25/2019 17H,46103
01/25/2019 16H,46417
01/25/2019 15H,46668
01/25/2019 14H,46405
01/25/2019 13H,45308
01/25/2019 12H,43833
01/25/2019 11H,42039
01/25/2019 10H,40628
01/25/2019 09H,41005
01/25/2019 08H,41518
01/25/2019 07H,42535
01/25/2019 06H,43210
01/25/2019 05H,43317
01/25/2019 04H,43155
01/25/2019 03H,43721
01/25/2019 02H,43996
01/25/2019 01H,44281
01/25/2019 00H,42001
01/24/2019 23H,40339
01/24/2019 22H,39050
01/24/2019 21H,39247
01/24/2019 20H,39960
01/24/2019 19H,40579
01/24/2019 18H,40345
01/24/2019 17H,42093
01/24/2019 16H,43394
01/24/2019 15H,44051
01/24/2019 14H,43346
01/24/2019 13H,41497
01/24/2019 12H,38681
01/24/2019 11H,35709
01/24/2019 10H,34322
01/24/2019 09H,33974
01/24/2019 08H,34104
01/24/2019 07H,35634
01/24/2019 06H,38859
01/24/2019 05H,40593
01/24/2019 04H,42645
01/24/2019 03H,43945
01/24/2019 02H,44801
01/24/2019 01H,45662
01/24/2019 00H,45286
01/23/2019 23H,43566
01/23/2019 22H,43575
01/23/2019 21H,44048
01/23/2019 20H,44593
01/23/2019 19H,45234
01/23/2019 18H,44718
01/23/2019 17H,45841
01/23/2019 16H,45651
01/23/2019 15H,44966
01/23/2019 14H,44574
01/23/2019 13H,42166
01/23/2019 12H,39254
01/23/2019 11H,36794
01/23/2019 10H,35533
01/23/2019 09H,35680
01/23/2019 08H,36531
01/23/2019 07H,37931
01/23/2019 06H,40427
01/23/2019 05H,43633
01/23/2019 04H,46229
01/23/2019 03H,47571
01/23/2019 02H,48076
01/23/2019 01H,48443
01/23/2019 00H,47413
01/22/2019 23H,47021
01/22/2019 22H,46967
01/22/2019 21H,46875
01/22/2019 20H,47494
01/22/2019 19H,47843
01/22/2019 18H,47451
01/22/2019 17H,48764
01/22/2019 16H,49152
01/22/2019 15H,49095
01/22/2019 14H,48672
01/22/2019 13H,47881
01/22/2019 12H,46366
01/22/2019 11H,43872
01/22/2019 10H,42434
01/22/2019 09H,41764
01/22/2019 08H,41599
01/22/2019 07H,41869
01/22/2019 06H,42644
01/22/2019 05H,44276
01/22/2019 04H,46038
01/22/2019 03H,47668
01/22/2019 02H,48031
01/22/2019 01H,47538
01/22/2019 00H,46684
01/21/2019 23H,45107
01/21/2019 22H,44340
01/21/2019 21H,44705
01/21/2019 20H,45497
01/21/2019 19H,46262
01/21/2019 18H,45526
01/21/2019 17H,46064
01/21/2019 16H,45797
01/21/2019 15H,45804
01/21/2019 14H,45829
01/21/2019 13H,43807
01/21/2019 12H,42364
01/21/2019 11H,41145
01/21/2019 10H,40637
01/21/2019 09H,40609
01/21/2019 08H,40626
01/21/2019 07H,41388
01/21/2019 06H,42863
01/21/2019 05H,43886
01/21/2019 04H,45562
01/21/2019 03H,46608
01/21/2019 02H,47212
01/21/2019 01H,47354
01/21/2019 00H,46960
01/20/2019 23H,45699
01/20/2019 22H,44157
01/20/2019 21H,44166
01/20/2019 20H,45099
01/20/2019 19H,46004
01/20/2019 18H,45690
01/20/2019 17H,46309
01/20/2019 16H,46021
01/20/2019 15H,46046
01/20/2019 14H,45080
01/20/2019 13H,44002
01/20/2019 12H,42106
01/20/2019 11H,40922
01/20/2019 10H,40263
01/20/2019 09H,39866
01/20/2019 08H,39549
01/20/2019 07H,40183
01/20/2019 06H,43325
01/20/2019 05H,44842
01/20/2019 04H,45988
01/20/2019 03H,46121
01/20/2019 02H,46456
01/20/2019 01H,47387
01/20/2019 00H,47109
01/19/2019 23H,46139
01/19/2019 22H,45383
01/19/2019 21H,45395
01/19/2019 20H,45435
01/19/2019 19H,46127
01/19/2019 18H,44896
01/19/2019 17H,44806
01/19/2019 16H,43128
01/19/2019 15H,42005
01/19/2019 14H,40548
01/19/2019 13H,38174
01/19/2019 12H,36204
01/19/2019 11H,34957
01/19/2019 10H,34073
01/19/2019 09H,34757
01/19/2019 08H,35433
01/19/2019 07H,36605
01/19/2019 06H,39061
01/19/2019 05H,41870
01/19/2019 04H,44284
01/19/2019 03H,45633
01/19/2019 02H,46235
01/19/2019 01H,46898
01/19/2019 00H,47570
01/18/2019 23H,46465
01/18/2019 22H,46471
01/18/2019 21H,46614
01/18/2019 20H,47065
01/18/2019 19H,47102
01/18/2019 18H,46460
01/18/2019 17H,47779
01/18/2019 16H,48304
01/18/2019 15H,48797
01/18/2019 14H,48483
01/18/2019 13H,47305
01/18/2019 12H,45580
01/18/2019 11H,43515
01/18/2019 10H,41862
01/18/2019 09H,41604
01/18/2019 08H,41822
01/18/2019 07H,43272
01/18/2019 06H,44644
01/18/2019 05H,46236
01/18/2019 04H,47749
01/18/2019 03H,48669
01/18/2019 02H,48828
01/18/2019 01H,48863
01/18/2019 00H,48599
01/17/2019 23H,48500
01/17/2019 22H,48106
01/17/2019 21H,48136
01/17/2019 20H,48175
01/17/2019 19H,48527
01/17/2019 18H,47914
01/17/2019 17H,48699
01/17/2019 16H,48649
01/17/2019 15H,48459
01/17/2019 14H,48326
01/17/2019 13H,47734
01/17/2019 12H,46296
01/17/2019 11H,44783
01/17/2019 10H,43201
01/17/2019 09H,43200
01/17/2019 08H,43626
01/17/2019 07H,44926
01/17/2019 06H,46267
01/17/2019 05H,47367
01/17/2019 04H,48768
01/17/2019 03H,49561
01/17/2019 02H,49915
01/17/2019 01H,49901
01/17/2019 00H,49588
01/16/2019 23H,49166
01/16/2019 22H,48632
01/16/2019 21H,48493
01/16/2019 20H,49077
01/16/2019 19H,49500
01/16/2019 18H,48842
01/16/2019 17H,49789
01/16/2019 16H,49884
01/16/2019 15H,49635
01/16/2019 14H,49131
01/16/2019 13H,47824
01/16/2019 12H,45750
01/16/2019 11H,43364
01/16/2019 10H,41366
01/16/2019 09H,40379
01/16/2019 08H,40397
01/16/2019 07H,40950
01/16/2019 06H,42380
01/16/2019 05H,43821
01/16/2019 04H,45264
01/16/2019 03H,47446
01/16/2019 02H,48757
01/16/2019 01H,48910
01/16/2019 00H,48666
01/15/2019 23H,47664
01/15/2019 22H,46682
01/15/2019 21H,46652
01/15/2019 20H,47754
01/15/2019 19H,48333
01/15/2019 18H,48266
01/15/2019 17H,49034
01/15/2019 16H,48703
01/15/2019 15H,48620
01/15/2019 14H,48119
01/15/2019 13H,46834
01/15/2019 12H,44840
01/15/2019 11H,42858
01/15/2019 10H,41111
01/15/2019 09H,40820
01/15/2019 08H,41016
01/15/2019 07H,42125
01/15/2019 06H,43839
01/15/2019 05H,45340
01/15/2019 04H,46834
01/15/2019 03H,47808
01/15/2019 02H,48269
01/15/2019 01H,48276
01/15/2019 00H,48282
01/14/2019 23H,47609
01/14/2019 22H,47364
01/14/2019 21H,47337
01/14/2019 20H,47357
01/14/2019 19H,47489
01/14/2019 18H,47034
01/14/2019 17H,47808
01/14/2019 16H,47835
01/14/2019 15H,47643
01/14/2019 14H,47270
01/14/2019 13H,45734
01/14/2019 12H,42557
01/14/2019 11H,39619
01/14/2019 10H,37864
01/14/2019 09H,36759
01/14/2019 08H,35849
01/14/2019 07H,36328
01/14/2019 06H,37905
01/14/2019 05H,40037
01/14/2019 04H,42935
01/14/2019 03H,45081
01/14/2019 02H,46113
01/14/2019 01H,46007
01/14/2019 00H,45634
01/13/2019 23H,44411
01/13/2019 22H,43857
01/13/2019 21H,42933
01/13/2019 20H,42915
01/13/2019 19H,43372
01/13/2019 18H,42894
01/13/2019 17H,43641
01/13/2019 16H,43555
01/13/2019 15H,42613
01/13/2019 14H,40957
01/13/2019 13H,38636
01/13/2019 12H,37212
01/13/2019 11H,36007
01/13/2019 10H,34882
01/13/2019 09H,34028
01/13/2019 08H,34425
01/13/2019 07H,35293
01/13/2019 06H,36751
01/13/2019 05H,39035
01/13/2019 04H,40998
01/13/2019 03H,42533
01/13/2019 02H,43618
01/13/2019 01H,44146
01/13/2019 00H,44287
01/12/2019 23H,42878
01/12/2019 22H,42410
01/12/2019 21H,42704
01/12/2019 20H,43329
01/12/2019 19H,44323
01/12/2019 18H,44151
01/12/2019 17H,44798
01/12/2019 16H,45005
01/12/2019 15H,43868
01/12/2019 14H,42094
01/12/2019 13H,40489
01/12/2019 12H,39207
01/12/2019 11H,38282
01/12/2019 10H,38420
01/12/2019 09H,38640
01/12/2019 08H,39027
01/12/2019 07H,40406
01/12/2019 06H,40985
01/12/2019 05H,42001
01/12/2019 04H,44787
01/12/2019 03H,45453
01/12/2019 02H,45794
01/12/2019 01H,46126
01/12/2019 00H,45795
01/11/2019 23H,45010
01/11/2019 22H,44823
01/11/2019 21H,44787
01/11/2019 20H,44948
01/11/2019 19H,45094
01/11/2019 18H,44690
01/11/2019 17H,45610
01/11/2019 16H,45832
01/11/2019 15H,46250
01/11/2019 14H,46433
01/11/2019 13H,45676
01/11/2019 12H,43317
01/11/2019 11H,40667
01/11/2019 10H,38262
01/11/2019 09H,37302
01/11/2019 08H,37125
01/11/2019 07H,37846
01/11/2019 06H,38321
01/11/2019 05H,39915
01/11/2019 04H,42359
01/11/2019 03H,44217
01/11/2019 02H,44832
01/11/2019 01H,44591
01/11/2019 00H,43801
01/10/2019 23H,42088
01/10/2019 22H,40643
01/10/2019 21H,40702
01/10/2019 20H,41572
01/10/2019 19H,42502
01/10/2019 18H,43215
01/10/2019 17H,45647
01/10/2019 16H,45531
01/10/2019 15H,45258
01/10/2019 14H,45543
01/10/2019 13H,45024
01/10/2019 12H,42847
01/10/2019 11H,39975
01/10/2019 10H,38727
01/10/2019 09H,38778
01/10/2019 08H,39293
01/10/2019 07H,40564
01/10/2019 06H,41753
01/10/2019 05H,42446
01/10/2019 04H,43849
01/10/2019 03H,44751
01/10/2019 02H,44803
01/10/2019 01H,44770
01/10/2019 00H,44195
01/9/2019 23H,41924
01/9/2019 22H,40490
01/9/2019 21H,40430
01/9/2019 20H,40428
01/9/2019 19H,40370
01/9/2019 18H,39421
01/9/2019 17H,40143
01/9/2019 16H,39078
01/9/2019 15H,39603
01/9/2019 14H,39352
01/9/2019 13H,36149
01/9/2019 12H,31992
01/9/2019 11H,28329
01/9/2019 10H,26347
01/9/2019 09H,25685
01/9/2019 08H,25885
01/9/2019 07H,26406
01/9/2019 06H,27566
01/9/2019 05H,29532
01/9/2019 04H,31883
01/9/2019 03H,33874
01/9/2019 02H,34567
01/9/2019 01H,34860
01/9/2019 00H,33650
01/8/2019 23H,31087
01/8/2019 22H,30183
01/8/2019 21H,30433
01/8/2019 20H,30800
01/8/2019 19H,31509
01/8/2019 18H,31701
01/8/2019 17H,32557
01/8/2019 16H,33208
01/8/2019 15H,33723
01/8/2019 14H,33555
01/8/2019 13H,31396
01/8/2019 12H,27449
01/8/2019 11H,24853
01/8/2019 10H,23374
01/8/2019 09H,23628
01/8/2019 08H,24444
01/8/2019 07H,26300
01/8/2019 06H,29051
01/8/2019 05H,32181
01/8/2019 04H,34790
01/8/2019 03H,37534
01/8/2019 02H,39722
01/8/2019 01H,40052
01/8/2019 00H,39375
01/7/2019 23H,38199
01/7/2019 22H,37470
01/7/2019 21H,37630
01/7/2019 20H,37676
01/7/2019 19H,36987
01/7/2019 18H,36321
01/7/2019 17H,36900
01/7/2019 16H,37709
01/7/2019 15H,37461
01/7/2019 14H,37062
01/7/2019 13H,34791
01/7/2019 12H,29809
01/7/2019 11H,25530
01/7/2019 10H,23740
01/7/2019 09H,23529
01/7/2019 08H,23993
01/7/2019 07H,24773
01/7/2019 06H,25971
01/7/2019 05H,27827
01/7/2019 04H,30844
01/7/2019 03H,33179
01/7/2019 02H,34206
01/7/2019 01H,34708
01/7/2019 00H,34401
01/6/2019 23H,31276
01/6/2019 22H,28422
01/6/2019 21H,27888
01/6/2019 20H,28256
01/6/2019 19H,29281
01/6/2019 18H,29676
01/6/2019 17H,31330
01/6/2019 16H,32639
01/6/2019 15H,33603
01/6/2019 14H,32782
01/6/2019 13H,31267
01/6/2019 12H,30258
01/6/2019 11H,29671
01/6/2019 10H,29024
01/6/2019 09H,28989
01/6/2019 08H,29533
01/6/2019 07H,30927
01/6/2019 06H,33869
01/6/2019 05H,34957
01/6/2019 04H,36704
01/6/2019 03H,38208
01/6/2019 02H,38963
01/6/2019 01H,39107
01/6/2019 00H,38431
01/5/2019 23H,35756
01/5/2019 22H,34559
01/5/2019 21H,34485
01/5/2019 20H,36114
01/5/2019 19H,37160
01/5/2019 18H,38442
01/5/2019 17H,39834
01/5/2019 16H,39623
01/5/2019 15H,39165
01/5/2019 14H,38126
01/5/2019 13H,35551
01/5/2019 12H,33417
01/5/2019 11H,31328
01/5/2019 10H,30583
01/5/2019 09H,30726
01/5/2019 08H,31356
01/5/2019 07H,31734
01/5/2019 06H,33688
01/5/2019 05H,35258
01/5/2019 04H,37508
01/5/2019 03H,38530
01/5/2019 02H,40193
01/5/2019 01H,42151
01/5/2019 00H,42553
01/4/2019 23H,41326
01/4/2019 22H,40853
01/4/2019 21H,41322
01/4/2019 20H,42301
01/4/2019 19H,43202
01/4/2019 18H,43436
01/4/2019 17H,44716
01/4/2019 16H,44977
01/4/2019 15H,44550
01/4/2019 14H,43299
01/4/2019 13H,39311
01/4/2019 12H,35696
01/4/2019 11H,33180
01/4/2019 10H,31570
01/4/2019 09H,30811
01/4/2019 08H,30728
01/4/2019 07H,31574
01/4/2019 06H,32764
01/4/2019 05H,34603
01/4/2019 04H,36606
01/4/2019 03H,38887
01/4/2019 02H,39065
01/4/2019 01H,39503
01/4/2019 00H,39238
01/3/2019 23H,38610
01/3/2019 22H,38071
01/3/2019 21H,38133
01/3/2019 20H,38195
01/3/2019 19H,39017
01/3/2019 18H,39938
01/3/2019 17H,41275
01/3/2019 16H,40938
01/3/2019 15H,40242
01/3/2019 14H,40468
01/3/2019 13H,38381
01/3/2019 12H,35086
01/3/2019 11H,32860
01/3/2019 10H,31524
01/3/2019 09H,31165
01/3/2019 08H,32585
01/3/2019 07H,34039
01/3/2019 06H,36286
01/3/2019 05H,37746
01/3/2019 04H,39381
01/3/2019 03H,41514
01/3/2019 02H,43656
01/3/2019 01H,44498
01/3/2019 00H,44806
01/2/2019 23H,43846
01/2/2019 22H,42981
01/2/2019 21H,42548
01/2/2019 20H,42029
01/2/2019 19H,41910
01/2/2019 18H,40659
01/2/2019 17H,41225
01/2/2019 16H,41658
01/2/2019 15H,41915
01/2/2019 14H,41685
01/2/2019 13H,39206
01/2/2019 12H,36150
01/2/2019 11H,33604
01/2/2019 10H,32436
01/2/2019 09H,32390
01/2/2019 08H,33182
01/2/2019 07H,34421
01/2/2019 06H,37739
01/2/2019 05H,39740
01/2/2019 04H,40250
01/2/2019 03H,42396
01/2/2019 02H,44062
01/2/2019 01H,44044
01/2/2019 00H,43939
01/1/2019 23H,43344
01/1/2019 22H,42595
01/1/2019 21H,42044
01/1/2019 20H,41467
01/1/2019 19H,40991
01/1/2019 18H,39610
01/1/2019 17H,38619
01/1/2019 16H,36660
01/1/2019 15H,34649
01/1/2019 14H,32697
01/1/2019 13H,31559
01/1/2019 12H,30000
01/1/2019 11H,28170
01/1/2019 10H,27039
01/1/2019 09H,26944
01/1/2019 08H,27214
01/1/2019 07H,27941
01/1/2019 06H,30223
01/1/2019 05H,31312
01/1/2019 04H,31761
01/1/2019 03H,33583
01/1/2019 02H,34946
01/1/2019 01H,36262
01/1/2019 00H,37066
12/31/2018 23H,35812
12/31/2018 22H,34997
12/31/2018 21H,36360
12/31/2018 20H,38130
12/31/2018 19H,40739
12/31/2018 18H,42328
12/31/2018 17H,42820
12/31/2018 16H,42081
12/31/2018 15H,41033
12/31/2018 14H,40092
12/31/2018 13H,37617
12/31/2018 12H,35367
12/31/2018 11H,33827
12/31/2018 10H,32657
12/31/2018 09H,31177
12/31/2018 08H,30525
12/31/2018 07H,31097
12/31/2018 06H,33133
12/31/2018 05H,34228
12/31/2018 04H,35114
12/31/2018 03H,37008
12/31/2018 02H,38543
12/31/2018 01H,40188
12/31/2018 00H,40916
12/30/2018 23H,38838
12/30/2018 22H,36973
12/30/2018 21H,35895
12/30/2018 20H,35908
12/30/2018 19H,36832
12/30/2018 18H,36652
12/30/2018 17H,36947
12/30/2018 16H,37004
12/30/2018 15H,36735
12/30/2018 14H,35726
12/30/2018 13H,34206
12/30/2018 12H,33474
12/30/2018 11H,31559
12/30/2018 10H,30901
12/30/2018 09H,30108
12/30/2018 08H,31288
12/30/2018 07H,32589
12/30/2018 06H,34486
12/30/2018 05H,35792
12/30/2018 04H,37832
12/30/2018 03H,39544
12/30/2018 02H,41802
12/30/2018 01H,41968
12/30/2018 00H,42813
12/29/2018 23H,42234
12/29/2018 22H,41769
12/29/2018 21H,41792
12/29/2018 20H,42500
12/29/2018 19H,43215
12/29/2018 18H,43106
12/29/2018 17H,43679
12/29/2018 16H,43452
12/29/2018 15H,43106
