Net generation from coal for Midwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390111&sdid=EBA.MIDW-ALL.NG.COL.H
19:14:04 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDW-ALL.NG.COL.H megawatthours
08/9/2021 23H,46637
08/9/2021 22H,46433
08/9/2021 21H,46344
08/9/2021 20H,46383
08/9/2021 19H,46517
08/9/2021 18H,46754
08/9/2021 17H,46732
08/9/2021 16H,46638
08/9/2021 15H,46087
08/9/2021 14H,44690
08/9/2021 13H,43368
08/9/2021 12H,41842
08/9/2021 11H,39872
08/9/2021 10H,38718
08/9/2021 09H,38040
08/9/2021 08H,38171
08/9/2021 07H,39133
08/9/2021 06H,40277
08/9/2021 05H,41646
08/9/2021 04H,42606
08/9/2021 03H,44594
08/9/2021 02H,45435
08/9/2021 01H,45563
08/9/2021 00H,45507
08/8/2021 23H,45649
08/8/2021 22H,45716
08/8/2021 21H,45696
08/8/2021 20H,45556
08/8/2021 19H,45461
08/8/2021 18H,44916
08/8/2021 17H,44119
08/8/2021 16H,43143
08/8/2021 15H,40931
08/8/2021 14H,38194
08/8/2021 13H,35923
08/8/2021 12H,34469
08/8/2021 11H,34679
08/8/2021 10H,32656
08/8/2021 09H,32879
08/8/2021 08H,34460
08/8/2021 07H,36745
08/8/2021 06H,39681
08/8/2021 05H,41761
08/8/2021 04H,43077
08/8/2021 03H,44529
08/8/2021 02H,45550
08/8/2021 01H,46014
08/8/2021 00H,46187
08/7/2021 23H,46184
08/7/2021 22H,46101
08/7/2021 21H,46094
08/7/2021 20H,45944
08/7/2021 19H,45633
08/7/2021 18H,45141
08/7/2021 17H,44363
08/7/2021 16H,43057
08/7/2021 15H,41941
08/7/2021 14H,39652
08/7/2021 13H,37168
08/7/2021 12H,36443
08/7/2021 11H,35864
08/7/2021 10H,34352
08/7/2021 09H,33827
08/7/2021 08H,34558
08/7/2021 07H,37112
08/7/2021 06H,39924
08/7/2021 05H,41031
08/7/2021 04H,42408
08/7/2021 03H,43800
08/7/2021 02H,44709
08/7/2021 01H,44889
08/7/2021 00H,44882
08/6/2021 23H,45182
08/6/2021 22H,45319
08/6/2021 21H,44978
08/6/2021 20H,44785
08/6/2021 19H,44490
08/6/2021 18H,44008
08/6/2021 17H,43544
08/6/2021 16H,43188
08/6/2021 15H,42381
08/6/2021 14H,41538
08/6/2021 13H,40201
08/6/2021 12H,39105
08/6/2021 11H,38536
08/6/2021 10H,37294
08/6/2021 09H,36948
08/6/2021 08H,37057
08/6/2021 07H,38339
08/6/2021 06H,40194
08/6/2021 05H,40626
08/6/2021 04H,41853
08/6/2021 03H,43467
08/6/2021 02H,44529
08/6/2021 01H,45126
08/6/2021 00H,45252
08/5/2021 23H,45484
08/5/2021 22H,45818
08/5/2021 21H,45720
08/5/2021 20H,45484
08/5/2021 19H,45071
08/5/2021 18H,44956
08/5/2021 17H,44312
08/5/2021 16H,43545
08/5/2021 15H,42406
08/5/2021 14H,40892
08/5/2021 13H,39615
08/5/2021 12H,38442
08/5/2021 11H,36499
08/5/2021 10H,34194
08/5/2021 09H,32988
08/5/2021 08H,33436
08/5/2021 07H,35714
08/5/2021 06H,38822
08/5/2021 05H,40613
08/5/2021 04H,42051
08/5/2021 03H,44214
08/5/2021 02H,45603
08/5/2021 01H,46002
08/5/2021 00H,46001
08/4/2021 23H,45926
08/4/2021 22H,45992
08/4/2021 21H,45961
08/4/2021 20H,45967
08/4/2021 19H,45694
08/4/2021 18H,45264
08/4/2021 17H,44284
08/4/2021 16H,43487
08/4/2021 15H,42140
08/4/2021 14H,40401
08/4/2021 13H,38945
08/4/2021 12H,39092
08/4/2021 11H,38122
08/4/2021 10H,36751
08/4/2021 09H,36687
08/4/2021 08H,37491
08/4/2021 07H,39617
08/4/2021 06H,41710
08/4/2021 05H,42992
08/4/2021 04H,43649
08/4/2021 03H,44639
08/4/2021 02H,45669
08/4/2021 01H,45832
08/4/2021 00H,45732
08/3/2021 23H,45902
08/3/2021 22H,45879
08/3/2021 21H,45336
08/3/2021 20H,44854
08/3/2021 19H,44817
08/3/2021 18H,45095
08/3/2021 17H,44836
08/3/2021 16H,44497
08/3/2021 15H,43354
08/3/2021 14H,42315
08/3/2021 13H,41081
08/3/2021 12H,39629
08/3/2021 11H,38453
08/3/2021 10H,37063
08/3/2021 09H,36756
08/3/2021 08H,37525
08/3/2021 07H,38761
08/3/2021 06H,41061
08/3/2021 05H,42675
08/3/2021 04H,43871
08/3/2021 03H,45148
08/3/2021 02H,46142
08/3/2021 01H,46629
08/3/2021 00H,46634
08/2/2021 23H,46746
08/2/2021 22H,46513
08/2/2021 21H,46219
08/2/2021 20H,45797
08/2/2021 19H,45470
08/2/2021 18H,44614
08/2/2021 17H,43614
08/2/2021 16H,42732
08/2/2021 15H,42077
08/2/2021 14H,41232
08/2/2021 13H,39861
08/2/2021 12H,38874
08/2/2021 11H,38435
08/2/2021 10H,36843
08/2/2021 09H,36038
08/2/2021 08H,36486
08/2/2021 07H,37507
08/2/2021 06H,39047
08/2/2021 05H,39579
08/2/2021 04H,40605
08/2/2021 03H,41916
08/2/2021 02H,42468
08/2/2021 01H,42548
08/2/2021 00H,42562
08/1/2021 23H,42725
08/1/2021 22H,42635
08/1/2021 21H,42423
08/1/2021 20H,42298
08/1/2021 19H,42217
08/1/2021 18H,41915
08/1/2021 17H,41448
08/1/2021 16H,40847
08/1/2021 15H,39702
08/1/2021 14H,37912
08/1/2021 13H,34976
08/1/2021 12H,33004
08/1/2021 11H,32825
08/1/2021 10H,32419
08/1/2021 09H,32348
08/1/2021 08H,33108
08/1/2021 07H,34501
08/1/2021 06H,36221
08/1/2021 05H,37919
08/1/2021 04H,39617
08/1/2021 03H,41065
08/1/2021 02H,42015
08/1/2021 01H,42143
08/1/2021 00H,42334
07/31/2021 23H,42294
07/31/2021 22H,42199
07/31/2021 21H,42143
07/31/2021 20H,42277
07/31/2021 19H,42340
07/31/2021 18H,42399
07/31/2021 17H,42384
07/31/2021 16H,41740
07/31/2021 15H,40267
07/31/2021 14H,39118
07/31/2021 13H,37797
07/31/2021 12H,36874
07/31/2021 11H,36807
07/31/2021 10H,36649
07/31/2021 09H,36681
07/31/2021 08H,37153
07/31/2021 07H,38343
07/31/2021 06H,40002
07/31/2021 05H,40987
07/31/2021 04H,41772
07/31/2021 03H,42791
07/31/2021 02H,43349
07/31/2021 01H,43531
07/31/2021 00H,43749
07/30/2021 23H,43977
07/30/2021 22H,43941
07/30/2021 21H,44047
07/30/2021 20H,44366
07/30/2021 19H,44691
07/30/2021 18H,44710
07/30/2021 17H,44565
07/30/2021 16H,44260
07/30/2021 15H,43636
07/30/2021 14H,42570
07/30/2021 13H,40815
07/30/2021 12H,39567
07/30/2021 11H,39632
07/30/2021 10H,38936
07/30/2021 09H,38517
07/30/2021 08H,39117
07/30/2021 07H,40086
07/30/2021 06H,42151
07/30/2021 05H,43117
07/30/2021 04H,43764
07/30/2021 03H,44661
07/30/2021 02H,46197
07/30/2021 01H,46709
07/30/2021 00H,47053
07/29/2021 23H,47051
07/29/2021 22H,47125
07/29/2021 21H,47188
07/29/2021 20H,47289
07/29/2021 19H,47624
07/29/2021 18H,47609
07/29/2021 17H,47341
07/29/2021 16H,46785
07/29/2021 15H,46152
07/29/2021 14H,45104
07/29/2021 13H,43671
07/29/2021 12H,43308
07/29/2021 11H,41313
07/29/2021 10H,39267
07/29/2021 09H,38623
07/29/2021 08H,39483
07/29/2021 07H,41002
07/29/2021 06H,42975
07/29/2021 05H,44710
07/29/2021 04H,45604
07/29/2021 03H,46598
07/29/2021 02H,47309
07/29/2021 01H,47432
07/29/2021 00H,47355
07/28/2021 23H,46971
07/28/2021 22H,46807
07/28/2021 21H,47076
07/28/2021 20H,46965
07/28/2021 19H,46796
07/28/2021 18H,46569
07/28/2021 17H,46362
07/28/2021 16H,45747
07/28/2021 15H,45285
07/28/2021 14H,44268
07/28/2021 13H,42007
07/28/2021 12H,40144
07/28/2021 11H,38419
07/28/2021 10H,37026
07/28/2021 09H,36847
07/28/2021 08H,38080
07/28/2021 07H,39809
07/28/2021 06H,42051
07/28/2021 05H,43533
07/28/2021 04H,44038
07/28/2021 03H,44390
07/28/2021 02H,44938
07/28/2021 01H,45274
07/28/2021 00H,45486
07/27/2021 23H,45627
07/27/2021 22H,45663
07/27/2021 21H,46805
07/27/2021 20H,46964
07/27/2021 19H,46918
07/27/2021 18H,46869
07/27/2021 17H,46462
07/27/2021 16H,45628
07/27/2021 15H,44526
07/27/2021 14H,42348
07/27/2021 13H,40134
07/27/2021 12H,38363
07/27/2021 11H,35681
07/27/2021 10H,34671
07/27/2021 09H,34660
07/27/2021 08H,35279
07/27/2021 07H,37619
07/27/2021 06H,40749
07/27/2021 05H,42453
07/27/2021 04H,43873
07/27/2021 03H,45299
07/27/2021 02H,46411
07/27/2021 01H,46895
07/27/2021 00H,46744
07/26/2021 23H,46686
07/26/2021 22H,46897
07/26/2021 21H,46760
07/26/2021 20H,46742
07/26/2021 19H,46551
07/26/2021 18H,46448
07/26/2021 17H,46604
07/26/2021 16H,46362
07/26/2021 15H,45379
07/26/2021 14H,43635
07/26/2021 13H,41684
07/26/2021 12H,39967
07/26/2021 11H,38065
07/26/2021 10H,36565
07/26/2021 09H,36252
07/26/2021 08H,37373
07/26/2021 07H,39396
07/26/2021 06H,41470
07/26/2021 05H,43131
07/26/2021 04H,44110
07/26/2021 03H,45345
07/26/2021 02H,46404
07/26/2021 01H,46613
07/26/2021 00H,46802
07/25/2021 23H,46874
07/25/2021 22H,46513
07/25/2021 21H,46094
07/25/2021 20H,45948
07/25/2021 19H,45996
07/25/2021 18H,45932
07/25/2021 17H,44994
07/25/2021 16H,44052
07/25/2021 15H,42446
07/25/2021 14H,40676
07/25/2021 13H,38084
07/25/2021 12H,36309
07/25/2021 11H,36046
07/25/2021 10H,35931
07/25/2021 09H,36631
07/25/2021 08H,37642
07/25/2021 07H,38869
07/25/2021 06H,40686
07/25/2021 05H,42513
07/25/2021 04H,43605
07/25/2021 03H,44417
07/25/2021 02H,44771
07/25/2021 01H,44980
07/25/2021 00H,45217
07/24/2021 23H,45788
07/24/2021 22H,46127
07/24/2021 21H,46233
07/24/2021 20H,46368
07/24/2021 19H,46256
07/24/2021 18H,46191
07/24/2021 17H,45668
07/24/2021 16H,44356
07/24/2021 15H,42814
07/24/2021 14H,40892
07/24/2021 13H,38342
07/24/2021 12H,35978
07/24/2021 11H,35315
07/24/2021 10H,34115
07/24/2021 09H,33522
07/24/2021 08H,33998
07/24/2021 07H,36193
07/24/2021 06H,39358
07/24/2021 05H,40420
07/24/2021 04H,41544
07/24/2021 03H,43266
07/24/2021 02H,44653
07/24/2021 01H,45260
07/24/2021 00H,45265
07/23/2021 23H,45373
07/23/2021 22H,45563
07/23/2021 21H,45748
07/23/2021 20H,45625
07/23/2021 19H,45648
07/23/2021 18H,45568
07/23/2021 17H,45415
07/23/2021 16H,44750
07/23/2021 15H,43716
07/23/2021 14H,41974
07/23/2021 13H,40078
07/23/2021 12H,38175
07/23/2021 11H,36242
07/23/2021 10H,34108
07/23/2021 09H,33648
07/23/2021 08H,34624
07/23/2021 07H,36745
07/23/2021 06H,39230
07/23/2021 05H,41078
07/23/2021 04H,42402
07/23/2021 03H,44009
07/23/2021 02H,44929
07/23/2021 01H,45131
07/23/2021 00H,44999
07/22/2021 23H,44770
07/22/2021 22H,44857
07/22/2021 21H,44930
07/22/2021 20H,45080
07/22/2021 19H,45006
07/22/2021 18H,44618
07/22/2021 17H,44151
07/22/2021 16H,43552
07/22/2021 15H,42245
07/22/2021 14H,40395
07/22/2021 13H,38601
07/22/2021 12H,36884
07/22/2021 11H,35713
07/22/2021 10H,33808
07/22/2021 09H,33456
07/22/2021 08H,34353
07/22/2021 07H,36154
07/22/2021 06H,38939
07/22/2021 05H,41110
07/22/2021 04H,41891
07/22/2021 03H,43703
07/22/2021 02H,44890
07/22/2021 01H,44966
07/22/2021 00H,45056
07/21/2021 23H,44751
07/21/2021 22H,44800
07/21/2021 21H,45065
07/21/2021 20H,45070
07/21/2021 19H,44772
07/21/2021 18H,44462
07/21/2021 17H,43768
07/21/2021 16H,42869
07/21/2021 15H,42127
07/21/2021 14H,40668
07/21/2021 13H,39718
07/21/2021 12H,39227
07/21/2021 11H,37953
07/21/2021 10H,36305
07/21/2021 09H,36106
07/21/2021 08H,36835
07/21/2021 07H,38262
07/21/2021 06H,40423
07/21/2021 05H,41366
07/21/2021 04H,42193
07/21/2021 03H,44108
07/21/2021 02H,44925
07/21/2021 01H,44994
07/21/2021 00H,44942
07/20/2021 23H,45226
07/20/2021 22H,45201
07/20/2021 21H,45374
07/20/2021 20H,45535
07/20/2021 19H,45160
07/20/2021 18H,45152
07/20/2021 17H,44835
07/20/2021 16H,44188
07/20/2021 15H,42526
07/20/2021 14H,41161
07/20/2021 13H,40226
07/20/2021 12H,39409
07/20/2021 11H,37557
07/20/2021 10H,35512
07/20/2021 09H,35009
07/20/2021 08H,35792
07/20/2021 07H,37268
07/20/2021 06H,39575
07/20/2021 05H,41027
07/20/2021 04H,41980
07/20/2021 03H,43665
07/20/2021 02H,44719
07/20/2021 01H,45246
07/20/2021 00H,45470
07/19/2021 23H,45559
07/19/2021 22H,45579
07/19/2021 21H,45108
07/19/2021 20H,44645
07/19/2021 19H,44242
07/19/2021 18H,43837
07/19/2021 17H,43628
07/19/2021 16H,43267
07/19/2021 15H,42444
07/19/2021 14H,40387
07/19/2021 13H,39050
07/19/2021 12H,38254
07/19/2021 11H,36826
07/19/2021 10H,35067
07/19/2021 09H,34651
07/19/2021 08H,34725
07/19/2021 07H,35621
07/19/2021 06H,37289
07/19/2021 05H,38822
07/19/2021 04H,39315
07/19/2021 03H,40885
07/19/2021 02H,41939
07/19/2021 01H,42036
07/19/2021 00H,42091
07/18/2021 23H,41904
07/18/2021 22H,42080
07/18/2021 21H,41871
07/18/2021 20H,41832
07/18/2021 19H,41221
07/18/2021 18H,41099
07/18/2021 17H,40298
07/18/2021 16H,39004
07/18/2021 15H,37575
07/18/2021 14H,36204
07/18/2021 13H,34736
07/18/2021 12H,33429
07/18/2021 11H,33603
07/18/2021 10H,33440
07/18/2021 09H,33705
07/18/2021 08H,34456
07/18/2021 07H,35872
07/18/2021 06H,37647
07/18/2021 05H,38485
07/18/2021 04H,39691
07/18/2021 03H,41618
07/18/2021 02H,42026
07/18/2021 01H,42065
07/18/2021 00H,42202
07/17/2021 23H,42362
07/17/2021 22H,42147
07/17/2021 21H,41924
07/17/2021 20H,41827
07/17/2021 19H,41664
07/17/2021 18H,41289
07/17/2021 17H,41143
07/17/2021 16H,40863
07/17/2021 15H,39309
07/17/2021 14H,37725
07/17/2021 13H,36397
07/17/2021 12H,35156
07/17/2021 11H,35073
07/17/2021 10H,34413
07/17/2021 09H,34366
07/17/2021 08H,35047
07/17/2021 07H,36434
07/17/2021 06H,38178
07/17/2021 05H,39598
07/17/2021 04H,40893
07/17/2021 03H,42246
07/17/2021 02H,43125
07/17/2021 01H,43435
07/17/2021 00H,43618
07/16/2021 23H,43789
07/16/2021 22H,43872
07/16/2021 21H,43828
07/16/2021 20H,43883
07/16/2021 19H,43620
07/16/2021 18H,43696
07/16/2021 17H,43617
07/16/2021 16H,43273
07/16/2021 15H,43385
07/16/2021 14H,42354
07/16/2021 13H,40765
07/16/2021 12H,39089
07/16/2021 11H,38004
07/16/2021 10H,36463
07/16/2021 09H,35896
07/16/2021 08H,36604
07/16/2021 07H,38361
07/16/2021 06H,39729
07/16/2021 05H,40573
07/16/2021 04H,41859
07/16/2021 03H,43271
07/16/2021 02H,43901
07/16/2021 01H,44186
07/16/2021 00H,44265
07/15/2021 23H,44248
07/15/2021 22H,44106
07/15/2021 21H,43999
07/15/2021 20H,44232
07/15/2021 19H,44486
07/15/2021 18H,45096
07/15/2021 17H,45129
07/15/2021 16H,44537
07/15/2021 15H,43631
07/15/2021 14H,42179
07/15/2021 13H,40546
07/15/2021 12H,38983
07/15/2021 11H,37002
07/15/2021 10H,35049
07/15/2021 09H,34364
07/15/2021 08H,35031
07/15/2021 07H,36677
07/15/2021 06H,38687
07/15/2021 05H,40573
07/15/2021 04H,41771
07/15/2021 03H,42743
07/15/2021 02H,43085
07/15/2021 01H,43080
07/15/2021 00H,43281
07/14/2021 23H,43321
07/14/2021 22H,43729
07/14/2021 21H,43956
07/14/2021 20H,43938
07/14/2021 19H,43897
07/14/2021 18H,43792
07/14/2021 17H,43168
07/14/2021 16H,42471
07/14/2021 15H,41328
07/14/2021 14H,39567
07/14/2021 13H,37697
07/14/2021 12H,36107
07/14/2021 11H,35012
07/14/2021 10H,33953
07/14/2021 09H,33755
07/14/2021 08H,34741
07/14/2021 07H,36329
07/14/2021 06H,37804
07/14/2021 05H,39529
07/14/2021 04H,40682
07/14/2021 03H,41739
07/14/2021 02H,42339
07/14/2021 01H,42750
07/14/2021 00H,42869
07/13/2021 23H,43099
07/13/2021 22H,42999
07/13/2021 21H,42955
07/13/2021 20H,42817
07/13/2021 19H,42580
07/13/2021 18H,42196
07/13/2021 17H,41688
07/13/2021 16H,41222
07/13/2021 15H,40884
07/13/2021 14H,39937
07/13/2021 13H,38883
07/13/2021 12H,37049
07/13/2021 11H,35367
07/13/2021 10H,33786
07/13/2021 09H,33289
07/13/2021 08H,33652
07/13/2021 07H,34910
07/13/2021 06H,36963
07/13/2021 05H,38505
07/13/2021 04H,39985
07/13/2021 03H,41270
07/13/2021 02H,41741
07/13/2021 01H,42197
07/13/2021 00H,42962
07/12/2021 23H,43029
07/12/2021 22H,43005
07/12/2021 21H,43164
07/12/2021 20H,43075
07/12/2021 19H,42577
07/12/2021 18H,41978
07/12/2021 17H,42165
07/12/2021 16H,41719
07/12/2021 15H,41198
07/12/2021 14H,40194
07/12/2021 13H,38429
07/12/2021 12H,37021
07/12/2021 11H,35957
07/12/2021 10H,34407
07/12/2021 09H,33744
07/12/2021 08H,34150
07/12/2021 07H,35201
07/12/2021 06H,37045
07/12/2021 05H,39372
07/12/2021 04H,40648
07/12/2021 03H,41659
07/12/2021 02H,42407
07/12/2021 01H,42633
07/12/2021 00H,42487
07/11/2021 23H,42250
07/11/2021 22H,41811
07/11/2021 21H,41019
07/11/2021 20H,40516
07/11/2021 19H,40268
07/11/2021 18H,39396
07/11/2021 17H,38389
07/11/2021 16H,37518
07/11/2021 15H,37021
07/11/2021 14H,35500
07/11/2021 13H,32523
07/11/2021 12H,31171
07/11/2021 11H,30778
07/11/2021 10H,30984
07/11/2021 09H,31646
07/11/2021 08H,33151
07/11/2021 07H,34912
07/11/2021 06H,36749
07/11/2021 05H,38561
07/11/2021 04H,40213
07/11/2021 03H,42149
07/11/2021 02H,42526
07/11/2021 01H,42443
07/11/2021 00H,42379
07/10/2021 23H,42256
07/10/2021 22H,42208
07/10/2021 21H,42345
07/10/2021 20H,42808
07/10/2021 19H,42761
07/10/2021 18H,42117
07/10/2021 17H,41434
07/10/2021 16H,39974
07/10/2021 15H,38478
07/10/2021 14H,37656
07/10/2021 13H,36423
07/10/2021 12H,34335
07/10/2021 11H,34321
07/10/2021 10H,33563
07/10/2021 09H,33254
07/10/2021 08H,33287
07/10/2021 07H,34504
07/10/2021 06H,36272
07/10/2021 05H,39219
07/10/2021 04H,42378
07/10/2021 03H,44034
07/10/2021 02H,44602
07/10/2021 01H,45036
07/10/2021 00H,45178
07/9/2021 23H,45328
07/9/2021 22H,45620
07/9/2021 21H,45642
07/9/2021 20H,45454
07/9/2021 19H,45195
07/9/2021 18H,44718
07/9/2021 17H,44012
07/9/2021 16H,43325
07/9/2021 15H,42383
07/9/2021 14H,41604
07/9/2021 13H,39354
07/9/2021 12H,37361
07/9/2021 11H,36104
07/9/2021 10H,35599
07/9/2021 09H,35212
07/9/2021 08H,35874
07/9/2021 07H,37302
07/9/2021 06H,39371
07/9/2021 05H,41105
07/9/2021 04H,43612
07/9/2021 03H,44934
07/9/2021 02H,45445
07/9/2021 01H,45858
07/9/2021 00H,45816
07/8/2021 23H,45882
07/8/2021 22H,46032
07/8/2021 21H,45994
07/8/2021 20H,46013
07/8/2021 19H,46121
07/8/2021 18H,45704
07/8/2021 17H,45269
07/8/2021 16H,44799
07/8/2021 15H,43883
07/8/2021 14H,43381
07/8/2021 13H,42537
07/8/2021 12H,40913
07/8/2021 11H,39393
07/8/2021 10H,37990
07/8/2021 09H,37607
07/8/2021 08H,38855
07/8/2021 07H,40602
07/8/2021 06H,41283
07/8/2021 05H,42277
07/8/2021 04H,43793
07/8/2021 03H,45269
07/8/2021 02H,46208
07/8/2021 01H,46594
07/8/2021 00H,46449
07/7/2021 23H,46160
07/7/2021 22H,45854
07/7/2021 21H,45579
07/7/2021 20H,45490
07/7/2021 19H,45527
07/7/2021 18H,45494
07/7/2021 17H,45163
07/7/2021 16H,44724
07/7/2021 15H,44583
07/7/2021 14H,43004
07/7/2021 13H,40930
07/7/2021 12H,39434
07/7/2021 11H,38613
07/7/2021 10H,37758
07/7/2021 09H,37489
07/7/2021 08H,38248
07/7/2021 07H,39725
07/7/2021 06H,41207
07/7/2021 05H,41799
07/7/2021 04H,42872
07/7/2021 03H,43898
07/7/2021 02H,44405
07/7/2021 01H,44846
07/7/2021 00H,45236
07/6/2021 23H,45384
07/6/2021 22H,44964
07/6/2021 21H,45221
07/6/2021 20H,45469
07/6/2021 19H,45310
07/6/2021 18H,45211
07/6/2021 17H,45509
07/6/2021 16H,45252
07/6/2021 15H,44835
07/6/2021 14H,43795
07/6/2021 13H,41694
07/6/2021 12H,39258
07/6/2021 11H,36382
07/6/2021 10H,34004
07/6/2021 09H,34196
07/6/2021 08H,37260
07/6/2021 07H,39384
07/6/2021 06H,41228
07/6/2021 05H,43273
07/6/2021 04H,44504
07/6/2021 03H,45696
07/6/2021 02H,46453
07/6/2021 01H,46986
07/6/2021 00H,47189
07/5/2021 23H,47163
07/5/2021 22H,47111
07/5/2021 21H,46739
07/5/2021 20H,46585
07/5/2021 19H,46067
07/5/2021 18H,45020
07/5/2021 17H,43607
07/5/2021 16H,41334
07/5/2021 15H,39470
07/5/2021 14H,36884
07/5/2021 13H,34085
07/5/2021 12H,32451
07/5/2021 11H,32560
07/5/2021 10H,32399
07/5/2021 09H,32040
07/5/2021 08H,33179
07/5/2021 07H,35175
07/5/2021 06H,38000
07/5/2021 05H,40289
07/5/2021 04H,40705
07/5/2021 03H,42524
07/5/2021 02H,44376
07/5/2021 01H,44877
07/5/2021 00H,44812
07/4/2021 23H,44452
07/4/2021 22H,44764
07/4/2021 21H,44230
07/4/2021 20H,44345
07/4/2021 19H,43791
07/4/2021 18H,42101
07/4/2021 17H,40248
07/4/2021 16H,38270
07/4/2021 15H,35791
07/4/2021 14H,31945
07/4/2021 13H,28076
07/4/2021 12H,27117
07/4/2021 11H,27200
07/4/2021 10H,27808
07/4/2021 09H,28258
07/4/2021 08H,29152
07/4/2021 07H,31095
07/4/2021 06H,33943
07/4/2021 05H,37445
07/4/2021 04H,38760
07/4/2021 03H,40755
07/4/2021 02H,42518
07/4/2021 01H,43727
07/4/2021 00H,44237
07/3/2021 23H,44571
07/3/2021 22H,44534
07/3/2021 21H,43545
07/3/2021 20H,42378
07/3/2021 19H,41084
07/3/2021 18H,39824
07/3/2021 17H,38744
07/3/2021 16H,37315
07/3/2021 15H,36414
07/3/2021 14H,34396
07/3/2021 13H,31129
07/3/2021 12H,29261
07/3/2021 11H,29744
07/3/2021 10H,30080
07/3/2021 09H,31237
07/3/2021 08H,32535
07/3/2021 07H,34002
07/3/2021 06H,35559
07/3/2021 05H,37405
07/3/2021 04H,37960
07/3/2021 03H,39643
07/3/2021 02H,41323
07/3/2021 01H,42750
07/3/2021 00H,43309
07/2/2021 23H,43653
07/2/2021 22H,43968
07/2/2021 21H,44228
07/2/2021 20H,44016
07/2/2021 19H,43627
07/2/2021 18H,43130
07/2/2021 17H,42819
07/2/2021 16H,42541
07/2/2021 15H,41358
07/2/2021 14H,40131
07/2/2021 13H,38917
07/2/2021 12H,37098
07/2/2021 11H,36251
07/2/2021 10H,35730
07/2/2021 09H,35704
07/2/2021 08H,36396
07/2/2021 07H,37337
07/2/2021 06H,38974
07/2/2021 05H,40513
07/2/2021 04H,42081
07/2/2021 03H,43783
07/2/2021 02H,44592
07/2/2021 01H,45247
07/2/2021 00H,45475
07/1/2021 23H,45772
07/1/2021 22H,45888
07/1/2021 21H,45858
07/1/2021 20H,45821
07/1/2021 19H,45946
07/1/2021 18H,46220
07/1/2021 17H,45932
07/1/2021 16H,45200
07/1/2021 15H,43879
07/1/2021 14H,42060
07/1/2021 13H,40371
07/1/2021 12H,38867
07/1/2021 11H,37416
07/1/2021 10H,36831
07/1/2021 09H,36703
07/1/2021 08H,37674
07/1/2021 07H,39228
07/1/2021 06H,40497
07/1/2021 05H,42090
07/1/2021 04H,43163
07/1/2021 03H,44306
07/1/2021 02H,44953
07/1/2021 01H,45371
07/1/2021 00H,45567
06/30/2021 23H,45605
06/30/2021 22H,45682
06/30/2021 21H,45530
06/30/2021 20H,45778
06/30/2021 19H,45466
06/30/2021 18H,45299
06/30/2021 17H,45144
06/30/2021 16H,45008
06/30/2021 15H,44287
06/30/2021 14H,42872
06/30/2021 13H,41371
06/30/2021 12H,39180
06/30/2021 11H,37328
06/30/2021 10H,36101
06/30/2021 09H,35418
06/30/2021 08H,36255
06/30/2021 07H,37865
06/30/2021 06H,39906
06/30/2021 05H,41457
06/30/2021 04H,42518
06/30/2021 03H,43332
06/30/2021 02H,43996
06/30/2021 01H,44126
06/30/2021 00H,43820
06/29/2021 23H,43417
06/29/2021 22H,43310
06/29/2021 21H,43805
06/29/2021 20H,44112
06/29/2021 19H,44220
06/29/2021 18H,44100
06/29/2021 17H,43635
06/29/2021 16H,43373
06/29/2021 15H,43091
06/29/2021 14H,42370
06/29/2021 13H,40727
06/29/2021 12H,38493
06/29/2021 11H,36913
06/29/2021 10H,36077
06/29/2021 09H,35802
06/29/2021 08H,36557
06/29/2021 07H,37785
06/29/2021 06H,39193
06/29/2021 05H,39652
06/29/2021 04H,40616
06/29/2021 03H,41810
06/29/2021 02H,42636
06/29/2021 01H,42877
06/29/2021 00H,42599
06/28/2021 23H,42439
06/28/2021 22H,42373
06/28/2021 21H,42502
06/28/2021 20H,42336
06/28/2021 19H,42629
06/28/2021 18H,42595
06/28/2021 17H,42736
06/28/2021 16H,42445
06/28/2021 15H,41818
06/28/2021 14H,40879
06/28/2021 13H,39378
06/28/2021 12H,37585
06/28/2021 11H,35540
06/28/2021 10H,34530
06/28/2021 09H,33129
06/28/2021 08H,33852
06/28/2021 07H,35004
06/28/2021 06H,36468
06/28/2021 05H,38340
06/28/2021 04H,40528
06/28/2021 03H,42071
06/28/2021 02H,42702
06/28/2021 01H,42618
06/28/2021 00H,42547
06/27/2021 23H,42863
06/27/2021 22H,42681
06/27/2021 21H,42579
06/27/2021 20H,42551
06/27/2021 19H,42253
06/27/2021 18H,42025
06/27/2021 17H,41524
06/27/2021 16H,40492
06/27/2021 15H,39001
06/27/2021 14H,36694
06/27/2021 13H,34244
06/27/2021 12H,31888
06/27/2021 11H,31762
06/27/2021 10H,31807
06/27/2021 09H,32166
06/27/2021 08H,32564
06/27/2021 07H,34033
06/27/2021 06H,35347
06/27/2021 05H,35773
06/27/2021 04H,37541
06/27/2021 03H,39413
06/27/2021 02H,40634
06/27/2021 01H,40509
06/27/2021 00H,39716
06/26/2021 23H,39442
06/26/2021 22H,39103
06/26/2021 21H,39417
06/26/2021 20H,39591
06/26/2021 19H,39363
06/26/2021 18H,38829
06/26/2021 17H,39056
06/26/2021 16H,39041
06/26/2021 15H,38546
