Net generation from natural gas for Midwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390111&sdid=EBA.MIDW-ALL.NG.NG.H
19:14:17 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDW-ALL.NG.NG.H megawatthours
03/18/2021 11H,13501
03/18/2021 10H,12822
03/18/2021 09H,12082
03/18/2021 08H,11893
03/18/2021 07H,12681
03/18/2021 06H,13245
03/18/2021 05H,14142
03/18/2021 04H,14799
03/18/2021 03H,15630
03/18/2021 02H,16047
03/18/2021 01H,16389
03/18/2021 00H,16413
03/17/2021 23H,16248
03/17/2021 22H,16374
03/17/2021 21H,16587
03/17/2021 20H,17331
03/17/2021 19H,18196
03/17/2021 18H,18896
03/17/2021 17H,19665
03/17/2021 16H,20106
03/17/2021 15H,20360
03/17/2021 14H,20642
03/17/2021 13H,20761
03/17/2021 12H,19874
03/17/2021 11H,19120
03/17/2021 10H,17987
03/17/2021 09H,17762
03/17/2021 08H,17739
03/17/2021 07H,17716
03/17/2021 06H,17914
03/17/2021 05H,18791
03/17/2021 04H,19622
03/17/2021 03H,21020
03/17/2021 02H,22670
03/17/2021 01H,22643
03/17/2021 00H,22393
03/16/2021 23H,22569
03/16/2021 22H,22759
03/16/2021 21H,22801
03/16/2021 20H,22971
03/16/2021 19H,23481
03/16/2021 18H,24126
03/16/2021 17H,24414
03/16/2021 16H,24788
03/16/2021 15H,25439
03/16/2021 14H,25379
03/16/2021 13H,24780
03/16/2021 12H,23615
03/16/2021 11H,20982
03/16/2021 10H,19165
03/16/2021 09H,18156
03/16/2021 08H,18067
03/16/2021 07H,17899
03/16/2021 06H,18089
03/16/2021 05H,18525
03/16/2021 04H,19322
03/16/2021 03H,21032
03/16/2021 02H,21433
03/16/2021 01H,21065
03/16/2021 00H,20237
03/15/2021 23H,19643
03/15/2021 22H,18793
03/15/2021 21H,17375
03/15/2021 20H,17256
03/15/2021 19H,17498
03/15/2021 18H,17816
03/15/2021 17H,17774
03/15/2021 16H,17800
03/15/2021 15H,17143
03/15/2021 14H,17081
03/15/2021 13H,17462
03/15/2021 12H,16572
03/15/2021 11H,15285
03/15/2021 10H,13938
03/15/2021 09H,13437
03/15/2021 08H,13071
03/15/2021 07H,13086
03/15/2021 06H,12944
03/15/2021 05H,13165
03/15/2021 04H,13504
03/15/2021 03H,14400
03/15/2021 02H,14780
03/15/2021 01H,14356
03/15/2021 00H,14204
03/14/2021 23H,13747
03/14/2021 22H,13574
03/14/2021 21H,13486
03/14/2021 20H,13496
03/14/2021 19H,13355
03/14/2021 18H,13038
03/14/2021 17H,12556
03/14/2021 16H,12728
03/14/2021 15H,12860
03/14/2021 14H,12927
03/14/2021 13H,12683
03/14/2021 12H,12529
03/14/2021 11H,12160
03/14/2021 10H,12047
03/14/2021 09H,12410
03/14/2021 08H,12682
03/14/2021 07H,12163
03/14/2021 06H,11964
03/14/2021 05H,11497
03/14/2021 04H,11928
03/14/2021 03H,12838
03/14/2021 02H,13840
03/14/2021 01H,14710
03/14/2021 00H,14325
03/13/2021 23H,14045
03/13/2021 22H,13839
03/13/2021 21H,13883
03/13/2021 20H,13979
03/13/2021 19H,13667
03/13/2021 18H,13484
03/13/2021 17H,13813
03/13/2021 16H,13920
03/13/2021 15H,13293
03/13/2021 14H,13050
03/13/2021 13H,13305
03/13/2021 12H,12954
03/13/2021 11H,12557
03/13/2021 10H,12306
03/13/2021 09H,12325
03/13/2021 08H,12289
03/13/2021 07H,12512
03/13/2021 06H,13111
03/13/2021 05H,13758
03/13/2021 04H,14629
03/13/2021 03H,15583
03/13/2021 02H,16145
03/13/2021 01H,16547
03/13/2021 00H,15959
03/12/2021 23H,15782
03/12/2021 22H,15483
03/12/2021 21H,15368
03/12/2021 20H,15255
03/12/2021 19H,15368
03/12/2021 18H,15670
03/12/2021 17H,15643
03/12/2021 16H,15904
03/12/2021 15H,15990
03/12/2021 14H,15519
03/12/2021 13H,15217
03/12/2021 12H,14557
03/12/2021 11H,13586
03/12/2021 10H,13391
03/12/2021 09H,13709
03/12/2021 08H,13880
03/12/2021 07H,14051
03/12/2021 06H,13846
03/12/2021 05H,14087
03/12/2021 04H,14935
03/12/2021 03H,16018
03/12/2021 02H,16871
03/12/2021 01H,17628
03/12/2021 00H,16046
03/11/2021 23H,14904
03/11/2021 22H,14483
03/11/2021 21H,14263
03/11/2021 20H,14344
03/11/2021 19H,13969
03/11/2021 18H,13747
03/11/2021 17H,13550
03/11/2021 16H,13302
03/11/2021 15H,13117
03/11/2021 14H,12939
03/11/2021 13H,12738
03/11/2021 12H,11587
03/11/2021 11H,10012
03/11/2021 10H,9696
03/11/2021 09H,10028
03/11/2021 08H,9868
03/11/2021 07H,10291
03/11/2021 06H,11281
03/11/2021 05H,12547
03/11/2021 04H,12844
03/11/2021 03H,13403
03/11/2021 02H,13914
03/11/2021 01H,13543
03/11/2021 00H,12889
03/10/2021 23H,12409
03/10/2021 22H,12345
03/10/2021 21H,12342
03/10/2021 20H,12336
03/10/2021 19H,12204
03/10/2021 18H,12389
03/10/2021 17H,12532
03/10/2021 16H,12311
03/10/2021 15H,12319
03/10/2021 14H,12504
03/10/2021 13H,12702
03/10/2021 12H,12292
03/10/2021 11H,11280
03/10/2021 10H,10585
03/10/2021 09H,10274
03/10/2021 08H,10144
03/10/2021 07H,10290
03/10/2021 06H,11280
03/10/2021 05H,13249
03/10/2021 04H,13747
03/10/2021 03H,14677
03/10/2021 02H,14636
03/10/2021 01H,15173
03/10/2021 00H,14769
03/9/2021 23H,14363
03/9/2021 22H,14259
03/9/2021 21H,14386
03/9/2021 20H,14449
03/9/2021 19H,14038
03/9/2021 18H,14121
03/9/2021 17H,15056
03/9/2021 16H,15524
03/9/2021 15H,15877
03/9/2021 14H,16772
03/9/2021 13H,16865
03/9/2021 12H,15814
03/9/2021 11H,14209
03/9/2021 10H,14041
03/9/2021 09H,13611
03/9/2021 08H,13300
03/9/2021 07H,12961
03/9/2021 06H,12776
03/9/2021 05H,12831
03/9/2021 04H,13212
03/9/2021 03H,14026
03/9/2021 02H,14485
03/9/2021 01H,15027
03/9/2021 00H,14025
03/8/2021 23H,13791
03/8/2021 22H,13365
03/8/2021 21H,13630
03/8/2021 20H,13841
03/8/2021 19H,14144
03/8/2021 18H,14997
03/8/2021 17H,15586
03/8/2021 16H,16378
03/8/2021 15H,16932
03/8/2021 14H,17915
03/8/2021 13H,17429
03/8/2021 12H,15646
03/8/2021 11H,13846
03/8/2021 10H,12373
03/8/2021 09H,12240
03/8/2021 08H,11698
03/8/2021 07H,12327
03/8/2021 06H,12960
03/8/2021 05H,13011
03/8/2021 04H,13501
03/8/2021 03H,13985
03/8/2021 02H,14100
03/8/2021 01H,13997
03/8/2021 00H,14371
03/7/2021 23H,13952
03/7/2021 22H,13647
03/7/2021 21H,13341
03/7/2021 20H,13311
03/7/2021 19H,13418
03/7/2021 18H,13755
03/7/2021 17H,14078
03/7/2021 16H,14499
03/7/2021 15H,14975
03/7/2021 14H,15514
03/7/2021 13H,15555
03/7/2021 12H,15145
03/7/2021 11H,14736
03/7/2021 10H,14357
03/7/2021 09H,14460
03/7/2021 08H,14283
03/7/2021 07H,14601
03/7/2021 06H,14546
03/7/2021 05H,14062
03/7/2021 04H,14400
03/7/2021 03H,14505
03/7/2021 02H,14052
03/7/2021 01H,13910
03/7/2021 00H,14447
03/6/2021 23H,14181
03/6/2021 22H,14466
03/6/2021 21H,14285
03/6/2021 20H,14510
03/6/2021 19H,15498
03/6/2021 18H,16642
03/6/2021 17H,17528
03/6/2021 16H,18604
03/6/2021 15H,18857
03/6/2021 14H,18774
03/6/2021 13H,18767
03/6/2021 12H,18503
03/6/2021 11H,18198
03/6/2021 10H,18109
03/6/2021 09H,17965
03/6/2021 08H,18007
03/6/2021 07H,17939
03/6/2021 06H,17932
03/6/2021 05H,17898
03/6/2021 04H,18388
03/6/2021 03H,19127
03/6/2021 02H,19681
03/6/2021 01H,20292
03/6/2021 00H,20476
03/5/2021 23H,19727
03/5/2021 22H,19636
03/5/2021 21H,20221
03/5/2021 20H,20260
03/5/2021 19H,20898
03/5/2021 18H,21736
03/5/2021 17H,22494
03/5/2021 16H,22802
03/5/2021 15H,22967
03/5/2021 14H,23493
03/5/2021 13H,22646
03/5/2021 12H,20733
03/5/2021 11H,19253
03/5/2021 10H,18950
03/5/2021 09H,18091
03/5/2021 08H,17475
03/5/2021 07H,16954
03/5/2021 06H,18043
03/5/2021 05H,17786
03/5/2021 04H,18568
03/5/2021 03H,19302
03/5/2021 02H,18982
03/5/2021 01H,18951
03/5/2021 00H,18666
03/4/2021 23H,18101
03/4/2021 22H,18053
03/4/2021 21H,18063
03/4/2021 20H,18089
03/4/2021 19H,18329
03/4/2021 18H,19147
03/4/2021 17H,20205
03/4/2021 16H,20934
03/4/2021 15H,20807
03/4/2021 14H,21560
03/4/2021 13H,21799
03/4/2021 12H,20523
03/4/2021 11H,19371
03/4/2021 10H,18824
03/4/2021 09H,18415
03/4/2021 08H,18182
03/4/2021 07H,18298
03/4/2021 06H,18287
03/4/2021 05H,18160
03/4/2021 04H,18878
03/4/2021 03H,19714
03/4/2021 02H,20471
03/4/2021 01H,20726
03/4/2021 00H,20230
03/3/2021 23H,19338
03/3/2021 22H,19468
03/3/2021 21H,19771
03/3/2021 20H,19793
03/3/2021 19H,20500
03/3/2021 18H,21199
03/3/2021 17H,22318
03/3/2021 16H,22843
03/3/2021 15H,23712
03/3/2021 14H,25042
03/3/2021 13H,24941
03/3/2021 12H,22706
03/3/2021 11H,20322
03/3/2021 10H,18660
03/3/2021 09H,17840
03/3/2021 08H,17400
03/3/2021 07H,17243
03/3/2021 06H,17119
03/3/2021 05H,17406
03/3/2021 04H,17957
03/3/2021 03H,18333
03/3/2021 02H,18280
03/3/2021 01H,18281
03/3/2021 00H,18269
03/2/2021 23H,17464
03/2/2021 22H,16906
03/2/2021 21H,16968
03/2/2021 20H,16648
03/2/2021 19H,16792
03/2/2021 18H,17298
03/2/2021 17H,18318
03/2/2021 16H,19184
03/2/2021 15H,19982
03/2/2021 14H,20827
03/2/2021 13H,19975
03/2/2021 12H,17352
03/2/2021 11H,15885
03/2/2021 10H,15809
03/2/2021 09H,15850
03/2/2021 08H,15813
03/2/2021 07H,16395
03/2/2021 06H,17500
03/2/2021 05H,17912
03/2/2021 04H,19168
03/2/2021 03H,19854
03/2/2021 02H,19844
03/2/2021 01H,20384
03/2/2021 00H,19684
03/1/2021 23H,18936
03/1/2021 22H,18719
03/1/2021 21H,18561
03/1/2021 20H,18495
03/1/2021 19H,18598
03/1/2021 18H,18410
03/1/2021 17H,18502
03/1/2021 16H,18533
03/1/2021 15H,18012
03/1/2021 14H,18219
03/1/2021 13H,17929
03/1/2021 12H,15955
03/1/2021 11H,13785
03/1/2021 10H,13004
03/1/2021 09H,12480
03/1/2021 08H,12085
03/1/2021 07H,11904
03/1/2021 06H,11728
03/1/2021 05H,11984
03/1/2021 04H,12260
03/1/2021 03H,12648
03/1/2021 02H,12766
03/1/2021 01H,12530
03/1/2021 00H,12398
02/28/2021 23H,12277
02/28/2021 22H,12287
02/28/2021 21H,12273
02/28/2021 20H,11951
02/28/2021 19H,11833
02/28/2021 18H,11757
02/28/2021 17H,11680
02/28/2021 16H,11700
02/28/2021 15H,11329
02/28/2021 14H,10750
02/28/2021 13H,9939
02/28/2021 12H,9719
02/28/2021 11H,9944
02/28/2021 10H,10413
02/28/2021 09H,10512
02/28/2021 08H,10689
02/28/2021 07H,10286
02/28/2021 06H,10243
02/28/2021 05H,11383
02/28/2021 04H,12204
02/28/2021 03H,13143
02/28/2021 02H,13814
02/28/2021 01H,14193
02/28/2021 00H,14257
02/27/2021 23H,14008
02/27/2021 22H,14374
02/27/2021 21H,14689
02/27/2021 20H,15198
02/27/2021 19H,15380
02/27/2021 18H,15545
02/27/2021 17H,15769
02/27/2021 16H,15404
02/27/2021 15H,15174
02/27/2021 14H,14782
02/27/2021 13H,14222
02/27/2021 12H,13242
02/27/2021 11H,12053
02/27/2021 10H,11780
02/27/2021 09H,11789
02/27/2021 08H,11440
02/27/2021 07H,11502
02/27/2021 06H,11524
02/27/2021 05H,12240
02/27/2021 04H,12849
02/27/2021 03H,13189
02/27/2021 02H,13516
02/27/2021 01H,14432
02/27/2021 00H,14393
02/26/2021 23H,13861
02/26/2021 22H,13469
02/26/2021 21H,13226
02/26/2021 20H,13124
02/26/2021 19H,13300
02/26/2021 18H,13889
02/26/2021 17H,14795
02/26/2021 16H,14836
02/26/2021 15H,14950
02/26/2021 14H,15272
02/26/2021 13H,14847
02/26/2021 12H,13896
02/26/2021 11H,12855
02/26/2021 10H,13109
02/26/2021 09H,13650
02/26/2021 08H,13313
02/26/2021 07H,13477
02/26/2021 06H,13766
02/26/2021 05H,14059
02/26/2021 04H,14692
02/26/2021 03H,15847
02/26/2021 02H,16273
02/26/2021 01H,16547
02/26/2021 00H,16489
02/25/2021 23H,16038
02/25/2021 22H,15770
02/25/2021 21H,16015
02/25/2021 20H,15941
02/25/2021 19H,15991
02/25/2021 18H,16265
02/25/2021 17H,16371
02/25/2021 16H,16925
02/25/2021 15H,17102
02/25/2021 14H,17601
02/25/2021 13H,17244
02/25/2021 12H,15691
02/25/2021 11H,13934
02/25/2021 10H,13449
02/25/2021 09H,13094
02/25/2021 08H,12993
02/25/2021 07H,13137
02/25/2021 06H,13569
02/25/2021 05H,14117
02/25/2021 04H,14640
02/25/2021 03H,14942
02/25/2021 02H,15310
02/25/2021 01H,15228
02/25/2021 00H,14447
02/24/2021 23H,14009
02/24/2021 22H,13332
02/24/2021 21H,13135
02/24/2021 20H,13234
02/24/2021 19H,13437
02/24/2021 18H,13555
02/24/2021 17H,13936
02/24/2021 16H,14274
02/24/2021 15H,14688
02/24/2021 14H,14984
02/24/2021 13H,14611
02/24/2021 12H,13317
02/24/2021 11H,12155
02/24/2021 10H,11822
02/24/2021 09H,11879
02/24/2021 08H,11669
02/24/2021 07H,11642
02/24/2021 06H,11859
02/24/2021 05H,12930
02/24/2021 04H,13489
02/24/2021 03H,13757
02/24/2021 02H,14296
02/24/2021 01H,14554
02/24/2021 00H,14080
02/23/2021 23H,13190
02/23/2021 22H,12684
02/23/2021 21H,12929
02/23/2021 20H,13462
02/23/2021 19H,14003
02/23/2021 18H,15162
02/23/2021 17H,15598
02/23/2021 16H,15764
02/23/2021 15H,15695
02/23/2021 14H,16212
02/23/2021 13H,16192
02/23/2021 12H,14694
02/23/2021 11H,12221
02/23/2021 10H,10877
02/23/2021 09H,10385
02/23/2021 08H,10233
02/23/2021 07H,9826
02/23/2021 06H,9896
02/23/2021 05H,10522
02/23/2021 04H,10816
02/23/2021 03H,11266
02/23/2021 02H,11416
02/23/2021 01H,11687
02/23/2021 00H,11541
02/22/2021 23H,11163
02/22/2021 22H,11095
02/22/2021 21H,11396
02/22/2021 20H,11727
02/22/2021 19H,12096
02/22/2021 18H,12579
02/22/2021 17H,13004
02/22/2021 16H,13012
02/22/2021 15H,13034
02/22/2021 14H,13536
02/22/2021 13H,13047
02/22/2021 12H,11836
02/22/2021 11H,10781
02/22/2021 10H,10282
02/22/2021 09H,9984
02/22/2021 08H,10012
02/22/2021 07H,10174
02/22/2021 06H,10349
02/22/2021 05H,10514
02/22/2021 04H,10745
02/22/2021 03H,11647
02/22/2021 02H,11977
02/22/2021 01H,12381
02/22/2021 00H,11626
02/21/2021 23H,11102
02/21/2021 22H,10873
02/21/2021 21H,11230
02/21/2021 20H,11521
02/21/2021 19H,11928
02/21/2021 18H,12555
02/21/2021 17H,13797
02/21/2021 16H,14658
02/21/2021 15H,15490
02/21/2021 14H,16564
02/21/2021 13H,16156
02/21/2021 12H,15097
02/21/2021 11H,14708
02/21/2021 10H,14631
02/21/2021 09H,14421
02/21/2021 08H,14663
02/21/2021 07H,14552
02/21/2021 06H,14809
02/21/2021 05H,15282
02/21/2021 04H,15314
02/21/2021 03H,15404
02/21/2021 02H,15252
02/21/2021 01H,15579
02/21/2021 00H,15283
02/20/2021 23H,15035
02/20/2021 22H,15374
02/20/2021 21H,15864
02/20/2021 20H,16022
02/20/2021 19H,16595
02/20/2021 18H,17385
02/20/2021 17H,18499
02/20/2021 16H,20218
02/20/2021 15H,21505
02/20/2021 14H,21815
02/20/2021 13H,20823
02/20/2021 12H,19887
02/20/2021 11H,18964
02/20/2021 10H,18874
02/20/2021 09H,18875
02/20/2021 08H,18876
02/20/2021 07H,19386
02/20/2021 06H,20458
02/20/2021 05H,20982
02/20/2021 04H,21137
02/20/2021 03H,21362
02/20/2021 02H,21886
02/20/2021 01H,22461
02/20/2021 00H,21589
02/19/2021 23H,20986
02/19/2021 22H,20887
02/19/2021 21H,21208
02/19/2021 20H,21252
02/19/2021 19H,21892
02/19/2021 18H,23555
02/19/2021 17H,25000
02/19/2021 16H,26419
02/19/2021 15H,28007
02/19/2021 14H,29025
02/19/2021 13H,27493
02/19/2021 12H,24264
02/19/2021 11H,22078
02/19/2021 10H,21215
02/19/2021 09H,21222
02/19/2021 08H,20638
02/19/2021 07H,21003
02/19/2021 06H,22833
02/19/2021 05H,23571
02/19/2021 04H,23989
02/19/2021 03H,25747
02/19/2021 02H,26903
02/19/2021 01H,27130
02/19/2021 00H,24971
02/18/2021 23H,22560
02/18/2021 22H,21878
02/18/2021 21H,22450
02/18/2021 20H,23671
02/18/2021 19H,24742
02/18/2021 18H,25163
02/18/2021 17H,26094
02/18/2021 16H,25905
02/18/2021 15H,25700
02/18/2021 14H,25514
02/18/2021 13H,25107
02/18/2021 12H,23805
02/18/2021 11H,22921
02/18/2021 10H,22144
02/18/2021 09H,21760
02/18/2021 08H,21871
02/18/2021 07H,22183
02/18/2021 06H,22209
02/18/2021 05H,22772
02/18/2021 04H,23840
02/18/2021 03H,25879
02/18/2021 02H,27231
02/18/2021 01H,28324
02/18/2021 00H,26459
02/17/2021 23H,25399
02/17/2021 22H,24440
02/17/2021 21H,24139
02/17/2021 20H,24728
02/17/2021 19H,24861
02/17/2021 18H,26087
02/17/2021 17H,26824
02/17/2021 16H,27433
02/17/2021 15H,27844
02/17/2021 14H,28472
02/17/2021 13H,28660
02/17/2021 12H,27006
02/17/2021 11H,25363
02/17/2021 10H,25298
02/17/2021 09H,25289
02/17/2021 08H,25778
02/17/2021 07H,25018
02/17/2021 06H,25322
02/17/2021 05H,25773
02/17/2021 04H,27790
02/17/2021 03H,27932
02/17/2021 02H,28771
02/17/2021 01H,29081
02/17/2021 00H,26583
02/16/2021 23H,24928
02/16/2021 22H,24373
02/16/2021 21H,24496
02/16/2021 20H,25307
02/16/2021 19H,25996
02/16/2021 18H,26167
02/16/2021 17H,26442
02/16/2021 16H,26880
02/16/2021 15H,27346
02/16/2021 14H,27584
02/16/2021 13H,27968
02/16/2021 12H,26979
02/16/2021 11H,25456
02/16/2021 10H,24530
02/16/2021 09H,24041
02/16/2021 08H,24318
02/16/2021 07H,24492
02/16/2021 06H,25364
02/16/2021 05H,26455
02/16/2021 04H,27323
02/16/2021 03H,28823
02/16/2021 02H,29100
02/16/2021 01H,29984
02/16/2021 00H,28826
02/15/2021 23H,28603
02/15/2021 22H,28249
02/15/2021 21H,28057
02/15/2021 20H,28410
02/15/2021 19H,28759
02/15/2021 18H,30023
02/15/2021 17H,30206
02/15/2021 16H,30212
02/15/2021 15H,29830
02/15/2021 14H,28688
02/15/2021 13H,27954
02/15/2021 12H,25791
02/15/2021 11H,24102
02/15/2021 10H,23460
02/15/2021 09H,23494
02/15/2021 08H,23039
02/15/2021 07H,22968
02/15/2021 06H,23383
02/15/2021 05H,24185
02/15/2021 04H,25188
02/15/2021 03H,26474
02/15/2021 02H,26897
02/15/2021 01H,26755
02/15/2021 00H,25581
02/14/2021 23H,24445
02/14/2021 22H,23520
02/14/2021 21H,22871
02/14/2021 20H,22089
02/14/2021 19H,22055
02/14/2021 18H,22569
02/14/2021 17H,23302
02/14/2021 16H,22403
02/14/2021 15H,22550
02/14/2021 14H,21753
02/14/2021 13H,20820
02/14/2021 12H,19930
02/14/2021 11H,18667
02/14/2021 10H,17811
02/14/2021 09H,17789
02/14/2021 08H,17694
02/14/2021 07H,18080
02/14/2021 06H,19078
02/14/2021 05H,19995
02/14/2021 04H,20656
02/14/2021 03H,21423
02/14/2021 02H,22376
02/14/2021 01H,22957
02/14/2021 00H,20792
02/13/2021 23H,19480
02/13/2021 22H,19060
02/13/2021 21H,19332
02/13/2021 20H,21112
02/13/2021 19H,21769
02/13/2021 18H,22485
02/13/2021 17H,22895
02/13/2021 16H,22629
02/13/2021 15H,22872
02/13/2021 14H,21681
02/13/2021 13H,21383
02/13/2021 12H,20502
02/13/2021 11H,19938
02/13/2021 10H,20123
02/13/2021 09H,20741
02/13/2021 08H,20041
02/13/2021 07H,19479
02/13/2021 06H,20804
02/13/2021 05H,21839
02/13/2021 04H,24341
02/13/2021 03H,25799
02/13/2021 02H,26357
02/13/2021 01H,26401
02/13/2021 00H,24083
02/12/2021 23H,22902
02/12/2021 22H,22500
02/12/2021 21H,22122
02/12/2021 20H,23382
02/12/2021 19H,23709
02/12/2021 18H,24382
02/12/2021 17H,24451
02/12/2021 16H,24000
02/12/2021 15H,23320
02/12/2021 14H,22448
02/12/2021 13H,21433
02/12/2021 12H,19691
02/12/2021 11H,18382
02/12/2021 10H,18174
02/12/2021 09H,18299
02/12/2021 08H,18225
02/12/2021 07H,18326
02/12/2021 06H,19498
02/12/2021 05H,20437
02/12/2021 04H,21515
02/12/2021 03H,23379
02/12/2021 02H,24853
02/12/2021 01H,26298
02/12/2021 00H,25457
02/11/2021 23H,24808
02/11/2021 22H,25115
02/11/2021 21H,25555
02/11/2021 20H,25924
02/11/2021 19H,26319
02/11/2021 18H,25842
02/11/2021 17H,25459
02/11/2021 16H,25363
02/11/2021 15H,25116
02/11/2021 14H,24709
02/11/2021 13H,22455
02/11/2021 12H,20456
02/11/2021 11H,19094
02/11/2021 10H,18783
02/11/2021 09H,18651
02/11/2021 08H,18327
02/11/2021 07H,18446
02/11/2021 06H,19056
02/11/2021 05H,19209
02/11/2021 04H,19929
02/11/2021 03H,21468
02/11/2021 02H,23233
02/11/2021 01H,23987
02/11/2021 00H,22800
02/10/2021 23H,21731
02/10/2021 22H,21020
02/10/2021 21H,20701
02/10/2021 20H,21042
02/10/2021 19H,21811
02/10/2021 18H,22825
02/10/2021 17H,23331
02/10/2021 16H,23583
02/10/2021 15H,23756
02/10/2021 14H,22614
02/10/2021 13H,21810
02/10/2021 12H,19417
02/10/2021 11H,18996
02/10/2021 10H,18736
02/10/2021 09H,18502
02/10/2021 08H,18367
02/10/2021 07H,18423
02/10/2021 06H,19179
02/10/2021 05H,19915
02/10/2021 04H,20411
02/10/2021 03H,21578
02/10/2021 02H,22706
02/10/2021 01H,23215
02/10/2021 00H,21727
02/9/2021 23H,20696
02/9/2021 22H,20061
02/9/2021 21H,20145
02/9/2021 20H,20517
02/9/2021 19H,20951
02/9/2021 18H,22460
02/9/2021 17H,23499
02/9/2021 16H,23458
02/9/2021 15H,23070
02/9/2021 14H,22267
02/9/2021 13H,20891
02/9/2021 12H,19112
02/9/2021 11H,17588
02/9/2021 10H,17328
02/9/2021 09H,17393
02/9/2021 08H,17827
02/9/2021 07H,18701
02/9/2021 06H,19037
02/9/2021 05H,19030
02/9/2021 04H,20612
02/9/2021 03H,22832
02/9/2021 02H,23015
02/9/2021 01H,23351
02/9/2021 00H,22242
02/8/2021 23H,21142
02/8/2021 22H,20588
02/8/2021 21H,20907
02/8/2021 20H,22411
02/8/2021 19H,24441
02/8/2021 18H,25806
02/8/2021 17H,27475
02/8/2021 16H,27573
02/8/2021 15H,27080
02/8/2021 14H,27102
02/8/2021 13H,26868
02/8/2021 12H,22950
02/8/2021 11H,20750
02/8/2021 10H,19630
02/8/2021 09H,19077
02/8/2021 08H,19041
02/8/2021 07H,19364
02/8/2021 06H,20300
02/8/2021 05H,21863
02/8/2021 04H,22288
02/8/2021 03H,22735
02/8/2021 02H,22995
02/8/2021 01H,23196
02/8/2021 00H,22656
02/7/2021 23H,21344
02/7/2021 22H,19606
02/7/2021 21H,18958
02/7/2021 20H,18997
02/7/2021 19H,19013
02/7/2021 18H,19921
02/7/2021 17H,20537
02/7/2021 16H,20190
02/7/2021 15H,19408
02/7/2021 14H,17696
02/7/2021 13H,16456
02/7/2021 12H,15699
02/7/2021 11H,14949
02/7/2021 10H,14426
02/7/2021 09H,14155
02/7/2021 08H,14120
02/7/2021 07H,14300
02/7/2021 06H,14591
02/7/2021 05H,14686
02/7/2021 04H,14853
02/7/2021 03H,15172
02/7/2021 02H,15167
02/7/2021 01H,15319
02/7/2021 00H,15093
02/6/2021 23H,13934
02/6/2021 22H,13709
02/6/2021 21H,13407
02/6/2021 20H,13270
02/6/2021 19H,13414
02/6/2021 18H,13801
02/6/2021 17H,13868
02/6/2021 16H,13935
02/6/2021 15H,14444
02/6/2021 14H,14157
02/6/2021 13H,13885
02/6/2021 12H,13645
02/6/2021 11H,13605
02/6/2021 10H,13366
02/6/2021 09H,13149
02/6/2021 08H,13014
02/6/2021 07H,13161
02/6/2021 06H,13559
02/6/2021 05H,14214
02/6/2021 04H,14429
02/6/2021 03H,14515
02/6/2021 02H,14723
02/6/2021 01H,15210
02/6/2021 00H,15008
02/5/2021 23H,14252
02/5/2021 22H,13845
02/5/2021 21H,14096
02/5/2021 20H,13964
02/5/2021 19H,13601
02/5/2021 18H,13753
02/5/2021 17H,14013
02/5/2021 16H,14372
02/5/2021 15H,14910
02/5/2021 14H,15006
02/5/2021 13H,14666
02/5/2021 12H,13589
02/5/2021 11H,12500
02/5/2021 10H,12114
02/5/2021 09H,11662
02/5/2021 08H,11410
02/5/2021 07H,11286
02/5/2021 06H,12137
02/5/2021 05H,13381
02/5/2021 04H,13841
02/5/2021 03H,14386
02/5/2021 02H,14695
02/5/2021 01H,15496
02/5/2021 00H,15368
02/4/2021 23H,14837
02/4/2021 22H,14571
02/4/2021 21H,14420
02/4/2021 20H,14337
02/4/2021 19H,14332
02/4/2021 18H,14538
02/4/2021 17H,14808
02/4/2021 16H,15061
02/4/2021 15H,15715
02/4/2021 14H,16471
02/4/2021 13H,15835
02/4/2021 12H,15116
02/4/2021 11H,14132
02/4/2021 10H,13723
02/4/2021 09H,13628
02/4/2021 08H,12913
02/4/2021 07H,13294
02/4/2021 06H,13467
02/4/2021 05H,13474
02/4/2021 04H,14247
02/4/2021 03H,15154
02/4/2021 02H,15764
02/4/2021 01H,16981
02/4/2021 00H,16316
02/3/2021 23H,15415
02/3/2021 22H,14923
02/3/2021 21H,14844
02/3/2021 20H,15326
02/3/2021 19H,16102
02/3/2021 18H,17184
02/3/2021 17H,19354
02/3/2021 16H,21140
02/3/2021 15H,22294
02/3/2021 14H,23918
02/3/2021 13H,23264
02/3/2021 12H,21012
02/3/2021 11H,19649
02/3/2021 10H,18954
02/3/2021 09H,18825
02/3/2021 08H,18789
02/3/2021 07H,18775
02/3/2021 06H,18893
02/3/2021 05H,19352
02/3/2021 04H,19844
02/3/2021 03H,20630
02/3/2021 02H,21176
02/3/2021 01H,21407
02/3/2021 00H,20649
02/2/2021 23H,19752
02/2/2021 22H,19338
02/2/2021 21H,19705
02/2/2021 20H,20739
02/2/2021 19H,22306
02/2/2021 18H,24258
02/2/2021 17H,25619
02/2/2021 16H,26269
02/2/2021 15H,27278
02/2/2021 14H,27391
02/2/2021 13H,26328
02/2/2021 12H,23788
02/2/2021 11H,21998
02/2/2021 10H,21270
02/2/2021 09H,20994
02/2/2021 08H,21140
02/2/2021 07H,21286
02/2/2021 06H,21934
02/2/2021 05H,22767
02/2/2021 04H,23889
02/2/2021 03H,25393
