Net generation from natural gas for Midwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390111&sdid=EBA.MIDW-ALL.NG.NG.H
19:14:17 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDW-ALL.NG.NG.H megawatthours
10/6/2021 20H,26422
10/6/2021 19H,26176
10/6/2021 18H,25042
10/6/2021 17H,24441
10/6/2021 16H,23254
10/6/2021 15H,22447
10/6/2021 14H,20739
10/6/2021 13H,20403
10/6/2021 12H,19385
10/6/2021 11H,17352
10/6/2021 10H,15694
10/6/2021 09H,14513
10/6/2021 08H,14289
10/6/2021 07H,14177
10/6/2021 06H,14453
10/6/2021 05H,15948
10/6/2021 04H,17992
10/6/2021 03H,20460
10/6/2021 02H,23477
10/6/2021 01H,26157
10/6/2021 00H,27780
10/5/2021 23H,27873
10/5/2021 22H,28622
10/5/2021 21H,28913
10/5/2021 20H,28728
10/5/2021 19H,28676
10/5/2021 18H,27310
10/5/2021 17H,25636
10/5/2021 16H,24823
10/5/2021 15H,23880
10/5/2021 14H,22620
10/5/2021 13H,22848
10/5/2021 12H,21497
10/5/2021 11H,17982
10/5/2021 10H,15759
10/5/2021 09H,14822
10/5/2021 08H,14992
10/5/2021 07H,15508
10/5/2021 06H,16166
10/5/2021 05H,18223
10/5/2021 04H,20483
10/5/2021 03H,23996
10/5/2021 02H,27703
10/5/2021 01H,30079
10/5/2021 00H,31435
10/4/2021 23H,31971
10/4/2021 22H,32017
10/4/2021 21H,31638
10/4/2021 20H,31549
10/4/2021 19H,30768
10/4/2021 18H,29649
10/4/2021 17H,28413
10/4/2021 16H,27112
10/4/2021 15H,25832
10/4/2021 14H,24640
10/4/2021 13H,23871
10/4/2021 12H,22707
10/4/2021 11H,19157
10/4/2021 10H,16537
10/4/2021 09H,15949
10/4/2021 08H,16080
10/4/2021 07H,16395
10/4/2021 06H,17471
10/4/2021 05H,19821
10/4/2021 04H,22017
10/4/2021 03H,24180
10/4/2021 02H,26064
10/4/2021 01H,27324
10/4/2021 00H,27733
10/3/2021 23H,27138
10/3/2021 22H,26313
10/3/2021 21H,25358
10/3/2021 20H,25247
10/3/2021 19H,25078
10/3/2021 18H,24058
10/3/2021 17H,22874
10/3/2021 16H,21623
10/3/2021 15H,19410
10/3/2021 14H,17936
10/3/2021 13H,16071
10/3/2021 12H,15435
10/3/2021 11H,14852
10/3/2021 10H,14639
10/3/2021 09H,14864
10/3/2021 08H,15530
10/3/2021 07H,16201
10/3/2021 06H,16835
10/3/2021 05H,17988
10/3/2021 04H,19691
10/3/2021 03H,21494
10/3/2021 02H,22570
10/3/2021 01H,23172
10/3/2021 00H,22980
10/2/2021 23H,23580
10/2/2021 22H,24351
10/2/2021 21H,23958
10/2/2021 20H,24145
10/2/2021 19H,24158
10/2/2021 18H,23296
10/2/2021 17H,22490
10/2/2021 16H,21685
10/2/2021 15H,20665
10/2/2021 14H,18504
10/2/2021 13H,17197
10/2/2021 12H,16029
10/2/2021 11H,15327
10/2/2021 10H,14982
10/2/2021 09H,14922
10/2/2021 08H,14957
10/2/2021 07H,15546
10/2/2021 06H,16429
10/2/2021 05H,18032
10/2/2021 04H,19742
10/2/2021 03H,22268
10/2/2021 02H,24755
10/2/2021 01H,26226
10/2/2021 00H,27250
10/1/2021 23H,27712
10/1/2021 22H,28492
10/1/2021 21H,28233
10/1/2021 20H,27994
10/1/2021 19H,27619
10/1/2021 18H,26720
10/1/2021 17H,24967
10/1/2021 16H,23889
10/1/2021 15H,22365
10/1/2021 14H,20758
10/1/2021 13H,19585
10/1/2021 12H,19217
10/1/2021 11H,18221
10/1/2021 10H,16841
10/1/2021 09H,16718
10/1/2021 08H,16567
10/1/2021 07H,16451
10/1/2021 06H,16461
10/1/2021 05H,17790
10/1/2021 04H,18718
10/1/2021 03H,20832
10/1/2021 02H,23875
10/1/2021 01H,26749
10/1/2021 00H,27353
09/30/2021 23H,28950
09/30/2021 22H,28452
09/30/2021 21H,28755
09/30/2021 20H,28079
09/30/2021 19H,27896
09/30/2021 18H,26525
09/30/2021 17H,25328
09/30/2021 16H,24139
09/30/2021 15H,21412
09/30/2021 14H,19918
09/30/2021 13H,19754
09/30/2021 12H,18618
09/30/2021 11H,16407
09/30/2021 10H,14448
09/30/2021 09H,13833
09/30/2021 08H,14173
09/30/2021 07H,13986
09/30/2021 06H,14132
09/30/2021 05H,15667
09/30/2021 04H,18169
09/30/2021 03H,21215
09/30/2021 02H,24946
09/30/2021 01H,28210
09/30/2021 00H,29484
09/29/2021 23H,29477
09/29/2021 22H,29229
09/29/2021 21H,27488
09/29/2021 20H,26259
09/29/2021 19H,24963
09/29/2021 18H,23731
09/29/2021 17H,23137
09/29/2021 16H,22368
09/29/2021 15H,20665
09/29/2021 14H,18096
09/29/2021 13H,17592
09/29/2021 12H,17479
09/29/2021 11H,14867
09/29/2021 10H,12767
09/29/2021 09H,12293
09/29/2021 08H,12096
09/29/2021 07H,12008
09/29/2021 06H,12691
09/29/2021 05H,13810
09/29/2021 04H,15199
09/29/2021 03H,17808
09/29/2021 02H,21179
09/29/2021 01H,25448
09/29/2021 00H,28073
09/28/2021 23H,28572
09/28/2021 22H,28278
09/28/2021 21H,27426
09/28/2021 20H,26527
09/28/2021 19H,25880
09/28/2021 18H,24990
09/28/2021 17H,22854
09/28/2021 16H,21322
09/28/2021 15H,19632
09/28/2021 14H,17893
09/28/2021 13H,16257
09/28/2021 12H,15647
09/28/2021 11H,15193
09/28/2021 10H,13857
09/28/2021 09H,13361
09/28/2021 08H,13223
09/28/2021 07H,13435
09/28/2021 06H,14258
09/28/2021 05H,16047
09/28/2021 04H,18115
09/28/2021 03H,21326
09/28/2021 02H,24943
09/28/2021 01H,28250
09/28/2021 00H,29604
09/27/2021 23H,30354
09/27/2021 22H,30714
09/27/2021 21H,30151
09/27/2021 20H,29054
09/27/2021 19H,27659
09/27/2021 18H,25432
09/27/2021 17H,23199
09/27/2021 16H,21366
09/27/2021 15H,18256
09/27/2021 14H,16008
09/27/2021 13H,14302
09/27/2021 12H,13596
09/27/2021 11H,11800
09/27/2021 10H,10157
09/27/2021 09H,9270
09/27/2021 08H,8872
09/27/2021 07H,8895
09/27/2021 06H,9223
09/27/2021 05H,9911
09/27/2021 04H,11885
09/27/2021 03H,14138
09/27/2021 02H,16522
09/27/2021 01H,18448
09/27/2021 00H,19457
09/26/2021 23H,19280
09/26/2021 22H,18554
09/26/2021 21H,16776
09/26/2021 20H,15204
09/26/2021 19H,14234
09/26/2021 18H,13614
09/26/2021 17H,11923
09/26/2021 16H,10037
09/26/2021 15H,8727
09/26/2021 14H,7964
09/26/2021 13H,7060
09/26/2021 12H,6897
09/26/2021 11H,6668
09/26/2021 10H,6839
09/26/2021 09H,6769
09/26/2021 08H,6871
09/26/2021 07H,7218
09/26/2021 06H,7495
09/26/2021 05H,7918
09/26/2021 04H,9502
09/26/2021 03H,11411
09/26/2021 02H,13512
09/26/2021 01H,15635
09/26/2021 00H,16394
09/25/2021 23H,15398
09/25/2021 22H,14402
09/25/2021 21H,13846
09/25/2021 20H,13509
09/25/2021 19H,13064
09/25/2021 18H,13003
09/25/2021 17H,12659
09/25/2021 16H,12674
09/25/2021 15H,11647
09/25/2021 14H,10088
09/25/2021 13H,9143
09/25/2021 12H,8077
09/25/2021 11H,7251
09/25/2021 10H,6752
09/25/2021 09H,7111
09/25/2021 08H,7057
09/25/2021 07H,7106
09/25/2021 06H,7389
09/25/2021 05H,7799
09/25/2021 04H,8862
09/25/2021 03H,10451
09/25/2021 02H,11881
09/25/2021 01H,12559
09/25/2021 00H,12900
09/24/2021 23H,13191
09/24/2021 22H,13033
09/24/2021 21H,12672
09/24/2021 20H,12461
09/24/2021 19H,12047
09/24/2021 18H,11867
09/24/2021 17H,11517
09/24/2021 16H,10936
09/24/2021 15H,11106
09/24/2021 14H,10661
09/24/2021 13H,10152
09/24/2021 12H,10187
09/24/2021 11H,8350
09/24/2021 10H,8200
09/24/2021 09H,7405
09/24/2021 08H,7347
09/24/2021 07H,7232
09/24/2021 06H,7696
09/24/2021 05H,9580
09/24/2021 04H,10964
09/24/2021 03H,13016
09/24/2021 02H,15401
09/24/2021 01H,16654
09/24/2021 00H,16984
09/23/2021 23H,16900
09/23/2021 22H,16515
09/23/2021 21H,16147
09/23/2021 20H,15862
09/23/2021 19H,15699
09/23/2021 18H,15097
09/23/2021 17H,14400
09/23/2021 16H,14191
09/23/2021 15H,13930
09/23/2021 14H,13091
09/23/2021 13H,12975
09/23/2021 12H,12423
09/23/2021 11H,10292
09/23/2021 10H,9064
09/23/2021 09H,8742
09/23/2021 08H,8711
09/23/2021 07H,8766
09/23/2021 06H,9159
09/23/2021 05H,10858
09/23/2021 04H,12713
09/23/2021 03H,15213
09/23/2021 02H,16968
09/23/2021 01H,17919
09/23/2021 00H,17900
09/22/2021 23H,18094
09/22/2021 22H,18274
09/22/2021 21H,17973
09/22/2021 20H,17778
09/22/2021 19H,17838
09/22/2021 18H,17585
09/22/2021 17H,17744
09/22/2021 16H,18179
09/22/2021 15H,17995
09/22/2021 14H,16827
09/22/2021 13H,16164
09/22/2021 12H,15025
09/22/2021 11H,12491
09/22/2021 10H,10803
09/22/2021 09H,10405
09/22/2021 08H,10674
09/22/2021 07H,10891
09/22/2021 06H,11634
09/22/2021 05H,14245
09/22/2021 04H,16090
09/22/2021 03H,18606
09/22/2021 02H,20971
09/22/2021 01H,22207
09/22/2021 00H,22184
09/21/2021 23H,21984
09/21/2021 22H,22511
09/21/2021 21H,22853
09/21/2021 20H,22902
09/21/2021 19H,22461
09/21/2021 18H,22478
09/21/2021 17H,21734
09/21/2021 16H,20857
09/21/2021 15H,20154
09/21/2021 14H,19330
09/21/2021 13H,17995
09/21/2021 12H,16882
09/21/2021 11H,14768
09/21/2021 10H,13804
09/21/2021 09H,13388
09/21/2021 08H,13507
09/21/2021 07H,13586
09/21/2021 06H,14682
09/21/2021 05H,15940
09/21/2021 04H,18170
09/21/2021 03H,21599
09/21/2021 02H,24364
09/21/2021 01H,26133
09/21/2021 00H,27716
09/20/2021 23H,29313
09/20/2021 22H,30461
09/20/2021 21H,30043
09/20/2021 20H,29571
09/20/2021 19H,28978
09/20/2021 18H,27285
09/20/2021 17H,24827
09/20/2021 16H,24101
09/20/2021 15H,22519
09/20/2021 14H,20846
09/20/2021 13H,19625
09/20/2021 12H,17718
09/20/2021 11H,15664
09/20/2021 10H,13951
09/20/2021 09H,13400
09/20/2021 08H,13917
09/20/2021 07H,14219
09/20/2021 06H,14558
09/20/2021 05H,15438
09/20/2021 04H,17467
09/20/2021 03H,20813
09/20/2021 02H,24773
09/20/2021 01H,27658
09/20/2021 00H,29165
09/19/2021 23H,30367
09/19/2021 22H,30705
09/19/2021 21H,29751
09/19/2021 20H,28632
09/19/2021 19H,26365
09/19/2021 18H,23468
09/19/2021 17H,21231
09/19/2021 16H,19086
09/19/2021 15H,16242
09/19/2021 14H,13315
09/19/2021 13H,11143
09/19/2021 12H,10834
09/19/2021 11H,10829
09/19/2021 10H,10713
09/19/2021 09H,11086
09/19/2021 08H,11751
09/19/2021 07H,12192
09/19/2021 06H,13008
09/19/2021 05H,13919
09/19/2021 04H,15904
09/19/2021 03H,19103
09/19/2021 02H,22242
09/19/2021 01H,25541
09/19/2021 00H,28313
09/18/2021 23H,30152
09/18/2021 22H,30361
09/18/2021 21H,30014
09/18/2021 20H,29491
09/18/2021 19H,28098
09/18/2021 18H,25976
09/18/2021 17H,23714
09/18/2021 16H,20722
09/18/2021 15H,18577
09/18/2021 14H,15574
09/18/2021 13H,13209
09/18/2021 12H,12708
09/18/2021 11H,12940
09/18/2021 10H,12800
09/18/2021 09H,12909
09/18/2021 08H,13168
09/18/2021 07H,13444
09/18/2021 06H,13949
09/18/2021 05H,16598
09/18/2021 04H,19925
09/18/2021 03H,24213
09/18/2021 02H,28790
09/18/2021 01H,30836
09/18/2021 00H,32075
09/17/2021 23H,32841
09/17/2021 22H,33833
09/17/2021 21H,33332
09/17/2021 20H,32203
09/17/2021 19H,30283
09/17/2021 18H,28322
09/17/2021 17H,26397
09/17/2021 16H,24279
09/17/2021 15H,22074
09/17/2021 14H,18997
09/17/2021 13H,16845
09/17/2021 12H,15250
09/17/2021 11H,13679
09/17/2021 10H,11978
09/17/2021 09H,10701
09/17/2021 08H,10486
09/17/2021 07H,10846
09/17/2021 06H,11540
09/17/2021 05H,12630
09/17/2021 04H,14023
09/17/2021 03H,17359
09/17/2021 02H,21883
09/17/2021 01H,25106
09/17/2021 00H,26391
09/16/2021 23H,26741
09/16/2021 22H,26993
09/16/2021 21H,26255
09/16/2021 20H,25028
09/16/2021 19H,23829
09/16/2021 18H,22109
09/16/2021 17H,20293
09/16/2021 16H,18530
09/16/2021 15H,16694
09/16/2021 14H,14945
09/16/2021 13H,13970
09/16/2021 12H,13783
09/16/2021 11H,11946
09/16/2021 10H,10492
09/16/2021 09H,9976
09/16/2021 08H,10029
09/16/2021 07H,10503
09/16/2021 06H,11426
09/16/2021 05H,12762
09/16/2021 04H,13940
09/16/2021 03H,16542
09/16/2021 02H,19822
09/16/2021 01H,21728
09/16/2021 00H,24132
09/15/2021 23H,25560
09/15/2021 22H,26829
09/15/2021 21H,26190
09/15/2021 20H,25452
09/15/2021 19H,25417
09/15/2021 18H,24176
09/15/2021 17H,23271
09/15/2021 16H,22104
09/15/2021 15H,20693
09/15/2021 14H,20025
09/15/2021 13H,18973
09/15/2021 12H,18356
09/15/2021 11H,17161
09/15/2021 10H,15591
09/15/2021 09H,15255
09/15/2021 08H,15447
09/15/2021 07H,15963
09/15/2021 06H,16662
09/15/2021 05H,18508
09/15/2021 04H,21736
09/15/2021 03H,25490
09/15/2021 02H,28206
09/15/2021 01H,30069
09/15/2021 00H,30445
09/14/2021 23H,30756
09/14/2021 22H,31379
09/14/2021 21H,31354
09/14/2021 20H,31201
09/14/2021 19H,30447
09/14/2021 18H,29175
09/14/2021 17H,26377
09/14/2021 16H,25010
09/14/2021 15H,22180
09/14/2021 14H,19939
09/14/2021 13H,19388
09/14/2021 12H,17946
09/14/2021 11H,15880
09/14/2021 10H,13718
09/14/2021 09H,13099
09/14/2021 08H,13697
09/14/2021 07H,13771
09/14/2021 06H,14281
09/14/2021 05H,15255
09/14/2021 04H,19806
09/14/2021 03H,24598
09/14/2021 02H,29100
09/14/2021 01H,32540
09/14/2021 00H,33032
09/13/2021 23H,32916
09/13/2021 22H,32093
09/13/2021 21H,31951
09/13/2021 20H,31346
09/13/2021 19H,30923
09/13/2021 18H,29505
09/13/2021 17H,27698
09/13/2021 16H,25983
09/13/2021 15H,23181
09/13/2021 14H,20306
09/13/2021 13H,18339
09/13/2021 12H,18090
09/13/2021 11H,15318
09/13/2021 10H,13362
09/13/2021 09H,12817
09/13/2021 08H,13049
09/13/2021 07H,13400
09/13/2021 06H,13974
09/13/2021 05H,14858
09/13/2021 04H,18295
09/13/2021 03H,22396
09/13/2021 02H,25146
09/13/2021 01H,26914
09/13/2021 00H,28358
09/12/2021 23H,28927
09/12/2021 22H,28612
09/12/2021 21H,28089
09/12/2021 20H,27770
09/12/2021 19H,26779
09/12/2021 18H,24571
09/12/2021 17H,22373
09/12/2021 16H,19426
09/12/2021 15H,15652
09/12/2021 14H,11425
09/12/2021 13H,8966
09/12/2021 12H,8388
09/12/2021 11H,8272
09/12/2021 10H,8248
09/12/2021 09H,8490
09/12/2021 08H,8503
09/12/2021 07H,9207
09/12/2021 06H,9099
09/12/2021 05H,9704
09/12/2021 04H,12130
09/12/2021 03H,14935
09/12/2021 02H,18916
09/12/2021 01H,22953
09/12/2021 00H,24673
09/11/2021 23H,25821
09/11/2021 22H,25761
09/11/2021 21H,25295
09/11/2021 20H,24987
09/11/2021 19H,21558
09/11/2021 18H,20199
09/11/2021 17H,18657
09/11/2021 16H,16477
09/11/2021 15H,13205
09/11/2021 14H,10539
09/11/2021 13H,8981
09/11/2021 12H,8560
09/11/2021 11H,7835
09/11/2021 10H,7551
09/11/2021 09H,7318
09/11/2021 08H,7424
09/11/2021 07H,7839
09/11/2021 06H,8506
09/11/2021 05H,10004
09/11/2021 04H,11243
09/11/2021 03H,14591
09/11/2021 02H,18772
09/11/2021 01H,22099
09/11/2021 00H,25468
09/10/2021 23H,26518
09/10/2021 22H,26609
09/10/2021 21H,26055
09/10/2021 20H,24618
09/10/2021 19H,23789
09/10/2021 18H,21695
09/10/2021 17H,19838
09/10/2021 16H,17907
09/10/2021 15H,16316
09/10/2021 14H,13312
09/10/2021 13H,11234
09/10/2021 12H,10671
09/10/2021 11H,9527
09/10/2021 10H,9065
09/10/2021 09H,8749
09/10/2021 08H,8977
09/10/2021 07H,9261
09/10/2021 06H,9658
09/10/2021 05H,11114
09/10/2021 04H,13397
09/10/2021 03H,17646
09/10/2021 02H,21551
09/10/2021 01H,23587
09/10/2021 00H,25236
09/9/2021 23H,25726
09/9/2021 22H,26107
09/9/2021 21H,26081
09/9/2021 20H,25355
09/9/2021 19H,24113
09/9/2021 18H,22785
09/9/2021 17H,21738
09/9/2021 16H,19977
09/9/2021 15H,17825
09/9/2021 14H,15981
09/9/2021 13H,15179
09/9/2021 12H,14551
09/9/2021 11H,12911
09/9/2021 10H,11564
09/9/2021 09H,11074
09/9/2021 08H,11042
09/9/2021 07H,11521
09/9/2021 06H,11831
09/9/2021 05H,14019
09/9/2021 04H,15608
09/9/2021 03H,18214
09/9/2021 02H,20703
09/9/2021 01H,22282
09/9/2021 00H,22458
09/8/2021 23H,22349
09/8/2021 22H,22244
09/8/2021 21H,21575
09/8/2021 20H,20370
09/8/2021 19H,19892
09/8/2021 18H,19304
09/8/2021 17H,18296
09/8/2021 16H,17506
09/8/2021 15H,16499
09/8/2021 14H,13432
09/8/2021 13H,11340
09/8/2021 12H,10520
09/8/2021 11H,9467
09/8/2021 10H,8267
09/8/2021 09H,8240
09/8/2021 08H,8374
09/8/2021 07H,8993
09/8/2021 06H,10502
09/8/2021 05H,12530
09/8/2021 04H,14825
09/8/2021 03H,18270
09/8/2021 02H,21701
09/8/2021 01H,24663
09/8/2021 00H,26021
09/7/2021 23H,25764
09/7/2021 22H,25835
09/7/2021 21H,25379
09/7/2021 20H,24189
09/7/2021 19H,23267
09/7/2021 18H,21149
09/7/2021 17H,19052
09/7/2021 16H,17045
09/7/2021 15H,14889
09/7/2021 14H,12311
09/7/2021 13H,10332
09/7/2021 12H,9716
09/7/2021 11H,9081
09/7/2021 10H,8159
09/7/2021 09H,7966
09/7/2021 08H,7946
09/7/2021 07H,8045
09/7/2021 06H,8783
09/7/2021 05H,9612
09/7/2021 04H,11294
09/7/2021 03H,13550
09/7/2021 02H,16674
09/7/2021 01H,19350
09/7/2021 00H,21624
09/6/2021 23H,21993
09/6/2021 22H,21528
09/6/2021 21H,20523
09/6/2021 20H,19703
09/6/2021 19H,18932
09/6/2021 18H,18206
09/6/2021 17H,16144
09/6/2021 16H,13691
09/6/2021 15H,10821
09/6/2021 14H,8447
09/6/2021 13H,7882
09/6/2021 12H,7636
09/6/2021 11H,7547
09/6/2021 10H,7406
09/6/2021 09H,7292
09/6/2021 08H,7370
09/6/2021 07H,7623
09/6/2021 06H,8680
09/6/2021 05H,9444
09/6/2021 04H,11037
09/6/2021 03H,14672
09/6/2021 02H,16782
09/6/2021 01H,17857
09/6/2021 00H,18849
09/5/2021 23H,19156
09/5/2021 22H,18378
09/5/2021 21H,18217
09/5/2021 20H,17838
09/5/2021 19H,16951
09/5/2021 18H,16240
09/5/2021 17H,15238
09/5/2021 16H,14099
09/5/2021 15H,12014
09/5/2021 14H,9297
09/5/2021 13H,8101
09/5/2021 12H,8035
09/5/2021 11H,7974
09/5/2021 10H,7977
09/5/2021 09H,8006
09/5/2021 08H,8702
09/5/2021 07H,9312
09/5/2021 06H,10489
09/5/2021 05H,12160
09/5/2021 04H,13868
09/5/2021 03H,16222
09/5/2021 02H,17575
09/5/2021 01H,18386
09/5/2021 00H,18791
09/4/2021 23H,18883
09/4/2021 22H,18770
09/4/2021 21H,19021
09/4/2021 20H,18924
09/4/2021 19H,18615
09/4/2021 18H,17406
09/4/2021 17H,17081
09/4/2021 16H,15417
09/4/2021 15H,13256
09/4/2021 14H,10132
09/4/2021 13H,8410
09/4/2021 12H,8164
09/4/2021 11H,8127
09/4/2021 10H,8289
09/4/2021 09H,8821
09/4/2021 08H,9129
09/4/2021 07H,9794
09/4/2021 06H,10934
09/4/2021 05H,12615
09/4/2021 04H,14916
09/4/2021 03H,17524
09/4/2021 02H,19266
09/4/2021 01H,19565
09/4/2021 00H,19852
09/3/2021 23H,20695
09/3/2021 22H,21437
09/3/2021 21H,21464
09/3/2021 20H,21169
09/3/2021 19H,20742
09/3/2021 18H,19616
09/3/2021 17H,18857
09/3/2021 16H,17774
09/3/2021 15H,15375
09/3/2021 14H,13610
09/3/2021 13H,12364
09/3/2021 12H,11063
09/3/2021 11H,9972
09/3/2021 10H,9216
09/3/2021 09H,8997
09/3/2021 08H,8843
09/3/2021 07H,9093
09/3/2021 06H,9111
09/3/2021 05H,10974
09/3/2021 04H,12425
09/3/2021 03H,15356
09/3/2021 02H,17727
09/3/2021 01H,17784
09/3/2021 00H,19180
09/2/2021 23H,20727
09/2/2021 22H,21574
09/2/2021 21H,21630
09/2/2021 20H,21330
09/2/2021 19H,20320
09/2/2021 18H,18793
09/2/2021 17H,17720
09/2/2021 16H,16843
09/2/2021 15H,15427
09/2/2021 14H,13441
09/2/2021 13H,11966
09/2/2021 12H,11148
09/2/2021 11H,10175
09/2/2021 10H,9006
09/2/2021 09H,8951
09/2/2021 08H,9331
09/2/2021 07H,9607
09/2/2021 06H,10398
09/2/2021 05H,11626
09/2/2021 04H,12722
09/2/2021 03H,15522
09/2/2021 02H,18512
09/2/2021 01H,20767
09/2/2021 00H,23008
09/1/2021 23H,22795
09/1/2021 22H,22800
09/1/2021 21H,22866
09/1/2021 20H,22370
09/1/2021 19H,21774
09/1/2021 18H,21246
09/1/2021 17H,19965
09/1/2021 16H,18592
09/1/2021 15H,16972
09/1/2021 14H,14439
09/1/2021 13H,12722
09/1/2021 12H,11769
09/1/2021 11H,11772
09/1/2021 10H,11328
09/1/2021 09H,11091
09/1/2021 08H,11045
09/1/2021 07H,11226
09/1/2021 06H,12222
09/1/2021 05H,13894
09/1/2021 04H,15918
09/1/2021 03H,19232
09/1/2021 02H,22842
09/1/2021 01H,24731
09/1/2021 00H,25970
08/31/2021 23H,26816
08/31/2021 22H,27420
08/31/2021 21H,27632
08/31/2021 20H,27211
08/31/2021 19H,26196
08/31/2021 18H,24501
08/31/2021 17H,23319
08/31/2021 16H,21869
08/31/2021 15H,20045
08/31/2021 14H,18328
08/31/2021 13H,16574
08/31/2021 12H,15966
08/31/2021 11H,14797
08/31/2021 10H,13610
08/31/2021 09H,13467
08/31/2021 08H,13383
08/31/2021 07H,13621
08/31/2021 06H,14415
08/31/2021 05H,16679
08/31/2021 04H,18550
08/31/2021 03H,20923
08/31/2021 02H,24675
08/31/2021 01H,27231
08/31/2021 00H,30126
08/30/2021 23H,31840
08/30/2021 22H,32733
08/30/2021 21H,32853
08/30/2021 20H,32377
08/30/2021 19H,32145
08/30/2021 18H,30728
08/30/2021 17H,29061
08/30/2021 16H,27077
08/30/2021 15H,24158
08/30/2021 14H,20982
08/30/2021 13H,19317
08/30/2021 12H,18020
08/30/2021 11H,16824
08/30/2021 10H,16056
08/30/2021 09H,15983
08/30/2021 08H,16127
08/30/2021 07H,16160
08/30/2021 06H,16637
08/30/2021 05H,19268
08/30/2021 04H,22423
08/30/2021 03H,26650
08/30/2021 02H,28730
08/30/2021 01H,29819
08/30/2021 00H,31458
08/29/2021 23H,32329
08/29/2021 22H,32746
08/29/2021 21H,31562
08/29/2021 20H,30788
08/29/2021 19H,29578
08/29/2021 18H,27772
08/29/2021 17H,26399
08/29/2021 16H,23591
08/29/2021 15H,20050
08/29/2021 14H,16442
08/29/2021 13H,13211
08/29/2021 12H,11945
08/29/2021 11H,11499
08/29/2021 10H,12053
08/29/2021 09H,12428
08/29/2021 08H,13217
08/29/2021 07H,13761
08/29/2021 06H,14458
08/29/2021 05H,15970
08/29/2021 04H,19086
08/29/2021 03H,22746
08/29/2021 02H,27207
08/29/2021 01H,30202
08/29/2021 00H,32582
08/28/2021 23H,34465
08/28/2021 22H,34530
08/28/2021 21H,34274
08/28/2021 20H,33379
08/28/2021 19H,32030
08/28/2021 18H,29813
08/28/2021 17H,27230
08/28/2021 16H,23924
08/28/2021 15H,20198
08/28/2021 14H,17069
08/28/2021 13H,14333
08/28/2021 12H,14351
08/28/2021 11H,14012
08/28/2021 10H,13960
08/28/2021 09H,14690
08/28/2021 08H,15265
08/28/2021 07H,15426
08/28/2021 06H,16730
08/28/2021 05H,18216
08/28/2021 04H,21602
08/28/2021 03H,25254
08/28/2021 02H,29044
08/28/2021 01H,30566
08/28/2021 00H,33301
08/27/2021 23H,35342
08/27/2021 22H,36075
08/27/2021 21H,36151
08/27/2021 20H,35796
08/27/2021 19H,34948
08/27/2021 18H,33294
08/27/2021 17H,31710
08/27/2021 16H,28986
08/27/2021 15H,25375
08/27/2021 14H,21748
08/27/2021 13H,20142
08/27/2021 12H,18579
08/27/2021 11H,17112
08/27/2021 10H,17110
08/27/2021 09H,17060
08/27/2021 08H,16980
08/27/2021 07H,17307
08/27/2021 06H,18239
08/27/2021 05H,21175
08/27/2021 04H,23557
08/27/2021 03H,27375
08/27/2021 02H,31858
08/27/2021 01H,34651
08/27/2021 00H,37885
08/26/2021 23H,40483
08/26/2021 22H,42141
08/26/2021 21H,42943
08/26/2021 20H,42561
08/26/2021 19H,42462
08/26/2021 18H,40278
08/26/2021 17H,37571
08/26/2021 16H,34448
08/26/2021 15H,30067
08/26/2021 14H,25651
08/26/2021 13H,23033
08/26/2021 12H,21801
08/26/2021 11H,21028
08/26/2021 10H,20156
08/26/2021 09H,19298
08/26/2021 08H,20005
08/26/2021 07H,20462
08/26/2021 06H,22023
08/26/2021 05H,24261
08/26/2021 04H,27907
08/26/2021 03H,32476
08/26/2021 02H,38284
08/26/2021 01H,41302
08/26/2021 00H,43958
08/25/2021 23H,45806
08/25/2021 22H,46297
08/25/2021 21H,45623
08/25/2021 20H,45238
08/25/2021 19H,44323
08/25/2021 18H,42424
08/25/2021 17H,38651
08/25/2021 16H,34660
08/25/2021 15H,29846
08/25/2021 14H,25452
08/25/2021 13H,22430
08/25/2021 12H,21341
08/25/2021 11H,20222
08/25/2021 10H,19133
08/25/2021 09H,18620
08/25/2021 08H,19082
08/25/2021 07H,19693
08/25/2021 06H,21046
08/25/2021 05H,23561
08/25/2021 04H,27511
08/25/2021 03H,32997
08/25/2021 02H,37520
08/25/2021 01H,39878
08/25/2021 00H,42449
08/24/2021 23H,44521
08/24/2021 22H,44614
08/24/2021 21H,44783
08/24/2021 20H,44362
08/24/2021 19H,42170
08/24/2021 18H,40433
08/24/2021 17H,37577
08/24/2021 16H,33105
