Net generation from nuclear for Midwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390111&sdid=EBA.MIDW-ALL.NG.NUC.H
19:14:23 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDW-ALL.NG.NUC.H megawatthours
06/17/2019 01H,12214
06/17/2019 00H,12207
06/16/2019 23H,12204
06/16/2019 22H,12205
06/16/2019 21H,12205
06/16/2019 20H,12203
06/16/2019 19H,12209
06/16/2019 18H,12215
06/16/2019 17H,12216
06/16/2019 16H,12219
06/16/2019 15H,12223
06/16/2019 14H,12214
06/16/2019 13H,12200
06/16/2019 12H,12188
06/16/2019 11H,12159
06/16/2019 10H,12130
06/16/2019 09H,12075
06/16/2019 08H,12030
06/16/2019 07H,12010
06/16/2019 06H,11970
06/16/2019 05H,11879
06/16/2019 04H,11822
06/16/2019 03H,11901
06/16/2019 02H,12114
06/16/2019 01H,12135
06/16/2019 00H,12128
06/15/2019 23H,12129
06/15/2019 22H,12126
06/15/2019 21H,12111
06/15/2019 20H,12116
06/15/2019 19H,12118
06/15/2019 18H,12119
06/15/2019 17H,12120
06/15/2019 16H,12124
06/15/2019 15H,12128
06/15/2019 14H,12126
06/15/2019 13H,12122
06/15/2019 12H,12120
06/15/2019 11H,12108
06/15/2019 10H,12087
06/15/2019 09H,12051
06/15/2019 08H,12011
06/15/2019 07H,11960
06/15/2019 06H,11910
06/15/2019 05H,11871
06/15/2019 04H,11802
06/15/2019 03H,11769
06/15/2019 02H,11996
06/15/2019 01H,12179
06/15/2019 00H,12187
06/14/2019 23H,12195
06/14/2019 22H,12190
06/14/2019 21H,12184
06/14/2019 20H,12187
06/14/2019 19H,12170
06/14/2019 18H,12153
06/14/2019 17H,12140
06/14/2019 16H,12122
06/14/2019 15H,12101
06/14/2019 14H,12074
06/14/2019 13H,12039
06/14/2019 12H,12011
06/14/2019 11H,11985
06/14/2019 10H,11958
06/14/2019 09H,11933
06/14/2019 08H,11904
06/14/2019 07H,11872
06/14/2019 06H,11852
06/14/2019 05H,11817
06/14/2019 04H,11816
06/14/2019 03H,11828
06/14/2019 02H,12004
06/14/2019 01H,12153
06/14/2019 00H,12152
06/13/2019 23H,12151
06/13/2019 22H,12152
06/13/2019 21H,12152
06/13/2019 20H,12155
06/13/2019 19H,12157
06/13/2019 18H,12156
06/13/2019 17H,12162
06/13/2019 16H,12169
06/13/2019 15H,12177
06/13/2019 14H,12187
06/13/2019 13H,12191
06/13/2019 12H,12196
06/13/2019 11H,12202
06/13/2019 10H,12209
06/13/2019 09H,12217
06/13/2019 08H,12221
06/13/2019 07H,12213
06/13/2019 06H,12211
06/13/2019 05H,12213
06/13/2019 04H,12211
06/13/2019 03H,12212
06/13/2019 02H,12211
06/13/2019 01H,12211
06/13/2019 00H,12218
06/12/2019 23H,12213
06/12/2019 22H,12217
06/12/2019 21H,12214
06/12/2019 20H,12197
06/12/2019 19H,12179
06/12/2019 18H,12159
06/12/2019 17H,12154
06/12/2019 16H,12154
06/12/2019 15H,12144
06/12/2019 14H,12152
06/12/2019 13H,12138
06/12/2019 12H,12115
06/12/2019 11H,12070
06/12/2019 10H,12012
06/12/2019 09H,12017
06/12/2019 08H,12006
06/12/2019 07H,12000
06/12/2019 06H,11968
06/12/2019 05H,11867
06/12/2019 04H,11790
06/12/2019 03H,11683
06/12/2019 02H,11618
06/12/2019 01H,11567
06/12/2019 00H,11539
06/11/2019 23H,11539
06/11/2019 22H,11471
06/11/2019 21H,11445
06/11/2019 20H,11483
06/11/2019 19H,11493
06/11/2019 18H,11434
06/11/2019 17H,11388
06/11/2019 16H,11461
06/11/2019 15H,11448
06/11/2019 14H,11533
06/11/2019 13H,11549
06/11/2019 12H,11554
06/11/2019 11H,11551
06/11/2019 10H,11548
06/11/2019 09H,11544
06/11/2019 08H,11550
06/11/2019 07H,11546
06/11/2019 06H,11531
06/11/2019 05H,11532
06/11/2019 04H,11523
06/11/2019 03H,11514
06/11/2019 02H,11509
06/11/2019 01H,11503
06/11/2019 00H,11509
06/10/2019 23H,11503
06/10/2019 22H,11500
06/10/2019 21H,11501
06/10/2019 20H,11487
06/10/2019 19H,11491
06/10/2019 18H,11494
06/10/2019 17H,11495
06/10/2019 16H,11496
06/10/2019 15H,11494
06/10/2019 14H,11498
06/10/2019 13H,11503
06/10/2019 12H,11506
06/10/2019 11H,11504
06/10/2019 10H,11514
06/10/2019 09H,11508
06/10/2019 08H,11503
06/10/2019 07H,11499
06/10/2019 06H,11479
06/10/2019 05H,11468
06/10/2019 04H,11465
06/10/2019 03H,11459
06/10/2019 02H,11454
06/10/2019 01H,11445
06/10/2019 00H,11451
06/9/2019 23H,11449
06/9/2019 22H,11450
06/9/2019 21H,11453
06/9/2019 20H,11454
06/9/2019 19H,11456
06/9/2019 18H,11459
06/9/2019 17H,11463
06/9/2019 16H,11470
06/9/2019 15H,11478
06/9/2019 14H,11484
06/9/2019 13H,11490
06/9/2019 12H,11500
06/9/2019 11H,11497
06/9/2019 10H,11494
06/9/2019 09H,11498
06/9/2019 08H,11487
06/9/2019 07H,11490
06/9/2019 06H,11566
06/9/2019 05H,11769
06/9/2019 04H,11799
06/9/2019 03H,11794
06/9/2019 02H,11791
06/9/2019 01H,11837
06/9/2019 00H,11831
06/8/2019 23H,11765
06/8/2019 22H,11703
06/8/2019 21H,11621
06/8/2019 20H,11625
06/8/2019 19H,11612
06/8/2019 18H,11492
06/8/2019 17H,11462
06/8/2019 16H,11332
06/8/2019 15H,11175
06/8/2019 14H,11184
06/8/2019 13H,11244
06/8/2019 12H,11234
06/8/2019 11H,11226
06/8/2019 10H,11203
06/8/2019 09H,11108
06/8/2019 08H,11153
06/8/2019 07H,11127
06/8/2019 06H,11051
06/8/2019 05H,10996
06/8/2019 04H,10995
06/8/2019 03H,11108
06/8/2019 02H,11217
06/8/2019 01H,11215
06/8/2019 00H,11212
06/7/2019 23H,11209
06/7/2019 22H,11203
06/7/2019 21H,11201
06/7/2019 20H,11201
06/7/2019 19H,11195
06/7/2019 18H,11192
06/7/2019 17H,11200
06/7/2019 16H,11215
06/7/2019 15H,11226
06/7/2019 14H,11237
06/7/2019 13H,11231
06/7/2019 12H,11232
06/7/2019 11H,11244
06/7/2019 10H,11250
06/7/2019 09H,11244
06/7/2019 08H,11236
06/7/2019 07H,11235
06/7/2019 06H,11226
06/7/2019 05H,11221
06/7/2019 04H,11218
06/7/2019 03H,11214
06/7/2019 02H,11210
06/7/2019 01H,11207
06/7/2019 00H,11201
06/6/2019 23H,11193
06/6/2019 22H,11194
06/6/2019 21H,11196
06/6/2019 20H,11208
06/6/2019 19H,11211
06/6/2019 18H,11216
06/6/2019 17H,11228
06/6/2019 16H,11231
06/6/2019 15H,11235
06/6/2019 14H,11246
06/6/2019 13H,11249
06/6/2019 12H,11249
06/6/2019 11H,11253
06/6/2019 10H,11257
06/6/2019 09H,11258
06/6/2019 08H,11248
06/6/2019 07H,11237
06/6/2019 06H,11220
06/6/2019 05H,11196
06/6/2019 04H,11184
06/6/2019 03H,11160
06/6/2019 02H,11154
06/6/2019 01H,11214
06/6/2019 00H,11203
06/5/2019 23H,11202
06/5/2019 22H,11187
06/5/2019 21H,11184
06/5/2019 20H,11189
06/5/2019 19H,11192
06/5/2019 18H,11202
06/5/2019 17H,11221
06/5/2019 16H,11219
06/5/2019 15H,11232
06/5/2019 14H,11238
06/5/2019 13H,11239
06/5/2019 12H,11235
06/5/2019 11H,11231
06/5/2019 10H,11231
06/5/2019 09H,11231
06/5/2019 08H,11234
06/5/2019 07H,11231
06/5/2019 06H,11229
06/5/2019 05H,11228
06/5/2019 04H,11229
06/5/2019 03H,11226
06/5/2019 02H,11227
06/5/2019 01H,11215
06/5/2019 00H,11206
06/4/2019 23H,11200
06/4/2019 22H,11199
06/4/2019 21H,11199
06/4/2019 20H,11183
06/4/2019 19H,11139
06/4/2019 18H,11122
06/4/2019 17H,11121
06/4/2019 16H,11120
06/4/2019 15H,11179
06/4/2019 14H,11238
06/4/2019 13H,11275
06/4/2019 12H,11286
06/4/2019 11H,11292
06/4/2019 10H,11290
06/4/2019 09H,11296
06/4/2019 08H,11287
06/4/2019 07H,11297
06/4/2019 06H,11285
06/4/2019 05H,11278
06/4/2019 04H,11275
06/4/2019 03H,11275
06/4/2019 02H,11268
06/4/2019 01H,11266
06/4/2019 00H,11262
06/3/2019 23H,11263
06/3/2019 22H,11269
06/3/2019 21H,11270
06/3/2019 20H,11278
06/3/2019 19H,11278
06/3/2019 18H,11279
06/3/2019 17H,11281
06/3/2019 16H,11294
06/3/2019 15H,11297
06/3/2019 14H,11306
06/3/2019 13H,11310
06/3/2019 12H,11316
06/3/2019 11H,11322
06/3/2019 10H,11328
06/3/2019 09H,11326
06/3/2019 08H,11318
06/3/2019 07H,11309
06/3/2019 06H,11298
06/3/2019 05H,11298
06/3/2019 04H,11289
06/3/2019 03H,11282
06/3/2019 02H,11281
06/3/2019 01H,11274
06/3/2019 00H,11273
06/2/2019 23H,11276
06/2/2019 22H,11279
06/2/2019 21H,11283
06/2/2019 20H,11285
06/2/2019 19H,11285
06/2/2019 18H,11286
06/2/2019 17H,11286
06/2/2019 16H,11283
06/2/2019 15H,11285
06/2/2019 14H,11290
06/2/2019 13H,11290
06/2/2019 12H,11291
06/2/2019 11H,11290
06/2/2019 10H,11287
06/2/2019 09H,11284
06/2/2019 08H,11273
06/2/2019 07H,11272
06/2/2019 06H,11267
06/2/2019 05H,11262
06/2/2019 04H,11252
06/2/2019 03H,11240
06/2/2019 02H,11239
06/2/2019 01H,11234
06/2/2019 00H,11241
06/1/2019 23H,11237
06/1/2019 22H,11233
06/1/2019 21H,11223
06/1/2019 20H,11165
06/1/2019 19H,11062
06/1/2019 18H,11018
06/1/2019 17H,11002
06/1/2019 16H,10999
06/1/2019 15H,11088
06/1/2019 14H,11162
06/1/2019 13H,11153
06/1/2019 12H,11136
06/1/2019 11H,11128
06/1/2019 10H,11109
06/1/2019 09H,11094
06/1/2019 08H,11073
06/1/2019 07H,11056
06/1/2019 06H,11040
06/1/2019 05H,11338
06/1/2019 04H,11338
06/1/2019 03H,11488
06/1/2019 02H,11405
06/1/2019 01H,11274
06/1/2019 00H,11139
05/31/2019 23H,10950
05/31/2019 22H,10903
05/31/2019 21H,10896
05/31/2019 20H,10902
05/31/2019 19H,10915
05/31/2019 18H,10917
05/31/2019 17H,10926
05/31/2019 16H,10934
05/31/2019 15H,10938
05/31/2019 14H,10947
05/31/2019 13H,10952
05/31/2019 12H,10958
05/31/2019 11H,10956
05/31/2019 10H,10957
05/31/2019 09H,10956
05/31/2019 08H,10956
05/31/2019 07H,10951
05/31/2019 06H,10941
05/31/2019 05H,10936
05/31/2019 04H,10930
05/31/2019 03H,10926
05/31/2019 02H,10920
05/31/2019 01H,10914
05/31/2019 00H,10917
05/30/2019 23H,10919
05/30/2019 22H,10925
05/30/2019 21H,10920
05/30/2019 20H,10923
05/30/2019 19H,10919
05/30/2019 18H,10921
05/30/2019 17H,10907
05/30/2019 16H,10856
05/30/2019 15H,10710
05/30/2019 14H,10640
05/30/2019 13H,10637
05/30/2019 12H,10632
05/30/2019 11H,10639
05/30/2019 10H,10634
05/30/2019 09H,10624
05/30/2019 08H,10611
05/30/2019 07H,10568
05/30/2019 06H,10538
05/30/2019 05H,10500
05/30/2019 04H,10385
05/30/2019 03H,10229
05/30/2019 02H,10055
05/30/2019 01H,10023
05/30/2019 00H,9993
05/29/2019 23H,9980
05/29/2019 22H,9961
05/29/2019 21H,9945
05/29/2019 20H,9935
05/29/2019 19H,9915
05/29/2019 18H,9906
05/29/2019 17H,9904
05/29/2019 16H,9883
05/29/2019 15H,9869
05/29/2019 14H,9853
05/29/2019 13H,9842
05/29/2019 12H,9833
05/29/2019 11H,9821
05/29/2019 10H,9832
05/29/2019 09H,10004
05/29/2019 08H,10049
05/29/2019 07H,9975
05/29/2019 06H,9868
05/29/2019 05H,9791
05/29/2019 04H,9892
05/29/2019 03H,10198
05/29/2019 02H,10197
05/29/2019 01H,10186
05/29/2019 00H,10175
05/28/2019 23H,10188
05/28/2019 22H,10259
05/28/2019 21H,10412
05/28/2019 20H,10446
05/28/2019 19H,10532
05/28/2019 18H,10449
05/28/2019 17H,10448
05/28/2019 16H,10450
05/28/2019 15H,10503
05/28/2019 14H,10668
05/28/2019 13H,10774
05/28/2019 12H,10778
05/28/2019 11H,10783
05/28/2019 10H,10790
05/28/2019 09H,10790
05/28/2019 08H,10788
05/28/2019 07H,10784
05/28/2019 06H,10783
05/28/2019 05H,10776
05/28/2019 04H,10772
05/28/2019 03H,10761
05/28/2019 02H,10760
05/28/2019 01H,10753
05/28/2019 00H,10754
05/27/2019 23H,10754
05/27/2019 22H,10758
05/27/2019 21H,10771
05/27/2019 20H,10774
05/27/2019 19H,10770
05/27/2019 18H,10766
05/27/2019 17H,10762
05/27/2019 16H,10770
05/27/2019 15H,10782
05/27/2019 14H,10803
05/27/2019 13H,10813
05/27/2019 12H,10820
05/27/2019 11H,10828
05/27/2019 10H,10830
05/27/2019 09H,10829
05/27/2019 08H,10827
05/27/2019 07H,10816
05/27/2019 06H,10805
05/27/2019 05H,10794
05/27/2019 04H,10791
05/27/2019 03H,10781
05/27/2019 02H,10766
05/27/2019 01H,10764
05/27/2019 00H,10769
05/26/2019 23H,10759
05/26/2019 22H,10746
05/26/2019 21H,10736
05/26/2019 20H,10728
05/26/2019 19H,10725
05/26/2019 18H,10720
05/26/2019 17H,10710
05/26/2019 16H,10701
05/26/2019 15H,10674
05/26/2019 14H,10650
05/26/2019 13H,10621
05/26/2019 12H,10584
05/26/2019 11H,10785
05/26/2019 10H,11500
05/26/2019 09H,11499
05/26/2019 08H,11531
05/26/2019 07H,11524
05/26/2019 06H,11515
05/26/2019 05H,11499
05/26/2019 04H,11475
05/26/2019 03H,11461
05/26/2019 02H,11446
05/26/2019 01H,11444
05/26/2019 00H,11440
05/25/2019 23H,11433
05/25/2019 22H,11433
05/25/2019 21H,11432
05/25/2019 20H,11420
05/25/2019 19H,11396
05/25/2019 18H,11354
05/25/2019 17H,11332
05/25/2019 16H,11292
05/25/2019 15H,11207
05/25/2019 14H,11199
05/25/2019 13H,11199
05/25/2019 12H,11197
05/25/2019 11H,11164
05/25/2019 10H,11146
05/25/2019 09H,11124
05/25/2019 08H,11061
05/25/2019 07H,10940
05/25/2019 06H,10972
05/25/2019 05H,11156
05/25/2019 04H,11066
05/25/2019 03H,10959
05/25/2019 02H,10899
05/25/2019 01H,10845
05/25/2019 00H,10828
05/24/2019 23H,10806
05/24/2019 22H,10804
05/24/2019 21H,10794
05/24/2019 20H,10763
05/24/2019 19H,10745
05/24/2019 18H,10664
05/24/2019 17H,10559
05/24/2019 16H,10524
05/24/2019 15H,10457
05/24/2019 14H,10413
05/24/2019 13H,10412
05/24/2019 12H,10438
05/24/2019 11H,10430
05/24/2019 10H,10400
05/24/2019 09H,10455
05/24/2019 08H,10452
05/24/2019 07H,10458
05/24/2019 06H,10443
05/24/2019 05H,10447
05/24/2019 04H,10512
05/24/2019 03H,10568
05/24/2019 02H,10608
05/24/2019 01H,10770
05/24/2019 00H,10741
05/23/2019 23H,10814
05/23/2019 22H,10947
05/23/2019 21H,11010
05/23/2019 20H,11009
05/23/2019 19H,11009
05/23/2019 18H,10998
05/23/2019 17H,11007
05/23/2019 16H,11007
05/23/2019 15H,10989
05/23/2019 14H,10991
05/23/2019 13H,10990
05/23/2019 12H,10988
05/23/2019 11H,10987
05/23/2019 10H,10984
05/23/2019 09H,10975
05/23/2019 08H,10964
05/23/2019 07H,10958
05/23/2019 06H,10949
05/23/2019 05H,10933
05/23/2019 04H,10924
05/23/2019 03H,10920
05/23/2019 02H,10910
05/23/2019 01H,10905
05/23/2019 00H,10898
05/22/2019 23H,10894
05/22/2019 22H,10896
05/22/2019 21H,10904
05/22/2019 20H,10889
05/22/2019 19H,10908
05/22/2019 18H,10869
05/22/2019 17H,11220
05/22/2019 16H,11508
05/22/2019 15H,11520
05/22/2019 14H,11535
05/22/2019 13H,11539
05/22/2019 12H,11551
05/22/2019 11H,11550
05/22/2019 10H,11556
05/22/2019 09H,11551
05/22/2019 08H,11547
05/22/2019 07H,11524
05/22/2019 06H,11523
05/22/2019 05H,11525
05/22/2019 04H,11529
05/22/2019 03H,11523
05/22/2019 02H,11511
05/22/2019 01H,11487
05/22/2019 00H,11466
05/21/2019 23H,11456
05/21/2019 22H,11445
05/21/2019 21H,11441
05/21/2019 20H,11413
05/21/2019 19H,11396
05/21/2019 18H,11400
05/21/2019 17H,11384
05/21/2019 16H,11333
05/21/2019 15H,11290
05/21/2019 14H,11258
05/21/2019 13H,11207
05/21/2019 12H,11161
05/21/2019 11H,11119
05/21/2019 10H,11088
05/21/2019 09H,11050
05/21/2019 08H,11014
05/21/2019 07H,10976
05/21/2019 06H,10928
05/21/2019 05H,10892
05/21/2019 04H,10840
05/21/2019 03H,10787
05/21/2019 02H,10688
05/21/2019 01H,10549
05/21/2019 00H,10497
05/20/2019 23H,10379
05/20/2019 22H,10313
05/20/2019 21H,10259
05/20/2019 20H,10238
05/20/2019 19H,10243
05/20/2019 18H,10146
05/20/2019 17H,10135
05/20/2019 16H,10123
05/20/2019 15H,10034
05/20/2019 14H,9948
05/20/2019 13H,9914
05/20/2019 12H,9887
05/20/2019 11H,9854
05/20/2019 10H,9820
05/20/2019 09H,9827
05/20/2019 08H,9810
05/20/2019 07H,9810
05/20/2019 06H,9806
05/20/2019 05H,9799
05/20/2019 04H,9801
05/20/2019 03H,9797
05/20/2019 02H,9807
05/20/2019 01H,9862
05/20/2019 00H,9883
05/19/2019 23H,9886
05/19/2019 22H,9908
05/19/2019 21H,9900
05/19/2019 20H,9882
05/19/2019 19H,9751
05/19/2019 18H,9561
05/19/2019 17H,9491
05/19/2019 16H,9453
05/19/2019 15H,9417
05/19/2019 14H,9380
05/19/2019 13H,9379
05/19/2019 12H,9363
05/19/2019 11H,9311
05/19/2019 10H,9286
05/19/2019 09H,9290
05/19/2019 08H,9289
05/19/2019 07H,9285
05/19/2019 06H,9280
05/19/2019 05H,9285
05/19/2019 04H,9284
05/19/2019 03H,9282
05/19/2019 02H,9280
05/19/2019 01H,9282
05/19/2019 00H,9273
05/18/2019 23H,9269
05/18/2019 22H,9272
05/18/2019 21H,9350
05/18/2019 20H,9272
05/18/2019 19H,9270
05/18/2019 18H,9270
05/18/2019 17H,9232
05/18/2019 16H,9195
05/18/2019 15H,9125
05/18/2019 14H,9090
05/18/2019 13H,9087
05/18/2019 12H,9093
05/18/2019 11H,9074
05/18/2019 10H,8993
05/18/2019 09H,8941
05/18/2019 08H,8940
05/18/2019 07H,8926
05/18/2019 06H,8896
05/18/2019 05H,8885
05/18/2019 04H,8876
05/18/2019 03H,8873
05/18/2019 02H,8871
05/18/2019 01H,8870
05/18/2019 00H,8869
05/17/2019 23H,8864
05/17/2019 22H,8868
05/17/2019 21H,8881
05/17/2019 20H,8895
05/17/2019 19H,8890
05/17/2019 18H,8843
05/17/2019 17H,8870
05/17/2019 16H,8871
05/17/2019 15H,8870
05/17/2019 14H,8872
05/17/2019 13H,8876
05/17/2019 12H,8875
05/17/2019 11H,8873
05/17/2019 10H,8868
05/17/2019 09H,8877
05/17/2019 08H,8895
05/17/2019 07H,8899
05/17/2019 06H,8897
05/17/2019 05H,8893
05/17/2019 04H,8900
05/17/2019 03H,8907
05/17/2019 02H,8935
05/17/2019 01H,9013
05/17/2019 00H,9090
05/16/2019 23H,9161
05/16/2019 22H,9203
05/16/2019 21H,9199
05/16/2019 20H,9192
05/16/2019 19H,10192
05/16/2019 18H,10376
05/16/2019 17H,10405
05/16/2019 16H,10416
05/16/2019 15H,10426
05/16/2019 14H,10440
05/16/2019 13H,10452
05/16/2019 12H,10462
05/16/2019 11H,10464
05/16/2019 10H,10470
05/16/2019 09H,10469
05/16/2019 08H,10468
05/16/2019 07H,10468
05/16/2019 06H,10475
05/16/2019 05H,10473
05/16/2019 04H,10478
05/16/2019 03H,10476
05/16/2019 02H,10475
05/16/2019 01H,10467
05/16/2019 00H,10474
05/15/2019 23H,10451
05/15/2019 22H,10371
05/15/2019 21H,10314
05/15/2019 20H,10199
05/15/2019 19H,10159
05/15/2019 18H,10164
05/15/2019 17H,10173
05/15/2019 16H,10193
05/15/2019 15H,10212
05/15/2019 14H,10219
05/15/2019 13H,10241
05/15/2019 12H,10252
05/15/2019 11H,10258
05/15/2019 10H,10253
05/15/2019 09H,10222
05/15/2019 08H,10198
05/15/2019 07H,10137
05/15/2019 06H,10066
05/15/2019 05H,9989
05/15/2019 04H,9941
05/15/2019 03H,9913
05/15/2019 02H,9895
05/15/2019 01H,9861
05/15/2019 00H,9867
05/14/2019 23H,9866
05/14/2019 22H,9831
05/14/2019 21H,9755
05/14/2019 20H,9709
05/14/2019 19H,9659
05/14/2019 18H,9633
05/14/2019 17H,9624
05/14/2019 16H,9640
05/14/2019 15H,9649
05/14/2019 14H,9657
05/14/2019 13H,9669
05/14/2019 12H,9654
05/14/2019 11H,9608
05/14/2019 10H,9564
05/14/2019 09H,9544
05/14/2019 08H,9520
05/14/2019 07H,9474
05/14/2019 06H,9476
05/14/2019 05H,9476
05/14/2019 04H,9473
05/14/2019 03H,9478
05/14/2019 02H,9457
05/14/2019 01H,9389
05/14/2019 00H,9330
05/13/2019 23H,9237
05/13/2019 22H,9107
05/13/2019 21H,9014
05/13/2019 20H,9007
05/13/2019 19H,9008
05/13/2019 18H,8979
05/13/2019 17H,8980
05/13/2019 16H,8984
05/13/2019 15H,8988
05/13/2019 14H,8993
05/13/2019 13H,8998
05/13/2019 12H,8998
05/13/2019 11H,9009
05/13/2019 10H,9008
05/13/2019 09H,9007
05/13/2019 08H,9003
05/13/2019 07H,9002
05/13/2019 06H,9002
05/13/2019 05H,8999
05/13/2019 04H,8997
05/13/2019 03H,8992
05/13/2019 02H,8985
05/13/2019 01H,8987
05/13/2019 00H,8988
05/12/2019 23H,8988
05/12/2019 22H,8982
05/12/2019 21H,8991
05/12/2019 20H,8988
05/12/2019 19H,8992
05/12/2019 18H,8996
05/12/2019 17H,9003
05/12/2019 16H,10028
05/12/2019 15H,10438
05/12/2019 14H,10442
05/12/2019 13H,10445
05/12/2019 12H,10447
05/12/2019 11H,10445
05/12/2019 10H,10444
05/12/2019 09H,10442
05/12/2019 08H,10443
05/12/2019 07H,10444
05/12/2019 06H,10441
05/12/2019 05H,10437
05/12/2019 04H,10433
05/12/2019 03H,10427
05/12/2019 02H,10421
05/12/2019 01H,10419
05/12/2019 00H,10413
05/11/2019 23H,10413
05/11/2019 22H,10410
05/11/2019 21H,10407
05/11/2019 20H,10411
05/11/2019 19H,10407
05/11/2019 18H,10412
05/11/2019 17H,10421
05/11/2019 16H,10423
05/11/2019 15H,10430
05/11/2019 14H,10435
05/11/2019 13H,10442
05/11/2019 12H,10446
05/11/2019 11H,10446
05/11/2019 10H,10448
05/11/2019 09H,10446
05/11/2019 08H,10439
05/11/2019 07H,10436
05/11/2019 06H,10426
05/11/2019 05H,10416
05/11/2019 04H,10411
05/11/2019 03H,10407
05/11/2019 02H,10404
05/11/2019 01H,10404
05/11/2019 00H,10408
05/10/2019 23H,10417
05/10/2019 22H,10422
05/10/2019 21H,10422
05/10/2019 20H,10419
05/10/2019 19H,10420
05/10/2019 18H,10419
05/10/2019 17H,10416
05/10/2019 16H,10417
05/10/2019 15H,10424
05/10/2019 14H,10430
05/10/2019 13H,10430
05/10/2019 12H,10431
05/10/2019 11H,10433
05/10/2019 10H,10430
05/10/2019 09H,10425
05/10/2019 08H,10414
05/10/2019 07H,10408
05/10/2019 06H,10406
05/10/2019 05H,10404
05/10/2019 04H,10402
05/10/2019 03H,10397
05/10/2019 02H,10378
05/10/2019 01H,10377
05/10/2019 00H,10373
05/9/2019 23H,10371
05/9/2019 22H,10369
05/9/2019 21H,10375
05/9/2019 20H,10372
05/9/2019 19H,10365
05/9/2019 18H,10371
05/9/2019 17H,10373
05/9/2019 16H,10375
05/9/2019 15H,10386
05/9/2019 14H,10391
05/9/2019 13H,10393
05/9/2019 12H,10401
05/9/2019 11H,10394
05/9/2019 10H,10387
05/9/2019 09H,10310
05/9/2019 08H,10237
05/9/2019 07H,10155
05/9/2019 06H,10118
05/9/2019 05H,10118
05/9/2019 04H,10190
05/9/2019 03H,10272
05/9/2019 02H,10347
05/9/2019 01H,10353
05/9/2019 00H,10355
05/8/2019 23H,10359
05/8/2019 22H,10366
05/8/2019 21H,10368
05/8/2019 20H,10366
05/8/2019 19H,10364
05/8/2019 18H,10372
05/8/2019 17H,10383
05/8/2019 16H,10392
05/8/2019 15H,10397
05/8/2019 14H,10402
05/8/2019 13H,10407
05/8/2019 12H,10409
05/8/2019 11H,10411
05/8/2019 10H,10409
05/8/2019 09H,10410
05/8/2019 08H,10414
05/8/2019 07H,10410
05/8/2019 06H,10408
05/8/2019 05H,10410
05/8/2019 04H,10398
05/8/2019 03H,10394
05/8/2019 02H,10378
05/8/2019 01H,10376
05/8/2019 00H,10372
05/7/2019 23H,10343
05/7/2019 22H,10196
05/7/2019 21H,10196
05/7/2019 20H,10204
05/7/2019 19H,10207
05/7/2019 18H,10214
05/7/2019 17H,10150
05/7/2019 16H,10074
05/7/2019 15H,9979
05/7/2019 14H,9871
05/7/2019 13H,9766
05/7/2019 12H,9725
05/7/2019 11H,9689
05/7/2019 10H,9572
05/7/2019 09H,9523
05/7/2019 08H,9526
05/7/2019 07H,9525
05/7/2019 06H,9517
05/7/2019 05H,9501
05/7/2019 04H,9498
05/7/2019 03H,9491
05/7/2019 02H,9484
05/7/2019 01H,9479
05/7/2019 00H,9482
05/6/2019 23H,9483
05/6/2019 22H,9481
05/6/2019 21H,9484
05/6/2019 20H,9499
05/6/2019 19H,9510
05/6/2019 18H,9517
05/6/2019 17H,9513
05/6/2019 16H,9520
05/6/2019 15H,9774
05/6/2019 14H,10276
05/6/2019 13H,10429
05/6/2019 12H,10433
05/6/2019 11H,10432
05/6/2019 10H,10436
05/6/2019 09H,10433
05/6/2019 08H,10435
05/6/2019 07H,10436
05/6/2019 06H,10432
05/6/2019 05H,10427
05/6/2019 04H,10422
05/6/2019 03H,10420
05/6/2019 02H,10419
05/6/2019 01H,10421
05/6/2019 00H,10423
05/5/2019 23H,10417
05/5/2019 22H,10416
05/5/2019 21H,10417
05/5/2019 20H,10424
05/5/2019 19H,10426
05/5/2019 18H,10429
05/5/2019 17H,10437
05/5/2019 16H,10441
05/5/2019 15H,10445
05/5/2019 14H,10455
05/5/2019 13H,10457
05/5/2019 12H,10463
05/5/2019 11H,10462
05/5/2019 10H,10460
05/5/2019 09H,10456
05/5/2019 08H,10452
05/5/2019 07H,10452
05/5/2019 06H,10449
05/5/2019 05H,10444
05/5/2019 04H,10433
05/5/2019 03H,10429
05/5/2019 02H,10429
05/5/2019 01H,10423
05/5/2019 00H,10428
05/4/2019 23H,10431
05/4/2019 22H,10428
05/4/2019 21H,10429
05/4/2019 20H,10430
05/4/2019 19H,10436
05/4/2019 18H,10441
05/4/2019 17H,10442
05/4/2019 16H,10446
05/4/2019 15H,10449
05/4/2019 14H,10455
05/4/2019 13H,10458
05/4/2019 12H,10458
05/4/2019 11H,10464
05/4/2019 10H,10468
05/4/2019 09H,10465
05/4/2019 08H,10463
05/4/2019 07H,10459
05/4/2019 06H,10461
05/4/2019 05H,10461
05/4/2019 04H,10459
05/4/2019 03H,10446
05/4/2019 02H,10445
05/4/2019 01H,10441
05/4/2019 00H,10441
05/3/2019 23H,10446
05/3/2019 22H,10438
05/3/2019 21H,10426
05/3/2019 20H,10427
05/3/2019 19H,10429
05/3/2019 18H,10425
05/3/2019 17H,10421
