Net generation from coal for Central (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390108&sdid=EBA.CENT-ALL.NG.COL.H
19:09:35 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CENT-ALL.NG.COL.H megawatthours
10/6/2021 08H,8352
10/6/2021 07H,8808
10/6/2021 06H,8995
10/6/2021 05H,9909
10/6/2021 04H,11501
10/6/2021 03H,12950
10/6/2021 02H,14358
10/6/2021 01H,14989
10/6/2021 00H,15255
10/5/2021 23H,15224
10/5/2021 22H,15254
10/5/2021 21H,15436
10/5/2021 20H,15543
10/5/2021 19H,15983
10/5/2021 18H,16123
10/5/2021 17H,16071
10/5/2021 16H,15930
10/5/2021 15H,15300
10/5/2021 14H,14933
10/5/2021 13H,15120
10/5/2021 12H,14306
10/5/2021 11H,13537
10/5/2021 10H,12777
10/5/2021 09H,12328
10/5/2021 08H,11894
10/5/2021 07H,11856
10/5/2021 06H,12213
10/5/2021 05H,13249
10/5/2021 04H,14324
10/5/2021 03H,14740
10/5/2021 02H,15688
10/5/2021 01H,15939
10/5/2021 00H,15938
10/4/2021 23H,15921
10/4/2021 22H,15972
10/4/2021 21H,16017
10/4/2021 20H,16011
10/4/2021 19H,15894
10/4/2021 18H,15631
10/4/2021 17H,15552
10/4/2021 16H,15591
10/4/2021 15H,15334
10/4/2021 14H,15185
10/4/2021 13H,14897
10/4/2021 12H,14186
10/4/2021 11H,13862
10/4/2021 10H,13480
10/4/2021 09H,13504
10/4/2021 08H,13741
10/4/2021 07H,14041
10/4/2021 06H,14594
10/4/2021 05H,14879
10/4/2021 04H,15463
10/4/2021 03H,15789
10/4/2021 02H,15990
10/4/2021 01H,15941
10/4/2021 00H,15834
10/3/2021 23H,15739
10/3/2021 22H,15665
10/3/2021 21H,15569
10/3/2021 20H,15615
10/3/2021 19H,15620
10/3/2021 18H,15678
10/3/2021 17H,15617
10/3/2021 16H,15135
10/3/2021 15H,14290
10/3/2021 14H,13646
10/3/2021 13H,13158
10/3/2021 12H,13413
10/3/2021 11H,13448
10/3/2021 10H,13678
10/3/2021 09H,14155
10/3/2021 08H,14751
10/3/2021 07H,15172
10/3/2021 06H,15697
10/3/2021 05H,15904
10/3/2021 04H,16097
10/3/2021 03H,16291
10/3/2021 02H,16612
10/3/2021 01H,16824
10/3/2021 00H,16783
10/2/2021 23H,16882
10/2/2021 22H,16896
10/2/2021 21H,16969
10/2/2021 20H,17046
10/2/2021 19H,17048
10/2/2021 18H,17048
10/2/2021 17H,16845
10/2/2021 16H,16585
10/2/2021 15H,16300
10/2/2021 14H,15822
10/2/2021 13H,15631
10/2/2021 12H,15714
10/2/2021 11H,15631
10/2/2021 10H,15478
10/2/2021 09H,15613
10/2/2021 08H,15759
10/2/2021 07H,15823
10/2/2021 06H,16067
10/2/2021 05H,16138
10/2/2021 04H,16248
10/2/2021 03H,16287
10/2/2021 02H,16139
10/2/2021 01H,16060
10/2/2021 00H,15910
10/1/2021 23H,15934
10/1/2021 22H,15860
10/1/2021 21H,15438
10/1/2021 20H,15322
10/1/2021 19H,15518
10/1/2021 18H,16064
10/1/2021 17H,16220
10/1/2021 16H,16168
10/1/2021 15H,16017
10/1/2021 14H,15906
10/1/2021 13H,15883
10/1/2021 12H,15602
10/1/2021 11H,15255
10/1/2021 10H,15090
10/1/2021 09H,15037
10/1/2021 08H,15105
10/1/2021 07H,15135
10/1/2021 06H,15491
10/1/2021 05H,15365
10/1/2021 04H,15640
10/1/2021 03H,16226
10/1/2021 02H,16424
10/1/2021 01H,16253
10/1/2021 00H,16109
09/30/2021 23H,15832
09/30/2021 22H,15641
09/30/2021 21H,15155
09/30/2021 20H,15277
09/30/2021 19H,14794
09/30/2021 18H,14370
09/30/2021 17H,13074
09/30/2021 16H,11545
09/30/2021 15H,11534
09/30/2021 14H,12417
09/30/2021 13H,12661
09/30/2021 12H,10881
09/30/2021 11H,9695
09/30/2021 10H,9439
09/30/2021 09H,10037
09/30/2021 08H,10706
09/30/2021 07H,10235
09/30/2021 06H,10043
09/30/2021 05H,10370
09/30/2021 04H,11841
09/30/2021 03H,12775
09/30/2021 02H,14167
09/30/2021 01H,15185
09/30/2021 00H,15172
09/29/2021 23H,14970
09/29/2021 22H,14790
09/29/2021 21H,14419
09/29/2021 20H,14233
09/29/2021 19H,14164
09/29/2021 18H,14366
09/29/2021 17H,14043
09/29/2021 16H,13064
09/29/2021 15H,11966
09/29/2021 14H,10414
09/29/2021 13H,9937
09/29/2021 12H,8790
09/29/2021 11H,8042
09/29/2021 10H,7803
09/29/2021 09H,7820
09/29/2021 08H,7994
09/29/2021 07H,8313
09/29/2021 06H,8760
09/29/2021 05H,8790
09/29/2021 04H,9066
09/29/2021 03H,9659
09/29/2021 02H,10923
09/29/2021 01H,13265
09/29/2021 00H,13939
09/28/2021 23H,13894
09/28/2021 22H,14062
09/28/2021 21H,13600
09/28/2021 20H,14237
09/28/2021 19H,14766
09/28/2021 18H,15083
09/28/2021 17H,15116
09/28/2021 16H,14595
09/28/2021 15H,12926
09/28/2021 14H,10736
09/28/2021 13H,11414
09/28/2021 12H,10273
09/28/2021 11H,8439
09/28/2021 10H,7151
09/28/2021 09H,7119
09/28/2021 08H,7474
09/28/2021 07H,7847
09/28/2021 06H,8574
09/28/2021 05H,9347
09/28/2021 04H,10210
09/28/2021 03H,11255
09/28/2021 02H,13246
09/28/2021 01H,15150
09/28/2021 00H,16146
09/27/2021 23H,16086
09/27/2021 22H,16086
09/27/2021 21H,16115
09/27/2021 20H,15915
09/27/2021 19H,15732
09/27/2021 18H,14890
09/27/2021 17H,13910
09/27/2021 16H,12481
09/27/2021 15H,10057
09/27/2021 14H,8213
09/27/2021 13H,8173
09/27/2021 12H,7908
09/27/2021 11H,7276
09/27/2021 10H,6938
09/27/2021 09H,6963
09/27/2021 08H,7236
09/27/2021 07H,7715
09/27/2021 06H,8386
09/27/2021 05H,8754
09/27/2021 04H,9401
09/27/2021 03H,10408
09/27/2021 02H,11499
09/27/2021 01H,11972
09/27/2021 00H,12435
09/26/2021 23H,12718
09/26/2021 22H,12838
09/26/2021 21H,12409
09/26/2021 20H,11151
09/26/2021 19H,9842
09/26/2021 18H,9228
09/26/2021 17H,8569
09/26/2021 16H,8182
09/26/2021 15H,7134
09/26/2021 14H,6272
09/26/2021 13H,6038
09/26/2021 12H,6117
09/26/2021 11H,6059
09/26/2021 10H,6156
09/26/2021 09H,6311
09/26/2021 08H,6489
09/26/2021 07H,6695
09/26/2021 06H,7251
09/26/2021 05H,7576
09/26/2021 04H,8369
09/26/2021 03H,9087
09/26/2021 02H,10241
09/26/2021 01H,12997
09/26/2021 00H,12975
09/25/2021 23H,12057
09/25/2021 22H,12155
09/25/2021 21H,12397
09/25/2021 20H,13069
09/25/2021 19H,13595
09/25/2021 18H,14171
09/25/2021 17H,14442
09/25/2021 16H,13860
09/25/2021 15H,12695
09/25/2021 14H,12115
09/25/2021 13H,11860
09/25/2021 12H,11482
09/25/2021 11H,10989
09/25/2021 10H,10205
09/25/2021 09H,9926
09/25/2021 08H,10008
09/25/2021 07H,9896
09/25/2021 06H,9722
09/25/2021 05H,10202
09/25/2021 04H,10368
09/25/2021 03H,10043
09/25/2021 02H,10712
09/25/2021 01H,11379
09/25/2021 00H,11840
09/24/2021 23H,11649
09/24/2021 22H,11263
09/24/2021 21H,10631
09/24/2021 20H,10436
09/24/2021 19H,10243
09/24/2021 18H,10278
09/24/2021 17H,10385
09/24/2021 16H,9960
09/24/2021 15H,8284
09/24/2021 14H,7084
09/24/2021 13H,6873
09/24/2021 12H,6429
09/24/2021 11H,6198
09/24/2021 10H,6091
09/24/2021 09H,6179
09/24/2021 08H,6446
09/24/2021 07H,6907
09/24/2021 06H,7301
09/24/2021 05H,8311
09/24/2021 04H,9054
09/24/2021 03H,9858
09/24/2021 02H,11036
09/24/2021 01H,12939
09/24/2021 00H,13101
09/23/2021 23H,12695
09/23/2021 22H,12383
09/23/2021 21H,12121
09/23/2021 20H,11977
09/23/2021 19H,11737
09/23/2021 18H,10824
09/23/2021 17H,10133
09/23/2021 16H,9559
09/23/2021 15H,8869
09/23/2021 14H,7478
09/23/2021 13H,6993
09/23/2021 12H,6884
09/23/2021 11H,6469
09/23/2021 10H,6588
09/23/2021 09H,6891
09/23/2021 08H,7104
09/23/2021 07H,7382
09/23/2021 06H,7762
09/23/2021 05H,8104
09/23/2021 04H,9585
09/23/2021 03H,11429
09/23/2021 02H,13564
09/23/2021 01H,14600
09/23/2021 00H,14922
09/22/2021 23H,14929
09/22/2021 22H,14818
09/22/2021 21H,14760
09/22/2021 20H,14776
09/22/2021 19H,14783
09/22/2021 18H,14495
09/22/2021 17H,14181
09/22/2021 16H,14181
09/22/2021 15H,13885
09/22/2021 14H,13458
09/22/2021 13H,13451
09/22/2021 12H,13199
09/22/2021 11H,12838
09/22/2021 10H,12599
09/22/2021 09H,12330
09/22/2021 08H,12482
09/22/2021 07H,12800
09/22/2021 06H,12979
09/22/2021 05H,13308
09/22/2021 04H,13996
09/22/2021 03H,14316
09/22/2021 02H,14456
09/22/2021 01H,13653
09/22/2021 00H,12175
09/21/2021 23H,11692
09/21/2021 22H,11003
09/21/2021 21H,11185
09/21/2021 20H,10826
09/21/2021 19H,11090
09/21/2021 18H,10791
09/21/2021 17H,10629
09/21/2021 16H,10769
09/21/2021 15H,9522
09/21/2021 14H,8900
09/21/2021 13H,9002
09/21/2021 12H,8262
09/21/2021 11H,7273
09/21/2021 10H,6944
09/21/2021 09H,7471
09/21/2021 08H,7766
09/21/2021 07H,8137
09/21/2021 06H,8528
09/21/2021 05H,9114
09/21/2021 04H,9594
09/21/2021 03H,10236
09/21/2021 02H,11217
09/21/2021 01H,12287
09/21/2021 00H,12941
09/20/2021 23H,12863
09/20/2021 22H,13179
09/20/2021 21H,13200
09/20/2021 20H,13083
09/20/2021 19H,12427
09/20/2021 18H,11949
09/20/2021 17H,11849
09/20/2021 16H,11259
09/20/2021 15H,10532
09/20/2021 14H,9864
09/20/2021 13H,9099
09/20/2021 12H,8812
09/20/2021 11H,8146
09/20/2021 10H,7593
09/20/2021 09H,7033
09/20/2021 08H,7052
09/20/2021 07H,7822
09/20/2021 06H,8368
09/20/2021 05H,8930
09/20/2021 04H,9235
09/20/2021 03H,9503
09/20/2021 02H,10907
09/20/2021 01H,12328
09/20/2021 00H,13150
09/19/2021 23H,13490
09/19/2021 22H,14010
09/19/2021 21H,13963
09/19/2021 20H,13670
09/19/2021 19H,13225
09/19/2021 18H,12585
09/19/2021 17H,12110
09/19/2021 16H,12063
09/19/2021 15H,11251
09/19/2021 14H,9850
09/19/2021 13H,9523
09/19/2021 12H,9286
09/19/2021 11H,9054
09/19/2021 10H,9016
09/19/2021 09H,9044
09/19/2021 08H,8985
09/19/2021 07H,9168
09/19/2021 06H,9741
09/19/2021 05H,10382
09/19/2021 04H,11117
09/19/2021 03H,12216
09/19/2021 02H,13701
09/19/2021 01H,15157
09/19/2021 00H,15509
09/18/2021 23H,15741
09/18/2021 22H,16004
09/18/2021 21H,16037
09/18/2021 20H,16495
09/18/2021 19H,16666
09/18/2021 18H,16418
09/18/2021 17H,16117
09/18/2021 16H,15708
09/18/2021 15H,15122
09/18/2021 14H,14342
09/18/2021 13H,13665
09/18/2021 12H,13754
09/18/2021 11H,13860
09/18/2021 10H,13679
09/18/2021 09H,13524
09/18/2021 08H,13739
09/18/2021 07H,13838
09/18/2021 06H,13993
09/18/2021 05H,14976
09/18/2021 04H,15497
09/18/2021 03H,16180
09/18/2021 02H,16327
09/18/2021 01H,16447
09/18/2021 00H,15988
09/17/2021 23H,15569
09/17/2021 22H,15674
09/17/2021 21H,16021
09/17/2021 20H,15274
09/17/2021 19H,15228
09/17/2021 18H,15075
09/17/2021 17H,14907
09/17/2021 16H,14397
09/17/2021 15H,13872
09/17/2021 14H,12020
09/17/2021 13H,10499
09/17/2021 12H,9295
09/17/2021 11H,8101
09/17/2021 10H,8028
09/17/2021 09H,8321
09/17/2021 08H,8689
09/17/2021 07H,8721
09/17/2021 06H,9141
09/17/2021 05H,9461
09/17/2021 04H,9869
09/17/2021 03H,10901
09/17/2021 02H,12160
09/17/2021 01H,13528
09/17/2021 00H,13463
09/16/2021 23H,13187
09/16/2021 22H,13094
09/16/2021 21H,12805
09/16/2021 20H,12891
09/16/2021 19H,13135
09/16/2021 18H,13089
09/16/2021 17H,12793
09/16/2021 16H,12214
09/16/2021 15H,11884
09/16/2021 14H,10952
09/16/2021 13H,10026
09/16/2021 12H,9212
09/16/2021 11H,8767
09/16/2021 10H,8700
09/16/2021 09H,8797
09/16/2021 08H,8967
09/16/2021 07H,9079
09/16/2021 06H,9412
09/16/2021 05H,10120
09/16/2021 04H,11095
09/16/2021 03H,12810
09/16/2021 02H,15216
09/16/2021 01H,16911
09/16/2021 00H,17170
09/15/2021 23H,17135
09/15/2021 22H,17301
09/15/2021 21H,17296
09/15/2021 20H,17588
09/15/2021 19H,17593
09/15/2021 18H,17772
09/15/2021 17H,17423
09/15/2021 16H,17310
09/15/2021 15H,16688
09/15/2021 14H,15807
09/15/2021 13H,15096
09/15/2021 12H,14705
09/15/2021 11H,14079
09/15/2021 10H,13011
09/15/2021 09H,12899
09/15/2021 08H,14072
09/15/2021 07H,13559
09/15/2021 06H,13231
09/15/2021 05H,14335
09/15/2021 04H,16416
09/15/2021 03H,17306
09/15/2021 02H,18085
09/15/2021 01H,18610
09/15/2021 00H,18315
09/14/2021 23H,18294
09/14/2021 22H,18156
09/14/2021 21H,17983
09/14/2021 20H,17697
09/14/2021 19H,17354
09/14/2021 18H,16985
09/14/2021 17H,16438
09/14/2021 16H,15847
09/14/2021 15H,15505
09/14/2021 14H,15002
09/14/2021 13H,14299
09/14/2021 12H,13037
09/14/2021 11H,11427
09/14/2021 10H,10422
09/14/2021 09H,9854
09/14/2021 08H,9587
09/14/2021 07H,9838
09/14/2021 06H,10624
09/14/2021 05H,11999
09/14/2021 04H,12961
09/14/2021 03H,13220
09/14/2021 02H,14606
09/14/2021 01H,15577
09/14/2021 00H,15672
09/13/2021 23H,15538
09/13/2021 22H,15192
09/13/2021 21H,14844
09/13/2021 20H,15063
09/13/2021 19H,15021
09/13/2021 18H,15156
09/13/2021 17H,14280
09/13/2021 16H,13315
09/13/2021 15H,12755
09/13/2021 14H,11049
09/13/2021 13H,10017
09/13/2021 12H,9170
09/13/2021 11H,7950
09/13/2021 10H,7897
09/13/2021 09H,8145
09/13/2021 08H,8116
09/13/2021 07H,8522
09/13/2021 06H,9068
09/13/2021 05H,10081
09/13/2021 04H,11437
09/13/2021 03H,12510
09/13/2021 02H,13922
09/13/2021 01H,15314
09/13/2021 00H,16142
09/12/2021 23H,16331
09/12/2021 22H,16308
09/12/2021 21H,16386
09/12/2021 20H,16592
09/12/2021 19H,16936
09/12/2021 18H,16591
09/12/2021 17H,15165
09/12/2021 16H,12964
09/12/2021 15H,10379
09/12/2021 14H,8194
09/12/2021 13H,7812
09/12/2021 12H,7690
09/12/2021 11H,7732
09/12/2021 10H,7813
09/12/2021 09H,8100
09/12/2021 08H,8125
09/12/2021 07H,8231
09/12/2021 06H,9233
09/12/2021 05H,9815
09/12/2021 04H,10294
09/12/2021 03H,10904
09/12/2021 02H,12337
09/12/2021 01H,13740
09/12/2021 00H,14816
09/11/2021 23H,15292
09/11/2021 22H,15526
09/11/2021 21H,15464
09/11/2021 20H,15538
09/11/2021 19H,15533
09/11/2021 18H,14950
09/11/2021 17H,13536
09/11/2021 16H,11354
09/11/2021 15H,8803
09/11/2021 14H,7454
09/11/2021 13H,6933
09/11/2021 12H,6832
09/11/2021 11H,6946
09/11/2021 10H,6953
09/11/2021 09H,6903
09/11/2021 08H,6884
09/11/2021 07H,7205
09/11/2021 06H,8559
09/11/2021 05H,9689
09/11/2021 04H,10917
09/11/2021 03H,12755
09/11/2021 02H,14407
09/11/2021 01H,16758
09/11/2021 00H,19118
09/10/2021 23H,19380
09/10/2021 22H,19306
09/10/2021 21H,19119
09/10/2021 20H,18866
09/10/2021 19H,18374
09/10/2021 18H,16884
09/10/2021 17H,15979
09/10/2021 16H,14688
09/10/2021 15H,12557
09/10/2021 14H,9732
09/10/2021 13H,9076
09/10/2021 12H,8187
09/10/2021 11H,7769
09/10/2021 10H,7907
09/10/2021 09H,7903
09/10/2021 08H,8024
09/10/2021 07H,8173
09/10/2021 06H,8657
09/10/2021 05H,9436
09/10/2021 04H,10793
09/10/2021 03H,12458
09/10/2021 02H,15460
09/10/2021 01H,18951
09/10/2021 00H,19919
09/9/2021 23H,20160
09/9/2021 22H,20119
09/9/2021 21H,20135
09/9/2021 20H,19820
09/9/2021 19H,19036
09/9/2021 18H,17576
09/9/2021 17H,16703
09/9/2021 16H,16217
09/9/2021 15H,14535
09/9/2021 14H,12525
09/9/2021 13H,12570
09/9/2021 12H,11827
09/9/2021 11H,10549
09/9/2021 10H,9801
09/9/2021 09H,10262
09/9/2021 08H,11575
09/9/2021 07H,12850
09/9/2021 06H,14433
09/9/2021 05H,15827
09/9/2021 04H,17997
09/9/2021 03H,19068
09/9/2021 02H,19464
09/9/2021 01H,19748
09/9/2021 00H,19697
09/8/2021 23H,19247
09/8/2021 22H,18488
09/8/2021 21H,17645
09/8/2021 20H,17070
09/8/2021 19H,17302
09/8/2021 18H,17786
09/8/2021 17H,18436
09/8/2021 16H,18472
09/8/2021 15H,17429
09/8/2021 14H,15854
09/8/2021 13H,15207
09/8/2021 12H,13896
09/8/2021 11H,11817
09/8/2021 10H,11533
09/8/2021 09H,10858
09/8/2021 08H,10399
09/8/2021 07H,9918
09/8/2021 06H,10271
09/8/2021 05H,11220
09/8/2021 04H,12853
09/8/2021 03H,14034
09/8/2021 02H,14398
09/8/2021 01H,14398
09/8/2021 00H,15144
09/7/2021 23H,16270
09/7/2021 22H,16617
09/7/2021 21H,15633
09/7/2021 20H,15365
09/7/2021 19H,15594
09/7/2021 18H,15740
09/7/2021 17H,15168
09/7/2021 16H,14154
09/7/2021 15H,12394
09/7/2021 14H,9136
09/7/2021 13H,8016
09/7/2021 12H,7831
09/7/2021 11H,7784
09/7/2021 10H,7795
09/7/2021 09H,7932
09/7/2021 08H,8086
09/7/2021 07H,8375
09/7/2021 06H,9043
09/7/2021 05H,10249
09/7/2021 04H,11879
09/7/2021 03H,13394
09/7/2021 02H,15890
09/7/2021 01H,18362
09/7/2021 00H,18807
09/6/2021 23H,18663
09/6/2021 22H,18402
09/6/2021 21H,18356
09/6/2021 20H,18614
09/6/2021 19H,18504
09/6/2021 18H,18008
09/6/2021 17H,16825
09/6/2021 16H,15880
09/6/2021 15H,13732
09/6/2021 14H,10809
09/6/2021 13H,9894
09/6/2021 12H,10000
09/6/2021 11H,10315
09/6/2021 10H,10906
09/6/2021 09H,11150
09/6/2021 08H,11225
09/6/2021 07H,12179
09/6/2021 06H,13559
09/6/2021 05H,15370
09/6/2021 04H,17069
09/6/2021 03H,18144
09/6/2021 02H,18513
09/6/2021 01H,18577
09/6/2021 00H,18585
09/5/2021 23H,18543
09/5/2021 22H,18509
09/5/2021 21H,18357
09/5/2021 20H,18517
09/5/2021 19H,18383
09/5/2021 18H,18335
09/5/2021 17H,18453
09/5/2021 16H,18350
09/5/2021 15H,17555
09/5/2021 14H,16673
09/5/2021 13H,16636
09/5/2021 12H,16647
09/5/2021 11H,16624
09/5/2021 10H,16478
09/5/2021 09H,16415
09/5/2021 08H,16843
09/5/2021 07H,17546
09/5/2021 06H,18075
09/5/2021 05H,18450
09/5/2021 04H,19027
09/5/2021 03H,19531
09/5/2021 02H,19516
09/5/2021 01H,19519
09/5/2021 00H,19509
09/4/2021 23H,19388
09/4/2021 22H,19207
09/4/2021 21H,18721
09/4/2021 20H,18048
09/4/2021 19H,18611
09/4/2021 18H,18921
09/4/2021 17H,18871
09/4/2021 16H,18836
09/4/2021 15H,18233
09/4/2021 14H,17053
09/4/2021 13H,15791
09/4/2021 12H,14888
09/4/2021 11H,14098
09/4/2021 10H,13804
09/4/2021 09H,14239
09/4/2021 08H,15407
09/4/2021 07H,17328
09/4/2021 06H,19046
09/4/2021 05H,19809
09/4/2021 04H,20110
09/4/2021 03H,20293
09/4/2021 02H,20486
09/4/2021 01H,20492
09/4/2021 00H,20534
09/3/2021 23H,20574
09/3/2021 22H,20266
09/3/2021 21H,20626
09/3/2021 20H,20783
09/3/2021 19H,20744
09/3/2021 18H,20309
09/3/2021 17H,19390
09/3/2021 16H,18130
09/3/2021 15H,17154
09/3/2021 14H,15849
09/3/2021 13H,14860
09/3/2021 12H,14411
09/3/2021 11H,12980
09/3/2021 10H,11341
09/3/2021 09H,10474
09/3/2021 08H,10704
09/3/2021 07H,10974
09/3/2021 06H,11966
09/3/2021 05H,13154
09/3/2021 04H,14814
09/3/2021 03H,15884
09/3/2021 02H,16482
09/3/2021 01H,16795
09/3/2021 00H,16352
09/2/2021 23H,16795
09/2/2021 22H,17338
09/2/2021 21H,17669
09/2/2021 20H,17552
09/2/2021 19H,17419
09/2/2021 18H,17977
09/2/2021 17H,17348
09/2/2021 16H,16975
09/2/2021 15H,15773
09/2/2021 14H,13425
09/2/2021 13H,12951
09/2/2021 12H,12298
09/2/2021 11H,10381
09/2/2021 10H,9632
09/2/2021 09H,9711
09/2/2021 08H,9839
09/2/2021 07H,10378
09/2/2021 06H,10888
09/2/2021 05H,12021
09/2/2021 04H,13585
09/2/2021 03H,15038
09/2/2021 02H,16626
09/2/2021 01H,18275
09/2/2021 00H,18517
09/1/2021 23H,18795
09/1/2021 22H,19104
09/1/2021 21H,19097
09/1/2021 20H,19560
09/1/2021 19H,19532
09/1/2021 18H,19091
09/1/2021 17H,18625
09/1/2021 16H,18080
09/1/2021 15H,17594
09/1/2021 14H,16564
09/1/2021 13H,16261
09/1/2021 12H,15216
09/1/2021 11H,13364
09/1/2021 10H,12212
09/1/2021 09H,11409
09/1/2021 08H,11194
09/1/2021 07H,11287
09/1/2021 06H,12030
09/1/2021 05H,13500
09/1/2021 04H,15807
09/1/2021 03H,18514
09/1/2021 02H,19722
09/1/2021 01H,20157
09/1/2021 00H,20307
08/31/2021 23H,20530
08/31/2021 22H,20549
08/31/2021 21H,20026
08/31/2021 20H,19544
08/31/2021 19H,19366
08/31/2021 18H,19273
08/31/2021 17H,19279
08/31/2021 16H,18989
08/31/2021 15H,18549
08/31/2021 14H,17065
08/31/2021 13H,15603
08/31/2021 12H,14668
08/31/2021 11H,12985
08/31/2021 10H,12884
08/31/2021 09H,12338
08/31/2021 08H,13270
08/31/2021 07H,14936
08/31/2021 06H,17148
08/31/2021 05H,18599
08/31/2021 04H,19542
08/31/2021 03H,20026
08/31/2021 02H,20321
08/31/2021 01H,20346
08/31/2021 00H,20385
08/30/2021 23H,20460
08/30/2021 22H,20483
08/30/2021 21H,20413
08/30/2021 20H,20282
08/30/2021 19H,20240
08/30/2021 18H,20056
08/30/2021 17H,20025
08/30/2021 16H,19935
08/30/2021 15H,19557
08/30/2021 14H,19042
08/30/2021 13H,18594
08/30/2021 12H,18228
08/30/2021 11H,17666
08/30/2021 10H,17186
08/30/2021 09H,17045
08/30/2021 08H,17159
08/30/2021 07H,17213
08/30/2021 06H,17828
08/30/2021 05H,18331
08/30/2021 04H,18736
08/30/2021 03H,18808
08/30/2021 02H,18805
08/30/2021 01H,18955
08/30/2021 00H,18840
08/29/2021 23H,18306
08/29/2021 22H,18380
08/29/2021 21H,18915
08/29/2021 20H,19005
08/29/2021 19H,18988
08/29/2021 18H,18751
08/29/2021 17H,18227
08/29/2021 16H,17344
08/29/2021 15H,15967
08/29/2021 14H,14026
08/29/2021 13H,12756
08/29/2021 12H,12368
08/29/2021 11H,11151
08/29/2021 10H,10703
08/29/2021 09H,10440
08/29/2021 08H,10392
08/29/2021 07H,10203
08/29/2021 06H,10698
08/29/2021 05H,11106
08/29/2021 04H,12389
08/29/2021 03H,13637
08/29/2021 02H,14817
08/29/2021 01H,15110
08/29/2021 00H,15511
08/28/2021 23H,15819
08/28/2021 22H,16312
08/28/2021 21H,16970
08/28/2021 20H,17548
08/28/2021 19H,17744
08/28/2021 18H,17185
08/28/2021 17H,16193
08/28/2021 16H,15025
08/28/2021 15H,13614
08/28/2021 14H,11538
08/28/2021 13H,9661
08/28/2021 12H,9158
08/28/2021 11H,9212
08/28/2021 10H,9241
08/28/2021 09H,9419
08/28/2021 08H,9965
08/28/2021 07H,10777
08/28/2021 06H,11358
08/28/2021 05H,12449
08/28/2021 04H,13615
08/28/2021 03H,14264
08/28/2021 02H,16465
08/28/2021 01H,17349
08/28/2021 00H,18077
08/27/2021 23H,18358
08/27/2021 22H,18621
08/27/2021 21H,18435
08/27/2021 20H,18463
08/27/2021 19H,18110
08/27/2021 18H,17633
08/27/2021 17H,17537
08/27/2021 16H,16954
08/27/2021 15H,16811
08/27/2021 14H,15684
08/27/2021 13H,14389
08/27/2021 12H,13531
08/27/2021 11H,11755
08/27/2021 10H,11573
08/27/2021 09H,11657
08/27/2021 08H,11503
08/27/2021 07H,11749
08/27/2021 06H,12074
08/27/2021 05H,13342
08/27/2021 04H,14959
08/27/2021 03H,16753
08/27/2021 02H,17731
08/27/2021 01H,18455
08/27/2021 00H,19051
08/26/2021 23H,19147
08/26/2021 22H,19238
08/26/2021 21H,19190
08/26/2021 20H,18918
08/26/2021 19H,18840
08/26/2021 18H,18636
08/26/2021 17H,18391
08/26/2021 16H,17959
08/26/2021 15H,17104
08/26/2021 14H,15151
08/26/2021 13H,13585
08/26/2021 12H,12575
08/26/2021 11H,11236
08/26/2021 10H,10369
08/26/2021 09H,11453
08/26/2021 08H,12095
08/26/2021 07H,12155
08/26/2021 06H,12516
08/26/2021 05H,13361
08/26/2021 04H,14687
08/26/2021 03H,16794
08/26/2021 02H,18257
08/26/2021 01H,18641
08/26/2021 00H,18914
08/25/2021 23H,19188
08/25/2021 22H,19687
08/25/2021 21H,19789
08/25/2021 20H,19798
08/25/2021 19H,19653
08/25/2021 18H,19629
08/25/2021 17H,19066
08/25/2021 16H,17976
08/25/2021 15H,16226
08/25/2021 14H,13821
08/25/2021 13H,11689
08/25/2021 12H,11149
08/25/2021 11H,10555
08/25/2021 10H,9958
08/25/2021 09H,9909
08/25/2021 08H,10445
08/25/2021 07H,10559
08/25/2021 06H,11446
08/25/2021 05H,8745
08/25/2021 04H,8745
08/25/2021 03H,8745
08/25/2021 02H,8745
08/25/2021 01H,8745
08/25/2021 00H,8745
08/24/2021 23H,8745
08/24/2021 22H,8745
08/24/2021 21H,8745
08/24/2021 20H,8745
08/24/2021 19H,8745
08/24/2021 18H,8745
08/24/2021 17H,8745
08/24/2021 16H,8745
08/24/2021 15H,8745
08/24/2021 14H,8745
08/24/2021 13H,8745
08/24/2021 12H,8745
08/24/2021 11H,8745
08/24/2021 10H,8745
08/24/2021 09H,8745
08/24/2021 08H,8745
08/24/2021 07H,8745
08/24/2021 06H,8745
08/24/2021 05H,15258
08/24/2021 04H,15258
08/24/2021 03H,15258
08/24/2021 02H,15258
08/24/2021 01H,15258
08/24/2021 00H,15258
08/23/2021 23H,15258
08/23/2021 22H,15258
08/23/2021 21H,15258
08/23/2021 20H,15258
08/23/2021 19H,15258
08/23/2021 18H,15258
08/23/2021 17H,15258
08/23/2021 16H,15258
08/23/2021 15H,15258
08/23/2021 14H,15258
08/23/2021 13H,15258
08/23/2021 12H,15258
08/23/2021 11H,15258
08/23/2021 10H,15258
08/23/2021 09H,15258
08/23/2021 08H,15258
08/23/2021 07H,15258
08/23/2021 06H,15258
08/23/2021 05H,9325
08/23/2021 04H,9325
08/23/2021 03H,9325
08/23/2021 02H,9325
08/23/2021 01H,9325
08/23/2021 00H,9325
