Net generation from coal for Central (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390108&sdid=EBA.CENT-ALL.NG.COL.H
19:09:35 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CENT-ALL.NG.COL.H megawatthours
12/29/2020 06H,11229
12/29/2020 05H,11900
12/29/2020 04H,12741
12/29/2020 03H,13006
12/29/2020 02H,13966
12/29/2020 01H,14975
12/29/2020 00H,15836
12/28/2020 23H,15542
12/28/2020 22H,15210
12/28/2020 21H,15061
12/28/2020 20H,15092
12/28/2020 19H,15482
12/28/2020 18H,15557
12/28/2020 17H,15619
12/28/2020 16H,15747
12/28/2020 15H,14913
12/28/2020 14H,14061
12/28/2020 13H,12961
12/28/2020 12H,12467
12/28/2020 11H,12486
12/28/2020 10H,12299
12/28/2020 09H,12285
12/28/2020 08H,11762
12/28/2020 07H,10853
12/28/2020 06H,10479
12/28/2020 05H,11188
12/28/2020 04H,10964
12/28/2020 03H,10594
12/28/2020 02H,10572
12/28/2020 01H,10932
12/28/2020 00H,10329
12/27/2020 23H,7948
12/27/2020 22H,7379
12/27/2020 21H,7179
12/27/2020 20H,7148
12/27/2020 19H,7419
12/27/2020 18H,7889
12/27/2020 17H,8466
12/27/2020 16H,9234
12/27/2020 15H,8703
12/27/2020 14H,8227
12/27/2020 13H,7708
12/27/2020 12H,7914
12/27/2020 11H,7747
12/27/2020 10H,7768
12/27/2020 09H,7935
12/27/2020 08H,7794
12/27/2020 07H,8051
12/27/2020 06H,8338
12/27/2020 05H,8517
12/27/2020 04H,8861
12/27/2020 03H,8999
12/27/2020 02H,9539
12/27/2020 01H,10152
12/27/2020 00H,10304
12/26/2020 23H,9669
12/26/2020 22H,9582
12/26/2020 21H,10748
12/26/2020 20H,11624
12/26/2020 19H,12485
12/26/2020 18H,12868
12/26/2020 17H,12160
12/26/2020 16H,10836
12/26/2020 15H,11405
12/26/2020 14H,11778
12/26/2020 13H,12257
12/26/2020 12H,11860
12/26/2020 11H,11253
12/26/2020 10H,10733
12/26/2020 09H,10102
12/26/2020 08H,9499
12/26/2020 07H,8956
12/26/2020 06H,9432
12/26/2020 05H,9885
12/26/2020 04H,10139
12/26/2020 03H,10609
12/26/2020 02H,11267
12/26/2020 01H,13084
12/26/2020 00H,13848
12/25/2020 23H,13044
12/25/2020 22H,12311
12/25/2020 21H,12065
12/25/2020 20H,12336
12/25/2020 19H,13505
12/25/2020 18H,14143
12/25/2020 17H,14069
12/25/2020 16H,13586
12/25/2020 15H,13725
12/25/2020 14H,13732
12/25/2020 13H,13834
12/25/2020 12H,14199
12/25/2020 11H,14269
12/25/2020 10H,14169
12/25/2020 09H,14253
12/25/2020 08H,14345
12/25/2020 07H,14593
12/25/2020 06H,14747
12/25/2020 05H,15049
12/25/2020 04H,15061
12/25/2020 03H,15021
12/25/2020 02H,14676
12/25/2020 01H,13476
12/25/2020 00H,11503
12/24/2020 23H,8686
12/24/2020 22H,7874
12/24/2020 21H,8266
12/24/2020 20H,9469
12/24/2020 19H,11014
12/24/2020 18H,12229
12/24/2020 17H,12815
12/24/2020 16H,12961
12/24/2020 15H,12256
12/24/2020 14H,11118
12/24/2020 13H,9559
12/24/2020 12H,8975
12/24/2020 11H,8499
12/24/2020 10H,8967
12/24/2020 09H,9463
12/24/2020 08H,9625
12/24/2020 07H,9866
12/24/2020 06H,10049
12/24/2020 05H,9641
12/24/2020 04H,9539
12/24/2020 03H,9048
12/24/2020 02H,8282
12/24/2020 01H,7950
12/24/2020 00H,7592
12/23/2020 23H,6977
12/23/2020 22H,7347
12/23/2020 21H,7507
12/23/2020 20H,7715
12/23/2020 19H,7468
12/23/2020 18H,7176
12/23/2020 17H,6882
12/23/2020 16H,6569
12/23/2020 15H,6043
12/23/2020 14H,5651
12/23/2020 13H,5032
12/23/2020 12H,4985
12/23/2020 11H,4837
12/23/2020 10H,4711
12/23/2020 09H,4644
12/23/2020 08H,5161
12/23/2020 07H,5714
12/23/2020 06H,5886
12/23/2020 05H,6181
12/23/2020 04H,6345
12/23/2020 03H,6521
12/23/2020 02H,6431
12/23/2020 01H,6566
12/23/2020 00H,6390
12/22/2020 23H,6051
12/22/2020 22H,6025
12/22/2020 21H,6323
12/22/2020 20H,6469
12/22/2020 19H,6719
12/22/2020 18H,7337
12/22/2020 17H,7619
12/22/2020 16H,7617
12/22/2020 15H,8122
12/22/2020 14H,8422
12/22/2020 13H,8184
12/22/2020 12H,8122
12/22/2020 11H,8111
12/22/2020 10H,8604
12/22/2020 09H,9356
12/22/2020 08H,10305
12/22/2020 07H,11732
12/22/2020 06H,12245
12/22/2020 05H,13401
12/22/2020 04H,13763
12/22/2020 03H,14036
12/22/2020 02H,14209
12/22/2020 01H,14398
12/22/2020 00H,13963
12/21/2020 23H,13111
12/21/2020 22H,12513
12/21/2020 21H,12337
12/21/2020 20H,12730
12/21/2020 19H,12851
12/21/2020 18H,12713
12/21/2020 17H,12538
12/21/2020 16H,11860
12/21/2020 15H,11022
12/21/2020 14H,10306
12/21/2020 13H,9701
12/21/2020 12H,9047
12/21/2020 11H,8313
12/21/2020 10H,7466
12/21/2020 09H,7310
12/21/2020 08H,7370
12/21/2020 07H,7504
12/21/2020 06H,7484
12/21/2020 05H,7449
12/21/2020 04H,7600
12/21/2020 03H,7881
12/21/2020 02H,8112
12/21/2020 01H,9021
12/21/2020 00H,9831
12/20/2020 23H,9853
12/20/2020 22H,10032
12/20/2020 21H,11297
12/20/2020 20H,12860
12/20/2020 19H,13515
12/20/2020 18H,13460
12/20/2020 17H,12386
12/20/2020 16H,10068
12/20/2020 15H,8077
12/20/2020 14H,7677
12/20/2020 13H,7323
12/20/2020 12H,7019
12/20/2020 11H,7084
12/20/2020 10H,7041
12/20/2020 09H,7335
12/20/2020 08H,7858
12/20/2020 07H,8747
12/20/2020 06H,9855
12/20/2020 05H,11122
12/20/2020 04H,11197
12/20/2020 03H,11313
12/20/2020 02H,12174
12/20/2020 01H,13138
12/20/2020 00H,13372
12/19/2020 23H,13036
12/19/2020 22H,12557
12/19/2020 21H,12248
12/19/2020 20H,12249
12/19/2020 19H,12760
12/19/2020 18H,13217
12/19/2020 17H,13127
12/19/2020 16H,12745
12/19/2020 15H,11938
12/19/2020 14H,11645
12/19/2020 13H,11401
12/19/2020 12H,10740
12/19/2020 11H,9838
12/19/2020 10H,8876
12/19/2020 09H,7942
12/19/2020 08H,7784
12/19/2020 07H,7288
12/19/2020 06H,7318
12/19/2020 05H,7799
12/19/2020 04H,8393
12/19/2020 03H,9343
12/19/2020 02H,9846
12/19/2020 01H,9895
12/19/2020 00H,9269
12/18/2020 23H,8198
12/18/2020 22H,7597
12/18/2020 21H,7499
12/18/2020 20H,6950
12/18/2020 19H,7163
12/18/2020 18H,7855
12/18/2020 17H,7883
12/18/2020 16H,7621
12/18/2020 15H,7451
12/18/2020 14H,7821
12/18/2020 13H,7313
12/18/2020 12H,7028
12/18/2020 11H,6539
12/18/2020 10H,6642
12/18/2020 09H,6677
12/18/2020 08H,6584
12/18/2020 07H,6996
12/18/2020 06H,7428
12/18/2020 05H,7729
12/18/2020 04H,7947
12/18/2020 03H,8432
12/18/2020 02H,9317
12/18/2020 01H,10695
12/18/2020 00H,11742
12/17/2020 23H,12215
12/17/2020 22H,12836
12/17/2020 21H,13528
12/17/2020 20H,14092
12/17/2020 19H,14310
12/17/2020 18H,14177
12/17/2020 17H,14131
12/17/2020 16H,14125
12/17/2020 15H,13958
12/17/2020 14H,13845
12/17/2020 13H,12858
12/17/2020 12H,12153
12/17/2020 11H,11470
12/17/2020 10H,11039
12/17/2020 09H,10670
12/17/2020 08H,10999
12/17/2020 07H,11894
12/17/2020 06H,12502
12/17/2020 05H,13195
12/17/2020 04H,13430
12/17/2020 03H,13870
12/17/2020 02H,13960
12/17/2020 01H,14352
12/17/2020 00H,14776
12/16/2020 23H,14854
12/16/2020 22H,14530
12/16/2020 21H,14467
12/16/2020 20H,14644
12/16/2020 19H,14460
12/16/2020 18H,14574
12/16/2020 17H,14502
12/16/2020 16H,14638
12/16/2020 15H,15005
12/16/2020 14H,15221
12/16/2020 13H,14693
12/16/2020 12H,15083
12/16/2020 11H,15015
12/16/2020 10H,15023
12/16/2020 09H,15028
12/16/2020 08H,14872
12/16/2020 07H,15084
12/16/2020 06H,15182
12/16/2020 05H,15172
12/16/2020 04H,15190
12/16/2020 03H,15218
12/16/2020 02H,15183
12/16/2020 01H,14991
12/16/2020 00H,14814
12/15/2020 23H,14784
12/15/2020 22H,14665
12/15/2020 21H,14706
12/15/2020 20H,14702
12/15/2020 19H,14751
12/15/2020 18H,14913
12/15/2020 17H,15055
12/15/2020 16H,14953
12/15/2020 15H,14790
12/15/2020 14H,14435
12/15/2020 13H,14128
12/15/2020 12H,13327
12/15/2020 11H,11988
12/15/2020 10H,11231
12/15/2020 09H,11039
12/15/2020 08H,11319
12/15/2020 07H,11675
12/15/2020 06H,11278
12/15/2020 05H,11374
12/15/2020 04H,11261
12/15/2020 03H,11236
12/15/2020 02H,11320
12/15/2020 01H,11619
12/15/2020 00H,11949
12/14/2020 23H,11354
12/14/2020 22H,11310
12/14/2020 21H,11671
12/14/2020 20H,11851
12/14/2020 19H,12000
12/14/2020 18H,12289
12/14/2020 17H,12289
12/14/2020 16H,12384
12/14/2020 15H,12615
12/14/2020 14H,12903
12/14/2020 13H,13284
12/14/2020 12H,13441
12/14/2020 11H,13458
12/14/2020 10H,13174
12/14/2020 09H,13152
12/14/2020 08H,13221
12/14/2020 07H,13432
12/14/2020 06H,13622
12/14/2020 05H,13995
12/14/2020 04H,14246
12/14/2020 03H,14018
12/14/2020 02H,13827
12/14/2020 01H,13339
12/14/2020 00H,12416
12/13/2020 23H,11189
12/13/2020 22H,10641
12/13/2020 21H,10036
12/13/2020 20H,9679
12/13/2020 19H,10135
12/13/2020 18H,11029
12/13/2020 17H,11904
12/13/2020 16H,11749
12/13/2020 15H,11493
12/13/2020 14H,12096
12/13/2020 13H,12362
12/13/2020 12H,12536
12/13/2020 11H,12235
12/13/2020 10H,12077
12/13/2020 09H,12385
12/13/2020 08H,13179
12/13/2020 07H,13673
12/13/2020 06H,14260
12/13/2020 05H,14846
12/13/2020 04H,15365
12/13/2020 03H,15437
12/13/2020 02H,15188
12/13/2020 01H,15150
12/13/2020 00H,15206
12/12/2020 23H,15081
12/12/2020 22H,15140
12/12/2020 21H,14895
12/12/2020 20H,15041
12/12/2020 19H,15027
12/12/2020 18H,14989
12/12/2020 17H,13849
12/12/2020 16H,12082
12/12/2020 15H,10622
12/12/2020 14H,9585
12/12/2020 13H,8797
12/12/2020 12H,8615
12/12/2020 11H,8334
12/12/2020 10H,8136
12/12/2020 09H,8170
12/12/2020 08H,8177
12/12/2020 07H,7973
12/12/2020 06H,7898
12/12/2020 05H,8238
12/12/2020 04H,9006
12/12/2020 03H,10034
12/12/2020 02H,11109
12/12/2020 01H,12366
12/12/2020 00H,12765
12/11/2020 23H,12278
12/11/2020 22H,12007
12/11/2020 21H,12609
12/11/2020 20H,12604
12/11/2020 19H,12552
12/11/2020 18H,11690
12/11/2020 17H,10622
12/11/2020 16H,11001
12/11/2020 15H,10786
12/11/2020 14H,9392
12/11/2020 13H,9038
12/11/2020 12H,8372
12/11/2020 11H,7793
12/11/2020 10H,7587
12/11/2020 09H,7881
12/11/2020 08H,8086
12/11/2020 07H,8256
12/11/2020 06H,8652
12/11/2020 05H,9288
12/11/2020 04H,9644
12/11/2020 03H,9774
12/11/2020 02H,10606
12/11/2020 01H,10864
12/11/2020 00H,11004
12/10/2020 23H,11168
12/10/2020 22H,11136
12/10/2020 21H,11451
12/10/2020 20H,12166
12/10/2020 19H,12572
12/10/2020 18H,12874
12/10/2020 17H,13216
12/10/2020 16H,12840
12/10/2020 15H,13114
12/10/2020 14H,13087
12/10/2020 13H,12262
12/10/2020 12H,11381
12/10/2020 11H,10189
12/10/2020 10H,9830
12/10/2020 09H,9545
12/10/2020 08H,9761
12/10/2020 07H,9837
12/10/2020 06H,10713
12/10/2020 05H,11784
12/10/2020 04H,12713
12/10/2020 03H,13533
12/10/2020 02H,14343
12/10/2020 01H,15211
12/10/2020 00H,15117
12/9/2020 23H,14894
12/9/2020 22H,14815
12/9/2020 21H,15190
12/9/2020 20H,15522
12/9/2020 19H,15333
12/9/2020 18H,15350
12/9/2020 17H,15051
12/9/2020 16H,13572
12/9/2020 15H,12819
12/9/2020 14H,12607
12/9/2020 13H,10565
12/9/2020 12H,9491
12/9/2020 11H,8896
12/9/2020 10H,8476
12/9/2020 09H,8399
12/9/2020 08H,8327
12/9/2020 07H,8448
12/9/2020 06H,8506
12/9/2020 05H,8956
12/9/2020 04H,10230
12/9/2020 03H,11770
12/9/2020 02H,13129
12/9/2020 01H,14286
12/9/2020 00H,14728
12/8/2020 23H,14290
12/8/2020 22H,14133
12/8/2020 21H,13963
12/8/2020 20H,14260
12/8/2020 19H,14725
12/8/2020 18H,14797
12/8/2020 17H,14399
12/8/2020 16H,13732
12/8/2020 15H,13456
12/8/2020 14H,12992
12/8/2020 13H,12432
12/8/2020 12H,11263
12/8/2020 11H,10531
12/8/2020 10H,9767
12/8/2020 09H,9396
12/8/2020 08H,9431
12/8/2020 07H,9322
12/8/2020 06H,9398
12/8/2020 05H,9708
12/8/2020 04H,11058
12/8/2020 03H,12261
12/8/2020 02H,12810
12/8/2020 01H,13962
12/8/2020 00H,14084
12/7/2020 23H,13670
12/7/2020 22H,13097
12/7/2020 21H,13432
12/7/2020 20H,13975
12/7/2020 19H,14840
12/7/2020 18H,14917
12/7/2020 17H,14697
12/7/2020 16H,13625
12/7/2020 15H,12923
12/7/2020 14H,13193
12/7/2020 13H,12909
12/7/2020 12H,11713
12/7/2020 11H,11792
12/7/2020 10H,12408
12/7/2020 09H,12901
12/7/2020 08H,13168
12/7/2020 07H,13375
12/7/2020 06H,14064
12/7/2020 05H,14467
12/7/2020 04H,14308
12/7/2020 03H,14325
12/7/2020 02H,14316
12/7/2020 01H,14153
12/7/2020 00H,14159
12/6/2020 23H,14004
12/6/2020 22H,13578
12/6/2020 21H,13723
12/6/2020 20H,14048
12/6/2020 19H,14735
12/6/2020 18H,14812
12/6/2020 17H,14063
12/6/2020 16H,12594
12/6/2020 15H,10985
12/6/2020 14H,11223
12/6/2020 13H,11253
12/6/2020 12H,11605
12/6/2020 11H,11345
12/6/2020 10H,11744
12/6/2020 09H,11901
12/6/2020 08H,12607
12/6/2020 07H,12801
12/6/2020 06H,12415
12/6/2020 05H,12518
12/6/2020 04H,11682
12/6/2020 03H,10557
12/6/2020 02H,10268
12/6/2020 01H,11489
12/6/2020 00H,12517
12/5/2020 23H,12005
12/5/2020 22H,11000
12/5/2020 21H,10674
12/5/2020 20H,11437
12/5/2020 19H,11947
12/5/2020 18H,11981
12/5/2020 17H,12119
12/5/2020 16H,10657
12/5/2020 15H,9463
12/5/2020 14H,9785
12/5/2020 13H,9592
12/5/2020 12H,10115
12/5/2020 11H,10730
12/5/2020 10H,11297
12/5/2020 09H,11707
12/5/2020 08H,12336
12/5/2020 07H,12451
12/5/2020 06H,12593
12/5/2020 05H,12957
12/5/2020 04H,13219
12/5/2020 03H,13394
12/5/2020 02H,13452
12/5/2020 01H,13568
12/5/2020 00H,13441
12/4/2020 23H,13062
12/4/2020 22H,12924
12/4/2020 21H,13042
12/4/2020 20H,12995
12/4/2020 19H,12946
12/4/2020 18H,13053
12/4/2020 17H,12461
12/4/2020 16H,11248
12/4/2020 15H,10838
12/4/2020 14H,10567
12/4/2020 13H,10328
12/4/2020 12H,10038
12/4/2020 11H,9849
12/4/2020 10H,9816
12/4/2020 09H,9514
12/4/2020 08H,9302
12/4/2020 07H,9685
12/4/2020 06H,10121
12/4/2020 05H,10703
12/4/2020 04H,11313
12/4/2020 03H,10894
12/4/2020 02H,11065
12/4/2020 01H,11560
12/4/2020 00H,12139
12/3/2020 23H,12067
12/3/2020 22H,11495
12/3/2020 21H,11658
12/3/2020 20H,11649
12/3/2020 19H,11548
12/3/2020 18H,11224
12/3/2020 17H,10630
12/3/2020 16H,9839
12/3/2020 15H,9866
12/3/2020 14H,9572
12/3/2020 13H,8074
12/3/2020 12H,7283
12/3/2020 11H,6945
12/3/2020 10H,7648
12/3/2020 09H,7994
12/3/2020 08H,8650
12/3/2020 07H,8895
12/3/2020 06H,9330
12/3/2020 05H,9321
12/3/2020 04H,9394
12/3/2020 03H,9938
12/3/2020 02H,10258
12/3/2020 01H,10445
12/3/2020 00H,10196
12/2/2020 23H,9658
12/2/2020 22H,9079
12/2/2020 21H,9215
12/2/2020 20H,10045
12/2/2020 19H,10502
12/2/2020 18H,10657
12/2/2020 17H,10671
12/2/2020 16H,10312
12/2/2020 15H,10312
12/2/2020 14H,10086
12/2/2020 13H,9401
12/2/2020 12H,9118
12/2/2020 11H,8828
12/2/2020 10H,8179
12/2/2020 09H,7662
12/2/2020 08H,7598
12/2/2020 07H,7349
12/2/2020 06H,8034
12/2/2020 05H,9465
12/2/2020 04H,10842
12/2/2020 03H,11617
12/2/2020 02H,11609
12/2/2020 01H,11738
12/2/2020 00H,11249
12/1/2020 23H,10769
12/1/2020 22H,10378
12/1/2020 21H,10291
12/1/2020 20H,11361
12/1/2020 19H,12382
12/1/2020 18H,12375
12/1/2020 17H,11926
12/1/2020 16H,10887
12/1/2020 15H,10044
12/1/2020 14H,9526
12/1/2020 13H,8787
12/1/2020 12H,8250
12/1/2020 11H,7742
12/1/2020 10H,7373
12/1/2020 09H,7157
12/1/2020 08H,6852
12/1/2020 07H,6780
12/1/2020 06H,6912
12/1/2020 05H,7423
12/1/2020 04H,8012
12/1/2020 03H,8139
12/1/2020 02H,8198
12/1/2020 01H,9367
12/1/2020 00H,10583
11/30/2020 23H,10754
11/30/2020 22H,10817
11/30/2020 21H,11178
11/30/2020 20H,11568
11/30/2020 19H,12135
11/30/2020 18H,12267
11/30/2020 17H,12253
11/30/2020 16H,12172
11/30/2020 15H,11957
11/30/2020 14H,11834
11/30/2020 13H,10720
11/30/2020 12H,10154
11/30/2020 11H,9964
11/30/2020 10H,9328
11/30/2020 09H,8670
11/30/2020 08H,7940
11/30/2020 07H,7317
11/30/2020 06H,7146
11/30/2020 05H,6969
11/30/2020 04H,6988
11/30/2020 03H,7187
11/30/2020 02H,6890
11/30/2020 01H,6614
11/30/2020 00H,6524
11/29/2020 23H,6384
11/29/2020 22H,6242
11/29/2020 21H,6117
11/29/2020 20H,6334
11/29/2020 19H,6293
11/29/2020 18H,6316
11/29/2020 17H,6440
11/29/2020 16H,6860
11/29/2020 15H,7304
11/29/2020 14H,7447
11/29/2020 13H,7862
11/29/2020 12H,8129
11/29/2020 11H,8109
11/29/2020 10H,8370
11/29/2020 09H,8493
11/29/2020 08H,8321
11/29/2020 07H,8408
11/29/2020 06H,8626
11/29/2020 05H,8940
11/29/2020 04H,9119
11/29/2020 03H,9517
11/29/2020 02H,9740
11/29/2020 01H,10137
11/29/2020 00H,10489
11/28/2020 23H,10224
11/28/2020 22H,10203
11/28/2020 21H,10111
11/28/2020 20H,11019
11/28/2020 19H,11527
11/28/2020 18H,11817
11/28/2020 17H,11206
11/28/2020 16H,10057
11/28/2020 15H,9723
11/28/2020 14H,9329
11/28/2020 13H,9277
11/28/2020 12H,9018
11/28/2020 11H,8984
11/28/2020 10H,9182
11/28/2020 09H,9096
11/28/2020 08H,9218
11/28/2020 07H,9451
11/28/2020 06H,9532
11/28/2020 05H,9858
11/28/2020 04H,10485
11/28/2020 03H,11079
11/28/2020 02H,11372
11/28/2020 01H,12138
11/28/2020 00H,11551
11/27/2020 23H,10717
11/27/2020 22H,9991
11/27/2020 21H,9975
11/27/2020 20H,9945
11/27/2020 19H,10055
11/27/2020 18H,10599
11/27/2020 17H,10985
11/27/2020 16H,10356
11/27/2020 15H,9422
11/27/2020 14H,8487
11/27/2020 13H,6964
11/27/2020 12H,6317
11/27/2020 11H,6116
11/27/2020 10H,5959
11/27/2020 09H,5838
11/27/2020 08H,5836
11/27/2020 07H,6088
11/27/2020 06H,6711
11/27/2020 05H,7829
11/27/2020 04H,8323
11/27/2020 03H,8822
11/27/2020 02H,9852
11/27/2020 01H,10360
11/27/2020 00H,10386
11/26/2020 23H,9855
11/26/2020 22H,9207
11/26/2020 21H,9204
11/26/2020 20H,9405
11/26/2020 19H,9486
11/26/2020 18H,9516
11/26/2020 17H,9099
11/26/2020 16H,8388
11/26/2020 15H,7168
11/26/2020 14H,6706
11/26/2020 13H,6388
11/26/2020 12H,5936
11/26/2020 11H,5724
11/26/2020 10H,5655
11/26/2020 09H,5466
11/26/2020 08H,5292
11/26/2020 07H,5366
11/26/2020 06H,5689
11/26/2020 05H,6631
11/26/2020 04H,7538
11/26/2020 03H,8542
11/26/2020 02H,9541
11/26/2020 01H,10518
11/26/2020 00H,11275
11/25/2020 23H,11424
11/25/2020 22H,11220
11/25/2020 21H,11174
11/25/2020 20H,10883
11/25/2020 19H,10683
11/25/2020 18H,10386
11/25/2020 17H,9977
11/25/2020 16H,9061
11/25/2020 15H,8136
11/25/2020 14H,7195
11/25/2020 13H,6451
11/25/2020 12H,6109
11/25/2020 11H,5529
11/25/2020 10H,5434
11/25/2020 09H,5202
11/25/2020 08H,5151
11/25/2020 07H,5476
11/25/2020 06H,6064
11/25/2020 05H,6481
11/25/2020 04H,7296
11/25/2020 03H,8496
11/25/2020 02H,8618
11/25/2020 01H,8356
11/25/2020 00H,7804
11/24/2020 23H,7671
11/24/2020 22H,7545
11/24/2020 21H,7467
11/24/2020 20H,7459
11/24/2020 19H,7670
11/24/2020 18H,7632
11/24/2020 17H,7539
11/24/2020 16H,7714
11/24/2020 15H,7512
11/24/2020 14H,6732
11/24/2020 13H,6154
11/24/2020 12H,5736
11/24/2020 11H,5170
11/24/2020 10H,4768
11/24/2020 09H,4583
11/24/2020 08H,4744
11/24/2020 07H,4345
11/24/2020 06H,4046
11/24/2020 05H,4287
11/24/2020 04H,4458
11/24/2020 03H,4857
11/24/2020 02H,5777
11/24/2020 01H,6433
11/24/2020 00H,6823
11/23/2020 23H,6740
11/23/2020 22H,6668
11/23/2020 21H,6921
11/23/2020 20H,7224
11/23/2020 19H,7019
11/23/2020 18H,6963
11/23/2020 17H,7267
11/23/2020 16H,7616
11/23/2020 15H,7958
11/23/2020 14H,8700
11/23/2020 13H,9193
11/23/2020 12H,9384
11/23/2020 11H,9388
11/23/2020 10H,9594
11/23/2020 09H,10184
11/23/2020 08H,10816
11/23/2020 07H,11749
11/23/2020 06H,12070
11/23/2020 05H,12161
11/23/2020 04H,12662
11/23/2020 03H,13000
11/23/2020 02H,13326
11/23/2020 01H,13155
11/23/2020 00H,12444
11/22/2020 23H,11310
11/22/2020 22H,10172
11/22/2020 21H,9511
11/22/2020 20H,9185
11/22/2020 19H,9253
11/22/2020 18H,9492
11/22/2020 17H,9079
11/22/2020 16H,7565
11/22/2020 15H,6777
11/22/2020 14H,6543
11/22/2020 13H,6835
11/22/2020 12H,7226
11/22/2020 11H,8014
11/22/2020 10H,9147
11/22/2020 09H,9843
11/22/2020 08H,10465
11/22/2020 07H,11086
11/22/2020 06H,11481
11/22/2020 05H,11434
11/22/2020 04H,11751
11/22/2020 03H,11938
11/22/2020 02H,12004
11/22/2020 01H,12628
11/22/2020 00H,12877
11/21/2020 23H,12944
11/21/2020 22H,13114
11/21/2020 21H,13110
11/21/2020 20H,13707
11/21/2020 19H,13763
11/21/2020 18H,13390
11/21/2020 17H,12783
11/21/2020 16H,11810
11/21/2020 15H,11811
11/21/2020 14H,11229
11/21/2020 13H,10581
11/21/2020 12H,10400
11/21/2020 11H,10222
11/21/2020 10H,9889
11/21/2020 09H,9689
11/21/2020 08H,9679
11/21/2020 07H,9498
11/21/2020 06H,9517
11/21/2020 05H,9611
11/21/2020 04H,9386
11/21/2020 03H,9455
11/21/2020 02H,9846
11/21/2020 01H,11198
11/21/2020 00H,12354
11/20/2020 23H,12268
11/20/2020 22H,12128
11/20/2020 21H,11944
11/20/2020 20H,11771
11/20/2020 19H,11627
11/20/2020 18H,10931
11/20/2020 17H,9813
11/20/2020 16H,9147
11/20/2020 15H,8306
11/20/2020 14H,7127
11/20/2020 13H,6291
11/20/2020 12H,5792
11/20/2020 11H,5470
11/20/2020 10H,5448
11/20/2020 09H,5449
11/20/2020 08H,5450
11/20/2020 07H,5417
11/20/2020 06H,5576
11/20/2020 05H,5997
11/20/2020 04H,7070
11/20/2020 03H,8034
11/20/2020 02H,9109
11/20/2020 01H,9785
11/20/2020 00H,9610
11/19/2020 23H,9167
11/19/2020 22H,8731
11/19/2020 21H,8682
11/19/2020 20H,8653
11/19/2020 19H,8304
11/19/2020 18H,7549
11/19/2020 17H,6812
11/19/2020 16H,5790
11/19/2020 15H,5685
11/19/2020 14H,5110
11/19/2020 13H,5051
11/19/2020 12H,5169
11/19/2020 11H,4803
11/19/2020 10H,4139
11/19/2020 09H,4057
11/19/2020 08H,4088
11/19/2020 07H,4110
11/19/2020 06H,4510
11/19/2020 05H,5112
11/19/2020 04H,5321
11/19/2020 03H,5382
11/19/2020 02H,5574
11/19/2020 01H,5645
11/19/2020 00H,5316
11/18/2020 23H,4997
11/18/2020 22H,4835
11/18/2020 21H,4935
11/18/2020 20H,5107
11/18/2020 19H,5131
11/18/2020 18H,4965
11/18/2020 17H,4882
11/18/2020 16H,4875
11/18/2020 15H,5106
11/18/2020 14H,4998
11/18/2020 13H,4837
11/18/2020 12H,4944
11/18/2020 11H,4792
11/18/2020 10H,4705
11/18/2020 09H,4750
11/18/2020 08H,5208
11/18/2020 07H,5617
11/18/2020 06H,5918
11/18/2020 05H,5905
11/18/2020 04H,6238
11/18/2020 03H,6492
11/18/2020 02H,6551
11/18/2020 01H,6467
11/18/2020 00H,6350
11/17/2020 23H,6222
11/17/2020 22H,6913
11/17/2020 21H,7232
11/17/2020 20H,7510
11/17/2020 19H,8690
11/17/2020 18H,10762
11/17/2020 17H,11879
11/17/2020 16H,12037
11/17/2020 15H,11235
11/17/2020 14H,11719
11/17/2020 13H,11057
11/17/2020 12H,10999
11/17/2020 11H,10759
11/17/2020 10H,10880
11/17/2020 09H,11289
11/17/2020 08H,11933
11/17/2020 07H,12300
11/17/2020 06H,12824
11/17/2020 05H,13025
11/17/2020 04H,12829
11/17/2020 03H,12605
11/17/2020 02H,12216
11/17/2020 01H,12199
11/17/2020 00H,12191
11/16/2020 23H,11893
11/16/2020 22H,11572
11/16/2020 21H,11131
11/16/2020 20H,11252
11/16/2020 19H,11067
11/16/2020 18H,11025
11/16/2020 17H,10918
11/16/2020 16H,10186
11/16/2020 15H,8765
11/16/2020 14H,7980
11/16/2020 13H,7367
11/16/2020 12H,6915
11/16/2020 11H,6246
11/16/2020 10H,5802
11/16/2020 09H,5753
11/16/2020 08H,5745
11/16/2020 07H,6164
11/16/2020 06H,6375
11/16/2020 05H,7402
11/16/2020 04H,8515
11/16/2020 03H,9715
11/16/2020 02H,10151
11/16/2020 01H,10576
11/16/2020 00H,10374
11/15/2020 23H,9064
11/15/2020 22H,8623
11/15/2020 21H,8952
11/15/2020 20H,8955
11/15/2020 19H,8831
11/15/2020 18H,8763
11/15/2020 17H,8100
11/15/2020 16H,7019
11/15/2020 15H,5695
11/15/2020 14H,5144
11/15/2020 13H,5052
11/15/2020 12H,5114
11/15/2020 11H,5232
11/15/2020 10H,5067
11/15/2020 09H,5075
11/15/2020 08H,5034
11/15/2020 07H,4984
11/15/2020 06H,5103
11/15/2020 05H,5332
11/15/2020 04H,5285
11/15/2020 03H,5272
11/15/2020 02H,5371
11/15/2020 01H,5249
11/15/2020 00H,5239
11/14/2020 23H,5449
11/14/2020 22H,5714
