Net generation from natural gas for Central (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390108&sdid=EBA.CENT-ALL.NG.NG.H
19:09:48 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CENT-ALL.NG.NG.H megawatthours
01/26/2021 09H,5136
01/26/2021 08H,5055
01/26/2021 07H,5228
01/26/2021 06H,5083
01/26/2021 05H,5096
01/26/2021 04H,5269
01/26/2021 03H,5403
01/26/2021 02H,5729
01/26/2021 01H,6127
01/26/2021 00H,5442
01/25/2021 23H,5176
01/25/2021 22H,5652
01/25/2021 21H,6464
01/25/2021 20H,7182
01/25/2021 19H,8023
01/25/2021 18H,8018
01/25/2021 17H,8134
01/25/2021 16H,8031
01/25/2021 15H,7984
01/25/2021 14H,7924
01/25/2021 13H,6784
01/25/2021 12H,5103
01/25/2021 11H,3994
01/25/2021 10H,3787
01/25/2021 09H,3958
01/25/2021 08H,3628
01/25/2021 07H,4250
01/25/2021 06H,4859
01/25/2021 05H,6009
01/25/2021 04H,7020
01/25/2021 03H,7390
01/25/2021 02H,8058
01/25/2021 01H,8263
01/25/2021 00H,8140
01/24/2021 23H,7747
01/24/2021 22H,7276
01/24/2021 21H,7688
01/24/2021 20H,8514
01/24/2021 19H,8716
01/24/2021 18H,8593
01/24/2021 17H,8390
01/24/2021 16H,7790
01/24/2021 15H,6983
01/24/2021 14H,5994
01/24/2021 13H,5644
01/24/2021 12H,4695
01/24/2021 11H,3643
01/24/2021 10H,3140
01/24/2021 09H,2851
01/24/2021 08H,2604
01/24/2021 07H,2813
01/24/2021 06H,3083
01/24/2021 05H,3108
01/24/2021 04H,3166
01/24/2021 03H,3291
01/24/2021 02H,3417
01/24/2021 01H,3749
01/24/2021 00H,3519
01/23/2021 23H,3325
01/23/2021 22H,3158
01/23/2021 21H,3126
01/23/2021 20H,3238
01/23/2021 19H,3232
01/23/2021 18H,3902
01/23/2021 17H,4017
01/23/2021 16H,4575
01/23/2021 15H,4525
01/23/2021 14H,4532
01/23/2021 13H,4505
01/23/2021 12H,4486
01/23/2021 11H,4087
01/23/2021 10H,3922
01/23/2021 09H,3893
01/23/2021 08H,3847
01/23/2021 07H,4114
01/23/2021 06H,4528
01/23/2021 05H,5329
01/23/2021 04H,5911
01/23/2021 03H,6116
01/23/2021 02H,6669
01/23/2021 01H,7903
01/23/2021 00H,8669
01/22/2021 23H,8566
01/22/2021 22H,8753
01/22/2021 21H,9185
01/22/2021 20H,9112
01/22/2021 19H,9458
01/22/2021 18H,9152
01/22/2021 17H,8831
01/22/2021 16H,9314
01/22/2021 15H,8973
01/22/2021 14H,8373
01/22/2021 13H,7683
01/22/2021 12H,6448
01/22/2021 11H,5808
01/22/2021 10H,5700
01/22/2021 09H,5650
01/22/2021 08H,5448
01/22/2021 07H,5512
01/22/2021 06H,5631
01/22/2021 05H,6237
01/22/2021 04H,6514
01/22/2021 03H,6837
01/22/2021 02H,7488
01/22/2021 01H,7957
01/22/2021 00H,7942
01/21/2021 23H,7861
01/21/2021 22H,8411
01/21/2021 21H,9003
01/21/2021 20H,9493
01/21/2021 19H,9773
01/21/2021 18H,9560
01/21/2021 17H,9928
01/21/2021 16H,9771
01/21/2021 15H,9591
01/21/2021 14H,9521
01/21/2021 13H,8646
01/21/2021 12H,7565
01/21/2021 11H,6675
01/21/2021 10H,6106
01/21/2021 09H,5923
01/21/2021 08H,5322
01/21/2021 07H,4990
01/21/2021 06H,4821
01/21/2021 05H,4475
01/21/2021 04H,4615
01/21/2021 03H,4776
01/21/2021 02H,4598
01/21/2021 01H,4744
01/21/2021 00H,4392
01/20/2021 23H,4252
01/20/2021 22H,4276
01/20/2021 21H,4204
01/20/2021 20H,4446
01/20/2021 19H,4676
01/20/2021 18H,4490
01/20/2021 17H,4743
01/20/2021 16H,5282
01/20/2021 15H,5343
01/20/2021 14H,5301
01/20/2021 13H,5237
01/20/2021 12H,5100
01/20/2021 11H,4861
01/20/2021 10H,4655
01/20/2021 09H,4295
01/20/2021 08H,4815
01/20/2021 07H,5987
01/20/2021 06H,8162
01/20/2021 05H,9973
01/20/2021 04H,10865
01/20/2021 03H,11435
01/20/2021 02H,11004
01/20/2021 01H,10781
01/20/2021 00H,9537
01/19/2021 23H,7995
01/19/2021 22H,6784
01/19/2021 21H,5989
01/19/2021 20H,5504
01/19/2021 19H,5222
01/19/2021 18H,5123
01/19/2021 17H,5164
01/19/2021 16H,5483
01/19/2021 15H,4859
01/19/2021 14H,4445
01/19/2021 13H,4461
01/19/2021 12H,3962
01/19/2021 11H,3466
01/19/2021 10H,3228
01/19/2021 09H,3174
01/19/2021 08H,3221
01/19/2021 07H,3245
01/19/2021 06H,3304
01/19/2021 05H,3465
01/19/2021 04H,3652
01/19/2021 03H,3970
01/19/2021 02H,4106
01/19/2021 01H,4825
01/19/2021 00H,4790
01/18/2021 23H,4106
01/18/2021 22H,3850
01/18/2021 21H,3730
01/18/2021 20H,3862
01/18/2021 19H,4188
01/18/2021 18H,4348
01/18/2021 17H,5218
01/18/2021 16H,5767
01/18/2021 15H,5306
01/18/2021 14H,4988
01/18/2021 13H,4772
01/18/2021 12H,4234
01/18/2021 11H,3810
01/18/2021 10H,3506
01/18/2021 09H,3350
01/18/2021 08H,3530
01/18/2021 07H,3958
01/18/2021 06H,4848
01/18/2021 05H,6359
01/18/2021 04H,8021
01/18/2021 03H,8946
01/18/2021 02H,9531
01/18/2021 01H,10188
01/18/2021 00H,8622
01/17/2021 23H,6513
01/17/2021 22H,4926
01/17/2021 21H,4227
01/17/2021 20H,4097
01/17/2021 19H,4097
01/17/2021 18H,4131
01/17/2021 17H,4354
01/17/2021 16H,4534
01/17/2021 15H,4415
01/17/2021 14H,4274
01/17/2021 13H,4378
01/17/2021 12H,4179
01/17/2021 11H,4281
01/17/2021 10H,4378
01/17/2021 09H,4250
01/17/2021 08H,4096
01/17/2021 07H,4221
01/17/2021 06H,4891
01/17/2021 05H,5081
01/17/2021 04H,5562
01/17/2021 03H,6067
01/17/2021 02H,7148
01/17/2021 01H,7864
01/17/2021 00H,7498
01/16/2021 23H,6627
01/16/2021 22H,5858
01/16/2021 21H,6371
01/16/2021 20H,7085
01/16/2021 19H,8270
01/16/2021 18H,10192
01/16/2021 17H,10585
01/16/2021 16H,10817
01/16/2021 15H,9542
01/16/2021 14H,8865
01/16/2021 13H,7709
01/16/2021 12H,7206
01/16/2021 11H,7068
01/16/2021 10H,6417
01/16/2021 09H,5704
01/16/2021 08H,5197
01/16/2021 07H,5162
01/16/2021 06H,5150
01/16/2021 05H,5008
01/16/2021 04H,4835
01/16/2021 03H,4731
01/16/2021 02H,4598
01/16/2021 01H,4618
01/16/2021 00H,4062
01/15/2021 23H,3501
01/15/2021 22H,3360
01/15/2021 21H,3362
01/15/2021 20H,3781
01/15/2021 19H,4119
01/15/2021 18H,4303
01/15/2021 17H,5171
01/15/2021 16H,5325
01/15/2021 15H,5058
01/15/2021 14H,5026
01/15/2021 13H,4653
01/15/2021 12H,4021
01/15/2021 11H,3536
01/15/2021 10H,3199
01/15/2021 09H,3177
01/15/2021 08H,3091
01/15/2021 07H,2983
01/15/2021 06H,3315
01/15/2021 05H,3883
01/15/2021 04H,4210
01/15/2021 03H,4353
01/15/2021 02H,4430
01/15/2021 01H,4533
01/15/2021 00H,4181
01/14/2021 23H,3647
01/14/2021 22H,3328
01/14/2021 21H,3336
01/14/2021 20H,3293
01/14/2021 19H,3253
01/14/2021 18H,2953
01/14/2021 17H,3330
01/14/2021 16H,3362
01/14/2021 15H,3482
01/14/2021 14H,3776
01/14/2021 13H,3862
01/14/2021 12H,3494
01/14/2021 11H,3189
01/14/2021 10H,3414
01/14/2021 09H,3106
01/14/2021 08H,3032
01/14/2021 07H,2843
01/14/2021 06H,2580
01/14/2021 05H,2765
01/14/2021 04H,3092
01/14/2021 03H,3543
01/14/2021 02H,4092
01/14/2021 01H,4755
01/14/2021 00H,5582
01/13/2021 23H,5252
01/13/2021 22H,4448
01/13/2021 21H,4582
01/13/2021 20H,5090
01/13/2021 19H,5403
01/13/2021 18H,5911
01/13/2021 17H,5787
01/13/2021 16H,5720
01/13/2021 15H,6184
01/13/2021 14H,6800
01/13/2021 13H,6529
01/13/2021 12H,5725
01/13/2021 11H,5166
01/13/2021 10H,4887
01/13/2021 09H,4764
01/13/2021 08H,4374
01/13/2021 07H,4302
01/13/2021 06H,4243
01/13/2021 05H,4496
01/13/2021 04H,4712
01/13/2021 03H,5043
01/13/2021 02H,5285
01/13/2021 01H,6906
01/13/2021 00H,7250
01/12/2021 23H,7181
01/12/2021 22H,7068
01/12/2021 21H,7387
01/12/2021 20H,7866
01/12/2021 19H,8704
01/12/2021 18H,9762
01/12/2021 17H,10172
01/12/2021 16H,9829
01/12/2021 15H,9864
01/12/2021 14H,9364
01/12/2021 13H,8498
01/12/2021 12H,7290
01/12/2021 11H,6823
01/12/2021 10H,6360
01/12/2021 09H,6156
01/12/2021 08H,6032
01/12/2021 07H,5743
01/12/2021 06H,5970
01/12/2021 05H,6488
01/12/2021 04H,7305
01/12/2021 03H,8031
01/12/2021 02H,8380
01/12/2021 01H,8906
01/12/2021 00H,9137
01/11/2021 23H,7786
01/11/2021 22H,7418
01/11/2021 21H,7343
01/11/2021 20H,7597
01/11/2021 19H,8378
01/11/2021 18H,8938
01/11/2021 17H,9894
01/11/2021 16H,10069
01/11/2021 15H,10436
01/11/2021 14H,10831
01/11/2021 13H,10038
01/11/2021 12H,9045
01/11/2021 11H,8277
01/11/2021 10H,8087
01/11/2021 09H,8123
01/11/2021 08H,8157
01/11/2021 07H,8206
01/11/2021 06H,8568
01/11/2021 05H,9045
01/11/2021 04H,9976
01/11/2021 03H,10785
01/11/2021 02H,11712
01/11/2021 01H,11737
01/11/2021 00H,11429
01/10/2021 23H,10024
01/10/2021 22H,9386
01/10/2021 21H,9516
01/10/2021 20H,9698
01/10/2021 19H,10114
01/10/2021 18H,10305
01/10/2021 17H,10721
01/10/2021 16H,10261
01/10/2021 15H,9551
01/10/2021 14H,9017
01/10/2021 13H,8630
01/10/2021 12H,8299
01/10/2021 11H,7980
01/10/2021 10H,7733
01/10/2021 09H,7640
01/10/2021 08H,7761
01/10/2021 07H,8338
01/10/2021 06H,8585
01/10/2021 05H,9199
01/10/2021 04H,9714
01/10/2021 03H,10293
01/10/2021 02H,10199
01/10/2021 01H,10554
01/10/2021 00H,10680
01/9/2021 23H,10352
01/9/2021 22H,10093
01/9/2021 21H,10093
01/9/2021 20H,10811
01/9/2021 19H,11839
01/9/2021 18H,12358
01/9/2021 17H,12822
01/9/2021 16H,12868
01/9/2021 15H,13102
01/9/2021 14H,12617
01/9/2021 13H,11726
01/9/2021 12H,11617
01/9/2021 11H,11165
01/9/2021 10H,10794
01/9/2021 09H,10344
01/9/2021 08H,10090
01/9/2021 07H,9779
01/9/2021 06H,10053
01/9/2021 05H,10379
01/9/2021 04H,10544
01/9/2021 03H,11206
01/9/2021 02H,11440
01/9/2021 01H,11839
01/9/2021 00H,11759
01/8/2021 23H,11108
01/8/2021 22H,10846
01/8/2021 21H,11305
01/8/2021 20H,11923
01/8/2021 19H,12388
01/8/2021 18H,12457
01/8/2021 17H,12968
01/8/2021 16H,13032
01/8/2021 15H,12283
01/8/2021 14H,11891
01/8/2021 13H,11033
01/8/2021 12H,10081
01/8/2021 11H,9310
01/8/2021 10H,8709
01/8/2021 09H,8500
01/8/2021 08H,8313
01/8/2021 07H,8358
01/8/2021 06H,8749
01/8/2021 05H,9145
01/8/2021 04H,9623
01/8/2021 03H,9978
01/8/2021 02H,10412
01/8/2021 01H,11080
01/8/2021 00H,10926
01/7/2021 23H,9919
01/7/2021 22H,9610
01/7/2021 21H,9618
01/7/2021 20H,9914
01/7/2021 19H,10297
01/7/2021 18H,10241
01/7/2021 17H,10292
01/7/2021 16H,9825
01/7/2021 15H,9004
01/7/2021 14H,7972
01/7/2021 13H,6401
01/7/2021 12H,5033
01/7/2021 11H,3982
01/7/2021 10H,3880
01/7/2021 09H,3677
01/7/2021 08H,3433
01/7/2021 07H,3425
01/7/2021 06H,3658
01/7/2021 05H,3861
01/7/2021 04H,4019
01/7/2021 03H,4450
01/7/2021 02H,4996
01/7/2021 01H,5291
01/7/2021 00H,5299
01/6/2021 23H,4707
01/6/2021 22H,4373
01/6/2021 21H,4359
01/6/2021 20H,4481
01/6/2021 19H,4499
01/6/2021 18H,4655
01/6/2021 17H,4713
01/6/2021 16H,4512
01/6/2021 15H,4578
01/6/2021 14H,4605
01/6/2021 13H,4336
01/6/2021 12H,3744
01/6/2021 11H,3465
01/6/2021 10H,3325
01/6/2021 09H,3158
01/6/2021 08H,3030
01/6/2021 07H,3231
01/6/2021 06H,3489
01/6/2021 05H,3709
01/6/2021 04H,3731
01/6/2021 03H,3881
01/6/2021 02H,3974
01/6/2021 01H,3915
01/6/2021 00H,3949
01/5/2021 23H,3850
01/5/2021 22H,3774
01/5/2021 21H,3768
01/5/2021 20H,3840
01/5/2021 19H,3706
01/5/2021 18H,3795
01/5/2021 17H,4545
01/5/2021 16H,4825
01/5/2021 15H,5094
01/5/2021 14H,4996
01/5/2021 13H,4890
01/5/2021 12H,4097
01/5/2021 11H,4155
01/5/2021 10H,4179
01/5/2021 09H,4345
01/5/2021 08H,4684
01/5/2021 07H,5423
01/5/2021 06H,6607
01/5/2021 05H,7796
01/5/2021 04H,8719
01/5/2021 03H,9264
01/5/2021 02H,9598
01/5/2021 01H,9556
01/5/2021 00H,8703
01/4/2021 23H,7441
01/4/2021 22H,6501
01/4/2021 21H,5945
01/4/2021 20H,5681
01/4/2021 19H,5241
01/4/2021 18H,4840
01/4/2021 17H,5029
01/4/2021 16H,5269
01/4/2021 15H,4651
01/4/2021 14H,4900
01/4/2021 13H,4816
01/4/2021 12H,4180
01/4/2021 11H,4065
01/4/2021 10H,3982
01/4/2021 09H,4044
01/4/2021 08H,3986
01/4/2021 07H,4318
01/4/2021 06H,3937
01/4/2021 05H,4440
01/4/2021 04H,5197
01/4/2021 03H,6260
01/4/2021 02H,7399
01/4/2021 01H,8814
01/4/2021 00H,8732
01/3/2021 23H,7467
01/3/2021 22H,7382
01/3/2021 21H,7447
01/3/2021 20H,7688
01/3/2021 19H,8348
01/3/2021 18H,8818
01/3/2021 17H,8648
01/3/2021 16H,7998
01/3/2021 15H,7192
01/3/2021 14H,6644
01/3/2021 13H,6638
01/3/2021 12H,6380
01/3/2021 11H,6025
01/3/2021 10H,5903
01/3/2021 09H,5922
01/3/2021 08H,5274
01/3/2021 07H,4858
01/3/2021 06H,4651
01/3/2021 05H,4638
01/3/2021 04H,4963
01/3/2021 03H,5017
01/3/2021 02H,5288
01/3/2021 01H,5872
01/3/2021 00H,6302
01/2/2021 23H,6139
01/2/2021 22H,5954
01/2/2021 21H,6104
01/2/2021 20H,6782
01/2/2021 19H,7516
01/2/2021 18H,8145
01/2/2021 17H,8969
01/2/2021 16H,9158
01/2/2021 15H,9154
01/2/2021 14H,8814
01/2/2021 13H,8611
01/2/2021 12H,8373
01/2/2021 11H,7943
01/2/2021 10H,7846
01/2/2021 09H,7826
01/2/2021 08H,7732
01/2/2021 07H,7854
01/2/2021 06H,7610
01/2/2021 05H,7784
01/2/2021 04H,7787
01/2/2021 03H,7709
01/2/2021 02H,7798
01/2/2021 01H,7954
01/2/2021 00H,7538
01/1/2021 23H,6761
01/1/2021 22H,5395
01/1/2021 21H,4555
01/1/2021 20H,4290
01/1/2021 19H,4140
01/1/2021 18H,4339
01/1/2021 17H,4691
01/1/2021 16H,5118
01/1/2021 15H,4826
01/1/2021 14H,4414
01/1/2021 13H,3957
01/1/2021 12H,4030
01/1/2021 11H,3882
01/1/2021 10H,4155
01/1/2021 09H,4226
01/1/2021 08H,4471
01/1/2021 07H,4693
01/1/2021 06H,4685
01/1/2021 05H,4900
01/1/2021 04H,4734
01/1/2021 03H,5032
01/1/2021 02H,5087
01/1/2021 01H,5409
01/1/2021 00H,6061
12/31/2020 23H,6371
12/31/2020 22H,6597
12/31/2020 21H,6484
12/31/2020 20H,6811
12/31/2020 19H,7628
12/31/2020 18H,8310
12/31/2020 17H,8600
12/31/2020 16H,8237
12/31/2020 15H,7488
12/31/2020 14H,6831
12/31/2020 13H,6701
12/31/2020 12H,7236
12/31/2020 11H,6962
12/31/2020 10H,6320
12/31/2020 09H,6383
12/31/2020 08H,6577
12/31/2020 07H,6542
12/31/2020 06H,6623
12/31/2020 05H,7328
12/31/2020 04H,7857
12/31/2020 03H,7928
12/31/2020 02H,8195
12/31/2020 01H,8104
12/31/2020 00H,8163
12/30/2020 23H,7084
12/30/2020 22H,6047
12/30/2020 21H,5188
12/30/2020 20H,5123
12/30/2020 19H,4924
12/30/2020 18H,4636
12/30/2020 17H,4168
12/30/2020 16H,3969
12/30/2020 15H,3567
12/30/2020 14H,3199
12/30/2020 13H,2580
12/30/2020 12H,2496
12/30/2020 11H,2537
12/30/2020 10H,2490
12/30/2020 09H,2259
12/30/2020 08H,2108
12/30/2020 07H,2110
12/30/2020 06H,2462
12/30/2020 05H,2933
12/30/2020 04H,3372
12/30/2020 03H,3777
12/30/2020 02H,4002
12/30/2020 01H,5003
12/30/2020 00H,5045
12/29/2020 23H,4568
12/29/2020 22H,4216
12/29/2020 21H,4059
12/29/2020 20H,4260
12/29/2020 19H,4690
12/29/2020 18H,4748
12/29/2020 17H,4859
12/29/2020 16H,4692
12/29/2020 15H,4378
12/29/2020 14H,4153
12/29/2020 13H,3887
12/29/2020 12H,3732
12/29/2020 11H,3519
12/29/2020 10H,3351
12/29/2020 09H,3063
12/29/2020 08H,2976
12/29/2020 07H,3130
12/29/2020 06H,3064
12/29/2020 05H,3105
12/29/2020 04H,3279
12/29/2020 03H,3438
12/29/2020 02H,4028
12/29/2020 01H,5000
12/29/2020 00H,5881
12/28/2020 23H,5812
12/28/2020 22H,5530
12/28/2020 21H,5704
12/28/2020 20H,6220
12/28/2020 19H,6707
12/28/2020 18H,7210
12/28/2020 17H,7095
12/28/2020 16H,7493
12/28/2020 15H,7171
12/28/2020 14H,6520
12/28/2020 13H,5946
12/28/2020 12H,5257
12/28/2020 11H,4915
12/28/2020 10H,4754
12/28/2020 09H,4740
12/28/2020 08H,4695
12/28/2020 07H,4524
12/28/2020 06H,4349
12/28/2020 05H,4545
12/28/2020 04H,4720
12/28/2020 03H,4735
12/28/2020 02H,4762
12/28/2020 01H,5024
12/28/2020 00H,5263
12/27/2020 23H,4500
12/27/2020 22H,3740
12/27/2020 21H,3136
12/27/2020 20H,2677
12/27/2020 19H,2363
12/27/2020 18H,2174
12/27/2020 17H,2067
12/27/2020 16H,2148
12/27/2020 15H,2119
12/27/2020 14H,2082
12/27/2020 13H,2100
12/27/2020 12H,2079
12/27/2020 11H,2097
12/27/2020 10H,2060
12/27/2020 09H,2133
12/27/2020 08H,2109
12/27/2020 07H,2247
12/27/2020 06H,2320
12/27/2020 05H,2320
12/27/2020 04H,2251
12/27/2020 03H,2362
12/27/2020 02H,2114
12/27/2020 01H,2356
12/27/2020 00H,2509
12/26/2020 23H,2275
12/26/2020 22H,2176
12/26/2020 21H,2426
12/26/2020 20H,3040
12/26/2020 19H,3792
12/26/2020 18H,4602
12/26/2020 17H,4948
12/26/2020 16H,4036
12/26/2020 15H,3752
12/26/2020 14H,3681
12/26/2020 13H,3906
12/26/2020 12H,3624
12/26/2020 11H,3256
12/26/2020 10H,3106
12/26/2020 09H,2974
12/26/2020 08H,2747
12/26/2020 07H,2763
12/26/2020 06H,2787
12/26/2020 05H,2976
12/26/2020 04H,3063
12/26/2020 03H,3287
12/26/2020 02H,3477
12/26/2020 01H,3658
12/26/2020 00H,4406
12/25/2020 23H,4368
12/25/2020 22H,3945
12/25/2020 21H,4147
12/25/2020 20H,4536
12/25/2020 19H,5524
12/25/2020 18H,7224
12/25/2020 17H,7915
12/25/2020 16H,7197
12/25/2020 15H,6382
12/25/2020 14H,6851
12/25/2020 13H,7055
12/25/2020 12H,6829
12/25/2020 11H,6288
12/25/2020 10H,5917
12/25/2020 09H,5826
12/25/2020 08H,6024
12/25/2020 07H,6168
12/25/2020 06H,6376
12/25/2020 05H,6837
12/25/2020 04H,7172
12/25/2020 03H,6957
12/25/2020 02H,6878
12/25/2020 01H,7339
12/25/2020 00H,6861
12/24/2020 23H,5223
12/24/2020 22H,4601
12/24/2020 21H,4646
12/24/2020 20H,4415
12/24/2020 19H,4432
12/24/2020 18H,5276
12/24/2020 17H,6037
12/24/2020 16H,6098
12/24/2020 15H,5720
12/24/2020 14H,5567
12/24/2020 13H,4607
12/24/2020 12H,4396
12/24/2020 11H,3988
12/24/2020 10H,3831
12/24/2020 09H,3960
12/24/2020 08H,3949
12/24/2020 07H,4278
12/24/2020 06H,4492
12/24/2020 05H,4316
12/24/2020 04H,4262
12/24/2020 03H,4130
12/24/2020 02H,3882
12/24/2020 01H,3651
12/24/2020 00H,3399
12/23/2020 23H,3059
12/23/2020 22H,3091
12/23/2020 21H,2940
12/23/2020 20H,2959
12/23/2020 19H,3077
12/23/2020 18H,3022
12/23/2020 17H,3151
12/23/2020 16H,3121
12/23/2020 15H,3149
12/23/2020 14H,3235
12/23/2020 13H,3116
12/23/2020 12H,2609
12/23/2020 11H,2277
12/23/2020 10H,2208
12/23/2020 09H,2171
12/23/2020 08H,2119
12/23/2020 07H,2276
12/23/2020 06H,2389
12/23/2020 05H,2406
12/23/2020 04H,2462
12/23/2020 03H,2762
12/23/2020 02H,2762
12/23/2020 01H,2721
12/23/2020 00H,2787
12/22/2020 23H,2763
12/22/2020 22H,2715
12/22/2020 21H,2809
12/22/2020 20H,2818
12/22/2020 19H,2695
12/22/2020 18H,2828
12/22/2020 17H,3230
12/22/2020 16H,3310
12/22/2020 15H,3428
12/22/2020 14H,3564
12/22/2020 13H,3374
12/22/2020 12H,3349
12/22/2020 11H,2884
12/22/2020 10H,2784
12/22/2020 09H,3074
12/22/2020 08H,3207
12/22/2020 07H,3346
12/22/2020 06H,4054
12/22/2020 05H,5133
12/22/2020 04H,5824
12/22/2020 03H,6616
12/22/2020 02H,6998
12/22/2020 01H,7086
12/22/2020 00H,7067
12/21/2020 23H,6703
12/21/2020 22H,7013
12/21/2020 21H,7347
12/21/2020 20H,7281
12/21/2020 19H,7635
12/21/2020 18H,7509
12/21/2020 17H,8221
12/21/2020 16H,7328
12/21/2020 15H,6597
12/21/2020 14H,6502
12/21/2020 13H,6010
12/21/2020 12H,5307
12/21/2020 11H,4540
12/21/2020 10H,3999
12/21/2020 09H,3330
12/21/2020 08H,3264
12/21/2020 07H,3415
12/21/2020 06H,3686
12/21/2020 05H,3550
12/21/2020 04H,4072
12/21/2020 03H,3918
12/21/2020 02H,4072
12/21/2020 01H,4981
12/21/2020 00H,5644
12/20/2020 23H,4850
12/20/2020 22H,4651
12/20/2020 21H,5044
12/20/2020 20H,5948
12/20/2020 19H,7306
12/20/2020 18H,7585
12/20/2020 17H,7254
12/20/2020 16H,6511
12/20/2020 15H,5170
12/20/2020 14H,4688
12/20/2020 13H,4620
12/20/2020 12H,4398
12/20/2020 11H,4343
12/20/2020 10H,4373
12/20/2020 09H,4356
12/20/2020 08H,4168
12/20/2020 07H,4239
12/20/2020 06H,4801
12/20/2020 05H,5570
12/20/2020 04H,6878
12/20/2020 03H,7846
12/20/2020 02H,7821
12/20/2020 01H,8568
12/20/2020 00H,8033
12/19/2020 23H,7088
12/19/2020 22H,6739
12/19/2020 21H,6610
12/19/2020 20H,7069
12/19/2020 19H,8007
12/19/2020 18H,9188
12/19/2020 17H,9839
12/19/2020 16H,9485
12/19/2020 15H,8667
12/19/2020 14H,8132
12/19/2020 13H,6867
12/19/2020 12H,6035
12/19/2020 11H,5007
12/19/2020 10H,4378
12/19/2020 09H,3907
12/19/2020 08H,3891
12/19/2020 07H,3854
12/19/2020 06H,4146
12/19/2020 05H,4363
12/19/2020 04H,4380
12/19/2020 03H,4791
12/19/2020 02H,5040
12/19/2020 01H,5531
12/19/2020 00H,5896
12/18/2020 23H,4732
12/18/2020 22H,3906
12/18/2020 21H,3927
12/18/2020 20H,4273
12/18/2020 19H,4413
12/18/2020 18H,5072
12/18/2020 17H,5829
12/18/2020 16H,5871
12/18/2020 15H,5578
12/18/2020 14H,5509
12/18/2020 13H,5113
12/18/2020 12H,4765
12/18/2020 11H,4575
12/18/2020 10H,4283
12/18/2020 09H,4361
12/18/2020 08H,4286
12/18/2020 07H,4039
12/18/2020 06H,3959
12/18/2020 05H,4585
12/18/2020 04H,4631
12/18/2020 03H,4621
12/18/2020 02H,4549
12/18/2020 01H,4678
12/18/2020 00H,5284
12/17/2020 23H,5503
12/17/2020 22H,6318
12/17/2020 21H,7306
12/17/2020 20H,8775
12/17/2020 19H,10007
12/17/2020 18H,11408
12/17/2020 17H,12495
12/17/2020 16H,12451
12/17/2020 15H,12542
12/17/2020 14H,12197
12/17/2020 13H,10883
12/17/2020 12H,8929
12/17/2020 11H,7703
12/17/2020 10H,7380
12/17/2020 09H,6964
12/17/2020 08H,6638
12/17/2020 07H,6545
12/17/2020 06H,6632
12/17/2020 05H,7264
12/17/2020 04H,8398
12/17/2020 03H,9275
12/17/2020 02H,9699
12/17/2020 01H,10610
12/17/2020 00H,10983
12/16/2020 23H,10453
12/16/2020 22H,10908
12/16/2020 21H,10733
12/16/2020 20H,11508
12/16/2020 19H,11838
12/16/2020 18H,12015
12/16/2020 17H,11558
12/16/2020 16H,10806
12/16/2020 15H,10583
12/16/2020 14H,10200
12/16/2020 13H,10012
12/16/2020 12H,9254
12/16/2020 11H,8566
12/16/2020 10H,8599
12/16/2020 09H,8723
12/16/2020 08H,9111
12/16/2020 07H,9222
12/16/2020 06H,9602
12/16/2020 05H,10542
12/16/2020 04H,11123
12/16/2020 03H,11547
12/16/2020 02H,11554
12/16/2020 01H,11204
12/16/2020 00H,11129
12/15/2020 23H,10674
12/15/2020 22H,10645
12/15/2020 21H,11046
12/15/2020 20H,11148
12/15/2020 19H,11355
12/15/2020 18H,11569
12/15/2020 17H,10737
12/15/2020 16H,10943
12/15/2020 15H,10861
12/15/2020 14H,10905
12/15/2020 13H,9902
12/15/2020 12H,8600
12/15/2020 11H,7395
12/15/2020 10H,6325
12/15/2020 09H,5836
12/15/2020 08H,5449
12/15/2020 07H,5325
12/15/2020 06H,4995
12/15/2020 05H,5679
12/15/2020 04H,5853
12/15/2020 03H,5781
12/15/2020 02H,6025
12/15/2020 01H,6776
12/15/2020 00H,7366
12/14/2020 23H,6631
12/14/2020 22H,6680
12/14/2020 21H,6841
12/14/2020 20H,7442
12/14/2020 19H,8131
12/14/2020 18H,9241
12/14/2020 17H,10904
12/14/2020 16H,11416
12/14/2020 15H,11238
12/14/2020 14H,11750
12/14/2020 13H,10843
12/14/2020 12H,10320
12/14/2020 11H,9590
12/14/2020 10H,9078
12/14/2020 09H,8772
12/14/2020 08H,8441
12/14/2020 07H,7985
12/14/2020 06H,7723
12/14/2020 05H,8025
12/14/2020 04H,8397
12/14/2020 03H,8061
12/14/2020 02H,8216
12/14/2020 01H,7693
12/14/2020 00H,7818
12/13/2020 23H,6997
12/13/2020 22H,5910
12/13/2020 21H,5292
12/13/2020 20H,5454
12/13/2020 19H,5318
12/13/2020 18H,5287
12/13/2020 17H,5203
12/13/2020 16H,5152
12/13/2020 15H,4797
12/13/2020 14H,4855
12/13/2020 13H,5084
12/13/2020 12H,5137
12/13/2020 11H,5230
12/13/2020 10H,4927
12/13/2020 09H,4695
12/13/2020 08H,4822
12/13/2020 07H,5362
12/13/2020 06H,6535
12/13/2020 05H,7416
12/13/2020 04H,8118
12/13/2020 03H,8371
12/13/2020 02H,8385
12/13/2020 01H,8317
