Net generation from other for Carolinas (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390107&sdid=EBA.CAR-ALL.NG.OTH.H
19:06:47 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAR-ALL.NG.OTH.H megawatthours
12/27/2020 12H,1470
12/27/2020 11H,1441
12/27/2020 10H,1379
12/27/2020 09H,1387
12/27/2020 08H,1396
12/27/2020 07H,1404
12/27/2020 06H,1405
12/27/2020 05H,1404
12/27/2020 04H,1403
12/27/2020 03H,1391
12/27/2020 02H,1388
12/27/2020 01H,1348
12/27/2020 00H,1360
12/26/2020 23H,1345
12/26/2020 22H,1175
12/26/2020 21H,1002
12/26/2020 20H,950
12/26/2020 19H,947
12/26/2020 18H,1040
12/26/2020 17H,1197
12/26/2020 16H,1218
12/26/2020 15H,1237
12/26/2020 14H,1383
12/26/2020 13H,1435
12/26/2020 12H,1458
12/26/2020 11H,1409
12/26/2020 10H,1390
12/26/2020 09H,1387
12/26/2020 08H,1388
12/26/2020 07H,1379
12/26/2020 06H,1324
12/26/2020 05H,1361
12/26/2020 04H,1376
12/26/2020 03H,1387
12/26/2020 02H,1394
12/26/2020 01H,1370
12/26/2020 00H,1377
12/25/2020 23H,1314
12/25/2020 22H,1284
12/25/2020 21H,1213
12/25/2020 20H,1133
12/25/2020 19H,1101
12/25/2020 18H,1133
12/25/2020 17H,1186
12/25/2020 16H,1261
12/25/2020 15H,1263
12/25/2020 14H,1270
12/25/2020 13H,1241
12/25/2020 12H,1187
12/25/2020 11H,1053
12/25/2020 10H,962
12/25/2020 09H,990
12/25/2020 08H,960
12/25/2020 07H,913
12/25/2020 06H,892
12/25/2020 05H,883
12/25/2020 04H,952
12/25/2020 03H,1036
12/25/2020 02H,1093
12/25/2020 01H,1101
12/25/2020 00H,1173
12/24/2020 23H,1215
12/24/2020 22H,1204
12/24/2020 21H,1211
12/24/2020 20H,1206
12/24/2020 19H,1207
12/24/2020 18H,1234
12/24/2020 17H,1246
12/24/2020 16H,1256
12/24/2020 15H,1231
12/24/2020 14H,1131
12/24/2020 13H,1089
12/24/2020 12H,1109
12/24/2020 11H,1062
12/24/2020 10H,1020
12/24/2020 09H,976
12/24/2020 08H,983
12/24/2020 07H,1014
12/24/2020 06H,1110
12/24/2020 05H,1287
12/24/2020 04H,1361
12/24/2020 03H,1394
12/24/2020 02H,1428
12/24/2020 01H,1425
12/24/2020 00H,1353
12/23/2020 23H,1278
12/23/2020 22H,1164
12/23/2020 21H,1077
12/23/2020 20H,984
12/23/2020 19H,958
12/23/2020 18H,976
12/23/2020 17H,1080
12/23/2020 16H,1198
12/23/2020 15H,1304
12/23/2020 14H,1520
12/23/2020 13H,1555
12/23/2020 12H,1582
12/23/2020 11H,1534
12/23/2020 10H,1486
12/23/2020 09H,1441
12/23/2020 08H,1443
12/23/2020 07H,1432
12/23/2020 06H,1426
12/23/2020 05H,1429
12/23/2020 04H,1450
12/23/2020 03H,1483
12/23/2020 02H,1469
12/23/2020 01H,1404
12/23/2020 00H,1393
12/22/2020 23H,1279
12/22/2020 22H,1195
12/22/2020 21H,1173
12/22/2020 20H,1098
12/22/2020 19H,1083
12/22/2020 18H,1065
12/22/2020 17H,1060
12/22/2020 16H,1105
12/22/2020 15H,1234
12/22/2020 14H,1449
12/22/2020 13H,1467
12/22/2020 12H,1489
12/22/2020 11H,1395
12/22/2020 10H,1282
12/22/2020 09H,1206
12/22/2020 08H,1179
12/22/2020 07H,1181
12/22/2020 06H,1235
12/22/2020 05H,1268
12/22/2020 04H,1368
12/22/2020 03H,1419
12/22/2020 02H,1431
12/22/2020 01H,1385
12/22/2020 00H,1364
12/21/2020 23H,1251
12/21/2020 22H,1152
12/21/2020 21H,987
12/21/2020 20H,937
12/21/2020 19H,1012
12/21/2020 18H,1078
12/21/2020 17H,1156
12/21/2020 16H,1294
12/21/2020 15H,1372
12/21/2020 14H,1394
12/21/2020 13H,1383
12/21/2020 12H,1288
12/21/2020 11H,1186
12/21/2020 10H,1133
12/21/2020 09H,1237
12/21/2020 08H,1391
12/21/2020 07H,1404
12/21/2020 06H,1391
12/21/2020 05H,1373
12/21/2020 04H,1418
12/21/2020 03H,1431
12/21/2020 02H,1415
12/21/2020 01H,1381
12/21/2020 00H,1366
12/20/2020 23H,1345
12/20/2020 22H,1353
12/20/2020 21H,1359
12/20/2020 20H,1358
12/20/2020 19H,1376
12/20/2020 18H,1366
12/20/2020 17H,1374
12/20/2020 16H,1389
12/20/2020 15H,1404
12/20/2020 14H,1389
12/20/2020 13H,1294
12/20/2020 12H,1173
12/20/2020 11H,1200
12/20/2020 10H,1185
12/20/2020 09H,1205
12/20/2020 08H,1242
12/20/2020 07H,1259
12/20/2020 06H,1295
12/20/2020 05H,1269
12/20/2020 04H,1253
12/20/2020 03H,1309
12/20/2020 02H,1382
12/20/2020 01H,1360
12/20/2020 00H,1384
12/19/2020 23H,1374
12/19/2020 22H,1350
12/19/2020 21H,1144
12/19/2020 20H,974
12/19/2020 19H,980
12/19/2020 18H,1136
12/19/2020 17H,1377
12/19/2020 16H,1384
12/19/2020 15H,1380
12/19/2020 14H,1380
12/19/2020 13H,1393
12/19/2020 12H,1422
12/19/2020 11H,1386
12/19/2020 10H,1353
12/19/2020 09H,1360
12/19/2020 08H,1354
12/19/2020 07H,1362
12/19/2020 06H,1413
12/19/2020 05H,1415
12/19/2020 04H,1447
12/19/2020 03H,1484
12/19/2020 02H,1469
12/19/2020 01H,1407
12/19/2020 00H,1352
12/18/2020 23H,1312
12/18/2020 22H,1281
12/18/2020 21H,1276
12/18/2020 20H,1269
12/18/2020 19H,1269
12/18/2020 18H,1282
12/18/2020 17H,1256
12/18/2020 16H,1285
12/18/2020 15H,1271
12/18/2020 14H,1294
12/18/2020 13H,1288
12/18/2020 12H,1318
12/18/2020 11H,1312
12/18/2020 10H,1297
12/18/2020 09H,1274
12/18/2020 08H,1278
12/18/2020 07H,1291
12/18/2020 06H,1290
12/18/2020 05H,1293
12/18/2020 04H,1292
12/18/2020 03H,1330
12/18/2020 02H,1335
12/18/2020 01H,1296
12/18/2020 00H,1293
12/17/2020 23H,1285
12/17/2020 22H,1289
12/17/2020 21H,1242
12/17/2020 20H,1237
12/17/2020 19H,1224
12/17/2020 18H,1255
12/17/2020 17H,1272
12/17/2020 16H,1267
12/17/2020 15H,1235
12/17/2020 14H,1300
12/17/2020 13H,1294
12/17/2020 12H,1306
12/17/2020 11H,1308
12/17/2020 10H,1310
12/17/2020 09H,1266
12/17/2020 08H,1278
12/17/2020 07H,1265
12/17/2020 06H,1276
12/17/2020 05H,1278
12/17/2020 04H,1292
12/17/2020 03H,1330
12/17/2020 02H,1331
12/17/2020 01H,1302
12/17/2020 00H,1314
12/16/2020 23H,1311
12/16/2020 22H,1297
12/16/2020 21H,1264
12/16/2020 20H,1263
12/16/2020 19H,1272
12/16/2020 18H,1352
12/16/2020 17H,1390
12/16/2020 16H,1386
12/16/2020 15H,1362
12/16/2020 14H,1303
12/16/2020 13H,1304
12/16/2020 12H,1325
12/16/2020 11H,1316
12/16/2020 10H,1284
12/16/2020 09H,1264
12/16/2020 08H,1263
12/16/2020 07H,1265
12/16/2020 06H,1268
12/16/2020 05H,1266
12/16/2020 04H,1285
12/16/2020 03H,1316
12/16/2020 02H,1318
12/16/2020 01H,1281
12/16/2020 00H,1282
12/15/2020 23H,1264
12/15/2020 22H,1227
12/15/2020 21H,1209
12/15/2020 20H,1228
12/15/2020 19H,1195
12/15/2020 18H,1226
12/15/2020 17H,1268
12/15/2020 16H,1278
12/15/2020 15H,1289
12/15/2020 14H,1361
12/15/2020 13H,1365
12/15/2020 12H,1395
12/15/2020 11H,1390
12/15/2020 10H,1308
12/15/2020 09H,1282
12/15/2020 08H,1267
12/15/2020 07H,1279
12/15/2020 06H,1282
12/15/2020 05H,1283
12/15/2020 04H,1289
12/15/2020 03H,1351
12/15/2020 02H,1382
12/15/2020 01H,1352
12/15/2020 00H,1335
12/14/2020 23H,1256
12/14/2020 22H,1117
12/14/2020 21H,1078
12/14/2020 20H,1057
12/14/2020 19H,1157
12/14/2020 18H,1269
12/14/2020 17H,1332
12/14/2020 16H,1332
12/14/2020 15H,1341
12/14/2020 14H,1344
12/14/2020 13H,1350
12/14/2020 12H,1369
12/14/2020 11H,1272
12/14/2020 10H,1191
12/14/2020 09H,1076
12/14/2020 08H,1086
12/14/2020 07H,1020
12/14/2020 06H,1028
12/14/2020 05H,1061
12/14/2020 04H,1137
12/14/2020 03H,1208
12/14/2020 02H,1260
12/14/2020 01H,1231
12/14/2020 00H,1238
12/13/2020 23H,1237
12/13/2020 22H,1171
12/13/2020 21H,1026
12/13/2020 20H,905
12/13/2020 19H,907
12/13/2020 18H,938
12/13/2020 17H,1027
12/13/2020 16H,1158
12/13/2020 15H,1230
12/13/2020 14H,1256
12/13/2020 13H,1237
12/13/2020 12H,1088
12/13/2020 11H,950
12/13/2020 10H,885
12/13/2020 09H,885
12/13/2020 08H,899
12/13/2020 07H,902
12/13/2020 06H,891
12/13/2020 05H,934
12/13/2020 04H,1109
12/13/2020 03H,1272
12/13/2020 02H,1255
12/13/2020 01H,1228
12/13/2020 00H,1244
12/12/2020 23H,1160
12/12/2020 22H,1023
12/12/2020 21H,944
12/12/2020 20H,873
12/12/2020 19H,870
12/12/2020 18H,921
12/12/2020 17H,941
12/12/2020 16H,1078
12/12/2020 15H,1189
12/12/2020 14H,1195
12/12/2020 13H,1142
12/12/2020 12H,1076
12/12/2020 11H,1084
12/12/2020 10H,1064
12/12/2020 09H,1047
12/12/2020 08H,1048
12/12/2020 07H,1071
12/12/2020 06H,1074
12/12/2020 05H,1094
12/12/2020 04H,1242
12/12/2020 03H,1380
12/12/2020 02H,1386
12/12/2020 01H,1355
12/12/2020 00H,1349
12/11/2020 23H,1285
12/11/2020 22H,1151
12/11/2020 21H,1140
12/11/2020 20H,1138
12/11/2020 19H,1128
12/11/2020 18H,1138
12/11/2020 17H,1171
12/11/2020 16H,1207
12/11/2020 15H,1238
12/11/2020 14H,1274
12/11/2020 13H,1347
12/11/2020 12H,1317
12/11/2020 11H,1305
12/11/2020 10H,1291
12/11/2020 09H,1261
12/11/2020 08H,1243
12/11/2020 07H,1236
12/11/2020 06H,1253
12/11/2020 05H,1261
12/11/2020 04H,1288
12/11/2020 03H,1352
12/11/2020 02H,1395
12/11/2020 01H,1362
12/11/2020 00H,1336
12/10/2020 23H,1256
12/10/2020 22H,1211
12/10/2020 21H,1151
12/10/2020 20H,1104
12/10/2020 19H,1091
12/10/2020 18H,1100
12/10/2020 17H,1116
12/10/2020 16H,1192
12/10/2020 15H,1243
12/10/2020 14H,1361
12/10/2020 13H,1374
12/10/2020 12H,1396
12/10/2020 11H,1381
12/10/2020 10H,1284
12/10/2020 09H,1254
12/10/2020 08H,1239
12/10/2020 07H,1236
12/10/2020 06H,1223
12/10/2020 05H,1213
12/10/2020 04H,1259
12/10/2020 03H,1285
12/10/2020 02H,1296
12/10/2020 01H,1341
12/10/2020 00H,1356
12/9/2020 23H,1350
12/9/2020 22H,1350
12/9/2020 21H,1233
12/9/2020 20H,1229
12/9/2020 19H,1201
12/9/2020 18H,1212
12/9/2020 17H,1218
12/9/2020 16H,1223
12/9/2020 15H,1276
12/9/2020 14H,1293
12/9/2020 13H,1296
12/9/2020 12H,1280
12/9/2020 11H,1211
12/9/2020 10H,1202
12/9/2020 09H,1199
12/9/2020 08H,1197
12/9/2020 07H,1221
12/9/2020 06H,1253
12/9/2020 05H,1261
12/9/2020 04H,1264
12/9/2020 03H,1260
12/9/2020 02H,1263
12/9/2020 01H,1232
12/9/2020 00H,1223
12/8/2020 23H,1224
12/8/2020 22H,1251
12/8/2020 21H,1297
12/8/2020 20H,1291
12/8/2020 19H,1283
12/8/2020 18H,1276
12/8/2020 17H,1280
12/8/2020 16H,1280
12/8/2020 15H,1366
12/8/2020 14H,1370
12/8/2020 13H,1367
12/8/2020 12H,1373
12/8/2020 11H,1317
12/8/2020 10H,1267
12/8/2020 09H,1236
12/8/2020 08H,1236
12/8/2020 07H,1240
12/8/2020 06H,1257
12/8/2020 05H,1278
12/8/2020 04H,1282
12/8/2020 03H,1301
12/8/2020 02H,1300
12/8/2020 01H,1276
12/8/2020 00H,1268
12/7/2020 23H,1277
12/7/2020 22H,1250
12/7/2020 21H,1256
12/7/2020 20H,1272
12/7/2020 19H,1258
12/7/2020 18H,1262
12/7/2020 17H,1286
12/7/2020 16H,1257
12/7/2020 15H,1246
12/7/2020 14H,1249
12/7/2020 13H,1247
12/7/2020 12H,1364
12/7/2020 11H,1372
12/7/2020 10H,1362
12/7/2020 09H,1324
12/7/2020 08H,1325
12/7/2020 07H,1293
12/7/2020 06H,1330
12/7/2020 05H,1324
12/7/2020 04H,1309
12/7/2020 03H,1297
12/7/2020 02H,1309
12/7/2020 01H,1285
12/7/2020 00H,1289
12/6/2020 23H,1287
12/6/2020 22H,1256
12/6/2020 21H,1086
12/6/2020 20H,977
12/6/2020 19H,945
12/6/2020 18H,979
12/6/2020 17H,1005
12/6/2020 16H,1037
12/6/2020 15H,1101
12/6/2020 14H,1246
12/6/2020 13H,1283
12/6/2020 12H,1262
12/6/2020 11H,1230
12/6/2020 10H,1233
12/6/2020 09H,1228
12/6/2020 08H,1238
12/6/2020 07H,1279
12/6/2020 06H,1293
12/6/2020 05H,1292
12/6/2020 04H,1293
12/6/2020 03H,1294
12/6/2020 02H,1294
12/6/2020 01H,1271
12/6/2020 00H,1278
12/5/2020 23H,1283
12/5/2020 22H,1237
12/5/2020 21H,1037
12/5/2020 20H,1031
12/5/2020 19H,1050
12/5/2020 18H,1087
12/5/2020 17H,1105
12/5/2020 16H,1235
12/5/2020 15H,1277
12/5/2020 14H,1279
12/5/2020 13H,1282
12/5/2020 12H,1302
12/5/2020 11H,1304
12/5/2020 10H,1287
12/5/2020 09H,1238
12/5/2020 08H,1137
12/5/2020 07H,1113
12/5/2020 06H,1072
12/5/2020 05H,1068
12/5/2020 04H,1122
12/5/2020 03H,1270
12/5/2020 02H,1359
12/5/2020 01H,1342
12/5/2020 00H,1311
12/4/2020 23H,1301
12/4/2020 22H,1203
12/4/2020 21H,1103
12/4/2020 20H,1032
12/4/2020 19H,1015
12/4/2020 18H,1067
12/4/2020 17H,1147
12/4/2020 16H,1170
12/4/2020 15H,1288
12/4/2020 14H,1310
12/4/2020 13H,1314
12/4/2020 12H,1338
12/4/2020 11H,1224
12/4/2020 10H,1141
12/4/2020 09H,1100
12/4/2020 08H,1120
12/4/2020 07H,1185
12/4/2020 06H,1261
12/4/2020 05H,1238
12/4/2020 04H,1261
12/4/2020 03H,1317
12/4/2020 02H,1349
12/4/2020 01H,1315
12/4/2020 00H,1311
12/3/2020 23H,1304
12/3/2020 22H,1167
12/3/2020 21H,1104
12/3/2020 20H,1006
12/3/2020 19H,994
12/3/2020 18H,1036
12/3/2020 17H,995
12/3/2020 16H,993
12/3/2020 15H,1081
12/3/2020 14H,1293
12/3/2020 13H,1315
12/3/2020 12H,1337
12/3/2020 11H,1335
12/3/2020 10H,1321
12/3/2020 09H,1326
12/3/2020 08H,1328
12/3/2020 07H,1309
12/3/2020 06H,1331
12/3/2020 05H,1292
12/3/2020 04H,1282
12/3/2020 03H,1351
12/3/2020 02H,1365
12/3/2020 01H,1335
12/3/2020 00H,1304
12/2/2020 23H,1256
12/2/2020 22H,1078
12/2/2020 21H,1000
12/2/2020 20H,947
12/2/2020 19H,947
12/2/2020 18H,968
12/2/2020 17H,1074
12/2/2020 16H,1147
12/2/2020 15H,1196
12/2/2020 14H,1213
12/2/2020 13H,1256
12/2/2020 12H,1284
12/2/2020 11H,1262
12/2/2020 10H,1221
12/2/2020 09H,1217
12/2/2020 08H,1214
12/2/2020 07H,1216
12/2/2020 06H,1217
12/2/2020 05H,1287
12/2/2020 04H,1329
12/2/2020 03H,1339
12/2/2020 02H,1343
12/2/2020 01H,1302
12/2/2020 00H,1311
12/1/2020 23H,1296
12/1/2020 22H,1259
12/1/2020 21H,1259
12/1/2020 20H,1197
12/1/2020 19H,1119
12/1/2020 18H,1131
12/1/2020 17H,1218
12/1/2020 16H,1271
12/1/2020 15H,1269
12/1/2020 14H,1274
12/1/2020 13H,1335
12/1/2020 12H,1362
12/1/2020 11H,1257
12/1/2020 10H,1227
12/1/2020 09H,1232
12/1/2020 08H,1235
12/1/2020 07H,1275
12/1/2020 06H,1335
12/1/2020 05H,1395
12/1/2020 04H,1436
12/1/2020 03H,1448
12/1/2020 02H,1443
12/1/2020 01H,1413
12/1/2020 00H,1450
11/30/2020 23H,1443
11/30/2020 22H,1369
11/30/2020 21H,1181
11/30/2020 20H,1092
11/30/2020 19H,1079
11/30/2020 18H,1181
11/30/2020 17H,1268
11/30/2020 16H,1396
11/30/2020 15H,1409
11/30/2020 14H,1407
11/30/2020 13H,1325
11/30/2020 12H,1315
11/30/2020 11H,1201
11/30/2020 10H,1047
11/30/2020 09H,1007
11/30/2020 08H,977
11/30/2020 07H,942
11/30/2020 06H,997
11/30/2020 05H,1016
11/30/2020 04H,1150
11/30/2020 03H,1235
11/30/2020 02H,1299
11/30/2020 01H,1278
11/30/2020 00H,1271
11/29/2020 23H,1274
11/29/2020 22H,1141
11/29/2020 21H,1083
11/29/2020 20H,1019
11/29/2020 19H,962
11/29/2020 18H,918
11/29/2020 17H,960
11/29/2020 16H,1058
11/29/2020 15H,1088
11/29/2020 14H,1244
11/29/2020 13H,1268
11/29/2020 12H,1293
11/29/2020 11H,1183
11/29/2020 10H,1037
11/29/2020 09H,953
11/29/2020 08H,897
11/29/2020 07H,899
11/29/2020 06H,941
11/29/2020 05H,1007
11/29/2020 04H,1064
11/29/2020 03H,1073
11/29/2020 02H,1072
11/29/2020 01H,1055
11/29/2020 00H,1010
11/28/2020 23H,910
11/28/2020 22H,757
11/28/2020 21H,720
11/28/2020 20H,712
11/28/2020 19H,710
11/28/2020 18H,715
11/28/2020 17H,744
11/28/2020 16H,853
11/28/2020 15H,922
11/28/2020 14H,902
11/28/2020 13H,838
11/28/2020 12H,846
11/28/2020 11H,868
11/28/2020 10H,853
11/28/2020 09H,871
11/28/2020 08H,869
11/28/2020 07H,890
11/28/2020 06H,889
11/28/2020 05H,891
11/28/2020 04H,928
11/28/2020 03H,1012
11/28/2020 02H,1018
11/28/2020 01H,1009
11/28/2020 00H,1011
11/27/2020 23H,982
11/27/2020 22H,900
11/27/2020 21H,846
11/27/2020 20H,847
11/27/2020 19H,834
11/27/2020 18H,841
11/27/2020 17H,845
11/27/2020 16H,902
11/27/2020 15H,965
11/27/2020 14H,959
11/27/2020 13H,927
11/27/2020 12H,943
11/27/2020 11H,951
11/27/2020 10H,921
11/27/2020 09H,866
11/27/2020 08H,880
11/27/2020 07H,886
11/27/2020 06H,855
11/27/2020 05H,862
11/27/2020 04H,866
11/27/2020 03H,888
11/27/2020 02H,924
11/27/2020 01H,931
11/27/2020 00H,1010
11/26/2020 23H,1003
11/26/2020 22H,967
11/26/2020 21H,971
11/26/2020 20H,1029
11/26/2020 19H,1160
11/26/2020 18H,1307
11/26/2020 17H,1310
11/26/2020 16H,1154
11/26/2020 15H,1010
11/26/2020 14H,962
11/26/2020 13H,917
11/26/2020 12H,873
11/26/2020 11H,873
11/26/2020 10H,874
11/26/2020 09H,881
11/26/2020 08H,874
11/26/2020 07H,873
11/26/2020 06H,882
11/26/2020 05H,934
11/26/2020 04H,1025
11/26/2020 03H,1207
11/26/2020 02H,1415
11/26/2020 01H,1492
11/26/2020 00H,1498
11/25/2020 23H,1458
11/25/2020 22H,1295
11/25/2020 21H,1218
11/25/2020 20H,1237
11/25/2020 19H,1207
11/25/2020 18H,1228
11/25/2020 17H,1237
11/25/2020 16H,1328
11/25/2020 15H,1491
11/25/2020 14H,1500
11/25/2020 13H,1495
11/25/2020 12H,1517
11/25/2020 11H,1494
11/25/2020 10H,1379
11/25/2020 09H,1296
11/25/2020 08H,1392
11/25/2020 07H,1430
11/25/2020 06H,1446
11/25/2020 05H,1510
11/25/2020 04H,1516
11/25/2020 03H,1543
11/25/2020 02H,1544
11/25/2020 01H,1510
11/25/2020 00H,1504
11/24/2020 23H,1450
11/24/2020 22H,1353
11/24/2020 21H,1201
11/24/2020 20H,1096
11/24/2020 19H,1046
11/24/2020 18H,1060
11/24/2020 17H,1149
11/24/2020 16H,1263
11/24/2020 15H,1401
11/24/2020 14H,1486
11/24/2020 13H,1522
11/24/2020 12H,1549
11/24/2020 11H,1497
11/24/2020 10H,1488
11/24/2020 09H,1471
11/24/2020 08H,1476
11/24/2020 07H,1458
11/24/2020 06H,1480
11/24/2020 05H,1428
11/24/2020 04H,1488
11/24/2020 03H,1549
11/24/2020 02H,1559
11/24/2020 01H,1529
11/24/2020 00H,1520
11/23/2020 23H,1438
11/23/2020 22H,1266
11/23/2020 21H,1158
11/23/2020 20H,1065
11/23/2020 19H,1039
11/23/2020 18H,1051
11/23/2020 17H,1064
11/23/2020 16H,1038
11/23/2020 15H,1059
11/23/2020 14H,1287
11/23/2020 13H,1338
11/23/2020 12H,1316
11/23/2020 11H,1188
11/23/2020 10H,1002
11/23/2020 09H,928
11/23/2020 08H,933
11/23/2020 07H,952
11/23/2020 06H,1006
11/23/2020 05H,1003
11/23/2020 04H,1015
11/23/2020 03H,1156
11/23/2020 02H,1273
11/23/2020 01H,1296
11/23/2020 00H,1387
11/22/2020 23H,1242
11/22/2020 22H,1120
11/22/2020 21H,1021
11/22/2020 20H,920
11/22/2020 19H,880
11/22/2020 18H,866
11/22/2020 17H,879
11/22/2020 16H,911
11/22/2020 15H,997
11/22/2020 14H,1097
11/22/2020 13H,1014
11/22/2020 12H,1043
11/22/2020 11H,1110
11/22/2020 10H,1121
11/22/2020 09H,1077
11/22/2020 08H,1063
11/22/2020 07H,982
11/22/2020 06H,960
11/22/2020 05H,1028
11/22/2020 04H,1196
11/22/2020 03H,1376
11/22/2020 02H,1412
11/22/2020 01H,1406
11/22/2020 00H,1388
11/21/2020 23H,1243
11/21/2020 22H,1144
11/21/2020 21H,970
11/21/2020 20H,895
11/21/2020 19H,871
11/21/2020 18H,856
11/21/2020 17H,867
11/21/2020 16H,955
11/21/2020 15H,1133
11/21/2020 14H,1222
11/21/2020 13H,1278
11/21/2020 12H,1308
11/21/2020 11H,1182
11/21/2020 10H,1108
11/21/2020 09H,1027
11/21/2020 08H,998
11/21/2020 07H,996
11/21/2020 06H,1039
11/21/2020 05H,1127
11/21/2020 04H,1316
11/21/2020 03H,1425
11/21/2020 02H,1440
11/21/2020 01H,1402
11/21/2020 00H,1397
11/20/2020 23H,1341
11/20/2020 22H,1198
11/20/2020 21H,1113
11/20/2020 20H,1130
11/20/2020 19H,1052
11/20/2020 18H,1012
11/20/2020 17H,981
11/20/2020 16H,1064
11/20/2020 15H,1151
11/20/2020 14H,1294
11/20/2020 13H,1352
11/20/2020 12H,1379
11/20/2020 11H,1363
11/20/2020 10H,1245
11/20/2020 09H,1152
11/20/2020 08H,1160
11/20/2020 07H,1168
11/20/2020 06H,1214
11/20/2020 05H,1180
11/20/2020 04H,1318
11/20/2020 03H,1466
11/20/2020 02H,1474
11/20/2020 01H,1436
11/20/2020 00H,1434
11/19/2020 23H,1307
11/19/2020 22H,1211
11/19/2020 21H,1047
11/19/2020 20H,955
11/19/2020 19H,929
11/19/2020 18H,927
11/19/2020 17H,1006
11/19/2020 16H,1127
11/19/2020 15H,1199
11/19/2020 14H,1261
11/19/2020 13H,1400
11/19/2020 12H,1418
11/19/2020 11H,1367
11/19/2020 10H,1299
11/19/2020 09H,1198
11/19/2020 08H,1156
11/19/2020 07H,1145
11/19/2020 06H,1146
11/19/2020 05H,1160
11/19/2020 04H,1186
11/19/2020 03H,1214
11/19/2020 02H,1220
11/19/2020 01H,1182
11/19/2020 00H,994
11/18/2020 23H,1002
11/18/2020 22H,1135
11/18/2020 21H,955
11/18/2020 20H,831
11/18/2020 19H,822
11/18/2020 18H,955
11/18/2020 17H,999
11/18/2020 16H,997
11/18/2020 15H,1040
11/18/2020 14H,1147
11/18/2020 13H,1164
11/18/2020 12H,1191
11/18/2020 11H,1196
11/18/2020 10H,1049
11/18/2020 09H,966
11/18/2020 08H,960
11/18/2020 07H,948
11/18/2020 06H,897
11/18/2020 05H,1024
11/18/2020 04H,1135
11/18/2020 03H,1206
11/18/2020 02H,1215
11/18/2020 01H,1190
11/18/2020 00H,1185
11/17/2020 23H,1119
11/17/2020 22H,994
11/17/2020 21H,885
11/17/2020 20H,815
11/17/2020 19H,799
11/17/2020 18H,833
11/17/2020 17H,798
11/17/2020 16H,822
11/17/2020 15H,982
11/17/2020 14H,1120
11/17/2020 13H,1149
11/17/2020 12H,1183
11/17/2020 11H,1173
11/17/2020 10H,1092
11/17/2020 09H,986
11/17/2020 08H,953
11/17/2020 07H,931
11/17/2020 06H,963
11/17/2020 05H,1014
11/17/2020 04H,1087
11/17/2020 03H,1200
11/17/2020 02H,1202
11/17/2020 01H,1173
11/17/2020 00H,1166
11/16/2020 23H,1076
11/16/2020 22H,974
11/16/2020 21H,850
11/16/2020 20H,808
11/16/2020 19H,811
11/16/2020 18H,898
11/16/2020 17H,893
11/16/2020 16H,831
11/16/2020 15H,902
11/16/2020 14H,1097
11/16/2020 13H,1170
11/16/2020 12H,1097
11/16/2020 11H,931
11/16/2020 10H,800
11/16/2020 09H,727
11/16/2020 08H,741
11/16/2020 07H,774
11/16/2020 06H,801
11/16/2020 05H,785
11/16/2020 04H,871
11/16/2020 03H,900
11/16/2020 02H,884
11/16/2020 01H,903
11/16/2020 00H,890
11/15/2020 23H,888
11/15/2020 22H,815
11/15/2020 21H,779
11/15/2020 20H,741
11/15/2020 19H,666
11/15/2020 18H,692
11/15/2020 17H,682
11/15/2020 16H,717
11/15/2020 15H,709
11/15/2020 14H,642
11/15/2020 13H,626
11/15/2020 12H,654
11/15/2020 11H,633
11/15/2020 10H,605
11/15/2020 09H,615
11/15/2020 08H,638
11/15/2020 07H,652
11/15/2020 06H,643
11/15/2020 05H,636
11/15/2020 04H,700
11/15/2020 03H,804
11/15/2020 02H,857
11/15/2020 01H,828
11/15/2020 00H,826
11/14/2020 23H,819
11/14/2020 22H,791
11/14/2020 21H,765
11/14/2020 20H,772
11/14/2020 19H,739
11/14/2020 18H,709
11/14/2020 17H,649
11/14/2020 16H,636
11/14/2020 15H,670
11/14/2020 14H,781
11/14/2020 13H,798
11/14/2020 12H,758
11/14/2020 11H,688
11/14/2020 10H,657
11/14/2020 09H,638
11/14/2020 08H,653
11/14/2020 07H,672
11/14/2020 06H,743
11/14/2020 05H,864
11/14/2020 04H,956
11/14/2020 03H,1035
11/14/2020 02H,1042
11/14/2020 01H,1046
11/14/2020 00H,1152
11/13/2020 23H,1020
11/13/2020 22H,1009
11/13/2020 21H,1020
11/13/2020 20H,1019
11/13/2020 19H,1016
11/13/2020 18H,1021
11/13/2020 17H,1001
11/13/2020 16H,1026
11/13/2020 15H,1083
11/13/2020 14H,1077
11/13/2020 13H,1070
11/13/2020 12H,1042
11/13/2020 11H,889
11/13/2020 10H,784
11/13/2020 09H,773
11/13/2020 08H,838
11/13/2020 07H,868
11/13/2020 06H,882
11/13/2020 05H,906
11/13/2020 04H,1078
11/13/2020 03H,1207
11/13/2020 02H,1284
11/13/2020 01H,1253
11/13/2020 00H,1248
11/12/2020 23H,1221
11/12/2020 22H,1183
11/12/2020 21H,1198
11/12/2020 20H,1107
11/12/2020 19H,1128
11/12/2020 18H,1149
11/12/2020 17H,1247
11/12/2020 16H,1253
11/12/2020 15H,1216
11/12/2020 14H,1178
11/12/2020 13H,1228
11/12/2020 12H,1265
11/12/2020 11H,1277
