Net generation from other for Carolinas (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390107&sdid=EBA.CAR-ALL.NG.OTH.H
19:06:47 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAR-ALL.NG.OTH.H megawatthours
11/12/2020 10H,1279
11/12/2020 09H,1274
11/12/2020 08H,1299
11/12/2020 07H,1329
11/12/2020 06H,1402
11/12/2020 05H,1440
11/12/2020 04H,1433
11/12/2020 03H,1442
11/12/2020 02H,1455
11/12/2020 01H,1650
11/12/2020 00H,1227
11/11/2020 23H,1207
11/11/2020 22H,1194
11/11/2020 21H,1255
11/11/2020 20H,1245
11/11/2020 19H,1447
11/11/2020 18H,1183
11/11/2020 17H,1189
11/11/2020 16H,1799
11/11/2020 15H,1184
11/11/2020 14H,1139
11/11/2020 13H,1094
11/11/2020 12H,1064
11/11/2020 11H,1035
11/11/2020 10H,948
11/11/2020 09H,1032
11/11/2020 08H,1095
11/11/2020 07H,1134
11/11/2020 06H,1115
11/11/2020 05H,1158
11/11/2020 04H,1252
11/11/2020 03H,1362
11/11/2020 02H,1370
11/11/2020 01H,1320
11/11/2020 00H,1329
11/10/2020 23H,1327
11/10/2020 22H,1292
11/10/2020 21H,1207
11/10/2020 20H,1207
11/10/2020 19H,1208
11/10/2020 18H,1176
11/10/2020 17H,1113
11/10/2020 16H,1083
11/10/2020 15H,1030
11/10/2020 14H,1052
11/10/2020 13H,1096
11/10/2020 12H,1081
11/10/2020 11H,986
11/10/2020 10H,918
11/10/2020 09H,882
11/10/2020 08H,914
11/10/2020 07H,901
11/10/2020 06H,900
11/10/2020 05H,964
11/10/2020 04H,1133
11/10/2020 03H,1144
11/10/2020 02H,1189
11/10/2020 01H,1227
11/10/2020 00H,1318
11/9/2020 23H,1254
11/9/2020 22H,1237
11/9/2020 21H,1227
11/9/2020 20H,1227
11/9/2020 19H,1200
11/9/2020 18H,1169
11/9/2020 17H,1135
11/9/2020 16H,1072
11/9/2020 15H,1034
11/9/2020 14H,1052
11/9/2020 13H,1069
11/9/2020 12H,973
11/9/2020 11H,906
11/9/2020 10H,869
11/9/2020 09H,842
11/9/2020 08H,854
11/9/2020 07H,862
11/9/2020 06H,953
11/9/2020 05H,990
11/9/2020 04H,1084
11/9/2020 03H,1129
11/9/2020 02H,1120
11/9/2020 01H,1069
11/9/2020 00H,1217
11/8/2020 23H,1083
11/8/2020 22H,1005
11/8/2020 21H,931
11/8/2020 20H,869
11/8/2020 19H,806
11/8/2020 18H,788
11/8/2020 17H,774
11/8/2020 16H,749
11/8/2020 15H,751
11/8/2020 14H,760
11/8/2020 13H,777
11/8/2020 12H,800
11/8/2020 11H,781
11/8/2020 10H,776
11/8/2020 09H,783
11/8/2020 08H,790
11/8/2020 07H,782
11/8/2020 06H,841
11/8/2020 05H,866
11/8/2020 04H,925
11/8/2020 03H,1062
11/8/2020 02H,1185
11/8/2020 01H,1186
11/8/2020 00H,1169
11/7/2020 23H,1096
11/7/2020 22H,1036
11/7/2020 21H,975
11/7/2020 20H,966
11/7/2020 19H,900
11/7/2020 18H,844
11/7/2020 17H,807
11/7/2020 16H,800
11/7/2020 15H,806
11/7/2020 14H,840
11/7/2020 13H,835
11/7/2020 12H,861
11/7/2020 11H,835
11/7/2020 10H,821
11/7/2020 09H,820
11/7/2020 08H,825
11/7/2020 07H,834
11/7/2020 06H,853
11/7/2020 05H,862
11/7/2020 04H,979
11/7/2020 03H,1014
11/7/2020 02H,1100
11/7/2020 01H,1052
11/7/2020 00H,1075
11/6/2020 23H,1110
11/6/2020 22H,1072
11/6/2020 21H,996
11/6/2020 20H,920
11/6/2020 19H,883
11/6/2020 18H,859
11/6/2020 17H,869
11/6/2020 16H,890
11/6/2020 15H,1061
11/6/2020 14H,1179
11/6/2020 13H,1152
11/6/2020 12H,1140
11/6/2020 11H,982
11/6/2020 10H,894
11/6/2020 09H,899
11/6/2020 08H,898
11/6/2020 07H,906
11/6/2020 06H,907
11/6/2020 05H,981
11/6/2020 04H,1123
11/6/2020 03H,1196
11/6/2020 02H,1280
11/6/2020 01H,1240
11/6/2020 00H,1191
11/5/2020 23H,1079
11/5/2020 22H,979
11/5/2020 21H,861
11/5/2020 20H,806
11/5/2020 19H,762
11/5/2020 18H,766
11/5/2020 17H,788
11/5/2020 16H,795
11/5/2020 15H,826
11/5/2020 14H,967
11/5/2020 13H,1090
11/5/2020 12H,1040
11/5/2020 11H,953
11/5/2020 10H,825
11/5/2020 09H,781
11/5/2020 08H,773
11/5/2020 07H,761
11/5/2020 06H,781
11/5/2020 05H,789
11/5/2020 04H,850
11/5/2020 03H,891
11/5/2020 02H,949
11/5/2020 01H,1034
11/5/2020 00H,1065
11/4/2020 23H,1048
11/4/2020 22H,894
11/4/2020 21H,790
11/4/2020 20H,761
11/4/2020 19H,759
11/4/2020 18H,754
11/4/2020 17H,769
11/4/2020 16H,783
11/4/2020 15H,859
11/4/2020 14H,1090
11/4/2020 13H,1256
11/4/2020 12H,1298
11/4/2020 11H,1177
11/4/2020 10H,941
11/4/2020 09H,799
11/4/2020 08H,784
11/4/2020 07H,783
11/4/2020 06H,806
11/4/2020 05H,834
11/4/2020 04H,856
11/4/2020 03H,957
11/4/2020 02H,1055
11/4/2020 01H,1077
11/4/2020 00H,1080
11/3/2020 23H,975
11/3/2020 22H,838
11/3/2020 21H,742
11/3/2020 20H,739
11/3/2020 19H,722
11/3/2020 18H,738
11/3/2020 17H,747
11/3/2020 16H,794
11/3/2020 15H,943
11/3/2020 14H,1137
11/3/2020 13H,1308
11/3/2020 12H,1339
11/3/2020 11H,1241
11/3/2020 10H,1084
11/3/2020 09H,944
11/3/2020 08H,906
11/3/2020 07H,897
11/3/2020 06H,949
11/3/2020 05H,1007
11/3/2020 04H,1083
11/3/2020 03H,1288
11/3/2020 02H,1389
11/3/2020 01H,1357
11/3/2020 00H,1304
11/2/2020 23H,1126
11/2/2020 22H,979
11/2/2020 21H,861
11/2/2020 20H,840
11/2/2020 19H,851
11/2/2020 18H,852
11/2/2020 17H,849
11/2/2020 16H,905
11/2/2020 15H,991
11/2/2020 14H,1123
11/2/2020 13H,1226
11/2/2020 12H,1204
11/2/2020 11H,1038
11/2/2020 10H,831
11/2/2020 09H,764
11/2/2020 08H,734
11/2/2020 07H,680
11/2/2020 06H,603
11/2/2020 05H,720
11/2/2020 04H,914
11/2/2020 03H,1022
11/2/2020 02H,1018
11/2/2020 01H,985
11/2/2020 00H,806
11/1/2020 23H,667
11/1/2020 22H,623
11/1/2020 21H,581
11/1/2020 20H,591
11/1/2020 19H,614
11/1/2020 18H,668
11/1/2020 17H,721
11/1/2020 16H,694
11/1/2020 15H,665
11/1/2020 14H,644
11/1/2020 13H,599
11/1/2020 12H,591
11/1/2020 11H,623
11/1/2020 10H,616
11/1/2020 09H,621
11/1/2020 08H,620
11/1/2020 07H,553
11/1/2020 06H,551
11/1/2020 05H,635
11/1/2020 04H,694
11/1/2020 03H,723
11/1/2020 02H,757
11/1/2020 01H,780
11/1/2020 00H,724
10/31/2020 23H,719
10/31/2020 22H,680
10/31/2020 21H,632
10/31/2020 20H,623
10/31/2020 19H,619
10/31/2020 18H,620
10/31/2020 17H,638
10/31/2020 16H,633
10/31/2020 15H,642
10/31/2020 14H,657
10/31/2020 13H,716
10/31/2020 12H,714
10/31/2020 11H,681
10/31/2020 10H,679
10/31/2020 09H,660
10/31/2020 08H,654
10/31/2020 07H,652
10/31/2020 06H,660
10/31/2020 05H,656
10/31/2020 04H,665
10/31/2020 03H,714
10/31/2020 02H,770
10/31/2020 01H,826
10/31/2020 00H,817
10/30/2020 23H,772
10/30/2020 22H,732
10/30/2020 21H,674
10/30/2020 20H,643
10/30/2020 19H,641
10/30/2020 18H,637
10/30/2020 17H,659
10/30/2020 16H,651
10/30/2020 15H,681
10/30/2020 14H,677
10/30/2020 13H,677
10/30/2020 12H,689
10/30/2020 11H,690
10/30/2020 10H,675
10/30/2020 09H,642
10/30/2020 08H,623
10/30/2020 07H,675
10/30/2020 06H,787
10/30/2020 05H,827
10/30/2020 04H,1010
10/30/2020 03H,1231
10/30/2020 02H,1393
10/30/2020 01H,1388
10/30/2020 00H,1357
10/29/2020 23H,1353
10/29/2020 22H,1364
10/29/2020 21H,1399
10/29/2020 20H,1334
10/29/2020 19H,1296
10/29/2020 18H,1214
10/29/2020 17H,1183
10/29/2020 16H,1183
10/29/2020 15H,1196
10/29/2020 14H,1198
10/29/2020 13H,1187
10/29/2020 12H,1117
10/29/2020 11H,1052
10/29/2020 10H,1003
10/29/2020 09H,961
10/29/2020 08H,920
10/29/2020 07H,923
10/29/2020 06H,984
10/29/2020 05H,1096
10/29/2020 04H,1143
10/29/2020 03H,1275
10/29/2020 02H,1349
10/29/2020 01H,1361
10/29/2020 00H,1389
10/28/2020 23H,1389
10/28/2020 22H,1381
10/28/2020 21H,1334
10/28/2020 20H,1273
10/28/2020 19H,1250
10/28/2020 18H,1214
10/28/2020 17H,1142
10/28/2020 16H,1053
10/28/2020 15H,1012
10/28/2020 14H,1019
10/28/2020 13H,1057
10/28/2020 12H,1061
10/28/2020 11H,1044
10/28/2020 10H,987
10/28/2020 09H,937
10/28/2020 08H,889
10/28/2020 07H,902
10/28/2020 06H,915
10/28/2020 05H,900
10/28/2020 04H,961
10/28/2020 03H,1109
10/28/2020 02H,1254
10/28/2020 01H,1369
10/28/2020 00H,1375
10/27/2020 23H,1372
10/27/2020 22H,1371
10/27/2020 21H,1360
10/27/2020 20H,1213
10/27/2020 19H,1074
10/27/2020 18H,969
10/27/2020 17H,953
10/27/2020 16H,986
10/27/2020 15H,1030
10/27/2020 14H,1130
10/27/2020 13H,1163
10/27/2020 12H,1115
10/27/2020 11H,1035
10/27/2020 10H,1018
10/27/2020 09H,941
10/27/2020 08H,889
10/27/2020 07H,881
10/27/2020 06H,907
10/27/2020 05H,931
10/27/2020 04H,959
10/27/2020 03H,1072
10/27/2020 02H,1217
10/27/2020 01H,1212
10/27/2020 00H,1161
10/26/2020 23H,1086
10/26/2020 22H,1002
10/26/2020 21H,925
10/26/2020 20H,827
10/26/2020 19H,795
10/26/2020 18H,803
10/26/2020 17H,874
10/26/2020 16H,951
10/26/2020 15H,1003
10/26/2020 14H,1053
10/26/2020 13H,1030
10/26/2020 12H,949
10/26/2020 11H,899
10/26/2020 10H,914
10/26/2020 09H,833
10/26/2020 08H,805
10/26/2020 07H,803
10/26/2020 06H,829
10/26/2020 05H,817
10/26/2020 04H,845
10/26/2020 03H,947
10/26/2020 02H,970
10/26/2020 01H,988
10/26/2020 00H,968
10/25/2020 23H,955
10/25/2020 22H,969
10/25/2020 21H,938
10/25/2020 20H,911
10/25/2020 19H,920
10/25/2020 18H,933
10/25/2020 17H,947
10/25/2020 16H,925
10/25/2020 15H,899
10/25/2020 14H,861
10/25/2020 13H,824
10/25/2020 12H,793
10/25/2020 11H,818
10/25/2020 10H,798
10/25/2020 09H,794
10/25/2020 08H,851
10/25/2020 07H,923
10/25/2020 06H,944
10/25/2020 05H,997
10/25/2020 04H,1079
10/25/2020 03H,1228
10/25/2020 02H,1242
10/25/2020 01H,1231
10/25/2020 00H,1213
10/24/2020 23H,1217
10/24/2020 22H,1216
10/24/2020 21H,1221
10/24/2020 20H,1207
10/24/2020 19H,1195
10/24/2020 18H,1078
10/24/2020 17H,932
10/24/2020 16H,855
10/24/2020 15H,851
10/24/2020 14H,852
10/24/2020 13H,885
10/24/2020 12H,886
10/24/2020 11H,900
10/24/2020 10H,861
10/24/2020 09H,841
10/24/2020 08H,855
10/24/2020 07H,897
10/24/2020 06H,957
10/24/2020 05H,962
10/24/2020 04H,930
10/24/2020 03H,1074
10/24/2020 02H,1233
10/24/2020 01H,1322
10/24/2020 00H,1288
10/23/2020 23H,1294
10/23/2020 22H,1282
10/23/2020 21H,1284
10/23/2020 20H,1274
10/23/2020 19H,1272
10/23/2020 18H,1211
10/23/2020 17H,1217
10/23/2020 16H,1173
10/23/2020 15H,1174
10/23/2020 14H,1183
10/23/2020 13H,1196
10/23/2020 12H,1215
10/23/2020 11H,1149
10/23/2020 10H,1004
10/23/2020 09H,978
10/23/2020 08H,951
10/23/2020 07H,979
10/23/2020 06H,1058
10/23/2020 05H,1131
10/23/2020 04H,1267
10/23/2020 03H,1296
10/23/2020 02H,1324
10/23/2020 01H,1326
10/23/2020 00H,1300
10/22/2020 23H,1291
10/22/2020 22H,1287
10/22/2020 21H,1279
10/22/2020 20H,1277
10/22/2020 19H,1288
10/22/2020 18H,1215
10/22/2020 17H,1225
10/22/2020 16H,1223
10/22/2020 15H,1218
10/22/2020 14H,1227
10/22/2020 13H,1227
10/22/2020 12H,1231
10/22/2020 11H,1258
10/22/2020 10H,1158
10/22/2020 09H,994
10/22/2020 08H,952
10/22/2020 07H,990
10/22/2020 06H,1010
10/22/2020 05H,1091
10/22/2020 04H,1259
10/22/2020 03H,1297
10/22/2020 02H,1338
10/22/2020 01H,1340
10/22/2020 00H,1307
10/21/2020 23H,1296
10/21/2020 22H,1298
10/21/2020 21H,1293
10/21/2020 20H,1288
10/21/2020 19H,1292
10/21/2020 18H,1257
10/21/2020 17H,1143
10/21/2020 16H,1138
10/21/2020 15H,1133
10/21/2020 14H,1104
10/21/2020 13H,1150
10/21/2020 12H,1281
10/21/2020 11H,1247
10/21/2020 10H,1054
10/21/2020 09H,937
10/21/2020 08H,900
10/21/2020 07H,909
10/21/2020 06H,891
10/21/2020 05H,889
10/21/2020 04H,904
10/21/2020 03H,1037
10/21/2020 02H,1270
10/21/2020 01H,1249
10/21/2020 00H,1244
10/20/2020 23H,1278
10/20/2020 22H,1277
10/20/2020 21H,1215
10/20/2020 20H,1185
10/20/2020 19H,1188
10/20/2020 18H,1189
10/20/2020 17H,1204
10/20/2020 16H,1182
10/20/2020 15H,1180
10/20/2020 14H,1227
10/20/2020 13H,1272
10/20/2020 12H,1269
10/20/2020 11H,1268
10/20/2020 10H,1194
10/20/2020 09H,1046
10/20/2020 08H,1029
10/20/2020 07H,1035
10/20/2020 06H,1043
10/20/2020 05H,1031
10/20/2020 04H,1114
10/20/2020 03H,1265
10/20/2020 02H,1299
10/20/2020 01H,1305
10/20/2020 00H,1246
10/19/2020 23H,1196
10/19/2020 22H,1193
10/19/2020 21H,1197
10/19/2020 20H,1146
10/19/2020 19H,1099
10/19/2020 18H,1093
10/19/2020 17H,1078
10/19/2020 16H,1000
10/19/2020 15H,985
10/19/2020 14H,1067
10/19/2020 13H,1091
10/19/2020 12H,1002
10/19/2020 11H,884
10/19/2020 10H,815
10/19/2020 09H,716
10/19/2020 08H,646
10/19/2020 07H,634
10/19/2020 06H,638
10/19/2020 05H,677
10/19/2020 04H,714
10/19/2020 03H,775
10/19/2020 02H,834
10/19/2020 01H,823
10/19/2020 00H,790
10/18/2020 23H,794
10/18/2020 22H,788
10/18/2020 21H,690
10/18/2020 20H,668
10/18/2020 19H,649
10/18/2020 18H,611
10/18/2020 17H,613
10/18/2020 16H,606
10/18/2020 15H,633
10/18/2020 14H,699
10/18/2020 13H,728
10/18/2020 12H,731
10/18/2020 11H,758
10/18/2020 10H,737
10/18/2020 09H,720
10/18/2020 08H,717
10/18/2020 07H,718
10/18/2020 06H,681
10/18/2020 05H,735
10/18/2020 04H,818
10/18/2020 03H,838
10/18/2020 02H,837
10/18/2020 01H,841
10/18/2020 00H,800
10/17/2020 23H,807
10/17/2020 22H,743
10/17/2020 21H,669
10/17/2020 20H,672
10/17/2020 19H,676
10/17/2020 18H,679
10/17/2020 17H,676
10/17/2020 16H,670
10/17/2020 15H,672
10/17/2020 14H,682
10/17/2020 13H,725
10/17/2020 12H,727
10/17/2020 11H,740
10/17/2020 10H,659
10/17/2020 09H,601
10/17/2020 08H,563
10/17/2020 07H,552
10/17/2020 06H,568
10/17/2020 05H,616
10/17/2020 04H,701
10/17/2020 03H,883
10/17/2020 02H,937
10/17/2020 01H,945
10/17/2020 00H,907
10/16/2020 23H,902
10/16/2020 22H,904
10/16/2020 21H,905
10/16/2020 20H,890
10/16/2020 19H,889
10/16/2020 18H,906
10/16/2020 17H,917
10/16/2020 16H,917
10/16/2020 15H,913
10/16/2020 14H,912
10/16/2020 13H,912
10/16/2020 12H,886
10/16/2020 11H,831
10/16/2020 10H,799
10/16/2020 09H,789
10/16/2020 08H,761
10/16/2020 07H,756
10/16/2020 06H,754
10/16/2020 05H,756
10/16/2020 04H,746
10/16/2020 03H,859
10/16/2020 02H,945
10/16/2020 01H,948
10/16/2020 00H,908
10/15/2020 23H,906
10/15/2020 22H,906
10/15/2020 21H,900
10/15/2020 20H,899
10/15/2020 19H,895
10/15/2020 18H,881
10/15/2020 17H,779
10/15/2020 16H,751
10/15/2020 15H,734
10/15/2020 14H,717
10/15/2020 13H,793
10/15/2020 12H,884
10/15/2020 11H,848
10/15/2020 10H,814
10/15/2020 09H,694
10/15/2020 08H,665
10/15/2020 07H,689
10/15/2020 06H,701
10/15/2020 05H,684
10/15/2020 04H,703
10/15/2020 03H,773
10/15/2020 02H,865
10/15/2020 01H,931
10/15/2020 00H,896
10/14/2020 23H,898
10/14/2020 22H,834
10/14/2020 21H,746
10/14/2020 20H,756
10/14/2020 19H,751
10/14/2020 18H,768
10/14/2020 17H,760
10/14/2020 16H,718
10/14/2020 15H,722
10/14/2020 14H,721
10/14/2020 13H,715
10/14/2020 12H,766
10/14/2020 11H,800
10/14/2020 10H,848
10/14/2020 09H,765
10/14/2020 08H,756
10/14/2020 07H,785
10/14/2020 06H,752
10/14/2020 05H,688
10/14/2020 04H,741
10/14/2020 03H,962
10/14/2020 02H,1112
10/14/2020 01H,1105
10/14/2020 00H,1070
10/13/2020 23H,1065
10/13/2020 22H,1044
10/13/2020 21H,1013
10/13/2020 20H,997
10/13/2020 19H,997
10/13/2020 18H,1006
10/13/2020 17H,1001
10/13/2020 16H,972
10/13/2020 15H,1020
10/13/2020 14H,1082
10/13/2020 13H,1078
10/13/2020 12H,1025
10/13/2020 11H,1028
10/13/2020 10H,950
10/13/2020 09H,865
10/13/2020 08H,852
10/13/2020 07H,890
10/13/2020 06H,900
10/13/2020 05H,914
10/13/2020 04H,966
10/13/2020 03H,1081
10/13/2020 02H,1111
10/13/2020 01H,1106
10/13/2020 00H,1069
10/12/2020 23H,1070
10/12/2020 22H,1070
10/12/2020 21H,1065
10/12/2020 20H,1060
10/12/2020 19H,1062
10/12/2020 18H,1058
10/12/2020 17H,1068
10/12/2020 16H,1075
10/12/2020 15H,1070
10/12/2020 14H,1074
10/12/2020 13H,1069
10/12/2020 12H,1069
10/12/2020 11H,1016
10/12/2020 10H,964
10/12/2020 09H,901
10/12/2020 08H,895
10/12/2020 07H,905
10/12/2020 06H,914
10/12/2020 05H,941
10/12/2020 04H,938
10/12/2020 03H,963
10/12/2020 02H,1008
10/12/2020 01H,1043
10/12/2020 00H,1012
10/11/2020 23H,1017
10/11/2020 22H,1014
10/11/2020 21H,1022
10/11/2020 20H,1021
10/11/2020 19H,1013
10/11/2020 18H,1012
10/11/2020 17H,1008
10/11/2020 16H,1010
10/11/2020 15H,958
10/11/2020 14H,950
10/11/2020 13H,948
10/11/2020 12H,952
10/11/2020 11H,978
10/11/2020 10H,915
10/11/2020 09H,911
10/11/2020 08H,918
10/11/2020 07H,968
10/11/2020 06H,976
10/11/2020 05H,986
10/11/2020 04H,989
10/11/2020 03H,992
10/11/2020 02H,1038
10/11/2020 01H,1028
10/11/2020 00H,1022
10/10/2020 23H,1022
10/10/2020 22H,1022
10/10/2020 21H,1009
10/10/2020 20H,993
10/10/2020 19H,984
10/10/2020 18H,981
10/10/2020 17H,980
10/10/2020 16H,977
10/10/2020 15H,936
10/10/2020 14H,915
10/10/2020 13H,901
10/10/2020 12H,910
10/10/2020 11H,898
10/10/2020 10H,888
10/10/2020 09H,895
10/10/2020 08H,883
10/10/2020 07H,889
10/10/2020 06H,911
10/10/2020 05H,916
10/10/2020 04H,981
10/10/2020 03H,1037
10/10/2020 02H,1072
10/10/2020 01H,1073
10/10/2020 00H,1044
10/9/2020 23H,1034
10/9/2020 22H,1023
10/9/2020 21H,1006
10/9/2020 20H,1007
10/9/2020 19H,1011
10/9/2020 18H,1027
10/9/2020 17H,1050
10/9/2020 16H,1046
10/9/2020 15H,1040
10/9/2020 14H,1047
10/9/2020 13H,1049
10/9/2020 12H,1046
10/9/2020 11H,1063
10/9/2020 10H,938
10/9/2020 09H,896
10/9/2020 08H,869
10/9/2020 07H,883
10/9/2020 06H,868
10/9/2020 05H,890
10/9/2020 04H,895
10/9/2020 03H,992
10/9/2020 02H,1064
10/9/2020 01H,1063
10/9/2020 00H,1029
10/8/2020 23H,1034
10/8/2020 22H,1031
10/8/2020 21H,1036
10/8/2020 20H,1003
10/8/2020 19H,961
10/8/2020 18H,962
10/8/2020 17H,978
10/8/2020 16H,974
10/8/2020 15H,962
10/8/2020 14H,950
10/8/2020 13H,1006
10/8/2020 12H,1036
10/8/2020 11H,1007
10/8/2020 10H,972
10/8/2020 09H,916
10/8/2020 08H,899
10/8/2020 07H,996
10/8/2020 06H,995
10/8/2020 05H,1001
10/8/2020 04H,1097
10/8/2020 03H,1101
10/8/2020 02H,1119
10/8/2020 01H,1112
10/8/2020 00H,1080
10/7/2020 23H,1077
10/7/2020 22H,1075
10/7/2020 21H,1069
10/7/2020 20H,1057
10/7/2020 19H,1056
10/7/2020 18H,1049
10/7/2020 17H,1001
10/7/2020 16H,918
10/7/2020 15H,917
10/7/2020 14H,976
10/7/2020 13H,998
10/7/2020 12H,1053
10/7/2020 11H,1035
10/7/2020 10H,979
10/7/2020 09H,879
10/7/2020 08H,844
10/7/2020 07H,911
10/7/2020 06H,926
10/7/2020 05H,954
10/7/2020 04H,968
10/7/2020 03H,1042
10/7/2020 02H,1105
10/7/2020 01H,1101
10/7/2020 00H,1080
10/6/2020 23H,1081
10/6/2020 22H,1070
10/6/2020 21H,1072
10/6/2020 20H,1050
10/6/2020 19H,974
10/6/2020 18H,862
10/6/2020 17H,859
10/6/2020 16H,856
10/6/2020 15H,874
10/6/2020 14H,877
10/6/2020 13H,951
10/6/2020 12H,978
10/6/2020 11H,1056
10/6/2020 10H,1023
10/6/2020 09H,965
10/6/2020 08H,973
10/6/2020 07H,987
10/6/2020 06H,996
10/6/2020 05H,986
10/6/2020 04H,992
10/6/2020 03H,1038
10/6/2020 02H,1147
10/6/2020 01H,1141
10/6/2020 00H,1057
10/5/2020 23H,1045
10/5/2020 22H,996
10/5/2020 21H,958
10/5/2020 20H,837
10/5/2020 19H,810
10/5/2020 18H,804
10/5/2020 17H,774
10/5/2020 16H,779
10/5/2020 15H,767
10/5/2020 14H,880
10/5/2020 13H,912
10/5/2020 12H,905
10/5/2020 11H,956
10/5/2020 10H,909
10/5/2020 09H,807
10/5/2020 08H,761
10/5/2020 07H,748
10/5/2020 06H,721
10/5/2020 05H,731
10/5/2020 04H,756
10/5/2020 03H,738
10/5/2020 02H,786
10/5/2020 01H,908
10/5/2020 00H,854
10/4/2020 23H,782
10/4/2020 22H,747
10/4/2020 21H,715
10/4/2020 20H,716
10/4/2020 19H,711
10/4/2020 18H,698
10/4/2020 17H,713
10/4/2020 16H,688
10/4/2020 15H,706
10/4/2020 14H,749
10/4/2020 13H,738
10/4/2020 12H,722
10/4/2020 11H,755
10/4/2020 10H,751
10/4/2020 09H,744
10/4/2020 08H,749
10/4/2020 07H,753
10/4/2020 06H,767
10/4/2020 05H,802
10/4/2020 04H,867
10/4/2020 03H,995
10/4/2020 02H,1028
10/4/2020 01H,1023
10/4/2020 00H,991
10/3/2020 23H,952
10/3/2020 22H,845
10/3/2020 21H,766
10/3/2020 20H,717
10/3/2020 19H,718
10/3/2020 18H,725
10/3/2020 17H,678
10/3/2020 16H,671
10/3/2020 15H,697
10/3/2020 14H,707
10/3/2020 13H,795
10/3/2020 12H,819
10/3/2020 11H,828
10/3/2020 10H,757
10/3/2020 09H,724
10/3/2020 08H,723
10/3/2020 07H,739
10/3/2020 06H,759
10/3/2020 05H,774
10/3/2020 04H,797
10/3/2020 03H,954
10/3/2020 02H,1080
10/3/2020 01H,1076
10/3/2020 00H,1056
10/2/2020 23H,1039
10/2/2020 22H,1024
10/2/2020 21H,887
10/2/2020 20H,829
10/2/2020 19H,785
10/2/2020 18H,768
10/2/2020 17H,744
10/2/2020 16H,727
10/2/2020 15H,798
10/2/2020 14H,880
10/2/2020 13H,955
10/2/2020 12H,956
10/2/2020 11H,921
10/2/2020 10H,841
10/2/2020 09H,777
10/2/2020 08H,764
10/2/2020 07H,774
10/2/2020 06H,873
10/2/2020 05H,1013
10/2/2020 04H,1126
10/2/2020 03H,1203
10/2/2020 02H,1358
10/2/2020 01H,1490
10/2/2020 00H,1462
10/1/2020 23H,1456
10/1/2020 22H,1439
10/1/2020 21H,1429
10/1/2020 20H,1351
10/1/2020 19H,1128
10/1/2020 18H,1016
10/1/2020 17H,959
10/1/2020 16H,929
10/1/2020 15H,917
10/1/2020 14H,950
10/1/2020 13H,1089
10/1/2020 12H,1182
10/1/2020 11H,1087
10/1/2020 10H,990
10/1/2020 09H,910
10/1/2020 08H,898
10/1/2020 07H,921
10/1/2020 06H,967
10/1/2020 05H,986
10/1/2020 04H,1103
10/1/2020 03H,1139
10/1/2020 02H,1250
10/1/2020 01H,1322
10/1/2020 00H,1237
09/30/2020 23H,1241
09/30/2020 22H,1193
09/30/2020 21H,1097
09/30/2020 20H,984
09/30/2020 19H,992
09/30/2020 18H,968
09/30/2020 17H,928
09/30/2020 16H,920
09/30/2020 15H,898
09/30/2020 14H,929
09/30/2020 13H,1053
09/30/2020 12H,1139
09/30/2020 11H,1094
09/30/2020 10H,954
09/30/2020 09H,892
09/30/2020 08H,890
09/30/2020 07H,887
09/30/2020 06H,915
09/30/2020 05H,960
09/30/2020 04H,1087
09/30/2020 03H,1239
09/30/2020 02H,1315
09/30/2020 01H,1377
09/30/2020 00H,1351
09/29/2020 23H,1345
09/29/2020 22H,1350
09/29/2020 21H,1346
09/29/2020 20H,1349
09/29/2020 19H,1343
09/29/2020 18H,1351
09/29/2020 17H,1353
09/29/2020 16H,1352
09/29/2020 15H,1356
09/29/2020 14H,1367
09/29/2020 13H,1335
09/29/2020 12H,1307
09/29/2020 11H,1331
09/29/2020 10H,1136
09/29/2020 09H,1008
09/29/2020 08H,994
09/29/2020 07H,1034
09/29/2020 06H,1127
09/29/2020 05H,1261
09/29/2020 04H,1345
09/29/2020 03H,1427
09/29/2020 02H,1493
09/29/2020 01H,1498
09/29/2020 00H,1454
09/28/2020 23H,1444
09/28/2020 22H,1448
09/28/2020 21H,1444
09/28/2020 20H,1448
09/28/2020 19H,1450
09/28/2020 18H,1445
09/28/2020 17H,1441
09/28/2020 16H,1415
09/28/2020 15H,1365
09/28/2020 14H,1324
09/28/2020 13H,1206
09/28/2020 12H,1176
09/28/2020 11H,1071
09/28/2020 10H,948
09/28/2020 09H,945
09/28/2020 08H,928
09/28/2020 07H,931
09/28/2020 06H,936
09/28/2020 05H,1045
09/28/2020 04H,1221
09/28/2020 03H,1301
09/28/2020 02H,1383
09/28/2020 01H,1414
09/28/2020 00H,1376
09/27/2020 23H,1374
09/27/2020 22H,1369
09/27/2020 21H,1370
09/27/2020 20H,1361
09/27/2020 19H,1340
09/27/2020 18H,1246
09/27/2020 17H,1057
09/27/2020 16H,929
09/27/2020 15H,863
09/27/2020 14H,846
09/27/2020 13H,858
09/27/2020 12H,881
09/27/2020 11H,877
09/27/2020 10H,856
09/27/2020 09H,861
09/27/2020 08H,855
09/27/2020 07H,861
09/27/2020 06H,867
09/27/2020 05H,915
09/27/2020 04H,954
09/27/2020 03H,1054
09/27/2020 02H,1197
