Net generation from petroleum for Mid-Atlantic (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390110&sdid=EBA.MIDA-ALL.NG.OIL.H
19:13:03 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDA-ALL.NG.OIL.H megawatthours
03/28/2021 18H,195
03/28/2021 17H,193
03/28/2021 16H,197
03/28/2021 15H,199
03/28/2021 14H,200
03/28/2021 13H,203
03/28/2021 12H,201
03/28/2021 11H,206
03/28/2021 10H,209
03/28/2021 09H,208
03/28/2021 08H,208
03/28/2021 07H,205
03/28/2021 06H,203
03/28/2021 05H,197
03/28/2021 04H,205
03/28/2021 03H,194
03/28/2021 02H,190
03/28/2021 01H,190
03/28/2021 00H,188
03/27/2021 23H,188
03/27/2021 22H,189
03/27/2021 21H,191
03/27/2021 20H,192
03/27/2021 19H,195
03/27/2021 18H,196
03/27/2021 17H,200
03/27/2021 16H,199
03/27/2021 15H,200
03/27/2021 14H,204
03/27/2021 13H,204
03/27/2021 12H,205
03/27/2021 11H,206
03/27/2021 10H,208
03/27/2021 09H,208
03/27/2021 08H,210
03/27/2021 07H,212
03/27/2021 06H,207
03/27/2021 05H,207
03/27/2021 04H,191
03/27/2021 03H,207
03/27/2021 02H,200
03/27/2021 01H,199
03/27/2021 00H,191
03/26/2021 23H,189
03/26/2021 22H,189
03/26/2021 21H,188
03/26/2021 20H,190
03/26/2021 19H,192
03/26/2021 18H,190
03/26/2021 17H,194
03/26/2021 16H,195
03/26/2021 15H,199
03/26/2021 14H,198
03/26/2021 13H,199
03/26/2021 12H,200
03/26/2021 11H,200
03/26/2021 10H,202
03/26/2021 09H,205
03/26/2021 08H,206
03/26/2021 07H,201
03/26/2021 06H,201
03/26/2021 05H,197
03/26/2021 04H,207
03/26/2021 03H,191
03/26/2021 02H,190
03/26/2021 01H,186
03/26/2021 00H,241
03/25/2021 23H,182
03/25/2021 22H,184
03/25/2021 21H,188
03/25/2021 20H,188
03/25/2021 19H,191
03/25/2021 18H,194
03/25/2021 17H,194
03/25/2021 16H,194
03/25/2021 15H,195
03/25/2021 14H,260
03/25/2021 13H,244
03/25/2021 12H,244
03/25/2021 11H,201
03/25/2021 10H,202
03/25/2021 09H,203
03/25/2021 08H,204
03/25/2021 07H,208
03/25/2021 06H,208
03/25/2021 05H,207
03/25/2021 04H,195
03/25/2021 03H,205
03/25/2021 02H,199
03/25/2021 01H,287
03/25/2021 00H,292
03/24/2021 23H,291
03/24/2021 22H,280
03/24/2021 21H,233
03/24/2021 20H,189
03/24/2021 19H,235
03/24/2021 18H,238
03/24/2021 17H,238
03/24/2021 16H,240
03/24/2021 15H,241
03/24/2021 14H,241
03/24/2021 13H,256
03/24/2021 12H,258
03/24/2021 11H,258
03/24/2021 10H,201
03/24/2021 09H,201
03/24/2021 08H,201
03/24/2021 07H,200
03/24/2021 06H,196
03/24/2021 05H,194
03/24/2021 04H,202
03/24/2021 03H,201
03/24/2021 02H,205
03/24/2021 01H,267
03/24/2021 00H,294
03/23/2021 23H,293
03/23/2021 22H,308
03/23/2021 21H,186
03/23/2021 20H,188
03/23/2021 19H,189
03/23/2021 18H,191
03/23/2021 17H,192
03/23/2021 16H,191
03/23/2021 15H,192
03/23/2021 14H,196
03/23/2021 13H,240
03/23/2021 12H,336
03/23/2021 11H,406
03/23/2021 10H,248
03/23/2021 09H,203
03/23/2021 08H,201
03/23/2021 07H,205
03/23/2021 06H,204
03/23/2021 05H,203
03/23/2021 04H,180
03/23/2021 03H,201
03/23/2021 02H,197
03/23/2021 01H,191
03/23/2021 00H,190
03/22/2021 23H,189
03/22/2021 22H,187
03/22/2021 21H,189
03/22/2021 20H,188
03/22/2021 19H,190
03/22/2021 18H,191
03/22/2021 17H,191
03/22/2021 16H,190
03/22/2021 15H,193
03/22/2021 14H,195
03/22/2021 13H,197
03/22/2021 12H,221
03/22/2021 11H,221
03/22/2021 10H,207
03/22/2021 09H,204
03/22/2021 08H,201
03/22/2021 07H,198
03/22/2021 06H,195
03/22/2021 05H,193
03/22/2021 04H,223
03/22/2021 03H,172
03/22/2021 02H,227
03/22/2021 01H,292
03/22/2021 00H,274
03/21/2021 23H,227
03/21/2021 22H,167
03/21/2021 21H,166
03/21/2021 20H,167
03/21/2021 19H,170
03/21/2021 18H,171
03/21/2021 17H,172
03/21/2021 16H,170
03/21/2021 15H,176
03/21/2021 14H,179
03/21/2021 13H,177
03/21/2021 12H,412
03/21/2021 11H,413
03/21/2021 10H,381
03/21/2021 09H,376
03/21/2021 08H,324
03/21/2021 07H,271
03/21/2021 06H,274
03/21/2021 05H,223
03/21/2021 04H,171
03/21/2021 03H,202
03/21/2021 02H,233
03/21/2021 01H,268
03/21/2021 00H,351
03/20/2021 23H,352
03/20/2021 22H,168
03/20/2021 21H,170
03/20/2021 20H,171
03/20/2021 19H,170
03/20/2021 18H,171
03/20/2021 17H,169
03/20/2021 16H,171
03/20/2021 15H,174
03/20/2021 14H,176
03/20/2021 13H,177
03/20/2021 12H,179
03/20/2021 11H,183
03/20/2021 10H,179
03/20/2021 09H,178
03/20/2021 08H,181
03/20/2021 07H,179
03/20/2021 06H,176
03/20/2021 05H,174
03/20/2021 04H,216
03/20/2021 03H,171
03/20/2021 02H,172
03/20/2021 01H,170
03/20/2021 00H,187
03/19/2021 23H,194
03/19/2021 22H,195
03/19/2021 21H,196
03/19/2021 20H,199
03/19/2021 19H,199
03/19/2021 18H,199
03/19/2021 17H,199
03/19/2021 16H,202
03/19/2021 15H,219
03/19/2021 14H,212
03/19/2021 13H,192
03/19/2021 12H,204
03/19/2021 11H,172
03/19/2021 10H,172
03/19/2021 09H,174
03/19/2021 08H,173
03/19/2021 07H,172
03/19/2021 06H,169
03/19/2021 05H,167
03/19/2021 04H,203
03/19/2021 03H,213
03/19/2021 02H,209
03/19/2021 01H,208
03/19/2021 00H,208
03/18/2021 23H,206
03/18/2021 22H,206
03/18/2021 21H,204
03/18/2021 20H,203
03/18/2021 19H,205
03/18/2021 18H,204
03/18/2021 17H,205
03/18/2021 16H,206
03/18/2021 15H,207
03/18/2021 14H,211
03/18/2021 13H,211
03/18/2021 12H,213
03/18/2021 11H,212
03/18/2021 10H,212
03/18/2021 09H,213
03/18/2021 08H,212
03/18/2021 07H,209
03/18/2021 06H,210
03/18/2021 05H,206
03/18/2021 04H,201
03/18/2021 03H,198
03/18/2021 02H,197
03/18/2021 01H,195
03/18/2021 00H,193
03/17/2021 23H,194
03/17/2021 22H,195
03/17/2021 21H,196
03/17/2021 20H,197
03/17/2021 19H,194
03/17/2021 18H,166
03/17/2021 17H,165
03/17/2021 16H,182
03/17/2021 15H,168
03/17/2021 14H,162
03/17/2021 13H,182
03/17/2021 12H,172
03/17/2021 11H,201
03/17/2021 10H,213
03/17/2021 09H,212
03/17/2021 08H,211
03/17/2021 07H,209
03/17/2021 06H,209
03/17/2021 05H,203
03/17/2021 04H,196
03/17/2021 03H,194
03/17/2021 02H,239
03/17/2021 01H,242
03/17/2021 00H,191
03/16/2021 23H,192
03/16/2021 22H,190
03/16/2021 21H,193
03/16/2021 20H,192
03/16/2021 19H,192
03/16/2021 18H,193
03/16/2021 17H,195
03/16/2021 16H,194
03/16/2021 15H,196
03/16/2021 14H,218
03/16/2021 13H,208
03/16/2021 12H,210
03/16/2021 11H,209
03/16/2021 10H,202
03/16/2021 09H,200
03/16/2021 08H,201
03/16/2021 07H,202
03/16/2021 06H,202
03/16/2021 05H,201
03/16/2021 04H,203
03/16/2021 03H,196
03/16/2021 02H,191
03/16/2021 01H,243
03/16/2021 00H,261
03/15/2021 23H,270
03/15/2021 22H,208
03/15/2021 21H,196
03/15/2021 20H,195
03/15/2021 19H,199
03/15/2021 18H,199
03/15/2021 17H,200
03/15/2021 16H,201
03/15/2021 15H,221
03/15/2021 14H,229
03/15/2021 13H,229
03/15/2021 12H,335
03/15/2021 11H,276
03/15/2021 10H,237
03/15/2021 09H,241
03/15/2021 08H,225
03/15/2021 07H,215
03/15/2021 06H,209
03/15/2021 05H,202
03/15/2021 04H,241
03/15/2021 03H,201
03/15/2021 02H,298
03/15/2021 01H,299
03/15/2021 00H,321
03/14/2021 23H,229
03/14/2021 22H,202
03/14/2021 21H,198
03/14/2021 20H,198
03/14/2021 19H,198
03/14/2021 18H,195
03/14/2021 17H,194
03/14/2021 16H,193
03/14/2021 15H,194
03/14/2021 14H,199
03/14/2021 13H,244
03/14/2021 12H,302
03/14/2021 11H,302
03/14/2021 10H,288
03/14/2021 09H,203
03/14/2021 08H,201
03/14/2021 07H,199
03/14/2021 06H,198
03/14/2021 05H,220
03/14/2021 04H,257
03/14/2021 03H,266
03/14/2021 02H,240
03/14/2021 01H,295
03/14/2021 00H,292
03/13/2021 23H,246
03/13/2021 22H,259
03/13/2021 21H,216
03/13/2021 20H,203
03/13/2021 19H,191
03/13/2021 18H,173
03/13/2021 17H,174
03/13/2021 16H,177
03/13/2021 15H,177
03/13/2021 14H,176
03/13/2021 13H,176
03/13/2021 12H,182
03/13/2021 11H,202
03/13/2021 10H,212
03/13/2021 09H,224
03/13/2021 08H,225
03/13/2021 07H,224
03/13/2021 06H,224
03/13/2021 05H,231
03/13/2021 04H,217
03/13/2021 03H,214
03/13/2021 02H,209
03/13/2021 01H,213
03/13/2021 00H,213
03/12/2021 23H,210
03/12/2021 22H,210
03/12/2021 21H,210
03/12/2021 20H,208
03/12/2021 19H,236
03/12/2021 18H,232
03/12/2021 17H,232
03/12/2021 16H,234
03/12/2021 15H,232
03/12/2021 14H,234
03/12/2021 13H,235
03/12/2021 12H,234
03/12/2021 11H,239
03/12/2021 10H,236
03/12/2021 09H,234
03/12/2021 08H,230
03/12/2021 07H,229
03/12/2021 06H,230
03/12/2021 05H,229
03/12/2021 04H,231
03/12/2021 03H,231
03/12/2021 02H,227
03/12/2021 01H,274
03/12/2021 00H,320
03/11/2021 23H,320
03/11/2021 22H,233
03/11/2021 21H,236
03/11/2021 20H,238
03/11/2021 19H,238
03/11/2021 18H,218
03/11/2021 17H,218
03/11/2021 16H,222
03/11/2021 15H,224
03/11/2021 14H,224
03/11/2021 13H,337
03/11/2021 12H,394
03/11/2021 11H,230
03/11/2021 10H,231
03/11/2021 09H,236
03/11/2021 08H,235
03/11/2021 07H,236
03/11/2021 06H,234
03/11/2021 05H,205
03/11/2021 04H,225
03/11/2021 03H,210
03/11/2021 02H,206
03/11/2021 01H,282
03/11/2021 00H,481
03/10/2021 23H,483
03/10/2021 22H,202
03/10/2021 21H,200
03/10/2021 20H,201
03/10/2021 19H,204
03/10/2021 18H,206
03/10/2021 17H,206
03/10/2021 16H,208
03/10/2021 15H,208
03/10/2021 14H,208
03/10/2021 13H,209
03/10/2021 12H,211
03/10/2021 11H,210
03/10/2021 10H,211
03/10/2021 09H,210
03/10/2021 08H,209
03/10/2021 07H,206
03/10/2021 06H,207
03/10/2021 05H,187
03/10/2021 04H,193
03/10/2021 03H,186
03/10/2021 02H,192
03/10/2021 01H,195
03/10/2021 00H,196
03/9/2021 23H,197
03/9/2021 22H,200
03/9/2021 21H,194
03/9/2021 20H,189
03/9/2021 19H,188
03/9/2021 18H,189
03/9/2021 17H,192
03/9/2021 16H,194
03/9/2021 15H,207
03/9/2021 14H,198
03/9/2021 13H,217
03/9/2021 12H,220
03/9/2021 11H,234
03/9/2021 10H,204
03/9/2021 09H,211
03/9/2021 08H,195
03/9/2021 07H,190
03/9/2021 06H,191
03/9/2021 05H,67
03/9/2021 04H,189
03/9/2021 03H,189
03/9/2021 02H,197
03/9/2021 01H,214
03/9/2021 00H,214
03/8/2021 23H,194
03/8/2021 22H,194
03/8/2021 21H,191
03/8/2021 20H,191
03/8/2021 19H,197
03/8/2021 18H,198
03/8/2021 17H,198
03/8/2021 16H,199
03/8/2021 15H,196
03/8/2021 14H,183
03/8/2021 13H,618
03/8/2021 12H,779
03/8/2021 11H,255
03/8/2021 10H,195
03/8/2021 09H,162
03/8/2021 08H,137
03/8/2021 07H,112
03/8/2021 06H,73
03/8/2021 05H,193
03/8/2021 04H,67
03/8/2021 03H,65
03/8/2021 02H,64
03/8/2021 01H,66
03/8/2021 00H,67
03/7/2021 23H,68
03/7/2021 22H,69
03/7/2021 21H,70
03/7/2021 20H,72
03/7/2021 19H,72
03/7/2021 18H,73
03/7/2021 17H,76
03/7/2021 16H,76
03/7/2021 15H,78
03/7/2021 14H,79
03/7/2021 13H,79
03/7/2021 12H,216
03/7/2021 11H,217
03/7/2021 10H,133
03/7/2021 09H,130
03/7/2021 08H,176
03/7/2021 07H,173
03/7/2021 06H,213
03/7/2021 05H,309
03/7/2021 04H,84
03/7/2021 03H,176
03/7/2021 02H,176
03/7/2021 01H,225
03/7/2021 00H,287
03/6/2021 23H,288
03/6/2021 22H,76
03/6/2021 21H,77
03/6/2021 20H,77
03/6/2021 19H,78
03/6/2021 18H,79
03/6/2021 17H,81
03/6/2021 16H,83
03/6/2021 15H,84
03/6/2021 14H,178
03/6/2021 13H,401
03/6/2021 12H,470
03/6/2021 11H,469
03/6/2021 10H,328
03/6/2021 09H,320
03/6/2021 08H,318
03/6/2021 07H,314
03/6/2021 06H,311
03/6/2021 05H,182
03/6/2021 04H,334
03/6/2021 03H,373
03/6/2021 02H,446
03/6/2021 01H,178
03/6/2021 00H,219
03/5/2021 23H,234
03/5/2021 22H,74
03/5/2021 21H,78
03/5/2021 20H,74
03/5/2021 19H,77
03/5/2021 18H,79
03/5/2021 17H,80
03/5/2021 16H,82
03/5/2021 15H,84
03/5/2021 14H,277
03/5/2021 13H,418
03/5/2021 12H,458
03/5/2021 11H,367
03/5/2021 10H,320
03/5/2021 09H,294
03/5/2021 08H,203
03/5/2021 07H,203
03/5/2021 06H,204
03/5/2021 05H,79
03/5/2021 04H,183
03/5/2021 03H,226
03/5/2021 02H,262
03/5/2021 01H,266
03/5/2021 00H,247
03/4/2021 23H,257
03/4/2021 22H,112
03/4/2021 21H,79
03/4/2021 20H,80
03/4/2021 19H,79
03/4/2021 18H,80
03/4/2021 17H,81
03/4/2021 16H,84
03/4/2021 15H,86
03/4/2021 14H,85
03/4/2021 13H,84
03/4/2021 12H,83
03/4/2021 11H,85
03/4/2021 10H,86
03/4/2021 09H,86
03/4/2021 08H,88
03/4/2021 07H,86
03/4/2021 06H,83
03/4/2021 05H,88
03/4/2021 04H,79
03/4/2021 03H,76
03/4/2021 02H,76
03/4/2021 01H,76
03/4/2021 00H,75
03/3/2021 23H,78
03/3/2021 22H,76
03/3/2021 21H,77
03/3/2021 20H,80
03/3/2021 19H,79
03/3/2021 18H,82
03/3/2021 17H,81
03/3/2021 16H,200
03/3/2021 15H,556
03/3/2021 14H,775
03/3/2021 13H,705
03/3/2021 12H,187
03/3/2021 11H,89
03/3/2021 10H,91
03/3/2021 09H,93
03/3/2021 08H,93
03/3/2021 07H,92
03/3/2021 06H,90
03/3/2021 05H,79
03/3/2021 04H,86
03/3/2021 03H,81
03/3/2021 02H,82
03/3/2021 01H,77
03/3/2021 00H,76
03/2/2021 23H,76
03/2/2021 22H,76
03/2/2021 21H,76
03/2/2021 20H,78
03/2/2021 19H,79
03/2/2021 18H,79
03/2/2021 17H,79
03/2/2021 16H,115
03/2/2021 15H,116
03/2/2021 14H,116
03/2/2021 13H,82
03/2/2021 12H,83
03/2/2021 11H,84
03/2/2021 10H,85
03/2/2021 09H,87
03/2/2021 08H,87
03/2/2021 07H,84
03/2/2021 06H,83
03/2/2021 05H,89
03/2/2021 04H,610
03/2/2021 03H,562
03/2/2021 02H,536
03/2/2021 01H,560
03/2/2021 00H,527
03/1/2021 23H,616
03/1/2021 22H,613
03/1/2021 21H,582
03/1/2021 20H,430
03/1/2021 19H,271
03/1/2021 18H,140
03/1/2021 17H,102
03/1/2021 16H,100
03/1/2021 15H,96
03/1/2021 14H,89
03/1/2021 13H,90
03/1/2021 12H,89
03/1/2021 11H,93
03/1/2021 10H,93
03/1/2021 09H,97
03/1/2021 08H,99
03/1/2021 07H,98
03/1/2021 06H,93
03/1/2021 05H,82
03/1/2021 04H,86
03/1/2021 03H,87
03/1/2021 02H,85
03/1/2021 01H,81
03/1/2021 00H,80
02/28/2021 23H,78
02/28/2021 22H,80
02/28/2021 21H,81
02/28/2021 20H,83
02/28/2021 19H,82
02/28/2021 18H,85
02/28/2021 17H,84
02/28/2021 16H,88
02/28/2021 15H,87
02/28/2021 14H,86
02/28/2021 13H,88
02/28/2021 12H,86
02/28/2021 11H,91
02/28/2021 10H,90
02/28/2021 09H,92
02/28/2021 08H,92
02/28/2021 07H,88
02/28/2021 06H,86
02/28/2021 05H,87
02/28/2021 04H,80
02/28/2021 03H,79
02/28/2021 02H,78
02/28/2021 01H,78
02/28/2021 00H,79
02/27/2021 23H,81
02/27/2021 22H,79
02/27/2021 21H,82
02/27/2021 20H,84
02/27/2021 19H,86
02/27/2021 18H,87
02/27/2021 17H,86
02/27/2021 16H,89
02/27/2021 15H,88
02/27/2021 14H,91
02/27/2021 13H,92
02/27/2021 12H,92
02/27/2021 11H,96
02/27/2021 10H,98
02/27/2021 09H,100
02/27/2021 08H,102
02/27/2021 07H,96
02/27/2021 06H,94
02/27/2021 05H,80
02/27/2021 04H,85
02/27/2021 03H,84
02/27/2021 02H,84
02/27/2021 01H,85
02/27/2021 00H,87
02/26/2021 23H,85
02/26/2021 22H,81
02/26/2021 21H,79
02/26/2021 20H,81
02/26/2021 19H,82
02/26/2021 18H,83
02/26/2021 17H,83
02/26/2021 16H,84
02/26/2021 15H,85
02/26/2021 14H,85
02/26/2021 13H,85
02/26/2021 12H,87
02/26/2021 11H,88
02/26/2021 10H,91
02/26/2021 09H,92
02/26/2021 08H,88
02/26/2021 07H,85
02/26/2021 06H,83
02/26/2021 05H,94
02/26/2021 04H,78
02/26/2021 03H,76
02/26/2021 02H,74
02/26/2021 01H,74
02/26/2021 00H,75
02/25/2021 23H,76
02/25/2021 22H,77
02/25/2021 21H,78
02/25/2021 20H,82
02/25/2021 19H,83
02/25/2021 18H,85
02/25/2021 17H,87
02/25/2021 16H,89
02/25/2021 15H,90
02/25/2021 14H,91
02/25/2021 13H,93
02/25/2021 12H,102
02/25/2021 11H,104
02/25/2021 10H,102
02/25/2021 09H,101
02/25/2021 08H,101
02/25/2021 07H,99
02/25/2021 06H,97
02/25/2021 05H,87
02/25/2021 04H,92
02/25/2021 03H,94
02/25/2021 02H,90
02/25/2021 01H,89
02/25/2021 00H,86
02/24/2021 23H,88
02/24/2021 22H,86
02/24/2021 21H,86
02/24/2021 20H,90
02/24/2021 19H,88
02/24/2021 18H,87
02/24/2021 17H,87
02/24/2021 16H,90
02/24/2021 15H,89
02/24/2021 14H,92
02/24/2021 13H,98
02/24/2021 12H,98
02/24/2021 11H,97
02/24/2021 10H,96
02/24/2021 09H,97
02/24/2021 08H,95
02/24/2021 07H,90
02/24/2021 06H,89
02/24/2021 05H,90
02/24/2021 04H,441
02/24/2021 03H,497
02/24/2021 02H,464
02/24/2021 01H,473
02/24/2021 00H,422
02/23/2021 23H,509
02/23/2021 22H,488
02/23/2021 21H,534
02/23/2021 20H,494
02/23/2021 19H,430
02/23/2021 18H,211
02/23/2021 17H,134
02/23/2021 16H,313
02/23/2021 15H,152
02/23/2021 14H,100
02/23/2021 13H,102
02/23/2021 12H,102
02/23/2021 11H,105
02/23/2021 10H,104
02/23/2021 09H,106
02/23/2021 08H,103
02/23/2021 07H,98
02/23/2021 06H,94
02/23/2021 05H,79
02/23/2021 04H,89
02/23/2021 03H,87
02/23/2021 02H,187
02/23/2021 01H,186
02/23/2021 00H,187
02/22/2021 23H,185
02/22/2021 22H,191
02/22/2021 21H,86
02/22/2021 20H,87
02/22/2021 19H,89
02/22/2021 18H,89
02/22/2021 17H,248
02/22/2021 16H,91
02/22/2021 15H,92
02/22/2021 14H,94
02/22/2021 13H,96
02/22/2021 12H,101
02/22/2021 11H,86
02/22/2021 10H,87
02/22/2021 09H,87
02/22/2021 08H,86
02/22/2021 07H,85
02/22/2021 06H,82
02/22/2021 05H,86
02/22/2021 04H,79
02/22/2021 03H,79
02/22/2021 02H,77
02/22/2021 01H,76
02/22/2021 00H,77
02/21/2021 23H,78
02/21/2021 22H,80
02/21/2021 21H,83
02/21/2021 20H,82
02/21/2021 19H,86
02/21/2021 18H,86
02/21/2021 17H,88
02/21/2021 16H,91
02/21/2021 15H,92
02/21/2021 14H,96
02/21/2021 13H,96
02/21/2021 12H,94
02/21/2021 11H,96
02/21/2021 10H,97
02/21/2021 09H,95
02/21/2021 08H,90
02/21/2021 07H,88
02/21/2021 06H,86
02/21/2021 05H,79
02/21/2021 04H,86
02/21/2021 03H,85
02/21/2021 02H,81
02/21/2021 01H,77
02/21/2021 00H,76
02/20/2021 23H,78
02/20/2021 22H,78
02/20/2021 21H,79
02/20/2021 20H,79
02/20/2021 19H,77
02/20/2021 18H,79
02/20/2021 17H,78
02/20/2021 16H,81
02/20/2021 15H,82
02/20/2021 14H,82
02/20/2021 13H,82
02/20/2021 12H,84
02/20/2021 11H,87
02/20/2021 10H,87
02/20/2021 09H,85
02/20/2021 08H,83
02/20/2021 07H,83
02/20/2021 06H,82
02/20/2021 05H,645
02/20/2021 04H,146
02/20/2021 03H,167
02/20/2021 02H,170
02/20/2021 01H,168
02/20/2021 00H,169
02/19/2021 23H,170
02/19/2021 22H,372
02/19/2021 21H,387
02/19/2021 20H,396
02/19/2021 19H,393
02/19/2021 18H,392
02/19/2021 17H,569
02/19/2021 16H,828
02/19/2021 15H,776
02/19/2021 14H,915
02/19/2021 13H,640
02/19/2021 12H,553
02/19/2021 11H,536
02/19/2021 10H,540
02/19/2021 09H,537
02/19/2021 08H,535
02/19/2021 07H,531
02/19/2021 06H,538
02/19/2021 05H,1637
02/19/2021 04H,907
02/19/2021 03H,918
02/19/2021 02H,1373
02/19/2021 01H,1804
02/19/2021 00H,2209
02/18/2021 23H,2272
02/18/2021 22H,2095
02/18/2021 21H,2076
02/18/2021 20H,2039
02/18/2021 19H,2163
02/18/2021 18H,2121
02/18/2021 17H,2133
02/18/2021 16H,2208
02/18/2021 15H,2248
02/18/2021 14H,2253
02/18/2021 13H,2074
02/18/2021 12H,2032
02/18/2021 11H,1755
02/18/2021 10H,1063
02/18/2021 09H,928
02/18/2021 08H,928
02/18/2021 07H,932
02/18/2021 06H,956
02/18/2021 05H,928
02/18/2021 04H,2003
02/18/2021 03H,2444
02/18/2021 02H,3031
02/18/2021 01H,4603
02/18/2021 00H,4554
02/17/2021 23H,5099
02/17/2021 22H,3748
02/17/2021 21H,1797
02/17/2021 20H,1400
02/17/2021 19H,1471
02/17/2021 18H,1588
02/17/2021 17H,2520
02/17/2021 16H,2960
02/17/2021 15H,3816
02/17/2021 14H,5269
02/17/2021 13H,6544
02/17/2021 12H,6167
02/17/2021 11H,5285
02/17/2021 10H,4450
02/17/2021 09H,3330
02/17/2021 08H,1346
02/17/2021 07H,856
02/17/2021 06H,531
02/17/2021 05H,210
02/17/2021 04H,922
02/17/2021 03H,1017
02/17/2021 02H,1078
02/17/2021 01H,703
02/17/2021 00H,575
02/16/2021 23H,509
02/16/2021 22H,506
02/16/2021 21H,310
02/16/2021 20H,314
02/16/2021 19H,343
02/16/2021 18H,450
02/16/2021 17H,378
02/16/2021 16H,897
02/16/2021 15H,1426
02/16/2021 14H,1429
02/16/2021 13H,1647
02/16/2021 12H,1270
02/16/2021 11H,213
02/16/2021 10H,214
02/16/2021 09H,214
02/16/2021 08H,211
02/16/2021 07H,205
02/16/2021 06H,207
02/16/2021 05H,223
02/16/2021 04H,209
02/16/2021 03H,212
02/16/2021 02H,211
02/16/2021 01H,223
02/16/2021 00H,644
02/15/2021 23H,1595
02/15/2021 22H,1420
02/15/2021 21H,1391
02/15/2021 20H,551
02/15/2021 19H,814
02/15/2021 18H,903
02/15/2021 17H,446
02/15/2021 16H,303
02/15/2021 15H,253
02/15/2021 14H,260
02/15/2021 13H,259
02/15/2021 12H,229
02/15/2021 11H,233
02/15/2021 10H,234
02/15/2021 09H,239
02/15/2021 08H,239
02/15/2021 07H,236
02/15/2021 06H,228
02/15/2021 05H,216
02/15/2021 04H,221
02/15/2021 03H,224
02/15/2021 02H,220
02/15/2021 01H,346
02/15/2021 00H,346
02/14/2021 23H,337
02/14/2021 22H,284
02/14/2021 21H,239
02/14/2021 20H,227
02/14/2021 19H,220
02/14/2021 18H,221
02/14/2021 17H,222
02/14/2021 16H,224
02/14/2021 15H,224
02/14/2021 14H,224
02/14/2021 13H,223
02/14/2021 12H,226
02/14/2021 11H,224
02/14/2021 10H,226
02/14/2021 09H,229
02/14/2021 08H,226
02/14/2021 07H,222
02/14/2021 06H,218
02/14/2021 05H,219
02/14/2021 04H,216
02/14/2021 03H,215
02/14/2021 02H,213
02/14/2021 01H,213
02/14/2021 00H,212
02/13/2021 23H,213
02/13/2021 22H,216
02/13/2021 21H,216
02/13/2021 20H,218
02/13/2021 19H,220
02/13/2021 18H,277
02/13/2021 17H,368
02/13/2021 16H,371
02/13/2021 15H,229
02/13/2021 14H,228
02/13/2021 13H,230
02/13/2021 12H,233
02/13/2021 11H,236
02/13/2021 10H,237
02/13/2021 09H,234
02/13/2021 08H,227
02/13/2021 07H,223
02/13/2021 06H,217
02/13/2021 05H,212
02/13/2021 04H,220
02/13/2021 03H,219
02/13/2021 02H,219
02/13/2021 01H,220
02/13/2021 00H,217
02/12/2021 23H,216
02/12/2021 22H,213
02/12/2021 21H,215
02/12/2021 20H,214
02/12/2021 19H,215
02/12/2021 18H,246
02/12/2021 17H,249
02/12/2021 16H,252
02/12/2021 15H,274
02/12/2021 14H,477
02/12/2021 13H,474
02/12/2021 12H,476
02/12/2021 11H,360
02/12/2021 10H,236
02/12/2021 09H,224
02/12/2021 08H,223
02/12/2021 07H,220
02/12/2021 06H,215
02/12/2021 05H,193
02/12/2021 04H,203
02/12/2021 03H,200
02/12/2021 02H,210
02/12/2021 01H,209
02/12/2021 00H,211
02/11/2021 23H,212
02/11/2021 22H,213
02/11/2021 21H,215
02/11/2021 20H,215
02/11/2021 19H,217
02/11/2021 18H,219
02/11/2021 17H,219
02/11/2021 16H,223
02/11/2021 15H,222
02/11/2021 14H,227
02/11/2021 13H,226
02/11/2021 12H,225
02/11/2021 11H,225
02/11/2021 10H,211
02/11/2021 09H,200
02/11/2021 08H,193
02/11/2021 07H,193
02/11/2021 06H,193
02/11/2021 05H,174
02/11/2021 04H,190
02/11/2021 03H,215
02/11/2021 02H,223
02/11/2021 01H,222
02/11/2021 00H,218
02/10/2021 23H,216
02/10/2021 22H,212
02/10/2021 21H,211
02/10/2021 20H,213
02/10/2021 19H,219
02/10/2021 18H,252
02/10/2021 17H,222
02/10/2021 16H,275
02/10/2021 15H,242
02/10/2021 14H,217
02/10/2021 13H,216
02/10/2021 12H,215
02/10/2021 11H,212
02/10/2021 10H,210
02/10/2021 09H,200
02/10/2021 08H,180
02/10/2021 07H,175
02/10/2021 06H,176
02/10/2021 05H,213
02/10/2021 04H,173
02/10/2021 03H,182
02/10/2021 02H,196
02/10/2021 01H,210
02/10/2021 00H,210
02/9/2021 23H,213
02/9/2021 22H,216
02/9/2021 21H,217
02/9/2021 20H,218
02/9/2021 19H,222
02/9/2021 18H,222
02/9/2021 17H,223
02/9/2021 16H,224
02/9/2021 15H,225
02/9/2021 14H,225
02/9/2021 13H,228
02/9/2021 12H,230
02/9/2021 11H,233
02/9/2021 10H,223
02/9/2021 09H,208
02/9/2021 08H,199
02/9/2021 07H,191
02/9/2021 06H,195
02/9/2021 05H,211
02/9/2021 04H,219
02/9/2021 03H,220
02/9/2021 02H,217
02/9/2021 01H,215
02/9/2021 00H,398
02/8/2021 23H,394
02/8/2021 22H,394
