Net generation from petroleum for Mid-Atlantic (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390110&sdid=EBA.MIDA-ALL.NG.OIL.H
19:13:03 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDA-ALL.NG.OIL.H megawatthours
02/8/2021 21H,396
02/8/2021 20H,396
02/8/2021 19H,217
02/8/2021 18H,216
02/8/2021 17H,217
02/8/2021 16H,365
02/8/2021 15H,366
02/8/2021 14H,426
02/8/2021 13H,366
02/8/2021 12H,222
02/8/2021 11H,216
02/8/2021 10H,216
02/8/2021 09H,217
02/8/2021 08H,211
02/8/2021 07H,216
02/8/2021 06H,216
02/8/2021 05H,192
02/8/2021 04H,198
02/8/2021 03H,196
02/8/2021 02H,202
02/8/2021 01H,209
02/8/2021 00H,210
02/7/2021 23H,210
02/7/2021 22H,210
02/7/2021 21H,208
02/7/2021 20H,198
02/7/2021 19H,197
02/7/2021 18H,196
02/7/2021 17H,201
02/7/2021 16H,218
02/7/2021 15H,226
02/7/2021 14H,225
02/7/2021 13H,219
02/7/2021 12H,203
02/7/2021 11H,201
02/7/2021 10H,203
02/7/2021 09H,204
02/7/2021 08H,205
02/7/2021 07H,199
02/7/2021 06H,198
02/7/2021 05H,183
02/7/2021 04H,188
02/7/2021 03H,187
02/7/2021 02H,201
02/7/2021 01H,212
02/7/2021 00H,216
02/6/2021 23H,216
02/6/2021 22H,219
02/6/2021 21H,206
02/6/2021 20H,195
02/6/2021 19H,189
02/6/2021 18H,188
02/6/2021 17H,188
02/6/2021 16H,191
02/6/2021 15H,188
02/6/2021 14H,187
02/6/2021 13H,190
02/6/2021 12H,190
02/6/2021 11H,191
02/6/2021 10H,191
02/6/2021 09H,192
02/6/2021 08H,191
02/6/2021 07H,191
02/6/2021 06H,189
02/6/2021 05H,193
02/6/2021 04H,180
02/6/2021 03H,177
02/6/2021 02H,204
02/6/2021 01H,207
02/6/2021 00H,209
02/5/2021 23H,212
02/5/2021 22H,215
02/5/2021 21H,210
02/5/2021 20H,194
02/5/2021 19H,188
02/5/2021 18H,192
02/5/2021 17H,191
02/5/2021 16H,220
02/5/2021 15H,225
02/5/2021 14H,225
02/5/2021 13H,222
02/5/2021 12H,226
02/5/2021 11H,218
02/5/2021 10H,204
02/5/2021 09H,202
02/5/2021 08H,201
02/5/2021 07H,199
02/5/2021 06H,193
02/5/2021 05H,201
02/5/2021 04H,186
02/5/2021 03H,190
02/5/2021 02H,186
02/5/2021 01H,185
02/5/2021 00H,181
02/4/2021 23H,181
02/4/2021 22H,183
02/4/2021 21H,185
02/4/2021 20H,184
02/4/2021 19H,190
02/4/2021 18H,204
02/4/2021 17H,225
02/4/2021 16H,196
02/4/2021 15H,204
02/4/2021 14H,257
02/4/2021 13H,282
02/4/2021 12H,309
02/4/2021 11H,245
02/4/2021 10H,223
02/4/2021 09H,214
02/4/2021 08H,197
02/4/2021 07H,186
02/4/2021 06H,183
02/4/2021 05H,219
02/4/2021 04H,211
02/4/2021 03H,211
02/4/2021 02H,230
02/4/2021 01H,326
02/4/2021 00H,328
02/3/2021 23H,328
02/3/2021 22H,279
02/3/2021 21H,260
02/3/2021 20H,213
02/3/2021 19H,235
02/3/2021 18H,332
02/3/2021 17H,332
02/3/2021 16H,348
02/3/2021 15H,433
02/3/2021 14H,367
02/3/2021 13H,368
02/3/2021 12H,369
02/3/2021 11H,228
02/3/2021 10H,226
02/3/2021 09H,231
02/3/2021 08H,228
02/3/2021 07H,227
02/3/2021 06H,219
02/3/2021 05H,214
02/3/2021 04H,218
02/3/2021 03H,218
02/3/2021 02H,218
02/3/2021 01H,215
02/3/2021 00H,214
02/2/2021 23H,211
02/2/2021 22H,210
02/2/2021 21H,211
02/2/2021 20H,213
02/2/2021 19H,222
02/2/2021 18H,222
02/2/2021 17H,222
02/2/2021 16H,219
02/2/2021 15H,266
02/2/2021 14H,222
02/2/2021 13H,224
02/2/2021 12H,223
02/2/2021 11H,220
02/2/2021 10H,224
02/2/2021 09H,226
02/2/2021 08H,224
02/2/2021 07H,220
02/2/2021 06H,215
02/2/2021 05H,178
02/2/2021 04H,208
02/2/2021 03H,204
02/2/2021 02H,208
02/2/2021 01H,207
02/2/2021 00H,307
02/1/2021 23H,310
02/1/2021 22H,210
02/1/2021 21H,214
02/1/2021 20H,214
02/1/2021 19H,216
02/1/2021 18H,214
02/1/2021 17H,216
02/1/2021 16H,222
02/1/2021 15H,221
02/1/2021 14H,220
02/1/2021 13H,226
02/1/2021 12H,224
02/1/2021 11H,221
02/1/2021 10H,223
02/1/2021 09H,220
02/1/2021 08H,210
02/1/2021 07H,190
02/1/2021 06H,188
02/1/2021 05H,170
02/1/2021 04H,177
02/1/2021 03H,175
02/1/2021 02H,172
02/1/2021 01H,170
02/1/2021 00H,333
01/31/2021 23H,451
01/31/2021 22H,271
01/31/2021 21H,272
01/31/2021 20H,277
01/31/2021 19H,172
01/31/2021 18H,174
01/31/2021 17H,174
01/31/2021 16H,176
01/31/2021 15H,177
01/31/2021 14H,174
01/31/2021 13H,175
01/31/2021 12H,176
01/31/2021 11H,178
01/31/2021 10H,181
01/31/2021 09H,183
01/31/2021 08H,182
01/31/2021 07H,176
01/31/2021 06H,177
01/31/2021 05H,173
01/31/2021 04H,174
01/31/2021 03H,178
01/31/2021 02H,174
01/31/2021 01H,170
01/31/2021 00H,170
01/30/2021 23H,171
01/30/2021 22H,175
01/30/2021 21H,178
01/30/2021 20H,177
01/30/2021 19H,182
01/30/2021 18H,184
01/30/2021 17H,189
01/30/2021 16H,191
01/30/2021 15H,193
01/30/2021 14H,184
01/30/2021 13H,186
01/30/2021 12H,189
01/30/2021 11H,189
01/30/2021 10H,193
01/30/2021 09H,189
01/30/2021 08H,183
01/30/2021 07H,177
01/30/2021 06H,173
01/30/2021 05H,213
01/30/2021 04H,214
01/30/2021 03H,207
01/30/2021 02H,323
01/30/2021 01H,322
01/30/2021 00H,317
01/29/2021 23H,299
01/29/2021 22H,205
01/29/2021 21H,201
01/29/2021 20H,190
01/29/2021 19H,192
01/29/2021 18H,208
01/29/2021 17H,224
01/29/2021 16H,361
01/29/2021 15H,427
01/29/2021 14H,433
01/29/2021 13H,449
01/29/2021 12H,226
01/29/2021 11H,223
01/29/2021 10H,223
01/29/2021 09H,224
01/29/2021 08H,225
01/29/2021 07H,218
01/29/2021 06H,220
01/29/2021 05H,181
01/29/2021 04H,211
01/29/2021 03H,208
01/29/2021 02H,206
01/29/2021 01H,205
01/29/2021 00H,206
01/28/2021 23H,208
01/28/2021 22H,210
01/28/2021 21H,211
01/28/2021 20H,209
01/28/2021 19H,214
01/28/2021 18H,215
01/28/2021 17H,219
01/28/2021 16H,221
01/28/2021 15H,218
01/28/2021 14H,231
01/28/2021 13H,222
01/28/2021 12H,224
01/28/2021 11H,224
01/28/2021 10H,212
01/28/2021 09H,202
01/28/2021 08H,186
01/28/2021 07H,184
01/28/2021 06H,186
01/28/2021 05H,175
01/28/2021 04H,178
01/28/2021 03H,180
01/28/2021 02H,179
01/28/2021 01H,188
01/28/2021 00H,201
01/27/2021 23H,218
01/27/2021 22H,205
01/27/2021 21H,190
01/27/2021 20H,187
01/27/2021 19H,175
01/27/2021 18H,173
01/27/2021 17H,174
01/27/2021 16H,179
01/27/2021 15H,183
01/27/2021 14H,180
01/27/2021 13H,180
01/27/2021 12H,181
01/27/2021 11H,178
01/27/2021 10H,181
01/27/2021 09H,184
01/27/2021 08H,184
01/27/2021 07H,181
01/27/2021 06H,174
01/27/2021 05H,186
01/27/2021 04H,172
01/27/2021 03H,172
01/27/2021 02H,174
01/27/2021 01H,177
01/27/2021 00H,201
01/26/2021 23H,211
01/26/2021 22H,209
01/26/2021 21H,198
01/26/2021 20H,188
01/26/2021 19H,182
01/26/2021 18H,181
01/26/2021 17H,248
01/26/2021 16H,223
01/26/2021 15H,223
01/26/2021 14H,226
01/26/2021 13H,228
01/26/2021 12H,220
01/26/2021 11H,217
01/26/2021 10H,198
01/26/2021 09H,193
01/26/2021 08H,194
01/26/2021 07H,188
01/26/2021 06H,187
01/26/2021 05H,203
01/26/2021 04H,186
01/26/2021 03H,188
01/26/2021 02H,188
01/26/2021 01H,213
01/26/2021 00H,218
01/25/2021 23H,385
01/25/2021 22H,493
01/25/2021 21H,406
01/25/2021 20H,375
01/25/2021 19H,534
01/25/2021 18H,440
01/25/2021 17H,220
01/25/2021 16H,562
01/25/2021 15H,597
01/25/2021 14H,629
01/25/2021 13H,626
01/25/2021 12H,630
01/25/2021 11H,767
01/25/2021 10H,755
01/25/2021 09H,214
01/25/2021 08H,217
01/25/2021 07H,213
01/25/2021 06H,206
01/25/2021 05H,176
01/25/2021 04H,200
01/25/2021 03H,200
01/25/2021 02H,198
01/25/2021 01H,199
01/25/2021 00H,216
01/24/2021 23H,231
01/24/2021 22H,239
01/24/2021 21H,204
01/24/2021 20H,190
01/24/2021 19H,176
01/24/2021 18H,177
01/24/2021 17H,179
01/24/2021 16H,180
01/24/2021 15H,182
01/24/2021 14H,183
01/24/2021 13H,186
01/24/2021 12H,188
01/24/2021 11H,189
01/24/2021 10H,189
01/24/2021 09H,190
01/24/2021 08H,184
01/24/2021 07H,179
01/24/2021 06H,180
01/24/2021 05H,172
01/24/2021 04H,173
01/24/2021 03H,174
01/24/2021 02H,193
01/24/2021 01H,251
01/24/2021 00H,247
01/23/2021 23H,243
01/23/2021 22H,234
01/23/2021 21H,263
01/23/2021 20H,239
01/23/2021 19H,177
01/23/2021 18H,178
01/23/2021 17H,177
01/23/2021 16H,176
01/23/2021 15H,193
01/23/2021 14H,219
01/23/2021 13H,219
01/23/2021 12H,218
01/23/2021 11H,209
01/23/2021 10H,196
01/23/2021 09H,184
01/23/2021 08H,182
01/23/2021 07H,177
01/23/2021 06H,174
01/23/2021 05H,181
01/23/2021 04H,172
01/23/2021 03H,168
01/23/2021 02H,184
01/23/2021 01H,202
01/23/2021 00H,213
01/22/2021 23H,214
01/22/2021 22H,217
01/22/2021 21H,203
01/22/2021 20H,191
01/22/2021 19H,180
01/22/2021 18H,176
01/22/2021 17H,179
01/22/2021 16H,184
01/22/2021 15H,185
01/22/2021 14H,197
01/22/2021 13H,218
01/22/2021 12H,221
01/22/2021 11H,211
01/22/2021 10H,201
01/22/2021 09H,193
01/22/2021 08H,189
01/22/2021 07H,183
01/22/2021 06H,184
01/22/2021 05H,190
01/22/2021 04H,191
01/22/2021 03H,188
01/22/2021 02H,214
01/22/2021 01H,210
01/22/2021 00H,211
01/21/2021 23H,211
01/21/2021 22H,211
01/21/2021 21H,225
01/21/2021 20H,223
01/21/2021 19H,195
01/21/2021 18H,303
01/21/2021 17H,183
01/21/2021 16H,184
01/21/2021 15H,283
01/21/2021 14H,237
01/21/2021 13H,248
01/21/2021 12H,247
01/21/2021 11H,247
01/21/2021 10H,212
01/21/2021 09H,199
01/21/2021 08H,194
01/21/2021 07H,193
01/21/2021 06H,194
01/21/2021 05H,190
01/21/2021 04H,187
01/21/2021 03H,188
01/21/2021 02H,184
01/21/2021 01H,201
01/21/2021 00H,214
01/20/2021 23H,216
01/20/2021 22H,216
01/20/2021 21H,210
01/20/2021 20H,196
01/20/2021 19H,187
01/20/2021 18H,195
01/20/2021 17H,191
01/20/2021 16H,196
01/20/2021 15H,201
01/20/2021 14H,222
01/20/2021 13H,232
01/20/2021 12H,230
01/20/2021 11H,216
01/20/2021 10H,202
01/20/2021 09H,196
01/20/2021 08H,199
01/20/2021 07H,199
01/20/2021 06H,196
01/20/2021 05H,183
01/20/2021 04H,188
01/20/2021 03H,190
01/20/2021 02H,206
01/20/2021 01H,211
01/20/2021 00H,211
01/19/2021 23H,212
01/19/2021 22H,212
01/19/2021 21H,212
01/19/2021 20H,209
01/19/2021 19H,212
01/19/2021 18H,215
01/19/2021 17H,212
01/19/2021 16H,213
01/19/2021 15H,214
01/19/2021 14H,216
01/19/2021 13H,270
01/19/2021 12H,269
01/19/2021 11H,221
01/19/2021 10H,218
01/19/2021 09H,211
01/19/2021 08H,196
01/19/2021 07H,190
01/19/2021 06H,186
01/19/2021 05H,190
01/19/2021 04H,182
01/19/2021 03H,186
01/19/2021 02H,200
01/19/2021 01H,210
01/19/2021 00H,208
01/18/2021 23H,208
01/18/2021 22H,214
01/18/2021 21H,208
01/18/2021 20H,193
01/18/2021 19H,185
01/18/2021 18H,183
01/18/2021 17H,194
01/18/2021 16H,214
01/18/2021 15H,224
01/18/2021 14H,225
01/18/2021 13H,226
01/18/2021 12H,230
01/18/2021 11H,224
01/18/2021 10H,206
01/18/2021 09H,199
01/18/2021 08H,200
01/18/2021 07H,194
01/18/2021 06H,194
01/18/2021 05H,186
01/18/2021 04H,191
01/18/2021 03H,186
01/18/2021 02H,188
01/18/2021 01H,186
01/18/2021 00H,209
01/17/2021 23H,218
01/17/2021 22H,214
01/17/2021 21H,206
01/17/2021 20H,190
01/17/2021 19H,187
01/17/2021 18H,191
01/17/2021 17H,192
01/17/2021 16H,190
01/17/2021 15H,192
01/17/2021 14H,193
01/17/2021 13H,192
01/17/2021 12H,192
01/17/2021 11H,196
01/17/2021 10H,196
01/17/2021 09H,196
01/17/2021 08H,198
01/17/2021 07H,194
01/17/2021 06H,188
01/17/2021 05H,191
01/17/2021 04H,183
01/17/2021 03H,184
01/17/2021 02H,209
01/17/2021 01H,211
01/17/2021 00H,212
01/16/2021 23H,214
01/16/2021 22H,214
01/16/2021 21H,208
01/16/2021 20H,194
01/16/2021 19H,186
01/16/2021 18H,191
01/16/2021 17H,190
01/16/2021 16H,190
01/16/2021 15H,214
01/16/2021 14H,225
01/16/2021 13H,227
01/16/2021 12H,221
01/16/2021 11H,208
01/16/2021 10H,201
01/16/2021 09H,205
01/16/2021 08H,206
01/16/2021 07H,201
01/16/2021 06H,194
01/16/2021 05H,201
01/16/2021 04H,192
01/16/2021 03H,189
01/16/2021 02H,190
01/16/2021 01H,215
01/16/2021 00H,213
01/15/2021 23H,212
01/15/2021 22H,213
01/15/2021 21H,213
01/15/2021 20H,214
01/15/2021 19H,216
01/15/2021 18H,214
01/15/2021 17H,215
01/15/2021 16H,223
01/15/2021 15H,222
01/15/2021 14H,222
01/15/2021 13H,225
01/15/2021 12H,223
01/15/2021 11H,222
01/15/2021 10H,223
01/15/2021 09H,214
01/15/2021 08H,199
01/15/2021 07H,193
01/15/2021 06H,195
01/15/2021 05H,223
01/15/2021 04H,212
01/15/2021 03H,206
01/15/2021 02H,206
01/15/2021 01H,206
01/15/2021 00H,208
01/14/2021 23H,209
01/14/2021 22H,211
01/14/2021 21H,213
01/14/2021 20H,213
01/14/2021 19H,216
01/14/2021 18H,218
01/14/2021 17H,217
01/14/2021 16H,221
01/14/2021 15H,223
01/14/2021 14H,227
01/14/2021 13H,229
01/14/2021 12H,228
01/14/2021 11H,229
01/14/2021 10H,233
01/14/2021 09H,236
01/14/2021 08H,238
01/14/2021 07H,235
01/14/2021 06H,226
01/14/2021 05H,210
01/14/2021 04H,223
01/14/2021 03H,276
01/14/2021 02H,273
01/14/2021 01H,275
01/14/2021 00H,245
01/13/2021 23H,239
01/13/2021 22H,218
01/13/2021 21H,218
01/13/2021 20H,215
01/13/2021 19H,217
01/13/2021 18H,220
01/13/2021 17H,220
01/13/2021 16H,224
01/13/2021 15H,226
01/13/2021 14H,225
01/13/2021 13H,229
01/13/2021 12H,226
01/13/2021 11H,227
01/13/2021 10H,230
01/13/2021 09H,231
01/13/2021 08H,222
01/13/2021 07H,210
01/13/2021 06H,201
01/13/2021 05H,192
01/13/2021 04H,215
01/13/2021 03H,217
01/13/2021 02H,212
01/13/2021 01H,212
01/13/2021 00H,210
01/12/2021 23H,215
01/12/2021 22H,212
01/12/2021 21H,220
01/12/2021 20H,218
01/12/2021 19H,221
01/12/2021 18H,219
01/12/2021 17H,220
01/12/2021 16H,222
01/12/2021 15H,225
01/12/2021 14H,231
01/12/2021 13H,232
01/12/2021 12H,234
01/12/2021 11H,234
01/12/2021 10H,235
01/12/2021 09H,224
01/12/2021 08H,204
01/12/2021 07H,193
01/12/2021 06H,193
01/12/2021 05H,218
01/12/2021 04H,208
01/12/2021 03H,216
01/12/2021 02H,214
01/12/2021 01H,214
01/12/2021 00H,213
01/11/2021 23H,211
01/11/2021 22H,212
01/11/2021 21H,211
01/11/2021 20H,214
01/11/2021 19H,215
01/11/2021 18H,218
01/11/2021 17H,226
01/11/2021 16H,230
01/11/2021 15H,229
01/11/2021 14H,222
01/11/2021 13H,224
01/11/2021 12H,228
01/11/2021 11H,227
01/11/2021 10H,229
01/11/2021 09H,233
01/11/2021 08H,230
01/11/2021 07H,229
01/11/2021 06H,222
01/11/2021 05H,188
01/11/2021 04H,218
01/11/2021 03H,218
01/11/2021 02H,213
01/11/2021 01H,210
01/11/2021 00H,207
01/10/2021 23H,212
01/10/2021 22H,212
01/10/2021 21H,199
01/10/2021 20H,196
01/10/2021 19H,189
01/10/2021 18H,187
01/10/2021 17H,188
01/10/2021 16H,190
01/10/2021 15H,190
01/10/2021 14H,199
01/10/2021 13H,220
01/10/2021 12H,226
01/10/2021 11H,212
01/10/2021 10H,202
01/10/2021 09H,202
01/10/2021 08H,197
01/10/2021 07H,194
01/10/2021 06H,193
01/10/2021 05H,188
01/10/2021 04H,186
01/10/2021 03H,182
01/10/2021 02H,184
01/10/2021 01H,204
01/10/2021 00H,213
01/9/2021 23H,213
01/9/2021 22H,213
01/9/2021 21H,204
01/9/2021 20H,193
01/9/2021 19H,186
01/9/2021 18H,186
01/9/2021 17H,191
01/9/2021 16H,194
01/9/2021 15H,215
01/9/2021 14H,221
01/9/2021 13H,222
01/9/2021 12H,223
01/9/2021 11H,221
01/9/2021 10H,206
01/9/2021 09H,196
01/9/2021 08H,193
01/9/2021 07H,190
01/9/2021 06H,188
01/9/2021 05H,220
01/9/2021 04H,209
01/9/2021 03H,214
01/9/2021 02H,209
01/9/2021 01H,207
01/9/2021 00H,208
01/8/2021 23H,206
01/8/2021 22H,210
01/8/2021 21H,212
01/8/2021 20H,213
01/8/2021 19H,215
01/8/2021 18H,217
01/8/2021 17H,218
01/8/2021 16H,219
01/8/2021 15H,220
01/8/2021 14H,221
01/8/2021 13H,223
01/8/2021 12H,225
01/8/2021 11H,224
01/8/2021 10H,228
01/8/2021 09H,220
01/8/2021 08H,208
01/8/2021 07H,205
01/8/2021 06H,217
01/8/2021 05H,209
01/8/2021 04H,218
01/8/2021 03H,216
01/8/2021 02H,217
01/8/2021 01H,215
01/8/2021 00H,215
01/7/2021 23H,214
01/7/2021 22H,291
01/7/2021 21H,212
01/7/2021 20H,215
01/7/2021 19H,214
01/7/2021 18H,215
01/7/2021 17H,301
01/7/2021 16H,223
01/7/2021 15H,224
01/7/2021 14H,224
01/7/2021 13H,222
01/7/2021 12H,228
01/7/2021 11H,227
01/7/2021 10H,228
01/7/2021 09H,218
01/7/2021 08H,199
01/7/2021 07H,197
01/7/2021 06H,199
01/7/2021 05H,217
01/7/2021 04H,215
01/7/2021 03H,211
01/7/2021 02H,214
01/7/2021 01H,210
01/7/2021 00H,211
01/6/2021 23H,210
01/6/2021 22H,213
01/6/2021 21H,210
01/6/2021 20H,212
01/6/2021 19H,214
01/6/2021 18H,216
01/6/2021 17H,221
01/6/2021 16H,220
01/6/2021 15H,234
01/6/2021 14H,220
01/6/2021 13H,226
01/6/2021 12H,226
01/6/2021 11H,225
01/6/2021 10H,229
01/6/2021 09H,228
01/6/2021 08H,226
01/6/2021 07H,220
01/6/2021 06H,220
01/6/2021 05H,190
01/6/2021 04H,213
01/6/2021 03H,213
01/6/2021 02H,212
01/6/2021 01H,214
01/6/2021 00H,213
01/5/2021 23H,212
01/5/2021 22H,214
01/5/2021 21H,211
01/5/2021 20H,216
01/5/2021 19H,232
01/5/2021 18H,227
01/5/2021 17H,217
01/5/2021 16H,220
01/5/2021 15H,222
01/5/2021 14H,222
01/5/2021 13H,231
01/5/2021 12H,230
01/5/2021 11H,229
01/5/2021 10H,214
01/5/2021 09H,202
01/5/2021 08H,196
01/5/2021 07H,192
01/5/2021 06H,192
01/5/2021 05H,188
01/5/2021 04H,188
01/5/2021 03H,184
01/5/2021 02H,203
01/5/2021 01H,209
01/5/2021 00H,210
01/4/2021 23H,211
01/4/2021 22H,213
01/4/2021 21H,215
01/4/2021 20H,216
01/4/2021 19H,218
01/4/2021 18H,323
01/4/2021 17H,221
01/4/2021 16H,231
01/4/2021 15H,224
01/4/2021 14H,223
01/4/2021 13H,226
01/4/2021 12H,226
01/4/2021 11H,229
01/4/2021 10H,220
01/4/2021 09H,205
01/4/2021 08H,202
01/4/2021 07H,200
01/4/2021 06H,192
01/4/2021 05H,190
01/4/2021 04H,187
01/4/2021 03H,186
01/4/2021 02H,186
01/4/2021 01H,239
01/4/2021 00H,245
01/3/2021 23H,254
01/3/2021 22H,266
01/3/2021 21H,265
01/3/2021 20H,202
01/3/2021 19H,191
01/3/2021 18H,186
01/3/2021 17H,187
01/3/2021 16H,192
01/3/2021 15H,192
01/3/2021 14H,194
01/3/2021 13H,194
01/3/2021 12H,197
01/3/2021 11H,196
01/3/2021 10H,190
01/3/2021 09H,200
01/3/2021 08H,192
01/3/2021 07H,191
01/3/2021 06H,179
01/3/2021 05H,179
01/3/2021 04H,188
01/3/2021 03H,193
01/3/2021 02H,183
01/3/2021 01H,177
01/3/2021 00H,189
01/2/2021 23H,181
01/2/2021 22H,181
01/2/2021 21H,182
01/2/2021 20H,181
01/2/2021 19H,179
01/2/2021 18H,184
01/2/2021 17H,182
01/2/2021 16H,172
01/2/2021 15H,186
01/2/2021 14H,186
01/2/2021 13H,187
01/2/2021 12H,187
01/2/2021 11H,188
01/2/2021 10H,190
01/2/2021 09H,188
01/2/2021 08H,187
01/2/2021 07H,183
01/2/2021 06H,178
01/2/2021 05H,173
01/2/2021 04H,177
01/2/2021 03H,180
01/2/2021 02H,177
01/2/2021 01H,177
01/2/2021 00H,228
01/1/2021 23H,226
01/1/2021 22H,226
01/1/2021 21H,226
01/1/2021 20H,228
01/1/2021 19H,230
01/1/2021 18H,229
01/1/2021 17H,180
01/1/2021 16H,182
01/1/2021 15H,184
01/1/2021 14H,184
01/1/2021 13H,185
01/1/2021 12H,186
01/1/2021 11H,189
01/1/2021 10H,192
01/1/2021 09H,187
01/1/2021 08H,184
01/1/2021 07H,180
01/1/2021 06H,171
01/1/2021 05H,189
01/1/2021 04H,177
01/1/2021 03H,184
01/1/2021 02H,190
01/1/2021 01H,195
01/1/2021 00H,203
12/31/2020 23H,203
12/31/2020 22H,203
12/31/2020 21H,199
12/31/2020 20H,182
12/31/2020 19H,177
12/31/2020 18H,284
12/31/2020 17H,179
12/31/2020 16H,182
12/31/2020 15H,181
12/31/2020 14H,184
12/31/2020 13H,185
12/31/2020 12H,188
12/31/2020 11H,188
12/31/2020 10H,191
12/31/2020 09H,192
12/31/2020 08H,195
12/31/2020 07H,190
12/31/2020 06H,188
12/31/2020 05H,181
12/31/2020 04H,187
12/31/2020 03H,186
12/31/2020 02H,188
12/31/2020 01H,204
12/31/2020 00H,210
12/30/2020 23H,213
12/30/2020 22H,215
12/30/2020 21H,214
12/30/2020 20H,208
12/30/2020 19H,191
12/30/2020 18H,189
12/30/2020 17H,188
12/30/2020 16H,211
12/30/2020 15H,222
12/30/2020 14H,224
12/30/2020 13H,228
12/30/2020 12H,226
12/30/2020 11H,228
12/30/2020 10H,216
12/30/2020 09H,194
12/30/2020 08H,188
12/30/2020 07H,186
12/30/2020 06H,184
12/30/2020 05H,215
12/30/2020 04H,179
12/30/2020 03H,177
12/30/2020 02H,199
12/30/2020 01H,206
12/30/2020 00H,211
12/29/2020 23H,211
12/29/2020 22H,211
12/29/2020 21H,216
12/29/2020 20H,218
12/29/2020 19H,216
12/29/2020 18H,216
12/29/2020 17H,217
12/29/2020 16H,221
12/29/2020 15H,236
12/29/2020 14H,221
12/29/2020 13H,223
12/29/2020 12H,224
12/29/2020 11H,227
12/29/2020 10H,226
12/29/2020 09H,224
12/29/2020 08H,221
12/29/2020 07H,218
12/29/2020 06H,216
12/29/2020 05H,185
12/29/2020 04H,211
12/29/2020 03H,210
12/29/2020 02H,209
12/29/2020 01H,208
12/29/2020 00H,208
12/28/2020 23H,209
12/28/2020 22H,210
12/28/2020 21H,212
12/28/2020 20H,214
12/28/2020 19H,217
12/28/2020 18H,218
12/28/2020 17H,219
12/28/2020 16H,219
12/28/2020 15H,236
12/28/2020 14H,225
12/28/2020 13H,225
12/28/2020 12H,225
12/28/2020 11H,217
12/28/2020 10H,199
12/28/2020 09H,192
12/28/2020 08H,193
12/28/2020 07H,187
12/28/2020 06H,186
12/28/2020 05H,192
12/28/2020 04H,182
12/28/2020 03H,185
12/28/2020 02H,190
12/28/2020 01H,191
12/28/2020 00H,198
12/27/2020 23H,210
12/27/2020 22H,210
12/27/2020 21H,207
12/27/2020 20H,190
12/27/2020 19H,187
12/27/2020 18H,189
12/27/2020 17H,188
12/27/2020 16H,190
12/27/2020 15H,192
12/27/2020 14H,191
12/27/2020 13H,192
12/27/2020 12H,194
12/27/2020 11H,194
12/27/2020 10H,196
12/27/2020 09H,198
12/27/2020 08H,198
12/27/2020 07H,197
12/27/2020 06H,194
12/27/2020 05H,172
12/27/2020 04H,188
12/27/2020 03H,206
12/27/2020 02H,209
12/27/2020 01H,210
12/27/2020 00H,207
12/26/2020 23H,209
12/26/2020 22H,209
12/26/2020 21H,208
12/26/2020 20H,210
12/26/2020 19H,212
12/26/2020 18H,212
12/26/2020 17H,214
12/26/2020 16H,212
12/26/2020 15H,216
12/26/2020 14H,214
12/26/2020 13H,212
12/26/2020 12H,215
12/26/2020 11H,210
12/26/2020 10H,198
12/26/2020 09H,186
12/26/2020 08H,187
12/26/2020 07H,182
12/26/2020 06H,180
12/26/2020 05H,181
12/26/2020 04H,196
12/26/2020 03H,203
12/26/2020 02H,200
12/26/2020 01H,200
12/26/2020 00H,198
12/25/2020 23H,296
12/25/2020 22H,201
12/25/2020 21H,196
12/25/2020 20H,176
12/25/2020 19H,172
12/25/2020 18H,175
12/25/2020 17H,175
12/25/2020 16H,178
12/25/2020 15H,175
12/25/2020 14H,176
12/25/2020 13H,177
12/25/2020 12H,181
12/25/2020 11H,180
12/25/2020 10H,184
12/25/2020 09H,183
12/25/2020 08H,186
12/25/2020 07H,182
12/25/2020 06H,181
12/25/2020 05H,197
12/25/2020 04H,178
12/25/2020 03H,174
12/25/2020 02H,178
12/25/2020 01H,177
12/25/2020 00H,176
12/24/2020 23H,177
12/24/2020 22H,179
12/24/2020 21H,182
12/24/2020 20H,180
12/24/2020 19H,184
12/24/2020 18H,185
12/24/2020 17H,184
12/24/2020 16H,189
12/24/2020 15H,190
12/24/2020 14H,193
12/24/2020 13H,196
12/24/2020 12H,195
12/24/2020 11H,197
12/24/2020 10H,200
12/24/2020 09H,202
12/24/2020 08H,205
12/24/2020 07H,202
12/24/2020 06H,197
12/24/2020 05H,217
12/24/2020 04H,188
12/24/2020 03H,185
12/24/2020 02H,206
12/24/2020 01H,214
12/24/2020 00H,213
12/23/2020 23H,216
12/23/2020 22H,216
12/23/2020 21H,210
12/23/2020 20H,210
12/23/2020 19H,213
12/23/2020 18H,215
12/23/2020 17H,216
12/23/2020 16H,216
12/23/2020 15H,221
12/23/2020 14H,222
12/23/2020 13H,223
12/23/2020 12H,225
12/23/2020 11H,222
12/23/2020 10H,224
12/23/2020 09H,224
12/23/2020 08H,225
12/23/2020 07H,221
12/23/2020 06H,218
12/23/2020 05H,188
12/23/2020 04H,211
