Net generation from nuclear for Carolinas (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390107&sdid=EBA.CAR-ALL.NG.NUC.H
19:06:41 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAR-ALL.NG.NUC.H megawatthours
11/27/2018 22H,9439
11/27/2018 21H,9452
11/27/2018 20H,9449
11/27/2018 19H,9453
11/27/2018 18H,9450
11/27/2018 17H,9427
11/27/2018 16H,9436
11/27/2018 15H,9433
11/27/2018 14H,9438
11/27/2018 13H,9432
11/27/2018 12H,9430
11/27/2018 11H,9436
11/27/2018 10H,9431
11/27/2018 09H,9436
11/27/2018 08H,9427
11/27/2018 07H,9435
11/27/2018 06H,9430
11/27/2018 05H,9445
11/27/2018 04H,9449
11/27/2018 03H,9446
11/27/2018 02H,9433
11/27/2018 01H,9429
11/27/2018 00H,9425
11/26/2018 23H,9407
11/26/2018 22H,9250
11/26/2018 21H,9246
11/26/2018 20H,9245
11/26/2018 19H,9242
11/26/2018 18H,9245
11/26/2018 17H,9244
11/26/2018 16H,9247
11/26/2018 15H,9249
11/26/2018 14H,9253
11/26/2018 13H,9254
11/26/2018 12H,9252
11/26/2018 11H,9252
11/26/2018 10H,9257
11/26/2018 09H,9246
11/26/2018 08H,9255
11/26/2018 07H,9253
11/26/2018 06H,9182
11/26/2018 05H,9097
11/26/2018 04H,9045
11/26/2018 03H,9204
11/26/2018 02H,9207
11/26/2018 01H,9158
11/26/2018 00H,9037
11/25/2018 23H,9042
11/25/2018 22H,9041
11/25/2018 21H,9039
11/25/2018 20H,9046
11/25/2018 19H,9042
11/25/2018 18H,9048
11/25/2018 17H,9046
11/25/2018 16H,9054
11/25/2018 15H,9053
11/25/2018 14H,9047
11/25/2018 13H,9049
11/25/2018 12H,9051
11/25/2018 11H,9046
11/25/2018 10H,9045
11/25/2018 09H,9047
11/25/2018 08H,9051
11/25/2018 07H,9042
11/25/2018 06H,9051
11/25/2018 05H,9048
11/25/2018 04H,9046
11/25/2018 03H,9047
11/25/2018 02H,9047
11/25/2018 01H,9048
11/25/2018 00H,9049
11/24/2018 23H,9050
11/24/2018 22H,9046
11/24/2018 21H,9046
11/24/2018 20H,9053
11/24/2018 19H,8990
11/24/2018 18H,9021
11/24/2018 17H,9053
11/24/2018 16H,9049
11/24/2018 15H,9051
11/24/2018 14H,9047
11/24/2018 13H,9053
11/24/2018 12H,9045
11/24/2018 11H,9055
11/24/2018 10H,9048
11/24/2018 09H,9048
11/24/2018 08H,9055
11/24/2018 07H,9053
11/24/2018 06H,9055
11/24/2018 05H,9051
11/24/2018 04H,9049
11/24/2018 03H,9050
11/24/2018 02H,9051
11/24/2018 01H,9052
11/24/2018 00H,9048
11/23/2018 23H,9050
11/23/2018 22H,9057
11/23/2018 21H,9050
11/23/2018 20H,9054
11/23/2018 19H,9051
11/23/2018 18H,9055
11/23/2018 17H,9054
11/23/2018 16H,9052
11/23/2018 15H,9057
11/23/2018 14H,9055
11/23/2018 13H,9053
11/23/2018 12H,9055
11/23/2018 11H,9051
11/23/2018 10H,9052
11/23/2018 09H,9049
11/23/2018 08H,9052
11/23/2018 07H,9060
11/23/2018 06H,9046
11/23/2018 05H,9050
11/23/2018 04H,9053
11/23/2018 03H,9048
11/23/2018 02H,9048
11/23/2018 01H,9050
11/23/2018 00H,9049
11/22/2018 23H,9046
11/22/2018 22H,9047
11/22/2018 21H,9048
11/22/2018 20H,9046
11/22/2018 19H,9047
11/22/2018 18H,9049
11/22/2018 17H,9047
11/22/2018 16H,9044
11/22/2018 15H,9048
11/22/2018 14H,9043
11/22/2018 13H,9053
11/22/2018 12H,9050
11/22/2018 11H,9047
11/22/2018 10H,9045
11/22/2018 09H,9047
11/22/2018 08H,9053
11/22/2018 07H,9047
11/22/2018 06H,9048
11/22/2018 05H,9049
11/22/2018 04H,9052
11/22/2018 03H,9050
11/22/2018 02H,9049
11/22/2018 01H,9048
11/22/2018 00H,9051
11/21/2018 23H,9050
11/21/2018 22H,9047
11/21/2018 21H,9049
11/21/2018 20H,9049
11/21/2018 19H,9051
11/21/2018 18H,9054
11/21/2018 17H,9041
11/21/2018 16H,9044
11/21/2018 15H,9048
11/21/2018 14H,9049
11/21/2018 13H,9049
11/21/2018 12H,9056
11/21/2018 11H,9049
11/21/2018 10H,9048
11/21/2018 09H,9045
11/21/2018 08H,9052
11/21/2018 07H,9051
11/21/2018 06H,9046
11/21/2018 05H,9049
11/21/2018 04H,9049
11/21/2018 03H,9040
11/21/2018 02H,9046
11/21/2018 01H,9045
11/21/2018 00H,9041
11/20/2018 23H,9040
11/20/2018 22H,9040
11/20/2018 21H,9042
11/20/2018 20H,9039
11/20/2018 19H,9041
11/20/2018 18H,9040
11/20/2018 17H,9042
11/20/2018 16H,9040
11/20/2018 15H,9040
11/20/2018 14H,9043
11/20/2018 13H,9041
11/20/2018 12H,9040
11/20/2018 11H,9046
11/20/2018 10H,9039
11/20/2018 09H,9045
11/20/2018 08H,9042
11/20/2018 07H,9042
11/20/2018 06H,9039
11/20/2018 05H,9045
11/20/2018 04H,9034
11/20/2018 03H,9004
11/20/2018 02H,9043
11/20/2018 01H,9042
11/20/2018 00H,9041
11/19/2018 23H,9038
11/19/2018 22H,9042
11/19/2018 21H,9038
11/19/2018 20H,9038
11/19/2018 19H,9039
11/19/2018 18H,9043
11/19/2018 17H,9046
11/19/2018 16H,9048
11/19/2018 15H,9044
11/19/2018 14H,9047
11/19/2018 13H,9047
11/19/2018 12H,9043
11/19/2018 11H,9046
11/19/2018 10H,9049
11/19/2018 09H,9051
11/19/2018 08H,9044
11/19/2018 07H,9048
11/19/2018 06H,9047
11/19/2018 05H,9046
11/19/2018 04H,9047
11/19/2018 03H,9046
11/19/2018 02H,9048
11/19/2018 01H,9037
11/19/2018 00H,9040
11/18/2018 23H,9039
11/18/2018 22H,9042
11/18/2018 21H,9047
11/18/2018 20H,9047
11/18/2018 19H,9050
11/18/2018 18H,9053
11/18/2018 17H,9057
11/18/2018 16H,9056
11/18/2018 15H,9065
11/18/2018 14H,9064
11/18/2018 13H,9059
11/18/2018 12H,9062
11/18/2018 11H,9059
11/18/2018 10H,9064
11/18/2018 09H,9059
11/18/2018 08H,9063
11/18/2018 07H,9059
11/18/2018 06H,9059
11/18/2018 05H,9061
11/18/2018 04H,9052
11/18/2018 03H,9055
11/18/2018 02H,9047
11/18/2018 01H,9039
11/18/2018 00H,9030
11/17/2018 23H,9021
11/17/2018 22H,9014
11/17/2018 21H,9004
11/17/2018 20H,9000
11/17/2018 19H,8904
11/17/2018 18H,8939
11/17/2018 17H,8955
11/17/2018 16H,8949
11/17/2018 15H,8936
11/17/2018 14H,8924
11/17/2018 13H,8906
11/17/2018 12H,8885
11/17/2018 11H,8861
11/17/2018 10H,8840
11/17/2018 09H,8829
11/17/2018 08H,8954
11/17/2018 07H,9053
11/17/2018 06H,9161
11/17/2018 05H,9264
11/17/2018 04H,9407
11/17/2018 03H,9707
11/17/2018 02H,10041
11/17/2018 01H,10116
11/17/2018 00H,10120
11/16/2018 23H,10115
11/16/2018 22H,10121
11/16/2018 21H,10123
11/16/2018 20H,10116
11/16/2018 19H,10127
11/16/2018 18H,10123
11/16/2018 17H,10130
11/16/2018 16H,10133
11/16/2018 15H,10134
11/16/2018 14H,10134
11/16/2018 13H,10136
11/16/2018 12H,10131
11/16/2018 11H,10133
11/16/2018 10H,10130
11/16/2018 09H,10122
11/16/2018 08H,10110
11/16/2018 07H,10097
11/16/2018 06H,10067
11/16/2018 05H,10032
11/16/2018 04H,9994
11/16/2018 03H,9972
11/16/2018 02H,9954
11/16/2018 01H,9942
11/16/2018 00H,9937
11/15/2018 23H,9937
11/15/2018 22H,9916
11/15/2018 21H,9906
11/15/2018 20H,9866
11/15/2018 19H,9826
11/15/2018 18H,9794
11/15/2018 17H,9790
11/15/2018 16H,9795
11/15/2018 15H,9793
11/15/2018 14H,9796
11/15/2018 13H,9771
11/15/2018 12H,9728
11/15/2018 11H,9678
11/15/2018 10H,9633
11/15/2018 09H,9603
11/15/2018 08H,9540
11/15/2018 07H,9441
11/15/2018 06H,9401
11/15/2018 05H,9411
11/15/2018 04H,9397
11/15/2018 03H,9340
11/15/2018 02H,9238
11/15/2018 01H,9246
11/15/2018 00H,9346
11/14/2018 23H,9344
11/14/2018 22H,9348
11/14/2018 21H,9341
11/14/2018 20H,9225
11/14/2018 19H,9214
11/14/2018 18H,9217
11/14/2018 17H,9217
11/14/2018 16H,9213
11/14/2018 15H,9216
11/14/2018 14H,9219
11/14/2018 13H,9210
11/14/2018 12H,9213
11/14/2018 11H,9211
11/14/2018 10H,9209
11/14/2018 09H,9210
11/14/2018 08H,9214
11/14/2018 07H,9210
11/14/2018 06H,9208
11/14/2018 05H,9205
11/14/2018 04H,9200
11/14/2018 03H,9199
11/14/2018 02H,9201
11/14/2018 01H,9202
11/14/2018 00H,9199
11/13/2018 23H,9198
11/13/2018 22H,9209
11/13/2018 21H,9209
11/13/2018 20H,9220
11/13/2018 19H,9223
11/13/2018 18H,9226
11/13/2018 17H,9197
11/13/2018 16H,9110
11/13/2018 15H,9113
11/13/2018 14H,9115
11/13/2018 13H,9124
11/13/2018 12H,9112
11/13/2018 11H,9117
11/13/2018 10H,9115
11/13/2018 09H,9118
11/13/2018 08H,9112
11/13/2018 07H,9121
11/13/2018 06H,9120
11/13/2018 05H,9120
11/13/2018 04H,9128
11/13/2018 03H,9123
11/13/2018 02H,9119
11/13/2018 01H,9127
11/13/2018 00H,9123
11/12/2018 23H,9118
11/12/2018 22H,9187
11/12/2018 21H,9253
11/12/2018 20H,9252
11/12/2018 19H,9261
11/12/2018 18H,9259
11/12/2018 17H,9266
11/12/2018 16H,9260
11/12/2018 15H,9266
11/12/2018 14H,9261
11/12/2018 13H,9265
11/12/2018 12H,9270
11/12/2018 11H,9276
11/12/2018 10H,9275
11/12/2018 09H,9278
11/12/2018 08H,9278
11/12/2018 07H,9279
11/12/2018 06H,9277
11/12/2018 05H,9281
11/12/2018 04H,9279
11/12/2018 03H,9283
11/12/2018 02H,9281
11/12/2018 01H,9280
11/12/2018 00H,9282
11/11/2018 23H,9289
11/11/2018 22H,9288
11/11/2018 21H,9288
11/11/2018 20H,9287
11/11/2018 19H,9292
11/11/2018 18H,9294
11/11/2018 17H,9294
11/11/2018 16H,9297
11/11/2018 15H,9295
11/11/2018 14H,9294
11/11/2018 13H,9294
11/11/2018 12H,9298
11/11/2018 11H,9292
11/11/2018 10H,9293
11/11/2018 09H,9292
11/11/2018 08H,9288
11/11/2018 07H,9292
11/11/2018 06H,9290
11/11/2018 05H,9295
11/11/2018 04H,9292
11/11/2018 03H,9293
11/11/2018 02H,9286
11/11/2018 01H,9273
11/11/2018 00H,9281
11/10/2018 23H,9274
11/10/2018 22H,9277
11/10/2018 21H,9276
11/10/2018 20H,9285
11/10/2018 19H,9286
11/10/2018 18H,9290
11/10/2018 17H,9289
11/10/2018 16H,9292
11/10/2018 15H,9283
11/10/2018 14H,9284
11/10/2018 13H,9293
11/10/2018 12H,9287
11/10/2018 11H,9290
11/10/2018 10H,9283
11/10/2018 09H,9284
11/10/2018 08H,9284
11/10/2018 07H,9284
11/10/2018 06H,9281
11/10/2018 05H,9283
11/10/2018 04H,9283
11/10/2018 03H,9284
11/10/2018 02H,9280
11/10/2018 01H,9280
11/10/2018 00H,9284
11/9/2018 23H,9279
11/9/2018 22H,9278
11/9/2018 21H,9279
11/9/2018 20H,9275
11/9/2018 19H,9264
11/9/2018 18H,9283
11/9/2018 17H,9285
11/9/2018 16H,9281
11/9/2018 15H,9282
11/9/2018 14H,9286
11/9/2018 13H,9287
11/9/2018 12H,9281
11/9/2018 11H,9288
11/9/2018 10H,9278
11/9/2018 09H,9284
11/9/2018 08H,9279
11/9/2018 07H,9280
11/9/2018 06H,9272
11/9/2018 05H,9279
11/9/2018 04H,9275
11/9/2018 03H,9266
11/9/2018 02H,9268
11/9/2018 01H,9272
11/9/2018 00H,9273
11/8/2018 23H,9265
11/8/2018 22H,9271
11/8/2018 21H,9267
11/8/2018 20H,9274
11/8/2018 19H,9273
11/8/2018 18H,9275
11/8/2018 17H,9274
11/8/2018 16H,9273
11/8/2018 15H,9277
11/8/2018 14H,9281
11/8/2018 13H,9284
11/8/2018 12H,9287
11/8/2018 11H,9278
11/8/2018 10H,9281
11/8/2018 09H,9277
11/8/2018 08H,9277
11/8/2018 07H,9281
11/8/2018 06H,9281
11/8/2018 05H,9275
11/8/2018 04H,9282
11/8/2018 03H,9286
11/8/2018 02H,9279
11/8/2018 01H,9278
11/8/2018 00H,9275
11/7/2018 23H,9275
11/7/2018 22H,9277
11/7/2018 21H,9275
11/7/2018 20H,9275
11/7/2018 19H,9274
11/7/2018 18H,9276
11/7/2018 17H,9287
11/7/2018 16H,9284
11/7/2018 15H,9285
11/7/2018 14H,9294
11/7/2018 13H,9289
11/7/2018 12H,9294
11/7/2018 11H,9290
11/7/2018 10H,9285
11/7/2018 09H,9289
11/7/2018 08H,9278
11/7/2018 07H,9281
11/7/2018 06H,9272
11/7/2018 05H,9282
11/7/2018 04H,9269
11/7/2018 03H,9276
11/7/2018 02H,9269
11/7/2018 01H,9266
11/7/2018 00H,9265
11/6/2018 23H,9259
11/6/2018 22H,9265
11/6/2018 21H,9264
11/6/2018 20H,9271
11/6/2018 19H,9257
11/6/2018 18H,9259
11/6/2018 17H,9253
11/6/2018 16H,9250
11/6/2018 15H,9243
11/6/2018 14H,9254
11/6/2018 13H,9256
11/6/2018 12H,9259
11/6/2018 11H,9264
11/6/2018 10H,9266
11/6/2018 09H,9269
11/6/2018 08H,9275
11/6/2018 07H,9281
11/6/2018 06H,9287
11/6/2018 05H,9293
11/6/2018 04H,9288
11/6/2018 03H,9272
11/6/2018 02H,9291
11/6/2018 01H,9282
11/6/2018 00H,9289
11/5/2018 23H,9280
11/5/2018 22H,9286
11/5/2018 21H,9288
11/5/2018 20H,9287
11/5/2018 19H,9286
11/5/2018 18H,9292
11/5/2018 17H,9291
11/5/2018 16H,9295
11/5/2018 15H,9294
11/5/2018 14H,9295
11/5/2018 13H,9301
11/5/2018 12H,9296
11/5/2018 11H,9294
11/5/2018 10H,9295
11/5/2018 09H,9297
11/5/2018 08H,9297
11/5/2018 07H,9300
11/5/2018 06H,9298
11/5/2018 05H,9300
11/5/2018 04H,9300
11/5/2018 03H,9297
11/5/2018 02H,9300
11/5/2018 01H,9301
11/5/2018 00H,9304
11/4/2018 23H,9302
11/4/2018 22H,9300
11/4/2018 21H,9301
11/4/2018 20H,9306
11/4/2018 19H,9303
11/4/2018 18H,9305
11/4/2018 17H,9313
11/4/2018 16H,9316
11/4/2018 15H,9315
11/4/2018 14H,9317
11/4/2018 13H,9318
11/4/2018 12H,9323
11/4/2018 11H,9318
11/4/2018 10H,9320
11/4/2018 09H,9314
11/4/2018 08H,9313
11/4/2018 07H,9336
11/4/2018 06H,9341
11/4/2018 05H,9320
11/4/2018 04H,9318
11/4/2018 03H,9319
11/4/2018 02H,9314
11/4/2018 01H,9319
11/4/2018 00H,9317
11/3/2018 23H,9320
11/3/2018 22H,9322
11/3/2018 21H,9320
11/3/2018 20H,9321
11/3/2018 19H,9327
11/3/2018 18H,9326
11/3/2018 17H,9319
11/3/2018 16H,9314
11/3/2018 15H,9314
11/3/2018 14H,9304
11/3/2018 13H,9298
11/3/2018 12H,9292
11/3/2018 11H,9277
11/3/2018 10H,9265
11/3/2018 09H,9246
11/3/2018 08H,9221
11/3/2018 07H,9192
11/3/2018 06H,9170
11/3/2018 05H,9138
11/3/2018 04H,9073
11/3/2018 03H,8991
11/3/2018 02H,9211
11/3/2018 01H,9246
11/3/2018 00H,9284
11/2/2018 23H,9281
11/2/2018 22H,9279
11/2/2018 21H,9279
11/2/2018 20H,9275
11/2/2018 19H,9271
11/2/2018 18H,9275
11/2/2018 17H,9278
11/2/2018 16H,9282
11/2/2018 15H,9286
11/2/2018 14H,9281
11/2/2018 13H,9292
11/2/2018 12H,9284
11/2/2018 11H,9285
11/2/2018 10H,9286
11/2/2018 09H,9287
11/2/2018 08H,9284
11/2/2018 07H,9278
11/2/2018 06H,9282
11/2/2018 05H,9279
11/2/2018 04H,9287
11/2/2018 03H,9273
11/2/2018 02H,9277
11/2/2018 01H,9280
11/2/2018 00H,9277
11/1/2018 23H,9280
11/1/2018 22H,9280
11/1/2018 21H,9278
11/1/2018 20H,9277
11/1/2018 19H,9281
11/1/2018 18H,9279
11/1/2018 17H,9287
11/1/2018 16H,9297
11/1/2018 15H,9303
11/1/2018 14H,9307
11/1/2018 13H,9309
11/1/2018 12H,9307
11/1/2018 11H,9310
11/1/2018 10H,9308
11/1/2018 09H,9308
11/1/2018 08H,9312
11/1/2018 07H,9306
11/1/2018 06H,9313
11/1/2018 05H,9309
11/1/2018 04H,9307
11/1/2018 03H,9308
11/1/2018 02H,9300
11/1/2018 01H,9299
11/1/2018 00H,9300
10/31/2018 23H,9300
10/31/2018 22H,9300
10/31/2018 21H,9301
10/31/2018 20H,9297
10/31/2018 19H,9293
10/31/2018 18H,9287
10/31/2018 17H,9292
10/31/2018 16H,9297
10/31/2018 15H,9308
10/31/2018 14H,9307
10/31/2018 13H,9322
10/31/2018 12H,9315
10/31/2018 11H,9319
10/31/2018 10H,9311
10/31/2018 09H,9322
10/31/2018 08H,9318
10/31/2018 07H,9316
10/31/2018 06H,9320
10/31/2018 05H,9306
10/31/2018 04H,9315
10/31/2018 03H,9314
10/31/2018 02H,9310
10/31/2018 01H,9312
10/31/2018 00H,9307
10/30/2018 23H,9305
10/30/2018 22H,9309
10/30/2018 21H,9312
10/30/2018 20H,9311
10/30/2018 19H,9313
10/30/2018 18H,9311
10/30/2018 17H,9317
10/30/2018 16H,9322
10/30/2018 15H,9328
10/30/2018 14H,9324
10/30/2018 13H,9324
10/30/2018 12H,9326
10/30/2018 11H,9320
10/30/2018 10H,9322
10/30/2018 09H,9319
10/30/2018 08H,9320
10/30/2018 07H,9314
10/30/2018 06H,9315
10/30/2018 05H,9316
10/30/2018 04H,9311
10/30/2018 03H,9304
10/30/2018 02H,9304
10/30/2018 01H,9310
10/30/2018 00H,9306
10/29/2018 23H,9307
10/29/2018 22H,9308
10/29/2018 21H,9310
10/29/2018 20H,9304
10/29/2018 19H,9308
10/29/2018 18H,9312
10/29/2018 17H,9310
10/29/2018 16H,9322
10/29/2018 15H,9322
10/29/2018 14H,9317
10/29/2018 13H,9324
10/29/2018 12H,9321
10/29/2018 11H,9308
10/29/2018 10H,9297
10/29/2018 09H,9278
10/29/2018 08H,9262
10/29/2018 07H,9241
10/29/2018 06H,9214
10/29/2018 05H,9296
10/29/2018 04H,9294
10/29/2018 03H,9302
10/29/2018 02H,9301
10/29/2018 01H,9295
10/29/2018 00H,9294
10/28/2018 23H,9301
10/28/2018 22H,9301
10/28/2018 21H,9299
10/28/2018 20H,9304
10/28/2018 19H,9305
10/28/2018 18H,9301
10/28/2018 17H,9311
10/28/2018 16H,9311
10/28/2018 15H,9319
10/28/2018 14H,9320
10/28/2018 13H,9318
10/28/2018 12H,9319
10/28/2018 11H,9318
10/28/2018 10H,9321
10/28/2018 09H,9322
10/28/2018 08H,9312
10/28/2018 07H,9319
10/28/2018 06H,9316
10/28/2018 05H,9315
10/28/2018 04H,9313
10/28/2018 03H,9317
10/28/2018 02H,9303
10/28/2018 01H,9289
10/28/2018 00H,9273
10/27/2018 23H,9257
10/27/2018 22H,9232
10/27/2018 21H,9215
10/27/2018 20H,9200
10/27/2018 19H,9175
10/27/2018 18H,9135
10/27/2018 17H,9047
10/27/2018 16H,8912
10/27/2018 15H,8953
10/27/2018 14H,8985
10/27/2018 13H,9084
10/27/2018 12H,9104
10/27/2018 11H,9102
10/27/2018 10H,9108
10/27/2018 09H,9171
10/27/2018 08H,9213
10/27/2018 07H,9216
10/27/2018 06H,9218
10/27/2018 05H,9215
10/27/2018 04H,9221
10/27/2018 03H,9236
10/27/2018 02H,9282
10/27/2018 01H,9320
10/27/2018 00H,9329
10/26/2018 23H,9332
10/26/2018 22H,9331
10/26/2018 21H,9334
10/26/2018 20H,9329
10/26/2018 19H,9340
10/26/2018 18H,9337
10/26/2018 17H,9337
10/26/2018 16H,9341
10/26/2018 15H,9344
10/26/2018 14H,9334
10/26/2018 13H,9341
10/26/2018 12H,9342
10/26/2018 11H,9336
10/26/2018 10H,9335
10/26/2018 09H,9332
10/26/2018 08H,9330
10/26/2018 07H,9308
10/26/2018 06H,9314
10/26/2018 05H,9307
10/26/2018 04H,9319
10/26/2018 03H,9333
10/26/2018 02H,9336
10/26/2018 01H,9337
10/26/2018 00H,9337
10/25/2018 23H,9335
10/25/2018 22H,9342
10/25/2018 21H,9337
10/25/2018 20H,9336
10/25/2018 19H,9339
10/25/2018 18H,9342
10/25/2018 17H,9341
10/25/2018 16H,9346
10/25/2018 15H,9346
10/25/2018 14H,9342
10/25/2018 13H,9349
10/25/2018 12H,9344
10/25/2018 11H,9340
10/25/2018 10H,9340
10/25/2018 09H,9342
10/25/2018 08H,9337
10/25/2018 07H,9337
10/25/2018 06H,9335
10/25/2018 05H,9333
10/25/2018 04H,9335
10/25/2018 03H,9330
10/25/2018 02H,9335
10/25/2018 01H,9328
10/25/2018 00H,9329
10/24/2018 23H,9336
10/24/2018 22H,9327
10/24/2018 21H,9334
10/24/2018 20H,9322
10/24/2018 19H,9332
10/24/2018 18H,9333
10/24/2018 17H,9334
10/24/2018 16H,9335
10/24/2018 15H,9338
10/24/2018 14H,9342
10/24/2018 13H,9345
10/24/2018 12H,9341
10/24/2018 11H,9337
10/24/2018 10H,9335
10/24/2018 09H,9335
10/24/2018 08H,9334
10/24/2018 07H,9330
10/24/2018 06H,9326
10/24/2018 05H,9332
10/24/2018 04H,9329
10/24/2018 03H,9328
10/24/2018 02H,9327
10/24/2018 01H,9322
10/24/2018 00H,9316
10/23/2018 23H,9327
10/23/2018 22H,9325
10/23/2018 21H,9327
10/23/2018 20H,9322
10/23/2018 19H,9326
10/23/2018 18H,9322
10/23/2018 17H,9310
10/23/2018 16H,9310
10/23/2018 15H,9310
10/23/2018 14H,9315
10/23/2018 13H,9318
10/23/2018 12H,9314
10/23/2018 11H,9313
10/23/2018 10H,9316
10/23/2018 09H,9314
10/23/2018 08H,9316
10/23/2018 07H,9306
10/23/2018 06H,9311
10/23/2018 05H,9310
10/23/2018 04H,9310
10/23/2018 03H,9308
10/23/2018 02H,9307
10/23/2018 01H,9306
10/23/2018 00H,9308
10/22/2018 23H,9312
10/22/2018 22H,9309
10/22/2018 21H,9310
10/22/2018 20H,9306
10/22/2018 19H,9315
10/22/2018 18H,9314
10/22/2018 17H,9317
10/22/2018 16H,9318
10/22/2018 15H,9317
10/22/2018 14H,9320
10/22/2018 13H,9331
10/22/2018 12H,9325
10/22/2018 11H,9323
10/22/2018 10H,9324
10/22/2018 09H,9320
10/22/2018 08H,9326
10/22/2018 07H,9316
10/22/2018 06H,9322
10/22/2018 05H,9323
10/22/2018 04H,9311
10/22/2018 03H,9317
10/22/2018 02H,9307
10/22/2018 01H,9315
10/22/2018 00H,9313
10/21/2018 23H,9315
10/21/2018 22H,9313
10/21/2018 21H,9311
10/21/2018 20H,9323
10/21/2018 19H,9331
10/21/2018 18H,9330
10/21/2018 17H,9337
10/21/2018 16H,9333
10/21/2018 15H,9338
10/21/2018 14H,9335
10/21/2018 13H,9343
10/21/2018 12H,9341
10/21/2018 11H,9333
10/21/2018 10H,9334
10/21/2018 09H,9323
10/21/2018 08H,9319
10/21/2018 07H,9314
10/21/2018 06H,9309
10/21/2018 05H,9315
10/21/2018 04H,9312
10/21/2018 03H,9302
10/21/2018 02H,9293
10/21/2018 01H,9291
10/21/2018 00H,9278
10/20/2018 23H,9284
10/20/2018 22H,9277
10/20/2018 21H,9274
10/20/2018 20H,9278
10/20/2018 19H,9274
10/20/2018 18H,9278
10/20/2018 17H,9279
10/20/2018 16H,9276
10/20/2018 15H,9279
10/20/2018 14H,9269
10/20/2018 13H,9282
10/20/2018 12H,9273
10/20/2018 11H,9277
10/20/2018 10H,9269
10/20/2018 09H,9256
10/20/2018 08H,9243
10/20/2018 07H,9225
10/20/2018 06H,9215
10/20/2018 05H,9188
10/20/2018 04H,9150
10/20/2018 03H,9085
10/20/2018 02H,9204
10/20/2018 01H,9503
10/20/2018 00H,9812
10/19/2018 23H,9923
10/19/2018 22H,10045
10/19/2018 21H,10055
10/19/2018 20H,10052
10/19/2018 19H,10055
10/19/2018 18H,10067
10/19/2018 17H,10061
10/19/2018 16H,10069
10/19/2018 15H,10069
10/19/2018 14H,10071
10/19/2018 13H,10072
10/19/2018 12H,10072
10/19/2018 11H,10072
10/19/2018 10H,10075
10/19/2018 09H,10077
10/19/2018 08H,10069
10/19/2018 07H,10072
10/19/2018 06H,10076
10/19/2018 05H,10074
10/19/2018 04H,10069
10/19/2018 03H,10075
10/19/2018 02H,10067
10/19/2018 01H,10060
10/19/2018 00H,10062
10/18/2018 23H,10063
10/18/2018 22H,10072
10/18/2018 21H,10058
10/18/2018 20H,10058
10/18/2018 19H,10062
10/18/2018 18H,10057
10/18/2018 17H,10064
10/18/2018 16H,10067
10/18/2018 15H,10067
10/18/2018 14H,10050
10/18/2018 13H,10033
10/18/2018 12H,9996
10/18/2018 11H,9978
10/18/2018 10H,9967
10/18/2018 09H,9946
10/18/2018 08H,9945
10/18/2018 07H,9943
10/18/2018 06H,9942
10/18/2018 05H,9936
10/18/2018 04H,9936
10/18/2018 03H,9929
10/18/2018 02H,9925
10/18/2018 01H,9923
10/18/2018 00H,9924
10/17/2018 23H,9921
10/17/2018 22H,9917
10/17/2018 21H,9915
10/17/2018 20H,9915
10/17/2018 19H,9913
10/17/2018 18H,9914
10/17/2018 17H,9912
10/17/2018 16H,9907
10/17/2018 15H,9906
10/17/2018 14H,9906
10/17/2018 13H,9903
10/17/2018 12H,9910
10/17/2018 11H,9908
10/17/2018 10H,9907
10/17/2018 09H,9912
10/17/2018 08H,9912
10/17/2018 07H,9910
10/17/2018 06H,9910
10/17/2018 05H,9908
10/17/2018 04H,9913
10/17/2018 03H,9905
10/17/2018 02H,9905
10/17/2018 01H,9906
10/17/2018 00H,9894
10/16/2018 23H,9911
10/16/2018 22H,9908
10/16/2018 21H,9912
10/16/2018 20H,9899
10/16/2018 19H,9905
10/16/2018 18H,9909
10/16/2018 17H,9911
10/16/2018 16H,9917
10/16/2018 15H,9922
10/16/2018 14H,9924
10/16/2018 13H,9917
10/16/2018 12H,9917
10/16/2018 11H,9926
10/16/2018 10H,9916
10/16/2018 09H,9921
10/16/2018 08H,9926
10/16/2018 07H,9924
10/16/2018 06H,9918
10/16/2018 05H,9914
10/16/2018 04H,9917
10/16/2018 03H,9914
10/16/2018 02H,9919
10/16/2018 01H,9917
10/16/2018 00H,9907
10/15/2018 23H,9906
10/15/2018 22H,9907
10/15/2018 21H,9902
10/15/2018 20H,9897
10/15/2018 19H,9893
10/15/2018 18H,9896
10/15/2018 17H,9913
10/15/2018 16H,9918
10/15/2018 15H,9928
10/15/2018 14H,9936
10/15/2018 13H,9931
10/15/2018 12H,9930
10/15/2018 11H,9932
10/15/2018 10H,9940
10/15/2018 09H,9935
10/15/2018 08H,9951
10/15/2018 07H,9943
10/15/2018 06H,9905
10/15/2018 05H,9877
10/15/2018 04H,9839
10/15/2018 03H,9797
10/15/2018 02H,9757
10/15/2018 01H,9717
10/15/2018 00H,9680
10/14/2018 23H,9649
10/14/2018 22H,9646
10/14/2018 21H,9633
10/14/2018 20H,9627
10/14/2018 19H,9625
10/14/2018 18H,9627
10/14/2018 17H,9624
10/14/2018 16H,9618
10/14/2018 15H,9610
10/14/2018 14H,9617
