Net generation from nuclear for Carolinas (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390107&sdid=EBA.CAR-ALL.NG.NUC.H
19:06:41 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAR-ALL.NG.NUC.H megawatthours
03/12/2021 05H,11029
03/12/2021 04H,11028
03/12/2021 03H,11026
03/12/2021 02H,11023
03/12/2021 01H,11028
03/12/2021 00H,11025
03/11/2021 23H,11017
03/11/2021 22H,11020
03/11/2021 21H,11018
03/11/2021 20H,11017
03/11/2021 19H,11021
03/11/2021 18H,11029
03/11/2021 17H,11020
03/11/2021 16H,11035
03/11/2021 15H,11042
03/11/2021 14H,11040
03/11/2021 13H,11045
03/11/2021 12H,11046
03/11/2021 11H,11053
03/11/2021 10H,11052
03/11/2021 09H,11046
03/11/2021 08H,11049
03/11/2021 07H,11051
03/11/2021 06H,11042
03/11/2021 05H,11046
03/11/2021 04H,11036
03/11/2021 03H,11038
03/11/2021 02H,11035
03/11/2021 01H,11037
03/11/2021 00H,11037
03/10/2021 23H,11036
03/10/2021 22H,11037
03/10/2021 21H,11060
03/10/2021 20H,11054
03/10/2021 19H,11060
03/10/2021 18H,11065
03/10/2021 17H,11063
03/10/2021 16H,11074
03/10/2021 15H,11081
03/10/2021 14H,11080
03/10/2021 13H,11081
03/10/2021 12H,11080
03/10/2021 11H,11079
03/10/2021 10H,11082
03/10/2021 09H,11077
03/10/2021 08H,11087
03/10/2021 07H,11087
03/10/2021 06H,11085
03/10/2021 05H,11084
03/10/2021 04H,11082
03/10/2021 03H,11090
03/10/2021 02H,11078
03/10/2021 01H,11082
03/10/2021 00H,11081
03/9/2021 23H,11082
03/9/2021 22H,11076
03/9/2021 21H,11081
03/9/2021 20H,11077
03/9/2021 19H,11076
03/9/2021 18H,11077
03/9/2021 17H,11081
03/9/2021 16H,11082
03/9/2021 15H,11100
03/9/2021 14H,11102
03/9/2021 13H,11107
03/9/2021 12H,11094
03/9/2021 11H,11095
03/9/2021 10H,11097
03/9/2021 09H,11095
03/9/2021 08H,11097
03/9/2021 07H,11088
03/9/2021 06H,11093
03/9/2021 05H,11094
03/9/2021 04H,11091
03/9/2021 03H,11088
03/9/2021 02H,11091
03/9/2021 01H,11094
03/9/2021 00H,11097
03/8/2021 23H,11097
03/8/2021 22H,11099
03/8/2021 21H,11099
03/8/2021 20H,11101
03/8/2021 19H,11103
03/8/2021 18H,11106
03/8/2021 17H,11105
03/8/2021 16H,11116
03/8/2021 15H,11114
03/8/2021 14H,11115
03/8/2021 13H,11117
03/8/2021 12H,11112
03/8/2021 11H,11118
03/8/2021 10H,11116
03/8/2021 09H,11113
03/8/2021 08H,11111
03/8/2021 07H,11118
03/8/2021 06H,11112
03/8/2021 05H,11118
03/8/2021 04H,11116
03/8/2021 03H,11118
03/8/2021 02H,11110
03/8/2021 01H,11111
03/8/2021 00H,11115
03/7/2021 23H,11113
03/7/2021 22H,11115
03/7/2021 21H,11109
03/7/2021 20H,11115
03/7/2021 19H,11108
03/7/2021 18H,11117
03/7/2021 17H,11116
03/7/2021 16H,11117
03/7/2021 15H,11118
03/7/2021 14H,11117
03/7/2021 13H,11121
03/7/2021 12H,11117
03/7/2021 11H,11118
03/7/2021 10H,11117
03/7/2021 09H,11115
03/7/2021 08H,11116
03/7/2021 07H,11114
03/7/2021 06H,11111
03/7/2021 05H,11106
03/7/2021 04H,11111
03/7/2021 03H,11111
03/7/2021 02H,11110
03/7/2021 01H,11105
03/7/2021 00H,11120
03/6/2021 23H,11117
03/6/2021 22H,11106
03/6/2021 21H,11114
03/6/2021 20H,11086
03/6/2021 19H,11094
03/6/2021 18H,11098
03/6/2021 17H,10914
03/6/2021 16H,10990
03/6/2021 15H,11105
03/6/2021 14H,11108
03/6/2021 13H,11106
03/6/2021 12H,11112
03/6/2021 11H,11108
03/6/2021 10H,11104
03/6/2021 09H,11114
03/6/2021 08H,11102
03/6/2021 07H,11112
03/6/2021 06H,11102
03/6/2021 05H,11101
03/6/2021 04H,11100
03/6/2021 03H,11101
03/6/2021 02H,11241
03/6/2021 01H,11306
03/6/2021 00H,11453
03/5/2021 23H,11543
03/5/2021 22H,11648
03/5/2021 21H,11788
03/5/2021 20H,11945
03/5/2021 19H,11996
03/5/2021 18H,12004
03/5/2021 17H,12004
03/5/2021 16H,12000
03/5/2021 15H,12006
03/5/2021 14H,12010
03/5/2021 13H,12005
03/5/2021 12H,11996
03/5/2021 11H,12005
03/5/2021 10H,12002
03/5/2021 09H,11999
03/5/2021 08H,12003
03/5/2021 07H,12001
03/5/2021 06H,12003
03/5/2021 05H,11998
03/5/2021 04H,11986
03/5/2021 03H,11991
03/5/2021 02H,11988
03/5/2021 01H,11985
03/5/2021 00H,11989
03/4/2021 23H,11978
03/4/2021 22H,11985
03/4/2021 21H,11985
03/4/2021 20H,11984
03/4/2021 19H,11986
03/4/2021 18H,11993
03/4/2021 17H,11994
03/4/2021 16H,12003
03/4/2021 15H,12007
03/4/2021 14H,12006
03/4/2021 13H,12011
03/4/2021 12H,12004
03/4/2021 11H,12006
03/4/2021 10H,12007
03/4/2021 09H,11997
03/4/2021 08H,12009
03/4/2021 07H,12007
03/4/2021 06H,11998
03/4/2021 05H,12007
03/4/2021 04H,12008
03/4/2021 03H,11996
03/4/2021 02H,12002
03/4/2021 01H,11996
03/4/2021 00H,12004
03/3/2021 23H,12005
03/3/2021 22H,12002
03/3/2021 21H,12003
03/3/2021 20H,12004
03/3/2021 19H,12011
03/3/2021 18H,12009
03/3/2021 17H,12011
03/3/2021 16H,12011
03/3/2021 15H,12023
03/3/2021 14H,12008
03/3/2021 13H,12015
03/3/2021 12H,12012
03/3/2021 11H,12015
03/3/2021 10H,12011
03/3/2021 09H,12011
03/3/2021 08H,12022
03/3/2021 07H,12012
03/3/2021 06H,12022
03/3/2021 05H,12016
03/3/2021 04H,12014
03/3/2021 03H,12020
03/3/2021 02H,12012
03/3/2021 01H,12007
03/3/2021 00H,12014
03/2/2021 23H,12024
03/2/2021 22H,12000
03/2/2021 21H,12016
03/2/2021 20H,12015
03/2/2021 19H,12002
03/2/2021 18H,12016
03/2/2021 17H,12011
03/2/2021 16H,12011
03/2/2021 15H,12006
03/2/2021 14H,12004
03/2/2021 13H,12011
03/2/2021 12H,11998
03/2/2021 11H,12011
03/2/2021 10H,12007
03/2/2021 09H,11999
03/2/2021 08H,12012
03/2/2021 07H,12005
03/2/2021 06H,12007
03/2/2021 05H,12006
03/2/2021 04H,12001
03/2/2021 03H,11995
03/2/2021 02H,11995
03/2/2021 01H,11991
03/2/2021 00H,11982
03/1/2021 23H,11982
03/1/2021 22H,11974
03/1/2021 21H,11971
03/1/2021 20H,11972
03/1/2021 19H,11975
03/1/2021 18H,11978
03/1/2021 17H,11983
03/1/2021 16H,11977
03/1/2021 15H,11972
03/1/2021 14H,11976
03/1/2021 13H,11958
03/1/2021 12H,11954
03/1/2021 11H,11965
03/1/2021 10H,11965
03/1/2021 09H,11960
03/1/2021 08H,11972
03/1/2021 07H,11967
03/1/2021 06H,11960
03/1/2021 05H,11966
03/1/2021 04H,11964
03/1/2021 03H,11963
03/1/2021 02H,11960
03/1/2021 01H,11950
03/1/2021 00H,11961
02/28/2021 23H,11950
02/28/2021 22H,11950
02/28/2021 21H,11953
02/28/2021 20H,11963
02/28/2021 19H,11964
02/28/2021 18H,11988
02/28/2021 17H,11988
02/28/2021 16H,11990
02/28/2021 15H,12001
02/28/2021 14H,12000
02/28/2021 13H,12003
02/28/2021 12H,12001
02/28/2021 11H,12001
02/28/2021 10H,12009
02/28/2021 09H,12005
02/28/2021 08H,12010
02/28/2021 07H,12011
02/28/2021 06H,12007
02/28/2021 05H,12010
02/28/2021 04H,12013
02/28/2021 03H,12000
02/28/2021 02H,12003
02/28/2021 01H,11995
02/28/2021 00H,11993
02/27/2021 23H,11995
02/27/2021 22H,11996
02/27/2021 21H,11990
02/27/2021 20H,12006
02/27/2021 19H,12007
02/27/2021 18H,12010
02/27/2021 17H,12007
02/27/2021 16H,12018
02/27/2021 15H,12015
02/27/2021 14H,12028
02/27/2021 13H,12014
02/27/2021 12H,12018
02/27/2021 11H,12026
02/27/2021 10H,12017
02/27/2021 09H,12011
02/27/2021 08H,12021
02/27/2021 07H,12015
02/27/2021 06H,12013
02/27/2021 05H,12018
02/27/2021 04H,12012
02/27/2021 03H,12016
02/27/2021 02H,12017
02/27/2021 01H,12013
02/27/2021 00H,12006
02/26/2021 23H,12006
02/26/2021 22H,12009
02/26/2021 21H,12004
02/26/2021 20H,12003
02/26/2021 19H,12008
02/26/2021 18H,11990
02/26/2021 17H,12009
02/26/2021 16H,12013
02/26/2021 15H,12009
02/26/2021 14H,12014
02/26/2021 13H,12013
02/26/2021 12H,12007
02/26/2021 11H,12010
02/26/2021 10H,12001
02/26/2021 09H,11997
02/26/2021 08H,11999
02/26/2021 07H,11997
02/26/2021 06H,11996
02/26/2021 05H,11986
02/26/2021 04H,11989
02/26/2021 03H,11977
02/26/2021 02H,11980
02/26/2021 01H,11948
02/26/2021 00H,11906
02/25/2021 23H,11878
02/25/2021 22H,11832
02/25/2021 21H,11817
02/25/2021 20H,11816
02/25/2021 19H,11797
02/25/2021 18H,11731
02/25/2021 17H,11712
02/25/2021 16H,11716
02/25/2021 15H,11667
02/25/2021 14H,11656
02/25/2021 13H,11650
02/25/2021 12H,11588
02/25/2021 11H,11461
02/25/2021 10H,11344
02/25/2021 09H,11256
02/25/2021 08H,11267
02/25/2021 07H,11264
02/25/2021 06H,11257
02/25/2021 05H,11260
02/25/2021 04H,11260
02/25/2021 03H,11257
02/25/2021 02H,11256
02/25/2021 01H,11251
02/25/2021 00H,11257
02/24/2021 23H,11243
02/24/2021 22H,11249
02/24/2021 21H,11236
02/24/2021 20H,11250
02/24/2021 19H,11251
02/24/2021 18H,11259
02/24/2021 17H,11263
02/24/2021 16H,11264
02/24/2021 15H,11277
02/24/2021 14H,11277
02/24/2021 13H,11288
02/24/2021 12H,11277
02/24/2021 11H,11285
02/24/2021 10H,11251
02/24/2021 09H,11148
02/24/2021 08H,11034
02/24/2021 07H,10926
02/24/2021 06H,10810
02/24/2021 05H,10796
02/24/2021 04H,10794
02/24/2021 03H,10782
02/24/2021 02H,10789
02/24/2021 01H,10782
02/24/2021 00H,10787
02/23/2021 23H,10783
02/23/2021 22H,10781
02/23/2021 21H,10780
02/23/2021 20H,10781
02/23/2021 19H,10777
02/23/2021 18H,10794
02/23/2021 17H,10790
02/23/2021 16H,10805
02/23/2021 15H,10808
02/23/2021 14H,10808
02/23/2021 13H,10823
02/23/2021 12H,10807
02/23/2021 11H,10817
02/23/2021 10H,10807
02/23/2021 09H,10809
02/23/2021 08H,10805
02/23/2021 07H,10800
02/23/2021 06H,10798
02/23/2021 05H,10798
02/23/2021 04H,10796
02/23/2021 03H,10795
02/23/2021 02H,10795
02/23/2021 01H,10794
02/23/2021 00H,10797
02/22/2021 23H,10801
02/22/2021 22H,10798
02/22/2021 21H,10799
02/22/2021 20H,10806
02/22/2021 19H,10793
02/22/2021 18H,10799
02/22/2021 17H,10809
02/22/2021 16H,10817
02/22/2021 15H,10810
02/22/2021 14H,10823
02/22/2021 13H,10815
02/22/2021 12H,10825
02/22/2021 11H,10819
02/22/2021 10H,10820
02/22/2021 09H,10825
02/22/2021 08H,10819
02/22/2021 07H,10823
02/22/2021 06H,10819
02/22/2021 05H,10819
02/22/2021 04H,10819
02/22/2021 03H,10817
02/22/2021 02H,10821
02/22/2021 01H,10816
02/22/2021 00H,10821
02/21/2021 23H,10821
02/21/2021 22H,10823
02/21/2021 21H,10827
02/21/2021 20H,10826
02/21/2021 19H,10823
02/21/2021 18H,10821
02/21/2021 17H,10830
02/21/2021 16H,10826
02/21/2021 15H,10823
02/21/2021 14H,10832
02/21/2021 13H,10831
02/21/2021 12H,10825
02/21/2021 11H,10829
02/21/2021 10H,10824
02/21/2021 09H,10825
02/21/2021 08H,10827
02/21/2021 07H,10921
02/21/2021 06H,11183
02/21/2021 05H,11360
02/21/2021 04H,11518
02/21/2021 03H,11872
02/21/2021 02H,12047
02/21/2021 01H,12046
02/21/2021 00H,12053
02/20/2021 23H,12048
02/20/2021 22H,12053
02/20/2021 21H,12047
02/20/2021 20H,12047
02/20/2021 19H,12053
02/20/2021 18H,12052
02/20/2021 17H,12058
02/20/2021 16H,12047
02/20/2021 15H,12053
02/20/2021 14H,12059
02/20/2021 13H,12052
02/20/2021 12H,12051
02/20/2021 11H,12055
02/20/2021 10H,12057
02/20/2021 09H,12056
02/20/2021 08H,12052
02/20/2021 07H,12053
02/20/2021 06H,12056
02/20/2021 05H,12042
02/20/2021 04H,12044
02/20/2021 03H,12046
02/20/2021 02H,12039
02/20/2021 01H,12044
02/20/2021 00H,12040
02/19/2021 23H,12043
02/19/2021 22H,12039
02/19/2021 21H,12016
02/19/2021 20H,12017
02/19/2021 19H,12013
02/19/2021 18H,12022
02/19/2021 17H,12022
02/19/2021 16H,12022
02/19/2021 15H,12020
02/19/2021 14H,12016
02/19/2021 13H,12020
02/19/2021 12H,12021
02/19/2021 11H,12022
02/19/2021 10H,12025
02/19/2021 09H,12026
02/19/2021 08H,12037
02/19/2021 07H,12050
02/19/2021 06H,12046
02/19/2021 05H,12054
02/19/2021 04H,12046
02/19/2021 03H,12049
02/19/2021 02H,12047
02/19/2021 01H,12051
02/19/2021 00H,12047
02/18/2021 23H,12050
02/18/2021 22H,12044
02/18/2021 21H,12043
02/18/2021 20H,12054
02/18/2021 19H,12040
02/18/2021 18H,12034
02/18/2021 17H,12020
02/18/2021 16H,12025
02/18/2021 15H,12025
02/18/2021 14H,12040
02/18/2021 13H,12038
02/18/2021 12H,12039
02/18/2021 11H,12039
02/18/2021 10H,12045
02/18/2021 09H,12034
02/18/2021 08H,12039
02/18/2021 07H,12046
02/18/2021 06H,12031
02/18/2021 05H,12042
02/18/2021 04H,12044
02/18/2021 03H,12043
02/18/2021 02H,12039
02/18/2021 01H,12044
02/18/2021 00H,12038
02/17/2021 23H,12042
02/17/2021 22H,12036
02/17/2021 21H,12046
02/17/2021 20H,12045
02/17/2021 19H,12042
02/17/2021 18H,12052
02/17/2021 17H,12054
02/17/2021 16H,12053
02/17/2021 15H,12052
02/17/2021 14H,12054
02/17/2021 13H,12059
02/17/2021 12H,12051
02/17/2021 11H,12058
02/17/2021 10H,12052
02/17/2021 09H,12059
02/17/2021 08H,12055
02/17/2021 07H,12049
02/17/2021 06H,12056
02/17/2021 05H,12045
02/17/2021 04H,12048
02/17/2021 03H,12041
02/17/2021 02H,12034
02/17/2021 01H,11990
02/17/2021 00H,11932
02/16/2021 23H,11919
02/16/2021 22H,11917
02/16/2021 21H,11914
02/16/2021 20H,11912
02/16/2021 19H,11915
02/16/2021 18H,11910
02/16/2021 17H,11914
02/16/2021 16H,11915
02/16/2021 15H,11911
02/16/2021 14H,11917
02/16/2021 13H,11904
02/16/2021 12H,11911
02/16/2021 11H,11909
02/16/2021 10H,11908
02/16/2021 09H,11908
02/16/2021 08H,11906
02/16/2021 07H,11910
02/16/2021 06H,11954
02/16/2021 05H,12038
02/16/2021 04H,12036
02/16/2021 03H,12033
02/16/2021 02H,12042
02/16/2021 01H,12032
02/16/2021 00H,12044
02/15/2021 23H,12045
02/15/2021 22H,12043
02/15/2021 21H,12042
02/15/2021 20H,12047
02/15/2021 19H,12045
02/15/2021 18H,12045
02/15/2021 17H,12050
02/15/2021 16H,12049
02/15/2021 15H,12051
02/15/2021 14H,12049
02/15/2021 13H,12050
02/15/2021 12H,12051
02/15/2021 11H,12047
02/15/2021 10H,12040
02/15/2021 09H,12032
02/15/2021 08H,12009
02/15/2021 07H,11994
02/15/2021 06H,11966
02/15/2021 05H,11986
02/15/2021 04H,11977
02/15/2021 03H,12005
02/15/2021 02H,12045
02/15/2021 01H,12049
02/15/2021 00H,12048
02/14/2021 23H,12042
02/14/2021 22H,12048
02/14/2021 21H,12049
02/14/2021 20H,12045
02/14/2021 19H,12053
02/14/2021 18H,12054
02/14/2021 17H,12054
02/14/2021 16H,12057
02/14/2021 15H,12053
02/14/2021 14H,12053
02/14/2021 13H,12050
02/14/2021 12H,12056
02/14/2021 11H,12051
02/14/2021 10H,12052
02/14/2021 09H,12056
02/14/2021 08H,12051
02/14/2021 07H,12054
02/14/2021 06H,12053
02/14/2021 05H,12054
02/14/2021 04H,12048
02/14/2021 03H,12051
02/14/2021 02H,12052
02/14/2021 01H,12049
02/14/2021 00H,12047
02/13/2021 23H,12054
02/13/2021 22H,12051
02/13/2021 21H,12049
02/13/2021 20H,12050
02/13/2021 19H,12034
02/13/2021 18H,12023
02/13/2021 17H,12027
02/13/2021 16H,12034
02/13/2021 15H,12020
02/13/2021 14H,12025
02/13/2021 13H,12034
02/13/2021 12H,12056
02/13/2021 11H,12056
02/13/2021 10H,12053
02/13/2021 09H,12053
02/13/2021 08H,12049
02/13/2021 07H,12050
02/13/2021 06H,12055
02/13/2021 05H,12058
02/13/2021 04H,12053
02/13/2021 03H,12052
02/13/2021 02H,12051
02/13/2021 01H,12055
02/13/2021 00H,12050
02/12/2021 23H,12054
02/12/2021 22H,12048
02/12/2021 21H,12054
02/12/2021 20H,12056
02/12/2021 19H,12050
02/12/2021 18H,12053
02/12/2021 17H,12051
02/12/2021 16H,12048
02/12/2021 15H,12050
02/12/2021 14H,12050
02/12/2021 13H,12047
02/12/2021 12H,12044
02/12/2021 11H,12046
02/12/2021 10H,12050
02/12/2021 09H,12044
02/12/2021 08H,12047
02/12/2021 07H,12046
02/12/2021 06H,12046
02/12/2021 05H,12036
02/12/2021 04H,12039
02/12/2021 03H,12042
02/12/2021 02H,12035
02/12/2021 01H,12035
02/12/2021 00H,12038
02/11/2021 23H,12029
02/11/2021 22H,12026
02/11/2021 21H,12038
02/11/2021 20H,12016
02/11/2021 19H,12039
02/11/2021 18H,12035
02/11/2021 17H,12022
02/11/2021 16H,12032
02/11/2021 15H,12029
02/11/2021 14H,12030
02/11/2021 13H,12032
02/11/2021 12H,12037
02/11/2021 11H,12038
02/11/2021 10H,12034
02/11/2021 09H,12031
02/11/2021 08H,12038
02/11/2021 07H,12042
02/11/2021 06H,12030
02/11/2021 05H,12034
02/11/2021 04H,12039
02/11/2021 03H,12036
02/11/2021 02H,12033
02/11/2021 01H,12029
02/11/2021 00H,12034
02/10/2021 23H,12030
02/10/2021 22H,12031
02/10/2021 21H,12023
02/10/2021 20H,12031
02/10/2021 19H,12026
02/10/2021 18H,12030
02/10/2021 17H,12037
02/10/2021 16H,12032
02/10/2021 15H,12042
02/10/2021 14H,12039
02/10/2021 13H,12037
02/10/2021 12H,12041
02/10/2021 11H,12038
02/10/2021 10H,12035
02/10/2021 09H,12042
02/10/2021 08H,12032
02/10/2021 07H,12033
02/10/2021 06H,12031
02/10/2021 05H,12030
02/10/2021 04H,12022
02/10/2021 03H,12026
02/10/2021 02H,12015
02/10/2021 01H,12010
02/10/2021 00H,12018
02/9/2021 23H,12010
02/9/2021 22H,12013
02/9/2021 21H,12019
02/9/2021 20H,12016
02/9/2021 19H,12018
02/9/2021 18H,12030
02/9/2021 17H,12042
02/9/2021 16H,12038
02/9/2021 15H,12041
02/9/2021 14H,12031
02/9/2021 13H,12019
02/9/2021 12H,12007
02/9/2021 11H,11999
02/9/2021 10H,11978
02/9/2021 09H,11960
02/9/2021 08H,11942
02/9/2021 07H,11927
02/9/2021 06H,11918
02/9/2021 05H,11902
02/9/2021 04H,11805
02/9/2021 03H,11805
02/9/2021 02H,11988
02/9/2021 01H,11974
02/9/2021 00H,11993
02/8/2021 23H,11981
02/8/2021 22H,11983
02/8/2021 21H,11984
02/8/2021 20H,11979
02/8/2021 19H,11981
02/8/2021 18H,11983
02/8/2021 17H,11990
02/8/2021 16H,11994
02/8/2021 15H,11992
02/8/2021 14H,11996
02/8/2021 13H,11998
02/8/2021 12H,11997
02/8/2021 11H,12004
02/8/2021 10H,12000
02/8/2021 09H,12002
02/8/2021 08H,12004
02/8/2021 07H,12007
02/8/2021 06H,12006
02/8/2021 05H,12008
02/8/2021 04H,11999
02/8/2021 03H,12006
02/8/2021 02H,12008
02/8/2021 01H,12010
02/8/2021 00H,12007
02/7/2021 23H,12012
02/7/2021 22H,12014
02/7/2021 21H,12012
02/7/2021 20H,12013
02/7/2021 19H,12004
02/7/2021 18H,12000
02/7/2021 17H,11985
02/7/2021 16H,11981
02/7/2021 15H,11978
02/7/2021 14H,11969
02/7/2021 13H,11953
02/7/2021 12H,11947
02/7/2021 11H,11938
02/7/2021 10H,11934
02/7/2021 09H,11923
02/7/2021 08H,11906
02/7/2021 07H,11908
02/7/2021 06H,11889
02/7/2021 05H,11876
02/7/2021 04H,11859
02/7/2021 03H,11848
02/7/2021 02H,11821
02/7/2021 01H,11824
02/7/2021 00H,11828
02/6/2021 23H,11796
02/6/2021 22H,11791
02/6/2021 21H,11778
02/6/2021 20H,11769
02/6/2021 19H,11748
02/6/2021 18H,11758
02/6/2021 17H,11746
02/6/2021 16H,11738
02/6/2021 15H,11741
02/6/2021 14H,11747
02/6/2021 13H,11745
02/6/2021 12H,11743
02/6/2021 11H,11757
02/6/2021 10H,11790
02/6/2021 09H,11766
02/6/2021 08H,11753
02/6/2021 07H,11747
02/6/2021 06H,11708
02/6/2021 05H,11689
02/6/2021 04H,11738
02/6/2021 03H,11841
02/6/2021 02H,12028
02/6/2021 01H,12046
02/6/2021 00H,12036
02/5/2021 23H,12036
02/5/2021 22H,12034
02/5/2021 21H,12030
02/5/2021 20H,12028
02/5/2021 19H,12032
02/5/2021 18H,12037
02/5/2021 17H,12038
02/5/2021 16H,12033
02/5/2021 15H,12038
02/5/2021 14H,12041
02/5/2021 13H,12045
02/5/2021 12H,12046
02/5/2021 11H,12044
02/5/2021 10H,12039
02/5/2021 09H,12043
02/5/2021 08H,12048
02/5/2021 07H,12040
02/5/2021 06H,12048
02/5/2021 05H,12042
02/5/2021 04H,12042
02/5/2021 03H,12041
02/5/2021 02H,12048
02/5/2021 01H,12051
02/5/2021 00H,12051
02/4/2021 23H,12053
02/4/2021 22H,12048
02/4/2021 21H,12048
02/4/2021 20H,12052
02/4/2021 19H,12061
02/4/2021 18H,12058
02/4/2021 17H,12061
02/4/2021 16H,12065
02/4/2021 15H,12067
02/4/2021 14H,12059
02/4/2021 13H,12072
02/4/2021 12H,12063
02/4/2021 11H,12068
02/4/2021 10H,12065
02/4/2021 09H,12067
02/4/2021 08H,12065
02/4/2021 07H,12063
02/4/2021 06H,12064
02/4/2021 05H,12063
02/4/2021 04H,12063
02/4/2021 03H,12057
02/4/2021 02H,12054
02/4/2021 01H,12055
02/4/2021 00H,12061
02/3/2021 23H,12056
02/3/2021 22H,12052
02/3/2021 21H,12069
02/3/2021 20H,12051
02/3/2021 19H,12064
02/3/2021 18H,12063
02/3/2021 17H,12068
02/3/2021 16H,12063
02/3/2021 15H,12071
02/3/2021 14H,12074
02/3/2021 13H,12075
02/3/2021 12H,12062
02/3/2021 11H,12074
02/3/2021 10H,12068
02/3/2021 09H,12070
02/3/2021 08H,12075
02/3/2021 07H,12073
02/3/2021 06H,12074
02/3/2021 05H,12069
02/3/2021 04H,12072
02/3/2021 03H,12062
02/3/2021 02H,12061
02/3/2021 01H,12065
02/3/2021 00H,12051
02/2/2021 23H,12060
02/2/2021 22H,12055
02/2/2021 21H,12057
02/2/2021 20H,12055
02/2/2021 19H,12052
02/2/2021 18H,12050
02/2/2021 17H,12059
02/2/2021 16H,12065
02/2/2021 15H,12064
02/2/2021 14H,12062
02/2/2021 13H,12069
02/2/2021 12H,12066
02/2/2021 11H,12070
02/2/2021 10H,12068
02/2/2021 09H,12064
02/2/2021 08H,12063
02/2/2021 07H,12061
02/2/2021 06H,12058
02/2/2021 05H,12057
02/2/2021 04H,12058
02/2/2021 03H,12057
02/2/2021 02H,12060
02/2/2021 01H,12055
02/2/2021 00H,12050
02/1/2021 23H,12046
02/1/2021 22H,12053
02/1/2021 21H,12046
02/1/2021 20H,12057
02/1/2021 19H,12066
02/1/2021 18H,12056
02/1/2021 17H,12063
02/1/2021 16H,12058
02/1/2021 15H,12057
02/1/2021 14H,12062
02/1/2021 13H,12057
02/1/2021 12H,12059
02/1/2021 11H,12062
02/1/2021 10H,12060
02/1/2021 09H,12063
02/1/2021 08H,12062
02/1/2021 07H,12060
02/1/2021 06H,12060
02/1/2021 05H,12062
02/1/2021 04H,12062
02/1/2021 03H,12058
02/1/2021 02H,12058
02/1/2021 01H,12058
02/1/2021 00H,12059
01/31/2021 23H,12054
01/31/2021 22H,12063
01/31/2021 21H,12057
01/31/2021 20H,12061
01/31/2021 19H,12064
01/31/2021 18H,12059
01/31/2021 17H,12062
01/31/2021 16H,12061
01/31/2021 15H,12063
01/31/2021 14H,12063
01/31/2021 13H,12059
01/31/2021 12H,12064
01/31/2021 11H,12064
01/31/2021 10H,12061
01/31/2021 09H,12060
01/31/2021 08H,12061
01/31/2021 07H,12062
01/31/2021 06H,12063
01/31/2021 05H,12062
01/31/2021 04H,12058
01/31/2021 03H,12061
01/31/2021 02H,12054
01/31/2021 01H,12064
01/31/2021 00H,12060
01/30/2021 23H,12056
01/30/2021 22H,12056
01/30/2021 21H,12060
01/30/2021 20H,12069
01/30/2021 19H,12058
01/30/2021 18H,12074
01/30/2021 17H,12077
01/30/2021 16H,12056
01/30/2021 15H,12056
01/30/2021 14H,12045
01/30/2021 13H,12039
01/30/2021 12H,12026
01/30/2021 11H,12019
01/30/2021 10H,12015
01/30/2021 09H,11992
01/30/2021 08H,11905
01/30/2021 07H,11774
01/30/2021 06H,11770
01/30/2021 05H,11766
01/30/2021 04H,11764
01/30/2021 03H,11912
01/30/2021 02H,12067
01/30/2021 01H,12066
01/30/2021 00H,12066
01/29/2021 23H,12072
01/29/2021 22H,12060
01/29/2021 21H,12067
01/29/2021 20H,12066
01/29/2021 19H,12064
01/29/2021 18H,12070
01/29/2021 17H,12071
01/29/2021 16H,12063
01/29/2021 15H,12071
01/29/2021 14H,12065
01/29/2021 13H,12071
01/29/2021 12H,12065
01/29/2021 11H,12066
01/29/2021 10H,12066
01/29/2021 09H,12062
01/29/2021 08H,12070
01/29/2021 07H,12065
01/29/2021 06H,12068
01/29/2021 05H,12069
01/29/2021 04H,12068
01/29/2021 03H,12071
01/29/2021 02H,12057
01/29/2021 01H,12060
01/29/2021 00H,12064
01/28/2021 23H,12064
01/28/2021 22H,12058
01/28/2021 21H,12059
01/28/2021 20H,12057
01/28/2021 19H,12055
01/28/2021 18H,12054
01/28/2021 17H,12056
01/28/2021 16H,12050
01/28/2021 15H,12056
01/28/2021 14H,12054
01/28/2021 13H,12049
01/28/2021 12H,12048
01/28/2021 11H,12048
01/28/2021 10H,12055
01/28/2021 09H,12044
01/28/2021 08H,12041
01/28/2021 07H,12048
01/28/2021 06H,12037
01/28/2021 05H,12041
01/28/2021 04H,12047
01/28/2021 03H,12036
01/28/2021 02H,12023
01/28/2021 01H,12034
01/28/2021 00H,12033
01/27/2021 23H,12031
01/27/2021 22H,12023
01/27/2021 21H,12025
01/27/2021 20H,12028
01/27/2021 19H,12032
01/27/2021 18H,12031
01/27/2021 17H,12032
01/27/2021 16H,12030
01/27/2021 15H,12034
01/27/2021 14H,12032
01/27/2021 13H,12036
01/27/2021 12H,12031
01/27/2021 11H,12033
01/27/2021 10H,12031
01/27/2021 09H,12034
01/27/2021 08H,12029
01/27/2021 07H,12029
01/27/2021 06H,12031
01/27/2021 05H,12027
01/27/2021 04H,12032
01/27/2021 03H,12027
01/27/2021 02H,12031
01/27/2021 01H,12030
01/27/2021 00H,12032
01/26/2021 23H,12030
01/26/2021 22H,12043
01/26/2021 21H,12034
