Net generation from natural gas for Carolinas (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390107&sdid=EBA.CAR-ALL.NG.NG.H
19:06:34 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAR-ALL.NG.NG.H megawatthours
10/7/2021 18H,9869
10/7/2021 17H,9661
10/7/2021 16H,9403
10/7/2021 15H,9190
10/7/2021 14H,8981
10/7/2021 13H,8608
10/7/2021 12H,8139
10/7/2021 11H,7444
10/7/2021 10H,7027
10/7/2021 09H,6582
10/7/2021 08H,6574
10/7/2021 07H,6550
10/7/2021 06H,6888
10/7/2021 05H,7328
10/7/2021 04H,7793
10/7/2021 03H,8891
10/7/2021 02H,9781
10/7/2021 01H,10201
10/7/2021 00H,10660
10/6/2021 23H,10643
10/6/2021 22H,10484
10/6/2021 21H,10052
10/6/2021 20H,10008
10/6/2021 19H,9907
10/6/2021 18H,9750
10/6/2021 17H,9234
10/6/2021 16H,8774
10/6/2021 15H,8009
10/6/2021 14H,7660
10/6/2021 13H,7431
10/6/2021 12H,7425
10/6/2021 11H,6672
10/6/2021 10H,6018
10/6/2021 09H,5677
10/6/2021 08H,5616
10/6/2021 07H,5694
10/6/2021 06H,5890
10/6/2021 05H,6256
10/6/2021 04H,6782
10/6/2021 03H,7505
10/6/2021 02H,8802
10/6/2021 01H,10174
10/6/2021 00H,10949
10/5/2021 23H,10880
10/5/2021 22H,10630
10/5/2021 21H,10246
10/5/2021 20H,10039
10/5/2021 19H,9981
10/5/2021 18H,9865
10/5/2021 17H,9171
10/5/2021 16H,8579
10/5/2021 15H,7508
10/5/2021 14H,7141
10/5/2021 13H,6987
10/5/2021 12H,6849
10/5/2021 11H,6257
10/5/2021 10H,5789
10/5/2021 09H,5441
10/5/2021 08H,5401
10/5/2021 07H,5669
10/5/2021 06H,5811
10/5/2021 05H,5803
10/5/2021 04H,6345
10/5/2021 03H,7772
10/5/2021 02H,9076
10/5/2021 01H,9750
10/5/2021 00H,9943
10/4/2021 23H,9902
10/4/2021 22H,9972
10/4/2021 21H,9842
10/4/2021 20H,9701
10/4/2021 19H,9415
10/4/2021 18H,9111
10/4/2021 17H,8202
10/4/2021 16H,7407
10/4/2021 15H,6741
10/4/2021 14H,6297
10/4/2021 13H,6202
10/4/2021 12H,6210
10/4/2021 11H,5962
10/4/2021 10H,5657
10/4/2021 09H,5482
10/4/2021 08H,5467
10/4/2021 07H,5375
10/4/2021 06H,5567
10/4/2021 05H,5670
10/4/2021 04H,6315
10/4/2021 03H,7703
10/4/2021 02H,8931
10/4/2021 01H,9115
10/4/2021 00H,9218
10/3/2021 23H,9201
10/3/2021 22H,8767
10/3/2021 21H,8626
10/3/2021 20H,8288
10/3/2021 19H,7559
10/3/2021 18H,6790
10/3/2021 17H,5972
10/3/2021 16H,5561
10/3/2021 15H,5411
10/3/2021 14H,5234
10/3/2021 13H,5264
10/3/2021 12H,5253
10/3/2021 11H,5342
10/3/2021 10H,5159
10/3/2021 09H,5026
10/3/2021 08H,5071
10/3/2021 07H,5146
10/3/2021 06H,5254
10/3/2021 05H,5716
10/3/2021 04H,6033
10/3/2021 03H,6707
10/3/2021 02H,7249
10/3/2021 01H,8151
10/3/2021 00H,9055
10/2/2021 23H,9062
10/2/2021 22H,8614
10/2/2021 21H,8161
10/2/2021 20H,7777
10/2/2021 19H,7360
10/2/2021 18H,6474
10/2/2021 17H,6085
10/2/2021 16H,5867
10/2/2021 15H,5451
10/2/2021 14H,5069
10/2/2021 13H,5256
10/2/2021 12H,5340
10/2/2021 11H,5268
10/2/2021 10H,5063
10/2/2021 09H,4829
10/2/2021 08H,4895
10/2/2021 07H,5198
10/2/2021 06H,5328
10/2/2021 05H,5466
10/2/2021 04H,6244
10/2/2021 03H,6862
10/2/2021 02H,7206
10/2/2021 01H,7704
10/2/2021 00H,8255
10/1/2021 23H,8450
10/1/2021 22H,8326
10/1/2021 21H,8077
10/1/2021 20H,7656
10/1/2021 19H,7432
10/1/2021 18H,7092
10/1/2021 17H,6724
10/1/2021 16H,6549
10/1/2021 15H,6109
10/1/2021 14H,5498
10/1/2021 13H,5713
10/1/2021 12H,6018
10/1/2021 11H,6035
10/1/2021 10H,5708
10/1/2021 09H,5365
10/1/2021 08H,5320
10/1/2021 07H,5332
10/1/2021 06H,5604
10/1/2021 05H,5944
10/1/2021 04H,6176
10/1/2021 03H,6667
10/1/2021 02H,7344
10/1/2021 01H,8919
10/1/2021 00H,9335
09/30/2021 23H,9309
09/30/2021 22H,9295
09/30/2021 21H,8778
09/30/2021 20H,8157
09/30/2021 19H,7663
09/30/2021 18H,7200
09/30/2021 17H,6853
09/30/2021 16H,6212
09/30/2021 15H,5829
09/30/2021 14H,5581
09/30/2021 13H,5711
09/30/2021 12H,5841
09/30/2021 11H,5585
09/30/2021 10H,5200
09/30/2021 09H,4838
09/30/2021 08H,4858
09/30/2021 07H,5060
09/30/2021 06H,5255
09/30/2021 05H,5477
09/30/2021 04H,6022
09/30/2021 03H,6938
09/30/2021 02H,8496
09/30/2021 01H,9867
09/30/2021 00H,10825
09/29/2021 23H,11398
09/29/2021 22H,11002
09/29/2021 21H,10479
09/29/2021 20H,9946
09/29/2021 19H,8955
09/29/2021 18H,7408
09/29/2021 17H,6607
09/29/2021 16H,6004
09/29/2021 15H,5630
09/29/2021 14H,5554
09/29/2021 13H,5974
09/29/2021 12H,6382
09/29/2021 11H,6102
09/29/2021 10H,5664
09/29/2021 09H,5062
09/29/2021 08H,5023
09/29/2021 07H,5101
09/29/2021 06H,5227
09/29/2021 05H,5582
09/29/2021 04H,6027
09/29/2021 03H,6869
09/29/2021 02H,8389
09/29/2021 01H,10363
09/29/2021 00H,11078
09/28/2021 23H,11254
09/28/2021 22H,10947
09/28/2021 21H,9943
09/28/2021 20H,9139
09/28/2021 19H,8298
09/28/2021 18H,7123
09/28/2021 17H,6437
09/28/2021 16H,6135
09/28/2021 15H,5885
09/28/2021 14H,5717
09/28/2021 13H,5784
09/28/2021 12H,6044
09/28/2021 11H,5955
09/28/2021 10H,5718
09/28/2021 09H,5340
09/28/2021 08H,5394
09/28/2021 07H,5498
09/28/2021 06H,5698
09/28/2021 05H,5898
09/28/2021 04H,6187
09/28/2021 03H,6883
09/28/2021 02H,7905
09/28/2021 01H,8867
09/28/2021 00H,9733
09/27/2021 23H,9830
09/27/2021 22H,9166
09/27/2021 21H,8304
09/27/2021 20H,7415
09/27/2021 19H,7105
09/27/2021 18H,6604
09/27/2021 17H,5981
09/27/2021 16H,5733
09/27/2021 15H,5365
09/27/2021 14H,5277
09/27/2021 13H,5513
09/27/2021 12H,5674
09/27/2021 11H,5501
09/27/2021 10H,5071
09/27/2021 09H,4893
09/27/2021 08H,4677
09/27/2021 07H,4754
09/27/2021 06H,4972
09/27/2021 05H,5272
09/27/2021 04H,5495
09/27/2021 03H,6020
09/27/2021 02H,6367
09/27/2021 01H,6572
09/27/2021 00H,6848
09/26/2021 23H,6675
09/26/2021 22H,6048
09/26/2021 21H,5711
09/26/2021 20H,5410
09/26/2021 19H,5266
09/26/2021 18H,5245
09/26/2021 17H,4930
09/26/2021 16H,4565
09/26/2021 15H,4257
09/26/2021 14H,4119
09/26/2021 13H,4535
09/26/2021 12H,4633
09/26/2021 11H,4603
09/26/2021 10H,4322
09/26/2021 09H,4207
09/26/2021 08H,4271
09/26/2021 07H,4321
09/26/2021 06H,4580
09/26/2021 05H,4977
09/26/2021 04H,5356
09/26/2021 03H,5670
09/26/2021 02H,5739
09/26/2021 01H,5919
09/26/2021 00H,6082
09/25/2021 23H,5970
09/25/2021 22H,5671
09/25/2021 21H,5399
09/25/2021 20H,5231
09/25/2021 19H,5182
09/25/2021 18H,5299
09/25/2021 17H,5208
09/25/2021 16H,5044
09/25/2021 15H,4825
09/25/2021 14H,4348
09/25/2021 13H,4643
09/25/2021 12H,4869
09/25/2021 11H,4837
09/25/2021 10H,4769
09/25/2021 09H,4622
09/25/2021 08H,4647
09/25/2021 07H,4759
09/25/2021 06H,4959
09/25/2021 05H,5446
09/25/2021 04H,5659
09/25/2021 03H,5874
09/25/2021 02H,6138
09/25/2021 01H,6199
09/25/2021 00H,6237
09/24/2021 23H,6336
09/24/2021 22H,5958
09/24/2021 21H,5862
09/24/2021 20H,5751
09/24/2021 19H,5586
09/24/2021 18H,5431
09/24/2021 17H,5626
09/24/2021 16H,5629
09/24/2021 15H,5650
09/24/2021 14H,5771
09/24/2021 13H,5822
09/24/2021 12H,5968
09/24/2021 11H,5758
09/24/2021 10H,5472
09/24/2021 09H,5247
09/24/2021 08H,5135
09/24/2021 07H,5233
09/24/2021 06H,5282
09/24/2021 05H,5458
09/24/2021 04H,5847
09/24/2021 03H,6344
09/24/2021 02H,6701
09/24/2021 01H,6978
09/24/2021 00H,7259
09/23/2021 23H,7270
09/23/2021 22H,6827
09/23/2021 21H,6375
09/23/2021 20H,6234
09/23/2021 19H,5980
09/23/2021 18H,5729
09/23/2021 17H,5501
09/23/2021 16H,5483
09/23/2021 15H,5535
09/23/2021 14H,5777
09/23/2021 13H,6007
09/23/2021 12H,6226
09/23/2021 11H,6113
09/23/2021 10H,5906
09/23/2021 09H,5793
09/23/2021 08H,5670
09/23/2021 07H,5818
09/23/2021 06H,5981
09/23/2021 05H,6235
09/23/2021 04H,6637
09/23/2021 03H,7380
09/23/2021 02H,7752
09/23/2021 01H,8297
09/23/2021 00H,8602
09/22/2021 23H,8634
09/22/2021 22H,8613
09/22/2021 21H,8616
09/22/2021 20H,8684
09/22/2021 19H,8461
09/22/2021 18H,7989
09/22/2021 17H,7808
09/22/2021 16H,7320
09/22/2021 15H,6884
09/22/2021 14H,6588
09/22/2021 13H,6610
09/22/2021 12H,6610
09/22/2021 11H,6409
09/22/2021 10H,6092
09/22/2021 09H,5942
09/22/2021 08H,5984
09/22/2021 07H,6011
09/22/2021 06H,5964
09/22/2021 05H,6027
09/22/2021 04H,6317
09/22/2021 03H,6756
09/22/2021 02H,7409
09/22/2021 01H,7715
09/22/2021 00H,7870
09/21/2021 23H,7690
09/21/2021 22H,7579
09/21/2021 21H,7402
09/21/2021 20H,7358
09/21/2021 19H,7267
09/21/2021 18H,7233
09/21/2021 17H,7192
09/21/2021 16H,7041
09/21/2021 15H,6696
09/21/2021 14H,6691
09/21/2021 13H,6664
09/21/2021 12H,6613
09/21/2021 11H,6362
09/21/2021 10H,6033
09/21/2021 09H,5761
09/21/2021 08H,5740
09/21/2021 07H,5821
09/21/2021 06H,6121
09/21/2021 05H,6277
09/21/2021 04H,6197
09/21/2021 03H,6793
09/21/2021 02H,7961
09/21/2021 01H,8488
09/21/2021 00H,8600
09/20/2021 23H,8853
09/20/2021 22H,8852
09/20/2021 21H,8748
09/20/2021 20H,8597
09/20/2021 19H,8436
09/20/2021 18H,8188
09/20/2021 17H,7878
09/20/2021 16H,7611
09/20/2021 15H,7292
09/20/2021 14H,6988
09/20/2021 13H,6931
09/20/2021 12H,6839
09/20/2021 11H,6525
09/20/2021 10H,6178
09/20/2021 09H,5945
09/20/2021 08H,5860
09/20/2021 07H,5805
09/20/2021 06H,6060
09/20/2021 05H,6484
09/20/2021 04H,6787
09/20/2021 03H,7071
09/20/2021 02H,7767
09/20/2021 01H,8827
09/20/2021 00H,9401
09/19/2021 23H,9183
09/19/2021 22H,9364
09/19/2021 21H,8938
09/19/2021 20H,8255
09/19/2021 19H,7971
09/19/2021 18H,7530
09/19/2021 17H,7092
09/19/2021 16H,6559
09/19/2021 15H,6088
09/19/2021 14H,5808
09/19/2021 13H,5629
09/19/2021 12H,5679
09/19/2021 11H,5684
09/19/2021 10H,5569
09/19/2021 09H,5454
09/19/2021 08H,5419
09/19/2021 07H,5435
09/19/2021 06H,6112
09/19/2021 05H,6412
09/19/2021 04H,6417
09/19/2021 03H,7067
09/19/2021 02H,7860
09/19/2021 01H,8331
09/19/2021 00H,9159
09/18/2021 23H,8844
09/18/2021 22H,9057
09/18/2021 21H,8669
09/18/2021 20H,8361
09/18/2021 19H,8028
09/18/2021 18H,7515
09/18/2021 17H,7048
09/18/2021 16H,6867
09/18/2021 15H,6309
09/18/2021 14H,6127
09/18/2021 13H,6108
09/18/2021 12H,5922
09/18/2021 11H,5825
09/18/2021 10H,5783
09/18/2021 09H,5788
09/18/2021 08H,5890
09/18/2021 07H,5922
09/18/2021 06H,6354
09/18/2021 05H,6676
09/18/2021 04H,6862
09/18/2021 03H,6961
09/18/2021 02H,7322
09/18/2021 01H,7895
09/18/2021 00H,8901
09/17/2021 23H,8381
09/17/2021 22H,8629
09/17/2021 21H,8327
09/17/2021 20H,7908
09/17/2021 19H,7690
09/17/2021 18H,7389
09/17/2021 17H,6825
09/17/2021 16H,6368
09/17/2021 15H,6252
09/17/2021 14H,6004
09/17/2021 13H,6083
09/17/2021 12H,5793
09/17/2021 11H,5947
09/17/2021 10H,5533
09/17/2021 09H,5186
09/17/2021 08H,5310
09/17/2021 07H,5419
09/17/2021 06H,5594
09/17/2021 05H,5647
09/17/2021 04H,5782
09/17/2021 03H,6444
09/17/2021 02H,7381
09/17/2021 01H,8042
09/17/2021 00H,8179
09/16/2021 23H,8303
09/16/2021 22H,8358
09/16/2021 21H,8350
09/16/2021 20H,8210
09/16/2021 19H,8027
09/16/2021 18H,7790
09/16/2021 17H,7521
09/16/2021 16H,7221
09/16/2021 15H,7125
09/16/2021 14H,6969
09/16/2021 13H,6688
09/16/2021 12H,6539
09/16/2021 11H,6278
09/16/2021 10H,5897
09/16/2021 09H,5778
09/16/2021 08H,5705
09/16/2021 07H,5776
09/16/2021 06H,5923
09/16/2021 05H,5993
09/16/2021 04H,6328
09/16/2021 03H,7553
09/16/2021 02H,8196
09/16/2021 01H,9325
09/16/2021 00H,9723
09/15/2021 23H,10089
09/15/2021 22H,9940
09/15/2021 21H,9809
09/15/2021 20H,9648
09/15/2021 19H,9281
09/15/2021 18H,8959
09/15/2021 17H,8165
09/15/2021 16H,7366
09/15/2021 15H,6770
09/15/2021 14H,6605
09/15/2021 13H,6380
09/15/2021 12H,6060
09/15/2021 11H,5837
09/15/2021 10H,5557
09/15/2021 09H,5425
09/15/2021 08H,5292
09/15/2021 07H,5397
09/15/2021 06H,5448
09/15/2021 05H,5308
09/15/2021 04H,5802
09/15/2021 03H,7083
09/15/2021 02H,8059
09/15/2021 01H,9842
09/15/2021 00H,10809
09/14/2021 23H,10995
09/14/2021 22H,10647
09/14/2021 21H,10411
09/14/2021 20H,9811
09/14/2021 19H,9634
09/14/2021 18H,9308
09/14/2021 17H,8105
09/14/2021 16H,7010
09/14/2021 15H,6171
09/14/2021 14H,5692
09/14/2021 13H,5400
09/14/2021 12H,5599
09/14/2021 11H,5900
09/14/2021 10H,5544
09/14/2021 09H,5244
09/14/2021 08H,5249
09/14/2021 07H,5375
09/14/2021 06H,5527
09/14/2021 05H,5367
09/14/2021 04H,6386
09/14/2021 03H,7525
09/14/2021 02H,9039
09/14/2021 01H,10309
09/14/2021 00H,11009
09/13/2021 23H,11024
09/13/2021 22H,10785
09/13/2021 21H,10502
09/13/2021 20H,9647
09/13/2021 19H,9021
09/13/2021 18H,8316
09/13/2021 17H,7764
09/13/2021 16H,7035
09/13/2021 15H,5894
09/13/2021 14H,5622
09/13/2021 13H,5683
09/13/2021 12H,5673
09/13/2021 11H,5908
09/13/2021 10H,5730
09/13/2021 09H,5460
09/13/2021 08H,5376
09/13/2021 07H,5482
09/13/2021 06H,5577
09/13/2021 05H,5501
09/13/2021 04H,5852
09/13/2021 03H,6547
09/13/2021 02H,7548
09/13/2021 01H,8513
09/13/2021 00H,9149
09/12/2021 23H,9605
09/12/2021 22H,9212
09/12/2021 21H,8411
09/12/2021 20H,7968
09/12/2021 19H,7441
09/12/2021 18H,6800
09/12/2021 17H,5629
09/12/2021 16H,4880
09/12/2021 15H,4492
09/12/2021 14H,4110
09/12/2021 13H,4106
09/12/2021 12H,4302
09/12/2021 11H,4347
09/12/2021 10H,4187
09/12/2021 09H,4412
09/12/2021 08H,4563
09/12/2021 07H,4671
09/12/2021 06H,5012
09/12/2021 05H,5194
09/12/2021 04H,5556
09/12/2021 03H,5959
09/12/2021 02H,6446
09/12/2021 01H,6829
09/12/2021 00H,6832
09/11/2021 23H,6938
09/11/2021 22H,6752
09/11/2021 21H,6690
09/11/2021 20H,6552
09/11/2021 19H,6439
09/11/2021 18H,6130
09/11/2021 17H,5590
09/11/2021 16H,4892
09/11/2021 15H,4636
09/11/2021 14H,4156
09/11/2021 13H,4073
09/11/2021 12H,4312
09/11/2021 11H,4900
09/11/2021 10H,4827
09/11/2021 09H,4400
09/11/2021 08H,4468
09/11/2021 07H,4660
09/11/2021 06H,5017
09/11/2021 05H,5347
09/11/2021 04H,5552
09/11/2021 03H,6266
09/11/2021 02H,6621
09/11/2021 01H,6971
09/11/2021 00H,6718
09/10/2021 23H,6783
09/10/2021 22H,6635
09/10/2021 21H,6536
09/10/2021 20H,6210
09/10/2021 19H,6152
09/10/2021 18H,5819
09/10/2021 17H,5120
09/10/2021 16H,4798
09/10/2021 15H,4649
09/10/2021 14H,4608
09/10/2021 13H,4925
09/10/2021 12H,5377
09/10/2021 11H,5341
09/10/2021 10H,4826
09/10/2021 09H,4155
09/10/2021 08H,4139
09/10/2021 07H,4259
09/10/2021 06H,4578
09/10/2021 05H,5085
09/10/2021 04H,5443
09/10/2021 03H,6101
09/10/2021 02H,6595
09/10/2021 01H,6919
09/10/2021 00H,7261
09/9/2021 23H,7259
09/9/2021 22H,7235
09/9/2021 21H,7087
09/9/2021 20H,6971
09/9/2021 19H,6729
09/9/2021 18H,6591
09/9/2021 17H,6470
09/9/2021 16H,6386
09/9/2021 15H,6467
09/9/2021 14H,6510
09/9/2021 13H,6486
09/9/2021 12H,6253
09/9/2021 11H,6289
09/9/2021 10H,6146
09/9/2021 09H,5942
09/9/2021 08H,5881
09/9/2021 07H,5849
09/9/2021 06H,5996
09/9/2021 05H,6247
09/9/2021 04H,6365
09/9/2021 03H,7171
09/9/2021 02H,7496
09/9/2021 01H,8446
09/9/2021 00H,9225
09/8/2021 23H,9963
09/8/2021 22H,10450
09/8/2021 21H,10646
09/8/2021 20H,10345
09/8/2021 19H,9641
09/8/2021 18H,8594
09/8/2021 17H,7809
09/8/2021 16H,7317
09/8/2021 15H,6895
09/8/2021 14H,6712
09/8/2021 13H,6733
09/8/2021 12H,6608
09/8/2021 11H,6454
09/8/2021 10H,6255
09/8/2021 09H,6036
09/8/2021 08H,6079
09/8/2021 07H,6223
09/8/2021 06H,6293
09/8/2021 05H,6277
09/8/2021 04H,6569
09/8/2021 03H,7410
09/8/2021 02H,8345
09/8/2021 01H,8998
09/8/2021 00H,9417
09/7/2021 23H,9871
09/7/2021 22H,9770
09/7/2021 21H,9157
09/7/2021 20H,8729
09/7/2021 19H,8597
09/7/2021 18H,8214
09/7/2021 17H,7584
09/7/2021 16H,6994
09/7/2021 15H,6391
09/7/2021 14H,6002
09/7/2021 13H,6126
09/7/2021 12H,6108
09/7/2021 11H,5992
09/7/2021 10H,5548
09/7/2021 09H,4960
09/7/2021 08H,5041
09/7/2021 07H,5318
09/7/2021 06H,5836
09/7/2021 05H,5996
09/7/2021 04H,6398
09/7/2021 03H,7147
09/7/2021 02H,7603
09/7/2021 01H,7824
09/7/2021 00H,8234
09/6/2021 23H,8484
09/6/2021 22H,8362
09/6/2021 21H,7691
09/6/2021 20H,7402
09/6/2021 19H,6911
09/6/2021 18H,6621
09/6/2021 17H,6516
09/6/2021 16H,6312
09/6/2021 15H,5864
09/6/2021 14H,5156
09/6/2021 13H,5017
09/6/2021 12H,4903
09/6/2021 11H,4899
09/6/2021 10H,4767
09/6/2021 09H,4471
09/6/2021 08H,4528
09/6/2021 07H,4679
09/6/2021 06H,4705
09/6/2021 05H,4976
09/6/2021 04H,5695
09/6/2021 03H,6124
09/6/2021 02H,6537
09/6/2021 01H,6997
09/6/2021 00H,7289
09/5/2021 23H,7340
09/5/2021 22H,6993
09/5/2021 21H,6665
09/5/2021 20H,6528
09/5/2021 19H,6397
09/5/2021 18H,6158
09/5/2021 17H,5839
09/5/2021 16H,4894
09/5/2021 15H,4333
09/5/2021 14H,3941
09/5/2021 13H,3786
09/5/2021 12H,3629
09/5/2021 11H,3726
09/5/2021 10H,3645
09/5/2021 09H,3558
09/5/2021 08H,3587
09/5/2021 07H,4049
09/5/2021 06H,4613
09/5/2021 05H,4925
09/5/2021 04H,5448
09/5/2021 03H,5993
09/5/2021 02H,6625
09/5/2021 01H,6875
09/5/2021 00H,6877
09/4/2021 23H,6906
09/4/2021 22H,6710
09/4/2021 21H,6311
09/4/2021 20H,6207
09/4/2021 19H,6141
09/4/2021 18H,5849
09/4/2021 17H,5364
09/4/2021 16H,4864
09/4/2021 15H,4809
09/4/2021 14H,4399
09/4/2021 13H,4476
09/4/2021 12H,4531
09/4/2021 11H,4524
09/4/2021 10H,4275
09/4/2021 09H,4152
09/4/2021 08H,4243
09/4/2021 07H,4530
09/4/2021 06H,4968
09/4/2021 05H,5194
09/4/2021 04H,5343
09/4/2021 03H,5818
09/4/2021 02H,6384
09/4/2021 01H,6736
09/4/2021 00H,6776
09/3/2021 23H,6876
09/3/2021 22H,6781
09/3/2021 21H,6674
09/3/2021 20H,6550
09/3/2021 19H,6343
09/3/2021 18H,6354
09/3/2021 17H,6227
09/3/2021 16H,5945
09/3/2021 15H,5603
09/3/2021 14H,5327
09/3/2021 13H,5617
09/3/2021 12H,5826
09/3/2021 11H,5619
09/3/2021 10H,5227
09/3/2021 09H,4765
09/3/2021 08H,4849
09/3/2021 07H,5135
09/3/2021 06H,5428
09/3/2021 05H,5760
09/3/2021 04H,5932
09/3/2021 03H,6746
09/3/2021 02H,7376
09/3/2021 01H,7613
09/3/2021 00H,7734
09/2/2021 23H,7838
09/2/2021 22H,7684
09/2/2021 21H,7742
09/2/2021 20H,7606
09/2/2021 19H,7483
09/2/2021 18H,7172
09/2/2021 17H,6826
09/2/2021 16H,6724
09/2/2021 15H,6654
09/2/2021 14H,6386
09/2/2021 13H,6334
09/2/2021 12H,6500
09/2/2021 11H,6351
09/2/2021 10H,6369
09/2/2021 09H,6226
09/2/2021 08H,6295
09/2/2021 07H,6263
09/2/2021 06H,6478
09/2/2021 05H,6739
09/2/2021 04H,6867
09/2/2021 03H,7319
09/2/2021 02H,7971
09/2/2021 01H,8593
09/2/2021 00H,8648
09/1/2021 23H,8754
09/1/2021 22H,8640
09/1/2021 21H,8594
09/1/2021 20H,8388
09/1/2021 19H,8147
09/1/2021 18H,7576
09/1/2021 17H,7504
09/1/2021 16H,7296
09/1/2021 15H,7174
09/1/2021 14H,7029
09/1/2021 13H,6970
09/1/2021 12H,6865
09/1/2021 11H,6835
09/1/2021 10H,6791
09/1/2021 09H,6667
09/1/2021 08H,6633
09/1/2021 07H,6735
09/1/2021 06H,6697
09/1/2021 05H,6854
09/1/2021 04H,6899
09/1/2021 03H,7340
09/1/2021 02H,7919
09/1/2021 01H,8372
09/1/2021 00H,8468
08/31/2021 23H,8614
08/31/2021 22H,8477
08/31/2021 21H,8856
08/31/2021 20H,8658
08/31/2021 19H,8411
08/31/2021 18H,8005
08/31/2021 17H,7799
08/31/2021 16H,7269
08/31/2021 15H,6910
08/31/2021 14H,6646
08/31/2021 13H,6781
08/31/2021 12H,6497
08/31/2021 11H,6482
08/31/2021 10H,6316
08/31/2021 09H,6026
08/31/2021 08H,6114
08/31/2021 07H,6179
08/31/2021 06H,6233
08/31/2021 05H,6368
08/31/2021 04H,6987
08/31/2021 03H,7461
08/31/2021 02H,8900
08/31/2021 01H,10110
08/31/2021 00H,10837
08/30/2021 23H,11404
08/30/2021 22H,11097
08/30/2021 21H,10958
08/30/2021 20H,10525
08/30/2021 19H,9728
08/30/2021 18H,8728
08/30/2021 17H,8153
08/30/2021 16H,7290
08/30/2021 15H,7076
08/30/2021 14H,6606
08/30/2021 13H,6359
08/30/2021 12H,6371
08/30/2021 11H,6405
08/30/2021 10H,6314
08/30/2021 09H,6173
08/30/2021 08H,6139
08/30/2021 07H,6226
08/30/2021 06H,6081
08/30/2021 05H,5958
08/30/2021 04H,6744
08/30/2021 03H,8104
08/30/2021 02H,10423
08/30/2021 01H,11501
08/30/2021 00H,11836
08/29/2021 23H,12178
08/29/2021 22H,11943
08/29/2021 21H,11311
08/29/2021 20H,10578
08/29/2021 19H,9848
08/29/2021 18H,9262
08/29/2021 17H,8582
08/29/2021 16H,7522
08/29/2021 15H,6980
08/29/2021 14H,6741
08/29/2021 13H,6606
08/29/2021 12H,6290
08/29/2021 11H,6308
08/29/2021 10H,6333
08/29/2021 09H,6383
08/29/2021 08H,6438
08/29/2021 07H,6463
08/29/2021 06H,6489
08/29/2021 05H,6631
08/29/2021 04H,7263
08/29/2021 03H,8807
08/29/2021 02H,10046
08/29/2021 01H,10993
08/29/2021 00H,12002
08/28/2021 23H,12493
08/28/2021 22H,12082
08/28/2021 21H,11529
08/28/2021 20H,11024
08/28/2021 19H,10699
08/28/2021 18H,10161
08/28/2021 17H,9135
08/28/2021 16H,7885
08/28/2021 15H,7476
08/28/2021 14H,6720
08/28/2021 13H,6630
08/28/2021 12H,6679
08/28/2021 11H,6878
08/28/2021 10H,6907
08/28/2021 09H,6919
08/28/2021 08H,6827
08/28/2021 07H,6899
08/28/2021 06H,6795
08/28/2021 05H,6938
08/28/2021 04H,7499
08/28/2021 03H,8471
08/28/2021 02H,9438
08/28/2021 01H,11057
08/28/2021 00H,12085
08/27/2021 23H,12835
08/27/2021 22H,12616
08/27/2021 21H,11897
08/27/2021 20H,11496
08/27/2021 19H,10744
08/27/2021 18H,10232
08/27/2021 17H,8899
08/27/2021 16H,7576
08/27/2021 15H,6983
08/27/2021 14H,6772
08/27/2021 13H,6705
08/27/2021 12H,6570
08/27/2021 11H,6382
08/27/2021 10H,6270
08/27/2021 09H,6225
08/27/2021 08H,6150
08/27/2021 07H,6155
08/27/2021 06H,6322
08/27/2021 05H,6775
08/27/2021 04H,7300
08/27/2021 03H,8389
08/27/2021 02H,9979
08/27/2021 01H,10820
08/27/2021 00H,11415
08/26/2021 23H,11747
08/26/2021 22H,11570
08/26/2021 21H,11141
08/26/2021 20H,10772
08/26/2021 19H,9928
08/26/2021 18H,9658
08/26/2021 17H,8925
08/26/2021 16H,7746
08/26/2021 15H,7419
08/26/2021 14H,7150
08/26/2021 13H,6885
08/26/2021 12H,6660
08/26/2021 11H,6394
08/26/2021 10H,6279
08/26/2021 09H,6208
08/26/2021 08H,6285
08/26/2021 07H,6362
08/26/2021 06H,6316
08/26/2021 05H,6018
08/26/2021 04H,6481
08/26/2021 03H,7463
08/26/2021 02H,8546
08/26/2021 01H,10165
08/26/2021 00H,10611
08/25/2021 23H,11345
08/25/2021 22H,11683
08/25/2021 21H,11516
08/25/2021 20H,11060
08/25/2021 19H,10734
08/25/2021 18H,10194
08/25/2021 17H,9211
08/25/2021 16H,7618
08/25/2021 15H,7033
08/25/2021 14H,6776
08/25/2021 13H,6709
08/25/2021 12H,6564
08/25/2021 11H,6378
08/25/2021 10H,6171
08/25/2021 09H,6014
08/25/2021 08H,6086
08/25/2021 07H,6179
08/25/2021 06H,6162
08/25/2021 05H,6250
08/25/2021 04H,6629
08/25/2021 03H,7394
08/25/2021 02H,9434
08/25/2021 01H,10840
08/25/2021 00H,11464
08/24/2021 23H,11767
08/24/2021 22H,11744
08/24/2021 21H,11409
08/24/2021 20H,11354
08/24/2021 19H,11264
08/24/2021 18H,11252
08/24/2021 17H,10106
08/24/2021 16H,8702
08/24/2021 15H,8096
08/24/2021 14H,7302
08/24/2021 13H,6890
08/24/2021 12H,6739
08/24/2021 11H,6350
08/24/2021 10H,6207
