Net generation from natural gas for Carolinas (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390107&sdid=EBA.CAR-ALL.NG.NG.H
19:06:34 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAR-ALL.NG.NG.H megawatthours
05/8/2020 10H,5855
05/8/2020 09H,5541
05/8/2020 08H,5423
05/8/2020 07H,5281
05/8/2020 06H,5290
05/8/2020 05H,5434
05/8/2020 04H,5589
05/8/2020 03H,5878
05/8/2020 02H,6220
05/8/2020 01H,6186
05/8/2020 00H,6004
05/7/2020 23H,5689
05/7/2020 22H,5048
05/7/2020 21H,4937
05/7/2020 20H,4754
05/7/2020 19H,4708
05/7/2020 18H,4822
05/7/2020 17H,4988
05/7/2020 16H,5141
05/7/2020 15H,5393
05/7/2020 14H,5758
05/7/2020 13H,5979
05/7/2020 12H,6405
05/7/2020 11H,6446
05/7/2020 10H,5862
05/7/2020 09H,5383
05/7/2020 08H,5352
05/7/2020 07H,5381
05/7/2020 06H,5687
05/7/2020 05H,6198
05/7/2020 04H,6400
05/7/2020 03H,6677
05/7/2020 02H,7017
05/7/2020 01H,7137
05/7/2020 00H,7048
05/6/2020 23H,6744
05/6/2020 22H,6477
05/6/2020 21H,6470
05/6/2020 20H,6329
05/6/2020 19H,6269
05/6/2020 18H,5999
05/6/2020 17H,5636
05/6/2020 16H,5505
05/6/2020 15H,5475
05/6/2020 14H,5810
05/6/2020 13H,6277
05/6/2020 12H,6276
05/6/2020 11H,6309
05/6/2020 10H,6213
05/6/2020 09H,5988
05/6/2020 08H,6035
05/6/2020 07H,6024
05/6/2020 06H,6285
05/6/2020 05H,6485
05/6/2020 04H,6591
05/6/2020 03H,6983
05/6/2020 02H,7129
05/6/2020 01H,7152
05/6/2020 00H,7318
05/5/2020 23H,7229
05/5/2020 22H,7125
05/5/2020 21H,7031
05/5/2020 20H,6792
05/5/2020 19H,6482
05/5/2020 18H,6603
05/5/2020 17H,6673
05/5/2020 16H,6476
05/5/2020 15H,6323
05/5/2020 14H,6277
05/5/2020 13H,6460
05/5/2020 12H,6376
05/5/2020 11H,6293
05/5/2020 10H,5985
05/5/2020 09H,5765
05/5/2020 08H,5729
05/5/2020 07H,5596
05/5/2020 06H,5871
05/5/2020 05H,6312
05/5/2020 04H,6726
05/5/2020 03H,7509
05/5/2020 02H,8232
05/5/2020 01H,8930
05/5/2020 00H,9237
05/4/2020 23H,8998
05/4/2020 22H,8541
05/4/2020 21H,8070
05/4/2020 20H,7503
05/4/2020 19H,7165
05/4/2020 18H,7018
05/4/2020 17H,6917
05/4/2020 16H,6662
05/4/2020 15H,6255
05/4/2020 14H,5686
05/4/2020 13H,5462
05/4/2020 12H,5429
05/4/2020 11H,5205
05/4/2020 10H,4812
05/4/2020 09H,4693
05/4/2020 08H,4682
05/4/2020 07H,4929
05/4/2020 06H,5342
05/4/2020 05H,5734
05/4/2020 04H,6440
05/4/2020 03H,6599
05/4/2020 02H,7176
05/4/2020 01H,7738
05/4/2020 00H,7828
05/3/2020 23H,7872
05/3/2020 22H,7459
05/3/2020 21H,6485
05/3/2020 20H,5895
05/3/2020 19H,5614
05/3/2020 18H,5179
05/3/2020 17H,4904
05/3/2020 16H,4311
05/3/2020 15H,3910
05/3/2020 14H,3703
05/3/2020 13H,3809
05/3/2020 12H,4171
05/3/2020 11H,4159
05/3/2020 10H,4067
05/3/2020 09H,3973
05/3/2020 08H,4091
05/3/2020 07H,4275
05/3/2020 06H,4467
05/3/2020 05H,4692
05/3/2020 04H,5081
05/3/2020 03H,5470
05/3/2020 02H,5650
05/3/2020 01H,5795
05/3/2020 00H,5700
05/2/2020 23H,5441
05/2/2020 22H,5102
05/2/2020 21H,4474
05/2/2020 20H,4115
05/2/2020 19H,3971
05/2/2020 18H,3867
05/2/2020 17H,3835
05/2/2020 16H,3879
05/2/2020 15H,3845
05/2/2020 14H,3847
05/2/2020 13H,4159
05/2/2020 12H,4703
05/2/2020 11H,4737
05/2/2020 10H,4512
05/2/2020 09H,4331
05/2/2020 08H,4127
05/2/2020 07H,4041
05/2/2020 06H,4020
05/2/2020 05H,4420
05/2/2020 04H,4908
05/2/2020 03H,5320
05/2/2020 02H,5629
05/2/2020 01H,5746
05/2/2020 00H,5505
05/1/2020 23H,4944
05/1/2020 22H,4239
05/1/2020 21H,3978
05/1/2020 20H,3946
05/1/2020 19H,3845
05/1/2020 18H,3915
05/1/2020 17H,3887
05/1/2020 16H,3810
05/1/2020 15H,3919
05/1/2020 14H,4046
05/1/2020 13H,4462
05/1/2020 12H,4793
05/1/2020 11H,4344
05/1/2020 10H,4093
05/1/2020 09H,3968
05/1/2020 08H,3934
05/1/2020 07H,4157
05/1/2020 06H,4227
05/1/2020 05H,4310
05/1/2020 04H,4841
05/1/2020 03H,5336
05/1/2020 02H,5723
05/1/2020 01H,5799
05/1/2020 00H,5806
04/30/2020 23H,5662
04/30/2020 22H,5536
04/30/2020 21H,5439
04/30/2020 20H,5318
04/30/2020 19H,5483
04/30/2020 18H,5617
04/30/2020 17H,5626
04/30/2020 16H,5620
04/30/2020 15H,5562
04/30/2020 14H,5768
04/30/2020 13H,5622
04/30/2020 12H,5356
04/30/2020 11H,5069
04/30/2020 10H,5003
04/30/2020 09H,5012
04/30/2020 08H,5142
04/30/2020 07H,5499
04/30/2020 06H,5577
04/30/2020 05H,5984
04/30/2020 04H,6348
04/30/2020 03H,6923
04/30/2020 02H,7089
04/30/2020 01H,7324
04/30/2020 00H,7326
04/29/2020 23H,7260
04/29/2020 22H,6567
04/29/2020 21H,6294
04/29/2020 20H,6237
04/29/2020 19H,6155
04/29/2020 18H,5965
04/29/2020 17H,5648
04/29/2020 16H,5403
04/29/2020 15H,5243
04/29/2020 14H,5107
04/29/2020 13H,5356
04/29/2020 12H,5588
04/29/2020 11H,5546
04/29/2020 10H,5265
04/29/2020 09H,4960
04/29/2020 08H,4750
04/29/2020 07H,4932
04/29/2020 06H,5018
04/29/2020 05H,5222
04/29/2020 04H,5259
04/29/2020 03H,5697
04/29/2020 02H,5895
04/29/2020 01H,5960
04/29/2020 00H,5806
04/28/2020 23H,5988
04/28/2020 22H,5747
04/28/2020 21H,5507
04/28/2020 20H,5213
04/28/2020 19H,4838
04/28/2020 18H,4635
04/28/2020 17H,4702
04/28/2020 16H,4732
04/28/2020 15H,4780
04/28/2020 14H,5125
04/28/2020 13H,5646
04/28/2020 12H,6072
04/28/2020 11H,5908
04/28/2020 10H,5228
04/28/2020 09H,4910
04/28/2020 08H,4591
04/28/2020 07H,4578
04/28/2020 06H,4720
04/28/2020 05H,4754
04/28/2020 04H,4903
04/28/2020 03H,5511
04/28/2020 02H,5565
04/28/2020 01H,5473
04/28/2020 00H,5087
04/27/2020 23H,4811
04/27/2020 22H,4735
04/27/2020 21H,4590
04/27/2020 20H,4000
04/27/2020 19H,3866
04/27/2020 18H,3867
04/27/2020 17H,3901
04/27/2020 16H,4185
04/27/2020 15H,4337
04/27/2020 14H,4412
04/27/2020 13H,4561
04/27/2020 12H,4873
04/27/2020 11H,4822
04/27/2020 10H,4460
04/27/2020 09H,4251
04/27/2020 08H,4241
04/27/2020 07H,4326
04/27/2020 06H,4305
04/27/2020 05H,4410
04/27/2020 04H,4752
04/27/2020 03H,4987
04/27/2020 02H,5029
04/27/2020 01H,5048
04/27/2020 00H,5034
04/26/2020 23H,4926
04/26/2020 22H,4701
04/26/2020 21H,4542
04/26/2020 20H,4467
04/26/2020 19H,4394
04/26/2020 18H,4326
04/26/2020 17H,4362
04/26/2020 16H,4454
04/26/2020 15H,4313
04/26/2020 14H,4513
04/26/2020 13H,4300
04/26/2020 12H,4258
04/26/2020 11H,4285
04/26/2020 10H,4138
04/26/2020 09H,4115
04/26/2020 08H,4091
04/26/2020 07H,4270
04/26/2020 06H,4400
04/26/2020 05H,4577
04/26/2020 04H,4993
04/26/2020 03H,4997
04/26/2020 02H,5244
04/26/2020 01H,5335
04/26/2020 00H,5291
04/25/2020 23H,5235
04/25/2020 22H,5195
04/25/2020 21H,4976
04/25/2020 20H,4903
04/25/2020 19H,4871
04/25/2020 18H,4880
04/25/2020 17H,4720
04/25/2020 16H,4677
04/25/2020 15H,4524
04/25/2020 14H,4098
04/25/2020 13H,3783
04/25/2020 12H,3917
04/25/2020 11H,3992
04/25/2020 10H,3823
04/25/2020 09H,3712
04/25/2020 08H,3807
04/25/2020 07H,4064
04/25/2020 06H,4226
04/25/2020 05H,4401
04/25/2020 04H,4975
04/25/2020 03H,5338
04/25/2020 02H,5503
04/25/2020 01H,5663
04/25/2020 00H,5599
04/24/2020 23H,5451
04/24/2020 22H,5192
04/24/2020 21H,4976
04/24/2020 20H,4956
04/24/2020 19H,4809
04/24/2020 18H,4616
04/24/2020 17H,4444
04/24/2020 16H,4450
04/24/2020 15H,4649
04/24/2020 14H,4813
04/24/2020 13H,4932
04/24/2020 12H,4774
04/24/2020 11H,4681
04/24/2020 10H,4403
04/24/2020 09H,4237
04/24/2020 08H,4223
04/24/2020 07H,4306
04/24/2020 06H,4389
04/24/2020 05H,4549
04/24/2020 04H,4848
04/24/2020 03H,5133
04/24/2020 02H,5195
04/24/2020 01H,5239
04/24/2020 00H,5230
04/23/2020 23H,5259
04/23/2020 22H,5201
04/23/2020 21H,5182
04/23/2020 20H,5214
04/23/2020 19H,5258
04/23/2020 18H,5311
04/23/2020 17H,5326
04/23/2020 16H,5295
04/23/2020 15H,5300
04/23/2020 14H,5366
04/23/2020 13H,5331
04/23/2020 12H,5339
04/23/2020 11H,5195
04/23/2020 10H,4881
04/23/2020 09H,4704
04/23/2020 08H,4606
04/23/2020 07H,4668
04/23/2020 06H,4752
04/23/2020 05H,4818
04/23/2020 04H,4770
04/23/2020 03H,4850
04/23/2020 02H,5248
04/23/2020 01H,5381
04/23/2020 00H,5419
04/22/2020 23H,5175
04/22/2020 22H,4460
04/22/2020 21H,4063
04/22/2020 20H,3997
04/22/2020 19H,3971
04/22/2020 18H,4064
04/22/2020 17H,3947
04/22/2020 16H,3938
04/22/2020 15H,4014
04/22/2020 14H,4223
04/22/2020 13H,4589
04/22/2020 12H,5067
04/22/2020 11H,5041
04/22/2020 10H,4837
04/22/2020 09H,4679
04/22/2020 08H,4522
04/22/2020 07H,4425
04/22/2020 06H,4550
04/22/2020 05H,4724
04/22/2020 04H,4785
04/22/2020 03H,5097
04/22/2020 02H,5478
04/22/2020 01H,5665
04/22/2020 00H,5434
04/21/2020 23H,5174
04/21/2020 22H,4683
04/21/2020 21H,4689
04/21/2020 20H,4832
04/21/2020 19H,4450
04/21/2020 18H,4284
04/21/2020 17H,4297
04/21/2020 16H,4278
04/21/2020 15H,4308
04/21/2020 14H,4216
04/21/2020 13H,4350
04/21/2020 12H,4773
04/21/2020 11H,4702
04/21/2020 10H,4298
04/21/2020 09H,4178
04/21/2020 08H,4026
04/21/2020 07H,4042
04/21/2020 06H,4219
04/21/2020 05H,4345
04/21/2020 04H,4423
04/21/2020 03H,4860
04/21/2020 02H,5149
04/21/2020 01H,5180
04/21/2020 00H,5092
04/20/2020 23H,4899
04/20/2020 22H,4466
04/20/2020 21H,4239
04/20/2020 20H,4297
04/20/2020 19H,4490
04/20/2020 18H,4624
04/20/2020 17H,4835
04/20/2020 16H,4858
04/20/2020 15H,4863
04/20/2020 14H,4868
04/20/2020 13H,4922
04/20/2020 12H,4580
04/20/2020 11H,4205
04/20/2020 10H,3789
04/20/2020 09H,3865
04/20/2020 08H,3821
04/20/2020 07H,3726
04/20/2020 06H,3884
04/20/2020 05H,3942
04/20/2020 04H,4172
04/20/2020 03H,4466
04/20/2020 02H,4514
04/20/2020 01H,4609
04/20/2020 00H,4579
04/19/2020 23H,4495
04/19/2020 22H,4062
04/19/2020 21H,3864
04/19/2020 20H,3943
04/19/2020 19H,4135
04/19/2020 18H,4447
04/19/2020 17H,4427
04/19/2020 16H,4042
04/19/2020 15H,3804
04/19/2020 14H,3682
04/19/2020 13H,3706
04/19/2020 12H,3967
04/19/2020 11H,4104
04/19/2020 10H,4143
04/19/2020 09H,3787
04/19/2020 08H,3715
04/19/2020 07H,3569
04/19/2020 06H,3579
04/19/2020 05H,3709
04/19/2020 04H,4125
04/19/2020 03H,4585
04/19/2020 02H,4677
04/19/2020 01H,4736
04/19/2020 00H,4662
04/18/2020 23H,4434
04/18/2020 22H,3906
04/18/2020 21H,3685
04/18/2020 20H,3524
04/18/2020 19H,3457
04/18/2020 18H,3436
04/18/2020 17H,3535
04/18/2020 16H,3705
04/18/2020 15H,3931
04/18/2020 14H,4053
04/18/2020 13H,3721
04/18/2020 12H,3886
04/18/2020 11H,4046
04/18/2020 10H,3831
04/18/2020 09H,3706
04/18/2020 08H,3726
04/18/2020 07H,3857
04/18/2020 06H,3833
04/18/2020 05H,4043
04/18/2020 04H,4647
04/18/2020 03H,5125
04/18/2020 02H,5290
04/18/2020 01H,5318
04/18/2020 00H,5119
04/17/2020 23H,4819
04/17/2020 22H,4396
04/17/2020 21H,4077
04/17/2020 20H,3835
04/17/2020 19H,3941
04/17/2020 18H,4031
04/17/2020 17H,3889
04/17/2020 16H,3859
04/17/2020 15H,3934
04/17/2020 14H,4135
04/17/2020 13H,4890
04/17/2020 12H,5806
04/17/2020 11H,5664
04/17/2020 10H,5277
04/17/2020 09H,5026
04/17/2020 08H,4645
04/17/2020 07H,4605
04/17/2020 06H,4849
04/17/2020 05H,5015
04/17/2020 04H,5347
04/17/2020 03H,5528
04/17/2020 02H,5578
04/17/2020 01H,5399
04/17/2020 00H,5231
04/16/2020 23H,4976
04/16/2020 22H,4590
04/16/2020 21H,4488
04/16/2020 20H,4168
04/16/2020 19H,4390
04/16/2020 18H,4531
04/16/2020 17H,4570
04/16/2020 16H,4563
04/16/2020 15H,4733
04/16/2020 14H,5479
04/16/2020 13H,6413
04/16/2020 12H,6848
04/16/2020 11H,6736
04/16/2020 10H,6171
04/16/2020 09H,5863
04/16/2020 08H,5609
04/16/2020 07H,5515
04/16/2020 06H,5553
04/16/2020 05H,5701
04/16/2020 04H,5883
04/16/2020 03H,6217
04/16/2020 02H,6253
04/16/2020 01H,6155
04/16/2020 00H,5893
04/15/2020 23H,5403
04/15/2020 22H,5114
04/15/2020 21H,4802
04/15/2020 20H,4564
04/15/2020 19H,4678
04/15/2020 18H,4800
04/15/2020 17H,5093
04/15/2020 16H,5428
04/15/2020 15H,5577
04/15/2020 14H,5880
04/15/2020 13H,6165
04/15/2020 12H,5838
04/15/2020 11H,5437
04/15/2020 10H,5211
04/15/2020 09H,4841
04/15/2020 08H,4835
04/15/2020 07H,4906
04/15/2020 06H,5216
04/15/2020 05H,5280
04/15/2020 04H,5419
04/15/2020 03H,6139
04/15/2020 02H,6469
04/15/2020 01H,7020
04/15/2020 00H,6847
04/14/2020 23H,6449
04/14/2020 22H,6121
04/14/2020 21H,5771
04/14/2020 20H,5439
04/14/2020 19H,5160
04/14/2020 18H,5067
04/14/2020 17H,4857
04/14/2020 16H,4738
04/14/2020 15H,4568
04/14/2020 14H,4638
04/14/2020 13H,4996
04/14/2020 12H,5345
04/14/2020 11H,5314
04/14/2020 10H,4980
04/14/2020 09H,4577
04/14/2020 08H,4520
04/14/2020 07H,4569
04/14/2020 06H,4787
04/14/2020 05H,5067
04/14/2020 04H,5725
04/14/2020 03H,6419
04/14/2020 02H,6944
04/14/2020 01H,7416
04/14/2020 00H,7610
04/13/2020 23H,7421
04/13/2020 22H,6632
04/13/2020 21H,6136
04/13/2020 20H,5967
04/13/2020 19H,5828
04/13/2020 18H,5494
04/13/2020 17H,5458
04/13/2020 16H,5671
04/13/2020 15H,5870
04/13/2020 14H,6031
04/13/2020 13H,5844
04/13/2020 12H,5724
04/13/2020 11H,5413
04/13/2020 10H,4903
04/13/2020 09H,4745
04/13/2020 08H,4691
04/13/2020 07H,4761
04/13/2020 06H,4880
04/13/2020 05H,5148
04/13/2020 04H,5700
04/13/2020 03H,6203
04/13/2020 02H,6499
04/13/2020 01H,6602
04/13/2020 00H,6526
04/12/2020 23H,6399
04/12/2020 22H,6422
04/12/2020 21H,6186
04/12/2020 20H,5883
04/12/2020 19H,5862
04/12/2020 18H,5806
04/12/2020 17H,5816
04/12/2020 16H,5865
04/12/2020 15H,5366
04/12/2020 14H,5227
04/12/2020 13H,5103
04/12/2020 12H,5354
04/12/2020 11H,5218
04/12/2020 10H,4959
04/12/2020 09H,4737
04/12/2020 08H,4659
04/12/2020 07H,4686
04/12/2020 06H,4824
04/12/2020 05H,5218
04/12/2020 04H,5644
04/12/2020 03H,6197
04/12/2020 02H,6294
04/12/2020 01H,6146
04/12/2020 00H,5887
04/11/2020 23H,5614
04/11/2020 22H,5298
04/11/2020 21H,4814
04/11/2020 20H,4382
04/11/2020 19H,4216
04/11/2020 18H,4206
04/11/2020 17H,4417
04/11/2020 16H,4571
04/11/2020 15H,4927
04/11/2020 14H,5451
04/11/2020 13H,5964
04/11/2020 12H,6369
04/11/2020 11H,6203
04/11/2020 10H,6049
04/11/2020 09H,5789
04/11/2020 08H,5630
04/11/2020 07H,5506
04/11/2020 06H,5442
04/11/2020 05H,5456
04/11/2020 04H,5585
04/11/2020 03H,5818
04/11/2020 02H,5795
04/11/2020 01H,5689
04/11/2020 00H,5354
04/10/2020 23H,4943
04/10/2020 22H,4316
04/10/2020 21H,3713
04/10/2020 20H,3640
04/10/2020 19H,3592
04/10/2020 18H,3601
04/10/2020 17H,3897
04/10/2020 16H,3996
04/10/2020 15H,4000
04/10/2020 14H,4455
04/10/2020 13H,4665
04/10/2020 12H,4508
04/10/2020 11H,4228
04/10/2020 10H,4214
04/10/2020 09H,3850
04/10/2020 08H,3794
04/10/2020 07H,4035
04/10/2020 06H,4441
04/10/2020 05H,4542
04/10/2020 04H,4888
04/10/2020 03H,5388
04/10/2020 02H,6437
04/10/2020 01H,7323
04/10/2020 00H,7311
04/9/2020 23H,7291
04/9/2020 22H,6878
04/9/2020 21H,6136
04/9/2020 20H,6017
04/9/2020 19H,5982
04/9/2020 18H,5839
04/9/2020 17H,5633
04/9/2020 16H,4890
04/9/2020 15H,4470
04/9/2020 14H,5124
04/9/2020 13H,5787
04/9/2020 12H,6071
04/9/2020 11H,5761
04/9/2020 10H,5409
04/9/2020 09H,5471
04/9/2020 08H,5537
04/9/2020 07H,5654
04/9/2020 06H,5791
04/9/2020 05H,5847
04/9/2020 04H,6129
04/9/2020 03H,6666
04/9/2020 02H,7302
04/9/2020 01H,8877
04/9/2020 00H,9529
04/8/2020 23H,9772
04/8/2020 22H,9177
04/8/2020 21H,8235
04/8/2020 20H,7478
04/8/2020 19H,7055
04/8/2020 18H,6619
04/8/2020 17H,6139
04/8/2020 16H,5370
04/8/2020 15H,5301
04/8/2020 14H,5080
04/8/2020 13H,5316
04/8/2020 12H,5615
04/8/2020 11H,5487
04/8/2020 10H,5157
04/8/2020 09H,4890
04/8/2020 08H,4698
04/8/2020 07H,4889
04/8/2020 06H,5094
04/8/2020 05H,5596
04/8/2020 04H,5762
04/8/2020 03H,6106
04/8/2020 02H,6166
04/8/2020 01H,6313
04/8/2020 00H,6254
04/7/2020 23H,6295
04/7/2020 22H,6314
04/7/2020 21H,6208
04/7/2020 20H,6187
04/7/2020 19H,5926
04/7/2020 18H,5503
04/7/2020 17H,5188
04/7/2020 16H,5029
04/7/2020 15H,4662
04/7/2020 14H,4746
04/7/2020 13H,5250
04/7/2020 12H,5288
04/7/2020 11H,4992
04/7/2020 10H,4752
04/7/2020 09H,4565
04/7/2020 08H,4308
04/7/2020 07H,4333
04/7/2020 06H,4208
04/7/2020 05H,4604
04/7/2020 04H,5071
04/7/2020 03H,5674
04/7/2020 02H,5934
04/7/2020 01H,6315
04/7/2020 00H,6238
04/6/2020 23H,6152
04/6/2020 22H,5901
04/6/2020 21H,5563
04/6/2020 20H,4853
04/6/2020 19H,4613
04/6/2020 18H,4349
04/6/2020 17H,4154
04/6/2020 16H,3940
04/6/2020 15H,3725
04/6/2020 14H,3656
04/6/2020 13H,4085
04/6/2020 12H,4512
04/6/2020 11H,4120
04/6/2020 10H,3622
04/6/2020 09H,3319
04/6/2020 08H,3268
04/6/2020 07H,3246
04/6/2020 06H,3348
04/6/2020 05H,3607
04/6/2020 04H,3758
04/6/2020 03H,4449
04/6/2020 02H,4935
04/6/2020 01H,5355
04/6/2020 00H,5202
04/5/2020 23H,4899
04/5/2020 22H,4503
04/5/2020 21H,3912
04/5/2020 20H,3431
04/5/2020 19H,3300
04/5/2020 18H,3292
04/5/2020 17H,3288
04/5/2020 16H,3349
04/5/2020 15H,3340
04/5/2020 14H,3294
04/5/2020 13H,3302
04/5/2020 12H,3329
04/5/2020 11H,3258
04/5/2020 10H,3237
04/5/2020 09H,3199
04/5/2020 08H,3236
04/5/2020 07H,3239
04/5/2020 06H,3428
04/5/2020 05H,3608
04/5/2020 04H,4109
04/5/2020 03H,4629
04/5/2020 02H,4923
04/5/2020 01H,5080
04/5/2020 00H,4949
04/4/2020 23H,4598
04/4/2020 22H,4102
04/4/2020 21H,3762
04/4/2020 20H,3338
04/4/2020 19H,3290
04/4/2020 18H,3194
04/4/2020 17H,3184
04/4/2020 16H,3188
04/4/2020 15H,3413
04/4/2020 14H,3868
04/4/2020 13H,4270
04/4/2020 12H,4564
04/4/2020 11H,4310
04/4/2020 10H,3915
04/4/2020 09H,3709
04/4/2020 08H,3580
04/4/2020 07H,3634
04/4/2020 06H,3905
04/4/2020 05H,4543
04/4/2020 04H,4818
04/4/2020 03H,5485
04/4/2020 02H,5807
04/4/2020 01H,5806
04/4/2020 00H,5410
04/3/2020 23H,4990
04/3/2020 22H,4110
04/3/2020 21H,3690
04/3/2020 20H,3647
04/3/2020 19H,3578
04/3/2020 18H,3683
04/3/2020 17H,3828
04/3/2020 16H,3774
04/3/2020 15H,4250
04/3/2020 14H,4616
04/3/2020 13H,5823
04/3/2020 12H,6432
04/3/2020 11H,6099
04/3/2020 10H,5560
04/3/2020 09H,4897
04/3/2020 08H,4397
04/3/2020 07H,4159
04/3/2020 06H,4044
04/3/2020 05H,4175
04/3/2020 04H,4558
04/3/2020 03H,5281
04/3/2020 02H,5331
04/3/2020 01H,5458
04/3/2020 00H,5248
04/2/2020 23H,4438
04/2/2020 22H,3566
04/2/2020 21H,3374
04/2/2020 20H,3188
04/2/2020 19H,3302
04/2/2020 18H,3497
04/2/2020 17H,3456
04/2/2020 16H,3542
04/2/2020 15H,4217
04/2/2020 14H,5210
04/2/2020 13H,5946
04/2/2020 12H,6260
04/2/2020 11H,5926
04/2/2020 10H,5417
04/2/2020 09H,5051
04/2/2020 08H,4795
04/2/2020 07H,4586
04/2/2020 06H,4691
04/2/2020 05H,4930
04/2/2020 04H,5293
04/2/2020 03H,6029
04/2/2020 02H,6092
04/2/2020 01H,6084
04/2/2020 00H,5681
04/1/2020 23H,5316
04/1/2020 22H,4841
04/1/2020 21H,4664
04/1/2020 20H,4658
04/1/2020 19H,4604
04/1/2020 18H,4700
04/1/2020 17H,5006
04/1/2020 16H,5180
04/1/2020 15H,5319
04/1/2020 14H,5419
04/1/2020 13H,5641
04/1/2020 12H,5738
04/1/2020 11H,5126
04/1/2020 10H,4218
04/1/2020 09H,3730
04/1/2020 08H,3680
04/1/2020 07H,3903
04/1/2020 06H,3950
04/1/2020 05H,4226
04/1/2020 04H,4768
04/1/2020 03H,5480
04/1/2020 02H,6009
04/1/2020 01H,6086
04/1/2020 00H,6024
03/31/2020 23H,5940
03/31/2020 22H,5859
03/31/2020 21H,5646
03/31/2020 20H,5547
03/31/2020 19H,5503
03/31/2020 18H,5395
03/31/2020 17H,5365
03/31/2020 16H,5456
03/31/2020 15H,5762
03/31/2020 14H,5839
03/31/2020 13H,5785
03/31/2020 12H,5486
03/31/2020 11H,4772
03/31/2020 10H,3911
03/31/2020 09H,3286
03/31/2020 08H,3311
03/31/2020 07H,3438
03/31/2020 06H,3974
03/31/2020 05H,4535
03/31/2020 04H,4998
03/31/2020 03H,5765
03/31/2020 02H,6487
03/31/2020 01H,6635
03/31/2020 00H,6642
03/30/2020 23H,6574
03/30/2020 22H,6113
03/30/2020 21H,6015
03/30/2020 20H,5640
03/30/2020 19H,4930
03/30/2020 18H,4526
03/30/2020 17H,4574
03/30/2020 16H,4675
03/30/2020 15H,4427
03/30/2020 14H,4431
03/30/2020 13H,4697
03/30/2020 12H,4749
03/30/2020 11H,4296
03/30/2020 10H,3692
03/30/2020 09H,3319
03/30/2020 08H,3422
03/30/2020 07H,3891
03/30/2020 06H,4367
03/30/2020 05H,4863
03/30/2020 04H,5770
03/30/2020 03H,6599
03/30/2020 02H,7615
03/30/2020 01H,8247
03/30/2020 00H,8162
03/29/2020 23H,8223
03/29/2020 22H,8035
03/29/2020 21H,7704
03/29/2020 20H,7279
03/29/2020 19H,6676
03/29/2020 18H,6407
03/29/2020 17H,6034
03/29/2020 16H,5723
03/29/2020 15H,5551
03/29/2020 14H,5732
03/29/2020 13H,5318
03/29/2020 12H,5222
03/29/2020 11H,4486
03/29/2020 10H,4054
03/29/2020 09H,3702
03/29/2020 08H,3934
03/29/2020 07H,4215
03/29/2020 06H,4403
03/29/2020 05H,4951
03/29/2020 04H,5583
03/29/2020 03H,6470
03/29/2020 02H,7199
03/29/2020 01H,7713
03/29/2020 00H,7791
03/28/2020 23H,7785
03/28/2020 22H,7293
03/28/2020 21H,6547
03/28/2020 20H,6093
03/28/2020 19H,5643
03/28/2020 18H,4997
03/28/2020 17H,4365
03/28/2020 16H,3743
03/28/2020 15H,3820
03/28/2020 14H,3836
03/28/2020 13H,3913
03/28/2020 12H,3894
03/28/2020 11H,3955
03/28/2020 10H,3985
03/28/2020 09H,3993
03/28/2020 08H,4217
03/28/2020 07H,4552
03/28/2020 06H,4921
03/28/2020 05H,5455
03/28/2020 04H,6147
03/28/2020 03H,6918
03/28/2020 02H,7486
03/28/2020 01H,7663
03/28/2020 00H,7743
03/27/2020 23H,7633
03/27/2020 22H,7477
03/27/2020 21H,6999
03/27/2020 20H,6490
03/27/2020 19H,6110
03/27/2020 18H,5601
03/27/2020 17H,5240
03/27/2020 16H,5105
03/27/2020 15H,5750
03/27/2020 14H,6187
03/27/2020 13H,6367
03/27/2020 12H,6293
03/27/2020 11H,6133
03/27/2020 10H,5765
03/27/2020 09H,5385
03/27/2020 08H,5243
03/27/2020 07H,5274
03/27/2020 06H,5514
03/27/2020 05H,5756
03/27/2020 04H,5891
03/27/2020 03H,6307
03/27/2020 02H,6621
03/27/2020 01H,6677
03/27/2020 00H,6503
03/26/2020 23H,6341
03/26/2020 22H,5976
03/26/2020 21H,5505
03/26/2020 20H,5299
03/26/2020 19H,5634
03/26/2020 18H,5863
03/26/2020 17H,6033
03/26/2020 16H,6384
03/26/2020 15H,6872
03/26/2020 14H,6864
03/26/2020 13H,6825
03/26/2020 12H,6815
03/26/2020 11H,6574
03/26/2020 10H,6137
03/26/2020 09H,5626
03/26/2020 08H,5251
03/26/2020 07H,5195
03/26/2020 06H,5061
03/26/2020 05H,5535
03/26/2020 04H,6074
03/26/2020 03H,6793
03/26/2020 02H,7246
03/26/2020 01H,7459
03/26/2020 00H,7034
03/25/2020 23H,6821
03/25/2020 22H,6540
03/25/2020 21H,6415
03/25/2020 20H,6322
03/25/2020 19H,6201
03/25/2020 18H,6326
03/25/2020 17H,6406
03/25/2020 16H,6377
03/25/2020 15H,6420
03/25/2020 14H,6520
03/25/2020 13H,6638
03/25/2020 12H,6917
03/25/2020 11H,6772
03/25/2020 10H,6257
03/25/2020 09H,6051
03/25/2020 08H,6274
03/25/2020 07H,6453
03/25/2020 06H,6649
03/25/2020 05H,6902
03/25/2020 04H,7082
03/25/2020 03H,7432
03/25/2020 02H,7519
