,BURDEN,,,,,
3124,0.034666667,,,,,
39785,0.034666667,,,,,
4865,0.034666667,,,,,
26679,0.034666667,,,,,
22761,0.034666667,,,,,
12122,0.034666667,,,,,
1986,0.034666667,,,,,
33778,0.034666667,,,,,
31249,0.034666667,,,,,
43179,0.034666667,,,,,
2491,0.034666667,,,,,
41985,0.034666667,,,,,
30818,0.034666667,,,,,
34140,0.034666667,,,,,
13319,0.034666667,,,,,
35942,0.034666667,,,,,
37548,0.034666667,,,,,
2428,0.034666667,,,,,
2469,0.034666667,,,,,
19623,0.034666667,,,,,
15516,0.034666667,,,,,
22783,0.034666667,,,,,
10446,0.034666667,,,,,
17562,0.034666667,,,,,
25672,0.034666667,,,,,
44131,0.034666667,,,,,
16445,0.034666667,,,,,
39139,0.034667767,,,,,
9206,0.034670947,,,,,
8341,0.034682081,,,,,
26784,0.034682081,,,,,
11334,0.034682081,,,,,
30509,0.034682081,,,,,
11244,0.034682081,,,,,
9578,0.034691196,,,,,
28251,0.034691196,,,,,
20694,0.034693878,,,,,
25532,0.034698795,,,,,
23878,0.034698795,,,,,
7934,0.034698795,,,,,
9575,0.034700315,,,,,
24092,0.034705228,,,,,
14146,0.034710744,,,,,
1000,0.034710744,,,,,
30056,0.034710744,,,,,
17277,0.034719711,,,,,
4820,0.034736842,,,,,
16789,0.034736842,,,,,
39311,0.034736842,,,,,
15590,0.034736842,,,,,
44424,0.034736842,,,,,
17406,0.034736842,,,,,
12627,0.034736842,,,,,
24099,0.034736842,,,,,
35640,0.034736842,,,,,
8647,0.034736842,,,,,
10296,0.034736842,,,,,
8496,0.034736842,,,,,
1590,0.034736842,,,,,
33952,0.034753978,,,,,
36905,0.03476734,,,,,
8067,0.034768212,,,,,
18328,0.034769171,,,,,
17872,0.03477253,,,,,
2027,0.034772727,,,,,
30170,0.034774855,,,,,
31569,0.034775657,,,,,
27626,0.034782609,,,,,
30501,0.034782609,,,,,
37993,0.034782609,,,,,
5504,0.034782609,,,,,
43372,0.034782609,,,,,
27654,0.034782609,,,,,
6800,0.034782609,,,,,
40741,0.034782609,,,,,
24953,0.034782609,,,,,
37662,0.034782609,,,,,
7021,0.034782609,,,,,
27037,0.034782609,,,,,
41596,0.034782609,,,,,
8048,0.034782609,,,,,
14238,0.034782609,,,,,
40482,0.034782609,,,,,
21844,0.034782609,,,,,
3561,0.034782609,,,,,
13350,0.034782609,,,,,
3565,0.034793814,,,,,
44397,0.0348,,,,,
32068,0.0348,,,,,
26240,0.0348,,,,,
33187,0.0348,,,,,
16697,0.0348,,,,,
11021,0.0348,,,,,
28609,0.0348,,,,,
11343,0.0348,,,,,
1213,0.0348,,,,,
23210,0.0348,,,,,
7094,0.03480663,,,,,
29274,0.034814815,,,,,
3661,0.03482186,,,,,
36917,0.034833091,,,,,
41493,0.03483871,,,,,
35667,0.03483871,,,,,
14631,0.03483871,,,,,
19444,0.03483871,,,,,
34663,0.03483871,,,,,
25554,0.03483871,,,,,
35130,0.03483871,,,,,
26140,0.03483871,,,,,
32474,0.034854772,,,,,
32732,0.034854772,,,,,
18598,0.034854772,,,,,
41632,0.034862385,,,,,
39630,0.034862385,,,,,
15277,0.034866828,,,,,
13860,0.034866828,,,,,
8849,0.034871795,,,,,
33940,0.034871795,,,,,
20722,0.034871795,,,,,
6885,0.034871795,,,,,
1289,0.034883721,,,,,
8592,0.034883721,,,,,
17430,0.034883721,,,,,
10373,0.034883721,,,,,
15113,0.034892541,,,,,
32135,0.034894992,,,,,
12802,0.034899329,,,,,
30484,0.034901114,,,,,
3193,0.034904714,,,,,
39746,0.034909091,,,,,
21151,0.034909091,,,,,
19858,0.034909091,,,,,
3932,0.034909091,,,,,
26908,0.034909091,,,,,
27285,0.034909091,,,,,
19531,0.034909091,,,,,
13599,0.034909091,,,,,
21776,0.034909091,,,,,
6681,0.034909091,,,,,
24277,0.034909091,,,,,
23066,0.034909091,,,,,
10216,0.034909091,,,,,
11968,0.034909091,,,,,
16794,0.034909091,,,,,
12205,0.034909091,,,,,
11664,0.034909091,,,,,
18603,0.034909091,,,,,
19973,0.034909091,,,,,
7948,0.034909091,,,,,
35568,0.034909091,,,,,
12770,0.034909091,,,,,
28109,0.034909091,,,,,
31886,0.034909091,,,,,
11373,0.034913793,,,,,
39422,0.034918787,,,,,
28132,0.034920635,,,,,
12909,0.034923077,,,,,
41010,0.034940855,,,,,
13359,0.034951456,,,,,
38702,0.034951456,,,,,
31304,0.034951456,,,,,
24729,0.034951456,,,,,
30314,0.034951456,,,,,
25907,0.034951456,,,,,
31956,0.034951456,,,,,
14048,0.034951456,,,,,
34952,0.034951456,,,,,
41384,0.03495485,,,,,
38199,0.034956305,,,,,
2233,0.034956305,,,,,
26653,0.034966887,,,,,
28308,0.034969325,,,,,
36186,0.034969325,,,,,
28093,0.034971429,,,,,
4210,0.034971429,,,,,
3818,0.034977578,,,,,
18780,0.034977578,,,,,
28861,0.034977578,,,,,
15492,0.034980989,,,,,
37668,0.034985423,,,,,
8437,0.034991424,,,,,
13926,0.03499676,,,,,
19938,0.034998056,,,,,
27624,0.035,,,,,
10900,0.035,,,,,
650,0.035,,,,,
19385,0.035,,,,,
14671,0.035,,,,,
6889,0.035,,,,,
22105,0.035,,,,,
16636,0.035,,,,,
27815,0.035,,,,,
14074,0.035,,,,,
28776,0.035,,,,,
43795,0.035,,,,,
5211,0.035,,,,,
12313,0.035,,,,,
12972,0.035,,,,,
31043,0.035,,,,,
44763,0.035,,,,,
29787,0.035,,,,,
30349,0.035,,,,,
21335,0.035,,,,,
31984,0.035,,,,,
9751,0.035,,,,,
24763,0.035,,,,,
31169,0.035,,,,,
28475,0.035,,,,,
14829,0.035,,,,,
12840,0.035,,,,,
37196,0.035,,,,,
35390,0.035,,,,,
14313,0.035,,,,,
17656,0.035,,,,,
24987,0.035008104,,,,,
13139,0.035013263,,,,,
6460,0.035013263,,,,,
44150,0.035023041,,,,,
13515,0.035023041,,,,,
17548,0.035036496,,,,,
26115,0.035036496,,,,,
33477,0.035036496,,,,,
18545,0.035042735,,,,,
38274,0.035046729,,,,,
3741,0.035051546,,,,,
33185,0.035058431,,,,,
13001,0.035068493,,,,,
20550,0.035071527,,,,,
31506,0.035071942,,,,,
14419,0.035076923,,,,,
14808,0.035076923,,,,,
3785,0.035076923,,,,,
3412,0.035076923,,,,,
588,0.035076923,,,,,
44734,0.035076923,,,,,
19260,0.035076923,,,,,
10689,0.035076923,,,,,
41673,0.035076923,,,,,
25696,0.035076923,,,,,
39970,0.035076923,,,,,
3465,0.035076923,,,,,
16268,0.035076923,,,,,
14060,0.035076923,,,,,
16334,0.035076923,,,,,
16021,0.035076923,,,,,
16023,0.035076923,,,,,
24271,0.035076923,,,,,
15181,0.035076923,,,,,
21863,0.035076923,,,,,
23873,0.035076923,,,,,
9462,0.035076923,,,,,
44992,0.035076923,,,,,
23235,0.035087719,,,,,
24148,0.035087719,,,,,
16720,0.035087719,,,,,
14795,0.035087719,,,,,
10492,0.035087719,,,,,
35335,0.035087719,,,,,
8559,0.035097493,,,,,
673,0.035103926,,,,,
24419,0.035106383,,,,,
44739,0.035106383,,,,,
20895,0.035106383,,,,,
27522,0.035113387,,,,,
19409,0.035118525,,,,,
15404,0.035121951,,,,,
33702,0.035121951,,,,,
23862,0.035121951,,,,,
13665,0.035121951,,,,,
2331,0.035121951,,,,,
40229,0.035121951,,,,,
24946,0.035121951,,,,,
10899,0.035121951,,,,,
39955,0.035121951,,,,,
20960,0.035121951,,,,,
29074,0.035125378,,,,,
28915,0.035126235,,,,,
37542,0.035126582,,,,,
25798,0.035126991,,,,,
40171,0.035128806,,,,,
41093,0.035129741,,,,,
41953,0.035130971,,,,,
19593,0.035130971,,,,,
34209,0.035131744,,,,,
31740,0.035135135,,,,,
20761,0.035135135,,,,,
13588,0.035140651,,,,,
18627,0.035142857,,,,,
30116,0.035144072,,,,,
13092,0.035146444,,,,,
8789,0.035151515,,,,,
6895,0.035151515,,,,,
33054,0.03515625,,,,,
12893,0.03515625,,,,,
37712,0.035164835,,,,,
28547,0.035164835,,,,,
31493,0.035169988,,,,,
32918,0.035172414,,,,,
39163,0.035172414,,,,,
18541,0.035172414,,,,,
3058,0.035172414,,,,,
11497,0.035172414,,,,,
32319,0.035172414,,,,,
17412,0.035172414,,,,,
35197,0.035172414,,,,,
33690,0.035172414,,,,,
8214,0.035173425,,,,,
42877,0.035178893,,,,,
5506,0.035195307,,,,,
36903,0.035197497,,,,,
8746,0.0352,,,,,
34127,0.0352,,,,,
12429,0.0352,,,,,
26722,0.0352,,,,,
9286,0.0352,,,,,
34000,0.0352,,,,,
15121,0.0352,,,,,
11961,0.0352,,,,,
38658,0.0352,,,,,
5319,0.0352,,,,,
25295,0.0352,,,,,
10470,0.0352,,,,,
5409,0.0352,,,,,
2125,0.0352,,,,,
10506,0.0352,,,,,
27080,0.035204082,,,,,
16610,0.035209581,,,,,
21909,0.035214447,,,,,
3789,0.035217391,,,,,
2544,0.035229358,,,,,
10356,0.035229358,,,,,
1347,0.035229358,,,,,
40079,0.035233161,,,,,
5532,0.035236542,,,,,
37567,0.035236542,,,,,
29499,0.035238151,,,,,
19872,0.035244755,,,,,
7439,0.035249042,,,,,
23958,0.035249042,,,,,
1620,0.03525,,,,,
1472,0.035252644,,,,,
26146,0.035252644,,,,,
29805,0.035255713,,,,,
10396,0.035257083,,,,,
38534,0.035272727,,,,,
9623,0.035294118,,,,,
38878,0.035294118,,,,,
30996,0.035294118,,,,,
22557,0.035294118,,,,,
463,0.035294118,,,,,
25063,0.035294118,,,,,
40285,0.035294118,,,,,
13736,0.035294118,,,,,
36397,0.035294118,,,,,
12098,0.035294118,,,,,
36180,0.035294118,,,,,
13137,0.035294118,,,,,
26141,0.035294118,,,,,
4429,0.035294118,,,,,
6505,0.035294118,,,,,
40864,0.035294118,,,,,
2436,0.035294118,,,,,
9916,0.035294118,,,,,
19891,0.035294118,,,,,
6071,0.035294118,,,,,
30368,0.035294118,,,,,
3363,0.035294118,,,,,
23337,0.035294118,,,,,
40797,0.035294118,,,,,
44864,0.035294118,,,,,
6606,0.035294118,,,,,
30310,0.035294118,,,,,
38105,0.035294118,,,,,
1220,0.035294118,,,,,
24611,0.035294118,,,,,
4178,0.035294118,,,,,
14057,0.035294118,,,,,
34778,0.035294118,,,,,
34968,0.035294118,,,,,
12705,0.035294118,,,,,
13867,0.035294118,,,,,
11910,0.035294118,,,,,
20521,0.035294118,,,,,
37666,0.035294118,,,,,
39619,0.035294118,,,,,
45002,0.035294118,,,,,
25895,0.035294118,,,,,
7233,0.035294118,,,,,
13799,0.035294118,,,,,
31279,0.035294118,,,,,
25495,0.035294118,,,,,
25503,0.035294118,,,,,
17994,0.035294118,,,,,
16882,0.035303147,,,,,
20657,0.035329949,,,,,
24518,0.035340314,,,,,
26211,0.035341365,,,,,
22078,0.035348837,,,,,
7580,0.035348837,,,,,
31552,0.035356511,,,,,
20138,0.035359116,,,,,
32453,0.035363458,,,,,
12494,0.035363458,,,,,
31760,0.035368421,,,,,
34810,0.035368421,,,,,
28830,0.035368421,,,,,
10609,0.035368421,,,,,
24701,0.035368421,,,,,
1049,0.035372144,,,,,
36997,0.03537415,,,,,
31209,0.03537415,,,,,
17505,0.035377358,,,,,
25521,0.035379939,,,,,
27775,0.035380835,,,,,
36432,0.035384615,,,,,
40124,0.035384615,,,,,
21981,0.035387791,,,,,
1061,0.03538874,,,,,
15,0.035389831,,,,,
16476,0.035402581,,,,,
24434,0.035403727,,,,,
15019,0.035403727,,,,,
23287,0.035409836,,,,,
8605,0.035409836,,,,,
32178,0.035415642,,,,,
42496,0.035416667,,,,,
16185,0.035424354,,,,,
4609,0.035424354,,,,,
26995,0.035428571,,,,,
7953,0.035433071,,,,,
13332,0.035436242,,,,,
4173,0.03543956,,,,,
7611,0.035443038,,,,,
20874,0.035443038,,,,,
2259,0.035448578,,,,,
22031,0.035454545,,,,,
34393,0.035454545,,,,,
25327,0.035454545,,,,,
11768,0.035454545,,,,,
34715,0.035454545,,,,,
2463,0.035454545,,,,,
144,0.035454545,,,,,
29331,0.035456336,,,,,
2323,0.035458787,,,,,
32161,0.03546798,,,,,
2439,0.03546798,,,,,
43166,0.03546798,,,,,
18957,0.03546798,,,,,
35936,0.035472242,,,,,
26710,0.035478261,,,,,
18508,0.035478261,,,,,
8465,0.035478261,,,,,
6619,0.035478261,,,,,
15643,0.035483871,,,,,
38973,0.035483871,,,,,
26351,0.035489834,,,,,
25263,0.035490605,,,,,
41050,0.035492958,,,,,
35156,0.035492958,,,,,
143,0.035502959,,,,,
12034,0.035502959,,,,,
3729,0.035509963,,,,,
6024,0.035510204,,,,,
26462,0.035510204,,,,,
36966,0.035510204,,,,,
31579,0.035514019,,,,,
2296,0.035514633,,,,,
44602,0.035516969,,,,,
2031,0.03552,,,,,
24860,0.035526316,,,,,
30381,0.035526316,,,,,
16597,0.035526316,,,,,
17003,0.035535308,,,,,
33092,0.035544304,,,,,
39089,0.035555556,,,,,
6004,0.035555556,,,,,
33856,0.035555556,,,,,
5938,0.035555556,,,,,
43843,0.035555556,,,,,
6203,0.035555556,,,,,
11427,0.035555556,,,,,
4617,0.035555556,,,,,
36215,0.035555556,,,,,
13109,0.035555556,,,,,
180,0.035555556,,,,,
27930,0.035555556,,,,,
2012,0.035555556,,,,,
9128,0.035555556,,,,,
22209,0.035555556,,,,,
27737,0.035555556,,,,,
20916,0.035555556,,,,,
42957,0.035555556,,,,,
18998,0.035555556,,,,,
6980,0.035555556,,,,,
41262,0.035555556,,,,,
12439,0.035555556,,,,,
17939,0.035555556,,,,,
4099,0.035560824,,,,,
1181,0.035573123,,,,,
16048,0.035573123,,,,,
12810,0.035575827,,,,,
12529,0.035579515,,,,,
25162,0.035579515,,,,,
21902,0.035581395,,,,,
29727,0.03558787,,,,,
36653,0.03559322,,,,,
24843,0.03559322,,,,,
16015,0.03559322,,,,,
3665,0.035602094,,,,,
33255,0.035604396,,,,,
35025,0.035604396,,,,,
1637,0.035608309,,,,,
21999,0.035612903,,,,,
31336,0.035625,,,,,
23869,0.035625,,,,,
15626,0.035625,,,,,
23820,0.035625,,,,,
43140,0.035625,,,,,
38212,0.035625,,,,,
42545,0.035629454,,,,,
42425,0.03564,,,,,
6145,0.035643564,,,,,
29590,0.035643564,,,,,
36733,0.035643564,,,,,
3453,0.035643564,,,,,
16138,0.035655738,,,,,
19195,0.035655738,,,,,
34268,0.035657143,,,,,
4859,0.035657143,,,,,
19230,0.035658915,,,,,
14595,0.035664336,,,,,
19275,0.035675676,,,,,
1449,0.035675676,,,,,
39229,0.035675676,,,,,
1200,0.035675676,,,,,
16648,0.035675676,,,,,
11303,0.035675676,,,,,
40479,0.035675676,,,,,
29801,0.035675676,,,,,
41032,0.035675676,,,,,
11096,0.035675676,,,,,
21072,0.035692308,,,,,
28367,0.035714286,,,,,
23412,0.035714286,,,,,
28747,0.035714286,,,,,
36464,0.035714286,,,,,
30258,0.035714286,,,,,
29422,0.035714286,,,,,
44821,0.035714286,,,,,
35727,0.035733333,,,,,
10249,0.035744681,,,,,
12979,0.035744681,,,,,
43376,0.035744681,,,,,
30967,0.035744681,,,,,
18256,0.035744681,,,,,
9415,0.035744681,,,,,
32551,0.035752288,,,,,
20514,0.035761589,,,,,
43957,0.035761589,,,,,
43840,0.035767511,,,,,
38190,0.035769231,,,,,
5219,0.035769231,,,,,
16832,0.035769231,,,,,
15784,0.035772358,,,,,
30384,0.035779817,,,,,
9906,0.035785288,,,,,
44237,0.035789474,,,,,
32723,0.035789474,,,,,
40842,0.035789474,,,,,
15190,0.035789474,,,,,
5526,0.035789474,,,,,
28445,0.035795455,,,,,
15236,0.035801105,,,,,
11815,0.035820896,,,,,
29090,0.035820896,,,,,
44839,0.035820896,,,,,
1603,0.035820896,,,,,
28882,0.035820896,,,,,
17525,0.035820896,,,,,
18616,0.035820896,,,,,
21318,0.035820896,,,,,
23996,0.035820896,,,,,
37051,0.035820896,,,,,
4872,0.035820896,,,,,
39541,0.035820896,,,,,
21123,0.035820896,,,,,
44232,0.035820896,,,,,
32557,0.035820896,,,,,
24836,0.035826243,,,,,
2393,0.035844156,,,,,
3152,0.035844156,,,,,
8461,0.035844156,,,,,
16198,0.035844156,,,,,
41022,0.035849432,,,,,
29795,0.035859125,,,,,
35329,0.035862069,,,,,
12580,0.035862069,,,,,
35256,0.035863918,,,,,
14708,0.035866781,,,,,
34134,0.035869565,,,,,
23494,0.035869565,,,,,
42802,0.035869565,,,,,
33673,0.03588785,,,,,
29235,0.035897436,,,,,
2921,0.035905512,,,,,
26000,0.035905512,,,,,
16093,0.035905512,,,,,
43536,0.035907336,,,,,
40366,0.035915493,,,,,
18274,0.035918367,,,,,
44278,0.035918367,,,,,
43197,0.035928144,,,,,
28873,0.035928144,,,,,
25100,0.035928144,,,,,
20360,0.035934121,,,,,
26628,0.035935829,,,,,
5427,0.0359401,,,,,
32745,0.0359401,,,,,
16113,0.0359401,,,,,
35515,0.035941595,,,,,
28052,0.0359447,,,,,
38781,0.035946081,,,,,
38872,0.035955056,,,,,
13916,0.035955056,,,,,
21809,0.035955056,,,,,
5057,0.035962145,,,,,
12757,0.035962145,,,,,
13742,0.035964036,,,,,
1174,0.035967302,,,,,
38727,0.035974304,,,,,
4678,0.035974304,,,,,
25323,0.035991222,,,,,
7877,0.035991222,,,,,
21676,0.035992801,,,,,
20098,0.03599712,,,,,
27412,0.036,,,,,
5341,0.036,,,,,
20249,0.036,,,,,
21037,0.036,,,,,
41581,0.036,,,,,
29882,0.036,,,,,
42394,0.036,,,,,
6989,0.036,,,,,
3798,0.036,,,,,
27861,0.036,,,,,
10671,0.036,,,,,
8187,0.036,,,,,
30632,0.036,,,,,
44358,0.036,,,,,
18880,0.036,,,,,
41130,0.036,,,,,
21193,0.036,,,,,
13802,0.036,,,,,
41562,0.036,,,,,
13358,0.036,,,,,
7415,0.036,,,,,
31154,0.036,,,,,
7417,0.036,,,,,
9452,0.036,,,,,
3761,0.036,,,,,
43416,0.036,,,,,
34647,0.036,,,,,
13750,0.036,,,,,
34846,0.036,,,,,
39391,0.036,,,,,
4908,0.036,,,,,
24691,0.036,,,,,
12617,0.036,,,,,
34950,0.036,,,,,
23800,0.036,,,,,
9942,0.036,,,,,
27545,0.036,,,,,
38374,0.036,,,,,
12431,0.036,,,,,
19591,0.036,,,,,
25460,0.036,,,,,
4620,0.036,,,,,
23510,0.036,,,,,
987,0.036,,,,,
37289,0.036,,,,,
1870,0.036,,,,,
33035,0.036,,,,,
41116,0.036,,,,,
34592,0.036,,,,,
2493,0.036,,,,,
40022,0.036,,,,,
3768,0.036,,,,,
19773,0.036,,,,,
3194,0.036,,,,,
43061,0.036,,,,,
23400,0.036,,,,,
27284,0.036,,,,,
17223,0.036,,,,,
36002,0.036,,,,,
10721,0.036,,,,,
17496,0.036,,,,,
32945,0.036,,,,,
31330,0.036,,,,,
20713,0.036,,,,,
4855,0.036,,,,,
3848,0.036,,,,,
20881,0.036,,,,,
19719,0.036,,,,,
16192,0.036,,,,,
6907,0.036,,,,,
42630,0.036,,,,,
17373,0.036,,,,,
27210,0.036,,,,,
20914,0.036,,,,,
9367,0.036,,,,,
23538,0.036,,,,,
33227,0.036,,,,,
35210,0.036,,,,,
1224,0.036,,,,,
24240,0.036,,,,,
9520,0.036,,,,,
21918,0.036,,,,,
8216,0.036,,,,,
7437,0.036,,,,,
176,0.036,,,,,
42628,0.036,,,,,
25650,0.036,,,,,
20071,0.036,,,,,
22871,0.036,,,,,
6020,0.036,,,,,
15006,0.036,,,,,
42973,0.036,,,,,
20231,0.036,,,,,
39522,0.036,,,,,
25618,0.036,,,,,
44619,0.036,,,,,
22236,0.036,,,,,
30728,0.036,,,,,
39360,0.036,,,,,
2523,0.036,,,,,
4582,0.036,,,,,
32204,0.036,,,,,
23197,0.036,,,,,
16219,0.036,,,,,
28478,0.036,,,,,
39447,0.036,,,,,
5870,0.036,,,,,
34705,0.036,,,,,
15779,0.036,,,,,
3842,0.036,,,,,
17378,0.036,,,,,
27900,0.036,,,,,
37299,0.036,,,,,
7335,0.036,,,,,
37667,0.036,,,,,
10981,0.036,,,,,
29599,0.036,,,,,
26106,0.036,,,,,
28280,0.036,,,,,
21419,0.036,,,,,
43213,0.036,,,,,
13103,0.036,,,,,
6485,0.036,,,,,
29749,0.036,,,,,
38718,0.036,,,,,
3527,0.036,,,,,
40895,0.036,,,,,
15410,0.036,,,,,
14494,0.036,,,,,
32510,0.036,,,,,
10907,0.036,,,,,
44912,0.036,,,,,
36410,0.036,,,,,
43208,0.036,,,,,
6458,0.036,,,,,
7091,0.036,,,,,
29088,0.036,,,,,
34481,0.036,,,,,
31695,0.036,,,,,
25067,0.036,,,,,
5224,0.036,,,,,
35491,0.036,,,,,
23909,0.036,,,,,
29785,0.036,,,,,
1424,0.036,,,,,
39147,0.036,,,,,
5009,0.036,,,,,
11650,0.036,,,,,
8762,0.036,,,,,
34162,0.036,,,,,
29775,0.036,,,,,
21683,0.036,,,,,
19001,0.036,,,,,
29190,0.036,,,,,
8453,0.036,,,,,
17591,0.036,,,,,
33789,0.036,,,,,
12182,0.036,,,,,
39914,0.036,,,,,
23294,0.036,,,,,
26235,0.036,,,,,
5477,0.036,,,,,
41005,0.036,,,,,
37829,0.036,,,,,
26622,0.036,,,,,
3469,0.036,,,,,
15472,0.036,,,,,
34225,0.036,,,,,
18737,0.036,,,,,
33808,0.036,,,,,
4349,0.036,,,,,
34286,0.036,,,,,
20645,0.036,,,,,
39010,0.036,,,,,
2756,0.036,,,,,
2186,0.036,,,,,
7626,0.036,,,,,
5548,0.036,,,,,
32442,0.036,,,,,
21827,0.036,,,,,
6434,0.036,,,,,
18716,0.036,,,,,
26830,0.036,,,,,
42004,0.036,,,,,
6199,0.036,,,,,
69,0.036,,,,,
29228,0.036,,,,,
41250,0.036,,,,,
16434,0.036,,,,,
30551,0.036,,,,,
42689,0.036,,,,,
16238,0.036,,,,,
12351,0.036,,,,,
28967,0.036,,,,,
6049,0.036,,,,,
42435,0.036,,,,,
44972,0.036,,,,,
27854,0.036,,,,,
21867,0.036,,,,,
24904,0.036,,,,,
28044,0.036,,,,,
2133,0.036,,,,,
30582,0.036,,,,,
28357,0.036,,,,,
30992,0.036,,,,,
16871,0.036,,,,,
13022,0.036,,,,,
30732,0.036,,,,,
23226,0.036,,,,,
24444,0.036,,,,,
13019,0.036,,,,,
38422,0.036,,,,,
39201,0.036,,,,,
40809,0.036,,,,,
164,0.036001895,,,,,
40465,0.036016371,,,,,
723,0.036027714,,,,,
34624,0.036036036,,,,,
5846,0.036036036,,,,,
12989,0.036036036,,,,,
6148,0.036041237,,,,,
43031,0.036042403,,,,,
15229,0.036051502,,,,,
27483,0.036051502,,,,,
15646,0.036052692,,,,,
4473,0.036062176,,,,,
11100,0.03606311,,,,,
33554,0.036065574,,,,,
3810,0.036065574,,,,,
39869,0.036072144,,,,,
9222,0.036078169,,,,,
22674,0.036078431,,,,,
13115,0.036078431,,,,,
31260,0.036090226,,,,,
28221,0.036090226,,,,,
38790,0.036090226,,,,,
13731,0.036090226,,,,,
27856,0.036090226,,,,,
1720,0.036090226,,,,,
23335,0.03609375,,,,,
8195,0.036103152,,,,,
22643,0.036106195,,,,,
42449,0.036111111,,,,,
24268,0.036111111,,,,,
35354,0.036111111,,,,,
40902,0.036111111,,,,,
22256,0.036114911,,,,,
32224,0.036116505,,,,,
8012,0.036120401,,,,,
31806,0.036125654,,,,,
39530,0.036127509,,,,,
5286,0.036129032,,,,,
24167,0.036129032,,,,,
33648,0.036129032,,,,,
5241,0.036137072,,,,,
24557,0.03613963,,,,,
24247,0.036144578,,,,,
32091,0.036144578,,,,,
34811,0.036144578,,,,,
42970,0.03615329,,,,,
20607,0.036153846,,,,,
38276,0.036156352,,,,,
30157,0.036158192,,,,,
7531,0.036158192,,,,,
7313,0.036164384,,,,,
42395,0.036164384,,,,,
30267,0.036164384,,,,,
19243,0.036164384,,,,,
43505,0.036180905,,,,,
10635,0.036180905,,,,,
31060,0.036180905,,,,,
15159,0.036180905,,,,,
13325,0.036180905,,,,,
4720,0.036189327,,,,,
15483,0.036190476,,,,,
3826,0.036190476,,,,,
36797,0.036190476,,,,,
44497,0.036190476,,,,,
4971,0.036190476,,,,,
1042,0.036190476,,,,,
7778,0.036194896,,,,,
27898,0.036194896,,,,,
20656,0.036206897,,,,,
29204,0.036206897,,,,,
41918,0.036206897,,,,,
36767,0.036220472,,,,,
23327,0.036226415,,,,,
41048,0.036226415,,,,,
33313,0.036226415,,,,,
27765,0.036226415,,,,,
36615,0.036226415,,,,,
34323,0.036226415,,,,,
32790,0.036226415,,,,,
7377,0.036226415,,,,,
4618,0.036226415,,,,,
7141,0.036241611,,,,,
19406,0.03625,,,,,
7309,0.03625,,,,,
10394,0.036263736,,,,,
37189,0.03627204,,,,,
37080,0.03627204,,,,,
25745,0.036278132,,,,,
43072,0.03627907,,,,,
34186,0.03627907,,,,,
36954,0.03627907,,,,,
11591,0.03627907,,,,,
15861,0.03627907,,,,,
18276,0.03627907,,,,,
20122,0.036285097,,,,,
28976,0.036290323,,,,,
10477,0.036298932,,,,,
1531,0.036298932,,,,,
3217,0.036312849,,,,,
32493,0.036315789,,,,,
24450,0.036315789,,,,,
29212,0.036315789,,,,,
8327,0.036315789,,,,,
10142,0.03633678,,,,,
44475,0.03633861,,,,,
10406,0.03635963,,,,,
23565,0.036363636,,,,,
2617,0.036363636,,,,,
13573,0.036363636,,,,,
16812,0.036363636,,,,,
27983,0.036363636,,,,,
17082,0.036363636,,,,,
5,0.036363636,,,,,
18580,0.036363636,,,,,
27913,0.036363636,,,,,
5961,0.036363636,,,,,
29586,0.036363636,,,,,
9854,0.036363636,,,,,
27489,0.036363636,,,,,
6520,0.036363636,,,,,
41506,0.036363636,,,,,
38058,0.036363636,,,,,
22311,0.036363636,,,,,
7430,0.036363636,,,,,
26078,0.036363636,,,,,
43486,0.036363636,,,,,
7947,0.036363636,,,,,
12054,0.036363636,,,,,
30867,0.036363636,,,,,
31142,0.036363636,,,,,
41066,0.036363636,,,,,
3123,0.036363636,,,,,
12487,0.036404494,,,,,
20695,0.036404494,,,,,
28869,0.036407767,,,,,
43199,0.036409608,,,,,
37584,0.036416414,,,,,
43971,0.036418816,,,,,
15730,0.036421725,,,,,
54,0.036428571,,,,,
39747,0.036428571,,,,,
44023,0.036428571,,,,,
24590,0.036428571,,,,,
27989,0.036428571,,,,,
7987,0.036428571,,,,,
19440,0.036428571,,,,,
25407,0.036432638,,,,,
22084,0.036432638,,,,,
32155,0.036437247,,,,,
30751,0.036443228,,,,,
39286,0.036445192,,,,,
30548,0.036448598,,,,,
14713,0.036455696,,,,,
4737,0.036455696,,,,,
33460,0.036464088,,,,,
15364,0.036464088,,,,,
31447,0.036464088,,,,,
26410,0.036470588,,,,,
37201,0.036470588,,,,,
2952,0.036470588,,,,,
1723,0.03648,,,,,
17887,0.03648,,,,,
18119,0.03648,,,,,
5818,0.03648,,,,,
36094,0.036486486,,,,,
605,0.036492651,,,,,
7693,0.036493739,,,,,
11319,0.03649635,,,,,
17080,0.036507937,,,,,
38618,0.036511156,,,,,
8126,0.036521739,,,,,
34738,0.036521739,,,,,
20243,0.036521739,,,,,
22383,0.036521739,,,,,
1422,0.036521739,,,,,
43511,0.036521739,,,,,
20309,0.036521739,,,,,
44244,0.036521739,,,,,
16173,0.036521739,,,,,
28996,0.036521739,,,,,
24108,0.036521739,,,,,
47,0.036521739,,,,,
43423,0.036521739,,,,,
5433,0.036521739,,,,,
23708,0.036521739,,,,,
22142,0.036521739,,,,,
30773,0.036521739,,,,,
2358,0.036521739,,,,,
15812,0.03652641,,,,,
