Net generation from other for Southeast (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390115&sdid=EBA.SE-ALL.NG.OTH.H
19:20:33 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SE-ALL.NG.OTH.H megawatthours
06/13/2020 13H,369
06/13/2020 12H,366
06/13/2020 11H,373
06/13/2020 10H,365
06/13/2020 09H,358
06/13/2020 08H,339
06/13/2020 07H,341
06/13/2020 06H,372
06/13/2020 05H,379
06/13/2020 04H,380
06/13/2020 03H,382
06/13/2020 02H,377
06/13/2020 01H,384
06/13/2020 00H,387
06/12/2020 23H,384
06/12/2020 22H,381
06/12/2020 21H,379
06/12/2020 20H,381
06/12/2020 19H,371
06/12/2020 18H,375
06/12/2020 17H,381
06/12/2020 16H,371
06/12/2020 15H,371
06/12/2020 14H,371
06/12/2020 13H,371
06/12/2020 12H,367
06/12/2020 11H,367
06/12/2020 10H,368
06/12/2020 09H,362
06/12/2020 08H,357
06/12/2020 07H,351
06/12/2020 06H,347
06/12/2020 05H,339
06/12/2020 04H,307
06/12/2020 03H,278
06/12/2020 02H,286
06/12/2020 01H,292
06/12/2020 00H,312
06/11/2020 23H,314
06/11/2020 22H,306
06/11/2020 21H,299
06/11/2020 20H,287
06/11/2020 19H,286
06/11/2020 18H,326
06/11/2020 17H,324
06/11/2020 16H,323
06/11/2020 15H,317
06/11/2020 14H,311
06/11/2020 13H,317
06/11/2020 12H,319
06/11/2020 11H,317
06/11/2020 10H,321
06/11/2020 09H,325
06/11/2020 08H,329
06/11/2020 07H,340
06/11/2020 06H,332
06/11/2020 05H,329
06/11/2020 04H,330
06/11/2020 03H,328
06/11/2020 02H,329
06/11/2020 01H,314
06/11/2020 00H,297
06/10/2020 23H,289
06/10/2020 22H,308
06/10/2020 21H,304
06/10/2020 20H,300
06/10/2020 19H,310
06/10/2020 18H,325
06/10/2020 17H,323
06/10/2020 16H,312
06/10/2020 15H,292
06/10/2020 14H,289
06/10/2020 13H,297
06/10/2020 12H,285
06/10/2020 11H,276
06/10/2020 10H,279
06/10/2020 09H,277
06/10/2020 08H,269
06/10/2020 07H,267
06/10/2020 06H,269
06/10/2020 05H,267
06/10/2020 04H,267
06/10/2020 03H,267
06/10/2020 02H,267
06/10/2020 01H,269
06/10/2020 00H,269
06/9/2020 23H,267
06/9/2020 22H,266
06/9/2020 21H,267
06/9/2020 20H,273
06/9/2020 19H,270
06/9/2020 18H,265
06/9/2020 17H,256
06/9/2020 16H,258
06/9/2020 15H,258
06/9/2020 14H,261
06/9/2020 13H,266
06/9/2020 12H,256
06/9/2020 11H,290
06/9/2020 10H,298
06/9/2020 09H,289
06/9/2020 08H,292
06/9/2020 07H,289
06/9/2020 06H,285
06/9/2020 05H,274
06/9/2020 04H,270
06/9/2020 03H,265
06/9/2020 02H,273
06/9/2020 01H,274
06/9/2020 00H,284
06/8/2020 23H,286
06/8/2020 22H,287
06/8/2020 21H,274
06/8/2020 20H,275
06/8/2020 19H,273
06/8/2020 18H,267
06/8/2020 17H,267
06/8/2020 16H,263
06/8/2020 15H,258
06/8/2020 14H,260
06/8/2020 13H,256
06/8/2020 12H,256
06/8/2020 11H,264
06/8/2020 10H,269
06/8/2020 09H,271
06/8/2020 08H,275
06/8/2020 07H,261
06/8/2020 06H,259
06/8/2020 05H,259
06/8/2020 04H,261
06/8/2020 03H,261
06/8/2020 02H,249
06/8/2020 01H,253
06/8/2020 00H,253
06/7/2020 23H,241
06/7/2020 22H,235
06/7/2020 21H,223
06/7/2020 20H,212
06/7/2020 19H,214
06/7/2020 18H,212
06/7/2020 17H,212
06/7/2020 16H,216
06/7/2020 15H,212
06/7/2020 14H,210
06/7/2020 13H,233
06/7/2020 12H,257
06/7/2020 11H,259
06/7/2020 10H,260
06/7/2020 09H,262
06/7/2020 08H,264
06/7/2020 07H,263
06/7/2020 06H,266
06/7/2020 05H,257
06/7/2020 04H,259
06/7/2020 03H,265
06/7/2020 02H,263
06/7/2020 01H,259
06/7/2020 00H,272
06/6/2020 23H,276
06/6/2020 22H,268
06/6/2020 21H,271
06/6/2020 20H,269
06/6/2020 19H,266
06/6/2020 18H,263
06/6/2020 17H,266
06/6/2020 16H,268
06/6/2020 15H,269
06/6/2020 14H,263
06/6/2020 13H,259
06/6/2020 12H,260
06/6/2020 11H,260
06/6/2020 10H,252
06/6/2020 09H,247
06/6/2020 08H,249
06/6/2020 07H,250
06/6/2020 06H,251
06/6/2020 05H,249
06/6/2020 04H,248
06/6/2020 03H,247
06/6/2020 02H,248
06/6/2020 01H,246
06/6/2020 00H,245
06/5/2020 23H,250
06/5/2020 22H,237
06/5/2020 21H,229
06/5/2020 20H,228
06/5/2020 19H,249
06/5/2020 18H,257
06/5/2020 17H,258
06/5/2020 16H,268
06/5/2020 15H,260
06/5/2020 14H,262
06/5/2020 13H,245
06/5/2020 12H,223
06/5/2020 11H,217
06/5/2020 10H,233
06/5/2020 09H,238
06/5/2020 08H,241
06/5/2020 07H,240
06/5/2020 06H,243
06/5/2020 05H,241
06/5/2020 04H,271
06/5/2020 03H,293
06/5/2020 02H,294
06/5/2020 01H,302
06/5/2020 00H,305
06/4/2020 23H,307
06/4/2020 22H,299
06/4/2020 21H,293
06/4/2020 20H,298
06/4/2020 19H,305
06/4/2020 18H,303
06/4/2020 17H,307
06/4/2020 16H,308
06/4/2020 15H,308
06/4/2020 14H,301
06/4/2020 13H,297
06/4/2020 12H,294
06/4/2020 11H,297
06/4/2020 10H,296
06/4/2020 09H,297
06/4/2020 08H,295
06/4/2020 07H,296
06/4/2020 06H,287
06/4/2020 05H,283
06/4/2020 04H,283
06/4/2020 03H,295
06/4/2020 02H,305
06/4/2020 01H,307
06/4/2020 00H,304
06/3/2020 23H,306
06/3/2020 22H,303
06/3/2020 21H,301
06/3/2020 20H,305
06/3/2020 19H,296
06/3/2020 18H,297
06/3/2020 17H,289
06/3/2020 16H,284
06/3/2020 15H,283
06/3/2020 14H,296
06/3/2020 13H,299
06/3/2020 12H,295
06/3/2020 11H,298
06/3/2020 10H,291
06/3/2020 09H,291
06/3/2020 08H,294
06/3/2020 07H,290
06/3/2020 06H,292
06/3/2020 05H,289
06/3/2020 04H,292
06/3/2020 03H,288
06/3/2020 02H,287
06/3/2020 01H,293
06/3/2020 00H,295
06/2/2020 23H,297
06/2/2020 22H,302
06/2/2020 21H,299
06/2/2020 20H,296
06/2/2020 19H,299
06/2/2020 18H,295
06/2/2020 17H,290
06/2/2020 16H,279
06/2/2020 15H,284
06/2/2020 14H,293
06/2/2020 13H,298
06/2/2020 12H,299
06/2/2020 11H,304
06/2/2020 10H,300
06/2/2020 09H,298
06/2/2020 08H,290
06/2/2020 07H,283
06/2/2020 06H,276
06/2/2020 05H,269
06/2/2020 04H,256
06/2/2020 03H,239
06/2/2020 02H,267
06/2/2020 01H,290
06/2/2020 00H,278
06/1/2020 23H,269
06/1/2020 22H,266
06/1/2020 21H,264
06/1/2020 20H,273
06/1/2020 19H,269
06/1/2020 18H,295
06/1/2020 17H,315
06/1/2020 16H,307
06/1/2020 15H,311
06/1/2020 14H,305
06/1/2020 13H,314
06/1/2020 12H,312
06/1/2020 11H,329
06/1/2020 10H,351
06/1/2020 09H,340
06/1/2020 08H,322
06/1/2020 07H,302
06/1/2020 06H,280
06/1/2020 05H,289
06/1/2020 04H,295
06/1/2020 03H,292
06/1/2020 02H,288
06/1/2020 01H,292
06/1/2020 00H,278
05/31/2020 23H,268
05/31/2020 22H,261
05/31/2020 21H,253
05/31/2020 20H,245
05/31/2020 19H,233
05/31/2020 18H,229
05/31/2020 17H,232
05/31/2020 16H,230
05/31/2020 15H,244
05/31/2020 14H,274
05/31/2020 13H,277
05/31/2020 12H,275
05/31/2020 11H,254
05/31/2020 10H,253
05/31/2020 09H,248
05/31/2020 08H,234
05/31/2020 07H,230
05/31/2020 06H,237
05/31/2020 05H,240
05/31/2020 04H,234
05/31/2020 03H,247
05/31/2020 02H,256
05/31/2020 01H,256
05/31/2020 00H,255
05/30/2020 23H,274
05/30/2020 22H,271
05/30/2020 21H,243
05/30/2020 20H,239
05/30/2020 19H,255
05/30/2020 18H,299
05/30/2020 17H,311
05/30/2020 16H,323
05/30/2020 15H,314
05/30/2020 14H,303
05/30/2020 13H,299
05/30/2020 12H,281
05/30/2020 11H,272
05/30/2020 10H,258
05/30/2020 09H,255
05/30/2020 08H,252
05/30/2020 07H,265
05/30/2020 06H,271
05/30/2020 05H,275
05/30/2020 04H,276
05/30/2020 03H,276
05/30/2020 02H,279
05/30/2020 01H,296
05/30/2020 00H,317
05/29/2020 23H,312
05/29/2020 22H,335
05/29/2020 21H,358
05/29/2020 20H,346
05/29/2020 19H,331
05/29/2020 18H,320
05/29/2020 17H,314
05/29/2020 16H,308
05/29/2020 15H,308
05/29/2020 14H,309
05/29/2020 13H,316
05/29/2020 12H,329
05/29/2020 11H,312
05/29/2020 10H,304
05/29/2020 09H,300
05/29/2020 08H,336
05/29/2020 07H,356
05/29/2020 06H,359
05/29/2020 05H,360
05/29/2020 04H,359
05/29/2020 03H,353
05/29/2020 02H,355
05/29/2020 01H,369
05/29/2020 00H,361
05/28/2020 23H,359
05/28/2020 22H,365
05/28/2020 21H,361
05/28/2020 20H,360
05/28/2020 19H,357
05/28/2020 18H,365
05/28/2020 17H,379
05/28/2020 16H,380
05/28/2020 15H,383
05/28/2020 14H,377
05/28/2020 13H,374
05/28/2020 12H,376
05/28/2020 11H,378
05/28/2020 10H,368
05/28/2020 09H,348
05/28/2020 08H,343
05/28/2020 07H,337
05/28/2020 06H,334
05/28/2020 05H,341
05/28/2020 04H,332
05/28/2020 03H,337
05/28/2020 02H,348
05/28/2020 01H,348
05/28/2020 00H,345
05/27/2020 23H,348
05/27/2020 22H,341
05/27/2020 21H,327
05/27/2020 20H,310
05/27/2020 19H,306
05/27/2020 18H,308
05/27/2020 17H,361
05/27/2020 16H,361
05/27/2020 15H,359
05/27/2020 14H,361
05/27/2020 13H,363
05/27/2020 12H,361
05/27/2020 11H,364
05/27/2020 10H,366
05/27/2020 09H,364
05/27/2020 08H,368
05/27/2020 07H,367
05/27/2020 06H,371
05/27/2020 05H,367
05/27/2020 04H,362
05/27/2020 03H,366
05/27/2020 02H,365
05/27/2020 01H,361
05/27/2020 00H,345
05/26/2020 23H,343
05/26/2020 22H,349
05/26/2020 21H,357
05/26/2020 20H,359
05/26/2020 19H,351
05/26/2020 18H,348
05/26/2020 17H,347
05/26/2020 16H,355
05/26/2020 15H,363
05/26/2020 14H,371
05/26/2020 13H,363
05/26/2020 12H,358
05/26/2020 11H,366
05/26/2020 10H,367
05/26/2020 09H,366
05/26/2020 08H,367
05/26/2020 07H,366
05/26/2020 06H,364
05/26/2020 05H,365
05/26/2020 04H,364
05/26/2020 03H,366
05/26/2020 02H,374
05/26/2020 01H,374
05/26/2020 00H,373
05/25/2020 23H,374
05/25/2020 22H,371
05/25/2020 21H,372
05/25/2020 20H,375
05/25/2020 19H,368
05/25/2020 18H,359
05/25/2020 17H,342
05/25/2020 16H,349
05/25/2020 15H,380
05/25/2020 14H,393
05/25/2020 13H,389
05/25/2020 12H,387
05/25/2020 11H,387
05/25/2020 10H,379
05/25/2020 09H,374
05/25/2020 08H,374
05/25/2020 07H,371
05/25/2020 06H,370
05/25/2020 05H,373
05/25/2020 04H,377
05/25/2020 03H,370
05/25/2020 02H,371
05/25/2020 01H,373
05/25/2020 00H,369
05/24/2020 23H,369
05/24/2020 22H,366
05/24/2020 21H,365
05/24/2020 20H,360
05/24/2020 19H,365
05/24/2020 18H,363
05/24/2020 17H,354
05/24/2020 16H,354
05/24/2020 15H,371
05/24/2020 14H,388
05/24/2020 13H,388
05/24/2020 12H,386
05/24/2020 11H,390
05/24/2020 10H,394
05/24/2020 09H,395
05/24/2020 08H,393
05/24/2020 07H,394
05/24/2020 06H,392
05/24/2020 05H,392
05/24/2020 04H,392
05/24/2020 03H,388
05/24/2020 02H,385
05/24/2020 01H,384
05/24/2020 00H,379
05/23/2020 23H,381
05/23/2020 22H,381
05/23/2020 21H,380
05/23/2020 20H,386
05/23/2020 19H,391
05/23/2020 18H,386
05/23/2020 17H,396
05/23/2020 16H,380
05/23/2020 15H,353
05/23/2020 14H,369
05/23/2020 13H,387
05/23/2020 12H,390
05/23/2020 11H,395
05/23/2020 10H,393
05/23/2020 09H,392
05/23/2020 08H,388
05/23/2020 07H,384
05/23/2020 06H,385
05/23/2020 05H,382
05/23/2020 04H,368
05/23/2020 03H,372
05/23/2020 02H,383
05/23/2020 01H,382
05/23/2020 00H,382
05/22/2020 23H,390
05/22/2020 22H,387
05/22/2020 21H,385
05/22/2020 20H,373
05/22/2020 19H,371
05/22/2020 18H,356
05/22/2020 17H,353
05/22/2020 16H,369
05/22/2020 15H,370
05/22/2020 14H,382
05/22/2020 13H,385
05/22/2020 12H,375
05/22/2020 11H,375
05/22/2020 10H,378
05/22/2020 09H,373
05/22/2020 08H,374
05/22/2020 07H,372
05/22/2020 06H,371
05/22/2020 05H,378
05/22/2020 04H,379
05/22/2020 03H,376
05/22/2020 02H,375
05/22/2020 01H,375
05/22/2020 00H,374
05/21/2020 23H,369
05/21/2020 22H,374
05/21/2020 21H,368
05/21/2020 20H,374
05/21/2020 19H,382
05/21/2020 18H,381
05/21/2020 17H,371
05/21/2020 16H,372
05/21/2020 15H,372
05/21/2020 14H,373
05/21/2020 13H,378
05/21/2020 12H,371
05/21/2020 11H,367
05/21/2020 10H,364
05/21/2020 09H,367
05/21/2020 08H,370
05/21/2020 07H,373
05/21/2020 06H,373
05/21/2020 05H,362
05/21/2020 04H,361
05/21/2020 03H,343
05/21/2020 02H,337
05/21/2020 01H,333
05/21/2020 00H,336
05/20/2020 23H,334
05/20/2020 22H,332
05/20/2020 21H,339
05/20/2020 20H,383
05/20/2020 19H,368
05/20/2020 18H,356
05/20/2020 17H,349
05/20/2020 16H,340
05/20/2020 15H,355
05/20/2020 14H,366
05/20/2020 13H,350
05/20/2020 12H,351
05/20/2020 11H,365
05/20/2020 10H,375
05/20/2020 09H,373
05/20/2020 08H,377
05/20/2020 07H,368
05/20/2020 06H,350
05/20/2020 05H,344
05/20/2020 04H,338
05/20/2020 03H,347
05/20/2020 02H,347
05/20/2020 01H,335
05/20/2020 00H,337
05/19/2020 23H,348
05/19/2020 22H,343
05/19/2020 21H,335
05/19/2020 20H,328
05/19/2020 19H,318
05/19/2020 18H,355
05/19/2020 17H,362
05/19/2020 16H,363
05/19/2020 15H,368
05/19/2020 14H,372
05/19/2020 13H,374
05/19/2020 12H,377
05/19/2020 11H,367
05/19/2020 10H,371
05/19/2020 09H,372
05/19/2020 08H,362
05/19/2020 07H,353
05/19/2020 06H,365
05/19/2020 05H,350
05/19/2020 04H,329
05/19/2020 03H,329
05/19/2020 02H,322
05/19/2020 01H,322
05/19/2020 00H,315
05/18/2020 23H,312
05/18/2020 22H,306
05/18/2020 21H,320
05/18/2020 20H,326
05/18/2020 19H,320
05/18/2020 18H,317
05/18/2020 17H,304
05/18/2020 16H,285
05/18/2020 15H,272
05/18/2020 14H,272
05/18/2020 13H,274
05/18/2020 12H,274
05/18/2020 11H,286
05/18/2020 10H,326
05/18/2020 09H,326
05/18/2020 08H,323
05/18/2020 07H,328
05/18/2020 06H,325
05/18/2020 05H,320
05/18/2020 04H,320
05/18/2020 03H,313
05/18/2020 02H,306
05/18/2020 01H,311
05/18/2020 00H,324
05/17/2020 23H,324
05/17/2020 22H,324
05/17/2020 21H,324
05/17/2020 20H,330
05/17/2020 19H,332
05/17/2020 18H,330
05/17/2020 17H,340
05/17/2020 16H,326
05/17/2020 15H,321
05/17/2020 14H,320
05/17/2020 13H,320
05/17/2020 12H,323
05/17/2020 11H,320
05/17/2020 10H,322
05/17/2020 09H,333
05/17/2020 08H,378
05/17/2020 07H,379
05/17/2020 06H,380
05/17/2020 05H,378
05/17/2020 04H,375
05/17/2020 03H,374
05/17/2020 02H,366
05/17/2020 01H,348
05/17/2020 00H,335
05/16/2020 23H,322
05/16/2020 22H,324
05/16/2020 21H,322
05/16/2020 20H,326
05/16/2020 19H,321
05/16/2020 18H,331
05/16/2020 17H,323
05/16/2020 16H,329
05/16/2020 15H,323
05/16/2020 14H,321
05/16/2020 13H,320
05/16/2020 12H,317
05/16/2020 11H,319
05/16/2020 10H,318
05/16/2020 09H,320
05/16/2020 08H,318
05/16/2020 07H,319
05/16/2020 06H,341
05/16/2020 05H,370
05/16/2020 04H,373
05/16/2020 03H,375
05/16/2020 02H,384
05/16/2020 01H,371
05/16/2020 00H,377
05/15/2020 23H,373
05/15/2020 22H,374
05/15/2020 21H,373
05/15/2020 20H,376
05/15/2020 19H,374
05/15/2020 18H,377
05/15/2020 17H,378
05/15/2020 16H,379
05/15/2020 15H,376
05/15/2020 14H,373
05/15/2020 13H,377
05/15/2020 12H,385
05/15/2020 11H,381
05/15/2020 10H,379
05/15/2020 09H,380
05/15/2020 08H,375
05/15/2020 07H,376
05/15/2020 06H,380
05/15/2020 05H,379
05/15/2020 04H,379
05/15/2020 03H,378
05/15/2020 02H,380
05/15/2020 01H,387
05/15/2020 00H,388
05/14/2020 23H,388
05/14/2020 22H,385
05/14/2020 21H,383
05/14/2020 20H,379
05/14/2020 19H,387
05/14/2020 18H,384
05/14/2020 17H,378
05/14/2020 16H,377
05/14/2020 15H,373
05/14/2020 14H,375
05/14/2020 13H,370
05/14/2020 12H,368
05/14/2020 11H,374
05/14/2020 10H,377
05/14/2020 09H,373
05/14/2020 08H,376
05/14/2020 07H,375
05/14/2020 06H,377
05/14/2020 05H,381
05/14/2020 04H,321
05/14/2020 03H,322
05/14/2020 02H,325
05/14/2020 01H,323
05/14/2020 00H,321
05/13/2020 23H,314
05/13/2020 22H,311
05/13/2020 21H,310
05/13/2020 20H,322
05/13/2020 19H,330
05/13/2020 18H,332
05/13/2020 17H,331
05/13/2020 16H,314
05/13/2020 15H,317
05/13/2020 14H,319
05/13/2020 13H,303
05/13/2020 12H,295
05/13/2020 11H,292
05/13/2020 10H,295
05/13/2020 09H,293
05/13/2020 08H,295
05/13/2020 07H,295
05/13/2020 06H,294
05/13/2020 05H,291
05/13/2020 04H,347
05/13/2020 03H,345
05/13/2020 02H,347
05/13/2020 01H,350
05/13/2020 00H,351
05/12/2020 23H,346
05/12/2020 22H,341
05/12/2020 21H,343
05/12/2020 20H,346
05/12/2020 19H,339
05/12/2020 18H,320
05/12/2020 17H,303
05/12/2020 16H,295
05/12/2020 15H,292
05/12/2020 14H,297
05/12/2020 13H,296
05/12/2020 12H,292
05/12/2020 11H,324
05/12/2020 10H,336
05/12/2020 09H,331
05/12/2020 08H,345
05/12/2020 07H,364
05/12/2020 06H,363
05/12/2020 05H,366
05/12/2020 04H,320
05/12/2020 03H,319
05/12/2020 02H,317
05/12/2020 01H,317
05/12/2020 00H,318
05/11/2020 23H,320
05/11/2020 22H,314
05/11/2020 21H,312
05/11/2020 20H,322
05/11/2020 19H,312
05/11/2020 18H,303
05/11/2020 17H,304
05/11/2020 16H,303
05/11/2020 15H,298
05/11/2020 14H,294
05/11/2020 13H,299
05/11/2020 12H,300
05/11/2020 11H,308
05/11/2020 10H,297
05/11/2020 09H,292
05/11/2020 08H,294
05/11/2020 07H,292
05/11/2020 06H,296
05/11/2020 05H,299
05/11/2020 04H,298
05/11/2020 03H,299
05/11/2020 02H,304
05/11/2020 01H,304
05/11/2020 00H,306
05/10/2020 23H,307
05/10/2020 22H,305
05/10/2020 21H,310
05/10/2020 20H,309
05/10/2020 19H,309
05/10/2020 18H,305
05/10/2020 17H,310
05/10/2020 16H,306
05/10/2020 15H,290
05/10/2020 14H,293
05/10/2020 13H,288
05/10/2020 12H,287
05/10/2020 11H,286
05/10/2020 10H,284
05/10/2020 09H,281
05/10/2020 08H,282
05/10/2020 07H,290
05/10/2020 06H,285
05/10/2020 05H,286
05/10/2020 04H,284
05/10/2020 03H,289
05/10/2020 02H,292
05/10/2020 01H,290
05/10/2020 00H,292
05/9/2020 23H,303
05/9/2020 22H,300
05/9/2020 21H,324
05/9/2020 20H,334
05/9/2020 19H,338
05/9/2020 18H,340
05/9/2020 17H,327
05/9/2020 16H,306
05/9/2020 15H,291
05/9/2020 14H,293
05/9/2020 13H,294
05/9/2020 12H,313
05/9/2020 11H,324
05/9/2020 10H,326
05/9/2020 09H,318
05/9/2020 08H,314
05/9/2020 07H,323
05/9/2020 06H,323
05/9/2020 05H,323
05/9/2020 04H,324
05/9/2020 03H,322
05/9/2020 02H,324
05/9/2020 01H,326
05/9/2020 00H,326
05/8/2020 23H,326
05/8/2020 22H,330
05/8/2020 21H,336
05/8/2020 20H,339
05/8/2020 19H,337
05/8/2020 18H,342
05/8/2020 17H,341
05/8/2020 16H,336
05/8/2020 15H,333
05/8/2020 14H,327
05/8/2020 13H,326
05/8/2020 12H,321
05/8/2020 11H,319
05/8/2020 10H,324
05/8/2020 09H,330
05/8/2020 08H,328
05/8/2020 07H,319
05/8/2020 06H,316
05/8/2020 05H,316
05/8/2020 04H,370
05/8/2020 03H,373
05/8/2020 02H,373
05/8/2020 01H,371
05/8/2020 00H,376
05/7/2020 23H,382
05/7/2020 22H,382
05/7/2020 21H,390
05/7/2020 20H,407
05/7/2020 19H,396
05/7/2020 18H,373
05/7/2020 17H,365
05/7/2020 16H,369
05/7/2020 15H,364
05/7/2020 14H,368
05/7/2020 13H,372
05/7/2020 12H,370
05/7/2020 11H,365
05/7/2020 10H,354
05/7/2020 09H,357
05/7/2020 08H,353
05/7/2020 07H,349
05/7/2020 06H,344
05/7/2020 05H,342
05/7/2020 04H,345
05/7/2020 03H,342
05/7/2020 02H,341
05/7/2020 01H,345
05/7/2020 00H,354
05/6/2020 23H,362
05/6/2020 22H,352
05/6/2020 21H,356
05/6/2020 20H,354
05/6/2020 19H,355
05/6/2020 18H,359
05/6/2020 17H,351
05/6/2020 16H,356
05/6/2020 15H,354
05/6/2020 14H,352
05/6/2020 13H,346
05/6/2020 12H,342
05/6/2020 11H,344
05/6/2020 10H,353
05/6/2020 09H,356
05/6/2020 08H,350
05/6/2020 07H,340
05/6/2020 06H,341
05/6/2020 05H,342
05/6/2020 04H,287
05/6/2020 03H,285
05/6/2020 02H,289
05/6/2020 01H,283
05/6/2020 00H,274
05/5/2020 23H,280
05/5/2020 22H,292
05/5/2020 21H,300
05/5/2020 20H,302
05/5/2020 19H,302
05/5/2020 18H,302
05/5/2020 17H,305
05/5/2020 16H,300
05/5/2020 15H,279
05/5/2020 14H,266
05/5/2020 13H,269
05/5/2020 12H,287
05/5/2020 11H,289
05/5/2020 10H,292
05/5/2020 09H,301
05/5/2020 08H,299
05/5/2020 07H,301
05/5/2020 06H,304
05/5/2020 05H,309
05/5/2020 04H,300
05/5/2020 03H,298
05/5/2020 02H,300
05/5/2020 01H,304
05/5/2020 00H,298
05/4/2020 23H,297
05/4/2020 22H,298
05/4/2020 21H,300
05/4/2020 20H,303
05/4/2020 19H,292
05/4/2020 18H,277
05/4/2020 17H,273
05/4/2020 16H,273
05/4/2020 15H,264
05/4/2020 14H,289
05/4/2020 13H,292
05/4/2020 12H,296
05/4/2020 11H,295
05/4/2020 10H,293
05/4/2020 09H,297
05/4/2020 08H,298
05/4/2020 07H,300
05/4/2020 06H,298
05/4/2020 05H,295
05/4/2020 04H,281
05/4/2020 03H,282
05/4/2020 02H,281
05/4/2020 01H,277
05/4/2020 00H,278
05/3/2020 23H,280
05/3/2020 22H,279
05/3/2020 21H,282
05/3/2020 20H,283
05/3/2020 19H,254
05/3/2020 18H,249
05/3/2020 17H,292
05/3/2020 16H,293
05/3/2020 15H,287
05/3/2020 14H,278
05/3/2020 13H,276
05/3/2020 12H,270
05/3/2020 11H,270
05/3/2020 10H,274
05/3/2020 09H,270
05/3/2020 08H,261
05/3/2020 07H,264
05/3/2020 06H,265
05/3/2020 05H,263
05/3/2020 04H,264
05/3/2020 03H,259
05/3/2020 02H,249
05/3/2020 01H,251
05/3/2020 00H,244
05/2/2020 23H,244
05/2/2020 22H,246
05/2/2020 21H,241
05/2/2020 20H,237
05/2/2020 19H,242
05/2/2020 18H,242
05/2/2020 17H,268
05/2/2020 16H,257
05/2/2020 15H,237
05/2/2020 14H,226
05/2/2020 13H,224
05/2/2020 12H,228
05/2/2020 11H,271
05/2/2020 10H,279
05/2/2020 09H,286
05/2/2020 08H,284
05/2/2020 07H,272
05/2/2020 06H,266
05/2/2020 05H,238
05/2/2020 04H,264
05/2/2020 03H,242
05/2/2020 02H,250
05/2/2020 01H,249
05/2/2020 00H,243
05/1/2020 23H,243
05/1/2020 22H,243
05/1/2020 21H,240
05/1/2020 20H,249
05/1/2020 19H,251
05/1/2020 18H,264
05/1/2020 17H,250
05/1/2020 16H,292
05/1/2020 15H,309
05/1/2020 14H,288
05/1/2020 13H,278
05/1/2020 12H,281
05/1/2020 11H,281
05/1/2020 10H,279
05/1/2020 09H,278
05/1/2020 08H,283
05/1/2020 07H,282
05/1/2020 06H,281
05/1/2020 05H,282
05/1/2020 04H,331
05/1/2020 03H,335
05/1/2020 02H,337
05/1/2020 01H,338
05/1/2020 00H,325
04/30/2020 23H,332
04/30/2020 22H,318
04/30/2020 21H,301
04/30/2020 20H,322
04/30/2020 19H,331
04/30/2020 18H,330
04/30/2020 17H,321
04/30/2020 16H,302
04/30/2020 15H,278
04/30/2020 14H,277
04/30/2020 13H,275
04/30/2020 12H,283
04/30/2020 11H,268
04/30/2020 10H,254
04/30/2020 09H,257
04/30/2020 08H,272
04/30/2020 07H,256
04/30/2020 06H,283
04/30/2020 05H,281
04/30/2020 04H,265
04/30/2020 03H,266
04/30/2020 02H,313
04/30/2020 01H,321
04/30/2020 00H,306
04/29/2020 23H,297
04/29/2020 22H,284
04/29/2020 21H,295
04/29/2020 20H,301
04/29/2020 19H,315
04/29/2020 18H,344
04/29/2020 17H,343
04/29/2020 16H,342
04/29/2020 15H,336
04/29/2020 14H,338
04/29/2020 13H,340
04/29/2020 12H,337
04/29/2020 11H,341
04/29/2020 10H,341
04/29/2020 09H,337
04/29/2020 08H,335
04/29/2020 07H,335
04/29/2020 06H,336
04/29/2020 05H,335
04/29/2020 04H,333
04/29/2020 03H,332
04/29/2020 02H,332
04/29/2020 01H,335
04/29/2020 00H,338
04/28/2020 23H,339
04/28/2020 22H,335
04/28/2020 21H,334
04/28/2020 20H,333
04/28/2020 19H,342
04/28/2020 18H,336
04/28/2020 17H,340
04/28/2020 16H,330
04/28/2020 15H,302
04/28/2020 14H,328
04/28/2020 13H,333
04/28/2020 12H,331
04/28/2020 11H,331
04/28/2020 10H,331
04/28/2020 09H,331
04/28/2020 08H,329
04/28/2020 07H,327
04/28/2020 06H,326
04/28/2020 05H,328
04/28/2020 04H,328
04/28/2020 03H,328
04/28/2020 02H,332
04/28/2020 01H,334
04/28/2020 00H,336
04/27/2020 23H,334
04/27/2020 22H,320
04/27/2020 21H,327
04/27/2020 20H,335
04/27/2020 19H,330
04/27/2020 18H,323
04/27/2020 17H,305
04/27/2020 16H,285
04/27/2020 15H,279
04/27/2020 14H,280
04/27/2020 13H,276
04/27/2020 12H,271
04/27/2020 11H,271
04/27/2020 10H,270
04/27/2020 09H,271
04/27/2020 08H,276
04/27/2020 07H,274
04/27/2020 06H,266
04/27/2020 05H,253
04/27/2020 04H,211
04/27/2020 03H,262
04/27/2020 02H,277
04/27/2020 01H,278
04/27/2020 00H,270
04/26/2020 23H,259
04/26/2020 22H,239
04/26/2020 21H,232
04/26/2020 20H,256
04/26/2020 19H,290
04/26/2020 18H,296
04/26/2020 17H,290
04/26/2020 16H,288
04/26/2020 15H,286
04/26/2020 14H,281
04/26/2020 13H,286
04/26/2020 12H,286
