Net generation from coal for Southeast (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390115&sdid=EBA.SE-ALL.NG.COL.H
19:20:06 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SE-ALL.NG.COL.H megawatthours
11/21/2018 12H,8511
11/21/2018 11H,7320
11/21/2018 10H,6999
11/21/2018 09H,7025
11/21/2018 08H,6956
11/21/2018 07H,7210
11/21/2018 06H,7664
11/21/2018 05H,7894
11/21/2018 04H,8136
11/21/2018 03H,8403
11/21/2018 02H,8311
11/21/2018 01H,8206
11/21/2018 00H,8242
11/20/2018 23H,8148
11/20/2018 22H,7806
11/20/2018 21H,7693
11/20/2018 20H,7699
11/20/2018 19H,7827
11/20/2018 18H,7985
11/20/2018 17H,8024
11/20/2018 16H,7778
11/20/2018 15H,7528
11/20/2018 14H,7388
11/20/2018 13H,7063
11/20/2018 12H,6790
11/20/2018 11H,6422
11/20/2018 10H,6121
11/20/2018 09H,5868
11/20/2018 08H,5941
11/20/2018 07H,5952
11/20/2018 06H,6439
11/20/2018 05H,6876
11/20/2018 04H,7306
11/20/2018 03H,7420
11/20/2018 02H,7807
11/20/2018 01H,8290
11/20/2018 00H,8274
11/19/2018 23H,7612
11/19/2018 22H,7404
11/19/2018 21H,7453
11/19/2018 20H,7481
11/19/2018 19H,7524
11/19/2018 18H,7710
11/19/2018 17H,8089
11/19/2018 16H,8169
11/19/2018 15H,7930
11/19/2018 14H,7853
11/19/2018 13H,7695
11/19/2018 12H,7178
11/19/2018 11H,6959
11/19/2018 10H,6723
11/19/2018 09H,6743
11/19/2018 08H,6693
11/19/2018 07H,6670
11/19/2018 06H,6698
11/19/2018 05H,6810
11/19/2018 04H,7134
11/19/2018 03H,7402
11/19/2018 02H,7724
11/19/2018 01H,7794
11/19/2018 00H,7668
11/18/2018 23H,7109
11/18/2018 22H,6626
11/18/2018 21H,6269
11/18/2018 20H,6473
11/18/2018 19H,6616
11/18/2018 18H,6800
11/18/2018 17H,7034
11/18/2018 16H,7605
11/18/2018 15H,8179
11/18/2018 14H,8593
11/18/2018 13H,8289
11/18/2018 12H,7278
11/18/2018 11H,6482
11/18/2018 10H,6026
11/18/2018 09H,5972
11/18/2018 08H,6193
11/18/2018 07H,6654
11/18/2018 06H,6871
11/18/2018 05H,7182
11/18/2018 04H,7309
11/18/2018 03H,7212
11/18/2018 02H,7424
11/18/2018 01H,7519
11/18/2018 00H,7395
11/17/2018 23H,6971
11/17/2018 22H,6684
11/17/2018 21H,6316
11/17/2018 20H,6424
11/17/2018 19H,6804
11/17/2018 18H,7194
11/17/2018 17H,7626
11/17/2018 16H,7678
11/17/2018 15H,8075
11/17/2018 14H,8672
11/17/2018 13H,9079
11/17/2018 12H,8427
11/17/2018 11H,7353
11/17/2018 10H,7135
11/17/2018 09H,7252
11/17/2018 08H,7254
11/17/2018 07H,7362
11/17/2018 06H,7658
11/17/2018 05H,8028
11/17/2018 04H,8689
11/17/2018 03H,8813
11/17/2018 02H,8819
11/17/2018 01H,8886
11/17/2018 00H,8688
11/16/2018 23H,7897
11/16/2018 22H,7811
11/16/2018 21H,7557
11/16/2018 20H,7822
11/16/2018 19H,8030
11/16/2018 18H,8267
11/16/2018 17H,8742
11/16/2018 16H,9162
11/16/2018 15H,8943
11/16/2018 14H,9505
11/16/2018 13H,10086
11/16/2018 12H,9807
11/16/2018 11H,9162
11/16/2018 10H,8921
11/16/2018 09H,8875
11/16/2018 08H,8958
11/16/2018 07H,8992
11/16/2018 06H,8986
11/16/2018 05H,9149
11/16/2018 04H,9670
11/16/2018 03H,9861
11/16/2018 02H,9731
11/16/2018 01H,9476
11/16/2018 00H,9562
11/15/2018 23H,9605
11/15/2018 22H,9190
11/15/2018 21H,9139
11/15/2018 20H,9189
11/15/2018 19H,9236
11/15/2018 18H,9291
11/15/2018 17H,9268
11/15/2018 16H,9025
11/15/2018 15H,8671
11/15/2018 14H,8394
11/15/2018 13H,8989
11/15/2018 12H,8321
11/15/2018 11H,7567
11/15/2018 10H,7064
11/15/2018 09H,7079
11/15/2018 08H,7153
11/15/2018 07H,7456
11/15/2018 06H,7637
11/15/2018 05H,7928
11/15/2018 04H,8313
11/15/2018 03H,8782
11/15/2018 02H,9026
11/15/2018 01H,9260
11/15/2018 00H,9204
11/14/2018 23H,9210
11/14/2018 22H,9188
11/14/2018 21H,8952
11/14/2018 20H,8804
11/14/2018 19H,8749
11/14/2018 18H,8613
11/14/2018 17H,8487
11/14/2018 16H,8125
11/14/2018 15H,8512
11/14/2018 14H,8555
11/14/2018 13H,8404
11/14/2018 12H,7780
11/14/2018 11H,7303
11/14/2018 10H,6951
11/14/2018 09H,6862
11/14/2018 08H,6877
11/14/2018 07H,6861
11/14/2018 06H,7190
11/14/2018 05H,7827
11/14/2018 04H,8116
11/14/2018 03H,8542
11/14/2018 02H,8771
11/14/2018 01H,8738
11/14/2018 00H,9541
11/13/2018 23H,9689
11/13/2018 22H,9340
11/13/2018 21H,8613
11/13/2018 20H,8481
11/13/2018 19H,8590
11/13/2018 18H,8594
11/13/2018 17H,8238
11/13/2018 16H,8234
11/13/2018 15H,8057
11/13/2018 14H,7845
11/13/2018 13H,7906
11/13/2018 12H,7435
11/13/2018 11H,6867
11/13/2018 10H,6290
11/13/2018 09H,6218
11/13/2018 08H,6666
11/13/2018 07H,6907
11/13/2018 06H,6825
11/13/2018 05H,7150
11/13/2018 04H,7572
11/13/2018 03H,8056
11/13/2018 02H,8536
11/13/2018 01H,9135
11/13/2018 00H,9459
11/12/2018 23H,9027
11/12/2018 22H,8730
11/12/2018 21H,8660
11/12/2018 20H,8695
11/12/2018 19H,8657
11/12/2018 18H,8708
11/12/2018 17H,8754
11/12/2018 16H,8487
11/12/2018 15H,8134
11/12/2018 14H,7766
11/12/2018 13H,7514
11/12/2018 12H,7252
11/12/2018 11H,6557
11/12/2018 10H,5749
11/12/2018 09H,5588
11/12/2018 08H,5633
11/12/2018 07H,5708
11/12/2018 06H,6659
11/12/2018 05H,7310
11/12/2018 04H,7368
11/12/2018 03H,7464
11/12/2018 02H,7564
11/12/2018 01H,7405
11/12/2018 00H,7403
11/11/2018 23H,6971
11/11/2018 22H,6681
11/11/2018 21H,6610
11/11/2018 20H,6562
11/11/2018 19H,6566
11/11/2018 18H,6616
11/11/2018 17H,6878
11/11/2018 16H,7466
11/11/2018 15H,7798
11/11/2018 14H,7837
11/11/2018 13H,7489
11/11/2018 12H,7144
11/11/2018 11H,6774
11/11/2018 10H,6618
11/11/2018 09H,6567
11/11/2018 08H,6682
11/11/2018 07H,7232
11/11/2018 06H,7487
11/11/2018 05H,7793
11/11/2018 04H,7968
11/11/2018 03H,8113
11/11/2018 02H,8087
11/11/2018 01H,8188
11/11/2018 00H,7834
11/10/2018 23H,7157
11/10/2018 22H,6912
11/10/2018 21H,7120
11/10/2018 20H,7206
11/10/2018 19H,7288
11/10/2018 18H,7319
11/10/2018 17H,7456
11/10/2018 16H,7713
11/10/2018 15H,7845
11/10/2018 14H,7862
11/10/2018 13H,7441
11/10/2018 12H,7080
11/10/2018 11H,7003
11/10/2018 10H,7010
11/10/2018 09H,7056
11/10/2018 08H,7416
11/10/2018 07H,7164
11/10/2018 06H,6998
11/10/2018 05H,6884
11/10/2018 04H,7200
11/10/2018 03H,7370
11/10/2018 02H,7522
11/10/2018 01H,7515
11/10/2018 00H,7826
11/9/2018 23H,7867
11/9/2018 22H,7965
11/9/2018 21H,8319
11/9/2018 20H,8244
11/9/2018 19H,7958
11/9/2018 18H,8006
11/9/2018 17H,7693
11/9/2018 16H,7794
11/9/2018 15H,7916
11/9/2018 14H,8203
11/9/2018 13H,7899
11/9/2018 12H,7299
11/9/2018 11H,6299
11/9/2018 10H,6082
11/9/2018 09H,6003
11/9/2018 08H,5910
11/9/2018 07H,6432
11/9/2018 06H,6433
11/9/2018 05H,6475
11/9/2018 04H,6667
11/9/2018 03H,6643
11/9/2018 02H,7026
11/9/2018 01H,7492
11/9/2018 00H,7497
11/8/2018 23H,7201
11/8/2018 22H,7024
11/8/2018 21H,6917
11/8/2018 20H,6975
11/8/2018 19H,6995
11/8/2018 18H,7137
11/8/2018 17H,7187
11/8/2018 16H,7005
11/8/2018 15H,6821
11/8/2018 14H,6780
11/8/2018 13H,6617
11/8/2018 12H,6353
11/8/2018 11H,6083
11/8/2018 10H,6034
11/8/2018 09H,6020
11/8/2018 08H,6085
11/8/2018 07H,6006
11/8/2018 06H,6050
11/8/2018 05H,6468
11/8/2018 04H,6681
11/8/2018 03H,6716
11/8/2018 02H,7076
11/8/2018 01H,6972
11/8/2018 00H,6793
11/7/2018 23H,6775
11/7/2018 22H,6709
11/7/2018 21H,6918
11/7/2018 20H,7701
11/7/2018 19H,7725
11/7/2018 18H,7784
11/7/2018 17H,7569
11/7/2018 16H,7260
11/7/2018 15H,6948
11/7/2018 14H,7095
11/7/2018 13H,7511
11/7/2018 12H,6998
11/7/2018 11H,6055
11/7/2018 10H,5975
11/7/2018 09H,5920
11/7/2018 08H,5826
11/7/2018 07H,5855
11/7/2018 06H,5924
11/7/2018 05H,6147
11/7/2018 04H,6206
11/7/2018 03H,6492
11/7/2018 02H,6877
11/7/2018 01H,7099
11/7/2018 00H,7163
11/6/2018 23H,7196
11/6/2018 22H,7210
11/6/2018 21H,7691
11/6/2018 20H,7742
11/6/2018 19H,7768
11/6/2018 18H,7771
11/6/2018 17H,7857
11/6/2018 16H,7632
11/6/2018 15H,7249
11/6/2018 14H,6880
11/6/2018 13H,6477
11/6/2018 12H,6266
11/6/2018 11H,5855
11/6/2018 10H,5882
11/6/2018 09H,5896
11/6/2018 08H,5930
11/6/2018 07H,5986
11/6/2018 06H,6221
11/6/2018 05H,6695
11/6/2018 04H,7472
11/6/2018 03H,7340
11/6/2018 02H,7368
11/6/2018 01H,7596
11/6/2018 00H,7964
11/5/2018 23H,8099
11/5/2018 22H,8017
11/5/2018 21H,7856
11/5/2018 20H,7765
11/5/2018 19H,7603
11/5/2018 18H,7581
11/5/2018 17H,7363
11/5/2018 16H,7312
11/5/2018 15H,7357
11/5/2018 14H,7024
11/5/2018 13H,6747
11/5/2018 12H,6010
11/5/2018 11H,5683
11/5/2018 10H,5643
11/5/2018 09H,5537
11/5/2018 08H,5481
11/5/2018 07H,5526
11/5/2018 06H,59
11/5/2018 05H,5791
11/5/2018 04H,5854
11/5/2018 03H,6014
11/5/2018 02H,6092
11/5/2018 01H,6095
11/5/2018 00H,6153
11/4/2018 23H,6038
11/4/2018 22H,5908
11/4/2018 21H,5906
11/4/2018 20H,5849
11/4/2018 19H,5813
11/4/2018 18H,5870
11/4/2018 17H,5878
11/4/2018 16H,6017
11/4/2018 15H,6289
11/4/2018 14H,6567
11/4/2018 13H,7313
11/4/2018 12H,6740
11/4/2018 11H,5947
11/4/2018 10H,5729
11/4/2018 09H,5587
11/4/2018 08H,5559
11/4/2018 07H,5650
11/4/2018 06H,5850
11/4/2018 05H,5791
11/4/2018 04H,5854
11/4/2018 03H,6014
11/4/2018 02H,6092
11/4/2018 01H,6095
11/4/2018 00H,6153
11/3/2018 23H,6038
11/3/2018 22H,5908
11/3/2018 21H,5906
11/3/2018 20H,5849
11/3/2018 19H,5813
11/3/2018 18H,5870
11/3/2018 17H,5878
11/3/2018 16H,6017
11/3/2018 15H,6289
11/3/2018 14H,6567
11/3/2018 13H,7313
11/3/2018 12H,6740
11/3/2018 11H,5947
11/3/2018 10H,5729
11/3/2018 09H,5592
11/3/2018 08H,5564
11/3/2018 07H,5593
11/3/2018 06H,5711
11/3/2018 05H,5945
11/3/2018 04H,6145
11/3/2018 03H,6701
11/3/2018 02H,6959
11/3/2018 01H,7151
11/3/2018 00H,7197
11/2/2018 23H,6599
11/2/2018 22H,6484
11/2/2018 21H,6593
11/2/2018 20H,6736
11/2/2018 19H,6901
11/2/2018 18H,7130
11/2/2018 17H,6655
11/2/2018 16H,7202
11/2/2018 15H,7546
11/2/2018 14H,7240
11/2/2018 13H,7358
11/2/2018 12H,7426
11/2/2018 11H,6107
11/2/2018 10H,5691
11/2/2018 09H,5470
11/2/2018 08H,5467
11/2/2018 07H,5516
11/2/2018 06H,5516
11/2/2018 05H,133
11/2/2018 04H,175
11/2/2018 03H,181
11/2/2018 02H,183
11/2/2018 01H,211
11/2/2018 00H,203
11/1/2018 23H,175
11/1/2018 22H,175
11/1/2018 21H,181
11/1/2018 20H,216
11/1/2018 19H,215
11/1/2018 18H,211
11/1/2018 17H,205
11/1/2018 16H,199
11/1/2018 15H,177
11/1/2018 14H,174
11/1/2018 13H,211
11/1/2018 12H,202
11/1/2018 11H,189
11/1/2018 10H,143
11/1/2018 09H,129
11/1/2018 08H,126
11/1/2018 07H,128
11/1/2018 06H,129
11/1/2018 05H,128
11/1/2018 04H,171
11/1/2018 03H,171
11/1/2018 02H,174
11/1/2018 01H,173
11/1/2018 00H,169
10/31/2018 23H,176
10/31/2018 22H,212
10/31/2018 21H,215
10/31/2018 20H,218
10/31/2018 19H,217
10/31/2018 18H,217
10/31/2018 17H,217
10/31/2018 16H,155
10/31/2018 15H,140
10/31/2018 14H,136
10/31/2018 13H,161
10/31/2018 12H,179
10/31/2018 11H,186
10/31/2018 10H,212
10/31/2018 09H,212
10/31/2018 08H,213
10/31/2018 07H,212
10/31/2018 06H,212
10/31/2018 05H,213
10/31/2018 04H,208
10/31/2018 03H,196
10/31/2018 02H,211
10/31/2018 01H,216
10/31/2018 00H,219
10/30/2018 23H,216
10/30/2018 22H,217
10/30/2018 21H,217
10/30/2018 20H,218
10/30/2018 19H,217
10/30/2018 18H,218
10/30/2018 17H,218
10/30/2018 16H,213
10/30/2018 15H,216
10/30/2018 14H,217
10/30/2018 13H,216
10/30/2018 12H,213
10/30/2018 11H,215
10/30/2018 10H,208
10/30/2018 09H,219
10/30/2018 08H,220
10/30/2018 07H,213
10/30/2018 06H,222
10/30/2018 05H,4750
10/30/2018 04H,4765
10/30/2018 03H,5198
10/30/2018 02H,5197
10/30/2018 01H,5188
10/30/2018 00H,5190
10/29/2018 23H,4277
10/29/2018 22H,4323
10/29/2018 21H,4246
10/29/2018 20H,4109
10/29/2018 19H,4035
10/29/2018 18H,4117
10/29/2018 17H,4076
10/29/2018 16H,3939
10/29/2018 15H,3965
10/29/2018 14H,4110
10/29/2018 13H,3832
10/29/2018 12H,3470
10/29/2018 11H,3327
10/29/2018 10H,3178
10/29/2018 09H,2916
10/29/2018 08H,2968
10/29/2018 07H,3054
10/29/2018 06H,4786
10/29/2018 05H,4749
10/29/2018 04H,4747
10/29/2018 03H,5198
10/29/2018 02H,5176
10/29/2018 01H,5154
10/29/2018 00H,5157
10/28/2018 23H,4228
10/28/2018 22H,4258
10/28/2018 21H,4133
10/28/2018 20H,3991
10/28/2018 19H,3916
10/28/2018 18H,4000
10/28/2018 17H,3958
10/28/2018 16H,3832
10/28/2018 15H,3866
10/28/2018 14H,4026
10/28/2018 13H,3737
10/28/2018 12H,3376
10/28/2018 11H,3249
10/28/2018 10H,3104
10/28/2018 09H,2837
10/28/2018 08H,2891
10/28/2018 07H,2969
10/28/2018 06H,3125
10/28/2018 05H,3140
10/28/2018 04H,3081
10/28/2018 03H,3191
10/28/2018 02H,3397
10/28/2018 01H,3453
10/28/2018 00H,3675
10/27/2018 23H,3441
10/27/2018 22H,3627
10/27/2018 21H,3455
10/27/2018 20H,3472
10/27/2018 19H,3452
10/27/2018 18H,3813
10/27/2018 17H,4235
10/27/2018 16H,4367
10/27/2018 15H,4415
10/27/2018 14H,4202
10/27/2018 13H,4171
10/27/2018 12H,3773
10/27/2018 11H,3543
10/27/2018 10H,3517
10/27/2018 09H,3475
10/27/2018 08H,3542
10/27/2018 07H,3627
10/27/2018 06H,3205
10/27/2018 05H,3780
10/27/2018 04H,4623
10/27/2018 03H,5316
10/27/2018 02H,5966
10/27/2018 01H,6104
10/27/2018 00H,6282
10/26/2018 23H,6547
10/26/2018 22H,6797
10/26/2018 21H,6695
10/26/2018 20H,6740
10/26/2018 19H,7016
10/26/2018 18H,7072
10/26/2018 17H,7133
10/26/2018 16H,6999
10/26/2018 15H,6707
10/26/2018 14H,6604
10/26/2018 13H,6933
10/26/2018 12H,7189
10/26/2018 11H,6394
10/26/2018 10H,5813
10/26/2018 09H,5833
10/26/2018 08H,5618
10/26/2018 07H,5611
10/26/2018 06H,5639
10/26/2018 05H,5935
10/26/2018 04H,6328
10/26/2018 03H,7172
10/26/2018 02H,7631
10/26/2018 01H,7947
10/26/2018 00H,8127
10/25/2018 23H,7568
10/25/2018 22H,7163
10/25/2018 21H,7398
10/25/2018 20H,7254
10/25/2018 19H,7629
10/25/2018 18H,7729
10/25/2018 17H,7866
10/25/2018 16H,7857
10/25/2018 15H,7517
10/25/2018 14H,7323
10/25/2018 13H,7346
10/25/2018 12H,7366
10/25/2018 11H,7134
10/25/2018 10H,5870
10/25/2018 09H,5578
10/25/2018 08H,5570
10/25/2018 07H,5659
10/25/2018 06H,5660
10/25/2018 05H,5923
10/25/2018 04H,5934
10/25/2018 03H,6400
10/25/2018 02H,7003
10/25/2018 01H,6915
10/25/2018 00H,7452
10/24/2018 23H,7198
10/24/2018 22H,6887
10/24/2018 21H,6831
10/24/2018 20H,6686
10/24/2018 19H,6317
10/24/2018 18H,6055
10/24/2018 17H,6012
10/24/2018 16H,5807
10/24/2018 15H,5830
10/24/2018 14H,6227
10/24/2018 13H,6949
10/24/2018 12H,7139
10/24/2018 11H,6344
10/24/2018 10H,5417
10/24/2018 09H,5273
10/24/2018 08H,5265
10/24/2018 07H,5260
10/24/2018 06H,5302
10/24/2018 05H,5757
10/24/2018 04H,5808
10/24/2018 03H,6079
10/24/2018 02H,6659
10/24/2018 01H,6797
10/24/2018 00H,7079
10/23/2018 23H,6524
10/23/2018 22H,6766
10/23/2018 21H,7021
10/23/2018 20H,7211
10/23/2018 19H,7390
10/23/2018 18H,7408
10/23/2018 17H,7272
10/23/2018 16H,7340
10/23/2018 15H,7277
10/23/2018 14H,7261
10/23/2018 13H,6663
10/23/2018 12H,6582
10/23/2018 11H,5938
10/23/2018 10H,5511
10/23/2018 09H,5426
10/23/2018 08H,5538
10/23/2018 07H,5474
10/23/2018 06H,5570
10/23/2018 05H,5508
10/23/2018 04H,5905
10/23/2018 03H,6292
10/23/2018 02H,6398
10/23/2018 01H,6465
10/23/2018 00H,6731
10/22/2018 23H,6476
10/22/2018 22H,6520
10/22/2018 21H,6610
10/22/2018 20H,6590
10/22/2018 19H,6620
10/22/2018 18H,6482
10/22/2018 17H,6462
10/22/2018 16H,6489
10/22/2018 15H,6619
10/22/2018 14H,6769
10/22/2018 13H,6633
10/22/2018 12H,6428
10/22/2018 11H,6119
10/22/2018 10H,5517
10/22/2018 09H,5372
10/22/2018 08H,5400
10/22/2018 07H,5378
10/22/2018 06H,5382
10/22/2018 05H,5484
10/22/2018 04H,5860
10/22/2018 03H,6254
10/22/2018 02H,6512
10/22/2018 01H,6831
10/22/2018 00H,6586
10/21/2018 23H,6351
10/21/2018 22H,6367
10/21/2018 21H,6297
10/21/2018 20H,6379
10/21/2018 19H,6335
10/21/2018 18H,6245
10/21/2018 17H,6309
10/21/2018 16H,6366
10/21/2018 15H,6333
10/21/2018 14H,6307
10/21/2018 13H,6232
10/21/2018 12H,6075
10/21/2018 11H,6146
10/21/2018 10H,5975
10/21/2018 09H,5725
10/21/2018 08H,5778
10/21/2018 07H,5867
10/21/2018 06H,6167
10/21/2018 05H,6994
10/21/2018 04H,7539
10/21/2018 03H,7864
10/21/2018 02H,7930
10/21/2018 01H,8027
10/21/2018 00H,8213
10/20/2018 23H,7788
10/20/2018 22H,8008
10/20/2018 21H,8403
10/20/2018 20H,8485
10/20/2018 19H,8755
10/20/2018 18H,8733
10/20/2018 17H,8685
10/20/2018 16H,8606
10/20/2018 15H,8541
10/20/2018 14H,8300
10/20/2018 13H,7780
10/20/2018 12H,7724
10/20/2018 11H,7487
10/20/2018 10H,6586
10/20/2018 09H,6124
10/20/2018 08H,6235
10/20/2018 07H,6514
10/20/2018 06H,7061
10/20/2018 05H,6952
10/20/2018 04H,7199
10/20/2018 03H,7587
10/20/2018 02H,8028
10/20/2018 01H,8500
10/20/2018 00H,8644
10/19/2018 23H,8590
10/19/2018 22H,8663
10/19/2018 21H,8683
10/19/2018 20H,8834
10/19/2018 19H,8648
10/19/2018 18H,8560
10/19/2018 17H,8435
10/19/2018 16H,8026
10/19/2018 15H,7850
10/19/2018 14H,7841
10/19/2018 13H,7432
10/19/2018 12H,7588
10/19/2018 11H,6863
10/19/2018 10H,6157
10/19/2018 09H,5715
10/19/2018 08H,5442
10/19/2018 07H,5348
10/19/2018 06H,5435
10/19/2018 05H,6002
10/19/2018 04H,6798
10/19/2018 03H,7421
10/19/2018 02H,8157
10/19/2018 01H,8502
10/19/2018 00H,8375
10/18/2018 23H,8205
10/18/2018 22H,8447
10/18/2018 21H,8479
10/18/2018 20H,8541
10/18/2018 19H,8348
10/18/2018 18H,8007
10/18/2018 17H,8013
10/18/2018 16H,7840
10/18/2018 15H,7700
10/18/2018 14H,7656
10/18/2018 13H,7616
10/18/2018 12H,7458
10/18/2018 11H,6884
10/18/2018 10H,6435
10/18/2018 09H,5861
10/18/2018 08H,5760
10/18/2018 07H,6148
10/18/2018 06H,6492
10/18/2018 05H,7405
10/18/2018 04H,8152
10/18/2018 03H,8525
10/18/2018 02H,9153
10/18/2018 01H,8877
10/18/2018 00H,8561
10/17/2018 23H,8346
10/17/2018 22H,8405
10/17/2018 21H,8557
10/17/2018 20H,8452
10/17/2018 19H,8441
10/17/2018 18H,8423
10/17/2018 17H,8634
10/17/2018 16H,8524
10/17/2018 15H,8658
10/17/2018 14H,8851
10/17/2018 13H,8718
10/17/2018 12H,9020
10/17/2018 11H,8574
10/17/2018 10H,7342
10/17/2018 09H,6845
10/17/2018 08H,6683
10/17/2018 07H,7340
10/17/2018 06H,7862
10/17/2018 05H,8136
10/17/2018 04H,8732
10/17/2018 03H,9035
10/17/2018 02H,9166
10/17/2018 01H,9043
10/17/2018 00H,9018
10/16/2018 23H,8975
10/16/2018 22H,9089
10/16/2018 21H,9150
10/16/2018 20H,9307
10/16/2018 19H,9091
10/16/2018 18H,9103
10/16/2018 17H,9112
10/16/2018 16H,9083
10/16/2018 15H,8975
10/16/2018 14H,8856
10/16/2018 13H,9029
10/16/2018 12H,9140
10/16/2018 11H,8780
10/16/2018 10H,8176
10/16/2018 09H,7830
10/16/2018 08H,7846
10/16/2018 07H,7989
10/16/2018 06H,8274
10/16/2018 05H,8578
10/16/2018 04H,8898
10/16/2018 03H,9223
10/16/2018 02H,9288
10/16/2018 01H,9278
10/16/2018 00H,9340
10/15/2018 23H,9315
10/15/2018 22H,9552
10/15/2018 21H,9506
10/15/2018 20H,9585
10/15/2018 19H,9566
10/15/2018 18H,9493
10/15/2018 17H,9470
10/15/2018 16H,9354
10/15/2018 15H,9165
10/15/2018 14H,8377
10/15/2018 13H,8286
10/15/2018 12H,8876
10/15/2018 11H,8591
10/15/2018 10H,7494
10/15/2018 09H,6687
10/15/2018 08H,6624
10/15/2018 07H,6995
10/15/2018 06H,7268
10/15/2018 05H,7867
10/15/2018 04H,8446
10/15/2018 03H,8532
10/15/2018 02H,8929
10/15/2018 01H,9141
10/15/2018 00H,8939
10/14/2018 23H,8988
10/14/2018 22H,8936
10/14/2018 21H,8976
10/14/2018 20H,8910
10/14/2018 19H,8612
10/14/2018 18H,8497
10/14/2018 17H,8131
10/14/2018 16H,7350
10/14/2018 15H,6954
10/14/2018 14H,6877
10/14/2018 13H,6175
10/14/2018 12H,5893
10/14/2018 11H,5887
10/14/2018 10H,5885
10/14/2018 09H,5885
10/14/2018 08H,5932
10/14/2018 07H,5983
10/14/2018 06H,6003
10/14/2018 05H,6510
10/14/2018 04H,6319
10/14/2018 03H,6143
10/14/2018 02H,6601
10/14/2018 01H,7281
10/14/2018 00H,7414
10/13/2018 23H,7707
10/13/2018 22H,7918
10/13/2018 21H,7681
10/13/2018 20H,7757
10/13/2018 19H,7352
10/13/2018 18H,6785
10/13/2018 17H,6293
10/13/2018 16H,5985
10/13/2018 15H,6090
10/13/2018 14H,6066
10/13/2018 13H,6165
10/13/2018 12H,5849
10/13/2018 11H,5556
10/13/2018 10H,5499
10/13/2018 09H,5487
10/13/2018 08H,5437
10/13/2018 07H,5414
10/13/2018 06H,5463
10/13/2018 05H,6353
10/13/2018 04H,6508
10/13/2018 03H,6540
10/13/2018 02H,6912
10/13/2018 01H,7372
10/13/2018 00H,7372
10/12/2018 23H,7706
10/12/2018 22H,7951
10/12/2018 21H,7824
10/12/2018 20H,7268
10/12/2018 19H,6959
10/12/2018 18H,7063
10/12/2018 17H,7106
10/12/2018 16H,7089
10/12/2018 15H,6982
10/12/2018 14H,6952
10/12/2018 13H,7043
10/12/2018 12H,7030
10/12/2018 11H,6926
10/12/2018 10H,6711
10/12/2018 09H,6361
10/12/2018 08H,6606
10/12/2018 07H,6713
10/12/2018 06H,6761
10/12/2018 05H,6945
10/12/2018 04H,7595
10/12/2018 03H,7793
10/12/2018 02H,8560
10/12/2018 01H,9483
10/12/2018 00H,9511
10/11/2018 23H,9438
10/11/2018 22H,9445
10/11/2018 21H,9593
10/11/2018 20H,9782
10/11/2018 19H,9927
10/11/2018 18H,10244
10/11/2018 17H,10034
10/11/2018 16H,9714
10/11/2018 15H,9433
10/11/2018 14H,9051
10/11/2018 13H,8777
10/11/2018 12H,8808
10/11/2018 11H,8389
10/11/2018 10H,7612
10/11/2018 09H,7514
10/11/2018 08H,7606
10/11/2018 07H,7954
10/11/2018 06H,8519
10/11/2018 05H,9062
10/11/2018 04H,9894
10/11/2018 03H,10266
10/11/2018 02H,10581
10/11/2018 01H,10783
10/11/2018 00H,10697
10/10/2018 23H,10528
10/10/2018 22H,10500
10/10/2018 21H,10535
10/10/2018 20H,10770
10/10/2018 19H,10671
10/10/2018 18H,10299
10/10/2018 17H,9879
10/10/2018 16H,9778
10/10/2018 15H,9796
10/10/2018 14H,9543
10/10/2018 13H,9510
10/10/2018 12H,9460
10/10/2018 11H,9082
10/10/2018 10H,8295
10/10/2018 09H,7975
10/10/2018 08H,8023
10/10/2018 07H,8336
10/10/2018 06H,8718
10/10/2018 05H,8992
10/10/2018 04H,9318
10/10/2018 03H,9815
10/10/2018 02H,10194
10/10/2018 01H,10281
10/10/2018 00H,10127
10/9/2018 23H,9912
10/9/2018 22H,10020
10/9/2018 21H,10042
10/9/2018 20H,9988
10/9/2018 19H,10043
10/9/2018 18H,9889
10/9/2018 17H,9913
10/9/2018 16H,9849
10/9/2018 15H,9530
10/9/2018 14H,9552
10/9/2018 13H,9779
10/9/2018 12H,10069
10/9/2018 11H,9477
10/9/2018 10H,8968
10/9/2018 09H,8571
10/9/2018 08H,8584
10/9/2018 07H,8666
10/9/2018 06H,9071
10/9/2018 05H,9383
10/9/2018 04H,9454
10/9/2018 03H,9692
10/9/2018 02H,9951
10/9/2018 01H,10049
10/9/2018 00H,10044
10/8/2018 23H,10200
10/8/2018 22H,10326
10/8/2018 21H,10457
10/8/2018 20H,10698
10/8/2018 19H,10688
10/8/2018 18H,10704
10/8/2018 17H,10490
10/8/2018 16H,10090
10/8/2018 15H,9606
10/8/2018 14H,9324
10/8/2018 13H,8821
10/8/2018 12H,9015
10/8/2018 11H,8655
10/8/2018 10H,7917
10/8/2018 09H,7645
10/8/2018 08H,7555
10/8/2018 07H,7749
10/8/2018 06H,8212
10/8/2018 05H,8702
10/8/2018 04H,8947
10/8/2018 03H,8706
10/8/2018 02H,8946
10/8/2018 01H,9728
10/8/2018 00H,10064
10/7/2018 23H,9963
10/7/2018 22H,10270
