Net generation from solar for Southwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390116&sdid=EBA.SW-ALL.NG.SUN.H
19:22:14 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SW-ALL.NG.SUN.H megawatthours
05/24/2021 10H,2
05/24/2021 09H,5
05/24/2021 08H,10
05/24/2021 07H,79
05/24/2021 06H,84
05/24/2021 05H,91
05/24/2021 04H,96
05/24/2021 03H,129
05/24/2021 02H,555
05/24/2021 01H,1233
05/24/2021 00H,1510
05/23/2021 23H,1565
05/23/2021 22H,1594
05/23/2021 21H,1596
05/23/2021 20H,1602
05/23/2021 19H,1594
05/23/2021 18H,1582
05/23/2021 17H,1559
05/23/2021 16H,1516
05/23/2021 15H,1348
05/23/2021 14H,693
05/23/2021 13H,62
05/23/2021 12H,2
05/23/2021 11H,3
05/23/2021 10H,0
05/23/2021 09H,3
05/23/2021 08H,9
05/23/2021 07H,84
05/23/2021 06H,88
05/23/2021 05H,92
05/23/2021 04H,91
05/23/2021 03H,145
05/23/2021 02H,566
05/23/2021 01H,1167
05/23/2021 00H,1454
05/22/2021 23H,1498
05/22/2021 22H,1545
05/22/2021 21H,1572
05/22/2021 20H,1562
05/22/2021 19H,1592
05/22/2021 18H,1593
05/22/2021 17H,1591
05/22/2021 16H,1542
05/22/2021 15H,1182
05/22/2021 14H,554
05/22/2021 13H,63
05/22/2021 12H,20
05/22/2021 11H,10
05/22/2021 10H,9
05/22/2021 09H,12
05/22/2021 08H,15
05/22/2021 07H,27
05/22/2021 06H,26
05/22/2021 05H,16
05/22/2021 04H,36
05/22/2021 03H,103
05/22/2021 02H,390
05/22/2021 01H,897
05/22/2021 00H,1094
05/21/2021 23H,1138
05/21/2021 22H,1177
05/21/2021 21H,1278
05/21/2021 20H,1364
05/21/2021 19H,1376
05/21/2021 18H,1471
05/21/2021 17H,1381
05/21/2021 16H,1263
05/21/2021 15H,656
05/21/2021 14H,301
05/21/2021 13H,117
05/21/2021 12H,83
05/21/2021 11H,81
05/21/2021 10H,77
05/21/2021 09H,83
05/21/2021 08H,85
05/21/2021 07H,82
05/21/2021 06H,83
05/21/2021 05H,77
05/21/2021 04H,90
05/21/2021 03H,151
05/21/2021 02H,227
05/21/2021 01H,523
05/21/2021 00H,813
05/20/2021 23H,1139
05/20/2021 22H,1385
05/20/2021 21H,1613
05/20/2021 20H,1654
05/20/2021 19H,1649
05/20/2021 18H,1652
05/20/2021 17H,1641
05/20/2021 16H,1593
05/20/2021 15H,1339
05/20/2021 14H,690
05/20/2021 13H,113
05/20/2021 12H,75
05/20/2021 11H,74
05/20/2021 10H,69
05/20/2021 09H,66
05/20/2021 08H,65
05/20/2021 07H,70
05/20/2021 06H,66
05/20/2021 05H,69
05/20/2021 04H,105
05/20/2021 03H,180
05/20/2021 02H,391
05/20/2021 01H,900
05/20/2021 00H,1112
05/19/2021 23H,1211
05/19/2021 22H,1424
05/19/2021 21H,1559
05/19/2021 20H,1513
05/19/2021 19H,1521
05/19/2021 18H,1546
05/19/2021 17H,1496
05/19/2021 16H,1425
05/19/2021 15H,1156
05/19/2021 14H,601
05/19/2021 13H,66
05/19/2021 12H,15
05/19/2021 11H,16
05/19/2021 10H,24
05/19/2021 09H,12
05/19/2021 08H,6
05/19/2021 07H,39
05/19/2021 06H,101
05/19/2021 05H,99
05/19/2021 04H,92
05/19/2021 03H,122
05/19/2021 02H,421
05/19/2021 01H,904
05/19/2021 00H,1120
05/18/2021 23H,1211
05/18/2021 22H,1225
05/18/2021 21H,1226
05/18/2021 20H,1281
05/18/2021 19H,1202
05/18/2021 18H,1294
05/18/2021 17H,1375
05/18/2021 16H,1344
05/18/2021 15H,1044
05/18/2021 14H,473
05/18/2021 13H,29
05/18/2021 12H,1
05/18/2021 11H,7
05/18/2021 10H,8
05/18/2021 09H,12
05/18/2021 08H,27
05/18/2021 07H,79
05/18/2021 06H,81
05/18/2021 05H,84
05/18/2021 04H,86
05/18/2021 03H,144
05/18/2021 02H,475
05/18/2021 01H,962
05/18/2021 00H,1255
05/17/2021 23H,1343
05/17/2021 22H,1384
05/17/2021 21H,1436
05/17/2021 20H,1441
05/17/2021 19H,1465
05/17/2021 18H,1482
05/17/2021 17H,1487
05/17/2021 16H,1457
05/17/2021 15H,1163
05/17/2021 14H,592
05/17/2021 13H,65
05/17/2021 12H,16
05/17/2021 11H,8
05/17/2021 10H,4
05/17/2021 09H,3
05/17/2021 08H,4
05/17/2021 07H,17
05/17/2021 06H,23
05/17/2021 05H,28
05/17/2021 04H,36
05/17/2021 03H,105
05/17/2021 02H,375
05/17/2021 01H,960
05/17/2021 00H,1271
05/16/2021 23H,1348
05/16/2021 22H,1530
05/16/2021 21H,1600
05/16/2021 20H,1597
05/16/2021 19H,1612
05/16/2021 18H,1618
05/16/2021 17H,1622
05/16/2021 16H,1560
05/16/2021 15H,1299
05/16/2021 14H,653
05/16/2021 13H,69
05/16/2021 12H,44
05/16/2021 11H,48
05/16/2021 10H,51
05/16/2021 09H,55
05/16/2021 08H,87
05/16/2021 07H,136
05/16/2021 06H,134
05/16/2021 05H,132
05/16/2021 04H,142
05/16/2021 03H,188
05/16/2021 02H,526
05/16/2021 01H,1098
05/16/2021 00H,1400
05/15/2021 23H,1475
05/15/2021 22H,1447
05/15/2021 21H,1485
05/15/2021 20H,1544
05/15/2021 19H,1607
05/15/2021 18H,1628
05/15/2021 17H,1593
05/15/2021 16H,1531
05/15/2021 15H,1190
05/15/2021 14H,583
05/15/2021 13H,63
05/15/2021 12H,13
05/15/2021 11H,23
05/15/2021 10H,40
05/15/2021 09H,44
05/15/2021 08H,32
05/15/2021 07H,43
05/15/2021 06H,46
05/15/2021 05H,37
05/15/2021 04H,58
05/15/2021 03H,127
05/15/2021 02H,319
05/15/2021 01H,815
05/15/2021 00H,1067
05/14/2021 23H,1240
05/14/2021 22H,1389
05/14/2021 21H,1441
05/14/2021 20H,1530
05/14/2021 19H,1562
05/14/2021 18H,1552
05/14/2021 17H,1561
05/14/2021 16H,1488
05/14/2021 15H,1199
05/14/2021 14H,568
05/14/2021 13H,38
05/14/2021 12H,-1
05/14/2021 11H,-1
05/14/2021 10H,-1
05/14/2021 09H,-1
05/14/2021 08H,2
05/14/2021 07H,71
05/14/2021 06H,92
05/14/2021 05H,109
05/14/2021 04H,127
05/14/2021 03H,154
05/14/2021 02H,434
05/14/2021 01H,1068
05/14/2021 00H,1412
05/13/2021 23H,1480
05/13/2021 22H,1515
05/13/2021 21H,1537
05/13/2021 20H,1525
05/13/2021 19H,1544
05/13/2021 18H,1560
05/13/2021 17H,1548
05/13/2021 16H,1462
05/13/2021 15H,1151
05/13/2021 14H,547
05/13/2021 13H,37
05/13/2021 12H,0
05/13/2021 11H,-1
05/13/2021 10H,-1
05/13/2021 09H,0
05/13/2021 08H,6
05/13/2021 07H,81
05/13/2021 06H,85
05/13/2021 05H,80
05/13/2021 04H,90
05/13/2021 03H,128
05/13/2021 02H,417
05/13/2021 01H,1105
05/13/2021 00H,1450
05/12/2021 23H,1459
05/12/2021 22H,1453
05/12/2021 21H,1464
05/12/2021 20H,1447
05/12/2021 19H,1446
05/12/2021 18H,1426
05/12/2021 17H,1410
05/12/2021 16H,1371
05/12/2021 15H,1102
05/12/2021 14H,498
05/12/2021 13H,33
05/12/2021 12H,-1
05/12/2021 11H,-1
05/12/2021 10H,0
05/12/2021 09H,-1
05/12/2021 08H,5
05/12/2021 07H,74
05/12/2021 06H,91
05/12/2021 05H,108
05/12/2021 04H,116
05/12/2021 03H,144
05/12/2021 02H,433
05/12/2021 01H,1040
05/12/2021 00H,1373
05/11/2021 23H,1513
05/11/2021 22H,1548
05/11/2021 21H,1572
05/11/2021 20H,1579
05/11/2021 19H,1584
05/11/2021 18H,1567
05/11/2021 17H,1540
05/11/2021 16H,1490
05/11/2021 15H,1187
05/11/2021 14H,541
05/11/2021 13H,34
05/11/2021 12H,-1
05/11/2021 11H,-1
05/11/2021 10H,-1
05/11/2021 09H,-1
05/11/2021 08H,0
05/11/2021 07H,58
05/11/2021 06H,88
05/11/2021 05H,95
05/11/2021 04H,119
05/11/2021 03H,157
05/11/2021 02H,463
05/11/2021 01H,1108
05/11/2021 00H,1417
05/10/2021 23H,1410
05/10/2021 22H,1443
05/10/2021 21H,1614
05/10/2021 20H,1614
05/10/2021 19H,1627
05/10/2021 18H,1629
05/10/2021 17H,1596
05/10/2021 16H,1528
05/10/2021 15H,1181
05/10/2021 14H,578
05/10/2021 13H,76
05/10/2021 12H,31
05/10/2021 11H,46
05/10/2021 10H,62
05/10/2021 09H,64
05/10/2021 08H,55
05/10/2021 07H,108
05/10/2021 06H,115
05/10/2021 05H,120
05/10/2021 04H,133
05/10/2021 03H,170
05/10/2021 02H,442
05/10/2021 01H,1055
05/10/2021 00H,1344
05/9/2021 23H,1410
05/9/2021 22H,1530
05/9/2021 21H,1534
05/9/2021 20H,1520
05/9/2021 19H,1556
05/9/2021 18H,1547
05/9/2021 17H,1547
05/9/2021 16H,1528
05/9/2021 15H,1193
05/9/2021 14H,556
05/9/2021 13H,30
05/9/2021 12H,-1
05/9/2021 11H,-1
05/9/2021 10H,7
05/9/2021 09H,-1
05/9/2021 08H,-1
05/9/2021 07H,72
05/9/2021 06H,94
05/9/2021 05H,107
05/9/2021 04H,120
05/9/2021 03H,158
05/9/2021 02H,436
05/9/2021 01H,1093
05/9/2021 00H,1449
05/8/2021 23H,1539
05/8/2021 22H,1578
05/8/2021 21H,1590
05/8/2021 20H,1581
05/8/2021 19H,1580
05/8/2021 18H,1570
05/8/2021 17H,1542
05/8/2021 16H,1439
05/8/2021 15H,1137
05/8/2021 14H,548
05/8/2021 13H,41
05/8/2021 12H,19
05/8/2021 11H,14
05/8/2021 10H,13
05/8/2021 09H,16
05/8/2021 08H,38
05/8/2021 07H,111
05/8/2021 06H,129
05/8/2021 05H,122
05/8/2021 04H,140
05/8/2021 03H,180
05/8/2021 02H,479
05/8/2021 01H,1128
05/8/2021 00H,1496
05/7/2021 23H,1548
05/7/2021 22H,1534
05/7/2021 21H,1502
05/7/2021 20H,1479
05/7/2021 19H,1561
05/7/2021 18H,1623
05/7/2021 17H,1619
05/7/2021 16H,1536
05/7/2021 15H,1196
05/7/2021 14H,549
05/7/2021 13H,30
05/7/2021 12H,8
05/7/2021 11H,13
05/7/2021 10H,16
05/7/2021 09H,23
05/7/2021 08H,76
05/7/2021 07H,115
05/7/2021 06H,104
05/7/2021 05H,102
05/7/2021 04H,106
05/7/2021 03H,140
05/7/2021 02H,443
05/7/2021 01H,1024
05/7/2021 00H,1388
05/6/2021 23H,1445
05/6/2021 22H,1542
05/6/2021 21H,1555
05/6/2021 20H,1583
05/6/2021 19H,1527
05/6/2021 18H,1586
05/6/2021 17H,1536
05/6/2021 16H,1431
05/6/2021 15H,1141
05/6/2021 14H,546
05/6/2021 13H,33
05/6/2021 12H,-2
05/6/2021 11H,-1
05/6/2021 10H,0
05/6/2021 09H,2
05/6/2021 08H,32
05/6/2021 07H,94
05/6/2021 06H,100
05/6/2021 05H,115
05/6/2021 04H,100
05/6/2021 03H,100
05/6/2021 02H,387
05/6/2021 01H,1012
05/6/2021 00H,1366
05/5/2021 23H,1428
05/5/2021 22H,1364
05/5/2021 21H,1379
05/5/2021 20H,3710
05/5/2021 19H,1461
05/5/2021 18H,1472
05/5/2021 17H,1482
05/5/2021 16H,1445
05/5/2021 15H,1098
05/5/2021 14H,489
05/5/2021 13H,20
05/5/2021 12H,0
05/5/2021 11H,5
05/5/2021 10H,7
05/5/2021 09H,13
05/5/2021 08H,33
05/5/2021 07H,96
05/5/2021 06H,100
05/5/2021 05H,98
05/5/2021 04H,100
05/5/2021 03H,123
05/5/2021 02H,437
05/5/2021 01H,1064
05/5/2021 00H,1428
05/4/2021 23H,1493
05/4/2021 22H,1495
05/4/2021 21H,1505
05/4/2021 20H,1511
05/4/2021 19H,1516
05/4/2021 18H,1505
05/4/2021 17H,1482
05/4/2021 16H,1405
05/4/2021 15H,1106
05/4/2021 14H,471
05/4/2021 13H,17
05/4/2021 12H,0
05/4/2021 11H,0
05/4/2021 10H,0
05/4/2021 09H,7
05/4/2021 08H,17
05/4/2021 07H,78
05/4/2021 06H,90
05/4/2021 05H,119
05/4/2021 04H,115
05/4/2021 03H,125
05/4/2021 02H,369
05/4/2021 01H,953
05/4/2021 00H,1241
05/3/2021 23H,1350
05/3/2021 22H,1385
05/3/2021 21H,1444
05/3/2021 20H,1459
05/3/2021 19H,1453
05/3/2021 18H,1422
05/3/2021 17H,1438
05/3/2021 16H,1397
05/3/2021 15H,1064
05/3/2021 14H,484
05/3/2021 13H,24
05/3/2021 12H,3
05/3/2021 11H,7
05/3/2021 10H,-1
05/3/2021 09H,-1
05/3/2021 08H,3
05/3/2021 07H,64
05/3/2021 06H,22
05/3/2021 05H,29
05/3/2021 04H,28
05/3/2021 03H,64
05/3/2021 02H,232
05/3/2021 01H,825
05/3/2021 00H,1229
05/2/2021 23H,1353
05/2/2021 22H,1411
05/2/2021 21H,1452
05/2/2021 20H,1598
05/2/2021 19H,1617
05/2/2021 18H,1631
05/2/2021 17H,1573
05/2/2021 16H,1487
05/2/2021 15H,1115
05/2/2021 14H,482
05/2/2021 13H,83
05/2/2021 12H,53
05/2/2021 11H,56
05/2/2021 10H,60
05/2/2021 09H,63
05/2/2021 08H,53
05/2/2021 07H,60
05/2/2021 06H,65
05/2/2021 05H,76
05/2/2021 04H,88
05/2/2021 03H,91
05/2/2021 02H,159
05/2/2021 01H,469
05/2/2021 00H,951
05/1/2021 23H,1169
05/1/2021 22H,1186
05/1/2021 21H,1351
05/1/2021 20H,1467
05/1/2021 19H,1520
05/1/2021 18H,1471
05/1/2021 17H,1526
05/1/2021 16H,1447
05/1/2021 15H,1074
05/1/2021 14H,546
05/1/2021 13H,58
05/1/2021 12H,23
05/1/2021 11H,13
05/1/2021 10H,16
05/1/2021 09H,17
05/1/2021 08H,40
05/1/2021 07H,94
05/1/2021 06H,96
05/1/2021 05H,101
05/1/2021 04H,93
05/1/2021 03H,109
05/1/2021 02H,341
05/1/2021 01H,1042
05/1/2021 00H,1423
04/30/2021 23H,1506
04/30/2021 22H,1539
04/30/2021 21H,1549
04/30/2021 20H,1567
04/30/2021 19H,1593
04/30/2021 18H,1590
04/30/2021 17H,1565
04/30/2021 16H,1501
04/30/2021 15H,1206
04/30/2021 14H,484
04/30/2021 13H,12
04/30/2021 12H,-1
04/30/2021 11H,-1
04/30/2021 10H,1
04/30/2021 09H,0
04/30/2021 08H,38
04/30/2021 07H,74
04/30/2021 06H,77
04/30/2021 05H,80
04/30/2021 04H,96
04/30/2021 03H,110
04/30/2021 02H,302
04/30/2021 01H,977
04/30/2021 00H,1354
04/29/2021 23H,1405
04/29/2021 22H,1431
04/29/2021 21H,1417
04/29/2021 20H,1382
04/29/2021 19H,1423
04/29/2021 18H,1466
04/29/2021 17H,1444
04/29/2021 16H,1293
04/29/2021 15H,1031
04/29/2021 14H,456
04/29/2021 13H,34
04/29/2021 12H,14
04/29/2021 11H,8
04/29/2021 10H,11
04/29/2021 09H,11
04/29/2021 08H,38
04/29/2021 07H,79
04/29/2021 06H,89
04/29/2021 05H,102
04/29/2021 04H,100
04/29/2021 03H,97
04/29/2021 02H,170
04/29/2021 01H,551
04/29/2021 00H,759
04/28/2021 23H,781
04/28/2021 22H,954
04/28/2021 21H,1032
04/28/2021 20H,1153
04/28/2021 19H,1237
04/28/2021 18H,1220
04/28/2021 17H,1045
04/28/2021 16H,854
04/28/2021 15H,610
04/28/2021 14H,212
04/28/2021 13H,7
04/28/2021 12H,5
04/28/2021 11H,2
04/28/2021 10H,2
04/28/2021 09H,1
04/28/2021 08H,11
04/28/2021 07H,66
04/28/2021 06H,66
04/28/2021 05H,69
04/28/2021 04H,78
04/28/2021 03H,94
04/28/2021 02H,298
04/28/2021 01H,804
04/28/2021 00H,1021
04/27/2021 23H,1033
04/27/2021 22H,1006
04/27/2021 21H,1069
04/27/2021 20H,1155
04/27/2021 19H,1225
04/27/2021 18H,1140
04/27/2021 17H,882
04/27/2021 16H,722
04/27/2021 15H,419
04/27/2021 14H,164
04/27/2021 13H,4
04/27/2021 12H,-1
04/27/2021 11H,-1
04/27/2021 10H,2
04/27/2021 09H,23
04/27/2021 08H,67
04/27/2021 07H,83
04/27/2021 06H,87
04/27/2021 05H,71
04/27/2021 04H,72
04/27/2021 03H,78
04/27/2021 02H,112
04/27/2021 01H,305
04/27/2021 00H,512
04/26/2021 23H,778
04/26/2021 22H,1031
04/26/2021 21H,1241
04/26/2021 20H,1234
04/26/2021 19H,1164
04/26/2021 18H,1108
04/26/2021 17H,1019
04/26/2021 16H,915
04/26/2021 15H,748
04/26/2021 14H,432
04/26/2021 13H,86
04/26/2021 12H,83
04/26/2021 11H,82
04/26/2021 10H,83
04/26/2021 09H,77
04/26/2021 08H,84
04/26/2021 07H,133
04/26/2021 06H,154
04/26/2021 05H,152
04/26/2021 04H,162
04/26/2021 03H,164
04/26/2021 02H,420
04/26/2021 01H,919
04/26/2021 00H,1434
04/25/2021 23H,1616
04/25/2021 22H,1661
04/25/2021 21H,1684
04/25/2021 20H,1684
04/25/2021 19H,1703
04/25/2021 18H,1686
04/25/2021 17H,1697
04/25/2021 16H,1657
04/25/2021 15H,1320
04/25/2021 14H,553
04/25/2021 13H,89
04/25/2021 12H,78
04/25/2021 11H,69
04/25/2021 10H,69
04/25/2021 09H,68
04/25/2021 08H,72
04/25/2021 07H,137
04/25/2021 06H,147
04/25/2021 05H,159
04/25/2021 04H,160
04/25/2021 03H,166
04/25/2021 02H,396
04/25/2021 01H,1099
04/25/2021 00H,1555
04/24/2021 23H,1639
04/24/2021 22H,1678
04/24/2021 21H,1697
04/24/2021 20H,1697
04/24/2021 19H,1713
04/24/2021 18H,1707
04/24/2021 17H,1694
04/24/2021 16H,1628
04/24/2021 15H,1217
04/24/2021 14H,484
04/24/2021 13H,56
04/24/2021 12H,53
04/24/2021 11H,64
04/24/2021 10H,59
04/24/2021 09H,45
04/24/2021 08H,40
04/24/2021 07H,83
04/24/2021 06H,104
04/24/2021 05H,99
04/24/2021 04H,116
04/24/2021 03H,121
04/24/2021 02H,356
04/24/2021 01H,1049
04/24/2021 00H,1433
04/23/2021 23H,1519
04/23/2021 22H,1532
04/23/2021 21H,1435
04/23/2021 20H,1481
04/23/2021 19H,1538
04/23/2021 18H,1520
04/23/2021 17H,1552
04/23/2021 16H,1485
04/23/2021 15H,1115
04/23/2021 14H,442
04/23/2021 13H,41
04/23/2021 12H,41
04/23/2021 11H,36
04/23/2021 10H,30
04/23/2021 09H,37
04/23/2021 08H,34
04/23/2021 07H,80
04/23/2021 06H,89
04/23/2021 05H,81
04/23/2021 04H,92
04/23/2021 03H,99
04/23/2021 02H,298
04/23/2021 01H,923
04/23/2021 00H,1386
04/22/2021 23H,1493
04/22/2021 22H,1538
04/22/2021 21H,1561
04/22/2021 20H,1567
04/22/2021 19H,1564
04/22/2021 18H,1565
04/22/2021 17H,1503
04/22/2021 16H,1308
04/22/2021 15H,1012
04/22/2021 14H,372
04/22/2021 13H,70
04/22/2021 12H,68
04/22/2021 11H,52
04/22/2021 10H,61
04/22/2021 09H,38
04/22/2021 08H,40
04/22/2021 07H,43
04/22/2021 06H,39
04/22/2021 05H,51
04/22/2021 04H,63
04/22/2021 03H,85
04/22/2021 02H,192
04/22/2021 01H,684
04/22/2021 00H,1116
04/21/2021 23H,1332
04/21/2021 22H,1391
04/21/2021 21H,1445
04/21/2021 20H,1431
04/21/2021 19H,1508
04/21/2021 18H,1571
04/21/2021 17H,1600
04/21/2021 16H,1456
04/21/2021 15H,1093
04/21/2021 14H,459
04/21/2021 13H,92
04/21/2021 12H,95
04/21/2021 11H,78
04/21/2021 10H,76
04/21/2021 09H,68
04/21/2021 08H,69
04/21/2021 07H,76
04/21/2021 06H,76
04/21/2021 05H,71
04/21/2021 04H,71
04/21/2021 03H,78
04/21/2021 02H,231
04/21/2021 01H,752
04/21/2021 00H,1134
04/20/2021 23H,1280
04/20/2021 22H,1335
04/20/2021 21H,1511
04/20/2021 20H,1578
04/20/2021 19H,1549
04/20/2021 18H,1538
04/20/2021 17H,1514
04/20/2021 16H,1429
04/20/2021 15H,1057
04/20/2021 14H,374
04/20/2021 13H,24
04/20/2021 12H,20
04/20/2021 11H,23
04/20/2021 10H,72
04/20/2021 09H,90
04/20/2021 08H,92
04/20/2021 07H,156
04/20/2021 06H,158
04/20/2021 05H,152
04/20/2021 04H,144
04/20/2021 03H,169
04/20/2021 02H,372
04/20/2021 01H,1063
04/20/2021 00H,1516
04/19/2021 23H,1576
04/19/2021 22H,1587
04/19/2021 21H,1591
04/19/2021 20H,1587
04/19/2021 19H,1592
04/19/2021 18H,1602
04/19/2021 17H,1586
04/19/2021 16H,1527
04/19/2021 15H,1094
04/19/2021 14H,393
04/19/2021 13H,24
04/19/2021 12H,19
04/19/2021 11H,21
04/19/2021 10H,23
04/19/2021 09H,22
04/19/2021 08H,25
04/19/2021 07H,26
04/19/2021 06H,29
04/19/2021 05H,101
04/19/2021 04H,141
04/19/2021 03H,171
04/19/2021 02H,289
04/19/2021 01H,762
04/19/2021 00H,1020
04/18/2021 23H,1166
04/18/2021 22H,1243
04/18/2021 21H,1290
04/18/2021 20H,1400
04/18/2021 19H,1460
04/18/2021 18H,1409
04/18/2021 17H,1441
04/18/2021 16H,1343
04/18/2021 15H,835
04/18/2021 14H,272
04/18/2021 13H,60
04/18/2021 12H,75
04/18/2021 11H,77
04/18/2021 10H,86
04/18/2021 09H,90
04/18/2021 08H,100
04/18/2021 07H,164
04/18/2021 06H,153
04/18/2021 05H,137
04/18/2021 04H,133
04/18/2021 03H,153
04/18/2021 02H,334
04/18/2021 01H,859
04/18/2021 00H,1213
04/17/2021 23H,1288
04/17/2021 22H,1442
04/17/2021 21H,1491
04/17/2021 20H,1528
04/17/2021 19H,1542
04/17/2021 18H,1505
04/17/2021 17H,1435
04/17/2021 16H,1206
04/17/2021 15H,851
04/17/2021 14H,287
04/17/2021 13H,20
04/17/2021 12H,20
04/17/2021 11H,27
04/17/2021 10H,34
04/17/2021 09H,39
04/17/2021 08H,33
04/17/2021 07H,33
04/17/2021 06H,28
04/17/2021 05H,28
04/17/2021 04H,79
04/17/2021 03H,153
04/17/2021 02H,318
04/17/2021 01H,818
04/17/2021 00H,911
04/16/2021 23H,888
04/16/2021 22H,920
04/16/2021 21H,1006
04/16/2021 20H,973
04/16/2021 19H,999
04/16/2021 18H,1050
04/16/2021 17H,909
04/16/2021 16H,813
04/16/2021 15H,677
04/16/2021 14H,216
04/16/2021 13H,21
04/16/2021 12H,19
04/16/2021 11H,18
04/16/2021 10H,18
04/16/2021 09H,18
04/16/2021 08H,20
04/16/2021 07H,23
04/16/2021 06H,30
04/16/2021 05H,45
04/16/2021 04H,63
04/16/2021 03H,54
04/16/2021 02H,123
04/16/2021 01H,440
04/16/2021 00H,817
04/15/2021 23H,1067
04/15/2021 22H,1195
04/15/2021 21H,1314
04/15/2021 20H,1387
04/15/2021 19H,1456
04/15/2021 18H,1411
04/15/2021 17H,1282
04/15/2021 16H,1011
04/15/2021 15H,614
04/15/2021 14H,186
04/15/2021 13H,79
04/15/2021 12H,92
04/15/2021 11H,100
04/15/2021 10H,107
04/15/2021 09H,113
04/15/2021 08H,111
04/15/2021 07H,111
04/15/2021 06H,110
04/15/2021 05H,160
04/15/2021 04H,187
04/15/2021 03H,187
04/15/2021 02H,231
04/15/2021 01H,510
04/15/2021 00H,813
04/14/2021 23H,1209
04/14/2021 22H,1466
04/14/2021 21H,1492
04/14/2021 20H,1567
04/14/2021 19H,1576
04/14/2021 18H,1516
04/14/2021 17H,1491
04/14/2021 16H,1367
04/14/2021 15H,987
04/14/2021 14H,352
04/14/2021 13H,114
04/14/2021 12H,107
04/14/2021 11H,105
04/14/2021 10H,107
04/14/2021 09H,109
04/14/2021 08H,109
04/14/2021 07H,101
04/14/2021 06H,149
04/14/2021 05H,171
04/14/2021 04H,190
04/14/2021 03H,214
04/14/2021 02H,301
04/14/2021 01H,584
04/14/2021 00H,902
04/13/2021 23H,1350
04/13/2021 22H,1521
04/13/2021 21H,1556
04/13/2021 20H,1534
04/13/2021 19H,1548
04/13/2021 18H,1566
04/13/2021 17H,1527
04/13/2021 16H,1395
04/13/2021 15H,967
04/13/2021 14H,299
04/13/2021 13H,40
04/13/2021 12H,40
04/13/2021 11H,53
04/13/2021 10H,62
04/13/2021 09H,52
04/13/2021 08H,60
04/13/2021 07H,136
04/13/2021 06H,150
04/13/2021 05H,142
04/13/2021 04H,141
04/13/2021 03H,144
04/13/2021 02H,250
04/13/2021 01H,838
04/13/2021 00H,1307
04/12/2021 23H,1420
04/12/2021 22H,1476
04/12/2021 21H,1471
04/12/2021 20H,1491
04/12/2021 19H,1489
04/12/2021 18H,1480
04/12/2021 17H,1417
04/12/2021 16H,1237
04/12/2021 15H,716
04/12/2021 14H,167
04/12/2021 13H,10
04/12/2021 12H,4
04/12/2021 11H,6
04/12/2021 10H,7
04/12/2021 09H,9
04/12/2021 08H,11
04/12/2021 07H,6
04/12/2021 06H,7
04/12/2021 05H,11
04/12/2021 04H,35
04/12/2021 03H,30
04/12/2021 02H,58
04/12/2021 01H,352
04/12/2021 00H,953
04/11/2021 23H,1278
04/11/2021 22H,1360
04/11/2021 21H,1453
04/11/2021 20H,1349
04/11/2021 19H,1329
04/11/2021 18H,1343
04/11/2021 17H,1384
04/11/2021 16H,1330
04/11/2021 15H,963
04/11/2021 14H,280
04/11/2021 13H,1
04/11/2021 12H,-1
04/11/2021 11H,-1
04/11/2021 10H,-1
04/11/2021 09H,-1
04/11/2021 08H,7
04/11/2021 07H,70
04/11/2021 06H,73
04/11/2021 05H,86
04/11/2021 04H,120
04/11/2021 03H,126
04/11/2021 02H,247
04/11/2021 01H,859
04/11/2021 00H,1371
04/10/2021 23H,1495
04/10/2021 22H,1585
04/10/2021 21H,1229
04/10/2021 20H,1597
04/10/2021 19H,1603
04/10/2021 18H,1579
04/10/2021 17H,1534
04/10/2021 16H,1489
04/10/2021 15H,1026
04/10/2021 14H,272
04/10/2021 13H,0
04/10/2021 12H,0
04/10/2021 11H,0
04/10/2021 10H,0
04/10/2021 09H,0
04/10/2021 08H,6
04/10/2021 07H,63
04/10/2021 06H,80
04/10/2021 05H,77
04/10/2021 04H,97
04/10/2021 03H,106
04/10/2021 02H,238
04/10/2021 01H,945
04/10/2021 00H,1451
04/9/2021 23H,1541
04/9/2021 22H,1553
04/9/2021 21H,1582
04/9/2021 20H,1595
04/9/2021 19H,1597
04/9/2021 18H,1595
04/9/2021 17H,1581
04/9/2021 16H,1465
04/9/2021 15H,987
04/9/2021 14H,253
04/9/2021 13H,2
04/9/2021 12H,5
04/9/2021 11H,5
04/9/2021 10H,10
04/9/2021 09H,15
04/9/2021 08H,22
04/9/2021 07H,69
04/9/2021 06H,86
04/9/2021 05H,100
04/9/2021 04H,123
04/9/2021 03H,160
04/9/2021 02H,279
04/9/2021 01H,905
04/9/2021 00H,1376
04/8/2021 23H,1490
04/8/2021 22H,1505
04/8/2021 21H,1525
04/8/2021 20H,1455
04/8/2021 19H,1426
04/8/2021 18H,1498
04/8/2021 17H,1515
04/8/2021 16H,1386
04/8/2021 15H,1023
04/8/2021 14H,293
04/8/2021 13H,88
04/8/2021 12H,85
04/8/2021 11H,83
04/8/2021 10H,71
04/8/2021 09H,43
04/8/2021 08H,64
04/8/2021 07H,130
04/8/2021 06H,121
04/8/2021 05H,117
04/8/2021 04H,144
04/8/2021 03H,149
04/8/2021 02H,280
04/8/2021 01H,921
04/8/2021 00H,1427
