Net generation from nuclear for Southwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390116&sdid=EBA.SW-ALL.NG.NUC.H
19:21:53 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SW-ALL.NG.NUC.H megawatthours
12/24/2018 16H,8016
12/24/2018 15H,8018
12/24/2018 14H,8010
12/24/2018 13H,8016
12/24/2018 12H,8015
12/24/2018 11H,8021
12/24/2018 10H,8016
12/24/2018 09H,8020
12/24/2018 08H,8013
12/24/2018 07H,8008
12/24/2018 06H,8011
12/24/2018 05H,8012
12/24/2018 04H,7993
12/24/2018 03H,8000
12/24/2018 02H,7999
12/24/2018 01H,7992
12/24/2018 00H,7993
12/23/2018 23H,7993
12/23/2018 22H,7993
12/23/2018 21H,7996
12/23/2018 20H,7996
12/23/2018 19H,8009
12/23/2018 18H,8009
12/23/2018 17H,8012
12/23/2018 16H,8017
12/23/2018 15H,8010
12/23/2018 14H,8009
12/23/2018 13H,8011
12/23/2018 12H,8014
12/23/2018 11H,8022
12/23/2018 10H,8009
12/23/2018 09H,8019
12/23/2018 08H,8011
12/23/2018 07H,8007
12/23/2018 06H,8004
12/23/2018 05H,8006
12/23/2018 04H,8004
12/23/2018 03H,7995
12/23/2018 02H,7994
12/23/2018 01H,7993
12/23/2018 00H,7991
12/22/2018 23H,7994
12/22/2018 22H,7995
12/22/2018 21H,8001
12/22/2018 20H,7994
12/22/2018 19H,7991
12/22/2018 18H,8000
12/22/2018 17H,7994
12/22/2018 16H,8011
12/22/2018 15H,8013
12/22/2018 14H,8007
12/22/2018 13H,8011
12/22/2018 12H,8008
12/22/2018 11H,8004
12/22/2018 10H,8004
12/22/2018 09H,8007
12/22/2018 08H,7997
12/22/2018 07H,7983
12/22/2018 06H,7990
12/22/2018 05H,7980
12/22/2018 04H,7971
12/22/2018 03H,7964
12/22/2018 02H,7952
12/22/2018 01H,7955
12/22/2018 00H,7928
12/21/2018 23H,7892
12/21/2018 22H,7957
12/21/2018 21H,7993
12/21/2018 20H,7998
12/21/2018 19H,8003
12/21/2018 18H,8000
12/21/2018 17H,8004
12/21/2018 16H,8008
12/21/2018 15H,8002
12/21/2018 14H,8010
12/21/2018 13H,8010
12/21/2018 12H,8014
12/21/2018 11H,8014
12/21/2018 10H,8024
12/21/2018 09H,8019
12/21/2018 08H,8016
12/21/2018 07H,8011
12/21/2018 06H,8007
12/21/2018 05H,8003
12/21/2018 04H,7999
12/21/2018 03H,7997
12/21/2018 02H,7993
12/21/2018 01H,7993
12/21/2018 00H,7989
12/20/2018 23H,7993
12/20/2018 22H,7996
12/20/2018 21H,7986
12/20/2018 20H,7978
12/20/2018 19H,7991
12/20/2018 18H,7994
12/20/2018 17H,8003
12/20/2018 16H,8015
12/20/2018 15H,8010
12/20/2018 14H,8017
12/20/2018 13H,8019
12/20/2018 12H,8019
12/20/2018 11H,8013
12/20/2018 10H,8014
12/20/2018 09H,8014
12/20/2018 08H,8024
12/20/2018 07H,8014
12/20/2018 06H,8011
12/20/2018 05H,8008
12/20/2018 04H,8002
12/20/2018 03H,7995
12/20/2018 02H,7996
12/20/2018 01H,7995
12/20/2018 00H,7998
12/19/2018 23H,7991
12/19/2018 22H,8006
12/19/2018 21H,8004
12/19/2018 20H,8009
12/19/2018 19H,8005
12/19/2018 18H,8008
12/19/2018 17H,8011
12/19/2018 16H,8015
12/19/2018 15H,8017
12/19/2018 14H,8008
12/19/2018 13H,8013
12/19/2018 12H,8015
12/19/2018 11H,8018
12/19/2018 10H,8023
12/19/2018 09H,8018
12/19/2018 08H,8019
12/19/2018 07H,8015
12/19/2018 06H,8022
12/19/2018 05H,8005
12/19/2018 04H,8003
12/19/2018 03H,7997
12/19/2018 02H,7999
12/19/2018 01H,7985
12/19/2018 00H,7984
12/18/2018 23H,7992
12/18/2018 22H,7989
12/18/2018 21H,7991
12/18/2018 20H,7989
12/18/2018 19H,7993
12/18/2018 18H,7995
12/18/2018 17H,7999
12/18/2018 16H,8018
12/18/2018 15H,8033
12/18/2018 14H,8013
12/18/2018 13H,8021
12/18/2018 12H,8022
12/18/2018 11H,8020
12/18/2018 10H,8018
12/18/2018 09H,8011
12/18/2018 08H,8006
12/18/2018 07H,8015
12/18/2018 06H,8007
12/18/2018 05H,8003
12/18/2018 04H,8000
12/18/2018 03H,7998
12/18/2018 02H,7994
12/18/2018 01H,7992
12/18/2018 00H,7999
12/17/2018 23H,8006
12/17/2018 22H,8034
12/17/2018 21H,8009
12/17/2018 20H,8002
12/17/2018 19H,7999
12/17/2018 18H,8009
12/17/2018 17H,8008
12/17/2018 16H,8010
12/17/2018 15H,8016
12/17/2018 14H,8020
12/17/2018 13H,8019
12/17/2018 12H,8017
12/17/2018 11H,8010
12/17/2018 10H,8012
12/17/2018 09H,8011
12/17/2018 08H,8021
12/17/2018 07H,8020
12/17/2018 06H,8021
12/17/2018 05H,8010
12/17/2018 04H,8010
12/17/2018 03H,8007
12/17/2018 02H,7998
12/17/2018 01H,8000
12/17/2018 00H,7996
12/16/2018 23H,7994
12/16/2018 22H,7996
12/16/2018 21H,7996
12/16/2018 20H,8007
12/16/2018 19H,8006
12/16/2018 18H,8003
12/16/2018 17H,8008
12/16/2018 16H,8011
12/16/2018 15H,8007
12/16/2018 14H,8015
12/16/2018 13H,8012
12/16/2018 12H,8007
12/16/2018 11H,8017
12/16/2018 10H,8015
12/16/2018 09H,8007
12/16/2018 08H,8016
12/16/2018 07H,8010
12/16/2018 06H,8002
12/16/2018 05H,8003
12/16/2018 04H,8003
12/16/2018 03H,7995
12/16/2018 02H,7999
12/16/2018 01H,8000
12/16/2018 00H,7996
12/15/2018 23H,7992
12/15/2018 22H,7992
12/15/2018 21H,7993
12/15/2018 20H,7984
12/15/2018 19H,7984
12/15/2018 18H,7978
12/15/2018 17H,7985
12/15/2018 16H,7994
12/15/2018 15H,8001
12/15/2018 14H,7996
12/15/2018 13H,8006
12/15/2018 12H,7998
12/15/2018 11H,7996
12/15/2018 10H,7991
12/15/2018 09H,7997
12/15/2018 08H,7991
12/15/2018 07H,7993
12/15/2018 06H,7984
12/15/2018 05H,7982
12/15/2018 04H,7977
12/15/2018 03H,7968
12/15/2018 02H,7968
12/15/2018 01H,7964
12/15/2018 00H,7969
12/14/2018 23H,7964
12/14/2018 22H,7943
12/14/2018 21H,7922
12/14/2018 20H,7993
12/14/2018 19H,8003
12/14/2018 18H,8008
12/14/2018 17H,8010
12/14/2018 16H,8009
12/14/2018 15H,8007
12/14/2018 14H,8015
12/14/2018 13H,8015
12/14/2018 12H,8015
12/14/2018 11H,8006
12/14/2018 10H,8007
12/14/2018 09H,8014
12/14/2018 08H,8005
12/14/2018 07H,7998
12/14/2018 06H,7992
12/14/2018 05H,7988
12/14/2018 04H,7990
12/14/2018 03H,7988
12/14/2018 02H,7994
12/14/2018 01H,7987
12/14/2018 00H,7982
12/13/2018 23H,7981
12/13/2018 22H,7990
12/13/2018 21H,7981
12/13/2018 20H,7982
12/13/2018 19H,7977
12/13/2018 18H,7977
12/13/2018 17H,7980
12/13/2018 16H,7988
12/13/2018 15H,7984
12/13/2018 14H,7985
12/13/2018 13H,7982
12/13/2018 12H,7988
12/13/2018 11H,7976
12/13/2018 10H,7976
12/13/2018 09H,7975
12/13/2018 08H,7979
12/13/2018 07H,7970
12/13/2018 06H,7972
12/13/2018 05H,7966
12/13/2018 04H,7966
12/13/2018 03H,7963
12/13/2018 02H,7951
12/13/2018 01H,7958
12/13/2018 00H,7960
12/12/2018 23H,7951
12/12/2018 22H,7965
12/12/2018 21H,7982
12/12/2018 20H,7972
12/12/2018 19H,7985
12/12/2018 18H,7986
12/12/2018 17H,7986
12/12/2018 16H,7992
12/12/2018 15H,7996
12/12/2018 14H,7990
12/12/2018 13H,7994
12/12/2018 12H,7989
12/12/2018 11H,7988
12/12/2018 10H,7989
12/12/2018 09H,7996
12/12/2018 08H,7981
12/12/2018 07H,7986
12/12/2018 06H,7985
12/12/2018 05H,7976
12/12/2018 04H,7978
12/12/2018 03H,7974
12/12/2018 02H,7973
12/12/2018 01H,7986
12/12/2018 00H,7978
12/11/2018 23H,7981
12/11/2018 22H,7974
12/11/2018 21H,7962
12/11/2018 20H,7961
12/11/2018 19H,7966
12/11/2018 18H,7976
12/11/2018 17H,7975
12/11/2018 16H,7980
12/11/2018 15H,7994
12/11/2018 14H,7986
12/11/2018 13H,7984
12/11/2018 12H,7980
12/11/2018 11H,7978
12/11/2018 10H,7975
12/11/2018 09H,7982
12/11/2018 08H,7987
12/11/2018 07H,7985
12/11/2018 06H,7986
12/11/2018 05H,7978
12/11/2018 04H,7974
12/11/2018 03H,7979
12/11/2018 02H,7974
12/11/2018 01H,7970
12/11/2018 00H,7971
12/10/2018 23H,7982
12/10/2018 22H,7980
12/10/2018 21H,7991
12/10/2018 20H,7996
12/10/2018 19H,7996
12/10/2018 18H,7998
12/10/2018 17H,7994
12/10/2018 16H,8007
12/10/2018 15H,7996
12/10/2018 14H,8003
12/10/2018 13H,8005
12/10/2018 12H,8000
12/10/2018 11H,8002
12/10/2018 10H,7988
12/10/2018 09H,7993
12/10/2018 08H,7991
12/10/2018 07H,7989
12/10/2018 06H,7979
12/10/2018 05H,7974
12/10/2018 04H,7970
12/10/2018 03H,7979
12/10/2018 02H,7970
12/10/2018 01H,7971
12/10/2018 00H,7958
12/9/2018 23H,7951
12/9/2018 22H,7968
12/9/2018 21H,7960
12/9/2018 20H,7961
12/9/2018 19H,7952
12/9/2018 18H,7953
12/9/2018 17H,7963
12/9/2018 16H,7966
12/9/2018 15H,7965
12/9/2018 14H,7974
12/9/2018 13H,7975
12/9/2018 12H,7976
12/9/2018 11H,7964
12/9/2018 10H,7973
12/9/2018 09H,7955
12/9/2018 08H,7957
12/9/2018 07H,7950
12/9/2018 06H,7945
12/9/2018 05H,7956
12/9/2018 04H,7951
12/9/2018 03H,7944
12/9/2018 02H,7946
12/9/2018 01H,7945
12/9/2018 00H,7945
12/8/2018 23H,7936
12/8/2018 22H,7942
12/8/2018 21H,7941
12/8/2018 20H,7916
12/8/2018 19H,7864
12/8/2018 18H,7814
12/8/2018 17H,7760
12/8/2018 16H,7716
12/8/2018 15H,7669
12/8/2018 14H,7609
12/8/2018 13H,7559
12/8/2018 12H,7503
12/8/2018 11H,7453
12/8/2018 10H,7397
12/8/2018 09H,7348
12/8/2018 08H,7285
12/8/2018 07H,7226
12/8/2018 06H,7168
12/8/2018 05H,7103
12/8/2018 04H,7044
12/8/2018 03H,7016
12/8/2018 02H,7018
12/8/2018 01H,7013
12/8/2018 00H,7018
12/7/2018 23H,7021
12/7/2018 22H,7025
12/7/2018 21H,7032
12/7/2018 20H,7033
12/7/2018 19H,7029
12/7/2018 18H,7029
12/7/2018 17H,7030
12/7/2018 16H,7034
12/7/2018 15H,7029
12/7/2018 14H,7017
12/7/2018 13H,7022
12/7/2018 12H,7024
12/7/2018 11H,7000
12/7/2018 10H,6933
12/7/2018 09H,6853
12/7/2018 08H,6769
12/7/2018 07H,6708
12/7/2018 06H,6635
12/7/2018 05H,6559
12/7/2018 04H,6479
12/7/2018 03H,6290
12/7/2018 02H,6018
12/7/2018 01H,5778
12/7/2018 00H,5633
12/6/2018 23H,5576
12/6/2018 22H,5535
12/6/2018 21H,5531
12/6/2018 20H,5520
12/6/2018 19H,5509
12/6/2018 18H,5516
12/6/2018 17H,5528
12/6/2018 16H,5534
12/6/2018 15H,5532
12/6/2018 14H,5541
12/6/2018 13H,5553
12/6/2018 12H,5548
12/6/2018 11H,5533
12/6/2018 10H,5492
12/6/2018 09H,5427
12/6/2018 08H,5389
12/6/2018 07H,5372
12/6/2018 06H,5384
12/6/2018 05H,5364
12/6/2018 04H,5248
12/6/2018 03H,5222
12/6/2018 02H,5225
12/6/2018 01H,5222
12/6/2018 00H,5219
12/5/2018 23H,5225
12/5/2018 22H,5227
12/5/2018 21H,5219
12/5/2018 20H,5220
12/5/2018 19H,5213
12/5/2018 18H,5223
12/5/2018 17H,5230
12/5/2018 16H,5231
12/5/2018 15H,5230
12/5/2018 14H,5231
12/5/2018 13H,5230
12/5/2018 12H,5233
12/5/2018 11H,5229
12/5/2018 10H,5224
12/5/2018 09H,5233
12/5/2018 08H,5233
12/5/2018 07H,5233
12/5/2018 06H,5234
12/5/2018 05H,5232
12/5/2018 04H,5231
12/5/2018 03H,5232
12/5/2018 02H,5227
12/5/2018 01H,5234
12/5/2018 00H,5231
12/4/2018 23H,5224
12/4/2018 22H,5227
12/4/2018 21H,5224
12/4/2018 20H,5214
12/4/2018 19H,5218
12/4/2018 18H,5221
12/4/2018 17H,5219
12/4/2018 16H,5230
12/4/2018 15H,5239
12/4/2018 14H,5233
12/4/2018 13H,5235
12/4/2018 12H,5237
12/4/2018 11H,5233
12/4/2018 10H,5237
12/4/2018 09H,5230
12/4/2018 08H,5233
12/4/2018 07H,5357
12/4/2018 06H,5466
12/4/2018 05H,5477
12/4/2018 04H,5478
12/4/2018 03H,5468
12/4/2018 02H,5466
12/4/2018 01H,5462
12/4/2018 00H,5353
12/3/2018 23H,5229
12/3/2018 22H,5225
12/3/2018 21H,5226
12/3/2018 20H,5227
12/3/2018 19H,5232
12/3/2018 18H,5232
12/3/2018 17H,5229
12/3/2018 16H,5224
12/3/2018 15H,5233
12/3/2018 14H,5233
12/3/2018 13H,5232
12/3/2018 12H,5231
12/3/2018 11H,5225
12/3/2018 10H,5228
12/3/2018 09H,5227
12/3/2018 08H,5217
12/3/2018 07H,5222
12/3/2018 06H,5227
12/3/2018 05H,5225
12/3/2018 04H,5222
12/3/2018 03H,5217
12/3/2018 02H,5215
12/3/2018 01H,5215
12/3/2018 00H,5216
12/2/2018 23H,5210
12/2/2018 22H,5214
12/2/2018 21H,5211
12/2/2018 20H,5206
12/2/2018 19H,5205
12/2/2018 18H,5203
12/2/2018 17H,5202
12/2/2018 16H,5198
12/2/2018 15H,5215
12/2/2018 14H,5220
12/2/2018 13H,5222
12/2/2018 12H,5217
12/2/2018 11H,5214
12/2/2018 10H,5213
12/2/2018 09H,5218
12/2/2018 08H,5219
12/2/2018 07H,5222
12/2/2018 06H,5224
12/2/2018 05H,5221
12/2/2018 04H,5215
12/2/2018 03H,5218
12/2/2018 02H,5219
12/2/2018 01H,5214
12/2/2018 00H,5215
12/1/2018 23H,5212
12/1/2018 22H,5218
12/1/2018 21H,5211
12/1/2018 20H,5209
12/1/2018 19H,5210
12/1/2018 18H,5209
12/1/2018 17H,5212
12/1/2018 16H,5222
12/1/2018 15H,5221
12/1/2018 14H,5220
12/1/2018 13H,5222
12/1/2018 12H,5222
12/1/2018 11H,5222
12/1/2018 10H,5220
12/1/2018 09H,5227
12/1/2018 08H,5224
12/1/2018 07H,5223
12/1/2018 06H,5217
12/1/2018 05H,5210
12/1/2018 04H,5209
12/1/2018 03H,5216
12/1/2018 02H,5225
12/1/2018 01H,5227
12/1/2018 00H,5230
11/30/2018 23H,5220
11/30/2018 22H,5218
11/30/2018 21H,5213
11/30/2018 20H,5215
11/30/2018 19H,5222
11/30/2018 18H,5225
11/30/2018 17H,5226
11/30/2018 16H,5230
11/30/2018 15H,5228
11/30/2018 14H,5226
11/30/2018 13H,5230
11/30/2018 12H,5239
11/30/2018 11H,5240
11/30/2018 10H,5234
11/30/2018 09H,5224
11/30/2018 08H,5220
11/30/2018 07H,5220
11/30/2018 06H,5217
11/30/2018 05H,5215
11/30/2018 04H,5229
11/30/2018 03H,5231
11/30/2018 02H,5236
11/30/2018 01H,5233
11/30/2018 00H,5233
11/29/2018 23H,5238
11/29/2018 22H,5241
11/29/2018 21H,5242
11/29/2018 20H,5233
11/29/2018 19H,5242
11/29/2018 18H,5237
11/29/2018 17H,5244
11/29/2018 16H,5255
11/29/2018 15H,5256
11/29/2018 14H,5253
11/29/2018 13H,5257
11/29/2018 12H,5249
11/29/2018 11H,5248
11/29/2018 10H,5272
11/29/2018 09H,5284
11/29/2018 08H,5285
11/29/2018 07H,5285
11/29/2018 06H,5288
11/29/2018 05H,5284
11/29/2018 04H,5285
11/29/2018 03H,5281
11/29/2018 02H,5281
11/29/2018 01H,5277
11/29/2018 00H,5281
11/28/2018 23H,5283
11/28/2018 22H,5281
11/28/2018 21H,5278
11/28/2018 20H,5278
11/28/2018 19H,5280
11/28/2018 18H,5285
11/28/2018 17H,5287
11/28/2018 16H,5289
11/28/2018 15H,5295
11/28/2018 14H,5298
11/28/2018 13H,5296
11/28/2018 12H,5304
11/28/2018 11H,5304
11/28/2018 10H,5308
11/28/2018 09H,5306
11/28/2018 08H,5300
11/28/2018 07H,5287
11/28/2018 06H,5291
11/28/2018 05H,5281
11/28/2018 04H,5281
11/28/2018 03H,5284
11/28/2018 02H,5276
11/28/2018 01H,5284
11/28/2018 00H,5280
11/27/2018 23H,5285
11/27/2018 22H,5284
11/27/2018 21H,5289
11/27/2018 20H,5280
11/27/2018 19H,5284
11/27/2018 18H,5281
11/27/2018 17H,5291
11/27/2018 16H,5298
11/27/2018 15H,5310
11/27/2018 14H,5302
11/27/2018 13H,5311
11/27/2018 12H,5304
11/27/2018 11H,5296
11/27/2018 10H,5296
11/27/2018 09H,5299
11/27/2018 08H,5295
11/27/2018 07H,5292
11/27/2018 06H,5291
11/27/2018 05H,5290
11/27/2018 04H,5283
11/27/2018 03H,5286
11/27/2018 02H,5280
11/27/2018 01H,5285
11/27/2018 00H,5281
11/26/2018 23H,5282
11/26/2018 22H,5287
11/26/2018 21H,5290
11/26/2018 20H,5290
11/26/2018 19H,5289
11/26/2018 18H,5290
11/26/2018 17H,5293
11/26/2018 16H,5288
11/26/2018 15H,5295
11/26/2018 14H,5297
11/26/2018 13H,5295
11/26/2018 12H,5295
11/26/2018 11H,5293
11/26/2018 10H,5287
11/26/2018 09H,5294
11/26/2018 08H,5291
11/26/2018 07H,5286
11/26/2018 06H,5293
11/26/2018 05H,5280
11/26/2018 04H,5288
11/26/2018 03H,5283
11/26/2018 02H,5282
11/26/2018 01H,5280
11/26/2018 00H,5279
11/25/2018 23H,5280
11/25/2018 22H,5286
11/25/2018 21H,5282
11/25/2018 20H,5282
11/25/2018 19H,5283
11/25/2018 18H,5283
11/25/2018 17H,5280
11/25/2018 16H,5280
11/25/2018 15H,5283
11/25/2018 14H,5284
11/25/2018 13H,5286
11/25/2018 12H,5284
11/25/2018 11H,5273
11/25/2018 10H,5283
11/25/2018 09H,5283
11/25/2018 08H,5277
11/25/2018 07H,5283
11/25/2018 06H,5279
11/25/2018 05H,5279
11/25/2018 04H,5274
11/25/2018 03H,5273
11/25/2018 02H,5268
11/25/2018 01H,5273
11/25/2018 00H,5269
11/24/2018 23H,5277
11/24/2018 22H,5271
11/24/2018 21H,5273
11/24/2018 20H,5268
11/24/2018 19H,5269
11/24/2018 18H,5272
11/24/2018 17H,5277
11/24/2018 16H,5283
11/24/2018 15H,5280
11/24/2018 14H,5282
11/24/2018 13H,5283
11/24/2018 12H,5282
11/24/2018 11H,5283
11/24/2018 10H,5290
11/24/2018 09H,5283
11/24/2018 08H,5287
11/24/2018 07H,5280
11/24/2018 06H,5274
11/24/2018 05H,5283
11/24/2018 04H,5268
11/24/2018 03H,5276
11/24/2018 02H,5272
11/24/2018 01H,5268
11/24/2018 00H,5275
11/23/2018 23H,5270
11/23/2018 22H,5272
11/23/2018 21H,5269
11/23/2018 20H,5266
11/23/2018 19H,5270
11/23/2018 18H,5275
11/23/2018 17H,5275
11/23/2018 16H,5275
11/23/2018 15H,5281
11/23/2018 14H,5280
11/23/2018 13H,5279
11/23/2018 12H,5276
11/23/2018 11H,5283
11/23/2018 10H,5283
11/23/2018 09H,5273
11/23/2018 08H,5277
11/23/2018 07H,5277
11/23/2018 06H,5270
11/23/2018 05H,5268
11/23/2018 04H,5261
11/23/2018 03H,5261
11/23/2018 02H,5261
11/23/2018 01H,5267
11/23/2018 00H,5259
11/22/2018 23H,5263
11/22/2018 22H,5269
11/22/2018 21H,5280
11/22/2018 20H,5275
11/22/2018 19H,5282
11/22/2018 18H,5285
11/22/2018 17H,5284
11/22/2018 16H,5290
11/22/2018 15H,5291
11/22/2018 14H,5292
11/22/2018 13H,5291
11/22/2018 12H,5288
11/22/2018 11H,5290
11/22/2018 10H,5290
11/22/2018 09H,5288
11/22/2018 08H,5288
11/22/2018 07H,5286
11/22/2018 06H,5286
11/22/2018 05H,5282
11/22/2018 04H,5279
11/22/2018 03H,5281
11/22/2018 02H,5279
11/22/2018 01H,5283
11/22/2018 00H,5280
11/21/2018 23H,5279
11/21/2018 22H,5284
11/21/2018 21H,5277
11/21/2018 20H,5276
11/21/2018 19H,5282
11/21/2018 18H,5284
11/21/2018 17H,5286
11/21/2018 16H,5286
11/21/2018 15H,5286
11/21/2018 14H,5287
11/21/2018 13H,5289
11/21/2018 12H,5292
11/21/2018 11H,5291
11/21/2018 10H,5286
11/21/2018 09H,5292
11/21/2018 08H,5286
11/21/2018 07H,5288
11/21/2018 06H,5285
11/21/2018 05H,5283
11/21/2018 04H,5280
11/21/2018 03H,5280
11/21/2018 02H,5278
11/21/2018 01H,5282
11/21/2018 00H,5279
11/20/2018 23H,5273
11/20/2018 22H,5277
11/20/2018 21H,5270
11/20/2018 20H,5268
11/20/2018 19H,5290
11/20/2018 18H,5279
11/20/2018 17H,5284
11/20/2018 16H,5289
11/20/2018 15H,5292
11/20/2018 14H,5295
11/20/2018 13H,5289
11/20/2018 12H,5292
11/20/2018 11H,5291
11/20/2018 10H,5289
11/20/2018 09H,5289
11/20/2018 08H,5288
11/20/2018 07H,5286
11/20/2018 06H,5280
11/20/2018 05H,5280
11/20/2018 04H,5273
11/20/2018 03H,5286
11/20/2018 02H,5281
11/20/2018 01H,5281
11/20/2018 00H,5276
11/19/2018 23H,5278
11/19/2018 22H,5274
11/19/2018 21H,5283
11/19/2018 20H,5277
11/19/2018 19H,5278
11/19/2018 18H,5283
11/19/2018 17H,5288
11/19/2018 16H,5285
11/19/2018 15H,5286
11/19/2018 14H,5286
11/19/2018 13H,5290
11/19/2018 12H,5292
11/19/2018 11H,5291
11/19/2018 10H,5291
11/19/2018 09H,5295
11/19/2018 08H,5293
11/19/2018 07H,5292
11/19/2018 06H,5284
11/19/2018 05H,5281
11/19/2018 04H,5283
11/19/2018 03H,5287
11/19/2018 02H,5280
11/19/2018 01H,5282
11/19/2018 00H,5280
11/18/2018 23H,5285
11/18/2018 22H,5285
11/18/2018 21H,5278
11/18/2018 20H,5279
11/18/2018 19H,5281
11/18/2018 18H,5284
11/18/2018 17H,5286
11/18/2018 16H,5286
11/18/2018 15H,5286
11/18/2018 14H,5289
11/18/2018 13H,5285
11/18/2018 12H,5291
11/18/2018 11H,5288
11/18/2018 10H,5296
11/18/2018 09H,5291
11/18/2018 08H,5298
11/18/2018 07H,5293
11/18/2018 06H,5289
11/18/2018 05H,5287
11/18/2018 04H,5281
11/18/2018 03H,5282
11/18/2018 02H,5285
11/18/2018 01H,5281
11/18/2018 00H,5283
11/17/2018 23H,5282
11/17/2018 22H,5285
11/17/2018 21H,5277
11/17/2018 20H,5278
11/17/2018 19H,5278
11/17/2018 18H,5277
11/17/2018 17H,5284
11/17/2018 16H,5284
11/17/2018 15H,5285
11/17/2018 14H,5293
11/17/2018 13H,5289
11/17/2018 12H,5293
11/17/2018 11H,5300
11/17/2018 10H,5309
11/17/2018 09H,5305
11/17/2018 08H,5305
11/17/2018 07H,5296
11/17/2018 06H,5293
11/17/2018 05H,5293
11/17/2018 04H,5289
11/17/2018 03H,5283
11/17/2018 02H,5286
11/17/2018 01H,5283
11/17/2018 00H,5286
11/16/2018 23H,5282
11/16/2018 22H,5280
11/16/2018 21H,5289
11/16/2018 20H,5289
11/16/2018 19H,5282
11/16/2018 18H,5294
11/16/2018 17H,5293
11/16/2018 16H,5300
11/16/2018 15H,5304
11/16/2018 14H,5307
11/16/2018 13H,5308
11/16/2018 12H,5308
11/16/2018 11H,5305
11/16/2018 10H,5301
11/16/2018 09H,5304
11/16/2018 08H,5298
11/16/2018 07H,5304
11/16/2018 06H,5300
11/16/2018 05H,5298
11/16/2018 04H,5294
11/16/2018 03H,5294
11/16/2018 02H,5290
11/16/2018 01H,5290
11/16/2018 00H,5289
11/15/2018 23H,5286
11/15/2018 22H,5285
11/15/2018 21H,5284
11/15/2018 20H,5286
11/15/2018 19H,5283
11/15/2018 18H,5285
11/15/2018 17H,5290
11/15/2018 16H,5299
11/15/2018 15H,5307
11/15/2018 14H,5300
11/15/2018 13H,5304
11/15/2018 12H,5299
11/15/2018 11H,5296
11/15/2018 10H,5301
11/15/2018 09H,5310
11/15/2018 08H,5308
11/15/2018 07H,5304
11/15/2018 06H,5308
11/15/2018 05H,5296
11/15/2018 04H,5304
11/15/2018 03H,5309
11/15/2018 02H,5297
11/15/2018 01H,5297
11/15/2018 00H,5301
11/14/2018 23H,5295
11/14/2018 22H,5291
11/14/2018 21H,5298
11/14/2018 20H,5293
11/14/2018 19H,5293
11/14/2018 18H,5292
11/14/2018 17H,5297
11/14/2018 16H,5295
11/14/2018 15H,5307
11/14/2018 14H,5301
11/14/2018 13H,5303
11/14/2018 12H,5300
11/14/2018 11H,5294
11/14/2018 10H,5300
11/14/2018 09H,5301
11/14/2018 08H,5302
11/14/2018 07H,5309
11/14/2018 06H,5308
11/14/2018 05H,5301
11/14/2018 04H,5304
11/14/2018 03H,5303
11/14/2018 02H,5302
11/14/2018 01H,5302
11/14/2018 00H,5302
11/13/2018 23H,5301
11/13/2018 22H,5304
11/13/2018 21H,5300
11/13/2018 20H,5294
11/13/2018 19H,5291
11/13/2018 18H,5292
11/13/2018 17H,5301
11/13/2018 16H,5305
11/13/2018 15H,5310
11/13/2018 14H,5302
11/13/2018 13H,5304
11/13/2018 12H,5302
11/13/2018 11H,5300
11/13/2018 10H,5301
11/13/2018 09H,5311
11/13/2018 08H,5304
11/13/2018 07H,5304
11/13/2018 06H,5306
11/13/2018 05H,5308
11/13/2018 04H,5304
11/13/2018 03H,5304
11/13/2018 02H,5305
11/13/2018 01H,5304
11/13/2018 00H,5301
11/12/2018 23H,5300
11/12/2018 22H,5301
11/12/2018 21H,5296
11/12/2018 20H,5297
11/12/2018 19H,5293
11/12/2018 18H,5296
11/12/2018 17H,5305
11/12/2018 16H,5308
11/12/2018 15H,5303
11/12/2018 14H,5306
11/12/2018 13H,5299
11/12/2018 12H,5307
11/12/2018 11H,5302
11/12/2018 10H,5311
11/12/2018 09H,5307
11/12/2018 08H,5299
11/12/2018 07H,5303
11/12/2018 06H,5304
11/12/2018 05H,5308
11/12/2018 04H,5300
11/12/2018 03H,5303
11/12/2018 02H,5298
11/12/2018 01H,5300
11/12/2018 00H,5294
11/11/2018 23H,5302
11/11/2018 22H,5291
11/11/2018 21H,5301
11/11/2018 20H,5301
11/11/2018 19H,5305
11/11/2018 18H,5301
11/11/2018 17H,5306
11/11/2018 16H,5313
11/11/2018 15H,5318
11/11/2018 14H,5313
11/11/2018 13H,5317
11/11/2018 12H,5318
11/11/2018 11H,5315
11/11/2018 10H,5309
11/11/2018 09H,5310
11/11/2018 08H,5309
11/11/2018 07H,5309
11/11/2018 06H,5306
11/11/2018 05H,5297
11/11/2018 04H,5293
11/11/2018 03H,5297
11/11/2018 02H,5289
11/11/2018 01H,5290
11/11/2018 00H,5290
11/10/2018 23H,5290
11/10/2018 22H,5293
11/10/2018 21H,5297
11/10/2018 20H,5288
11/10/2018 19H,5296
11/10/2018 18H,5307
11/10/2018 17H,5310
11/10/2018 16H,5317
11/10/2018 15H,5316
11/10/2018 14H,5312
11/10/2018 13H,5321
11/10/2018 12H,5312
11/10/2018 11H,5313
11/10/2018 10H,5312
11/10/2018 09H,5310
11/10/2018 08H,5309
