Net generation from nuclear for Southwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390116&sdid=EBA.SW-ALL.NG.NUC.H
19:21:53 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SW-ALL.NG.NUC.H megawatthours
03/24/2021 03H,3997
03/24/2021 02H,3995
03/24/2021 01H,3995
03/24/2021 00H,4003
03/23/2021 23H,3997
03/23/2021 22H,3999
03/23/2021 21H,3998
03/23/2021 20H,3997
03/23/2021 19H,3993
03/23/2021 18H,3995
03/23/2021 17H,3996
03/23/2021 16H,4010
03/23/2021 15H,4008
03/23/2021 14H,4010
03/23/2021 13H,4001
03/23/2021 12H,4004
03/23/2021 11H,4002
03/23/2021 10H,4001
03/23/2021 09H,4004
03/23/2021 08H,4006
03/23/2021 07H,4006
03/23/2021 06H,4003
03/23/2021 05H,4006
03/23/2021 04H,3999
03/23/2021 03H,3996
03/23/2021 02H,3999
03/23/2021 01H,3993
03/23/2021 00H,3999
03/22/2021 23H,3999
03/22/2021 22H,3999
03/22/2021 21H,4001
03/22/2021 20H,4005
03/22/2021 19H,4001
03/22/2021 18H,4002
03/22/2021 17H,4005
03/22/2021 16H,4002
03/22/2021 15H,4008
03/22/2021 14H,4004
03/22/2021 13H,4000
03/22/2021 12H,4002
03/22/2021 11H,4002
03/22/2021 10H,3998
03/22/2021 09H,3996
03/22/2021 08H,4001
03/22/2021 07H,3996
03/22/2021 06H,3995
03/22/2021 05H,3992
03/22/2021 04H,3993
03/22/2021 03H,3993
03/22/2021 02H,3989
03/22/2021 01H,3991
03/22/2021 00H,3993
03/21/2021 23H,3995
03/21/2021 22H,3999
03/21/2021 21H,3994
03/21/2021 20H,3995
03/21/2021 19H,3996
03/21/2021 18H,4004
03/21/2021 17H,4010
03/21/2021 16H,4008
03/21/2021 15H,4012
03/21/2021 14H,4010
03/21/2021 13H,4008
03/21/2021 12H,4003
03/21/2021 11H,3996
03/21/2021 10H,4000
03/21/2021 09H,3996
03/21/2021 08H,3992
03/21/2021 07H,3990
03/21/2021 06H,3984
03/21/2021 05H,3982
03/21/2021 04H,3977
03/21/2021 03H,3972
03/21/2021 02H,3968
03/21/2021 01H,3969
03/21/2021 00H,3965
03/20/2021 23H,3970
03/20/2021 22H,3971
03/20/2021 21H,3976
03/20/2021 20H,3983
03/20/2021 19H,3988
03/20/2021 18H,3997
03/20/2021 17H,4000
03/20/2021 16H,4006
03/20/2021 15H,4007
03/20/2021 14H,4010
03/20/2021 13H,4009
03/20/2021 12H,4002
03/20/2021 11H,4006
03/20/2021 10H,3999
03/20/2021 09H,3998
03/20/2021 08H,3995
03/20/2021 07H,3994
03/20/2021 06H,3990
03/20/2021 05H,3992
03/20/2021 04H,3984
03/20/2021 03H,3986
03/20/2021 02H,3985
03/20/2021 01H,3992
03/20/2021 00H,3993
03/19/2021 23H,3991
03/19/2021 22H,3989
03/19/2021 21H,3994
03/19/2021 20H,3993
03/19/2021 19H,3997
03/19/2021 18H,4003
03/19/2021 17H,4003
03/19/2021 16H,4006
03/19/2021 15H,4009
03/19/2021 14H,4007
03/19/2021 13H,4005
03/19/2021 12H,4009
03/19/2021 11H,4008
03/19/2021 10H,4007
03/19/2021 09H,4005
03/19/2021 08H,4004
03/19/2021 07H,4000
03/19/2021 06H,4002
03/19/2021 05H,3998
03/19/2021 04H,3998
03/19/2021 03H,3998
03/19/2021 02H,3996
03/19/2021 01H,3995
03/19/2021 00H,3996
03/18/2021 23H,3998
03/18/2021 22H,3994
03/18/2021 21H,3998
03/18/2021 20H,3999
03/18/2021 19H,4003
03/18/2021 18H,4002
03/18/2021 17H,4005
03/18/2021 16H,4013
03/18/2021 15H,4015
03/18/2021 14H,4014
03/18/2021 13H,4017
03/18/2021 12H,4009
03/18/2021 11H,4015
03/18/2021 10H,4007
03/18/2021 09H,4008
03/18/2021 08H,4007
03/18/2021 07H,4005
03/18/2021 06H,4007
03/18/2021 05H,4001
03/18/2021 04H,4000
03/18/2021 03H,4001
03/18/2021 02H,4004
03/18/2021 01H,3999
03/18/2021 00H,4006
03/17/2021 23H,4004
03/17/2021 22H,4004
03/17/2021 21H,4002
03/17/2021 20H,4002
03/17/2021 19H,4008
03/17/2021 18H,4006
03/17/2021 17H,4011
03/17/2021 16H,4016
03/17/2021 15H,4019
03/17/2021 14H,4017
03/17/2021 13H,4020
03/17/2021 12H,4015
03/17/2021 11H,4011
03/17/2021 10H,4011
03/17/2021 09H,4011
03/17/2021 08H,4009
03/17/2021 07H,4013
03/17/2021 06H,4009
03/17/2021 05H,4009
03/17/2021 04H,4003
03/17/2021 03H,4010
03/17/2021 02H,4006
03/17/2021 01H,4006
03/17/2021 00H,4002
03/16/2021 23H,4003
03/16/2021 22H,4008
03/16/2021 21H,4005
03/16/2021 20H,4004
03/16/2021 19H,4007
03/16/2021 18H,4007
03/16/2021 17H,4009
03/16/2021 16H,4008
03/16/2021 15H,4013
03/16/2021 14H,4009
03/16/2021 13H,4008
03/16/2021 12H,4001
03/16/2021 11H,4004
03/16/2021 10H,4005
03/16/2021 09H,4004
03/16/2021 08H,4002
03/16/2021 07H,4000
03/16/2021 06H,3990
03/16/2021 05H,3992
03/16/2021 04H,3990
03/16/2021 03H,3991
03/16/2021 02H,3988
03/16/2021 01H,3993
03/16/2021 00H,3989
03/15/2021 23H,3997
03/15/2021 22H,3996
03/15/2021 21H,3999
03/15/2021 20H,4005
03/15/2021 19H,4000
03/15/2021 18H,4002
03/15/2021 17H,4004
03/15/2021 16H,4010
03/15/2021 15H,4004
03/15/2021 14H,4006
03/15/2021 13H,4009
03/15/2021 12H,4006
03/15/2021 11H,4006
03/15/2021 10H,4006
03/15/2021 09H,4004
03/15/2021 08H,4006
03/15/2021 07H,3994
03/15/2021 06H,3999
03/15/2021 05H,3994
03/15/2021 04H,3994
03/15/2021 03H,3991
03/15/2021 02H,3997
03/15/2021 01H,3993
03/15/2021 00H,3997
03/14/2021 23H,3993
03/14/2021 22H,3997
03/14/2021 21H,3995
03/14/2021 20H,4001
03/14/2021 19H,4003
03/14/2021 18H,4007
03/14/2021 17H,4006
03/14/2021 16H,4010
03/14/2021 15H,4010
03/14/2021 14H,4011
03/14/2021 13H,4011
03/14/2021 12H,4008
03/14/2021 11H,4005
03/14/2021 10H,4005
03/14/2021 09H,4010
03/14/2021 08H,4005
03/14/2021 07H,4007
03/14/2021 06H,4006
03/14/2021 05H,4006
03/14/2021 04H,3998
03/14/2021 03H,4000
03/14/2021 02H,4000
03/14/2021 01H,4003
03/14/2021 00H,3998
03/13/2021 23H,4001
03/13/2021 22H,4003
03/13/2021 21H,4000
03/13/2021 20H,3997
03/13/2021 19H,4001
03/13/2021 18H,4011
03/13/2021 17H,4009
03/13/2021 16H,4014
03/13/2021 15H,4013
03/13/2021 14H,4013
03/13/2021 13H,4012
03/13/2021 12H,4011
03/13/2021 11H,4007
03/13/2021 10H,4002
03/13/2021 09H,3993
03/13/2021 08H,3993
03/13/2021 07H,3998
03/13/2021 06H,4001
03/13/2021 05H,3994
03/13/2021 04H,3990
03/13/2021 03H,3989
03/13/2021 02H,3988
03/13/2021 01H,3984
03/13/2021 00H,3983
03/12/2021 23H,3992
03/12/2021 22H,3989
03/12/2021 21H,3986
03/12/2021 20H,3991
03/12/2021 19H,3990
03/12/2021 18H,3993
03/12/2021 17H,3988
03/12/2021 16H,3992
03/12/2021 15H,3991
03/12/2021 14H,3991
03/12/2021 13H,3992
03/12/2021 12H,3985
03/12/2021 11H,3988
03/12/2021 10H,3990
03/12/2021 09H,3994
03/12/2021 08H,3990
03/12/2021 07H,3991
03/12/2021 06H,3990
03/12/2021 05H,3989
03/12/2021 04H,3986
03/12/2021 03H,3981
03/12/2021 02H,3980
03/12/2021 01H,3977
03/12/2021 00H,3981
03/11/2021 23H,3984
03/11/2021 22H,3979
03/11/2021 21H,3986
03/11/2021 20H,3983
03/11/2021 19H,3993
03/11/2021 18H,3995
03/11/2021 17H,3998
03/11/2021 16H,3994
03/11/2021 15H,3998
03/11/2021 14H,4001
03/11/2021 13H,3998
03/11/2021 12H,3996
03/11/2021 11H,3996
03/11/2021 10H,3994
03/11/2021 09H,3992
03/11/2021 08H,3992
03/11/2021 07H,3994
03/11/2021 06H,3994
03/11/2021 05H,3995
03/11/2021 04H,3984
03/11/2021 03H,3982
03/11/2021 02H,3973
03/11/2021 01H,3974
03/11/2021 00H,3973
03/10/2021 23H,3973
03/10/2021 22H,3981
03/10/2021 21H,3982
03/10/2021 20H,3992
03/10/2021 19H,3990
03/10/2021 18H,3994
03/10/2021 17H,3996
03/10/2021 16H,4004
03/10/2021 15H,4003
03/10/2021 14H,3999
03/10/2021 13H,4002
03/10/2021 12H,4000
03/10/2021 11H,3999
03/10/2021 10H,4000
03/10/2021 09H,3996
03/10/2021 08H,3996
03/10/2021 07H,3988
03/10/2021 06H,3985
03/10/2021 05H,3982
03/10/2021 04H,3980
03/10/2021 03H,3977
03/10/2021 02H,3974
03/10/2021 01H,3969
03/10/2021 00H,3968
03/9/2021 23H,3962
03/9/2021 22H,3972
03/9/2021 21H,3970
03/9/2021 20H,3972
03/9/2021 19H,3977
03/9/2021 18H,3980
03/9/2021 17H,3981
03/9/2021 16H,3991
03/9/2021 15H,3994
03/9/2021 14H,3990
03/9/2021 13H,3986
03/9/2021 12H,3984
03/9/2021 11H,3990
03/9/2021 10H,3994
03/9/2021 09H,3990
03/9/2021 08H,3986
03/9/2021 07H,3988
03/9/2021 06H,3980
03/9/2021 05H,3979
03/9/2021 04H,3979
03/9/2021 03H,3975
03/9/2021 02H,3979
03/9/2021 01H,3973
03/9/2021 00H,3975
03/8/2021 23H,3980
03/8/2021 22H,3987
03/8/2021 21H,3983
03/8/2021 20H,3992
03/8/2021 19H,3987
03/8/2021 18H,3989
03/8/2021 17H,3992
03/8/2021 16H,4002
03/8/2021 15H,4004
03/8/2021 14H,4002
03/8/2021 13H,4002
03/8/2021 12H,4002
03/8/2021 11H,3997
03/8/2021 10H,3996
03/8/2021 09H,3991
03/8/2021 08H,3989
03/8/2021 07H,3994
03/8/2021 06H,3986
03/8/2021 05H,3991
03/8/2021 04H,3986
03/8/2021 03H,3988
03/8/2021 02H,3987
03/8/2021 01H,3982
03/8/2021 00H,3985
03/7/2021 23H,3986
03/7/2021 22H,3990
03/7/2021 21H,3988
03/7/2021 20H,3989
03/7/2021 19H,3988
03/7/2021 18H,3991
03/7/2021 17H,4005
03/7/2021 16H,4007
03/7/2021 15H,4007
03/7/2021 14H,4006
03/7/2021 13H,4005
03/7/2021 12H,4005
03/7/2021 11H,4003
03/7/2021 10H,3999
03/7/2021 09H,4000
03/7/2021 08H,3997
03/7/2021 07H,4000
03/7/2021 06H,3997
03/7/2021 05H,3992
03/7/2021 04H,3993
03/7/2021 03H,3990
03/7/2021 02H,3986
03/7/2021 01H,3990
03/7/2021 00H,3986
03/6/2021 23H,3990
03/6/2021 22H,3991
03/6/2021 21H,3984
03/6/2021 20H,3981
03/6/2021 19H,3981
03/6/2021 18H,3987
03/6/2021 17H,3988
03/6/2021 16H,3994
03/6/2021 15H,3995
03/6/2021 14H,3995
03/6/2021 13H,4002
03/6/2021 12H,3993
03/6/2021 11H,3996
03/6/2021 10H,3998
03/6/2021 09H,3991
03/6/2021 08H,3994
03/6/2021 07H,3994
03/6/2021 06H,3985
03/6/2021 05H,3961
03/6/2021 04H,3964
03/6/2021 03H,3964
03/6/2021 02H,3961
03/6/2021 01H,3958
03/6/2021 00H,3960
03/5/2021 23H,3961
03/5/2021 22H,3973
03/5/2021 21H,3986
03/5/2021 20H,3988
03/5/2021 19H,4000
03/5/2021 18H,4002
03/5/2021 17H,4002
03/5/2021 16H,4007
03/5/2021 15H,4004
03/5/2021 14H,4003
03/5/2021 13H,3999
03/5/2021 12H,3999
03/5/2021 11H,4000
03/5/2021 10H,3995
03/5/2021 09H,3994
03/5/2021 08H,3989
03/5/2021 07H,3991
03/5/2021 06H,3990
03/5/2021 05H,3983
03/5/2021 04H,3987
03/5/2021 03H,3984
03/5/2021 02H,3987
03/5/2021 01H,3987
03/5/2021 00H,3986
03/4/2021 23H,3989
03/4/2021 22H,3990
03/4/2021 21H,3985
03/4/2021 20H,3990
03/4/2021 19H,3990
03/4/2021 18H,3993
03/4/2021 17H,3992
03/4/2021 16H,3990
03/4/2021 15H,4000
03/4/2021 14H,3999
03/4/2021 13H,3994
03/4/2021 12H,3992
03/4/2021 11H,3987
03/4/2021 10H,3986
03/4/2021 09H,3986
03/4/2021 08H,3982
03/4/2021 07H,3981
03/4/2021 06H,3976
03/4/2021 05H,3980
03/4/2021 04H,3976
03/4/2021 03H,3982
03/4/2021 02H,3978
03/4/2021 01H,3973
03/4/2021 00H,3964
03/3/2021 23H,3969
03/3/2021 22H,3984
03/3/2021 21H,3987
03/3/2021 20H,3992
03/3/2021 19H,3993
03/3/2021 18H,3994
03/3/2021 17H,3996
03/3/2021 16H,4001
03/3/2021 15H,4010
03/3/2021 14H,4012
03/3/2021 13H,4006
03/3/2021 12H,4005
03/3/2021 11H,4002
03/3/2021 10H,4002
03/3/2021 09H,4002
03/3/2021 08H,4001
03/3/2021 07H,4000
03/3/2021 06H,3995
03/3/2021 05H,3994
03/3/2021 04H,3984
03/3/2021 03H,3981
03/3/2021 02H,3977
03/3/2021 01H,3981
03/3/2021 00H,3983
03/2/2021 23H,3969
03/2/2021 22H,3942
03/2/2021 21H,3924
03/2/2021 20H,3869
03/2/2021 19H,3865
03/2/2021 18H,3866
03/2/2021 17H,3819
03/2/2021 16H,3711
03/2/2021 15H,3637
03/2/2021 14H,3629
03/2/2021 13H,3623
03/2/2021 12H,3613
03/2/2021 11H,3567
03/2/2021 10H,3507
03/2/2021 09H,3390
03/2/2021 08H,3295
03/2/2021 07H,3270
03/2/2021 06H,3231
03/2/2021 05H,3122
03/2/2021 04H,3030
03/2/2021 03H,2976
03/2/2021 02H,2951
03/2/2021 01H,2925
03/2/2021 00H,2820
03/1/2021 23H,2767
03/1/2021 22H,2763
03/1/2021 21H,2765
03/1/2021 20H,2757
03/1/2021 19H,2765
03/1/2021 18H,2779
03/1/2021 17H,2780
03/1/2021 16H,2787
03/1/2021 15H,2761
03/1/2021 14H,2756
03/1/2021 13H,2741
03/1/2021 12H,2719
03/1/2021 11H,2710
03/1/2021 10H,2655
03/1/2021 09H,2622
03/1/2021 08H,2621
03/1/2021 07H,2622
03/1/2021 06H,2621
03/1/2021 05H,2620
03/1/2021 04H,2623
03/1/2021 03H,2619
03/1/2021 02H,2617
03/1/2021 01H,2616
03/1/2021 00H,2615
02/28/2021 23H,2615
02/28/2021 22H,2616
02/28/2021 21H,2616
02/28/2021 20H,2614
02/28/2021 19H,2616
02/28/2021 18H,2613
02/28/2021 17H,2618
02/28/2021 16H,2621
02/28/2021 15H,2618
02/28/2021 14H,2623
02/28/2021 13H,2621
02/28/2021 12H,2619
02/28/2021 11H,2617
02/28/2021 10H,2617
02/28/2021 09H,2615
02/28/2021 08H,2617
02/28/2021 07H,2615
02/28/2021 06H,2615
02/28/2021 05H,2613
02/28/2021 04H,2612
02/28/2021 03H,2614
02/28/2021 02H,2609
02/28/2021 01H,2612
02/28/2021 00H,2613
02/27/2021 23H,2614
02/27/2021 22H,2613
02/27/2021 21H,2614
02/27/2021 20H,2614
02/27/2021 19H,2616
02/27/2021 18H,2617
02/27/2021 17H,2622
02/27/2021 16H,2639
02/27/2021 15H,2639
02/27/2021 14H,2638
02/27/2021 13H,2639
02/27/2021 12H,2638
02/27/2021 11H,2639
02/27/2021 10H,2631
02/27/2021 09H,2629
02/27/2021 08H,2628
02/27/2021 07H,2624
02/27/2021 06H,2625
02/27/2021 05H,2622
02/27/2021 04H,2627
02/27/2021 03H,2627
02/27/2021 02H,2625
02/27/2021 01H,2626
02/27/2021 00H,2625
02/26/2021 23H,2624
02/26/2021 22H,2624
02/26/2021 21H,2626
02/26/2021 20H,2630
02/26/2021 19H,2628
02/26/2021 18H,3391
02/26/2021 17H,4005
02/26/2021 16H,4008
02/26/2021 15H,4002
02/26/2021 14H,4005
02/26/2021 13H,4004
02/26/2021 12H,4002
02/26/2021 11H,4002
02/26/2021 10H,3991
02/26/2021 09H,3994
02/26/2021 08H,3990
02/26/2021 07H,3988
02/26/2021 06H,3990
02/26/2021 05H,3984
02/26/2021 04H,3989
02/26/2021 03H,3983
02/26/2021 02H,3981
02/26/2021 01H,3980
02/26/2021 00H,3973
02/25/2021 23H,3988
02/25/2021 22H,3985
02/25/2021 21H,3986
02/25/2021 20H,3981
02/25/2021 19H,3987
02/25/2021 18H,3966
02/25/2021 17H,3878
02/25/2021 16H,3854
02/25/2021 15H,3767
02/25/2021 14H,3664
02/25/2021 13H,3649
02/25/2021 12H,3604
02/25/2021 11H,3463
02/25/2021 10H,3331
02/25/2021 09H,3191
02/25/2021 08H,3077
02/25/2021 07H,3051
02/25/2021 06H,3050
02/25/2021 05H,3049
02/25/2021 04H,3043
02/25/2021 03H,3044
02/25/2021 02H,3041
02/25/2021 01H,3036
02/25/2021 00H,3022
02/24/2021 23H,3028
02/24/2021 22H,3027
02/24/2021 21H,3036
02/24/2021 20H,3034
02/24/2021 19H,3039
02/24/2021 18H,3046
02/24/2021 17H,3049
02/24/2021 16H,3058
02/24/2021 15H,3055
02/24/2021 14H,3056
02/24/2021 13H,3054
02/24/2021 12H,3055
02/24/2021 11H,3059
02/24/2021 10H,3056
02/24/2021 09H,3057
02/24/2021 08H,3054
02/24/2021 07H,3049
02/24/2021 06H,3038
02/24/2021 05H,3037
02/24/2021 04H,3037
02/24/2021 03H,3035
02/24/2021 02H,3032
02/24/2021 01H,3029
02/24/2021 00H,3028
02/23/2021 23H,3029
02/23/2021 22H,3036
02/23/2021 21H,3043
02/23/2021 20H,3041
02/23/2021 19H,3046
02/23/2021 18H,3051
02/23/2021 17H,3059
02/23/2021 16H,3060
02/23/2021 15H,3068
02/23/2021 14H,3062
02/23/2021 13H,3059
02/23/2021 12H,3058
02/23/2021 11H,3056
02/23/2021 10H,3053
02/23/2021 09H,3056
02/23/2021 08H,3055
02/23/2021 07H,3044
02/23/2021 06H,3043
02/23/2021 05H,3034
02/23/2021 04H,3029
02/23/2021 03H,3031
02/23/2021 02H,3028
02/23/2021 01H,3036
02/23/2021 00H,3036
02/22/2021 23H,3040
02/22/2021 22H,3037
02/22/2021 21H,3042
02/22/2021 20H,3042
02/22/2021 19H,3043
02/22/2021 18H,3213
02/22/2021 17H,3540
02/22/2021 16H,3855
02/22/2021 15H,3997
02/22/2021 14H,4004
02/22/2021 13H,4004
02/22/2021 12H,4000
02/22/2021 11H,4004
02/22/2021 10H,4000
02/22/2021 09H,4010
02/22/2021 08H,4005
02/22/2021 07H,4006
02/22/2021 06H,4005
02/22/2021 05H,3999
02/22/2021 04H,4001
02/22/2021 03H,4005
02/22/2021 02H,4004
02/22/2021 01H,4002
02/22/2021 00H,4000
02/21/2021 23H,4004
02/21/2021 22H,4000
02/21/2021 21H,4006
02/21/2021 20H,4003
02/21/2021 19H,4002
02/21/2021 18H,4008
02/21/2021 17H,4003
02/21/2021 16H,4009
02/21/2021 15H,4007
02/21/2021 14H,4004
02/21/2021 13H,4002
02/21/2021 12H,4005
02/21/2021 11H,4005
02/21/2021 10H,4000
02/21/2021 09H,4005
02/21/2021 08H,4000
02/21/2021 07H,4003
02/21/2021 06H,3996
02/21/2021 05H,3994
02/21/2021 04H,3997
02/21/2021 03H,3995
02/21/2021 02H,3988
02/21/2021 01H,3989
02/21/2021 00H,3986
02/20/2021 23H,3984
02/20/2021 22H,3988
02/20/2021 21H,3994
02/20/2021 20H,3998
02/20/2021 19H,3999
02/20/2021 18H,4004
02/20/2021 17H,4009
02/20/2021 16H,4015
02/20/2021 15H,4012
02/20/2021 14H,4016
02/20/2021 13H,4009
02/20/2021 12H,4010
02/20/2021 11H,4006
02/20/2021 10H,4008
02/20/2021 09H,4008
02/20/2021 08H,4006
02/20/2021 07H,4009
02/20/2021 06H,4005
02/20/2021 05H,4005
02/20/2021 04H,4001
02/20/2021 03H,4003
02/20/2021 02H,4003
02/20/2021 01H,4002
02/20/2021 00H,4004
02/19/2021 23H,4000
02/19/2021 22H,3997
02/19/2021 21H,3999
02/19/2021 20H,4000
02/19/2021 19H,4003
02/19/2021 18H,4013
02/19/2021 17H,4012
02/19/2021 16H,4014
02/19/2021 15H,4016
02/19/2021 14H,4015
02/19/2021 13H,4018
02/19/2021 12H,4015
02/19/2021 11H,4012
02/19/2021 10H,4012
02/19/2021 09H,4010
02/19/2021 08H,4009
02/19/2021 07H,4010
02/19/2021 06H,4012
02/19/2021 05H,4006
02/19/2021 04H,4008
02/19/2021 03H,4011
02/19/2021 02H,4009
02/19/2021 01H,4006
02/19/2021 00H,4011
02/18/2021 23H,4008
02/18/2021 22H,4009
02/18/2021 21H,4006
02/18/2021 20H,4005
02/18/2021 19H,4009
02/18/2021 18H,4005
02/18/2021 17H,4007
02/18/2021 16H,4008
02/18/2021 15H,4012
02/18/2021 14H,4011
02/18/2021 13H,4008
02/18/2021 12H,4010
02/18/2021 11H,4007
02/18/2021 10H,4009
02/18/2021 09H,4010
02/18/2021 08H,4005
02/18/2021 07H,4007
02/18/2021 06H,4000
02/18/2021 05H,4004
02/18/2021 04H,4005
02/18/2021 03H,3998
02/18/2021 02H,3995
02/18/2021 01H,3997
02/18/2021 00H,3998
02/17/2021 23H,3997
02/17/2021 22H,4003
02/17/2021 21H,4004
02/17/2021 20H,4003
02/17/2021 19H,4005
02/17/2021 18H,4005
02/17/2021 17H,4009
02/17/2021 16H,4012
02/17/2021 15H,4017
02/17/2021 14H,4016
02/17/2021 13H,4016
02/17/2021 12H,4019
02/17/2021 11H,4008
02/17/2021 10H,4009
02/17/2021 09H,4006
02/17/2021 08H,4008
02/17/2021 07H,4002
02/17/2021 06H,4010
02/17/2021 05H,4002
02/17/2021 04H,4001
02/17/2021 03H,4003
02/17/2021 02H,4001
02/17/2021 01H,3995
02/17/2021 00H,3990
02/16/2021 23H,3995
02/16/2021 22H,3991
02/16/2021 21H,3978
02/16/2021 20H,3978
02/16/2021 19H,3984
02/16/2021 18H,3990
02/16/2021 17H,3994
02/16/2021 16H,3996
02/16/2021 15H,3995
02/16/2021 14H,3996
02/16/2021 13H,3990
02/16/2021 12H,3990
02/16/2021 11H,3986
02/16/2021 10H,3992
02/16/2021 09H,3990
02/16/2021 08H,3990
02/16/2021 07H,3986
02/16/2021 06H,3988
02/16/2021 05H,3986
02/16/2021 04H,3985
02/16/2021 03H,3985
02/16/2021 02H,3987
02/16/2021 01H,3983
02/16/2021 00H,3988
02/15/2021 23H,3992
02/15/2021 22H,4003
02/15/2021 21H,4002
02/15/2021 20H,4002
02/15/2021 19H,4001
02/15/2021 18H,4004
02/15/2021 17H,4004
02/15/2021 16H,4011
02/15/2021 15H,4008
02/15/2021 14H,4007
02/15/2021 13H,4008
02/15/2021 12H,4010
02/15/2021 11H,4006
02/15/2021 10H,4006
02/15/2021 09H,4006
02/15/2021 08H,4003
02/15/2021 07H,4002
02/15/2021 06H,4001
02/15/2021 05H,3998
02/15/2021 04H,3997
02/15/2021 03H,3995
02/15/2021 02H,3993
02/15/2021 01H,3994
02/15/2021 00H,3990
02/14/2021 23H,3997
02/14/2021 22H,3998
02/14/2021 21H,4000
02/14/2021 20H,3993
02/14/2021 19H,3995
02/14/2021 18H,3995
02/14/2021 17H,3999
02/14/2021 16H,4003
02/14/2021 15H,4000
02/14/2021 14H,4001
02/14/2021 13H,4000
02/14/2021 12H,3999
02/14/2021 11H,3994
02/14/2021 10H,3994
02/14/2021 09H,3995
02/14/2021 08H,3992
02/14/2021 07H,3994
02/14/2021 06H,3987
02/14/2021 05H,3982
02/14/2021 04H,3979
02/14/2021 03H,3979
02/14/2021 02H,3975
02/14/2021 01H,3971
02/14/2021 00H,3976
02/13/2021 23H,3976
02/13/2021 22H,3987
02/13/2021 21H,3986
02/13/2021 20H,3991
02/13/2021 19H,3990
02/13/2021 18H,3997
02/13/2021 17H,4000
02/13/2021 16H,4001
02/13/2021 15H,3999
02/13/2021 14H,4006
02/13/2021 13H,3997
02/13/2021 12H,4001
02/13/2021 11H,3998
02/13/2021 10H,3997
02/13/2021 09H,3995
02/13/2021 08H,3995
02/13/2021 07H,3993
02/13/2021 06H,3989
02/13/2021 05H,3987
02/13/2021 04H,3991
02/13/2021 03H,3987
02/13/2021 02H,3989
02/13/2021 01H,3983
02/13/2021 00H,3982
02/12/2021 23H,3969
02/12/2021 22H,3984
02/12/2021 21H,3977
02/12/2021 20H,3979
02/12/2021 19H,3987
02/12/2021 18H,3993
02/12/2021 17H,3997
02/12/2021 16H,3996
02/12/2021 15H,3988
02/12/2021 14H,3988
02/12/2021 13H,3990
02/12/2021 12H,3984
02/12/2021 11H,3988
02/12/2021 10H,3986
02/12/2021 09H,3989
02/12/2021 08H,3983
02/12/2021 07H,3986
02/12/2021 06H,3974
02/12/2021 05H,3976
02/12/2021 04H,3966
02/12/2021 03H,3968
02/12/2021 02H,3977
02/12/2021 01H,3977
02/12/2021 00H,3975
02/11/2021 23H,3975
02/11/2021 22H,3976
02/11/2021 21H,3983
02/11/2021 20H,3977
02/11/2021 19H,3985
02/11/2021 18H,3986
02/11/2021 17H,3990
02/11/2021 16H,3996
02/11/2021 15H,3999
02/11/2021 14H,3998
02/11/2021 13H,3997
02/11/2021 12H,3997
02/11/2021 11H,3994
02/11/2021 10H,3996
02/11/2021 09H,3994
02/11/2021 08H,3990
02/11/2021 07H,3992
02/11/2021 06H,3986
02/11/2021 05H,3988
02/11/2021 04H,3982
02/11/2021 03H,3981
02/11/2021 02H,3981
02/11/2021 01H,3981
02/11/2021 00H,3975
02/10/2021 23H,3975
02/10/2021 22H,3982
02/10/2021 21H,3981
02/10/2021 20H,3984
02/10/2021 19H,3985
02/10/2021 18H,3989
02/10/2021 17H,3986
02/10/2021 16H,3993
02/10/2021 15H,3990
02/10/2021 14H,3992
02/10/2021 13H,3990
02/10/2021 12H,3991
02/10/2021 11H,3986
02/10/2021 10H,3989
02/10/2021 09H,3986
02/10/2021 08H,3991
02/10/2021 07H,3984
02/10/2021 06H,3980
02/10/2021 05H,3985
02/10/2021 04H,3981
02/10/2021 03H,3978
02/10/2021 02H,3979
02/10/2021 01H,3982
02/10/2021 00H,3977
02/9/2021 23H,3982
02/9/2021 22H,3973
02/9/2021 21H,3979
02/9/2021 20H,3973
02/9/2021 19H,3980
02/9/2021 18H,3986
02/9/2021 17H,3990
02/9/2021 16H,3998
02/9/2021 15H,3998
02/9/2021 14H,3996
02/9/2021 13H,3997
02/9/2021 12H,3993
02/9/2021 11H,3994
02/9/2021 10H,3996
02/9/2021 09H,4001
02/9/2021 08H,3996
02/9/2021 07H,3999
02/9/2021 06H,3994
02/9/2021 05H,3995
02/9/2021 04H,3991
02/9/2021 03H,3989
02/9/2021 02H,3992
02/9/2021 01H,3995
02/9/2021 00H,3988
02/8/2021 23H,3985
02/8/2021 22H,3986
02/8/2021 21H,3987
02/8/2021 20H,3984
02/8/2021 19H,3991
02/8/2021 18H,3993
02/8/2021 17H,4003
02/8/2021 16H,4006
02/8/2021 15H,4006
02/8/2021 14H,4004
02/8/2021 13H,4002
02/8/2021 12H,4004
02/8/2021 11H,4005
02/8/2021 10H,4004
02/8/2021 09H,3999
02/8/2021 08H,4000
02/8/2021 07H,4001
02/8/2021 06H,3996
02/8/2021 05H,3997
02/8/2021 04H,3997
02/8/2021 03H,3991
02/8/2021 02H,3994
02/8/2021 01H,3989
02/8/2021 00H,3994
02/7/2021 23H,3990
02/7/2021 22H,3996
02/7/2021 21H,3992
02/7/2021 20H,3997
02/7/2021 19H,3998
