Net generation from natural gas for Southwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390116&sdid=EBA.SW-ALL.NG.NG.H
19:21:47 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SW-ALL.NG.NG.H megawatthours
12/30/2020 18H,5012
12/30/2020 17H,6092
12/30/2020 16H,7256
12/30/2020 15H,7354
12/30/2020 14H,6915
12/30/2020 13H,6263
12/30/2020 12H,5893
12/30/2020 11H,5824
12/30/2020 10H,5900
12/30/2020 09H,5883
12/30/2020 08H,6240
12/30/2020 07H,6466
12/30/2020 06H,6579
12/30/2020 05H,7389
12/30/2020 04H,7605
12/30/2020 03H,7780
12/30/2020 02H,7705
12/30/2020 01H,6532
12/30/2020 00H,5730
12/29/2020 23H,4710
12/29/2020 22H,4622
12/29/2020 21H,4706
12/29/2020 20H,5148
12/29/2020 19H,5493
12/29/2020 18H,5655
12/29/2020 17H,6555
12/29/2020 16H,7502
12/29/2020 15H,7566
12/29/2020 14H,7279
12/29/2020 13H,6259
12/29/2020 12H,5963
12/29/2020 11H,5577
12/29/2020 10H,5681
12/29/2020 09H,6210
12/29/2020 08H,6080
12/29/2020 07H,6545
12/29/2020 06H,6650
12/29/2020 05H,6952
12/29/2020 04H,7416
12/29/2020 03H,7051
12/29/2020 02H,6960
12/29/2020 01H,6060
12/29/2020 00H,4962
12/28/2020 23H,4154
12/28/2020 22H,3868
12/28/2020 21H,4047
12/28/2020 20H,4469
12/28/2020 19H,4122
12/28/2020 18H,4486
12/28/2020 17H,5356
12/28/2020 16H,6338
12/28/2020 15H,6434
12/28/2020 14H,5924
12/28/2020 13H,5583
12/28/2020 12H,5378
12/28/2020 11H,5153
12/28/2020 10H,5025
12/28/2020 09H,5031
12/28/2020 08H,4923
12/28/2020 07H,5134
12/28/2020 06H,5502
12/28/2020 05H,6197
12/28/2020 04H,7033
12/28/2020 03H,7230
12/28/2020 02H,7253
12/28/2020 01H,6649
12/28/2020 00H,5856
12/27/2020 23H,4954
12/27/2020 22H,4693
12/27/2020 21H,4790
12/27/2020 20H,5096
12/27/2020 19H,5084
12/27/2020 18H,5091
12/27/2020 17H,5239
12/27/2020 16H,5393
12/27/2020 15H,5860
12/27/2020 14H,5776
12/27/2020 13H,5494
12/27/2020 12H,5299
12/27/2020 11H,5166
12/27/2020 10H,5187
12/27/2020 09H,5163
12/27/2020 08H,5371
12/27/2020 07H,5662
12/27/2020 06H,5711
12/27/2020 05H,6050
12/27/2020 04H,6343
12/27/2020 03H,6385
12/27/2020 02H,6324
12/27/2020 01H,5658
12/27/2020 00H,4626
12/26/2020 23H,3827
12/26/2020 22H,3469
12/26/2020 21H,3462
12/26/2020 20H,3427
12/26/2020 19H,3499
12/26/2020 18H,3738
12/26/2020 17H,4096
12/26/2020 16H,5052
12/26/2020 15H,5796
12/26/2020 14H,5633
12/26/2020 13H,5239
12/26/2020 12H,5106
12/26/2020 11H,4873
12/26/2020 10H,4795
12/26/2020 09H,4884
12/26/2020 08H,4870
12/26/2020 07H,5181
12/26/2020 06H,5179
12/26/2020 05H,5436
12/26/2020 04H,5557
12/26/2020 03H,5612
12/26/2020 02H,5457
12/26/2020 01H,5025
12/26/2020 00H,4488
12/25/2020 23H,3952
12/25/2020 22H,3669
12/25/2020 21H,3898
12/25/2020 20H,4102
12/25/2020 19H,4459
12/25/2020 18H,4598
12/25/2020 17H,4933
12/25/2020 16H,5722
12/25/2020 15H,5504
12/25/2020 14H,5674
12/25/2020 13H,5390
12/25/2020 12H,5232
12/25/2020 11H,5040
12/25/2020 10H,5122
12/25/2020 09H,5110
12/25/2020 08H,5612
12/25/2020 07H,6140
12/25/2020 06H,6347
12/25/2020 05H,6729
12/25/2020 04H,7136
12/25/2020 03H,7270
12/25/2020 02H,7356
12/25/2020 01H,7286
12/25/2020 00H,6625
12/24/2020 23H,5776
12/24/2020 22H,5467
12/24/2020 21H,5352
12/24/2020 20H,5812
12/24/2020 19H,6130
12/24/2020 18H,6779
12/24/2020 17H,6782
12/24/2020 16H,7107
12/24/2020 15H,7230
12/24/2020 14H,6849
12/24/2020 13H,6709
12/24/2020 12H,6442
12/24/2020 11H,6276
12/24/2020 10H,6323
12/24/2020 09H,6345
12/24/2020 08H,6866
12/24/2020 07H,7210
12/24/2020 06H,7494
12/24/2020 05H,7933
12/24/2020 04H,7743
12/24/2020 03H,7565
12/24/2020 02H,6972
12/24/2020 01H,6251
12/24/2020 00H,5126
12/23/2020 23H,4424
12/23/2020 22H,4088
12/23/2020 21H,4296
12/23/2020 20H,4524
12/23/2020 19H,4933
12/23/2020 18H,5214
12/23/2020 17H,5866
12/23/2020 16H,6864
12/23/2020 15H,7019
12/23/2020 14H,6855
12/23/2020 13H,6004
12/23/2020 12H,5724
12/23/2020 11H,5244
12/23/2020 10H,5132
12/23/2020 09H,5297
12/23/2020 08H,5611
12/23/2020 07H,5859
12/23/2020 06H,5951
12/23/2020 05H,6086
12/23/2020 04H,6097
12/23/2020 03H,6296
12/23/2020 02H,5930
12/23/2020 01H,5993
12/23/2020 00H,4786
12/22/2020 23H,4099
12/22/2020 22H,3983
12/22/2020 21H,4321
12/22/2020 20H,4771
12/22/2020 19H,4870
12/22/2020 18H,5013
12/22/2020 17H,5344
12/22/2020 16H,6002
12/22/2020 15H,6312
12/22/2020 14H,6347
12/22/2020 13H,5899
12/22/2020 12H,5438
12/22/2020 11H,5295
12/22/2020 10H,5385
12/22/2020 09H,5465
12/22/2020 08H,5199
12/22/2020 07H,5555
12/22/2020 06H,6131
12/22/2020 05H,6496
12/22/2020 04H,6985
12/22/2020 03H,6857
12/22/2020 02H,7334
12/22/2020 01H,6607
12/22/2020 00H,5261
12/21/2020 23H,4370
12/21/2020 22H,4287
12/21/2020 21H,4086
12/21/2020 20H,3979
12/21/2020 19H,4071
12/21/2020 18H,4306
12/21/2020 17H,4995
12/21/2020 16H,6028
12/21/2020 15H,6246
12/21/2020 14H,6085
12/21/2020 13H,5460
12/21/2020 12H,5011
12/21/2020 11H,5360
12/21/2020 10H,5385
12/21/2020 09H,5443
12/21/2020 08H,5795
12/21/2020 07H,5950
12/21/2020 06H,6179
12/21/2020 05H,6704
12/21/2020 04H,6879
12/21/2020 03H,6659
12/21/2020 02H,6658
12/21/2020 01H,6011
12/21/2020 00H,4581
12/20/2020 23H,3680
12/20/2020 22H,3227
12/20/2020 21H,3358
12/20/2020 20H,3404
12/20/2020 19H,3583
12/20/2020 18H,4016
12/20/2020 17H,4526
12/20/2020 16H,5519
12/20/2020 15H,5917
12/20/2020 14H,5945
12/20/2020 13H,5808
12/20/2020 12H,5703
12/20/2020 11H,5614
12/20/2020 10H,5849
12/20/2020 09H,5775
12/20/2020 08H,5938
12/20/2020 07H,6176
12/20/2020 06H,6218
12/20/2020 05H,6327
12/20/2020 04H,6411
12/20/2020 03H,6400
12/20/2020 02H,6382
12/20/2020 01H,6295
12/20/2020 00H,5037
12/19/2020 23H,4140
12/19/2020 22H,3689
12/19/2020 21H,3621
12/19/2020 20H,3768
12/19/2020 19H,3897
12/19/2020 18H,4145
12/19/2020 17H,4674
12/19/2020 16H,5661
12/19/2020 15H,6391
12/19/2020 14H,6239
12/19/2020 13H,5837
12/19/2020 12H,5390
12/19/2020 11H,5279
12/19/2020 10H,5050
12/19/2020 09H,5038
12/19/2020 08H,5084
12/19/2020 07H,5346
12/19/2020 06H,5392
12/19/2020 05H,5743
12/19/2020 04H,5982
12/19/2020 03H,5863
12/19/2020 02H,6590
12/19/2020 01H,6217
12/19/2020 00H,4703
12/18/2020 23H,3738
12/18/2020 22H,3842
12/18/2020 21H,3711
12/18/2020 20H,3866
12/18/2020 19H,4085
12/18/2020 18H,4768
12/18/2020 17H,5019
12/18/2020 16H,5525
12/18/2020 15H,5652
12/18/2020 14H,5492
12/18/2020 13H,5158
12/18/2020 12H,4828
12/18/2020 11H,4857
12/18/2020 10H,4724
12/18/2020 09H,4834
12/18/2020 08H,5083
12/18/2020 07H,5317
12/18/2020 06H,5792
12/18/2020 05H,6029
12/18/2020 04H,6201
12/18/2020 03H,6259
12/18/2020 02H,6386
12/18/2020 01H,6182
12/18/2020 00H,5282
12/17/2020 23H,4859
12/17/2020 22H,4359
12/17/2020 21H,4327
12/17/2020 20H,4531
12/17/2020 19H,4842
12/17/2020 18H,5413
12/17/2020 17H,6225
12/17/2020 16H,6582
12/17/2020 15H,6919
12/17/2020 14H,6666
12/17/2020 13H,6088
12/17/2020 12H,5493
12/17/2020 11H,5465
12/17/2020 10H,5404
12/17/2020 09H,5281
12/17/2020 08H,5680
12/17/2020 07H,5970
12/17/2020 06H,6373
12/17/2020 05H,6749
12/17/2020 04H,7009
12/17/2020 03H,7189
12/17/2020 02H,7163
12/17/2020 01H,6484
12/17/2020 00H,5183
12/16/2020 23H,3929
12/16/2020 22H,3645
12/16/2020 21H,3602
12/16/2020 20H,3558
12/16/2020 19H,3616
12/16/2020 18H,4009
12/16/2020 17H,4524
12/16/2020 16H,5756
12/16/2020 15H,6316
12/16/2020 14H,6103
12/16/2020 13H,5862
12/16/2020 12H,5090
12/16/2020 11H,4848
12/16/2020 10H,4845
12/16/2020 09H,4897
12/16/2020 08H,5291
12/16/2020 07H,5565
12/16/2020 06H,6090
12/16/2020 05H,6690
12/16/2020 04H,6862
12/16/2020 03H,6897
12/16/2020 02H,6804
12/16/2020 01H,6484
12/16/2020 00H,5156
12/15/2020 23H,4555
12/15/2020 22H,4382
12/15/2020 21H,4201
12/15/2020 20H,4458
12/15/2020 19H,4759
12/15/2020 18H,5252
12/15/2020 17H,5736
12/15/2020 16H,6331
12/15/2020 15H,6908
12/15/2020 14H,6940
12/15/2020 13H,6516
12/15/2020 12H,6213
12/15/2020 11H,6307
12/15/2020 10H,6161
12/15/2020 09H,6241
12/15/2020 08H,6591
12/15/2020 07H,7036
12/15/2020 06H,7170
12/15/2020 05H,7688
12/15/2020 04H,7798
12/15/2020 03H,7851
12/15/2020 02H,7922
12/15/2020 01H,7135
12/15/2020 00H,5818
12/14/2020 23H,4541
12/14/2020 22H,4238
12/14/2020 21H,4298
12/14/2020 20H,4538
12/14/2020 19H,4778
12/14/2020 18H,5431
12/14/2020 17H,6148
12/14/2020 16H,6869
12/14/2020 15H,6997
12/14/2020 14H,6827
12/14/2020 13H,6304
12/14/2020 12H,5983
12/14/2020 11H,5926
12/14/2020 10H,5929
12/14/2020 09H,6006
12/14/2020 08H,6119
12/14/2020 07H,6810
12/14/2020 06H,7065
12/14/2020 05H,7613
12/14/2020 04H,8082
12/14/2020 03H,8114
12/14/2020 02H,8042
12/14/2020 01H,7457
12/14/2020 00H,6570
12/13/2020 23H,5201
12/13/2020 22H,4729
12/13/2020 21H,4569
12/13/2020 20H,4335
12/13/2020 19H,4375
12/13/2020 18H,4558
12/13/2020 17H,4870
12/13/2020 16H,5537
12/13/2020 15H,5907
12/13/2020 14H,5695
12/13/2020 13H,5674
12/13/2020 12H,5838
12/13/2020 11H,5655
12/13/2020 10H,5829
12/13/2020 09H,5756
12/13/2020 08H,5587
12/13/2020 07H,5668
12/13/2020 06H,5839
12/13/2020 05H,6371
12/13/2020 04H,6873
12/13/2020 03H,6768
12/13/2020 02H,6438
12/13/2020 01H,6212
12/13/2020 00H,4969
12/12/2020 23H,3963
12/12/2020 22H,3953
12/12/2020 21H,4136
12/12/2020 20H,4458
12/12/2020 19H,4424
12/12/2020 18H,4824
12/12/2020 17H,5358
12/12/2020 16H,5777
12/12/2020 15H,6526
12/12/2020 14H,6682
12/12/2020 13H,6487
12/12/2020 12H,6340
12/12/2020 11H,6191
12/12/2020 10H,6135
12/12/2020 09H,6137
12/12/2020 08H,6163
12/12/2020 07H,6386
12/12/2020 06H,6531
12/12/2020 05H,6877
12/12/2020 04H,7236
12/12/2020 03H,7189
12/12/2020 02H,7243
12/12/2020 01H,6620
12/12/2020 00H,5542
12/11/2020 23H,4541
12/11/2020 22H,4190
12/11/2020 21H,3854
12/11/2020 20H,3807
12/11/2020 19H,3785
12/11/2020 18H,4181
12/11/2020 17H,4620
12/11/2020 16H,6047
12/11/2020 15H,6550
12/11/2020 14H,6346
12/11/2020 13H,5700
12/11/2020 12H,5543
12/11/2020 11H,5438
12/11/2020 10H,5295
12/11/2020 09H,5339
12/11/2020 08H,5186
12/11/2020 07H,5343
12/11/2020 06H,5735
12/11/2020 05H,6350
12/11/2020 04H,6998
12/11/2020 03H,7177
12/11/2020 02H,7331
12/11/2020 01H,7354
12/11/2020 00H,6252
12/10/2020 23H,5320
12/10/2020 22H,5532
12/10/2020 21H,5441
12/10/2020 20H,5486
12/10/2020 19H,5479
12/10/2020 18H,5701
12/10/2020 17H,6413
12/10/2020 16H,7092
12/10/2020 15H,6600
12/10/2020 14H,6047
12/10/2020 13H,5747
12/10/2020 12H,5216
12/10/2020 11H,5263
12/10/2020 10H,5455
12/10/2020 09H,5466
12/10/2020 08H,5496
12/10/2020 07H,5691
12/10/2020 06H,6254
12/10/2020 05H,6816
12/10/2020 04H,7579
12/10/2020 03H,7984
12/10/2020 02H,7882
12/10/2020 01H,7628
12/10/2020 00H,6699
12/9/2020 23H,5180
12/9/2020 22H,4808
12/9/2020 21H,4646
12/9/2020 20H,4544
12/9/2020 19H,4842
12/9/2020 18H,5014
12/9/2020 17H,5634
12/9/2020 16H,6921
12/9/2020 15H,7431
12/9/2020 14H,7053
12/9/2020 13H,6523
12/9/2020 12H,6079
12/9/2020 11H,5796
12/9/2020 10H,5548
12/9/2020 09H,5661
12/9/2020 08H,5936
12/9/2020 07H,6087
12/9/2020 06H,6529
12/9/2020 05H,7015
12/9/2020 04H,7580
12/9/2020 03H,7921
12/9/2020 02H,7972
12/9/2020 01H,7758
12/9/2020 00H,7068
12/8/2020 23H,6089
12/8/2020 22H,5614
12/8/2020 21H,5301
12/8/2020 20H,5241
12/8/2020 19H,5280
12/8/2020 18H,5388
12/8/2020 17H,6244
12/8/2020 16H,6987
12/8/2020 15H,7352
12/8/2020 14H,7269
12/8/2020 13H,6937
12/8/2020 12H,6415
12/8/2020 11H,6206
12/8/2020 10H,6220
12/8/2020 09H,6088
12/8/2020 08H,6051
12/8/2020 07H,6269
12/8/2020 06H,6635
12/8/2020 05H,7146
12/8/2020 04H,7387
12/8/2020 03H,7689
12/8/2020 02H,8257
12/8/2020 01H,7565
12/8/2020 00H,6316
12/7/2020 23H,5495
12/7/2020 22H,5204
12/7/2020 21H,5121
12/7/2020 20H,5349
12/7/2020 19H,5678
12/7/2020 18H,6129
12/7/2020 17H,6945
12/7/2020 16H,7833
12/7/2020 15H,8279
12/7/2020 14H,7827
12/7/2020 13H,7014
12/7/2020 12H,6542
12/7/2020 11H,6380
12/7/2020 10H,6335
12/7/2020 09H,6370
12/7/2020 08H,6697
12/7/2020 07H,7091
12/7/2020 06H,7577
12/7/2020 05H,7758
12/7/2020 04H,8162
12/7/2020 03H,8515
12/7/2020 02H,8669
12/7/2020 01H,8265
12/7/2020 00H,6889
12/6/2020 23H,5411
12/6/2020 22H,5135
12/6/2020 21H,4953
12/6/2020 20H,4892
12/6/2020 19H,5152
12/6/2020 18H,5871
12/6/2020 17H,6229
12/6/2020 16H,7050
12/6/2020 15H,7396
12/6/2020 14H,7617
12/6/2020 13H,7293
12/6/2020 12H,7068
12/6/2020 11H,6964
12/6/2020 10H,6868
12/6/2020 09H,7122
12/6/2020 08H,7333
12/6/2020 07H,7467
12/6/2020 06H,7789
12/6/2020 05H,7924
12/6/2020 04H,7953
12/6/2020 03H,8017
12/6/2020 02H,8105
12/6/2020 01H,7568
12/6/2020 00H,5978
12/5/2020 23H,4673
12/5/2020 22H,4450
12/5/2020 21H,4419
12/5/2020 20H,4632
12/5/2020 19H,4983
12/5/2020 18H,5365
12/5/2020 17H,5826
12/5/2020 16H,6688
12/5/2020 15H,7253
12/5/2020 14H,7080
12/5/2020 13H,6949
12/5/2020 12H,7094
12/5/2020 11H,7155
12/5/2020 10H,7141
12/5/2020 09H,7167
12/5/2020 08H,7269
12/5/2020 07H,7438
12/5/2020 06H,7650
12/5/2020 05H,7966
12/5/2020 04H,8148
12/5/2020 03H,8349
12/5/2020 02H,8418
12/5/2020 01H,8099
12/5/2020 00H,6832
12/4/2020 23H,5307
12/4/2020 22H,5038
12/4/2020 21H,5327
12/4/2020 20H,5496
12/4/2020 19H,5508
12/4/2020 18H,5746
12/4/2020 17H,6604
12/4/2020 16H,7456
12/4/2020 15H,8006
12/4/2020 14H,7757
12/4/2020 13H,7948
12/4/2020 12H,7564
12/4/2020 11H,7186
12/4/2020 10H,7622
12/4/2020 09H,7710
12/4/2020 08H,7349
12/4/2020 07H,7973
12/4/2020 06H,8312
12/4/2020 05H,8920
12/4/2020 04H,9174
12/4/2020 03H,9300
12/4/2020 02H,9147
12/4/2020 01H,8553
12/4/2020 00H,6981
12/3/2020 23H,5475
12/3/2020 22H,4912
12/3/2020 21H,5141
12/3/2020 20H,5247
12/3/2020 19H,5395
12/3/2020 18H,5559
12/3/2020 17H,6255
12/3/2020 16H,7653
12/3/2020 15H,8565
12/3/2020 14H,8535
12/3/2020 13H,7803
12/3/2020 12H,7302
12/3/2020 11H,7087
12/3/2020 10H,7046
12/3/2020 09H,7131
12/3/2020 08H,7406
12/3/2020 07H,7654
12/3/2020 06H,7751
12/3/2020 05H,8517
12/3/2020 04H,8736
12/3/2020 03H,8702
12/3/2020 02H,8720
12/3/2020 01H,8193
12/3/2020 00H,6792
12/2/2020 23H,5510
12/2/2020 22H,5185
12/2/2020 21H,5159
12/2/2020 20H,5394
12/2/2020 19H,5403
12/2/2020 18H,5616
12/2/2020 17H,6295
12/2/2020 16H,7404
12/2/2020 15H,8272
12/2/2020 14H,8069
12/2/2020 13H,7227
12/2/2020 12H,6719
12/2/2020 11H,6525
12/2/2020 10H,6629
12/2/2020 09H,6854
12/2/2020 08H,7060
12/2/2020 07H,7548
12/2/2020 06H,7960
12/2/2020 05H,8530
12/2/2020 04H,8833
12/2/2020 03H,8902
12/2/2020 02H,8884
12/2/2020 01H,8231
12/2/2020 00H,6908
12/1/2020 23H,5709
12/1/2020 22H,5346
12/1/2020 21H,5295
12/1/2020 20H,5347
12/1/2020 19H,5479
12/1/2020 18H,5848
12/1/2020 17H,6458
12/1/2020 16H,7596
12/1/2020 15H,8357
12/1/2020 14H,7917
12/1/2020 13H,7393
12/1/2020 12H,7148
12/1/2020 11H,7063
12/1/2020 10H,6865
12/1/2020 09H,7388
12/1/2020 08H,7609
12/1/2020 07H,7833
12/1/2020 06H,8059
12/1/2020 05H,8458
12/1/2020 04H,8620
12/1/2020 03H,8773
12/1/2020 02H,8787
12/1/2020 01H,8510
12/1/2020 00H,7301
11/30/2020 23H,5888
11/30/2020 22H,5585
11/30/2020 21H,5452
11/30/2020 20H,5624
11/30/2020 19H,5967
11/30/2020 18H,6239
11/30/2020 17H,6907
11/30/2020 16H,7803
11/30/2020 15H,8567
11/30/2020 14H,8425
11/30/2020 13H,7540
11/30/2020 12H,6792
11/30/2020 11H,6473
11/30/2020 10H,6512
11/30/2020 09H,6836
11/30/2020 08H,7071
11/30/2020 07H,7678
11/30/2020 06H,8352
11/30/2020 05H,8489
11/30/2020 04H,8592
11/30/2020 03H,8738
11/30/2020 02H,8964
11/30/2020 01H,8636
11/30/2020 00H,7336
11/29/2020 23H,5478
11/29/2020 22H,5022
11/29/2020 21H,4894
11/29/2020 20H,4872
11/29/2020 19H,5030
11/29/2020 18H,5477
11/29/2020 17H,6069
11/29/2020 16H,7471
11/29/2020 15H,8444
11/29/2020 14H,8430
11/29/2020 13H,7913
11/29/2020 12H,7787
11/29/2020 11H,7773
11/29/2020 10H,7831
11/29/2020 09H,7814
11/29/2020 08H,8051
11/29/2020 07H,8428
11/29/2020 06H,8578
11/29/2020 05H,8893
11/29/2020 04H,9172
11/29/2020 03H,9288
11/29/2020 02H,9205
11/29/2020 01H,8740
11/29/2020 00H,7262
11/28/2020 23H,5550
11/28/2020 22H,4903
11/28/2020 21H,4873
11/28/2020 20H,4934
11/28/2020 19H,5298
11/28/2020 18H,5694
11/28/2020 17H,6270
11/28/2020 16H,7491
11/28/2020 15H,8247
11/28/2020 14H,7891
11/28/2020 13H,7654
11/28/2020 12H,7448
11/28/2020 11H,7306
11/28/2020 10H,7216
11/28/2020 09H,7271
11/28/2020 08H,7425
11/28/2020 07H,7639
11/28/2020 06H,7850
11/28/2020 05H,8025
11/28/2020 04H,8134
11/28/2020 03H,8089
11/28/2020 02H,8079
11/28/2020 01H,7825
11/28/2020 00H,5994
11/27/2020 23H,4851
11/27/2020 22H,4658
11/27/2020 21H,4537
11/27/2020 20H,4567
11/27/2020 19H,4699
11/27/2020 18H,4913
11/27/2020 17H,5387
11/27/2020 16H,6489
11/27/2020 15H,7085
11/27/2020 14H,7167
11/27/2020 13H,7031
11/27/2020 12H,6639
11/27/2020 11H,6561
11/27/2020 10H,6570
11/27/2020 09H,6865
11/27/2020 08H,7153
11/27/2020 07H,7423
11/27/2020 06H,7556
11/27/2020 05H,7564
11/27/2020 04H,7554
11/27/2020 03H,7614
11/27/2020 02H,7556
11/27/2020 01H,7413
11/27/2020 00H,5974
11/26/2020 23H,4855
11/26/2020 22H,4684
11/26/2020 21H,4786
11/26/2020 20H,5148
11/26/2020 19H,5335
11/26/2020 18H,5476
11/26/2020 17H,5580
11/26/2020 16H,6212
11/26/2020 15H,6270
11/26/2020 14H,6272
11/26/2020 13H,5668
11/26/2020 12H,5426
11/26/2020 11H,5304
11/26/2020 10H,5486
11/26/2020 09H,5543
11/26/2020 08H,6049
11/26/2020 07H,6419
11/26/2020 06H,6811
11/26/2020 05H,6976
11/26/2020 04H,7071
11/26/2020 03H,7123
11/26/2020 02H,7410
11/26/2020 01H,7346
11/26/2020 00H,6152
11/25/2020 23H,4639
11/25/2020 22H,4300
11/25/2020 21H,4348
11/25/2020 20H,4368
11/25/2020 19H,4625
11/25/2020 18H,5009
11/25/2020 17H,5922
11/25/2020 16H,6774
11/25/2020 15H,7313
11/25/2020 14H,7306
11/25/2020 13H,6955
11/25/2020 12H,6539
11/25/2020 11H,6356
11/25/2020 10H,6432
11/25/2020 09H,6405
11/25/2020 08H,6515
11/25/2020 07H,6777
11/25/2020 06H,6889
11/25/2020 05H,7618
11/25/2020 04H,7956
11/25/2020 03H,8189
11/25/2020 02H,8144
11/25/2020 01H,7674
11/25/2020 00H,6167
11/24/2020 23H,5429
11/24/2020 22H,5108
11/24/2020 21H,4768
11/24/2020 20H,4766
11/24/2020 19H,4838
11/24/2020 18H,4917
11/24/2020 17H,5194
11/24/2020 16H,6018
11/24/2020 15H,6756
11/24/2020 14H,7030
11/24/2020 13H,6902
11/24/2020 12H,6501
11/24/2020 11H,6407
11/24/2020 10H,6240
11/24/2020 09H,6179
11/24/2020 08H,6415
11/24/2020 07H,6673
11/24/2020 06H,6970
11/24/2020 05H,7507
11/24/2020 04H,7850
11/24/2020 03H,8241
11/24/2020 02H,8261
11/24/2020 01H,8039
11/24/2020 00H,6563
11/23/2020 23H,4891
11/23/2020 22H,4689
11/23/2020 21H,4653
11/23/2020 20H,4887
11/23/2020 19H,4851
11/23/2020 18H,5392
11/23/2020 17H,6091
11/23/2020 16H,6877
11/23/2020 15H,7728
11/23/2020 14H,7528
11/23/2020 13H,6798
11/23/2020 12H,6508
11/23/2020 11H,6430
11/23/2020 10H,6448
11/23/2020 09H,6487
11/23/2020 08H,6579
11/23/2020 07H,6403
11/23/2020 06H,6741
11/23/2020 05H,7364
11/23/2020 04H,7720
11/23/2020 03H,7720
11/23/2020 02H,8058
11/23/2020 01H,7832
11/23/2020 00H,7168
11/22/2020 23H,5863
11/22/2020 22H,4705
11/22/2020 21H,4273
11/22/2020 20H,4408
11/22/2020 19H,4466
11/22/2020 18H,4696
11/22/2020 17H,5229
11/22/2020 16H,5705
11/22/2020 15H,6023
11/22/2020 14H,6148
11/22/2020 13H,6087
11/22/2020 12H,6038
11/22/2020 11H,5878
11/22/2020 10H,5807
11/22/2020 09H,5710
11/22/2020 08H,5931
11/22/2020 07H,6100
11/22/2020 06H,6234
11/22/2020 05H,6809
11/22/2020 04H,7035
11/22/2020 03H,7172
11/22/2020 02H,7310
11/22/2020 01H,7282
11/22/2020 00H,6876
11/21/2020 23H,6311
11/21/2020 22H,5762
11/21/2020 21H,5083
11/21/2020 20H,4964
11/21/2020 19H,4830
11/21/2020 18H,5022
11/21/2020 17H,5085
11/21/2020 16H,5689
11/21/2020 15H,5966
11/21/2020 14H,5911
11/21/2020 13H,5608
11/21/2020 12H,5452
11/21/2020 11H,5323
11/21/2020 10H,5222
11/21/2020 09H,5120
11/21/2020 08H,5436
11/21/2020 07H,5954
11/21/2020 06H,6231
11/21/2020 05H,6967
11/21/2020 04H,7223
11/21/2020 03H,7284
11/21/2020 02H,7701
11/21/2020 01H,7549
11/21/2020 00H,6794
11/20/2020 23H,6144
11/20/2020 22H,5412
11/20/2020 21H,5065
11/20/2020 20H,4726
11/20/2020 19H,4591
11/20/2020 18H,4840
11/20/2020 17H,5551
11/20/2020 16H,6423
11/20/2020 15H,7134
11/20/2020 14H,6794
11/20/2020 13H,6463
11/20/2020 12H,6090
11/20/2020 11H,6074
11/20/2020 10H,6145
11/20/2020 09H,6181
11/20/2020 08H,6173
11/20/2020 07H,6612
11/20/2020 06H,6900
11/20/2020 05H,7294
11/20/2020 04H,7754
11/20/2020 03H,7929
11/20/2020 02H,8165
11/20/2020 01H,7844
11/20/2020 00H,6932
11/19/2020 23H,5483
11/19/2020 22H,4897
11/19/2020 21H,4840
11/19/2020 20H,4507
11/19/2020 19H,4162
11/19/2020 18H,4296
11/19/2020 17H,4738
11/19/2020 16H,5625
11/19/2020 15H,6233
11/19/2020 14H,5989
11/19/2020 13H,5647
11/19/2020 12H,5384
11/19/2020 11H,5332
11/19/2020 10H,5369
11/19/2020 09H,5484
11/19/2020 08H,5717
11/19/2020 07H,5889
11/19/2020 06H,6230
11/19/2020 05H,6683
11/19/2020 04H,7174
11/19/2020 03H,7432
11/19/2020 02H,7424
11/19/2020 01H,7329
11/19/2020 00H,6126
11/18/2020 23H,5127
11/18/2020 22H,5004
11/18/2020 21H,4832
11/18/2020 20H,4578
11/18/2020 19H,4573
11/18/2020 18H,4599
11/18/2020 17H,4976
11/18/2020 16H,5807
11/18/2020 15H,6423
11/18/2020 14H,6092
11/18/2020 13H,5782
11/18/2020 12H,5620
11/18/2020 11H,5527
11/18/2020 10H,5432
11/18/2020 09H,5471
11/18/2020 08H,5473
11/18/2020 07H,6068
11/18/2020 06H,6318
11/18/2020 05H,6959
11/18/2020 04H,7526
11/18/2020 03H,7868
11/18/2020 02H,8209
11/18/2020 01H,7893
11/18/2020 00H,7244
11/17/2020 23H,6103
11/17/2020 22H,5390
11/17/2020 21H,5225
11/17/2020 20H,5093
11/17/2020 19H,5164
11/17/2020 18H,5051
11/17/2020 17H,5527
11/17/2020 16H,6218
11/17/2020 15H,6721
11/17/2020 14H,6669
11/17/2020 13H,6055
11/17/2020 12H,5704
11/17/2020 11H,5737
11/17/2020 10H,5637
11/17/2020 09H,5958
11/17/2020 08H,5622
11/17/2020 07H,5905
11/17/2020 06H,6391
11/17/2020 05H,7182
11/17/2020 04H,7754
11/17/2020 03H,8135
11/17/2020 02H,8444
11/17/2020 01H,7677
11/17/2020 00H,6695
11/16/2020 23H,5375
11/16/2020 22H,4752
11/16/2020 21H,4390
11/16/2020 20H,4236
11/16/2020 19H,4214
11/16/2020 18H,4223
11/16/2020 17H,4500
11/16/2020 16H,5105
11/16/2020 15H,5741
11/16/2020 14H,5823
11/16/2020 13H,5242
11/16/2020 12H,4989
11/16/2020 11H,5002
11/16/2020 10H,5028
