Net generation from nuclear for Southeast (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390115&sdid=EBA.SE-ALL.NG.NUC.H
19:20:26 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SE-ALL.NG.NUC.H megawatthours
06/29/2020 19H,5804
06/29/2020 18H,5804
06/29/2020 17H,5808
06/29/2020 16H,5807
06/29/2020 15H,5805
06/29/2020 14H,5802
06/29/2020 13H,5794
06/29/2020 12H,5777
06/29/2020 11H,5753
06/29/2020 10H,5737
06/29/2020 09H,5712
06/29/2020 08H,5726
06/29/2020 07H,5783
06/29/2020 06H,5789
06/29/2020 05H,5791
06/29/2020 04H,5787
06/29/2020 03H,5795
06/29/2020 02H,5783
06/29/2020 01H,5799
06/29/2020 00H,5800
06/28/2020 23H,5801
06/28/2020 22H,5806
06/28/2020 21H,5803
06/28/2020 20H,5811
06/28/2020 19H,5801
06/28/2020 18H,5793
06/28/2020 17H,5785
06/28/2020 16H,5763
06/28/2020 15H,5741
06/28/2020 14H,5724
06/28/2020 13H,5712
06/28/2020 12H,5690
06/28/2020 11H,5653
06/28/2020 10H,5641
06/28/2020 09H,5624
06/28/2020 08H,5609
06/28/2020 07H,5565
06/28/2020 06H,5558
06/28/2020 05H,5540
06/28/2020 04H,5534
06/28/2020 03H,5483
06/28/2020 02H,5368
06/28/2020 01H,5334
06/28/2020 00H,5304
06/27/2020 23H,5285
06/27/2020 22H,5288
06/27/2020 21H,5269
06/27/2020 20H,5207
06/27/2020 19H,5193
06/27/2020 18H,5126
06/27/2020 17H,5157
06/27/2020 16H,5264
06/27/2020 15H,5304
06/27/2020 14H,5299
06/27/2020 13H,5305
06/27/2020 12H,5287
06/27/2020 11H,5264
06/27/2020 10H,5265
06/27/2020 09H,5249
06/27/2020 08H,5223
06/27/2020 07H,5217
06/27/2020 06H,5166
06/27/2020 05H,5115
06/27/2020 04H,5106
06/27/2020 03H,5066
06/27/2020 02H,5070
06/27/2020 01H,5063
06/27/2020 00H,5048
06/26/2020 23H,5017
06/26/2020 22H,4951
06/26/2020 21H,4929
06/26/2020 20H,4943
06/26/2020 19H,4939
06/26/2020 18H,4937
06/26/2020 17H,4943
06/26/2020 16H,4954
06/26/2020 15H,4971
06/26/2020 14H,4976
06/26/2020 13H,4982
06/26/2020 12H,4981
06/26/2020 11H,4976
06/26/2020 10H,4973
06/26/2020 09H,4969
06/26/2020 08H,4971
06/26/2020 07H,4975
06/26/2020 06H,4969
06/26/2020 05H,4968
06/26/2020 04H,4972
06/26/2020 03H,4960
06/26/2020 02H,4957
06/26/2020 01H,4941
06/26/2020 00H,4933
06/25/2020 23H,4944
06/25/2020 22H,4904
06/25/2020 21H,4905
06/25/2020 20H,4883
06/25/2020 19H,4826
06/25/2020 18H,4769
06/25/2020 17H,4709
06/25/2020 16H,4671
06/25/2020 15H,4653
06/25/2020 14H,4604
06/25/2020 13H,4546
06/25/2020 12H,4486
06/25/2020 11H,4440
06/25/2020 10H,4381
06/25/2020 09H,4274
06/25/2020 08H,4266
06/25/2020 07H,4183
06/25/2020 06H,4105
06/25/2020 05H,4014
06/25/2020 04H,3979
06/25/2020 03H,3763
06/25/2020 02H,3775
06/25/2020 01H,3767
06/25/2020 00H,3773
06/24/2020 23H,3767
06/24/2020 22H,3771
06/24/2020 21H,3751
06/24/2020 20H,3750
06/24/2020 19H,3754
06/24/2020 18H,3762
06/24/2020 17H,3756
06/24/2020 16H,3769
06/24/2020 15H,3773
06/24/2020 14H,3773
06/24/2020 13H,3778
06/24/2020 12H,3781
06/24/2020 11H,3778
06/24/2020 10H,3776
06/24/2020 09H,3780
06/24/2020 08H,3778
06/24/2020 07H,3774
06/24/2020 06H,3765
06/24/2020 05H,3774
06/24/2020 04H,3773
06/24/2020 03H,3770
06/24/2020 02H,3776
06/24/2020 01H,3771
06/24/2020 00H,3762
06/23/2020 23H,3769
06/23/2020 22H,3757
06/23/2020 21H,3758
06/23/2020 20H,3759
06/23/2020 19H,3759
06/23/2020 18H,3751
06/23/2020 17H,3739
06/23/2020 16H,3744
06/23/2020 15H,3755
06/23/2020 14H,3766
06/23/2020 13H,3786
06/23/2020 12H,3779
06/23/2020 11H,3788
06/23/2020 10H,3783
06/23/2020 09H,3796
06/23/2020 08H,3790
06/23/2020 07H,3795
06/23/2020 06H,3795
06/23/2020 05H,3791
06/23/2020 04H,3780
06/23/2020 03H,3776
06/23/2020 02H,3778
06/23/2020 01H,3780
06/23/2020 00H,3771
06/22/2020 23H,3764
06/22/2020 22H,3761
06/22/2020 21H,3757
06/22/2020 20H,3760
06/22/2020 19H,3766
06/22/2020 18H,3760
06/22/2020 17H,3767
06/22/2020 16H,3758
06/22/2020 15H,3764
06/22/2020 14H,3772
06/22/2020 13H,3780
06/22/2020 12H,3792
06/22/2020 11H,3786
06/22/2020 10H,3787
06/22/2020 09H,3782
06/22/2020 08H,3988
06/22/2020 07H,4118
06/22/2020 06H,4252
06/22/2020 05H,4411
06/22/2020 04H,4577
06/22/2020 03H,4697
06/22/2020 02H,4749
06/22/2020 01H,4760
06/22/2020 00H,4768
06/21/2020 23H,4825
06/21/2020 22H,4923
06/21/2020 21H,4946
06/21/2020 20H,4951
06/21/2020 19H,4952
06/21/2020 18H,4957
06/21/2020 17H,4953
06/21/2020 16H,4956
06/21/2020 15H,4961
06/21/2020 14H,4963
06/21/2020 13H,4977
06/21/2020 12H,4986
06/21/2020 11H,4991
06/21/2020 10H,4982
06/21/2020 09H,4983
06/21/2020 08H,4978
06/21/2020 07H,4977
06/21/2020 06H,4974
06/21/2020 05H,4969
06/21/2020 04H,4956
06/21/2020 03H,4956
06/21/2020 02H,4956
06/21/2020 01H,4954
06/21/2020 00H,4962
06/20/2020 23H,4964
06/20/2020 22H,4963
06/20/2020 21H,4964
06/20/2020 20H,4963
06/20/2020 19H,4964
06/20/2020 18H,4967
06/20/2020 17H,4972
06/20/2020 16H,4978
06/20/2020 15H,4989
06/20/2020 14H,4992
06/20/2020 13H,5006
06/20/2020 12H,5015
06/20/2020 11H,5018
06/20/2020 10H,5014
06/20/2020 09H,5011
06/20/2020 08H,5005
06/20/2020 07H,5025
06/20/2020 06H,5117
06/20/2020 05H,5177
06/20/2020 04H,5167
06/20/2020 03H,5216
06/20/2020 02H,5307
06/20/2020 01H,5360
06/20/2020 00H,5367
06/19/2020 23H,5363
06/19/2020 22H,5367
06/19/2020 21H,5453
06/19/2020 20H,5631
06/19/2020 19H,5746
06/19/2020 18H,5755
06/19/2020 17H,5808
06/19/2020 16H,5874
06/19/2020 15H,5885
06/19/2020 14H,5882
06/19/2020 13H,5903
06/19/2020 12H,5907
06/19/2020 11H,5906
06/19/2020 10H,5912
06/19/2020 09H,5906
06/19/2020 08H,5907
06/19/2020 07H,5902
06/19/2020 06H,5891
06/19/2020 05H,5882
06/19/2020 04H,5882
06/19/2020 03H,5874
06/19/2020 02H,5873
06/19/2020 01H,5871
06/19/2020 00H,5872
06/18/2020 23H,5881
06/18/2020 22H,5883
06/18/2020 21H,5883
06/18/2020 20H,5888
06/18/2020 19H,5894
06/18/2020 18H,5890
06/18/2020 17H,5891
06/18/2020 16H,5890
06/18/2020 15H,5899
06/18/2020 14H,5911
06/18/2020 13H,5919
06/18/2020 12H,5934
06/18/2020 11H,5928
06/18/2020 10H,5933
06/18/2020 09H,5934
06/18/2020 08H,5925
06/18/2020 07H,5932
06/18/2020 06H,5923
06/18/2020 05H,5931
06/18/2020 04H,5918
06/18/2020 03H,5920
06/18/2020 02H,5913
06/18/2020 01H,5925
06/18/2020 00H,5917
06/17/2020 23H,5919
06/17/2020 22H,5922
06/17/2020 21H,5915
06/17/2020 20H,5914
06/17/2020 19H,5912
06/17/2020 18H,5918
06/17/2020 17H,5922
06/17/2020 16H,5926
06/17/2020 15H,5915
06/17/2020 14H,5939
06/17/2020 13H,5936
06/17/2020 12H,5950
06/17/2020 11H,5949
06/17/2020 10H,5944
06/17/2020 09H,5948
06/17/2020 08H,5945
06/17/2020 07H,5948
06/17/2020 06H,5946
06/17/2020 05H,5951
06/17/2020 04H,5939
06/17/2020 03H,5936
06/17/2020 02H,5932
06/17/2020 01H,5925
06/17/2020 00H,5925
06/16/2020 23H,5918
06/16/2020 22H,5923
06/16/2020 21H,5917
06/16/2020 20H,5916
06/16/2020 19H,5920
06/16/2020 18H,5921
06/16/2020 17H,5928
06/16/2020 16H,5933
06/16/2020 15H,5928
06/16/2020 14H,5932
06/16/2020 13H,5937
06/16/2020 12H,5937
06/16/2020 11H,5935
06/16/2020 10H,5936
06/16/2020 09H,5941
06/16/2020 08H,5929
06/16/2020 07H,5943
06/16/2020 06H,5934
06/16/2020 05H,5928
06/16/2020 04H,5928
06/16/2020 03H,5923
06/16/2020 02H,5910
06/16/2020 01H,5905
06/16/2020 00H,5900
06/15/2020 23H,5900
06/15/2020 22H,5897
06/15/2020 21H,5899
06/15/2020 20H,5897
06/15/2020 19H,5895
06/15/2020 18H,5897
06/15/2020 17H,5901
06/15/2020 16H,5905
06/15/2020 15H,5903
06/15/2020 14H,5917
06/15/2020 13H,5916
06/15/2020 12H,5916
06/15/2020 11H,5918
06/15/2020 10H,5916
06/15/2020 09H,5912
06/15/2020 08H,5910
06/15/2020 07H,5914
06/15/2020 06H,5908
06/15/2020 05H,5904
06/15/2020 04H,5901
06/15/2020 03H,5897
06/15/2020 02H,5895
06/15/2020 01H,5894
06/15/2020 00H,5882
06/14/2020 23H,5883
06/14/2020 22H,5888
06/14/2020 21H,5885
06/14/2020 20H,5879
06/14/2020 19H,5883
06/14/2020 18H,5884
06/14/2020 17H,5884
06/14/2020 16H,5893
06/14/2020 15H,5890
06/14/2020 14H,5903
06/14/2020 13H,5913
06/14/2020 12H,5916
06/14/2020 11H,5916
06/14/2020 10H,5914
06/14/2020 09H,5909
06/14/2020 08H,5914
06/14/2020 07H,5906
06/14/2020 06H,5899
06/14/2020 05H,5894
06/14/2020 04H,5864
06/14/2020 03H,5877
06/14/2020 02H,5880
06/14/2020 01H,5880
06/14/2020 00H,5874
06/13/2020 23H,5876
06/13/2020 22H,5875
06/13/2020 21H,5861
06/13/2020 20H,5870
06/13/2020 19H,5861
06/13/2020 18H,5871
06/13/2020 17H,5859
06/13/2020 16H,5878
06/13/2020 15H,5880
06/13/2020 14H,5882
06/13/2020 13H,5881
06/13/2020 12H,5892
06/13/2020 11H,5890
06/13/2020 10H,5887
06/13/2020 09H,5891
06/13/2020 08H,5889
06/13/2020 07H,5889
06/13/2020 06H,5878
06/13/2020 05H,5882
06/13/2020 04H,5868
06/13/2020 03H,5868
06/13/2020 02H,5871
06/13/2020 01H,5855
06/13/2020 00H,5855
06/12/2020 23H,5852
06/12/2020 22H,5847
06/12/2020 21H,5843
06/12/2020 20H,5853
06/12/2020 19H,5853
06/12/2020 18H,5867
06/12/2020 17H,5870
06/12/2020 16H,5865
06/12/2020 15H,5863
06/12/2020 14H,5868
06/12/2020 13H,5878
06/12/2020 12H,5879
06/12/2020 11H,5873
06/12/2020 10H,5873
06/12/2020 09H,5870
06/12/2020 08H,5873
06/12/2020 07H,5871
06/12/2020 06H,5871
06/12/2020 05H,5848
06/12/2020 04H,5844
06/12/2020 03H,5830
06/12/2020 02H,5828
06/12/2020 01H,5832
06/12/2020 00H,5833
06/11/2020 23H,5837
06/11/2020 22H,5825
06/11/2020 21H,5835
06/11/2020 20H,5828
06/11/2020 19H,5839
06/11/2020 18H,5839
06/11/2020 17H,5840
06/11/2020 16H,5855
06/11/2020 15H,5852
06/11/2020 14H,5856
06/11/2020 13H,5856
06/11/2020 12H,5852
06/11/2020 11H,5836
06/11/2020 10H,5852
06/11/2020 09H,5850
06/11/2020 08H,5849
06/11/2020 07H,5848
06/11/2020 06H,5842
06/11/2020 05H,5844
06/11/2020 04H,5834
06/11/2020 03H,5824
06/11/2020 02H,5826
06/11/2020 01H,5826
06/11/2020 00H,5826
06/10/2020 23H,5813
06/10/2020 22H,5812
06/10/2020 21H,5816
06/10/2020 20H,5816
06/10/2020 19H,5819
06/10/2020 18H,5822
06/10/2020 17H,5814
06/10/2020 16H,5831
06/10/2020 15H,5840
06/10/2020 14H,5847
06/10/2020 13H,5858
06/10/2020 12H,5869
06/10/2020 11H,5869
06/10/2020 10H,5866
06/10/2020 09H,5876
06/10/2020 08H,5872
06/10/2020 07H,5871
06/10/2020 06H,5864
06/10/2020 05H,5862
06/10/2020 04H,5848
06/10/2020 03H,5856
06/10/2020 02H,5846
06/10/2020 01H,5851
06/10/2020 00H,5843
06/9/2020 23H,5833
06/9/2020 22H,5838
06/9/2020 21H,5840
06/9/2020 20H,5820
06/9/2020 19H,5821
06/9/2020 18H,5825
06/9/2020 17H,5833
06/9/2020 16H,5825
06/9/2020 15H,5826
06/9/2020 14H,5838
06/9/2020 13H,5848
06/9/2020 12H,5851
06/9/2020 11H,5855
06/9/2020 10H,5861
06/9/2020 09H,5853
06/9/2020 08H,5856
06/9/2020 07H,5843
06/9/2020 06H,5856
06/9/2020 05H,5845
06/9/2020 04H,5847
06/9/2020 03H,5833
06/9/2020 02H,5828
06/9/2020 01H,5827
06/9/2020 00H,5811
06/8/2020 23H,5813
06/8/2020 22H,5814
06/8/2020 21H,5807
06/8/2020 20H,5823
06/8/2020 19H,5811
06/8/2020 18H,5812
06/8/2020 17H,5817
06/8/2020 16H,5817
06/8/2020 15H,5838
06/8/2020 14H,5848
06/8/2020 13H,5847
06/8/2020 12H,5851
06/8/2020 11H,5845
06/8/2020 10H,5848
06/8/2020 09H,5851
06/8/2020 08H,5848
06/8/2020 07H,5843
06/8/2020 06H,5846
06/8/2020 05H,5841
06/8/2020 04H,5844
06/8/2020 03H,5838
06/8/2020 02H,5832
06/8/2020 01H,5833
06/8/2020 00H,5825
06/7/2020 23H,5820
06/7/2020 22H,5822
06/7/2020 21H,5826
06/7/2020 20H,5824
06/7/2020 19H,5835
06/7/2020 18H,5840
06/7/2020 17H,5854
06/7/2020 16H,5852
06/7/2020 15H,5862
06/7/2020 14H,5865
06/7/2020 13H,5873
06/7/2020 12H,5874
06/7/2020 11H,5878
06/7/2020 10H,5866
06/7/2020 09H,5865
06/7/2020 08H,5862
06/7/2020 07H,5865
06/7/2020 06H,5867
06/7/2020 05H,5863
06/7/2020 04H,5854
06/7/2020 03H,5855
06/7/2020 02H,5851
06/7/2020 01H,5848
06/7/2020 00H,5857
06/6/2020 23H,5845
06/6/2020 22H,5831
06/6/2020 21H,5833
06/6/2020 20H,5835
06/6/2020 19H,5833
06/6/2020 18H,5830
06/6/2020 17H,5838
06/6/2020 16H,5843
06/6/2020 15H,5849
06/6/2020 14H,5857
06/6/2020 13H,5868
06/6/2020 12H,5876
06/6/2020 11H,5869
06/6/2020 10H,5869
06/6/2020 09H,5859
06/6/2020 08H,5860
06/6/2020 07H,5864
06/6/2020 06H,5862
06/6/2020 05H,5855
06/6/2020 04H,5847
06/6/2020 03H,5854
06/6/2020 02H,5839
06/6/2020 01H,5844
06/6/2020 00H,5844
06/5/2020 23H,5848
06/5/2020 22H,5855
06/5/2020 21H,5863
06/5/2020 20H,5851
06/5/2020 19H,5840
06/5/2020 18H,5850
06/5/2020 17H,5848
06/5/2020 16H,5859
06/5/2020 15H,5866
06/5/2020 14H,5870
06/5/2020 13H,5883
06/5/2020 12H,5883
06/5/2020 11H,5883
06/5/2020 10H,5884
06/5/2020 09H,5881
06/5/2020 08H,5872
06/5/2020 07H,5873
06/5/2020 06H,5884
06/5/2020 05H,5883
06/5/2020 04H,5878
06/5/2020 03H,5881
06/5/2020 02H,5869
06/5/2020 01H,5876
06/5/2020 00H,5877
06/4/2020 23H,5874
06/4/2020 22H,5872
06/4/2020 21H,5858
06/4/2020 20H,5846
06/4/2020 19H,5864
06/4/2020 18H,5859
06/4/2020 17H,5865
06/4/2020 16H,5868
06/4/2020 15H,5872
06/4/2020 14H,5879
06/4/2020 13H,5893
06/4/2020 12H,5903
06/4/2020 11H,5896
06/4/2020 10H,5895
06/4/2020 09H,5894
06/4/2020 08H,5893
06/4/2020 07H,5889
06/4/2020 06H,5878
06/4/2020 05H,5879
06/4/2020 04H,5880
06/4/2020 03H,5873
06/4/2020 02H,5860
06/4/2020 01H,5867
06/4/2020 00H,5856
06/3/2020 23H,5861
06/3/2020 22H,5857
06/3/2020 21H,5868
06/3/2020 20H,5853
06/3/2020 19H,5862
06/3/2020 18H,5869
06/3/2020 17H,5875
06/3/2020 16H,5884
06/3/2020 15H,5888
06/3/2020 14H,5902
06/3/2020 13H,5908
06/3/2020 12H,5915
06/3/2020 11H,5910
06/3/2020 10H,5919
06/3/2020 09H,5907
06/3/2020 08H,5900
06/3/2020 07H,5899
06/3/2020 06H,5897
06/3/2020 05H,5896
06/3/2020 04H,5890
06/3/2020 03H,5886
06/3/2020 02H,5887
06/3/2020 01H,5886
06/3/2020 00H,5877
06/2/2020 23H,5888
06/2/2020 22H,5890
06/2/2020 21H,5889
06/2/2020 20H,5883
06/2/2020 19H,5892
06/2/2020 18H,5891
06/2/2020 17H,5887
06/2/2020 16H,5900
06/2/2020 15H,5897
06/2/2020 14H,5908
06/2/2020 13H,5905
06/2/2020 12H,5924
06/2/2020 11H,5923
06/2/2020 10H,5918
06/2/2020 09H,5920
06/2/2020 08H,5916
06/2/2020 07H,5911
06/2/2020 06H,5886
06/2/2020 05H,5897
06/2/2020 04H,5892
06/2/2020 03H,5894
06/2/2020 02H,5882
06/2/2020 01H,5877
06/2/2020 00H,5868
06/1/2020 23H,5871
06/1/2020 22H,5871
06/1/2020 21H,5863
06/1/2020 20H,5861
06/1/2020 19H,5864
06/1/2020 18H,5863
06/1/2020 17H,5871
06/1/2020 16H,5879
06/1/2020 15H,5888
06/1/2020 14H,5882
06/1/2020 13H,5899
06/1/2020 12H,5909
06/1/2020 11H,5902
06/1/2020 10H,5878
06/1/2020 09H,5861
06/1/2020 08H,5832
06/1/2020 07H,5793
06/1/2020 06H,5753
06/1/2020 05H,5665
06/1/2020 04H,5622
06/1/2020 03H,5616
06/1/2020 02H,5619
06/1/2020 01H,5624
06/1/2020 00H,5626
05/31/2020 23H,5622
05/31/2020 22H,5766
05/31/2020 21H,5877
05/31/2020 20H,5878
05/31/2020 19H,5876
05/31/2020 18H,5863
05/31/2020 17H,5842
05/31/2020 16H,5808
05/31/2020 15H,5747
05/31/2020 14H,5698
05/31/2020 13H,5610
05/31/2020 12H,5596
05/31/2020 11H,5600
05/31/2020 10H,5606
05/31/2020 09H,5744
05/31/2020 08H,5797
05/31/2020 07H,5821
05/31/2020 06H,5834
05/31/2020 05H,5861
05/31/2020 04H,5875
05/31/2020 03H,5861
05/31/2020 02H,5858
05/31/2020 01H,5851
05/31/2020 00H,5849
05/30/2020 23H,5851
05/30/2020 22H,5862
05/30/2020 21H,5854
05/30/2020 20H,5855
05/30/2020 19H,5854
05/30/2020 18H,5863
05/30/2020 17H,5865
05/30/2020 16H,5863
05/30/2020 15H,5879
05/30/2020 14H,5878
05/30/2020 13H,5881
05/30/2020 12H,5882
05/30/2020 11H,5868
05/30/2020 10H,5830
05/30/2020 09H,5820
05/30/2020 08H,5813
05/30/2020 07H,5813
05/30/2020 06H,5817
05/30/2020 05H,5810
05/30/2020 04H,5857
05/30/2020 03H,5867
05/30/2020 02H,5864
05/30/2020 01H,5858
05/30/2020 00H,5857
05/29/2020 23H,5849
05/29/2020 22H,5837
05/29/2020 21H,5835
05/29/2020 20H,5845
05/29/2020 19H,5846
05/29/2020 18H,5854
05/29/2020 17H,5863
05/29/2020 16H,5874
05/29/2020 15H,5879
05/29/2020 14H,5882
05/29/2020 13H,5877
05/29/2020 12H,5878
05/29/2020 11H,5878
05/29/2020 10H,5873
05/29/2020 09H,5866
05/29/2020 08H,5865
05/29/2020 07H,5828
05/29/2020 06H,5782
05/29/2020 05H,5815
05/29/2020 04H,5862
05/29/2020 03H,5860
05/29/2020 02H,5851
05/29/2020 01H,5861
05/29/2020 00H,5853
05/28/2020 23H,5844
05/28/2020 22H,5857
05/28/2020 21H,5852
05/28/2020 20H,5851
05/28/2020 19H,5846
05/28/2020 18H,5849
05/28/2020 17H,5849
05/28/2020 16H,5856
05/28/2020 15H,5866
05/28/2020 14H,5873
05/28/2020 13H,5869
05/28/2020 12H,5865
05/28/2020 11H,5878
05/28/2020 10H,5875
05/28/2020 09H,5879
05/28/2020 08H,5880
05/28/2020 07H,5880
05/28/2020 06H,5879
05/28/2020 05H,5875
05/28/2020 04H,5868
05/28/2020 03H,5869
05/28/2020 02H,5865
05/28/2020 01H,5861
05/28/2020 00H,5860
05/27/2020 23H,5863
05/27/2020 22H,5868
05/27/2020 21H,5870
05/27/2020 20H,5878
05/27/2020 19H,5874
05/27/2020 18H,5880
05/27/2020 17H,5875
05/27/2020 16H,5871
05/27/2020 15H,5873
05/27/2020 14H,5886
05/27/2020 13H,5884
05/27/2020 12H,5882
05/27/2020 11H,5894
05/27/2020 10H,5885
05/27/2020 09H,5889
05/27/2020 08H,5896
05/27/2020 07H,5897
05/27/2020 06H,5901
05/27/2020 05H,5897
05/27/2020 04H,5891
05/27/2020 03H,5891
05/27/2020 02H,5894
05/27/2020 01H,5887
05/27/2020 00H,5889
05/26/2020 23H,5880
05/26/2020 22H,5874
05/26/2020 21H,5865
05/26/2020 20H,5886
05/26/2020 19H,5860
05/26/2020 18H,5877
05/26/2020 17H,5876
05/26/2020 16H,5871
05/26/2020 15H,5873
05/26/2020 14H,5884
05/26/2020 13H,5886
05/26/2020 12H,5892
05/26/2020 11H,5889
05/26/2020 10H,5891
05/26/2020 09H,5887
05/26/2020 08H,5888
05/26/2020 07H,5891
05/26/2020 06H,5877
05/26/2020 05H,5873
05/26/2020 04H,5886
05/26/2020 03H,5884
05/26/2020 02H,5873
05/26/2020 01H,5863
05/26/2020 00H,5862
05/25/2020 23H,5844
05/25/2020 22H,5856
05/25/2020 21H,5870
05/25/2020 20H,5866
05/25/2020 19H,5842
05/25/2020 18H,5845
05/25/2020 17H,5849
05/25/2020 16H,5854
05/25/2020 15H,5855
05/25/2020 14H,5864
05/25/2020 13H,5881
05/25/2020 12H,5894
05/25/2020 11H,5896
05/25/2020 10H,5881
05/25/2020 09H,5877
05/25/2020 08H,5871
05/25/2020 07H,5870
05/25/2020 06H,5868
05/25/2020 05H,5869
05/25/2020 04H,5878
05/25/2020 03H,5865
05/25/2020 02H,5864
05/25/2020 01H,5850
05/25/2020 00H,5852
05/24/2020 23H,5843
05/24/2020 22H,5832
05/24/2020 21H,5838
05/24/2020 20H,5837
05/24/2020 19H,5843
05/24/2020 18H,5840
05/24/2020 17H,5850
05/24/2020 16H,5865
05/24/2020 15H,5871
05/24/2020 14H,5893
05/24/2020 13H,5899
05/24/2020 12H,5905
05/24/2020 11H,5902
05/24/2020 10H,5898
05/24/2020 09H,5894
05/24/2020 08H,5890
05/24/2020 07H,5892
05/24/2020 06H,5884
05/24/2020 05H,5887
05/24/2020 04H,5886
05/24/2020 03H,5880
05/24/2020 02H,5862
05/24/2020 01H,5875
05/24/2020 00H,5870
05/23/2020 23H,5849
05/23/2020 22H,5868
05/23/2020 21H,5860
05/23/2020 20H,5869
05/23/2020 19H,5870
05/23/2020 18H,5870
05/23/2020 17H,5878
05/23/2020 16H,5885
05/23/2020 15H,5892
05/23/2020 14H,5907
05/23/2020 13H,5912
05/23/2020 12H,5922
05/23/2020 11H,5915
05/23/2020 10H,5917
05/23/2020 09H,5913
05/23/2020 08H,5907
05/23/2020 07H,5905
05/23/2020 06H,5900
05/23/2020 05H,5903
05/23/2020 04H,5899
05/23/2020 03H,5893
05/23/2020 02H,5893
05/23/2020 01H,5890
05/23/2020 00H,5871
05/22/2020 23H,5862
05/22/2020 22H,5840
05/22/2020 21H,5859
05/22/2020 20H,5846
05/22/2020 19H,5858
05/22/2020 18H,5860
05/22/2020 17H,5867
05/22/2020 16H,5882
05/22/2020 15H,5886
05/22/2020 14H,5895
05/22/2020 13H,5907
05/22/2020 12H,5908
05/22/2020 11H,5903
05/22/2020 10H,5895
05/22/2020 09H,5899
05/22/2020 08H,5894
05/22/2020 07H,5893
05/22/2020 06H,5889
05/22/2020 05H,5891
05/22/2020 04H,5886
05/22/2020 03H,5888
05/22/2020 02H,5886
05/22/2020 01H,5887
05/22/2020 00H,5890
05/21/2020 23H,5886
05/21/2020 22H,5892
05/21/2020 21H,5899
05/21/2020 20H,5908
05/21/2020 19H,5908
05/21/2020 18H,5919
05/21/2020 17H,5935
05/21/2020 16H,5934
05/21/2020 15H,5940
05/21/2020 14H,5944
05/21/2020 13H,5954
05/21/2020 12H,5957
05/21/2020 11H,5944
05/21/2020 10H,5946
05/21/2020 09H,5942
05/21/2020 08H,5934
05/21/2020 07H,5933
05/21/2020 06H,5928
05/21/2020 05H,5926
05/21/2020 04H,5915
05/21/2020 03H,5911
05/21/2020 02H,5928
05/21/2020 01H,5882
05/21/2020 00H,5897
05/20/2020 23H,5901
05/20/2020 22H,5899
05/20/2020 21H,5906
05/20/2020 20H,5903
05/20/2020 19H,5896
05/20/2020 18H,5898
05/20/2020 17H,5902
05/20/2020 16H,5896
05/20/2020 15H,5902
05/20/2020 14H,5899
05/20/2020 13H,5904
05/20/2020 12H,5907
05/20/2020 11H,5904
05/20/2020 10H,5916
05/20/2020 09H,5909
05/20/2020 08H,5914
05/20/2020 07H,5920
05/20/2020 06H,5917
05/20/2020 05H,5919
05/20/2020 04H,5912
05/20/2020 03H,5912
05/20/2020 02H,5903
05/20/2020 01H,5897
05/20/2020 00H,5887
05/19/2020 23H,5891
05/19/2020 22H,5885
05/19/2020 21H,5879
05/19/2020 20H,5881
05/19/2020 19H,5880
05/19/2020 18H,5879
05/19/2020 17H,5890
05/19/2020 16H,5893
05/19/2020 15H,5895
05/19/2020 14H,5888
05/19/2020 13H,5898
05/19/2020 12H,5896
05/19/2020 11H,5898
05/19/2020 10H,5890
05/19/2020 09H,5892
05/19/2020 08H,5894
05/19/2020 07H,5900
05/19/2020 06H,5908
05/19/2020 05H,5898
05/19/2020 04H,5898
05/19/2020 03H,5884
05/19/2020 02H,5880
05/19/2020 01H,5880
05/19/2020 00H,5870
05/18/2020 23H,5869
05/18/2020 22H,5865
05/18/2020 21H,5866
05/18/2020 20H,5872
05/18/2020 19H,5856
05/18/2020 18H,5869
05/18/2020 17H,5859
05/18/2020 16H,5873
05/18/2020 15H,5885
05/18/2020 14H,5887
05/18/2020 13H,5902
05/18/2020 12H,5890
05/18/2020 11H,5897
05/18/2020 10H,5894
05/18/2020 09H,5900
05/18/2020 08H,5888
05/18/2020 07H,5891
05/18/2020 06H,5888
05/18/2020 05H,5885
05/18/2020 04H,5880
05/18/2020 03H,5871
05/18/2020 02H,5878
05/18/2020 01H,5875
05/18/2020 00H,5869
05/17/2020 23H,5873
05/17/2020 22H,5873
05/17/2020 21H,5873
05/17/2020 20H,5870
05/17/2020 19H,5871
05/17/2020 18H,5873
05/17/2020 17H,5872
05/17/2020 16H,5877
05/17/2020 15H,5889
05/17/2020 14H,5888
05/17/2020 13H,5907
05/17/2020 12H,5914
05/17/2020 11H,5912
05/17/2020 10H,5914
05/17/2020 09H,5907
05/17/2020 08H,5920
05/17/2020 07H,5900
05/17/2020 06H,5904
05/17/2020 05H,5907
05/17/2020 04H,5898
05/17/2020 03H,5898
05/17/2020 02H,5891
05/17/2020 01H,5894
05/17/2020 00H,5884
05/16/2020 23H,5881
05/16/2020 22H,5881
05/16/2020 21H,5881
05/16/2020 20H,5889
05/16/2020 19H,5892
05/16/2020 18H,5892
05/16/2020 17H,5895
05/16/2020 16H,5902
05/16/2020 15H,5901
05/16/2020 14H,5921
05/16/2020 13H,5932
05/16/2020 12H,5940
05/16/2020 11H,5934
