Net generation from natural gas for California (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390106&sdid=EBA.CAL-ALL.NG.NG.H
19:04:28 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAL-ALL.NG.NG.H megawatthours
07/19/2021 11H,15551
07/19/2021 10H,15426
07/19/2021 09H,15429
07/19/2021 08H,16283
07/19/2021 07H,17590
07/19/2021 06H,19472
07/19/2021 05H,21038
07/19/2021 04H,22938
07/19/2021 03H,23736
07/19/2021 02H,23964
07/19/2021 01H,22323
07/19/2021 00H,21542
07/18/2021 23H,21113
07/18/2021 22H,17866
07/18/2021 21H,15943
07/18/2021 20H,14836
07/18/2021 19H,14034
07/18/2021 18H,12991
07/18/2021 17H,13351
07/18/2021 16H,12932
07/18/2021 15H,12649
07/18/2021 14H,13186
07/18/2021 13H,13432
07/18/2021 12H,12716
07/18/2021 11H,12856
07/18/2021 10H,12521
07/18/2021 09H,13752
07/18/2021 08H,14546
07/18/2021 07H,15290
07/18/2021 06H,17154
07/18/2021 05H,19310
07/18/2021 04H,20802
07/18/2021 03H,21042
07/18/2021 02H,20757
07/18/2021 01H,19236
07/18/2021 00H,18835
07/17/2021 23H,16828
07/17/2021 22H,15467
07/17/2021 21H,13802
07/17/2021 20H,12813
07/17/2021 19H,12952
07/17/2021 18H,11926
07/17/2021 17H,11456
07/17/2021 16H,11307
07/17/2021 15H,12033
07/17/2021 14H,12278
07/17/2021 13H,12450
07/17/2021 12H,11746
07/17/2021 11H,11618
07/17/2021 10H,11772
07/17/2021 09H,12419
07/17/2021 08H,12849
07/17/2021 07H,13975
07/17/2021 06H,15426
07/17/2021 05H,18106
07/17/2021 04H,19322
07/17/2021 03H,19900
07/17/2021 02H,20008
07/17/2021 01H,18621
07/17/2021 00H,16926
07/16/2021 23H,15628
07/16/2021 22H,14371
07/16/2021 21H,13716
07/16/2021 20H,12676
07/16/2021 19H,11816
07/16/2021 18H,11490
07/16/2021 17H,11265
07/16/2021 16H,11483
07/16/2021 15H,11834
07/16/2021 14H,12621
07/16/2021 13H,12777
07/16/2021 12H,11758
07/16/2021 11H,11335
07/16/2021 10H,11169
07/16/2021 09H,11929
07/16/2021 08H,12497
07/16/2021 07H,13607
07/16/2021 06H,14517
07/16/2021 05H,17501
07/16/2021 04H,18527
07/16/2021 03H,19729
07/16/2021 02H,18528
07/16/2021 01H,17347
07/16/2021 00H,16460
07/15/2021 23H,15613
07/15/2021 22H,15236
07/15/2021 21H,14091
07/15/2021 20H,12933
07/15/2021 19H,12694
07/15/2021 18H,12110
07/15/2021 17H,11908
07/15/2021 16H,11699
07/15/2021 15H,12694
07/15/2021 14H,13197
07/15/2021 13H,13671
07/15/2021 12H,12768
07/15/2021 11H,12571
07/15/2021 10H,12961
07/15/2021 09H,13189
07/15/2021 08H,14692
07/15/2021 07H,16600
07/15/2021 06H,18970
07/15/2021 05H,20547
07/15/2021 04H,22188
07/15/2021 03H,23301
07/15/2021 02H,23296
07/15/2021 01H,21878
07/15/2021 00H,19681
07/14/2021 23H,17901
07/14/2021 22H,18067
07/14/2021 21H,16889
07/14/2021 20H,15586
07/14/2021 19H,14770
07/14/2021 18H,14492
07/14/2021 17H,14673
07/14/2021 16H,15490
07/14/2021 15H,15315
07/14/2021 14H,16008
07/14/2021 13H,15795
07/14/2021 12H,15212
07/14/2021 11H,14773
07/14/2021 10H,14253
07/14/2021 09H,14745
07/14/2021 08H,16176
07/14/2021 07H,17174
07/14/2021 06H,18444
07/14/2021 05H,20772
07/14/2021 04H,23536
07/14/2021 03H,24885
07/14/2021 02H,25022
07/14/2021 01H,23555
07/14/2021 00H,21174
07/13/2021 23H,20392
07/13/2021 22H,18877
07/13/2021 21H,17793
07/13/2021 20H,17663
07/13/2021 19H,16802
07/13/2021 18H,16369
07/13/2021 17H,16146
07/13/2021 16H,16145
07/13/2021 15H,16475
07/13/2021 14H,17270
07/13/2021 13H,16534
07/13/2021 12H,15487
07/13/2021 11H,15837
07/13/2021 10H,15995
07/13/2021 09H,16510
07/13/2021 08H,17439
07/13/2021 07H,18474
07/13/2021 06H,20912
07/13/2021 05H,23206
07/13/2021 04H,25853
07/13/2021 03H,26729
07/13/2021 02H,27340
07/13/2021 01H,25288
07/13/2021 00H,24081
07/12/2021 23H,23502
07/12/2021 22H,21594
07/12/2021 21H,20331
07/12/2021 20H,18931
07/12/2021 19H,17754
07/12/2021 18H,16483
07/12/2021 17H,15803
07/12/2021 16H,16012
07/12/2021 15H,16303
07/12/2021 14H,17424
07/12/2021 13H,17113
07/12/2021 12H,15680
07/12/2021 11H,15513
07/12/2021 10H,15580
07/12/2021 09H,16335
07/12/2021 08H,17060
07/12/2021 07H,18641
07/12/2021 06H,21620
07/12/2021 05H,23774
07/12/2021 04H,25658
07/12/2021 03H,27149
07/12/2021 02H,26337
07/12/2021 01H,24269
07/12/2021 00H,22268
07/11/2021 23H,20433
07/11/2021 22H,19266
07/11/2021 21H,16999
07/11/2021 20H,15496
07/11/2021 19H,15042
07/11/2021 18H,14964
07/11/2021 17H,14133
07/11/2021 16H,14075
07/11/2021 15H,14185
07/11/2021 14H,14939
07/11/2021 13H,14785
07/11/2021 12H,15212
07/11/2021 11H,15514
07/11/2021 10H,16442
07/11/2021 09H,17763
07/11/2021 08H,19157
07/11/2021 07H,20420
07/11/2021 06H,22048
07/11/2021 05H,24547
07/11/2021 04H,25941
07/11/2021 03H,29409
07/11/2021 02H,28878
07/11/2021 01H,26832
07/11/2021 00H,25015
07/10/2021 23H,24073
07/10/2021 22H,22670
07/10/2021 21H,21205
07/10/2021 20H,19272
07/10/2021 19H,17658
07/10/2021 18H,16008
07/10/2021 17H,14619
07/10/2021 16H,14601
07/10/2021 15H,14747
07/10/2021 14H,15611
07/10/2021 13H,16438
07/10/2021 12H,16947
07/10/2021 11H,16587
07/10/2021 10H,17371
07/10/2021 09H,17866
07/10/2021 08H,20166
07/10/2021 07H,21356
07/10/2021 06H,24474
07/10/2021 05H,28326
07/10/2021 04H,30290
07/10/2021 03H,29859
07/10/2021 02H,29785
07/10/2021 01H,29308
07/10/2021 00H,29263
07/9/2021 23H,29024
07/9/2021 22H,26698
07/9/2021 21H,24319
07/9/2021 20H,22777
07/9/2021 19H,20683
07/9/2021 18H,18831
07/9/2021 17H,16120
07/9/2021 16H,15401
07/9/2021 15H,15587
07/9/2021 14H,16274
07/9/2021 13H,17014
07/9/2021 12H,16432
07/9/2021 11H,15668
07/9/2021 10H,15252
07/9/2021 09H,15786
07/9/2021 08H,17395
07/9/2021 07H,18360
07/9/2021 06H,20014
07/9/2021 05H,22738
07/9/2021 04H,25892
07/9/2021 03H,28053
07/9/2021 02H,27815
07/9/2021 01H,25845
07/9/2021 00H,24378
07/8/2021 23H,23344
07/8/2021 22H,21736
07/8/2021 21H,19473
07/8/2021 20H,16734
07/8/2021 19H,15480
07/8/2021 18H,14973
07/8/2021 17H,13729
07/8/2021 16H,13173
07/8/2021 15H,13390
07/8/2021 14H,14556
07/8/2021 13H,14231
07/8/2021 12H,13681
07/8/2021 11H,12380
07/8/2021 10H,13520
07/8/2021 09H,14504
07/8/2021 08H,14859
07/8/2021 07H,16075
07/8/2021 06H,17787
07/8/2021 05H,19658
07/8/2021 04H,21927
07/8/2021 03H,22921
07/8/2021 02H,22518
07/8/2021 01H,20728
07/8/2021 00H,18287
07/7/2021 23H,17404
07/7/2021 22H,16016
07/7/2021 21H,15086
07/7/2021 20H,13370
07/7/2021 19H,12623
07/7/2021 18H,11931
07/7/2021 17H,11094
07/7/2021 16H,10893
07/7/2021 15H,10867
07/7/2021 14H,11172
07/7/2021 13H,10882
07/7/2021 12H,10473
07/7/2021 11H,10384
07/7/2021 10H,10749
07/7/2021 09H,10940
07/7/2021 08H,12528
07/7/2021 07H,13586
07/7/2021 06H,15728
07/7/2021 05H,18276
07/7/2021 04H,20706
07/7/2021 03H,21743
07/7/2021 02H,21362
07/7/2021 01H,18175
07/7/2021 00H,16540
07/6/2021 23H,14978
07/6/2021 22H,14983
07/6/2021 21H,14248
07/6/2021 20H,13465
07/6/2021 19H,12373
07/6/2021 18H,11676
07/6/2021 17H,12124
07/6/2021 16H,12017
07/6/2021 15H,11540
07/6/2021 14H,11457
07/6/2021 13H,10762
07/6/2021 12H,9496
07/6/2021 11H,9783
07/6/2021 10H,10347
07/6/2021 09H,10237
07/6/2021 08H,10909
07/6/2021 07H,12023
07/6/2021 06H,14359
07/6/2021 05H,16155
07/6/2021 04H,18142
07/6/2021 03H,18419
07/6/2021 02H,17064
07/6/2021 01H,14911
07/6/2021 00H,13769
07/5/2021 23H,12547
07/5/2021 22H,10620
07/5/2021 21H,10152
07/5/2021 20H,9457
07/5/2021 19H,7984
07/5/2021 18H,7212
07/5/2021 17H,7182
07/5/2021 16H,7625
07/5/2021 15H,7718
07/5/2021 14H,8236
07/5/2021 13H,9128
07/5/2021 12H,9376
07/5/2021 11H,9198
07/5/2021 10H,9618
07/5/2021 09H,9843
07/5/2021 08H,10384
07/5/2021 07H,11563
07/5/2021 06H,12878
07/5/2021 05H,13503
07/5/2021 04H,13923
07/5/2021 03H,15502
07/5/2021 02H,14538
07/5/2021 01H,11933
07/5/2021 00H,10819
07/4/2021 23H,9640
07/4/2021 22H,9523
07/4/2021 21H,8654
07/4/2021 20H,8291
07/4/2021 19H,8125
07/4/2021 18H,7225
07/4/2021 17H,7002
07/4/2021 16H,7054
07/4/2021 15H,7282
07/4/2021 14H,7267
07/4/2021 13H,9485
07/4/2021 12H,9824
07/4/2021 11H,10104
07/4/2021 10H,10325
07/4/2021 09H,10483
07/4/2021 08H,12181
07/4/2021 07H,13180
07/4/2021 06H,15171
07/4/2021 05H,16052
07/4/2021 04H,17287
07/4/2021 03H,18154
07/4/2021 02H,17767
07/4/2021 01H,15885
07/4/2021 00H,14646
07/3/2021 23H,14565
07/3/2021 22H,13327
07/3/2021 21H,12504
07/3/2021 20H,11398
07/3/2021 19H,9839
07/3/2021 18H,9333
07/3/2021 17H,9213
07/3/2021 16H,9555
07/3/2021 15H,9322
07/3/2021 14H,10696
07/3/2021 13H,10660
07/3/2021 12H,10948
07/3/2021 11H,11119
07/3/2021 10H,11455
07/3/2021 09H,12823
07/3/2021 08H,13227
07/3/2021 07H,14128
07/3/2021 06H,15871
07/3/2021 05H,18145
07/3/2021 04H,19875
07/3/2021 03H,20628
07/3/2021 02H,20127
07/3/2021 01H,18524
07/3/2021 00H,17687
07/2/2021 23H,16643
07/2/2021 22H,16342
07/2/2021 21H,14833
07/2/2021 20H,13968
07/2/2021 19H,12731
07/2/2021 18H,11515
07/2/2021 17H,10692
07/2/2021 16H,10857
07/2/2021 15H,11328
07/2/2021 14H,11756
07/2/2021 13H,11841
07/2/2021 12H,11107
07/2/2021 11H,10813
07/2/2021 10H,11167
07/2/2021 09H,11624
07/2/2021 08H,13062
07/2/2021 07H,14176
07/2/2021 06H,15905
07/2/2021 05H,18244
07/2/2021 04H,20408
07/2/2021 03H,21205
07/2/2021 02H,20638
07/2/2021 01H,18283
07/2/2021 00H,16986
07/1/2021 23H,15823
07/1/2021 22H,14853
07/1/2021 21H,13242
07/1/2021 20H,12082
07/1/2021 19H,11261
07/1/2021 18H,10085
07/1/2021 17H,10009
07/1/2021 16H,9930
07/1/2021 15H,10195
07/1/2021 14H,10569
07/1/2021 13H,11248
07/1/2021 12H,10727
07/1/2021 11H,10667
07/1/2021 10H,10959
07/1/2021 09H,11600
07/1/2021 08H,12573
07/1/2021 07H,13750
07/1/2021 06H,15667
07/1/2021 05H,17994
07/1/2021 04H,19592
07/1/2021 03H,20364
07/1/2021 02H,19503
07/1/2021 01H,18052
07/1/2021 00H,16408
06/30/2021 23H,15369
06/30/2021 22H,14312
06/30/2021 21H,13292
06/30/2021 20H,12268
06/30/2021 19H,12347
06/30/2021 18H,11429
06/30/2021 17H,11176
06/30/2021 16H,11190
06/30/2021 15H,10979
06/30/2021 14H,11501
06/30/2021 13H,11427
06/30/2021 12H,10983
06/30/2021 11H,10803
06/30/2021 10H,11477
06/30/2021 09H,12032
06/30/2021 08H,13320
06/30/2021 07H,15729
06/30/2021 06H,17617
06/30/2021 05H,21016
06/30/2021 04H,24113
06/30/2021 03H,25220
06/30/2021 02H,24851
06/30/2021 01H,24158
06/30/2021 00H,23167
06/29/2021 23H,22265
06/29/2021 22H,20161
06/29/2021 21H,19529
06/29/2021 20H,17056
06/29/2021 19H,15801
06/29/2021 18H,14517
06/29/2021 17H,14547
06/29/2021 16H,13525
06/29/2021 15H,13214
06/29/2021 14H,13333
06/29/2021 13H,13135
06/29/2021 12H,11669
06/29/2021 11H,11976
06/29/2021 10H,12211
06/29/2021 09H,13059
06/29/2021 08H,13755
06/29/2021 07H,15614
06/29/2021 06H,18371
06/29/2021 05H,21699
06/29/2021 04H,25325
06/29/2021 03H,25859
06/29/2021 02H,25823
06/29/2021 01H,25407
06/29/2021 00H,24389
06/28/2021 23H,22912
06/28/2021 22H,21806
06/28/2021 21H,20126
06/28/2021 20H,18141
06/28/2021 19H,16205
06/28/2021 18H,14569
06/28/2021 17H,12988
06/28/2021 16H,12621
06/28/2021 15H,12870
06/28/2021 14H,12953
06/28/2021 13H,13275
06/28/2021 12H,11951
06/28/2021 11H,11830
06/28/2021 10H,12308
06/28/2021 09H,12824
06/28/2021 08H,13482
06/28/2021 07H,14490
06/28/2021 06H,16235
06/28/2021 05H,18708
06/28/2021 04H,21311
06/28/2021 03H,22510
06/28/2021 02H,22121
06/28/2021 01H,20168
06/28/2021 00H,18427
06/27/2021 23H,16698
06/27/2021 22H,15077
06/27/2021 21H,13187
06/27/2021 20H,11940
06/27/2021 19H,10033
06/27/2021 18H,8938
06/27/2021 17H,8233
06/27/2021 16H,8654
06/27/2021 15H,8797
06/27/2021 14H,9622
06/27/2021 13H,9328
06/27/2021 12H,9454
06/27/2021 11H,9666
06/27/2021 10H,10167
06/27/2021 09H,11115
06/27/2021 08H,12558
06/27/2021 07H,12984
06/27/2021 06H,14428
06/27/2021 05H,16876
06/27/2021 04H,19210
06/27/2021 03H,20302
06/27/2021 02H,19099
06/27/2021 01H,16678
06/27/2021 00H,15085
06/26/2021 23H,13407
06/26/2021 22H,12120
06/26/2021 21H,10436
06/26/2021 20H,9841
06/26/2021 19H,8995
06/26/2021 18H,8661
06/26/2021 17H,8366
06/26/2021 16H,7923
06/26/2021 15H,7841
06/26/2021 14H,8010
06/26/2021 13H,8137
06/26/2021 12H,7935
06/26/2021 11H,7469
06/26/2021 10H,7892
06/26/2021 09H,9149
06/26/2021 08H,10331
06/26/2021 07H,11814
06/26/2021 06H,13748
06/26/2021 05H,16096
06/26/2021 04H,17607
06/26/2021 03H,18086
06/26/2021 02H,16750
06/26/2021 01H,14433
06/26/2021 00H,12906
06/25/2021 23H,11570
06/25/2021 22H,11102
06/25/2021 21H,10266
06/25/2021 20H,9987
06/25/2021 19H,9680
06/25/2021 18H,8723
06/25/2021 17H,8469
06/25/2021 16H,8689
06/25/2021 15H,8776
06/25/2021 14H,8764
06/25/2021 13H,8956
06/25/2021 12H,8285
06/25/2021 11H,7882
06/25/2021 10H,8172
06/25/2021 09H,8007
06/25/2021 08H,9095
06/25/2021 07H,10910
06/25/2021 06H,12576
06/25/2021 05H,14248
06/25/2021 04H,15914
06/25/2021 03H,16596
06/25/2021 02H,15427
06/25/2021 01H,12972
06/25/2021 00H,12342
06/24/2021 23H,11159
06/24/2021 22H,10736
06/24/2021 21H,10024
06/24/2021 20H,9690
06/24/2021 19H,9824
06/24/2021 18H,9573
06/24/2021 17H,9273
06/24/2021 16H,9387
06/24/2021 15H,9233
06/24/2021 14H,9342
06/24/2021 13H,10143
06/24/2021 12H,9244
06/24/2021 11H,8932
06/24/2021 10H,8989
06/24/2021 09H,9643
06/24/2021 08H,10313
06/24/2021 07H,12061
06/24/2021 06H,14398
06/24/2021 05H,15601
06/24/2021 04H,16817
06/24/2021 03H,16457
06/24/2021 02H,15654
06/24/2021 01H,14246
06/24/2021 00H,13658
06/23/2021 23H,12428
06/23/2021 22H,11338
06/23/2021 21H,10553
06/23/2021 20H,10944
06/23/2021 19H,10284
06/23/2021 18H,10409
06/23/2021 17H,10787
06/23/2021 16H,9773
06/23/2021 15H,10464
06/23/2021 14H,10663
06/23/2021 13H,10590
06/23/2021 12H,9358
06/23/2021 11H,9283
06/23/2021 10H,9430
06/23/2021 09H,10287
06/23/2021 08H,11931
06/23/2021 07H,12531
06/23/2021 06H,14937
06/23/2021 05H,16944
06/23/2021 04H,17562
06/23/2021 03H,17741
06/23/2021 02H,17515
06/23/2021 01H,16618
06/23/2021 00H,15910
06/22/2021 23H,15163
06/22/2021 22H,14176
06/22/2021 21H,12854
06/22/2021 20H,11937
06/22/2021 19H,11026
06/22/2021 18H,11586
06/22/2021 17H,10650
06/22/2021 16H,10680
06/22/2021 15H,10675
06/22/2021 14H,11548
06/22/2021 13H,11352
06/22/2021 12H,10467
06/22/2021 11H,10222
06/22/2021 10H,10634
06/22/2021 09H,11041
06/22/2021 08H,12291
06/22/2021 07H,13936
06/22/2021 06H,16490
06/22/2021 05H,19713
06/22/2021 04H,21996
06/22/2021 03H,23178
06/22/2021 02H,23211
06/22/2021 01H,20940
06/22/2021 00H,18736
06/21/2021 23H,17370
06/21/2021 22H,15587
06/21/2021 21H,14574
06/21/2021 20H,13137
06/21/2021 19H,11803
06/21/2021 18H,11234
06/21/2021 17H,10198
06/21/2021 16H,9323
06/21/2021 15H,9849
06/21/2021 14H,10948
06/21/2021 13H,11052
06/21/2021 12H,9762
06/21/2021 11H,8989
06/21/2021 10H,9346
06/21/2021 09H,10110
06/21/2021 08H,11798
06/21/2021 07H,13587
06/21/2021 06H,14923
06/21/2021 05H,17288
06/21/2021 04H,19311
06/21/2021 03H,19672
06/21/2021 02H,18917
06/21/2021 01H,16565
06/21/2021 00H,14364
06/20/2021 23H,12431
06/20/2021 22H,10992
06/20/2021 21H,8943
06/20/2021 20H,7999
06/20/2021 19H,7276
06/20/2021 18H,6887
06/20/2021 17H,6641
06/20/2021 16H,6795
06/20/2021 15H,6674
06/20/2021 14H,8112
06/20/2021 13H,8350
06/20/2021 12H,8903
06/20/2021 11H,9746
06/20/2021 10H,10588
06/20/2021 09H,11832
06/20/2021 08H,13670
06/20/2021 07H,15747
06/20/2021 06H,16856
06/20/2021 05H,19075
06/20/2021 04H,20776
06/20/2021 03H,21972
06/20/2021 02H,20939
06/20/2021 01H,18257
06/20/2021 00H,16847
06/19/2021 23H,15712
06/19/2021 22H,15330
06/19/2021 21H,14015
06/19/2021 20H,12527
06/19/2021 19H,11943
06/19/2021 18H,10778
06/19/2021 17H,9442
06/19/2021 16H,10043
06/19/2021 15H,9996
06/19/2021 14H,10919
06/19/2021 13H,11120
06/19/2021 12H,10730
06/19/2021 11H,11196
06/19/2021 10H,12228
06/19/2021 09H,13119
06/19/2021 08H,14726
06/19/2021 07H,16229
06/19/2021 06H,19005
06/19/2021 05H,20869
06/19/2021 04H,23526
06/19/2021 03H,26245
06/19/2021 02H,26118
06/19/2021 01H,24908
06/19/2021 00H,24884
06/18/2021 23H,24479
06/18/2021 22H,23118
06/18/2021 21H,21838
06/18/2021 20H,20389
06/18/2021 19H,18062
06/18/2021 18H,16796
06/18/2021 17H,14632
06/18/2021 16H,14592
06/18/2021 15H,14989
06/18/2021 14H,15730
06/18/2021 13H,15043
06/18/2021 12H,14302
06/18/2021 11H,14307
06/18/2021 10H,15353
06/18/2021 09H,15618
06/18/2021 08H,16895
06/18/2021 07H,19648
06/18/2021 06H,21471
06/18/2021 05H,23874
06/18/2021 04H,26308
06/18/2021 03H,27672
06/18/2021 02H,28462
06/18/2021 01H,25978
06/18/2021 00H,26363
06/17/2021 23H,25799
06/17/2021 22H,24133
06/17/2021 21H,22543
06/17/2021 20H,20472
06/17/2021 19H,19341
06/17/2021 18H,17873
06/17/2021 17H,16451
06/17/2021 16H,15911
06/17/2021 15H,16400
06/17/2021 14H,16294
06/17/2021 13H,16063
06/17/2021 12H,15771
06/17/2021 11H,15501
06/17/2021 10H,16428
06/17/2021 09H,16514
06/17/2021 08H,17227
06/17/2021 07H,18237
06/17/2021 06H,20086
06/17/2021 05H,22673
06/17/2021 04H,25058
06/17/2021 03H,26103
06/17/2021 02H,25978
06/17/2021 01H,25611
06/17/2021 00H,23698
06/16/2021 23H,23437
06/16/2021 22H,23011
06/16/2021 21H,21019
06/16/2021 20H,20082
06/16/2021 19H,18940
06/16/2021 18H,17024
06/16/2021 17H,16418
06/16/2021 16H,15430
06/16/2021 15H,15511
06/16/2021 14H,15110
06/16/2021 13H,15448
06/16/2021 12H,14586
06/16/2021 11H,13644
06/16/2021 10H,13804
06/16/2021 09H,14805
06/16/2021 08H,15944
06/16/2021 07H,17875
06/16/2021 06H,19128
06/16/2021 05H,20499
06/16/2021 04H,23490
06/16/2021 03H,24632
06/16/2021 02H,24307
06/16/2021 01H,23249
06/16/2021 00H,21892
06/15/2021 23H,19576
06/15/2021 22H,17479
06/15/2021 21H,16680
06/15/2021 20H,15025
06/15/2021 19H,14701
06/15/2021 18H,13803
06/15/2021 17H,12773
06/15/2021 16H,11885
06/15/2021 15H,10879
06/15/2021 14H,11279
06/15/2021 13H,11354
06/15/2021 12H,11534
06/15/2021 11H,10961
06/15/2021 10H,11421
06/15/2021 09H,11611
06/15/2021 08H,12452
06/15/2021 07H,13749
06/15/2021 06H,16062
06/15/2021 05H,18341
06/15/2021 04H,20779
06/15/2021 03H,21504
06/15/2021 02H,20574
06/15/2021 01H,19005
06/15/2021 00H,17033
06/14/2021 23H,16388
06/14/2021 22H,16345
06/14/2021 21H,15498
06/14/2021 20H,14108
06/14/2021 19H,14036
06/14/2021 18H,12270
06/14/2021 17H,12389
06/14/2021 16H,11665
06/14/2021 15H,11252
06/14/2021 14H,11713
06/14/2021 13H,12285
06/14/2021 12H,12073
06/14/2021 11H,11249
06/14/2021 10H,10855
06/14/2021 09H,11167
06/14/2021 08H,11253
06/14/2021 07H,12605
06/14/2021 06H,14294
06/14/2021 05H,15483
06/14/2021 04H,16484
06/14/2021 03H,17418
06/14/2021 02H,16362
06/14/2021 01H,13906
06/14/2021 00H,12491
06/13/2021 23H,11212
06/13/2021 22H,9527
06/13/2021 21H,7418
06/13/2021 20H,6756
06/13/2021 19H,6089
06/13/2021 18H,5829
06/13/2021 17H,5924
06/13/2021 16H,5761
06/13/2021 15H,5296
06/13/2021 14H,6598
06/13/2021 13H,7510
06/13/2021 12H,8724
06/13/2021 11H,8912
06/13/2021 10H,9275
06/13/2021 09H,9876
06/13/2021 08H,10961
06/13/2021 07H,11341
06/13/2021 06H,12208
06/13/2021 05H,13629
06/13/2021 04H,14386
06/13/2021 03H,14819
06/13/2021 02H,14664
06/13/2021 01H,12218
06/13/2021 00H,10810
06/12/2021 23H,9558
06/12/2021 22H,7876
06/12/2021 21H,6322
06/12/2021 20H,5255
06/12/2021 19H,4993
06/12/2021 18H,5421
06/12/2021 17H,5096
06/12/2021 16H,4562
06/12/2021 15H,4710
06/12/2021 14H,5132
06/12/2021 13H,7117
06/12/2021 12H,6723
06/12/2021 11H,6653
06/12/2021 10H,6879
06/12/2021 09H,7408
06/12/2021 08H,8057
06/12/2021 07H,8531
06/12/2021 06H,9181
06/12/2021 05H,10210
06/12/2021 04H,10629
06/12/2021 03H,10506
06/12/2021 02H,9870
06/12/2021 01H,7889
06/12/2021 00H,6372
06/11/2021 23H,5794
06/11/2021 22H,5443
06/11/2021 21H,5053
06/11/2021 20H,5093
06/11/2021 19H,4900
06/11/2021 18H,4991
06/11/2021 17H,5022
06/11/2021 16H,5107
06/11/2021 15H,5346
06/11/2021 14H,6218
06/11/2021 13H,6703
06/11/2021 12H,6235
06/11/2021 11H,5467
06/11/2021 10H,5602
06/11/2021 09H,5834
06/11/2021 08H,6160
06/11/2021 07H,6721
06/11/2021 06H,7382
06/11/2021 05H,7774
06/11/2021 04H,8557
06/11/2021 03H,8375
06/11/2021 02H,7509
06/11/2021 01H,6091
06/11/2021 00H,5322
06/10/2021 23H,5253
06/10/2021 22H,4914
06/10/2021 21H,4988
06/10/2021 20H,4890
06/10/2021 19H,4947
06/10/2021 18H,4925
06/10/2021 17H,5105
06/10/2021 16H,4871
06/10/2021 15H,5101
06/10/2021 14H,4876
06/10/2021 13H,5134
06/10/2021 12H,5186
06/10/2021 11H,4826
06/10/2021 10H,5005
06/10/2021 09H,4802
06/10/2021 08H,5646
06/10/2021 07H,7093
06/10/2021 06H,8296
06/10/2021 05H,9516
06/10/2021 04H,10095
06/10/2021 03H,9398
06/10/2021 02H,8160
06/10/2021 01H,7440
06/10/2021 00H,6374
06/9/2021 23H,6172
06/9/2021 22H,5319
06/9/2021 21H,5247
06/9/2021 20H,5500
06/9/2021 19H,5410
06/9/2021 18H,5320
06/9/2021 17H,5381
06/9/2021 16H,5504
06/9/2021 15H,5995
06/9/2021 14H,6928
06/9/2021 13H,7100
06/9/2021 12H,6870
06/9/2021 11H,6690
06/9/2021 10H,6773
06/9/2021 09H,6803
06/9/2021 08H,7632
06/9/2021 07H,8151
06/9/2021 06H,8573
06/9/2021 05H,9735
06/9/2021 04H,10846
06/9/2021 03H,9813
06/9/2021 02H,8801
06/9/2021 01H,7701
06/9/2021 00H,6637
06/8/2021 23H,6145
06/8/2021 22H,5844
06/8/2021 21H,5428
06/8/2021 20H,5453
06/8/2021 19H,6114
06/8/2021 18H,5791
06/8/2021 17H,5869
06/8/2021 16H,5968
06/8/2021 15H,5502
06/8/2021 14H,5806
06/8/2021 13H,6459
06/8/2021 12H,6359
06/8/2021 11H,5776
06/8/2021 10H,5625
06/8/2021 09H,6686
06/8/2021 08H,7159
06/8/2021 07H,7954
06/8/2021 06H,9665
06/8/2021 05H,10418
06/8/2021 04H,10628
06/8/2021 03H,10324
06/8/2021 02H,9035
06/8/2021 01H,8716
06/8/2021 00H,7904
06/7/2021 23H,7465
06/7/2021 22H,6334
06/7/2021 21H,6518
06/7/2021 20H,7249
06/7/2021 19H,7802
06/7/2021 18H,8131
06/7/2021 17H,7828
06/7/2021 16H,7408
06/7/2021 15H,8148
06/7/2021 14H,7399
06/7/2021 13H,7352
06/7/2021 12H,7058
06/7/2021 11H,6349
06/7/2021 10H,6672
06/7/2021 09H,6557
06/7/2021 08H,6413
06/7/2021 07H,7527
06/7/2021 06H,9040
06/7/2021 05H,10162
06/7/2021 04H,10621
06/7/2021 03H,10817
06/7/2021 02H,9821
06/7/2021 01H,7455
06/7/2021 00H,6436
06/6/2021 23H,5644
06/6/2021 22H,4230
06/6/2021 21H,4477
06/6/2021 20H,4161
06/6/2021 19H,4166
06/6/2021 18H,4507
06/6/2021 17H,4469
06/6/2021 16H,4503
06/6/2021 15H,4866
06/6/2021 14H,4261
06/6/2021 13H,4612
06/6/2021 12H,5589
06/6/2021 11H,5256
06/6/2021 10H,5605
06/6/2021 09H,6771
06/6/2021 08H,8064
06/6/2021 07H,9580
06/6/2021 06H,11461
06/6/2021 05H,12637
06/6/2021 04H,13343
06/6/2021 03H,13660
06/6/2021 02H,12706
06/6/2021 01H,10091
06/6/2021 00H,8573
06/5/2021 23H,7577
06/5/2021 22H,5658
06/5/2021 21H,5132
06/5/2021 20H,4979
06/5/2021 19H,4731
06/5/2021 18H,4579
06/5/2021 17H,4600
06/5/2021 16H,4634
06/5/2021 15H,4986
06/5/2021 14H,5602
06/5/2021 13H,6965
06/5/2021 12H,6856
06/5/2021 11H,7093
06/5/2021 10H,7419
06/5/2021 09H,8052
06/5/2021 08H,8804
06/5/2021 07H,10900
06/5/2021 06H,12490
06/5/2021 05H,14484
06/5/2021 04H,15419
06/5/2021 03H,16197
