Net generation from solar for Tennessee (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390117&sdid=EBA.TEN-ALL.NG.SUN.H
19:23:41 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.TEN-ALL.NG.SUN.H megawatthours
12/8/2020 17H,143
12/8/2020 16H,140
12/8/2020 15H,106
12/8/2020 14H,27
12/8/2020 13H,-2
12/8/2020 12H,0
12/8/2020 11H,0
12/8/2020 10H,-1
12/8/2020 09H,0
12/8/2020 08H,0
12/8/2020 07H,0
12/8/2020 06H,0
12/8/2020 05H,0
12/8/2020 04H,-2
12/8/2020 03H,0
12/8/2020 02H,-1
12/8/2020 01H,0
12/8/2020 00H,0
12/7/2020 23H,5
12/7/2020 22H,52
12/7/2020 21H,116
12/7/2020 20H,114
12/7/2020 19H,107
12/7/2020 18H,93
12/7/2020 17H,75
12/7/2020 16H,74
12/7/2020 15H,62
12/7/2020 14H,14
12/7/2020 13H,0
12/7/2020 12H,0
12/7/2020 11H,0
12/7/2020 10H,0
12/7/2020 09H,-2
12/7/2020 08H,0
12/7/2020 07H,0
12/7/2020 06H,0
12/7/2020 05H,0
12/7/2020 04H,0
12/7/2020 03H,0
12/7/2020 02H,-1
12/7/2020 01H,-1
12/7/2020 00H,-2
12/6/2020 23H,2
12/6/2020 22H,50
12/6/2020 21H,112
12/6/2020 20H,119
12/6/2020 19H,131
12/6/2020 18H,129
12/6/2020 17H,122
12/6/2020 16H,119
12/6/2020 15H,98
12/6/2020 14H,32
12/6/2020 13H,0
12/6/2020 12H,0
12/6/2020 11H,0
12/6/2020 10H,0
12/6/2020 09H,-1
12/6/2020 08H,0
12/6/2020 07H,0
12/6/2020 06H,-2
12/6/2020 05H,0
12/6/2020 04H,0
12/6/2020 03H,0
12/6/2020 02H,0
12/6/2020 01H,0
12/6/2020 00H,0
12/5/2020 23H,7
12/5/2020 22H,83
12/5/2020 21H,145
12/5/2020 20H,143
12/5/2020 19H,136
12/5/2020 18H,134
12/5/2020 17H,143
12/5/2020 16H,149
12/5/2020 15H,127
12/5/2020 14H,36
12/5/2020 13H,0
12/5/2020 12H,0
12/5/2020 11H,-2
12/5/2020 10H,0
12/5/2020 09H,0
12/5/2020 08H,0
12/5/2020 07H,0
12/5/2020 06H,8
12/5/2020 05H,0
12/5/2020 04H,0
12/5/2020 03H,0
12/5/2020 02H,0
12/5/2020 01H,0
12/5/2020 00H,0
12/4/2020 23H,5
12/4/2020 22H,32
12/4/2020 21H,36
12/4/2020 20H,31
12/4/2020 19H,49
12/4/2020 18H,42
12/4/2020 17H,43
12/4/2020 16H,20
12/4/2020 15H,9
12/4/2020 14H,0
12/4/2020 13H,0
12/4/2020 12H,0
12/4/2020 11H,-1
12/4/2020 10H,0
12/4/2020 09H,0
12/4/2020 08H,-1
12/4/2020 07H,0
12/4/2020 06H,0
12/4/2020 05H,-2
12/4/2020 04H,0
12/4/2020 03H,0
12/4/2020 02H,0
12/4/2020 01H,0
12/4/2020 00H,0
12/3/2020 23H,0
12/3/2020 22H,5
12/3/2020 21H,14
12/3/2020 20H,25
12/3/2020 19H,36
12/3/2020 18H,39
12/3/2020 17H,33
12/3/2020 16H,28
12/3/2020 15H,27
12/3/2020 14H,6
12/3/2020 13H,0
12/3/2020 12H,0
12/3/2020 11H,-2
12/3/2020 10H,0
12/3/2020 09H,0
12/3/2020 08H,0
12/3/2020 07H,0
12/3/2020 06H,0
12/3/2020 05H,-1
12/3/2020 04H,0
12/3/2020 03H,0
12/3/2020 02H,0
12/3/2020 01H,-2
12/3/2020 00H,0
12/2/2020 23H,32
12/2/2020 22H,62
12/2/2020 21H,144
12/2/2020 20H,165
12/2/2020 19H,159
12/2/2020 18H,146
12/2/2020 17H,148
12/2/2020 16H,148
12/2/2020 15H,75
12/2/2020 14H,30
12/2/2020 13H,0
12/2/2020 12H,-1
12/2/2020 11H,0
12/2/2020 10H,0
12/2/2020 09H,0
12/2/2020 08H,0
12/2/2020 07H,-3
12/2/2020 06H,0
12/2/2020 05H,0
12/2/2020 04H,0
12/2/2020 03H,0
12/2/2020 02H,-1
12/2/2020 01H,0
12/2/2020 00H,0
12/1/2020 23H,8
12/1/2020 22H,96
12/1/2020 21H,167
12/1/2020 20H,169
12/1/2020 19H,160
12/1/2020 18H,158
12/1/2020 17H,163
12/1/2020 16H,168
12/1/2020 15H,140
12/1/2020 14H,40
12/1/2020 13H,-1
12/1/2020 12H,-2
12/1/2020 11H,-1
12/1/2020 10H,0
12/1/2020 09H,-1
12/1/2020 08H,0
12/1/2020 07H,0
12/1/2020 06H,0
12/1/2020 05H,0
12/1/2020 04H,0
12/1/2020 03H,-2
12/1/2020 02H,-1
12/1/2020 01H,0
12/1/2020 00H,0
11/30/2020 23H,4
11/30/2020 22H,21
11/30/2020 21H,39
11/30/2020 20H,49
11/30/2020 19H,58
11/30/2020 18H,46
11/30/2020 17H,32
11/30/2020 16H,30
11/30/2020 15H,29
11/30/2020 14H,3
11/30/2020 13H,-1
11/30/2020 12H,0
11/30/2020 11H,0
11/30/2020 10H,0
11/30/2020 09H,-2
11/30/2020 08H,0
11/30/2020 07H,0
11/30/2020 06H,-1
11/30/2020 05H,0
11/30/2020 04H,0
11/30/2020 03H,0
11/30/2020 02H,0
11/30/2020 01H,-1
11/30/2020 00H,-2
11/29/2020 23H,-1
11/29/2020 22H,4
11/29/2020 21H,14
11/29/2020 20H,17
11/29/2020 19H,30
11/29/2020 18H,34
11/29/2020 17H,25
11/29/2020 16H,16
11/29/2020 15H,11
11/29/2020 14H,2
11/29/2020 13H,0
11/29/2020 12H,0
11/29/2020 11H,0
11/29/2020 10H,0
11/29/2020 09H,0
11/29/2020 08H,0
11/29/2020 07H,-1
11/29/2020 06H,-2
11/29/2020 05H,0
11/29/2020 04H,0
11/29/2020 03H,-1
11/29/2020 02H,0
11/29/2020 01H,0
11/29/2020 00H,0
11/28/2020 23H,3
11/28/2020 22H,39
11/28/2020 21H,131
11/28/2020 20H,158
11/28/2020 19H,149
11/28/2020 18H,149
11/28/2020 17H,164
11/28/2020 16H,130
11/28/2020 15H,87
11/28/2020 14H,29
11/28/2020 13H,0
11/28/2020 12H,0
11/28/2020 11H,-2
11/28/2020 10H,0
11/28/2020 09H,0
11/28/2020 08H,0
11/28/2020 07H,0
11/28/2020 06H,0
11/28/2020 05H,0
11/28/2020 04H,0
11/28/2020 03H,-1
11/28/2020 02H,-2
11/28/2020 01H,0
11/28/2020 00H,0
11/27/2020 23H,-1
11/27/2020 22H,5
11/27/2020 21H,13
11/27/2020 20H,30
11/27/2020 19H,54
11/27/2020 18H,90
11/27/2020 17H,104
11/27/2020 16H,110
11/27/2020 15H,97
11/27/2020 14H,36
11/27/2020 13H,0
11/27/2020 12H,0
11/27/2020 11H,0
11/27/2020 10H,0
11/27/2020 09H,0
11/27/2020 08H,-2
11/27/2020 07H,0
11/27/2020 06H,0
11/27/2020 05H,0
11/27/2020 04H,0
11/27/2020 03H,-1
11/27/2020 02H,0
11/27/2020 01H,0
11/27/2020 00H,0
11/26/2020 23H,8
11/26/2020 22H,95
11/26/2020 21H,180
11/26/2020 20H,174
11/26/2020 19H,167
11/26/2020 18H,163
11/26/2020 17H,154
11/26/2020 16H,123
11/26/2020 15H,77
11/26/2020 14H,22
11/26/2020 13H,-2
11/26/2020 12H,0
11/26/2020 11H,0
11/26/2020 10H,0
11/26/2020 09H,0
11/26/2020 08H,0
11/26/2020 07H,0
11/26/2020 06H,-1
11/26/2020 05H,0
11/26/2020 04H,-2
11/26/2020 03H,0
11/26/2020 02H,-1
11/26/2020 01H,0
11/26/2020 00H,2
11/25/2020 23H,8
11/25/2020 22H,55
11/25/2020 21H,96
11/25/2020 20H,100
11/25/2020 19H,83
11/25/2020 18H,73
11/25/2020 17H,55
11/25/2020 16H,24
11/25/2020 15H,8
11/25/2020 14H,1
11/25/2020 13H,0
11/25/2020 12H,0
11/25/2020 11H,0
11/25/2020 10H,-2
11/25/2020 09H,-1
11/25/2020 08H,0
11/25/2020 07H,0
11/25/2020 06H,-1
11/25/2020 05H,0
11/25/2020 04H,0
11/25/2020 03H,0
11/25/2020 02H,0
11/25/2020 01H,-2
11/25/2020 00H,0
11/24/2020 23H,7
11/24/2020 22H,67
11/24/2020 21H,139
11/24/2020 20H,144
11/24/2020 19H,164
11/24/2020 18H,158
11/24/2020 17H,153
11/24/2020 16H,147
11/24/2020 15H,135
11/24/2020 14H,49
11/24/2020 13H,1
11/24/2020 12H,-2
11/24/2020 11H,0
11/24/2020 10H,0
11/24/2020 09H,-1
11/24/2020 08H,0
11/24/2020 07H,0
11/24/2020 06H,-2
11/24/2020 05H,0
11/24/2020 04H,0
11/24/2020 03H,0
11/24/2020 02H,0
11/24/2020 01H,0
11/24/2020 00H,0
11/23/2020 23H,24
11/23/2020 22H,99
11/23/2020 21H,171
11/23/2020 20H,175
11/23/2020 19H,182
11/23/2020 18H,157
11/23/2020 17H,151
11/23/2020 16H,179
11/23/2020 15H,156
11/23/2020 14H,56
11/23/2020 13H,1
11/23/2020 12H,0
11/23/2020 11H,-2
11/23/2020 10H,0
11/23/2020 09H,-1
11/23/2020 08H,0
11/23/2020 07H,0
11/23/2020 06H,0
11/23/2020 05H,0
11/23/2020 04H,-1
11/23/2020 03H,0
11/23/2020 02H,-2
11/23/2020 01H,0
11/23/2020 00H,0
11/22/2020 23H,0
11/22/2020 22H,2
11/22/2020 21H,10
11/22/2020 20H,15
11/22/2020 19H,17
11/22/2020 18H,27
11/22/2020 17H,26
11/22/2020 16H,41
11/22/2020 15H,31
11/22/2020 14H,12
11/22/2020 13H,0
11/22/2020 12H,0
11/22/2020 11H,0
11/22/2020 10H,0
11/22/2020 09H,-2
11/22/2020 08H,-2
11/22/2020 07H,0
11/22/2020 06H,0
11/22/2020 05H,-1
11/22/2020 04H,0
11/22/2020 03H,0
11/22/2020 02H,0
11/22/2020 01H,0
11/22/2020 00H,0
11/21/2020 23H,1
11/21/2020 22H,30
11/21/2020 21H,73
11/21/2020 20H,106
11/21/2020 19H,133
11/21/2020 18H,129
11/21/2020 17H,130
11/21/2020 16H,117
11/21/2020 15H,92
11/21/2020 14H,34
11/21/2020 13H,0
11/21/2020 12H,0
11/21/2020 11H,0
11/21/2020 10H,0
11/21/2020 09H,-1
11/21/2020 08H,0
11/21/2020 07H,0
11/21/2020 06H,0
11/21/2020 05H,-1
11/21/2020 04H,-2
11/21/2020 03H,0
11/21/2020 02H,0
11/21/2020 01H,-1
11/21/2020 00H,0
11/20/2020 23H,11
11/20/2020 22H,76
11/20/2020 21H,144
11/20/2020 20H,155
11/20/2020 19H,144
11/20/2020 18H,128
11/20/2020 17H,105
11/20/2020 16H,90
11/20/2020 15H,69
11/20/2020 14H,19
11/20/2020 13H,0
11/20/2020 12H,-1
11/20/2020 11H,0
11/20/2020 10H,0
11/20/2020 09H,-2
11/20/2020 08H,-1
11/20/2020 07H,0
11/20/2020 06H,0
11/20/2020 05H,0
11/20/2020 04H,0
11/20/2020 03H,-1
11/20/2020 02H,0
11/20/2020 01H,-1
11/20/2020 00H,-2
11/19/2020 23H,11
11/19/2020 22H,103
11/19/2020 21H,173
11/19/2020 20H,179
11/19/2020 19H,173
11/19/2020 18H,170
11/19/2020 17H,179
11/19/2020 16H,176
11/19/2020 15H,159
11/19/2020 14H,64
11/19/2020 13H,1
11/19/2020 12H,0
11/19/2020 11H,-1
11/19/2020 10H,0
11/19/2020 09H,0
11/19/2020 08H,0
11/19/2020 07H,0
11/19/2020 06H,0
11/19/2020 05H,-2
11/19/2020 04H,0
11/19/2020 03H,0
11/19/2020 02H,0
11/19/2020 01H,0
11/19/2020 00H,0
11/18/2020 23H,12
11/18/2020 22H,103
11/18/2020 21H,176
11/18/2020 20H,178
11/18/2020 19H,172
11/18/2020 18H,171
11/18/2020 17H,173
11/18/2020 16H,180
11/18/2020 15H,161
11/18/2020 14H,69
11/18/2020 13H,3
11/18/2020 12H,0
11/18/2020 11H,0
11/18/2020 10H,-2
11/18/2020 09H,0
11/18/2020 08H,0
11/18/2020 07H,-1
11/18/2020 06H,-1
11/18/2020 05H,0
11/18/2020 04H,0
11/18/2020 03H,0
11/18/2020 02H,-1
11/18/2020 01H,-2
11/18/2020 00H,0
11/17/2020 23H,11
11/17/2020 22H,105
11/17/2020 21H,176
11/17/2020 20H,181
11/17/2020 19H,176
11/17/2020 18H,176
11/17/2020 17H,182
11/17/2020 16H,180
11/17/2020 15H,164
11/17/2020 14H,70
11/17/2020 13H,1
11/17/2020 12H,0
11/17/2020 11H,0
11/17/2020 10H,0
11/17/2020 09H,-1
11/17/2020 08H,0
11/17/2020 07H,0
11/17/2020 06H,-2
11/17/2020 05H,0
11/17/2020 04H,0
11/17/2020 03H,0
11/17/2020 02H,0
11/17/2020 01H,0
11/17/2020 00H,0
11/16/2020 23H,13
11/16/2020 22H,101
11/16/2020 21H,167
11/16/2020 20H,172
11/16/2020 19H,166
11/16/2020 18H,171
11/16/2020 17H,170
11/16/2020 16H,180
11/16/2020 15H,156
11/16/2020 14H,69
11/16/2020 13H,1
11/16/2020 12H,0
11/16/2020 11H,0
11/16/2020 10H,-2
11/16/2020 09H,0
11/16/2020 08H,0
11/16/2020 07H,0
11/16/2020 06H,0
11/16/2020 05H,0
11/16/2020 04H,0
11/16/2020 03H,0
11/16/2020 02H,0
11/16/2020 01H,-2
11/16/2020 00H,1
11/15/2020 23H,15
11/15/2020 22H,113
11/15/2020 21H,185
11/15/2020 20H,188
11/15/2020 19H,182
11/15/2020 18H,189
11/15/2020 17H,174
11/15/2020 16H,179
11/15/2020 15H,123
11/15/2020 14H,35
11/15/2020 13H,0
11/15/2020 12H,0
11/15/2020 11H,0
11/15/2020 10H,0
11/15/2020 09H,0
11/15/2020 08H,0
11/15/2020 07H,-2
11/15/2020 06H,0
11/15/2020 05H,0
11/15/2020 04H,0
11/15/2020 03H,0
11/15/2020 02H,-1
11/15/2020 01H,0
11/15/2020 00H,1
11/14/2020 23H,6
11/14/2020 22H,79
11/14/2020 21H,101
11/14/2020 20H,124
11/14/2020 19H,137
11/14/2020 18H,126
11/14/2020 17H,111
11/14/2020 16H,75
11/14/2020 15H,91
11/14/2020 14H,47
11/14/2020 13H,4
11/14/2020 12H,-2
11/14/2020 11H,0
11/14/2020 10H,-1
11/14/2020 09H,0
11/14/2020 08H,0
11/14/2020 07H,0
11/14/2020 06H,-1
11/14/2020 05H,0
11/14/2020 04H,0
11/14/2020 03H,-2
11/14/2020 02H,0
11/14/2020 01H,0
11/14/2020 00H,0
11/13/2020 23H,14
11/13/2020 22H,110
11/13/2020 21H,177
11/13/2020 20H,179
11/13/2020 19H,174
11/13/2020 18H,172
11/13/2020 17H,179
11/13/2020 16H,181
11/13/2020 15H,154
11/13/2020 14H,62
11/13/2020 13H,1
11/13/2020 12H,0
11/13/2020 11H,0
11/13/2020 10H,0
11/13/2020 09H,0
11/13/2020 08H,0
11/13/2020 07H,-2
11/13/2020 06H,-1
11/13/2020 05H,-1
11/13/2020 04H,0
11/13/2020 03H,0
11/13/2020 02H,0
11/13/2020 01H,0
11/13/2020 00H,0
11/12/2020 23H,15
11/12/2020 22H,108
11/12/2020 21H,173
11/12/2020 20H,178
11/12/2020 19H,178
11/12/2020 18H,174
11/12/2020 17H,177
11/12/2020 16H,174
11/12/2020 15H,160
11/12/2020 14H,72
11/12/2020 13H,2
11/12/2020 12H,-3
11/12/2020 11H,0
11/12/2020 10H,0
11/12/2020 09H,0
11/12/2020 08H,0
11/12/2020 07H,0
11/12/2020 06H,0
11/12/2020 05H,-1
11/12/2020 04H,0
11/12/2020 03H,-2
11/12/2020 02H,0
11/12/2020 01H,-1
11/12/2020 00H,0
11/11/2020 23H,11
11/11/2020 22H,69
11/11/2020 21H,115
11/11/2020 20H,108
11/11/2020 19H,106
11/11/2020 18H,91
11/11/2020 17H,71
11/11/2020 16H,40
11/11/2020 15H,16
11/11/2020 14H,7
11/11/2020 13H,0
11/11/2020 12H,-1
11/11/2020 11H,0
11/11/2020 10H,0
11/11/2020 09H,0
11/11/2020 08H,-2
11/11/2020 07H,0
11/11/2020 06H,0
11/11/2020 05H,0
11/11/2020 04H,0
11/11/2020 03H,0
11/11/2020 02H,0
11/11/2020 01H,-1
11/11/2020 00H,-2
11/10/2020 23H,2
11/10/2020 22H,15
11/10/2020 21H,9
11/10/2020 20H,26
11/10/2020 19H,40
11/10/2020 18H,59
11/10/2020 17H,54
11/10/2020 16H,47
11/10/2020 15H,34
11/10/2020 14H,16
11/10/2020 13H,0
11/10/2020 12H,-1
11/10/2020 11H,0
11/10/2020 10H,0
11/10/2020 09H,0
11/10/2020 08H,0
11/10/2020 07H,0
11/10/2020 06H,0
11/10/2020 05H,-1
11/10/2020 04H,-2
11/10/2020 03H,0
11/10/2020 02H,0
11/10/2020 01H,0
11/10/2020 00H,0
11/9/2020 23H,4
11/9/2020 22H,32
11/9/2020 21H,63
11/9/2020 20H,76
11/9/2020 19H,66
11/9/2020 18H,77
11/9/2020 17H,85
11/9/2020 16H,89
11/9/2020 15H,118
11/9/2020 14H,49
11/9/2020 13H,3
11/9/2020 12H,0
11/9/2020 11H,-2
11/9/2020 10H,0
11/9/2020 09H,-2
11/9/2020 08H,0
11/9/2020 07H,0
11/9/2020 06H,0
11/9/2020 05H,0
11/9/2020 04H,-1
11/9/2020 03H,0
11/9/2020 02H,-1
11/9/2020 01H,0
11/9/2020 00H,-2
11/8/2020 23H,6
11/8/2020 22H,55
11/8/2020 21H,91
11/8/2020 20H,143
11/8/2020 19H,159
11/8/2020 18H,147
11/8/2020 17H,160
11/8/2020 16H,162
11/8/2020 15H,150
11/8/2020 14H,74
11/8/2020 13H,2
11/8/2020 12H,0
11/8/2020 11H,0
11/8/2020 10H,0
11/8/2020 09H,0
11/8/2020 08H,0
11/8/2020 07H,-1
11/8/2020 06H,0
11/8/2020 05H,-2
11/8/2020 04H,0
11/8/2020 03H,0
11/8/2020 02H,0
11/8/2020 01H,0
11/8/2020 00H,0
11/7/2020 23H,6
11/7/2020 22H,29
11/7/2020 21H,74
11/7/2020 20H,133
11/7/2020 19H,160
11/7/2020 18H,157
11/7/2020 17H,170
11/7/2020 16H,174
11/7/2020 15H,160
11/7/2020 14H,77
11/7/2020 13H,4
11/7/2020 12H,0
11/7/2020 11H,0
11/7/2020 10H,-2
11/7/2020 09H,0
11/7/2020 08H,0
11/7/2020 07H,0
11/7/2020 06H,0
11/7/2020 05H,-1
11/7/2020 04H,0
11/7/2020 03H,-1
11/7/2020 02H,0
11/7/2020 01H,-2
11/7/2020 00H,0
11/6/2020 23H,16
11/6/2020 22H,108
11/6/2020 21H,164
11/6/2020 20H,171
11/6/2020 19H,170
11/6/2020 18H,171
11/6/2020 17H,173
11/6/2020 16H,181
11/6/2020 15H,167
11/6/2020 14H,86
11/6/2020 13H,6
11/6/2020 12H,-1
11/6/2020 11H,0
11/6/2020 10H,0
11/6/2020 09H,0
11/6/2020 08H,0
11/6/2020 07H,0
11/6/2020 06H,0
11/6/2020 05H,-2
11/6/2020 04H,0
11/6/2020 03H,0
11/6/2020 02H,0
11/6/2020 01H,-1
11/6/2020 00H,0
11/5/2020 23H,16
11/5/2020 22H,82
11/5/2020 21H,117
11/5/2020 20H,139
11/5/2020 19H,129
11/5/2020 18H,133
11/5/2020 17H,123
11/5/2020 16H,112
11/5/2020 15H,75
11/5/2020 14H,34
11/5/2020 13H,4
11/5/2020 12H,-1
11/5/2020 11H,0
11/5/2020 10H,-2
11/5/2020 09H,0
11/5/2020 08H,0
11/5/2020 07H,0
11/5/2020 06H,0
11/5/2020 05H,0
11/5/2020 04H,-1
11/5/2020 03H,0
11/5/2020 02H,0
11/5/2020 01H,-2
11/5/2020 00H,0
11/4/2020 23H,11
11/4/2020 22H,102
11/4/2020 21H,173
11/4/2020 20H,178
11/4/2020 19H,196
11/4/2020 18H,148
11/4/2020 17H,178
11/4/2020 16H,182
11/4/2020 15H,173
11/4/2020 14H,91
11/4/2020 13H,7
11/4/2020 12H,0
11/4/2020 11H,-2
11/4/2020 10H,-1
11/4/2020 09H,-1
11/4/2020 08H,0
11/4/2020 07H,0
11/4/2020 06H,0
11/4/2020 05H,-2
11/4/2020 04H,0
11/4/2020 03H,-1
11/4/2020 02H,0
11/4/2020 01H,0
11/4/2020 00H,0
11/3/2020 23H,22
11/3/2020 22H,120
11/3/2020 21H,177
11/3/2020 20H,180
11/3/2020 19H,177
11/3/2020 18H,178
11/3/2020 17H,181
11/3/2020 16H,188
11/3/2020 15H,176
11/3/2020 14H,95
11/3/2020 13H,7
11/3/2020 12H,0
11/3/2020 11H,0
11/3/2020 10H,-2
11/3/2020 09H,0
11/3/2020 08H,0
11/3/2020 07H,0
11/3/2020 06H,0
11/3/2020 05H,-1
11/3/2020 04H,0
11/3/2020 03H,0
11/3/2020 02H,0
11/3/2020 01H,10
11/3/2020 00H,3
11/2/2020 23H,28
11/2/2020 22H,128
11/2/2020 21H,181
11/2/2020 20H,194
11/2/2020 19H,190
11/2/2020 18H,187
11/2/2020 17H,193
11/2/2020 16H,194
11/2/2020 15H,185
11/2/2020 14H,101
11/2/2020 13H,10
11/2/2020 12H,0
11/2/2020 11H,0
11/2/2020 10H,0
11/2/2020 09H,-1
11/2/2020 08H,0
11/2/2020 07H,0
11/2/2020 06H,-2
11/2/2020 05H,-2
11/2/2020 04H,-1
11/2/2020 03H,-1
11/2/2020 02H,0
11/2/2020 01H,0
11/2/2020 00H,-1
11/1/2020 23H,28
11/1/2020 22H,134
11/1/2020 21H,192
11/1/2020 20H,196
11/1/2020 19H,190
11/1/2020 18H,188
11/1/2020 17H,188
11/1/2020 16H,192
11/1/2020 15H,176
11/1/2020 14H,93
11/1/2020 13H,6
11/1/2020 12H,0
11/1/2020 11H,19
11/1/2020 10H,-2
11/1/2020 09H,0
11/1/2020 08H,0
11/1/2020 07H,0
11/1/2020 06H,0
11/1/2020 05H,-2
11/1/2020 04H,0
11/1/2020 03H,0
11/1/2020 02H,0
11/1/2020 01H,-1
11/1/2020 00H,0
10/31/2020 23H,28
10/31/2020 22H,138
10/31/2020 21H,191
10/31/2020 20H,210
10/31/2020 19H,182
10/31/2020 18H,177
10/31/2020 17H,150
10/31/2020 16H,135
10/31/2020 15H,108
10/31/2020 14H,47
10/31/2020 13H,5
10/31/2020 12H,0
10/31/2020 11H,0
10/31/2020 10H,-2
10/31/2020 09H,-1
10/31/2020 08H,0
10/31/2020 07H,-1
10/31/2020 06H,-2
10/31/2020 05H,-2
10/31/2020 04H,0
10/31/2020 03H,0
10/31/2020 02H,0
10/31/2020 01H,-1
10/31/2020 00H,0
10/30/2020 23H,28
10/30/2020 22H,138
10/30/2020 21H,191
10/30/2020 20H,210
10/30/2020 19H,182
10/30/2020 18H,177
10/30/2020 17H,150
10/30/2020 16H,135
10/30/2020 15H,108
10/30/2020 14H,47
10/30/2020 13H,5
10/30/2020 12H,0
10/30/2020 11H,0
10/30/2020 10H,-2
10/30/2020 09H,-1
10/30/2020 08H,0
10/30/2020 07H,-1
10/30/2020 06H,0
10/30/2020 05H,0
10/30/2020 04H,0
10/30/2020 03H,-1
10/30/2020 02H,0
10/30/2020 01H,-2
10/30/2020 00H,15
10/29/2020 23H,2
10/29/2020 22H,17
10/29/2020 21H,33
10/29/2020 20H,56
10/29/2020 19H,87
10/29/2020 18H,92
10/29/2020 17H,75
10/29/2020 16H,58
10/29/2020 15H,32
10/29/2020 14H,14
10/29/2020 13H,0
10/29/2020 12H,0
10/29/2020 11H,0
10/29/2020 10H,-1
10/29/2020 09H,0
10/29/2020 08H,0
10/29/2020 07H,0
10/29/2020 06H,-2
10/29/2020 05H,0
10/29/2020 04H,0
10/29/2020 03H,0
10/29/2020 02H,-1
10/29/2020 01H,0
10/29/2020 00H,0
10/28/2020 23H,0
10/28/2020 22H,4
10/28/2020 21H,11
10/28/2020 20H,10
10/28/2020 19H,21
10/28/2020 18H,15
10/28/2020 17H,16
10/28/2020 16H,10
10/28/2020 15H,5
10/28/2020 14H,1
10/28/2020 13H,0
10/28/2020 12H,-2
10/28/2020 11H,0
10/28/2020 10H,0
10/28/2020 09H,-1
10/28/2020 08H,0
10/28/2020 07H,0
10/28/2020 06H,0
10/28/2020 05H,0
10/28/2020 04H,0
10/28/2020 03H,-2
10/28/2020 02H,0
10/28/2020 01H,0
10/28/2020 00H,-1
10/27/2020 23H,5
10/27/2020 22H,15
10/27/2020 21H,28
10/27/2020 20H,44
10/27/2020 19H,60
10/27/2020 18H,58
10/27/2020 17H,54
10/27/2020 16H,39
10/27/2020 15H,19
10/27/2020 14H,11
10/27/2020 13H,0
10/27/2020 12H,0
10/27/2020 11H,0
10/27/2020 10H,0
10/27/2020 09H,0
10/27/2020 08H,-2
10/27/2020 07H,0
10/27/2020 06H,0
10/27/2020 05H,-1
10/27/2020 04H,0
10/27/2020 03H,0
10/27/2020 02H,0
10/27/2020 01H,0
10/27/2020 00H,0
10/26/2020 23H,5
10/26/2020 22H,23
10/26/2020 21H,48
10/26/2020 20H,57
10/26/2020 19H,62
10/26/2020 18H,57
10/26/2020 17H,61
10/26/2020 16H,41
10/26/2020 15H,21
10/26/2020 14H,9
10/26/2020 13H,0
10/26/2020 12H,-1
10/26/2020 11H,0
10/26/2020 10H,-1
10/26/2020 09H,0
10/26/2020 08H,-1
10/26/2020 07H,0
10/26/2020 06H,0
10/26/2020 05H,-1
10/26/2020 04H,0
10/26/2020 03H,-2
10/26/2020 02H,0
10/26/2020 01H,-1
10/26/2020 00H,0
10/25/2020 23H,4
10/25/2020 22H,21
10/25/2020 21H,31
10/25/2020 20H,48
10/25/2020 19H,73
10/25/2020 18H,73
10/25/2020 17H,52
10/25/2020 16H,40
10/25/2020 15H,20
10/25/2020 14H,11
10/25/2020 13H,0
10/25/2020 12H,0
10/25/2020 11H,-1
10/25/2020 10H,-1
10/25/2020 09H,0
10/25/2020 08H,-2
10/25/2020 07H,0
10/25/2020 06H,0
10/25/2020 05H,0
10/25/2020 04H,0
10/25/2020 03H,0
10/25/2020 02H,0
10/25/2020 01H,0
10/25/2020 00H,0
10/24/2020 23H,1
10/24/2020 22H,8
10/24/2020 21H,21
10/24/2020 20H,29
10/24/2020 19H,39
10/24/2020 18H,37
10/24/2020 17H,32
10/24/2020 16H,19
10/24/2020 15H,12
10/24/2020 14H,4
10/24/2020 13H,0
10/24/2020 12H,-1
10/24/2020 11H,0
10/24/2020 10H,0
10/24/2020 09H,0
10/24/2020 08H,0
10/24/2020 07H,-1
10/24/2020 06H,0
10/24/2020 05H,-2
10/24/2020 04H,0
10/24/2020 03H,0
10/24/2020 02H,0
10/24/2020 01H,0
10/24/2020 00H,0
10/23/2020 23H,7
10/23/2020 22H,33
10/23/2020 21H,96
10/23/2020 20H,100
10/23/2020 19H,111
10/23/2020 18H,124
10/23/2020 17H,122
10/23/2020 16H,122
10/23/2020 15H,102
10/23/2020 14H,64
10/23/2020 13H,9
10/23/2020 12H,0
10/23/2020 11H,0
10/23/2020 10H,-1
10/23/2020 09H,-2
10/23/2020 08H,-1
10/23/2020 07H,0
10/23/2020 06H,-2
10/23/2020 05H,0
10/23/2020 04H,0
10/23/2020 03H,-1
10/23/2020 02H,0
10/23/2020 01H,0
10/23/2020 00H,-2
10/22/2020 23H,32
10/22/2020 22H,120
10/22/2020 21H,167
10/22/2020 20H,153
10/22/2020 19H,150
10/22/2020 18H,151
10/22/2020 17H,175
10/22/2020 16H,179
10/22/2020 15H,169
10/22/2020 14H,96
10/22/2020 13H,11
10/22/2020 12H,0
10/22/2020 11H,0
10/22/2020 10H,0
10/22/2020 09H,-1
10/22/2020 08H,0
10/22/2020 07H,0
