Net generation from solar for Tennessee (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390117&sdid=EBA.TEN-ALL.NG.SUN.H
19:23:41 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.TEN-ALL.NG.SUN.H megawatthours
10/22/2020 06H,0
10/22/2020 05H,-1
10/22/2020 04H,-2
10/22/2020 03H,-1
10/22/2020 02H,0
10/22/2020 01H,0
10/22/2020 00H,0
10/21/2020 23H,34
10/21/2020 22H,130
10/21/2020 21H,160
10/21/2020 20H,144
10/21/2020 19H,156
10/21/2020 18H,155
10/21/2020 17H,176
10/21/2020 16H,174
10/21/2020 15H,171
10/21/2020 14H,87
10/21/2020 13H,8
10/21/2020 12H,0
10/21/2020 11H,0
10/21/2020 10H,0
10/21/2020 09H,-2
10/21/2020 08H,-1
10/21/2020 07H,0
10/21/2020 06H,0
10/21/2020 05H,0
10/21/2020 04H,0
10/21/2020 03H,0
10/21/2020 02H,0
10/21/2020 01H,-1
10/21/2020 00H,-2
10/20/2020 23H,35
10/20/2020 22H,120
10/20/2020 21H,154
10/20/2020 20H,147
10/20/2020 19H,160
10/20/2020 18H,143
10/20/2020 17H,173
10/20/2020 16H,142
10/20/2020 15H,132
10/20/2020 14H,69
10/20/2020 13H,9
10/20/2020 12H,0
10/20/2020 11H,0
10/20/2020 10H,-1
10/20/2020 09H,0
10/20/2020 08H,0
10/20/2020 07H,0
10/20/2020 06H,0
10/20/2020 05H,0
10/20/2020 04H,-2
10/20/2020 03H,0
10/20/2020 02H,0
10/20/2020 01H,0
10/20/2020 00H,0
10/19/2020 23H,20
10/19/2020 22H,75
10/19/2020 21H,136
10/19/2020 20H,138
10/19/2020 19H,141
10/19/2020 18H,121
10/19/2020 17H,114
10/19/2020 16H,91
10/19/2020 15H,79
10/19/2020 14H,60
10/19/2020 13H,11
10/19/2020 12H,0
10/19/2020 11H,0
10/19/2020 10H,-1
10/19/2020 09H,0
10/19/2020 08H,-2
10/19/2020 07H,0
10/19/2020 06H,0
10/19/2020 05H,0
10/19/2020 04H,0
10/19/2020 03H,0
10/19/2020 02H,-1
10/19/2020 01H,0
10/19/2020 00H,0
10/18/2020 23H,33
10/18/2020 22H,121
10/18/2020 21H,155
10/18/2020 20H,156
10/18/2020 19H,188
10/18/2020 18H,163
10/18/2020 17H,138
10/18/2020 16H,139
10/18/2020 15H,107
10/18/2020 14H,60
10/18/2020 13H,12
10/18/2020 12H,-2
10/18/2020 11H,0
10/18/2020 10H,0
10/18/2020 09H,-1
10/18/2020 08H,0
10/18/2020 07H,0
10/18/2020 06H,0
10/18/2020 05H,-2
10/18/2020 04H,0
10/18/2020 03H,-1
10/18/2020 02H,0
10/18/2020 01H,0
10/18/2020 00H,0
10/17/2020 23H,48
10/17/2020 22H,156
10/17/2020 21H,197
10/17/2020 20H,208
10/17/2020 19H,208
10/17/2020 18H,205
10/17/2020 17H,208
10/17/2020 16H,209
10/17/2020 15H,206
10/17/2020 14H,132
10/17/2020 13H,25
10/17/2020 12H,0
10/17/2020 11H,0
10/17/2020 10H,-1
10/17/2020 09H,0
10/17/2020 08H,0
10/17/2020 07H,-2
10/17/2020 06H,0
10/17/2020 05H,0
10/17/2020 04H,0
10/17/2020 03H,-1
10/17/2020 02H,0
10/17/2020 01H,0
10/17/2020 00H,0
10/16/2020 23H,57
10/16/2020 22H,169
10/16/2020 21H,207
10/16/2020 20H,209
10/16/2020 19H,207
10/16/2020 18H,206
10/16/2020 17H,206
10/16/2020 16H,205
10/16/2020 15H,198
10/16/2020 14H,127
10/16/2020 13H,18
10/16/2020 12H,-1
10/16/2020 11H,0
10/16/2020 10H,-2
10/16/2020 09H,0
10/16/2020 08H,0
10/16/2020 07H,0
10/16/2020 06H,0
10/16/2020 05H,0
10/16/2020 04H,0
10/16/2020 03H,0
10/16/2020 02H,0
10/16/2020 01H,-2
10/16/2020 00H,0
10/15/2020 23H,6
10/15/2020 22H,48
10/15/2020 21H,76
10/15/2020 20H,91
10/15/2020 19H,106
10/15/2020 18H,130
10/15/2020 17H,127
10/15/2020 16H,128
10/15/2020 15H,128
10/15/2020 14H,94
10/15/2020 13H,19
10/15/2020 12H,-1
10/15/2020 11H,0
10/15/2020 10H,-1
10/15/2020 09H,0
10/15/2020 08H,0
10/15/2020 07H,0
10/15/2020 06H,0
10/15/2020 05H,-2
10/15/2020 04H,0
10/15/2020 03H,-1
10/15/2020 02H,0
10/15/2020 01H,0
10/15/2020 00H,1
10/14/2020 23H,58
10/14/2020 22H,166
10/14/2020 21H,200
10/14/2020 20H,205
10/14/2020 19H,201
10/14/2020 18H,200
10/14/2020 17H,207
10/14/2020 16H,206
10/14/2020 15H,199
10/14/2020 14H,139
10/14/2020 13H,25
10/14/2020 12H,-1
10/14/2020 11H,0
10/14/2020 10H,0
10/14/2020 09H,-2
10/14/2020 08H,-1
10/14/2020 07H,-1
10/14/2020 06H,0
10/14/2020 05H,0
10/14/2020 04H,0
10/14/2020 03H,0
10/14/2020 02H,0
10/14/2020 01H,0
10/14/2020 00H,10
10/13/2020 23H,61
10/13/2020 22H,169
10/13/2020 21H,203
10/13/2020 20H,205
10/13/2020 19H,205
10/13/2020 18H,203
10/13/2020 17H,208
10/13/2020 16H,212
10/13/2020 15H,206
10/13/2020 14H,145
10/13/2020 13H,27
10/13/2020 12H,0
10/13/2020 11H,0
10/13/2020 10H,0
10/13/2020 09H,0
10/13/2020 08H,0
10/13/2020 07H,0
10/13/2020 06H,0
10/13/2020 05H,0
10/13/2020 04H,0
10/13/2020 03H,-2
10/13/2020 02H,0
10/13/2020 01H,-1
10/13/2020 00H,1
10/12/2020 23H,26
10/12/2020 22H,62
10/12/2020 21H,69
10/12/2020 20H,82
10/12/2020 19H,113
10/12/2020 18H,99
10/12/2020 17H,139
10/12/2020 16H,131
10/12/2020 15H,112
10/12/2020 14H,70
10/12/2020 13H,12
10/12/2020 12H,-1
10/12/2020 11H,0
10/12/2020 10H,0
10/12/2020 09H,-1
10/12/2020 08H,-2
10/12/2020 07H,0
10/12/2020 06H,0
10/12/2020 05H,-1
10/12/2020 04H,0
10/12/2020 03H,0
10/12/2020 02H,0
10/12/2020 01H,0
10/12/2020 00H,0
10/11/2020 23H,17
10/11/2020 22H,37
10/11/2020 21H,97
10/11/2020 20H,86
10/11/2020 19H,77
10/11/2020 18H,54
10/11/2020 17H,53
10/11/2020 16H,50
10/11/2020 15H,27
10/11/2020 14H,16
10/11/2020 13H,0
10/11/2020 12H,-2
10/11/2020 11H,-1
10/11/2020 10H,0
10/11/2020 09H,0
10/11/2020 08H,0
10/11/2020 07H,0
10/11/2020 06H,0
10/11/2020 05H,0
10/11/2020 04H,-1
10/11/2020 03H,-2
10/11/2020 02H,0
10/11/2020 01H,0
10/11/2020 00H,0
10/10/2020 23H,3
10/10/2020 22H,16
10/10/2020 21H,19
10/10/2020 20H,33
10/10/2020 19H,31
10/10/2020 18H,32
10/10/2020 17H,39
10/10/2020 16H,33
10/10/2020 15H,17
10/10/2020 14H,2
10/10/2020 13H,0
10/10/2020 12H,0
10/10/2020 11H,-1
10/10/2020 10H,0
10/10/2020 09H,-2
10/10/2020 08H,0
10/10/2020 07H,-2
10/10/2020 06H,0
10/10/2020 05H,0
10/10/2020 04H,0
10/10/2020 03H,0
10/10/2020 02H,0
10/10/2020 01H,0
10/10/2020 00H,-2
10/9/2020 23H,3
10/9/2020 22H,10
10/9/2020 21H,16
10/9/2020 20H,29
10/9/2020 19H,39
10/9/2020 18H,45
10/9/2020 17H,39
10/9/2020 16H,30
10/9/2020 15H,21
10/9/2020 14H,10
10/9/2020 13H,0
10/9/2020 12H,-1
10/9/2020 11H,0
10/9/2020 10H,-1
10/9/2020 09H,0
10/9/2020 08H,0
10/9/2020 07H,0
10/9/2020 06H,0
10/9/2020 05H,0
10/9/2020 04H,-2
10/9/2020 03H,-1
10/9/2020 02H,0
10/9/2020 01H,0
10/9/2020 00H,0
10/8/2020 23H,12
10/8/2020 22H,40
10/8/2020 21H,70
10/8/2020 20H,116
10/8/2020 19H,137
10/8/2020 18H,125
10/8/2020 17H,120
10/8/2020 16H,123
10/8/2020 15H,87
10/8/2020 14H,42
10/8/2020 13H,9
10/8/2020 12H,-1
10/8/2020 11H,0
10/8/2020 10H,0
10/8/2020 09H,0
10/8/2020 08H,-2
10/8/2020 07H,0
10/8/2020 06H,0
10/8/2020 05H,-1
10/8/2020 04H,0
10/8/2020 03H,0
10/8/2020 02H,-1
10/8/2020 01H,0
10/8/2020 00H,2
10/7/2020 23H,58
10/7/2020 22H,150
10/7/2020 21H,185
10/7/2020 20H,207
10/7/2020 19H,181
10/7/2020 18H,195
10/7/2020 17H,197
10/7/2020 16H,191
10/7/2020 15H,170
10/7/2020 14H,106
10/7/2020 13H,22
10/7/2020 12H,0
10/7/2020 11H,-2
10/7/2020 10H,-1
10/7/2020 09H,0
10/7/2020 08H,0
10/7/2020 07H,-1
10/7/2020 06H,0
10/7/2020 05H,0
10/7/2020 04H,0
10/7/2020 03H,-1
10/7/2020 02H,-2
10/7/2020 01H,0
10/7/2020 00H,2
10/6/2020 23H,60
10/6/2020 22H,160
10/6/2020 21H,198
10/6/2020 20H,217
10/6/2020 19H,204
10/6/2020 18H,205
10/6/2020 17H,209
10/6/2020 16H,209
10/6/2020 15H,204
10/6/2020 14H,151
10/6/2020 13H,33
10/6/2020 12H,-1
10/6/2020 11H,0
10/6/2020 10H,0
10/6/2020 09H,0
10/6/2020 08H,-1
10/6/2020 07H,0
10/6/2020 06H,-2
10/6/2020 05H,0
10/6/2020 04H,0
10/6/2020 03H,0
10/6/2020 02H,-1
10/6/2020 01H,0
10/6/2020 00H,6
10/5/2020 23H,80
10/5/2020 22H,183
10/5/2020 21H,212
10/5/2020 20H,214
10/5/2020 19H,216
10/5/2020 18H,211
10/5/2020 17H,216
10/5/2020 16H,215
10/5/2020 15H,215
10/5/2020 14H,153
10/5/2020 13H,34
10/5/2020 12H,0
10/5/2020 11H,0
10/5/2020 10H,-1
10/5/2020 09H,-2
10/5/2020 08H,0
10/5/2020 07H,0
10/5/2020 06H,-2
10/5/2020 05H,0
10/5/2020 04H,0
10/5/2020 03H,0
10/5/2020 02H,0
10/5/2020 01H,-1
10/5/2020 00H,3
10/4/2020 23H,52
10/4/2020 22H,113
10/4/2020 21H,150
10/4/2020 20H,143
10/4/2020 19H,148
10/4/2020 18H,181
10/4/2020 17H,196
10/4/2020 16H,198
10/4/2020 15H,168
10/4/2020 14H,96
10/4/2020 13H,18
10/4/2020 12H,0
10/4/2020 11H,0
10/4/2020 10H,0
10/4/2020 09H,0
10/4/2020 08H,0
10/4/2020 07H,0
10/4/2020 06H,0
10/4/2020 05H,0
10/4/2020 04H,-1
10/4/2020 03H,-2
10/4/2020 02H,0
10/4/2020 01H,0
10/4/2020 00H,2
10/3/2020 23H,67
10/3/2020 22H,162
10/3/2020 21H,201
10/3/2020 20H,211
10/3/2020 19H,212
10/3/2020 18H,210
10/3/2020 17H,212
10/3/2020 16H,211
10/3/2020 15H,200
10/3/2020 14H,148
10/3/2020 13H,37
10/3/2020 12H,0
10/3/2020 11H,0
10/3/2020 10H,0
10/3/2020 09H,-1
10/3/2020 08H,0
10/3/2020 07H,-2
10/3/2020 06H,-1
10/3/2020 05H,0
10/3/2020 04H,0
10/3/2020 03H,0
10/3/2020 02H,0
10/3/2020 01H,0
10/3/2020 00H,6
10/2/2020 23H,72
10/2/2020 22H,160
10/2/2020 21H,187
10/2/2020 20H,194
10/2/2020 19H,198
10/2/2020 18H,212
10/2/2020 17H,220
10/2/2020 16H,212
10/2/2020 15H,217
10/2/2020 14H,155
10/2/2020 13H,41
10/2/2020 12H,0
10/2/2020 11H,0
10/2/2020 10H,-3
10/2/2020 09H,-1
10/2/2020 08H,0
10/2/2020 07H,0
10/2/2020 06H,0
10/2/2020 05H,0
10/2/2020 04H,0
10/2/2020 03H,-1
10/2/2020 02H,0
10/2/2020 01H,-2
10/2/2020 00H,15
10/1/2020 23H,92
10/1/2020 22H,188
10/1/2020 21H,214
10/1/2020 20H,218
10/1/2020 19H,214
10/1/2020 18H,232
10/1/2020 17H,218
10/1/2020 16H,218
10/1/2020 15H,208
10/1/2020 14H,150
10/1/2020 13H,40
10/1/2020 12H,-1
10/1/2020 11H,0
10/1/2020 10H,0
10/1/2020 09H,0
10/1/2020 08H,-1
10/1/2020 07H,0
10/1/2020 06H,0
10/1/2020 05H,0
10/1/2020 04H,-2
10/1/2020 03H,0
10/1/2020 02H,0
10/1/2020 01H,0
10/1/2020 00H,14
09/30/2020 23H,87
09/30/2020 22H,190
09/30/2020 21H,214
09/30/2020 20H,217
09/30/2020 19H,217
09/30/2020 18H,231
09/30/2020 17H,206
09/30/2020 16H,221
09/30/2020 15H,206
09/30/2020 14H,155
09/30/2020 13H,40
09/30/2020 12H,0
09/30/2020 11H,-1
09/30/2020 10H,-1
09/30/2020 09H,0
09/30/2020 08H,-2
09/30/2020 07H,0
09/30/2020 06H,0
09/30/2020 05H,0
09/30/2020 04H,0
09/30/2020 03H,0
09/30/2020 02H,0
09/30/2020 01H,0
09/30/2020 00H,6
09/29/2020 23H,77
09/29/2020 22H,121
09/29/2020 21H,149
09/29/2020 20H,161
09/29/2020 19H,151
09/29/2020 18H,176
09/29/2020 17H,197
09/29/2020 16H,200
09/29/2020 15H,174
09/29/2020 14H,121
09/29/2020 13H,27
09/29/2020 12H,-1
09/29/2020 11H,-2
09/29/2020 10H,0
09/29/2020 09H,0
09/29/2020 08H,0
09/29/2020 07H,0
09/29/2020 06H,0
09/29/2020 05H,0
09/29/2020 04H,-1
09/29/2020 03H,0
09/29/2020 02H,-2
09/29/2020 01H,0
09/29/2020 00H,6
09/28/2020 23H,67
09/28/2020 22H,106
09/28/2020 21H,119
09/28/2020 20H,111
09/28/2020 19H,90
09/28/2020 18H,73
09/28/2020 17H,44
09/28/2020 16H,26
09/28/2020 15H,23
09/28/2020 14H,15
09/28/2020 13H,5
09/28/2020 12H,0
09/28/2020 11H,-1
09/28/2020 10H,0
09/28/2020 09H,0
09/28/2020 08H,0
09/28/2020 07H,0
09/28/2020 06H,-2
09/28/2020 05H,0
09/28/2020 04H,0
09/28/2020 03H,0
09/28/2020 02H,0
09/28/2020 01H,0
09/28/2020 00H,7
09/27/2020 23H,88
09/27/2020 22H,163
09/27/2020 21H,175
09/27/2020 20H,191
09/27/2020 19H,174
09/27/2020 18H,144
09/27/2020 17H,157
09/27/2020 16H,174
09/27/2020 15H,142
09/27/2020 14H,93
09/27/2020 13H,23
09/27/2020 12H,0
09/27/2020 11H,0
09/27/2020 10H,0
09/27/2020 09H,-2
09/27/2020 08H,0
09/27/2020 07H,0
09/27/2020 06H,-1
09/27/2020 05H,0
09/27/2020 04H,0
09/27/2020 03H,0
09/27/2020 02H,0
09/27/2020 01H,0
09/27/2020 00H,0
09/26/2020 23H,24
09/26/2020 22H,48
09/26/2020 21H,52
09/26/2020 20H,76
09/26/2020 19H,95
09/26/2020 18H,91
09/26/2020 17H,80
09/26/2020 16H,77
09/26/2020 15H,44
09/26/2020 14H,17
09/26/2020 13H,2
09/26/2020 12H,0
09/26/2020 11H,-2
09/26/2020 10H,-1
09/26/2020 09H,0
09/26/2020 08H,0
09/26/2020 07H,-1
09/26/2020 06H,0
09/26/2020 05H,0
09/26/2020 04H,-2
09/26/2020 03H,0
09/26/2020 02H,0
09/26/2020 01H,0
09/26/2020 00H,0
09/25/2020 23H,8
09/25/2020 22H,18
09/25/2020 21H,33
09/25/2020 20H,36
09/25/2020 19H,55
09/25/2020 18H,47
09/25/2020 17H,51
09/25/2020 16H,45
09/25/2020 15H,37
09/25/2020 14H,19
09/25/2020 13H,4
09/25/2020 12H,0
09/25/2020 11H,0
09/25/2020 10H,0
09/25/2020 09H,-1
09/25/2020 08H,0
09/25/2020 07H,-2
09/25/2020 06H,0
09/25/2020 05H,0
09/25/2020 04H,0
09/25/2020 03H,0
09/25/2020 02H,-1
09/25/2020 01H,0
09/25/2020 00H,1
09/24/2020 23H,8
09/24/2020 22H,19
09/24/2020 21H,29
09/24/2020 20H,36
09/24/2020 19H,45
09/24/2020 18H,50
09/24/2020 17H,51
09/24/2020 16H,41
09/24/2020 15H,25
09/24/2020 14H,12
09/24/2020 13H,1
09/24/2020 12H,0
09/24/2020 11H,-2
09/24/2020 10H,0
09/24/2020 09H,0
09/24/2020 08H,-1
09/24/2020 07H,0
09/24/2020 06H,-1
09/24/2020 05H,0
09/24/2020 04H,0
09/24/2020 03H,-1
09/24/2020 02H,-2
09/24/2020 01H,0
09/24/2020 00H,0
09/23/2020 23H,6
09/23/2020 22H,15
09/23/2020 21H,23
09/23/2020 20H,36
09/23/2020 19H,35
09/23/2020 18H,47
09/23/2020 17H,43
09/23/2020 16H,39
09/23/2020 15H,25
09/23/2020 14H,12
09/23/2020 13H,2
09/23/2020 12H,-1
09/23/2020 11H,0
09/23/2020 10H,-1
09/23/2020 09H,0
09/23/2020 08H,0
09/23/2020 07H,0
09/23/2020 06H,-2
09/23/2020 05H,0
09/23/2020 04H,0
09/23/2020 03H,-1
09/23/2020 02H,0
09/23/2020 01H,0
09/23/2020 00H,4
09/22/2020 23H,23
09/22/2020 22H,57
09/22/2020 21H,78
09/22/2020 20H,102
09/22/2020 19H,134
09/22/2020 18H,130
09/22/2020 17H,115
09/22/2020 16H,97
09/22/2020 15H,83
09/22/2020 14H,82
09/22/2020 13H,25
09/22/2020 12H,0
09/22/2020 11H,0
09/22/2020 10H,0
09/22/2020 09H,-2
09/22/2020 08H,-1
09/22/2020 07H,0
09/22/2020 06H,0
09/22/2020 05H,0
09/22/2020 04H,-1
09/22/2020 03H,0
09/22/2020 02H,0
09/22/2020 01H,0
09/22/2020 00H,11
09/21/2020 23H,99
09/21/2020 22H,170
09/21/2020 21H,198
09/21/2020 20H,216
09/21/2020 19H,222
09/21/2020 18H,218
09/21/2020 17H,223
09/21/2020 16H,220
09/21/2020 15H,210
09/21/2020 14H,156
09/21/2020 13H,47
09/21/2020 12H,-2
09/21/2020 11H,0
09/21/2020 10H,-1
09/21/2020 09H,0
09/21/2020 08H,0
09/21/2020 07H,0
09/21/2020 06H,0
09/21/2020 05H,0
09/21/2020 04H,0
09/21/2020 03H,-2
09/21/2020 02H,-1
09/21/2020 01H,0
09/21/2020 00H,11
09/20/2020 23H,89
09/20/2020 22H,160
09/20/2020 21H,179
09/20/2020 20H,196
09/20/2020 19H,190
09/20/2020 18H,202
09/20/2020 17H,205
09/20/2020 16H,193
09/20/2020 15H,178
09/20/2020 14H,138
09/20/2020 13H,43
09/20/2020 12H,0
09/20/2020 11H,0
09/20/2020 10H,0
09/20/2020 09H,0
09/20/2020 08H,0
09/20/2020 07H,0
09/20/2020 06H,-2
09/20/2020 05H,0
09/20/2020 04H,0
09/20/2020 03H,0
09/20/2020 02H,0
09/20/2020 01H,0
09/20/2020 00H,10
09/19/2020 23H,67
09/19/2020 22H,108
09/19/2020 21H,126
09/19/2020 20H,131
09/19/2020 19H,142
09/19/2020 18H,146
09/19/2020 17H,161
09/19/2020 16H,184
09/19/2020 15H,161
09/19/2020 14H,123
09/19/2020 13H,30
09/19/2020 12H,0
09/19/2020 11H,0
09/19/2020 10H,0
09/19/2020 09H,-2
09/19/2020 08H,-1
09/19/2020 07H,0
09/19/2020 06H,0
09/19/2020 05H,-1
09/19/2020 04H,0
09/19/2020 03H,0
09/19/2020 02H,0
09/19/2020 01H,-1
09/19/2020 00H,10
09/18/2020 23H,53
09/18/2020 22H,109
09/18/2020 21H,151
09/18/2020 20H,175
09/18/2020 19H,179
09/18/2020 18H,178
09/18/2020 17H,183
09/18/2020 16H,181
09/18/2020 15H,162
09/18/2020 14H,94
09/18/2020 13H,24
09/18/2020 12H,-2
09/18/2020 11H,0
09/18/2020 10H,0
09/18/2020 09H,0
09/18/2020 08H,0
09/18/2020 07H,0
09/18/2020 06H,0
09/18/2020 05H,0
09/18/2020 04H,0
09/18/2020 03H,-2
09/18/2020 02H,0
09/18/2020 01H,0
09/18/2020 00H,6
09/17/2020 23H,59
09/17/2020 22H,142
09/17/2020 21H,180
09/17/2020 20H,182
09/17/2020 19H,187
09/17/2020 18H,176
09/17/2020 17H,182
09/17/2020 16H,198
09/17/2020 15H,193
09/17/2020 14H,128
09/17/2020 13H,28
09/17/2020 12H,-1
09/17/2020 11H,0
09/17/2020 10H,0
09/17/2020 09H,0
09/17/2020 08H,0
09/17/2020 07H,-2
09/17/2020 06H,0
09/17/2020 05H,-1
09/17/2020 04H,0
09/17/2020 03H,0
09/17/2020 02H,0
09/17/2020 01H,0
09/17/2020 00H,8
09/16/2020 23H,42
09/16/2020 22H,79
09/16/2020 21H,68
09/16/2020 20H,99
09/16/2020 19H,95
09/16/2020 18H,96
09/16/2020 17H,110
09/16/2020 16H,112
09/16/2020 15H,117
09/16/2020 14H,90
09/16/2020 13H,27
09/16/2020 12H,0
09/16/2020 11H,0
09/16/2020 10H,-2
09/16/2020 09H,0
09/16/2020 08H,0
09/16/2020 07H,0
09/16/2020 06H,0
09/16/2020 05H,-1
09/16/2020 04H,0
09/16/2020 03H,0
09/16/2020 02H,0
09/16/2020 01H,-2
09/16/2020 00H,26
09/15/2020 23H,76
09/15/2020 22H,112
09/15/2020 21H,129
09/15/2020 20H,108
09/15/2020 19H,130
09/15/2020 18H,145
09/15/2020 17H,129
09/15/2020 16H,153
09/15/2020 15H,183
09/15/2020 14H,93
09/15/2020 13H,31
09/15/2020 12H,4
09/15/2020 11H,4
09/15/2020 10H,4
09/15/2020 09H,4
09/15/2020 08H,4
09/15/2020 07H,4
09/15/2020 06H,4
09/15/2020 05H,4
09/15/2020 04H,2
09/15/2020 03H,4
09/15/2020 02H,4
09/15/2020 01H,4
09/15/2020 00H,22
09/14/2020 23H,73
09/14/2020 22H,135
09/14/2020 21H,155
09/14/2020 20H,166
09/14/2020 19H,172
09/14/2020 18H,167
09/14/2020 17H,150
09/14/2020 16H,120
09/14/2020 15H,94
09/14/2020 14H,66
09/14/2020 13H,25
09/14/2020 12H,6
09/14/2020 11H,6
09/14/2020 10H,6
09/14/2020 09H,6
09/14/2020 08H,6
09/14/2020 07H,4
09/14/2020 06H,6
09/14/2020 05H,6
09/14/2020 04H,6
09/14/2020 03H,6
09/14/2020 02H,0
09/14/2020 01H,0
09/14/2020 00H,21
09/13/2020 23H,38
09/13/2020 22H,69
09/13/2020 21H,81
09/13/2020 20H,64
09/13/2020 19H,61
09/13/2020 18H,69
09/13/2020 17H,36
09/13/2020 16H,33
09/13/2020 15H,41
09/13/2020 14H,18
09/13/2020 13H,8
09/13/2020 12H,0
09/13/2020 11H,0
09/13/2020 10H,-2
09/13/2020 09H,0
09/13/2020 08H,0
09/13/2020 07H,0
09/13/2020 06H,0
09/13/2020 05H,0
09/13/2020 04H,0
09/13/2020 03H,0
09/13/2020 02H,0
09/13/2020 01H,-2
09/13/2020 00H,3
09/12/2020 23H,8
09/12/2020 22H,25
09/12/2020 21H,29
09/12/2020 20H,56
09/12/2020 19H,87
09/12/2020 18H,68
09/12/2020 17H,78
09/12/2020 16H,121
09/12/2020 15H,96
09/12/2020 14H,64
09/12/2020 13H,15
09/12/2020 12H,-1
09/12/2020 11H,0
09/12/2020 10H,0
09/12/2020 09H,-1
09/12/2020 08H,0
09/12/2020 07H,0
09/12/2020 06H,0
09/12/2020 05H,-2
09/12/2020 04H,0
09/12/2020 03H,0
09/12/2020 02H,0
09/12/2020 01H,0
09/12/2020 00H,19
09/11/2020 23H,103
09/11/2020 22H,134
09/11/2020 21H,167
09/11/2020 20H,159
09/11/2020 19H,160
09/11/2020 18H,168
09/11/2020 17H,180
09/11/2020 16H,180
09/11/2020 15H,163
09/11/2020 14H,125
09/11/2020 13H,38
09/11/2020 12H,1
09/11/2020 11H,0
09/11/2020 10H,-1
09/11/2020 09H,0
09/11/2020 08H,-2
09/11/2020 07H,0
09/11/2020 06H,0
09/11/2020 05H,0
09/11/2020 04H,0
09/11/2020 03H,0
09/11/2020 02H,0
09/11/2020 01H,-1
09/11/2020 00H,20
09/10/2020 23H,101
09/10/2020 22H,142
09/10/2020 21H,153
09/10/2020 20H,147
09/10/2020 19H,166
09/10/2020 18H,154
09/10/2020 17H,164
09/10/2020 16H,178
09/10/2020 15H,156
09/10/2020 14H,117
09/10/2020 13H,44
09/10/2020 12H,0
09/10/2020 11H,0
09/10/2020 10H,-2
09/10/2020 09H,0
09/10/2020 08H,0
09/10/2020 07H,-1
09/10/2020 06H,0
09/10/2020 05H,0
09/10/2020 04H,0
09/10/2020 03H,6
09/10/2020 02H,6
09/10/2020 01H,5
09/10/2020 00H,28
09/9/2020 23H,106
09/9/2020 22H,154
09/9/2020 21H,168
09/9/2020 20H,187
09/9/2020 19H,178
09/9/2020 18H,184
09/9/2020 17H,191
09/9/2020 16H,196
09/9/2020 15H,163
09/9/2020 14H,125
09/9/2020 13H,40
09/9/2020 12H,1
09/9/2020 11H,0
09/9/2020 10H,-1
09/9/2020 09H,0
09/9/2020 08H,0
09/9/2020 07H,0
09/9/2020 06H,0
09/9/2020 05H,0
09/9/2020 04H,-2
09/9/2020 03H,0
09/9/2020 02H,0
09/9/2020 01H,0
09/9/2020 00H,24
09/8/2020 23H,99
09/8/2020 22H,149
09/8/2020 21H,172
09/8/2020 20H,184
09/8/2020 19H,185
09/8/2020 18H,183
09/8/2020 17H,195
09/8/2020 16H,178
09/8/2020 15H,165
09/8/2020 14H,121
09/8/2020 13H,47
09/8/2020 12H,0
09/8/2020 11H,0
09/8/2020 10H,0
09/8/2020 09H,0
09/8/2020 08H,0
09/8/2020 07H,-2
09/8/2020 06H,0
09/8/2020 05H,-1
09/8/2020 04H,-1
09/8/2020 03H,0
09/8/2020 02H,-1
09/8/2020 01H,0
09/8/2020 00H,31
09/7/2020 23H,123
09/7/2020 22H,175
09/7/2020 21H,191
09/7/2020 20H,197
09/7/2020 19H,201
09/7/2020 18H,203
09/7/2020 17H,201
09/7/2020 16H,198
09/7/2020 15H,189
09/7/2020 14H,152
09/7/2020 13H,55
09/7/2020 12H,1
09/7/2020 11H,0
09/7/2020 10H,-2
09/7/2020 09H,0
09/7/2020 08H,0
09/7/2020 07H,-1
09/7/2020 06H,0
09/7/2020 05H,0
09/7/2020 04H,-1
09/7/2020 03H,0
09/7/2020 02H,0
09/7/2020 01H,-1
09/7/2020 00H,34
09/6/2020 23H,131
09/6/2020 22H,181
09/6/2020 21H,192
09/6/2020 20H,197
09/6/2020 19H,197
09/6/2020 18H,194
09/6/2020 17H,195
09/6/2020 16H,190
09/6/2020 15H,182
09/6/2020 14H,142
09/6/2020 13H,53
09/6/2020 12H,0
09/6/2020 11H,0
09/6/2020 10H,0
09/6/2020 09H,0
09/6/2020 08H,-1
09/6/2020 07H,0
09/6/2020 06H,0
09/6/2020 05H,0
09/6/2020 04H,0
09/6/2020 03H,-2
09/6/2020 02H,0
09/6/2020 01H,0
09/6/2020 00H,33
09/5/2020 23H,115
09/5/2020 22H,156
09/5/2020 21H,160
09/5/2020 20H,177
09/5/2020 19H,184
09/5/2020 18H,193
09/5/2020 17H,184
09/5/2020 16H,188
09/5/2020 15H,173
09/5/2020 14H,125
09/5/2020 13H,38
09/5/2020 12H,0
09/5/2020 11H,0
09/5/2020 10H,0
09/5/2020 09H,0
09/5/2020 08H,0
09/5/2020 07H,-1
09/5/2020 06H,-2
09/5/2020 05H,0
09/5/2020 04H,0
09/5/2020 03H,-1
09/5/2020 02H,0
09/5/2020 01H,0
09/5/2020 00H,22
09/4/2020 23H,77
09/4/2020 22H,114
09/4/2020 21H,122
09/4/2020 20H,100
09/4/2020 19H,146
09/4/2020 18H,136
