Net generation from wind for Southwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390116&sdid=EBA.SW-ALL.NG.WND.H
19:22:21 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SW-ALL.NG.WND.H megawatthours
03/6/2021 22H,558
03/6/2021 21H,555
03/6/2021 20H,571
03/6/2021 19H,563
03/6/2021 18H,433
03/6/2021 17H,263
03/6/2021 16H,116
03/6/2021 15H,42
03/6/2021 14H,26
03/6/2021 13H,45
03/6/2021 12H,41
03/6/2021 11H,34
03/6/2021 10H,58
03/6/2021 09H,75
03/6/2021 08H,100
03/6/2021 07H,124
03/6/2021 06H,216
03/6/2021 05H,274
03/6/2021 04H,367
03/6/2021 03H,422
03/6/2021 02H,360
03/6/2021 01H,352
03/6/2021 00H,359
03/5/2021 23H,442
03/5/2021 22H,548
03/5/2021 21H,592
03/5/2021 20H,643
03/5/2021 19H,669
03/5/2021 18H,688
03/5/2021 17H,594
03/5/2021 16H,454
03/5/2021 15H,482
03/5/2021 14H,588
03/5/2021 13H,666
03/5/2021 12H,748
03/5/2021 11H,789
03/5/2021 10H,754
03/5/2021 09H,706
03/5/2021 08H,730
03/5/2021 07H,770
03/5/2021 06H,787
03/5/2021 05H,770
03/5/2021 04H,839
03/5/2021 03H,820
03/5/2021 02H,833
03/5/2021 01H,838
03/5/2021 00H,685
03/4/2021 23H,745
03/4/2021 22H,753
03/4/2021 21H,745
03/4/2021 20H,730
03/4/2021 19H,716
03/4/2021 18H,731
03/4/2021 17H,696
03/4/2021 16H,690
03/4/2021 15H,600
03/4/2021 14H,758
03/4/2021 13H,871
03/4/2021 12H,905
03/4/2021 11H,861
03/4/2021 10H,798
03/4/2021 09H,778
03/4/2021 08H,912
03/4/2021 07H,982
03/4/2021 06H,944
03/4/2021 05H,901
03/4/2021 04H,943
03/4/2021 03H,903
03/4/2021 02H,666
03/4/2021 01H,610
03/4/2021 00H,718
03/3/2021 23H,687
03/3/2021 22H,525
03/3/2021 21H,411
03/3/2021 20H,384
03/3/2021 19H,280
03/3/2021 18H,232
03/3/2021 17H,372
03/3/2021 16H,407
03/3/2021 15H,515
03/3/2021 14H,583
03/3/2021 13H,561
03/3/2021 12H,551
03/3/2021 11H,542
03/3/2021 10H,575
03/3/2021 09H,639
03/3/2021 08H,682
03/3/2021 07H,709
03/3/2021 06H,659
03/3/2021 05H,651
03/3/2021 04H,668
03/3/2021 03H,714
03/3/2021 02H,684
03/3/2021 01H,611
03/3/2021 00H,523
03/2/2021 23H,495
03/2/2021 22H,552
03/2/2021 21H,621
03/2/2021 20H,651
03/2/2021 19H,516
03/2/2021 18H,467
03/2/2021 17H,366
03/2/2021 16H,378
03/2/2021 15H,501
03/2/2021 14H,495
03/2/2021 13H,526
03/2/2021 12H,604
03/2/2021 11H,620
03/2/2021 10H,511
03/2/2021 09H,424
03/2/2021 08H,339
03/2/2021 07H,206
03/2/2021 06H,152
03/2/2021 05H,169
03/2/2021 04H,67
03/2/2021 03H,20
03/2/2021 02H,6
03/2/2021 01H,1
03/2/2021 00H,6
03/1/2021 23H,15
03/1/2021 22H,25
03/1/2021 21H,32
03/1/2021 20H,71
03/1/2021 19H,88
03/1/2021 18H,115
03/1/2021 17H,89
03/1/2021 16H,68
03/1/2021 15H,48
03/1/2021 14H,71
03/1/2021 13H,108
03/1/2021 12H,82
03/1/2021 11H,127
03/1/2021 10H,239
03/1/2021 09H,456
03/1/2021 08H,465
03/1/2021 07H,640
03/1/2021 06H,839
03/1/2021 05H,987
03/1/2021 04H,993
03/1/2021 03H,969
03/1/2021 02H,966
03/1/2021 01H,1130
03/1/2021 00H,1015
02/28/2021 23H,902
02/28/2021 22H,846
02/28/2021 21H,853
02/28/2021 20H,912
02/28/2021 19H,958
02/28/2021 18H,993
02/28/2021 17H,1037
02/28/2021 16H,889
02/28/2021 15H,768
02/28/2021 14H,766
02/28/2021 13H,664
02/28/2021 12H,640
02/28/2021 11H,717
02/28/2021 10H,744
02/28/2021 09H,986
02/28/2021 08H,1028
02/28/2021 07H,911
02/28/2021 06H,709
02/28/2021 05H,482
02/28/2021 04H,594
02/28/2021 03H,830
02/28/2021 02H,916
02/28/2021 01H,846
02/28/2021 00H,908
02/27/2021 23H,969
02/27/2021 22H,978
02/27/2021 21H,968
02/27/2021 20H,1012
02/27/2021 19H,950
02/27/2021 18H,914
02/27/2021 17H,881
02/27/2021 16H,945
02/27/2021 15H,1068
02/27/2021 14H,1105
02/27/2021 13H,1084
02/27/2021 12H,1049
02/27/2021 11H,838
02/27/2021 10H,973
02/27/2021 09H,1101
02/27/2021 08H,1137
02/27/2021 07H,1114
02/27/2021 06H,1176
02/27/2021 05H,1158
02/27/2021 04H,1069
02/27/2021 03H,775
02/27/2021 02H,637
02/27/2021 01H,734
02/27/2021 00H,860
02/26/2021 23H,674
02/26/2021 22H,627
02/26/2021 21H,675
02/26/2021 20H,771
02/26/2021 19H,791
02/26/2021 18H,810
02/26/2021 17H,849
02/26/2021 16H,857
02/26/2021 15H,868
02/26/2021 14H,865
02/26/2021 13H,764
02/26/2021 12H,721
02/26/2021 11H,634
02/26/2021 10H,565
02/26/2021 09H,418
02/26/2021 08H,255
02/26/2021 07H,171
02/26/2021 06H,200
02/26/2021 05H,135
02/26/2021 04H,153
02/26/2021 03H,146
02/26/2021 02H,202
02/26/2021 01H,304
02/26/2021 00H,365
02/25/2021 23H,474
02/25/2021 22H,605
02/25/2021 21H,615
02/25/2021 20H,665
02/25/2021 19H,738
02/25/2021 18H,880
02/25/2021 17H,983
02/25/2021 16H,1050
02/25/2021 15H,1091
02/25/2021 14H,1148
02/25/2021 13H,1081
02/25/2021 12H,1086
02/25/2021 11H,967
02/25/2021 10H,874
02/25/2021 09H,831
02/25/2021 08H,913
02/25/2021 07H,878
02/25/2021 06H,837
02/25/2021 05H,869
02/25/2021 04H,878
02/25/2021 03H,792
02/25/2021 02H,741
02/25/2021 01H,730
02/25/2021 00H,790
02/24/2021 23H,623
02/24/2021 22H,461
02/24/2021 21H,374
02/24/2021 20H,381
02/24/2021 19H,366
02/24/2021 18H,355
02/24/2021 17H,374
02/24/2021 16H,378
02/24/2021 15H,523
02/24/2021 14H,619
02/24/2021 13H,407
02/24/2021 12H,432
02/24/2021 11H,507
02/24/2021 10H,539
02/24/2021 09H,733
02/24/2021 08H,569
02/24/2021 07H,640
02/24/2021 06H,780
02/24/2021 05H,907
02/24/2021 04H,917
02/24/2021 03H,966
02/24/2021 02H,952
02/24/2021 01H,987
02/24/2021 00H,853
02/23/2021 23H,736
02/23/2021 22H,640
02/23/2021 21H,618
02/23/2021 20H,653
02/23/2021 19H,728
02/23/2021 18H,688
02/23/2021 17H,512
02/23/2021 16H,592
02/23/2021 15H,727
02/23/2021 14H,640
02/23/2021 13H,552
02/23/2021 12H,500
02/23/2021 11H,488
02/23/2021 10H,501
02/23/2021 09H,550
02/23/2021 08H,490
02/23/2021 07H,469
02/23/2021 06H,516
02/23/2021 05H,594
02/23/2021 04H,595
02/23/2021 03H,600
02/23/2021 02H,601
02/23/2021 01H,647
02/23/2021 00H,622
02/22/2021 23H,777
02/22/2021 22H,782
02/22/2021 21H,772
02/22/2021 20H,750
02/22/2021 19H,739
02/22/2021 18H,739
02/22/2021 17H,741
02/22/2021 16H,861
02/22/2021 15H,859
02/22/2021 14H,813
02/22/2021 13H,781
02/22/2021 12H,838
02/22/2021 11H,830
02/22/2021 10H,866
02/22/2021 09H,857
02/22/2021 08H,824
02/22/2021 07H,804
02/22/2021 06H,823
02/22/2021 05H,817
02/22/2021 04H,835
02/22/2021 03H,819
02/22/2021 02H,880
02/22/2021 01H,899
02/22/2021 00H,941
02/21/2021 23H,913
02/21/2021 22H,907
02/21/2021 21H,876
02/21/2021 20H,793
02/21/2021 19H,527
02/21/2021 18H,673
02/21/2021 17H,713
02/21/2021 16H,771
02/21/2021 15H,890
02/21/2021 14H,901
02/21/2021 13H,924
02/21/2021 12H,934
02/21/2021 11H,894
02/21/2021 10H,849
02/21/2021 09H,874
02/21/2021 08H,862
02/21/2021 07H,916
02/21/2021 06H,949
02/21/2021 05H,974
02/21/2021 04H,954
02/21/2021 03H,972
02/21/2021 02H,992
02/21/2021 01H,990
02/21/2021 00H,1079
02/20/2021 23H,1041
02/20/2021 22H,1024
02/20/2021 21H,993
02/20/2021 20H,1121
02/20/2021 19H,1039
02/20/2021 18H,954
02/20/2021 17H,1023
02/20/2021 16H,1045
02/20/2021 15H,1108
02/20/2021 14H,1165
02/20/2021 13H,1136
02/20/2021 12H,1050
02/20/2021 11H,1080
02/20/2021 10H,1126
02/20/2021 09H,1091
02/20/2021 08H,1071
02/20/2021 07H,1121
02/20/2021 06H,1070
02/20/2021 05H,961
02/20/2021 04H,845
02/20/2021 03H,764
02/20/2021 02H,730
02/20/2021 01H,711
02/20/2021 00H,746
02/19/2021 23H,774
02/19/2021 22H,786
02/19/2021 21H,806
02/19/2021 20H,825
02/19/2021 19H,807
02/19/2021 18H,773
02/19/2021 17H,691
02/19/2021 16H,638
02/19/2021 15H,716
02/19/2021 14H,682
02/19/2021 13H,686
02/19/2021 12H,703
02/19/2021 11H,763
02/19/2021 10H,736
02/19/2021 09H,710
02/19/2021 08H,665
02/19/2021 07H,614
02/19/2021 06H,424
02/19/2021 05H,295
02/19/2021 04H,279
02/19/2021 03H,263
02/19/2021 02H,226
02/19/2021 01H,121
02/19/2021 00H,138
02/18/2021 23H,131
02/18/2021 22H,164
02/18/2021 21H,154
02/18/2021 20H,107
02/18/2021 19H,143
02/18/2021 18H,239
02/18/2021 17H,247
02/18/2021 16H,229
02/18/2021 15H,331
02/18/2021 14H,337
02/18/2021 13H,410
02/18/2021 12H,524
02/18/2021 11H,545
02/18/2021 10H,721
02/18/2021 09H,771
02/18/2021 08H,598
02/18/2021 07H,556
02/18/2021 06H,529
02/18/2021 05H,459
02/18/2021 04H,423
02/18/2021 03H,445
02/18/2021 02H,627
02/18/2021 01H,560
02/18/2021 00H,560
02/17/2021 23H,508
02/17/2021 22H,466
02/17/2021 21H,407
02/17/2021 20H,358
02/17/2021 19H,342
02/17/2021 18H,303
02/17/2021 17H,163
02/17/2021 16H,155
02/17/2021 15H,226
02/17/2021 14H,264
02/17/2021 13H,312
02/17/2021 12H,378
02/17/2021 11H,440
02/17/2021 10H,599
02/17/2021 09H,775
02/17/2021 08H,650
02/17/2021 07H,755
02/17/2021 06H,712
02/17/2021 05H,735
02/17/2021 04H,745
02/17/2021 03H,868
02/17/2021 02H,1000
02/17/2021 01H,866
02/17/2021 00H,791
02/16/2021 23H,862
02/16/2021 22H,894
02/16/2021 21H,892
02/16/2021 20H,824
02/16/2021 19H,717
02/16/2021 18H,855
02/16/2021 17H,738
02/16/2021 16H,577
02/16/2021 15H,575
02/16/2021 14H,570
02/16/2021 13H,515
02/16/2021 12H,543
02/16/2021 11H,683
02/16/2021 10H,781
02/16/2021 09H,943
02/16/2021 08H,964
02/16/2021 07H,975
02/16/2021 06H,950
02/16/2021 05H,926
02/16/2021 04H,849
02/16/2021 03H,837
02/16/2021 02H,797
02/16/2021 01H,748
02/16/2021 00H,686
02/15/2021 23H,565
02/15/2021 22H,521
02/15/2021 21H,477
02/15/2021 20H,366
02/15/2021 19H,234
02/15/2021 18H,199
02/15/2021 17H,163
02/15/2021 16H,106
02/15/2021 15H,137
02/15/2021 14H,147
02/15/2021 13H,129
02/15/2021 12H,164
02/15/2021 11H,119
02/15/2021 10H,115
02/15/2021 09H,23
02/15/2021 08H,18
02/15/2021 07H,19
02/15/2021 06H,17
02/15/2021 05H,35
02/15/2021 04H,38
02/15/2021 03H,37
02/15/2021 02H,79
02/15/2021 01H,172
02/15/2021 00H,259
02/14/2021 23H,302
02/14/2021 22H,352
02/14/2021 21H,357
02/14/2021 20H,374
02/14/2021 19H,409
02/14/2021 18H,460
02/14/2021 17H,450
02/14/2021 16H,498
02/14/2021 15H,470
02/14/2021 14H,468
02/14/2021 13H,506
02/14/2021 12H,633
02/14/2021 11H,737
02/14/2021 10H,805
02/14/2021 09H,781
02/14/2021 08H,704
02/14/2021 07H,679
02/14/2021 06H,487
02/14/2021 05H,549
02/14/2021 04H,617
02/14/2021 03H,716
02/14/2021 02H,678
02/14/2021 01H,755
02/14/2021 00H,971
02/13/2021 23H,892
02/13/2021 22H,683
02/13/2021 21H,494
02/13/2021 20H,531
02/13/2021 19H,522
02/13/2021 18H,586
02/13/2021 17H,523
02/13/2021 16H,543
02/13/2021 15H,608
02/13/2021 14H,540
02/13/2021 13H,583
02/13/2021 12H,672
02/13/2021 11H,592
02/13/2021 10H,396
02/13/2021 09H,257
02/13/2021 08H,275
02/13/2021 07H,335
02/13/2021 06H,262
02/13/2021 05H,216
02/13/2021 04H,259
02/13/2021 03H,307
02/13/2021 02H,412
02/13/2021 01H,564
02/13/2021 00H,662
02/12/2021 23H,512
02/12/2021 22H,446
02/12/2021 21H,232
02/12/2021 20H,208
02/12/2021 19H,205
02/12/2021 18H,243
02/12/2021 17H,282
02/12/2021 16H,430
02/12/2021 15H,559
02/12/2021 14H,580
02/12/2021 13H,607
02/12/2021 12H,562
02/12/2021 11H,531
02/12/2021 10H,565
02/12/2021 09H,655
02/12/2021 08H,667
02/12/2021 07H,740
02/12/2021 06H,845
02/12/2021 05H,796
02/12/2021 04H,773
02/12/2021 03H,910
02/12/2021 02H,876
02/12/2021 01H,725
02/12/2021 00H,624
02/11/2021 23H,477
02/11/2021 22H,431
02/11/2021 21H,466
02/11/2021 20H,432
02/11/2021 19H,469
02/11/2021 18H,466
02/11/2021 17H,470
02/11/2021 16H,310
02/11/2021 15H,279
02/11/2021 14H,235
02/11/2021 13H,159
02/11/2021 12H,144
02/11/2021 11H,247
02/11/2021 10H,335
02/11/2021 09H,344
02/11/2021 08H,265
02/11/2021 07H,139
02/11/2021 06H,149
02/11/2021 05H,237
02/11/2021 04H,387
02/11/2021 03H,444
02/11/2021 02H,463
02/11/2021 01H,449
02/11/2021 00H,511
02/10/2021 23H,522
02/10/2021 22H,575
02/10/2021 21H,656
02/10/2021 20H,621
02/10/2021 19H,522
02/10/2021 18H,440
02/10/2021 17H,427
02/10/2021 16H,518
02/10/2021 15H,529
02/10/2021 14H,543
02/10/2021 13H,619
02/10/2021 12H,604
02/10/2021 11H,679
02/10/2021 10H,681
02/10/2021 09H,744
02/10/2021 08H,665
02/10/2021 07H,540
02/10/2021 06H,552
02/10/2021 05H,658
02/10/2021 04H,682
02/10/2021 03H,675
02/10/2021 02H,649
02/10/2021 01H,836
02/10/2021 00H,971
02/9/2021 23H,1017
02/9/2021 22H,1043
02/9/2021 21H,1054
02/9/2021 20H,1098
02/9/2021 19H,1039
02/9/2021 18H,934
02/9/2021 17H,833
02/9/2021 16H,768
02/9/2021 15H,844
02/9/2021 14H,943
02/9/2021 13H,1011
02/9/2021 12H,941
02/9/2021 11H,912
02/9/2021 10H,928
02/9/2021 09H,922
02/9/2021 08H,995
02/9/2021 07H,974
02/9/2021 06H,1017
02/9/2021 05H,1101
02/9/2021 04H,1122
02/9/2021 03H,1072
02/9/2021 02H,1091
02/9/2021 01H,1033
02/9/2021 00H,1055
02/8/2021 23H,965
02/8/2021 22H,905
02/8/2021 21H,844
02/8/2021 20H,852
02/8/2021 19H,802
02/8/2021 18H,745
02/8/2021 17H,600
02/8/2021 16H,479
02/8/2021 15H,580
02/8/2021 14H,662
02/8/2021 13H,587
02/8/2021 12H,710
02/8/2021 11H,678
02/8/2021 10H,698
02/8/2021 09H,819
02/8/2021 08H,929
02/8/2021 07H,961
02/8/2021 06H,892
02/8/2021 05H,782
02/8/2021 04H,733
02/8/2021 03H,690
02/8/2021 02H,656
02/8/2021 01H,718
02/8/2021 00H,729
02/7/2021 23H,619
02/7/2021 22H,592
02/7/2021 21H,586
02/7/2021 20H,700
02/7/2021 19H,673
02/7/2021 18H,684
02/7/2021 17H,673
02/7/2021 16H,652
02/7/2021 15H,676
02/7/2021 14H,767
02/7/2021 13H,794
02/7/2021 12H,795
02/7/2021 11H,848
02/7/2021 10H,881
02/7/2021 09H,830
02/7/2021 08H,827
02/7/2021 07H,856
02/7/2021 06H,861
02/7/2021 05H,794
02/7/2021 04H,737
02/7/2021 03H,699
02/7/2021 02H,670
02/7/2021 01H,693
02/7/2021 00H,639
02/6/2021 23H,569
02/6/2021 22H,528
02/6/2021 21H,493
02/6/2021 20H,550
02/6/2021 19H,698
02/6/2021 18H,806
02/6/2021 17H,815
02/6/2021 16H,808
02/6/2021 15H,899
02/6/2021 14H,872
02/6/2021 13H,845
02/6/2021 12H,827
02/6/2021 11H,826
02/6/2021 10H,857
02/6/2021 09H,938
02/6/2021 08H,924
02/6/2021 07H,929
02/6/2021 06H,878
02/6/2021 05H,892
02/6/2021 04H,874
02/6/2021 03H,805
02/6/2021 02H,822
02/6/2021 01H,762
02/6/2021 00H,745
02/5/2021 23H,729
02/5/2021 22H,690
02/5/2021 21H,644
02/5/2021 20H,605
02/5/2021 19H,558
02/5/2021 18H,567
02/5/2021 17H,613
02/5/2021 16H,596
02/5/2021 15H,498
02/5/2021 14H,511
02/5/2021 13H,612
02/5/2021 12H,646
02/5/2021 11H,752
02/5/2021 10H,814
02/5/2021 09H,804
02/5/2021 08H,727
02/5/2021 07H,754
02/5/2021 06H,791
02/5/2021 05H,814
02/5/2021 04H,799
02/5/2021 03H,939
02/5/2021 02H,952
02/5/2021 01H,911
02/5/2021 00H,920
02/4/2021 23H,883
02/4/2021 22H,854
02/4/2021 21H,829
02/4/2021 20H,868
02/4/2021 19H,950
02/4/2021 18H,956
02/4/2021 17H,884
02/4/2021 16H,878
02/4/2021 15H,869
02/4/2021 14H,920
02/4/2021 13H,937
02/4/2021 12H,1004
02/4/2021 11H,1097
02/4/2021 10H,1160
02/4/2021 09H,1071
02/4/2021 08H,982
02/4/2021 07H,954
02/4/2021 06H,898
02/4/2021 05H,880
02/4/2021 04H,935
02/4/2021 03H,931
02/4/2021 02H,1025
02/4/2021 01H,1137
02/4/2021 00H,1218
02/3/2021 23H,1240
02/3/2021 22H,1205
02/3/2021 21H,1179
02/3/2021 20H,1157
02/3/2021 19H,1105
02/3/2021 18H,1012
02/3/2021 17H,950
02/3/2021 16H,945
02/3/2021 15H,952
02/3/2021 14H,850
02/3/2021 13H,867
02/3/2021 12H,792
02/3/2021 11H,631
02/3/2021 10H,529
02/3/2021 09H,549
02/3/2021 08H,576
02/3/2021 07H,648
02/3/2021 06H,639
02/3/2021 05H,531
02/3/2021 04H,479
02/3/2021 03H,397
02/3/2021 02H,411
02/3/2021 01H,576
02/3/2021 00H,733
02/2/2021 23H,724
02/2/2021 22H,692
02/2/2021 21H,570
02/2/2021 20H,519
02/2/2021 19H,480
02/2/2021 18H,433
02/2/2021 17H,414
02/2/2021 16H,571
02/2/2021 15H,772
02/2/2021 14H,838
02/2/2021 13H,823
02/2/2021 12H,812
02/2/2021 11H,759
02/2/2021 10H,751
02/2/2021 09H,729
02/2/2021 08H,663
02/2/2021 07H,584
02/2/2021 06H,470
02/2/2021 05H,571
02/2/2021 04H,643
02/2/2021 03H,767
02/2/2021 02H,778
02/2/2021 01H,601
02/2/2021 00H,574
02/1/2021 23H,641
02/1/2021 22H,674
02/1/2021 21H,629
02/1/2021 20H,553
02/1/2021 19H,427
02/1/2021 18H,293
02/1/2021 17H,298
02/1/2021 16H,261
02/1/2021 15H,225
02/1/2021 14H,226
02/1/2021 13H,272
02/1/2021 12H,255
02/1/2021 11H,214
02/1/2021 10H,202
02/1/2021 09H,206
02/1/2021 08H,298
02/1/2021 07H,272
02/1/2021 06H,271
02/1/2021 05H,299
02/1/2021 04H,314
02/1/2021 03H,382
02/1/2021 02H,429
02/1/2021 01H,407
02/1/2021 00H,255
01/31/2021 23H,197
01/31/2021 22H,200
01/31/2021 21H,197
01/31/2021 20H,229
01/31/2021 19H,310
01/31/2021 18H,381
01/31/2021 17H,355
01/31/2021 16H,226
01/31/2021 15H,313
01/31/2021 14H,354
01/31/2021 13H,366
01/31/2021 12H,454
01/31/2021 11H,556
01/31/2021 10H,664
01/31/2021 09H,756
01/31/2021 08H,783
01/31/2021 07H,825
01/31/2021 06H,835
01/31/2021 05H,810
01/31/2021 04H,750
01/31/2021 03H,773
01/31/2021 02H,780
01/31/2021 01H,768
01/31/2021 00H,801
01/30/2021 23H,788
01/30/2021 22H,779
01/30/2021 21H,806
01/30/2021 20H,786
01/30/2021 19H,768
01/30/2021 18H,818
01/30/2021 17H,800
01/30/2021 16H,863
01/30/2021 15H,908
01/30/2021 14H,932
01/30/2021 13H,972
01/30/2021 12H,996
01/30/2021 11H,1005
01/30/2021 10H,1024
01/30/2021 09H,1051
01/30/2021 08H,881
01/30/2021 07H,1004
01/30/2021 06H,1031
01/30/2021 05H,979
01/30/2021 04H,967
01/30/2021 03H,1026
01/30/2021 02H,1134
01/30/2021 01H,1191
01/30/2021 00H,1085
01/29/2021 23H,1068
01/29/2021 22H,1085
01/29/2021 21H,1119
01/29/2021 20H,1081
01/29/2021 19H,842
01/29/2021 18H,670
01/29/2021 17H,612
01/29/2021 16H,679
01/29/2021 15H,779
01/29/2021 14H,675
01/29/2021 13H,760
01/29/2021 12H,893
01/29/2021 11H,991
01/29/2021 10H,875
01/29/2021 09H,654
01/29/2021 08H,753
01/29/2021 07H,796
01/29/2021 06H,708
01/29/2021 05H,560
01/29/2021 04H,478
01/29/2021 03H,451
01/29/2021 02H,405
01/29/2021 01H,314
01/29/2021 00H,260
01/28/2021 23H,216
01/28/2021 22H,214
01/28/2021 21H,199
01/28/2021 20H,177
01/28/2021 19H,210
01/28/2021 18H,361
01/28/2021 17H,370
01/28/2021 16H,270
01/28/2021 15H,266
01/28/2021 14H,260
01/28/2021 13H,275
01/28/2021 12H,337
01/28/2021 11H,333
01/28/2021 10H,419
01/28/2021 09H,415
01/28/2021 08H,361
01/28/2021 07H,268
01/28/2021 06H,218
01/28/2021 05H,246
01/28/2021 04H,266
01/28/2021 03H,256
01/28/2021 02H,316
01/28/2021 01H,380
01/28/2021 00H,457
01/27/2021 23H,559
01/27/2021 22H,574
01/27/2021 21H,612
01/27/2021 20H,701
01/27/2021 19H,634
01/27/2021 18H,575
01/27/2021 17H,586
01/27/2021 16H,645
01/27/2021 15H,746
01/27/2021 14H,814
01/27/2021 13H,812
01/27/2021 12H,836
01/27/2021 11H,946
01/27/2021 10H,1019
01/27/2021 09H,1054
01/27/2021 08H,915
01/27/2021 07H,954
01/27/2021 06H,955
01/27/2021 05H,892
01/27/2021 04H,910
01/27/2021 03H,856
01/27/2021 02H,766
01/27/2021 01H,860
01/27/2021 00H,901
01/26/2021 23H,978
01/26/2021 22H,1016
01/26/2021 21H,881
01/26/2021 20H,593
01/26/2021 19H,581
01/26/2021 18H,512
01/26/2021 17H,462
01/26/2021 16H,525
01/26/2021 15H,818
01/26/2021 14H,914
01/26/2021 13H,805
01/26/2021 12H,677
01/26/2021 11H,812
01/26/2021 10H,867
01/26/2021 09H,981
01/26/2021 08H,851
01/26/2021 07H,750
01/26/2021 06H,749
01/26/2021 05H,804
01/26/2021 04H,772
01/26/2021 03H,844
01/26/2021 02H,955
01/26/2021 01H,1048
01/26/2021 00H,1190
01/25/2021 23H,1239
01/25/2021 22H,1181
01/25/2021 21H,1304
01/25/2021 20H,1332
01/25/2021 19H,1322
01/25/2021 18H,1264
01/25/2021 17H,1242
01/25/2021 16H,1201
01/25/2021 15H,1259
01/25/2021 14H,1290
01/25/2021 13H,1207
01/25/2021 12H,1153
01/25/2021 11H,1236
01/25/2021 10H,1216
01/25/2021 09H,1130
01/25/2021 08H,1118
01/25/2021 07H,1108
01/25/2021 06H,1012
01/25/2021 05H,1013
01/25/2021 04H,902
01/25/2021 03H,764
01/25/2021 02H,777
01/25/2021 01H,755
01/25/2021 00H,788
01/24/2021 23H,747
01/24/2021 22H,717
01/24/2021 21H,722
01/24/2021 20H,702
01/24/2021 19H,478
01/24/2021 18H,356
01/24/2021 17H,336
01/24/2021 16H,246
01/24/2021 15H,222
01/24/2021 14H,237
01/24/2021 13H,287
01/24/2021 12H,314
01/24/2021 11H,260
01/24/2021 10H,203
01/24/2021 09H,351
01/24/2021 08H,611
01/24/2021 07H,687
01/24/2021 06H,697
01/24/2021 05H,788
01/24/2021 04H,772
01/24/2021 03H,767
01/24/2021 02H,614
01/24/2021 01H,725
01/24/2021 00H,923
01/23/2021 23H,963
01/23/2021 22H,968
01/23/2021 21H,957
01/23/2021 20H,917
01/23/2021 19H,880
01/23/2021 18H,819
01/23/2021 17H,790
01/23/2021 16H,806
01/23/2021 15H,929
01/23/2021 14H,962
01/23/2021 13H,1074
01/23/2021 12H,1048
01/23/2021 11H,1045
01/23/2021 10H,1055
01/23/2021 09H,1025
01/23/2021 08H,1118
01/23/2021 07H,1094
01/23/2021 06H,1094
01/23/2021 05H,1082
01/23/2021 04H,1069
01/23/2021 03H,1051
01/23/2021 02H,910
01/23/2021 01H,826
01/23/2021 00H,750
01/22/2021 23H,777
01/22/2021 22H,796
01/22/2021 21H,803
01/22/2021 20H,695
01/22/2021 19H,504
01/22/2021 18H,440
01/22/2021 17H,417
01/22/2021 16H,430
01/22/2021 15H,468
01/22/2021 14H,513
01/22/2021 13H,579
01/22/2021 12H,569
01/22/2021 11H,647
01/22/2021 10H,585
01/22/2021 09H,595
01/22/2021 08H,624
01/22/2021 07H,668
01/22/2021 06H,673
01/22/2021 05H,608
01/22/2021 04H,629
01/22/2021 03H,665
01/22/2021 02H,680
01/22/2021 01H,642
01/22/2021 00H,662
01/21/2021 23H,677
01/21/2021 22H,531
01/21/2021 21H,451
01/21/2021 20H,484
01/21/2021 19H,479
01/21/2021 18H,341
01/21/2021 17H,364
01/21/2021 16H,481
01/21/2021 15H,576
01/21/2021 14H,543
01/21/2021 13H,554
01/21/2021 12H,463
01/21/2021 11H,522
01/21/2021 10H,582
01/21/2021 09H,662
01/21/2021 08H,655
01/21/2021 07H,649
01/21/2021 06H,597
01/21/2021 05H,519
01/21/2021 04H,572
01/21/2021 03H,668
01/21/2021 02H,649
01/21/2021 01H,690
01/21/2021 00H,697
01/20/2021 23H,729
01/20/2021 22H,749
01/20/2021 21H,774
01/20/2021 20H,630
01/20/2021 19H,590
01/20/2021 18H,580
01/20/2021 17H,657
01/20/2021 16H,760
01/20/2021 15H,586
01/20/2021 14H,531
01/20/2021 13H,539
01/20/2021 12H,459
01/20/2021 11H,330
01/20/2021 10H,275
01/20/2021 09H,218
01/20/2021 08H,236
01/20/2021 07H,254
01/20/2021 06H,268
01/20/2021 05H,243
01/20/2021 04H,246
01/20/2021 03H,297
01/20/2021 02H,362
01/20/2021 01H,540
01/20/2021 00H,606
01/19/2021 23H,619
01/19/2021 22H,769
01/19/2021 21H,935
01/19/2021 20H,980
01/19/2021 19H,1028
01/19/2021 18H,1018
01/19/2021 17H,969
01/19/2021 16H,976
01/19/2021 15H,971
01/19/2021 14H,1030
01/19/2021 13H,1089
01/19/2021 12H,1126
01/19/2021 11H,1142
01/19/2021 10H,1143
01/19/2021 09H,1096
01/19/2021 08H,1138
01/19/2021 07H,1097
01/19/2021 06H,1075
01/19/2021 05H,1044
01/19/2021 04H,1017
01/19/2021 03H,1006
01/19/2021 02H,991
01/19/2021 01H,972
01/19/2021 00H,967
01/18/2021 23H,902
01/18/2021 22H,878
01/18/2021 21H,811
01/18/2021 20H,802
01/18/2021 19H,677
01/18/2021 18H,527
01/18/2021 17H,435
01/18/2021 16H,487
01/18/2021 15H,605
01/18/2021 14H,681
01/18/2021 13H,730
01/18/2021 12H,708
01/18/2021 11H,725
01/18/2021 10H,756
01/18/2021 09H,747
01/18/2021 08H,751
01/18/2021 07H,739
