Net generation from wind for Southwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390116&sdid=EBA.SW-ALL.NG.WND.H
19:22:21 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SW-ALL.NG.WND.H megawatthours
01/18/2021 06H,708
01/18/2021 05H,672
01/18/2021 04H,626
01/18/2021 03H,597
01/18/2021 02H,634
01/18/2021 01H,578
01/18/2021 00H,601
01/17/2021 23H,620
01/17/2021 22H,578
01/17/2021 21H,548
01/17/2021 20H,485
01/17/2021 19H,514
01/17/2021 18H,456
01/17/2021 17H,449
01/17/2021 16H,606
01/17/2021 15H,757
01/17/2021 14H,652
01/17/2021 13H,525
01/17/2021 12H,639
01/17/2021 11H,698
01/17/2021 10H,714
01/17/2021 09H,740
01/17/2021 08H,719
01/17/2021 07H,612
01/17/2021 06H,420
01/17/2021 05H,360
01/17/2021 04H,296
01/17/2021 03H,332
01/17/2021 02H,440
01/17/2021 01H,575
01/17/2021 00H,791
01/16/2021 23H,999
01/16/2021 22H,943
01/16/2021 21H,958
01/16/2021 20H,879
01/16/2021 19H,808
01/16/2021 18H,784
01/16/2021 17H,780
01/16/2021 16H,801
01/16/2021 15H,731
01/16/2021 14H,678
01/16/2021 13H,678
01/16/2021 12H,626
01/16/2021 11H,594
01/16/2021 10H,577
01/16/2021 09H,502
01/16/2021 08H,338
01/16/2021 07H,335
01/16/2021 06H,342
01/16/2021 05H,451
01/16/2021 04H,457
01/16/2021 03H,433
01/16/2021 02H,503
01/16/2021 01H,417
01/16/2021 00H,488
01/15/2021 23H,430
01/15/2021 22H,450
01/15/2021 21H,501
01/15/2021 20H,494
01/15/2021 19H,526
01/15/2021 18H,634
01/15/2021 17H,555
01/15/2021 16H,559
01/15/2021 15H,687
01/15/2021 14H,614
01/15/2021 13H,666
01/15/2021 12H,683
01/15/2021 11H,635
01/15/2021 10H,693
01/15/2021 09H,799
01/15/2021 08H,897
01/15/2021 07H,860
01/15/2021 06H,831
01/15/2021 05H,885
01/15/2021 04H,711
01/15/2021 03H,723
01/15/2021 02H,727
01/15/2021 01H,748
01/15/2021 00H,809
01/14/2021 23H,796
01/14/2021 22H,764
01/14/2021 21H,718
01/14/2021 20H,712
01/14/2021 19H,739
01/14/2021 18H,577
01/14/2021 17H,592
01/14/2021 16H,698
01/14/2021 15H,728
01/14/2021 14H,685
01/14/2021 13H,737
01/14/2021 12H,726
01/14/2021 11H,739
01/14/2021 10H,778
01/14/2021 09H,752
01/14/2021 08H,661
01/14/2021 07H,621
01/14/2021 06H,704
01/14/2021 05H,795
01/14/2021 04H,771
01/14/2021 03H,713
01/14/2021 02H,699
01/14/2021 01H,811
01/14/2021 00H,818
01/13/2021 23H,708
01/13/2021 22H,738
01/13/2021 21H,657
01/13/2021 20H,590
01/13/2021 19H,600
01/13/2021 18H,623
01/13/2021 17H,573
01/13/2021 16H,619
01/13/2021 15H,617
01/13/2021 14H,612
01/13/2021 13H,609
01/13/2021 12H,618
01/13/2021 11H,604
01/13/2021 10H,588
01/13/2021 09H,597
01/13/2021 08H,584
01/13/2021 07H,557
01/13/2021 06H,537
01/13/2021 05H,549
01/13/2021 04H,589
01/13/2021 03H,573
01/13/2021 02H,525
01/13/2021 01H,469
01/13/2021 00H,425
01/12/2021 23H,396
01/12/2021 22H,392
01/12/2021 21H,407
01/12/2021 20H,394
01/12/2021 19H,371
01/12/2021 18H,377
01/12/2021 17H,371
01/12/2021 16H,389
01/12/2021 15H,396
01/12/2021 14H,401
01/12/2021 13H,429
01/12/2021 12H,402
01/12/2021 11H,421
01/12/2021 10H,362
01/12/2021 09H,353
01/12/2021 08H,387
01/12/2021 07H,409
01/12/2021 06H,322
01/12/2021 05H,316
01/12/2021 04H,296
01/12/2021 03H,224
01/12/2021 02H,146
01/12/2021 01H,114
01/12/2021 00H,124
01/11/2021 23H,213
01/11/2021 22H,290
01/11/2021 21H,304
01/11/2021 20H,303
01/11/2021 19H,303
01/11/2021 18H,296
01/11/2021 17H,291
01/11/2021 16H,351
01/11/2021 15H,368
01/11/2021 14H,382
01/11/2021 13H,418
01/11/2021 12H,406
01/11/2021 11H,332
01/11/2021 10H,289
01/11/2021 09H,216
01/11/2021 08H,167
01/11/2021 07H,116
01/11/2021 06H,109
01/11/2021 05H,91
01/11/2021 04H,55
01/11/2021 03H,62
01/11/2021 02H,62
01/11/2021 01H,61
01/11/2021 00H,86
01/10/2021 23H,87
01/10/2021 22H,158
01/10/2021 21H,183
01/10/2021 20H,205
01/10/2021 19H,207
01/10/2021 18H,211
01/10/2021 17H,235
01/10/2021 16H,233
01/10/2021 15H,307
01/10/2021 14H,425
01/10/2021 13H,455
01/10/2021 12H,490
01/10/2021 11H,491
01/10/2021 10H,560
01/10/2021 09H,642
01/10/2021 08H,683
01/10/2021 07H,574
01/10/2021 06H,531
01/10/2021 05H,576
01/10/2021 04H,696
01/10/2021 03H,679
01/10/2021 02H,573
01/10/2021 01H,600
01/10/2021 00H,740
01/9/2021 23H,812
01/9/2021 22H,876
01/9/2021 21H,893
01/9/2021 20H,879
01/9/2021 19H,778
01/9/2021 18H,636
01/9/2021 17H,497
01/9/2021 16H,505
01/9/2021 15H,507
01/9/2021 14H,350
01/9/2021 13H,332
01/9/2021 12H,379
01/9/2021 11H,398
01/9/2021 10H,263
01/9/2021 09H,194
01/9/2021 08H,207
01/9/2021 07H,154
01/9/2021 06H,164
01/9/2021 05H,251
01/9/2021 04H,334
01/9/2021 03H,404
01/9/2021 02H,403
01/9/2021 01H,309
01/9/2021 00H,145
01/8/2021 23H,56
01/8/2021 22H,51
01/8/2021 21H,84
01/8/2021 20H,121
01/8/2021 19H,122
01/8/2021 18H,88
01/8/2021 17H,117
01/8/2021 16H,187
01/8/2021 15H,338
01/8/2021 14H,434
01/8/2021 13H,555
01/8/2021 12H,582
01/8/2021 11H,658
01/8/2021 10H,658
01/8/2021 09H,692
01/8/2021 08H,665
01/8/2021 07H,549
01/8/2021 06H,612
01/8/2021 05H,554
01/8/2021 04H,437
01/8/2021 03H,345
01/8/2021 02H,410
01/8/2021 01H,354
01/8/2021 00H,324
01/7/2021 23H,394
01/7/2021 22H,299
01/7/2021 21H,318
01/7/2021 20H,352
01/7/2021 19H,408
01/7/2021 18H,300
01/7/2021 17H,341
01/7/2021 16H,306
01/7/2021 15H,351
01/7/2021 14H,338
01/7/2021 13H,316
01/7/2021 12H,259
01/7/2021 11H,215
01/7/2021 10H,297
01/7/2021 09H,443
01/7/2021 08H,471
01/7/2021 07H,395
01/7/2021 06H,270
01/7/2021 05H,175
01/7/2021 04H,281
01/7/2021 03H,407
01/7/2021 02H,408
01/7/2021 01H,404
01/7/2021 00H,382
01/6/2021 23H,402
01/6/2021 22H,508
01/6/2021 21H,604
01/6/2021 20H,670
01/6/2021 19H,651
01/6/2021 18H,690
01/6/2021 17H,818
01/6/2021 16H,812
01/6/2021 15H,841
01/6/2021 14H,774
01/6/2021 13H,813
01/6/2021 12H,881
01/6/2021 11H,886
01/6/2021 10H,905
01/6/2021 09H,904
01/6/2021 08H,1034
01/6/2021 07H,996
01/6/2021 06H,993
01/6/2021 05H,1043
01/6/2021 04H,1110
01/6/2021 03H,997
01/6/2021 02H,977
01/6/2021 01H,959
01/6/2021 00H,1052
01/5/2021 23H,1048
01/5/2021 22H,920
01/5/2021 21H,904
01/5/2021 20H,876
01/5/2021 19H,862
01/5/2021 18H,819
01/5/2021 17H,726
01/5/2021 16H,759
01/5/2021 15H,827
01/5/2021 14H,872
01/5/2021 13H,849
01/5/2021 12H,843
01/5/2021 11H,842
01/5/2021 10H,918
01/5/2021 09H,950
01/5/2021 08H,973
01/5/2021 07H,900
01/5/2021 06H,818
01/5/2021 05H,651
01/5/2021 04H,656
01/5/2021 03H,627
01/5/2021 02H,537
01/5/2021 01H,219
01/5/2021 00H,63
01/4/2021 23H,48
01/4/2021 22H,47
01/4/2021 21H,53
01/4/2021 20H,112
01/4/2021 19H,204
01/4/2021 18H,334
01/4/2021 17H,392
01/4/2021 16H,446
01/4/2021 15H,730
01/4/2021 14H,857
01/4/2021 13H,866
01/4/2021 12H,945
01/4/2021 11H,877
01/4/2021 10H,755
01/4/2021 09H,645
01/4/2021 08H,752
01/4/2021 07H,754
01/4/2021 06H,714
01/4/2021 05H,767
01/4/2021 04H,791
01/4/2021 03H,712
01/4/2021 02H,771
01/4/2021 01H,811
01/4/2021 00H,817
01/3/2021 23H,856
01/3/2021 22H,823
01/3/2021 21H,811
01/3/2021 20H,664
01/3/2021 19H,577
01/3/2021 18H,490
01/3/2021 17H,453
01/3/2021 16H,485
01/3/2021 15H,531
01/3/2021 14H,558
01/3/2021 13H,584
01/3/2021 12H,594
01/3/2021 11H,678
01/3/2021 10H,662
01/3/2021 09H,751
01/3/2021 08H,730
01/3/2021 07H,727
01/3/2021 06H,746
01/3/2021 05H,789
01/3/2021 04H,814
01/3/2021 03H,749
01/3/2021 02H,791
01/3/2021 01H,906
01/3/2021 00H,954
01/2/2021 23H,1012
01/2/2021 22H,1007
01/2/2021 21H,937
01/2/2021 20H,838
01/2/2021 19H,864
01/2/2021 18H,802
01/2/2021 17H,752
01/2/2021 16H,765
01/2/2021 15H,752
01/2/2021 14H,750
01/2/2021 13H,643
01/2/2021 12H,589
01/2/2021 11H,452
01/2/2021 10H,443
01/2/2021 09H,437
01/2/2021 08H,368
01/2/2021 07H,346
01/2/2021 06H,202
01/2/2021 05H,94
01/2/2021 04H,73
01/2/2021 03H,98
01/2/2021 02H,95
01/2/2021 01H,110
01/2/2021 00H,210
01/1/2021 23H,235
01/1/2021 22H,284
01/1/2021 21H,374
01/1/2021 20H,401
01/1/2021 19H,564
01/1/2021 18H,577
01/1/2021 17H,400
01/1/2021 16H,479
01/1/2021 15H,568
01/1/2021 14H,509
01/1/2021 13H,482
01/1/2021 12H,609
01/1/2021 11H,627
01/1/2021 10H,618
01/1/2021 09H,555
01/1/2021 08H,496
01/1/2021 07H,332
01/1/2021 06H,297
01/1/2021 05H,298
01/1/2021 04H,308
01/1/2021 03H,270
01/1/2021 02H,252
01/1/2021 01H,171
01/1/2021 00H,190
12/31/2020 23H,173
12/31/2020 22H,139
12/31/2020 21H,117
12/31/2020 20H,209
12/31/2020 19H,214
12/31/2020 18H,259
12/31/2020 17H,162
12/31/2020 16H,227
12/31/2020 15H,463
12/31/2020 14H,506
12/31/2020 13H,483
12/31/2020 12H,492
12/31/2020 11H,482
12/31/2020 10H,509
12/31/2020 09H,290
12/31/2020 08H,229
12/31/2020 07H,196
12/31/2020 06H,253
12/31/2020 05H,179
12/31/2020 04H,190
12/31/2020 03H,238
12/31/2020 02H,181
12/31/2020 01H,196
12/31/2020 00H,204
12/30/2020 23H,199
12/30/2020 22H,246
12/30/2020 21H,307
12/30/2020 20H,396
12/30/2020 19H,431
12/30/2020 18H,510
12/30/2020 17H,554
12/30/2020 16H,600
12/30/2020 15H,648
12/30/2020 14H,709
12/30/2020 13H,762
12/30/2020 12H,760
12/30/2020 11H,853
12/30/2020 10H,927
12/30/2020 09H,865
12/30/2020 08H,842
12/30/2020 07H,766
12/30/2020 06H,843
12/30/2020 05H,784
12/30/2020 04H,766
12/30/2020 03H,717
12/30/2020 02H,833
12/30/2020 01H,782
12/30/2020 00H,822
12/29/2020 23H,919
12/29/2020 22H,969
12/29/2020 21H,855
12/29/2020 20H,753
12/29/2020 19H,723
12/29/2020 18H,514
12/29/2020 17H,414
12/29/2020 16H,394
12/29/2020 15H,432
12/29/2020 14H,461
12/29/2020 13H,415
12/29/2020 12H,316
12/29/2020 11H,407
12/29/2020 10H,418
12/29/2020 09H,427
12/29/2020 08H,516
12/29/2020 07H,619
12/29/2020 06H,677
12/29/2020 05H,672
12/29/2020 04H,744
12/29/2020 03H,895
12/29/2020 02H,962
12/29/2020 01H,997
12/29/2020 00H,1040
12/28/2020 23H,1023
12/28/2020 22H,931
12/28/2020 21H,822
12/28/2020 20H,827
12/28/2020 19H,804
12/28/2020 18H,828
12/28/2020 17H,725
12/28/2020 16H,528
12/28/2020 15H,517
12/28/2020 14H,398
12/28/2020 13H,392
12/28/2020 12H,402
12/28/2020 11H,345
12/28/2020 10H,358
12/28/2020 09H,368
12/28/2020 08H,421
12/28/2020 07H,172
12/28/2020 06H,362
12/28/2020 05H,331
12/28/2020 04H,288
12/28/2020 03H,185
12/28/2020 02H,178
12/28/2020 01H,151
12/28/2020 00H,290
12/27/2020 23H,425
12/27/2020 22H,498
12/27/2020 21H,537
12/27/2020 20H,556
12/27/2020 19H,600
12/27/2020 18H,590
12/27/2020 17H,562
12/27/2020 16H,526
12/27/2020 15H,492
12/27/2020 14H,503
12/27/2020 13H,587
12/27/2020 12H,744
12/27/2020 11H,879
12/27/2020 10H,867
12/27/2020 09H,870
12/27/2020 08H,806
12/27/2020 07H,836
12/27/2020 06H,946
12/27/2020 05H,974
12/27/2020 04H,925
12/27/2020 03H,870
12/27/2020 02H,740
12/27/2020 01H,697
12/27/2020 00H,718
12/26/2020 23H,708
12/26/2020 22H,689
12/26/2020 21H,676
12/26/2020 20H,593
12/26/2020 19H,518
12/26/2020 18H,505
12/26/2020 17H,513
12/26/2020 16H,528
12/26/2020 15H,505
12/26/2020 14H,606
12/26/2020 13H,535
12/26/2020 12H,520
12/26/2020 11H,518
12/26/2020 10H,556
12/26/2020 09H,537
12/26/2020 08H,505
12/26/2020 07H,561
12/26/2020 06H,649
12/26/2020 05H,732
12/26/2020 04H,698
12/26/2020 03H,634
12/26/2020 02H,585
12/26/2020 01H,469
12/26/2020 00H,291
12/25/2020 23H,289
12/25/2020 22H,332
12/25/2020 21H,377
12/25/2020 20H,319
12/25/2020 19H,196
12/25/2020 18H,172
12/25/2020 17H,153
12/25/2020 16H,227
12/25/2020 15H,324
12/25/2020 14H,418
12/25/2020 13H,461
12/25/2020 12H,472
12/25/2020 11H,417
12/25/2020 10H,401
12/25/2020 09H,436
12/25/2020 08H,453
12/25/2020 07H,414
12/25/2020 06H,316
12/25/2020 05H,330
12/25/2020 04H,416
12/25/2020 03H,471
12/25/2020 02H,498
12/25/2020 01H,521
12/25/2020 00H,441
12/24/2020 23H,513
12/24/2020 22H,603
12/24/2020 21H,651
12/24/2020 20H,683
12/24/2020 19H,729
12/24/2020 18H,814
12/24/2020 17H,722
12/24/2020 16H,850
12/24/2020 15H,913
12/24/2020 14H,876
12/24/2020 13H,796
12/24/2020 12H,681
12/24/2020 11H,640
12/24/2020 10H,569
12/24/2020 09H,502
12/24/2020 08H,615
12/24/2020 07H,639
12/24/2020 06H,645
12/24/2020 05H,695
12/24/2020 04H,741
12/24/2020 03H,876
12/24/2020 02H,1009
12/24/2020 01H,1094
12/24/2020 00H,1238
12/23/2020 23H,1294
12/23/2020 22H,1194
12/23/2020 21H,1076
12/23/2020 20H,1110
12/23/2020 19H,1094
12/23/2020 18H,1138
12/23/2020 17H,1089
12/23/2020 16H,1058
12/23/2020 15H,1093
12/23/2020 14H,1115
12/23/2020 13H,1152
12/23/2020 12H,1153
12/23/2020 11H,1178
12/23/2020 10H,1163
12/23/2020 09H,1115
12/23/2020 08H,1012
12/23/2020 07H,959
12/23/2020 06H,980
12/23/2020 05H,1008
12/23/2020 04H,1023
12/23/2020 03H,1034
12/23/2020 02H,1051
12/23/2020 01H,1029
12/23/2020 00H,1041
12/22/2020 23H,1073
12/22/2020 22H,1037
12/22/2020 21H,1015
12/22/2020 20H,1004
12/22/2020 19H,1015
12/22/2020 18H,1055
12/22/2020 17H,1012
12/22/2020 16H,1043
12/22/2020 15H,992
12/22/2020 14H,861
12/22/2020 13H,817
12/22/2020 12H,662
12/22/2020 11H,511
12/22/2020 10H,317
12/22/2020 09H,208
12/22/2020 08H,188
12/22/2020 07H,189
12/22/2020 06H,188
12/22/2020 05H,230
12/22/2020 04H,275
12/22/2020 03H,282
12/22/2020 02H,222
12/22/2020 01H,147
12/22/2020 00H,113
12/21/2020 23H,111
12/21/2020 22H,149
12/21/2020 21H,215
12/21/2020 20H,225
12/21/2020 19H,233
12/21/2020 18H,324
12/21/2020 17H,425
12/21/2020 16H,551
12/21/2020 15H,633
12/21/2020 14H,606
12/21/2020 13H,623
12/21/2020 12H,650
12/21/2020 11H,611
12/21/2020 10H,615
12/21/2020 09H,626
12/21/2020 08H,645
12/21/2020 07H,651
12/21/2020 06H,655
12/21/2020 05H,678
12/21/2020 04H,727
12/21/2020 03H,713
12/21/2020 02H,722
12/21/2020 01H,722
12/21/2020 00H,714
12/20/2020 23H,731
12/20/2020 22H,761
12/20/2020 21H,752
12/20/2020 20H,717
12/20/2020 19H,547
12/20/2020 18H,372
12/20/2020 17H,335
12/20/2020 16H,433
12/20/2020 15H,487
12/20/2020 14H,580
12/20/2020 13H,711
12/20/2020 12H,710
12/20/2020 11H,740
12/20/2020 10H,829
12/20/2020 09H,756
12/20/2020 08H,636
12/20/2020 07H,580
12/20/2020 06H,587
12/20/2020 05H,802
12/20/2020 04H,762
12/20/2020 03H,774
12/20/2020 02H,769
12/20/2020 01H,797
12/20/2020 00H,720
12/19/2020 23H,732
12/19/2020 22H,778
12/19/2020 21H,818
12/19/2020 20H,808
12/19/2020 19H,768
12/19/2020 18H,727
12/19/2020 17H,634
12/19/2020 16H,585
12/19/2020 15H,458
12/19/2020 14H,314
12/19/2020 13H,315
12/19/2020 12H,309
12/19/2020 11H,346
12/19/2020 10H,366
12/19/2020 09H,457
12/19/2020 08H,475
12/19/2020 07H,531
12/19/2020 06H,545
12/19/2020 05H,586
12/19/2020 04H,691
12/19/2020 03H,774
12/19/2020 02H,709
12/19/2020 01H,649
12/19/2020 00H,715
12/18/2020 23H,859
12/18/2020 22H,970
12/18/2020 21H,997
12/18/2020 20H,1027
12/18/2020 19H,865
12/18/2020 18H,723
12/18/2020 17H,661
12/18/2020 16H,712
12/18/2020 15H,733
12/18/2020 14H,703
12/18/2020 13H,705
12/18/2020 12H,705
12/18/2020 11H,751
12/18/2020 10H,722
12/18/2020 09H,711
12/18/2020 08H,702
12/18/2020 07H,721
12/18/2020 06H,708
12/18/2020 05H,713
12/18/2020 04H,707
12/18/2020 03H,953
12/18/2020 02H,1094
12/18/2020 01H,1122
12/18/2020 00H,1078
12/17/2020 23H,1110
12/17/2020 22H,1029
12/17/2020 21H,876
12/17/2020 20H,753
12/17/2020 19H,599
12/17/2020 18H,419
12/17/2020 17H,460
12/17/2020 16H,481
12/17/2020 15H,313
12/17/2020 14H,264
12/17/2020 13H,270
12/17/2020 12H,184
12/17/2020 11H,217
12/17/2020 10H,310
12/17/2020 09H,396
12/17/2020 08H,445
12/17/2020 07H,431
12/17/2020 06H,402
12/17/2020 05H,615
12/17/2020 04H,610
12/17/2020 03H,622
12/17/2020 02H,527
12/17/2020 01H,543
12/17/2020 00H,501
12/16/2020 23H,499
12/16/2020 22H,529
12/16/2020 21H,551
12/16/2020 20H,527
12/16/2020 19H,456
12/16/2020 18H,462
12/16/2020 17H,523
12/16/2020 16H,558
12/16/2020 15H,588
12/16/2020 14H,571
12/16/2020 13H,548
12/16/2020 12H,623
12/16/2020 11H,621
12/16/2020 10H,585
12/16/2020 09H,569
12/16/2020 08H,537
12/16/2020 07H,422
12/16/2020 06H,420
12/16/2020 05H,439
12/16/2020 04H,531
12/16/2020 03H,556
12/16/2020 02H,707
12/16/2020 01H,754
12/16/2020 00H,642
12/15/2020 23H,750
12/15/2020 22H,898
12/15/2020 21H,944
12/15/2020 20H,962
12/15/2020 19H,903
12/15/2020 18H,729
12/15/2020 17H,729
12/15/2020 16H,657
12/15/2020 15H,733
12/15/2020 14H,841
12/15/2020 13H,954
12/15/2020 12H,1012
12/15/2020 11H,927
12/15/2020 10H,837
12/15/2020 09H,734
12/15/2020 08H,731
12/15/2020 07H,751
12/15/2020 06H,597
12/15/2020 05H,536
12/15/2020 04H,598
12/15/2020 03H,583
12/15/2020 02H,668
12/15/2020 01H,899
12/15/2020 00H,912
12/14/2020 23H,800
12/14/2020 22H,717
12/14/2020 21H,640
12/14/2020 20H,753
12/14/2020 19H,739
12/14/2020 18H,773
12/14/2020 17H,678
12/14/2020 16H,654
12/14/2020 15H,716
12/14/2020 14H,771
12/14/2020 13H,874
12/14/2020 12H,979
12/14/2020 11H,1000
12/14/2020 10H,983
12/14/2020 09H,939
12/14/2020 08H,839
12/14/2020 07H,738
12/14/2020 06H,614
12/14/2020 05H,373
12/14/2020 04H,236
12/14/2020 03H,180
12/14/2020 02H,163
12/14/2020 01H,217
12/14/2020 00H,154
12/13/2020 23H,138
12/13/2020 22H,244
12/13/2020 21H,473
12/13/2020 20H,495
12/13/2020 19H,465
12/13/2020 18H,516
12/13/2020 17H,489
12/13/2020 16H,646
12/13/2020 15H,695
12/13/2020 14H,802
12/13/2020 13H,925
12/13/2020 12H,976
12/13/2020 11H,1088
12/13/2020 10H,968
12/13/2020 09H,1002
12/13/2020 08H,1005
12/13/2020 07H,991
12/13/2020 06H,1045
12/13/2020 05H,1100
12/13/2020 04H,1090
12/13/2020 03H,1165
12/13/2020 02H,1168
12/13/2020 01H,1169
12/13/2020 00H,1143
12/12/2020 23H,1055
12/12/2020 22H,886
12/12/2020 21H,884
12/12/2020 20H,765
12/12/2020 19H,710
12/12/2020 18H,718
12/12/2020 17H,696
12/12/2020 16H,607
12/12/2020 15H,550
12/12/2020 14H,492
12/12/2020 13H,510
12/12/2020 12H,582
12/12/2020 11H,640
12/12/2020 10H,677
12/12/2020 09H,804
12/12/2020 08H,819
12/12/2020 07H,711
12/12/2020 06H,632
12/12/2020 05H,623
12/12/2020 04H,803
12/12/2020 03H,824
12/12/2020 02H,880
12/12/2020 01H,913
12/12/2020 00H,996
12/11/2020 23H,1012
12/11/2020 22H,1105
12/11/2020 21H,1110
12/11/2020 20H,1105
12/11/2020 19H,1140
12/11/2020 18H,1009
12/11/2020 17H,890
12/11/2020 16H,820
12/11/2020 15H,791
12/11/2020 14H,877
12/11/2020 13H,933
12/11/2020 12H,917
12/11/2020 11H,898
12/11/2020 10H,968
12/11/2020 09H,1055
12/11/2020 08H,1049
12/11/2020 07H,1091
12/11/2020 06H,1122
12/11/2020 05H,1046
12/11/2020 04H,958
12/11/2020 03H,954
12/11/2020 02H,822
12/11/2020 01H,702
12/11/2020 00H,605
12/10/2020 23H,576
12/10/2020 22H,478
12/10/2020 21H,408
12/10/2020 20H,414
12/10/2020 19H,438
12/10/2020 18H,411
12/10/2020 17H,425
12/10/2020 16H,317
12/10/2020 15H,255
12/10/2020 14H,265
12/10/2020 13H,409
12/10/2020 12H,527
12/10/2020 11H,570
12/10/2020 10H,531
12/10/2020 09H,490
12/10/2020 08H,491
12/10/2020 07H,585
12/10/2020 06H,580
12/10/2020 05H,547
12/10/2020 04H,504
12/10/2020 03H,463
12/10/2020 02H,514
12/10/2020 01H,515
12/10/2020 00H,363
12/9/2020 23H,313
12/9/2020 22H,292
12/9/2020 21H,308
12/9/2020 20H,290
12/9/2020 19H,332
12/9/2020 18H,345
12/9/2020 17H,399
12/9/2020 16H,442
12/9/2020 15H,447
12/9/2020 14H,471
12/9/2020 13H,543
12/9/2020 12H,510
12/9/2020 11H,491
12/9/2020 10H,509
12/9/2020 09H,451
12/9/2020 08H,425
12/9/2020 07H,431
12/9/2020 06H,412
12/9/2020 05H,446
12/9/2020 04H,484
12/9/2020 03H,534
12/9/2020 02H,526
12/9/2020 01H,402
12/9/2020 00H,238
12/8/2020 23H,239
12/8/2020 22H,277
12/8/2020 21H,292
12/8/2020 20H,282
12/8/2020 19H,335
12/8/2020 18H,388
12/8/2020 17H,371
12/8/2020 16H,449
12/8/2020 15H,450
12/8/2020 14H,493
12/8/2020 13H,472
12/8/2020 12H,393
12/8/2020 11H,337
12/8/2020 10H,315
12/8/2020 09H,303
12/8/2020 08H,280
12/8/2020 07H,264
12/8/2020 06H,223
12/8/2020 05H,261
12/8/2020 04H,308
12/8/2020 03H,270
12/8/2020 02H,207
12/8/2020 01H,203
12/8/2020 00H,182
12/7/2020 23H,167
12/7/2020 22H,186
12/7/2020 21H,205
12/7/2020 20H,257
12/7/2020 19H,303
12/7/2020 18H,358
12/7/2020 17H,344
12/7/2020 16H,385
12/7/2020 15H,352
12/7/2020 14H,248
12/7/2020 13H,163
12/7/2020 12H,114
12/7/2020 11H,108
12/7/2020 10H,70
12/7/2020 09H,70
12/7/2020 08H,80
12/7/2020 07H,80
12/7/2020 06H,135
12/7/2020 05H,169
12/7/2020 04H,164
12/7/2020 03H,185
12/7/2020 02H,204
12/7/2020 01H,130
12/7/2020 00H,114
12/6/2020 23H,123
12/6/2020 22H,180
12/6/2020 21H,263
12/6/2020 20H,267
12/6/2020 19H,264
12/6/2020 18H,263
12/6/2020 17H,286
12/6/2020 16H,357
12/6/2020 15H,380
12/6/2020 14H,388
12/6/2020 13H,345
12/6/2020 12H,280
12/6/2020 11H,220
12/6/2020 10H,189
12/6/2020 09H,149
12/6/2020 08H,142
12/6/2020 07H,118
12/6/2020 06H,101
12/6/2020 05H,128
12/6/2020 04H,108
12/6/2020 03H,144
12/6/2020 02H,225
12/6/2020 01H,242
12/6/2020 00H,294
12/5/2020 23H,461
12/5/2020 22H,524
12/5/2020 21H,586
12/5/2020 20H,584
12/5/2020 19H,549
12/5/2020 18H,504
12/5/2020 17H,464
12/5/2020 16H,467
12/5/2020 15H,550
12/5/2020 14H,689
12/5/2020 13H,624
12/5/2020 12H,538
12/5/2020 11H,509
12/5/2020 10H,450
12/5/2020 09H,399
12/5/2020 08H,396
12/5/2020 07H,265
12/5/2020 06H,155
12/5/2020 05H,98
12/5/2020 04H,105
12/5/2020 03H,110
12/5/2020 02H,111
12/5/2020 01H,193
12/5/2020 00H,223
12/4/2020 23H,251
12/4/2020 22H,286
12/4/2020 21H,307
12/4/2020 20H,281
12/4/2020 19H,291
12/4/2020 18H,330
12/4/2020 17H,311
12/4/2020 16H,290
12/4/2020 15H,365
12/4/2020 14H,324
12/4/2020 13H,443
12/4/2020 12H,465
12/4/2020 11H,395
12/4/2020 10H,315
12/4/2020 09H,310
12/4/2020 08H,266
12/4/2020 07H,207
12/4/2020 06H,170
12/4/2020 05H,168
12/4/2020 04H,223
12/4/2020 03H,207
12/4/2020 02H,203
12/4/2020 01H,174
12/4/2020 00H,158
12/3/2020 23H,198
12/3/2020 22H,226
12/3/2020 21H,230
12/3/2020 20H,204
12/3/2020 19H,227
12/3/2020 18H,254
12/3/2020 17H,308
12/3/2020 16H,314
12/3/2020 15H,274
12/3/2020 14H,237
12/3/2020 13H,244
12/3/2020 12H,264
12/3/2020 11H,286
12/3/2020 10H,338
12/3/2020 09H,378
12/3/2020 08H,362
12/3/2020 07H,386
12/3/2020 06H,496
12/3/2020 05H,432
12/3/2020 04H,516
12/3/2020 03H,596
12/3/2020 02H,607
12/3/2020 01H,532
12/3/2020 00H,543
12/2/2020 23H,550
12/2/2020 22H,549
12/2/2020 21H,571
12/2/2020 20H,626
12/2/2020 19H,686
12/2/2020 18H,808
12/2/2020 17H,835
12/2/2020 16H,795
12/2/2020 15H,790
12/2/2020 14H,835
12/2/2020 13H,822
12/2/2020 12H,823
12/2/2020 11H,819
12/2/2020 10H,721
12/2/2020 09H,755
12/2/2020 08H,736
12/2/2020 07H,857
12/2/2020 06H,903
12/2/2020 05H,894
12/2/2020 04H,883
12/2/2020 03H,862
12/2/2020 02H,955
12/2/2020 01H,1050
12/2/2020 00H,1086
12/1/2020 23H,1015
12/1/2020 22H,910
12/1/2020 21H,944
