Net generation from coal for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.COL.H
19:01:56 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.COL.H megawatthours
12/7/2020 22H,114588
12/7/2020 21H,114543
12/7/2020 20H,116933
12/7/2020 19H,118566
12/7/2020 18H,119864
12/7/2020 17H,120865
12/7/2020 16H,120588
12/7/2020 15H,120581
12/7/2020 14H,119045
12/7/2020 13H,115603
12/7/2020 12H,108080
12/7/2020 11H,101557
12/7/2020 10H,98334
12/7/2020 09H,96200
12/7/2020 08H,95880
12/7/2020 07H,96878
12/7/2020 06H,100236
12/7/2020 05H,104124
12/7/2020 04H,112491
12/7/2020 03H,115799
12/7/2020 02H,117011
12/7/2020 01H,117053
12/7/2020 00H,114233
12/6/2020 23H,107945
12/6/2020 22H,102711
12/6/2020 21H,99995
12/6/2020 20H,99782
12/6/2020 19H,101966
12/6/2020 18H,103706
12/6/2020 17H,105304
12/6/2020 16H,104415
12/6/2020 15H,102868
12/6/2020 14H,102798
12/6/2020 13H,100461
12/6/2020 12H,98519
12/6/2020 11H,95046
12/6/2020 10H,94869
12/6/2020 09H,94822
12/6/2020 08H,95514
12/6/2020 07H,96299
12/6/2020 06H,98141
12/6/2020 05H,98260
12/6/2020 04H,104057
12/6/2020 03H,104951
12/6/2020 02H,105610
12/6/2020 01H,106876
12/6/2020 00H,106340
12/5/2020 23H,102470
12/5/2020 22H,96985
12/5/2020 21H,95120
12/5/2020 20H,97160
12/5/2020 19H,100704
12/5/2020 18H,103175
12/5/2020 17H,104835
12/5/2020 16H,104580
12/5/2020 15H,103218
12/5/2020 14H,104124
12/5/2020 13H,101332
12/5/2020 12H,98723
12/5/2020 11H,95891
12/5/2020 10H,94703
12/5/2020 09H,95259
12/5/2020 08H,97153
12/5/2020 07H,98280
12/5/2020 06H,100329
12/5/2020 05H,103237
12/5/2020 04H,106070
12/5/2020 03H,109351
12/5/2020 02H,110965
12/5/2020 01H,112466
12/5/2020 00H,110713
12/4/2020 23H,107399
12/4/2020 22H,103641
12/4/2020 21H,102283
12/4/2020 20H,103483
12/4/2020 19H,104496
12/4/2020 18H,106086
12/4/2020 17H,106901
12/4/2020 16H,105878
12/4/2020 15H,105204
12/4/2020 14H,105013
12/4/2020 13H,101774
12/4/2020 12H,96681
12/4/2020 11H,92286
12/4/2020 10H,88834
12/4/2020 09H,86917
12/4/2020 08H,86770
12/4/2020 07H,87926
12/4/2020 06H,92137
12/4/2020 05H,100300
12/4/2020 04H,101019
12/4/2020 03H,104549
12/4/2020 02H,107777
12/4/2020 01H,110674
12/4/2020 00H,112079
12/3/2020 23H,108280
12/3/2020 22H,103712
12/3/2020 21H,102627
12/3/2020 20H,103951
12/3/2020 19H,105366
12/3/2020 18H,107509
12/3/2020 17H,108035
12/3/2020 16H,109398
12/3/2020 15H,111926
12/3/2020 14H,111798
12/3/2020 13H,107516
12/3/2020 12H,102122
12/3/2020 11H,99559
12/3/2020 10H,97827
12/3/2020 09H,97568
12/3/2020 08H,97387
12/3/2020 07H,97879
12/3/2020 06H,100033
12/3/2020 05H,102932
12/3/2020 04H,108197
12/3/2020 03H,112677
12/3/2020 02H,113553
12/3/2020 01H,115081
12/3/2020 00H,113466
12/2/2020 23H,109363
12/2/2020 22H,105768
12/2/2020 21H,105178
12/2/2020 20H,105559
12/2/2020 19H,107748
12/2/2020 18H,109931
12/2/2020 17H,112994
12/2/2020 16H,114416
12/2/2020 15H,114701
12/2/2020 14H,115113
12/2/2020 13H,112387
12/2/2020 12H,107710
12/2/2020 11H,103898
12/2/2020 10H,102059
12/2/2020 09H,100850
12/2/2020 08H,100057
12/2/2020 07H,98860
12/2/2020 06H,99622
12/2/2020 05H,99025
12/2/2020 04H,108126
12/2/2020 03H,110747
12/2/2020 02H,110847
12/2/2020 01H,111390
12/2/2020 00H,109998
12/1/2020 23H,105549
12/1/2020 22H,102350
12/1/2020 21H,101291
12/1/2020 20H,104278
12/1/2020 19H,106574
12/1/2020 18H,107783
12/1/2020 17H,108437
12/1/2020 16H,108201
12/1/2020 15H,106407
12/1/2020 14H,104866
12/1/2020 13H,103023
12/1/2020 12H,97756
12/1/2020 11H,92661
12/1/2020 10H,89599
12/1/2020 09H,86555
12/1/2020 08H,84521
12/1/2020 07H,84861
12/1/2020 06H,85778
12/1/2020 05H,84187
12/1/2020 04H,92884
12/1/2020 03H,97768
12/1/2020 02H,100469
12/1/2020 01H,102771
12/1/2020 00H,101534
11/30/2020 23H,95808
11/30/2020 22H,93777
11/30/2020 21H,94401
11/30/2020 20H,94271
11/30/2020 19H,97091
11/30/2020 18H,98872
11/30/2020 17H,99402
11/30/2020 16H,99536
11/30/2020 15H,98001
11/30/2020 14H,94678
11/30/2020 13H,87181
11/30/2020 12H,79569
11/30/2020 11H,73146
11/30/2020 10H,69906
11/30/2020 09H,68253
11/30/2020 08H,67193
11/30/2020 07H,67183
11/30/2020 06H,68443
11/30/2020 05H,70916
11/30/2020 04H,74880
11/30/2020 03H,79883
11/30/2020 02H,83950
11/30/2020 01H,86017
11/30/2020 00H,84679
11/29/2020 23H,77126
11/29/2020 22H,70812
11/29/2020 21H,67126
11/29/2020 20H,67016
11/29/2020 19H,68230
11/29/2020 18H,69003
11/29/2020 17H,70039
11/29/2020 16H,70819
11/29/2020 15H,71928
11/29/2020 14H,71625
11/29/2020 13H,72072
11/29/2020 12H,70800
11/29/2020 11H,68222
11/29/2020 10H,67869
11/29/2020 09H,68253
11/29/2020 08H,68678
11/29/2020 07H,70236
11/29/2020 06H,71521
11/29/2020 05H,73300
11/29/2020 04H,75702
11/29/2020 03H,78048
11/29/2020 02H,80241
11/29/2020 01H,80214
11/29/2020 00H,79263
11/28/2020 23H,74825
11/28/2020 22H,70965
11/28/2020 21H,70078
11/28/2020 20H,73104
11/28/2020 19H,75679
11/28/2020 18H,77582
11/28/2020 17H,78041
11/28/2020 16H,75836
11/28/2020 15H,75324
11/28/2020 14H,73609
11/28/2020 13H,71587
11/28/2020 12H,68336
11/28/2020 11H,65881
11/28/2020 10H,64105
11/28/2020 09H,63251
11/28/2020 08H,63623
11/28/2020 07H,65539
11/28/2020 06H,69170
11/28/2020 05H,73108
11/28/2020 04H,77466
11/28/2020 03H,82335
11/28/2020 02H,85878
11/28/2020 01H,87056
11/28/2020 00H,85396
11/27/2020 23H,80280
11/27/2020 22H,76850
11/27/2020 21H,76129
11/27/2020 20H,77813
11/27/2020 19H,79803
11/27/2020 18H,82340
11/27/2020 17H,82803
11/27/2020 16H,81936
11/27/2020 15H,79638
11/27/2020 14H,74999
11/27/2020 13H,69374
11/27/2020 12H,65681
11/27/2020 11H,63446
11/27/2020 10H,62487
11/27/2020 09H,62914
11/27/2020 08H,62475
11/27/2020 07H,63252
11/27/2020 06H,65376
11/27/2020 05H,72011
11/27/2020 04H,73716
11/27/2020 03H,77566
11/27/2020 02H,80424
11/27/2020 01H,81493
11/27/2020 00H,80987
11/26/2020 23H,80154
11/26/2020 22H,79867
11/26/2020 21H,80534
11/26/2020 20H,81772
11/26/2020 19H,83413
11/26/2020 18H,84572
11/26/2020 17H,84336
11/26/2020 16H,83338
11/26/2020 15H,76435
11/26/2020 14H,70443
11/26/2020 13H,66097
11/26/2020 12H,63079
11/26/2020 11H,61325
11/26/2020 10H,61110
11/26/2020 09H,62189
11/26/2020 08H,64132
11/26/2020 07H,66665
11/26/2020 06H,70014
11/26/2020 05H,78479
11/26/2020 04H,79327
11/26/2020 03H,87379
11/26/2020 02H,91042
11/26/2020 01H,93820
11/26/2020 00H,94398
11/25/2020 23H,92305
11/25/2020 22H,90520
11/25/2020 21H,91876
11/25/2020 20H,93446
11/25/2020 19H,94482
11/25/2020 18H,94982
11/25/2020 17H,95507
11/25/2020 16H,94494
11/25/2020 15H,92302
11/25/2020 14H,89526
11/25/2020 13H,84818
11/25/2020 12H,79833
11/25/2020 11H,75521
11/25/2020 10H,74100
11/25/2020 09H,72531
11/25/2020 08H,71471
11/25/2020 07H,74250
11/25/2020 06H,78663
11/25/2020 05H,84544
11/25/2020 04H,89227
11/25/2020 03H,92770
11/25/2020 02H,95850
11/25/2020 01H,96654
11/25/2020 00H,95506
11/24/2020 23H,91925
11/24/2020 22H,90956
11/24/2020 21H,90261
11/24/2020 20H,89693
11/24/2020 19H,89735
11/24/2020 18H,89177
11/24/2020 17H,89457
11/24/2020 16H,89717
11/24/2020 15H,88738
11/24/2020 14H,86798
11/24/2020 13H,83923
11/24/2020 12H,80118
11/24/2020 11H,75504
11/24/2020 10H,72959
11/24/2020 09H,72412
11/24/2020 08H,72670
11/24/2020 07H,73917
11/24/2020 06H,75073
11/24/2020 05H,72373
11/24/2020 04H,80628
11/24/2020 03H,84452
11/24/2020 02H,88422
11/24/2020 01H,90476
11/24/2020 00H,89785
11/23/2020 23H,86768
11/23/2020 22H,85003
11/23/2020 21H,83393
11/23/2020 20H,84260
11/23/2020 19H,85242
11/23/2020 18H,87721
11/23/2020 17H,89050
11/23/2020 16H,89866
11/23/2020 15H,91175
11/23/2020 14H,90980
11/23/2020 13H,88300
11/23/2020 12H,82382
11/23/2020 11H,78448
11/23/2020 10H,76088
11/23/2020 09H,75662
11/23/2020 08H,76552
11/23/2020 07H,77087
11/23/2020 06H,78847
11/23/2020 05H,82279
11/23/2020 04H,85284
11/23/2020 03H,87734
11/23/2020 02H,91337
11/23/2020 01H,92705
11/23/2020 00H,91463
11/22/2020 23H,87447
11/22/2020 22H,82877
11/22/2020 21H,78873
11/22/2020 20H,77913
11/22/2020 19H,78643
11/22/2020 18H,79333
11/22/2020 17H,78210
11/22/2020 16H,75388
11/22/2020 15H,72472
11/22/2020 14H,70229
11/22/2020 13H,68431
11/22/2020 12H,68030
11/22/2020 11H,67854
11/22/2020 10H,67654
11/22/2020 09H,68704
11/22/2020 08H,69608
11/22/2020 07H,71928
11/22/2020 06H,74562
11/22/2020 05H,78818
11/22/2020 04H,83341
11/22/2020 03H,88501
11/22/2020 02H,91421
11/22/2020 01H,93636
11/22/2020 00H,94197
11/21/2020 23H,92399
11/21/2020 22H,90393
11/21/2020 21H,88651
11/21/2020 20H,88122
11/21/2020 19H,88784
11/21/2020 18H,88885
11/21/2020 17H,88382
11/21/2020 16H,88253
11/21/2020 15H,87298
11/21/2020 14H,84720
11/21/2020 13H,82052
11/21/2020 12H,77960
11/21/2020 11H,73106
11/21/2020 10H,70717
11/21/2020 09H,69793
11/21/2020 08H,70383
11/21/2020 07H,73408
11/21/2020 06H,76733
11/21/2020 05H,82727
11/21/2020 04H,84837
11/21/2020 03H,87718
11/21/2020 02H,90643
11/21/2020 01H,95842
11/21/2020 00H,98318
11/20/2020 23H,96659
11/20/2020 22H,93411
11/20/2020 21H,91078
11/20/2020 20H,90264
11/20/2020 19H,91118
11/20/2020 18H,88877
11/20/2020 17H,86990
11/20/2020 16H,86779
11/20/2020 15H,87905
11/20/2020 14H,88031
11/20/2020 13H,83903
11/20/2020 12H,77678
11/20/2020 11H,70770
11/20/2020 10H,67832
11/20/2020 09H,66568
11/20/2020 08H,67489
11/20/2020 07H,69009
11/20/2020 06H,72289
11/20/2020 05H,80933
11/20/2020 04H,81464
11/20/2020 03H,86842
11/20/2020 02H,91318
11/20/2020 01H,95247
11/20/2020 00H,95564
11/19/2020 23H,90008
11/19/2020 22H,85560
11/19/2020 21H,82618
11/19/2020 20H,83084
11/19/2020 19H,82876
11/19/2020 18H,82626
11/19/2020 17H,81789
11/19/2020 16H,83070
11/19/2020 15H,84759
11/19/2020 14H,84714
11/19/2020 13H,83221
11/19/2020 12H,80169
11/19/2020 11H,75730
11/19/2020 10H,73493
11/19/2020 09H,72881
11/19/2020 08H,74673
11/19/2020 07H,76790
11/19/2020 06H,79193
11/19/2020 05H,81743
11/19/2020 04H,84120
11/19/2020 03H,87672
11/19/2020 02H,90288
11/19/2020 01H,91686
11/19/2020 00H,90342
11/18/2020 23H,86940
11/18/2020 22H,84231
11/18/2020 21H,82890
11/18/2020 20H,83212
11/18/2020 19H,84623
11/18/2020 18H,85862
11/18/2020 17H,85933
11/18/2020 16H,87069
11/18/2020 15H,88892
11/18/2020 14H,89054
11/18/2020 13H,87109
11/18/2020 12H,81932
11/18/2020 11H,78604
11/18/2020 10H,76643
11/18/2020 09H,75766
11/18/2020 08H,76500
11/18/2020 07H,78610
11/18/2020 06H,81795
11/18/2020 05H,80574
11/18/2020 04H,88788
11/18/2020 03H,93064
11/18/2020 02H,96713
11/18/2020 01H,99486
11/18/2020 00H,98707
11/17/2020 23H,95341
11/17/2020 22H,93786
11/17/2020 21H,94164
11/17/2020 20H,94775
11/17/2020 19H,96910
11/17/2020 18H,100718
11/17/2020 17H,102267
11/17/2020 16H,104834
11/17/2020 15H,105516
11/17/2020 14H,105866
11/17/2020 13H,103683
11/17/2020 12H,98945
11/17/2020 11H,93358
11/17/2020 10H,90657
11/17/2020 09H,89356
11/17/2020 08H,88865
11/17/2020 07H,89534
11/17/2020 06H,90851
11/17/2020 05H,88993
11/17/2020 04H,96087
11/17/2020 03H,98810
11/17/2020 02H,100320
11/17/2020 01H,102372
11/17/2020 00H,102326
11/16/2020 23H,99045
11/16/2020 22H,95197
11/16/2020 21H,94096
11/16/2020 20H,93081
11/16/2020 19H,93571
11/16/2020 18H,94953
11/16/2020 17H,95370
11/16/2020 16H,96927
11/16/2020 15H,94920
11/16/2020 14H,93293
11/16/2020 13H,90562
11/16/2020 12H,84682
11/16/2020 11H,78850
11/16/2020 10H,75935
11/16/2020 09H,74399
11/16/2020 08H,72684
11/16/2020 07H,74142
11/16/2020 06H,75863
11/16/2020 05H,81812
11/16/2020 04H,83019
11/16/2020 03H,89049
11/16/2020 02H,93299
11/16/2020 01H,94224
11/16/2020 00H,91186
11/15/2020 23H,84785
11/15/2020 22H,81021
11/15/2020 21H,79893
11/15/2020 20H,80349
11/15/2020 19H,80578
11/15/2020 18H,80642
11/15/2020 17H,78713
11/15/2020 16H,76787
11/15/2020 15H,75344
11/15/2020 14H,71782
11/15/2020 13H,69489
11/15/2020 12H,67465
11/15/2020 11H,65109
11/15/2020 10H,64534
11/15/2020 09H,64954
11/15/2020 08H,66672
11/15/2020 07H,68772
11/15/2020 06H,73791
11/15/2020 05H,80309
11/15/2020 04H,81553
11/15/2020 03H,85353
11/15/2020 02H,87710
11/15/2020 01H,88343
11/15/2020 00H,87379
11/14/2020 23H,86810
11/14/2020 22H,84906
11/14/2020 21H,83041
11/14/2020 20H,82520
11/14/2020 19H,81116
11/14/2020 18H,80545
11/14/2020 17H,79342
11/14/2020 16H,79757
11/14/2020 15H,79702
11/14/2020 14H,76346
11/14/2020 13H,74927
11/14/2020 12H,73976
11/14/2020 11H,73498
11/14/2020 10H,74404
11/14/2020 09H,75475
11/14/2020 08H,76771
11/14/2020 07H,80470
11/14/2020 06H,83196
11/14/2020 05H,84621
11/14/2020 04H,89371
11/14/2020 03H,93431
11/14/2020 02H,96210
11/14/2020 01H,99021
11/14/2020 00H,98249
11/13/2020 23H,95939
11/13/2020 22H,94552
11/13/2020 21H,95169
11/13/2020 20H,97627
11/13/2020 19H,99545
11/13/2020 18H,100187
11/13/2020 17H,100539
11/13/2020 16H,100512
11/13/2020 15H,101753
11/13/2020 14H,100748
11/13/2020 13H,97080
11/13/2020 12H,91196
11/13/2020 11H,86845
11/13/2020 10H,85438
11/13/2020 09H,84929
11/13/2020 08H,84612
11/13/2020 07H,86208
11/13/2020 06H,89597
11/13/2020 05H,90926
11/13/2020 04H,96164
11/13/2020 03H,98032
11/13/2020 02H,99889
11/13/2020 01H,100466
11/13/2020 00H,99029
11/12/2020 23H,94300
11/12/2020 22H,92040
11/12/2020 21H,94294
11/12/2020 20H,98043
11/12/2020 19H,100252
11/12/2020 18H,100914
11/12/2020 17H,102401
11/12/2020 16H,103782
11/12/2020 15H,104378
11/12/2020 14H,103099
11/12/2020 13H,98903
11/12/2020 12H,91677
11/12/2020 11H,84197
11/12/2020 10H,80517
11/12/2020 09H,78739
11/12/2020 08H,79734
11/12/2020 07H,83859
11/12/2020 06H,88400
11/12/2020 05H,86422
11/12/2020 04H,97479
11/12/2020 03H,101491
11/12/2020 02H,103044
11/12/2020 01H,103874
11/12/2020 00H,102578
11/11/2020 23H,99665
11/11/2020 22H,97583
11/11/2020 21H,97043
11/11/2020 20H,97737
11/11/2020 19H,98681
11/11/2020 18H,99606
11/11/2020 17H,100768
11/11/2020 16H,100655
11/11/2020 15H,98975
11/11/2020 14H,97072
11/11/2020 13H,93607
11/11/2020 12H,87045
11/11/2020 11H,81046
11/11/2020 10H,77584
11/11/2020 09H,76795
11/11/2020 08H,77355
11/11/2020 07H,79467
11/11/2020 06H,83995
11/11/2020 05H,87329
11/11/2020 04H,91435
11/11/2020 03H,95556
11/11/2020 02H,97025
11/11/2020 01H,98133
11/11/2020 00H,98451
11/10/2020 23H,96581
11/10/2020 22H,94906
11/10/2020 21H,95363
11/10/2020 20H,96020
11/10/2020 19H,95775
11/10/2020 18H,95395
11/10/2020 17H,94722
11/10/2020 16H,94558
11/10/2020 15H,95232
11/10/2020 14H,93155
11/10/2020 13H,87947
11/10/2020 12H,80509
11/10/2020 11H,74165
11/10/2020 10H,70487
11/10/2020 09H,69987
11/10/2020 08H,71488
11/10/2020 07H,72220
11/10/2020 06H,75549
11/10/2020 05H,79051
11/10/2020 04H,82726
11/10/2020 03H,87280
11/10/2020 02H,92078
11/10/2020 01H,95811
11/10/2020 00H,96932
11/9/2020 23H,93974
11/9/2020 22H,91042
11/9/2020 21H,91135
11/9/2020 20H,90999
11/9/2020 19H,89642
11/9/2020 18H,89099
11/9/2020 17H,87138
11/9/2020 16H,85533
11/9/2020 15H,84038
11/9/2020 14H,80328
11/9/2020 13H,75389
11/9/2020 12H,70056
11/9/2020 11H,64443
11/9/2020 10H,61672
11/9/2020 09H,61314
11/9/2020 08H,61794
11/9/2020 07H,64055
11/9/2020 06H,67727
11/9/2020 05H,71692
11/9/2020 04H,74702
11/9/2020 03H,77999
11/9/2020 02H,79959
11/9/2020 01H,82768
11/9/2020 00H,83691
11/8/2020 23H,80486
11/8/2020 22H,76003
11/8/2020 21H,72744
11/8/2020 20H,71448
11/8/2020 19H,69730
11/8/2020 18H,68447
11/8/2020 17H,67268
11/8/2020 16H,67148
11/8/2020 15H,65171
11/8/2020 14H,61666
11/8/2020 13H,59761
11/8/2020 12H,58220
11/8/2020 11H,57191
11/8/2020 10H,57225
11/8/2020 09H,58225
11/8/2020 08H,60513
11/8/2020 07H,63889
11/8/2020 06H,67017
11/8/2020 05H,69409
11/8/2020 04H,71346
11/8/2020 03H,73849
11/8/2020 02H,76658
11/8/2020 01H,79770
11/8/2020 00H,80706
11/7/2020 23H,79289
11/7/2020 22H,78037
11/7/2020 21H,75374
11/7/2020 20H,74553
11/7/2020 19H,74773
11/7/2020 18H,75213
11/7/2020 17H,74382
11/7/2020 16H,73824
11/7/2020 15H,72531
11/7/2020 14H,70109
11/7/2020 13H,67290
11/7/2020 12H,64969
11/7/2020 11H,62592
11/7/2020 10H,61117
11/7/2020 09H,60148
11/7/2020 08H,61857
11/7/2020 07H,63236
11/7/2020 06H,64810
11/7/2020 05H,70083
11/7/2020 04H,71833
11/7/2020 03H,75741
11/7/2020 02H,81183
11/7/2020 01H,86357
11/7/2020 00H,89830
11/6/2020 23H,90218
11/6/2020 22H,89082
11/6/2020 21H,88255
11/6/2020 20H,88906
11/6/2020 19H,90578
11/6/2020 18H,93354
11/6/2020 17H,95480
11/6/2020 16H,94230
11/6/2020 15H,91334
11/6/2020 14H,89066
11/6/2020 13H,85988
11/6/2020 12H,81158
11/6/2020 11H,75493
11/6/2020 10H,71336
11/6/2020 09H,69260
11/6/2020 08H,71350
11/6/2020 07H,73321
11/6/2020 06H,78295
11/6/2020 05H,85025
11/6/2020 04H,88402
11/6/2020 03H,93968
11/6/2020 02H,97885
11/6/2020 01H,101764
11/6/2020 00H,103486
11/5/2020 23H,101996
11/5/2020 22H,101151
11/5/2020 21H,101212
11/5/2020 20H,101500
11/5/2020 19H,101098
11/5/2020 18H,101106
11/5/2020 17H,99340
11/5/2020 16H,98336
11/5/2020 15H,96469
11/5/2020 14H,93556
11/5/2020 13H,89052
11/5/2020 12H,83648
11/5/2020 11H,77157
11/5/2020 10H,72646
11/5/2020 09H,70466
11/5/2020 08H,69322
11/5/2020 07H,71151
11/5/2020 06H,74233
11/5/2020 05H,82293
11/5/2020 04H,84231
11/5/2020 03H,90265
11/5/2020 02H,95250
11/5/2020 01H,101293
11/5/2020 00H,103471
11/4/2020 23H,101563
11/4/2020 22H,99933
11/4/2020 21H,99232
11/4/2020 20H,99192
11/4/2020 19H,100758
11/4/2020 18H,101018
11/4/2020 17H,100832
11/4/2020 16H,100749
11/4/2020 15H,99533
11/4/2020 14H,99531
11/4/2020 13H,96436
11/4/2020 12H,90723
11/4/2020 11H,83770
11/4/2020 10H,79732
11/4/2020 09H,77541
11/4/2020 08H,76657
11/4/2020 07H,78472
11/4/2020 06H,81733
11/4/2020 05H,87395
11/4/2020 04H,87067
11/4/2020 03H,90814
11/4/2020 02H,93287
11/4/2020 01H,97257
11/4/2020 00H,100437
11/3/2020 23H,100226
11/3/2020 22H,96326
11/3/2020 21H,94931
11/3/2020 20H,95409
11/3/2020 19H,97977
11/3/2020 18H,101189
11/3/2020 17H,103195
11/3/2020 16H,103475
11/3/2020 15H,101873
11/3/2020 14H,101763
11/3/2020 13H,100622
11/3/2020 12H,95603
11/3/2020 11H,91152
11/3/2020 10H,86831
11/3/2020 09H,83728
11/3/2020 08H,82898
11/3/2020 07H,83619
11/3/2020 06H,86648
11/3/2020 05H,87233
11/3/2020 04H,94846
11/3/2020 03H,100643
11/3/2020 02H,104423
11/3/2020 01H,107530
11/3/2020 00H,109415
11/2/2020 23H,108750
11/2/2020 22H,105564
11/2/2020 21H,102928
11/2/2020 20H,102422
11/2/2020 19H,102646
11/2/2020 18H,103254
11/2/2020 17H,102917
11/2/2020 16H,102493
11/2/2020 15H,101684
11/2/2020 14H,100813
11/2/2020 13H,98200
11/2/2020 12H,91896
11/2/2020 11H,86476
11/2/2020 10H,82039
11/2/2020 09H,79832
11/2/2020 08H,79340
11/2/2020 07H,81701
11/2/2020 06H,83434
11/2/2020 05H,84124
11/2/2020 04H,91721
11/2/2020 03H,95451
11/2/2020 02H,97712
11/2/2020 01H,99474
11/2/2020 00H,99763
11/1/2020 23H,98034
11/1/2020 22H,94472
11/1/2020 21H,92358
11/1/2020 20H,92285
11/1/2020 19H,93156
11/1/2020 18H,92643
11/1/2020 17H,90892
11/1/2020 16H,88690
11/1/2020 15H,85627
11/1/2020 14H,82297
11/1/2020 13H,79280
11/1/2020 12H,74935
11/1/2020 11H,72078
11/1/2020 10H,70282
11/1/2020 09H,69426
11/1/2020 08H,70553
11/1/2020 07H,70581
11/1/2020 06H,72450
11/1/2020 05H,76253
11/1/2020 04H,80567
11/1/2020 03H,81806
11/1/2020 02H,84927
11/1/2020 01H,86182
11/1/2020 00H,85953
10/31/2020 23H,83337
10/31/2020 22H,81032
10/31/2020 21H,79314
10/31/2020 20H,78863
10/31/2020 19H,79750
10/31/2020 18H,80517
10/31/2020 17H,81350
10/31/2020 16H,83267
10/31/2020 15H,84544
10/31/2020 14H,84386
10/31/2020 13H,83147
10/31/2020 12H,81071
10/31/2020 11H,77512
10/31/2020 10H,76057
10/31/2020 09H,75330
10/31/2020 08H,75374
10/31/2020 07H,77000
10/31/2020 06H,79535
10/31/2020 05H,80128
10/31/2020 04H,82836
10/31/2020 03H,87807
10/31/2020 02H,91419
10/31/2020 01H,95178
10/31/2020 00H,95244
10/30/2020 23H,95207
10/30/2020 22H,95778
10/30/2020 21H,97102
10/30/2020 20H,98527
10/30/2020 19H,99537
10/30/2020 18H,99708
10/30/2020 17H,100993
10/30/2020 16H,101999
10/30/2020 15H,101920
10/30/2020 14H,101295
10/30/2020 13H,100576
10/30/2020 12H,98574
10/30/2020 11H,94789
10/30/2020 10H,92082
10/30/2020 09H,90473
10/30/2020 08H,90362
10/30/2020 07H,91169
10/30/2020 06H,92094
10/30/2020 05H,94668
10/30/2020 04H,98444
10/30/2020 03H,102366
10/30/2020 02H,105339
10/30/2020 01H,106499
10/30/2020 00H,105037
10/29/2020 23H,102565
10/29/2020 22H,101495
10/29/2020 21H,101696
10/29/2020 20H,102323
10/29/2020 19H,101822
10/29/2020 18H,100407
10/29/2020 17H,99865
10/29/2020 16H,99545
10/29/2020 15H,99353
10/29/2020 14H,97761
10/29/2020 13H,95004
10/29/2020 12H,91909
10/29/2020 11H,86213
10/29/2020 10H,81738
10/29/2020 09H,79450
10/29/2020 08H,81198
10/29/2020 07H,82603
10/29/2020 06H,85322
10/29/2020 05H,86416
10/29/2020 04H,90964
10/29/2020 03H,95153
10/29/2020 02H,98550
10/29/2020 01H,101436
10/29/2020 00H,99866
10/28/2020 23H,96455
10/28/2020 22H,96355
10/28/2020 21H,95724
10/28/2020 20H,99370
10/28/2020 19H,102799
10/28/2020 18H,103206
10/28/2020 17H,103028
10/28/2020 16H,103351
10/28/2020 15H,102923
10/28/2020 14H,102682
10/28/2020 13H,103525
10/28/2020 12H,100042
10/28/2020 11H,94359
10/28/2020 10H,88896
10/28/2020 09H,85734
10/28/2020 08H,84829
10/28/2020 07H,86360
10/28/2020 06H,88899
10/28/2020 05H,92358
10/28/2020 04H,95454
10/28/2020 03H,101377
10/28/2020 02H,103438
10/28/2020 01H,104572
10/28/2020 00H,103794
10/27/2020 23H,102537
10/27/2020 22H,101609
10/27/2020 21H,101067
10/27/2020 20H,100481
10/27/2020 19H,100072
10/27/2020 18H,100020
10/27/2020 17H,99933
10/27/2020 16H,100294
10/27/2020 15H,101535
10/27/2020 14H,101189
10/27/2020 13H,100441
10/27/2020 12H,98679
10/27/2020 11H,95282
10/27/2020 10H,90355
10/27/2020 09H,88801
10/27/2020 08H,88877
10/27/2020 07H,90122
10/27/2020 06H,92411
10/27/2020 05H,95595
10/27/2020 04H,94183
10/27/2020 03H,100630
10/27/2020 02H,103180
10/27/2020 01H,103097
10/27/2020 00H,102237
10/26/2020 23H,101451
10/26/2020 22H,101051
10/26/2020 21H,101025
10/26/2020 20H,101129
10/26/2020 19H,100730
10/26/2020 18H,100761
10/26/2020 17H,99862
10/26/2020 16H,100665
10/26/2020 15H,100657
10/26/2020 14H,99021
10/26/2020 13H,96513
10/26/2020 12H,92190
10/26/2020 11H,86729
10/26/2020 10H,81579
10/26/2020 09H,78135
10/26/2020 08H,77143
10/26/2020 07H,77527
10/26/2020 06H,78793
10/26/2020 05H,82023
10/26/2020 04H,83895
10/26/2020 03H,89347
10/26/2020 02H,91435
10/26/2020 01H,91870
10/26/2020 00H,92085
10/25/2020 23H,90769
10/25/2020 22H,89478
10/25/2020 21H,88888
10/25/2020 20H,89497
10/25/2020 19H,91482
10/25/2020 18H,92125
10/25/2020 17H,91488
10/25/2020 16H,90144
10/25/2020 15H,88758
10/25/2020 14H,85367
10/25/2020 13H,82274
10/25/2020 12H,79075
10/25/2020 11H,76451
10/25/2020 10H,75154
10/25/2020 09H,75834
10/25/2020 08H,76401
10/25/2020 07H,77679
10/25/2020 06H,80393
10/25/2020 05H,82640
10/25/2020 04H,85507
10/25/2020 03H,88213
10/25/2020 02H,90587
10/25/2020 01H,93992
10/25/2020 00H,93922
10/24/2020 23H,93255
10/24/2020 22H,91805
10/24/2020 21H,92214
10/24/2020 20H,93851
10/24/2020 19H,94132
10/24/2020 18H,93730
10/24/2020 17H,93570
10/24/2020 16H,93092
10/24/2020 15H,92630
10/24/2020 14H,90603
