Net generation from hydro for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.WAT.H
19:02:08 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.WAT.H megawatthours
04/17/2021 15H,28092
04/17/2021 14H,27395
04/17/2021 13H,25247
04/17/2021 12H,23236
04/17/2021 11H,21143
04/17/2021 10H,20264
04/17/2021 09H,20677
04/17/2021 08H,20877
04/17/2021 07H,22312
04/17/2021 06H,24994
04/17/2021 05H,27868
04/17/2021 04H,29934
04/17/2021 03H,31928
04/17/2021 02H,33885
04/17/2021 01H,32580
04/17/2021 00H,29724
04/16/2021 23H,27629
04/16/2021 22H,25718
04/16/2021 21H,25191
04/16/2021 20H,24756
04/16/2021 19H,26054
04/16/2021 18H,27278
04/16/2021 17H,29050
04/16/2021 16H,32379
04/16/2021 15H,35323
04/16/2021 14H,37348
04/16/2021 13H,35399
04/16/2021 12H,32080
04/16/2021 11H,25657
04/16/2021 10H,22280
04/16/2021 09H,20076
04/16/2021 08H,20936
04/16/2021 07H,22690
04/16/2021 06H,25521
04/16/2021 05H,29585
04/16/2021 04H,32372
04/16/2021 03H,35565
04/16/2021 02H,37937
04/16/2021 01H,37721
04/16/2021 00H,33614
04/15/2021 23H,30481
04/15/2021 22H,28336
04/15/2021 21H,27939
04/15/2021 20H,27825
04/15/2021 19H,27830
04/15/2021 18H,27975
04/15/2021 17H,29279
04/15/2021 16H,33333
04/15/2021 15H,35716
04/15/2021 14H,37555
04/15/2021 13H,34181
04/15/2021 12H,30573
04/15/2021 11H,23599
04/15/2021 10H,20745
04/15/2021 09H,19767
04/15/2021 08H,20567
04/15/2021 07H,22257
04/15/2021 06H,24763
04/15/2021 05H,29164
04/15/2021 04H,32406
04/15/2021 03H,35029
04/15/2021 02H,37563
04/15/2021 01H,36798
04/15/2021 00H,33356
04/14/2021 23H,29505
04/14/2021 22H,26861
04/14/2021 21H,25869
04/14/2021 20H,26022
04/14/2021 19H,26837
04/14/2021 18H,27615
04/14/2021 17H,28346
04/14/2021 16H,30864
04/14/2021 15H,34275
04/14/2021 14H,36151
04/14/2021 13H,34547
04/14/2021 12H,30644
04/14/2021 11H,25599
04/14/2021 10H,21654
04/14/2021 09H,20939
04/14/2021 08H,21213
04/14/2021 07H,21433
04/14/2021 06H,23605
04/14/2021 05H,27567
04/14/2021 04H,31670
04/14/2021 03H,34063
04/14/2021 02H,36634
04/14/2021 01H,36152
04/14/2021 00H,33477
04/13/2021 23H,31122
04/13/2021 22H,27840
04/13/2021 21H,26413
04/13/2021 20H,26554
04/13/2021 19H,26345
04/13/2021 18H,27354
04/13/2021 17H,28071
04/13/2021 16H,29417
04/13/2021 15H,32652
04/13/2021 14H,34287
04/13/2021 13H,30634
04/13/2021 12H,28844
04/13/2021 11H,24726
04/13/2021 10H,22638
04/13/2021 09H,21257
04/13/2021 08H,21589
04/13/2021 07H,22129
04/13/2021 06H,24698
04/13/2021 05H,28386
04/13/2021 04H,32079
04/13/2021 03H,35222
04/13/2021 02H,37578
04/13/2021 01H,38503
04/13/2021 00H,36480
04/12/2021 23H,34069
04/12/2021 22H,31912
04/12/2021 21H,30156
04/12/2021 20H,30023
04/12/2021 19H,30343
04/12/2021 18H,31078
04/12/2021 17H,31673
04/12/2021 16H,33673
04/12/2021 15H,35178
04/12/2021 14H,36688
04/12/2021 13H,33875
04/12/2021 12H,30587
04/12/2021 11H,26315
04/12/2021 10H,23155
04/12/2021 09H,21506
04/12/2021 08H,21745
04/12/2021 07H,22895
04/12/2021 06H,24746
04/12/2021 05H,29463
04/12/2021 04H,32011
04/12/2021 03H,34759
04/12/2021 02H,36526
04/12/2021 01H,37231
04/12/2021 00H,34861
04/11/2021 23H,32979
04/11/2021 22H,30884
04/11/2021 21H,28730
04/11/2021 20H,28401
04/11/2021 19H,28312
04/11/2021 18H,28856
04/11/2021 17H,29907
04/11/2021 16H,30646
04/11/2021 15H,31287
04/11/2021 14H,31279
04/11/2021 13H,28343
04/11/2021 12H,24995
04/11/2021 11H,23521
04/11/2021 10H,22546
04/11/2021 09H,21809
04/11/2021 08H,22543
04/11/2021 07H,25075
04/11/2021 06H,27697
04/11/2021 05H,31555
04/11/2021 04H,32687
04/11/2021 03H,34250
04/11/2021 02H,35842
04/11/2021 01H,34175
04/11/2021 00H,31623
04/10/2021 23H,28606
04/10/2021 22H,27626
04/10/2021 21H,26538
04/10/2021 20H,26323
04/10/2021 19H,26374
04/10/2021 18H,26496
04/10/2021 17H,26994
04/10/2021 16H,28533
04/10/2021 15H,29927
04/10/2021 14H,29983
04/10/2021 13H,27770
04/10/2021 12H,24386
04/10/2021 11H,22219
04/10/2021 10H,20818
04/10/2021 09H,20703
04/10/2021 08H,20543
04/10/2021 07H,22651
04/10/2021 06H,26761
04/10/2021 05H,30378
04/10/2021 04H,31763
04/10/2021 03H,34019
04/10/2021 02H,35416
04/10/2021 01H,35566
04/10/2021 00H,33979
04/9/2021 23H,33316
04/9/2021 22H,35699
04/9/2021 21H,32268
04/9/2021 20H,32029
04/9/2021 19H,31872
04/9/2021 18H,32014
04/9/2021 17H,33130
04/9/2021 16H,33770
04/9/2021 15H,35176
04/9/2021 14H,36589
04/9/2021 13H,34019
04/9/2021 12H,30077
04/9/2021 11H,26599
04/9/2021 10H,24136
04/9/2021 09H,23698
04/9/2021 08H,24088
04/9/2021 07H,25817
04/9/2021 06H,28512
04/9/2021 05H,32219
04/9/2021 04H,34406
04/9/2021 03H,35848
04/9/2021 02H,36828
04/9/2021 01H,35527
04/9/2021 00H,33370
04/8/2021 23H,31372
04/8/2021 22H,30547
04/8/2021 21H,29386
04/8/2021 20H,28927
04/8/2021 19H,29269
04/8/2021 18H,29639
04/8/2021 17H,30470
04/8/2021 16H,31917
04/8/2021 15H,33749
04/8/2021 14H,33882
04/8/2021 13H,32042
04/8/2021 12H,28152
04/8/2021 11H,25588
04/8/2021 10H,23455
04/8/2021 09H,22657
04/8/2021 08H,22801
04/8/2021 07H,23654
04/8/2021 06H,26078
04/8/2021 05H,30845
04/8/2021 04H,33849
04/8/2021 03H,36790
04/8/2021 02H,38536
04/8/2021 01H,38045
04/8/2021 00H,37073
04/7/2021 23H,34667
04/7/2021 22H,32469
04/7/2021 21H,30651
04/7/2021 20H,29537
04/7/2021 19H,29437
04/7/2021 18H,29343
04/7/2021 17H,29534
04/7/2021 16H,30836
04/7/2021 15H,32829
04/7/2021 14H,33748
04/7/2021 13H,31235
04/7/2021 12H,28028
04/7/2021 11H,24404
04/7/2021 10H,22108
04/7/2021 09H,21611
04/7/2021 08H,21932
04/7/2021 07H,23049
04/7/2021 06H,26002
04/7/2021 05H,30102
04/7/2021 04H,33770
04/7/2021 03H,36482
04/7/2021 02H,39585
04/7/2021 01H,39562
04/7/2021 00H,37296
04/6/2021 23H,33729
04/6/2021 22H,32726
04/6/2021 21H,31085
04/6/2021 20H,30027
04/6/2021 19H,29628
04/6/2021 18H,30134
04/6/2021 17H,31604
04/6/2021 16H,32599
04/6/2021 15H,34101
04/6/2021 14H,35382
04/6/2021 13H,32470
04/6/2021 12H,29163
04/6/2021 11H,25962
04/6/2021 10H,23690
04/6/2021 09H,22407
04/6/2021 08H,22384
04/6/2021 07H,23660
04/6/2021 06H,25696
04/6/2021 05H,30037
04/6/2021 04H,32658
04/6/2021 03H,35529
04/6/2021 02H,38313
04/6/2021 01H,37941
04/6/2021 00H,36558
04/5/2021 23H,33427
04/5/2021 22H,31069
04/5/2021 21H,30713
04/5/2021 20H,30093
04/5/2021 19H,30490
04/5/2021 18H,31291
04/5/2021 17H,32068
04/5/2021 16H,34290
04/5/2021 15H,36601
04/5/2021 14H,39357
04/5/2021 13H,36083
04/5/2021 12H,32468
04/5/2021 11H,28984
04/5/2021 10H,25062
04/5/2021 09H,24408
04/5/2021 08H,24275
04/5/2021 07H,25001
04/5/2021 06H,27632
04/5/2021 05H,31213
04/5/2021 04H,33267
04/5/2021 03H,34820
04/5/2021 02H,36480
04/5/2021 01H,34911
04/5/2021 00H,31147
04/4/2021 23H,28185
04/4/2021 22H,26127
04/4/2021 21H,25132
04/4/2021 20H,24713
04/4/2021 19H,25423
04/4/2021 18H,26056
04/4/2021 17H,27008
04/4/2021 16H,28443
04/4/2021 15H,30585
04/4/2021 14H,31961
04/4/2021 13H,31052
04/4/2021 12H,29512
04/4/2021 11H,27749
04/4/2021 10H,25328
04/4/2021 09H,24203
04/4/2021 08H,24811
04/4/2021 07H,25622
04/4/2021 06H,28017
04/4/2021 05H,31506
04/4/2021 04H,33917
04/4/2021 03H,36131
04/4/2021 02H,37290
04/4/2021 01H,35010
04/4/2021 00H,31754
04/3/2021 23H,29013
04/3/2021 22H,27542
04/3/2021 21H,26680
04/3/2021 20H,26803
04/3/2021 19H,28030
04/3/2021 18H,28759
04/3/2021 17H,29989
04/3/2021 16H,30552
04/3/2021 15H,32378
04/3/2021 14H,34529
04/3/2021 13H,32856
04/3/2021 12H,32511
04/3/2021 11H,30464
04/3/2021 10H,27295
04/3/2021 09H,25312
04/3/2021 08H,26218
04/3/2021 07H,28644
04/3/2021 06H,30380
04/3/2021 05H,32924
04/3/2021 04H,34632
04/3/2021 03H,37393
04/3/2021 02H,38887
04/3/2021 01H,36492
04/3/2021 00H,33331
04/2/2021 23H,30269
04/2/2021 22H,28750
04/2/2021 21H,27085
04/2/2021 20H,26871
04/2/2021 19H,27938
04/2/2021 18H,29257
04/2/2021 17H,30246
04/2/2021 16H,33489
04/2/2021 15H,36830
04/2/2021 14H,39572
04/2/2021 13H,36801
04/2/2021 12H,35655
04/2/2021 11H,32680
04/2/2021 10H,28731
04/2/2021 09H,27121
04/2/2021 08H,26410
04/2/2021 07H,27193
04/2/2021 06H,28782
04/2/2021 05H,31914
04/2/2021 04H,35233
04/2/2021 03H,38291
04/2/2021 02H,40379
04/2/2021 01H,39042
04/2/2021 00H,34764
04/1/2021 23H,31049
04/1/2021 22H,29328
04/1/2021 21H,27932
04/1/2021 20H,28878
04/1/2021 19H,29941
04/1/2021 18H,31576
04/1/2021 17H,33382
04/1/2021 16H,36078
04/1/2021 15H,37968
04/1/2021 14H,39510
04/1/2021 13H,36428
04/1/2021 12H,34119
04/1/2021 11H,30185
04/1/2021 10H,26370
04/1/2021 09H,25320
04/1/2021 08H,25338
04/1/2021 07H,26653
04/1/2021 06H,29402
04/1/2021 05H,31800
04/1/2021 04H,34664
04/1/2021 03H,37371
04/1/2021 02H,39009
04/1/2021 01H,37324
04/1/2021 00H,34251
03/31/2021 23H,32355
03/31/2021 22H,31560
03/31/2021 21H,30462
03/31/2021 20H,30065
03/31/2021 19H,30936
03/31/2021 18H,31954
03/31/2021 17H,33744
03/31/2021 16H,36025
03/31/2021 15H,37676
03/31/2021 14H,38774
03/31/2021 13H,35277
03/31/2021 12H,30646
03/31/2021 11H,27085
03/31/2021 10H,24484
03/31/2021 09H,23959
03/31/2021 08H,23918
03/31/2021 07H,26158
03/31/2021 06H,29054
03/31/2021 05H,32862
03/31/2021 04H,35006
03/31/2021 03H,37725
03/31/2021 02H,40812
03/31/2021 01H,39793
03/31/2021 00H,36208
03/30/2021 23H,33897
03/30/2021 22H,31630
03/30/2021 21H,30925
03/30/2021 20H,29824
03/30/2021 19H,29725
03/30/2021 18H,31168
03/30/2021 17H,33304
03/30/2021 16H,35807
03/30/2021 15H,38467
03/30/2021 14H,40549
03/30/2021 13H,38970
03/30/2021 12H,35487
03/30/2021 11H,31603
03/30/2021 10H,28009
03/30/2021 09H,26314
03/30/2021 08H,25993
03/30/2021 07H,28382
03/30/2021 06H,30919
03/30/2021 05H,33920
03/30/2021 04H,36006
03/30/2021 03H,38112
03/30/2021 02H,39185
03/30/2021 01H,36186
03/30/2021 00H,33071
03/29/2021 23H,31377
03/29/2021 22H,29544
03/29/2021 21H,28795
03/29/2021 20H,27764
03/29/2021 19H,28770
03/29/2021 18H,29444
03/29/2021 17H,30329
03/29/2021 16H,34454
03/29/2021 15H,38340
03/29/2021 14H,39823
03/29/2021 13H,37315
03/29/2021 12H,34682
03/29/2021 11H,29200
03/29/2021 10H,24249
03/29/2021 09H,22237
03/29/2021 08H,22592
03/29/2021 07H,23600
03/29/2021 06H,25512
03/29/2021 05H,28001
03/29/2021 04H,32180
03/29/2021 03H,35204
03/29/2021 02H,36158
03/29/2021 01H,36214
03/29/2021 00H,34414
03/28/2021 23H,31731
03/28/2021 22H,29043
03/28/2021 21H,27477
03/28/2021 20H,26720
03/28/2021 19H,27376
03/28/2021 18H,28225
03/28/2021 17H,28301
03/28/2021 16H,29017
03/28/2021 15H,29244
03/28/2021 14H,29066
03/28/2021 13H,26014
03/28/2021 12H,23740
03/28/2021 11H,21427
03/28/2021 10H,20810
03/28/2021 09H,21253
03/28/2021 08H,22147
03/28/2021 07H,23168
03/28/2021 06H,25328
03/28/2021 05H,28576
03/28/2021 04H,32034
03/28/2021 03H,33562
03/28/2021 02H,34876
03/28/2021 01H,32522
03/28/2021 00H,30773
03/27/2021 23H,29866
03/27/2021 22H,27475
03/27/2021 21H,27974
03/27/2021 20H,27823
03/27/2021 19H,28543
03/27/2021 18H,29252
03/27/2021 17H,30597
03/27/2021 16H,32148
03/27/2021 15H,33368
03/27/2021 14H,32936
03/27/2021 13H,28751
03/27/2021 12H,26825
03/27/2021 11H,25213
03/27/2021 10H,22922
03/27/2021 09H,22632
03/27/2021 08H,22802
03/27/2021 07H,23966
03/27/2021 06H,26004
03/27/2021 05H,29721
03/27/2021 04H,31948
03/27/2021 03H,34344
03/27/2021 02H,35933
03/27/2021 01H,34708
03/27/2021 00H,32601
03/26/2021 23H,31406
03/26/2021 22H,29115
03/26/2021 21H,28571
03/26/2021 20H,28551
03/26/2021 19H,29561
03/26/2021 18H,32809
03/26/2021 17H,35113
03/26/2021 16H,37678
03/26/2021 15H,40314
03/26/2021 14H,40649
03/26/2021 13H,35663
03/26/2021 12H,31115
03/26/2021 11H,26960
03/26/2021 10H,24200
03/26/2021 09H,23392
03/26/2021 08H,23248
03/26/2021 07H,23818
03/26/2021 06H,25483
03/26/2021 05H,29585
03/26/2021 04H,32988
03/26/2021 03H,34698
03/26/2021 02H,36475
03/26/2021 01H,35659
03/26/2021 00H,35296
03/25/2021 23H,34029
03/25/2021 22H,31396
03/25/2021 21H,30041
03/25/2021 20H,30316
03/25/2021 19H,30481
03/25/2021 18H,30470
03/25/2021 17H,31901
03/25/2021 16H,34170
03/25/2021 15H,37233
03/25/2021 14H,37863
03/25/2021 13H,33526
03/25/2021 12H,29105
03/25/2021 11H,24488
03/25/2021 10H,21373
03/25/2021 09H,20258
03/25/2021 08H,20921
03/25/2021 07H,22668
03/25/2021 06H,25576
03/25/2021 05H,29016
03/25/2021 04H,32678
03/25/2021 03H,36454
03/25/2021 02H,39050
03/25/2021 01H,37624
03/25/2021 00H,34282
03/24/2021 23H,33049
03/24/2021 22H,30036
03/24/2021 21H,29119
03/24/2021 20H,28363
03/24/2021 19H,29108
03/24/2021 18H,29586
03/24/2021 17H,30436
03/24/2021 16H,32622
03/24/2021 15H,34398
03/24/2021 14H,36648
03/24/2021 13H,33023
03/24/2021 12H,30453
03/24/2021 11H,24918
03/24/2021 10H,21855
03/24/2021 09H,20941
03/24/2021 08H,21325
03/24/2021 07H,22637
03/24/2021 06H,25412
03/24/2021 05H,28372
03/24/2021 04H,30885
03/24/2021 03H,33805
03/24/2021 02H,36399
03/24/2021 01H,35689
03/24/2021 00H,33797
03/23/2021 23H,31533
03/23/2021 22H,28872
03/23/2021 21H,28091
03/23/2021 20H,28449
03/23/2021 19H,29229
03/23/2021 18H,30694
03/23/2021 17H,32538
03/23/2021 16H,34289
03/23/2021 15H,37974
03/23/2021 14H,38183
03/23/2021 13H,36114
03/23/2021 12H,33391
03/23/2021 11H,28086
03/23/2021 10H,24022
03/23/2021 09H,21807
03/23/2021 08H,21929
03/23/2021 07H,24382
03/23/2021 06H,26110
03/23/2021 05H,29688
03/23/2021 04H,32876
03/23/2021 03H,35683
03/23/2021 02H,36933
03/23/2021 01H,35834
03/23/2021 00H,33048
03/22/2021 23H,30573
03/22/2021 22H,26610
03/22/2021 21H,25207
03/22/2021 20H,24937
03/22/2021 19H,26023
03/22/2021 18H,27137
03/22/2021 17H,30311
03/22/2021 16H,33853
03/22/2021 15H,36943
03/22/2021 14H,39241
03/22/2021 13H,37788
03/22/2021 12H,36601
03/22/2021 11H,31817
03/22/2021 10H,25672
03/22/2021 09H,22711
03/22/2021 08H,23380
03/22/2021 07H,24405
03/22/2021 06H,26907
03/22/2021 05H,29106
03/22/2021 04H,31709
03/22/2021 03H,34872
03/22/2021 02H,35244
03/22/2021 01H,32489
03/22/2021 00H,30495
03/21/2021 23H,26392
03/21/2021 22H,25421
03/21/2021 21H,24673
03/21/2021 20H,24062
03/21/2021 19H,24189
03/21/2021 18H,25483
03/21/2021 17H,26608
03/21/2021 16H,28994
03/21/2021 15H,30001
03/21/2021 14H,31212
03/21/2021 13H,30400
03/21/2021 12H,28966
03/21/2021 11H,26047
03/21/2021 10H,23368
03/21/2021 09H,22316
03/21/2021 08H,22485
03/21/2021 07H,22770
03/21/2021 06H,24254
03/21/2021 05H,27215
03/21/2021 04H,30408
03/21/2021 03H,33067
03/21/2021 02H,33640
03/21/2021 01H,30694
03/21/2021 00H,28177
03/20/2021 23H,26194
03/20/2021 22H,23366
03/20/2021 21H,22528
03/20/2021 20H,23115
03/20/2021 19H,23784
03/20/2021 18H,25463
03/20/2021 17H,26983
03/20/2021 16H,28609
03/20/2021 15H,30187
03/20/2021 14H,32810
03/20/2021 13H,31454
03/20/2021 12H,29424
03/20/2021 11H,24828
03/20/2021 10H,22948
03/20/2021 09H,21403
03/20/2021 08H,21234
03/20/2021 07H,23212
03/20/2021 06H,24973
03/20/2021 05H,28460
03/20/2021 04H,31040
03/20/2021 03H,33419
03/20/2021 02H,34958
03/20/2021 01H,35489
03/20/2021 00H,34194
03/19/2021 23H,31801
03/19/2021 22H,28427
03/19/2021 21H,27378
03/19/2021 20H,27308
03/19/2021 19H,27808
03/19/2021 18H,28218
03/19/2021 17H,32034
03/19/2021 16H,34194
03/19/2021 15H,36609
03/19/2021 14H,38224
03/19/2021 13H,36452
03/19/2021 12H,33840
03/19/2021 11H,28444
03/19/2021 10H,21681
03/19/2021 09H,20404
03/19/2021 08H,20759
03/19/2021 07H,21523
03/19/2021 06H,23372
03/19/2021 05H,26155
03/19/2021 04H,28418
03/19/2021 03H,31997
03/19/2021 02H,33927
03/19/2021 01H,35075
03/19/2021 00H,32397
03/18/2021 23H,29800
03/18/2021 22H,28026
03/18/2021 21H,26316
03/18/2021 20H,26691
03/18/2021 19H,27466
03/18/2021 18H,28423
03/18/2021 17H,29834
03/18/2021 16H,33421
03/18/2021 15H,35549
03/18/2021 14H,35882
03/18/2021 13H,33542
03/18/2021 12H,28843
03/18/2021 11H,25132
03/18/2021 10H,21542
03/18/2021 09H,20424
03/18/2021 08H,20756
03/18/2021 07H,22420
03/18/2021 06H,24466
03/18/2021 05H,27798
03/18/2021 04H,30943
03/18/2021 03H,33481
03/18/2021 02H,35245
03/18/2021 01H,35660
03/18/2021 00H,32266
03/17/2021 23H,30282
03/17/2021 22H,28631
03/17/2021 21H,27833
03/17/2021 20H,27807
03/17/2021 19H,29128
03/17/2021 18H,30817
03/17/2021 17H,32615
03/17/2021 16H,35587
03/17/2021 15H,38194
03/17/2021 14H,38540
03/17/2021 13H,37433
03/17/2021 12H,34235
03/17/2021 11H,29651
03/17/2021 10H,24010
03/17/2021 09H,21541
03/17/2021 08H,22023
03/17/2021 07H,23195
03/17/2021 06H,25945
03/17/2021 05H,29188
03/17/2021 04H,32701
03/17/2021 03H,34992
03/17/2021 02H,35697
03/17/2021 01H,35400
03/17/2021 00H,32865
03/16/2021 23H,31129
03/16/2021 22H,28494
03/16/2021 21H,28556
03/16/2021 20H,28695
03/16/2021 19H,29208
03/16/2021 18H,30068
03/16/2021 17H,32427
03/16/2021 16H,37299
03/16/2021 15H,39590
03/16/2021 14H,38872
03/16/2021 13H,37268
03/16/2021 12H,33061
03/16/2021 11H,27127
03/16/2021 10H,22420
03/16/2021 09H,19932
03/16/2021 08H,20571
03/16/2021 07H,22339
03/16/2021 06H,25054
03/16/2021 05H,28636
03/16/2021 04H,31433
03/16/2021 03H,34311
03/16/2021 02H,38100
03/16/2021 01H,39101
03/16/2021 00H,36724
03/15/2021 23H,32383
03/15/2021 22H,27951
03/15/2021 21H,26635
03/15/2021 20H,26359
03/15/2021 19H,26600
03/15/2021 18H,27608
03/15/2021 17H,29836
03/15/2021 16H,32558
03/15/2021 15H,35771
03/15/2021 14H,36824
03/15/2021 13H,34943
03/15/2021 12H,32434
03/15/2021 11H,27352
03/15/2021 10H,23789
03/15/2021 09H,20838
03/15/2021 08H,19756
03/15/2021 07H,20936
03/15/2021 06H,23343
03/15/2021 05H,27223
03/15/2021 04H,30402
03/15/2021 03H,34025
03/15/2021 02H,36420
03/15/2021 01H,36403
03/15/2021 00H,33411
03/14/2021 23H,30875
03/14/2021 22H,26569
03/14/2021 21H,25769
03/14/2021 20H,25130
03/14/2021 19H,24874
03/14/2021 18H,24738
03/14/2021 17H,25185
03/14/2021 16H,25928
03/14/2021 15H,27484
03/14/2021 14H,26860
03/14/2021 13H,25520
03/14/2021 12H,23437
03/14/2021 11H,21754
03/14/2021 10H,20838
03/14/2021 09H,20651
03/14/2021 08H,22171
03/14/2021 07H,23779
03/14/2021 06H,27029
03/14/2021 05H,29223
03/14/2021 04H,32301
03/14/2021 03H,34143
03/14/2021 02H,35204
03/14/2021 01H,31835
03/14/2021 00H,29270
03/13/2021 23H,26805
03/13/2021 22H,24125
03/13/2021 21H,23480
03/13/2021 20H,23972
03/13/2021 19H,25395
03/13/2021 18H,26708
03/13/2021 17H,27765
03/13/2021 16H,29123
03/13/2021 15H,29719
03/13/2021 14H,27205
03/13/2021 13H,25190
03/13/2021 12H,23239
03/13/2021 11H,20900
03/13/2021 10H,20045
03/13/2021 09H,20274
03/13/2021 08H,21046
03/13/2021 07H,23766
03/13/2021 06H,26961
03/13/2021 05H,29702
03/13/2021 04H,32921
03/13/2021 03H,36269
03/13/2021 02H,37846
03/13/2021 01H,36776
03/13/2021 00H,33402
03/12/2021 23H,29666
03/12/2021 22H,26284
03/12/2021 21H,25548
03/12/2021 20H,26177
03/12/2021 19H,27481
03/12/2021 18H,28397
03/12/2021 17H,30130
03/12/2021 16H,33980
03/12/2021 15H,35979
03/12/2021 14H,32542
03/12/2021 13H,29550
03/12/2021 12H,25588
03/12/2021 11H,21132
03/12/2021 10H,19857
03/12/2021 09H,19971
03/12/2021 08H,21942
03/12/2021 07H,23314
03/12/2021 06H,26568
03/12/2021 05H,30294
03/12/2021 04H,33784
03/12/2021 03H,37058
03/12/2021 02H,37271
03/12/2021 01H,36934
03/12/2021 00H,33252
03/11/2021 23H,30077
03/11/2021 22H,27643
03/11/2021 21H,26830
03/11/2021 20H,27942
03/11/2021 19H,29083
03/11/2021 18H,29141
03/11/2021 17H,30640
03/11/2021 16H,33842
03/11/2021 15H,35787
03/11/2021 14H,33842
03/11/2021 13H,31529
03/11/2021 12H,26801
03/11/2021 11H,23550
03/11/2021 10H,21492
03/11/2021 09H,20570
03/11/2021 08H,20603
03/11/2021 07H,23163
03/11/2021 06H,27161
03/11/2021 05H,30903
03/11/2021 04H,33310
03/11/2021 03H,35335
03/11/2021 02H,34979
03/11/2021 01H,34741
03/11/2021 00H,30570
03/10/2021 23H,28722
03/10/2021 22H,25692
03/10/2021 21H,24972
03/10/2021 20H,25279
03/10/2021 19H,26592
03/10/2021 18H,28364
03/10/2021 17H,29666
03/10/2021 16H,31628
03/10/2021 15H,34573
03/10/2021 14H,33236
03/10/2021 13H,31700
03/10/2021 12H,27008
03/10/2021 11H,22957
03/10/2021 10H,19375
03/10/2021 09H,20081
03/10/2021 08H,20765
03/10/2021 07H,23158
03/10/2021 06H,28422
03/10/2021 05H,32036
03/10/2021 04H,34471
03/10/2021 03H,37014
03/10/2021 02H,37256
03/10/2021 01H,34446
03/10/2021 00H,30722
03/9/2021 23H,27997
03/9/2021 22H,25857
03/9/2021 21H,24452
03/9/2021 20H,25076
03/9/2021 19H,26196
03/9/2021 18H,27601
03/9/2021 17H,31121
03/9/2021 16H,33360
03/9/2021 15H,35843
03/9/2021 14H,34666
03/9/2021 13H,33725
03/9/2021 12H,30951
03/9/2021 11H,26155
03/9/2021 10H,22343
03/9/2021 09H,21477
03/9/2021 08H,23177
03/9/2021 07H,24728
03/9/2021 06H,27664
03/9/2021 05H,31655
03/9/2021 04H,34539
03/9/2021 03H,37222
03/9/2021 02H,37281
03/9/2021 01H,35348
03/9/2021 00H,32153
03/8/2021 23H,28166
03/8/2021 22H,25447
03/8/2021 21H,25159
03/8/2021 20H,25613
03/8/2021 19H,26970
03/8/2021 18H,28414
03/8/2021 17H,29827
03/8/2021 16H,33532
03/8/2021 15H,37449
03/8/2021 14H,36131
03/8/2021 13H,34924
03/8/2021 12H,31602
03/8/2021 11H,26599
03/8/2021 10H,23948
03/8/2021 09H,22606
03/8/2021 08H,23408
03/8/2021 07H,25057
03/8/2021 06H,27164
03/8/2021 05H,31273
03/8/2021 04H,32985
03/8/2021 03H,34267
03/8/2021 02H,33266
03/8/2021 01H,30709
03/8/2021 00H,29704
03/7/2021 23H,25687
03/7/2021 22H,22801
03/7/2021 21H,21425
03/7/2021 20H,21168
03/7/2021 19H,21939
03/7/2021 18H,23256
03/7/2021 17H,25062
03/7/2021 16H,26212
03/7/2021 15H,29168
03/7/2021 14H,30234
03/7/2021 13H,29323
03/7/2021 12H,27247
03/7/2021 11H,24118
03/7/2021 10H,24017
03/7/2021 09H,23865
03/7/2021 08H,25831
03/7/2021 07H,26590
03/7/2021 06H,28473
03/7/2021 05H,31213
03/7/2021 04H,34127
03/7/2021 03H,34315
03/7/2021 02H,33324
03/7/2021 01H,31636
03/7/2021 00H,27514
03/6/2021 23H,24689
03/6/2021 22H,22416
03/6/2021 21H,21990
03/6/2021 20H,21810
03/6/2021 19H,22678
03/6/2021 18H,24989
03/6/2021 17H,27088
03/6/2021 16H,29436
03/6/2021 15H,31993
03/6/2021 14H,31495
03/6/2021 13H,29931
03/6/2021 12H,27246
03/6/2021 11H,24142
03/6/2021 10H,22946
03/6/2021 09H,23572
03/6/2021 08H,25116
03/6/2021 07H,26827
03/6/2021 06H,29229
03/6/2021 05H,31903
03/6/2021 04H,33398
03/6/2021 03H,35262
03/6/2021 02H,38100
03/6/2021 01H,37470
03/6/2021 00H,33035
03/5/2021 23H,29618
03/5/2021 22H,26339
03/5/2021 21H,25581
03/5/2021 20H,25561
03/5/2021 19H,27248
03/5/2021 18H,28324
03/5/2021 17H,30933
03/5/2021 16H,33762
03/5/2021 15H,36844
03/5/2021 14H,36379
03/5/2021 13H,35485
03/5/2021 12H,32581
03/5/2021 11H,27805
03/5/2021 10H,23759
03/5/2021 09H,22606
03/5/2021 08H,22803
03/5/2021 07H,24305
03/5/2021 06H,27155
03/5/2021 05H,30134
03/5/2021 04H,35391
03/5/2021 03H,39160
03/5/2021 02H,40128
03/5/2021 01H,36257
03/5/2021 00H,31919
03/4/2021 23H,28285
03/4/2021 22H,25022
03/4/2021 21H,24143
03/4/2021 20H,25108
03/4/2021 19H,26774
03/4/2021 18H,28404
03/4/2021 17H,31565
03/4/2021 16H,34178
03/4/2021 15H,38503
03/4/2021 14H,38137
03/4/2021 13H,36038
03/4/2021 12H,30660
03/4/2021 11H,26129
03/4/2021 10H,23349
03/4/2021 09H,23198
03/4/2021 08H,23928
03/4/2021 07H,24760
