Net generation from hydro for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.WAT.H
19:02:08 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.WAT.H megawatthours
10/7/2021 19H,30983
10/7/2021 18H,29162
10/7/2021 17H,29099
10/7/2021 16H,28682
10/7/2021 15H,28886
10/7/2021 14H,26859
10/7/2021 13H,23644
10/7/2021 12H,21462
10/7/2021 11H,18635
10/7/2021 10H,15937
10/7/2021 09H,14726
10/7/2021 08H,15279
10/7/2021 07H,16659
10/7/2021 06H,18263
10/7/2021 05H,21118
10/7/2021 04H,24532
10/7/2021 03H,28721
10/7/2021 02H,30697
10/7/2021 01H,33881
10/7/2021 00H,35226
10/6/2021 23H,34771
10/6/2021 22H,34445
10/6/2021 21H,32476
10/6/2021 20H,29929
10/6/2021 19H,28728
10/6/2021 18H,27911
10/6/2021 17H,26539
10/6/2021 16H,26235
10/6/2021 15H,25625
10/6/2021 14H,23893
10/6/2021 13H,22045
10/6/2021 12H,18803
10/6/2021 11H,17064
10/6/2021 10H,15400
10/6/2021 09H,14528
10/6/2021 08H,14633
10/6/2021 07H,15200
10/6/2021 06H,16259
10/6/2021 05H,20514
10/6/2021 04H,23676
10/6/2021 03H,28238
10/6/2021 02H,30567
10/6/2021 01H,32557
10/6/2021 00H,34774
10/5/2021 23H,35428
10/5/2021 22H,34983
10/5/2021 21H,34321
10/5/2021 20H,32696
10/5/2021 19H,30906
10/5/2021 18H,29587
10/5/2021 17H,27396
10/5/2021 16H,26016
10/5/2021 15H,25868
10/5/2021 14H,24117
10/5/2021 13H,21665
10/5/2021 12H,19372
10/5/2021 11H,17565
10/5/2021 10H,15224
10/5/2021 09H,14132
10/5/2021 08H,14056
10/5/2021 07H,15474
10/5/2021 06H,17482
10/5/2021 05H,21382
10/5/2021 04H,25295
10/5/2021 03H,29461
10/5/2021 02H,32060
10/5/2021 01H,35645
10/5/2021 00H,38031
10/4/2021 23H,39394
10/4/2021 22H,38172
10/4/2021 21H,35088
10/4/2021 20H,32479
10/4/2021 19H,30068
10/4/2021 18H,28362
10/4/2021 17H,26512
10/4/2021 16H,24713
10/4/2021 15H,24781
10/4/2021 14H,23155
10/4/2021 13H,19779
10/4/2021 12H,17468
10/4/2021 11H,15771
10/4/2021 10H,13903
10/4/2021 09H,13581
10/4/2021 08H,13722
10/4/2021 07H,15202
10/4/2021 06H,17532
10/4/2021 05H,21198
10/4/2021 04H,25222
10/4/2021 03H,28868
10/4/2021 02H,31532
10/4/2021 01H,34944
10/4/2021 00H,36406
10/3/2021 23H,35481
10/3/2021 22H,34350
10/3/2021 21H,30927
10/3/2021 20H,28542
10/3/2021 19H,24908
10/3/2021 18H,22170
10/3/2021 17H,20880
10/3/2021 16H,19405
10/3/2021 15H,17877
10/3/2021 14H,17154
10/3/2021 13H,15169
10/3/2021 12H,13900
10/3/2021 11H,12718
10/3/2021 10H,12396
10/3/2021 09H,12428
10/3/2021 08H,13478
10/3/2021 07H,14711
10/3/2021 06H,16888
10/3/2021 05H,19929
10/3/2021 04H,23806
10/3/2021 03H,28915
10/3/2021 02H,32924
10/3/2021 01H,34873
10/3/2021 00H,33335
10/2/2021 23H,32424
10/2/2021 22H,32103
10/2/2021 21H,30849
10/2/2021 20H,27943
10/2/2021 19H,24661
10/2/2021 18H,23040
10/2/2021 17H,20691
10/2/2021 16H,19576
10/2/2021 15H,18639
10/2/2021 14H,17755
10/2/2021 13H,16205
10/2/2021 12H,15139
10/2/2021 11H,13412
10/2/2021 10H,13341
10/2/2021 09H,13826
10/2/2021 08H,14432
10/2/2021 07H,16349
10/2/2021 06H,18079
10/2/2021 05H,22131
10/2/2021 04H,24716
10/2/2021 03H,29572
10/2/2021 02H,32434
10/2/2021 01H,36154
10/2/2021 00H,36490
10/1/2021 23H,35059
10/1/2021 22H,35455
10/1/2021 21H,34466
10/1/2021 20H,31382
10/1/2021 19H,27410
10/1/2021 18H,25157
10/1/2021 17H,23972
10/1/2021 16H,22837
10/1/2021 15H,23983
10/1/2021 14H,23229
10/1/2021 13H,18882
10/1/2021 12H,16964
10/1/2021 11H,14796
10/1/2021 10H,13251
10/1/2021 09H,13528
10/1/2021 08H,13897
10/1/2021 07H,14228
10/1/2021 06H,16431
10/1/2021 05H,20587
10/1/2021 04H,25070
10/1/2021 03H,28364
10/1/2021 02H,31332
10/1/2021 01H,34741
10/1/2021 00H,35520
09/30/2021 23H,35071
09/30/2021 22H,34547
09/30/2021 21H,33930
09/30/2021 20H,31566
09/30/2021 19H,28648
09/30/2021 18H,25981
09/30/2021 17H,23080
09/30/2021 16H,21642
09/30/2021 15H,22990
09/30/2021 14H,23090
09/30/2021 13H,19238
09/30/2021 12H,16008
09/30/2021 11H,14854
09/30/2021 10H,13310
09/30/2021 09H,13227
09/30/2021 08H,14186
09/30/2021 07H,15221
09/30/2021 06H,17791
09/30/2021 05H,23347
09/30/2021 04H,27091
09/30/2021 03H,32475
09/30/2021 02H,34490
09/30/2021 01H,36923
09/30/2021 00H,37884
09/29/2021 23H,36744
09/29/2021 22H,35434
09/29/2021 21H,33813
09/29/2021 20H,31793
09/29/2021 19H,30404
09/29/2021 18H,28562
09/29/2021 17H,26964
09/29/2021 16H,25667
09/29/2021 15H,24697
09/29/2021 14H,24086
09/29/2021 13H,20989
09/29/2021 12H,18601
09/29/2021 11H,16000
09/29/2021 10H,14147
09/29/2021 09H,13687
09/29/2021 08H,13718
09/29/2021 07H,14952
09/29/2021 06H,16592
09/29/2021 05H,20657
09/29/2021 04H,25332
09/29/2021 03H,29804
09/29/2021 02H,33185
09/29/2021 01H,34931
09/29/2021 00H,35913
09/28/2021 23H,35838
09/28/2021 22H,35678
09/28/2021 21H,34608
09/28/2021 20H,32989
09/28/2021 19H,29911
09/28/2021 18H,27490
09/28/2021 17H,25391
09/28/2021 16H,25083
09/28/2021 15H,24512
09/28/2021 14H,23198
09/28/2021 13H,19617
09/28/2021 12H,18060
09/28/2021 11H,16577
09/28/2021 10H,15132
09/28/2021 09H,14767
09/28/2021 08H,15502
09/28/2021 07H,16149
09/28/2021 06H,18701
09/28/2021 05H,22919
09/28/2021 04H,26817
09/28/2021 03H,30927
09/28/2021 02H,34834
09/28/2021 01H,38769
09/28/2021 00H,40948
09/27/2021 23H,39642
09/27/2021 22H,38425
09/27/2021 21H,35983
09/27/2021 20H,32923
09/27/2021 19H,29356
09/27/2021 18H,27932
09/27/2021 17H,26179
09/27/2021 16H,24201
09/27/2021 15H,24443
09/27/2021 14H,24290
09/27/2021 13H,21984
09/27/2021 12H,21128
09/27/2021 11H,18250
09/27/2021 10H,15527
09/27/2021 09H,14762
09/27/2021 08H,15230
09/27/2021 07H,16093
09/27/2021 06H,17636
09/27/2021 05H,21370
09/27/2021 04H,25069
09/27/2021 03H,29381
09/27/2021 02H,31923
09/27/2021 01H,35223
09/27/2021 00H,35705
09/26/2021 23H,35419
09/26/2021 22H,33402
09/26/2021 21H,29910
09/26/2021 20H,25833
09/26/2021 19H,24137
09/26/2021 18H,21414
09/26/2021 17H,20924
09/26/2021 16H,20382
09/26/2021 15H,20163
09/26/2021 14H,19856
09/26/2021 13H,17162
09/26/2021 12H,16147
09/26/2021 11H,14864
09/26/2021 10H,14886
09/26/2021 09H,15082
09/26/2021 08H,15953
09/26/2021 07H,16481
09/26/2021 06H,19031
09/26/2021 05H,23772
09/26/2021 04H,27422
09/26/2021 03H,31374
09/26/2021 02H,35179
09/26/2021 01H,37806
09/26/2021 00H,38887
09/25/2021 23H,36245
09/25/2021 22H,33438
09/25/2021 21H,30540
09/25/2021 20H,27434
09/25/2021 19H,25546
09/25/2021 18H,24373
09/25/2021 17H,23527
09/25/2021 16H,23538
09/25/2021 15H,23655
09/25/2021 14H,21918
09/25/2021 13H,19027
09/25/2021 12H,17076
09/25/2021 11H,15694
09/25/2021 10H,14798
09/25/2021 09H,15086
09/25/2021 08H,16073
09/25/2021 07H,17391
09/25/2021 06H,19845
09/25/2021 05H,24397
09/25/2021 04H,28698
09/25/2021 03H,32590
09/25/2021 02H,34520
09/25/2021 01H,38605
09/25/2021 00H,39365
09/24/2021 23H,39034
09/24/2021 22H,37754
09/24/2021 21H,34962
09/24/2021 20H,30506
09/24/2021 19H,28129
09/24/2021 18H,27250
09/24/2021 17H,25989
09/24/2021 16H,26585
09/24/2021 15H,26806
09/24/2021 14H,26409
09/24/2021 13H,22493
09/24/2021 12H,20805
09/24/2021 11H,18210
09/24/2021 10H,15894
09/24/2021 09H,15933
09/24/2021 08H,16459
09/24/2021 07H,18404
09/24/2021 06H,20933
09/24/2021 05H,25359
09/24/2021 04H,28556
09/24/2021 03H,33199
09/24/2021 02H,36384
09/24/2021 01H,39427
09/24/2021 00H,41036
09/23/2021 23H,40407
09/23/2021 22H,37777
09/23/2021 21H,34296
09/23/2021 20H,30776
09/23/2021 19H,28068
09/23/2021 18H,26007
09/23/2021 17H,25501
09/23/2021 16H,25211
09/23/2021 15H,26903
09/23/2021 14H,24823
09/23/2021 13H,21543
09/23/2021 12H,19779
09/23/2021 11H,17992
09/23/2021 10H,15541
09/23/2021 09H,15104
09/23/2021 08H,15586
09/23/2021 07H,16192
09/23/2021 06H,17667
09/23/2021 05H,23573
09/23/2021 04H,27256
09/23/2021 03H,30330
09/23/2021 02H,32634
09/23/2021 01H,35926
09/23/2021 00H,37911
09/22/2021 23H,37580
09/22/2021 22H,35585
09/22/2021 21H,34618
09/22/2021 20H,31822
09/22/2021 19H,30140
09/22/2021 18H,29331
09/22/2021 17H,28184
09/22/2021 16H,27416
09/22/2021 15H,26673
09/22/2021 14H,26324
09/22/2021 13H,22072
09/22/2021 12H,19467
09/22/2021 11H,17041
09/22/2021 10H,15144
09/22/2021 09H,15367
09/22/2021 08H,15833
09/22/2021 07H,17406
09/22/2021 06H,20253
09/22/2021 05H,25628
09/22/2021 04H,29101
09/22/2021 03H,31984
09/22/2021 02H,34573
09/22/2021 01H,38741
09/22/2021 00H,39809
09/21/2021 23H,39727
09/21/2021 22H,38380
09/21/2021 21H,36151
09/21/2021 20H,33783
09/21/2021 19H,31350
09/21/2021 18H,29086
09/21/2021 17H,26340
09/21/2021 16H,25574
09/21/2021 15H,25551
09/21/2021 14H,24939
09/21/2021 13H,21286
09/21/2021 12H,18822
09/21/2021 11H,16284
09/21/2021 10H,14372
09/21/2021 09H,14046
09/21/2021 08H,14500
09/21/2021 07H,15905
09/21/2021 06H,17975
09/21/2021 05H,21919
09/21/2021 04H,27288
09/21/2021 03H,31336
09/21/2021 02H,33373
09/21/2021 01H,36065
09/21/2021 00H,37875
09/20/2021 23H,38897
09/20/2021 22H,37206
09/20/2021 21H,36165
09/20/2021 20H,33420
09/20/2021 19H,30665
09/20/2021 18H,27629
09/20/2021 17H,25414
09/20/2021 16H,23782
09/20/2021 15H,23332
09/20/2021 14H,23251
09/20/2021 13H,20595
09/20/2021 12H,18392
09/20/2021 11H,16324
09/20/2021 10H,14840
09/20/2021 09H,14630
09/20/2021 08H,14592
09/20/2021 07H,15164
09/20/2021 06H,16601
09/20/2021 05H,19492
09/20/2021 04H,22913
09/20/2021 03H,26854
09/20/2021 02H,29036
09/20/2021 01H,31026
09/20/2021 00H,32049
09/19/2021 23H,32864
09/19/2021 22H,32140
09/19/2021 21H,31583
09/19/2021 20H,30029
09/19/2021 19H,27705
09/19/2021 18H,24352
09/19/2021 17H,21787
09/19/2021 16H,20224
09/19/2021 15H,18897
09/19/2021 14H,17526
09/19/2021 13H,16470
09/19/2021 12H,15371
09/19/2021 11H,14009
09/19/2021 10H,13976
09/19/2021 09H,14505
09/19/2021 08H,15414
09/19/2021 07H,15954
09/19/2021 06H,17578
09/19/2021 05H,21085
09/19/2021 04H,25552
09/19/2021 03H,27637
09/19/2021 02H,29776
09/19/2021 01H,32105
09/19/2021 00H,31719
09/18/2021 23H,33747
09/18/2021 22H,34797
09/18/2021 21H,33146
09/18/2021 20H,31997
09/18/2021 19H,30439
09/18/2021 18H,28020
09/18/2021 17H,24297
09/18/2021 16H,22051
09/18/2021 15H,20750
09/18/2021 14H,19109
09/18/2021 13H,16635
09/18/2021 12H,14235
09/18/2021 11H,13304
09/18/2021 10H,12613
09/18/2021 09H,12438
09/18/2021 08H,12999
09/18/2021 07H,14132
09/18/2021 06H,18125
09/18/2021 05H,21832
09/18/2021 04H,27637
09/18/2021 03H,30218
09/18/2021 02H,32261
09/18/2021 01H,36077
09/18/2021 00H,36944
09/17/2021 23H,37539
09/17/2021 22H,38205
09/17/2021 21H,38148
09/17/2021 20H,35998
09/17/2021 19H,32540
09/17/2021 18H,29105
09/17/2021 17H,26294
09/17/2021 16H,23732
09/17/2021 15H,23270
09/17/2021 14H,22001
09/17/2021 13H,20199
09/17/2021 12H,17821
09/17/2021 11H,14682
09/17/2021 10H,13054
09/17/2021 09H,13065
09/17/2021 08H,13603
09/17/2021 07H,15394
09/17/2021 06H,17459
09/17/2021 05H,22132
09/17/2021 04H,27742
09/17/2021 03H,31351
09/17/2021 02H,34212
09/17/2021 01H,36427
09/17/2021 00H,37217
09/16/2021 23H,37052
09/16/2021 22H,37167
09/16/2021 21H,36230
09/16/2021 20H,33917
09/16/2021 19H,30694
09/16/2021 18H,27057
09/16/2021 17H,23814
09/16/2021 16H,22631
09/16/2021 15H,22564
09/16/2021 14H,21764
09/16/2021 13H,18634
09/16/2021 12H,16528
09/16/2021 11H,14634
09/16/2021 10H,12953
09/16/2021 09H,12880
09/16/2021 08H,13335
09/16/2021 07H,10638
09/16/2021 06H,11650
09/16/2021 05H,15291
09/16/2021 04H,19321
09/16/2021 03H,23281
09/16/2021 02H,26116
09/16/2021 01H,29500
09/16/2021 00H,30934
09/15/2021 23H,31383
09/15/2021 22H,32482
09/15/2021 21H,32394
09/15/2021 20H,29946
09/15/2021 19H,26545
09/15/2021 18H,22151
09/15/2021 17H,19514
09/15/2021 16H,18766
09/15/2021 15H,16840
09/15/2021 14H,14679
09/15/2021 13H,13669
09/15/2021 12H,11923
09/15/2021 11H,10661
09/15/2021 10H,9738
09/15/2021 09H,9836
09/15/2021 08H,14047
09/15/2021 07H,14597
09/15/2021 06H,16403
09/15/2021 05H,21134
09/15/2021 04H,26244
09/15/2021 03H,29815
09/15/2021 02H,33816
09/15/2021 01H,37741
09/15/2021 00H,39799
09/14/2021 23H,41508
09/14/2021 22H,40431
09/14/2021 21H,38824
09/14/2021 20H,36605
09/14/2021 19H,34243
09/14/2021 18H,30187
09/14/2021 17H,27843
09/14/2021 16H,24013
09/14/2021 15H,21595
09/14/2021 14H,20604
09/14/2021 13H,17322
09/14/2021 12H,15163
09/14/2021 11H,13602
09/14/2021 10H,12323
09/14/2021 09H,12497
09/14/2021 08H,13028
09/14/2021 07H,14446
09/14/2021 06H,16290
09/14/2021 05H,20648
09/14/2021 04H,26915
09/14/2021 03H,31207
09/14/2021 02H,34751
09/14/2021 01H,39022
09/14/2021 00H,39917
09/13/2021 23H,41805
09/13/2021 22H,41850
09/13/2021 21H,40075
09/13/2021 20H,37125
09/13/2021 19H,33015
09/13/2021 18H,29656
09/13/2021 17H,26238
09/13/2021 16H,23687
09/13/2021 15H,22446
09/13/2021 14H,20613
09/13/2021 13H,17915
09/13/2021 12H,15793
09/13/2021 11H,13834
09/13/2021 10H,12235
09/13/2021 09H,12010
09/13/2021 08H,11900
09/13/2021 07H,12987
09/13/2021 06H,14729
09/13/2021 05H,18102
09/13/2021 04H,22527
09/13/2021 03H,26980
09/13/2021 02H,30532
09/13/2021 01H,33355
09/13/2021 00H,34090
09/12/2021 23H,35021
09/12/2021 22H,35776
09/12/2021 21H,32992
09/12/2021 20H,29744
09/12/2021 19H,26582
09/12/2021 18H,23129
09/12/2021 17H,20480
09/12/2021 16H,20218
09/12/2021 15H,18517
09/12/2021 14H,17209
09/12/2021 13H,15400
09/12/2021 12H,14361
09/12/2021 11H,13312
09/12/2021 10H,12628
09/12/2021 09H,12743
09/12/2021 08H,13830
09/12/2021 07H,15656
09/12/2021 06H,17825
09/12/2021 05H,22066
09/12/2021 04H,26501
09/12/2021 03H,29423
09/12/2021 02H,32624
09/12/2021 01H,34335
09/12/2021 00H,34780
09/11/2021 23H,36093
09/11/2021 22H,36533
09/11/2021 21H,34808
09/11/2021 20H,31242
09/11/2021 19H,26440
09/11/2021 18H,22849
09/11/2021 17H,20837
09/11/2021 16H,20555
09/11/2021 15H,19689
09/11/2021 14H,18665
09/11/2021 13H,17260
09/11/2021 12H,16428
09/11/2021 11H,14677
09/11/2021 10H,13713
09/11/2021 09H,13489
09/11/2021 08H,13979
09/11/2021 07H,15337
09/11/2021 06H,16929
09/11/2021 05H,21042
09/11/2021 04H,25550
09/11/2021 03H,29650
09/11/2021 02H,32124
09/11/2021 01H,34306
09/11/2021 00H,35904
09/10/2021 23H,37093
09/10/2021 22H,38916
09/10/2021 21H,37256
09/10/2021 20H,35454
09/10/2021 19H,30712
09/10/2021 18H,26944
09/10/2021 17H,25310
09/10/2021 16H,24378
09/10/2021 15H,24021
09/10/2021 14H,22925
09/10/2021 13H,20012
09/10/2021 12H,18334
09/10/2021 11H,16790
09/10/2021 10H,15244
09/10/2021 09H,15265
09/10/2021 08H,15757
09/10/2021 07H,17767
09/10/2021 06H,19827
09/10/2021 05H,23744
09/10/2021 04H,28096
09/10/2021 03H,32153
09/10/2021 02H,35999
09/10/2021 01H,39722
09/10/2021 00H,40675
09/9/2021 23H,41353
09/9/2021 22H,41303
09/9/2021 21H,41141
09/9/2021 20H,38011
09/9/2021 19H,33392
09/9/2021 18H,30425
09/9/2021 17H,25806
09/9/2021 16H,24270
09/9/2021 15H,23445
09/9/2021 14H,22194
09/9/2021 13H,19980
09/9/2021 12H,18763
09/9/2021 11H,17917
09/9/2021 10H,17206
09/9/2021 09H,16774
09/9/2021 08H,16945
09/9/2021 07H,18226
09/9/2021 06H,21325
09/9/2021 05H,26869
09/9/2021 04H,31188
09/9/2021 03H,34446
09/9/2021 02H,37555
09/9/2021 01H,39855
09/9/2021 00H,41845
09/8/2021 23H,42642
09/8/2021 22H,42191
09/8/2021 21H,38882
09/8/2021 20H,36458
09/8/2021 19H,32387
09/8/2021 18H,29452
09/8/2021 17H,26592
09/8/2021 16H,25343
09/8/2021 15H,22998
09/8/2021 14H,22689
09/8/2021 13H,20144
09/8/2021 12H,18175
09/8/2021 11H,15972
09/8/2021 10H,14600
09/8/2021 09H,15314
09/8/2021 08H,16387
09/8/2021 07H,17944
09/8/2021 06H,20698
09/8/2021 05H,26277
09/8/2021 04H,29803
09/8/2021 03H,32519
09/8/2021 02H,36955
09/8/2021 01H,40466
09/8/2021 00H,43814
09/7/2021 23H,44920
09/7/2021 22H,45195
09/7/2021 21H,42513
09/7/2021 20H,38299
09/7/2021 19H,31724
09/7/2021 18H,27920
09/7/2021 17H,25063
09/7/2021 16H,22731
09/7/2021 15H,22045
09/7/2021 14H,20899
09/7/2021 13H,18230
09/7/2021 12H,17526
09/7/2021 11H,16500
09/7/2021 10H,15221
09/7/2021 09H,15603
09/7/2021 08H,15636
09/7/2021 07H,17105
09/7/2021 06H,19636
09/7/2021 05H,23816
09/7/2021 04H,28694
09/7/2021 03H,32647
09/7/2021 02H,35446
09/7/2021 01H,39969
09/7/2021 00H,41316
09/6/2021 23H,42272
09/6/2021 22H,40323
09/6/2021 21H,37837
09/6/2021 20H,34719
09/6/2021 19H,28997
09/6/2021 18H,24668
09/6/2021 17H,22603
09/6/2021 16H,20853
09/6/2021 15H,20041
09/6/2021 14H,19116
09/6/2021 13H,16907
09/6/2021 12H,15787
09/6/2021 11H,15236
09/6/2021 10H,14194
09/6/2021 09H,14448
09/6/2021 08H,14991
09/6/2021 07H,15979
09/6/2021 06H,19057
09/6/2021 05H,23402
09/6/2021 04H,27001
09/6/2021 03H,31874
09/6/2021 02H,35351
09/6/2021 01H,37715
09/6/2021 00H,38120
09/5/2021 23H,39184
09/5/2021 22H,37618
09/5/2021 21H,34603
09/5/2021 20H,30321
09/5/2021 19H,25356
09/5/2021 18H,23463
09/5/2021 17H,21299
09/5/2021 16H,19973
09/5/2021 15H,18789
09/5/2021 14H,17322
09/5/2021 13H,16200
09/5/2021 12H,15813
09/5/2021 11H,15479
09/5/2021 10H,15226
09/5/2021 09H,14691
09/5/2021 08H,15173
09/5/2021 07H,16563
09/5/2021 06H,18607
09/5/2021 05H,23944
09/5/2021 04H,28434
09/5/2021 03H,31809
09/5/2021 02H,35745
09/5/2021 01H,38786
09/5/2021 00H,39534
09/4/2021 23H,39179
09/4/2021 22H,37879
09/4/2021 21H,35861
09/4/2021 20H,32431
09/4/2021 19H,29637
09/4/2021 18H,25734
09/4/2021 17H,23701
09/4/2021 16H,22110
09/4/2021 15H,20402
09/4/2021 14H,19220
09/4/2021 13H,17728
09/4/2021 12H,16897
09/4/2021 11H,16160
09/4/2021 10H,15873
09/4/2021 09H,16455
09/4/2021 08H,17252
09/4/2021 07H,18196
09/4/2021 06H,20744
09/4/2021 05H,26501
09/4/2021 04H,30982
09/4/2021 03H,35003
09/4/2021 02H,37335
09/4/2021 01H,38381
09/4/2021 00H,39646
09/3/2021 23H,40335
09/3/2021 22H,41233
09/3/2021 21H,40042
09/3/2021 20H,36919
09/3/2021 19H,34328
09/3/2021 18H,30473
09/3/2021 17H,26442
09/3/2021 16H,25213
09/3/2021 15H,24380
09/3/2021 14H,23558
09/3/2021 13H,21353
09/3/2021 12H,19790
09/3/2021 11H,18451
09/3/2021 10H,17255
09/3/2021 09H,17742
09/3/2021 08H,18385
09/3/2021 07H,19650
09/3/2021 06H,21881
09/3/2021 05H,26266
09/3/2021 04H,30619
09/3/2021 03H,34315
09/3/2021 02H,36637
09/3/2021 01H,38286
09/3/2021 00H,39024
09/2/2021 23H,40296
09/2/2021 22H,40056
09/2/2021 21H,39237
09/2/2021 20H,36890
09/2/2021 19H,32527
09/2/2021 18H,30278
09/2/2021 17H,27960
09/2/2021 16H,26040
09/2/2021 15H,25653
09/2/2021 14H,25420
09/2/2021 13H,22284
09/2/2021 12H,19625
09/2/2021 11H,17871
09/2/2021 10H,16157
09/2/2021 09H,16581
09/2/2021 08H,16950
09/2/2021 07H,18851
09/2/2021 06H,21448
09/2/2021 05H,25081
09/2/2021 04H,29101
09/2/2021 03H,33342
09/2/2021 02H,35541
09/2/2021 01H,38627
09/2/2021 00H,38676
09/1/2021 23H,40364
09/1/2021 22H,40293
09/1/2021 21H,39955
09/1/2021 20H,38084
09/1/2021 19H,35542
09/1/2021 18H,32112
09/1/2021 17H,30000
09/1/2021 16H,28056
09/1/2021 15H,27137
09/1/2021 14H,25828
09/1/2021 13H,22465
09/1/2021 12H,20413
09/1/2021 11H,18472
09/1/2021 10H,17064
09/1/2021 09H,17652
09/1/2021 08H,18847
09/1/2021 07H,20127
09/1/2021 06H,22555
09/1/2021 05H,26191
09/1/2021 04H,29078
09/1/2021 03H,31769
09/1/2021 02H,35323
09/1/2021 01H,38007
09/1/2021 00H,40582
08/31/2021 23H,42414
08/31/2021 22H,44112
08/31/2021 21H,43353
08/31/2021 20H,40773
08/31/2021 19H,37755
08/31/2021 18H,34269
08/31/2021 17H,29795
08/31/2021 16H,26537
08/31/2021 15H,25645
08/31/2021 14H,23394
08/31/2021 13H,19274
08/31/2021 12H,16389
08/31/2021 11H,14267
08/31/2021 10H,14037
08/31/2021 09H,14453
08/31/2021 08H,14225
08/31/2021 07H,15440
08/31/2021 06H,17754
08/31/2021 05H,22617
08/31/2021 04H,27328
08/31/2021 03H,29984
08/31/2021 02H,33520
08/31/2021 01H,37513
08/31/2021 00H,40053
08/30/2021 23H,42093
08/30/2021 22H,43595
08/30/2021 21H,42005
08/30/2021 20H,39646
08/30/2021 19H,36705
08/30/2021 18H,32401
08/30/2021 17H,28676
08/30/2021 16H,26802
08/30/2021 15H,23410
08/30/2021 14H,18888
08/30/2021 13H,16292
08/30/2021 12H,14047
08/30/2021 11H,12845
08/30/2021 10H,12969
08/30/2021 09H,13430
08/30/2021 08H,14473
08/30/2021 07H,15484
08/30/2021 06H,17738
08/30/2021 05H,23107
08/30/2021 04H,27930
08/30/2021 03H,32572
08/30/2021 02H,36798
08/30/2021 01H,38651
08/30/2021 00H,41770
08/29/2021 23H,42289
08/29/2021 22H,43133
08/29/2021 21H,40770
08/29/2021 20H,37603
08/29/2021 19H,32921
08/29/2021 18H,29251
08/29/2021 17H,25255
08/29/2021 16H,21355
08/29/2021 15H,18016
08/29/2021 14H,17048
08/29/2021 13H,15122
08/29/2021 12H,14362
08/29/2021 11H,13436
08/29/2021 10H,13557
08/29/2021 09H,14490
08/29/2021 08H,15315
08/29/2021 07H,17391
08/29/2021 06H,20746
08/29/2021 05H,24661
08/29/2021 04H,29552
08/29/2021 03H,32771
08/29/2021 02H,37336
08/29/2021 01H,40448
08/29/2021 00H,42942
08/28/2021 23H,43964
08/28/2021 22H,43489
08/28/2021 21H,42086
08/28/2021 20H,39786
08/28/2021 19H,36491
08/28/2021 18H,33134
08/28/2021 17H,30313
08/28/2021 16H,26539
08/28/2021 15H,21849
08/28/2021 14H,19660
08/28/2021 13H,16444
08/28/2021 12H,15585
08/28/2021 11H,14609
08/28/2021 10H,14677
08/28/2021 09H,15144
08/28/2021 08H,16873
08/28/2021 07H,18895
08/28/2021 06H,22871
08/28/2021 05H,27245
08/28/2021 04H,31464
08/28/2021 03H,34144
08/28/2021 02H,38423
08/28/2021 01H,40753
08/28/2021 00H,43561
08/27/2021 23H,47113
08/27/2021 22H,49279
08/27/2021 21H,47719
08/27/2021 20H,45952
08/27/2021 19H,42607
08/27/2021 18H,37815
08/27/2021 17H,32785
08/27/2021 16H,30037
08/27/2021 15H,26434
08/27/2021 14H,22844
08/27/2021 13H,18407
08/27/2021 12H,16182
08/27/2021 11H,14546
08/27/2021 10H,13730
08/27/2021 09H,14868
08/27/2021 08H,15258
08/27/2021 07H,17148
08/27/2021 06H,21136
08/27/2021 05H,26242
08/27/2021 04H,32191
08/27/2021 03H,36325
08/27/2021 02H,39279
08/27/2021 01H,42766
08/27/2021 00H,46626
08/26/2021 23H,48715
08/26/2021 22H,49244
08/26/2021 21H,48028
08/26/2021 20H,46518
08/26/2021 19H,43539
08/26/2021 18H,38855
08/26/2021 17H,35851
08/26/2021 16H,28930
08/26/2021 15H,27538
08/26/2021 14H,23912
08/26/2021 13H,20253
08/26/2021 12H,18494
08/26/2021 11H,17292
08/26/2021 10H,15903
08/26/2021 09H,15905
08/26/2021 08H,16691
08/26/2021 07H,17289
08/26/2021 06H,20976
08/26/2021 05H,26142
08/26/2021 04H,30072
08/26/2021 03H,35273
08/26/2021 02H,39901
08/26/2021 01H,43078
08/26/2021 00H,46060
08/25/2021 23H,46985
08/25/2021 22H,48816
08/25/2021 21H,49399
08/25/2021 20H,48510
08/25/2021 19H,44805
08/25/2021 18H,42226
08/25/2021 17H,37208
08/25/2021 16H,31428
08/25/2021 15H,27804
08/25/2021 14H,24161
08/25/2021 13H,20136
08/25/2021 12H,17189
08/25/2021 11H,15642
08/25/2021 10H,15274
08/25/2021 09H,15350
08/25/2021 08H,16298
08/25/2021 07H,17674
08/25/2021 06H,20654
08/25/2021 05H,26486
08/25/2021 04H,30359
08/25/2021 03H,35436
08/25/2021 02H,39234
08/25/2021 01H,42349
08/25/2021 00H,43849
08/24/2021 23H,46768
08/24/2021 22H,47679
08/24/2021 21H,46993
