Net generation from solar for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.SUN.H
19:02:41 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.SUN.H megawatthours
10/5/2021 05H,42
10/5/2021 04H,69
10/5/2021 03H,140
10/5/2021 02H,165
10/5/2021 01H,1276
10/5/2021 00H,7726
10/4/2021 23H,15624
10/4/2021 22H,21434
10/4/2021 21H,24949
10/4/2021 20H,27858
10/4/2021 19H,30472
10/4/2021 18H,29825
10/4/2021 17H,29181
10/4/2021 16H,27146
10/4/2021 15H,19447
10/4/2021 14H,9315
10/4/2021 13H,3143
10/4/2021 12H,554
10/4/2021 11H,98
10/4/2021 10H,65
10/4/2021 09H,52
10/4/2021 08H,62
10/4/2021 07H,63
10/4/2021 06H,55
10/4/2021 05H,45
10/4/2021 04H,71
10/4/2021 03H,78
10/4/2021 02H,731
10/4/2021 01H,1987
10/4/2021 00H,11894
10/3/2021 23H,20840
10/3/2021 22H,25615
10/3/2021 21H,29707
10/3/2021 20H,31900
10/3/2021 19H,33747
10/3/2021 18H,34816
10/3/2021 17H,34117
10/3/2021 16H,31670
10/3/2021 15H,22549
10/3/2021 14H,10684
10/3/2021 13H,4427
10/3/2021 12H,1078
10/3/2021 11H,60
10/3/2021 10H,42
10/3/2021 09H,47
10/3/2021 08H,42
10/3/2021 07H,40
10/3/2021 06H,58
10/3/2021 05H,61
10/3/2021 04H,2115
10/3/2021 03H,2139
10/3/2021 02H,3142
10/3/2021 01H,4717
10/3/2021 00H,15579
10/2/2021 23H,22396
10/2/2021 22H,28271
10/2/2021 21H,32312
10/2/2021 20H,34882
10/2/2021 19H,35943
10/2/2021 18H,36634
10/2/2021 17H,34703
10/2/2021 16H,30498
10/2/2021 15H,22843
10/2/2021 14H,11326
10/2/2021 13H,5120
10/2/2021 12H,1332
10/2/2021 11H,68
10/2/2021 10H,64
10/2/2021 09H,59
10/2/2021 08H,69
10/2/2021 07H,72
10/2/2021 06H,101
10/2/2021 05H,97
10/2/2021 04H,2147
10/2/2021 03H,153
10/2/2021 02H,1175
10/2/2021 01H,2889
10/2/2021 00H,12781
10/1/2021 23H,19812
10/1/2021 22H,24987
10/1/2021 21H,27635
10/1/2021 20H,31649
10/1/2021 19H,33334
10/1/2021 18H,34279
10/1/2021 17H,33836
10/1/2021 16H,30242
10/1/2021 15H,21160
10/1/2021 14H,10536
10/1/2021 13H,5051
10/1/2021 12H,1413
10/1/2021 11H,121
10/1/2021 10H,77
10/1/2021 09H,41
10/1/2021 08H,58
10/1/2021 07H,53
10/1/2021 06H,54
10/1/2021 05H,52
10/1/2021 04H,94
10/1/2021 03H,115
10/1/2021 02H,1292
10/1/2021 01H,3176
10/1/2021 00H,13188
09/30/2021 23H,19528
09/30/2021 22H,25073
09/30/2021 21H,29940
09/30/2021 20H,33269
09/30/2021 19H,34970
09/30/2021 18H,35426
09/30/2021 17H,33718
09/30/2021 16H,30352
09/30/2021 15H,21952
09/30/2021 14H,10679
09/30/2021 13H,4644
09/30/2021 12H,1184
09/30/2021 11H,73
09/30/2021 10H,53
09/30/2021 09H,49
09/30/2021 08H,42
09/30/2021 07H,39
09/30/2021 06H,40
09/30/2021 05H,41
09/30/2021 04H,69
09/30/2021 03H,77
09/30/2021 02H,1232
09/30/2021 01H,3027
09/30/2021 00H,14065
09/29/2021 23H,23271
09/29/2021 22H,29184
09/29/2021 21H,33708
09/29/2021 20H,35191
09/29/2021 19H,35336
09/29/2021 18H,35383
09/29/2021 17H,34132
09/29/2021 16H,30860
09/29/2021 15H,23403
09/29/2021 14H,12235
09/29/2021 13H,5208
09/29/2021 12H,1293
09/29/2021 11H,86
09/29/2021 10H,55
09/29/2021 09H,46
09/29/2021 08H,52
09/29/2021 07H,53
09/29/2021 06H,33
09/29/2021 05H,35
09/29/2021 04H,75
09/29/2021 03H,91
09/29/2021 02H,2321
09/29/2021 01H,2875
09/29/2021 00H,12937
09/28/2021 23H,20332
09/28/2021 22H,27465
09/28/2021 21H,31602
09/28/2021 20H,32917
09/28/2021 19H,33165
09/28/2021 18H,32885
09/28/2021 17H,32068
09/28/2021 16H,30203
09/28/2021 15H,22818
09/28/2021 14H,12296
09/28/2021 13H,5508
09/28/2021 12H,1334
09/28/2021 11H,83
09/28/2021 10H,37
09/28/2021 09H,29
09/28/2021 08H,61
09/28/2021 07H,44
09/28/2021 06H,55
09/28/2021 05H,69
09/28/2021 04H,88
09/28/2021 03H,94
09/28/2021 02H,984
09/28/2021 01H,2354
09/28/2021 00H,11331
09/27/2021 23H,20423
09/27/2021 22H,27450
09/27/2021 21H,32741
09/27/2021 20H,35329
09/27/2021 19H,35734
09/27/2021 18H,35610
09/27/2021 17H,34714
09/27/2021 16H,31627
09/27/2021 15H,22974
09/27/2021 14H,13021
09/27/2021 13H,6216
09/27/2021 12H,1584
09/27/2021 11H,94
09/27/2021 10H,53
09/27/2021 09H,41
09/27/2021 08H,38
09/27/2021 07H,37
09/27/2021 06H,38
09/27/2021 05H,36
09/27/2021 04H,63
09/27/2021 03H,74
09/27/2021 02H,781
09/27/2021 01H,2421
09/27/2021 00H,11364
09/26/2021 23H,20798
09/26/2021 22H,27873
09/26/2021 21H,32645
09/26/2021 20H,34775
09/26/2021 19H,35415
09/26/2021 18H,34962
09/26/2021 17H,33841
09/26/2021 16H,29436
09/26/2021 15H,23101
09/26/2021 14H,14052
09/26/2021 13H,6354
09/26/2021 12H,1640
09/26/2021 11H,79
09/26/2021 10H,40
09/26/2021 09H,41
09/26/2021 08H,36
09/26/2021 07H,44
09/26/2021 06H,71
09/26/2021 05H,72
09/26/2021 04H,2139
09/26/2021 03H,2151
09/26/2021 02H,3108
09/26/2021 01H,5055
09/26/2021 00H,12098
09/25/2021 23H,21092
09/25/2021 22H,27998
09/25/2021 21H,32739
09/25/2021 20H,35426
09/25/2021 19H,37005
09/25/2021 18H,37024
09/25/2021 17H,35210
09/25/2021 16H,31968
09/25/2021 15H,24595
09/25/2021 14H,13803
09/25/2021 13H,6106
09/25/2021 12H,1576
09/25/2021 11H,95
09/25/2021 10H,49
09/25/2021 09H,41
09/25/2021 08H,47
09/25/2021 07H,45
09/25/2021 06H,47
09/25/2021 05H,55
09/25/2021 04H,2103
09/25/2021 03H,2128
09/25/2021 02H,824
09/25/2021 01H,2710
09/25/2021 00H,11535
09/24/2021 23H,20170
09/24/2021 22H,27903
09/24/2021 21H,32771
09/24/2021 20H,33833
09/24/2021 19H,34482
09/24/2021 18H,33826
09/24/2021 17H,32054
09/24/2021 16H,28305
09/24/2021 15H,21805
09/24/2021 14H,13623
09/24/2021 13H,6377
09/24/2021 12H,1373
09/24/2021 11H,103
09/24/2021 10H,89
09/24/2021 09H,140
09/24/2021 08H,139
09/24/2021 07H,133
09/24/2021 06H,148
09/24/2021 05H,165
09/24/2021 04H,191
09/24/2021 03H,175
09/24/2021 02H,1080
09/24/2021 01H,2996
09/24/2021 00H,11941
09/23/2021 23H,20128
09/23/2021 22H,26644
09/23/2021 21H,31670
09/23/2021 20H,33931
09/23/2021 19H,34732
09/23/2021 18H,34151
09/23/2021 17H,33427
09/23/2021 16H,29260
09/23/2021 15H,22536
09/23/2021 14H,11900
09/23/2021 13H,4355
09/23/2021 12H,657
09/23/2021 11H,63
09/23/2021 10H,57
09/23/2021 09H,45
09/23/2021 08H,48
09/23/2021 07H,57
09/23/2021 06H,102
09/23/2021 05H,115
09/23/2021 04H,146
09/23/2021 03H,150
09/23/2021 02H,1803
09/23/2021 01H,4099
09/23/2021 00H,16445
09/22/2021 23H,25266
09/22/2021 22H,29229
09/22/2021 21H,31105
09/22/2021 20H,32574
09/22/2021 19H,33235
09/22/2021 18H,33961
09/22/2021 17H,33328
09/22/2021 16H,30751
09/22/2021 15H,22796
09/22/2021 14H,9492
09/22/2021 13H,2406
09/22/2021 12H,511
09/22/2021 11H,135
09/22/2021 10H,93
09/22/2021 09H,90
09/22/2021 08H,84
09/22/2021 07H,119
09/22/2021 06H,244
09/22/2021 05H,247
09/22/2021 04H,282
09/22/2021 03H,286
09/22/2021 02H,2280
09/22/2021 01H,4944
09/22/2021 00H,15233
09/21/2021 23H,20752
09/21/2021 22H,23337
09/21/2021 21H,25116
09/21/2021 20H,26507
09/21/2021 19H,27552
09/21/2021 18H,28467
09/21/2021 17H,27197
09/21/2021 16H,24317
09/21/2021 15H,17132
09/21/2021 14H,7487
09/21/2021 13H,3158
09/21/2021 12H,1017
09/21/2021 11H,135
09/21/2021 10H,54
09/21/2021 09H,55
09/21/2021 08H,60
09/21/2021 07H,71
09/21/2021 06H,99
09/21/2021 05H,98
09/21/2021 04H,147
09/21/2021 03H,144
09/21/2021 02H,2205
09/21/2021 01H,4920
09/21/2021 00H,15847
09/20/2021 23H,22653
09/20/2021 22H,26536
09/20/2021 21H,29126
09/20/2021 20H,31791
09/20/2021 19H,33660
09/20/2021 18H,34353
09/20/2021 17H,33064
09/20/2021 16H,30000
09/20/2021 15H,20997
09/20/2021 14H,9247
09/20/2021 13H,3525
09/20/2021 12H,1349
09/20/2021 11H,162
09/20/2021 10H,74
09/20/2021 09H,75
09/20/2021 08H,73
09/20/2021 07H,73
09/20/2021 06H,102
09/20/2021 05H,106
09/20/2021 04H,139
09/20/2021 03H,183
09/20/2021 02H,426
09/20/2021 01H,5335
09/20/2021 00H,17066
09/19/2021 23H,23563
09/19/2021 22H,27023
09/19/2021 21H,30144
09/19/2021 20H,31818
09/19/2021 19H,32006
09/19/2021 18H,33749
09/19/2021 17H,33779
09/19/2021 16H,31201
09/19/2021 15H,24642
09/19/2021 14H,12037
09/19/2021 13H,4945
09/19/2021 12H,1573
09/19/2021 11H,111
09/19/2021 10H,46
09/19/2021 09H,50
09/19/2021 08H,42
09/19/2021 07H,81
09/19/2021 06H,79
09/19/2021 05H,78
09/19/2021 04H,140
09/19/2021 03H,255
09/19/2021 02H,457
09/19/2021 01H,4813
09/19/2021 00H,14829
09/18/2021 23H,21068
09/18/2021 22H,26387
09/18/2021 21H,29646
09/18/2021 20H,31984
09/18/2021 19H,32974
09/18/2021 18H,33924
09/18/2021 17H,32709
09/18/2021 16H,29822
09/18/2021 15H,22417
09/18/2021 14H,10799
09/18/2021 13H,4077
09/18/2021 12H,1030
09/18/2021 11H,107
09/18/2021 10H,63
09/18/2021 09H,64
09/18/2021 08H,60
09/18/2021 07H,51
09/18/2021 06H,57
09/18/2021 05H,56
09/18/2021 04H,81
09/18/2021 03H,103
09/18/2021 02H,2263
09/18/2021 01H,4466
09/18/2021 00H,14693
09/17/2021 23H,22067
09/17/2021 22H,24495
09/17/2021 21H,26541
09/17/2021 20H,28810
09/17/2021 19H,30502
09/17/2021 18H,31132
09/17/2021 17H,30663
09/17/2021 16H,27608
09/17/2021 15H,20352
09/17/2021 14H,8444
09/17/2021 13H,2291
09/17/2021 12H,517
09/17/2021 11H,75
09/17/2021 10H,68
09/17/2021 09H,55
09/17/2021 08H,66
09/17/2021 07H,66
09/17/2021 06H,90
09/17/2021 05H,113
09/17/2021 04H,226
09/17/2021 03H,153
09/17/2021 02H,506
09/17/2021 01H,6123
09/17/2021 00H,18071
09/16/2021 23H,24540
09/16/2021 22H,27706
09/16/2021 21H,29980
09/16/2021 20H,32548
09/16/2021 19H,32732
09/16/2021 18H,33384
09/16/2021 17H,33513
09/16/2021 16H,30785
09/16/2021 15H,23468
09/16/2021 14H,9927
09/16/2021 13H,2952
09/16/2021 12H,897
09/16/2021 11H,135
09/16/2021 10H,71
09/16/2021 09H,143
09/16/2021 08H,151
09/16/2021 07H,156
09/16/2021 06H,193
09/16/2021 05H,223
09/16/2021 04H,138
09/16/2021 03H,441
09/16/2021 02H,731
09/16/2021 01H,6195
09/16/2021 00H,18135
09/15/2021 23H,24423
09/15/2021 22H,28290
09/15/2021 21H,31146
09/15/2021 20H,33132
09/15/2021 19H,34693
09/15/2021 18H,35627
09/15/2021 17H,34874
09/15/2021 16H,32226
09/15/2021 15H,23788
09/15/2021 14H,11010
09/15/2021 13H,4371
09/15/2021 12H,1285
09/15/2021 11H,121
09/15/2021 10H,40
09/15/2021 09H,43
09/15/2021 08H,49
09/15/2021 07H,62
09/15/2021 06H,88
09/15/2021 05H,108
09/15/2021 04H,125
09/15/2021 03H,147
09/15/2021 02H,3414
09/15/2021 01H,6585
09/15/2021 00H,20818
09/14/2021 23H,24233
09/14/2021 22H,28746
09/14/2021 21H,32585
09/14/2021 20H,35312
09/14/2021 19H,36812
09/14/2021 18H,36961
09/14/2021 17H,36807
09/14/2021 16H,34755
09/14/2021 15H,26861
09/14/2021 14H,13051
09/14/2021 13H,5054
09/14/2021 12H,1363
09/14/2021 11H,149
09/14/2021 10H,41
09/14/2021 09H,47
09/14/2021 08H,47
09/14/2021 07H,64
09/14/2021 06H,77
09/14/2021 05H,83
09/14/2021 04H,128
09/14/2021 03H,140
09/14/2021 02H,596
09/14/2021 01H,6888
09/14/2021 00H,18458
09/13/2021 23H,25277
09/13/2021 22H,30218
09/13/2021 21H,33805
09/13/2021 20H,35740
09/13/2021 19H,37036
09/13/2021 18H,37547
09/13/2021 17H,37403
09/13/2021 16H,35378
09/13/2021 15H,27298
09/13/2021 14H,13424
09/13/2021 13H,5194
09/13/2021 12H,1298
09/13/2021 11H,105
09/13/2021 10H,38
09/13/2021 09H,32
09/13/2021 08H,37
09/13/2021 07H,43
09/13/2021 06H,77
09/13/2021 05H,74
09/13/2021 04H,104
09/13/2021 03H,162
09/13/2021 02H,564
09/13/2021 01H,7186
09/13/2021 00H,18747
09/12/2021 23H,25613
09/12/2021 22H,30585
09/12/2021 21H,34477
09/12/2021 20H,36734
09/12/2021 19H,37848
09/12/2021 18H,38752
09/12/2021 17H,38602
09/12/2021 16H,35832
09/12/2021 15H,26708
09/12/2021 14H,13305
09/12/2021 13H,5367
09/12/2021 12H,1685
09/12/2021 11H,151
09/12/2021 10H,37
09/12/2021 09H,32
09/12/2021 08H,34
09/12/2021 07H,44
09/12/2021 06H,53
09/12/2021 05H,85
09/12/2021 04H,108
09/12/2021 03H,198
09/12/2021 02H,639
09/12/2021 01H,6886
09/12/2021 00H,18104
09/11/2021 23H,25092
09/11/2021 22H,30152
09/11/2021 21H,33554
09/11/2021 20H,35554
09/11/2021 19H,37465
09/11/2021 18H,38261
09/11/2021 17H,37723
09/11/2021 16H,34794
09/11/2021 15H,26042
09/11/2021 14H,13091
09/11/2021 13H,5599
09/11/2021 12H,1614
09/11/2021 11H,163
09/11/2021 10H,5
09/11/2021 09H,11
09/11/2021 08H,10
09/11/2021 07H,18
09/11/2021 06H,36
09/11/2021 05H,35
09/11/2021 04H,66
09/11/2021 03H,147
09/11/2021 02H,3199
09/11/2021 01H,5615
09/11/2021 00H,14853
09/10/2021 23H,23110
09/10/2021 22H,30199
09/10/2021 21H,33582
09/10/2021 20H,35922
09/10/2021 19H,37284
09/10/2021 18H,37555
09/10/2021 17H,37801
09/10/2021 16H,34537
09/10/2021 15H,26420
09/10/2021 14H,14805
09/10/2021 13H,6336
09/10/2021 12H,2097
09/10/2021 11H,97
09/10/2021 10H,9
09/10/2021 09H,32
09/10/2021 08H,47
09/10/2021 07H,55
09/10/2021 06H,74
09/10/2021 05H,111
09/10/2021 04H,130
09/10/2021 03H,241
09/10/2021 02H,510
09/10/2021 01H,5075
09/10/2021 00H,15732
09/9/2021 23H,23110
09/9/2021 22H,28978
09/9/2021 21H,30778
09/9/2021 20H,32701
09/9/2021 19H,33267
09/9/2021 18H,33494
09/9/2021 17H,32075
09/9/2021 16H,28896
09/9/2021 15H,22493
09/9/2021 14H,9907
09/9/2021 13H,2950
09/9/2021 12H,539
09/9/2021 11H,65
09/9/2021 10H,47
09/9/2021 09H,44
09/9/2021 08H,47
09/9/2021 07H,56
09/9/2021 06H,108
09/9/2021 05H,126
09/9/2021 04H,137
09/9/2021 03H,298
09/9/2021 02H,711
09/9/2021 01H,6968
09/9/2021 00H,17665
09/8/2021 23H,23629
09/8/2021 22H,27355
09/8/2021 21H,29938
09/8/2021 20H,32241
09/8/2021 19H,34278
09/8/2021 18H,35296
09/8/2021 17H,34207
09/8/2021 16H,30937
09/8/2021 15H,23981
09/8/2021 14H,11167
09/8/2021 13H,4257
09/8/2021 12H,1299
09/8/2021 11H,146
09/8/2021 10H,38
09/8/2021 09H,35
09/8/2021 08H,38
09/8/2021 07H,55
09/8/2021 06H,103
09/8/2021 05H,110
09/8/2021 04H,196
09/8/2021 03H,286
09/8/2021 02H,790
09/8/2021 01H,7697
09/8/2021 00H,18785
09/7/2021 23H,24825
09/7/2021 22H,30000
09/7/2021 21H,33553
09/7/2021 20H,35168
09/7/2021 19H,36881
09/7/2021 18H,37867
09/7/2021 17H,37438
09/7/2021 16H,35119
09/7/2021 15H,27476
09/7/2021 14H,13939
09/7/2021 13H,5808
09/7/2021 12H,1907
09/7/2021 11H,223
09/7/2021 10H,72
09/7/2021 09H,76
09/7/2021 08H,77
09/7/2021 07H,89
09/7/2021 06H,143
09/7/2021 05H,200
09/7/2021 04H,202
09/7/2021 03H,205
09/7/2021 02H,881
09/7/2021 01H,8142
09/7/2021 00H,19210
09/6/2021 23H,25365
09/6/2021 22H,29820
09/6/2021 21H,32903
09/6/2021 20H,35069
09/6/2021 19H,36763
09/6/2021 18H,37134
09/6/2021 17H,36760
09/6/2021 16H,34448
09/6/2021 15H,26976
09/6/2021 14H,13426
09/6/2021 13H,5446
09/6/2021 12H,1500
09/6/2021 11H,167
09/6/2021 10H,47
09/6/2021 09H,52
09/6/2021 08H,52
09/6/2021 07H,74
09/6/2021 06H,147
09/6/2021 05H,167
09/6/2021 04H,149
09/6/2021 03H,245
09/6/2021 02H,870
09/6/2021 01H,7882
09/6/2021 00H,17712
09/5/2021 23H,25207
09/5/2021 22H,30483
09/5/2021 21H,33645
09/5/2021 20H,35861
09/5/2021 19H,37784
09/5/2021 18H,37889
09/5/2021 17H,37237
09/5/2021 16H,34578
09/5/2021 15H,26701
09/5/2021 14H,13190
09/5/2021 13H,5282
09/5/2021 12H,1624
09/5/2021 11H,305
09/5/2021 10H,92
09/5/2021 09H,86
09/5/2021 08H,87
09/5/2021 07H,83
09/5/2021 06H,113
09/5/2021 05H,108
09/5/2021 04H,111
09/5/2021 03H,331
09/5/2021 02H,1058
09/5/2021 01H,8776
09/5/2021 00H,19526
09/4/2021 23H,26787
09/4/2021 22H,32063
09/4/2021 21H,35800
09/4/2021 20H,37790
09/4/2021 19H,38847
09/4/2021 18H,39449
09/4/2021 17H,38936
09/4/2021 16H,36849
09/4/2021 15H,29639
09/4/2021 14H,15396
09/4/2021 13H,6366
09/4/2021 12H,2072
09/4/2021 11H,270
09/4/2021 10H,83
09/4/2021 09H,84
09/4/2021 08H,87
09/4/2021 07H,84
09/4/2021 06H,106
09/4/2021 05H,112
09/4/2021 04H,152
09/4/2021 03H,418
09/4/2021 02H,1128
09/4/2021 01H,9182
09/4/2021 00H,19752
09/3/2021 23H,26188
09/3/2021 22H,31334
09/3/2021 21H,35264
09/3/2021 20H,37238
09/3/2021 19H,38196
09/3/2021 18H,39109
09/3/2021 17H,38574
09/3/2021 16H,36269
09/3/2021 15H,28972
09/3/2021 14H,15603
09/3/2021 13H,7091
09/3/2021 12H,2305
09/3/2021 11H,316
09/3/2021 10H,72
09/3/2021 09H,69
09/3/2021 08H,75
09/3/2021 07H,85
09/3/2021 06H,131
09/3/2021 05H,127
09/3/2021 04H,136
09/3/2021 03H,370
09/3/2021 02H,1237
09/3/2021 01H,9144
09/3/2021 00H,18992
09/2/2021 23H,26184
09/2/2021 22H,31879
09/2/2021 21H,35254
09/2/2021 20H,37158
09/2/2021 19H,37680
09/2/2021 18H,38036
09/2/2021 17H,37424
09/2/2021 16H,34642
09/2/2021 15H,26255
09/2/2021 14H,13500
09/2/2021 13H,5485
09/2/2021 12H,1589
09/2/2021 11H,134
09/2/2021 10H,57
09/2/2021 09H,54
09/2/2021 08H,61
09/2/2021 07H,82
09/2/2021 06H,98
09/2/2021 05H,101
09/2/2021 04H,99
09/2/2021 03H,359
09/2/2021 02H,1094
09/2/2021 01H,8034
09/2/2021 00H,17785
09/1/2021 23H,23137
09/1/2021 22H,27068
09/1/2021 21H,29930
09/1/2021 20H,31215
09/1/2021 19H,31325
09/1/2021 18H,31158
09/1/2021 17H,29744
09/1/2021 16H,28053
09/1/2021 15H,21895
09/1/2021 14H,10863
09/1/2021 13H,3882
09/1/2021 12H,1125
09/1/2021 11H,148
09/1/2021 10H,53
09/1/2021 09H,49
09/1/2021 08H,46
09/1/2021 07H,51
09/1/2021 06H,90
09/1/2021 05H,114
09/1/2021 04H,93
09/1/2021 03H,279
09/1/2021 02H,765
09/1/2021 01H,5467
09/1/2021 00H,10832
08/31/2021 23H,15394
08/31/2021 22H,20415
08/31/2021 21H,25307
08/31/2021 20H,28919
08/31/2021 19H,30823
08/31/2021 18H,31072
08/31/2021 17H,30468
08/31/2021 16H,28428
08/31/2021 15H,23030
08/31/2021 14H,11663
08/31/2021 13H,5179
08/31/2021 12H,1794
08/31/2021 11H,309
08/31/2021 10H,89
08/31/2021 09H,44
08/31/2021 08H,77
08/31/2021 07H,72
08/31/2021 06H,124
08/31/2021 05H,109
08/31/2021 04H,91
08/31/2021 03H,321
08/31/2021 02H,921
08/31/2021 01H,6875
08/31/2021 00H,14512
08/30/2021 23H,19413
08/30/2021 22H,25950
08/30/2021 21H,29382
08/30/2021 20H,32417
08/30/2021 19H,33180
08/30/2021 18H,34080
08/30/2021 17H,33270
08/30/2021 16H,28027
08/30/2021 15H,23866
08/30/2021 14H,12798
08/30/2021 13H,5184
08/30/2021 12H,1775
08/30/2021 11H,267
08/30/2021 10H,56
08/30/2021 09H,31
08/30/2021 08H,33
08/30/2021 07H,37
08/30/2021 06H,79
08/30/2021 05H,93
08/30/2021 04H,112
08/30/2021 03H,408
08/30/2021 02H,1191
08/30/2021 01H,8650
08/30/2021 00H,17691
08/29/2021 23H,22343
08/29/2021 22H,27171
08/29/2021 21H,31132
08/29/2021 20H,33525
08/29/2021 19H,34566
08/29/2021 18H,34547
08/29/2021 17H,32859
08/29/2021 16H,31062
08/29/2021 15H,23826
08/29/2021 14H,12528
08/29/2021 13H,4639
08/29/2021 12H,1311
08/29/2021 11H,198
08/29/2021 10H,46
08/29/2021 09H,47
08/29/2021 08H,56
08/29/2021 07H,51
08/29/2021 06H,110
08/29/2021 05H,115
08/29/2021 04H,2135
08/29/2021 03H,2487
08/29/2021 02H,3500
08/29/2021 01H,11823
08/29/2021 00H,21103
08/28/2021 23H,24490
08/28/2021 22H,29121
08/28/2021 21H,32651
08/28/2021 20H,34132
08/28/2021 19H,35480
08/28/2021 18H,36246
08/28/2021 17H,35700
08/28/2021 16H,33363
08/28/2021 15H,26383
08/28/2021 14H,13978
08/28/2021 13H,5131
08/28/2021 12H,1798
08/28/2021 11H,231
08/28/2021 10H,38
08/28/2021 09H,42
08/28/2021 08H,40
08/28/2021 07H,67
08/28/2021 06H,106
08/28/2021 05H,114
08/28/2021 04H,166
08/28/2021 03H,803
08/28/2021 02H,1883
08/28/2021 01H,10776
08/28/2021 00H,20457
08/27/2021 23H,25370
08/27/2021 22H,29435
08/27/2021 21H,32487
08/27/2021 20H,34341
08/27/2021 19H,35764
08/27/2021 18H,36391
08/27/2021 17H,36543
08/27/2021 16H,34645
08/27/2021 15H,27818
08/27/2021 14H,14495
08/27/2021 13H,5492
08/27/2021 12H,2073
08/27/2021 11H,272
08/27/2021 10H,71
08/27/2021 09H,39
08/27/2021 08H,41
08/27/2021 07H,65
08/27/2021 06H,106
08/27/2021 05H,162
08/27/2021 04H,151
08/27/2021 03H,174
08/27/2021 02H,1923
08/27/2021 01H,11408
08/27/2021 00H,20828
08/26/2021 23H,26129
08/26/2021 22H,31232
08/26/2021 21H,34229
08/26/2021 20H,35949
08/26/2021 19H,36739
08/26/2021 18H,37007
08/26/2021 17H,36584
08/26/2021 16H,34934
08/26/2021 15H,28270
08/26/2021 14H,14978
08/26/2021 13H,5604
08/26/2021 12H,1819
08/26/2021 11H,299
08/26/2021 10H,83
08/26/2021 09H,50
08/26/2021 08H,53
08/26/2021 07H,66
08/26/2021 06H,119
08/26/2021 05H,134
08/26/2021 04H,131
08/26/2021 03H,595
08/26/2021 02H,1667
08/26/2021 01H,10759
08/26/2021 00H,20387
08/25/2021 23H,25663
08/25/2021 22H,29602
08/25/2021 21H,32690
08/25/2021 20H,34948
08/25/2021 19H,36347
08/25/2021 18H,37051
08/25/2021 17H,36311
08/25/2021 16H,34141
08/25/2021 15H,27621
08/25/2021 14H,14838
08/25/2021 13H,5653
08/25/2021 12H,1810
08/25/2021 11H,344
08/25/2021 10H,80
08/25/2021 09H,47
08/25/2021 08H,49
08/25/2021 07H,75
08/25/2021 06H,124
08/25/2021 05H,126
08/25/2021 04H,118
08/25/2021 03H,599
08/25/2021 02H,1732
08/25/2021 01H,10838
08/25/2021 00H,21242
08/24/2021 23H,26771
08/24/2021 22H,31107
08/24/2021 21H,34283
08/24/2021 20H,36090
08/24/2021 19H,36907
08/24/2021 18H,37270
08/24/2021 17H,36662
08/24/2021 16H,34197
08/24/2021 15H,28256
08/24/2021 14H,15741
08/24/2021 13H,5899
08/24/2021 12H,2180
08/24/2021 11H,334
08/24/2021 10H,88
08/24/2021 09H,60
08/24/2021 08H,58
08/24/2021 07H,87
08/24/2021 06H,142
08/24/2021 05H,347
08/24/2021 04H,339
08/24/2021 03H,382
08/24/2021 02H,2111
08/24/2021 01H,11471
08/24/2021 00H,21643
08/23/2021 23H,27201
08/23/2021 22H,31571
08/23/2021 21H,34368
08/23/2021 20H,36409
08/23/2021 19H,37214
08/23/2021 18H,37192
08/23/2021 17H,36680
08/23/2021 16H,33776
08/23/2021 15H,27134
08/23/2021 14H,14038
08/23/2021 13H,4886
08/23/2021 12H,1694
08/23/2021 11H,428
08/23/2021 10H,240
08/23/2021 09H,221
08/23/2021 08H,220
08/23/2021 07H,247
08/23/2021 06H,272
08/23/2021 05H,93
08/23/2021 04H,92
08/23/2021 03H,687
08/23/2021 02H,2068
08/23/2021 01H,11828
08/23/2021 00H,21575
08/22/2021 23H,26615
08/22/2021 22H,30405
08/22/2021 21H,32666
08/22/2021 20H,34709
08/22/2021 19H,35825
08/22/2021 18H,35916
08/22/2021 17H,35514
08/22/2021 16H,33412
08/22/2021 15H,25990
08/22/2021 14H,13416
08/22/2021 13H,4719
08/22/2021 12H,1855
08/22/2021 11H,301
08/22/2021 10H,30
08/22/2021 09H,29
08/22/2021 08H,44
08/22/2021 07H,72
08/22/2021 06H,122
08/22/2021 05H,128
08/22/2021 04H,125
08/22/2021 03H,803
08/22/2021 02H,2057
08/22/2021 01H,10316
08/22/2021 00H,19120
08/21/2021 23H,24793
08/21/2021 22H,29220
08/21/2021 21H,32338
08/21/2021 20H,34471
08/21/2021 19H,35220
08/21/2021 18H,35062
08/21/2021 17H,34141
08/21/2021 16H,31450
08/21/2021 15H,23216
08/21/2021 14H,11749
08/21/2021 13H,4723
08/21/2021 12H,1455
08/21/2021 11H,171
08/21/2021 10H,44
08/21/2021 09H,45
08/21/2021 08H,40
08/21/2021 07H,66
08/21/2021 06H,114
08/21/2021 05H,245
08/21/2021 04H,242
08/21/2021 03H,805
08/21/2021 02H,1956
08/21/2021 01H,9729
08/21/2021 00H,17670
08/20/2021 23H,23758
08/20/2021 22H,29248
08/20/2021 21H,32322
08/20/2021 20H,34249
08/20/2021 19H,35260
08/20/2021 18H,35369
08/20/2021 17H,33278
08/20/2021 16H,29309
08/20/2021 15H,22069
08/20/2021 14H,11125
08/20/2021 13H,3657
08/20/2021 12H,895
