Net generation from solar for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.SUN.H
19:02:41 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.SUN.H megawatthours
04/30/2021 07H,95
04/30/2021 06H,90
04/30/2021 05H,95
04/30/2021 04H,119
04/30/2021 03H,1104
04/30/2021 02H,2588
04/30/2021 01H,12149
04/30/2021 00H,19028
04/29/2021 23H,23669
04/29/2021 22H,27760
04/29/2021 21H,30381
04/29/2021 20H,32077
04/29/2021 19H,31996
04/29/2021 18H,31930
04/29/2021 17H,30560
04/29/2021 16H,29293
04/29/2021 15H,24678
04/29/2021 14H,13990
04/29/2021 13H,5091
04/29/2021 12H,1567
04/29/2021 11H,170
04/29/2021 10H,29
04/29/2021 09H,33
04/29/2021 08H,59
04/29/2021 07H,103
04/29/2021 06H,111
04/29/2021 05H,119
04/29/2021 04H,124
04/29/2021 03H,1170
04/29/2021 02H,2674
04/29/2021 01H,11544
04/29/2021 00H,16704
04/28/2021 23H,23348
04/28/2021 22H,28196
04/28/2021 21H,32008
04/28/2021 20H,34052
04/28/2021 19H,35027
04/28/2021 18H,36098
04/28/2021 17H,35763
04/28/2021 16H,33521
04/28/2021 15H,28380
04/28/2021 14H,16144
04/28/2021 13H,5644
04/28/2021 12H,1778
04/28/2021 11H,239
04/28/2021 10H,37
04/28/2021 09H,78
04/28/2021 08H,88
04/28/2021 07H,149
04/28/2021 06H,159
04/28/2021 05H,161
04/28/2021 04H,183
04/28/2021 03H,947
04/28/2021 02H,2264
04/28/2021 01H,8933
04/28/2021 00H,14917
04/27/2021 23H,20307
04/27/2021 22H,25064
04/27/2021 21H,28238
04/27/2021 20H,29616
04/27/2021 19H,30728
04/27/2021 18H,31330
04/27/2021 17H,31590
04/27/2021 16H,30139
04/27/2021 15H,24171
04/27/2021 14H,14699
04/27/2021 13H,7501
04/27/2021 12H,3189
04/27/2021 11H,591
04/27/2021 10H,6
04/27/2021 09H,29
04/27/2021 08H,68
04/27/2021 07H,84
04/27/2021 06H,90
04/27/2021 05H,77
04/27/2021 04H,77
04/27/2021 03H,833
04/27/2021 02H,1588
04/27/2021 01H,7564
04/27/2021 00H,11982
04/26/2021 23H,17384
04/26/2021 22H,24976
04/26/2021 21H,29391
04/26/2021 20H,31944
04/26/2021 19H,32215
04/26/2021 18H,30436
04/26/2021 17H,27908
04/26/2021 16H,25135
04/26/2021 15H,21426
04/26/2021 14H,14848
04/26/2021 13H,8240
04/26/2021 12H,3420
04/26/2021 11H,691
04/26/2021 10H,85
04/26/2021 09H,73
04/26/2021 08H,87
04/26/2021 07H,137
04/26/2021 06H,158
04/26/2021 05H,156
04/26/2021 04H,167
04/26/2021 03H,458
04/26/2021 02H,1107
04/26/2021 01H,5135
04/26/2021 00H,11506
04/25/2021 23H,19668
04/25/2021 22H,24502
04/25/2021 21H,26910
04/25/2021 20H,27299
04/25/2021 19H,27312
04/25/2021 18H,27001
04/25/2021 17H,26572
04/25/2021 16H,25009
04/25/2021 15H,20752
04/25/2021 14H,12854
04/25/2021 13H,4584
04/25/2021 12H,1201
04/25/2021 11H,180
04/25/2021 10H,70
04/25/2021 09H,68
04/25/2021 08H,76
04/25/2021 07H,142
04/25/2021 06H,156
04/25/2021 05H,164
04/25/2021 04H,168
04/25/2021 03H,715
04/25/2021 02H,1811
04/25/2021 01H,10642
04/25/2021 00H,18914
04/24/2021 23H,22490
04/24/2021 22H,24478
04/24/2021 21H,25423
04/24/2021 20H,27114
04/24/2021 19H,28640
04/24/2021 18H,30337
04/24/2021 17H,29889
04/24/2021 16H,27966
04/24/2021 15H,23148
04/24/2021 14H,12520
04/24/2021 13H,3429
04/24/2021 12H,1430
04/24/2021 11H,411
04/24/2021 10H,63
04/24/2021 09H,46
04/24/2021 08H,42
04/24/2021 07H,87
04/24/2021 06H,106
04/24/2021 05H,106
04/24/2021 04H,2118
04/24/2021 03H,2781
04/24/2021 02H,4023
04/24/2021 01H,13265
04/24/2021 00H,18402
04/23/2021 23H,22579
04/23/2021 22H,27549
04/23/2021 21H,31695
04/23/2021 20H,34723
04/23/2021 19H,36263
04/23/2021 18H,36877
04/23/2021 17H,35334
04/23/2021 16H,33570
04/23/2021 15H,27964
04/23/2021 14H,16263
04/23/2021 13H,7207
04/23/2021 12H,3131
04/23/2021 11H,606
04/23/2021 10H,31
04/23/2021 09H,42
04/23/2021 08H,35
04/23/2021 07H,83
04/23/2021 06H,87
04/23/2021 05H,85
04/23/2021 04H,94
04/23/2021 03H,769
04/23/2021 02H,2111
04/23/2021 01H,10441
04/23/2021 00H,17617
04/22/2021 23H,24694
04/22/2021 22H,30665
04/22/2021 21H,33574
04/22/2021 20H,35415
04/22/2021 19H,36000
04/22/2021 18H,35746
04/22/2021 17H,34920
04/22/2021 16H,32412
04/22/2021 15H,26818
04/22/2021 14H,16006
04/22/2021 13H,7620
04/22/2021 12H,2958
04/22/2021 11H,574
04/22/2021 10H,64
04/22/2021 09H,41
04/22/2021 08H,42
04/22/2021 07H,46
04/22/2021 06H,42
04/22/2021 05H,50
04/22/2021 04H,67
04/22/2021 03H,636
04/22/2021 02H,1834
04/22/2021 01H,10858
04/22/2021 00H,19877
04/21/2021 23H,26593
04/21/2021 22H,31789
04/21/2021 21H,34880
04/21/2021 20H,35692
04/21/2021 19H,35532
04/21/2021 18H,34228
04/21/2021 17H,34081
04/21/2021 16H,31703
04/21/2021 15H,26096
04/21/2021 14H,15325
04/21/2021 13H,6791
04/21/2021 12H,2549
04/21/2021 11H,532
04/21/2021 10H,75
04/21/2021 09H,72
04/21/2021 08H,70
04/21/2021 07H,80
04/21/2021 06H,78
04/21/2021 05H,72
04/21/2021 04H,75
04/21/2021 03H,626
04/21/2021 02H,1761
04/21/2021 01H,10415
04/21/2021 00H,18152
04/20/2021 23H,24103
04/20/2021 22H,27929
04/20/2021 21H,29783
04/20/2021 20H,30388
04/20/2021 19H,31049
04/20/2021 18H,30876
04/20/2021 17H,30037
04/20/2021 16H,27859
04/20/2021 15H,22314
04/20/2021 14H,11706
04/20/2021 13H,4575
04/20/2021 12H,2256
04/20/2021 11H,524
04/20/2021 10H,69
04/20/2021 09H,91
04/20/2021 08H,94
04/20/2021 07H,156
04/20/2021 06H,159
04/20/2021 05H,153
04/20/2021 04H,161
04/20/2021 03H,200
04/20/2021 02H,1986
04/20/2021 01H,11838
04/20/2021 00H,21350
04/19/2021 23H,27172
04/19/2021 22H,31630
04/19/2021 21H,33892
04/19/2021 20H,34866
04/19/2021 19H,35198
04/19/2021 18H,34364
04/19/2021 17H,33448
04/19/2021 16H,31195
04/19/2021 15H,25554
04/19/2021 14H,13307
04/19/2021 13H,5110
04/19/2021 12H,1743
04/19/2021 11H,368
04/19/2021 10H,21
04/19/2021 09H,20
04/19/2021 08H,27
04/19/2021 07H,29
04/19/2021 06H,31
04/19/2021 05H,102
04/19/2021 04H,145
04/19/2021 03H,810
04/19/2021 02H,2089
04/19/2021 01H,12110
04/19/2021 00H,20596
04/18/2021 23H,25285
04/18/2021 22H,29236
04/18/2021 21H,30989
04/18/2021 20H,32816
04/18/2021 19H,33381
04/18/2021 18H,33562
04/18/2021 17H,32957
04/18/2021 16H,31237
04/18/2021 15H,26018
04/18/2021 14H,13232
04/18/2021 13H,5360
04/18/2021 12H,2184
04/18/2021 11H,335
04/18/2021 10H,82
04/18/2021 09H,88
04/18/2021 08H,98
04/18/2021 07H,160
04/18/2021 06H,152
04/18/2021 05H,136
04/18/2021 04H,151
04/18/2021 03H,648
04/18/2021 02H,1892
04/18/2021 01H,9833
04/18/2021 00H,15881
04/17/2021 23H,19860
04/17/2021 22H,24548
04/17/2021 21H,28448
04/17/2021 20H,31101
04/17/2021 19H,31792
04/17/2021 18H,32571
04/17/2021 17H,31331
04/17/2021 16H,28968
04/17/2021 15H,22137
04/17/2021 14H,10491
04/17/2021 13H,4258
04/17/2021 12H,2078
04/17/2021 11H,532
04/17/2021 10H,55
04/17/2021 09H,54
04/17/2021 08H,56
04/17/2021 07H,54
04/17/2021 06H,55
04/17/2021 05H,59
04/17/2021 04H,90
04/17/2021 03H,690
04/17/2021 02H,1725
04/17/2021 01H,9689
04/17/2021 00H,15640
04/16/2021 23H,19525
04/16/2021 22H,24065
04/16/2021 21H,28101
04/16/2021 20H,30600
04/16/2021 19H,31736
04/16/2021 18H,31688
04/16/2021 17H,30119
04/16/2021 16H,27791
04/16/2021 15H,21479
04/16/2021 14H,10960
04/16/2021 13H,5148
04/16/2021 12H,2313
04/16/2021 11H,394
04/16/2021 10H,15
04/16/2021 09H,17
04/16/2021 08H,12
04/16/2021 07H,24
04/16/2021 06H,32
04/16/2021 05H,44
04/16/2021 04H,65
04/16/2021 03H,570
04/16/2021 02H,1512
04/16/2021 01H,8774
04/16/2021 00H,15626
04/15/2021 23H,19527
04/15/2021 22H,24027
04/15/2021 21H,26112
04/15/2021 20H,27375
04/15/2021 19H,27069
04/15/2021 18H,26829
04/15/2021 17H,26571
04/15/2021 16H,24421
04/15/2021 15H,18492
04/15/2021 14H,8433
04/15/2021 13H,3054
04/15/2021 12H,854
04/15/2021 11H,163
04/15/2021 10H,122
04/15/2021 09H,130
04/15/2021 08H,128
04/15/2021 07H,127
04/15/2021 06H,119
04/15/2021 05H,174
04/15/2021 04H,204
04/15/2021 03H,468
04/15/2021 02H,1208
04/15/2021 01H,7099
04/15/2021 00H,12683
04/14/2021 23H,19293
04/14/2021 22H,24189
04/14/2021 21H,27410
04/14/2021 20H,30649
04/14/2021 19H,32435
04/14/2021 18H,32639
04/14/2021 17H,31330
04/14/2021 16H,29349
04/14/2021 15H,23483
04/14/2021 14H,12446
04/14/2021 13H,5807
04/14/2021 12H,2190
04/14/2021 11H,423
04/14/2021 10H,120
04/14/2021 09H,120
04/14/2021 08H,124
04/14/2021 07H,111
04/14/2021 06H,160
04/14/2021 05H,184
04/14/2021 04H,206
04/14/2021 03H,511
04/14/2021 02H,1364
04/14/2021 01H,7888
04/14/2021 00H,15733
04/13/2021 23H,21704
04/13/2021 22H,27524
04/13/2021 21H,31206
04/13/2021 20H,33399
04/13/2021 19H,34498
04/13/2021 18H,34518
04/13/2021 17H,33007
04/13/2021 16H,30352
04/13/2021 15H,24009
04/13/2021 14H,12677
04/13/2021 13H,6023
04/13/2021 12H,1823
04/13/2021 11H,258
04/13/2021 10H,83
04/13/2021 09H,71
04/13/2021 08H,78
04/13/2021 07H,157
04/13/2021 06H,169
04/13/2021 05H,164
04/13/2021 04H,161
04/13/2021 03H,458
04/13/2021 02H,1324
04/13/2021 01H,9699
04/13/2021 00H,18822
04/12/2021 23H,26729
04/12/2021 22H,32718
04/12/2021 21H,35016
04/12/2021 20H,36201
04/12/2021 19H,36504
04/12/2021 18H,35940
04/12/2021 17H,34773
04/12/2021 16H,32050
04/12/2021 15H,25425
04/12/2021 14H,13204
04/12/2021 13H,5962
04/12/2021 12H,2147
04/12/2021 11H,477
04/12/2021 10H,187
04/12/2021 09H,194
04/12/2021 08H,195
04/12/2021 07H,185
04/12/2021 06H,188
04/12/2021 05H,195
04/12/2021 04H,217
04/12/2021 03H,476
04/12/2021 02H,1287
04/12/2021 01H,8570
04/12/2021 00H,16221
04/11/2021 23H,23369
04/11/2021 22H,26903
04/11/2021 21H,28640
04/11/2021 20H,30376
04/11/2021 19H,31116
04/11/2021 18H,30044
04/11/2021 17H,28809
04/11/2021 16H,26370
04/11/2021 15H,21336
04/11/2021 14H,10234
04/11/2021 13H,3366
04/11/2021 12H,1252
04/11/2021 11H,294
04/11/2021 10H,160
04/11/2021 09H,163
04/11/2021 08H,169
04/11/2021 07H,236
04/11/2021 06H,235
04/11/2021 05H,246
04/11/2021 04H,284
04/11/2021 03H,615
04/11/2021 02H,1604
04/11/2021 01H,10681
04/11/2021 00H,21065
04/10/2021 23H,24984
04/10/2021 22H,27205
04/10/2021 21H,29213
04/10/2021 20H,31021
04/10/2021 19H,31543
04/10/2021 18H,32007
04/10/2021 17H,32005
04/10/2021 16H,31151
04/10/2021 15H,24252
04/10/2021 14H,11510
04/10/2021 13H,3892
04/10/2021 12H,1413
04/10/2021 11H,285
04/10/2021 10H,163
04/10/2021 09H,167
04/10/2021 08H,169
04/10/2021 07H,226
04/10/2021 06H,245
04/10/2021 05H,242
04/10/2021 04H,264
04/10/2021 03H,617
04/10/2021 02H,1671
04/10/2021 01H,10222
04/10/2021 00H,17415
04/9/2021 23H,20151
04/9/2021 22H,23142
04/9/2021 21H,27016
04/9/2021 20H,28393
04/9/2021 19H,29866
04/9/2021 18H,30230
04/9/2021 17H,30560
04/9/2021 16H,28448
04/9/2021 15H,23665
04/9/2021 14H,11565
04/9/2021 13H,4442
04/9/2021 12H,1362
04/9/2021 11H,283
04/9/2021 10H,164
04/9/2021 09H,175
04/9/2021 08H,180
04/9/2021 07H,231
04/9/2021 06H,246
04/9/2021 05H,261
04/9/2021 04H,290
04/9/2021 03H,593
04/9/2021 02H,1529
04/9/2021 01H,10208
04/9/2021 00H,17849
04/8/2021 23H,23949
04/8/2021 22H,27469
04/8/2021 21H,30417
04/8/2021 20H,32479
04/8/2021 19H,34145
04/8/2021 18H,34964
04/8/2021 17H,34720
04/8/2021 16H,32656
04/8/2021 15H,25653
04/8/2021 14H,13409
04/8/2021 13H,5371
04/8/2021 12H,1812
04/8/2021 11H,388
04/8/2021 10H,231
04/8/2021 09H,203
04/8/2021 08H,225
04/8/2021 07H,291
04/8/2021 06H,283
04/8/2021 05H,279
04/8/2021 04H,305
04/8/2021 03H,508
04/8/2021 02H,1303
04/8/2021 01H,8850
04/8/2021 00H,18332
04/7/2021 23H,24218
04/7/2021 22H,29585
04/7/2021 21H,33116
04/7/2021 20H,34928
04/7/2021 19H,35472
04/7/2021 18H,36756
04/7/2021 17H,35630
04/7/2021 16H,33874
04/7/2021 15H,26944
04/7/2021 14H,13307
04/7/2021 13H,5457
04/7/2021 12H,1890
04/7/2021 11H,294
04/7/2021 10H,162
04/7/2021 09H,164
04/7/2021 08H,176
04/7/2021 07H,235
04/7/2021 06H,245
04/7/2021 05H,261
04/7/2021 04H,273
04/7/2021 03H,528
04/7/2021 02H,1423
04/7/2021 01H,9120
04/7/2021 00H,17380
04/6/2021 23H,22842
04/6/2021 22H,28455
04/6/2021 21H,31825
04/6/2021 20H,33183
04/6/2021 19H,33525
04/6/2021 18H,33550
04/6/2021 17H,32897
04/6/2021 16H,30468
04/6/2021 15H,23787
04/6/2021 14H,12952
04/6/2021 13H,6174
04/6/2021 12H,1991
04/6/2021 11H,347
04/6/2021 10H,186
04/6/2021 09H,196
04/6/2021 08H,218
04/6/2021 07H,222
04/6/2021 06H,248
04/6/2021 05H,248
04/6/2021 04H,293
04/6/2021 03H,469
04/6/2021 02H,1128
04/6/2021 01H,7512
04/6/2021 00H,14934
04/5/2021 23H,21517
04/5/2021 22H,27323
04/5/2021 21H,30000
04/5/2021 20H,31318
04/5/2021 19H,32270
04/5/2021 18H,32653
04/5/2021 17H,33087
04/5/2021 16H,31658
04/5/2021 15H,25561
04/5/2021 14H,13470
04/5/2021 13H,6447
04/5/2021 12H,2001
04/5/2021 11H,331
04/5/2021 10H,191
04/5/2021 09H,184
04/5/2021 08H,178
04/5/2021 07H,182
04/5/2021 06H,186
04/5/2021 05H,218
04/5/2021 04H,285
04/5/2021 03H,421
04/5/2021 02H,990
04/5/2021 01H,6462
04/5/2021 00H,15436
04/4/2021 23H,22806
04/4/2021 22H,27353
04/4/2021 21H,30449
04/4/2021 20H,31430
04/4/2021 19H,31728
04/4/2021 18H,31526
04/4/2021 17H,30429
04/4/2021 16H,28791
04/4/2021 15H,23730
04/4/2021 14H,12873
04/4/2021 13H,6065
04/4/2021 12H,1718
04/4/2021 11H,277
04/4/2021 10H,179
04/4/2021 09H,179
04/4/2021 08H,187
04/4/2021 07H,254
04/4/2021 06H,255
04/4/2021 05H,247
04/4/2021 04H,261
04/4/2021 03H,414
04/4/2021 02H,1056
04/4/2021 01H,8247
04/4/2021 00H,17005
04/3/2021 23H,24147
04/3/2021 22H,29610
04/3/2021 21H,32843
04/3/2021 20H,34402
04/3/2021 19H,35060
04/3/2021 18H,36434
04/3/2021 17H,36533
04/3/2021 16H,33875
04/3/2021 15H,26155
04/3/2021 14H,13251
04/3/2021 13H,6192
04/3/2021 12H,1890
04/3/2021 11H,529
04/3/2021 10H,453
04/3/2021 09H,562
04/3/2021 08H,607
04/3/2021 07H,662
04/3/2021 06H,85
04/3/2021 05H,83
04/3/2021 04H,90
04/3/2021 03H,255
04/3/2021 02H,960
04/3/2021 01H,9018
04/3/2021 00H,18532
04/2/2021 23H,25296
04/2/2021 22H,30752
04/2/2021 21H,33520
04/2/2021 20H,34325
04/2/2021 19H,34178
04/2/2021 18H,32923
04/2/2021 17H,33143
04/2/2021 16H,32279
04/2/2021 15H,25651
04/2/2021 14H,13327
04/2/2021 13H,6012
04/2/2021 12H,1901
04/2/2021 11H,376
04/2/2021 10H,604
04/2/2021 09H,624
04/2/2021 08H,565
04/2/2021 07H,92
04/2/2021 06H,73
04/2/2021 05H,75
04/2/2021 04H,79
04/2/2021 03H,92
04/2/2021 02H,802
04/2/2021 01H,7274
04/2/2021 00H,16983
04/1/2021 23H,24884
04/1/2021 22H,28909
04/1/2021 21H,31817
04/1/2021 20H,33383
04/1/2021 19H,34217
04/1/2021 18H,34413
04/1/2021 17H,33849
04/1/2021 16H,31733
04/1/2021 15H,24049
04/1/2021 14H,10694
04/1/2021 13H,3376
04/1/2021 12H,735
04/1/2021 11H,259
04/1/2021 10H,100
04/1/2021 09H,244
04/1/2021 08H,35
04/1/2021 07H,65
04/1/2021 06H,87
04/1/2021 05H,92
04/1/2021 04H,96
04/1/2021 03H,278
04/1/2021 02H,1089
04/1/2021 01H,9956
04/1/2021 00H,21150
03/31/2021 23H,25142
03/31/2021 22H,27846
03/31/2021 21H,29296
03/31/2021 20H,31057
03/31/2021 19H,31099
03/31/2021 18H,31345
03/31/2021 17H,30787
03/31/2021 16H,27880
03/31/2021 15H,19801
03/31/2021 14H,8009
03/31/2021 13H,3461
03/31/2021 12H,1139
03/31/2021 11H,238
03/31/2021 10H,65
03/31/2021 09H,60
03/31/2021 08H,57
03/31/2021 07H,68
03/31/2021 06H,92
03/31/2021 05H,104
03/31/2021 04H,94
03/31/2021 03H,258
03/31/2021 02H,1155
03/31/2021 01H,9584
03/31/2021 00H,20172
03/30/2021 23H,24732
03/30/2021 22H,28583
03/30/2021 21H,31028
03/30/2021 20H,32492
03/30/2021 19H,33278
03/30/2021 18H,33214
03/30/2021 17H,30892
03/30/2021 16H,28753
03/30/2021 15H,20051
03/30/2021 14H,8870
03/30/2021 13H,4669
03/30/2021 12H,1981
03/30/2021 11H,320
03/30/2021 10H,98
03/30/2021 09H,92
03/30/2021 08H,88
03/30/2021 07H,91
03/30/2021 06H,87
03/30/2021 05H,86
03/30/2021 04H,89
03/30/2021 03H,234
03/30/2021 02H,888
03/30/2021 01H,8155
03/30/2021 00H,17422
03/29/2021 23H,22624
03/29/2021 22H,27494
03/29/2021 21H,30921
03/29/2021 20H,32686
03/29/2021 19H,32981
03/29/2021 18H,33499
03/29/2021 17H,34009
03/29/2021 16H,31441
03/29/2021 15H,25003
03/29/2021 14H,11900
03/29/2021 13H,4965
03/29/2021 12H,1500
03/29/2021 11H,87
03/29/2021 10H,20
03/29/2021 09H,21
03/29/2021 08H,26
03/29/2021 07H,96
03/29/2021 06H,118
03/29/2021 05H,122
03/29/2021 04H,105
03/29/2021 03H,270
03/29/2021 02H,945
03/29/2021 01H,9661
03/29/2021 00H,19799
03/28/2021 23H,23944
03/28/2021 22H,26378
03/28/2021 21H,27633
03/28/2021 20H,28947
03/28/2021 19H,30214
03/28/2021 18H,31020
03/28/2021 17H,30778
03/28/2021 16H,28895
03/28/2021 15H,20890
03/28/2021 14H,7885
03/28/2021 13H,2099
03/28/2021 12H,237
03/28/2021 11H,35
03/28/2021 10H,25
03/28/2021 09H,30
03/28/2021 08H,34
03/28/2021 07H,75
03/28/2021 06H,90
03/28/2021 05H,97
03/28/2021 04H,99
03/28/2021 03H,256
03/28/2021 02H,934
03/28/2021 01H,9243
03/28/2021 00H,18808
03/27/2021 23H,22561
03/27/2021 22H,25970
03/27/2021 21H,28192
03/27/2021 20H,30223
03/27/2021 19H,32390
03/27/2021 18H,33999
03/27/2021 17H,33652
03/27/2021 16H,31043
03/27/2021 15H,21864
03/27/2021 14H,8205
03/27/2021 13H,3230
03/27/2021 12H,1020
03/27/2021 11H,79
03/27/2021 10H,37
03/27/2021 09H,52
03/27/2021 08H,49
03/27/2021 07H,38
03/27/2021 06H,23
03/27/2021 05H,34
03/27/2021 04H,20
03/27/2021 03H,133
03/27/2021 02H,734
03/27/2021 01H,8445
03/27/2021 00H,17413
03/26/2021 23H,21338
03/26/2021 22H,24818
03/26/2021 21H,26791
03/26/2021 20H,28561
03/26/2021 19H,28628
03/26/2021 18H,28973
03/26/2021 17H,27020
03/26/2021 16H,22251
03/26/2021 15H,14576
03/26/2021 14H,5965
03/26/2021 13H,2232
03/26/2021 12H,529
03/26/2021 11H,68
03/26/2021 10H,67
03/26/2021 09H,77
03/26/2021 08H,95
03/26/2021 07H,86
03/26/2021 06H,100
03/26/2021 05H,109
03/26/2021 04H,89
03/26/2021 03H,180
03/26/2021 02H,505
03/26/2021 01H,5296
03/26/2021 00H,12054
03/25/2021 23H,17309
03/25/2021 22H,22132
03/25/2021 21H,24845
03/25/2021 20H,25814
03/25/2021 19H,25730
03/25/2021 18H,25978
03/25/2021 17H,27269
03/25/2021 16H,23581
03/25/2021 15H,16767
03/25/2021 14H,6855
03/25/2021 13H,2613
03/25/2021 12H,673
03/25/2021 11H,107
03/25/2021 10H,61
03/25/2021 09H,63
03/25/2021 08H,49
03/25/2021 07H,102
03/25/2021 06H,120
03/25/2021 05H,120
03/25/2021 04H,117
03/25/2021 03H,171
03/25/2021 02H,521
03/25/2021 01H,5621
03/25/2021 00H,15129
03/24/2021 23H,19761
03/24/2021 22H,24480
03/24/2021 21H,26979
03/24/2021 20H,27979
03/24/2021 19H,28931
03/24/2021 18H,29049
03/24/2021 17H,27998
03/24/2021 16H,24779
03/24/2021 15H,16654
03/24/2021 14H,5722
03/24/2021 13H,2150
03/24/2021 12H,840
03/24/2021 11H,647
03/24/2021 10H,643
03/24/2021 09H,641
03/24/2021 08H,636
03/24/2021 07H,71
03/24/2021 06H,74
03/24/2021 05H,80
03/24/2021 04H,73
03/24/2021 03H,110
03/24/2021 02H,442
03/24/2021 01H,5888
03/24/2021 00H,14382
03/23/2021 23H,18811
03/23/2021 22H,23427
03/23/2021 21H,25513
03/23/2021 20H,29581
03/23/2021 19H,28178
03/23/2021 18H,28506
03/23/2021 17H,28504
03/23/2021 16H,25143
03/23/2021 15H,18348
03/23/2021 14H,7137
03/23/2021 13H,2258
03/23/2021 12H,610
03/23/2021 11H,287
03/23/2021 10H,287
03/23/2021 09H,669
03/23/2021 08H,534
03/23/2021 07H,575
03/23/2021 06H,177
03/23/2021 05H,198
03/23/2021 04H,200
03/23/2021 03H,311
03/23/2021 02H,651
03/23/2021 01H,6462
03/23/2021 00H,14037
03/22/2021 23H,18980
03/22/2021 22H,24931
03/22/2021 21H,27316
03/22/2021 20H,28498
03/22/2021 19H,28704
03/22/2021 18H,29678
03/22/2021 17H,29652
03/22/2021 16H,26714
03/22/2021 15H,17809
03/22/2021 14H,8257
03/22/2021 13H,4145
03/22/2021 12H,1294
03/22/2021 11H,170
03/22/2021 10H,135
03/22/2021 09H,104
03/22/2021 08H,122
03/22/2021 07H,159
03/22/2021 06H,190
03/22/2021 05H,210
03/22/2021 04H,188
03/22/2021 03H,319
03/22/2021 02H,839
03/22/2021 01H,7350
03/22/2021 00H,12748
03/21/2021 23H,15549
03/21/2021 22H,19599
03/21/2021 21H,23769
03/21/2021 20H,26538
03/21/2021 19H,27599
03/21/2021 18H,27462
03/21/2021 17H,28230
03/21/2021 16H,24726
03/21/2021 15H,17054
03/21/2021 14H,6736
03/21/2021 13H,2933
03/21/2021 12H,1126
03/21/2021 11H,85
03/21/2021 10H,45
03/21/2021 09H,49
03/21/2021 08H,54
03/21/2021 07H,63
03/21/2021 06H,62
03/21/2021 05H,96
03/21/2021 04H,111
03/21/2021 03H,194
03/21/2021 02H,636
03/21/2021 01H,6915
03/21/2021 00H,14652
03/20/2021 23H,18617
03/20/2021 22H,21941
03/20/2021 21H,24472
03/20/2021 20H,27090
03/20/2021 19H,29157
03/20/2021 18H,30768
03/20/2021 17H,31243
03/20/2021 16H,28413
03/20/2021 15H,20243
03/20/2021 14H,9002
03/20/2021 13H,4127
03/20/2021 12H,899
03/20/2021 11H,147
03/20/2021 10H,139
03/20/2021 09H,112
03/20/2021 08H,108
03/20/2021 07H,154
03/20/2021 06H,190
03/20/2021 05H,218
03/20/2021 04H,218
03/20/2021 03H,236
03/20/2021 02H,573
03/20/2021 01H,5249
03/20/2021 00H,14233
03/19/2021 23H,19115
03/19/2021 22H,23544
03/19/2021 21H,27111
03/19/2021 20H,29500
03/19/2021 19H,30000
03/19/2021 18H,30355
03/19/2021 17H,29478
03/19/2021 16H,25801
03/19/2021 15H,17675
03/19/2021 14H,6615
03/19/2021 13H,2181
03/19/2021 12H,456
03/19/2021 11H,74
03/19/2021 10H,71
03/19/2021 09H,44
03/19/2021 08H,73
03/19/2021 07H,117
03/19/2021 06H,125
03/19/2021 05H,171
03/19/2021 04H,175
03/19/2021 03H,187
03/19/2021 02H,499
03/19/2021 01H,5534
03/19/2021 00H,16318
03/18/2021 23H,22393
03/18/2021 22H,26021
03/18/2021 21H,26885
03/18/2021 20H,27905
03/18/2021 19H,28040
03/18/2021 18H,26489
03/18/2021 17H,24214
03/18/2021 16H,19720
03/18/2021 15H,13106
03/18/2021 14H,3895
03/18/2021 13H,1255
03/18/2021 12H,550
03/18/2021 11H,510
03/18/2021 10H,237
03/18/2021 09H,106
03/18/2021 08H,76
03/18/2021 07H,83
03/18/2021 06H,87
03/18/2021 05H,130
03/18/2021 04H,133
03/18/2021 03H,136
03/18/2021 02H,1934
03/18/2021 01H,4661
03/18/2021 00H,12649
03/17/2021 23H,18332
03/17/2021 22H,20890
03/17/2021 21H,22956
03/17/2021 20H,24529
03/17/2021 19H,24504
03/17/2021 18H,23867
03/17/2021 17H,23736
03/17/2021 16H,20962
03/17/2021 15H,13763
03/17/2021 14H,4291
03/17/2021 13H,1579
03/17/2021 12H,612
03/17/2021 11H,219
03/17/2021 10H,51
03/17/2021 09H,49
03/17/2021 08H,49
03/17/2021 07H,84
03/17/2021 06H,120
03/17/2021 05H,134
03/17/2021 04H,128
03/17/2021 03H,137
03/17/2021 02H,533
03/17/2021 01H,6792
03/17/2021 00H,15167
03/16/2021 23H,19513
03/16/2021 22H,23489
03/16/2021 21H,24912
03/16/2021 20H,26036
03/16/2021 19H,25981
03/16/2021 18H,25521
03/16/2021 17H,23705
03/16/2021 16H,19833
03/16/2021 15H,11091
03/16/2021 14H,3000
03/16/2021 13H,1046
03/16/2021 12H,152
03/16/2021 11H,58
03/16/2021 10H,70
03/16/2021 09H,104
03/16/2021 08H,116
03/16/2021 07H,76
03/16/2021 06H,70
03/16/2021 05H,116
03/16/2021 04H,163
03/16/2021 03H,241
03/16/2021 02H,2096
03/16/2021 01H,4143
03/16/2021 00H,11010
03/15/2021 23H,17482
03/15/2021 22H,21224
03/15/2021 21H,23428
03/15/2021 20H,25386
03/15/2021 19H,27639
03/15/2021 18H,27142
03/15/2021 17H,25962
03/15/2021 16H,24559
03/15/2021 15H,16128
03/15/2021 14H,7434
