Net generation from natural gas for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.NG.H
19:02:14 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.NG.H megawatthours
04/5/2021 09H,95900
04/5/2021 08H,93020
04/5/2021 07H,92903
04/5/2021 06H,94994
04/5/2021 05H,99060
04/5/2021 04H,108623
04/5/2021 03H,112731
04/5/2021 02H,119010
04/5/2021 01H,118150
04/5/2021 00H,114719
04/4/2021 23H,107745
04/4/2021 22H,103567
04/4/2021 21H,98337
04/4/2021 20H,96380
04/4/2021 19H,95825
04/4/2021 18H,98525
04/4/2021 17H,105104
04/4/2021 16H,109491
04/4/2021 15H,114480
04/4/2021 14H,118453
04/4/2021 13H,119587
04/4/2021 12H,118049
04/4/2021 11H,113572
04/4/2021 10H,109963
04/4/2021 09H,106221
04/4/2021 08H,105881
04/4/2021 07H,106055
04/4/2021 06H,107361
04/4/2021 05H,111323
04/4/2021 04H,120553
04/4/2021 03H,125983
04/4/2021 02H,130455
04/4/2021 01H,126935
04/4/2021 00H,121667
04/3/2021 23H,112726
04/3/2021 22H,105903
04/3/2021 21H,99790
04/3/2021 20H,96487
04/3/2021 19H,97600
04/3/2021 18H,101217
04/3/2021 17H,105854
04/3/2021 16H,112539
04/3/2021 15H,118743
04/3/2021 14H,127980
04/3/2021 13H,136206
04/3/2021 12H,134721
04/3/2021 11H,129608
04/3/2021 10H,125421
04/3/2021 09H,120796
04/3/2021 08H,116625
04/3/2021 07H,117119
04/3/2021 06H,118573
04/3/2021 05H,122817
04/3/2021 04H,128406
04/3/2021 03H,134414
04/3/2021 02H,138124
04/3/2021 01H,134236
04/3/2021 00H,126948
04/2/2021 23H,119198
04/2/2021 22H,114751
04/2/2021 21H,112526
04/2/2021 20H,111550
04/2/2021 19H,115809
04/2/2021 18H,119920
04/2/2021 17H,124343
04/2/2021 16H,130031
04/2/2021 15H,139915
04/2/2021 14H,148938
04/2/2021 13H,154119
04/2/2021 12H,155469
04/2/2021 11H,146637
04/2/2021 10H,134082
04/2/2021 09H,126278
04/2/2021 08H,121804
04/2/2021 07H,121763
04/2/2021 06H,124106
04/2/2021 05H,130119
04/2/2021 04H,131665
04/2/2021 03H,149363
04/2/2021 02H,158534
04/2/2021 01H,159727
04/2/2021 00H,153491
04/1/2021 23H,144832
04/1/2021 22H,140975
04/1/2021 21H,137171
04/1/2021 20H,135010
04/1/2021 19H,136194
04/1/2021 18H,139569
04/1/2021 17H,143181
04/1/2021 16H,148973
04/1/2021 15H,159278
04/1/2021 14H,163774
04/1/2021 13H,166832
04/1/2021 12H,162321
04/1/2021 11H,149239
04/1/2021 10H,134681
04/1/2021 09H,126041
04/1/2021 08H,123575
04/1/2021 07H,123065
04/1/2021 06H,126635
04/1/2021 05H,134200
04/1/2021 04H,137620
04/1/2021 03H,151618
04/1/2021 02H,163775
04/1/2021 01H,159574
04/1/2021 00H,153677
03/31/2021 23H,147662
03/31/2021 22H,144585
03/31/2021 21H,143355
03/31/2021 20H,140789
03/31/2021 19H,140082
03/31/2021 18H,141315
03/31/2021 17H,141279
03/31/2021 16H,141534
03/31/2021 15H,145383
03/31/2021 14H,146576
03/31/2021 13H,143387
03/31/2021 12H,138954
03/31/2021 11H,126032
03/31/2021 10H,115029
03/31/2021 09H,107484
03/31/2021 08H,103779
03/31/2021 07H,102243
03/31/2021 06H,107000
03/31/2021 05H,114323
03/31/2021 04H,125055
03/31/2021 03H,135952
03/31/2021 02H,146193
03/31/2021 01H,145097
03/31/2021 00H,141807
03/30/2021 23H,138294
03/30/2021 22H,135111
03/30/2021 21H,130337
03/30/2021 20H,126555
03/30/2021 19H,124279
03/30/2021 18H,121760
03/30/2021 17H,120114
03/30/2021 16H,122396
03/30/2021 15H,127638
03/30/2021 14H,132827
03/30/2021 13H,131907
03/30/2021 12H,128728
03/30/2021 11H,121211
03/30/2021 10H,109873
03/30/2021 09H,101581
03/30/2021 08H,100657
03/30/2021 07H,100288
03/30/2021 06H,103873
03/30/2021 05H,109627
03/30/2021 04H,117143
03/30/2021 03H,127593
03/30/2021 02H,133741
03/30/2021 01H,132904
03/30/2021 00H,130243
03/29/2021 23H,125927
03/29/2021 22H,120117
03/29/2021 21H,116632
03/29/2021 20H,115223
03/29/2021 19H,114438
03/29/2021 18H,115935
03/29/2021 17H,117893
03/29/2021 16H,119930
03/29/2021 15H,124904
03/29/2021 14H,133969
03/29/2021 13H,136527
03/29/2021 12H,132383
03/29/2021 11H,124452
03/29/2021 10H,112660
03/29/2021 09H,102569
03/29/2021 08H,99043
03/29/2021 07H,100759
03/29/2021 06H,105652
03/29/2021 05H,112161
03/29/2021 04H,117498
03/29/2021 03H,134383
03/29/2021 02H,142712
03/29/2021 01H,140201
03/29/2021 00H,134095
03/28/2021 23H,129138
03/28/2021 22H,126080
03/28/2021 21H,123016
03/28/2021 20H,120477
03/28/2021 19H,119713
03/28/2021 18H,119526
03/28/2021 17H,120674
03/28/2021 16H,120655
03/28/2021 15H,121912
03/28/2021 14H,121338
03/28/2021 13H,115660
03/28/2021 12H,107102
03/28/2021 11H,100243
03/28/2021 10H,95761
03/28/2021 09H,94538
03/28/2021 08H,95717
03/28/2021 07H,99309
03/28/2021 06H,102156
03/28/2021 05H,108305
03/28/2021 04H,121023
03/28/2021 03H,127011
03/28/2021 02H,132581
03/28/2021 01H,132917
03/28/2021 00H,131869
03/27/2021 23H,129341
03/27/2021 22H,126947
03/27/2021 21H,125083
03/27/2021 20H,121579
03/27/2021 19H,117035
03/27/2021 18H,114697
03/27/2021 17H,114714
03/27/2021 16H,115202
03/27/2021 15H,119782
03/27/2021 14H,123669
03/27/2021 13H,122944
03/27/2021 12H,118720
03/27/2021 11H,112793
03/27/2021 10H,109424
03/27/2021 09H,104909
03/27/2021 08H,105559
03/27/2021 07H,106683
03/27/2021 06H,109526
03/27/2021 05H,117143
03/27/2021 04H,124971
03/27/2021 03H,138117
03/27/2021 02H,148217
03/27/2021 01H,147388
03/27/2021 00H,144897
03/26/2021 23H,143249
03/26/2021 22H,142657
03/26/2021 21H,139632
03/26/2021 20H,137573
03/26/2021 19H,136542
03/26/2021 18H,134790
03/26/2021 17H,135134
03/26/2021 16H,139375
03/26/2021 15H,144654
03/26/2021 14H,143763
03/26/2021 13H,139320
03/26/2021 12H,131113
03/26/2021 11H,120012
03/26/2021 10H,109108
03/26/2021 09H,102168
03/26/2021 08H,101087
03/26/2021 07H,104017
03/26/2021 06H,109725
03/26/2021 05H,118467
03/26/2021 04H,131984
03/26/2021 03H,145195
03/26/2021 02H,157455
03/26/2021 01H,158568
03/26/2021 00H,157182
03/25/2021 23H,154079
03/25/2021 22H,153098
03/25/2021 21H,148754
03/25/2021 20H,144579
03/25/2021 19H,144317
03/25/2021 18H,143675
03/25/2021 17H,144178
03/25/2021 16H,148009
03/25/2021 15H,148866
03/25/2021 14H,151199
03/25/2021 13H,150830
03/25/2021 12H,144745
03/25/2021 11H,134667
03/25/2021 10H,123017
03/25/2021 09H,115229
03/25/2021 08H,112024
03/25/2021 07H,112923
03/25/2021 06H,115289
03/25/2021 05H,120604
03/25/2021 04H,123559
03/25/2021 03H,137054
03/25/2021 02H,144461
03/25/2021 01H,145856
03/25/2021 00H,143910
03/24/2021 23H,139939
03/24/2021 22H,137942
03/24/2021 21H,136516
03/24/2021 20H,133281
03/24/2021 19H,130805
03/24/2021 18H,127645
03/24/2021 17H,128611
03/24/2021 16H,129040
03/24/2021 15H,132256
03/24/2021 14H,134827
03/24/2021 13H,132349
03/24/2021 12H,125992
03/24/2021 11H,115702
03/24/2021 10H,104377
03/24/2021 09H,97438
03/24/2021 08H,95341
03/24/2021 07H,95837
03/24/2021 06H,99877
03/24/2021 05H,107470
03/24/2021 04H,120030
03/24/2021 03H,128441
03/24/2021 02H,139549
03/24/2021 01H,143175
03/24/2021 00H,139624
03/23/2021 23H,135494
03/23/2021 22H,132571
03/23/2021 21H,128852
03/23/2021 20H,125403
03/23/2021 19H,124866
03/23/2021 18H,124387
03/23/2021 17H,126659
03/23/2021 16H,131431
03/23/2021 15H,135835
03/23/2021 14H,139893
03/23/2021 13H,139290
03/23/2021 12H,133417
03/23/2021 11H,125394
03/23/2021 10H,114603
03/23/2021 09H,107115
03/23/2021 08H,104273
03/23/2021 07H,103697
03/23/2021 06H,104729
03/23/2021 05H,109008
03/23/2021 04H,112208
03/23/2021 03H,123783
03/23/2021 02H,130302
03/23/2021 01H,131060
03/23/2021 00H,129136
03/22/2021 23H,124569
03/22/2021 22H,118449
03/22/2021 21H,114885
03/22/2021 20H,114341
03/22/2021 19H,115091
03/22/2021 18H,115512
03/22/2021 17H,118721
03/22/2021 16H,124406
03/22/2021 15H,129982
03/22/2021 14H,133366
03/22/2021 13H,134745
03/22/2021 12H,133484
03/22/2021 11H,124179
03/22/2021 10H,110107
03/22/2021 09H,100598
03/22/2021 08H,95075
03/22/2021 07H,93942
03/22/2021 06H,96223
03/22/2021 05H,99688
03/22/2021 04H,105200
03/22/2021 03H,110881
03/22/2021 02H,115287
03/22/2021 01H,114830
03/22/2021 00H,110110
03/21/2021 23H,104873
03/21/2021 22H,98848
03/21/2021 21H,93796
03/21/2021 20H,91386
03/21/2021 19H,91944
03/21/2021 18H,92725
03/21/2021 17H,95610
03/21/2021 16H,98972
03/21/2021 15H,106591
03/21/2021 14H,111164
03/21/2021 13H,112188
03/21/2021 12H,111120
03/21/2021 11H,107109
03/21/2021 10H,103361
03/21/2021 09H,99906
03/21/2021 08H,98949
03/21/2021 07H,99545
03/21/2021 06H,101055
03/21/2021 05H,104630
03/21/2021 04H,115351
03/21/2021 03H,117352
03/21/2021 02H,121004
03/21/2021 01H,120639
03/21/2021 00H,118443
03/20/2021 23H,112586
03/20/2021 22H,107065
03/20/2021 21H,104490
03/20/2021 20H,101839
03/20/2021 19H,103017
03/20/2021 18H,106504
03/20/2021 17H,110613
03/20/2021 16H,116151
03/20/2021 15H,126644
03/20/2021 14H,132231
03/20/2021 13H,133396
03/20/2021 12H,132351
03/20/2021 11H,126741
03/20/2021 10H,120246
03/20/2021 09H,118232
03/20/2021 08H,118287
03/20/2021 07H,120400
03/20/2021 06H,123538
03/20/2021 05H,129812
03/20/2021 04H,131897
03/20/2021 03H,145060
03/20/2021 02H,151752
03/20/2021 01H,151905
03/20/2021 00H,148734
03/19/2021 23H,141184
03/19/2021 22H,137273
03/19/2021 21H,135339
03/19/2021 20H,135525
03/19/2021 19H,138537
03/19/2021 18H,141361
03/19/2021 17H,145417
03/19/2021 16H,150460
03/19/2021 15H,159286
03/19/2021 14H,161442
03/19/2021 13H,160455
03/19/2021 12H,153358
03/19/2021 11H,144428
03/19/2021 10H,132606
03/19/2021 09H,122163
03/19/2021 08H,118907
03/19/2021 07H,118959
03/19/2021 06H,121772
03/19/2021 05H,126357
03/19/2021 04H,129534
03/19/2021 03H,139897
03/19/2021 02H,150202
03/19/2021 01H,152396
03/19/2021 00H,144488
03/18/2021 23H,140244
03/18/2021 22H,138129
03/18/2021 21H,137079
03/18/2021 20H,136120
03/18/2021 19H,138604
03/18/2021 18H,140732
03/18/2021 17H,142412
03/18/2021 16H,145198
03/18/2021 15H,146445
03/18/2021 14H,149247
03/18/2021 13H,143897
03/18/2021 12H,135532
03/18/2021 11H,124822
03/18/2021 10H,114687
03/18/2021 09H,106921
03/18/2021 08H,106078
03/18/2021 07H,107335
03/18/2021 06H,111555
03/18/2021 05H,117206
03/18/2021 04H,129751
03/18/2021 03H,136513
03/18/2021 02H,143374
03/18/2021 01H,142842
03/18/2021 00H,139904
03/17/2021 23H,136559
03/17/2021 22H,135354
03/17/2021 21H,132483
03/17/2021 20H,131939
03/17/2021 19H,132253
03/17/2021 18H,133588
03/17/2021 17H,137031
03/17/2021 16H,142248
03/17/2021 15H,149426
03/17/2021 14H,152847
03/17/2021 13H,149958
03/17/2021 12H,141601
03/17/2021 11H,133015
03/17/2021 10H,123513
03/17/2021 09H,117535
03/17/2021 08H,115970
03/17/2021 07H,116456
03/17/2021 06H,121044
03/17/2021 05H,127806
03/17/2021 04H,137933
03/17/2021 03H,147293
03/17/2021 02H,158038
03/17/2021 01H,159673
03/17/2021 00H,158933
03/16/2021 23H,157619
03/16/2021 22H,156199
03/16/2021 21H,154899
03/16/2021 20H,154579
03/16/2021 19H,155295
03/16/2021 18H,158082
03/16/2021 17H,160127
03/16/2021 16H,163477
03/16/2021 15H,167511
03/16/2021 14H,166634
03/16/2021 13H,161201
03/16/2021 12H,153326
03/16/2021 11H,141901
03/16/2021 10H,129600
03/16/2021 09H,120955
03/16/2021 08H,119437
03/16/2021 07H,121544
03/16/2021 06H,126302
03/16/2021 05H,133624
03/16/2021 04H,137094
03/16/2021 03H,157072
03/16/2021 02H,166419
03/16/2021 01H,167922
03/16/2021 00H,161299
03/15/2021 23H,153815
03/15/2021 22H,148312
03/15/2021 21H,141359
03/15/2021 20H,138512
03/15/2021 19H,136863
03/15/2021 18H,136668
03/15/2021 17H,137105
03/15/2021 16H,137514
03/15/2021 15H,139318
03/15/2021 14H,139645
03/15/2021 13H,139618
03/15/2021 12H,135959
03/15/2021 11H,124372
03/15/2021 10H,111858
03/15/2021 09H,101383
03/15/2021 08H,99317
03/15/2021 07H,98599
03/15/2021 06H,102762
03/15/2021 05H,108490
03/15/2021 04H,113581
03/15/2021 03H,119290
03/15/2021 02H,127917
03/15/2021 01H,125962
03/15/2021 00H,121066
03/14/2021 23H,114883
03/14/2021 22H,108187
03/14/2021 21H,101372
03/14/2021 20H,98619
03/14/2021 19H,96715
03/14/2021 18H,95657
03/14/2021 17H,95449
03/14/2021 16H,94312
03/14/2021 15H,97430
03/14/2021 14H,99643
03/14/2021 13H,99321
03/14/2021 12H,99010
03/14/2021 11H,97788
03/14/2021 10H,95551
03/14/2021 09H,96539
03/14/2021 08H,97034
03/14/2021 07H,99399
03/14/2021 06H,101864
03/14/2021 05H,103145
03/14/2021 04H,110486
03/14/2021 03H,117718
03/14/2021 02H,120570
03/14/2021 01H,121701
03/14/2021 00H,118112
03/13/2021 23H,113861
03/13/2021 22H,107522
03/13/2021 21H,103118
03/13/2021 20H,103367
03/13/2021 19H,102691
03/13/2021 18H,102364
03/13/2021 17H,103963
03/13/2021 16H,104928
03/13/2021 15H,107385
03/13/2021 14H,108564
03/13/2021 13H,106844
03/13/2021 12H,103443
03/13/2021 11H,99653
03/13/2021 10H,95868
03/13/2021 09H,95160
03/13/2021 08H,98037
03/13/2021 07H,101760
03/13/2021 06H,108156
03/13/2021 05H,111241
03/13/2021 04H,120359
03/13/2021 03H,127070
03/13/2021 02H,133181
03/13/2021 01H,132908
03/13/2021 00H,131639
03/12/2021 23H,129218
03/12/2021 22H,126953
03/12/2021 21H,124776
03/12/2021 20H,122197
03/12/2021 19H,121517
03/12/2021 18H,121865
03/12/2021 17H,124606
03/12/2021 16H,126090
03/12/2021 15H,128996
03/12/2021 14H,129921
03/12/2021 13H,128837
03/12/2021 12H,120852
03/12/2021 11H,112870
03/12/2021 10H,106934
03/12/2021 09H,104075
03/12/2021 08H,104435
03/12/2021 07H,106883
03/12/2021 06H,111887
03/12/2021 05H,115853
03/12/2021 04H,126299
03/12/2021 03H,137974
03/12/2021 02H,147180
03/12/2021 01H,148595
03/12/2021 00H,144792
03/11/2021 23H,138639
03/11/2021 22H,134627
03/11/2021 21H,131917
03/11/2021 20H,129530
03/11/2021 19H,127375
03/11/2021 18H,127933
03/11/2021 17H,129074
03/11/2021 16H,130433
03/11/2021 15H,131209
03/11/2021 14H,131137
03/11/2021 13H,129933
03/11/2021 12H,123088
03/11/2021 11H,111672
03/11/2021 10H,103812
03/11/2021 09H,102246
03/11/2021 08H,100795
03/11/2021 07H,102212
03/11/2021 06H,107348
03/11/2021 05H,115550
03/11/2021 04H,122330
03/11/2021 03H,131662
03/11/2021 02H,138449
03/11/2021 01H,136417
03/11/2021 00H,130172
03/10/2021 23H,124257
03/10/2021 22H,118969
03/10/2021 21H,114265
03/10/2021 20H,113598
03/10/2021 19H,112387
03/10/2021 18H,113060
03/10/2021 17H,115974
03/10/2021 16H,118650
03/10/2021 15H,122010
03/10/2021 14H,127869
03/10/2021 13H,129967
03/10/2021 12H,127744
03/10/2021 11H,116703
03/10/2021 10H,109897
03/10/2021 09H,105624
03/10/2021 08H,104918
03/10/2021 07H,106671
03/10/2021 06H,109073
03/10/2021 05H,116072
03/10/2021 04H,120647
03/10/2021 03H,129202
03/10/2021 02H,134885
03/10/2021 01H,133242
03/10/2021 00H,128777
03/9/2021 23H,122093
03/9/2021 22H,115181
03/9/2021 21H,111502
03/9/2021 20H,111210
03/9/2021 19H,110558
03/9/2021 18H,112354
03/9/2021 17H,116664
03/9/2021 16H,122635
03/9/2021 15H,132481
03/9/2021 14H,141316
03/9/2021 13H,147771
03/9/2021 12H,141268
03/9/2021 11H,130029
03/9/2021 10H,120226
03/9/2021 09H,115568
03/9/2021 08H,112838
03/9/2021 07H,113265
03/9/2021 06H,115279
03/9/2021 05H,121932
03/9/2021 04H,124154
03/9/2021 03H,133395
03/9/2021 02H,142452
03/9/2021 01H,138971
03/9/2021 00H,131353
03/8/2021 23H,126183
03/8/2021 22H,116047
03/8/2021 21H,111390
03/8/2021 20H,110300
03/8/2021 19H,109971
03/8/2021 18H,116443
03/8/2021 17H,122935
03/8/2021 16H,130764
03/8/2021 15H,143429
03/8/2021 14H,153346
03/8/2021 13H,157207
03/8/2021 12H,152024
03/8/2021 11H,140030
03/8/2021 10H,125801
03/8/2021 09H,120038
03/8/2021 08H,117219
03/8/2021 07H,118922
03/8/2021 06H,122784
03/8/2021 05H,128472
03/8/2021 04H,134438
03/8/2021 03H,139458
03/8/2021 02H,142192
03/8/2021 01H,140670
03/8/2021 00H,132000
03/7/2021 23H,122475
03/7/2021 22H,112383
03/7/2021 21H,103121
03/7/2021 20H,101517
03/7/2021 19H,101710
03/7/2021 18H,106560
03/7/2021 17H,111041
03/7/2021 16H,116099
03/7/2021 15H,124379
03/7/2021 14H,128598
03/7/2021 13H,130957
03/7/2021 12H,129123
03/7/2021 11H,126283
03/7/2021 10H,122475
03/7/2021 09H,121231
03/7/2021 08H,121224
03/7/2021 07H,123324
03/7/2021 06H,126099
03/7/2021 05H,130933
03/7/2021 04H,136485
03/7/2021 03H,141678
03/7/2021 02H,143600
03/7/2021 01H,141221
03/7/2021 00H,136450
03/6/2021 23H,128655
03/6/2021 22H,121586
03/6/2021 21H,116108
03/6/2021 20H,117653
03/6/2021 19H,121625
03/6/2021 18H,127006
03/6/2021 17H,131891
03/6/2021 16H,137632
03/6/2021 15H,142343
03/6/2021 14H,143859
03/6/2021 13H,140373
03/6/2021 12H,137375
03/6/2021 11H,132605
03/6/2021 10H,129490
03/6/2021 09H,128395
03/6/2021 08H,127979
03/6/2021 07H,129707
03/6/2021 06H,134938
03/6/2021 05H,140441
03/6/2021 04H,147703
03/6/2021 03H,154667
03/6/2021 02H,157909
03/6/2021 01H,152978
03/6/2021 00H,146171
03/5/2021 23H,138768
03/5/2021 22H,130682
03/5/2021 21H,124791
03/5/2021 20H,123151
03/5/2021 19H,124235
03/5/2021 18H,126663
03/5/2021 17H,131883
03/5/2021 16H,137757
03/5/2021 15H,145658
03/5/2021 14H,153302
03/5/2021 13H,155438
03/5/2021 12H,148366
03/5/2021 11H,136434
03/5/2021 10H,129415
03/5/2021 09H,124679
03/5/2021 08H,124002
03/5/2021 07H,125441
03/5/2021 06H,129215
03/5/2021 05H,130828
03/5/2021 04H,140743
03/5/2021 03H,146690
03/5/2021 02H,152491
03/5/2021 01H,148224
03/5/2021 00H,142146
03/4/2021 23H,134650
03/4/2021 22H,127656
03/4/2021 21H,120311
03/4/2021 20H,118247
03/4/2021 19H,120401
03/4/2021 18H,124653
03/4/2021 17H,130400
03/4/2021 16H,138663
03/4/2021 15H,147100
03/4/2021 14H,153038
03/4/2021 13H,157902
03/4/2021 12H,152638
03/4/2021 11H,139473
03/4/2021 10H,130223
03/4/2021 09H,124834
03/4/2021 08H,122634
03/4/2021 07H,125600
03/4/2021 06H,128573
03/4/2021 05H,135022
03/4/2021 04H,141833
03/4/2021 03H,152056
03/4/2021 02H,162634
03/4/2021 01H,166652
03/4/2021 00H,161742
03/3/2021 23H,152188
03/3/2021 22H,145091
03/3/2021 21H,141562
03/3/2021 20H,143098
03/3/2021 19H,144449
03/3/2021 18H,148792
03/3/2021 17H,154013
03/3/2021 16H,159608
03/3/2021 15H,167048
03/3/2021 14H,175699
03/3/2021 13H,176327
03/3/2021 12H,167213
03/3/2021 11H,152139
03/3/2021 10H,139734
03/3/2021 09H,135278
03/3/2021 08H,134947
03/3/2021 07H,137360
03/3/2021 06H,143072
03/3/2021 05H,150114
03/3/2021 04H,161045
03/3/2021 03H,170227
03/3/2021 02H,178347
03/3/2021 01H,180175
03/3/2021 00H,173986
03/2/2021 23H,165537
03/2/2021 22H,157283
03/2/2021 21H,153797
03/2/2021 20H,149608
03/2/2021 19H,150845
03/2/2021 18H,154654
03/2/2021 17H,158431
03/2/2021 16H,165793
03/2/2021 15H,174107
03/2/2021 14H,181455
03/2/2021 13H,178583
03/2/2021 12H,169274
03/2/2021 11H,156336
03/2/2021 10H,144547
03/2/2021 09H,139837
03/2/2021 08H,138664
03/2/2021 07H,140889
03/2/2021 06H,144912
03/2/2021 05H,140484
03/2/2021 04H,166323
03/2/2021 03H,174836
03/2/2021 02H,181556
03/2/2021 01H,178527
03/2/2021 00H,170155
03/1/2021 23H,161933
03/1/2021 22H,155196
03/1/2021 21H,153018
03/1/2021 20H,152692
03/1/2021 19H,153842
03/1/2021 18H,155253
03/1/2021 17H,157121
03/1/2021 16H,158438
03/1/2021 15H,159484
03/1/2021 14H,156640
03/1/2021 13H,148946
03/1/2021 12H,136908
03/1/2021 11H,121423
03/1/2021 10H,111904
03/1/2021 09H,106132
03/1/2021 08H,104430
03/1/2021 07H,108509
03/1/2021 06H,113299
03/1/2021 05H,119666
03/1/2021 04H,122327
03/1/2021 03H,131006
03/1/2021 02H,136242
03/1/2021 01H,137321
03/1/2021 00H,131931
02/28/2021 23H,125930
02/28/2021 22H,121992
02/28/2021 21H,119497
02/28/2021 20H,115877
02/28/2021 19H,115055
02/28/2021 18H,114358
02/28/2021 17H,113185
02/28/2021 16H,115069
02/28/2021 15H,117656
02/28/2021 14H,114295
02/28/2021 13H,108502
02/28/2021 12H,103973
02/28/2021 11H,102132
02/28/2021 10H,100456
02/28/2021 09H,101282
02/28/2021 08H,102731
02/28/2021 07H,106010
02/28/2021 06H,109589
02/28/2021 05H,121506
02/28/2021 04H,121439
02/28/2021 03H,127546
02/28/2021 02H,132358
02/28/2021 01H,133828
02/28/2021 00H,130645
02/27/2021 23H,126153
02/27/2021 22H,121939
02/27/2021 21H,120399
02/27/2021 20H,119943
02/27/2021 19H,120037
02/27/2021 18H,122199
02/27/2021 17H,126572
02/27/2021 16H,129698
02/27/2021 15H,134103
02/27/2021 14H,132557
02/27/2021 13H,127372
02/27/2021 12H,121523
02/27/2021 11H,114959
02/27/2021 10H,110202
02/27/2021 09H,109915
02/27/2021 08H,110422
02/27/2021 07H,114408
02/27/2021 06H,118590
02/27/2021 05H,124979
02/27/2021 04H,136194
02/27/2021 03H,142511
02/27/2021 02H,151516
02/27/2021 01H,153541
02/27/2021 00H,150052
02/26/2021 23H,144413
02/26/2021 22H,139315
02/26/2021 21H,136316
02/26/2021 20H,134859
02/26/2021 19H,134339
02/26/2021 18H,132866
02/26/2021 17H,135283
02/26/2021 16H,140819
02/26/2021 15H,148805
02/26/2021 14H,152963
02/26/2021 13H,149821
02/26/2021 12H,142323
02/26/2021 11H,130024
02/26/2021 10H,122388
02/26/2021 09H,118126
02/26/2021 08H,118678
02/26/2021 07H,121486
02/26/2021 06H,125199
02/26/2021 05H,129172
02/26/2021 04H,141162
02/26/2021 03H,151264
02/26/2021 02H,155368
02/26/2021 01H,153714
02/26/2021 00H,146503
02/25/2021 23H,138872
02/25/2021 22H,131936
02/25/2021 21H,127429
02/25/2021 20H,125463
02/25/2021 19H,125027
02/25/2021 18H,127281
02/25/2021 17H,130571
02/25/2021 16H,134883
02/25/2021 15H,141477
02/25/2021 14H,142858
02/25/2021 13H,141161
02/25/2021 12H,132428
02/25/2021 11H,121186
02/25/2021 10H,111429
02/25/2021 09H,108609
02/25/2021 08H,108777
02/25/2021 07H,110445
02/25/2021 06H,114522
02/25/2021 05H,118366
02/25/2021 04H,127517
02/25/2021 03H,137486
02/25/2021 02H,144845
02/25/2021 01H,144805
02/25/2021 00H,138157
02/24/2021 23H,130676
02/24/2021 22H,121172
02/24/2021 21H,115157
02/24/2021 20H,112809
02/24/2021 19H,111580
02/24/2021 18H,110835
02/24/2021 17H,113708
02/24/2021 16H,119579
02/24/2021 15H,127980
02/24/2021 14H,133815
02/24/2021 13H,134047
02/24/2021 12H,128671
02/24/2021 11H,117070
02/24/2021 10H,109225
02/24/2021 09H,106813
02/24/2021 08H,105856
02/24/2021 07H,107052
02/24/2021 06H,110687
02/24/2021 05H,110887
02/24/2021 04H,119521
02/24/2021 03H,128607
02/24/2021 02H,133768
02/24/2021 01H,133156
02/24/2021 00H,129732
02/23/2021 23H,123109
02/23/2021 22H,116384
02/23/2021 21H,113036
02/23/2021 20H,113198
02/23/2021 19H,115267
02/23/2021 18H,121232
02/23/2021 17H,124786
02/23/2021 16H,132325
02/23/2021 15H,136791
02/23/2021 14H,143730
02/23/2021 13H,143917
02/23/2021 12H,135663
02/23/2021 11H,121465
02/23/2021 10H,109709
02/23/2021 09H,105506
02/23/2021 08H,103631
02/23/2021 07H,104906
02/23/2021 06H,108932
02/23/2021 05H,112344
02/23/2021 04H,118101
02/23/2021 03H,128842
02/23/2021 02H,136177
02/23/2021 01H,137730
02/23/2021 00H,129905
02/22/2021 23H,122556
02/22/2021 22H,119295
02/22/2021 21H,117222
02/22/2021 20H,118955
02/22/2021 19H,121050
02/22/2021 18H,123359
02/22/2021 17H,124898
02/22/2021 16H,131058
02/22/2021 15H,137783
02/22/2021 14H,141749
02/22/2021 13H,137782
02/22/2021 12H,125355
02/22/2021 11H,114656
02/22/2021 10H,106592
02/22/2021 09H,104946
02/22/2021 08H,103779
02/22/2021 07H,104500
02/22/2021 06H,107680
02/22/2021 05H,114075
02/22/2021 04H,116690
02/22/2021 03H,123077
02/22/2021 02H,126430
02/22/2021 01H,123693
02/22/2021 00H,116477
02/21/2021 23H,108720
02/21/2021 22H,100478
02/21/2021 21H,96544
02/21/2021 20H,94436
02/21/2021 19H,95590
02/21/2021 18H,98410
02/21/2021 17H,101545
02/21/2021 16H,108521
02/21/2021 15H,116391
02/21/2021 14H,123509
02/21/2021 13H,123939
02/21/2021 12H,123074
02/21/2021 11H,119239
02/21/2021 10H,117080
02/21/2021 09H,117047
02/21/2021 08H,116510
02/21/2021 07H,117453
02/21/2021 06H,119925
02/21/2021 05H,122450
02/21/2021 04H,126571
02/21/2021 03H,131487
02/21/2021 02H,133654
02/21/2021 01H,132246
02/21/2021 00H,130038
02/20/2021 23H,124977
02/20/2021 22H,118578
02/20/2021 21H,115334
02/20/2021 20H,116463
02/20/2021 19H,120341
02/20/2021 18H,126590
02/20/2021 17H,135965
02/20/2021 16H,144631
02/20/2021 15H,157110
02/20/2021 14H,166763
02/20/2021 13H,163697
02/20/2021 12H,156692
02/20/2021 11H,148240
02/20/2021 10H,142587
02/20/2021 09H,139287
02/20/2021 08H,137660
02/20/2021 07H,139483
02/20/2021 06H,144316
02/20/2021 05H,148450
02/20/2021 04H,156973
02/20/2021 03H,165380
02/20/2021 02H,170803
02/20/2021 01H,168914
