Net generation from other for Tennessee (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390117&sdid=EBA.TEN-ALL.NG.OTH.H
19:23:29 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.TEN-ALL.NG.OTH.H megawatthours
10/3/2021 18H,0
10/3/2021 17H,0
10/3/2021 16H,0
10/3/2021 15H,0
10/3/2021 14H,0
10/3/2021 13H,0
10/3/2021 12H,0
10/3/2021 11H,0
10/3/2021 10H,0
10/3/2021 09H,0
10/3/2021 08H,0
10/3/2021 07H,0
10/3/2021 06H,2
10/3/2021 05H,0
10/3/2021 04H,0
10/3/2021 03H,0
10/3/2021 02H,0
10/3/2021 01H,0
10/3/2021 00H,0
10/2/2021 23H,0
10/2/2021 22H,0
10/2/2021 21H,0
10/2/2021 20H,0
10/2/2021 19H,0
10/2/2021 18H,0
10/2/2021 17H,0
10/2/2021 16H,0
10/2/2021 15H,0
10/2/2021 14H,0
10/2/2021 13H,0
10/2/2021 12H,0
10/2/2021 11H,6
10/2/2021 10H,11
10/2/2021 09H,11
10/2/2021 08H,9
10/2/2021 07H,14
10/2/2021 06H,17
10/2/2021 05H,16
10/2/2021 04H,20
10/2/2021 03H,20
10/2/2021 02H,22
10/2/2021 01H,25
10/2/2021 00H,28
10/1/2021 23H,25
10/1/2021 22H,28
10/1/2021 21H,28
10/1/2021 20H,26
10/1/2021 19H,28
10/1/2021 18H,28
10/1/2021 17H,25
10/1/2021 16H,25
10/1/2021 15H,25
10/1/2021 14H,23
10/1/2021 13H,25
10/1/2021 12H,25
10/1/2021 11H,28
10/1/2021 10H,22
10/1/2021 09H,20
10/1/2021 08H,22
10/1/2021 07H,26
10/1/2021 06H,22
10/1/2021 05H,25
10/1/2021 04H,23
10/1/2021 03H,25
10/1/2021 02H,22
10/1/2021 01H,23
10/1/2021 00H,25
09/30/2021 23H,22
09/30/2021 22H,23
09/30/2021 21H,25
09/30/2021 20H,19
09/30/2021 19H,23
09/30/2021 18H,25
09/30/2021 17H,20
09/30/2021 16H,25
09/30/2021 15H,19
09/30/2021 14H,23
09/30/2021 13H,19
09/30/2021 12H,14
09/30/2021 11H,14
09/30/2021 10H,17
09/30/2021 09H,17
09/30/2021 08H,17
09/30/2021 07H,17
09/30/2021 06H,16
09/30/2021 05H,20
09/30/2021 04H,17
09/30/2021 03H,8
09/30/2021 02H,6
09/30/2021 01H,17
09/30/2021 00H,22
09/29/2021 23H,17
09/29/2021 22H,19
09/29/2021 21H,17
09/29/2021 20H,14
09/29/2021 19H,23
09/29/2021 18H,22
09/29/2021 17H,31
09/29/2021 16H,28
09/29/2021 15H,28
09/29/2021 14H,28
09/29/2021 13H,22
09/29/2021 12H,25
09/29/2021 11H,26
09/29/2021 10H,25
09/29/2021 09H,25
09/29/2021 08H,25
09/29/2021 07H,25
09/29/2021 06H,26
09/29/2021 05H,25
09/29/2021 04H,22
09/29/2021 03H,25
09/29/2021 02H,23
09/29/2021 01H,19
09/29/2021 00H,26
09/28/2021 23H,22
09/28/2021 22H,20
09/28/2021 21H,16
09/28/2021 20H,14
09/28/2021 19H,14
09/28/2021 18H,17
09/28/2021 17H,20
09/28/2021 16H,19
09/28/2021 15H,14
09/28/2021 14H,9
09/28/2021 13H,8
09/28/2021 12H,14
09/28/2021 11H,17
09/28/2021 10H,22
09/28/2021 09H,26
09/28/2021 08H,22
09/28/2021 07H,25
09/28/2021 06H,23
09/28/2021 05H,22
09/28/2021 04H,11
09/28/2021 03H,6
09/28/2021 02H,8
09/28/2021 01H,3
09/28/2021 00H,6
09/27/2021 23H,0
09/27/2021 22H,2
09/27/2021 21H,0
09/27/2021 20H,0
09/27/2021 19H,0
09/27/2021 18H,3
09/27/2021 17H,0
09/27/2021 16H,0
09/27/2021 15H,0
09/27/2021 14H,0
09/27/2021 13H,0
09/27/2021 12H,0
09/27/2021 11H,0
09/27/2021 10H,0
09/27/2021 09H,0
09/27/2021 08H,0
09/27/2021 07H,0
09/27/2021 06H,0
09/27/2021 05H,0
09/27/2021 04H,0
09/27/2021 03H,0
09/27/2021 02H,0
09/27/2021 01H,0
09/27/2021 00H,0
09/26/2021 23H,0
09/26/2021 22H,0
09/26/2021 21H,0
09/26/2021 20H,0
09/26/2021 19H,0
09/26/2021 18H,0
09/26/2021 17H,0
09/26/2021 16H,0
09/26/2021 15H,0
09/26/2021 14H,0
09/26/2021 13H,0
09/26/2021 12H,0
09/26/2021 11H,0
09/26/2021 10H,0
09/26/2021 09H,0
09/26/2021 08H,0
09/26/2021 07H,0
09/26/2021 06H,0
09/26/2021 05H,0
09/26/2021 04H,0
09/26/2021 03H,0
09/26/2021 02H,0
09/26/2021 01H,14
09/26/2021 00H,17
09/25/2021 23H,17
09/25/2021 22H,19
09/25/2021 21H,17
09/25/2021 20H,17
09/25/2021 19H,14
09/25/2021 18H,14
09/25/2021 17H,14
09/25/2021 16H,11
09/25/2021 15H,11
09/25/2021 14H,12
09/25/2021 13H,14
09/25/2021 12H,14
09/25/2021 11H,11
09/25/2021 10H,14
09/25/2021 09H,17
09/25/2021 08H,14
09/25/2021 07H,14
09/25/2021 06H,16
09/25/2021 05H,17
09/25/2021 04H,17
09/25/2021 03H,17
09/25/2021 02H,17
09/25/2021 01H,11
09/25/2021 00H,14
09/24/2021 23H,14
09/24/2021 22H,14
09/24/2021 21H,17
09/24/2021 20H,19
09/24/2021 19H,14
09/24/2021 18H,20
09/24/2021 17H,25
09/24/2021 16H,31
09/24/2021 15H,31
09/24/2021 14H,33
09/24/2021 13H,34
09/24/2021 12H,33
09/24/2021 11H,28
09/24/2021 10H,31
09/24/2021 09H,31
09/24/2021 08H,22
09/24/2021 07H,20
09/24/2021 06H,22
09/24/2021 05H,20
09/24/2021 04H,22
09/24/2021 03H,20
09/24/2021 02H,20
09/24/2021 01H,19
09/24/2021 00H,20
09/23/2021 23H,19
09/23/2021 22H,23
09/23/2021 21H,22
09/23/2021 20H,20
09/23/2021 19H,22
09/23/2021 18H,20
09/23/2021 17H,19
09/23/2021 16H,17
09/23/2021 15H,17
09/23/2021 14H,17
09/23/2021 13H,19
09/23/2021 12H,20
09/23/2021 11H,17
09/23/2021 10H,19
09/23/2021 09H,17
09/23/2021 08H,20
09/23/2021 07H,19
09/23/2021 06H,17
09/23/2021 05H,20
09/23/2021 04H,19
09/23/2021 03H,23
09/23/2021 02H,19
09/23/2021 01H,20
09/23/2021 00H,22
09/22/2021 23H,20
09/22/2021 22H,20
09/22/2021 21H,19
09/22/2021 20H,20
09/22/2021 19H,19
09/22/2021 18H,20
09/22/2021 17H,20
09/22/2021 16H,19
09/22/2021 15H,20
09/22/2021 14H,14
09/22/2021 13H,19
09/22/2021 12H,20
09/22/2021 11H,20
09/22/2021 10H,19
09/22/2021 09H,23
09/22/2021 08H,19
09/22/2021 07H,23
09/22/2021 06H,22
09/22/2021 05H,22
09/22/2021 04H,23
09/22/2021 03H,17
09/22/2021 02H,14
09/22/2021 01H,2
09/22/2021 00H,0
09/21/2021 23H,0
09/21/2021 22H,0
09/21/2021 21H,0
09/21/2021 20H,17
09/21/2021 19H,23
09/21/2021 18H,19
09/21/2021 17H,20
09/21/2021 16H,17
09/21/2021 15H,22
09/21/2021 14H,25
09/21/2021 13H,28
09/21/2021 12H,23
09/21/2021 11H,16
09/21/2021 10H,17
09/21/2021 09H,20
09/21/2021 08H,16
09/21/2021 07H,20
09/21/2021 06H,17
09/21/2021 05H,17
09/21/2021 04H,11
09/21/2021 03H,11
09/21/2021 02H,8
09/21/2021 01H,9
09/21/2021 00H,8
09/20/2021 23H,14
09/20/2021 22H,20
09/20/2021 21H,19
09/20/2021 20H,20
09/20/2021 19H,20
09/20/2021 18H,19
09/20/2021 17H,17
09/20/2021 16H,17
09/20/2021 15H,19
09/20/2021 14H,20
09/20/2021 13H,20
09/20/2021 12H,19
09/20/2021 11H,20
09/20/2021 10H,19
09/20/2021 09H,23
09/20/2021 08H,19
09/20/2021 07H,23
09/20/2021 06H,22
09/20/2021 05H,20
09/20/2021 04H,22
09/20/2021 03H,23
09/20/2021 02H,22
09/20/2021 01H,20
09/20/2021 00H,22
09/19/2021 23H,22
09/19/2021 22H,23
09/19/2021 21H,19
09/19/2021 20H,23
09/19/2021 19H,22
09/19/2021 18H,23
09/19/2021 17H,22
09/19/2021 16H,22
09/19/2021 15H,20
09/19/2021 14H,22
09/19/2021 13H,20
09/19/2021 12H,22
09/19/2021 11H,23
09/19/2021 10H,22
09/19/2021 09H,23
09/19/2021 08H,19
09/19/2021 07H,23
09/19/2021 06H,25
09/19/2021 05H,22
09/19/2021 04H,25
09/19/2021 03H,23
09/19/2021 02H,19
09/19/2021 01H,20
09/19/2021 00H,17
09/18/2021 23H,17
09/18/2021 22H,2
09/18/2021 21H,9
09/18/2021 20H,3
09/18/2021 19H,0
09/18/2021 18H,0
09/18/2021 17H,8
09/18/2021 16H,23
09/18/2021 15H,19
09/18/2021 14H,20
09/18/2021 13H,22
09/18/2021 12H,20
09/18/2021 11H,16
09/18/2021 10H,20
09/18/2021 09H,20
09/18/2021 08H,16
09/18/2021 07H,20
09/18/2021 06H,20
09/18/2021 05H,16
09/18/2021 04H,20
09/18/2021 03H,20
09/18/2021 02H,19
09/18/2021 01H,20
09/18/2021 00H,19
09/17/2021 23H,20
09/17/2021 22H,22
09/17/2021 21H,23
09/17/2021 20H,25
09/17/2021 19H,22
09/17/2021 18H,23
09/17/2021 17H,25
09/17/2021 16H,22
09/17/2021 15H,23
09/17/2021 14H,22
09/17/2021 13H,23
09/17/2021 12H,22
09/17/2021 11H,22
09/17/2021 10H,23
09/17/2021 09H,22
09/17/2021 08H,23
09/17/2021 07H,22
09/17/2021 06H,22
09/17/2021 05H,20
09/17/2021 04H,22
09/17/2021 03H,23
09/17/2021 02H,17
09/17/2021 01H,22
09/17/2021 00H,22
09/16/2021 23H,20
09/16/2021 22H,22
09/16/2021 21H,20
09/16/2021 20H,22
09/16/2021 19H,23
09/16/2021 18H,19
09/16/2021 17H,23
09/16/2021 16H,19
09/16/2021 15H,23
09/16/2021 14H,19
09/16/2021 13H,20
09/16/2021 12H,17
09/16/2021 11H,22
09/16/2021 10H,20
09/16/2021 09H,22
09/16/2021 08H,20
09/16/2021 07H,22
09/16/2021 06H,23
09/16/2021 05H,19
09/16/2021 04H,23
09/16/2021 03H,25
09/16/2021 02H,22
09/16/2021 01H,23
09/16/2021 00H,25
09/15/2021 23H,25
09/15/2021 22H,22
09/15/2021 21H,23
09/15/2021 20H,22
09/15/2021 19H,25
09/15/2021 18H,23
09/15/2021 17H,22
09/15/2021 16H,23
09/15/2021 15H,19
09/15/2021 14H,20
09/15/2021 13H,19
09/15/2021 12H,20
09/15/2021 11H,22
09/15/2021 10H,20
09/15/2021 09H,20
09/15/2021 08H,19
09/15/2021 07H,23
09/15/2021 06H,19
09/15/2021 05H,23
09/15/2021 04H,19
09/15/2021 03H,17
09/15/2021 02H,20
09/15/2021 01H,19
09/15/2021 00H,23
09/14/2021 23H,19
09/14/2021 22H,25
09/14/2021 21H,23
09/14/2021 20H,22
09/14/2021 19H,11
09/14/2021 18H,17
09/14/2021 17H,23
09/14/2021 16H,25
09/14/2021 15H,28
09/14/2021 14H,25
09/14/2021 13H,20
09/14/2021 12H,19
09/14/2021 11H,23
09/14/2021 10H,19
09/14/2021 09H,17
09/14/2021 08H,8
09/14/2021 07H,9
09/14/2021 06H,11
09/14/2021 05H,8
09/14/2021 04H,6
09/14/2021 03H,11
09/14/2021 02H,11
09/14/2021 01H,12
09/14/2021 00H,2
09/13/2021 23H,3
09/13/2021 22H,6
09/13/2021 21H,17
09/13/2021 20H,28
09/13/2021 19H,28
09/13/2021 18H,25
09/13/2021 17H,25
09/13/2021 16H,25
09/13/2021 15H,25
09/13/2021 14H,23
09/13/2021 13H,25
09/13/2021 12H,22
09/13/2021 11H,28
09/13/2021 10H,26
09/13/2021 09H,25
09/13/2021 08H,28
09/13/2021 07H,25
09/13/2021 06H,25
09/13/2021 05H,28
09/13/2021 04H,25
09/13/2021 03H,26
09/13/2021 02H,28
09/13/2021 01H,25
09/13/2021 00H,22
09/12/2021 23H,25
09/12/2021 22H,23
09/12/2021 21H,28
09/12/2021 20H,25
09/12/2021 19H,22
09/12/2021 18H,26
09/12/2021 17H,28
09/12/2021 16H,25
09/12/2021 15H,25
09/12/2021 14H,22
09/12/2021 13H,23
09/12/2021 12H,22
09/12/2021 11H,25
09/12/2021 10H,23
09/12/2021 09H,22
09/12/2021 08H,23
09/12/2021 07H,19
09/12/2021 06H,25
09/12/2021 05H,20
09/12/2021 04H,20
09/12/2021 03H,22
09/12/2021 02H,20
09/12/2021 01H,19
09/12/2021 00H,23
09/11/2021 23H,22
09/11/2021 22H,20
09/11/2021 21H,22
09/11/2021 20H,20
09/11/2021 19H,22
09/11/2021 18H,25
09/11/2021 17H,20
09/11/2021 16H,25
09/11/2021 15H,22
09/11/2021 14H,25
09/11/2021 13H,20
09/11/2021 12H,19
09/11/2021 11H,17
09/11/2021 10H,20
09/11/2021 09H,19
09/11/2021 08H,20
09/11/2021 07H,20
09/11/2021 06H,25
09/11/2021 05H,25
09/11/2021 04H,23
09/11/2021 03H,25
09/11/2021 02H,25
09/11/2021 01H,25
09/11/2021 00H,23
09/10/2021 23H,28
09/10/2021 22H,25
09/10/2021 21H,25
09/10/2021 20H,28
09/10/2021 19H,25
09/10/2021 18H,28
09/10/2021 17H,26
09/10/2021 16H,19
09/10/2021 15H,23
09/10/2021 14H,22
09/10/2021 13H,22
09/10/2021 12H,23
09/10/2021 11H,25
09/10/2021 10H,25
09/10/2021 09H,25
09/10/2021 08H,26
09/10/2021 07H,22
09/10/2021 06H,25
09/10/2021 05H,25
09/10/2021 04H,23
09/10/2021 03H,28
09/10/2021 02H,22
09/10/2021 01H,25
09/10/2021 00H,26
09/9/2021 23H,22
09/9/2021 22H,25
09/9/2021 21H,23
09/9/2021 20H,25
09/9/2021 19H,22
09/9/2021 18H,25
09/9/2021 17H,23
09/9/2021 16H,22
09/9/2021 15H,25
09/9/2021 14H,26
09/9/2021 13H,22
09/9/2021 12H,23
09/9/2021 11H,25
09/9/2021 10H,28
09/9/2021 09H,25
09/9/2021 08H,25
09/9/2021 07H,25
09/9/2021 06H,26
09/9/2021 05H,28
09/9/2021 04H,25
09/9/2021 03H,25
09/9/2021 02H,25
09/9/2021 01H,25
09/9/2021 00H,26
09/8/2021 23H,25
09/8/2021 22H,28
09/8/2021 21H,25
09/8/2021 20H,25
09/8/2021 19H,28
09/8/2021 18H,28
09/8/2021 17H,25
09/8/2021 16H,23
09/8/2021 15H,22
09/8/2021 14H,28
09/8/2021 13H,23
09/8/2021 12H,22
09/8/2021 11H,25
09/8/2021 10H,25
09/8/2021 09H,23
09/8/2021 08H,25
09/8/2021 07H,22
09/8/2021 06H,20
09/8/2021 05H,11
09/8/2021 04H,17
09/8/2021 03H,20
09/8/2021 02H,22
09/8/2021 01H,20
09/8/2021 00H,22
09/7/2021 23H,22
09/7/2021 22H,20
09/7/2021 21H,22
09/7/2021 20H,23
09/7/2021 19H,25
09/7/2021 18H,22
09/7/2021 17H,23
09/7/2021 16H,19
09/7/2021 15H,17
09/7/2021 14H,23
09/7/2021 13H,22
09/7/2021 12H,22
09/7/2021 11H,23
09/7/2021 10H,22
09/7/2021 09H,23
09/7/2021 08H,19
09/7/2021 07H,23
09/7/2021 06H,19
09/7/2021 05H,23
09/7/2021 04H,19
09/7/2021 03H,23
09/7/2021 02H,19
09/7/2021 01H,20
09/7/2021 00H,19
09/6/2021 23H,20
09/6/2021 22H,22
09/6/2021 21H,20
09/6/2021 20H,20
09/6/2021 19H,19
09/6/2021 18H,23
09/6/2021 17H,19
09/6/2021 16H,20
09/6/2021 15H,19
09/6/2021 14H,20
09/6/2021 13H,20
09/6/2021 12H,19
09/6/2021 11H,20
09/6/2021 10H,22
09/6/2021 09H,20
09/6/2021 08H,22
09/6/2021 07H,20
09/6/2021 06H,19
09/6/2021 05H,20
09/6/2021 04H,19
09/6/2021 03H,14
09/6/2021 02H,17
09/6/2021 01H,17
09/6/2021 00H,14
09/5/2021 23H,14
09/5/2021 22H,22
09/5/2021 21H,20
09/5/2021 20H,25
09/5/2021 19H,23
09/5/2021 18H,25
09/5/2021 17H,25
09/5/2021 16H,25
09/5/2021 15H,23
09/5/2021 14H,28
09/5/2021 13H,22
09/5/2021 12H,23
09/5/2021 11H,25
09/5/2021 10H,22
09/5/2021 09H,25
09/5/2021 08H,23
09/5/2021 07H,22
09/5/2021 06H,25
09/5/2021 05H,26
09/5/2021 04H,22
09/5/2021 03H,22
09/5/2021 02H,23
09/5/2021 01H,22
09/5/2021 00H,23
09/4/2021 23H,22
09/4/2021 22H,22
09/4/2021 21H,26
09/4/2021 20H,22
09/4/2021 19H,22
09/4/2021 18H,23
09/4/2021 17H,22
09/4/2021 16H,23
09/4/2021 15H,19
09/4/2021 14H,23
09/4/2021 13H,22
09/4/2021 12H,22
09/4/2021 11H,26
09/4/2021 10H,22
09/4/2021 09H,25
09/4/2021 08H,23
09/4/2021 07H,25
09/4/2021 06H,22
09/4/2021 05H,25
09/4/2021 04H,23
09/4/2021 03H,25
09/4/2021 02H,25
09/4/2021 01H,23
09/4/2021 00H,25
09/3/2021 23H,25
09/3/2021 22H,25
09/3/2021 21H,25
09/3/2021 20H,26
09/3/2021 19H,28
09/3/2021 18H,28
09/3/2021 17H,25
09/3/2021 16H,28
09/3/2021 15H,25
09/3/2021 14H,25
09/3/2021 13H,23
09/3/2021 12H,22
09/3/2021 11H,20
09/3/2021 10H,16
09/3/2021 09H,17
09/3/2021 08H,14
09/3/2021 07H,11
09/3/2021 06H,6
09/3/2021 05H,6
09/3/2021 04H,8
09/3/2021 03H,6
09/3/2021 02H,5
09/3/2021 01H,9
09/3/2021 00H,5
09/2/2021 23H,3
09/2/2021 22H,0
09/2/2021 21H,6
09/2/2021 20H,5
09/2/2021 19H,17
09/2/2021 18H,17
09/2/2021 17H,28
09/2/2021 16H,31
09/2/2021 15H,28
09/2/2021 14H,28
09/2/2021 13H,25
09/2/2021 12H,28
09/2/2021 11H,25
09/2/2021 10H,25
09/2/2021 09H,25
09/2/2021 08H,26
09/2/2021 07H,22
09/2/2021 06H,25
09/2/2021 05H,20
09/2/2021 04H,22
09/2/2021 03H,20
09/2/2021 02H,17
09/2/2021 01H,11
09/2/2021 00H,5
09/1/2021 23H,0
09/1/2021 22H,0
09/1/2021 21H,3
09/1/2021 20H,3
09/1/2021 19H,11
09/1/2021 18H,20
09/1/2021 17H,17
09/1/2021 16H,16
09/1/2021 15H,14
09/1/2021 14H,12
09/1/2021 13H,11
09/1/2021 12H,8
09/1/2021 11H,11
09/1/2021 10H,9
09/1/2021 09H,11
09/1/2021 08H,8
09/1/2021 07H,12
09/1/2021 06H,5
09/1/2021 05H,9
09/1/2021 04H,8
09/1/2021 03H,8
09/1/2021 02H,6
09/1/2021 01H,8
09/1/2021 00H,9
08/31/2021 23H,8
08/31/2021 22H,11
08/31/2021 21H,12
08/31/2021 20H,19
08/31/2021 19H,14
08/31/2021 18H,17
08/31/2021 17H,20
08/31/2021 16H,19
08/31/2021 15H,20
08/31/2021 14H,22
08/31/2021 13H,17
08/31/2021 12H,20
08/31/2021 11H,16
08/31/2021 10H,20
08/31/2021 09H,22
08/31/2021 08H,23
08/31/2021 07H,22
08/31/2021 06H,20
08/31/2021 05H,25
08/31/2021 04H,20
08/31/2021 03H,22
08/31/2021 02H,22
08/31/2021 01H,14
08/31/2021 00H,20
08/30/2021 23H,22
08/30/2021 22H,23
08/30/2021 21H,22
08/30/2021 20H,23
08/30/2021 19H,25
08/30/2021 18H,25
08/30/2021 17H,22
08/30/2021 16H,20
08/30/2021 15H,20
08/30/2021 14H,22
08/30/2021 13H,22
08/30/2021 12H,26
08/30/2021 11H,22
08/30/2021 10H,25
08/30/2021 09H,20
08/30/2021 08H,11
08/30/2021 07H,3
08/30/2021 06H,5
08/30/2021 05H,3
08/30/2021 04H,6
08/30/2021 03H,3
08/30/2021 02H,2
08/30/2021 01H,3
08/30/2021 00H,0
08/29/2021 23H,0
08/29/2021 22H,6
08/29/2021 21H,11
08/29/2021 20H,11
08/29/2021 19H,25
08/29/2021 18H,28
08/29/2021 17H,28
08/29/2021 16H,28
08/29/2021 15H,28
08/29/2021 14H,28
08/29/2021 13H,28
08/29/2021 12H,28
08/29/2021 11H,20
08/29/2021 10H,20
08/29/2021 09H,22
08/29/2021 08H,20
08/29/2021 07H,22
08/29/2021 06H,22
08/29/2021 05H,20
08/29/2021 04H,22
08/29/2021 03H,20
08/29/2021 02H,20
08/29/2021 01H,19
08/29/2021 00H,17
08/28/2021 23H,17
08/28/2021 22H,17
08/28/2021 21H,19
08/28/2021 20H,25
08/28/2021 19H,26
08/28/2021 18H,22
08/28/2021 17H,25
08/28/2021 16H,20
08/28/2021 15H,22
08/28/2021 14H,23
08/28/2021 13H,22
08/28/2021 12H,20
08/28/2021 11H,19
08/28/2021 10H,23
08/28/2021 09H,16
08/28/2021 08H,20
08/28/2021 07H,20
08/28/2021 06H,19
08/28/2021 05H,20
08/28/2021 04H,17
08/28/2021 03H,19
08/28/2021 02H,20
08/28/2021 01H,19
08/28/2021 00H,17
08/27/2021 23H,20
08/27/2021 22H,19
08/27/2021 21H,17
08/27/2021 20H,20
08/27/2021 19H,16
08/27/2021 18H,17
08/27/2021 17H,20
08/27/2021 16H,19
08/27/2021 15H,17
08/27/2021 14H,20
08/27/2021 13H,17
08/27/2021 12H,19
08/27/2021 11H,20
08/27/2021 10H,25
08/27/2021 09H,20
08/27/2021 08H,19
08/27/2021 07H,20
08/27/2021 06H,19
08/27/2021 05H,17
08/27/2021 04H,20
08/27/2021 03H,19
08/27/2021 02H,17
08/27/2021 01H,20
08/27/2021 00H,19
08/26/2021 23H,23
08/26/2021 22H,22
08/26/2021 21H,20
08/26/2021 20H,19
08/26/2021 19H,23
08/26/2021 18H,19
08/26/2021 17H,23
08/26/2021 16H,19
08/26/2021 15H,23
08/26/2021 14H,22
08/26/2021 13H,23
08/26/2021 12H,22
08/26/2021 11H,25
08/26/2021 10H,20
08/26/2021 09H,19
08/26/2021 08H,20
08/26/2021 07H,20
08/26/2021 06H,19
08/26/2021 05H,25
08/26/2021 04H,23
08/26/2021 03H,19
08/26/2021 02H,20
08/26/2021 01H,20
08/26/2021 00H,19
08/25/2021 23H,17
08/25/2021 22H,14
08/25/2021 21H,14
08/25/2021 20H,14
08/25/2021 19H,14
08/25/2021 18H,17
08/25/2021 17H,25
08/25/2021 16H,28
08/25/2021 15H,31
08/25/2021 14H,31
08/25/2021 13H,28
08/25/2021 12H,28
08/25/2021 11H,25
08/25/2021 10H,22
08/25/2021 09H,23
08/25/2021 08H,19
08/25/2021 07H,20
08/25/2021 06H,17
08/25/2021 05H,19
08/25/2021 04H,23
08/25/2021 03H,19
08/25/2021 02H,23
08/25/2021 01H,19
08/25/2021 00H,20
08/24/2021 23H,22
08/24/2021 22H,28
08/24/2021 21H,25
08/24/2021 20H,26
08/24/2021 19H,22
08/24/2021 18H,28
08/24/2021 17H,22
08/24/2021 16H,26
08/24/2021 15H,22
08/24/2021 14H,25
08/24/2021 13H,23
08/24/2021 12H,25
08/24/2021 11H,22
08/24/2021 10H,25
08/24/2021 09H,23
08/24/2021 08H,28
08/24/2021 07H,22
08/24/2021 06H,25
08/24/2021 05H,26
08/24/2021 04H,28
08/24/2021 03H,25
08/24/2021 02H,25
08/24/2021 01H,28
08/24/2021 00H,28
08/23/2021 23H,25
08/23/2021 22H,28
08/23/2021 21H,28
08/23/2021 20H,28
08/23/2021 19H,28
08/23/2021 18H,31
08/23/2021 17H,28
08/23/2021 16H,31
08/23/2021 15H,31
08/23/2021 14H,25
08/23/2021 13H,28
08/23/2021 12H,28
08/23/2021 11H,25
08/23/2021 10H,28
08/23/2021 09H,28
08/23/2021 08H,25
08/23/2021 07H,28
08/23/2021 06H,28
08/23/2021 05H,25
08/23/2021 04H,20
08/23/2021 03H,20
08/23/2021 02H,19
08/23/2021 01H,25
08/23/2021 00H,26
08/22/2021 23H,22
08/22/2021 22H,28
08/22/2021 21H,25
08/22/2021 20H,25
08/22/2021 19H,23
08/22/2021 18H,22
08/22/2021 17H,25
08/22/2021 16H,23
08/22/2021 15H,25
08/22/2021 14H,28
08/22/2021 13H,22
08/22/2021 12H,23
08/22/2021 11H,22
08/22/2021 10H,23
08/22/2021 09H,22
08/22/2021 08H,17
08/22/2021 07H,3
08/22/2021 06H,0
08/22/2021 05H,0
08/22/2021 04H,3
08/22/2021 03H,19
08/22/2021 02H,23
08/22/2021 01H,19
08/22/2021 00H,23
08/21/2021 23H,22
08/21/2021 22H,0
08/21/2021 21H,0
08/21/2021 20H,17
08/21/2021 19H,25
08/21/2021 18H,22
08/21/2021 17H,26
08/21/2021 16H,22
08/21/2021 15H,25
08/21/2021 14H,23
08/21/2021 13H,19
08/21/2021 12H,17
08/21/2021 11H,17
08/21/2021 10H,19
08/21/2021 09H,17
08/21/2021 08H,17
08/21/2021 07H,17
08/21/2021 06H,19
08/21/2021 05H,14
08/21/2021 04H,17
08/21/2021 03H,17
08/21/2021 02H,20
08/21/2021 01H,16
08/21/2021 00H,20
08/20/2021 23H,17
08/20/2021 22H,19
08/20/2021 21H,14
08/20/2021 20H,12
08/20/2021 19H,14
08/20/2021 18H,16
08/20/2021 17H,20
08/20/2021 16H,22
08/20/2021 15H,28
08/20/2021 14H,23
08/20/2021 13H,25
08/20/2021 12H,25
08/20/2021 11H,28
08/20/2021 10H,25
08/20/2021 09H,26
08/20/2021 08H,25
08/20/2021 07H,25
08/20/2021 06H,25
08/20/2021 05H,25
08/20/2021 04H,26
08/20/2021 03H,22
08/20/2021 02H,25
08/20/2021 01H,20
08/20/2021 00H,5
08/19/2021 23H,0
08/19/2021 22H,11
08/19/2021 21H,3
08/19/2021 20H,0
08/19/2021 19H,3
08/19/2021 18H,3
08/19/2021 17H,3
08/19/2021 16H,5
08/19/2021 15H,3
08/19/2021 14H,6
08/19/2021 13H,5
08/19/2021 12H,14
08/19/2021 11H,17
08/19/2021 10H,20
08/19/2021 09H,28
08/19/2021 08H,30
08/19/2021 07H,28
08/19/2021 06H,31
08/19/2021 05H,34
08/19/2021 04H,36
08/19/2021 03H,37
08/19/2021 02H,33
08/19/2021 01H,31
08/19/2021 00H,31
08/18/2021 23H,28
08/18/2021 22H,25
08/18/2021 21H,22
08/18/2021 20H,26
08/18/2021 19H,22
08/18/2021 18H,25
08/18/2021 17H,25
08/18/2021 16H,23
08/18/2021 15H,19
08/18/2021 14H,23
08/18/2021 13H,19
08/18/2021 12H,26
08/18/2021 11H,22
08/18/2021 10H,25
08/18/2021 09H,25
08/18/2021 08H,23
08/18/2021 07H,22
08/18/2021 06H,23
08/18/2021 05H,22
08/18/2021 04H,23
08/18/2021 03H,22
08/18/2021 02H,22
08/18/2021 01H,23
08/18/2021 00H,22
08/17/2021 23H,20
08/17/2021 22H,22
08/17/2021 21H,23
08/17/2021 20H,14
08/17/2021 19H,14
08/17/2021 18H,11
08/17/2021 17H,8
08/17/2021 16H,20
08/17/2021 15H,25
08/17/2021 14H,22
08/17/2021 13H,23
08/17/2021 12H,22
08/17/2021 11H,23
08/17/2021 10H,22
08/17/2021 09H,20
08/17/2021 08H,22
08/17/2021 07H,20
08/17/2021 06H,22
08/17/2021 05H,20
08/17/2021 04H,22
08/17/2021 03H,20
08/17/2021 02H,19
08/17/2021 01H,23
08/17/2021 00H,19
08/16/2021 23H,23
08/16/2021 22H,19
08/16/2021 21H,23
08/16/2021 20H,22
08/16/2021 19H,22
08/16/2021 18H,23
08/16/2021 17H,19
