Net generation from other for Tennessee (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390117&sdid=EBA.TEN-ALL.NG.OTH.H
19:23:29 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.TEN-ALL.NG.OTH.H megawatthours
12/21/2020 13H,22
12/21/2020 12H,25
12/21/2020 11H,26
12/21/2020 10H,25
12/21/2020 09H,22
12/21/2020 08H,23
12/21/2020 07H,25
12/21/2020 06H,22
12/21/2020 05H,23
12/21/2020 04H,22
12/21/2020 03H,22
12/21/2020 02H,20
12/21/2020 01H,17
12/21/2020 00H,17
12/20/2020 23H,19
12/20/2020 22H,23
12/20/2020 21H,19
12/20/2020 20H,23
12/20/2020 19H,22
12/20/2020 18H,20
12/20/2020 17H,19
12/20/2020 16H,23
12/20/2020 15H,25
12/20/2020 14H,22
12/20/2020 13H,20
12/20/2020 12H,22
12/20/2020 11H,20
12/20/2020 10H,22
12/20/2020 09H,17
12/20/2020 08H,20
12/20/2020 07H,19
12/20/2020 06H,6
12/20/2020 05H,0
12/20/2020 04H,0
12/20/2020 03H,0
12/20/2020 02H,0
12/20/2020 01H,0
12/20/2020 00H,0
12/19/2020 23H,5
12/19/2020 22H,3
12/19/2020 21H,3
12/19/2020 20H,6
12/19/2020 19H,11
12/19/2020 18H,8
12/19/2020 17H,9
12/19/2020 16H,8
12/19/2020 15H,11
12/19/2020 14H,17
12/19/2020 13H,17
12/19/2020 12H,17
12/19/2020 11H,19
12/19/2020 10H,17
12/19/2020 09H,20
12/19/2020 08H,16
12/19/2020 07H,20
12/19/2020 06H,22
12/19/2020 05H,23
12/19/2020 04H,22
12/19/2020 03H,23
12/19/2020 02H,22
12/19/2020 01H,22
12/19/2020 00H,23
12/18/2020 23H,22
12/18/2020 22H,23
12/18/2020 21H,22
12/18/2020 20H,22
12/18/2020 19H,26
12/18/2020 18H,22
12/18/2020 17H,22
12/18/2020 16H,26
12/18/2020 15H,19
12/18/2020 14H,25
12/18/2020 13H,26
12/18/2020 12H,22
12/18/2020 11H,25
12/18/2020 10H,23
12/18/2020 09H,25
12/18/2020 08H,25
12/18/2020 07H,28
12/18/2020 06H,28
12/18/2020 05H,25
12/18/2020 04H,28
12/18/2020 03H,28
12/18/2020 02H,31
12/18/2020 01H,25
12/18/2020 00H,28
12/17/2020 23H,25
12/17/2020 22H,26
12/17/2020 21H,19
12/17/2020 20H,14
12/17/2020 19H,14
12/17/2020 18H,23
12/17/2020 17H,28
12/17/2020 16H,28
12/17/2020 15H,22
12/17/2020 14H,22
12/17/2020 13H,26
12/17/2020 12H,19
12/17/2020 11H,17
12/17/2020 10H,17
12/17/2020 09H,14
12/17/2020 08H,3
12/17/2020 07H,2
12/17/2020 06H,0
12/17/2020 05H,0
12/17/2020 04H,3
12/17/2020 03H,0
12/17/2020 02H,6
12/17/2020 01H,5
12/17/2020 00H,6
12/16/2020 23H,6
12/16/2020 22H,11
12/16/2020 21H,8
12/16/2020 20H,11
12/16/2020 19H,12
12/16/2020 18H,14
12/16/2020 17H,11
12/16/2020 16H,8
12/16/2020 15H,9
12/16/2020 14H,8
12/16/2020 13H,6
12/16/2020 12H,5
12/16/2020 11H,9
12/16/2020 10H,8
12/16/2020 09H,14
12/16/2020 08H,20
12/16/2020 07H,19
12/16/2020 06H,20
12/16/2020 05H,17
12/16/2020 04H,16
12/16/2020 03H,14
12/16/2020 02H,17
12/16/2020 01H,14
12/16/2020 00H,14
12/15/2020 23H,11
12/15/2020 22H,9
12/15/2020 21H,8
12/15/2020 20H,0
12/15/2020 19H,3
12/15/2020 18H,0
12/15/2020 17H,0
12/15/2020 16H,0
12/15/2020 15H,0
12/15/2020 14H,0
12/15/2020 13H,0
12/15/2020 12H,0
12/15/2020 11H,3
12/15/2020 10H,5
12/15/2020 09H,9
12/15/2020 08H,5
12/15/2020 07H,12
12/15/2020 06H,11
12/15/2020 05H,11
12/15/2020 04H,3
12/15/2020 03H,0
12/15/2020 02H,3
12/15/2020 01H,0
12/15/2020 00H,0
12/14/2020 23H,2
12/14/2020 22H,3
12/14/2020 21H,3
12/14/2020 20H,11
12/14/2020 19H,6
12/14/2020 18H,5
12/14/2020 17H,9
12/14/2020 16H,3
12/14/2020 15H,0
12/14/2020 14H,0
12/14/2020 13H,0
12/14/2020 12H,2
12/14/2020 11H,0
12/14/2020 10H,12
12/14/2020 09H,5
12/14/2020 08H,20
12/14/2020 07H,25
12/14/2020 06H,31
12/14/2020 05H,31
12/14/2020 04H,30
12/14/2020 03H,26
12/14/2020 02H,22
12/14/2020 01H,22
12/14/2020 00H,23
12/13/2020 23H,25
12/13/2020 22H,25
12/13/2020 21H,25
12/13/2020 20H,26
12/13/2020 19H,28
12/13/2020 18H,25
12/13/2020 17H,25
12/13/2020 16H,25
12/13/2020 15H,25
12/13/2020 14H,23
12/13/2020 13H,22
12/13/2020 12H,25
12/13/2020 11H,23
12/13/2020 10H,22
12/13/2020 09H,23
12/13/2020 08H,22
12/13/2020 07H,22
12/13/2020 06H,26
12/13/2020 05H,25
12/13/2020 04H,25
12/13/2020 03H,22
12/13/2020 02H,26
12/13/2020 01H,25
12/13/2020 00H,25
12/12/2020 23H,22
12/12/2020 22H,23
12/12/2020 21H,25
12/12/2020 20H,22
12/12/2020 19H,26
12/12/2020 18H,22
12/12/2020 17H,25
12/12/2020 16H,23
12/12/2020 15H,22
12/12/2020 14H,25
12/12/2020 13H,25
12/12/2020 12H,26
12/12/2020 11H,25
12/12/2020 10H,22
12/12/2020 09H,23
12/12/2020 08H,22
12/12/2020 07H,25
12/12/2020 06H,25
12/12/2020 05H,26
12/12/2020 04H,22
12/12/2020 03H,22
12/12/2020 02H,20
12/12/2020 01H,22
12/12/2020 00H,26
12/11/2020 23H,25
12/11/2020 22H,22
12/11/2020 21H,23
12/11/2020 20H,22
12/11/2020 19H,22
12/11/2020 18H,23
12/11/2020 17H,19
12/11/2020 16H,26
12/11/2020 15H,25
12/11/2020 14H,25
12/11/2020 13H,28
12/11/2020 12H,25
12/11/2020 11H,23
12/11/2020 10H,19
12/11/2020 09H,23
12/11/2020 08H,19
12/11/2020 07H,23
12/11/2020 06H,19
12/11/2020 05H,23
12/11/2020 04H,22
12/11/2020 03H,20
12/11/2020 02H,22
12/11/2020 01H,20
12/11/2020 00H,19
12/10/2020 23H,20
12/10/2020 22H,19
12/10/2020 21H,23
12/10/2020 20H,22
12/10/2020 19H,20
12/10/2020 18H,22
12/10/2020 17H,20
12/10/2020 16H,19
12/10/2020 15H,14
12/10/2020 14H,17
12/10/2020 13H,17
12/10/2020 12H,22
12/10/2020 11H,23
12/10/2020 10H,25
12/10/2020 09H,22
12/10/2020 08H,20
12/10/2020 07H,22
12/10/2020 06H,12
12/10/2020 05H,0
12/10/2020 04H,0
12/10/2020 03H,0
12/10/2020 02H,0
12/10/2020 01H,0
12/10/2020 00H,0
12/9/2020 23H,0
12/9/2020 22H,0
12/9/2020 21H,0
12/9/2020 20H,0
12/9/2020 19H,0
12/9/2020 18H,0
12/9/2020 17H,0
12/9/2020 16H,0
12/9/2020 15H,0
12/9/2020 14H,0
12/9/2020 13H,2
12/9/2020 12H,6
12/9/2020 11H,3
12/9/2020 10H,5
12/9/2020 09H,3
12/9/2020 08H,3
12/9/2020 07H,6
12/9/2020 06H,2
12/9/2020 05H,3
12/9/2020 04H,0
12/9/2020 03H,0
12/9/2020 02H,11
12/9/2020 01H,23
12/9/2020 00H,17
12/8/2020 23H,19
12/8/2020 22H,17
12/8/2020 21H,20
12/8/2020 20H,19
12/8/2020 19H,17
12/8/2020 18H,14
12/8/2020 17H,14
12/8/2020 16H,17
12/8/2020 15H,14
12/8/2020 14H,17
12/8/2020 13H,14
12/8/2020 12H,22
12/8/2020 11H,17
12/8/2020 10H,19
12/8/2020 09H,20
12/8/2020 08H,17
12/8/2020 07H,17
12/8/2020 06H,19
12/8/2020 05H,17
12/8/2020 04H,20
12/8/2020 03H,19
12/8/2020 02H,17
12/8/2020 01H,17
12/8/2020 00H,19
12/7/2020 23H,20
12/7/2020 22H,20
12/7/2020 21H,16
12/7/2020 20H,17
12/7/2020 19H,17
12/7/2020 18H,20
12/7/2020 17H,19
12/7/2020 16H,17
12/7/2020 15H,20
12/7/2020 14H,19
12/7/2020 13H,20
12/7/2020 12H,22
12/7/2020 11H,17
12/7/2020 10H,20
12/7/2020 09H,22
12/7/2020 08H,20
12/7/2020 07H,19
12/7/2020 06H,20
12/7/2020 05H,19
12/7/2020 04H,17
12/7/2020 03H,20
12/7/2020 02H,17
12/7/2020 01H,19
12/7/2020 00H,20
12/6/2020 23H,19
12/6/2020 22H,23
12/6/2020 21H,19
12/6/2020 20H,20
12/6/2020 19H,20
12/6/2020 18H,16
12/6/2020 17H,20
12/6/2020 16H,20
12/6/2020 15H,22
12/6/2020 14H,17
12/6/2020 13H,19
12/6/2020 12H,20
12/6/2020 11H,17
12/6/2020 10H,19
12/6/2020 09H,17
12/6/2020 08H,20
12/6/2020 07H,19
12/6/2020 06H,23
12/6/2020 05H,19
12/6/2020 04H,20
12/6/2020 03H,22
12/6/2020 02H,20
12/6/2020 01H,17
12/6/2020 00H,19
12/5/2020 23H,23
12/5/2020 22H,19
12/5/2020 21H,23
12/5/2020 20H,17
12/5/2020 19H,19
12/5/2020 18H,17
12/5/2020 17H,17
12/5/2020 16H,19
12/5/2020 15H,20
12/5/2020 14H,20
12/5/2020 13H,19
12/5/2020 12H,17
12/5/2020 11H,22
12/5/2020 10H,20
12/5/2020 09H,20
12/5/2020 08H,19
12/5/2020 07H,20
12/5/2020 06H,22
12/5/2020 05H,25
12/5/2020 04H,28
12/5/2020 03H,28
12/5/2020 02H,23
12/5/2020 01H,25
12/5/2020 00H,25
12/4/2020 23H,20
12/4/2020 22H,19
12/4/2020 21H,20
12/4/2020 20H,20
12/4/2020 19H,22
12/4/2020 18H,20
12/4/2020 17H,19
12/4/2020 16H,20
12/4/2020 15H,22
12/4/2020 14H,20
12/4/2020 13H,22
12/4/2020 12H,23
12/4/2020 11H,22
12/4/2020 10H,22
12/4/2020 09H,23
12/4/2020 08H,22
12/4/2020 07H,23
12/4/2020 06H,22
12/4/2020 05H,22
12/4/2020 04H,17
12/4/2020 03H,17
12/4/2020 02H,20
12/4/2020 01H,16
12/4/2020 00H,17
12/3/2020 23H,14
12/3/2020 22H,14
12/3/2020 21H,17
12/3/2020 20H,14
12/3/2020 19H,17
12/3/2020 18H,17
12/3/2020 17H,19
12/3/2020 16H,11
12/3/2020 15H,12
12/3/2020 14H,8
12/3/2020 13H,8
12/3/2020 12H,12
12/3/2020 11H,11
12/3/2020 10H,8
12/3/2020 09H,11
12/3/2020 08H,12
12/3/2020 07H,11
12/3/2020 06H,8
12/3/2020 05H,9
12/3/2020 04H,14
12/3/2020 03H,22
12/3/2020 02H,25
12/3/2020 01H,17
12/3/2020 00H,22
12/2/2020 23H,31
12/2/2020 22H,20
12/2/2020 21H,28
12/2/2020 20H,25
12/2/2020 19H,25
12/2/2020 18H,28
12/2/2020 17H,31
12/2/2020 16H,31
12/2/2020 15H,19
12/2/2020 14H,17
12/2/2020 13H,20
12/2/2020 12H,19
12/2/2020 11H,14
12/2/2020 10H,14
12/2/2020 09H,17
12/2/2020 08H,17
12/2/2020 07H,14
12/2/2020 06H,14
12/2/2020 05H,17
12/2/2020 04H,14
12/2/2020 03H,14
12/2/2020 02H,14
12/2/2020 01H,14
12/2/2020 00H,5
12/1/2020 23H,0
12/1/2020 22H,0
12/1/2020 21H,0
12/1/2020 20H,0
12/1/2020 19H,0
12/1/2020 18H,0
12/1/2020 17H,0
12/1/2020 16H,0
12/1/2020 15H,0
12/1/2020 14H,0
12/1/2020 13H,0
12/1/2020 12H,0
12/1/2020 11H,0
12/1/2020 10H,0
12/1/2020 09H,17
12/1/2020 08H,11
12/1/2020 07H,14
12/1/2020 06H,14
12/1/2020 05H,9
12/1/2020 04H,17
12/1/2020 03H,19
12/1/2020 02H,20
12/1/2020 01H,22
12/1/2020 00H,20
11/30/2020 23H,22
11/30/2020 22H,23
11/30/2020 21H,19
11/30/2020 20H,20
11/30/2020 19H,25
11/30/2020 18H,31
11/30/2020 17H,22
11/30/2020 16H,25
11/30/2020 15H,20
11/30/2020 14H,20
11/30/2020 13H,19
11/30/2020 12H,20
11/30/2020 11H,19
11/30/2020 10H,23
11/30/2020 09H,19
11/30/2020 08H,23
11/30/2020 07H,22
11/30/2020 06H,20
11/30/2020 05H,19
11/30/2020 04H,20
11/30/2020 03H,22
11/30/2020 02H,26
11/30/2020 01H,22
11/30/2020 00H,25
11/29/2020 23H,23
11/29/2020 22H,22
11/29/2020 21H,25
11/29/2020 20H,23
11/29/2020 19H,25
11/29/2020 18H,25
11/29/2020 17H,28
11/29/2020 16H,28
11/29/2020 15H,28
11/29/2020 14H,31
11/29/2020 13H,25
11/29/2020 12H,25
11/29/2020 11H,22
11/29/2020 10H,26
11/29/2020 09H,25
11/29/2020 08H,25
11/29/2020 07H,22
11/29/2020 06H,26
11/29/2020 05H,25
11/29/2020 04H,22
11/29/2020 03H,25
11/29/2020 02H,23
11/29/2020 01H,25
11/29/2020 00H,22
11/28/2020 23H,26
11/28/2020 22H,22
11/28/2020 21H,25
11/28/2020 20H,23
11/28/2020 19H,25
11/28/2020 18H,22
11/28/2020 17H,23
11/28/2020 16H,22
11/28/2020 15H,20
11/28/2020 14H,22
11/28/2020 13H,17
11/28/2020 12H,19
11/28/2020 11H,20
11/28/2020 10H,20
11/28/2020 09H,19
11/28/2020 08H,17
11/28/2020 07H,20
11/28/2020 06H,16
11/28/2020 05H,20
11/28/2020 04H,20
11/28/2020 03H,19
11/28/2020 02H,20
11/28/2020 01H,19
11/28/2020 00H,26
11/27/2020 23H,19
11/27/2020 22H,23
11/27/2020 21H,19
11/27/2020 20H,20
11/27/2020 19H,19
11/27/2020 18H,17
11/27/2020 17H,25
11/27/2020 16H,20
11/27/2020 15H,22
11/27/2020 14H,20
11/27/2020 13H,20
11/27/2020 12H,22
11/27/2020 11H,20
11/27/2020 10H,22
11/27/2020 09H,20
11/27/2020 08H,22
11/27/2020 07H,22
11/27/2020 06H,23
11/27/2020 05H,19
11/27/2020 04H,17
11/27/2020 03H,23
11/27/2020 02H,19
11/27/2020 01H,20
11/27/2020 00H,22
11/26/2020 23H,20
11/26/2020 22H,19
11/26/2020 21H,17
11/26/2020 20H,20
11/26/2020 19H,17
11/26/2020 18H,22
11/26/2020 17H,17
11/26/2020 16H,17
11/26/2020 15H,14
11/26/2020 14H,16
11/26/2020 13H,14
11/26/2020 12H,17
11/26/2020 11H,17
11/26/2020 10H,14
11/26/2020 09H,17
11/26/2020 08H,14
11/26/2020 07H,17
11/26/2020 06H,16
11/26/2020 05H,17
11/26/2020 04H,17
11/26/2020 03H,14
11/26/2020 02H,14
11/26/2020 01H,3
11/26/2020 00H,3
11/25/2020 23H,5
11/25/2020 22H,0
11/25/2020 21H,0
11/25/2020 20H,14
11/25/2020 19H,11
11/25/2020 18H,17
11/25/2020 17H,14
11/25/2020 16H,20
11/25/2020 15H,28
11/25/2020 14H,28
11/25/2020 13H,19
11/25/2020 12H,26
11/25/2020 11H,28
11/25/2020 10H,25
11/25/2020 09H,25
11/25/2020 08H,22
11/25/2020 07H,26
11/25/2020 06H,22
11/25/2020 05H,22
11/25/2020 04H,26
11/25/2020 03H,22
11/25/2020 02H,25
11/25/2020 01H,20
11/25/2020 00H,22
11/24/2020 23H,23
11/24/2020 22H,25
11/24/2020 21H,22
11/24/2020 20H,23
11/24/2020 19H,16
11/24/2020 18H,14
11/24/2020 17H,17
11/24/2020 16H,20
11/24/2020 15H,25
11/24/2020 14H,22
11/24/2020 13H,26
11/24/2020 12H,22
11/24/2020 11H,25
11/24/2020 10H,25
11/24/2020 09H,26
11/24/2020 08H,25
11/24/2020 07H,25
11/24/2020 06H,22
11/24/2020 05H,23
11/24/2020 04H,22
11/24/2020 03H,20
11/24/2020 02H,17
11/24/2020 01H,16
11/24/2020 00H,20
11/23/2020 23H,22
11/23/2020 22H,17
11/23/2020 21H,20
11/23/2020 20H,14
11/23/2020 19H,19
11/23/2020 18H,17
11/23/2020 17H,17
11/23/2020 16H,17
11/23/2020 15H,17
11/23/2020 14H,14
11/23/2020 13H,22
11/23/2020 12H,17
11/23/2020 11H,19
11/23/2020 10H,20
11/23/2020 09H,25
11/23/2020 08H,23
11/23/2020 07H,22
11/23/2020 06H,20
11/23/2020 05H,19
11/23/2020 04H,20
11/23/2020 03H,25
11/23/2020 02H,20
11/23/2020 01H,22
11/23/2020 00H,22
11/22/2020 23H,26
11/22/2020 22H,22
11/22/2020 21H,22
11/22/2020 20H,23
11/22/2020 19H,25
11/22/2020 18H,22
11/22/2020 17H,23
11/22/2020 16H,22
11/22/2020 15H,23
11/22/2020 14H,22
11/22/2020 13H,23
11/22/2020 12H,22
11/22/2020 11H,22
11/22/2020 10H,20
11/22/2020 09H,20
11/22/2020 08H,22
11/22/2020 07H,17
11/22/2020 06H,11
11/22/2020 05H,17
11/22/2020 04H,17
11/22/2020 03H,14
11/22/2020 02H,5
11/22/2020 01H,3
11/22/2020 00H,0
11/21/2020 23H,11
11/21/2020 22H,20
11/21/2020 21H,22
11/21/2020 20H,23
11/21/2020 19H,22
11/21/2020 18H,25
11/21/2020 17H,14
11/21/2020 16H,0
11/21/2020 15H,0
11/21/2020 14H,0
11/21/2020 13H,0
11/21/2020 12H,0
11/21/2020 11H,9
11/21/2020 10H,19
11/21/2020 09H,23
11/21/2020 08H,19
11/21/2020 07H,20
11/21/2020 06H,19
11/21/2020 05H,23
11/21/2020 04H,19
11/21/2020 03H,23
11/21/2020 02H,22
11/21/2020 01H,23
11/21/2020 00H,22
11/20/2020 23H,17
11/20/2020 22H,22
11/20/2020 21H,20
11/20/2020 20H,19
11/20/2020 19H,20
11/20/2020 18H,22
11/20/2020 17H,20
11/20/2020 16H,22
11/20/2020 15H,20
11/20/2020 14H,17
11/20/2020 13H,22
11/20/2020 12H,20
11/20/2020 11H,22
11/20/2020 10H,23
11/20/2020 09H,25
11/20/2020 08H,25
11/20/2020 07H,22
11/20/2020 06H,26
11/20/2020 05H,25
11/20/2020 04H,28
11/20/2020 03H,25
11/20/2020 02H,28
11/20/2020 01H,22
11/20/2020 00H,26
11/19/2020 23H,22
11/19/2020 22H,22
11/19/2020 21H,26
11/19/2020 20H,25
11/19/2020 19H,25
11/19/2020 18H,22
11/19/2020 17H,23
11/19/2020 16H,22
11/19/2020 15H,20
11/19/2020 14H,22
11/19/2020 13H,20
11/19/2020 12H,22
11/19/2020 11H,25
11/19/2020 10H,26
11/19/2020 09H,25
11/19/2020 08H,25
11/19/2020 07H,25
11/19/2020 06H,25
11/19/2020 05H,28
11/19/2020 04H,25
11/19/2020 03H,28
11/19/2020 02H,28
11/19/2020 01H,28
11/19/2020 00H,28
11/18/2020 23H,31
11/18/2020 22H,28
11/18/2020 21H,28
11/18/2020 20H,23
11/18/2020 19H,22
11/18/2020 18H,23
11/18/2020 17H,25
11/18/2020 16H,22
11/18/2020 15H,23
11/18/2020 14H,19
11/18/2020 13H,25
11/18/2020 12H,23
11/18/2020 11H,25
11/18/2020 10H,25
11/18/2020 09H,25
11/18/2020 08H,23
11/18/2020 07H,25
11/18/2020 06H,28
11/18/2020 05H,25
11/18/2020 04H,23
11/18/2020 03H,25
11/18/2020 02H,25
11/18/2020 01H,25
11/18/2020 00H,25
11/17/2020 23H,25
11/17/2020 22H,28
11/17/2020 21H,26
11/17/2020 20H,28
11/17/2020 19H,28
11/17/2020 18H,28
11/17/2020 17H,25
11/17/2020 16H,28
11/17/2020 15H,25
11/17/2020 14H,17
11/17/2020 13H,19
11/17/2020 12H,20
11/17/2020 11H,17
11/17/2020 10H,19
11/17/2020 09H,20
11/17/2020 08H,20
11/17/2020 07H,16
11/17/2020 06H,20
11/17/2020 05H,14
11/17/2020 04H,20
11/17/2020 03H,19
11/17/2020 02H,17
11/17/2020 01H,17
11/17/2020 00H,19
11/16/2020 23H,23
11/16/2020 22H,19
11/16/2020 21H,14
11/16/2020 20H,3
11/16/2020 19H,14
11/16/2020 18H,23
11/16/2020 17H,22
11/16/2020 16H,11
11/16/2020 15H,3
11/16/2020 14H,0
11/16/2020 13H,8
11/16/2020 12H,23
11/16/2020 11H,19
11/16/2020 10H,26
11/16/2020 09H,25
11/16/2020 08H,25
11/16/2020 07H,28
11/16/2020 06H,25
11/16/2020 05H,25
11/16/2020 04H,26
11/16/2020 03H,28
11/16/2020 02H,25
11/16/2020 01H,25
11/16/2020 00H,25
11/15/2020 23H,25
11/15/2020 22H,26
11/15/2020 21H,22
11/15/2020 20H,25
11/15/2020 19H,25
11/15/2020 18H,26
11/15/2020 17H,22
11/15/2020 16H,25
11/15/2020 15H,23
11/15/2020 14H,22
11/15/2020 13H,20
11/15/2020 12H,22
11/15/2020 11H,20
11/15/2020 10H,22
11/15/2020 09H,22
11/15/2020 08H,20
11/15/2020 07H,25
11/15/2020 06H,23
11/15/2020 05H,22
11/15/2020 04H,22
11/15/2020 03H,23
11/15/2020 02H,22
11/15/2020 01H,23
11/15/2020 00H,25
11/14/2020 23H,22
11/14/2020 22H,20
11/14/2020 21H,25
11/14/2020 20H,22
11/14/2020 19H,26
11/14/2020 18H,22
11/14/2020 17H,20
11/14/2020 16H,8
11/14/2020 15H,8
11/14/2020 14H,6
11/14/2020 13H,8
11/14/2020 12H,9
11/14/2020 11H,11
11/14/2020 10H,8
11/14/2020 09H,6
11/14/2020 08H,8
11/14/2020 07H,9
11/14/2020 06H,5
11/14/2020 05H,14
11/14/2020 04H,17
11/14/2020 03H,23
11/14/2020 02H,22
11/14/2020 01H,22
11/14/2020 00H,23
11/13/2020 23H,22
11/13/2020 22H,23
11/13/2020 21H,25
11/13/2020 20H,22
11/13/2020 19H,23
11/13/2020 18H,22
11/13/2020 17H,28
11/13/2020 16H,25
11/13/2020 15H,26
11/13/2020 14H,28
11/13/2020 13H,22
11/13/2020 12H,28
11/13/2020 11H,28
11/13/2020 10H,25
11/13/2020 09H,25
11/13/2020 08H,28
11/13/2020 07H,26
11/13/2020 06H,25
11/13/2020 05H,28
11/13/2020 04H,25
11/13/2020 03H,25
11/13/2020 02H,28
11/13/2020 01H,25
11/13/2020 00H,25
11/12/2020 23H,26
11/12/2020 22H,25
11/12/2020 21H,25
11/12/2020 20H,22
11/12/2020 19H,26
11/12/2020 18H,25
11/12/2020 17H,22
11/12/2020 16H,23
11/12/2020 15H,25
11/12/2020 14H,19
11/12/2020 13H,23
11/12/2020 12H,22
11/12/2020 11H,25
11/12/2020 10H,23
11/12/2020 09H,25
11/12/2020 08H,22
11/12/2020 07H,26
11/12/2020 06H,22
11/12/2020 05H,22
11/12/2020 04H,26
11/12/2020 03H,22
11/12/2020 02H,25
11/12/2020 01H,25
11/12/2020 00H,34
11/11/2020 23H,39
11/11/2020 22H,39
11/11/2020 21H,40
11/11/2020 20H,39
11/11/2020 19H,39
11/11/2020 18H,39
11/11/2020 17H,37
11/11/2020 16H,39
11/11/2020 15H,28
11/11/2020 14H,19
11/11/2020 13H,23
11/11/2020 12H,22
11/11/2020 11H,23
11/11/2020 10H,22
11/11/2020 09H,22
11/11/2020 08H,23
11/11/2020 07H,25
11/11/2020 06H,20
11/11/2020 05H,19
11/11/2020 04H,23
11/11/2020 03H,28
11/11/2020 02H,33
11/11/2020 01H,37
11/11/2020 00H,39
11/10/2020 23H,39
11/10/2020 22H,39
11/10/2020 21H,39
11/10/2020 20H,37
11/10/2020 19H,36
11/10/2020 18H,39
11/10/2020 17H,40
11/10/2020 16H,36
11/10/2020 15H,36
11/10/2020 14H,23
11/10/2020 13H,17
11/10/2020 12H,16
11/10/2020 11H,17
11/10/2020 10H,17
11/10/2020 09H,17
11/10/2020 08H,14
11/10/2020 07H,17
11/10/2020 06H,14
11/10/2020 05H,11
11/10/2020 04H,14
11/10/2020 03H,11
11/10/2020 02H,22
11/10/2020 01H,23
11/10/2020 00H,28
11/9/2020 23H,28
11/9/2020 22H,31
11/9/2020 21H,28
11/9/2020 20H,25
11/9/2020 19H,22
11/9/2020 18H,23
11/9/2020 17H,22
11/9/2020 16H,22
11/9/2020 15H,20
11/9/2020 14H,20
11/9/2020 13H,22
11/9/2020 12H,25
11/9/2020 11H,23
11/9/2020 10H,22
11/9/2020 09H,25
11/9/2020 08H,23
11/9/2020 07H,25
11/9/2020 06H,22
11/9/2020 05H,23
11/9/2020 04H,25
11/9/2020 03H,22
11/9/2020 02H,25
11/9/2020 01H,23
11/9/2020 00H,19
11/8/2020 23H,20
11/8/2020 22H,22
11/8/2020 21H,20
11/8/2020 20H,22
11/8/2020 19H,20
11/8/2020 18H,22
11/8/2020 17H,26
11/8/2020 16H,22
11/8/2020 15H,22
11/8/2020 14H,20
11/8/2020 13H,22
11/8/2020 12H,20
11/8/2020 11H,17
11/8/2020 10H,17
11/8/2020 09H,19
11/8/2020 08H,20
11/8/2020 07H,19
11/8/2020 06H,20
11/8/2020 05H,17
11/8/2020 04H,19
11/8/2020 03H,14
11/8/2020 02H,14
11/8/2020 01H,12
11/8/2020 00H,11
11/7/2020 23H,11
11/7/2020 22H,3
11/7/2020 21H,8
11/7/2020 20H,20
11/7/2020 19H,22
11/7/2020 18H,14
11/7/2020 17H,20
11/7/2020 16H,19
11/7/2020 15H,17
11/7/2020 14H,14
11/7/2020 13H,17
11/7/2020 12H,20
11/7/2020 11H,16
11/7/2020 10H,17
11/7/2020 09H,23
11/7/2020 08H,22
11/7/2020 07H,22
11/7/2020 06H,23
11/7/2020 05H,19
11/7/2020 04H,23
11/7/2020 03H,22
11/7/2020 02H,20
11/7/2020 01H,19
11/7/2020 00H,17
11/6/2020 23H,9
11/6/2020 22H,5
11/6/2020 21H,3
11/6/2020 20H,0
11/6/2020 19H,0
11/6/2020 18H,0
11/6/2020 17H,0
11/6/2020 16H,0
11/6/2020 15H,0
11/6/2020 14H,3
11/6/2020 13H,19
11/6/2020 12H,20
11/6/2020 11H,20
11/6/2020 10H,16
11/6/2020 09H,20
11/6/2020 08H,17
11/6/2020 07H,19
11/6/2020 06H,17
11/6/2020 05H,17
11/6/2020 04H,22
11/6/2020 03H,17
11/6/2020 02H,23
11/6/2020 01H,22
11/6/2020 00H,23
11/5/2020 23H,25
11/5/2020 22H,28
11/5/2020 21H,25
11/5/2020 20H,25
11/5/2020 19H,28
11/5/2020 18H,28
11/5/2020 17H,22
11/5/2020 16H,17
11/5/2020 15H,20
11/5/2020 14H,14
11/5/2020 13H,17
11/5/2020 12H,19
11/5/2020 11H,17
11/5/2020 10H,20
11/5/2020 09H,19
11/5/2020 08H,17
11/5/2020 07H,20
11/5/2020 06H,16
11/5/2020 05H,17
11/5/2020 04H,17
11/5/2020 03H,20
11/5/2020 02H,22
11/5/2020 01H,20
11/5/2020 00H,22
11/4/2020 23H,22
11/4/2020 22H,23
11/4/2020 21H,22
11/4/2020 20H,25
11/4/2020 19H,23
11/4/2020 18H,22
11/4/2020 17H,23
11/4/2020 16H,19
11/4/2020 15H,23
11/4/2020 14H,22
11/4/2020 13H,22
11/4/2020 12H,26
11/4/2020 11H,22
11/4/2020 10H,28
11/4/2020 09H,28
11/4/2020 08H,25
11/4/2020 07H,25
11/4/2020 06H,26
11/4/2020 05H,25
11/4/2020 04H,28
11/4/2020 03H,28
11/4/2020 02H,28
11/4/2020 01H,22
11/4/2020 00H,23
11/3/2020 23H,22
11/3/2020 22H,28
11/3/2020 21H,25
11/3/2020 20H,28
11/3/2020 19H,28
11/3/2020 18H,25
11/3/2020 17H,26
11/3/2020 16H,25
11/3/2020 15H,28
11/3/2020 14H,25
11/3/2020 13H,28
11/3/2020 12H,28
