Net generation from other for New England (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390112&sdid=EBA.NE-ALL.NG.OTH.H
19:16:06 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NE-ALL.NG.OTH.H megawatthours
01/6/2021 05H,650
01/6/2021 04H,644
01/6/2021 03H,643
01/6/2021 02H,657
01/6/2021 01H,645
01/6/2021 00H,650
01/5/2021 23H,655
01/5/2021 22H,654
01/5/2021 21H,634
01/5/2021 20H,631
01/5/2021 19H,626
01/5/2021 18H,628
01/5/2021 17H,626
01/5/2021 16H,628
01/5/2021 15H,642
01/5/2021 14H,640
01/5/2021 13H,641
01/5/2021 12H,648
01/5/2021 11H,670
01/5/2021 10H,660
01/5/2021 09H,674
01/5/2021 08H,651
01/5/2021 07H,668
01/5/2021 06H,663
01/5/2021 05H,673
01/5/2021 04H,651
01/5/2021 03H,648
01/5/2021 02H,647
01/5/2021 01H,661
01/5/2021 00H,639
01/4/2021 23H,638
01/4/2021 22H,635
01/4/2021 21H,635
01/4/2021 20H,637
01/4/2021 19H,623
01/4/2021 18H,630
01/4/2021 17H,615
01/4/2021 16H,610
01/4/2021 15H,634
01/4/2021 14H,656
01/4/2021 13H,661
01/4/2021 12H,665
01/4/2021 11H,650
01/4/2021 10H,646
01/4/2021 09H,655
01/4/2021 08H,658
01/4/2021 07H,663
01/4/2021 06H,674
01/4/2021 05H,739
01/4/2021 04H,727
01/4/2021 03H,714
01/4/2021 02H,706
01/4/2021 01H,721
01/4/2021 00H,696
01/3/2021 23H,711
01/3/2021 22H,698
01/3/2021 21H,686
01/3/2021 20H,725
01/3/2021 19H,725
01/3/2021 18H,727
01/3/2021 17H,730
01/3/2021 16H,712
01/3/2021 15H,717
01/3/2021 14H,724
01/3/2021 13H,723
01/3/2021 12H,741
01/3/2021 11H,774
01/3/2021 10H,784
01/3/2021 09H,794
01/3/2021 08H,788
01/3/2021 07H,801
01/3/2021 06H,811
01/3/2021 05H,671
01/3/2021 04H,675
01/3/2021 03H,670
01/3/2021 02H,680
01/3/2021 01H,691
01/3/2021 00H,693
01/2/2021 23H,697
01/2/2021 22H,706
01/2/2021 21H,691
01/2/2021 20H,697
01/2/2021 19H,697
01/2/2021 18H,686
01/2/2021 17H,687
01/2/2021 16H,690
01/2/2021 15H,691
01/2/2021 14H,691
01/2/2021 13H,696
01/2/2021 12H,696
01/2/2021 11H,694
01/2/2021 10H,696
01/2/2021 09H,690
01/2/2021 08H,696
01/2/2021 07H,698
01/2/2021 06H,701
01/2/2021 05H,699
01/2/2021 04H,689
01/2/2021 03H,693
01/2/2021 02H,697
01/2/2021 01H,695
01/2/2021 00H,697
01/1/2021 23H,696
01/1/2021 22H,701
01/1/2021 21H,710
01/1/2021 20H,707
01/1/2021 19H,709
01/1/2021 18H,705
01/1/2021 17H,702
01/1/2021 16H,696
01/1/2021 15H,694
01/1/2021 14H,695
01/1/2021 13H,692
01/1/2021 12H,701
01/1/2021 11H,696
01/1/2021 10H,694
01/1/2021 09H,693
01/1/2021 08H,700
01/1/2021 07H,699
01/1/2021 06H,692
01/1/2021 05H,652
01/1/2021 04H,682
01/1/2021 03H,687
01/1/2021 02H,674
01/1/2021 01H,677
01/1/2021 00H,665
12/31/2020 23H,646
12/31/2020 22H,648
12/31/2020 21H,644
12/31/2020 20H,642
12/31/2020 19H,634
12/31/2020 18H,648
12/31/2020 17H,657
12/31/2020 16H,669
12/31/2020 15H,669
12/31/2020 14H,658
12/31/2020 13H,658
12/31/2020 12H,675
12/31/2020 11H,678
12/31/2020 10H,667
12/31/2020 09H,671
12/31/2020 08H,680
12/31/2020 07H,675
12/31/2020 06H,665
12/31/2020 05H,661
12/31/2020 04H,656
12/31/2020 03H,659
12/31/2020 02H,682
12/31/2020 01H,682
12/31/2020 00H,686
12/30/2020 23H,696
12/30/2020 22H,701
12/30/2020 21H,706
12/30/2020 20H,707
12/30/2020 19H,697
12/30/2020 18H,705
12/30/2020 17H,704
12/30/2020 16H,700
12/30/2020 15H,702
12/30/2020 14H,718
12/30/2020 13H,713
12/30/2020 12H,730
12/30/2020 11H,712
12/30/2020 10H,714
12/30/2020 09H,709
12/30/2020 08H,706
12/30/2020 07H,703
12/30/2020 06H,697
12/30/2020 05H,706
12/30/2020 04H,706
12/30/2020 03H,714
12/30/2020 02H,706
12/30/2020 01H,711
12/30/2020 00H,708
12/29/2020 23H,706
12/29/2020 22H,713
12/29/2020 21H,713
12/29/2020 20H,709
12/29/2020 19H,699
12/29/2020 18H,697
12/29/2020 17H,693
12/29/2020 16H,684
12/29/2020 15H,687
12/29/2020 14H,699
12/29/2020 13H,695
12/29/2020 12H,697
12/29/2020 11H,693
12/29/2020 10H,677
12/29/2020 09H,670
12/29/2020 08H,677
12/29/2020 07H,693
12/29/2020 06H,689
12/29/2020 05H,690
12/29/2020 04H,690
12/29/2020 03H,690
12/29/2020 02H,685
12/29/2020 01H,695
12/29/2020 00H,696
12/28/2020 23H,694
12/28/2020 22H,716
12/28/2020 21H,707
12/28/2020 20H,698
12/28/2020 19H,695
12/28/2020 18H,707
12/28/2020 17H,693
12/28/2020 16H,690
12/28/2020 15H,688
12/28/2020 14H,692
12/28/2020 13H,705
12/28/2020 12H,711
12/28/2020 11H,706
12/28/2020 10H,703
12/28/2020 09H,710
12/28/2020 08H,696
12/28/2020 07H,707
12/28/2020 06H,696
12/28/2020 05H,693
12/28/2020 04H,687
12/28/2020 03H,679
12/28/2020 02H,696
12/28/2020 01H,680
12/28/2020 00H,699
12/27/2020 23H,707
12/27/2020 22H,690
12/27/2020 21H,675
12/27/2020 20H,690
12/27/2020 19H,689
12/27/2020 18H,677
12/27/2020 17H,670
12/27/2020 16H,671
12/27/2020 15H,668
12/27/2020 14H,677
12/27/2020 13H,678
12/27/2020 12H,693
12/27/2020 11H,700
12/27/2020 10H,691
12/27/2020 09H,676
12/27/2020 08H,686
12/27/2020 07H,683
12/27/2020 06H,682
12/27/2020 05H,683
12/27/2020 04H,683
12/27/2020 03H,677
12/27/2020 02H,674
12/27/2020 01H,652
12/27/2020 00H,634
12/26/2020 23H,666
12/26/2020 22H,675
12/26/2020 21H,680
12/26/2020 20H,677
12/26/2020 19H,677
12/26/2020 18H,683
12/26/2020 17H,684
12/26/2020 16H,692
12/26/2020 15H,687
12/26/2020 14H,684
12/26/2020 13H,684
12/26/2020 12H,697
12/26/2020 11H,681
12/26/2020 10H,689
12/26/2020 09H,683
12/26/2020 08H,685
12/26/2020 07H,684
12/26/2020 06H,683
12/26/2020 05H,676
12/26/2020 04H,696
12/26/2020 03H,686
12/26/2020 02H,694
12/26/2020 01H,693
12/26/2020 00H,689
12/25/2020 23H,695
12/25/2020 22H,699
12/25/2020 21H,685
12/25/2020 20H,680
12/25/2020 19H,682
12/25/2020 18H,691
12/25/2020 17H,674
12/25/2020 16H,677
12/25/2020 15H,682
12/25/2020 14H,663
12/25/2020 13H,647
12/25/2020 12H,649
12/25/2020 11H,640
12/25/2020 10H,643
12/25/2020 09H,645
12/25/2020 08H,642
12/25/2020 07H,641
12/25/2020 06H,643
12/25/2020 05H,651
12/25/2020 04H,654
12/25/2020 03H,649
12/25/2020 02H,648
12/25/2020 01H,648
12/25/2020 00H,651
12/24/2020 23H,655
12/24/2020 22H,662
12/24/2020 21H,653
12/24/2020 20H,652
12/24/2020 19H,645
12/24/2020 18H,635
12/24/2020 17H,613
12/24/2020 16H,616
12/24/2020 15H,619
12/24/2020 14H,644
12/24/2020 13H,665
12/24/2020 12H,674
12/24/2020 11H,668
12/24/2020 10H,662
12/24/2020 09H,664
12/24/2020 08H,660
12/24/2020 07H,664
12/24/2020 06H,656
12/24/2020 05H,661
12/24/2020 04H,652
12/24/2020 03H,659
12/24/2020 02H,657
12/24/2020 01H,657
12/24/2020 00H,662
12/23/2020 23H,679
12/23/2020 22H,667
12/23/2020 21H,668
12/23/2020 20H,687
12/23/2020 19H,696
12/23/2020 18H,698
12/23/2020 17H,687
12/23/2020 16H,690
12/23/2020 15H,695
12/23/2020 14H,694
12/23/2020 13H,699
12/23/2020 12H,713
12/23/2020 11H,695
12/23/2020 10H,681
12/23/2020 09H,674
12/23/2020 08H,675
12/23/2020 07H,682
12/23/2020 06H,688
12/23/2020 05H,675
12/23/2020 04H,662
12/23/2020 03H,666
12/23/2020 02H,669
12/23/2020 01H,664
12/23/2020 00H,661
12/22/2020 23H,675
12/22/2020 22H,673
12/22/2020 21H,676
12/22/2020 20H,685
12/22/2020 19H,687
12/22/2020 18H,683
12/22/2020 17H,682
12/22/2020 16H,652
12/22/2020 15H,668
12/22/2020 14H,678
12/22/2020 13H,701
12/22/2020 12H,703
12/22/2020 11H,695
12/22/2020 10H,700
12/22/2020 09H,696
12/22/2020 08H,701
12/22/2020 07H,696
12/22/2020 06H,697
12/22/2020 05H,703
12/22/2020 04H,712
12/22/2020 03H,705
12/22/2020 02H,697
12/22/2020 01H,702
12/22/2020 00H,706
12/21/2020 23H,709
12/21/2020 22H,707
12/21/2020 21H,699
12/21/2020 20H,697
12/21/2020 19H,689
12/21/2020 18H,701
12/21/2020 17H,702
12/21/2020 16H,711
12/21/2020 15H,713
12/21/2020 14H,711
12/21/2020 13H,720
12/21/2020 12H,729
12/21/2020 11H,726
12/21/2020 10H,732
12/21/2020 09H,720
12/21/2020 08H,719
12/21/2020 07H,710
12/21/2020 06H,728
12/21/2020 05H,718
12/21/2020 04H,697
12/21/2020 03H,716
12/21/2020 02H,714
12/21/2020 01H,718
12/21/2020 00H,721
12/20/2020 23H,730
12/20/2020 22H,732
12/20/2020 21H,732
12/20/2020 20H,720
12/20/2020 19H,723
12/20/2020 18H,724
12/20/2020 17H,717
12/20/2020 16H,722
12/20/2020 15H,727
12/20/2020 14H,746
12/20/2020 13H,731
12/20/2020 12H,728
12/20/2020 11H,714
12/20/2020 10H,714
12/20/2020 09H,719
12/20/2020 08H,711
12/20/2020 07H,707
12/20/2020 06H,719
12/20/2020 05H,707
12/20/2020 04H,705
12/20/2020 03H,708
12/20/2020 02H,713
12/20/2020 01H,710
12/20/2020 00H,709
12/19/2020 23H,717
12/19/2020 22H,732
12/19/2020 21H,719
12/19/2020 20H,694
12/19/2020 19H,698
12/19/2020 18H,711
12/19/2020 17H,708
12/19/2020 16H,711
12/19/2020 15H,703
12/19/2020 14H,685
12/19/2020 13H,698
12/19/2020 12H,676
12/19/2020 11H,655
12/19/2020 10H,636
12/19/2020 09H,619
12/19/2020 08H,605
12/19/2020 07H,621
12/19/2020 06H,635
12/19/2020 05H,637
12/19/2020 04H,631
12/19/2020 03H,634
12/19/2020 02H,630
12/19/2020 01H,622
12/19/2020 00H,606
12/18/2020 23H,597
12/18/2020 22H,608
12/18/2020 21H,619
12/18/2020 20H,657
12/18/2020 19H,682
12/18/2020 18H,671
12/18/2020 17H,679
12/18/2020 16H,727
12/18/2020 15H,733
12/18/2020 14H,712
12/18/2020 13H,717
12/18/2020 12H,736
12/18/2020 11H,735
12/18/2020 10H,728
12/18/2020 09H,731
12/18/2020 08H,733
12/18/2020 07H,730
12/18/2020 06H,735
12/18/2020 05H,730
12/18/2020 04H,739
12/18/2020 03H,740
12/18/2020 02H,732
12/18/2020 01H,709
12/18/2020 00H,713
12/17/2020 23H,714
12/17/2020 22H,739
12/17/2020 21H,723
12/17/2020 20H,705
12/17/2020 19H,708
12/17/2020 18H,706
12/17/2020 17H,713
12/17/2020 16H,697
12/17/2020 15H,679
12/17/2020 14H,683
12/17/2020 13H,659
12/17/2020 12H,658
12/17/2020 11H,650
12/17/2020 10H,656
12/17/2020 09H,644
12/17/2020 08H,644
12/17/2020 07H,650
12/17/2020 06H,711
12/17/2020 05H,681
12/17/2020 04H,684
12/17/2020 03H,691
12/17/2020 02H,699
12/17/2020 01H,689
12/17/2020 00H,685
12/16/2020 23H,688
12/16/2020 22H,700
12/16/2020 21H,698
12/16/2020 20H,702
12/16/2020 19H,711
12/16/2020 18H,695
12/16/2020 17H,691
12/16/2020 16H,684
12/16/2020 15H,680
12/16/2020 14H,671
12/16/2020 13H,678
12/16/2020 12H,698
12/16/2020 11H,674
12/16/2020 10H,659
12/16/2020 09H,639
12/16/2020 08H,628
12/16/2020 07H,608
12/16/2020 06H,596
12/16/2020 05H,589
12/16/2020 04H,570
12/16/2020 03H,559
12/16/2020 02H,569
12/16/2020 01H,569
12/16/2020 00H,556
12/15/2020 23H,568
12/15/2020 22H,568
12/15/2020 21H,565
12/15/2020 20H,557
12/15/2020 19H,570
12/15/2020 18H,588
12/15/2020 17H,612
12/15/2020 16H,619
12/15/2020 15H,608
12/15/2020 14H,616
12/15/2020 13H,625
12/15/2020 12H,629
12/15/2020 11H,605
12/15/2020 10H,592
12/15/2020 09H,612
12/15/2020 08H,617
12/15/2020 07H,635
12/15/2020 06H,637
12/15/2020 05H,636
12/15/2020 04H,638
12/15/2020 03H,629
12/15/2020 02H,619
12/15/2020 01H,641
12/15/2020 00H,631
12/14/2020 23H,635
12/14/2020 22H,637
12/14/2020 21H,637
12/14/2020 20H,642
12/14/2020 19H,644
12/14/2020 18H,632
12/14/2020 17H,636
12/14/2020 16H,653
12/14/2020 15H,662
12/14/2020 14H,658
12/14/2020 13H,675
12/14/2020 12H,667
12/14/2020 11H,688
12/14/2020 10H,716
12/14/2020 09H,730
12/14/2020 08H,728
12/14/2020 07H,731
12/14/2020 06H,729
12/14/2020 05H,723
12/14/2020 04H,712
12/14/2020 03H,718
12/14/2020 02H,724
12/14/2020 01H,725
12/14/2020 00H,710
12/13/2020 23H,722
12/13/2020 22H,732
12/13/2020 21H,721
12/13/2020 20H,717
12/13/2020 19H,719
12/13/2020 18H,714
12/13/2020 17H,720
12/13/2020 16H,721
12/13/2020 15H,721
12/13/2020 14H,727
12/13/2020 13H,714
12/13/2020 12H,720
12/13/2020 11H,705
12/13/2020 10H,719
12/13/2020 09H,691
12/13/2020 08H,670
12/13/2020 07H,657
12/13/2020 06H,647
12/13/2020 05H,647
12/13/2020 04H,646
12/13/2020 03H,655
12/13/2020 02H,648
12/13/2020 01H,643
12/13/2020 00H,651
12/12/2020 23H,654
12/12/2020 22H,648
12/12/2020 21H,659
12/12/2020 20H,652
12/12/2020 19H,657
12/12/2020 18H,659
12/12/2020 17H,661
12/12/2020 16H,653
12/12/2020 15H,665
12/12/2020 14H,654
12/12/2020 13H,665
12/12/2020 12H,660
12/12/2020 11H,661
12/12/2020 10H,656
12/12/2020 09H,658
12/12/2020 08H,656
12/12/2020 07H,650
12/12/2020 06H,640
12/12/2020 05H,660
12/12/2020 04H,657
12/12/2020 03H,653
12/12/2020 02H,650
12/12/2020 01H,647
12/12/2020 00H,652
12/11/2020 23H,646
12/11/2020 22H,637
12/11/2020 21H,634
12/11/2020 20H,632
12/11/2020 19H,625
12/11/2020 18H,619
12/11/2020 17H,599
12/11/2020 16H,584
12/11/2020 15H,569
12/11/2020 14H,573
12/11/2020 13H,579
12/11/2020 12H,582
12/11/2020 11H,578
12/11/2020 10H,577
12/11/2020 09H,571
12/11/2020 08H,575
12/11/2020 07H,576
12/11/2020 06H,567
12/11/2020 05H,571
12/11/2020 04H,562
12/11/2020 03H,559
12/11/2020 02H,560
12/11/2020 01H,564
12/11/2020 00H,583
12/10/2020 23H,612
12/10/2020 22H,678
12/10/2020 21H,665
12/10/2020 20H,627
12/10/2020 19H,625
12/10/2020 18H,628
12/10/2020 17H,647
12/10/2020 16H,678
12/10/2020 15H,683
12/10/2020 14H,674
12/10/2020 13H,675
12/10/2020 12H,682
12/10/2020 11H,682
12/10/2020 10H,680
12/10/2020 09H,697
12/10/2020 08H,702
12/10/2020 07H,692
12/10/2020 06H,697
12/10/2020 05H,692
12/10/2020 04H,682
12/10/2020 03H,685
12/10/2020 02H,675
12/10/2020 01H,636
12/10/2020 00H,665
12/9/2020 23H,673
12/9/2020 22H,681
12/9/2020 21H,680
12/9/2020 20H,661
12/9/2020 19H,658
12/9/2020 18H,662
12/9/2020 17H,652
12/9/2020 16H,656
12/9/2020 15H,661
12/9/2020 14H,677
12/9/2020 13H,692
12/9/2020 12H,693
12/9/2020 11H,700
12/9/2020 10H,706
12/9/2020 09H,692
12/9/2020 08H,698
12/9/2020 07H,697
12/9/2020 06H,699
12/9/2020 05H,696
12/9/2020 04H,685
12/9/2020 03H,688
12/9/2020 02H,693
12/9/2020 01H,702
12/9/2020 00H,734
12/8/2020 23H,868
12/8/2020 22H,780
12/8/2020 21H,701
12/8/2020 20H,681
12/8/2020 19H,669
12/8/2020 18H,651
12/8/2020 17H,661
12/8/2020 16H,676
12/8/2020 15H,672
12/8/2020 14H,671
12/8/2020 13H,685
12/8/2020 12H,686
12/8/2020 11H,685
12/8/2020 10H,660
12/8/2020 09H,650
12/8/2020 08H,658
12/8/2020 07H,664
12/8/2020 06H,648
12/8/2020 05H,650
12/8/2020 04H,646
12/8/2020 03H,678
12/8/2020 02H,691
12/8/2020 01H,697
12/8/2020 00H,690
12/7/2020 23H,688
12/7/2020 22H,658
12/7/2020 21H,639
12/7/2020 20H,637
12/7/2020 19H,613
12/7/2020 18H,610
12/7/2020 17H,611
12/7/2020 16H,621
12/7/2020 15H,638
12/7/2020 14H,623
12/7/2020 13H,650
12/7/2020 12H,644
12/7/2020 11H,629
12/7/2020 10H,670
12/7/2020 09H,693
12/7/2020 08H,694
12/7/2020 07H,693
12/7/2020 06H,704
12/7/2020 05H,682
12/7/2020 04H,686
12/7/2020 03H,697
12/7/2020 02H,696
12/7/2020 01H,696
12/7/2020 00H,686
12/6/2020 23H,683
12/6/2020 22H,702
12/6/2020 21H,703
12/6/2020 20H,706
12/6/2020 19H,701
12/6/2020 18H,692
12/6/2020 17H,692
12/6/2020 16H,687
12/6/2020 15H,693
12/6/2020 14H,695
12/6/2020 13H,685
12/6/2020 12H,0
12/6/2020 11H,0
12/6/2020 10H,0
12/6/2020 09H,0
12/6/2020 08H,0
12/6/2020 07H,0
12/6/2020 06H,0
12/6/2020 05H,696
12/6/2020 04H,700
12/6/2020 03H,693
12/6/2020 02H,688
12/6/2020 01H,683
12/6/2020 00H,686
12/5/2020 23H,698
12/5/2020 22H,702
12/5/2020 21H,694
12/5/2020 20H,688
12/5/2020 19H,685
12/5/2020 18H,685
12/5/2020 17H,680
12/5/2020 16H,685
12/5/2020 15H,685
12/5/2020 14H,677
12/5/2020 13H,691
12/5/2020 12H,696
12/5/2020 11H,686
12/5/2020 10H,682
12/5/2020 09H,681
12/5/2020 08H,652
12/5/2020 07H,629
12/5/2020 06H,612
12/5/2020 05H,622
12/5/2020 04H,620
12/5/2020 03H,616
12/5/2020 02H,611
12/5/2020 01H,618
12/5/2020 00H,617
12/4/2020 23H,617
12/4/2020 22H,623
12/4/2020 21H,618
12/4/2020 20H,616
12/4/2020 19H,623
12/4/2020 18H,651
12/4/2020 17H,674
12/4/2020 16H,681
12/4/2020 15H,673
12/4/2020 14H,673
12/4/2020 13H,683
12/4/2020 12H,689
12/4/2020 11H,684
12/4/2020 10H,687
12/4/2020 09H,684
12/4/2020 08H,678
12/4/2020 07H,661
12/4/2020 06H,0
12/4/2020 05H,680
12/4/2020 04H,676
12/4/2020 03H,681
12/4/2020 02H,679
12/4/2020 01H,682
12/4/2020 00H,679
12/3/2020 23H,688
12/3/2020 22H,682
12/3/2020 21H,674
12/3/2020 20H,684
12/3/2020 19H,671
12/3/2020 18H,661
12/3/2020 17H,627
12/3/2020 16H,622
12/3/2020 15H,675
12/3/2020 14H,653
12/3/2020 13H,652
12/3/2020 12H,650
12/3/2020 11H,667
12/3/2020 10H,655
12/3/2020 09H,634
12/3/2020 08H,621
12/3/2020 07H,602
12/3/2020 06H,604
12/3/2020 05H,586
12/3/2020 04H,579
12/3/2020 03H,564
12/3/2020 02H,567
12/3/2020 01H,559
12/3/2020 00H,557
12/2/2020 23H,567
12/2/2020 22H,566
12/2/2020 21H,562
12/2/2020 20H,558
12/2/2020 19H,558
12/2/2020 18H,550
12/2/2020 17H,565
12/2/2020 16H,570
12/2/2020 15H,567
12/2/2020 14H,565
12/2/2020 13H,573
12/2/2020 12H,568
12/2/2020 11H,565
12/2/2020 10H,564
12/2/2020 09H,562
12/2/2020 08H,567
12/2/2020 07H,575
12/2/2020 06H,584
12/2/2020 05H,602
12/2/2020 04H,603
12/2/2020 03H,602
12/2/2020 02H,601
12/2/2020 01H,609
12/2/2020 00H,612
12/1/2020 23H,612
12/1/2020 22H,596
12/1/2020 21H,548
12/1/2020 20H,531
12/1/2020 19H,525
12/1/2020 18H,510
12/1/2020 17H,545
12/1/2020 16H,522
12/1/2020 15H,509
12/1/2020 14H,516
12/1/2020 13H,536
12/1/2020 12H,526
12/1/2020 11H,536
12/1/2020 10H,560
12/1/2020 09H,583
12/1/2020 08H,595
12/1/2020 07H,590
12/1/2020 06H,596
12/1/2020 05H,599
12/1/2020 04H,591
12/1/2020 03H,593
12/1/2020 02H,592
12/1/2020 01H,603
12/1/2020 00H,601
11/30/2020 23H,596
11/30/2020 22H,598
11/30/2020 21H,596
11/30/2020 20H,579
11/30/2020 19H,589
11/30/2020 18H,588
11/30/2020 17H,598
11/30/2020 16H,594
11/30/2020 15H,592
11/30/2020 14H,589
11/30/2020 13H,596
11/30/2020 12H,609
11/30/2020 11H,617
11/30/2020 10H,612
11/30/2020 09H,631
11/30/2020 08H,623
11/30/2020 07H,619
11/30/2020 06H,624
11/30/2020 05H,634
11/30/2020 04H,641
11/30/2020 03H,645
11/30/2020 02H,637
11/30/2020 01H,635
11/30/2020 00H,645
11/29/2020 23H,662
11/29/2020 22H,698
11/29/2020 21H,666
11/29/2020 20H,668
11/29/2020 19H,670
11/29/2020 18H,661
11/29/2020 17H,660
11/29/2020 16H,656
11/29/2020 15H,654
11/29/2020 14H,650
11/29/2020 13H,657
11/29/2020 12H,649
11/29/2020 11H,652
11/29/2020 10H,638
11/29/2020 09H,628
11/29/2020 08H,635
11/29/2020 07H,644
11/29/2020 06H,654
11/29/2020 05H,657
11/29/2020 04H,657
11/29/2020 03H,667
11/29/2020 02H,657
11/29/2020 01H,658
11/29/2020 00H,658
11/28/2020 23H,666
11/28/2020 22H,681
11/28/2020 21H,664
11/28/2020 20H,660
11/28/2020 19H,642
11/28/2020 18H,651
11/28/2020 17H,655
11/28/2020 16H,648
11/28/2020 15H,645
11/28/2020 14H,643
11/28/2020 13H,634
11/28/2020 12H,622
11/28/2020 11H,628
11/28/2020 10H,637
11/28/2020 09H,646
11/28/2020 08H,624
11/28/2020 07H,633
11/28/2020 06H,645
11/28/2020 05H,670
11/28/2020 04H,662
11/28/2020 03H,649
11/28/2020 02H,647
11/28/2020 01H,649
11/28/2020 00H,659
11/27/2020 23H,682
11/27/2020 22H,701
11/27/2020 21H,689
11/27/2020 20H,695
11/27/2020 19H,699
11/27/2020 18H,685
11/27/2020 17H,665
11/27/2020 16H,623
11/27/2020 15H,603
11/27/2020 14H,606
11/27/2020 13H,626
11/27/2020 12H,613
11/27/2020 11H,635
11/27/2020 10H,622
11/27/2020 09H,642
11/27/2020 08H,650
11/27/2020 07H,674
11/27/2020 06H,694
11/27/2020 05H,704
11/27/2020 04H,704
11/27/2020 03H,707
11/27/2020 02H,708
11/27/2020 01H,701
11/27/2020 00H,712
11/26/2020 23H,701
11/26/2020 22H,710
11/26/2020 21H,704
11/26/2020 20H,703
11/26/2020 19H,700
11/26/2020 18H,700
11/26/2020 17H,697
11/26/2020 16H,713
11/26/2020 15H,715
11/26/2020 14H,721
11/26/2020 13H,721
11/26/2020 12H,718
11/26/2020 11H,716
11/26/2020 10H,705
11/26/2020 09H,714
11/26/2020 08H,704
11/26/2020 07H,709
11/26/2020 06H,697
11/26/2020 05H,698
11/26/2020 04H,686
11/26/2020 03H,672
11/26/2020 02H,665
11/26/2020 01H,681
11/26/2020 00H,690
11/25/2020 23H,684
11/25/2020 22H,682
11/25/2020 21H,681
11/25/2020 20H,684
11/25/2020 19H,691
11/25/2020 18H,702
11/25/2020 17H,705
11/25/2020 16H,703
11/25/2020 15H,703
11/25/2020 14H,699
11/25/2020 13H,700
11/25/2020 12H,719
11/25/2020 11H,719
11/25/2020 10H,712
11/25/2020 09H,711
11/25/2020 08H,694
11/25/2020 07H,688
11/25/2020 06H,675
11/25/2020 05H,645
11/25/2020 04H,643
11/25/2020 03H,642
11/25/2020 02H,634
11/25/2020 01H,650
11/25/2020 00H,657
11/24/2020 23H,658
11/24/2020 22H,658
11/24/2020 21H,659
11/24/2020 20H,650
11/24/2020 19H,648
11/24/2020 18H,646
11/24/2020 17H,645
11/24/2020 16H,646
11/24/2020 15H,650
11/24/2020 14H,659
11/24/2020 13H,664
11/24/2020 12H,661
11/24/2020 11H,656
11/24/2020 10H,658
11/24/2020 09H,659
11/24/2020 08H,662
11/24/2020 07H,652
11/24/2020 06H,651
11/24/2020 05H,670
11/24/2020 04H,672
11/24/2020 03H,675
11/24/2020 02H,665
11/24/2020 01H,663
11/24/2020 00H,662
11/23/2020 23H,671
11/23/2020 22H,669
11/23/2020 21H,705
11/23/2020 20H,701
11/23/2020 19H,692
11/23/2020 18H,696
11/23/2020 17H,691
11/23/2020 16H,692
11/23/2020 15H,697
11/23/2020 14H,691
11/23/2020 13H,710
11/23/2020 12H,701
11/23/2020 11H,705
11/23/2020 10H,702
11/23/2020 09H,702
11/23/2020 08H,696
11/23/2020 07H,690
11/23/2020 06H,695
11/23/2020 05H,666
11/23/2020 04H,651
11/23/2020 03H,624
11/23/2020 02H,622
11/23/2020 01H,633
11/23/2020 00H,634
11/22/2020 23H,635
11/22/2020 22H,638
11/22/2020 21H,635
11/22/2020 20H,629
11/22/2020 19H,624
11/22/2020 18H,629
11/22/2020 17H,630
11/22/2020 16H,636
11/22/2020 15H,631
11/22/2020 14H,639
11/22/2020 13H,648
11/22/2020 12H,636
11/22/2020 11H,638
11/22/2020 10H,634
11/22/2020 09H,626
11/22/2020 08H,629
11/22/2020 07H,635
11/22/2020 06H,639
11/22/2020 05H,636
11/22/2020 04H,635
11/22/2020 03H,630
11/22/2020 02H,632
11/22/2020 01H,629
11/22/2020 00H,640
11/21/2020 23H,638
11/21/2020 22H,636
11/21/2020 21H,638
11/21/2020 20H,630
11/21/2020 19H,614
11/21/2020 18H,613
11/21/2020 17H,611
11/21/2020 16H,612
11/21/2020 15H,619
11/21/2020 14H,616
11/21/2020 13H,620
11/21/2020 12H,617
11/21/2020 11H,609
11/21/2020 10H,617
11/21/2020 09H,616
11/21/2020 08H,611
11/21/2020 07H,612
11/21/2020 06H,613
11/21/2020 05H,625
11/21/2020 04H,633
11/21/2020 03H,632
11/21/2020 02H,634
11/21/2020 01H,629
11/21/2020 00H,625
11/20/2020 23H,628
11/20/2020 22H,629
11/20/2020 21H,613
11/20/2020 20H,620
11/20/2020 19H,650
11/20/2020 18H,664
11/20/2020 17H,683
11/20/2020 16H,675
11/20/2020 15H,678
11/20/2020 14H,660
11/20/2020 13H,667
11/20/2020 12H,665
11/20/2020 11H,669
11/20/2020 10H,666
11/20/2020 09H,670
11/20/2020 08H,665
11/20/2020 07H,665
11/20/2020 06H,673
11/20/2020 05H,643
11/20/2020 04H,625
11/20/2020 03H,629
11/20/2020 02H,624
11/20/2020 01H,616
11/20/2020 00H,637
11/19/2020 23H,641
11/19/2020 22H,653
11/19/2020 21H,652
11/19/2020 20H,652
11/19/2020 19H,677
11/19/2020 18H,680
11/19/2020 17H,677
11/19/2020 16H,699
11/19/2020 15H,689
11/19/2020 14H,680
11/19/2020 13H,682
11/19/2020 12H,693
11/19/2020 11H,687
11/19/2020 10H,683
11/19/2020 09H,686
11/19/2020 08H,687
11/19/2020 07H,685
11/19/2020 06H,683
11/19/2020 05H,687
11/19/2020 04H,685
