Net generation from other for New England (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390112&sdid=EBA.NE-ALL.NG.OTH.H
19:16:06 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NE-ALL.NG.OTH.H megawatthours
03/21/2019 20H,687
03/21/2019 19H,687
03/21/2019 18H,660
03/21/2019 17H,645
03/21/2019 16H,651
03/21/2019 15H,662
03/21/2019 14H,662
03/21/2019 13H,665
03/21/2019 12H,668
03/21/2019 11H,685
03/21/2019 10H,667
03/21/2019 09H,658
03/21/2019 08H,648
03/21/2019 07H,654
03/21/2019 06H,661
03/21/2019 05H,663
03/21/2019 04H,668
03/21/2019 03H,661
03/21/2019 02H,665
03/21/2019 01H,666
03/21/2019 00H,672
03/20/2019 23H,679
03/20/2019 22H,669
03/20/2019 21H,664
03/20/2019 20H,671
03/20/2019 19H,659
03/20/2019 18H,652
03/20/2019 17H,660
03/20/2019 16H,677
03/20/2019 15H,667
03/20/2019 14H,661
03/20/2019 13H,674
03/20/2019 12H,689
03/20/2019 11H,671
03/20/2019 10H,656
03/20/2019 09H,663
03/20/2019 08H,655
03/20/2019 07H,661
03/20/2019 06H,657
03/20/2019 05H,651
03/20/2019 04H,650
03/20/2019 03H,638
03/20/2019 02H,651
03/20/2019 01H,654
03/20/2019 00H,660
03/19/2019 23H,660
03/19/2019 22H,666
03/19/2019 21H,664
03/19/2019 20H,663
03/19/2019 19H,659
03/19/2019 18H,670
03/19/2019 17H,657
03/19/2019 16H,664
03/19/2019 15H,660
03/19/2019 14H,650
03/19/2019 13H,645
03/19/2019 12H,663
03/19/2019 11H,649
03/19/2019 10H,646
03/19/2019 09H,662
03/19/2019 08H,671
03/19/2019 07H,662
03/19/2019 06H,672
03/19/2019 05H,667
03/19/2019 04H,664
03/19/2019 03H,655
03/19/2019 02H,650
03/19/2019 01H,649
03/19/2019 00H,651
03/18/2019 23H,654
03/18/2019 22H,663
03/18/2019 21H,670
03/18/2019 20H,660
03/18/2019 19H,664
03/18/2019 18H,665
03/18/2019 17H,666
03/18/2019 16H,662
03/18/2019 15H,658
03/18/2019 14H,678
03/18/2019 13H,694
03/18/2019 12H,712
03/18/2019 11H,700
03/18/2019 10H,691
03/18/2019 09H,686
03/18/2019 08H,687
03/18/2019 07H,688
03/18/2019 06H,681
03/18/2019 05H,680
03/18/2019 04H,684
03/18/2019 03H,675
03/18/2019 02H,684
03/18/2019 01H,693
03/18/2019 00H,697
03/17/2019 23H,700
03/17/2019 22H,696
03/17/2019 21H,687
03/17/2019 20H,693
03/17/2019 19H,691
03/17/2019 18H,689
03/17/2019 17H,690
03/17/2019 16H,687
03/17/2019 15H,688
03/17/2019 14H,681
03/17/2019 13H,678
03/17/2019 12H,688
03/17/2019 11H,670
03/17/2019 10H,665
03/17/2019 09H,671
03/17/2019 08H,660
03/17/2019 07H,645
03/17/2019 06H,650
03/17/2019 05H,648
03/17/2019 04H,654
03/17/2019 03H,655
03/17/2019 02H,649
03/17/2019 01H,656
03/17/2019 00H,667
03/16/2019 23H,666
03/16/2019 22H,670
03/16/2019 21H,665
03/16/2019 20H,676
03/16/2019 19H,666
03/16/2019 18H,667
03/16/2019 17H,661
03/16/2019 16H,669
03/16/2019 15H,664
03/16/2019 14H,651
03/16/2019 13H,640
03/16/2019 12H,624
03/16/2019 11H,613
03/16/2019 10H,604
03/16/2019 09H,615
03/16/2019 08H,619
03/16/2019 07H,618
03/16/2019 06H,622
03/16/2019 05H,617
03/16/2019 04H,638
03/16/2019 03H,639
03/16/2019 02H,647
03/16/2019 01H,657
03/16/2019 00H,652
03/15/2019 23H,654
03/15/2019 22H,657
03/15/2019 21H,650
03/15/2019 20H,641
03/15/2019 19H,645
03/15/2019 18H,624
03/15/2019 17H,620
03/15/2019 16H,629
03/15/2019 15H,625
03/15/2019 14H,625
03/15/2019 13H,625
03/15/2019 12H,629
03/15/2019 11H,634
03/15/2019 10H,628
03/15/2019 09H,627
03/15/2019 08H,615
03/15/2019 07H,608
03/15/2019 06H,603
03/15/2019 05H,592
03/15/2019 04H,582
03/15/2019 03H,562
03/15/2019 02H,557
03/15/2019 01H,561
03/15/2019 00H,549
03/14/2019 23H,566
03/14/2019 22H,563
03/14/2019 21H,562
03/14/2019 20H,558
03/14/2019 19H,560
03/14/2019 18H,565
03/14/2019 17H,553
03/14/2019 16H,527
03/14/2019 15H,542
03/14/2019 14H,539
03/14/2019 13H,553
03/14/2019 12H,561
03/14/2019 11H,556
03/14/2019 10H,565
03/14/2019 09H,560
03/14/2019 08H,560
03/14/2019 07H,563
03/14/2019 06H,553
03/14/2019 05H,552
03/14/2019 04H,545
03/14/2019 03H,548
03/14/2019 02H,556
03/14/2019 01H,554
03/14/2019 00H,557
03/13/2019 23H,566
03/13/2019 22H,571
03/13/2019 21H,573
03/13/2019 20H,565
03/13/2019 19H,560
03/13/2019 18H,556
03/13/2019 17H,553
03/13/2019 16H,552
03/13/2019 15H,553
03/13/2019 14H,562
03/13/2019 13H,568
03/13/2019 12H,586
03/13/2019 11H,591
03/13/2019 10H,589
03/13/2019 09H,595
03/13/2019 08H,605
03/13/2019 07H,607
03/13/2019 06H,594
03/13/2019 05H,595
03/13/2019 04H,594
03/13/2019 03H,594
03/13/2019 02H,594
03/13/2019 01H,596
03/13/2019 00H,605
03/12/2019 23H,608
03/12/2019 22H,599
03/12/2019 21H,601
03/12/2019 20H,599
03/12/2019 19H,606
03/12/2019 18H,634
03/12/2019 17H,659
03/12/2019 16H,609
03/12/2019 15H,605
03/12/2019 14H,633
03/12/2019 13H,639
03/12/2019 12H,654
03/12/2019 11H,665
03/12/2019 10H,667
03/12/2019 09H,664
03/12/2019 08H,670
03/12/2019 07H,669
03/12/2019 06H,664
03/12/2019 05H,649
03/12/2019 04H,653
03/12/2019 03H,652
03/12/2019 02H,656
03/12/2019 01H,634
03/12/2019 00H,650
03/11/2019 23H,648
03/11/2019 22H,654
03/11/2019 21H,650
03/11/2019 20H,658
03/11/2019 19H,642
03/11/2019 18H,617
03/11/2019 17H,611
03/11/2019 16H,614
03/11/2019 15H,616
03/11/2019 14H,611
03/11/2019 13H,629
03/11/2019 12H,664
03/11/2019 11H,658
03/11/2019 10H,642
03/11/2019 09H,647
03/11/2019 08H,637
03/11/2019 07H,643
03/11/2019 06H,645
03/11/2019 05H,648
03/11/2019 04H,630
03/11/2019 03H,643
03/11/2019 02H,640
03/11/2019 01H,646
03/11/2019 00H,663
03/10/2019 23H,666
03/10/2019 22H,656
03/10/2019 21H,658
03/10/2019 20H,647
03/10/2019 19H,648
03/10/2019 18H,656
03/10/2019 17H,661
03/10/2019 16H,650
03/10/2019 15H,646
03/10/2019 14H,649
03/10/2019 13H,652
03/10/2019 12H,661
03/10/2019 11H,661
03/10/2019 10H,659
03/10/2019 09H,645
03/10/2019 08H,645
03/10/2019 07H,638
03/10/2019 06H,635
03/10/2019 05H,648
03/10/2019 04H,660
03/10/2019 03H,657
03/10/2019 02H,638
03/10/2019 01H,639
03/10/2019 00H,648
03/9/2019 23H,641
03/9/2019 22H,639
03/9/2019 21H,646
03/9/2019 20H,642
03/9/2019 19H,632
03/9/2019 18H,630
03/9/2019 17H,630
03/9/2019 16H,638
03/9/2019 15H,640
03/9/2019 14H,652
03/9/2019 13H,662
03/9/2019 12H,661
03/9/2019 11H,645
03/9/2019 10H,649
03/9/2019 09H,634
03/9/2019 08H,635
03/9/2019 07H,626
03/9/2019 06H,660
03/9/2019 05H,689
03/9/2019 04H,697
03/9/2019 03H,709
03/9/2019 02H,704
03/9/2019 01H,735
03/9/2019 00H,739
03/8/2019 23H,724
03/8/2019 22H,734
03/8/2019 21H,700
03/8/2019 20H,655
03/8/2019 19H,655
03/8/2019 18H,654
03/8/2019 17H,669
03/8/2019 16H,668
03/8/2019 15H,698
03/8/2019 14H,698
03/8/2019 13H,708
03/8/2019 12H,716
03/8/2019 11H,717
03/8/2019 10H,721
03/8/2019 09H,703
03/8/2019 08H,697
03/8/2019 07H,695
03/8/2019 06H,710
03/8/2019 05H,722
03/8/2019 04H,728
03/8/2019 03H,719
03/8/2019 02H,732
03/8/2019 01H,736
03/8/2019 00H,751
03/7/2019 23H,736
03/7/2019 22H,709
03/7/2019 21H,719
03/7/2019 20H,707
03/7/2019 19H,710
03/7/2019 18H,720
03/7/2019 17H,717
03/7/2019 16H,711
03/7/2019 15H,719
03/7/2019 14H,716
03/7/2019 13H,746
03/7/2019 12H,744
03/7/2019 11H,741
03/7/2019 10H,727
03/7/2019 09H,726
03/7/2019 08H,719
03/7/2019 07H,721
03/7/2019 06H,736
03/7/2019 05H,726
03/7/2019 04H,718
03/7/2019 03H,725
03/7/2019 02H,734
03/7/2019 01H,732
03/7/2019 00H,770
03/6/2019 23H,767
03/6/2019 22H,776
03/6/2019 21H,782
03/6/2019 20H,751
03/6/2019 19H,735
03/6/2019 18H,738
03/6/2019 17H,735
03/6/2019 16H,727
03/6/2019 15H,720
03/6/2019 14H,714
03/6/2019 13H,718
03/6/2019 12H,722
03/6/2019 11H,716
03/6/2019 10H,722
03/6/2019 09H,715
03/6/2019 08H,713
03/6/2019 07H,703
03/6/2019 06H,694
03/6/2019 05H,761
03/6/2019 04H,768
03/6/2019 03H,777
03/6/2019 02H,771
03/6/2019 01H,766
03/6/2019 00H,758
03/5/2019 23H,749
03/5/2019 22H,746
03/5/2019 21H,718
03/5/2019 20H,714
03/5/2019 19H,702
03/5/2019 18H,715
03/5/2019 17H,724
03/5/2019 16H,738
03/5/2019 15H,732
03/5/2019 14H,743
03/5/2019 13H,749
03/5/2019 12H,741
03/5/2019 11H,711
03/5/2019 10H,729
03/5/2019 09H,710
03/5/2019 08H,693
03/5/2019 07H,696
03/5/2019 06H,692
03/5/2019 05H,685
03/5/2019 04H,701
03/5/2019 03H,710
03/5/2019 02H,744
03/5/2019 01H,747
03/5/2019 00H,739
03/4/2019 23H,744
03/4/2019 22H,750
03/4/2019 21H,742
03/4/2019 20H,746
03/4/2019 19H,745
03/4/2019 18H,741
03/4/2019 17H,728
03/4/2019 16H,741
03/4/2019 15H,748
03/4/2019 14H,741
03/4/2019 13H,742
03/4/2019 12H,755
03/4/2019 11H,763
03/4/2019 10H,763
03/4/2019 09H,772
03/4/2019 08H,759
03/4/2019 07H,746
03/4/2019 06H,732
03/4/2019 05H,720
03/4/2019 04H,724
03/4/2019 03H,720
03/4/2019 02H,729
03/4/2019 01H,753
03/4/2019 00H,755
03/3/2019 23H,749
03/3/2019 22H,712
03/3/2019 21H,720
03/3/2019 20H,721
03/3/2019 19H,722
03/3/2019 18H,711
03/3/2019 17H,719
03/3/2019 16H,723
03/3/2019 15H,762
03/3/2019 14H,774
03/3/2019 13H,760
03/3/2019 12H,761
03/3/2019 11H,762
03/3/2019 10H,770
03/3/2019 09H,763
03/3/2019 08H,775
03/3/2019 07H,765
03/3/2019 06H,754
03/3/2019 05H,760
03/3/2019 04H,755
03/3/2019 03H,760
03/3/2019 02H,755
03/3/2019 01H,755
03/3/2019 00H,750
03/2/2019 23H,756
03/2/2019 22H,750
03/2/2019 21H,746
03/2/2019 20H,749
03/2/2019 19H,766
03/2/2019 18H,778
03/2/2019 17H,770
03/2/2019 16H,777
03/2/2019 15H,771
03/2/2019 14H,759
03/2/2019 13H,763
03/2/2019 12H,749
03/2/2019 11H,738
03/2/2019 10H,730
03/2/2019 09H,742
03/2/2019 08H,750
03/2/2019 07H,743
03/2/2019 06H,745
03/2/2019 05H,734
03/2/2019 04H,733
03/2/2019 03H,717
03/2/2019 02H,748
03/2/2019 01H,749
03/2/2019 00H,732
03/1/2019 23H,711
03/1/2019 22H,701
03/1/2019 21H,698
03/1/2019 20H,689
03/1/2019 19H,699
03/1/2019 18H,721
03/1/2019 17H,730
03/1/2019 16H,748
03/1/2019 15H,753
03/1/2019 14H,764
03/1/2019 13H,756
03/1/2019 12H,780
03/1/2019 11H,751
03/1/2019 10H,742
03/1/2019 09H,733
03/1/2019 08H,743
03/1/2019 07H,748
03/1/2019 06H,768
03/1/2019 05H,753
03/1/2019 04H,750
03/1/2019 03H,766
03/1/2019 02H,783
03/1/2019 01H,780
03/1/2019 00H,781
02/28/2019 23H,766
02/28/2019 22H,763
02/28/2019 21H,760
02/28/2019 20H,749
02/28/2019 19H,756
02/28/2019 18H,753
02/28/2019 17H,771
02/28/2019 16H,783
02/28/2019 15H,796
02/28/2019 14H,788
02/28/2019 13H,798
02/28/2019 12H,806
02/28/2019 11H,776
02/28/2019 10H,779
02/28/2019 09H,779
02/28/2019 08H,780
02/28/2019 07H,783
02/28/2019 06H,783
02/28/2019 05H,766
02/28/2019 04H,756
02/28/2019 03H,768
02/28/2019 02H,765
02/28/2019 01H,755
02/28/2019 00H,770
02/27/2019 23H,771
02/27/2019 22H,744
02/27/2019 21H,722
02/27/2019 20H,720
02/27/2019 19H,718
02/27/2019 18H,737
02/27/2019 17H,751
02/27/2019 16H,759
02/27/2019 15H,770
02/27/2019 14H,756
02/27/2019 13H,761
02/27/2019 12H,771
02/27/2019 11H,757
02/27/2019 10H,747
02/27/2019 09H,750
02/27/2019 08H,752
02/27/2019 07H,744
02/27/2019 06H,754
02/27/2019 05H,755
02/27/2019 04H,764
02/27/2019 03H,775
02/27/2019 02H,777
02/27/2019 01H,760
02/27/2019 00H,780
02/26/2019 23H,762
02/26/2019 22H,728
02/26/2019 21H,711
02/26/2019 20H,710
02/26/2019 19H,713
02/26/2019 18H,707
02/26/2019 17H,730
02/26/2019 16H,740
02/26/2019 15H,754
02/26/2019 14H,772
02/26/2019 13H,762
02/26/2019 12H,763
02/26/2019 11H,743
02/26/2019 10H,745
02/26/2019 09H,747
02/26/2019 08H,766
02/26/2019 07H,768
02/26/2019 06H,765
02/26/2019 05H,749
02/26/2019 04H,766
02/26/2019 03H,786
02/26/2019 02H,779
02/26/2019 01H,772
02/26/2019 00H,767
02/25/2019 23H,739
02/25/2019 22H,719
02/25/2019 21H,701
02/25/2019 20H,696
02/25/2019 19H,700
02/25/2019 18H,690
02/25/2019 17H,693
02/25/2019 16H,692
02/25/2019 15H,687
02/25/2019 14H,693
02/25/2019 13H,735
02/25/2019 12H,733
02/25/2019 11H,701
02/25/2019 10H,704
02/25/2019 09H,696
02/25/2019 08H,708
02/25/2019 07H,709
02/25/2019 06H,712
02/25/2019 05H,709
02/25/2019 04H,726
02/25/2019 03H,716
02/25/2019 02H,722
02/25/2019 01H,731
02/25/2019 00H,749
02/24/2019 23H,747
02/24/2019 22H,723
02/24/2019 21H,725
02/24/2019 20H,729
02/24/2019 19H,730
02/24/2019 18H,736
02/24/2019 17H,734
02/24/2019 16H,740
02/24/2019 15H,744
02/24/2019 14H,739
02/24/2019 13H,734
02/24/2019 12H,721
02/24/2019 11H,719
02/24/2019 10H,711
02/24/2019 09H,706
02/24/2019 08H,729
02/24/2019 07H,736
02/24/2019 06H,719
02/24/2019 05H,713
02/24/2019 04H,720
02/24/2019 03H,722
02/24/2019 02H,728
02/24/2019 01H,734
02/24/2019 00H,746
02/23/2019 23H,770
02/23/2019 22H,766
02/23/2019 21H,754
02/23/2019 20H,760
02/23/2019 19H,754
02/23/2019 18H,758
02/23/2019 17H,755
02/23/2019 16H,753
02/23/2019 15H,759
02/23/2019 14H,760
02/23/2019 13H,753
02/23/2019 12H,746
02/23/2019 11H,744
02/23/2019 10H,753
02/23/2019 09H,745
02/23/2019 08H,740
02/23/2019 07H,737
02/23/2019 06H,747
02/23/2019 05H,737
02/23/2019 04H,774
02/23/2019 03H,763
02/23/2019 02H,769
02/23/2019 01H,769
02/23/2019 00H,782
02/22/2019 23H,785
02/22/2019 22H,780
02/22/2019 21H,769
02/22/2019 20H,754
02/22/2019 19H,753
02/22/2019 18H,760
02/22/2019 17H,745
02/22/2019 16H,747
02/22/2019 15H,734
02/22/2019 14H,735
02/22/2019 13H,739
02/22/2019 12H,749
02/22/2019 11H,741
02/22/2019 10H,740
02/22/2019 09H,736
02/22/2019 08H,736
02/22/2019 07H,727
02/22/2019 06H,729
02/22/2019 05H,725
02/22/2019 04H,726
02/22/2019 03H,730
02/22/2019 02H,744
02/22/2019 01H,764
02/22/2019 00H,774
02/21/2019 23H,781
02/21/2019 22H,780
02/21/2019 21H,772
02/21/2019 20H,760
02/21/2019 19H,773
02/21/2019 18H,772
02/21/2019 17H,772
02/21/2019 16H,794
02/21/2019 15H,800
02/21/2019 14H,791
02/21/2019 13H,769
02/21/2019 12H,773
02/21/2019 11H,779
02/21/2019 10H,775
02/21/2019 09H,785
02/21/2019 08H,776
02/21/2019 07H,784
02/21/2019 06H,792
02/21/2019 05H,792
02/21/2019 04H,787
02/21/2019 03H,796
02/21/2019 02H,800
02/21/2019 01H,800
02/21/2019 00H,818
02/20/2019 23H,803
02/20/2019 22H,812
02/20/2019 21H,793
02/20/2019 20H,796
02/20/2019 19H,797
02/20/2019 18H,796
02/20/2019 17H,798
02/20/2019 16H,792
02/20/2019 15H,805
02/20/2019 14H,806
02/20/2019 13H,797
02/20/2019 12H,790
02/20/2019 11H,795
02/20/2019 10H,801
02/20/2019 09H,795
02/20/2019 08H,802
02/20/2019 07H,795
02/20/2019 06H,790
02/20/2019 05H,795
02/20/2019 04H,789
02/20/2019 03H,789
02/20/2019 02H,792
02/20/2019 01H,798
02/20/2019 00H,797
02/19/2019 23H,798
02/19/2019 22H,803
02/19/2019 21H,807
02/19/2019 20H,793
02/19/2019 19H,799
02/19/2019 18H,807
02/19/2019 17H,799
02/19/2019 16H,762
02/19/2019 15H,766
02/19/2019 14H,761
02/19/2019 13H,756
02/19/2019 12H,778
02/19/2019 11H,805
02/19/2019 10H,805
02/19/2019 09H,823
02/19/2019 08H,816
02/19/2019 07H,825
02/19/2019 06H,827
02/19/2019 05H,819
02/19/2019 04H,817
02/19/2019 03H,834
02/19/2019 02H,827
02/19/2019 01H,833
02/19/2019 00H,840
02/18/2019 23H,856
02/18/2019 22H,839
02/18/2019 21H,844
02/18/2019 20H,846
02/18/2019 19H,846
02/18/2019 18H,845
02/18/2019 17H,839
02/18/2019 16H,828
02/18/2019 15H,831
02/18/2019 14H,823
02/18/2019 13H,837
02/18/2019 12H,839
02/18/2019 11H,840
02/18/2019 10H,836
02/18/2019 09H,834
02/18/2019 08H,826
02/18/2019 07H,841
02/18/2019 06H,839
02/18/2019 05H,835
02/18/2019 04H,836
02/18/2019 03H,831
02/18/2019 02H,833
02/18/2019 01H,832
02/18/2019 00H,846
02/17/2019 23H,842
02/17/2019 22H,846
02/17/2019 21H,849
02/17/2019 20H,838
02/17/2019 19H,845
02/17/2019 18H,840
02/17/2019 17H,841
02/17/2019 16H,832
02/17/2019 15H,845
02/17/2019 14H,837
02/17/2019 13H,829
02/17/2019 12H,836
02/17/2019 11H,831
02/17/2019 10H,831
02/17/2019 09H,823
02/17/2019 08H,834
02/17/2019 07H,830
02/17/2019 06H,815
02/17/2019 05H,818
02/17/2019 04H,800
02/17/2019 03H,816
02/17/2019 02H,835
02/17/2019 01H,826
02/17/2019 00H,836
02/16/2019 23H,839
02/16/2019 22H,844
02/16/2019 21H,841
02/16/2019 20H,829
02/16/2019 19H,831
02/16/2019 18H,829
02/16/2019 17H,834
02/16/2019 16H,835
02/16/2019 15H,832
02/16/2019 14H,816
02/16/2019 13H,828
02/16/2019 12H,832
02/16/2019 11H,823
02/16/2019 10H,828
02/16/2019 09H,827
02/16/2019 08H,836
02/16/2019 07H,834
02/16/2019 06H,821
02/16/2019 05H,816
02/16/2019 04H,830
02/16/2019 03H,820
02/16/2019 02H,821
02/16/2019 01H,837
02/16/2019 00H,850
02/15/2019 23H,825
02/15/2019 22H,851
02/15/2019 21H,840
02/15/2019 20H,845
02/15/2019 19H,850
02/15/2019 18H,853
02/15/2019 17H,841
02/15/2019 16H,849
02/15/2019 15H,844
02/15/2019 14H,846
02/15/2019 13H,849
02/15/2019 12H,835
02/15/2019 11H,839
02/15/2019 10H,834
02/15/2019 09H,820
02/15/2019 08H,803
02/15/2019 07H,802
02/15/2019 06H,810
02/15/2019 05H,799
02/15/2019 04H,800
02/15/2019 03H,782
02/15/2019 02H,788
02/15/2019 01H,782
02/15/2019 00H,785
02/14/2019 23H,803
02/14/2019 22H,797
02/14/2019 21H,798
02/14/2019 20H,779
02/14/2019 19H,800
02/14/2019 18H,787
02/14/2019 17H,791
02/14/2019 16H,787
02/14/2019 15H,797
02/14/2019 14H,805
02/14/2019 13H,829
02/14/2019 12H,815
02/14/2019 11H,815
02/14/2019 10H,833
02/14/2019 09H,797
02/14/2019 08H,805
02/14/2019 07H,802
02/14/2019 06H,795
02/14/2019 05H,821
02/14/2019 04H,842
02/14/2019 03H,840
02/14/2019 02H,849
02/14/2019 01H,850
02/14/2019 00H,840
02/13/2019 23H,815
02/13/2019 22H,813
02/13/2019 21H,814
02/13/2019 20H,827
02/13/2019 19H,816
02/13/2019 18H,804
02/13/2019 17H,786
02/13/2019 16H,803
02/13/2019 15H,807
02/13/2019 14H,797
02/13/2019 13H,812
02/13/2019 12H,831
02/13/2019 11H,817
02/13/2019 10H,796
02/13/2019 09H,805
02/13/2019 08H,804
02/13/2019 07H,799
02/13/2019 06H,791
02/13/2019 05H,765
02/13/2019 04H,774
02/13/2019 03H,776
02/13/2019 02H,776
02/13/2019 01H,793
02/13/2019 00H,814
02/12/2019 23H,800
02/12/2019 22H,805
02/12/2019 21H,806
02/12/2019 20H,801
02/12/2019 19H,830
02/12/2019 18H,840
02/12/2019 17H,809
02/12/2019 16H,827
02/12/2019 15H,823
02/12/2019 14H,807
02/12/2019 13H,821
02/12/2019 12H,822
02/12/2019 11H,820
02/12/2019 10H,829
02/12/2019 09H,807
02/12/2019 08H,818
02/12/2019 07H,810
02/12/2019 06H,801
02/12/2019 05H,783
02/12/2019 04H,792
02/12/2019 03H,783
02/12/2019 02H,787
02/12/2019 01H,797
02/12/2019 00H,807
02/11/2019 23H,811
02/11/2019 22H,817
02/11/2019 21H,813
02/11/2019 20H,815
02/11/2019 19H,813
02/11/2019 18H,814
02/11/2019 17H,815
02/11/2019 16H,828
02/11/2019 15H,820
02/11/2019 14H,823
02/11/2019 13H,835
02/11/2019 12H,817
02/11/2019 11H,808
02/11/2019 10H,807
02/11/2019 09H,806
02/11/2019 08H,806
02/11/2019 07H,786
02/11/2019 06H,788
02/11/2019 05H,775
02/11/2019 04H,770
02/11/2019 03H,771
02/11/2019 02H,771
02/11/2019 01H,783
02/11/2019 00H,781
02/10/2019 23H,779
02/10/2019 22H,767
02/10/2019 21H,772
02/10/2019 20H,768
02/10/2019 19H,770
02/10/2019 18H,748
02/10/2019 17H,722
02/10/2019 16H,721
02/10/2019 15H,733
02/10/2019 14H,725
02/10/2019 13H,727
02/10/2019 12H,732
02/10/2019 11H,737
02/10/2019 10H,728
02/10/2019 09H,731
02/10/2019 08H,734
02/10/2019 07H,731
02/10/2019 06H,720
02/10/2019 05H,736
02/10/2019 04H,735
02/10/2019 03H,739
02/10/2019 02H,744
02/10/2019 01H,731
02/10/2019 00H,744
02/9/2019 23H,749
02/9/2019 22H,741
02/9/2019 21H,740
02/9/2019 20H,738
02/9/2019 19H,733
02/9/2019 18H,727
02/9/2019 17H,731
02/9/2019 16H,727
02/9/2019 15H,732
02/9/2019 14H,732
02/9/2019 13H,730
02/9/2019 12H,738
02/9/2019 11H,728
02/9/2019 10H,731
02/9/2019 09H,734
02/9/2019 08H,735
02/9/2019 07H,731
02/9/2019 06H,729
02/9/2019 05H,739
02/9/2019 04H,721
02/9/2019 03H,714
02/9/2019 02H,721
02/9/2019 01H,714
02/9/2019 00H,731
02/8/2019 23H,733
02/8/2019 22H,740
02/8/2019 21H,727
02/8/2019 20H,736
02/8/2019 19H,729
02/8/2019 18H,735
02/8/2019 17H,740
02/8/2019 16H,739
02/8/2019 15H,733
02/8/2019 14H,737
02/8/2019 13H,731
02/8/2019 12H,744
02/8/2019 11H,741
02/8/2019 10H,717
02/8/2019 09H,696
02/8/2019 08H,710
02/8/2019 07H,702
02/8/2019 06H,703
02/8/2019 05H,697
02/8/2019 04H,694
02/8/2019 03H,693
02/8/2019 02H,696
02/8/2019 01H,708
02/8/2019 00H,713
02/7/2019 23H,718
02/7/2019 22H,723
02/7/2019 21H,719
02/7/2019 20H,700
02/7/2019 19H,692
02/7/2019 18H,708
02/7/2019 17H,704
02/7/2019 16H,702
02/7/2019 15H,703
02/7/2019 14H,713
02/7/2019 13H,706
02/7/2019 12H,713
02/7/2019 11H,732
02/7/2019 10H,722
02/7/2019 09H,709
02/7/2019 08H,706
02/7/2019 07H,708
02/7/2019 06H,705
02/7/2019 05H,714
02/7/2019 04H,688
02/7/2019 03H,701
02/7/2019 02H,738
02/7/2019 01H,735
02/7/2019 00H,727
02/6/2019 23H,734
02/6/2019 22H,734
02/6/2019 21H,732
02/6/2019 20H,737
02/6/2019 19H,732
02/6/2019 18H,719
02/6/2019 17H,737
02/6/2019 16H,732
02/6/2019 15H,716
02/6/2019 14H,712
02/6/2019 13H,725
02/6/2019 12H,729
02/6/2019 11H,728
02/6/2019 10H,728
02/6/2019 09H,738
02/6/2019 08H,731
02/6/2019 07H,725
02/6/2019 06H,721
02/6/2019 05H,715
02/6/2019 04H,743
02/6/2019 03H,748
02/6/2019 02H,748
02/6/2019 01H,743
02/6/2019 00H,741
02/5/2019 23H,744
02/5/2019 22H,733
02/5/2019 21H,753
02/5/2019 20H,743
02/5/2019 19H,730
02/5/2019 18H,752
02/5/2019 17H,755
02/5/2019 16H,751
02/5/2019 15H,751
02/5/2019 14H,750
02/5/2019 13H,760
02/5/2019 12H,758
02/5/2019 11H,762
02/5/2019 10H,767
02/5/2019 09H,765
02/5/2019 08H,760
02/5/2019 07H,757
02/5/2019 06H,789
02/5/2019 05H,796
02/5/2019 04H,811
02/5/2019 03H,810
02/5/2019 02H,806
02/5/2019 01H,806
02/5/2019 00H,815
02/4/2019 23H,820
02/4/2019 22H,814
02/4/2019 21H,789
02/4/2019 20H,769
02/4/2019 19H,766
02/4/2019 18H,781
02/4/2019 17H,776
02/4/2019 16H,778
02/4/2019 15H,784
02/4/2019 14H,804
02/4/2019 13H,796
02/4/2019 12H,809
02/4/2019 11H,793
02/4/2019 10H,791
02/4/2019 09H,798
02/4/2019 08H,791
02/4/2019 07H,771
02/4/2019 06H,774
02/4/2019 05H,781
02/4/2019 04H,797
02/4/2019 03H,802
02/4/2019 02H,812
02/4/2019 01H,821
02/4/2019 00H,836
02/3/2019 23H,848
02/3/2019 22H,828
02/3/2019 21H,818
02/3/2019 20H,824
02/3/2019 19H,837
02/3/2019 18H,839
02/3/2019 17H,841
02/3/2019 16H,841
02/3/2019 15H,840
02/3/2019 14H,830
02/3/2019 13H,834
02/3/2019 12H,830
02/3/2019 11H,845
02/3/2019 10H,841
02/3/2019 09H,825
02/3/2019 08H,834
02/3/2019 07H,840
02/3/2019 06H,822
02/3/2019 05H,822
02/3/2019 04H,832
02/3/2019 03H,823
02/3/2019 02H,826
02/3/2019 01H,826
02/3/2019 00H,826
02/2/2019 23H,827
02/2/2019 22H,823
02/2/2019 21H,825
02/2/2019 20H,831
02/2/2019 19H,841
02/2/2019 18H,839
02/2/2019 17H,869
02/2/2019 16H,877
02/2/2019 15H,908
02/2/2019 14H,887
02/2/2019 13H,881
02/2/2019 12H,878
02/2/2019 11H,884
02/2/2019 10H,864
02/2/2019 09H,856
02/2/2019 08H,842
02/2/2019 07H,826
02/2/2019 06H,845
02/2/2019 05H,832
02/2/2019 04H,828
02/2/2019 03H,842
02/2/2019 02H,865
02/2/2019 01H,856
02/2/2019 00H,875
02/1/2019 23H,873
02/1/2019 22H,843
02/1/2019 21H,828
02/1/2019 20H,818
02/1/2019 19H,831
