Net generation from natural gas for New England (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390112&sdid=EBA.NE-ALL.NG.NG.H
19:15:53 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NE-ALL.NG.NG.H megawatthours
08/11/2021 00H,10841
08/10/2021 23H,10749
08/10/2021 22H,10583
08/10/2021 21H,10749
08/10/2021 20H,10828
08/10/2021 19H,10670
08/10/2021 18H,10199
08/10/2021 17H,9789
08/10/2021 16H,9413
08/10/2021 15H,8949
08/10/2021 14H,8600
08/10/2021 13H,8122
08/10/2021 12H,7180
08/10/2021 11H,6474
08/10/2021 10H,5653
08/10/2021 09H,5076
08/10/2021 08H,4902
08/10/2021 07H,5077
08/10/2021 06H,5001
08/10/2021 05H,5482
08/10/2021 04H,6581
08/10/2021 03H,8044
08/10/2021 02H,9906
08/10/2021 01H,10508
08/10/2021 00H,10677
08/9/2021 23H,10737
08/9/2021 22H,10577
08/9/2021 21H,10779
08/9/2021 20H,10948
08/9/2021 19H,11413
08/9/2021 18H,11302
08/9/2021 17H,10783
08/9/2021 16H,10453
08/9/2021 15H,9736
08/9/2021 14H,9134
08/9/2021 13H,8419
08/9/2021 12H,7596
08/9/2021 11H,6679
08/9/2021 10H,5605
08/9/2021 09H,4965
08/9/2021 08H,4707
08/9/2021 07H,4738
08/9/2021 06H,4957
08/9/2021 05H,5486
08/9/2021 04H,6155
08/9/2021 03H,7793
08/9/2021 02H,9458
08/9/2021 01H,10038
08/9/2021 00H,10039
08/8/2021 23H,10067
08/8/2021 22H,10123
08/8/2021 21H,9684
08/8/2021 20H,9506
08/8/2021 19H,9242
08/8/2021 18H,9365
08/8/2021 17H,9390
08/8/2021 16H,8510
08/8/2021 15H,7665
08/8/2021 14H,6777
08/8/2021 13H,6104
08/8/2021 12H,5776
08/8/2021 11H,5324
08/8/2021 10H,5384
08/8/2021 09H,5308
08/8/2021 08H,5290
08/8/2021 07H,5298
08/8/2021 06H,5657
08/8/2021 05H,6209
08/8/2021 04H,7491
08/8/2021 03H,9044
08/8/2021 02H,10260
08/8/2021 01H,11009
08/8/2021 00H,11179
08/7/2021 23H,11331
08/7/2021 22H,11313
08/7/2021 21H,11214
08/7/2021 20H,11380
08/7/2021 19H,11425
08/7/2021 18H,10832
08/7/2021 17H,10454
08/7/2021 16H,9624
08/7/2021 15H,8324
08/7/2021 14H,7298
08/7/2021 13H,6683
08/7/2021 12H,6204
08/7/2021 11H,5500
08/7/2021 10H,5173
08/7/2021 09H,5314
08/7/2021 08H,5077
08/7/2021 07H,5230
08/7/2021 06H,5565
08/7/2021 05H,5987
08/7/2021 04H,6588
08/7/2021 03H,8000
08/7/2021 02H,10052
08/7/2021 01H,10561
08/7/2021 00H,11242
08/6/2021 23H,11487
08/6/2021 22H,11730
08/6/2021 21H,11390
08/6/2021 20H,10993
08/6/2021 19H,10671
08/6/2021 18H,10280
08/6/2021 17H,9530
08/6/2021 16H,8783
08/6/2021 15H,7927
08/6/2021 14H,7360
08/6/2021 13H,6723
08/6/2021 12H,5945
08/6/2021 11H,5220
08/6/2021 10H,4603
08/6/2021 09H,4325
08/6/2021 08H,4187
08/6/2021 07H,4274
08/6/2021 06H,4304
08/6/2021 05H,4941
08/6/2021 04H,5212
08/6/2021 03H,6608
08/6/2021 02H,8213
08/6/2021 01H,9076
08/6/2021 00H,8977
08/5/2021 23H,8915
08/5/2021 22H,8853
08/5/2021 21H,8814
08/5/2021 20H,8657
08/5/2021 19H,8780
08/5/2021 18H,8457
08/5/2021 17H,8141
08/5/2021 16H,8159
08/5/2021 15H,7612
08/5/2021 14H,7093
08/5/2021 13H,6625
08/5/2021 12H,6069
08/5/2021 11H,5136
08/5/2021 10H,4680
08/5/2021 09H,4228
08/5/2021 08H,3970
08/5/2021 07H,4286
08/5/2021 06H,4427
08/5/2021 05H,4528
08/5/2021 04H,5343
08/5/2021 03H,6765
08/5/2021 02H,8367
08/5/2021 01H,8918
08/5/2021 00H,8874
08/4/2021 23H,8765
08/4/2021 22H,8753
08/4/2021 21H,9110
08/4/2021 20H,9163
08/4/2021 19H,9140
08/4/2021 18H,8778
08/4/2021 17H,8699
08/4/2021 16H,8129
08/4/2021 15H,7800
08/4/2021 14H,7171
08/4/2021 13H,6678
08/4/2021 12H,5987
08/4/2021 11H,4923
08/4/2021 10H,4111
08/4/2021 09H,3773
08/4/2021 08H,3602
08/4/2021 07H,3445
08/4/2021 06H,3572
08/4/2021 05H,4037
08/4/2021 04H,4991
08/4/2021 03H,6459
08/4/2021 02H,8027
08/4/2021 01H,8935
08/4/2021 00H,8785
08/3/2021 23H,8618
08/3/2021 22H,8186
08/3/2021 21H,7924
08/3/2021 20H,7831
08/3/2021 19H,7820
08/3/2021 18H,7509
08/3/2021 17H,7199
08/3/2021 16H,6939
08/3/2021 15H,6672
08/3/2021 14H,6081
08/3/2021 13H,5658
08/3/2021 12H,5000
08/3/2021 11H,4303
08/3/2021 10H,3559
08/3/2021 09H,3240
08/3/2021 08H,3235
08/3/2021 07H,3659
08/3/2021 06H,3898
08/3/2021 05H,3935
08/3/2021 04H,4671
08/3/2021 03H,5986
08/3/2021 02H,7558
08/3/2021 01H,8341
08/3/2021 00H,8566
08/2/2021 23H,8589
08/2/2021 22H,8375
08/2/2021 21H,8017
08/2/2021 20H,7702
08/2/2021 19H,7587
08/2/2021 18H,7796
08/2/2021 17H,7486
08/2/2021 16H,7087
08/2/2021 15H,6778
08/2/2021 14H,6291
08/2/2021 13H,5963
08/2/2021 12H,5775
08/2/2021 11H,5019
08/2/2021 10H,4393
08/2/2021 09H,4161
08/2/2021 08H,4064
08/2/2021 07H,4131
08/2/2021 06H,4254
08/2/2021 05H,4291
08/2/2021 04H,4801
08/2/2021 03H,5743
08/2/2021 02H,7065
08/2/2021 01H,7249
08/2/2021 00H,7218
08/1/2021 23H,6956
08/1/2021 22H,6719
08/1/2021 21H,6620
08/1/2021 20H,6343
08/1/2021 19H,5911
08/1/2021 18H,5457
08/1/2021 17H,4840
08/1/2021 16H,4591
08/1/2021 15H,4351
08/1/2021 14H,3961
08/1/2021 13H,3441
08/1/2021 12H,2920
08/1/2021 11H,3067
08/1/2021 10H,2996
08/1/2021 09H,2939
08/1/2021 08H,3081
08/1/2021 07H,3242
08/1/2021 06H,3372
08/1/2021 05H,3871
08/1/2021 04H,4249
08/1/2021 03H,5179
08/1/2021 02H,6016
08/1/2021 01H,6212
08/1/2021 00H,6265
07/31/2021 23H,6344
07/31/2021 22H,5960
07/31/2021 21H,5552
07/31/2021 20H,4731
07/31/2021 19H,4188
07/31/2021 18H,3712
07/31/2021 17H,3621
07/31/2021 16H,3584
07/31/2021 15H,3535
07/31/2021 14H,3868
07/31/2021 13H,3953
07/31/2021 12H,3898
07/31/2021 11H,3764
07/31/2021 10H,3469
07/31/2021 09H,3499
07/31/2021 08H,3710
07/31/2021 07H,3795
07/31/2021 06H,3999
07/31/2021 05H,4242
07/31/2021 04H,4854
07/31/2021 03H,5792
07/31/2021 02H,7432
07/31/2021 01H,8134
07/31/2021 00H,8635
07/30/2021 23H,8954
07/30/2021 22H,9028
07/30/2021 21H,8769
07/30/2021 20H,8750
07/30/2021 19H,8822
07/30/2021 18H,8825
07/30/2021 17H,8580
07/30/2021 16H,8322
07/30/2021 15H,7960
07/30/2021 14H,7618
07/30/2021 13H,7382
07/30/2021 12H,6791
07/30/2021 11H,6116
07/30/2021 10H,5501
07/30/2021 09H,5176
07/30/2021 08H,5193
07/30/2021 07H,5349
07/30/2021 06H,5434
07/30/2021 05H,5711
07/30/2021 04H,6453
07/30/2021 03H,7444
07/30/2021 02H,8243
07/30/2021 01H,8886
07/30/2021 00H,8914
07/29/2021 23H,9004
07/29/2021 22H,9256
07/29/2021 21H,9267
07/29/2021 20H,9336
07/29/2021 19H,9406
07/29/2021 18H,9407
07/29/2021 17H,8937
07/29/2021 16H,8385
07/29/2021 15H,8127
07/29/2021 14H,7763
07/29/2021 13H,7429
07/29/2021 12H,6961
07/29/2021 11H,6321
07/29/2021 10H,5368
07/29/2021 09H,5099
07/29/2021 08H,5013
07/29/2021 07H,5158
07/29/2021 06H,5476
07/29/2021 05H,6025
07/29/2021 04H,6600
07/29/2021 03H,7343
07/29/2021 02H,8547
07/29/2021 01H,9590
07/29/2021 00H,9613
07/28/2021 23H,9742
07/28/2021 22H,9806
07/28/2021 21H,9502
07/28/2021 20H,9427
07/28/2021 19H,9099
07/28/2021 18H,8781
07/28/2021 17H,8402
07/28/2021 16H,8422
07/28/2021 15H,8376
07/28/2021 14H,8267
07/28/2021 13H,7663
07/28/2021 12H,7349
07/28/2021 11H,6696
07/28/2021 10H,6011
07/28/2021 09H,5746
07/28/2021 08H,5843
07/28/2021 07H,6065
07/28/2021 06H,6614
07/28/2021 05H,6896
07/28/2021 04H,7517
07/28/2021 03H,8615
07/28/2021 02H,9994
07/28/2021 01H,10929
07/28/2021 00H,11720
07/27/2021 23H,12221
07/27/2021 22H,12398
07/27/2021 21H,12065
07/27/2021 20H,11656
07/27/2021 19H,11483
07/27/2021 18H,11228
07/27/2021 17H,10516
07/27/2021 16H,9508
07/27/2021 15H,9023
07/27/2021 14H,8140
07/27/2021 13H,7814
07/27/2021 12H,7263
07/27/2021 11H,6759
07/27/2021 10H,6157
07/27/2021 09H,5866
07/27/2021 08H,5831
07/27/2021 07H,6088
07/27/2021 06H,6254
07/27/2021 05H,6910
07/27/2021 04H,7714
07/27/2021 03H,9046
07/27/2021 02H,10794
07/27/2021 01H,11857
07/27/2021 00H,12206
07/26/2021 23H,12503
07/26/2021 22H,12542
07/26/2021 21H,12302
07/26/2021 20H,12107
07/26/2021 19H,12133
07/26/2021 18H,11569
07/26/2021 17H,10983
07/26/2021 16H,10477
07/26/2021 15H,9718
07/26/2021 14H,9039
07/26/2021 13H,8459
07/26/2021 12H,7558
07/26/2021 11H,6685
07/26/2021 10H,5812
07/26/2021 09H,5476
07/26/2021 08H,5574
07/26/2021 07H,5578
07/26/2021 06H,5815
07/26/2021 05H,5937
07/26/2021 04H,6987
07/26/2021 03H,8250
07/26/2021 02H,9287
07/26/2021 01H,9604
07/26/2021 00H,9469
07/25/2021 23H,9143
07/25/2021 22H,8537
07/25/2021 21H,8443
07/25/2021 20H,8158
07/25/2021 19H,7696
07/25/2021 18H,7808
07/25/2021 17H,7704
07/25/2021 16H,7511
07/25/2021 15H,7149
07/25/2021 14H,6445
07/25/2021 13H,5695
07/25/2021 12H,4886
07/25/2021 11H,4985
07/25/2021 10H,4557
07/25/2021 09H,4855
07/25/2021 08H,4715
07/25/2021 07H,5076
07/25/2021 06H,5028
07/25/2021 05H,5298
07/25/2021 04H,5711
07/25/2021 03H,7239
07/25/2021 02H,8417
07/25/2021 01H,8802
07/25/2021 00H,8722
07/24/2021 23H,9154
07/24/2021 22H,9119
07/24/2021 21H,8792
07/24/2021 20H,8229
07/24/2021 19H,7993
07/24/2021 18H,7335
07/24/2021 17H,7018
07/24/2021 16H,6470
07/24/2021 15H,5912
07/24/2021 14H,5583
07/24/2021 13H,5250
07/24/2021 12H,5067
07/24/2021 11H,4713
07/24/2021 10H,4434
07/24/2021 09H,4512
07/24/2021 08H,4517
07/24/2021 07H,4620
07/24/2021 06H,4707
07/24/2021 05H,5260
07/24/2021 04H,6320
07/24/2021 03H,7390
07/24/2021 02H,8508
07/24/2021 01H,9070
07/24/2021 00H,9236
07/23/2021 23H,9284
07/23/2021 22H,9414
07/23/2021 21H,9083
07/23/2021 20H,8950
07/23/2021 19H,8980
07/23/2021 18H,8630
07/23/2021 17H,8153
07/23/2021 16H,7507
07/23/2021 15H,6881
07/23/2021 14H,6629
07/23/2021 13H,6601
07/23/2021 12H,6164
07/23/2021 11H,5416
07/23/2021 10H,4763
07/23/2021 09H,4425
07/23/2021 08H,4434
07/23/2021 07H,4479
07/23/2021 06H,4835
07/23/2021 05H,4918
07/23/2021 04H,5686
07/23/2021 03H,6701
07/23/2021 02H,8166
07/23/2021 01H,9440
07/23/2021 00H,10292
07/22/2021 23H,10565
07/22/2021 22H,10545
07/22/2021 21H,10268
07/22/2021 20H,9991
07/22/2021 19H,9853
07/22/2021 18H,9781
07/22/2021 17H,9563
07/22/2021 16H,9359
07/22/2021 15H,8639
07/22/2021 14H,8448
07/22/2021 13H,7779
07/22/2021 12H,7073
07/22/2021 11H,6335
07/22/2021 10H,5855
07/22/2021 09H,5711
07/22/2021 08H,5908
07/22/2021 07H,5966
07/22/2021 06H,6480
07/22/2021 05H,5686
07/22/2021 04H,5686
07/22/2021 03H,6701
07/22/2021 02H,8166
07/22/2021 01H,9440
07/22/2021 00H,10292
07/21/2021 23H,10565
07/21/2021 22H,10545
07/21/2021 21H,10268
07/21/2021 20H,9991
07/21/2021 19H,9853
07/21/2021 18H,9781
07/21/2021 17H,9563
07/21/2021 16H,9359
07/21/2021 15H,8639
07/21/2021 14H,8448
07/21/2021 13H,7779
07/21/2021 12H,7073
07/21/2021 11H,6335
07/21/2021 10H,5855
07/21/2021 09H,5711
07/21/2021 08H,5908
07/21/2021 07H,5966
07/21/2021 06H,6480
07/21/2021 05H,7193
07/21/2021 04H,8271
07/21/2021 03H,9341
07/21/2021 02H,10521
07/21/2021 01H,11327
07/21/2021 00H,11687
07/20/2021 23H,12009
07/20/2021 22H,12170
07/20/2021 21H,11765
07/20/2021 20H,11352
07/20/2021 19H,11119
07/20/2021 18H,10695
07/20/2021 17H,10136
07/20/2021 16H,9483
07/20/2021 15H,8879
07/20/2021 14H,8312
07/20/2021 13H,7641
07/20/2021 12H,6813
07/20/2021 11H,6101
07/20/2021 10H,5243
07/20/2021 09H,4692
07/20/2021 08H,4699
07/20/2021 07H,4947
07/20/2021 06H,5334
07/20/2021 05H,5440
07/20/2021 04H,6302
07/20/2021 03H,7588
07/20/2021 02H,9182
07/20/2021 01H,9865
07/20/2021 00H,9917
07/19/2021 23H,9932
07/19/2021 22H,9695
07/19/2021 21H,9261
07/19/2021 20H,9374
07/19/2021 19H,9698
07/19/2021 18H,9732
07/19/2021 17H,9127
07/19/2021 16H,8631
07/19/2021 15H,8452
07/19/2021 14H,8053
07/19/2021 13H,7843
07/19/2021 12H,7265
07/19/2021 11H,6607
07/19/2021 10H,5972
07/19/2021 09H,5632
07/19/2021 08H,5662
07/19/2021 07H,5838
07/19/2021 06H,6014
07/19/2021 05H,6445
07/19/2021 04H,7015
07/19/2021 03H,8315
07/19/2021 02H,9211
07/19/2021 01H,9680
07/19/2021 00H,9749
07/18/2021 23H,9965
07/18/2021 22H,9934
07/18/2021 21H,9823
07/18/2021 20H,9521
07/18/2021 19H,9193
07/18/2021 18H,8895
07/18/2021 17H,8820
07/18/2021 16H,8704
07/18/2021 15H,8348
07/18/2021 14H,7892
07/18/2021 13H,7425
07/18/2021 12H,7047
07/18/2021 11H,6579
07/18/2021 10H,6210
07/18/2021 09H,6244
07/18/2021 08H,6159
07/18/2021 07H,6182
07/18/2021 06H,6491
07/18/2021 05H,6947
07/18/2021 04H,7731
07/18/2021 03H,8501
07/18/2021 02H,9645
07/18/2021 01H,10356
07/18/2021 00H,10419
07/17/2021 23H,10716
07/17/2021 22H,10685
07/17/2021 21H,11059
07/17/2021 20H,10993
07/17/2021 19H,10837
07/17/2021 18H,10803
07/17/2021 17H,10250
07/17/2021 16H,9748
07/17/2021 15H,9373
07/17/2021 14H,8978
07/17/2021 13H,8138
07/17/2021 12H,7392
07/17/2021 11H,7163
07/17/2021 10H,7117
07/17/2021 09H,7144
07/17/2021 08H,7037
07/17/2021 07H,7276
07/17/2021 06H,7635
07/17/2021 05H,8505
07/17/2021 04H,9183
07/17/2021 03H,9907
07/17/2021 02H,11140
07/17/2021 01H,11859
07/17/2021 00H,12293
07/16/2021 23H,12429
07/16/2021 22H,12711
07/16/2021 21H,12782
07/16/2021 20H,12617
07/16/2021 19H,12994
07/16/2021 18H,12762
07/16/2021 17H,12559
07/16/2021 16H,11719
07/16/2021 15H,11110
07/16/2021 14H,10228
07/16/2021 13H,9425
07/16/2021 12H,8578
07/16/2021 11H,7882
07/16/2021 10H,7125
07/16/2021 09H,6896
07/16/2021 08H,6986
07/16/2021 07H,7500
07/16/2021 06H,7701
07/16/2021 05H,8194
07/16/2021 04H,9066
07/16/2021 03H,10552
07/16/2021 02H,12054
07/16/2021 01H,12520
07/16/2021 00H,12671
07/15/2021 23H,13044
07/15/2021 22H,13058
07/15/2021 21H,12503
07/15/2021 20H,12592
07/15/2021 19H,12315
07/15/2021 18H,11958
07/15/2021 17H,11459
07/15/2021 16H,10628
07/15/2021 15H,9921
07/15/2021 14H,9131
07/15/2021 13H,9007
07/15/2021 12H,8157
07/15/2021 11H,7233
07/15/2021 10H,6090
07/15/2021 09H,5618
07/15/2021 08H,5522
07/15/2021 07H,5766
07/15/2021 06H,6226
07/15/2021 05H,6517
07/15/2021 04H,7054
07/15/2021 03H,8447
07/15/2021 02H,9778
07/15/2021 01H,10114
07/15/2021 00H,10355
07/14/2021 23H,10544
07/14/2021 22H,10656
07/14/2021 21H,10435
07/14/2021 20H,10119
07/14/2021 19H,9882
07/14/2021 18H,9264
07/14/2021 17H,8680
07/14/2021 16H,8488
07/14/2021 15H,7922
07/14/2021 14H,7517
07/14/2021 13H,6911
07/14/2021 12H,6142
07/14/2021 11H,5030
07/14/2021 10H,4073
07/14/2021 09H,3942
07/14/2021 08H,3766
07/14/2021 07H,3793
07/14/2021 06H,3943
07/14/2021 05H,4363
07/14/2021 04H,5345
07/14/2021 03H,6669
07/14/2021 02H,8168
07/14/2021 01H,8783
07/14/2021 00H,8808
07/13/2021 23H,9131
07/13/2021 22H,9220
07/13/2021 21H,9301
07/13/2021 20H,9050
07/13/2021 19H,9213
07/13/2021 18H,9294
07/13/2021 17H,8907
07/13/2021 16H,8698
07/13/2021 15H,8703
07/13/2021 14H,8238
07/13/2021 13H,7633
07/13/2021 12H,6929
07/13/2021 11H,5562
07/13/2021 10H,4913
07/13/2021 09H,4678
07/13/2021 08H,4547
07/13/2021 07H,4650
07/13/2021 06H,4893
07/13/2021 05H,5193
07/13/2021 04H,6020
07/13/2021 03H,7375
07/13/2021 02H,8762
07/13/2021 01H,9206
07/13/2021 00H,9604
07/12/2021 23H,9561
07/12/2021 22H,9723
07/12/2021 21H,9563
07/12/2021 20H,9736
07/12/2021 19H,9901
07/12/2021 18H,9617
07/12/2021 17H,9276
07/12/2021 16H,9117
07/12/2021 15H,9222
07/12/2021 14H,9204
07/12/2021 13H,8690
07/12/2021 12H,7970
07/12/2021 11H,6512
07/12/2021 10H,5685
07/12/2021 09H,5428
07/12/2021 08H,5192
07/12/2021 07H,5408
07/12/2021 06H,5514
07/12/2021 05H,5654
07/12/2021 04H,6282
07/12/2021 03H,7426
07/12/2021 02H,8489
07/12/2021 01H,8715
07/12/2021 00H,8625
07/11/2021 23H,8648
07/11/2021 22H,8687
07/11/2021 21H,8540
07/11/2021 20H,8254
07/11/2021 19H,7925
07/11/2021 18H,7812
07/11/2021 17H,6982
07/11/2021 16H,6415
07/11/2021 15H,6095
07/11/2021 14H,5923
07/11/2021 13H,5807
07/11/2021 12H,5363
07/11/2021 11H,5052
07/11/2021 10H,4671
07/11/2021 09H,4812
07/11/2021 08H,5053
07/11/2021 07H,4961
07/11/2021 06H,4866
07/11/2021 05H,4994
07/11/2021 04H,5794
07/11/2021 03H,7094
07/11/2021 02H,8495
07/11/2021 01H,8624
07/11/2021 00H,8553
07/10/2021 23H,8334
07/10/2021 22H,7917
07/10/2021 21H,7886
07/10/2021 20H,7798
07/10/2021 19H,7715
07/10/2021 18H,7428
07/10/2021 17H,7190
07/10/2021 16H,6943
07/10/2021 15H,6501
07/10/2021 14H,6255
07/10/2021 13H,5709
07/10/2021 12H,5128
07/10/2021 11H,4787
07/10/2021 10H,4473
07/10/2021 09H,4660
07/10/2021 08H,4654
07/10/2021 07H,4824
07/10/2021 06H,4987
07/10/2021 05H,5446
07/10/2021 04H,6067
07/10/2021 03H,7101
07/10/2021 02H,8304
07/10/2021 01H,8813
07/10/2021 00H,9130
07/9/2021 23H,9346
07/9/2021 22H,9044
07/9/2021 21H,8668
07/9/2021 20H,8689
07/9/2021 19H,8806
07/9/2021 18H,8919
07/9/2021 17H,8839
07/9/2021 16H,9082
07/9/2021 15H,8913
07/9/2021 14H,8306
07/9/2021 13H,7476
07/9/2021 12H,6732
07/9/2021 11H,5717
07/9/2021 10H,5055
07/9/2021 09H,4860
07/9/2021 08H,4865
07/9/2021 07H,5137
07/9/2021 06H,5117
07/9/2021 05H,4823
07/9/2021 04H,5250
07/9/2021 03H,6273
07/9/2021 02H,7340
07/9/2021 01H,7868
07/9/2021 00H,8017
07/8/2021 23H,8414
07/8/2021 22H,8499
07/8/2021 21H,8674
07/8/2021 20H,8916
07/8/2021 19H,9296
07/8/2021 18H,9449
07/8/2021 17H,9298
07/8/2021 16H,9233
07/8/2021 15H,8935
07/8/2021 14H,8348
07/8/2021 13H,7946
07/8/2021 12H,7420
07/8/2021 11H,6698
07/8/2021 10H,5815
07/8/2021 09H,5624
07/8/2021 08H,5873
07/8/2021 07H,6417
07/8/2021 06H,6716
07/8/2021 05H,7131
07/8/2021 04H,8093
07/8/2021 03H,9645
07/8/2021 02H,11071
07/8/2021 01H,11703
07/8/2021 00H,12361
07/7/2021 23H,12446
07/7/2021 22H,12936
07/7/2021 21H,12916
07/7/2021 20H,12792
07/7/2021 19H,12288
07/7/2021 18H,11814
07/7/2021 17H,11585
07/7/2021 16H,11051
07/7/2021 15H,9846
07/7/2021 14H,8567
07/7/2021 13H,7734
07/7/2021 12H,7043
07/7/2021 11H,6466
07/7/2021 10H,5710
07/7/2021 09H,5205
07/7/2021 08H,5159
07/7/2021 07H,5437
07/7/2021 06H,5729
07/7/2021 05H,6104
07/7/2021 04H,6817
07/7/2021 03H,7960
07/7/2021 02H,9730
07/7/2021 01H,10001
07/7/2021 00H,10698
07/6/2021 23H,11490
07/6/2021 22H,12412
07/6/2021 21H,12509
07/6/2021 20H,11984
07/6/2021 19H,11493
07/6/2021 18H,10802
07/6/2021 17H,9528
07/6/2021 16H,9088
07/6/2021 15H,8714
07/6/2021 14H,8379
07/6/2021 13H,7324
07/6/2021 12H,6838
07/6/2021 11H,5932
07/6/2021 10H,4907
07/6/2021 09H,4655
07/6/2021 08H,4718
07/6/2021 07H,4453
07/6/2021 06H,4739
07/6/2021 05H,4694
07/6/2021 04H,5044
07/6/2021 03H,6269
07/6/2021 02H,7492
07/6/2021 01H,7837
07/6/2021 00H,7514
07/5/2021 23H,7434
07/5/2021 22H,7116
07/5/2021 21H,6780
07/5/2021 20H,6401
07/5/2021 19H,5936
07/5/2021 18H,5449
07/5/2021 17H,5230
07/5/2021 16H,5129
07/5/2021 15H,4509
07/5/2021 14H,4241
07/5/2021 13H,3736
07/5/2021 12H,3222
07/5/2021 11H,2909
07/5/2021 10H,2860
07/5/2021 09H,2815
07/5/2021 08H,2652
07/5/2021 07H,2839
07/5/2021 06H,3128
07/5/2021 05H,3537
07/5/2021 04H,4381
07/5/2021 03H,4914
07/5/2021 02H,5256
07/5/2021 01H,5170
07/5/2021 00H,4977
07/4/2021 23H,4713
07/4/2021 22H,4546
07/4/2021 21H,4713
07/4/2021 20H,4549
07/4/2021 19H,4546
07/4/2021 18H,4678
07/4/2021 17H,4582
07/4/2021 16H,4343
07/4/2021 15H,3801
07/4/2021 14H,3267
07/4/2021 13H,2827
07/4/2021 12H,2497
07/4/2021 11H,2414
07/4/2021 10H,2482
07/4/2021 09H,2462
07/4/2021 08H,2567
07/4/2021 07H,2608
07/4/2021 06H,2733
07/4/2021 05H,2986
07/4/2021 04H,3528
07/4/2021 03H,4304
07/4/2021 02H,4747
07/4/2021 01H,5137
07/4/2021 00H,4692
07/3/2021 23H,4871
07/3/2021 22H,4909
07/3/2021 21H,4949
07/3/2021 20H,4943
07/3/2021 19H,4913
07/3/2021 18H,5156
07/3/2021 17H,5095
07/3/2021 16H,4843
07/3/2021 15H,4696
07/3/2021 14H,4233
07/3/2021 13H,3789
07/3/2021 12H,3200
07/3/2021 11H,3046
07/3/2021 10H,3143
07/3/2021 09H,2999
07/3/2021 08H,3135
07/3/2021 07H,3094
07/3/2021 06H,3085
07/3/2021 05H,3527
07/3/2021 04H,4068
07/3/2021 03H,4781
07/3/2021 02H,5672
07/3/2021 01H,6254
07/3/2021 00H,6432
07/2/2021 23H,7253
07/2/2021 22H,7627
07/2/2021 21H,7688
07/2/2021 20H,7673
07/2/2021 19H,7938
07/2/2021 18H,8397
07/2/2021 17H,8797
07/2/2021 16H,8916
07/2/2021 15H,8612
07/2/2021 14H,8176
07/2/2021 13H,7596
07/2/2021 12H,7155
07/2/2021 11H,6313
07/2/2021 10H,5431
07/2/2021 09H,5178
07/2/2021 08H,5194
07/2/2021 07H,5294
07/2/2021 06H,5551
07/2/2021 05H,5895
07/2/2021 04H,6768
07/2/2021 03H,7761
07/2/2021 02H,9336
07/2/2021 01H,9779
07/2/2021 00H,10014
07/1/2021 23H,10541
07/1/2021 22H,11052
07/1/2021 21H,11179
07/1/2021 20H,11367
07/1/2021 19H,11566
07/1/2021 18H,11703
07/1/2021 17H,11569
07/1/2021 16H,11075
07/1/2021 15H,10873
07/1/2021 14H,10181
07/1/2021 13H,9447
07/1/2021 12H,8306
07/1/2021 11H,7552
07/1/2021 10H,6750
07/1/2021 09H,6677
07/1/2021 08H,6846
07/1/2021 07H,7330
07/1/2021 06H,7528
07/1/2021 05H,7729
07/1/2021 04H,8850
07/1/2021 03H,10353
07/1/2021 02H,11752
07/1/2021 01H,12977
07/1/2021 00H,13552
06/30/2021 23H,14095
06/30/2021 22H,14709
06/30/2021 21H,14662
06/30/2021 20H,14531
06/30/2021 19H,14563
06/30/2021 18H,13900
06/30/2021 17H,13683
06/30/2021 16H,13582
06/30/2021 15H,12862
06/30/2021 14H,12181
06/30/2021 13H,12026
06/30/2021 12H,11754
06/30/2021 11H,10561
06/30/2021 10H,9518
06/30/2021 09H,8964
06/30/2021 08H,9022
06/30/2021 07H,9486
06/30/2021 06H,9872
06/30/2021 05H,10241
06/30/2021 04H,11134
06/30/2021 03H,12614
06/30/2021 02H,14316
06/30/2021 01H,15059
06/30/2021 00H,15574
06/29/2021 23H,15607
06/29/2021 22H,15484
06/29/2021 21H,15197
06/29/2021 20H,15247
06/29/2021 19H,14966
06/29/2021 18H,14713
06/29/2021 17H,14096
06/29/2021 16H,13578
06/29/2021 15H,12735
06/29/2021 14H,12090
06/29/2021 13H,11523
06/29/2021 12H,11061
06/29/2021 11H,9754
06/29/2021 10H,8379
06/29/2021 09H,7724
06/29/2021 08H,7856
06/29/2021 07H,8450
06/29/2021 06H,8879
06/29/2021 05H,10009
06/29/2021 04H,11338
06/29/2021 03H,12829
06/29/2021 02H,14357
06/29/2021 01H,15008
06/29/2021 00H,15410
06/28/2021 23H,15456
06/28/2021 22H,15482
06/28/2021 21H,14835
06/28/2021 20H,14894
06/28/2021 19H,15068
06/28/2021 18H,14835
06/28/2021 17H,13998
06/28/2021 16H,13408
06/28/2021 15H,12606
06/28/2021 14H,11959
06/28/2021 13H,11176
06/28/2021 12H,9882
06/28/2021 11H,8687
06/28/2021 10H,7711
06/28/2021 09H,7190
06/28/2021 08H,6899
06/28/2021 07H,7308
06/28/2021 06H,7675
06/28/2021 05H,7979
06/28/2021 04H,8692
06/28/2021 03H,10081
06/28/2021 02H,11213
06/28/2021 01H,11634
06/28/2021 00H,11497
06/27/2021 23H,11748
06/27/2021 22H,11850
06/27/2021 21H,11299
06/27/2021 20H,10789
06/27/2021 19H,10495
06/27/2021 18H,10118
06/27/2021 17H,9736
06/27/2021 16H,8692
