Net generation from natural gas for New England (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390112&sdid=EBA.NE-ALL.NG.NG.H
19:15:53 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NE-ALL.NG.NG.H megawatthours
06/27/2021 15H,7570
06/27/2021 14H,7158
06/27/2021 13H,6544
06/27/2021 12H,6125
06/27/2021 11H,5079
06/27/2021 10H,4374
06/27/2021 09H,4570
06/27/2021 08H,4833
06/27/2021 07H,4941
06/27/2021 06H,5332
06/27/2021 05H,6166
06/27/2021 04H,7107
06/27/2021 03H,8001
06/27/2021 02H,8967
06/27/2021 01H,9384
06/27/2021 00H,9496
06/26/2021 23H,9610
06/26/2021 22H,9625
06/26/2021 21H,9618
06/26/2021 20H,9564
06/26/2021 19H,9452
06/26/2021 18H,8782
06/26/2021 17H,8384
06/26/2021 16H,7912
06/26/2021 15H,7366
06/26/2021 14H,7053
06/26/2021 13H,6638
06/26/2021 12H,5849
06/26/2021 11H,5404
06/26/2021 10H,5114
06/26/2021 09H,4795
06/26/2021 08H,4756
06/26/2021 07H,4753
06/26/2021 06H,5042
06/26/2021 05H,5236
06/26/2021 04H,5528
06/26/2021 03H,6543
06/26/2021 02H,7216
06/26/2021 01H,7364
06/26/2021 00H,7450
06/25/2021 23H,7639
06/25/2021 22H,7595
06/25/2021 21H,7619
06/25/2021 20H,7790
06/25/2021 19H,7568
06/25/2021 18H,7639
06/25/2021 17H,7373
06/25/2021 16H,7019
06/25/2021 15H,6756
06/25/2021 14H,6520
06/25/2021 13H,6293
06/25/2021 12H,5696
06/25/2021 11H,5107
06/25/2021 10H,4459
06/25/2021 09H,4267
06/25/2021 08H,4088
06/25/2021 07H,4340
06/25/2021 06H,4340
06/25/2021 05H,4461
06/25/2021 04H,4571
06/25/2021 03H,5347
06/25/2021 02H,6425
06/25/2021 01H,6820
06/25/2021 00H,7016
06/24/2021 23H,7093
06/24/2021 22H,6954
06/24/2021 21H,6509
06/24/2021 20H,5828
06/24/2021 19H,5587
06/24/2021 18H,5698
06/24/2021 17H,5272
06/24/2021 16H,5022
06/24/2021 15H,4805
06/24/2021 14H,4963
06/24/2021 13H,4963
06/24/2021 12H,4778
06/24/2021 11H,4393
06/24/2021 10H,3841
06/24/2021 09H,3561
06/24/2021 08H,3511
06/24/2021 07H,3613
06/24/2021 06H,3722
06/24/2021 05H,3932
06/24/2021 04H,4961
06/24/2021 03H,5604
06/24/2021 02H,6574
06/24/2021 01H,6891
06/24/2021 00H,7084
06/23/2021 23H,7036
06/23/2021 22H,6871
06/23/2021 21H,6572
06/23/2021 20H,5945
06/23/2021 19H,5614
06/23/2021 18H,5321
06/23/2021 17H,5070
06/23/2021 16H,4882
06/23/2021 15H,4896
06/23/2021 14H,4807
06/23/2021 13H,4757
06/23/2021 12H,4581
06/23/2021 11H,4641
06/23/2021 10H,3813
06/23/2021 09H,3488
06/23/2021 08H,3452
06/23/2021 07H,3558
06/23/2021 06H,3789
06/23/2021 05H,4180
06/23/2021 04H,4760
06/23/2021 03H,6024
06/23/2021 02H,7068
06/23/2021 01H,7519
06/23/2021 00H,7925
06/22/2021 23H,8581
06/22/2021 22H,8767
06/22/2021 21H,8729
06/22/2021 20H,9325
06/22/2021 19H,9972
06/22/2021 18H,10299
06/22/2021 17H,10178
06/22/2021 16H,10021
06/22/2021 15H,9489
06/22/2021 14H,8923
06/22/2021 13H,8789
06/22/2021 12H,8356
06/22/2021 11H,7610
06/22/2021 10H,6832
06/22/2021 09H,6439
06/22/2021 08H,6359
06/22/2021 07H,6187
06/22/2021 06H,6155
06/22/2021 05H,6727
06/22/2021 04H,7729
06/22/2021 03H,9424
06/22/2021 02H,11186
06/22/2021 01H,11864
06/22/2021 00H,11960
06/21/2021 23H,12027
06/21/2021 22H,11678
06/21/2021 21H,11479
06/21/2021 20H,11462
06/21/2021 19H,11828
06/21/2021 18H,11447
06/21/2021 17H,10876
06/21/2021 16H,10897
06/21/2021 15H,10314
06/21/2021 14H,9574
06/21/2021 13H,9138
06/21/2021 12H,8582
06/21/2021 11H,7642
06/21/2021 10H,6633
06/21/2021 09H,6215
06/21/2021 08H,6204
06/21/2021 07H,6352
06/21/2021 06H,6818
06/21/2021 05H,7284
06/21/2021 04H,8377
06/21/2021 03H,9501
06/21/2021 02H,11202
06/21/2021 01H,11376
06/21/2021 00H,11275
06/20/2021 23H,11283
06/20/2021 22H,10832
06/20/2021 21H,10340
06/20/2021 20H,9955
06/20/2021 19H,9152
06/20/2021 18H,8782
06/20/2021 17H,7921
06/20/2021 16H,7312
06/20/2021 15H,6629
06/20/2021 14H,5862
06/20/2021 13H,5185
06/20/2021 12H,4891
06/20/2021 11H,4849
06/20/2021 10H,4553
06/20/2021 09H,4752
06/20/2021 08H,4963
06/20/2021 07H,5196
06/20/2021 06H,5439
06/20/2021 05H,5893
06/20/2021 04H,6380
06/20/2021 03H,7683
06/20/2021 02H,8815
06/20/2021 01H,9303
06/20/2021 00H,9396
06/19/2021 23H,9345
06/19/2021 22H,9601
06/19/2021 21H,10026
06/19/2021 20H,9722
06/19/2021 19H,9707
06/19/2021 18H,8895
06/19/2021 17H,8312
06/19/2021 16H,7519
06/19/2021 15H,6717
06/19/2021 14H,6346
06/19/2021 13H,5678
06/19/2021 12H,5396
06/19/2021 11H,5278
06/19/2021 10H,5150
06/19/2021 09H,5268
06/19/2021 08H,5096
06/19/2021 07H,5133
06/19/2021 06H,5180
06/19/2021 05H,5499
06/19/2021 04H,6020
06/19/2021 03H,7273
06/19/2021 02H,8141
06/19/2021 01H,8637
06/19/2021 00H,8830
06/18/2021 23H,8833
06/18/2021 22H,9082
06/18/2021 21H,8885
06/18/2021 20H,8619
06/18/2021 19H,8325
06/18/2021 18H,7962
06/18/2021 17H,7354
06/18/2021 16H,7077
06/18/2021 15H,6652
06/18/2021 14H,6579
06/18/2021 13H,6479
06/18/2021 12H,6221
06/18/2021 11H,5678
06/18/2021 10H,5073
06/18/2021 09H,4975
06/18/2021 08H,4927
06/18/2021 07H,5111
06/18/2021 06H,5290
06/18/2021 05H,5557
06/18/2021 04H,5942
06/18/2021 03H,6905
06/18/2021 02H,7757
06/18/2021 01H,7914
06/18/2021 00H,7937
06/17/2021 23H,7963
06/17/2021 22H,7668
06/17/2021 21H,7516
06/17/2021 20H,7026
06/17/2021 19H,6551
06/17/2021 18H,6106
06/17/2021 17H,5778
06/17/2021 16H,5690
06/17/2021 15H,5794
06/17/2021 14H,5690
06/17/2021 13H,5946
06/17/2021 12H,5787
06/17/2021 11H,5116
06/17/2021 10H,4713
06/17/2021 09H,4424
06/17/2021 08H,4557
06/17/2021 07H,4290
06/17/2021 06H,4500
06/17/2021 05H,4933
06/17/2021 04H,5708
06/17/2021 03H,6736
06/17/2021 02H,7644
06/17/2021 01H,7977
06/17/2021 00H,7998
06/16/2021 23H,7792
06/16/2021 22H,7526
06/16/2021 21H,7255
06/16/2021 20H,7053
06/16/2021 19H,6612
06/16/2021 18H,6287
06/16/2021 17H,6123
06/16/2021 16H,6100
06/16/2021 15H,6148
06/16/2021 14H,6134
06/16/2021 13H,6260
06/16/2021 12H,6284
06/16/2021 11H,6014
06/16/2021 10H,5513
06/16/2021 09H,5072
06/16/2021 08H,4863
06/16/2021 07H,5066
06/16/2021 06H,5350
06/16/2021 05H,5804
06/16/2021 04H,6352
06/16/2021 03H,7428
06/16/2021 02H,8475
06/16/2021 01H,9124
06/16/2021 00H,9337
06/15/2021 23H,9274
06/15/2021 22H,9353
06/15/2021 21H,9034
06/15/2021 20H,9022
06/15/2021 19H,9137
06/15/2021 18H,9151
06/15/2021 17H,8681
06/15/2021 16H,8401
06/15/2021 15H,8246
06/15/2021 14H,7936
06/15/2021 13H,7483
06/15/2021 12H,7320
06/15/2021 11H,6663
06/15/2021 10H,5566
06/15/2021 09H,5249
06/15/2021 08H,5076
06/15/2021 07H,5127
06/15/2021 06H,5244
06/15/2021 05H,5666
06/15/2021 04H,5961
06/15/2021 03H,6784
06/15/2021 02H,7953
06/15/2021 01H,8233
06/15/2021 00H,8240
06/14/2021 23H,8360
06/14/2021 22H,8202
06/14/2021 21H,8132
06/14/2021 20H,8192
06/14/2021 19H,8418
06/14/2021 18H,8403
06/14/2021 17H,8571
06/14/2021 16H,8534
06/14/2021 15H,8613
06/14/2021 14H,8346
06/14/2021 13H,8018
06/14/2021 12H,7510
06/14/2021 11H,6412
06/14/2021 10H,5574
06/14/2021 09H,5500
06/14/2021 08H,5279
06/14/2021 07H,5410
06/14/2021 06H,5688
06/14/2021 05H,6131
06/14/2021 04H,6218
06/14/2021 03H,7062
06/14/2021 02H,8213
06/14/2021 01H,8434
06/14/2021 00H,8479
06/13/2021 23H,8238
06/13/2021 22H,8119
06/13/2021 21H,7932
06/13/2021 20H,7786
06/13/2021 19H,7491
06/13/2021 18H,7123
06/13/2021 17H,6499
06/13/2021 16H,6124
06/13/2021 15H,6159
06/13/2021 14H,6115
06/13/2021 13H,5793
06/13/2021 12H,5251
06/13/2021 11H,5071
06/13/2021 10H,5244
06/13/2021 09H,5449
06/13/2021 08H,5569
06/13/2021 07H,5853
06/13/2021 06H,5934
06/13/2021 05H,6358
06/13/2021 04H,6511
06/13/2021 03H,7093
06/13/2021 02H,7509
06/13/2021 01H,7494
06/13/2021 00H,7593
06/12/2021 23H,7595
06/12/2021 22H,7306
06/12/2021 21H,6942
06/12/2021 20H,6992
06/12/2021 19H,6914
06/12/2021 18H,6934
06/12/2021 17H,7111
06/12/2021 16H,7119
06/12/2021 15H,7055
06/12/2021 14H,7078
06/12/2021 13H,6973
06/12/2021 12H,6644
06/12/2021 11H,6285
06/12/2021 10H,6213
06/12/2021 09H,6262
06/12/2021 08H,6292
06/12/2021 07H,6345
06/12/2021 06H,6319
06/12/2021 05H,6434
06/12/2021 04H,6753
06/12/2021 03H,7628
06/12/2021 02H,8058
06/12/2021 01H,8268
06/12/2021 00H,8212
06/11/2021 23H,8246
06/11/2021 22H,8150
06/11/2021 21H,8255
06/11/2021 20H,8247
06/11/2021 19H,8064
06/11/2021 18H,7971
06/11/2021 17H,7934
06/11/2021 16H,7780
06/11/2021 15H,7474
06/11/2021 14H,7310
06/11/2021 13H,7201
06/11/2021 12H,7013
06/11/2021 11H,6521
06/11/2021 10H,6195
06/11/2021 09H,6287
06/11/2021 08H,6243
06/11/2021 07H,6216
06/11/2021 06H,6334
06/11/2021 05H,6337
06/11/2021 04H,7065
06/11/2021 03H,8214
06/11/2021 02H,9513
06/11/2021 01H,9794
06/11/2021 00H,10097
06/10/2021 23H,10321
06/10/2021 22H,10184
06/10/2021 21H,10079
06/10/2021 20H,9506
06/10/2021 19H,9292
06/10/2021 18H,8972
06/10/2021 17H,8324
06/10/2021 16H,8050
06/10/2021 15H,7810
06/10/2021 14H,7569
06/10/2021 13H,7748
06/10/2021 12H,7774
06/10/2021 11H,7233
06/10/2021 10H,6796
06/10/2021 09H,6569
06/10/2021 08H,6578
06/10/2021 07H,6691
06/10/2021 06H,6897
06/10/2021 05H,7243
06/10/2021 04H,8057
06/10/2021 03H,9760
06/10/2021 02H,11607
06/10/2021 01H,12491
06/10/2021 00H,12781
06/9/2021 23H,12837
06/9/2021 22H,13003
06/9/2021 21H,13086
06/9/2021 20H,13059
06/9/2021 19H,13008
06/9/2021 18H,12690
06/9/2021 17H,12154
06/9/2021 16H,11749
06/9/2021 15H,10798
06/9/2021 14H,10077
06/9/2021 13H,9412
06/9/2021 12H,8831
06/9/2021 11H,7973
06/9/2021 10H,6711
06/9/2021 09H,6294
06/9/2021 08H,6118
06/9/2021 07H,6176
06/9/2021 06H,6587
06/9/2021 05H,7433
06/9/2021 04H,8522
06/9/2021 03H,10178
06/9/2021 02H,11638
06/9/2021 01H,12363
06/9/2021 00H,12661
06/8/2021 23H,12906
06/8/2021 22H,13366
06/8/2021 21H,13854
06/8/2021 20H,13805
06/8/2021 19H,13966
06/8/2021 18H,13908
06/8/2021 17H,12988
06/8/2021 16H,12605
06/8/2021 15H,11776
06/8/2021 14H,11028
06/8/2021 13H,10501
06/8/2021 12H,9683
06/8/2021 11H,8569
06/8/2021 10H,7512
06/8/2021 09H,7233
06/8/2021 08H,7284
06/8/2021 07H,7468
06/8/2021 06H,7786
06/8/2021 05H,8385
06/8/2021 04H,9166
06/8/2021 03H,10352
06/8/2021 02H,11747
06/8/2021 01H,12746
06/8/2021 00H,13545
06/7/2021 23H,14062
06/7/2021 22H,14004
06/7/2021 21H,13846
06/7/2021 20H,13713
06/7/2021 19H,13320
06/7/2021 18H,13260
06/7/2021 17H,12584
06/7/2021 16H,12105
06/7/2021 15H,11148
06/7/2021 14H,10506
06/7/2021 13H,9689
06/7/2021 12H,8858
06/7/2021 11H,7636
06/7/2021 10H,6166
06/7/2021 09H,6039
06/7/2021 08H,6172
06/7/2021 07H,6268
06/7/2021 06H,6751
06/7/2021 05H,7355
06/7/2021 04H,8370
06/7/2021 03H,9630
06/7/2021 02H,11314
06/7/2021 01H,12260
06/7/2021 00H,12610
06/6/2021 23H,12590
06/6/2021 22H,12653
06/6/2021 21H,12369
06/6/2021 20H,11638
06/6/2021 19H,10932
06/6/2021 18H,10490
06/6/2021 17H,9830
06/6/2021 16H,8943
06/6/2021 15H,7739
06/6/2021 14H,6992
06/6/2021 13H,5980
06/6/2021 12H,4923
06/6/2021 11H,4543
06/6/2021 10H,4423
06/6/2021 09H,4725
06/6/2021 08H,4979
06/6/2021 07H,5322
06/6/2021 06H,5859
06/6/2021 05H,6518
06/6/2021 04H,7313
06/6/2021 03H,8396
06/6/2021 02H,9702
06/6/2021 01H,9633
06/6/2021 00H,9864
06/5/2021 23H,9913
06/5/2021 22H,10038
06/5/2021 21H,9802
06/5/2021 20H,9410
06/5/2021 19H,8674
06/5/2021 18H,7864
06/5/2021 17H,7060
06/5/2021 16H,6292
06/5/2021 15H,5862
06/5/2021 14H,5364
06/5/2021 13H,5127
06/5/2021 12H,5066
06/5/2021 11H,4465
06/5/2021 10H,4286
06/5/2021 09H,4359
06/5/2021 08H,4492
06/5/2021 07H,4329
06/5/2021 06H,4878
06/5/2021 05H,5434
06/5/2021 04H,6065
06/5/2021 03H,6997
06/5/2021 02H,7730
06/5/2021 01H,7924
06/5/2021 00H,8148
06/4/2021 23H,8010
06/4/2021 22H,8288
06/4/2021 21H,8187
06/4/2021 20H,8010
06/4/2021 19H,8054
06/4/2021 18H,7820
06/4/2021 17H,7789
06/4/2021 16H,7864
06/4/2021 15H,7678
06/4/2021 14H,7396
06/4/2021 13H,7038
06/4/2021 12H,6130
06/4/2021 11H,5228
06/4/2021 10H,4526
06/4/2021 09H,4234
06/4/2021 08H,4105
06/4/2021 07H,4163
06/4/2021 06H,4378
06/4/2021 05H,4876
06/4/2021 04H,5008
06/4/2021 03H,5236
06/4/2021 02H,6306
06/4/2021 01H,6640
06/4/2021 00H,6759
06/3/2021 23H,6723
06/3/2021 22H,6682
06/3/2021 21H,6616
06/3/2021 20H,6564
06/3/2021 19H,6334
06/3/2021 18H,6279
06/3/2021 17H,5888
06/3/2021 16H,5559
06/3/2021 15H,5843
06/3/2021 14H,5913
06/3/2021 13H,6011
06/3/2021 12H,5699
06/3/2021 11H,4955
06/3/2021 10H,4194
06/3/2021 09H,3888
06/3/2021 08H,4070
06/3/2021 07H,4135
06/3/2021 06H,4184
06/3/2021 05H,3957
06/3/2021 04H,4318
06/3/2021 03H,5432
06/3/2021 02H,6480
06/3/2021 01H,6907
06/3/2021 00H,6671
06/2/2021 23H,6766
06/2/2021 22H,6883
06/2/2021 21H,6786
06/2/2021 20H,6644
06/2/2021 19H,6185
06/2/2021 18H,6082
06/2/2021 17H,5767
06/2/2021 16H,5342
06/2/2021 15H,4896
06/2/2021 14H,4693
06/2/2021 13H,4631
06/2/2021 12H,4481
06/2/2021 11H,4310
06/2/2021 10H,3445
06/2/2021 09H,3154
06/2/2021 08H,3039
06/2/2021 07H,2951
06/2/2021 06H,3162
06/2/2021 05H,3513
06/2/2021 04H,3844
06/2/2021 03H,4672
06/2/2021 02H,5632
06/2/2021 01H,5947
06/2/2021 00H,5788
06/1/2021 23H,5691
06/1/2021 22H,5221
06/1/2021 21H,4688
06/1/2021 20H,4681
06/1/2021 19H,4300
06/1/2021 18H,4549
06/1/2021 17H,4823
06/1/2021 16H,4680
06/1/2021 15H,4714
06/1/2021 14H,4969
06/1/2021 13H,4611
06/1/2021 12H,4295
06/1/2021 11H,3383
06/1/2021 10H,2881
06/1/2021 09H,2682
06/1/2021 08H,2534
06/1/2021 07H,2190
06/1/2021 06H,2041
06/1/2021 05H,2350
06/1/2021 04H,2830
06/1/2021 03H,3676
06/1/2021 02H,4487
06/1/2021 01H,4666
06/1/2021 00H,4285
05/31/2021 23H,4228
05/31/2021 22H,4680
05/31/2021 21H,4686
05/31/2021 20H,4518
05/31/2021 19H,4730
05/31/2021 18H,4863
05/31/2021 17H,5117
05/31/2021 16H,4934
05/31/2021 15H,4545
05/31/2021 14H,4364
05/31/2021 13H,4100
05/31/2021 12H,3653
05/31/2021 11H,3227
05/31/2021 10H,3156
05/31/2021 09H,2954
05/31/2021 08H,2842
05/31/2021 07H,2859
05/31/2021 06H,2892
05/31/2021 05H,3062
05/31/2021 04H,3462
05/31/2021 03H,4110
05/31/2021 02H,4727
05/31/2021 01H,4942
05/31/2021 00H,4950
05/30/2021 23H,4873
05/30/2021 22H,4980
05/30/2021 21H,4908
05/30/2021 20H,4983
05/30/2021 19H,4972
05/30/2021 18H,4930
05/30/2021 17H,4979
05/30/2021 16H,4951
05/30/2021 15H,4861
05/30/2021 14H,4843
05/30/2021 13H,4212
05/30/2021 12H,3627
05/30/2021 11H,3374
05/30/2021 10H,3189
05/30/2021 09H,3249
05/30/2021 08H,3335
05/30/2021 07H,3354
05/30/2021 06H,3341
05/30/2021 05H,3502
05/30/2021 04H,4133
05/30/2021 03H,4631
05/30/2021 02H,4916
05/30/2021 01H,5216
05/30/2021 00H,5111
05/29/2021 23H,5029
05/29/2021 22H,4947
05/29/2021 21H,5019
05/29/2021 20H,5069
05/29/2021 19H,5010
05/29/2021 18H,5049
05/29/2021 17H,5175
05/29/2021 16H,5182
05/29/2021 15H,5295
05/29/2021 14H,5294
05/29/2021 13H,4910
05/29/2021 12H,4291
05/29/2021 11H,3975
05/29/2021 10H,3629
05/29/2021 09H,3498
05/29/2021 08H,3396
05/29/2021 07H,3391
05/29/2021 06H,3396
05/29/2021 05H,3860
05/29/2021 04H,4043
05/29/2021 03H,4438
05/29/2021 02H,5281
05/29/2021 01H,5410
05/29/2021 00H,5331
05/28/2021 23H,5346
05/28/2021 22H,5596
05/28/2021 21H,5511
05/28/2021 20H,5558
05/28/2021 19H,5418
05/28/2021 18H,5499
05/28/2021 17H,5540
05/28/2021 16H,5528
05/28/2021 15H,4915
05/28/2021 14H,4564
05/28/2021 13H,5028
05/28/2021 12H,4888
05/28/2021 11H,4428
05/28/2021 10H,3926
05/28/2021 09H,3882
05/28/2021 08H,3773
05/28/2021 07H,4016
05/28/2021 06H,4101
05/28/2021 05H,4114
05/28/2021 04H,4987
05/28/2021 03H,6396
05/28/2021 02H,7149
05/28/2021 01H,7652
05/28/2021 00H,7849
05/27/2021 23H,8033
05/27/2021 22H,8187
05/27/2021 21H,8182
05/27/2021 20H,7936
05/27/2021 19H,7727
05/27/2021 18H,7536
05/27/2021 17H,7350
05/27/2021 16H,7218
05/27/2021 15H,7070
05/27/2021 14H,7108
05/27/2021 13H,7333
05/27/2021 12H,7068
05/27/2021 11H,6309
05/27/2021 10H,5391
05/27/2021 09H,5124
05/27/2021 08H,5110
05/27/2021 07H,5130
05/27/2021 06H,5451
05/27/2021 05H,5810
05/27/2021 04H,6348
05/27/2021 03H,7455
05/27/2021 02H,8662
05/27/2021 01H,9181
05/27/2021 00H,9619
05/26/2021 23H,9985
05/26/2021 22H,10244
05/26/2021 21H,10071
05/26/2021 20H,9567
05/26/2021 19H,9139
05/26/2021 18H,8518
05/26/2021 17H,7646
05/26/2021 16H,7160
05/26/2021 15H,6758
05/26/2021 14H,6359
05/26/2021 13H,5911
05/26/2021 12H,5284
05/26/2021 11H,5037
05/26/2021 10H,4218
05/26/2021 09H,3550
05/26/2021 08H,3273
05/26/2021 07H,3272
05/26/2021 06H,3552
05/26/2021 05H,3831
05/26/2021 04H,4379
05/26/2021 03H,5111
05/26/2021 02H,5931
05/26/2021 01H,6111
05/26/2021 00H,6056
05/25/2021 23H,6115
05/25/2021 22H,6085
05/25/2021 21H,5835
05/25/2021 20H,5335
05/25/2021 19H,4632
05/25/2021 18H,4252
05/25/2021 17H,4171
05/25/2021 16H,4225
05/25/2021 15H,4434
05/25/2021 14H,4508
05/25/2021 13H,4757
05/25/2021 12H,4636
05/25/2021 11H,4009
05/25/2021 10H,3648
05/25/2021 09H,3464
05/25/2021 08H,3373
05/25/2021 07H,3481
05/25/2021 06H,3422
05/25/2021 05H,3410
05/25/2021 04H,3931
05/25/2021 03H,4771
05/25/2021 02H,5896
05/25/2021 01H,6166
05/25/2021 00H,6171
05/24/2021 23H,6320
05/24/2021 22H,6115
05/24/2021 21H,5609
05/24/2021 20H,5422
05/24/2021 19H,5140
05/24/2021 18H,4933
05/24/2021 17H,4972
05/24/2021 16H,4995
05/24/2021 15H,5077
05/24/2021 14H,4984
05/24/2021 13H,5051
05/24/2021 12H,5158
05/24/2021 11H,4851
05/24/2021 10H,4822
05/24/2021 09H,4559
05/24/2021 08H,4395
05/24/2021 07H,4507
05/24/2021 06H,4692
05/24/2021 05H,4965
05/24/2021 04H,5158
05/24/2021 03H,6239
05/24/2021 02H,6972
05/24/2021 01H,7422
05/24/2021 00H,7506
05/23/2021 23H,7655
05/23/2021 22H,7679
05/23/2021 21H,7589
05/23/2021 20H,7397
05/23/2021 19H,7449
05/23/2021 18H,7279
05/23/2021 17H,6898
05/23/2021 16H,6205
05/23/2021 15H,5950
05/23/2021 14H,5705
05/23/2021 13H,5425
05/23/2021 12H,4908
05/23/2021 11H,4576
05/23/2021 10H,4449
05/23/2021 09H,4650
05/23/2021 08H,4694
05/23/2021 07H,4827
05/23/2021 06H,4933
05/23/2021 05H,5124
05/23/2021 04H,5652
05/23/2021 03H,6605
05/23/2021 02H,7239
05/23/2021 01H,7446
05/23/2021 00H,7320
05/22/2021 23H,7293
05/22/2021 22H,7262
05/22/2021 21H,7056
05/22/2021 20H,7159
05/22/2021 19H,6795
05/22/2021 18H,6328
05/22/2021 17H,5792
05/22/2021 16H,5495
05/22/2021 15H,5179
05/22/2021 14H,4621
05/22/2021 13H,4452
05/22/2021 12H,4083
05/22/2021 11H,4033
05/22/2021 10H,3801
05/22/2021 09H,3760
05/22/2021 08H,3823
05/22/2021 07H,3746
05/22/2021 06H,3743
05/22/2021 05H,4308
05/22/2021 04H,4821
05/22/2021 03H,5631
05/22/2021 02H,6864
05/22/2021 01H,6968
05/22/2021 00H,7015
05/21/2021 23H,7036
05/21/2021 22H,6958
05/21/2021 21H,6712
05/21/2021 20H,6269
05/21/2021 19H,5934
05/21/2021 18H,5774
05/21/2021 17H,5386
05/21/2021 16H,5110
05/21/2021 15H,5048
05/21/2021 14H,5169
05/21/2021 13H,5330
05/21/2021 12H,5197
05/21/2021 11H,4758
05/21/2021 10H,4041
05/21/2021 09H,3646
05/21/2021 08H,3720
05/21/2021 07H,3746
05/21/2021 06H,3866
05/21/2021 05H,4015
05/21/2021 04H,4193
05/21/2021 03H,5375
05/21/2021 02H,6740
05/21/2021 01H,7077
05/21/2021 00H,6923
05/20/2021 23H,6958
05/20/2021 22H,6700
05/20/2021 21H,6323
05/20/2021 20H,6066
05/20/2021 19H,5905
05/20/2021 18H,5761
05/20/2021 17H,5360
05/20/2021 16H,5118
05/20/2021 15H,5073
05/20/2021 14H,5262
05/20/2021 13H,5241
05/20/2021 12H,5166
05/20/2021 11H,4970
05/20/2021 10H,4169
05/20/2021 09H,3818
05/20/2021 08H,3754
05/20/2021 07H,3835
05/20/2021 06H,4220
05/20/2021 05H,4639
05/20/2021 04H,4533
05/20/2021 03H,5860
05/20/2021 02H,6910
05/20/2021 01H,7527
05/20/2021 00H,7134
05/19/2021 23H,7218
05/19/2021 22H,7286
05/19/2021 21H,7236
05/19/2021 20H,6498
05/19/2021 19H,5831
05/19/2021 18H,5467
05/19/2021 17H,5021
05/19/2021 16H,4922
05/19/2021 15H,5087
05/19/2021 14H,5122
05/19/2021 13H,5210
05/19/2021 12H,5044
05/19/2021 11H,4864
05/19/2021 10H,4155
05/19/2021 09H,3786
05/19/2021 08H,3497
05/19/2021 07H,3589
05/19/2021 06H,3926
05/19/2021 05H,4082
05/19/2021 04H,4205
05/19/2021 03H,4949
05/19/2021 02H,6117
05/19/2021 01H,6409
05/19/2021 00H,6427
05/18/2021 23H,6341
05/18/2021 22H,6063
05/18/2021 21H,5394
05/18/2021 20H,4862
05/18/2021 19H,4915
05/18/2021 18H,4692
05/18/2021 17H,4716
05/18/2021 16H,4486
05/18/2021 15H,4577
05/18/2021 14H,4996
05/18/2021 13H,5136
05/18/2021 12H,4948
05/18/2021 11H,4324
05/18/2021 10H,3713
05/18/2021 09H,3432
05/18/2021 08H,3191
05/18/2021 07H,3381
05/18/2021 06H,3620
05/18/2021 05H,3732
05/18/2021 04H,3829
05/18/2021 03H,4497
05/18/2021 02H,5510
05/18/2021 01H,5866
05/18/2021 00H,5855
05/17/2021 23H,6015
05/17/2021 22H,5842
05/17/2021 21H,5517
05/17/2021 20H,5475
05/17/2021 19H,5366
05/17/2021 18H,5303
05/17/2021 17H,5227
05/17/2021 16H,4786
05/17/2021 15H,4631
05/17/2021 14H,4822
05/17/2021 13H,4554
05/17/2021 12H,4514
05/17/2021 11H,4209
05/17/2021 10H,3593
05/17/2021 09H,3313
05/17/2021 08H,3207
05/17/2021 07H,3228
05/17/2021 06H,3253
05/17/2021 05H,3288
05/17/2021 04H,3574
05/17/2021 03H,4009
05/17/2021 02H,4578
05/17/2021 01H,4948
05/17/2021 00H,4893
05/16/2021 23H,4781
05/16/2021 22H,4562
05/16/2021 21H,4222
05/16/2021 20H,3965
05/16/2021 19H,3666
05/16/2021 18H,3763
05/16/2021 17H,3589
05/16/2021 16H,2941
05/16/2021 15H,2842
05/16/2021 14H,3098
05/16/2021 13H,3021
05/16/2021 12H,2735
05/16/2021 11H,2561
05/16/2021 10H,2452
05/16/2021 09H,2556
05/16/2021 08H,2487
05/16/2021 07H,2516
05/16/2021 06H,2743
05/16/2021 05H,3129
05/16/2021 04H,3947
05/16/2021 03H,4223
05/16/2021 02H,4939
05/16/2021 01H,4981
05/16/2021 00H,4939
05/15/2021 23H,4817
05/15/2021 22H,4501
05/15/2021 21H,4187
05/15/2021 20H,4042
05/15/2021 19H,3803
05/15/2021 18H,3784
05/15/2021 17H,3739
05/15/2021 16H,3231
05/15/2021 15H,3222
05/15/2021 14H,3554
05/15/2021 13H,3596
05/15/2021 12H,3851
05/15/2021 11H,3896
05/15/2021 10H,3649
05/15/2021 09H,3584
05/15/2021 08H,3588
05/15/2021 07H,3790
05/15/2021 06H,4068
05/15/2021 05H,4236
05/15/2021 04H,4212
05/15/2021 03H,4806
05/15/2021 02H,5206
05/15/2021 01H,5415
05/15/2021 00H,5489
05/14/2021 23H,5238
05/14/2021 22H,4757
05/14/2021 21H,4882
05/14/2021 20H,5057
05/14/2021 19H,5080
05/14/2021 18H,4720
05/14/2021 17H,4336
05/14/2021 16H,4052
05/14/2021 15H,4168
05/14/2021 14H,4525
05/14/2021 13H,4702
05/14/2021 12H,4844
05/14/2021 11H,4649
05/14/2021 10H,3928
05/14/2021 09H,3636
05/14/2021 08H,3484
05/14/2021 07H,3433
