Net generation from wind for New England (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390112&sdid=EBA.NE-ALL.NG.WND.H
19:16:29 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NE-ALL.NG.WND.H megawatthours
10/24/2019 14H,396
10/24/2019 13H,514
10/24/2019 12H,652
10/24/2019 11H,710
10/24/2019 10H,776
10/24/2019 09H,826
10/24/2019 08H,836
10/24/2019 07H,906
10/24/2019 06H,928
10/24/2019 05H,923
10/24/2019 04H,948
10/24/2019 03H,917
10/24/2019 02H,984
10/24/2019 01H,970
10/24/2019 00H,987
10/23/2019 23H,941
10/23/2019 22H,907
10/23/2019 21H,866
10/23/2019 20H,726
10/23/2019 19H,713
10/23/2019 18H,644
10/23/2019 17H,588
10/23/2019 16H,470
10/23/2019 15H,453
10/23/2019 14H,429
10/23/2019 13H,471
10/23/2019 12H,486
10/23/2019 11H,646
10/23/2019 10H,732
10/23/2019 09H,744
10/23/2019 08H,726
10/23/2019 07H,739
10/23/2019 06H,766
10/23/2019 05H,771
10/23/2019 04H,829
10/23/2019 03H,852
10/23/2019 02H,850
10/23/2019 01H,847
10/23/2019 00H,842
10/22/2019 23H,796
10/22/2019 22H,643
10/22/2019 21H,567
10/22/2019 20H,514
10/22/2019 19H,481
10/22/2019 18H,484
10/22/2019 17H,488
10/22/2019 16H,462
10/22/2019 15H,471
10/22/2019 14H,553
10/22/2019 13H,552
10/22/2019 12H,532
10/22/2019 11H,531
10/22/2019 10H,508
10/22/2019 09H,515
10/22/2019 08H,498
10/22/2019 07H,463
10/22/2019 06H,423
10/22/2019 05H,352
10/22/2019 04H,331
10/22/2019 03H,283
10/22/2019 02H,212
10/22/2019 01H,141
10/22/2019 00H,120
10/21/2019 23H,103
10/21/2019 22H,57
10/21/2019 21H,35
10/21/2019 20H,51
10/21/2019 19H,56
10/21/2019 18H,58
10/21/2019 17H,51
10/21/2019 16H,48
10/21/2019 15H,63
10/21/2019 14H,92
10/21/2019 13H,145
10/21/2019 12H,164
10/21/2019 11H,144
10/21/2019 10H,125
10/21/2019 09H,110
10/21/2019 08H,108
10/21/2019 07H,109
10/21/2019 06H,104
10/21/2019 05H,91
10/21/2019 04H,101
10/21/2019 03H,108
10/21/2019 02H,110
10/21/2019 01H,140
10/21/2019 00H,142
10/20/2019 23H,119
10/20/2019 22H,96
10/20/2019 21H,62
10/20/2019 20H,60
10/20/2019 19H,69
10/20/2019 18H,81
10/20/2019 17H,97
10/20/2019 16H,100
10/20/2019 15H,92
10/20/2019 14H,89
10/20/2019 13H,108
10/20/2019 12H,103
10/20/2019 11H,98
10/20/2019 10H,102
10/20/2019 09H,104
10/20/2019 08H,105
10/20/2019 07H,115
10/20/2019 06H,158
10/20/2019 05H,189
10/20/2019 04H,184
10/20/2019 03H,229
10/20/2019 02H,308
10/20/2019 01H,422
10/20/2019 00H,472
10/19/2019 23H,410
10/19/2019 22H,367
10/19/2019 21H,420
10/19/2019 20H,422
10/19/2019 19H,428
10/19/2019 18H,437
10/19/2019 17H,450
10/19/2019 16H,515
10/19/2019 15H,562
10/19/2019 14H,566
10/19/2019 13H,654
10/19/2019 12H,789
10/19/2019 11H,772
10/19/2019 10H,769
10/19/2019 09H,711
10/19/2019 08H,727
10/19/2019 07H,775
10/19/2019 06H,804
10/19/2019 05H,831
10/19/2019 04H,826
10/19/2019 03H,830
10/19/2019 02H,874
10/19/2019 01H,871
10/19/2019 00H,888
10/18/2019 23H,888
10/18/2019 22H,877
10/18/2019 21H,873
10/18/2019 20H,833
10/18/2019 19H,832
10/18/2019 18H,894
10/18/2019 17H,933
10/18/2019 16H,923
10/18/2019 15H,913
10/18/2019 14H,893
10/18/2019 13H,855
10/18/2019 12H,890
10/18/2019 11H,943
10/18/2019 10H,969
10/18/2019 09H,916
10/18/2019 08H,909
10/18/2019 07H,790
10/18/2019 06H,709
10/18/2019 05H,656
10/18/2019 04H,588
10/18/2019 03H,503
10/18/2019 02H,476
10/18/2019 01H,449
10/18/2019 00H,387
10/17/2019 23H,345
10/17/2019 22H,350
10/17/2019 21H,389
10/17/2019 20H,588
10/17/2019 19H,790
10/17/2019 18H,830
10/17/2019 17H,908
10/17/2019 16H,954
10/17/2019 15H,968
10/17/2019 14H,957
10/17/2019 13H,988
10/17/2019 12H,965
10/17/2019 11H,940
10/17/2019 10H,961
10/17/2019 09H,971
10/17/2019 08H,950
10/17/2019 07H,931
10/17/2019 06H,887
10/17/2019 05H,876
10/17/2019 04H,829
10/17/2019 03H,772
10/17/2019 02H,770
10/17/2019 01H,699
10/17/2019 00H,652
10/16/2019 23H,676
10/16/2019 22H,667
10/16/2019 21H,682
10/16/2019 20H,660
10/16/2019 19H,601
10/16/2019 18H,456
10/16/2019 17H,380
10/16/2019 16H,322
10/16/2019 15H,292
10/16/2019 14H,269
10/16/2019 13H,293
10/16/2019 12H,276
10/16/2019 11H,203
10/16/2019 10H,152
10/16/2019 09H,127
10/16/2019 08H,113
10/16/2019 07H,100
10/16/2019 06H,95
10/16/2019 05H,110
10/16/2019 04H,133
10/16/2019 03H,162
10/16/2019 02H,141
10/16/2019 01H,145
10/16/2019 00H,143
10/15/2019 23H,164
10/15/2019 22H,158
10/15/2019 21H,199
10/15/2019 20H,231
10/15/2019 19H,265
10/15/2019 18H,291
10/15/2019 17H,262
10/15/2019 16H,267
10/15/2019 15H,274
10/15/2019 14H,240
10/15/2019 13H,303
10/15/2019 12H,391
10/15/2019 11H,376
10/15/2019 10H,345
10/15/2019 09H,338
10/15/2019 08H,343
10/15/2019 07H,376
10/15/2019 06H,432
10/15/2019 05H,426
10/15/2019 04H,417
10/15/2019 03H,455
10/15/2019 02H,469
10/15/2019 01H,423
10/15/2019 00H,401
10/14/2019 23H,291
10/14/2019 22H,324
10/14/2019 21H,341
10/14/2019 20H,305
10/14/2019 19H,273
10/14/2019 18H,284
10/14/2019 17H,280
10/14/2019 16H,211
10/14/2019 15H,220
10/14/2019 14H,248
10/14/2019 13H,259
10/14/2019 12H,263
10/14/2019 11H,201
10/14/2019 10H,158
10/14/2019 09H,142
10/14/2019 08H,179
10/14/2019 07H,171
10/14/2019 06H,160
10/14/2019 05H,178
10/14/2019 04H,141
10/14/2019 03H,142
10/14/2019 02H,130
10/14/2019 01H,77
10/14/2019 00H,45
10/13/2019 23H,25
10/13/2019 22H,9
10/13/2019 21H,12
10/13/2019 20H,23
10/13/2019 19H,48
10/13/2019 18H,66
10/13/2019 17H,87
10/13/2019 16H,119
10/13/2019 15H,165
10/13/2019 14H,246
10/13/2019 13H,344
10/13/2019 12H,415
10/13/2019 11H,427
10/13/2019 10H,420
10/13/2019 09H,387
10/13/2019 08H,338
10/13/2019 07H,303
10/13/2019 06H,214
10/13/2019 05H,162
10/13/2019 04H,126
10/13/2019 03H,82
10/13/2019 02H,71
10/13/2019 01H,56
10/13/2019 00H,79
10/12/2019 23H,78
10/12/2019 22H,76
10/12/2019 21H,81
10/12/2019 20H,103
10/12/2019 19H,113
10/12/2019 18H,141
10/12/2019 17H,205
10/12/2019 16H,239
10/12/2019 15H,253
10/12/2019 14H,318
10/12/2019 13H,388
10/12/2019 12H,420
10/12/2019 11H,493
10/12/2019 10H,572
10/12/2019 09H,604
10/12/2019 08H,593
10/12/2019 07H,617
10/12/2019 06H,580
10/12/2019 05H,639
10/12/2019 04H,731
10/12/2019 03H,751
10/12/2019 02H,795
10/12/2019 01H,846
10/12/2019 00H,823
10/11/2019 23H,715
10/11/2019 22H,640
10/11/2019 21H,606
10/11/2019 20H,609
10/11/2019 19H,606
10/11/2019 18H,568
10/11/2019 17H,582
10/11/2019 16H,616
10/11/2019 15H,561
10/11/2019 14H,597
10/11/2019 13H,665
10/11/2019 12H,726
10/11/2019 11H,735
10/11/2019 10H,738
10/11/2019 09H,721
10/11/2019 08H,706
10/11/2019 07H,722
10/11/2019 06H,734
10/11/2019 05H,743
10/11/2019 04H,746
10/11/2019 03H,724
10/11/2019 02H,671
10/11/2019 01H,634
10/11/2019 00H,616
10/10/2019 23H,534
10/10/2019 22H,417
10/10/2019 21H,334
10/10/2019 20H,329
10/10/2019 19H,285
10/10/2019 18H,291
10/10/2019 17H,313
10/10/2019 16H,378
10/10/2019 15H,475
10/10/2019 14H,539
10/10/2019 13H,592
10/10/2019 12H,590
10/10/2019 11H,551
10/10/2019 10H,486
10/10/2019 09H,442
10/10/2019 08H,423
10/10/2019 07H,466
10/10/2019 06H,512
10/10/2019 05H,525
10/10/2019 04H,521
10/10/2019 03H,537
10/10/2019 02H,482
10/10/2019 01H,446
10/10/2019 00H,374
10/9/2019 23H,312
10/9/2019 22H,221
10/9/2019 21H,162
10/9/2019 20H,153
10/9/2019 19H,161
10/9/2019 18H,173
10/9/2019 17H,194
10/9/2019 16H,227
10/9/2019 15H,258
10/9/2019 14H,329
10/9/2019 13H,398
10/9/2019 12H,446
10/9/2019 11H,462
10/9/2019 10H,477
10/9/2019 09H,448
10/9/2019 08H,396
10/9/2019 07H,366
10/9/2019 06H,346
10/9/2019 05H,335
10/9/2019 04H,333
10/9/2019 03H,310
10/9/2019 02H,271
10/9/2019 01H,285
10/9/2019 00H,276
10/8/2019 23H,233
10/8/2019 22H,193
10/8/2019 21H,193
10/8/2019 20H,211
10/8/2019 19H,257
10/8/2019 18H,287
10/8/2019 17H,326
10/8/2019 16H,322
10/8/2019 15H,323
10/8/2019 14H,357
10/8/2019 13H,355
10/8/2019 12H,377
10/8/2019 11H,377
10/8/2019 10H,282
10/8/2019 09H,276
10/8/2019 08H,321
10/8/2019 07H,334
10/8/2019 06H,339
10/8/2019 05H,337
10/8/2019 04H,317
10/8/2019 03H,264
10/8/2019 02H,208
10/8/2019 01H,191
10/8/2019 00H,188
10/7/2019 23H,197
10/7/2019 22H,205
10/7/2019 21H,235
10/7/2019 20H,278
10/7/2019 19H,313
10/7/2019 18H,435
10/7/2019 17H,434
10/7/2019 16H,472
10/7/2019 15H,500
10/7/2019 14H,552
10/7/2019 13H,542
10/7/2019 12H,504
10/7/2019 11H,452
10/7/2019 10H,461
10/7/2019 09H,505
10/7/2019 08H,554
10/7/2019 07H,570
10/7/2019 06H,596
10/7/2019 05H,642
10/7/2019 04H,690
10/7/2019 03H,705
10/7/2019 02H,704
10/7/2019 01H,748
10/7/2019 00H,740
10/6/2019 23H,701
10/6/2019 22H,672
10/6/2019 21H,665
10/6/2019 20H,697
10/6/2019 19H,682
10/6/2019 18H,705
10/6/2019 17H,683
10/6/2019 16H,654
10/6/2019 15H,577
10/6/2019 14H,572
10/6/2019 13H,598
10/6/2019 12H,532
10/6/2019 11H,449
10/6/2019 10H,413
10/6/2019 09H,316
10/6/2019 08H,255
10/6/2019 07H,272
10/6/2019 06H,224
10/6/2019 05H,213
10/6/2019 04H,182
10/6/2019 03H,208
10/6/2019 02H,206
10/6/2019 01H,190
10/6/2019 00H,137
10/5/2019 23H,79
10/5/2019 22H,82
10/5/2019 21H,131
10/5/2019 20H,206
10/5/2019 19H,234
10/5/2019 18H,232
10/5/2019 17H,242
10/5/2019 16H,273
10/5/2019 15H,325
10/5/2019 14H,366
10/5/2019 13H,369
10/5/2019 12H,500
10/5/2019 11H,613
10/5/2019 10H,662
10/5/2019 09H,699
10/5/2019 08H,716
10/5/2019 07H,709
10/5/2019 06H,727
10/5/2019 05H,765
10/5/2019 04H,802
10/5/2019 03H,838
10/5/2019 02H,884
10/5/2019 01H,845
10/5/2019 00H,841
10/4/2019 23H,810
10/4/2019 22H,894
10/4/2019 21H,930
10/4/2019 20H,882
10/4/2019 19H,820
10/4/2019 18H,749
10/4/2019 17H,638
10/4/2019 16H,544
10/4/2019 15H,426
10/4/2019 14H,341
10/4/2019 13H,271
10/4/2019 12H,236
10/4/2019 11H,178
10/4/2019 10H,103
10/4/2019 09H,94
10/4/2019 08H,115
10/4/2019 07H,137
10/4/2019 06H,178
10/4/2019 05H,205
10/4/2019 04H,224
10/4/2019 03H,216
10/4/2019 02H,181
10/4/2019 01H,170
10/4/2019 00H,55
10/3/2019 23H,55
10/3/2019 22H,45
10/3/2019 21H,48
10/3/2019 20H,37
10/3/2019 19H,34
10/3/2019 18H,45
10/3/2019 17H,73
10/3/2019 16H,95
10/3/2019 15H,167
10/3/2019 14H,191
10/3/2019 13H,162
10/3/2019 12H,255
10/3/2019 11H,312
10/3/2019 10H,282
10/3/2019 09H,249
10/3/2019 08H,303
10/3/2019 07H,306
10/3/2019 06H,280
10/3/2019 05H,260
10/3/2019 04H,265
10/3/2019 03H,326
10/3/2019 02H,398
10/3/2019 01H,472
10/3/2019 00H,430
10/2/2019 23H,401
10/2/2019 22H,474
10/2/2019 21H,457
10/2/2019 20H,428
10/2/2019 19H,429
10/2/2019 18H,411
10/2/2019 17H,387
10/2/2019 16H,390
10/2/2019 15H,426
10/2/2019 14H,518
10/2/2019 13H,593
10/2/2019 12H,611
10/2/2019 11H,722
10/2/2019 10H,787
10/2/2019 09H,734
10/2/2019 08H,672
10/2/2019 07H,604
10/2/2019 06H,615
10/2/2019 05H,584
10/2/2019 04H,646
10/2/2019 03H,672
10/2/2019 02H,610
10/2/2019 01H,613
10/2/2019 00H,527
10/1/2019 23H,502
10/1/2019 22H,445
10/1/2019 21H,379
10/1/2019 20H,341
10/1/2019 19H,246
10/1/2019 18H,206
10/1/2019 17H,202
10/1/2019 16H,194
10/1/2019 15H,165
10/1/2019 14H,174
10/1/2019 13H,166
10/1/2019 12H,176
10/1/2019 11H,176
10/1/2019 10H,187
10/1/2019 09H,171
10/1/2019 08H,171
10/1/2019 07H,169
10/1/2019 06H,199
10/1/2019 05H,225
10/1/2019 04H,185
10/1/2019 03H,142
10/1/2019 02H,123
10/1/2019 01H,102
10/1/2019 00H,56
09/30/2019 23H,26
09/30/2019 22H,12
09/30/2019 21H,6
09/30/2019 20H,6
09/30/2019 19H,10
09/30/2019 18H,16
09/30/2019 17H,16
09/30/2019 16H,18
09/30/2019 15H,33
09/30/2019 14H,73
09/30/2019 13H,151
09/30/2019 12H,226
09/30/2019 11H,245
09/30/2019 10H,264
09/30/2019 09H,344
09/30/2019 08H,339
09/30/2019 07H,338
09/30/2019 06H,345
09/30/2019 05H,387
09/30/2019 04H,386
09/30/2019 03H,485
09/30/2019 02H,544
09/30/2019 01H,564
09/30/2019 00H,557
09/29/2019 23H,485
09/29/2019 22H,429
09/29/2019 21H,462
09/29/2019 20H,550
09/29/2019 19H,559
09/29/2019 18H,508
09/29/2019 17H,474
09/29/2019 16H,503
09/29/2019 15H,603
09/29/2019 14H,707
09/29/2019 13H,738
09/29/2019 12H,822
09/29/2019 11H,725
09/29/2019 10H,657
09/29/2019 09H,639
09/29/2019 08H,633
09/29/2019 07H,586
09/29/2019 06H,428
09/29/2019 05H,361
09/29/2019 04H,397
09/29/2019 03H,432
09/29/2019 02H,405
09/29/2019 01H,416
09/29/2019 00H,416
09/28/2019 23H,404
09/28/2019 22H,377
09/28/2019 21H,428
09/28/2019 20H,445
09/28/2019 19H,379
09/28/2019 18H,324
09/28/2019 17H,305
09/28/2019 16H,319
09/28/2019 15H,285
09/28/2019 14H,326
09/28/2019 13H,383
09/28/2019 12H,350
09/28/2019 11H,291
09/28/2019 10H,269
09/28/2019 09H,335
09/28/2019 08H,366
09/28/2019 07H,387
09/28/2019 06H,434
09/28/2019 05H,511
09/28/2019 04H,523
09/28/2019 03H,475
09/28/2019 02H,345
09/28/2019 01H,277
09/28/2019 00H,152
09/27/2019 23H,56
09/27/2019 22H,35
09/27/2019 21H,41
09/27/2019 20H,68
09/27/2019 19H,148
09/27/2019 18H,297
09/27/2019 17H,357
09/27/2019 16H,413
09/27/2019 15H,488
09/27/2019 14H,489
09/27/2019 13H,534
09/27/2019 12H,598
09/27/2019 11H,605
09/27/2019 10H,568
09/27/2019 09H,677
09/27/2019 08H,741
09/27/2019 07H,709
09/27/2019 06H,654
09/27/2019 05H,642
09/27/2019 04H,578
09/27/2019 03H,564
09/27/2019 02H,509
09/27/2019 01H,467
09/27/2019 00H,484
09/26/2019 23H,591
09/26/2019 22H,660
09/26/2019 21H,646
09/26/2019 20H,660
09/26/2019 19H,614
09/26/2019 18H,577
09/26/2019 17H,439
09/26/2019 16H,347
09/26/2019 15H,259
09/26/2019 14H,258
09/26/2019 13H,341
09/26/2019 12H,378
09/26/2019 11H,358
09/26/2019 10H,322
09/26/2019 09H,293
09/26/2019 08H,261
09/26/2019 07H,247
09/26/2019 06H,239
09/26/2019 05H,209
09/26/2019 04H,179
09/26/2019 03H,181
09/26/2019 02H,154
09/26/2019 01H,123
09/26/2019 00H,133
09/25/2019 23H,98
09/25/2019 22H,91
09/25/2019 21H,99
09/25/2019 20H,134
09/25/2019 19H,158
09/25/2019 18H,195
09/25/2019 17H,205
09/25/2019 16H,216
09/25/2019 15H,247
09/25/2019 14H,274
09/25/2019 13H,282
09/25/2019 12H,313
09/25/2019 11H,265
09/25/2019 10H,222
09/25/2019 09H,235
09/25/2019 08H,177
09/25/2019 07H,222
09/25/2019 06H,231
09/25/2019 05H,269
09/25/2019 04H,323
09/25/2019 03H,364
09/25/2019 02H,433
09/25/2019 01H,474
09/25/2019 00H,449
09/24/2019 23H,432
09/24/2019 22H,459
09/24/2019 21H,436
09/24/2019 20H,381
09/24/2019 19H,298
09/24/2019 18H,262
09/24/2019 17H,244
09/24/2019 16H,252
09/24/2019 15H,321
09/24/2019 14H,357
09/24/2019 13H,373
09/24/2019 12H,350
09/24/2019 11H,329
09/24/2019 10H,434
09/24/2019 09H,349
09/24/2019 08H,340
09/24/2019 07H,319
09/24/2019 06H,282
09/24/2019 05H,305
09/24/2019 04H,305
09/24/2019 03H,240
09/24/2019 02H,206
09/24/2019 01H,208
09/24/2019 00H,245
09/23/2019 23H,252
09/23/2019 22H,283
09/23/2019 21H,295
09/23/2019 20H,293
09/23/2019 19H,291
09/23/2019 18H,375
09/23/2019 17H,391
09/23/2019 16H,403
09/23/2019 15H,486
09/23/2019 14H,608
09/23/2019 13H,672
09/23/2019 12H,731
09/23/2019 11H,761
09/23/2019 10H,798
09/23/2019 09H,821
09/23/2019 08H,818
09/23/2019 07H,855
09/23/2019 06H,798
09/23/2019 05H,767
09/23/2019 04H,821
09/23/2019 03H,783
09/23/2019 02H,775
09/23/2019 01H,738
09/23/2019 00H,662
09/22/2019 23H,520
09/22/2019 22H,421
09/22/2019 21H,365
09/22/2019 20H,330
09/22/2019 19H,316
09/22/2019 18H,275
09/22/2019 17H,208
09/22/2019 16H,161
09/22/2019 15H,160
09/22/2019 14H,202
09/22/2019 13H,272
09/22/2019 12H,304
09/22/2019 11H,249
09/22/2019 10H,175
09/22/2019 09H,112
09/22/2019 08H,84
09/22/2019 07H,73
09/22/2019 06H,74
09/22/2019 05H,81
09/22/2019 04H,65
09/22/2019 03H,49
09/22/2019 02H,34
09/22/2019 01H,28
09/22/2019 00H,24
09/21/2019 23H,30
09/21/2019 22H,51
09/21/2019 21H,61
09/21/2019 20H,72
09/21/2019 19H,72
09/21/2019 18H,81
09/21/2019 17H,85
09/21/2019 16H,94
09/21/2019 15H,100
09/21/2019 14H,124
09/21/2019 13H,217
09/21/2019 12H,253
09/21/2019 11H,330
09/21/2019 10H,360
09/21/2019 09H,392
09/21/2019 08H,446
09/21/2019 07H,556
09/21/2019 06H,628
09/21/2019 05H,698
09/21/2019 04H,759
09/21/2019 03H,784
09/21/2019 02H,805
09/21/2019 01H,786
09/21/2019 00H,656
09/20/2019 23H,499
09/20/2019 22H,421
09/20/2019 21H,309
09/20/2019 20H,226
09/20/2019 19H,165
09/20/2019 18H,148
09/20/2019 17H,164
09/20/2019 16H,208
09/20/2019 15H,292
09/20/2019 14H,372
09/20/2019 13H,443
09/20/2019 12H,488
09/20/2019 11H,520
09/20/2019 10H,491
09/20/2019 09H,410
09/20/2019 08H,329
09/20/2019 07H,253
09/20/2019 06H,219
09/20/2019 05H,169
09/20/2019 04H,136
09/20/2019 03H,113
09/20/2019 02H,90
09/20/2019 01H,62
09/20/2019 00H,45
09/19/2019 23H,47
09/19/2019 22H,23
09/19/2019 21H,9
09/19/2019 20H,3
09/19/2019 19H,1
09/19/2019 18H,3
09/19/2019 17H,4
09/19/2019 16H,6
09/19/2019 15H,9
09/19/2019 14H,19
09/19/2019 13H,46
09/19/2019 12H,85
09/19/2019 11H,70
09/19/2019 10H,45
09/19/2019 09H,35
09/19/2019 08H,35
09/19/2019 07H,36
09/19/2019 06H,47
09/19/2019 05H,50
09/19/2019 04H,51
09/19/2019 03H,53
09/19/2019 02H,45
09/19/2019 01H,42
09/19/2019 00H,41
09/18/2019 23H,43
09/18/2019 22H,57
09/18/2019 21H,64
09/18/2019 20H,67
09/18/2019 19H,69
09/18/2019 18H,74
09/18/2019 17H,68
09/18/2019 16H,65
09/18/2019 15H,72
09/18/2019 14H,69
09/18/2019 13H,105
09/18/2019 12H,184
09/18/2019 11H,199
09/18/2019 10H,156
09/18/2019 09H,129
09/18/2019 08H,113
09/18/2019 07H,102
09/18/2019 06H,124
09/18/2019 05H,146
09/18/2019 04H,134
09/18/2019 03H,136
09/18/2019 02H,165
09/18/2019 01H,208
09/18/2019 00H,201
09/17/2019 23H,207
09/17/2019 22H,244
09/17/2019 21H,237
09/17/2019 20H,245
09/17/2019 19H,250
09/17/2019 18H,235
09/17/2019 17H,198
09/17/2019 16H,187
09/17/2019 15H,198
09/17/2019 14H,178
09/17/2019 13H,200
09/17/2019 12H,252
09/17/2019 11H,290
09/17/2019 10H,359
09/17/2019 09H,373
09/17/2019 08H,351
09/17/2019 07H,355
09/17/2019 06H,350
09/17/2019 05H,372
09/17/2019 04H,426
09/17/2019 03H,504
09/17/2019 02H,505
09/17/2019 01H,476
09/17/2019 00H,395
09/16/2019 23H,401
09/16/2019 22H,407
09/16/2019 21H,408
09/16/2019 20H,432
09/16/2019 19H,452
09/16/2019 18H,525
09/16/2019 17H,518
09/16/2019 16H,552
09/16/2019 15H,532
09/16/2019 14H,526
09/16/2019 13H,495
09/16/2019 12H,605
09/16/2019 11H,606
09/16/2019 10H,599
09/16/2019 09H,522
09/16/2019 08H,495
09/16/2019 07H,475
09/16/2019 06H,463
09/16/2019 05H,531
09/16/2019 04H,566
09/16/2019 03H,587
09/16/2019 02H,607
09/16/2019 01H,665
09/16/2019 00H,587
09/15/2019 23H,536
09/15/2019 22H,468
09/15/2019 21H,503
09/15/2019 20H,541
09/15/2019 19H,538
09/15/2019 18H,547
09/15/2019 17H,555
09/15/2019 16H,574
09/15/2019 15H,547
09/15/2019 14H,495
09/15/2019 13H,449
09/15/2019 12H,532
09/15/2019 11H,561
09/15/2019 10H,560
09/15/2019 09H,516
09/15/2019 08H,515
09/15/2019 07H,514
09/15/2019 06H,526
09/15/2019 05H,556
09/15/2019 04H,559
09/15/2019 03H,510
09/15/2019 02H,540
09/15/2019 01H,586
09/15/2019 00H,647
09/14/2019 23H,691
09/14/2019 22H,707
09/14/2019 21H,694
09/14/2019 20H,697
09/14/2019 19H,711
09/14/2019 18H,680
09/14/2019 17H,752
09/14/2019 16H,801
09/14/2019 15H,815
09/14/2019 14H,819
09/14/2019 13H,811
09/14/2019 12H,820
09/14/2019 11H,801
09/14/2019 10H,775
09/14/2019 09H,734
09/14/2019 08H,698
09/14/2019 07H,723
09/14/2019 06H,706
09/14/2019 05H,714
09/14/2019 04H,689
09/14/2019 03H,662
09/14/2019 02H,614
09/14/2019 01H,482
09/14/2019 00H,359
09/13/2019 23H,225
09/13/2019 22H,187
09/13/2019 21H,146
09/13/2019 20H,124
09/13/2019 19H,83
09/13/2019 18H,83
09/13/2019 17H,112
09/13/2019 16H,157
09/13/2019 15H,172
09/13/2019 14H,150
09/13/2019 13H,244
09/13/2019 12H,379
09/13/2019 11H,403
09/13/2019 10H,379
09/13/2019 09H,342
09/13/2019 08H,343
09/13/2019 07H,347
09/13/2019 06H,375
09/13/2019 05H,401
09/13/2019 04H,408
09/13/2019 03H,395
09/13/2019 02H,393
09/13/2019 01H,343
09/13/2019 00H,221
09/12/2019 23H,142
09/12/2019 22H,126
09/12/2019 21H,136
09/12/2019 20H,139
09/12/2019 19H,105
09/12/2019 18H,109
09/12/2019 17H,120
09/12/2019 16H,162
09/12/2019 15H,211
09/12/2019 14H,238
09/12/2019 13H,233
09/12/2019 12H,211
09/12/2019 11H,269
09/12/2019 10H,353
09/12/2019 09H,283
09/12/2019 08H,251
09/12/2019 07H,265
09/12/2019 06H,274
09/12/2019 05H,276
09/12/2019 04H,332
09/12/2019 03H,372
09/12/2019 02H,412
09/12/2019 01H,451
09/12/2019 00H,430
09/11/2019 23H,408
09/11/2019 22H,432
09/11/2019 21H,527
09/11/2019 20H,574
09/11/2019 19H,562
09/11/2019 18H,491
09/11/2019 17H,440
09/11/2019 16H,450
09/11/2019 15H,478
09/11/2019 14H,491
09/11/2019 13H,507
09/11/2019 12H,546
09/11/2019 11H,553
09/11/2019 10H,588
09/11/2019 09H,533
09/11/2019 08H,549
09/11/2019 07H,532
09/11/2019 06H,502
09/11/2019 05H,454
09/11/2019 04H,382
09/11/2019 03H,399
09/11/2019 02H,407
09/11/2019 01H,361
09/11/2019 00H,285
09/10/2019 23H,212
09/10/2019 22H,141
09/10/2019 21H,88
09/10/2019 20H,55
09/10/2019 19H,43
09/10/2019 18H,43
09/10/2019 17H,35
09/10/2019 16H,26
09/10/2019 15H,27
09/10/2019 14H,30
09/10/2019 13H,22
09/10/2019 12H,31
09/10/2019 11H,25
09/10/2019 10H,17
09/10/2019 09H,30
09/10/2019 08H,41
09/10/2019 07H,52
09/10/2019 06H,65
09/10/2019 05H,137
09/10/2019 04H,124
09/10/2019 03H,138
09/10/2019 02H,121
09/10/2019 01H,94
09/10/2019 00H,69
09/9/2019 23H,52
09/9/2019 22H,41
09/9/2019 21H,45
09/9/2019 20H,40
09/9/2019 19H,40
09/9/2019 18H,48
09/9/2019 17H,47
09/9/2019 16H,44
09/9/2019 15H,42
09/9/2019 14H,57
09/9/2019 13H,94
09/9/2019 12H,133
09/9/2019 11H,157
09/9/2019 10H,153
09/9/2019 09H,186
09/9/2019 08H,197
09/9/2019 07H,251
09/9/2019 06H,290
09/9/2019 05H,309
09/9/2019 04H,340
09/9/2019 03H,374
09/9/2019 02H,392
09/9/2019 01H,307
09/9/2019 00H,316
09/8/2019 23H,333
09/8/2019 22H,366
09/8/2019 21H,394
09/8/2019 20H,471
09/8/2019 19H,439
09/8/2019 18H,441
09/8/2019 17H,414
09/8/2019 16H,348
09/8/2019 15H,299
09/8/2019 14H,309
09/8/2019 13H,286
09/8/2019 12H,356
09/8/2019 11H,361
09/8/2019 10H,327
09/8/2019 09H,344
09/8/2019 08H,392
09/8/2019 07H,359
09/8/2019 06H,295
09/8/2019 05H,311
09/8/2019 04H,378
09/8/2019 03H,418
09/8/2019 02H,461
09/8/2019 01H,498
09/8/2019 00H,498
09/7/2019 23H,559
09/7/2019 22H,582
09/7/2019 21H,547
09/7/2019 20H,544
09/7/2019 19H,523
09/7/2019 18H,486
09/7/2019 17H,435
09/7/2019 16H,378
09/7/2019 15H,347
09/7/2019 14H,377
09/7/2019 13H,392
09/7/2019 12H,455
09/7/2019 11H,535
09/7/2019 10H,565
09/7/2019 09H,521
09/7/2019 08H,502
09/7/2019 07H,462
09/7/2019 06H,405
09/7/2019 05H,355
09/7/2019 04H,327
09/7/2019 03H,312
09/7/2019 02H,304
09/7/2019 01H,297
09/7/2019 00H,254
09/6/2019 23H,208
09/6/2019 22H,198
09/6/2019 21H,191
09/6/2019 20H,173
09/6/2019 19H,153
09/6/2019 18H,143
09/6/2019 17H,122
09/6/2019 16H,113
09/6/2019 15H,115
09/6/2019 14H,126
09/6/2019 13H,135
